Time,A,R,E,G,A_im,v,f,gamma,beta,pi1,lambdaE,muA,muR,muE,muG,b1,sigma1,mA,mG,R0,body,r1a,r1b,r2,r3,r4,r5,r6,r7,r8,r9,r10,r11
7.58,1.4223180527468187,1932.5340843251004,6525.187654720434,2625245.249636191,0.0,0.0025,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,6563.113124090478,0.6563113124090478,13050375.309440868,284.46361054936375,148.49427518191277,1422.3180527468187,0.35557951318670467,483.1335210812751,1631.2969136801084,13126226.248180956,0.35557951318670467,0.0082460343470524
7.59,1.421687679024107,1932.0317662310222,6523.0973518456985,2624420.808984956,0.0,0.0025,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,6561.05202246239,0.656105202246239,13046194.703691397,284.3375358048214,148.38091414710095,1421.6876790241072,0.35542191975602677,483.00794155775554,1630.7743379614246,13122104.044924779,0.35542191975602677,0.008240237272601484
7.6,1.421058452318281,1931.5283118370132,6521.005974513828,2623595.8041675575,0.0,0.0025,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,6558.989510418894,0.6558989510418894,13042011.949027656,284.21169046365617,148.26769052321413,1421.058452318281,0.35526461307957025,482.8820779592533,1630.251493628457,13117979.020837788,0.35526461307957025,0.008234443900284145
7.61,1.4204303655831718,1931.0237275706,6518.91353661649,2622770.2416690127,0.0,0.0025,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,6556.925604172532,0.6556925604172533,13037827.07323298,284.08607311663434,148.15460380833997,1420.4303655831718,0.35510759139579295,482.75593189265,1629.7283841541225,13113851.208345063,0.35510759139579295,0.00822865421790866
7.62,1.419803411818068,1930.5180198273297,6516.820051953072,2621944.127929359,0.0,0.0025,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,6554.860319823398,0.6554860319823399,13033640.103906143,283.9606823636136,148.04165350347793,1419.803411818068,0.354950852954517,482.6295049568324,1629.205012988268,13109720.639646797,0.354950852954517,0.00822286821338131
7.63,1.4191775840668055,1930.011194971279,6514.725534232526,2621117.4693444883,0.0,0.0025,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,6552.793673361221,0.6552793673361222,13029451.068465052,283.8355168133611,147.9288391124871,1419.1775840668056,0.3547943960167014,482.5027987428198,1628.6813835581315,13105587.346722443,0.3547943960167014,0.008217085874703685
7.64,1.4185528754168608,1929.5032593355636,6512.629997075231,2620290.2722669845,0.0,0.0025,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,6550.725680667461,0.6550725680667462,13025259.994150462,283.7105750833722,147.81616014203473,1418.5528754168608,0.3546382188542152,482.3758148338909,1628.1574992688077,13101451.361334922,0.3546382188542152,0.008211307189970006
7.65,1.4179292789984435,1928.9942192228477,6510.5334540148315,2619462.543006957,0.0,0.0025,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,6548.656357517393,0.6548656357517394,13021066.908029662,283.5858557996887,147.70361610154393,1417.9292789984434,0.35448231974961086,482.24855480571193,1627.6333635037079,13097312.715034785,0.35448231974961086,0.008205532147364454
7.66,1.4173067879835886,1928.4840809058535,6508.435918500103,2618634.28783288,0.0,0.0025,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,6546.5857195822,0.6546585719582201,13016871.837000206,283.46135759671773,147.59120650314236,1417.3067879835885,0.35432669699589714,482.1210202264634,1627.1089796250258,13093171.4391644,0.35432669699589714,0.008199760735158474
7.67,1.416685395585248,1927.9728506278695,6506.33740389679,2617805.5129724243,0.0,0.0025,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,6544.5137824310605,0.6544513782431062,13012674.80779358,283.3370791170496,147.47893086160994,1416.685395585248,0.354171348896312,481.9932126569674,1626.5843509741976,13089027.56486212,0.354171348896312,0.008193992941708085
7.68,1.4160650950563844,1927.4605346032617,6504.237923489471,2616976.2246132963,0.0,0.0025,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,6542.440561533241,0.6542440561533241,13008475.846978942,283.2130190112769,147.3667886943273,1416.0650950563845,0.3540162737640961,481.86513365081544,1626.0594808723677,13084881.123066481,0.3540162737640961,0.008188228755451192
7.69,1.415445879689062,1926.9471390179815,6502.137490483397,2616146.428904072,0.0,0.0025,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,6540.36607226018,0.6540366072260181,13004274.980966795,283.0891759378124,147.25477952122404,1415.4458796890622,0.3538614699222655,481.7367847544954,1625.5343726208494,13080732.14452036,0.3538614699222655,0.008182468164904887
7.7,1.4148277428135398,1926.432670030075,6500.0361180063555,2615316.131955032,0.0,0.0025,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,6538.29032988758,0.653829032988758,13000072.23601271,282.96554856270797,147.14290286472666,1414.8277428135398,0.35370693570338496,481.6081675075188,1625.0090295015889,13076580.659775158,0.35370693570338496,0.008176711158662735
7.71,1.4142106775556997,1925.9171338978529,6497.933819541081,2614485.34063352,0.0,0.0025,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,6536.2133515837995,0.6536213351583801,12995867.639082162,282.84213551113993,147.0311582343246,1414.2106775556997,0.35355266938892493,481.4792834744632,1624.4834548852702,13072426.703167599,0.35355266938892493,0.008170957724537442
7.72,1.4135946764814422,1925.4005371677652,6495.830609559072,2613654.063730912,0.0,0.0025,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,6534.135159327279,0.6534135159327281,12991661.219118144,282.71893529628846,146.9195451039665,1413.5946764814423,0.35339866912036055,481.3501342919413,1623.957652389768,13068270.31865456,0.35339866912036055,0.008165207848304587
7.73,1.4129797326592495,1924.8828861131356,6493.726501627671,2612822.30846708,0.0,0.0025,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,6532.0557711677,0.6532055771167701,12987453.003255341,282.5959465318499,146.80806297971438,1412.9797326592495,0.35324493316481237,481.2207215282839,1623.4316254069176,13064111.542335398,0.35324493316481237,0.00815946151746151
7.74,1.4123658391870557,1924.3641869841204,6491.621509253259,2611990.082043747,0.0,0.0025,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,6529.975205109367,0.6529975205109368,12983243.01850652,282.47316783741115,146.69671136961952,1412.3658391870558,0.35309145979676393,481.0910467460301,1622.9053773133148,13059950.410218734,0.35309145979676393,0.008153718719554032
7.75,1.4117529891508418,1923.8444460296112,6489.515645955275,2611157.391778473,0.0,0.0025,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,6527.893479446182,0.6527893479446183,12979031.291910551,282.35059783016834,146.58548978109627,1411.7529891508418,0.35293824728771045,480.9611115074028,1622.3789114888189,13055786.958892364,0.35293824728771045,0.008147979442030646
7.76,1.4111411756214784,1923.3236694989318,6487.408925272063,2610324.2451128834,0.0,0.0025,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,6525.810612782208,0.6525810612782209,12974817.850544127,282.2282351242957,146.47439772073108,1411.1411756214784,0.3527852939053696,480.83091737473296,1621.8522313180158,13051621.225564416,0.3527852939053696,0.008142243672232015
7.77,1.4105303916515706,1922.801863643536,6485.301360766736,2609490.649620895,0.0,0.0025,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,6523.726624052237,0.6523726624052238,12970602.721533472,282.1060783303141,146.3634346940923,1410.5303916515707,0.35263259791289264,480.700465910884,1621.325340191684,13047453.248104474,0.35263259791289264,0.008136511397380461
7.78,1.4099206302723004,1922.279034718704,6483.19296603303,2608656.6130169453,0.0,0.0025,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,6521.641532542363,0.6521641532542365,12966385.932066059,281.9841260544601,146.25260020553975,1409.9206302723005,0.3524801575680751,480.569758679676,1620.7982415082574,13043283.065084726,0.3524801575680751,0.008130782604569474
7.79,1.4093118844902728,1921.7551889852396,6481.083754701164,2607822.14316422,0.0,0.0025,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,6519.55535791055,0.651955535791055,12962167.50940233,281.86237689805455,146.14189375803505,1409.3118844902729,0.3523279711225682,480.4387972463099,1620.270938675291,13039110.715821099,0.3523279711225682,0.008125057280753245
7.8,1.4087041472843578,1921.2303327111674,6478.973740443697,2606987.2480828795,0.0,0.0025,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,6517.468120207199,0.6517468120207199,12957947.480887394,281.74082945687155,146.03131485295177,1408.7041472843578,0.35217603682108944,480.30758317779186,1619.7434351109243,13034936.240414398,0.35217603682108944,0.008119335412736186
7.81,1.4080974116025355,1920.7044721734298,6476.862936981385,2606151.9359582886,0.0,0.0025,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,6515.3798398957215,0.6515379839895723,12953725.873962771,281.61948232050713,145.92086298988616,1408.0974116025354,0.3520243529006339,480.17611804335746,1619.2157342453463,13030759.679791443,0.3520243529006339,0.008113616987162463
7.82,1.4074916703587397,1920.1776136595843,6474.751358089038,2605316.2151492434,0.0,0.0025,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,6513.290537873108,0.651329053787311,12949502.716178076,281.49833407174793,145.81053766646812,1407.4916703587396,0.3518729175896849,480.04440341489607,1618.6878395222595,13026581.075746216,0.3518729175896849,0.008107901990505562
7.83,1.4068869184038986,1919.6497624607173,6472.639014026962,2604480.088217889,0.0,0.0025,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,6511.2002205447225,0.6511200220544724,12945278.028053924,281.3773836807797,145.70033850216387,1406.8869184038986,0.35172172960097464,479.9124406151793,1618.1597535067406,13022400.441089444,0.35172172960097464,0.008102190416169403
7.84,1.4062831515138272,1919.1209233887,6470.52591337359,2603643.554993281,0.0,0.0025,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,6509.108887483203,0.6509108887483204,12941051.826747179,281.2566303027654,145.59026517457437,1406.2831515138273,0.3515707878784568,479.780230847175,1617.6314783433975,13018217.774966406,0.3515707878784568,0.008096482260837562
7.85,1.405680363885059,1918.5911020558615,6468.412067559593,2602806.6201532325,0.0,0.0025,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,6507.016550383081,0.6507016550383082,12936824.135119187,281.1360727770118,145.48031726217081,1405.680363885059,0.35142009097126475,479.64777551396537,1617.1030168898983,13014033.100766163,0.35142009097126475,0.008090777515453559
7.86,1.4050785498461424,1918.060304000628,6466.297487769606,2601969.2880408014,0.0,0.0025,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,6504.923220102004,0.6504923220102005,12932594.975539211,281.0157099692285,145.37049435182516,1405.0785498461426,0.3512696374615356,479.515076000157,1616.5743719424015,13009846.440204008,0.3512696374615356,0.008085076171387961
7.87,1.4044777038641079,1917.5285346843048,6464.18218493066,2601131.5626433752,0.0,0.0025,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,6502.828906608438,0.6502828906608439,12928364.36986132,280.89554077282156,145.26079603921096,1404.4777038641078,0.35111942596602697,479.3821336710762,1616.045546232665,13005657.813216876,0.35111942596602697,0.00807937822046196
7.88,1.4038778205504678,1916.9957994880915,6462.066169701463,2600293.4475731705,0.0,0.0025,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,6500.733618932926,0.6500733618932928,12924132.339402925,280.77556411009357,145.1512219291744,1403.8778205504677,0.35096945513761696,479.2489498720229,1615.5165424253657,13001467.237865852,0.35096945513761696,0.008073683654969232
7.89,1.4032788946672186,1916.4621037101022,6459.9494524616775,2599454.9460477317,0.0,0.0025,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,6498.637365119329,0.6498637365119331,12919898.904923355,280.6557789334437,145.04177163610444,1403.2788946672185,0.35081972366680464,479.11552592752554,1614.9873631154194,12997274.730238657,0.35081972366680464,0.008067992467697774
7.9,1.4026809211328393,1915.9274525623825,6457.8320433011995,2598616.0608704328,0.0,0.0025,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,6496.540152176082,0.6496540152176083,12915664.0866024,280.53618422656785,144.93244478430228,1402.6809211328393,0.3506702302832098,478.98186314059564,1614.4580108252999,12993080.304352164,0.3506702302832098,0.00806230465195169
7.91,1.4020838950282946,1915.3918511679292,6455.71395200944,2597776.794410972,0.0,0.0025,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,6494.44198602743,0.649444198602743,12911427.904018879,280.4167790056589,144.8232410083504,1402.0838950282946,0.35052097375707364,478.8479627919823,1613.92848800236,12988883.97205486,0.35052097375707364,0.008056620201572957
7.92,1.4014878116030336,1914.8553045577062,6453.595188064595,2596937.148585876,0.0,0.0025,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,6492.34287146469,0.6492342871464691,12907190.376129191,280.29756232060674,144.71415995348028,1401.4878116030336,0.3503719529007584,478.71382613942654,1613.3987970161488,12984685.74292938,0.3503719529007584,0.008050939110963119
7.93,1.4008926662809917,1914.3178176676643,6451.475760622937,2596097.124838994,0.0,0.0025,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,6490.242812097485,0.6490242812097485,12902951.521245874,280.17853325619836,144.6052012759401,1400.8926662809918,0.35022316657024793,478.57945441691606,1612.8689401557342,12980485.624194968,0.35022316657024793,0.00804526137510499
7.94,1.4002984545153423,1913.7793954101905,6449.35567877805,2595256.7246159376,0.0,0.0025,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,6488.141811539844,0.6488141811539845,12898711.3575561,280.0596909030685,144.49636463380241,1400.2984545153422,0.3500746136288356,478.44484885254764,1612.3389196945125,12976283.623079687,0.3500746136288356,0.008039586989028588
7.95,1.3997051686995141,1913.2400441942254,6447.234957074452,2594415.959451974,0.0,0.0025,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,6486.039898629935,0.6486039898629936,12894469.914148904,279.9410337399028,144.3876494917968,1399.7051686995142,0.34992629217487853,478.31001104855636,1611.808739268613,12972079.797259869,0.34992629217487853,0.008033915936464632
7.96,1.3991128022796988,1912.6997699013934,6445.113608167035,2593574.8375417623,0.0,0.0025,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,6483.937093854406,0.6483937093854407,12890227.21633407,279.82256045593977,144.27905538133763,1399.1128022796988,0.3497782005699247,478.17494247534836,1611.2784020417587,12967874.187708812,0.3497782005699247,0.008028248204959421
7.97,1.3985213497664843,1912.1585778802478,6442.991642800286,2592733.363701459,0.0,0.0025,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,6481.833409253648,0.6481833409253649,12885983.285600573,279.7042699532969,144.17058190117174,1398.5213497664843,0.3496303374416211,478.03964447006194,1610.7479107000715,12963666.818507295,0.3496303374416211,0.008022583785913936
7.98,1.3979308056658415,1911.616473472324,6440.869071716398,2591891.542859925,0.0,0.0025,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,6479.728857149813,0.6479728857149814,12881738.143432796,279.5861611331683,144.06222864980327,1397.9308056658415,0.3494827014164604,477.904118368081,1610.2172679290995,12959457.714299625,0.3494827014164604,0.008016922670655782
7.99,1.3973411644745892,1911.073462014343,6438.745905663352,2591049.3800736363,0.0,0.0025,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,6477.623450184091,0.6477623450184092,12877491.811326703,279.46823289491783,143.95399522520992,1397.3411644745893,0.3493352911186473,477.76836550358576,1609.686476415838,12955246.900368182,0.3493352911186473,0.00801126485042282
8.0,1.3967524206758557,1910.5295488404147,6436.6221554030035,2590206.880541595,0.0,0.0025,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,6475.517201353988,0.6475517201353989,12873244.310806006,279.35048413517114,143.8458812245598,1396.7524206758558,0.3491881051689639,477.6323872101037,1609.1555388507509,12951034.402707975,0.3491881051689639,0.0080056103163468
8.01,1.396164568734544,1909.9847392842416,6434.497831719174,2589364.0496202405,0.0,0.0025,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,6473.410124050602,0.6473410124050603,12868995.663438348,279.2329137469088,143.73788624392898,1396.164568734544,0.349041142183636,477.4961848210604,1608.6244579297936,12946820.248101203,0.349041142183636,0.007999959059437031
8.02,1.395577603092794,1909.4390386813227,6432.372945425736,2588520.89283836,0.0,0.0025,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,6471.3022320959,0.64713022320959,12864745.890851473,279.1155206185588,143.63000987801897,1395.577603092794,0.3488944007731985,477.3597596703307,1608.093236356434,12942604.464191798,0.3488944007731985,0.007994311070564069
8.03,1.3949915181654462,1908.8924523711578,6430.247507374696,2587677.4159120005,0.0,0.0025,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,6469.193539780002,0.6469193539780003,12860495.014749393,278.9983036330892,143.52225171987527,1394.9915181654462,0.34874787954136155,477.22311309278945,1607.561876843674,12938387.079560002,0.34874787954136155,0.00798866634044341
8.04,1.3944063083355052,1908.3449856994496,6428.121528464289,2586833.6247593793,0.0,0.0025,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,6467.084061898448,0.6467084061898449,12856243.056928579,278.88126166710106,143.414611360606,1394.4063083355052,0.3486015770838763,477.0862464248624,1607.0303821160724,12934168.123796897,0.3486015770838763,0.007983024859619225
8.05,1.393821967949603,1907.796644020309,6425.995019647058,2585989.5255157948,0.0,0.0025,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,6464.973813789487,0.6464973813789487,12851990.039294116,278.7643935899206,143.30708838910095,1393.8219679496028,0.3484554919874007,476.94916100507726,1606.4987549117645,12929947.627578974,0.3484554919874007,0.007977386618448105
8.06,1.393238491610527,1907.247432547233,6423.8679913757105,2585145.1238768846,0.0,0.0025,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,6462.862809692211,0.6462862809692212,12847735.982751422,278.6476983221054,143.19968240975106,1393.238491610527,0.34830962290263173,476.81185813680827,1605.9669978439276,12925725.619384423,0.34830962290263173,0.007971751608150472
8.07,1.3926558753415532,1906.697355760276,6421.7404513989395,2584300.4224707466,0.0,0.0025,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,6460.751056176867,0.6460751056176868,12843480.90279788,278.53117506831063,143.092393112948,1392.6558753415532,0.3481639688353883,476.674338940069,1605.4351128497349,12921502.112353733,0.3481639688353883,0.007966119824993255
8.08,1.3920741142294248,1906.1464186058238,6419.612409221941,2583455.4261917635,0.0,0.0025,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,6458.6385654794085,0.645863856547941,12839224.818443881,278.41482284588494,142.9852201322217,1392.0741142294248,0.3480185285573562,476.53660465145595,1604.9031023054852,12917277.130958818,0.3480185285573562,0.007960491261816877
8.09,1.3914932032070018,1905.594626098068,6417.483874624629,2582610.1404357036,0.0,0.0025,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,6456.525351089259,0.645652535108926,12834967.749249257,278.29864064140037,142.87816309169128,1391.4932032070017,0.34787330080175044,476.398656524517,1604.3709686561572,12913050.702178517,0.34787330080175044,0.007954865910849748
8.1,1.3909131372434114,1905.0419832220996,6415.354857301254,2581764.570674448,0.0,0.0025,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,6454.41142668612,0.6454411426686121,12830709.714602508,278.1826274486823,142.7712216175783,1390.9131372434113,0.34772828431085284,476.2604958055249,1603.8387143253135,12908822.853372239,0.34772828431085284,0.007949243764391583
8.11,1.3903339113442494,1904.4884949337036,6413.22536685952,2580918.722460193,0.0,0.0025,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,6452.296806150483,0.6452296806150484,12826450.733719042,278.06678226884986,142.6643953382073,1390.3339113442494,0.34758347783606236,476.1221237334259,1603.30634171488,12904593.612300966,0.34758347783606236,0.007943624814813897
8.12,1.3897555205517789,1903.9341661591495,6411.095412819709,2580072.6014296524,0.0,0.0025,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,6450.181503574131,0.6450181503574132,12822190.825639417,277.9511041103558,142.55768388400602,1389.7555205517788,0.3474388801379447,475.9835415397874,1602.7738532049273,12900363.007148262,0.3474388801379447,0.007938009054560479
8.13,1.3891779599451308,1903.379001794984,6408.965004613803,2579226.213308256,0.0,0.0025,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,6448.06553327064,0.6448065533270642,12817930.009227606,277.83559198902617,142.45108688750622,1389.1779599451309,0.3472944899862827,475.844750448746,1602.2412511534508,12896131.06654128,0.3472944899862827,0.007932396476147865
8.14,1.3886012246405057,1902.8230067078248,6406.834151584606,2578379.563914354,0.0,0.0025,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,6445.948909785885,0.6445948909785886,12813668.303169211,277.7202449281011,142.344603983344,1388.6012246405057,0.34715030616012643,475.7057516769562,1601.7085378961515,12891897.81957177,0.34715030616012643,0.007926787072165844
8.15,1.3880253097913715,1902.2661857341502,6404.702862984863,2577532.6591634145,0.0,0.0025,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,6443.831647908536,0.6443831647908538,12809405.725969726,277.6050619582743,142.23823480825996,1388.0253097913715,0.3470063274478429,475.56654643353755,1601.1757157462157,12887663.295817073,0.3470063274478429,0.007921180835277885
8.16,1.3874502105886655,1901.7085436800942,6402.571147976385,2576685.505072229,0.0,0.0025,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,6441.7137626805725,0.6441713762680574,12805142.29595277,277.4900421177331,142.13197900109998,1387.4502105886654,0.34686255264716637,475.42713592002355,1600.6427869940962,12883427.525361145,0.34686255264716637,0.007915577758221633
8.17,1.3868759222609943,1901.150085321237,6400.43901562917,2575838.1077631097,0.0,0.0025,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,6439.595269407774,0.6439595269407775,12800878.03125834,277.3751844521989,142.0258362028153,1386.8759222609942,0.3467189805652486,475.28752133030923,1600.1097539072925,12879190.538815549,0.3467189805652486,0.007909977833809376
8.18,1.3863024401221393,1900.5908154479291,6398.306475099825,2574990.470860616,0.0,0.0025,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,6437.47617715154,0.6437476177151541,12796612.950199649,277.26048802442784,141.91980606528276,1386.3024401221394,0.34657561003053483,475.1477038619823,1599.5766187749562,12874952.354303079,0.34657561003053483,0.007904381055387573
8.19,1.3857297595914775,1900.0307388845438,6396.173535707319,2574142.594381231,0.0,0.0025,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,6435.356485953077,0.6435356485953079,12792347.071414638,277.1459519182955,141.81388825505718,1385.7297595914774,0.34643243989786937,475.00768472113594,1599.0433839268298,12870712.971906155,0.34643243989786937,0.007898787417032689
8.2,1.3851578760618097,1899.4698603618667,6394.040206430402,2573294.482033832,0.0,0.0025,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,6433.23620508458,0.6433236205084581,12788080.412860803,277.03157521236193,141.70808242868722,1385.1578760618097,0.34628946901545243,474.8674650904667,1598.5100516076004,12866472.41016916,0.34628946901545243,0.007893196912266797
