data_generator_fox,data_generator_rabbit,data_generator_time
687.0,306.0,10.99
663.0,296.0,11.0
628.0,287.0,11.01
606.0,283.0,11.02
600.0,267.0,11.03
557.0,277.0,11.04
531.0,269.0,11.05
504.0,281.0,11.06
473.0,295.0,11.07
456.0,306.0,11.08
439.0,300.0,11.09
416.0,309.0,11.1
392.0,317.0,11.11
383.0,322.0,11.12
366.0,335.0,11.13
348.0,352.0,11.14
336.0,356.0,11.15
322.0,365.0,11.16
315.0,373.0,11.17
306.0,387.0,11.18
301.0,400.0,11.19
285.0,428.0,11.2
278.0,455.0,11.21
263.0,484.0,11.22
249.0,509.0,11.23
236.0,536.0,11.24
228.0,567.0,11.25
222.0,605.0,11.26
230.0,631.0,11.27
255.0,644.0,11.28
274.0,669.0,11.29
289.0,688.0,11.3
305.0,699.0,11.31
320.0,707.0,11.32
348.0,720.0,11.33
377.0,723.0,11.34
385.0,750.0,11.35
404.0,758.0,11.36
418.0,775.0,11.37
439.0,792.0,11.38
466.0,797.0,11.39
503.0,788.0,11.4
509.0,803.0,11.41
521.0,809.0,11.42
522.0,819.0,11.43
526.0,845.0,11.44
537.0,859.0,11.45
568.0,861.0,11.46
585.0,860.0,11.47
590.0,881.0,11.48
594.0,898.0,11.49
586.0,934.0,11.5
580.0,977.0,11.51
577.0,1018.0,11.52
582.0,1063.0,11.53
575.0,1121.0,11.54
572.0,1192.0,11.55
567.0,1252.0,11.56
551.0,1321.0,11.57
538.0,1422.0,11.58
545.0,1508.0,11.59
543.0,1602.0,11.6
564.0,1685.0,11.61
598.0,1756.0,11.62
631.0,1853.0,11.63
674.0,1936.0,11.64
742.0,1988.0,11.65
831.0,2021.0,11.66
995.0,1976.0,11.67
1185.0,1849.0,11.68
1464.0,1627.0,11.69
1778.0,1358.0,11.7
2043.0,1055.0,11.71
2019.0,990.0,11.72
1934.0,967.0,11.73
1821.0,987.0,11.74
1718.0,1023.0,11.75
1626.0,1055.0,11.76
1539.0,1073.0,11.77
1478.0,1087.0,11.78
1429.0,1121.0,11.79
1396.0,1116.0,11.8
1350.0,1114.0,11.81
1336.0,1088.0,11.82
1281.0,1110.0,11.83
1230.0,1162.0,11.84
1164.0,1224.0,11.85
1096.0,1281.0,11.86
1061.0,1350.0,11.87
1012.0,1413.0,11.88
1000.0,1474.0,11.89
995.0,1499.0,11.9
1038.0,1498.0,11.91
1094.0,1461.0,11.92
1155.0,1440.0,11.93
1235.0,1383.0,11.94
1357.0,1282.0,11.95
1504.0,1128.0,11.96
1610.0,983.0,11.97
1702.0,836.0,11.98
1717.0,749.0,11.99
1639.0,731.0,12.0
1569.0,719.0,12.01
1495.0,703.0,12.02
1398.0,712.0,12.03
1305.0,736.0,12.04
1207.0,762.0,12.05
1141.0,797.0,12.06
1087.0,822.0,12.07
1030.0,846.0,12.08
985.0,874.0,12.09
924.0,915.0,12.1
891.0,926.0,12.11
877.0,959.0,12.12
863.0,1003.0,12.13
854.0,1030.0,12.14
892.0,1031.0,12.15
917.0,1008.0,12.16
933.0,981.0,12.17
973.0,950.0,12.18
1023.0,923.0,12.19
1025.0,904.0,12.2
1006.0,905.0,12.21
1026.0,895.0,12.22
1034.0,883.0,12.23
1033.0,873.0,12.24
1022.0,866.0,12.25
984.0,890.0,12.26
951.0,914.0,12.27
930.0,927.0,12.28
891.0,937.0,12.29
862.0,949.0,12.3
885.0,957.0,12.31
897.0,966.0,12.32
932.0,933.0,12.33
984.0,890.0,12.34
1065.0,785.0,12.35
1136.0,663.0,12.36
1203.0,574.0,12.37
1191.0,518.0,12.38
1150.0,506.0,12.39
1084.0,507.0,12.4
1027.0,506.0,12.41
975.0,517.0,12.42
928.0,505.0,12.43
887.0,485.0,12.44
849.0,493.0,12.45
813.0,493.0,12.46
782.0,504.0,12.47
760.0,485.0,12.48
730.0,472.0,12.49
699.0,488.0,12.5
651.0,497.0,12.51
638.0,500.0,12.52
625.0,495.0,12.53
611.0,511.0,12.54
575.0,535.0,12.55
558.0,549.0,12.56
531.0,575.0,12.57
525.0,592.0,12.58
503.0,624.0,12.59
489.0,654.0,12.6
471.0,677.0,12.61
455.0,720.0,12.62
460.0,742.0,12.63
456.0,778.0,12.64
456.0,808.0,12.65
461.0,844.0,12.66
445.0,902.0,12.67
450.0,955.0,12.68
451.0,1008.0,12.69
458.0,1051.0,12.7
472.0,1100.0,12.71
497.0,1146.0,12.72
548.0,1183.0,12.73
594.0,1208.0,12.74
663.0,1209.0,12.75
731.0,1193.0,12.76
811.0,1168.0,12.77
896.0,1141.0,12.78
966.0,1087.0,12.79
1007.0,1051.0,12.8
1064.0,1004.0,12.81
1094.0,962.0,12.82
1114.0,926.0,12.83
1132.0,886.0,12.84
1137.0,861.0,12.85
1129.0,832.0,12.86
1129.0,822.0,12.87
1119.0,797.0,12.88
1109.0,814.0,12.89
1096.0,802.0,12.9
1091.0,794.0,12.91
1086.0,766.0,12.92
1070.0,752.0,12.93
1076.0,734.0,12.94
1042.0,746.0,12.95
1022.0,730.0,12.96
991.0,726.0,12.97
980.0,726.0,12.98
954.0,728.0,12.99
924.0,731.0,13.0
914.0,710.0,13.01
903.0,693.0,13.02
890.0,679.0,13.03
875.0,661.0,13.04
845.0,663.0,13.05
814.0,683.0,13.06
783.0,689.0,13.07
784.0,674.0,13.08
778.0,675.0,13.09
775.0,668.0,13.1
782.0,637.0,13.11
771.0,625.0,13.12
789.0,590.0,13.13
765.0,574.0,13.14
735.0,574.0,13.15
707.0,578.0,13.16
721.0,564.0,13.17
702.0,560.0,13.18
689.0,572.0,13.19
672.0,575.0,13.2
649.0,575.0,13.21
620.0,597.0,13.22
606.0,609.0,13.23
592.0,620.0,13.24
567.0,632.0,13.25
570.0,634.0,13.26
565.0,644.0,13.27
552.0,662.0,13.28
568.0,664.0,13.29
570.0,670.0,13.3
568.0,672.0,13.31
556.0,699.0,13.32
544.0,738.0,13.33
536.0,755.0,13.34
517.0,788.0,13.35
511.0,815.0,13.36
520.0,827.0,13.37
501.0,857.0,13.38
492.0,901.0,13.39
492.0,943.0,13.4
487.0,986.0,13.41
495.0,1029.0,13.42
513.0,1064.0,13.43
562.0,1052.0,13.44
612.0,1042.0,13.45
657.0,1033.0,13.46
663.0,1074.0,13.47
680.0,1106.0,13.48
700.0,1129.0,13.49
698.0,1180.0,13.5
715.0,1199.0,13.51
713.0,1233.0,13.52
746.0,1226.0,13.53
783.0,1232.0,13.54
808.0,1243.0,13.55
864.0,1230.0,13.56
925.0,1193.0,13.57
969.0,1185.0,13.58
1016.0,1170.0,13.59
1053.0,1121.0,13.6
1067.0,1108.0,13.61
1082.0,1088.0,13.62
1081.0,1094.0,13.63
1090.0,1097.0,13.64
1100.0,1095.0,13.65
1113.0,1093.0,13.66
1145.0,1060.0,13.67
1175.0,1025.0,13.68
1167.0,1008.0,13.69
1169.0,994.0,13.7
1144.0,1002.0,13.71
1142.0,981.0,13.72
1121.0,954.0,13.73
1110.0,950.0,13.74
1101.0,956.0,13.75
1065.0,966.0,13.76
1054.0,970.0,13.77
1014.0,990.0,13.78
1003.0,1028.0,13.79
984.0,1021.0,13.8
948.0,1055.0,13.81
917.0,1076.0,13.82
924.0,1100.0,13.83
927.0,1115.0,13.84
914.0,1148.0,13.85
936.0,1163.0,13.86
942.0,1142.0,13.87
965.0,1154.0,13.88
983.0,1137.0,13.89
988.0,1139.0,13.9
1028.0,1123.0,13.91
1074.0,1103.0,13.92
1135.0,1066.0,13.93
1183.0,1003.0,13.94
1237.0,934.0,13.95
1301.0,867.0,13.96
1326.0,780.0,13.97
1365.0,692.0,13.98
1379.0,620.0,13.99
1380.0,554.0,14.0
1325.0,520.0,14.01
1308.0,466.0,14.02
1273.0,404.0,14.03
1233.0,356.0,14.04
1181.0,323.0,14.05
1119.0,303.0,14.06
1050.0,284.0,14.07
995.0,274.0,14.08
941.0,265.0,14.09
882.0,256.0,14.1
821.0,255.0,14.11
764.0,247.0,14.12
703.0,243.0,14.13
656.0,249.0,14.14
621.0,256.0,14.15
577.0,265.0,14.16
533.0,271.0,14.17
495.0,282.0,14.18
483.0,293.0,14.19
449.0,302.0,14.2
424.0,312.0,14.21
407.0,312.0,14.22
391.0,315.0,14.23
377.0,332.0,14.24
349.0,356.0,14.25
339.0,367.0,14.26
328.0,384.0,14.27
315.0,401.0,14.28
299.0,431.0,14.29
281.0,459.0,14.3
269.0,505.0,14.31
258.0,532.0,14.32
244.0,567.0,14.33
235.0,597.0,14.34
221.0,640.0,14.35
211.0,678.0,14.36
211.0,713.0,14.37
214.0,743.0,14.38
211.0,787.0,14.39
221.0,846.0,14.4
230.0,891.0,14.41
233.0,977.0,14.42
247.0,1041.0,14.43
260.0,1111.0,14.44
287.0,1152.0,14.45
318.0,1209.0,14.46
354.0,1230.0,14.47
393.0,1265.0,14.48
426.0,1299.0,14.49
471.0,1351.0,14.5
504.0,1408.0,14.51
549.0,1468.0,14.52
610.0,1478.0,14.53
694.0,1476.0,14.54
767.0,1485.0,14.55
837.0,1466.0,14.56
910.0,1462.0,14.57
975.0,1446.0,14.58
1046.0,1422.0,14.59
1085.0,1398.0,14.6
1127.0,1364.0,14.61
1126.0,1371.0,14.62
1142.0,1402.0,14.63
1131.0,1429.0,14.64
1121.0,1465.0,14.65
1134.0,1502.0,14.66
1144.0,1545.0,14.67
1129.0,1598.0,14.68
1113.0,1641.0,14.69
1119.0,1693.0,14.7
1091.0,1774.0,14.71
1077.0,1862.0,14.72
1083.0,1925.0,14.73
1052.0,2026.0,14.74
1023.0,2146.0,14.75
1012.0,2255.0,14.76
973.0,2425.0,14.77
936.0,2572.0,14.78
908.0,2748.0,14.79
892.0,2943.0,14.8
863.0,3134.0,14.81
832.0,3357.0,14.82
828.0,3598.0,14.83
831.0,3860.0,14.84
850.0,4134.0,14.85
894.0,4424.0,14.86
945.0,4712.0,14.87
1002.0,5049.0,14.88
1076.0,5353.0,14.89
1180.0,5649.0,14.9
1296.0,5971.0,14.91
1427.0,6274.0,14.92
1588.0,6605.0,14.93
1758.0,6936.0,14.94
1900.0,7317.0,14.95
2058.0,7684.0,14.96
2234.0,8047.0,14.97
2413.0,8415.0,14.98
2634.0,8736.0,14.99
2966.0,8978.0,15.0
3417.0,9097.0,15.01
4011.0,9050.0,15.02
4719.0,8827.0,15.03
5463.0,8425.0,15.04
6306.0,7843.0,15.05
7266.0,7065.0,15.06
8246.0,6037.0,15.07
9277.0,4823.0,15.08
10050.0,3602.0,15.09
10419.0,2618.0,15.1
10372.0,1888.0,15.11
10043.0,1470.0,15.12
9578.0,1144.0,15.13
8984.0,962.0,15.14
8416.0,804.0,15.15
7764.0,710.0,15.16
7083.0,691.0,15.17
6470.0,720.0,15.18
5929.0,719.0,15.19
5449.0,725.0,15.2
4968.0,753.0,15.21
4553.0,771.0,15.22
4216.0,792.0,15.23
3880.0,791.0,15.24
3591.0,784.0,15.25
3356.0,755.0,15.26
3134.0,716.0,15.27
2986.0,665.0,15.28
2844.0,631.0,15.29
2676.0,588.0,15.3
2546.0,552.0,15.31
2371.0,515.0,15.32
2221.0,492.0,15.33
2091.0,474.0,15.34
1953.0,463.0,15.35
1830.0,443.0,15.36
1705.0,438.0,15.37
1581.0,448.0,15.38
1475.0,451.0,15.39
1365.0,460.0,15.4
1278.0,461.0,15.41
1182.0,474.0,15.42
1098.0,483.0,15.43
1016.0,507.0,15.44
952.0,529.0,15.45
891.0,567.0,15.46
824.0,592.0,15.47
774.0,639.0,15.48
744.0,672.0,15.49
719.0,702.0,15.5
695.0,728.0,15.51
674.0,754.0,15.52
679.0,758.0,15.53
680.0,752.0,15.54
695.0,734.0,15.55
737.0,689.0,15.56
787.0,619.0,15.57
815.0,585.0,15.58
844.0,532.0,15.59
837.0,497.0,15.6
843.0,469.0,15.61
818.0,467.0,15.62
770.0,474.0,15.63
758.0,469.0,15.64
752.0,474.0,15.65
733.0,478.0,15.66
724.0,473.0,15.67
693.0,485.0,15.68
669.0,486.0,15.69
629.0,497.0,15.7
614.0,494.0,15.71
594.0,488.0,15.72
573.0,488.0,15.73
565.0,488.0,15.74
539.0,492.0,15.75
525.0,512.0,15.76
513.0,517.0,15.77
498.0,525.0,15.78
475.0,534.0,15.79
459.0,560.0,15.8
453.0,558.0,15.81
451.0,589.0,15.82
447.0,597.0,15.83
452.0,608.0,15.84
459.0,613.0,15.85
483.0,608.0,15.86
496.0,614.0,15.87
515.0,603.0,15.88
548.0,593.0,15.89
583.0,556.0,15.9
636.0,514.0,15.91
667.0,462.0,15.92
680.0,433.0,15.93
669.0,424.0,15.94
642.0,423.0,15.95
624.0,437.0,15.96
592.0,451.0,15.97
567.0,460.0,15.98
545.0,494.0,15.99
511.0,518.0,16.0
488.0,546.0,16.01
466.0,577.0,16.02
448.0,613.0,16.03
434.0,648.0,16.04
419.0,682.0,16.05
394.0,705.0,16.06
383.0,733.0,16.07
373.0,759.0,16.08
371.0,799.0,16.09
365.0,837.0,16.1
361.0,883.0,16.11
362.0,933.0,16.12
364.0,986.0,16.13
369.0,1044.0,16.14
371.0,1121.0,16.15
379.0,1188.0,16.16
387.0,1276.0,16.17
367.0,1367.0,16.18
380.0,1465.0,16.19
398.0,1559.0,16.2
391.0,1671.0,16.21
391.0,1788.0,16.22
393.0,1938.0,16.23
395.0,2054.0,16.24
413.0,2208.0,16.25
431.0,2377.0,16.26
461.0,2524.0,16.27
473.0,2706.0,16.28
514.0,2878.0,16.29
524.0,3079.0,16.3
527.0,3327.0,16.31
535.0,3562.0,16.32
553.0,3854.0,16.33
557.0,4176.0,16.34
583.0,4486.0,16.35
622.0,4818.0,16.36
674.0,5184.0,16.37
746.0,5570.0,16.38
839.0,5900.0,16.39
956.0,6242.0,16.4
1117.0,6602.0,16.41
1275.0,6967.0,16.42
1500.0,7339.0,16.43
1761.0,7679.0,16.44
2136.0,7862.0,16.45
2604.0,7947.0,16.46
3201.0,7819.0,16.47
3939.0,7564.0,16.48
4904.0,6921.0,16.49
5967.0,6043.0,16.5
6912.0,5117.0,16.51
7683.0,4277.0,16.52
8215.0,3470.0,16.53
8475.0,2753.0,16.54
8622.0,2135.0,16.55
8568.0,1578.0,16.56
8352.0,1142.0,16.57
8075.0,748.0,16.58
7693.0,428.0,16.59
7142.0,291.0,16.6
6551.0,252.0,16.61
5955.0,246.0,16.62
5407.0,247.0,16.63
4904.0,245.0,16.64
4454.0,245.0,16.65
4061.0,233.0,16.66
3690.0,226.0,16.67
3349.0,226.0,16.68
3041.0,224.0,16.69
2803.0,229.0,16.7
2568.0,224.0,16.71
2346.0,226.0,16.72
2132.0,217.0,16.73
1931.0,220.0,16.74
1750.0,232.0,16.75
1592.0,248.0,16.76
1459.0,256.0,16.77
1340.0,274.0,16.78
1213.0,294.0,16.79
1106.0,312.0,16.8
999.0,329.0,16.81
920.0,351.0,16.82
842.0,383.0,16.83
795.0,402.0,16.84
727.0,424.0,16.85
670.0,457.0,16.86
611.0,492.0,16.87
560.0,530.0,16.88
535.0,558.0,16.89
507.0,594.0,16.9
473.0,630.0,16.91
456.0,661.0,16.92
418.0,710.0,16.93
399.0,755.0,16.94
381.0,792.0,16.95
403.0,823.0,16.96
417.0,832.0,16.97
450.0,854.0,16.98
492.0,853.0,16.99
524.0,863.0,17.0
552.0,866.0,17.01
598.0,845.0,17.02
642.0,841.0,17.03
679.0,818.0,17.04
713.0,800.0,17.05
718.0,791.0,17.06
712.0,805.0,17.07
700.0,828.0,17.08
676.0,841.0,17.09
680.0,856.0,17.1
661.0,892.0,17.11
660.0,929.0,17.12
649.0,952.0,17.13
613.0,991.0,17.14
605.0,1037.0,17.15
603.0,1075.0,17.16
625.0,1112.0,17.17
656.0,1139.0,17.18
664.0,1166.0,17.19
685.0,1179.0,17.2
729.0,1196.0,17.21
798.0,1187.0,17.22
863.0,1146.0,17.23
924.0,1112.0,17.24
975.0,1085.0,17.25
1006.0,1081.0,17.26
1022.0,1079.0,17.27
1025.0,1084.0,17.28
1031.0,1073.0,17.29
1049.0,1046.0,17.3
1032.0,1049.0,17.31
1023.0,1053.0,17.32
997.0,1093.0,17.33
978.0,1095.0,17.34
968.0,1124.0,17.35
950.0,1137.0,17.36
961.0,1141.0,17.37
952.0,1166.0,17.38
965.0,1195.0,17.39
958.0,1206.0,17.4
981.0,1223.0,17.41
1004.0,1222.0,17.42
1058.0,1208.0,17.43
1118.0,1146.0,17.44
1213.0,1077.0,17.45
1266.0,991.0,17.46
1304.0,911.0,17.47
1305.0,862.0,17.48
1301.0,834.0,17.49
1288.0,799.0,17.5
1280.0,774.0,17.51
1245.0,766.0,17.52
1211.0,756.0,17.53
1185.0,741.0,17.54
1167.0,719.0,17.55
1135.0,688.0,17.56
1110.0,657.0,17.57
1098.0,625.0,17.58
1089.0,597.0,17.59
1067.0,582.0,17.6
1047.0,555.0,17.61
1008.0,547.0,17.62
978.0,549.0,17.63
954.0,532.0,17.64
949.0,505.0,17.65
901.0,498.0,17.66
884.0,489.0,17.67
868.0,484.0,17.68
844.0,462.0,17.69
819.0,456.0,17.7
777.0,461.0,17.71
752.0,472.0,17.72
703.0,482.0,17.73
671.0,491.0,17.74
638.0,501.0,17.75
609.0,502.0,17.76
580.0,511.0,17.77
557.0,530.0,17.78
548.0,539.0,17.79
544.0,546.0,17.8
533.0,562.0,17.81
511.0,570.0,17.82
514.0,566.0,17.83
524.0,566.0,17.84
540.0,564.0,17.85
542.0,563.0,17.86
557.0,564.0,17.87
565.0,579.0,17.88
580.0,567.0,17.89
590.0,549.0,17.9
615.0,525.0,17.91
634.0,497.0,17.92
621.0,488.0,17.93
617.0,479.0,17.94
610.0,476.0,17.95
598.0,480.0,17.96
561.0,488.0,17.97
564.0,477.0,17.98
556.0,465.0,17.99
554.0,473.0,18.0
542.0,474.0,18.01
531.0,488.0,18.02
537.0,481.0,18.03
535.0,490.0,18.04
528.0,485.0,18.05
522.0,493.0,18.06
510.0,510.0,18.07
500.0,515.0,18.08
491.0,521.0,18.09
482.0,534.0,18.1
470.0,551.0,18.11
471.0,546.0,18.12
469.0,558.0,18.13
458.0,590.0,18.14
450.0,622.0,18.15
437.0,633.0,18.16
439.0,656.0,18.17
445.0,676.0,18.18
446.0,708.0,18.19
463.0,735.0,18.2
447.0,769.0,18.21
442.0,801.0,18.22
448.0,843.0,18.23
463.0,860.0,18.24
465.0,894.0,18.25
472.0,935.0,18.26
480.0,972.0,18.27
488.0,1007.0,18.28
497.0,1035.0,18.29
518.0,1069.0,18.3
528.0,1098.0,18.31
532.0,1132.0,18.32
573.0,1157.0,18.33
608.0,1185.0,18.34
656.0,1194.0,18.35
700.0,1191.0,18.36
757.0,1187.0,18.37
828.0,1144.0,18.38
869.0,1121.0,18.39
903.0,1111.0,18.4
951.0,1087.0,18.41
1002.0,1066.0,18.42
1055.0,1003.0,18.43
1108.0,949.0,18.44
1143.0,890.0,18.45
1162.0,837.0,18.46
1172.0,800.0,18.47
1182.0,754.0,18.48
1170.0,718.0,18.49
1128.0,721.0,18.5
1067.0,715.0,18.51
1043.0,703.0,18.52
1013.0,722.0,18.53
960.0,743.0,18.54
926.0,759.0,18.55
867.0,792.0,18.56
819.0,819.0,18.57
798.0,832.0,18.58
787.0,853.0,18.59
767.0,886.0,18.6
746.0,914.0,18.61
739.0,920.0,18.62
719.0,942.0,18.63
714.0,973.0,18.64
712.0,1004.0,18.65
727.0,1036.0,18.66
770.0,1032.0,18.67
791.0,1056.0,18.68
805.0,1079.0,18.69
842.0,1045.0,18.7
862.0,1049.0,18.71
864.0,1072.0,18.72
857.0,1084.0,18.73
864.0,1090.0,18.74
872.0,1138.0,18.75
902.0,1133.0,18.76
910.0,1142.0,18.77
918.0,1147.0,18.78
911.0,1161.0,18.79
916.0,1169.0,18.8
935.0,1177.0,18.81
937.0,1191.0,18.82
968.0,1177.0,18.83
970.0,1200.0,18.84
950.0,1243.0,18.85
935.0,1277.0,18.86
915.0,1316.0,18.87
899.0,1383.0,18.88
880.0,1463.0,18.89
888.0,1547.0,18.9
872.0,1626.0,18.91
847.0,1695.0,18.92
850.0,1765.0,18.93
906.0,1820.0,18.94
983.0,1850.0,18.95
1064.0,1824.0,18.96
1199.0,1756.0,18.97
1397.0,1608.0,18.98
1607.0,1405.0,18.99
1796.0,1212.0,19.0
1884.0,1086.0,19.01
1923.0,977.0,19.02
1942.0,877.0,19.03
1944.0,752.0,19.04
1952.0,645.0,19.05
1898.0,583.0,19.06
1808.0,557.0,19.07
1679.0,557.0,19.08
1558.0,574.0,19.09
1435.0,598.0,19.1
1340.0,621.0,19.11
1268.0,629.0,19.12
1179.0,632.0,19.13
1110.0,641.0,19.14
1045.0,657.0,19.15
1010.0,663.0,19.16
982.0,657.0,19.17
958.0,636.0,19.18
931.0,627.0,19.19
896.0,619.0,19.2
863.0,629.0,19.21
836.0,616.0,19.22
810.0,627.0,19.23
772.0,646.0,19.24
763.0,644.0,19.25
753.0,664.0,19.26
729.0,670.0,19.27
690.0,710.0,19.28
658.0,735.0,19.29
650.0,747.0,19.3
637.0,764.0,19.31
620.0,798.0,19.32
595.0,848.0,19.33
578.0,911.0,19.34
559.0,951.0,19.35
553.0,1010.0,19.36
560.0,1065.0,19.37
578.0,1078.0,19.38
615.0,1102.0,19.39
648.0,1128.0,19.4
691.0,1142.0,19.41
747.0,1145.0,19.42
825.0,1103.0,19.43
893.0,1072.0,19.44
948.0,1041.0,19.45
1006.0,980.0,19.46
1056.0,970.0,19.47
1109.0,904.0,19.48
1133.0,863.0,19.49
1140.0,818.0,19.5
1175.0,759.0,19.51
1186.0,707.0,19.52
1192.0,660.0,19.53
1176.0,619.0,19.54
1177.0,579.0,19.55
1166.0,512.0,19.56
1129.0,471.0,19.57
1106.0,459.0,19.58
1049.0,436.0,19.59
1010.0,422.0,19.6
984.0,386.0,19.61
946.0,377.0,19.62
918.0,371.0,19.63
872.0,366.0,19.64
832.0,356.0,19.65
785.0,362.0,19.66
742.0,363.0,19.67
708.0,358.0,19.68
668.0,362.0,19.69
643.0,369.0,19.7
621.0,383.0,19.71
587.0,389.0,19.72
562.0,398.0,19.73
542.0,404.0,19.74
514.0,420.0,19.75
501.0,424.0,19.76
485.0,430.0,19.77
474.0,447.0,19.78
470.0,465.0,19.79
463.0,484.0,19.8
456.0,495.0,19.81
448.0,497.0,19.82
446.0,502.0,19.83
462.0,485.0,19.84
472.0,488.0,19.85
480.0,476.0,19.86
504.0,463.0,19.87
512.0,453.0,19.88
522.0,437.0,19.89
519.0,430.0,19.9
511.0,443.0,19.91
485.0,449.0,19.92
480.0,442.0,19.93
474.0,450.0,19.94
453.0,479.0,19.95
460.0,493.0,19.96
450.0,492.0,19.97
435.0,502.0,19.98
437.0,508.0,19.99
440.0,505.0,20.0
