Time,z_i,x,y_0,y_1,L,v,z_a,m_0,m_1,m_2,m_3,m_4,m_5,m_6,m_7,m_8,R0,a0,a1,k,u,lambda,d,beta,gamma,alpha,phi,eta,pa,ca,r,ba,p_i,ci,bi,xi,COMpartment,Host_cell_proliferation,Host_cell_death,Infection_1,Infection_2,Infected_cell_death_1,Infected_cell_infection_progression_1,Infected_cell_infection_progression_2,CTL_induced_infected_cell_death_1,Infected_cell_death_2,CTL_induced_infected_cell_death_2,Infected_cell_death_3,Virus_particle_production,Viral_particle_degradation,Precursor_T_cell_differentiation_2,Infection_induced_CTL_proliferation_stimulation,CTL_cell_death,Naive_CTL_division_1,Naive_CTL_division_2,Naive_CTL_division_3,Naive_CTL_division_4,Naive_CTL_division_5,Naive_CTL_division_6,Naive_CTL_division_7,Naive_CTL_division_8,Precursor_T_cell_differentiation_1,NK_cell_production,NK_infection_induced_production,NK_cell_death,NK_induced_infected_cell_death_1,NK_induced_infected_cell_death_2
67.0,0.19732716014538895,99.86904647955197,0.0002648161935692535,4.968096453083294e-06,0.0007102713790438474,4.3897854613064036e-06,6.007529248955971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.2,0.1,0.01,1e-06,15.5,1.0,0.1,1.0,12.0,0.1,0.01,1.0,10.0,9.986904647955198,4.384036882704707e-05,0.00021920184413523535,2.6481619356925348e-05,2.648161935692535e-06,7.102713790438474e-05,1.5908910284644764e-09,9.936192906166588e-07,2.984598475353231e-11,7.102713790438474e-05,4.968096453083294e-06,4.3897854613064036e-06,0.0,0.025121423704879138,0.6007529248955972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0006388292136233725,0.019732716014538895,5.22554274375324e-05,9.80340364415306e-07
67.5,0.19289853623788158,99.87530048506308,0.00028227828830395033,5.31960422759647e-06,0.0007505744453945818,4.691269891690173e-06,5.7268890061608335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.2,0.1,0.01,1e-06,15.5,1.0,0.1,1.0,12.0,0.1,0.01,1.0,10.0,9.987530048506308,4.685419900890854e-05,0.00023427099504454268,2.8227828830395036e-05,2.8227828830395032e-06,7.505744453945819e-05,1.6165764259657912e-09,1.0639208455192939e-06,3.046478296814891e-11,7.505744453945819e-05,5.31960422759647e-06,4.691269891690173e-06,0.0,0.02552913873847607,0.5726889006160834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0006657265499332194,0.01928985362378816,5.445106862556675e-05,1.0261438688682057e-06
68.0,0.18869961857919917,99.8812402797952,0.00030126711734959264,5.701652906451082e-06,0.0007945234867089271,5.018859337340296e-06,5.460145060900972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.2,0.1,0.01,1e-06,15.5,1.0,0.1,1.0,12.0,0.1,0.01,1.0,10.0,9.98812402797952,5.012898954033799e-05,0.0002506449477016899,3.0126711734959264e-05,3.0126711734959263e-06,7.94523486708927e-05,1.6449621628082517e-09,1.1403305812902166e-06,3.113185195613055e-11,7.94523486708927e-05,5.701652906451082e-06,5.018859337340296e-06,0.0,0.025979457228847924,0.5460145060900973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0006950986783564951,0.01886996185791992,5.684899013432297e-05,1.0758997287183015e-06
68.5,0.18472045559813335,99.88688039184433,0.00032191608423058307,6.116960882275851e-06,0.0008424199508703887,5.3748704793840915e-06,5.206640615227289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.2,0.1,0.01,1e-06,15.5,1.0,0.1,1.0,12.0,0.1,0.01,1.0,10.0,9.988688039184433,5.368790446958937e-05,0.0002684395223479469,3.219160842305831e-05,3.2191608423058306e-06,8.424199508703887e-05,1.6761013588498826e-09,1.2233921764551703e-06,3.1848816971413996e-11,8.424199508703887e-05,6.116960882275851e-06,5.3748704793840915e-06,0.0,0.026473227725230097,0.5206640615227289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.000727132962533884,0.018472045559813337,5.9464485743440376e-05,1.129927801049955e-06
69.0,0.1809516788891846,99.89223456791059,0.0003443707928349265,6.568493508011895e-06,0.0008945943012311844,5.761830571119789e-06,4.965751446233538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.2,0.1,0.01,1e-06,15.5,1.0,0.1,1.0,12.0,0.1,0.01,1.0,10.0,9.98922345679106,5.755621309508563e-05,0.0002877810654754281,3.443707928349265e-05,3.443707928349265e-06,8.945943012311845e-05,1.7100597625606265e-09,1.3136987016023792e-06,3.261750613698568e-11,8.945943012311845e-05,6.568493508011895e-06,5.761830571119789e-06,0.0,0.027011497664812985,0.49657514462335384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0007620366366231239,0.01809516788891846,6.231447312387952e-05,1.1885799280474622e-06
69.5,0.1773844823139464,99.89731580819277,0.0003687900546890036,7.0594819747748284e-06,0.0009514083269605053,6.182494256555809e-06,4.736884288796063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.2,0.1,0.01,1e-06,15.5,1.0,0.1,1.0,12.0,0.1,0.01,1.0,10.0,9.989731580819278,6.176145812294937e-05,0.0003088072906147468,3.687900546890037e-05,3.6879005468900363e-06,9.514083269605053e-05,1.746915815920582e-09,1.4118963949549657e-06,3.3439949253349885e-11,9.514083269605053e-05,7.0594819747748284e-06,6.182494256555809e-06,0.0,0.027595514360195948,0.4736884288796064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0008000385058684915,0.01773844823139464,6.541763293354089e-05,1.252242555500069e-06
70.0,0.17401060669046278,99.90213639429196,0.00039534707889906485,7.593446795975619e-06,0.001013257930489692,6.639864110438772e-06,4.519475480572202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.2,0.1,0.01,1e-06,15.5,1.0,0.1,1.0,12.0,0.1,0.01,1.0,10.0,9.990213639429196,6.633366100006183e-05,0.0003316683050003091,3.953470788990649e-05,3.953470788990649e-06,0.00010132579304896921,1.7867614294001672e-09,1.5186893591951238e-06,3.431839660744136e-11,0.00010132579304896921,7.593446795975619e-06,6.639864110438772e-06,0.0,0.02822673730311794,0.45194754805722026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0008413911040364159,0.01740106066904628,6.879458505252854e-05,1.3213402838394682e-06
70.5,0.1708223256170775,99.90670791657736,0.00042423068836771704,8.174223257373372e-06,0.0010805760210182863,7.137214219823858e-06,4.312989634330793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.2,0.1,0.01,1e-06,15.5,1.0,0.1,1.0,12.0,0.1,0.01,1.0,10.0,9.990670791657736,7.130555763979848e-05,0.0003565277881989924,4.242306883677171e-05,4.24230688367717e-06,0.00010805760210182863,1.8297025614949805e-09,1.6348446514746744e-06,3.5255340177757043e-11,0.00010805760210182863,8.174223257373372e-06,7.137214219823858e-06,0.0,0.028906847475927432,0.43129896343307933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0008863729513445377,0.01708223256170775,7.24680727851071e-05,1.396339826937722e-06
71.0,0.16781243111865735,99.91104130139358,0.0004556465679770404,8.80598625299397e-06,0.001153835470430925,7.678111673449219e-06,4.116918307406917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.2,0.1,0.01,1e-06,15.5,1.0,0.1,1.0,12.0,0.1,0.01,1.0,10.0,9.991104130139359,7.67128132522697e-05,0.00038356406626134854,4.556465679770404e-05,4.556465679770404e-06,0.00011538354704309251,1.8758596974118078e-09,1.761197250598794e-06,3.6253526019724513e-11,0.00011538354704309251,8.80598625299397e-06,7.678111673449219e-06,0.0,0.02963775496318875,0.4116918307406917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0009352909471753452,0.016781243111865737,7.646315830309972e-05,1.477753961512394e-06
71.5,0.16497422554826505,99.91514683164664,0.0004898188496513469,9.493281657972299e-06,0.0012335529841017495,8.266440384270065e-06,3.930778903633348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.2,0.1,0.01,1e-06,15.5,1.0,0.1,1.0,12.0,0.1,0.01,1.0,10.0,9.991514683164665,8.25942604769397e-05,0.0004129713023846985,4.89818849651347e-05,4.898188496513469e-06,0.00012335529841017495,1.925369600811469e-09,1.8986563315944598e-06,3.731599126740692e-11,0.00012335529841017495,9.493281657972299e-06,8.266440384270065e-06,0.0,0.030421626677222577,0.3930778903633348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0009884835860353026,0.016497422554826505,8.080748538017304e-05,1.5661467894355297e-06
72.0,0.16230150984098185,99.9190341715823,0.000526991479081684,1.0241053382492189e-05,0.0013202924300733312,8.906426348087317e-06,3.7541134294524454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.2,0.1,0.01,1e-06,15.5,1.0,0.1,1.0,12.0,0.1,0.01,1.0,10.0,9.99190341715823,8.899215186212175e-05,0.00044496075931060874,5.2699147908168404e-05,5.26991479081684e-06,0.00013202924300733312,1.9783857888275574e-09,2.0482106764984377e-06,3.8446076034953315e-11,0.00013202924300733312,1.0241053382492189e-05,8.906426348087317e-06,0.0,0.03126089390536892,0.3754113429452446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0010463238138555611,0.016230150984098187,8.553151272828952e-05,1.6621384263405765e-06
72.5,0.15978857952494804,99.92271238365281,0.0005674299862294345,1.1054677619122632e-05,0.0014146693206496775,9.602668886110212e-06,3.5864875264168523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.2,0.1,0.01,1e-06,15.5,1.0,0.1,1.0,12.0,0.1,0.01,1.0,10.0,9.992271238365282,9.595247212222426e-05,0.0004797623606111212,5.674299862294346e-05,5.674299862294345e-06,0.00014146693206496775,2.0350805677267532e-09,2.2109355238245265e-06,3.964746338954286e-11,0.00014146693206496775,1.1054677619122632e-05,9.602668886110212e-06,0.0,0.03215828448230259,0.3586487526416853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0011092229125599362,0.015978857952494804,9.066883147946218e-05,1.76641123386584e-06
73.0,0.15743021861268533,99.92618994858873,0.0006114231156152122,1.1939996484835987e-05,0.0015173546547572346,1.036017189563385e-05,3.427489406536941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.2,0.1,0.01,1e-06,15.5,1.0,0.1,1.0,12.0,0.1,0.01,1.0,10.0,9.992618994858873,0.00010352525047431387,0.0005176262523715693,6.114231156152123e-05,6.114231156152123e-06,0.00015173546547572346,2.095646251682951e-09,2.3879992969671975e-06,4.0924211465863656e-11,0.00015173546547572346,1.1939996484835987e-05,1.036017189563385e-05,0.0,0.03311684217880663,0.3427489406536941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0011776342921559337,0.015743021861268535,9.625647475615204e-05,1.879716256842424e-06
73.5,0.1552216977443855,99.92947478117928,0.000659284680044095,1.2903355011260142e-05,0.0016290794917472296,1.1184378575481571e-05,3.276728933027012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.2,0.1,0.01,1e-06,15.5,1.0,0.1,1.0,12.0,0.1,0.01,1.0,10.0,9.992947478117928,0.00011176490768017475,0.0005588245384008738,6.59284680044095e-05,6.59284680044095e-06,0.00016290794917472298,2.1602971862019425e-09,2.5806710022520285e-06,4.228079669851519e-11,0.00016290794917472298,1.2903355011260142e-05,1.1184378575481571e-05,0.0,0.03413995873495709,0.3276728933027012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.001252058016057057,0.01552216977443855,0.00010233528733330842,2.0028806714463235e-06
74.0,0.1531587756317302,99.93257424327963,0.0007113556414162032,1.3951639324043727e-05,0.0017506406367480644,1.2081199760978795e-05,3.133836768580591,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.2,0.1,0.01,1e-06,15.5,1.0,0.1,1.0,12.0,0.1,0.01,1.0,10.0,9.993257424327965,0.00012073053920619058,0.0006036526960309528,7.113556414162033e-05,7.113556414162033e-06,0.00017506406367480645,2.2292724646073277e-09,2.7903278648087454e-06,4.372216029566309e-11,0.00017506406367480645,1.3951639324043727e-05,1.2081199760978795e-05,0.0,0.03523141668599636,0.3133836768580591,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.00133304610089947,0.01531587756317302,0.0001089503590780298,2.136815996926037e-06
74.5,0.15123769919494096,99.93549515844838,0.0007680060460099335,1.5092314689865145e-05,0.0018829055871712652,1.3057048801316775e-05,2.99846349295987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.2,0.1,0.01,1e-06,15.5,1.0,0.1,1.0,12.0,0.1,0.01,1.0,10.0,9.993549515844839,0.00013048626372676167,0.0006524313186338083,7.680060460099336e-05,7.680060460099335e-06,0.00018829055871712652,2.3028380913332438e-09,3.018462937973029e-06,4.5253754621822596e-11,0.00018829055871712652,1.5092314689865145e-05,1.3057048801316775e-05,0.0,0.03639542361230353,0.299846349295987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0014212079317868103,0.015123769919494096,0.0001161514673663463,2.2825269492212132e-06
75.0,0.14945521306064619,99.93824382034161,0.0008296373181036066,1.6333470004153582e-05,0.0020268187965855455,1.4118884585042178e-05,2.8702789443967855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.2,0.1,0.01,1e-06,15.5,1.0,0.1,1.0,12.0,0.1,0.01,1.0,10.0,9.993824382034163,0.0001411016530131208,0.0007055082650656039,8.296373181036067e-05,8.296373181036067e-06,0.00020268187965855457,2.3812905256386003e-09,3.2666940008307164e-06,4.6881615041858505e-11,0.00020268187965855457,1.6333470004153582e-05,1.4118884585042178e-05,0.0,0.03763666818054711,0.2870278944396786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0015172169325567367,0.01494552130606462,0.00012399362214023763,2.441122239490447e-06
75.5,0.1478085643078886,99.94082600482243,0.0008966843643843727,1.7683858312620837e-05,0.0021834070924687194,1.527424942225348e-05,2.7489714330217034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.2,0.1,0.01,1e-06,15.5,1.0,0.1,1.0,12.0,0.1,0.01,1.0,10.0,9.994082600482244,0.00015265211038636945,0.0007632605519318473,8.966843643843728e-05,8.966843643843727e-06,0.00021834070924687195,2.4649597021298644e-09,3.5367716625241674e-06,4.861242132699806e-11,0.00021834070924687195,1.7683858312620837e-05,1.527424942225348e-05,0.0,0.038960367913581366,0.27489714330217035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0016218174509471806,0.014780856430788861,0.00013253762853698579,2.6138257086126076e-06
76.0,0.14629551785066894,99.94324697585395,0.0009696180343841802,1.915294415381882e-05,0.0023537862001022595,1.653131817826718e-05,2.6342471934575054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.2,0.1,0.01,1e-06,15.5,1.0,0.1,1.0,12.0,0.1,0.01,1.0,10.0,9.994324697585396,0.00016521936155269808,0.0008260968077634903,9.696180343841802e-05,9.696180343841802e-06,0.00023537862001022595,2.554213585802309e-09,3.830588830763764e-06,5.0453589383645555e-11,0.00023537862001022595,1.915294415381882e-05,1.653131817826718e-05,0.0,0.0403723412153823,0.26342471934575057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0017358331480911509,0.014629551785066894,0.00014185077245758136,2.8019898833478665e-06
76.5,0.14491437039385707,99.94551149207234,0.001048947468716762,2.0750945041885147e-05,0.002539168045138541,1.7898931442352335e-05,2.5258297773596596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.2,0.1,0.01,1e-06,15.5,1.0,0.1,1.0,12.0,0.1,0.01,1.0,10.0,9.994551149207235,0.00017889178581674404,0.0008944589290837201,0.0001048947468716762,1.048947468716762e-05,0.0002539168045138541,2.6494627513708373e-09,4.150189008377029e-06,5.241335489514729e-11,0.0002539168045138541,2.0750945041885147e-05,1.7898931442352335e-05,0.0,0.041879079647122765,0.252582977735966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0018601760656937036,0.014491437039385708,0.00015200756200531965,3.007110135822316e-06
77.0,0.14366396920229008,99.9476238111253,0.001135222581892991,2.248887659604928e-05,0.0027408681272207813,1.9386637644045943e-05,2.423459550691291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.2,0.1,0.01,1e-06,15.5,1.0,0.1,1.0,12.0,0.1,0.01,1.0,10.0,9.99476238111253,0.00019376483662097041,0.0009688241831048521,0.00011352225818929911,1.135222581892991e-05,0.00027408681272207816,2.751166008248995e-09,4.497775319209856e-06,5.4500882771013476e-11,0.00027408681272207816,2.248887659604928e-05,1.9386637644045943e-05,0.0,0.043487836810810136,0.24234595506912912,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0019958570798100936,0.014366396920229008,0.00016309058204281887,3.230841274688926e-06
77.5,0.14254373979533186,99.94958769172307,0.0012290364749498889,2.4378596228273187e-05,0.0029603132220063534,2.100473861839834e-05,2.326893324664585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.2,0.1,0.01,1e-06,15.5,1.0,0.1,1.0,12.0,0.1,0.01,1.0,10.0,9.994958769172307,0.00020994149644813269,0.0010497074822406634,0.00012290364749498889,1.2290364749498889e-05,0.00029603132220063535,2.859836769330189e-09,4.875719245654638e-06,5.672639282826211e-11,0.00029603132220063535,2.4378596228273187e-05,2.100473861839834e-05,0.0,0.045206729013455994,0.2326893324664585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0021439976611388072,0.014254373979533186,0.00017519145548422886,3.475016277338432e-06
78.0,0.14155370926624466,99.95140639714377,0.001331027833959482,2.643284555909413e-05,0.0031990488339394695,2.2764332616192805e-05,2.2359039134565926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.2,0.1,0.01,1e-06,15.5,1.0,0.1,1.0,12.0,0.1,0.01,1.0,10.0,9.995140639714378,0.00022753270606808425,0.001137663530340421,0.0001331027833959482,1.3310278339594821e-05,0.00031990488339394695,2.976050342869657e-09,5.2865691118188265e-06,5.910130282937228e-11,0.00031990488339394695,2.643284555909413e-05,2.2764332616192805e-05,0.0,0.047044850508334964,0.22359039134565928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0023058431324271774,0.014155370926624467,0.0001884119270335799,3.741667335351557e-06
78.5,0.1406945527469221,99.95308269379706,0.0014418834741614425,2.8665291230233428e-05,0.003458748245146718,2.467737000128185e-05,2.1502799454344026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.2,0.1,0.01,1e-06,15.5,1.0,0.1,1.0,12.0,0.1,0.01,1.0,10.0,9.995308269379706,0.0002466579204403551,0.0012332896022017757,0.00014418834741614426,1.4418834741614425e-05,0.0003458748245146718,3.100453118142633e-09,5.733058246046686e-06,6.16384008624076e-11,0.0003458748245146718,2.8665291230233428e-05,2.467737000128185e-05,0.0,0.049012418544578135,0.21502799454344027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0024827784100718443,0.014069455274692211,0.00020286515051032238,4.0330503289979605e-06
79.0,0.13996760328689684,99.95461885235163,0.0015623391801640827,3.109053878829327e-05,0.0037412157473909603,2.675666265953899e-05,2.069825697610522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.2,0.1,0.01,1e-06,15.5,1.0,0.1,1.0,12.0,0.1,0.01,1.0,10.0,9.995461885235164,0.0002674452017895169,0.0013372260089475844,0.00015623391801640829,1.5623391801640827e-05,0.00037412157473909604,3.233769783487373e-09,6.218107757658655e-06,6.435199613656611e-11,0.00037412157473909604,3.109053878829327e-05,2.675666265953899e-05,0.0,0.05112088758417106,0.20698256976105223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0026763424652145322,0.013996760328689684,0.00021867687056878197,4.351668199095711e-06
79.5,0.13937495187530027,99.95601664305705,0.0016931842501379361,3.372419847091883e-05,0.004048405995998728,2.9015963801716305e-05,1.994360811929106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.2,0.1,0.01,1e-06,15.5,1.0,0.1,1.0,12.0,0.1,0.01,1.0,10.0,9.995601664305706,0.00029003201606786965,0.001450160080339348,0.00016931842501379362,1.693184250137936e-05,0.0004048405995998728,3.3768203158506686e-09,6.744839694183766e-06,6.725821984411999e-11,0.0004048405995998728,3.372419847091883e-05,2.9015963801716305e-05,0.0,0.053383217303269226,0.19943608119291062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0028882533830149036,0.013937495187530027,0.00023598747337899123,4.700308538917387e-06
80.0,0.13891945308916046,99.95727733443555,0.0018352603657598716,3.658286159104572e-05,0.004382422269510511,3.14699473289651e-05,1.923720514720607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.2,0.1,0.01,1e-06,15.5,1.0,0.1,1.0,12.0,0.1,0.01,1.0,10.0,9.995727733443555,0.0003145650252861444,0.001572825126430722,0.00018352603657598718,1.8352603657598717e-05,0.0004382422269510511,3.5305280154659096e-09,7.316572318209144e-06,7.037520132987918e-11,0.0004382422269510511,3.658286159104572e-05,3.14699473289651e-05,0.0,0.05581399986033473,0.1923720514720607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.003120425248946862,0.013891945308916047,0.00025495336628757393,5.082071124664525e-06
80.5,0.13860481682239034,99.95840168923752,0.0019894638973455246,3.968411835436616e-05,0.004745529061207256,3.413425611991967e-05,1.8577556608819958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.2,0.1,0.01,1e-06,15.5,1.0,0.1,1.0,12.0,0.1,0.01,1.0,10.0,9.995840168923753,0.00034120056845982446,0.001706002842299122,0.00019894638973455247,1.9894638973455245e-05,0.00047455290612072565,3.695937817414006e-09,7.936823670873231e-06,7.372339551993485e-11,0.00047455290612072565,3.968411835436616e-05,3.413425611991967e-05,0.0,0.058429748800476085,0.1857755660881996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0033749962682592025,0.013860481682239035,0.00027574927906633524,5.5004099552649795e-06
81.0,0.13843567416671285,99.95938996148205,0.002156746001548831,4.304654704719088e-05,0.005140159068951224,3.702551340261607e-05,1.7963329400582706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.2,0.1,0.01,1e-06,15.5,1.0,0.1,1.0,12.0,0.1,0.01,1.0,10.0,9.995938996148205,0.000370104773273618,0.00185052386636809,0.00021567460015488313,2.1567460015488313e-05,0.0005140159068951224,3.874233885921131e-09,8.609309409438177e-06,7.732593041663705e-11,0.0005140159068951224,4.304654704719088e-05,3.702551340261607e-05,0.0,0.061249177153235405,0.17963329400582706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0036543571739016205,0.013843567416671285,0.00029857058673077476,5.959177761026991e-06
81.5,0.13841766756704366,99.96024189220851,0.0023381120813092404,4.668967410844728e-05,0.005568920642322375,4.01613145078881e-05,1.7393352919299843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.2,0.1,0.01,1e-06,15.5,1.0,0.1,1.0,12.0,0.1,0.01,1.0,10.0,9.996024189220853,0.0004014534712917558,0.002007267356458779,0.00023381120813092406,2.3381120813092405e-05,0.0005568920642322375,4.066760859509031e-09,9.337934821689456e-06,8.120899794553197e-11,0.0005568920642322375,4.668967410844728e-05,4.01613145078881e-05,0.0,0.06429353279054573,0.17393352919299843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.003961184359136492,0.013841766756704366,0.000323636020805151,6.462675789556661e-06
82.0,0.13855754303953538,99.96095670663037,0.0025346202238117396,5.063391547941548e-05,0.006034603468002075,4.356020667398743e-05,1.6866624091234095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.2,0.1,0.01,1e-06,15.5,1.0,0.1,1.0,12.0,0.1,0.01,1.0,10.0,9.996095670663038,0.0004354319933470329,0.0021771599667351643,0.000253462022381174,2.5346202238117397e-05,0.0006034603468002076,4.275048652907224e-09,1.0126783095883097e-05,8.540232186586201e-11,0.0006034603468002076,5.063391547941548e-05,4.356020667398743e-05,0.0,0.06758699010898282,0.16866624091234095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.004298477540075654,0.013855754303953539,0.0003511907507496719,7.015710923299307e-06
