Time,Auxin,Cytokinin,AHP6m,AHP6p,IAA2m,IAA2p,ARR5m,ARR5p,PHBm,PHBp,CKX3m,CKX3p,PIN3m,PIN1m,PIN7m,miRNA,F_AHP6,F_CK,F_IAA2,F_ARR5,F_PIN1,F_PIN7,F_PIN3,p_ax,p_ck,d_ax,d_ck,phloem_rate_ax,all_section_rate_ax,phloem_rate_ck,all_section_rate_ck,lambda_AHP6,lambda_IAA2,lambda_ARR5,lambda_PIN1,lambda_PIN3,lambda_PIN7,mu_m_PHB,mu_m_AHP6,mu_m_IAA2,mu_m_ARR5,mu_m_PIN1,mu_m_PIN3,mu_m_PIN7,delta_PHB,delta_AHP6,delta_IAA2,delta_ARR5,delta_PIN1,delta_PIN3,delta_PIN7,delta_CKX3,mu_p_PHB,mu_p_AHP6,mu_p_IAA2,mu_p_ARR5,mu_p_PIN1,mu_p_PIN3,mu_p_PIN7,mu_p_CKX3,theta_Ax,theta_Ck,theta_AHP6,theta_ARR5,theta_PHB,theta_CKX3,p_phb,d_phb,p_mirna,d_mirna,d_mirna_mrna,p_ckx3,d_ckx3,b_pin3,b_pin1,b_pin7,b_ahp6,b_arr5,b_iaa2,hill_ax,hill_ck,hill_arr5,hill_ckx3,hill_ahp6,hill_phb,compartment
0.87,0.03486290706054435,0.19996668520777963,0.007712752075038464,0.001971626680576532,0.016332443261822188,0.01360722363761151,0.27513821754452766,0.2726133670753683,1.1620969020181444,0.43312120419836364,0.0,0.0,0.0,0.0,0.42714238957818557,0.0,0.008495771118138843,1.0,0.01907579429050536,0.13787718794881376,0.9529635177476227,0.9529635177476227,1.0,0.06,2.0,1.0,10.0,1.0,1.0,1.0,1.0,2.0,10.0,20.0,0.0,0.0,1.0,1.0,1.0,10.0,10.0,0.0,0.0,1.0,1.0,1.0,10.0,10.0,0.0,0.0,5.0,1.0,1.0,1.0,10.0,10.0,0.0,0.0,1.0,1.0,0.25,0.5,0.04,0.1,0.4,0.05,2.0,1.0,32.5,1.0,10.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,5.0,3.0,3.0,1.0
0.88,0.03511302531486066,0.19996985560077005,0.007803910038383775,0.0020292088266249944,0.01660654593263075,0.013879825805355139,0.27519710113743556,0.27285653051179337,1.1704341771620212,0.4404162504300273,0.0,0.0,0.0,0.0,0.4323750016767658,0.0,0.008378308371783738,1.0,0.019345174500150632,0.13787967328823986,0.9530832645049575,0.9530832645049575,1.0,0.06,2.0,1.0,10.0,1.0,1.0,1.0,1.0,2.0,10.0,20.0,0.0,0.0,1.0,1.0,1.0,10.0,10.0,0.0,0.0,1.0,1.0,1.0,10.0,10.0,0.0,0.0,5.0,1.0,1.0,1.0,10.0,10.0,0.0,0.0,1.0,1.0,0.25,0.5,0.04,0.1,0.4,0.05,2.0,1.0,32.5,1.0,10.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,5.0,3.0,3.0,1.0
0.89,0.0353606548508434,0.19997272426811177,0.007891804989502095,0.0020871087949011643,0.016880154416686406,0.014152547206029936,0.2752508108107781,0.2730819034652401,1.178688495028113,0.44772125293036513,0.0,0.0,0.0,0.0,0.4375566939516347,0.0,0.008259053634049864,1.0,0.019613624133239055,0.1378817172262394,0.953193896488252,0.953193896488252,1.0,0.06,2.0,1.0,10.0,1.0,1.0,1.0,1.0,2.0,10.0,20.0,0.0,0.0,1.0,1.0,1.0,10.0,10.0,0.0,0.0,1.0,1.0,1.0,10.0,10.0,0.0,0.0,5.0,1.0,1.0,1.0,10.0,10.0,0.0,0.0,1.0,1.0,0.25,0.5,0.04,0.1,0.4,0.05,2.0,1.0,32.5,1.0,10.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,5.0,3.0,3.0,1.0
0.9,0.0356058204315384,0.19997531990987502,0.007976437205737106,0.002145290948008826,0.017153225808614607,0.014425327379285292,0.2752997579000986,0.27329070652317544,1.1868606810512794,0.45503529132644116,0.0,0.0,0.0,0.0,0.4426878858208264,0.0,0.008138349735064325,1.0,0.019881114866644557,0.13788335136987218,0.9532960919687307,0.9532960919687307,1.0,0.06,2.0,1.0,10.0,1.0,1.0,1.0,1.0,2.0,10.0,20.0,0.0,0.0,1.0,1.0,1.0,10.0,10.0,0.0,0.0,1.0,1.0,1.0,10.0,10.0,0.0,0.0,5.0,1.0,1.0,1.0,10.0,10.0,0.0,0.0,1.0,1.0,0.25,0.5,0.04,0.1,0.4,0.05,2.0,1.0,32.5,1.0,10.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,5.0,3.0,3.0,1.0
0.91,0.035848546573777305,0.19997766852043053,0.008057813557707098,0.0022037200448215303,0.01742571864150979,0.014698107603283215,0.2753443205424369,0.2734840819838949,1.194951552459243,0.46235746255634125,0.0,0.0,0.0,0.0,0.4477689989688707,0.0,0.008016519894799413,1.0,0.020147619474188493,0.13788460422370463,0.953390477946138,0.953390477946138,1.0,0.06,2.0,1.0,10.0,1.0,1.0,1.0,1.0,2.0,10.0,20.0,0.0,0.0,1.0,1.0,1.0,10.0,10.0,0.0,0.0,1.0,1.0,1.0,10.0,10.0,0.0,0.0,5.0,1.0,1.0,1.0,10.0,10.0,0.0,0.0,1.0,1.0,0.25,0.5,0.04,0.1,0.4,0.05,2.0,1.0,32.5,1.0,10.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,5.0,3.0,3.0,1.0
0.92,0.03608885755051162,0.1999797936281319,0.008135947070209286,0.002262361296160006,0.017697592854659303,0.014970830865740773,0.2753848461147297,0.2736630980410006,1.2029619183503866,0.46968688062782493,0.0,0.0,0.0,0.0,0.4528004568686648,0.0,0.007893867540999553,1.0,0.02041311179807398,0.1378855014850303,0.9534776340964239,0.9534776340964239,1.0,0.06,2.0,1.0,10.0,1.0,1.0,1.0,1.0,2.0,10.0,20.0,0.0,0.0,1.0,1.0,1.0,10.0,10.0,0.0,0.0,1.0,1.0,1.0,10.0,10.0,0.0,0.0,5.0,1.0,1.0,1.0,10.0,10.0,0.0,0.0,1.0,1.0,0.25,0.5,0.04,0.1,0.4,0.05,2.0,1.0,32.5,1.0,10.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,5.0,3.0,3.0,1.0
0.93,0.03632677739311677,0.19998171651228344,0.008210856488063651,0.0023211804154675345,0.01796880976179429,0.015243441834799082,0.27542165349116376,0.2738287527821632,1.2108925797705583,0.4770226763808253,0.0,0.0,0.0,0.0,0.45778268434531505,0.0,0.007770676318386982,1.0,0.020677566720949773,0.13788606631156008,0.9535580963646542,0.9535580963646542,1.0,0.06,2.0,1.0,10.0,1.0,1.0,1.0,1.0,2.0,10.0,20.0,0.0,0.0,1.0,1.0,1.0,10.0,10.0,0.0,0.0,1.0,1.0,1.0,10.0,10.0,0.0,0.0,5.0,1.0,1.0,1.0,10.0,10.0,0.0,0.0,1.0,1.0,0.25,0.5,0.04,0.1,0.4,0.05,2.0,1.0,32.5,1.0,10.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,5.0,3.0,3.0,1.0
0.9400000000000001,0.036562329893765726,0.19998345641452,0.008282565832898296,0.002380143667760885,0.018239332018343244,0.015515886828692427,0.27545503526877935,0.27398197820397135,1.2187443297921898,0.4843639972433551,0.0,0.0,0.0,0.0,0.4627161071503732,0.0,0.00764721026614221,1.0,0.020940960138702277,0.13788631958178899,0.9536323603364878,0.9536323603364878,1.0,0.06,2.0,1.0,10.0,1.0,1.0,1.0,1.0,2.0,10.0,20.0,0.0,0.0,1.0,1.0,1.0,10.0,10.0,0.0,0.0,1.0,1.0,1.0,10.0,10.0,0.0,0.0,5.0,1.0,1.0,1.0,10.0,10.0,0.0,0.0,1.0,1.0,0.25,0.5,0.04,0.1,0.4,0.05,2.0,1.0,32.5,1.0,10.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,5.0,3.0,3.0,1.0
0.9500000000000001,0.03679553860786744,0.19998503074222435,0.008351103953971864,0.0024392179163775446,0.01850912358801834,0.015788113784212417,0.2754852599426347,0.27412364422270313,1.2265179535955801,0.4917100069813734,0.0,0.0,0.0,0.0,0.4676011515491103,0.0,0.007523714140848018,1.0,0.021203268933962526,0.13788628014515256,0.9537008844080782,0.9537008844080782,1.0,0.06,2.0,1.0,10.0,1.0,1.0,1.0,1.0,2.0,10.0,20.0,0.0,0.0,1.0,1.0,1.0,10.0,10.0,0.0,0.0,1.0,1.0,1.0,10.0,10.0,0.0,0.0,5.0,1.0,1.0,1.0,10.0,10.0,0.0,0.0,1.0,1.0,0.25,0.5,0.04,0.1,0.4,0.05,2.0,1.0,32.5,1.0,10.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,5.0,3.0,3.0,1.0
0.96,0.037026426856472595,0.19998645525020334,0.008416504092116025,0.0024983706644515513,0.018778149710253073,0.016060072225076,0.27551257390066647,0.274254562482363,1.2342142285490854,0.49905988545286584,0.0,0.0,0.0,0.0,0.4724382439461746,0.0,0.007400413862725049,1.0,0.021464470950208994,0.13788596504563455,0.953764092684605,0.953764092684605,1.0,0.06,2.0,1.0,10.0,1.0,1.0,1.0,1.0,2.0,10.0,20.0,0.0,0.0,1.0,1.0,1.0,10.0,10.0,0.0,0.0,1.0,1.0,1.0,10.0,10.0,0.0,0.0,5.0,1.0,1.0,1.0,10.0,10.0,0.0,0.0,1.0,1.0,0.25,0.5,0.04,0.1,0.4,0.05,2.0,1.0,32.5,1.0,10.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,5.0,3.0,3.0,1.0
0.97,0.03725501772860942,0.19998774419771487,0.008478803465617258,0.002557570090198166,0.019046376868997676,0.016331713230722713,0.27553720320307706,0.2743754898889121,1.2418339242869796,0.5064128283699932,0.0,0.0,0.0,0.0,0.4772278105562241,0.0,0.007277517064469544,1.0,0.021724544966411186,0.13788538971538045,0.9538223775970813,0.9538223775970813,1.0,0.06,2.0,1.0,10.0,1.0,1.0,1.0,1.0,2.0,10.0,20.0,0.0,0.0,1.0,1.0,1.0,10.0,10.0,0.0,0.0,1.0,1.0,1.0,10.0,10.0,0.0,0.0,5.0,1.0,1.0,1.0,10.0,10.0,0.0,0.0,1.0,1.0,0.25,0.5,0.04,0.1,0.4,0.05,2.0,1.0,32.5,1.0,10.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,5.0,3.0,3.0,1.0
0.98,0.037481334083571995,0.1999889104878093,0.008538042875744676,0.00261678507724189,0.019313772762421196,0.016602989405431333,0.2755593552009978,0.27448713192866736,1.2493778027857323,0.5137680470668793,0.0,0.0,0.0,0.0,0.4819702771080667,0.0,0.00715521372364875,1.0,0.021983470672225496,0.13788456814655065,0.95387610228634,0.95387610228634,1.0,0.06,2.0,1.0,10.0,1.0,1.0,1.0,1.0,2.0,10.0,20.0,0.0,0.0,1.0,1.0,1.0,10.0,10.0,0.0,0.0,1.0,1.0,1.0,10.0,10.0,0.0,0.0,5.0,1.0,1.0,1.0,10.0,10.0,0.0,0.0,1.0,1.0,0.25,0.5,0.04,0.1,0.4,0.05,2.0,1.0,32.5,1.0,10.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,5.0,3.0,3.0,1.0
0.99,0.03770539855318621,0.19998996579284203,0.008594266330971536,0.0026759852404565783,0.019580306273139784,0.0168738548475175,0.2755792200250874,0.2745901458062562,1.2568466184395395,0.521124768270494,0.0,0.0,0.0,0.0,0.4866660685761521,0.0,0.007033676861157914,1.0,0.02224122864375932,0.13788351304597812,0.9539256027890525,0.9539256027890525,1.0,0.06,2.0,1.0,10.0,1.0,1.0,1.0,1.0,2.0,10.0,20.0,0.0,0.0,1.0,1.0,1.0,10.0,10.0,0.0,0.0,1.0,1.0,1.0,10.0,10.0,0.0,0.0,5.0,1.0,1.0,1.0,10.0,10.0,0.0,0.0,1.0,1.0,0.25,0.5,0.04,0.1,0.4,0.05,2.0,1.0,32.5,1.0,10.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,5.0,3.0,3.0,1.0
1.0,0.037927233544077864,0.19999092067268695,0.008647520684435313,0.0027351409489634088,0.019845947438614488,0.017144265118405097,0.2755969720025655,0.2746851434795082,1.2642411181359279,0.5284822338719197,0.0,0.0,0.0,0.0,0.49131560892689913,0.0,0.00691306328985917,1.0,0.022497800319920276,0.13788223598032903,0.9539711900781861,0.9539711900781861,1.0,0.06,2.0,1.0,10.0,1.0,1.0,1.0,1.0,2.0,10.0,20.0,0.0,0.0,1.0,1.0,1.0,10.0,10.0,0.0,0.0,1.0,1.0,1.0,10.0,10.0,0.0,0.0,5.0,1.0,1.0,1.0,10.0,10.0,0.0,0.0,1.0,1.0,0.25,0.5,0.04,0.1,0.4,0.05,2.0,1.0,32.5,1.0,10.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,5.0,3.0,3.0,1.0
1.01,0.0381468612399263,0.199991784683141,0.008697855288161114,0.0027942233457985467,0.02011066742203356,0.017414177211758426,0.2756127709798915,0.27477269455740116,1.2715620413308757,0.5358397006997602,0.0,0.0,0.0,0.0,0.4959193208840445,0.0,0.006793514399020075,1.0,0.022753167979320716,0.1378807475087953,0.9540131519546223,0.9540131519546223,1.0,0.06,2.0,1.0,10.0,1.0,1.0,1.0,1.0,2.0,10.0,20.0,0.0,0.0,1.0,1.0,1.0,10.0,10.0,0.0,0.0,1.0,1.0,1.0,10.0,10.0,0.0,0.0,5.0,1.0,1.0,1.0,10.0,10.0,0.0,0.0,1.0,1.0,0.25,0.5,0.04,0.1,0.4,0.05,2.0,1.0,32.5,1.0,10.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,5.0,3.0,3.0,1.0
1.02,0.03836430360368595,0.19999256647196853,0.008745321668406397,0.002853204363605647,0.02037443848396033,0.01768354952289919,0.275626763525732,0.2748533290195134,1.278810120122864,0.5431964402975918,0.0,0.0,0.0,0.0,0.5004776257180859,0.0,0.006675156961799429,1.0,0.023007314717705646,0.13787905730032482,0.9540517547814577,0.9540517547814577,1.0,0.06,2.0,1.0,10.0,1.0,1.0,1.0,1.0,2.0,10.0,20.0,0.0,0.0,1.0,1.0,1.0,10.0,10.0,0.0,0.0,1.0,1.0,1.0,10.0,10.0,0.0,0.0,5.0,1.0,1.0,1.0,10.0,10.0,0.0,0.0,1.0,1.0,0.25,0.5,0.04,0.1,0.4,0.05,2.0,1.0,32.5,1.0,10.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,5.0,3.0,3.0,1.0
1.03,0.03857958237977737,0.19999327386416932,0.008789973222327626,0.002912056736634214,0.020637233954684597,0.01795234181855048,0.27563908402546494,0.2749275397647755,1.2859860793259115,0.5505517387052651,0.0,0.0,0.0,0.0,0.5049909430575481,0.0,0.006558103954672351,1.0,0.02326022442589453,0.13787717423728246,0.9540872450747528,0.9540872450747528,1.0,0.06,2.0,1.0,10.0,1.0,1.0,1.0,1.0,2.0,10.0,20.0,0.0,0.0,1.0,1.0,1.0,10.0,10.0,0.0,0.0,1.0,1.0,1.0,10.0,10.0,0.0,0.0,5.0,1.0,1.0,1.0,10.0,10.0,0.0,0.0,1.0,1.0,0.25,0.5,0.04,0.1,0.4,0.05,2.0,1.0,32.5,1.0,10.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,5.0,3.0,3.0,1.0
1.04,0.03879271909625785,0.1999939139395176,0.008831864933885351,0.0029707540097516994,0.020899028207098106,0.01822051520684958,0.2756498556931147,0.2749957850204861,1.2930906365419275,0.5579048962429588,0.0,0.0,0.0,0.0,0.5094596907167536,0.0,0.006442455379212925,1.0,0.023511881768237323,0.1378751065091602,0.9541198509741794,0.9541198509741794,1.0,0.06,2.0,1.0,10.0,1.0,1.0,1.0,1.0,2.0,10.0,20.0,0.0,0.0,1.0,1.0,1.0,10.0,10.0,0.0,0.0,1.0,1.0,1.0,10.0,10.0,0.0,0.0,5.0,1.0,1.0,1.0,10.0,10.0,0.0,0.0,1.0,1.0,0.25,0.5,0.04,0.1,0.4,0.05,2.0,1.0,32.5,1.0,10.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,5.0,3.0,3.0,1.0
1.05,0.03900373506697526,0.1999944931037403,0.00887105310787321,0.0030292705448675067,0.0211597966300452,0.018488032107614107,0.27565919151296975,0.27505849062687193,1.3001245022325079,0.5652552272975799,0.0,0.0,0.0,0.0,0.5138842845375023,0.0,0.006328299078038291,1.0,0.023762272161578394,0.1378728616979701,0.9541497836082589,0.9541497836082589,1.0,0.06,2.0,1.0,10.0,1.0,1.0,1.0,1.0,2.0,10.0,20.0,0.0,0.0,1.0,1.0,1.0,10.0,10.0,0.0,0.0,1.0,1.0,1.0,10.0,10.0,0.0,0.0,5.0,1.0,1.0,1.0,10.0,10.0,0.0,0.0,1.0,1.0,0.25,0.5,0.04,0.1,0.4,0.05,2.0,1.0,32.5,1.0,10.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,5.0,3.0,3.0,1.0
1.06,0.039212651393701795,0.1999950171531519,0.008907595122346687,0.003087581524812151,0.02141951560221491,0.018754856222911932,0.27566719510936083,0.2751160521940722,1.307088379790059,0.5726020601118541,0.0,0.0,0.0,0.0,0.5182651382449044,0.0,0.006215711538002779,1.0,0.02401138175471376,0.13787044685513078,0.9541772383590872,0.9541772383590872,1.0,0.06,2.0,1.0,10.0,1.0,1.0,1.0,1.0,2.0,10.0,20.0,0.0,0.0,1.0,1.0,1.0,10.0,10.0,0.0,0.0,1.0,1.0,1.0,10.0,10.0,0.0,0.0,5.0,1.0,1.0,1.0,10.0,10.0,0.0,0.0,1.0,1.0,0.25,0.5,0.04,0.1,0.4,0.05,2.0,1.0,32.5,1.0,10.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,5.0,3.0,3.0,1.0
1.07,0.03941948896824461,0.19999549133271277,0.008941549199675089,0.003145662954718314,0.02167816246662032,0.019020952507989436,0.27567396154388796,0.27516883712864776,1.3139829656081528,0.5799447365764181,0.0,0.0,0.0,0.0,0.522602663317497,0.0,0.0061047586749300425,1.0,0.02425919740832769,0.1378678685698408,0.9542023960307033,0.9542023960307033,1.0,0.06,2.0,1.0,10.0,1.0,1.0,1.0,1.0,2.0,10.0,20.0,0.0,0.0,1.0,1.0,1.0,10.0,10.0,0.0,0.0,1.0,1.0,1.0,10.0,10.0,0.0,0.0,5.0,1.0,1.0,1.0,10.0,10.0,0.0,0.0,1.0,1.0,0.25,0.5,0.04,0.1,0.4,0.05,2.0,1.0,32.5,1.0,10.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,5.0,3.0,3.0,1.0
1.08,0.03962426847453406,0.19999592038826944,0.008972974195595713,0.003203491661126023,0.021935715505642942,0.019286287142579146,0.2756795780463722,0.27521718653612676,1.3208089491511343,0.5872826120248338,0.0,0.0,0.0,0.0,0.5268972688703982,0.0,0.00599549659526696,1.0,0.024505706675398895,0.1378651330298685,0.9542254239290093,0.9542254239290093,1.0,0.06,2.0,1.0,10.0,1.0,1.0,1.0,1.0,2.0,10.0,20.0,0.0,0.0,1.0,1.0,1.0,10.0,10.0,0.0,0.0,1.0,1.0,1.0,10.0,10.0,0.0,0.0,5.0,1.0,1.0,1.0,10.0,10.0,0.0,0.0,1.0,1.0,0.25,0.5,0.04,0.1,0.4,0.05,2.0,1.0,32.5,1.0,10.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,5.0,3.0,3.0,1.0
1.09,0.039827010390691454,0.19999630861392356,0.009001929405224117,0.003261045289097636,0.02219215391660135,0.01955082750258772,0.27568412468791526,0.27526141700990264,1.3275670130230475,0.5946150550312963,0.0,0.0,0.0,0.0,0.531149361549813,0.0,0.0058879723310179795,1.0,0.024750897782068564,0.13786224607590997,0.9542464768622972,0.9542464768622972,1.0,0.06,2.0,1.0,10.0,1.0,1.0,1.0,1.0,2.0,10.0,20.0,0.0,0.0,1.0,1.0,1.0,10.0,10.0,0.0,0.0,1.0,1.0,1.0,10.0,10.0,0.0,0.0,5.0,1.0,1.0,1.0,10.0,10.0,0.0,0.0,1.0,1.0,0.25,0.5,0.04,0.1,0.4,0.05,2.0,1.0,32.5,1.0,10.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,5.0,3.0,3.0,1.0
1.1,0.0400277349910771,0.1999966598950859,0.0090284743851467,0.003318302297556203,0.02244745778783078,0.01981454213217076,0.2756876750013671,0.2753018223135494,1.334257833035902,0.6019414472109434,0.0,0.0,0.0,0.0,0.5353593454378274,0.0,0.005782224545176251,1.0,0.02499475960896111,0.13785921325020686,0.9542656980693109,0.9542656980693109,1.0,0.06,2.0,1.0,10.0,1.0,1.0,1.0,1.0,2.0,10.0,20.0,0.0,0.0,1.0,1.0,1.0,10.0,10.0,0.0,0.0,1.0,1.0,1.0,10.0,10.0,0.0,0.0,5.0,1.0,1.0,1.0,10.0,10.0,0.0,0.0,1.0,1.0,0.25,0.5,0.04,0.1,0.4,0.05,2.0,1.0,32.5,1.0,10.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,5.0,3.0,3.0,1.0
1.11,0.04022646234831818,0.1999969777474612,0.009052668790953112,0.0033752419529885086,0.022701608075281,0.02007740071621093,0.27569029655179533,0.2753386749602128,1.3408820782772715,0.6092611830228063,0.0,0.0,0.0,0.0,0.5395276219669757,0.0,0.005678284205621267,1.0,0.025237281672947223,0.13785603983975203,0.9542832200796579,0.9542832200796579,1.0,0.06,2.0,1.0,10.0,1.0,1.0,1.0,1.0,2.0,10.0,20.0,0.0,0.0,1.0,1.0,1.0,10.0,10.0,0.0,0.0,1.0,1.0,1.0,10.0,10.0,0.0,0.0,5.0,1.0,1.0,1.0,10.0,10.0,0.0,0.0,1.0,1.0,0.25,0.5,0.04,0.1,0.4,0.05,2.0,1.0,32.5,1.0,10.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,5.0,3.0,3.0,1.0
1.12,0.0404232123353161,0.1999972653522353,0.0090745722295382,0.0034318443216505077,0.022954586579633708,0.020339374053215623,0.2756920514596686,0.27537222769281006,1.3474404111772023,0.6165736695754283,0.0,0.0,0.0,0.0,0.5436545898440507,0.0,0.0055761752261112105,1.0,0.025478454109339153,0.13785273091444264,0.9542991655110021,0.9542991655110021,1.0,0.06,2.0,1.0,10.0,1.0,1.0,1.0,1.0,2.0,10.0,20.0,0.0,0.0,1.0,1.0,1.0,10.0,10.0,0.0,0.0,1.0,1.0,1.0,10.0,10.0,0.0,0.0,5.0,1.0,1.0,1.0,10.0,10.0,0.0,0.0,1.0,1.0,0.25,0.5,0.04,0.1,0.4,0.05,2.0,1.0,32.5,1.0,10.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,5.0,3.0,3.0,1.0
1.1300000000000001,0.040618004627233625,0.1999975255878628,0.009094244125352029,0.0034880902604377986,0.02320637592392773,0.02060043402864334,0.27569299688059856,0.2754027148703738,1.3539334875744529,0.623878326435107,0.0,0.0,0.0,0.0,0.547740644982407,0.0,0.005475915073565964,1.0,0.025718267654509092,0.1378492913606908,0.9543136478078604,0.9543136478078604,1.0,0.06,2.0,1.0,10.0,1.0,1.0,1.0,1.0,2.0,10.0,20.0,0.0,0.0,1.0,1.0,1.0,10.0,10.0,0.0,0.0,1.0,1.0,1.0,10.0,10.0,0.0,0.0,5.0,1.0,1.0,1.0,10.0,10.0,0.0,0.0,1.0,1.0,0.25,0.5,0.04,0.1,0.4,0.05,2.0,1.0,32.5,1.0,10.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,5.0,3.0,3.0,1.0
1.1400000000000001,0.04081085870346226,0.19999776105885403,0.009111743599716515,0.0035439614065855764,0.023456959531677434,0.020860553588663015,0.27569318544560634,0.2754303537663494,1.3603619567820742,0.6311745854366928,0.0,0.0,0.0,0.0,0.5517861804419814,0.0,0.005377515341318333,1.0,0.02595671362892188,0.13784572591100155,0.9543267719267373,0.9543267719267373,1.0,0.06,2.0,1.0,10.0,1.0,1.0,1.0,1.0,2.0,10.0,20.0,0.0,0.0,1.0,1.0,1.0,10.0,10.0,0.0,0.0,1.0,1.0,1.0,10.0,10.0,0.0,0.0,5.0,1.0,1.0,1.0,10.0,10.0,0.0,0.0,1.0,1.0,0.25,0.5,0.04,0.1,0.4,0.05,2.0,1.0,32.5,1.0,10.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,5.0,3.0,3.0,1.0
1.1500000000000001,0.0410017938495703,0.19999797412185924,0.009127129362378724,0.003599440166340105,0.023706321605475627,0.02111970671435042,0.27569266566507666,0.27545534578385855,1.3667264616523422,0.6384618904969015,0.0,0.0,0.0,0.0,0.5557915863764109,0.0,0.005280982288414543,1.0,0.026193783920573276,0.13784203916990936,0.9543386349716731,0.9543386349716731,1.0,0.06,2.0,1.0,10.0,1.0,1.0,1.0,1.0,2.0,10.0,20.0,0.0,0.0,1.0,1.0,1.0,10.0,10.0,0.0,0.0,1.0,1.0,1.0,10.0,10.0,0.0,0.0,5.0,1.0,1.0,1.0,10.0,10.0,0.0,0.0,1.0,1.0,0.25,0.5,0.04,0.1,0.4,0.05,2.0,1.0,32.5,1.0,10.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,5.0,3.0,3.0,1.0
1.16,0.041190829159231446,0.1999981669092728,0.00914045961453159,0.0036545097027231906,0.023954447106075694,0.021377868396326594,0.2756914822989191,0.27547787759218756,1.373027638641047,0.6457396974301247,0.0,0.0,0.0,0.0,0.5597572499867618,0.0,0.005186317345379355,1.0,0.026429470968824843,0.1378382356365759,0.9543493267836872,0.9543493267836872,1.0,0.06,2.0,1.0,10.0,1.0,1.0,1.0,1.0,2.0,10.0,20.0,0.0,0.0,1.0,1.0,1.0,10.0,10.0,0.0,0.0,1.0,1.0,1.0,10.0,10.0,0.0,0.0,5.0,1.0,1.0,1.0,10.0,10.0,0.0,0.0,1.0,1.0,0.25,0.5,0.04,0.1,0.4,0.05,2.0,1.0,32.5,1.0,10.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,5.0,3.0,3.0,1.0
1.17,0.041377983536134214,0.19999834135057332,0.009151791962548913,0.0037091539225039376,0.024201321731946304,0.02163501460984245,0.275689676695361,0.27549812218864644,1.3792661178711392,0.6530074737667177,0.0,0.0,0.0,0.0,0.5636835554813968,0.0,0.005093517587134361,1.0,0.026663767748626662,0.13783431972434312,0.9543589304873416,0.9543589304873416,1.0,0.06,2.0,1.0,10.0,1.0,1.0,1.0,1.0,2.0,10.0,20.0,0.0,0.0,1.0,1.0,1.0,10.0,10.0,0.0,0.0,1.0,1.0,1.0,10.0,10.0,0.0,0.0,5.0,1.0,1.0,1.0,10.0,10.0,0.0,0.0,1.0,1.0,0.25,0.5,0.04,0.1,0.4,0.05,2.0,1.0,32.5,1.0,10.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,5.0,3.0,3.0,1.0
