II,II_Va_Xa,IIa,IX,IX_TF_VIIa,IXa,TF_VIIa,V,VIII,VIIIa,VIIIa_IXa,Va,Va_Xa,X,X_TF_VIIa,X_VIIIa_IXa,Xa,mIIa,Time
1.399810751827006e-06,1.7980082647375388e-11,3.446975061572981e-15,8.848380244849496e-08,1.0498115568737927e-09,4.663700838357673e-10,2.8828978809911072e-09,1.946744475989333e-08,6.903259471054695e-10,9.658145187578018e-12,6.346535700631205e-15,5.011323317633895e-10,1.3442825695884227e-11,1.6713264188257872e-07,1.0672854836482204e-09,9.56117125168738e-15,1.7686401190406358e-09,1.7126464337084082e-10,1.47
1.3998044388726279e-06,1.846249379855378e-11,3.684607850902059e-15,8.848050927740004e-08,1.0497971106724534e-09,4.696772460056158e-10,2.8829653824624866e-09,1.9459859674585117e-08,6.901794275471632e-10,9.804209619474361e-12,6.521919012805144e-15,5.078767247219957e-10,1.3801106894310612e-11,1.6712042038465848e-07,1.0672324283781688e-09,9.840914349446136e-15,1.7800737001378891e-09,1.7709494896502188e-10,1.48
1.3997979605976249e-06,1.8954342917262735e-11,3.936817811987354e-15,8.847721512344631e-08,1.0497826536863704e-09,4.729853916875365e-10,2.8830328917528838e-09,1.945221010932113e-08,6.900313353083517e-10,9.951836600394235e-12,6.701088920788308e-15,5.146691936718967e-10,1.416635408968701e-11,1.6710819946436535e-07,1.0671793760738412e-09,1.0127002333120483e-14,1.7914902903329928e-09,1.8308112263934544e-10,1.49
1.3997913138452373e-06,1.9455747695768985e-11,4.204378677067947e-15,8.847391998763697e-08,1.049768185916053e-09,4.762945197054658e-10,2.8831004089654647e-09,1.944449559655982e-08,6.898816508692726e-10,1.010104547775032e-11,6.884108968581657e-15,5.21510001906871e-10,1.4538653837516516e-11,1.670959791211343e-07,1.0671263266315638e-09,1.041954400832187e-14,1.8028896859380291e-09,1.8922620268749053e-10,1.5
1.3997844954204755e-06,1.9966826559510572e-11,4.488096540608569e-15,8.847062387098425e-08,1.0497537073632547e-09,4.796046288706369e-10,2.883167934221051e-09,1.943671565921738e-08,6.897303543336954e-10,1.0251855972983718e-11,7.071043619830714e-15,5.283994209805538e-10,1.4918093242531107e-11,1.6708375935440869e-07,1.0670732799287612e-09,1.0718649700994893e-14,1.8142716819917664e-09,1.9553326486762607e-10,1.51
1.3997775020899158e-06,2.0487698670823302e-11,4.7888106486717354e-15,8.846732677450931e-08,1.049739218031123e-09,4.829157179814933e-10,2.883235467659081e-09,1.9428869810569412e-08,6.895774254250306e-10,1.0404288185423084e-11,7.261958269739062e-15,5.353377307979572e-10,1.5304759961784937e-11,1.6707154016364105e-07,1.06702023582285e-09,1.1024431276429919e-14,1.8256360722529562e-09,2.0200542260211068e-10,1.52
1.3997703305814952e-06,2.101848393266714e-11,5.107394188289878e-15,8.846402869924211e-08,1.0497247179243446e-09,4.862277858236019e-10,2.8833030094385633e-09,1.942095755415257e-08,6.894228434824408e-10,1.055836259614376e-11,7.456919256981834e-15,5.423252197069915e-10,1.5698742207747605e-11,1.6705932154829426e-07,1.0669671941501345e-09,1.1337002158275716e-14,1.8369826491936313e-09,2.0864582717719245e-10,1.53
1.3997629775843091e-06,2.1559302992352637e-11,5.444755076837471e-15,8.846072964622139e-08,1.0497102070492927e-09,4.895408311695653e-10,2.88337055973904e-09,1.941297838366624e-08,6.892665874569498e-10,1.0714100071826922e-11,7.655993875619204e-15,5.493621845899862e-10,1.610012875139743e-11,1.670471035078423e-07,1.066914154724701e-09,1.1656477347552076e-14,1.8483112039924019e-09,2.1545766794270885e-10,1.54
1.3997554397484054e-06,2.2110277245267362e-11,5.801836751403166e-15,8.845742961649454e-08,1.0496956854141746e-09,4.928548527789356e-10,2.8834381187615427e-09,1.9404931782874184e-08,6.891086359075525e-10,1.0871521868618713e-11,7.859250387009881e-15,5.564489309552112e-10,1.6509008925314764e-11,1.6703488604177137e-07,1.0668611173373124e-09,1.1982973441662442e-14,1.8596215265277541e-09,2.2244417251178635e-10,1.55
1.3997477136590262e-06,2.267153191545534e-11,6.1800649385133786e-15,8.845412861097435e-08,1.0496811531767758e-09,4.961698493838138e-10,2.8835056843918153e-09,1.939681722589937e-08,6.889489668912042e-10,1.1030649732248226e-11,8.06676197179997e-15,5.63585767207938e-10,1.692547497721663e-11,1.67022669147404e-07,1.0668080839444278e-09,1.2316614575647613e-14,1.8709133999247393e-09,2.2960862899260904e-10,1.56
1.3997397958937989e-06,2.324318914883551e-11,6.580346786701145e-15,8.845082663076043e-08,1.0496666103131072e-09,4.994858197209097e-10,2.8835732574517475e-09,1.938863417624259e-08,6.887875581972748e-10,1.1191505685692521e-11,8.278597892560296e-15,5.707730178145153e-10,1.734961679403806e-11,1.670104528247891e-07,1.0667550537481506e-09,1.2657519140044989e-14,1.882186612781168e-09,2.369543367048364e-10,1.57
1.3997316829864267e-06,2.3825372363995982e-11,7.0037017499458095e-15,8.844752367693693e-08,1.049652056826084e-09,5.028027625112327e-10,2.8836408383975127e-09,1.938038208723961e-08,6.886243871937275e-10,1.1354112169033071e-11,8.494829072353444e-15,5.780110151705761e-10,1.7781525225797618e-11,1.6699823707362732e-07,1.0667020262893966e-09,1.3005808167016344e-14,1.8934409514657797e-09,2.444846375068534e-10,1.58
1.3997233714252824e-06,2.4418206400786222e-11,7.451283374890024e-15,8.844421975056562e-08,1.0496374927526202e-09,5.061206764593314e-10,2.8837084272104583e-09,1.937206040198132e-08,6.884594308182325e-10,1.1518492047847012e-11,8.715528292155654e-15,5.853000994185166e-10,1.8221292199355228e-11,1.6698602189316975e-07,1.0666490015499033e-09,1.3361605628194069e-14,1.904676199855103e-09,2.522029170327939e-10,1.59
1.3997148576582995e-06,2.5021816910402934e-11,7.924291144909895e-15,8.844091485271439e-08,1.0496229181343395e-09,5.094395602560606e-10,2.8837760238642993e-09,1.9363668553137003e-08,6.882926655954417e-10,1.1684668597868624e-11,8.940769416970674e-15,5.926406196998357e-10,1.8669010252738767e-11,1.6697380728265287e-07,1.066595979514333e-09,1.3725037272575564e-14,1.9158921404130093e-09,2.601126004982149e-10,1.6
1.399706138092752e-06,2.563633036118185e-11,8.423971568856652e-15,8.843760898445712e-08,1.049608333017822e-09,5.12759412578485e-10,2.8838436283245052e-09,1.9355205962856232e-08,6.881240676330268e-10,1.1852665508913091e-11,9.170627410388078e-15,6.0003293424275e-10,1.9124772539815137e-11,1.6696159324129808e-07,1.0665429601706363e-09,1.4096230649511233e-14,1.927088554180357e-09,2.6821715291458583e-10,1.61
1.3996972090950319e-06,2.626187404438954e-11,8.951619269798337e-15,8.843430214687338e-08,1.0495937374548492e-09,5.160802320897826e-10,2.88391124054769e-09,1.9346672042670822e-08,6.879536126177188e-10,1.2022506888800248e-11,9.405178349141572e-15,6.074774104498066e-10,1.958867283496129e-11,1.6694937976831129e-07,1.0664899435104173e-09,1.447531513169249e-14,1.9382652207646296e-09,2.7652007930377737e-10,1.62
1.3996880669904287e-06,2.689857608001518e-11,9.508578073761484e-15,8.843099434104831e-08,1.0495791315026518e-09,5.19402017439148e-10,2.8839788604810015e-09,1.9338066193396732e-08,6.877812758113458e-10,1.2194217267278338e-11,9.644499437667325e-15,6.149744249854982e-10,2.006080553773527e-11,1.669371668628823e-07,1.0664369295292987e-09,1.4862421938139754e-14,1.94942191832958e-09,2.850249249125508e-10,1.6300000000000001
1.3996787080629076e-06,2.754656542256237e-11,1.00962420984728e-14,8.842768556807245e-08,1.0495645152241537e-09,5.227247672616957e-10,2.884046488061509e-09,1.9329387805035993e-08,6.876070320468723e-10,1.236782159994776e-11,9.888669022662263e-15,6.22524363863876e-10,2.0541265677547273e-11,1.6692495452418453e-07,1.0663839182272865e-09,1.5257684157190456e-14,1.9605584235848677e-09,2.93735275427047e-10,1.6400000000000001
1.399669128530358e-06,2.8205973230948136e-11,1.0716325307546264e-14,8.842437582930421e-08,1.049549888429076e-09,5.260484801691845e-10,2.884114123421611e-09,1.9320636253686786e-08,6.87430855549896e-10,1.2543345441099617e-11,1.0137768689308176e-14,6.301276231326868e-10,2.1030149949561182e-11,1.6691274275130525e-07,1.0663309096622608e-09,1.566124031504956e-14,1.9716745093926994e-09,3.0265478008514545e-10,1.6500000000000001
1.399659324560348e-06,2.8876931985852353e-11,1.1370687747808965e-14,8.84210651261986e-08,1.0495352508429622e-09,5.29373154755899e-10,2.884181766754245e-09,1.931181090339393e-08,6.872527200483649e-10,1.272081483762535e-11,1.0391881920042109e-14,6.377846085724728e-10,2.1527556047725685e-11,1.6690053154329028e-07,1.0662779039157398e-09,1.6073232089554383e-14,1.982769946309516e-09,3.1178713697758176e-10,1.6600000000000001
1.399649292335322e-06,2.955957185774634e-11,1.2060620701863333e-14,8.84177534596065e-08,1.0495206027985016e-09,5.326987896230322e-10,2.8842494177628765e-09,1.9302911114029454e-08,6.87072599234081e-10,1.2900255882483198e-11,1.0651088557786278e-14,6.454957341933922e-10,2.203357991938847e-11,1.6688832089932723e-07,1.0662249009515693e-09,1.649379487795513e-14,1.9938445089305703e-09,3.211360321990338e-10,1.67
1.3996390279647332e-06,3.0254025586405154e-11,1.2787806957682553e-14,8.841444083071304e-08,1.0495059443099002e-09,5.360253833457931e-10,2.88431707639695e-09,1.929393623050509e-08,6.868904661351289e-10,1.3081695322125478e-11,1.0915472257940163e-14,6.532614244541097e-10,2.2548319454376525e-11,1.668761108184987e-07,1.0661719008060983e-09,1.6923070487587884e-14,2.0048979673654974e-09,3.3070522187276223e-10,1.68
1.3996285275148338e-06,3.096042681798794e-11,1.3553993483768786e-14,8.841112724071602e-08,1.0494912753901363e-09,5.393529344845385e-10,2.8843847425992607e-09,1.9284885586334146e-08,6.86706293325433e-10,1.3265160353788971e-11,1.1185117956438537e-14,6.610821136196824e-10,2.3071873228163606e-11,1.6686390129986612e-07,1.0661189035235544e-09,1.7361202821578513e-14,2.0159300901430847e-09,3.4049850435415053e-10,1.69
1.3996177870084144e-06,3.16789101128532e-11,1.4360992916122597e-14,8.840781269082619e-08,1.0494765960508221e-09,5.426814415846634e-10,2.8844524163056446e-09,1.9275758503528998e-08,6.865200529205361e-10,1.3450678629669247e-11,1.1460111887397653e-14,6.689582458500599e-10,2.3604340508070972e-11,1.668516923424692e-07,1.0660659091564875e-09,1.7808337907090002e-14,2.02694064419738e-09,3.505197204791607e-10,1.7
1.3996068024245482e-06,3.240961095337406e-11,1.5210685045212312e-14,8.840449718226739e-08,1.0494619063020662e-09,5.460109031764906e-10,2.884520097444678e-09,1.926655429249856e-08,6.863317165733806e-10,1.363827826109497e-11,1.1740541600761378e-14,6.768902752885819e-10,2.4145821259468095e-11,1.6683948394532525e-07,1.0660129177662133e-09,1.826462392356976e-14,2.037929394853796e-09,3.6077275381278753e-10,1.71
1.3995955696983317e-06,3.3152665751753473e-11,1.6105018302943396e-14,8.840118071627677e-08,1.0494472061523345e-09,5.493413177751601e-10,2.8845877859373683e-09,1.9257272251945777e-08,6.861412554700867e-10,1.382798782270221e-11,1.2026495979947348e-14,6.84878666150478e-10,2.4696416151973398e-11,1.6682727610742872e-07,1.0659599294232576e-09,1.873021123099691e-14,2.048896105815217e-09,3.7126153089751305e-10,1.72
1.3995840847206285e-06,3.3908211857839484e-11,1.7046011249627807e-14,8.839786329410498e-08,1.0494324956083126e-09,5.526726838805194e-10,2.8846554816968514e-09,1.9247911668765122e-08,6.859486403257335e-10,1.401983635660876e-11,1.2318065259493114e-14,6.929238928113656e-10,2.5256226565654945e-11,1.668150688277504e-07,1.0659069442077988e-09,1.9205252398129602e-14,2.0598405391481067e-09,3.8199002150176137e-10,1.73
1.39957234333781e-06,3.467638756694045e-11,1.8035754060953385e-14,8.839454491701642e-08,1.0494177746747662e-09,5.560049999770128e-10,2.884723184628085e-09,1.923847181794006e-08,6.85753841380138e-10,1.4213853376588444e-11,1.2615341042702289e-14,7.010264398957493e-10,2.5825354597231178e-11,1.668028621052371e-07,1.0658539622101127e-09,1.9689902230752317e-14,2.0707624552686135e-09,3.929622388683531e-10,1.74
1.3995603412859136e-06,3.5457336075283724e-11,1.9077370072570394e-14,8.839122558633605e-08,1.0494030433256923e-09,5.593382644988286e-10,2.884790896048908e-09,1.9228951960782326e-08,6.855568281387673e-10,1.4410069110326169e-11,1.2918422073395849e-14,7.091867970372794e-10,2.640390610509556e-11,1.6679065594011638e-07,1.0658009821383694e-09,2.018432883309137e-14,2.081661606018346e-09,4.0418230064046967e-10,1.75
1.399548074357168e-06,3.6251195448940674e-11,2.0172575832524316e-14,8.838790530333094e-08,1.0493883015771945e-09,5.626724759181403e-10,2.8848586150751937e-09,1.921935134904627e-08,6.853575700166495e-10,1.460851389815092e-11,1.3227399620820843e-14,7.17405472517009e-10,2.6991982987762638e-11,1.6677845033057603e-07,1.065748004860588e-09,2.068868557862334e-14,2.092537752223508e-09,4.156542748066942e-10,1.76
1.3995355382571923e-06,3.7058107211477744e-11,2.1323769184148636e-14,8.838458406931193e-08,1.0493735494249421e-09,5.66007632669486e-10,2.8849263417097473e-09,1.9209669221222376e-08,6.851560357802224e-10,1.4809218714656425e-11,1.3542370003308821e-14,7.256829817714592e-10,2.7589689794669933e-11,1.6676624527560085e-07,1.0656950303782932e-09,2.120313511788715e-14,2.103390648662045e-09,4.273823118263892e-10,1.77
1.3995227286447932e-06,3.787821394085352e-11,2.253344442340659e-14,8.838126188560528e-08,1.0493587868615677e-09,5.693437331708761e-10,2.884994075973941e-09,1.9199904803447433e-08,6.849521936987656e-10,1.5012215027473987e-11,1.3863431091755458e-14,7.340198507351988e-10,2.8197131876497827e-11,1.6675404077417493e-07,1.06564205867748e-09,2.1727842668517634e-14,2.114220048270051e-09,4.393706078209771e-10,1.78
1.3995096411322492e-06,3.8711659244539006e-11,2.3804185834515824e-14,8.837793875355251e-08,1.0493440138767653e-09,5.726807758239711e-10,2.885061817895637e-09,1.919005730941577e-08,6.847460115422932e-10,1.5217534799474975e-11,1.4190682279610337e-14,7.42416615973472e-10,2.881441536620227e-11,1.6674183682527012e-07,1.0655890897405928e-09,2.2262975952114444e-14,2.1250257021851063e-09,4.516234043198551e-10,1.79
1.3994962712850198e-06,3.955858776939589e-11,2.5138669678641358e-14,8.837461467451065e-08,1.049329230457138e-09,5.760187590139533e-10,2.885129567509623e-09,1.918012594027587e-08,6.845374565771985e-10,1.5425210493069557e-11,1.4524224503530163e-14,7.508738247679123e-10,2.9441647186803605e-11,1.6672963342784609e-07,1.0655361235462398e-09,2.280870522825528e-14,2.135807359728772e-09,4.641449885405591e-10,1.8
1.3994826146214528e-06,4.041914521155482e-11,2.6539666182588502e-14,8.837128964985245e-08,1.049314436586044e-09,5.79357681109398e-10,2.885197324858051e-09,1.9170109884526994e-08,6.84326495561902e-10,1.5635275074505428e-11,1.4864160264032005e-14,7.593920352022577e-10,3.007893505917532e-11,1.6671743058085048e-07,1.06548316006891e-09,2.3365203328509068e-14,2.1465647683890877e-09,4.769396936689287e-10,1.81
1.3994686666124922e-06,4.129347832629365e-11,2.8010041527495808e-14,8.836796368096655e-08,1.0492996322434438e-09,5.826975404621459e-10,2.8852650899908764e-09,1.916000831791579e-08,6.841130947424968e-10,1.5847762018166547e-11,1.521059364614651e-14,7.679718162480639e-10,3.0726387509832895e-11,1.6670522828321898e-07,1.0654301992786883e-09,2.3932645690449197e-14,2.1572976738030635e-09,4.900118991392711e-10,1.82
1.3994544226813871e-06,4.2181734937915736e-11,2.9552759837527993e-14,8.836463676925783e-08,1.0492848174057464e-09,5.860383354071736e-10,2.8853328629662923e-09,1.9149820403332924e-08,6.838972198483963e-10,1.6062705310871866e-11,1.5563630340071147e-14,7.766137478504191e-10,3.138411387872258e-11,1.6669302653387535e-07,1.0653772411409716e-09,2.451121039166671e-14,2.168005819739178e-09,5.033660309145264e-10,1.83
1.3994398781723472e-06,4.30840660231008e-11,3.117153167926561e-14,8.836130891587616e-08,1.049269992327233e-09,5.893800642430165e-10,2.8854006434272677e-09,1.9139545295375147e-08,6.836788361517343e-10,1.628013938319422e-11,1.592338092586817e-14,7.853184126575035e-10,3.20522259442302e-11,1.6668082533155523e-07,1.0653242857585118e-09,2.5101084145489076e-14,2.1786889444172986e-09,5.170065900975043e-10,1.84
1.399425028401985e-06,4.400062226622418e-11,3.2869738915669147e-14,8.83579801221688e-08,1.0492551570707757e-09,5.927227252640445e-10,2.8854684313082364e-09,1.9129182132468922e-08,6.834579083567926e-10,1.6500099235348876e-11,1.6289955455977432e-14,7.940864100282761e-10,3.273083523656159e-11,1.6666862467509998e-07,1.0652713331340036e-09,2.570245240235015e-14,2.189346786593295e-09,5.309381060093821e-10,1.85
1.399409868661232e-06,4.4931553921770944e-11,3.465039071531506e-14,8.83546503896999e-08,1.0492403114876588e-09,5.960663167617171e-10,2.8855362268656794e-09,1.9118730036435222e-08,6.832344005911138e-10,1.6722620446682576e-11,1.666346324373269e-14,8.029183567124742e-10,3.342005293051562e-11,1.6665642456346946e-07,1.0652183831596798e-09,2.631549895981044e-14,2.1999790858020137e-09,5.4516513445498e-10,1.86
1.3993943941737526e-06,4.587701358167745e-11,3.651698532071286e-14,8.835131971988985e-08,1.049225455591888e-09,5.994108369985892e-10,2.885604030114829e-09,1.910818811859066e-08,6.830082764859321e-10,1.6947739082918033e-11,1.7044017224792458e-14,8.118148758236703e-10,3.4119992003976544e-11,1.6664422499550743e-07,1.0651654358063026e-09,2.6940413924904655e-14,2.2105855774690023e-09,5.596922956797641e-10,1.87
1.3993786001134145e-06,4.683715499910116e-11,3.847314220727349e-14,8.834798811417076e-08,1.0492105893989636e-09,6.027562842193091e-10,2.885671841072593e-09,1.9097555476975255e-08,6.827794991353514e-10,1.7175491742200038e-11,1.7431732110630357e-14,8.207766017050381e-10,3.4830766320588865e-11,1.6663202597004264e-07,1.0651124910414644e-09,2.75773903378232e-14,2.221165994988142e-09,5.745242584435158e-10,1.8800000000000001
1.3993624816039665e-06,4.781213310029956e-11,4.052260469581025e-14,8.834465557398639e-08,1.0491957129259986e-09,6.061026566504703e-10,2.885739659757584e-09,1.9086831196253573e-08,6.825480310920521e-10,1.7405915559323777e-11,1.7826724412337773e-14,8.298041800070035e-10,3.555249063910658e-11,1.666198274858885e-07,1.0650595488294392e-09,2.8226624211677766e-14,2.231720069700608e-09,5.896657403278315e-10,1.8900000000000001
1.3993460337187167e-06,4.880210399650907e-11,4.2669242565039704e-14,8.834132210079214e-08,1.0491808261918382e-09,6.094499525004659e-10,2.885807486190146e-09,1.9076014347615836e-08,6.82313834363e-10,1.763904820996313e-11,1.8229112464426514e-14,8.38898267764897e-10,3.628528062274238e-11,1.6660762954184344e-07,1.065006609131038e-09,2.888831457226687e-14,2.2422475308738317e-09,6.051215080436239e-10,1.9000000000000001
1.3993292514802103e-06,4.980722499582402e-11,4.4917054664082617e-14,8.833798769605501e-08,1.0491659292171766e-09,6.127981699593397e-10,2.8858753203923857e-09,1.9065103988679036e-08,6.820768704051544e-10,1.7874927914899006e-11,1.863901644863146e-14,8.480595334766041e-10,3.702925284851694e-11,1.665954321366903e-07,1.0649536719034602e-09,2.956266349784142e-14,2.25274810568046e-09,6.20896377738623e-10,1.9100000000000001
1.399312129859908e-06,5.082765461507551e-11,4.727017152496481e-14,8.833465236125358e-08,1.0491510220246772e-09,6.161473071986407e-10,2.8859431623881983e-09,1.905409916338808e-08,6.818371001211757e-10,1.811359344424764e-11,1.905655841771321e-14,8.572886571802174e-10,3.7784524816608067e-11,1.6658323526919674e-07,1.064900737100147e-09,3.024987615887028e-14,2.263221519177318e-09,6.369952153048758e-10,1.92
1.3992946637676807e-06,5.186355309613872e-11,4.9733083554534046e-14,8.833131609788867e-08,1.0491361046307376e-09,6.194973623661268e-10,2.886011012121377e-09,1.9042998903878744e-08,6.815944838957962e-10,1.835508407824903e-11,1.9481863347641707e-14,8.665863276647868e-10,3.855121536031337e-11,1.665710389380154e-07,1.064847804760908e-09,3.09501626069146e-14,2.2736674933866568e-09,6.534229461388874e-10,1.93
1.3992768480189631e-06,5.291508402906562e-11,5.231136419694341e-14,8.832797890751753e-08,1.0491211770189346e-09,6.22848333569174e-10,2.8860788691939635e-09,1.9031802236645416e-08,6.813489817214135e-10,1.8599439472738636e-11,1.991506244627237e-14,8.759532333904558e-10,3.932944593504603e-11,1.6655884314136672e-07,1.0647948753001223e-09,3.166374340142879e-14,2.284085744407622e-09,6.701845856429129e-10,1.94
1.3992586774617128e-06,5.398240805864761e-11,5.500885281967595e-14,8.832464079161986e-08,1.04910623924453e-09,6.262002189389794e-10,2.886146733890292e-09,1.9020508157919103e-08,6.811005526855201e-10,1.8846700206371462e-11,2.035628032246119e-14,8.853900984021875e-10,4.0119335620046015e-11,1.6654664787828066e-07,1.0647419483781962e-09,3.2390827785793547e-14,2.294475993616564e-09,6.872851213751601e-10,1.95
1.399240146853209e-06,5.5065688983503165e-11,5.783037951512547e-14,8.832130175172712e-08,1.0490912913338119e-09,6.295530165682901e-10,2.8862146061884247e-09,1.9009115657243382e-08,6.808491554571079e-10,1.9096907260637453e-11,2.0805647419897407e-14,8.948976478109513e-10,4.0921005962147774e-11,1.665344531473978e-07,1.0646890239907793e-09,3.3131634834523856e-14,2.3048379568128095e-09,7.047296274274008e-10,1.96
1.3992212508972968e-06,5.616509190702463e-11,6.078093550752027e-14,8.831796178938292e-08,1.0490763333150207e-09,6.329067245302478e-10,2.886282486062405e-09,1.8997623710137843e-08,6.805947481323646e-10,1.935010218434791e-11,2.126329624701237e-14,9.044766184479249e-10,4.173457950719018e-11,1.6652225894733552e-07,1.0646361021355876e-09,3.3886387040238313e-14,2.3151713475094564e-09,7.225232298598814e-10,1.97
1.3992019842440303e-06,5.728078325100292e-11,6.386567654613115e-14,8.831462090614305e-08,1.0490613652184405e-09,6.362613408782238e-10,2.8863503734820026e-09,1.8986031278006003e-08,6.803372882305225e-10,1.960632709771349e-11,2.172936140434134e-14,9.141277589322247e-10,4.2560179810752314e-11,1.6651006527668786e-07,1.0645831828125677e-09,3.465531035947822e-14,2.3254758769092297e-09,7.406711070415386e-10,1.98
1.3991823414893137e-06,5.841293076925222e-11,6.70899262984793e-14,8.831127910357546e-08,1.0490463870764871e-09,6.396168636456543e-10,2.886418268412458e-09,1.8974337308043208e-08,6.800767326897072e-10,1.986562469642215e-11,2.2203979611885233e-14,9.238518297386336e-10,4.3397931448889116e-11,1.6649787213402494e-07,1.0645302660240633e-09,3.543863425852663e-14,2.3357512538803344e-09,7.591784899902147e-10,1.99
1.3991623171745454e-06,5.956170356123474e-11,7.045917974354428e-14,8.830793638326031e-08,1.049031398923798e-09,6.429732908458754e-10,2.886486170814228e-09,1.8962540733144548e-08,6.798130378627869e-10,2.0128038255717155e-11,2.2687289736472427e-14,9.336496032653321e-10,4.424796002886713e-11,1.6648567951789257e-07,1.0644773517749807e-09,3.623659175922735e-14,2.3459971849323103e-09,7.780506627128732e-10,2.0
1.3991419057862612e-06,6.072727208568535e-11,7.397910656497202e-14,8.830459274678989e-08,1.0490164007973213e-09,6.46330620471958e-10,2.8865540806427298e-09,1.895064047181277e-08,6.795461595132208e-10,2.039361163447503e-11,2.317943281912051e-14,9.43521863901627e-10,4.5110392199900215e-11,1.6647348742681178e-07,1.0644244400729537e-09,3.704941948480407e-14,2.3562133741918862e-09,7.972929625458136e-10,2.0100000000000002
1.3991211017557756e-06,6.190980817423624e-11,7.765555454428241e-14,8.830124819576872e-08,1.049001392736406e-09,6.496888504965425e-10,2.886621997848088e-09,1.8938635428066183e-08,6.792760528109082e-10,2.066238927928352e-11,2.368055210239804e-14,9.534694080956796e-10,4.5985355663885164e-11,1.664612958592785e-07,1.0643715309285103e-09,3.787735770567927e-14,2.366399523378833e-09,8.169107804948856e-10,2.02
1.3990998993950776e-06,6.310948691096821e-11,8.149594782904984e-14,8.829790273207838e-08,1.0489863745323404e-09,6.530479788421208e-10,2.886689922826973e-09,1.8926524501682072e-08,6.790026725463036e-10,2.0934415995050874e-11,2.419079854590004e-14,9.634930306755518e-10,4.687298073138974e-11,1.6644910481389974e-07,1.0643186241536893e-09,3.872066009945597e-14,2.376555328425805e-09,8.369096220627518e-10,2.0300000000000002
1.399078293035885e-06,6.432648256540563e-11,8.5506239847872e-14,8.829455635729819e-08,1.0489713462763747e-09,6.564080034455023e-10,2.8867578554336504e-09,1.891430656550171e-08,6.787259726489347e-10,2.1209737459660903e-11,2.4710318851550964e-14,9.73593554979818e-10,4.7773396953047235e-11,1.664369142890942e-07,1.0642657198029753e-09,3.957957255265234e-14,2.386680486793523e-09,8.572949753088465e-10,2.04
1.399056276948857e-06,6.556097096035205e-11,8.969267659576587e-14,8.829120907303954e-08,1.048956308043696e-09,6.597689222203623e-10,2.8868257955501273e-09,1.89019804783784e-08,6.784459064586347e-10,2.148839993348716e-11,2.5239262415234802e-14,9.83771815581317e-10,4.868673507991323e-11,1.664247242832644e-07,1.0642128179191752e-09,4.045434546272972e-14,2.396774693212403e-09,8.780723875051667e-10,2.05
1.3990338453319047e-06,6.681312981721959e-11,9.40620479937377e-14,8.828786088099284e-08,1.0489412598489764e-09,6.631307330518226e-10,2.8868937431662665e-09,1.8889545086922726e-08,6.781624267601921e-10,2.1770450221967204e-11,2.577778232977649e-14,9.940286559111358e-10,4.961312734889999e-11,1.6641253479482054e-07,1.0641599184977536e-09,4.1345235510794234e-14,2.406837639061805e-09,8.992474762292401e-10,2.06
1.399010992324968e-06,6.80831383266723e-11,9.862136013093589e-14,8.828451178286472e-08,1.048926201705945e-09,6.664934338033021e-10,2.8869616982722024e-09,1.887699922295677e-08,6.778754857273819e-10,2.2055935735107318e-11,2.6326034109395012e-14,1.0043649315898784e-09,5.055270712666061e-11,1.6640034582214753e-07,1.0641070215348472e-09,4.2252503401219674e-14,2.416869013142628e-09,9.208259153443789e-10,2.07
1.3989877120096136e-06,6.937117716355921e-11,1.0337783963566127e-13,8.828116178037821e-08,1.0489111336273017e-09,6.69857022316333e-10,2.887029660858402e-09,1.8864341703429253e-08,6.775850349189678e-10,2.2344904491396916e-11,2.6884175720912495e-14,1.0147815104857614e-09,5.1505608921408236e-11,1.6638815736360478e-07,1.0640541270272895e-09,4.317641391427644e-14,2.4268685016508116e-09,9.42813435382302e-10,2.08
1.3989639984086336e-06,7.067742850184662e-11,1.0833893804637428e-13,8.82778108752729e-08,1.0488960556246306e-09,6.732214964103733e-10,2.8870976309157262e-09,1.8851571330330698e-08,6.772910252747033e-10,2.2637405121722745e-11,2.7452367614962914e-14,1.0252792727727035e-09,5.247196839473468e-11,1.6637596941752578e-07,1.0640012349726349e-09,4.4117235958759827e-14,2.436835788150836e-09,9.652158239257455e-10,2.09
1.3989398454856424e-06,7.200207602955121e-11,1.1351233618270545e-13,8.827445906930516e-08,1.0488809677083143e-09,6.765868538826218e-10,2.887165608435494e-09,1.8838686890608577e-08,6.769934071113347e-10,2.2933486873283318e-11,2.803077275720121e-14,1.0358591109884227e-09,5.345192237342965e-11,1.6636378198221778e-07,1.0639483453691831e-09,4.507524262461898e-14,2.4467705535492264e-09,9.880389259910847e-10,2.1
1.398915247144676e-06,7.334530496367238e-11,1.1890594851646246e-13,8.82711063642483e-08,1.0488658698874475e-09,6.799530925078326e-10,2.8872335934095403e-09,1.8825687156082485e-08,6.766921301186016e-10,2.3233199613503105e-11,2.8619556659512026e-14,1.046521930092525e-09,5.444560886129937e-11,1.6635159505596155e-07,1.063895458216003e-09,4.6050711235585214e-14,2.4566724760680506e-09,1.0112886444109442e-09,2.11
