Time,E,E_P_1,P,M,M1,E_M1,E_M,T,E_P_2,P2,P21,E_P21,E_P2,E_P1,k1,k2,k9,k3,k3a,k4,k4a,k5,k6,k10,k7,k7a,k8,k8a,kC1,kC2,j1,j3,j3a,j5,j7,j7a,compartment,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,r11,r12,r13,r14,r15,r16
7.4,7.891747824312798e-05,6.010435275354132e-05,0.9606724257652203,0.03586937419021134,4.20151028254778e-09,3.2929514740638564e-13,2.0401186323363585e-06,0.0016262792305937641,7.227731275566532e-06,0.0017625289757087113,4.744926203039903e-12,6.198562329741195e-23,1.52987813316887e-08,0.0,91.8,82.4,3.12e-08,38.1,151.5,38.1,209.9,5.16,32.3,7.23e-10,6.76e-08,4.7,0.00599,42.6,2.39e-06,0.031,33.4,1.58e-06,0.185,21.8,4.46e-09,2.66e-05,1.0,0.004952225612817076,0.0049525986668918056,1.1191244747345939e-09,1.2632915399172022e-11,0.00042847674247648666,1.2546145116183293e-11,0.0004282209009274017,0.00023363489972960428,0.000233455720200799,1.2743084494373982e-12,2.531333418615482e-23,6.537430008912786e-07,3.7129388355149756e-25,6.517280847299385e-07,1.4364940308096375e-10,2.240596695425625e-07
7.41,7.891683853718603e-05,6.0100620994913034e-05,0.9606205687707482,0.03591461117258975,4.212582096282492e-09,3.301633905658875e-13,2.042676760312255e-06,0.0016305728909100084,7.2272824994300365e-06,0.0017648569186592047,4.757677704679582e-12,6.223537365641787e-23,1.5318929647322772e-08,0.0,91.8,82.4,3.12e-08,38.1,151.5,38.1,209.9,5.16,32.3,7.23e-10,6.76e-08,4.7,0.00599,42.6,2.39e-06,0.031,33.4,1.58e-06,0.185,21.8,4.46e-09,2.66e-05,1.0,0.004951918156654316,0.004952291169980834,1.1205358685848002e-09,1.2666102966898249e-11,0.0004290136418108542,1.2579225180560314e-11,0.00042875785198954227,0.0002336203952497189,0.00023344122473159017,1.2759915521906049e-12,2.538115542892482e-23,6.546011564244727e-07,3.72789888201943e-25,6.525864029759501e-07,1.4364048417784215e-10,2.2404575748233112e-07
7.42,7.891619903267042e-05,6.0096889643735344e-05,0.9605687149956748,0.03595983971184125,4.223667690306034e-09,3.310327085813324e-13,2.0452343712339223e-06,0.0016348719285294352,7.226833772297336e-06,0.001767184708083205,4.7704460367362565e-12,6.248578775055736e-23,1.5339076336182186e-08,0.0,91.8,82.4,3.12e-08,38.1,151.5,38.1,209.9,5.16,32.3,7.23e-10,6.76e-08,4.7,0.00599,42.6,2.39e-06,0.031,33.4,1.58e-06,0.185,21.8,4.46e-09,2.66e-05,1.0,0.00495161073405808,0.004951983706643793,1.1219469990094472e-09,1.269933146062784e-11,0.0004295504326255341,1.2612346196948766e-11,0.0004292946945220003,0.0002336058923532386,0.00023342673084520392,1.2776745439441572e-12,2.544906541960858e-23,6.554592426883227e-07,3.742898686258385e-25,6.534446519213611e-07,1.4363156624852746e-10,2.240318469412174e-07
7.43,7.891555972954404e-05,6.009315869992823e-05,0.9605168644396489,0.036005059809384496,4.2347670615787275e-09,3.319031011928245e-13,2.047791465212599e-06,0.0016391763423678647,7.2263850941588054e-06,0.001769512343997208,4.783231198100746e-12,6.273686642665418e-23,1.53592213985916e-08,0.0,91.8,82.4,3.12e-08,38.1,151.5,38.1,209.9,5.16,32.3,7.23e-10,6.76e-08,4.7,0.00599,42.6,2.39e-06,0.031,33.4,1.58e-06,0.185,21.8,4.46e-09,2.66e-05,1.0,0.004951303345021789,0.0049516762768740865,1.1233578660527962e-09,1.2732600870463401e-11,0.0004300871149438588,1.2645508155446614e-11,0.00042983142854812454,0.00023359139103985282,0.00023341223854132938,1.2793574247099814e-12,2.551706415061578e-23,6.563172596966335e-07,3.757938298956585e-25,6.543028315800021e-07,1.4362264929282847e-10,2.2401793791892296e-07
7.44,7.891492062776986e-05,6.008942816341167e-05,0.9604650171023199,0.03605027146663778,4.245880207061495e-09,3.327745681405397e-13,2.0503480423594872e-06,0.0016434861313413803,7.225936465004827e-06,0.0017718398264177074,4.796033187664007e-12,6.298861053139144e-23,1.537936483487559e-08,0.0,91.8,82.4,3.12e-08,38.1,151.5,38.1,209.9,5.16,32.3,7.23e-10,6.76e-08,4.7,0.00599,42.6,2.39e-06,0.031,33.4,1.58e-06,0.185,21.8,4.46e-09,2.66e-05,1.0,0.004950995989538859,0.004951368880665122,1.1247684697590988e-09,1.2765911186510234e-11,0.0004306236887891539,1.2678711046154564e-11,0.00043036805409125636,0.00023357689130925138,0.0002333977478196559,1.2810401945000025e-12,2.5585151614358285e-23,6.571752074632075e-07,3.7730177708303474e-25,6.551609419657002e-07,1.4361373331055388e-10,2.2400403041514964e-07
7.45,7.891428172731076e-05,6.0085698034105694e-05,0.9604131729833368,0.03609547468501906,4.257007123715858e-09,3.336471091647256e-13,2.052904102785757e-06,0.0016478012943663253,7.225487884825785e-06,0.0017741671553611915,4.808852004317122e-12,6.324102091131147e-23,1.5399506645358638e-08,0.0,91.8,82.4,3.12e-08,38.1,151.5,38.1,209.9,5.16,32.3,7.23e-10,6.76e-08,4.7,0.00599,42.6,2.39e-06,0.031,33.4,1.58e-06,0.185,21.8,4.46e-09,2.66e-05,1.0,0.004950688667602713,0.00495106151801031,1.1261788101725948e-09,1.2799262398876296e-11,0.0004311601541847377,1.2711954859176047e-11,0.0004309045711747304,0.0002335623931611237,0.00023338325867987284,1.2827228533261413e-12,2.5653327803250056e-23,6.580330860018417e-07,3.788137152587557e-25,6.56018983092278e-07,1.436048183015126e-10,2.2399012442959934e-07
7.46,7.891364302812972e-05,6.008196831193034e-05,0.960361332082349,0.03614066946594597,4.268147808503944e-09,3.34520724005702e-13,2.055459646602544e-06,0.0016521218303593068,7.225039353612065e-06,0.001776494330844146,4.821687646951311e-12,6.349409841281602e-23,1.541964683036513e-08,0.0,91.8,82.4,3.12e-08,38.1,151.5,38.1,209.9,5.16,32.3,7.23e-10,6.76e-08,4.7,0.00599,42.6,2.39e-06,0.031,33.4,1.58e-06,0.185,21.8,4.46e-09,2.66e-05,1.0,0.00495038137920677,0.004950754188903061,1.1275888873375143e-09,1.2832654497672241e-11,0.0004316965111539217,1.2745239584617247e-11,0.00043144097982187403,0.00023354789659515963,0.00023336877112166968,1.2844054012003174e-12,2.5721592709707235e-23,6.588908953263305e-07,3.803296494927679e-25,6.568769549735545e-07,1.4359590426551351e-10,2.2397621996197401e-07
7.47,7.891300453018968e-05,6.007823899680568e-05,0.9603094943990057,0.036185855810835804,4.27930225838848e-09,3.353954124038601e-13,2.0580146739209503e-06,0.0016564477382371933,7.224590871354057e-06,0.0017788213528830523,4.8345401144579246e-12,6.374784388216608e-23,1.5439785390219363e-08,0.0,91.8,82.4,3.12e-08,38.1,151.5,38.1,209.9,5.16,32.3,7.23e-10,6.76e-08,4.7,0.00599,42.6,2.39e-06,0.031,33.4,1.58e-06,0.185,21.8,4.46e-09,2.66e-05,1.0,0.004950074124344458,0.004950446893336788,1.128998701298077e-09,1.2866087473011396e-11,0.00043223275972001,1.2778565212587069e-11,0.00043197728005600747,0.00023353340161104893,0.00023335428514473602,1.2860878381344467e-12,2.5789946326148104e-23,6.597486354504633e-07,3.818495848541748e-25,6.577348576233449e-07,1.4358699120236557e-10,2.2396231701197576e-07
7.48,7.891236623345362e-05,6.007451008865179e-05,0.9602576599329563,0.036231033721105525,4.290470470332798e-09,3.3627117409966324e-13,2.060569184852044e-06,0.001660779016917116,7.224142438042152e-06,0.0017811482214943892,4.847409405728445e-12,6.400225816548205e-23,1.5459922325245543e-08,0.0,91.8,82.4,3.12e-08,38.1,151.5,38.1,209.9,5.16,32.3,7.23e-10,6.76e-08,4.7,0.00599,42.6,2.39e-06,0.031,33.4,1.58e-06,0.185,21.8,4.46e-09,2.66e-05,1.0,0.0049497669030092,0.004950139631304908,1.1304082520984924e-09,1.2899561315009767e-11,0.00043276889990630013,1.281193173319717e-11,0.000432513471900444,0.00023351890820848153,0.00023333980074876148,1.2877701641404433e-12,2.585838864499309e-23,6.606063063880262e-07,3.8337352641123746e-25,6.585926910554602e-07,1.4357807911187777e-10,2.239484155793067e-07
7.49,7.891172813788449e-05,6.0070781587388796e-05,0.9602058286838505,0.036276203198171736,4.301652441300825e-09,3.3714800883364643e-13,2.0631231795068587e-06,0.0016651156653164664,7.223694053666744e-06,0.0017834749366946307,4.860295519654486e-12,6.425734210874353e-23,1.5480057635767775e-08,0.0,91.8,82.4,3.12e-08,38.1,151.5,38.1,209.9,5.16,32.3,7.23e-10,6.76e-08,4.7,0.00599,42.6,2.39e-06,0.031,33.4,1.58e-06,0.185,21.8,4.46e-09,2.66e-05,1.0,0.004949459715194424,0.004949832402800837,1.1318175397829583e-09,1.2933076013786024e-11,0.000433304931736082,1.284533913656193e-11,0.00043304955537848964,0.0002335044163871474,0.0002333253179334358,1.2894523792302179e-12,2.5926919658664744e-23,6.614639081528008e-07,3.8490147923137375e-25,6.594504552837073e-07,1.4356916799385923e-10,2.2393451566366907e-07
7.5,7.891109024344529e-05,6.0067053492936825e-05,0.9601540006513376,0.03632136424345074,4.312848168257098e-09,3.380259163464165e-13,2.065676657996395e-06,0.0016694576823528993,7.223245718218232e-06,0.0017858014985002479,4.873198455127794e-12,6.451309655778952e-23,1.550019132211008e-08,0.0,91.8,82.4,3.12e-08,38.1,151.5,38.1,209.9,5.16,32.3,7.23e-10,6.76e-08,4.7,0.00599,42.6,2.39e-06,0.031,33.4,1.58e-06,0.185,21.8,4.46e-09,2.66e-05,1.0,0.004949152560893559,0.004949525207817994,1.1332265643956632e-09,1.296663155946153e-11,0.0004338408552326389,1.287878741279847e-11,0.0004335855305134433,0.00023348992614673667,0.00023331083669844886,1.2911344834156791e-12,2.5995539359587775e-23,6.623214407585654e-07,3.8643344838115918e-25,6.603081503218894e-07,1.4356025784811902e-10,2.2392061726476519e-07
7.51,7.891045255009904e-05,6.0063325805216035e-05,0.9601021758350675,0.03636651685835848,4.32405764816675e-09,3.389048963786522e-13,2.0682296204316186e-06,0.0016738050669443316,7.222797431687015e-06,0.0017881279069277079,4.886118211040248e-12,6.47695223583183e-23,1.5520323384596388e-08,0.0,91.8,82.4,3.12e-08,38.1,151.5,38.1,209.9,5.16,32.3,7.23e-10,6.76e-08,4.7,0.00599,42.6,2.39e-06,0.031,33.4,1.58e-06,0.185,21.8,4.46e-09,2.66e-05,1.0,0.004948845440100043,0.004949218046349802,1.1346353259807846e-09,1.3000227942160316e-11,0.00043437667041924707,1.2912276552026649e-11,0.00043412139732859677,0.00023347543748693955,0.00023329635704349055,1.2928164767087327e-12,2.606424774018905e-23,6.63178904219094e-07,3.879694389263266e-25,6.611657761838061e-07,1.4355134867446633e-10,2.2390672038229748e-07
7.5200000000000005,7.890981505780872e-05,6.005959852414661e-05,0.9600503542346898,0.03641166104431058,4.335280877995521e-09,3.397849486711042e-13,2.070782066923464e-06,0.001678157818008942,7.2223491940634985e-06,0.0017904541619934748,4.89905478628386e-12,6.502662035588753e-23,1.5540453823550528e-08,0.0,91.8,82.4,3.12e-08,38.1,151.5,38.1,209.9,5.16,32.3,7.23e-10,6.76e-08,4.7,0.00599,42.6,2.39e-06,0.031,33.4,1.58e-06,0.185,21.8,4.46e-09,2.66e-05,1.0,0.004948538352807301,0.004948910918389681,1.1360438245824902e-09,1.3033865152009093e-11,0.0004349123773191754,1.294580654436907e-11,0.00043465715584723504,0.00023346095040744624,0.00023328187896825097,1.2944983591212823e-12,2.6133044792897555e-23,6.640362985481565e-07,3.895094559317663e-25,6.620233328832525e-07,1.435424404727104e-10,2.2389282501596846e-07
7.53,7.890917776653738e-05,6.005587164964875e-05,0.9599985358498542,0.036456796802722305,4.346517854709747e-09,3.4066607296459453e-13,2.073333997582828e-06,0.0016825159344651705,7.221901005338087e-06,0.001792780263714008,4.912008179750771e-12,6.52843913959141e-23,1.5560582639296243e-08,0.0,91.8,82.4,3.12e-08,38.1,151.5,38.1,209.9,5.16,32.3,7.23e-10,6.76e-08,4.7,0.00599,42.6,2.39e-06,0.031,33.4,1.58e-06,0.185,21.8,4.46e-09,2.66e-05,1.0,0.004948231299008775,0.004948603823931057,1.137452060244936e-09,1.3067543179137243e-11,0.00043544797595568594,1.2979377379951052e-11,0.00043519280609263556,0.00023344646490794718,0.0002332674024724202,1.2961801306652278e-12,2.6201930510144432e-23,6.648936237595194e-07,3.9105350446152542e-25,6.628808204340199e-07,1.435335332426605e-10,2.238789311654807e-07
7.54,7.890854067624805e-05,6.005214518164268e-05,0.9599467206802107,0.03650192413500861,4.3577685752763704e-09,3.4154826900001757e-13,2.0758854125205766e-06,0.0016868794152317197,7.221452865501189e-06,0.001795106212105764,4.924978390333257e-12,6.554283632367425e-23,1.5580709832157178e-08,0.0,91.8,82.4,3.12e-08,38.1,151.5,38.1,209.9,5.16,32.3,7.23e-10,6.76e-08,4.7,0.00599,42.6,2.39e-06,0.031,33.4,1.58e-06,0.185,21.8,4.46e-09,2.66e-05,1.0,0.004947924278697899,0.004948296762967357,1.1388600330122686e-09,1.310126201367682e-11,0.0004359834663520337,1.301298904890067e-11,0.00043572834808806903,0.00023343198098813278,0.00023325292755568838,1.2978617913524674e-12,2.6270904884362948e-23,6.657508798669446e-07,3.9260158957880875e-25,6.637382388498958e-07,1.4352462698412602e-10,2.2386503883053685e-07
7.55,7.890790378690375e-05,6.004841912004866e-05,0.9598949087254093,0.0365470430425841,4.369033036662934e-09,3.424315365183393e-13,2.0784363118475403e-06,0.0016912482592275546,7.221004774543217e-06,0.0017974320071851956,4.937965416923724e-12,6.580195598430356e-23,1.5600835402456894e-08,0.0,91.8,82.4,3.12e-08,38.1,151.5,38.1,209.9,5.16,32.3,7.23e-10,6.76e-08,4.7,0.00599,42.6,2.39e-06,0.031,33.4,1.58e-06,0.185,21.8,4.46e-09,2.66e-05,1.0,0.004947617291868114,0.00494798973549201,1.140267742928624e-09,1.3135021645762557e-11,0.00043651884853146666,1.3046641541348728e-11,0.0004362637818567987,0.00023341749864769356,0.00023323845421774589,1.2995433411948965e-12,2.6339967907988522e-23,6.666080668841905e-07,3.9415371634597834e-25,6.645955881446637e-07,1.435157216969163e-10,2.2385114801083974e-07
7.5600000000000005,7.890726709846755e-05,6.004469346478696e-05,0.9598430999851,0.03659215352686304,4.380311235837584e-09,3.4331587526059757e-13,2.080986695674517e-06,0.0016956224653719017,7.220556732454585e-06,0.0017997576489687524,4.950969258414712e-12,6.606175122279694e-23,1.5620959350518855e-08,0.0,91.8,82.4,3.12e-08,38.1,151.5,38.1,209.9,5.16,32.3,7.23e-10,6.76e-08,4.7,0.00599,42.6,2.39e-06,0.031,33.4,1.58e-06,0.185,21.8,4.46e-09,2.66e-05,1.0,0.004947310338512862,0.004947682741498446,1.141675190038127e-09,1.3168822065531862e-11,0.00043705412251722573,1.3080334847428768e-11,0.00043679910742208114,0.00023340301788632022,0.00023322398245828306,1.3012247802044079e-12,2.6409119573458717e-23,6.674651848250118e-07,3.9570988982455367e-25,6.654528683321032e-07,1.4350681738084083e-10,2.2383725870609212e-07
7.57,7.890663061090253e-05,6.004096821577787e-05,0.9597912944589327,0.03663725558925937,4.391603169769064e-09,3.442012849679019e-13,2.0835365641122697e-06,0.0017000020325842493,7.220108739225711e-06,0.0018020831374728787,4.963989913698892e-12,6.632222288400854e-23,1.5641081676666425e-08,0.0,91.8,82.4,3.12e-08,38.1,151.5,38.1,209.9,5.16,32.3,7.23e-10,6.76e-08,4.7,0.00599,42.6,2.39e-06,0.031,33.4,1.58e-06,0.185,21.8,4.46e-09,2.66e-05,1.0,0.004947003418625583,0.004947375780980097,1.1430823743848924e-09,1.320266326312481e-11,0.00043758928833254464,1.3114068957277064e-11,0.00043733432480716543,0.00023338853870370343,0.00023320951227699042,1.3029061083928913e-12,2.647835987321323e-23,6.683222337031585e-07,3.972701150752111e-25,6.663100794259897e-07,1.4349791403570912e-10,2.2382337091599704e-07
7.58,7.890599432417176e-05,6.003724337294172e-05,0.959739492146558,0.036682349231186705,4.402908835426724e-09,3.4508776538143395e-13,2.0860859172715277e-06,0.0017043869597843477,7.219660794847015e-06,0.0018044084727140172,4.977027381669067e-12,6.658337181265191e-23,1.566120238122289e-08,0.0,91.8,82.4,3.12e-08,38.1,151.5,38.1,209.9,5.16,32.3,7.23e-10,6.76e-08,4.7,0.00599,42.6,2.39e-06,0.031,33.4,1.58e-06,0.185,21.8,4.46e-09,2.66e-05,1.0,0.004946696532199727,0.004947068853930398,1.1444892960130253e-09,1.3236545228684152e-11,0.0004381243460006504,1.3147843861032633e-11,0.0004378694340352937,0.000233374061099534,0.00023319504367355856,1.3045873257722344e-12,2.6547688799693894e-23,6.691792135323772e-07,3.988343971577849e-25,6.671672214400952e-07,1.434890116613307e-10,2.2380948464025746e-07
7.59,7.890535823823834e-05,6.003351893619885e-05,0.9596876930476258,0.03672743445405829,4.414228229780514e-09,3.459753162424469e-13,2.088634755262987e-06,0.0017087772458922099,7.219212899308919e-06,0.0018067336547086057,4.990081661218172e-12,6.684519885329985e-23,1.5681321464511432e-08,0.0,91.8,82.4,3.12e-08,38.1,151.5,38.1,209.9,5.16,32.3,7.23e-10,6.76e-08,4.7,0.00599,42.6,2.39e-06,0.031,33.4,1.58e-06,0.185,21.8,4.46e-09,2.66e-05,1.0,0.004946389679228739,0.004946761960342785,1.1458959549666185e-09,1.3270467952355313e-11,0.0004386592955447627,1.3181659548837226e-11,0.000438404435129701,0.00023335958507350292,0.00023318057664767805,1.3062684323543218e-12,2.6617106345344686e-23,6.700361243264105e-07,4.004027411312661e-25,6.68024294388187e-07,1.4348011025751524e-10,2.2379559987857648e-07
7.6000000000000005,7.890472235306535e-05,6.0029794905469624e-05,0.9596358971617865,0.03677251125928707,4.425561349800989e-09,3.4686393729226594e-13,2.0911830781973093e-06,0.001713172889828111,7.218765052601849e-06,0.001809058683473079,5.003152751239277e-12,6.710770485038457e-23,1.570143892685515e-08,0.0,91.8,82.4,3.12e-08,38.1,151.5,38.1,209.9,5.16,32.3,7.23e-10,6.76e-08,4.7,0.00599,42.6,2.39e-06,0.031,33.4,1.58e-06,0.185,21.8,4.46e-09,2.66e-05,1.0,0.004946082859706066,0.004946455100210697,1.1473023512897566e-09,1.3304431424286387e-11,0.0004391941369880944,1.3215516010835333e-11,0.0004389393281136152,0.00023334511062530103,0.0002331661111990397,1.307949428151036e-12,2.668661250261172e-23,6.708929660989971e-07,4.0197515205380354e-25,6.688812982840293e-07,1.434712098240724e-10,2.2378171663065734e-07
7.61,7.890408666861592e-05,6.0026071280674435e-05,0.9595841044886908,0.03681757964828563,4.436908192459299e-09,3.477536282722879e-13,2.0937308861851224e-06,0.0017175738905125862,7.218317254716234e-06,0.001811383559023868,5.016240650625578e-12,6.737089064819749e-23,1.5721554768577037e-08,0.0,91.8,82.4,3.12e-08,38.1,151.5,38.1,209.9,5.16,32.3,7.23e-10,6.76e-08,4.7,0.00599,42.6,2.39e-06,0.031,33.4,1.58e-06,0.185,21.8,4.46e-09,2.66e-05,1.0,0.004945776073625164,0.004946148273527574,1.1487084850265118e-09,1.3338435634628139e-11,0.00043972887035385107,1.324941323717417e-11,0.0004394741130102572,0.00023333063775461967,0.00023315164732733433,1.3096303131742565e-12,2.6756207263943244e-23,6.717497388638718e-07,4.0355163498270295e-25,6.697382331413818e-07,1.434623103608119e-10,2.2376783489620327e-07
7.62,7.890345118485315e-05,6.002234806173369e-05,0.9595323150279889,0.036862639622466234,4.448268754727202e-09,3.4864438892398166e-13,2.096278179337021e-06,0.001721980246866435,7.2178695056425064e-06,0.0018137082813773995,5.029345358270408e-12,6.76347570908894e-23,1.5741668990000005e-08,0.0,91.8,82.4,3.12e-08,38.1,151.5,38.1,209.9,5.16,32.3,7.23e-10,6.76e-08,4.7,0.00599,42.6,2.39e-06,0.031,33.4,1.58e-06,0.185,21.8,4.46e-09,2.66e-05,1.0,0.00494546932097948,0.004945841480286857,1.1501143562209466e-09,1.3372480573534003e-11,0.0004402634956652315,1.3283351218003701e-11,0.00044000878984284074,0.00023331616646114965,0.00023313718503225293,1.3113110874358598e-12,2.682589062178963e-23,6.72606442634765e-07,4.0513219497442748e-25,6.705950989740002e-07,1.4345341186754353e-10,2.237539546749177e-07
7.63,7.890281590174021e-05,6.001862524856784e-05,0.9594805287793314,0.036907691183240804,4.459643033577056e-09,3.495362189888878e-13,2.098824957763565e-06,0.0017263919578107178,7.217421805371099e-06,0.0018160328505500976,5.042466873067232e-12,6.789930502247042e-23,1.5761781591446875e-08,0.0,91.8,82.4,3.12e-08,38.1,151.5,38.1,209.9,5.16,32.3,7.23e-10,6.76e-08,4.7,0.00599,42.6,2.39e-06,0.031,33.4,1.58e-06,0.185,21.8,4.46e-09,2.66e-05,1.0,0.004945162601762473,0.004945534720481991,1.1515199649171131e-09,1.3406566231160086e-11,0.0004407980129454275,1.3317329943476626e-11,0.0004405433586345723,0.00023330169674458254,0.00023312272431348646,1.3129917509477204e-12,2.689566256860342e-23,6.734630774254039e-07,4.067168370845978e-25,6.714518957956369e-07,1.4344451434407713e-10,2.2374007596650406e-07
7.640000000000001,7.890218081924023e-05,6.0014902841097326e-05,0.9594287457423691,0.036952734332020926,4.471031025981822e-09,3.504291182086188e-13,2.101371221575281e-06,0.0017308090222667573,7.2169741538924486e-06,0.0018183572665583824,5.055605193909646e-12,6.816453528681e-23,1.5781892573240367e-08,0.0,91.8,82.4,3.12e-08,38.1,151.5,38.1,209.9,5.16,32.3,7.23e-10,6.76e-08,4.7,0.00599,42.6,2.39e-06,0.031,33.4,1.58e-06,0.185,21.8,4.46e-09,2.66e-05,1.0,0.004944855915967598,0.00494522799410642,1.152925311159053e-09,1.3440692597665175e-11,0.00044133242221762345,1.3351349403748377e-11,0.0004410778194086515,0.0002332872286046096,0.00023310826517072608,1.3146723037217104e-12,2.6965523096839284e-23,6.743196432495114e-07,4.0830556636799185e-25,6.723086236200397e-07,1.4343561779022262e-10,2.2372619877066592e-07
7.65,7.890154593731637e-05,6.001118083924264e-05,0.9593769659167527,0.03699776907021785,4.48243272891506e-09,3.5132308632485885e-13,2.1039169708826615e-06,0.0017352314391561377,7.216526551196996e-06,0.00182068152941867,5.068760319691376e-12,6.843044872763681e-23,1.580200193570311e-08,0.0,91.8,82.4,3.12e-08,38.1,151.5,38.1,209.9,5.16,32.3,7.23e-10,6.76e-08,4.7,0.00599,42.6,2.39e-06,0.031,33.4,1.58e-06,0.185,21.8,4.46e-09,2.66e-05,1.0,0.004944549263588315,0.004944921301153594,1.154330394990797e-09,1.3474859663210702e-11,0.00044186672350499725,1.3385409588977123e-11,0.00044161217218827067,0.00023327276204092225,0.00023309380760366295,1.3163527457696983e-12,2.703547219895399e-23,6.751761401208064e-07,4.098983878785445e-25,6.731652824609525e-07,1.4342672220578992e-10,2.2371232308710688e-07
7.66,7.890091125593179e-05,6.000745924292429e-05,0.9593251893021328,0.03704279539924249,4.493848139350935e-09,3.52218123079364e-13,2.1064622057961653e-06,0.001739659207400706,7.216078997275183e-06,0.001823005639147373,5.081932249306283e-12,6.869704618853895e-23,1.5822109679157647e-08,0.0,91.8,82.4,3.12e-08,38.1,151.5,38.1,209.9,5.16,32.3,7.23e-10,6.76e-08,4.7,0.00599,42.6,2.39e-06,0.031,33.4,1.58e-06,0.185,21.8,4.46e-09,2.66e-05,1.0,0.004944242644618082,0.004944614641616962,1.1557352164563657e-09,1.3509067417960789e-11,0.0004424009168307191,1.3419510489323768e-11,0.0004421464169966151,0.00023325829705321197,0.0002330793516119884,1.3180330771035507e-12,2.710550986740646e-23,6.76032568053004e-07,4.1149530666934827e-25,6.740218723321158e-07,1.4341782759058904e-10,2.2369844891553068e-07
7.67,7.890027677504968e-05,6.00037380520628e-05,0.9592734158981606,0.03708781332050544,4.505277254264211e-09,3.531142282139622e-13,2.1090069264262172e-06,0.0017440923259225702,7.215631492117456e-06,0.001825329595760901,5.095120981648359e-12,6.896432851296378e-23,1.584221580392642e-08,0.0,91.8,82.4,3.12e-08,38.1,151.5,38.1,209.9,5.16,32.3,7.23e-10,6.76e-08,4.7,0.00599,42.6,2.39e-06,0.031,33.4,1.58e-06,0.185,21.8,4.46e-09,2.66e-05,1.0,0.004943936059050363,0.004944308015489975,1.1571397755997698e-09,1.3543315852082218e-11,0.0004429350022179531,1.3453652094951962e-11,0.000442680553856863,0.0002332438336411705,0.0002330648971953938,1.3197132977351313e-12,2.7175636094657774e-23,6.768889270598154e-07,4.1309632779265303e-25,6.748783932472656e-07,1.434089339444301e-10,2.2368457625564114e-07
7.68,7.889964249463323e-05,6.000001726657872e-05,0.9592216457044869,0.037132822835416926,4.516720070630256e-09,3.5401140147055317e-13,2.111551132883208e-06,0.0017485307936441017,7.215184035714263e-06,0.001827653399275659,5.108326515611729e-12,6.923229654421801e-23,1.5862320310331788e-08,0.0,91.8,82.4,3.12e-08,38.1,151.5,38.1,209.9,5.16,32.3,7.23e-10,6.76e-08,4.7,0.00599,42.6,2.39e-06,0.031,33.4,1.58e-06,0.185,21.8,4.46e-09,2.66e-05,1.0,0.004943629506878624,0.004944001422766087,1.158544072465008e-09,1.3577604955744438e-11,0.0004434689796898553,1.3487834396028076e-11,0.0004432145827921854,0.00023322937180448946,0.00023305044435357068,1.3213934076763015e-12,2.724585087317113e-23,6.777452171549478e-07,4.147014562998658e-25,6.757348452201342e-07,1.4340004126712315e-10,2.2367070510714216e-07
7.69,7.889900841464564e-05,5.999629688639263e-05,0.9591698787207626,0.03717782394538688,4.5281765854250405e-09,3.549096425911085e-13,2.114094825277496e-06,0.0017529746094879328,7.214736628056054e-06,0.0018299770497080493,5.12154885009065e-12,6.950095112546766e-23,1.5882423198696008e-08,0.0,91.8,82.4,3.12e-08,38.1,151.5,38.1,209.9,5.16,32.3,7.23e-10,6.76e-08,4.7,0.00599,42.6,2.39e-06,0.031,33.4,1.58e-06,0.185,21.8,4.46e-09,2.66e-05,1.0,0.004943322988096329,0.004943694863438753,1.1599481070960708e-09,1.3611934719119573e-11,0.0004440028492695756,1.3522057382721235e-11,0.0004437485038257464,0.00023321491154286076,0.00023303599308621052,1.3230734069389196e-12,2.731615419541185e-23,6.786014383521046e-07,4.163106972415512e-25,6.7659122826445e-07,1.433911495584784e-10,2.2365683546973767e-07
7.7,7.889837453505013e-05,5.999257691142513e-05,0.959118114946639,0.03722281665182485,4.539646795625135e-09,3.5580895131767153e-13,2.1166380037194034e-06,0.0017574237723769575,7.214289269133285e-06,0.0018323005470744695,5.1347879839795074e-12,6.977029309973801e-23,1.590252446934125e-08,0.0,91.8,82.4,3.12e-08,38.1,151.5,38.1,209.9,5.16,32.3,7.23e-10,6.76e-08,4.7,0.00599,42.6,2.39e-06,0.031,33.4,1.58e-06,0.185,21.8,4.46e-09,2.66e-05,1.0,0.004943016502696947,0.004943388337501431,1.1613518795369354e-09,1.3646305132382403e-11,0.0004445366109802563,1.3556321045203285e-11,0.0004442823169807028,0.00023320045285597608,0.0002330215433930051,1.3247532955348414e-12,2.738654605384738e-23,6.794575906649851e-07,4.179240556674306e-25,6.774475423939373e-07,1.4338225881830605e-10,2.2364296734313185e-07
