Time,E,E_P_1,P,M,M1,E_M1,E_M,T,E_P_2,P2,P21,E_P21,E_P2,E_P1,k1,k2,k9,k3,k3a,k4,k4a,k5,k6,k10,k7,k7a,k8,k8a,kC1,kC2,j1,j3,j3a,j5,j7,j7a,compartment,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,r11,r12,r13,r14,r15,r16
1.71,7.931532903230362e-05,6.229637009314195e-05,0.9907122960496507,0.008715114605746385,2.3274743477166366e-10,1.7904816805793876e-14,4.971132088326658e-07,8.979265057621571e-05,7.491341190468038e-06,0.00041250794612544394,2.5343145499905693e-13,7.674696393831715e-25,3.5601508204708956e-09,0.0,91.8,82.4,3.12e-08,38.1,151.5,38.1,209.9,5.16,32.3,7.23e-10,6.76e-08,4.7,0.00599,42.6,2.39e-06,0.031,33.4,1.58e-06,0.185,21.8,4.46e-09,2.66e-05,1.0,0.005132823304394041,0.005133220895674897,2.719115756992872e-10,7.033427117203102e-13,0.0001046312247064809,6.821735203007467e-13,0.00010434406253397656,0.00024215470821343629,0.0002419703204521176,2.98243245048696e-13,1.3588275452271552e-24,1.5377546163427118e-07,4.597143139905197e-27,1.5166242495206016e-07,1.4888832452260928e-10,2.3223157690450917e-07
1.72,7.931456835741618e-05,6.22923927901413e-05,0.9906585479852054,0.008765395847861243,2.3546732019347177e-10,1.8117126387520273e-14,4.999846301808305e-07,9.084294960155159e-05,7.490862886854395e-06,0.0004149260297633212,2.564226289210232e-13,7.8109158145716145e-25,3.581280354870154e-09,0.0,91.8,82.4,3.12e-08,38.1,151.5,38.1,209.9,5.16,32.3,7.23e-10,6.76e-08,4.7,0.00599,42.6,2.39e-06,0.031,33.4,1.58e-06,0.185,21.8,4.46e-09,2.66e-05,1.0,0.005132495621103546,0.005132893165907644,2.734803504532708e-10,7.11555147071346e-13,0.00010523387644889943,6.902625153645225e-13,0.00010494677387495634,0.0002421392495014153,0.00024195487124539693,2.9999151951888123e-13,1.3748521853006038e-24,1.546753958073335e-07,4.6787385729283966e-27,1.5256254311746856e-07,1.4887881876843772e-10,2.3221674949248625e-07
1.73,7.931380790756903e-05,6.228841594631329e-05,0.9906048033519863,0.008815667786947798,2.382028095521153e-10,1.833067026656734e-14,5.028554646182211e-07,9.189928397185934e-05,7.490384636128364e-06,0.000417343949919149,2.5943128499668305e-13,7.948734163953763e-25,3.60240805884377e-09,0.0,91.8,82.4,3.12e-08,38.1,151.5,38.1,209.9,5.16,32.3,7.23e-10,6.76e-08,4.7,0.00599,42.6,2.39e-06,0.031,33.4,1.58e-06,0.185,21.8,4.46e-09,2.66e-05,1.0,0.005132167975430528,0.0051325654739762154,2.750488349527713e-10,7.198145796601965e-13,0.00010583640522583029,6.983985371562158e-13,0.0001055493620233646,0.00024212379261293483,0.00024193942374694613,3.0173967579154475e-13,1.3909702542474567e-24,1.5557525218973104e-07,4.761291764208304e-27,1.5346258330674462e-07,1.4886931411168877e-10,2.3220192371997926e-07
1.74,7.931304768294992e-05,6.228443956229448e-05,0.9905510621496004,0.008865930424609998,2.409538994754029e-10,1.8545448136561822e-14,5.05725711971304e-07,9.296165245786801e-05,7.489906437622332e-06,0.0004197617066118117,2.624574220441194e-13,8.088160688431214e-25,3.6235339317898064e-09,0.0,91.8,82.4,3.12e-08,38.1,151.5,38.1,209.9,5.16,32.3,7.23e-10,6.76e-08,4.7,0.00599,42.6,2.39e-06,0.031,33.4,1.58e-06,0.185,21.8,4.46e-09,2.66e-05,1.0,0.005131840367363883,0.0051322378199330655,2.7661702924783193e-10,7.281209980124839e-13,0.00010643881106518788,7.065815740030054e-13,0.00010615182694277671,0.0002421083375631198,0.00024192397793520128,3.0348771388033987e-13,1.4071817431753447e-24,1.56475030798299e-07,4.8448082523702966e-27,1.5436254549424577e-07,1.488598105538838e-10,2.3218709956629227e-07
1.75,7.93122876838053e-05,6.228046363884375e-05,0.9904973243776545,0.008916183762451136,2.437205865917619e-10,1.8761459691012737e-14,5.085953720393196e-07,9.403005383071645e-05,7.489428290514911e-06,0.00042217929986027627,2.6550103888154866e-13,8.229204633019632e-25,3.6446579730694985e-09,0.0,91.8,82.4,3.12e-08,38.1,151.5,38.1,209.9,5.16,32.3,7.23e-10,6.76e-08,4.7,0.00599,42.6,2.39e-06,0.031,33.4,1.58e-06,0.185,21.8,4.46e-09,2.66e-05,1.0,0.005131512796893757,0.0051319102038407255,2.781849333884755e-10,7.364743906575176e-13,0.00010704109399496624,7.148116142275854e-13,0.00010675416859105319,0.00024209288437074746,0.0002419085337836316,3.0523563379897975e-13,1.4234866431956601e-24,1.5737473165002687e-07,4.9292935751787594e-27,1.5526242965276065e-07,1.4885030809683657e-10,2.3217227700596223e-07
1.76,7.931152791044034e-05,6.227648817684222e-05,0.9904435900357556,0.008966427802073853,2.465028675302382e-10,1.8978704623311393e-14,5.114644445942825e-07,9.510448686195338e-05,7.4889501938309375e-06,0.00042459672968359215,2.6856213432732063e-13,8.371875241297293e-25,3.665780182007255e-09,0.0,91.8,82.4,3.12e-08,38.1,151.5,38.1,209.9,5.16,32.3,7.23e-10,6.76e-08,4.7,0.00599,42.6,2.39e-06,0.031,33.4,1.58e-06,0.185,21.8,4.46e-09,2.66e-05,1.0,0.005131185264011557,0.0051315826257718,2.797525474247042e-10,7.44874746128326e-13,0.00010764325404324105,7.230886461481641e-13,0.0001073563869203399,0.00024207743305824738,0.00024189309126073925,3.069834355612371e-13,1.4398849454236208e-24,1.5827435476206214e-07,5.014753269537078e-27,1.5616223575350907e-07,1.4884080674265293e-10,2.3215745600875905e-07
1.77,7.931076836321893e-05,6.227251317729325e-05,0.9903898591235111,0.009016662545080127,2.4930073892049647e-10,1.9197182626731377e-14,5.14332929380981e-07,9.618495032353736e-05,7.488472146441469e-06,0.00042701399610089167,2.716407071999187e-13,8.516181755405083e-25,3.68690055789066e-09,0.0,91.8,82.4,3.12e-08,38.1,151.5,38.1,209.9,5.16,32.3,7.23e-10,6.76e-08,4.7,0.00599,42.6,2.39e-06,0.031,33.4,1.58e-06,0.185,21.8,4.46e-09,2.66e-05,1.0,0.005130857768709935,0.0051312550858089645,2.8131987140649997e-10,7.533220529616887e-13,0.00010824529123817207,7.314126580784655e-13,0.00010795848187706792,0.0002420619836517012,0.00024187765033005943,3.0873111918094467e-13,1.4563766409783345e-24,1.5917390015171353e-07,5.101192871487645e-27,1.5706196376614213e-07,1.4883130649373088e-10,2.3214263653968555e-07
1.78,7.931000904256361e-05,6.226853864132244e-05,0.9903361316405284,0.009066887993071288,2.5211419739282015e-10,1.9416893394428545e-14,5.172008261169777e-07,9.727144298783677e-05,7.487994147063789e-06,0.0004294310991313896,2.747367563179595e-13,8.662133416046499e-25,3.708019099970467e-09,0.0,91.8,82.4,3.12e-08,38.1,151.5,38.1,209.9,5.16,32.3,7.23e-10,6.76e-08,4.7,0.00599,42.6,2.39e-06,0.031,33.4,1.58e-06,0.185,21.8,4.46e-09,2.66e-05,1.0,0.005130530310982788,0.00513092758404497,2.8288690538382417e-10,7.618162996981696e-13,0.00010884720560800524,7.397836383277276e-13,0.00010856045340195363,0.00024204653618084229,0.00024186221095016038,3.1047868467199465e-13,1.4729617209828611e-24,1.6007336783645408e-07,5.188617916211853e-27,1.579616136587419e-07,1.4882180735276063e-10,2.3212781855897748e-07
1.79,7.930924994895568e-05,6.226456457017769e-05,0.9902824075864154,0.009117104147648,2.549432395781112e-10,1.963783661944105e-14,5.200681344926089e-07,9.836396362762985e-05,7.487516194261403e-06,0.0004318480387943834,2.7785028050019357e-13,8.809739462487652e-25,3.729135807460606e-09,0.0,91.8,82.4,3.12e-08,38.1,151.5,38.1,209.9,5.16,32.3,7.23e-10,6.76e-08,4.7,0.00599,42.6,2.39e-06,0.031,33.4,1.58e-06,0.185,21.8,4.46e-09,2.66e-05,1.0,0.0051302028908252655,0.005130600120582642,2.8445364940661766e-10,7.703574748821505e-13,0.00010944899718107495,7.482015752007041e-13,0.0001091623014299986,0.00024203109067905652,0.0002418467730746433,3.122261320483392e-13,1.4896401765642814e-24,1.6097275783392483e-07,5.277033938030103e-27,1.5886118539782183e-07,1.4881230932272468e-10,2.3211300202210347e-07
1.8,7.930849107833615e-05,6.22605909534821e-05,0.9902286869607677,0.009167311010441135,2.5778786210762583e-10,1.9860012042916978e-14,5.229348580401029e-07,9.946251099983362e-05,7.487038298917967e-06,0.0004342648151023053,2.8098127856552826e-13,8.959009131657628e-25,3.750250689192939e-09,0.0,91.8,82.4,3.12e-08,38.1,151.5,38.1,209.9,5.16,32.3,7.23e-10,6.76e-08,4.7,0.00599,42.6,2.39e-06,0.031,33.4,1.58e-06,0.185,21.8,4.46e-09,2.66e-05,1.0,0.005129875508207962,0.005130272694566926,2.860201035257634e-10,7.789455670158953e-13,0.00011005066597907396,7.566664588351369e-13,0.0001097640267026176,0.00024201564688794566,0.00024183133705505032,3.139734613189667e-13,1.5064119987665349e-24,1.618720701499611e-07,5.366446469862919e-27,1.5976067935961922e-07,1.488028123788222e-10,2.3209818726645699e-07
1.81,7.930773241686818e-05,6.225661775585601e-05,0.9901749697631553,0.009217508583146879,2.6064806161267325e-10,2.008341950903822e-14,5.258010085399087e-07,0.00010056708382697387,7.486560498443165e-06,0.00043668142805280947,2.8412974933305547e-13,9.109951657123955e-25,3.771363774612546e-09,0.0,91.8,82.4,3.12e-08,38.1,151.5,38.1,209.9,5.16,32.3,7.23e-10,6.76e-08,4.7,0.00599,42.6,2.39e-06,0.031,33.4,1.58e-06,0.185,21.8,4.46e-09,2.66e-05,1.0,0.005129548163047669,0.005129945303082536,2.8758626779418265e-10,7.875805645041564e-13,0.00011065221200917348,7.651782832943562e-13,0.00011036563169252684,0.00024200020392088043,0.00024181590409971422,3.1572067248218124e-13,1.5232771784451404e-24,1.627713047646356e-07,5.456861042617249e-27,1.6066009679849448e-07,1.4879331643649588e-10,2.3208337545173811e-07
1.82,7.930697397862382e-05,6.225264501317853e-05,0.9901212559932222,0.009267696867273951,2.6352383472678303e-10,2.0308058569815998e-14,5.286665743149749e-07,0.00010167768093051871,7.4860827545543645e-06,0.00043909787768570753,2.872956916218566e-13,9.262576276464679e-25,3.7924750346612055e-09,0.0,91.8,82.4,3.12e-08,38.1,151.5,38.1,209.9,5.16,32.3,7.23e-10,6.76e-08,4.7,0.00599,42.6,2.39e-06,0.031,33.4,1.58e-06,0.185,21.8,4.46e-09,2.66e-05,1.0,0.0051292208554186754,0.005129617949085911,2.891521422589473e-10,7.962624560337274e-13,0.00011125363531939404,7.737370315099896e-13,0.00011096711394871324,0.00024198476268395673,0.00024180047297210595,3.1746776556676655e-13,1.540235706987562e-24,1.6367046173070402e-07,5.5482831896023424e-27,1.6155943647656736e-07,1.4878382158149668e-10,2.320685653911853e-07
1.83,7.93062157637471e-05,6.224867272572531e-05,0.9900675456505754,0.009317875864424235,2.66415178083299e-10,2.053392892381675e-14,5.315315554280239e-07,0.00010279430108286173,7.485605066751631e-06,0.0004415141640197632,2.904791042512188e-13,9.416892223084445e-25,3.813584469606519e-09,0.0,91.8,82.4,3.12e-08,38.1,151.5,38.1,209.9,5.16,32.3,7.23e-10,6.76e-08,4.7,0.00599,42.6,2.39e-06,0.031,33.4,1.58e-06,0.185,21.8,4.46e-09,2.66e-05,1.0,0.005128893585317987,0.005129290632599766,2.9071772697003615e-10,8.049912301567997e-13,0.00011185493593746756,7.823426919974182e-13,0.00011156847348434221,0.00024196932318842242,0.00024178504365607767,3.192147405862888e-13,1.557287575522709e-24,1.6456954106481141e-07,5.640718441627582e-27,1.6245869840523772e-07,1.4877432781448348e-10,2.3205375706930057e-07
1.84,7.93054577724204e-05,6.22447008938423e-05,0.9900138387348224,0.009368045576199094,2.693220883161825e-10,2.0761030269702515e-14,5.343959519316663e-07,0.0001039169430567344,7.485127434436428e-06,0.0004439302870737923,2.936799860405628e-13,9.57290872894653e-25,3.83469207972197e-09,0.0,91.8,82.4,3.12e-08,38.1,151.5,38.1,209.9,5.16,32.3,7.23e-10,6.76e-08,4.7,0.00599,42.6,2.39e-06,0.031,33.4,1.58e-06,0.185,21.8,4.46e-09,2.66e-05,1.0,0.005128566352743745,0.005128963353652606,2.9228302197741176e-10,8.137668754290715e-13,0.00011245611389117773,7.909952532756659e-13,0.00011216971031045676,0.00024195388544787062,0.0002417696161322966,3.209615975543518e-13,1.5744327751829154e-24,1.6546854278370746e-07,5.734172328638971e-27,1.6335788259615594e-07,1.487648351362831e-10,2.3203895046752927e-07
1.85,7.930470000486447e-05,6.22407295179457e-05,0.9899601352455706,0.009418206004199372,2.7224456206001254e-10,2.0989362306230952e-14,5.37259763868402e-07,0.00010504560562520603,7.484649856911622e-06,0.0004463462468666622,2.968983358094429e-13,9.730635024572838e-25,3.855797865286923e-09,0.0,91.8,82.4,3.12e-08,38.1,151.5,38.1,209.9,5.16,32.3,7.23e-10,6.76e-08,4.7,0.00599,42.6,2.39e-06,0.031,33.4,1.58e-06,0.185,21.8,4.46e-09,2.66e-05,1.0,0.005128239157695232,0.005128636112278726,2.938480273310204e-10,8.225893804097701e-13,0.00011305716920836158,7.996947038673993e-13,0.00011277082443597758,0.0002419384494782398,0.00024175419037824537,3.2270833648459677e-13,1.5916712971039858e-24,1.6636746690424859e-07,5.8286503797191296e-27,1.6425698906122293e-07,1.4875534354789023e-10,2.3202414556426027e-07
1.86,7.930394246133842e-05,6.223675859852207e-05,0.9899064351824276,0.009468357150025395,2.7518259594998535e-10,2.121892473225532e-14,5.401229912706192e-07,0.00010618028756168379,7.48417233338148e-06,0.0004487620434172924,3.0013415237754703e-13,9.89008033904391e-25,3.8769018265866196e-09,0.0,91.8,82.4,3.12e-08,38.1,151.5,38.1,209.9,5.16,32.3,7.23e-10,6.76e-08,4.7,0.00599,42.6,2.39e-06,0.031,33.4,1.58e-06,0.185,21.8,4.46e-09,2.66e-05,1.0,0.00512791200017286,0.005128308908518219,2.9541274308079234e-10,8.314587336616733e-13,0.00011365810191691088,8.084410322989277e-13,0.00011337181586770297,0.00024192301529781367,0.00024173876636822178,3.244549573907024e-13,1.6090031324252378e-24,1.6726631344340018e-07,5.924158123087302e-27,1.6515601781259e-07,1.4874585305046774e-10,2.3200934233482587e-07
1.87,7.930318514213973e-05,6.223278813612822e-05,0.9898527385450011,0.009518499015276969,2.781361866219149e-10,2.144971724672451e-14,5.429856341605949e-07,0.00010732098763991277,7.483694862951667e-06,0.0004511776767446543,3.0338743456469665e-13,1.0051253899998916e-24,3.898003963912185e-09,0.0,91.8,82.4,3.12e-08,38.1,151.5,38.1,209.9,5.16,32.3,7.23e-10,6.76e-08,4.7,0.00599,42.6,2.39e-06,0.031,33.4,1.58e-06,0.185,21.8,4.46e-09,2.66e-05,1.0,0.00512758488017818,0.005127981742416965,2.969771692766414e-10,8.403749237511324e-13,0.0001142589120447736,8.172342271002039e-13,0.00011397268461030887,0.0002419075829272211,0.00024172334407333883,3.26201460286385e-13,1.6264282722895477e-24,1.6816508241823899e-07,6.020701086099351e-27,1.660549688626591e-07,1.4873636364534643e-10,2.319945407515017e-07
1.8800000000000001,7.930242804760423e-05,6.222881813139123e-05,0.9897990453328992,0.009568631601553381,2.8110533071223265e-10,2.1681739548683e-14,5.45847692550495e-07,0.00010846770463397589,7.483217444629255e-06,0.00045359314686777116,3.066581811908469e-13,1.021416493363566e-24,3.919104277560624e-09,0.0,91.8,82.4,3.12e-08,38.1,151.5,38.1,209.9,5.16,32.3,7.23e-10,6.76e-08,4.7,0.00599,42.6,2.39e-06,0.031,33.4,1.58e-06,0.185,21.8,4.46e-09,2.66e-05,1.0,0.0051272577977138755,0.005127654614026638,2.985413059684655e-10,8.493379392480952e-13,0.00011485959961995534,8.260742768048223e-13,0.0001145734306663489,0.00024189215238943617,0.0002417079234615249,3.2794784518539853e-13,1.6439467078433933e-24,1.690637738459549e-07,6.118284795247759e-27,1.669538422240826e-07,1.4872687533402504e-10,2.319797407835069e-07
1.8900000000000001,7.930167117810614e-05,6.222484858500851e-05,0.9897453555457301,0.009618754910453395,2.8409002485798747e-10,2.1914991337270894e-14,5.487091664423739e-07,0.00010962043731829391,7.48274007732271e-06,0.00045600845380571814,3.0994639107608636e-13,1.0378822664710572e-24,3.94020276783482e-09,0.0,91.8,82.4,3.12e-08,38.1,151.5,38.1,209.9,5.16,32.3,7.23e-10,6.76e-08,4.7,0.00599,42.6,2.39e-06,0.031,33.4,1.58e-06,0.185,21.8,4.46e-09,2.66e-05,1.0,0.005126930752783769,0.005127327523404702,3.001051532061459e-10,8.583477687261292e-13,0.00011546016467052085,8.34961169950021e-13,0.00011517405403625429,0.00024187672370977833,0.0002416925044975235,3.296941121015342e-13,1.6615584302369038e-24,1.699623877438534e-07,6.216914776161632e-27,1.6785263790976333e-07,1.4871738811817035e-10,2.3196494239700403e-07
1.9000000000000001,7.9300914534058e-05,6.222087949774777e-05,0.9896916691831018,0.00966886894357526,2.870902656968457e-10,2.2149472311723905e-14,5.515700558281748e-07,0.00011077918446762549,7.482262759841903e-06,0.00045842359757762227,3.132520630406373e-13,1.0545236316538717e-24,3.9612994350435374e-09,0.0,91.8,82.4,3.12e-08,38.1,151.5,38.1,209.9,5.16,32.3,7.23e-10,6.76e-08,4.7,0.00599,42.6,2.39e-06,0.031,33.4,1.58e-06,0.185,21.8,4.46e-09,2.66e-05,1.0,0.005126603745392802,0.005127000470614416,3.016687110395481e-10,8.674044007624439e-13,0.00011606060722459539,8.438948950766808e-13,0.00011577455471833388,0.0002418612969159116,0.00024167708714289344,3.314402610486209e-13,1.6792634306239023e-24,1.7086092412935763e-07,6.3165965536066906e-27,1.6875135593285471e-07,1.4870790199961716e-10,2.31950145555099e-07
1.9100000000000001,7.930015811591073e-05,6.221691087044697e-05,0.9896379862446232,0.009718973702516703,2.901060498670915e-10,2.2385182171373357e-14,5.544303606897295e-07,0.00011194394485706716,7.481785490898104e-06,0.0004608385782026626,3.1657519590485553e-13,1.071341511099379e-24,3.982394279501421e-09,0.0,91.8,82.4,3.12e-08,38.1,151.5,38.1,209.9,5.16,32.3,7.23e-10,6.76e-08,4.7,0.00599,42.6,2.39e-06,0.031,33.4,1.58e-06,0.185,21.8,4.46e-09,2.66e-05,1.0,0.005126276775547059,0.00512667345572483,3.0323197951852115e-10,8.765078239379168e-13,0.00011666092731036627,8.528754407293249e-13,0.00011637493270877422,0.00024184587203784553,0.00024166167135600874,3.3318629204052504e-13,1.6970617001619557e-24,1.7175938302001058e-07,6.41733565148528e-27,1.6964999630676055e-07,1.4869841698036826e-10,2.3193535021784122e-07
1.92,7.929940192415366e-05,6.221294270401439e-05,0.9895843067299025,0.009769069188874933,2.9313737400762607e-10,2.2622120615646178e-14,5.572900809987586e-07,0.00011311471726205327,7.481308269103985e-06,0.00046325339570006994,3.1991578848923037e-13,1.0883368268508118e-24,4.003487301528997e-09,0.0,91.8,82.4,3.12e-08,38.1,151.5,38.1,209.9,5.16,32.3,7.23e-10,6.76e-08,4.7,0.00599,42.6,2.39e-06,0.031,33.4,1.58e-06,0.185,21.8,4.46e-09,2.66e-05,1.0,0.00512594984325375,0.005126346478810786,3.0479495869289794e-10,8.85658026837116e-13,0.00011726112495608427,8.619027954561194e-13,0.00011697518800163944,0.00024183044910793406,0.0002416462570920587,3.3493220509115054e-13,1.7149532300124222e-24,1.7265776443347734e-07,6.519137592836362e-27,1.7054855904513528e-07,1.486889330625944e-10,2.3192055634222355e-07
1.93,7.929864595931438e-05,6.220897499942858e-05,0.9895306306385487,0.00981915540424664,2.961842347579686e-10,2.2860287344064923e-14,5.601492167168717e-07,0.0001142915004583561,7.480831092973618e-06,0.0004656680500891271,3.2327383961438496e-13,1.1055105008072667e-24,4.02457850145267e-09,0.0,91.8,82.4,3.12e-08,38.1,151.5,38.1,209.9,5.16,32.3,7.23e-10,6.76e-08,4.7,0.00599,42.6,2.39e-06,0.031,33.4,1.58e-06,0.185,21.8,4.46e-09,2.66e-05,1.0,0.0051256229485212145,0.005126019539952915,3.0635764861249514e-10,8.948549980483255e-13,0.00011786120019006505,8.709769478088736e-13,0.00011757532058887137,0.00024181502816087653,0.00024163084430304783,3.366780002144389e-13,1.7329380113404994e-24,1.735560683875471e-07,6.622007899835527e-27,1.7144704416188373e-07,1.486794502486343e-10,2.3190576388218217e-07
1.94,7.929789022195894e-05,6.220500775773843e-05,0.9894769579701709,0.00986923235022799,2.992466287582555e-10,2.309968205624775e-14,5.630077677955667e-07,0.00011547429322208579,7.480353960922476e-06,0.00046808254138916883,3.2664934810107584e-13,1.1228634547237021e-24,4.045667879604726e-09,0.0,91.8,82.4,3.12e-08,38.1,151.5,38.1,209.9,5.16,32.3,7.23e-10,6.76e-08,4.7,0.00599,42.6,2.39e-06,0.031,33.4,1.58e-06,0.185,21.8,4.46e-09,2.66e-05,1.0,0.005125296091358918,0.005125692639237647,3.0792004932711326e-10,9.040987261635697e-13,0.00011846115304069064,8.800978863430393e-13,0.00011817533046028945,0.00024179960923371676,0.00024161543293779595,3.3842367742436907e-13,1.7510160353152736e-24,1.7445429490013555e-07,6.725952093794975e-27,1.7234545167116132e-07,1.4866996854099483e-10,2.3189097278859675e-07
1.95,7.929713471192568e-05,6.220104097858889e-05,0.9894232887243762,0.009919300028418154,3.023245526491535e-10,2.3340304453727663e-14,5.658657344267488e-07,0.00011666309432829769,7.479876873257944e-06,0.0004704968696184581,3.300423127701895e-13,1.1403966102193568e-24,4.066755436583079e-09,0.0,91.8,82.4,3.12e-08,38.1,151.5,38.1,209.9,5.16,32.3,7.23e-10,6.76e-08,4.7,0.00599,42.6,2.39e-06,0.031,33.4,1.58e-06,0.185,21.8,4.46e-09,2.66e-05,1.0,0.005124969271757105,0.005125365776635724,3.0948216088664643e-10,9.133891997695518e-13,0.00011906098353525567,8.89265599687024e-13,0.00011877521765617458,0.00024178419231853874,0.00024160002300623157,3.401692367341452e-13,1.769187293092661e-24,1.7535244398717416e-07,6.830975695213947e-27,1.7324378159843917e-07,1.4866048793882744e-10,2.3187618307099627e-07
1.96,7.92963793918887e-05,6.219707459010146e-05,0.9893696229006865,0.009969358440586619,3.0541800306770833e-10,2.3582154326485133e-14,5.687231289587173e-07,0.00011785790248475463,7.479399926858587e-06,0.00047291103474075006,3.334527324425706e-13,1.1581108891780757e-24,4.087841185606263e-09,0.0,91.8,82.4,3.12e-08,38.1,151.5,38.1,209.9,5.16,32.3,7.23e-10,6.76e-08,4.7,0.00599,42.6,2.39e-06,0.031,33.4,1.58e-06,0.185,21.8,4.46e-09,2.66e-05,1.0,0.00512464248871887,0.00512503894622436,3.110439833463025e-10,9.227264070106941e-13,0.00011966069164471301,8.984800798390836e-13,0.00011937498476843477,0.0002417687751124111,0.00024158461763753236,3.4191467811756227e-13,1.78745177499232e-24,1.7625051556166638e-07,6.937084226176673e-27,1.741420345068268e-07,1.486510082703425e-10,2.318613977326162e-07
1.97,7.929562429354207e-05,6.219310865321818e-05,0.9893159604987829,0.010019407588185578,3.085269766594423e-10,2.382523130077291e-14,5.715799411703439e-07,0.00011905871652495873,7.478923039257818e-06,0.00047532503682101766,3.3688060593952275e-13,1.176007212581669e-24,4.108925116508251e-09,0.0,91.8,82.4,3.12e-08,38.1,151.5,38.1,209.9,5.16,32.3,7.23e-10,6.76e-08,4.7,0.00599,42.6,2.39e-06,0.031,33.4,1.58e-06,0.185,21.8,4.46e-09,2.66e-05,1.0,0.005124315743081339,0.0051247121530251785,3.1260551675139e-10,9.32110336851859e-13,0.00012026027744401263,9.077413125594479e-13,0.00011997462965165518,0.00024175335957457111,0.00024156921416802751,3.436600016215958e-13,1.8058094728754244e-24,1.771485097268372e-07,7.044283203364196e-27,1.750402099632515e-07,1.4864152968119147e-10,2.3184661421699237e-07
1.98,7.929486941708824e-05,6.218914316827411e-05,0.9892623015182735,0.010069447472811499,3.1165147006690303e-10,2.4069535077819463e-14,5.744361711417638e-07,0.00012026553522543167,7.478446209820171e-06,0.00047773887587804496,3.4032593208233444e-13,1.1940865016142289e-24,4.130007229820164e-09,0.0,91.8,82.4,3.12e-08,38.1,151.5,38.1,209.9,5.16,32.3,7.23e-10,6.76e-08,4.7,0.00599,42.6,2.39e-06,0.031,33.4,1.58e-06,0.185,21.8,4.46e-09,2.66e-05,1.0,0.005123989034844867,0.005124385397065787,3.141667611517188e-10,9.415409778911437e-13,0.00012085974096084955,9.170492864649216e-13,0.00012057415232265621,0.000241737945719521,0.0002415538125771915,3.454052072598265e-13,1.8242603779096805e-24,1.7804642649942337e-07,7.152578144669231e-27,1.7593830799033898e-07,1.4863205217217511e-10,2.3183183250442528e-07
1.99,7.929411476276384e-05,6.218517813566651e-05,0.9892086459587672,0.010119478096060345,3.147914799332552e-10,2.431506535895883e-14,5.772918189443736e-07,0.00012147835736302538,7.477969437822483e-06,0.00048015255193066173,3.4378870969242764e-13,1.2123496773157566e-24,4.151087526080422e-09,0.0,91.8,82.4,3.12e-08,38.1,151.5,38.1,209.9,5.16,32.3,7.23e-10,6.76e-08,4.7,0.00599,42.6,2.39e-06,0.031,33.4,1.58e-06,0.185,21.8,4.46e-09,2.66e-05,1.0,0.005123662364010833,0.005124058678378921,3.1572771659708275e-10,9.510183187301902e-13,0.00012145908222297031,9.264039901763314e-13,0.00012117355279642402,0.00024172253356384912,0.00024153841284166617,3.471502950458684e-13,1.842804481266305e-24,1.7894426589626375e-07,7.261974567121381e-27,1.76836328611026e-07,1.4862257574424295e-10,2.3181705257249696e-07
2.0,7.929336033083963e-05,6.218121355585489e-05,0.9891549938198728,0.010169499459527581,3.179470029022805e-10,2.4561821845630623e-14,5.80146884640831e-07,0.000122697181714922,7.477492722453898e-06,0.0004825660649977435,3.47268937591358e-13,1.2307976605821626e-24,4.172166005834751e-09,0.0,91.8,82.4,3.12e-08,38.1,151.5,38.1,209.9,5.16,32.3,7.23e-10,6.76e-08,4.7,0.00599,42.6,2.39e-06,0.031,33.4,1.58e-06,0.185,21.8,4.46e-09,2.66e-05,1.0,0.005123335730581638,0.005123731997002444,3.1728838313726054e-10,9.605423479742052e-13,0.00012205830125817425,9.358054123185268e-13,0.00012177283108611044,0.0002417071231262295,0.0002415230149352609,3.4889526499336854e-13,1.8614417741200665e-24,1.7984202793430108e-07,7.372477986887153e-27,1.7773427184856038e-07,1.486131003984932e-10,2.3180227439607085e-07
2.0100000000000002,7.929260612162057e-05,6.217724942936093e-05,0.9891013451011991,0.010219511564808173,3.211180356183777e-10,2.480980423938005e-14,5.830013682850552e-07,0.000123922007058634,7.477016062815867e-06,0.00048497941509821163,3.507666146008147e-13,1.2494313721652674e-24,4.193242669636179e-09,0.0,91.8,82.4,3.12e-08,38.1,151.5,38.1,209.9,5.16,32.3,7.23e-10,6.76e-08,4.7,0.00599,42.6,2.39e-06,0.031,33.4,1.58e-06,0.185,21.8,4.46e-09,2.66e-05,1.0,0.005123009134560702,0.00512340535297934,3.18848760822015e-10,9.701130542319818e-13,0.00012265739809431492,9.4525354152038e-13,0.0001223719872030331,0.00024169171442742243,0.00024150761882895248,3.50640117116007e-13,1.8801722476493277e-24,1.8073971263058416e-07,7.48409391926995e-27,1.7863213772650122e-07,1.4860362613617261e-10,2.3178749794729188e-07
