Time,mwd805cc43_4a96_472f_a894_c119a6aa895f,mw447078ee_8bc8_4358_abcd_ade10dba93b0,mw40a96ef6_32da_46d1_9712_4f53f60bad43,mwe1a0a651_d2d5_4f75_8d45_9336c60eb9a6,mw168e0d8a_b9f7_4d4c_b437_a81206c5d381,parameter_1,parameter_2,parameter_3,parameter_4,parameter_5,parameter_6,parameter_7,parameter_8,parameter_9,parameter_10,parameter_11,parameter_14,parameter_15,parameter_22,parameter_23,parameter_24,parameter_25,parameter_26,mw0dac359a_a4cd_40bf_97a0_45006cef2a7c,mw44539b83_caa2_4da5_bae0_a8dcf7439431,mw97ca2b6b_8c30_48ef_80cb_5ce4ebaa420f,mw18c30692_65ff_4c7a_b820_079f8ddd9b33,mwf3ceaa7c_ebe4_4e1b_842a_b4446b0aa527
9.040000000000001,0.03172968947716484,0.0001514280701042335,7.516928523436903e-06,7.516928523436903e-08,0.0,35.0,65.0,1.125e-05,7.5e-06,0.052,1.7,3e-07,2.0,100.0,1.8,4000.0,0.0001515,10.0,9.451288103365752e-07,0.010386153027842947,1.5000000000000094e-05,0.00015,0.03189618947716484,0.052,1.0,6.645787887916732e-07,6.707559085641464e-07,5.924983202916218e-09
9.05,0.03172968828926198,0.00015142807010152734,7.5169310329230905e-06,7.516931032923091e-08,0.0,35.0,65.0,1.125e-05,7.5e-06,0.052,1.7,3e-07,2.0,100.0,1.8,4000.0,0.0001515,10.0,9.451288103365752e-07,0.010386159204271614,1.5000000000000094e-05,0.00015,0.03189618828926198,0.052,1.0,6.645792063109557e-07,6.707563073254939e-07,5.925861523081949e-09
9.06,0.03172968710136243,0.00015142807009882464,7.516933534192145e-06,7.516933534192145e-08,0.0,35.0,65.0,1.125e-05,7.5e-06,0.052,1.7,3e-07,2.0,100.0,1.8,4000.0,0.0001515,10.0,9.451288103365752e-07,0.010386165360477569,1.5000000000000094e-05,0.00015,0.03189618710136243,0.052,1.0,6.645796224632068e-07,6.707567047812027e-07,5.926736967250738e-09
9.07,0.03172968591346616,0.00015142807009611847,7.516936027290193e-06,7.516936027290193e-08,0.0,35.0,65.0,1.125e-05,7.5e-06,0.052,1.7,3e-07,2.0,100.0,1.8,4000.0,0.0001515,10.0,9.451288103365752e-07,0.010386171496574328,1.5000000000000094e-05,0.00015,0.03189618591346616,0.052,1.0,6.645800372561004e-07,6.707571009385713e-07,5.927609551567695e-09
9.08,0.03172968472557316,0.0001514280700934123,7.51693851226336e-06,7.51693851226336e-08,0.0,35.0,65.0,1.125e-05,7.5e-06,0.052,1.7,3e-07,2.0,100.0,1.8,4000.0,0.0001515,10.0,9.451288103365752e-07,0.010386177612675403,1.5000000000000094e-05,0.00015,0.03189618472557316,0.052,1.0,6.645804506973094e-07,6.707574958049433e-07,5.9284792921760766e-09
9.09,0.031729683537683406,0.0001514280700907096,7.516940989157773e-06,7.516940989157773e-08,0.0,35.0,65.0,1.125e-05,7.5e-06,0.052,1.7,3e-07,2.0,100.0,1.8,4000.0,0.0001515,10.0,9.451288103365752e-07,0.010386183708894305,1.5000000000000094e-05,0.00015,0.031896183537683406,0.052,1.0,6.645808627945069e-07,6.707578893876633e-07,5.92934620522053e-09
9.1,0.03172968234979689,0.00015142807008800344,7.516943458019558e-06,7.516943458019557e-08,0.0,35.0,65.0,1.125e-05,7.5e-06,0.052,1.7,3e-07,2.0,100.0,1.8,4000.0,0.0001515,10.0,9.451288103365752e-07,0.010386189785344547,1.5000000000000094e-05,0.00015,0.03189618234979689,0.052,1.0,6.645812735553668e-07,6.707582816940289e-07,5.930210306845237e-09
9.11,0.03172968116191358,0.00015142807008530074,7.516945918894839e-06,7.51694591889484e-08,0.0,35.0,65.0,1.125e-05,7.5e-06,0.052,1.7,3e-07,2.0,100.0,1.8,4000.0,0.0001515,10.0,9.451288103365752e-07,0.010386195842139638,1.5000000000000094e-05,0.00015,0.03189618116191358,0.052,1.0,6.645816829875619e-07,6.707586727314001e-07,5.9310716131939195e-09
9.120000000000001,0.03172967997403346,0.00015142807008259457,7.516948371829745e-06,7.516948371829745e-08,0.0,35.0,65.0,1.125e-05,7.5e-06,0.052,1.7,3e-07,2.0,100.0,1.8,4000.0,0.0001515,10.0,9.451288103365752e-07,0.010386201879393096,1.5000000000000094e-05,0.00015,0.03189617997403346,0.052,1.0,6.645820910987654e-07,6.707590625070746e-07,5.93193014041076e-09
9.13,0.03172967878615652,0.00015142807007989187,7.516950816870401e-06,7.516950816870401e-08,0.0,35.0,65.0,1.125e-05,7.5e-06,0.052,1.7,3e-07,2.0,100.0,1.8,4000.0,0.0001515,10.0,9.451288103365752e-07,0.01038620789721843,1.5000000000000094e-05,0.00015,0.03189617878615652,0.052,1.0,6.645824978966512e-07,6.707594510284121e-07,5.932785904640404e-09
9.14,0.031729677598285835,0.0001514280700771857,7.5169532463560116e-06,7.516953246356012e-08,0.0,35.0,65.0,1.125e-05,7.5e-06,0.052,1.7,3e-07,2.0,100.0,1.8,4000.0,0.0001515,10.0,9.451288103365752e-07,0.010386213876760586,1.5000000000000094e-05,0.00015,0.031896177598285835,0.052,1.0,6.645829021066394e-07,6.70759837078029e-07,5.933636224604162e-09
9.15,0.03172967641042393,0.00015142807007447953,7.516955653985734e-06,7.516955653985734e-08,0.0,35.0,65.0,1.125e-05,7.5e-06,0.052,1.7,3e-07,2.0,100.0,1.8,4000.0,0.0001515,10.0,9.451288103365752e-07,0.010386219802511655,1.5000000000000094e-05,0.00015,0.03189617641042393,0.052,1.0,6.645833026804139e-07,6.707602196546917e-07,5.934478895007152e-09
9.16,0.031729675222565486,0.00015142807007177683,7.516958053017216e-06,7.516958053017216e-08,0.0,35.0,65.0,1.125e-05,7.5e-06,0.052,1.7,3e-07,2.0,100.0,1.8,4000.0,0.0001515,10.0,9.451288103365752e-07,0.010386225707101841,1.5000000000000094e-05,0.00015,0.031896175222565486,0.052,1.0,6.645837018237377e-07,6.707606008651442e-07,5.935318556025893e-09
9.17,0.031729674034710484,0.00015142807006907413,7.516960443485736e-06,7.516960443485736e-08,0.0,35.0,65.0,1.125e-05,7.5e-06,0.052,1.7,3e-07,2.0,100.0,1.8,4000.0,0.0001515,10.0,9.451288103365752e-07,0.010386231590617958,1.5000000000000094e-05,0.00015,0.031896174034710484,0.052,1.0,6.645840995424794e-07,6.707609807149757e-07,5.936155220007544e-09
9.18,0.03172967284685891,0.00015142807006636796,7.51696282542657e-06,7.51696282542657e-08,0.0,35.0,65.0,1.125e-05,7.5e-06,0.052,1.7,3e-07,2.0,100.0,1.8,4000.0,0.0001515,10.0,9.451288103365752e-07,0.010386237453146818,1.5000000000000094e-05,0.00015,0.03189617284685891,0.052,1.0,6.645844958425076e-07,6.70761359209776e-07,5.936988899299729e-09
9.19,0.03172967165901075,0.00015142807006366527,7.516965198874995e-06,7.516965198874995e-08,0.0,35.0,65.0,1.125e-05,7.5e-06,0.052,1.7,3e-07,2.0,100.0,1.8,4000.0,0.0001515,10.0,9.451288103365752e-07,0.010386243294775223,1.5000000000000094e-05,0.00015,0.03189617165901075,0.052,1.0,6.645848907296899e-07,6.707617363551799e-07,5.937819606248217e-09
9.200000000000001,0.03172967047116598,0.0001514280700609591,7.516967563866286e-06,7.516967563866286e-08,0.0,35.0,65.0,1.125e-05,7.5e-06,0.052,1.7,3e-07,2.0,100.0,1.8,4000.0,0.0001515,10.0,9.451288103365752e-07,0.010386249115589986,1.5000000000000094e-05,0.00015,0.03189617047116598,0.052,1.0,6.645852842098946e-07,6.707621121567619e-07,5.938647353200167e-09
9.21,0.031729669283324616,0.00015142807005825293,7.516969920435721e-06,7.51696992043572e-08,0.0,35.0,65.0,1.125e-05,7.5e-06,0.052,1.7,3e-07,2.0,100.0,1.8,4000.0,0.0001515,10.0,9.451288103365752e-07,0.010386254915677915,1.5000000000000094e-05,0.00015,0.031896169283324616,0.052,1.0,6.645856762889899e-07,6.707624866201416e-07,5.939472152502276e-09
9.22,0.031729668095486614,0.00015142807005555023,7.5169722686185754e-06,7.516972268618576e-08,0.0,35.0,65.0,1.125e-05,7.5e-06,0.052,1.7,3e-07,2.0,100.0,1.8,4000.0,0.0001515,10.0,9.451288103365752e-07,0.010386260695125821,1.5000000000000094e-05,0.00015,0.031896168095486614,0.052,1.0,6.645860669728443e-07,6.707628597509397e-07,5.940294016501704e-09
9.23,0.03172966690765197,0.00015142807005284753,7.5169746084501264e-06,7.516974608450126e-08,0.0,35.0,65.0,1.125e-05,7.5e-06,0.052,1.7,3e-07,2.0,100.0,1.8,4000.0,0.0001515,10.0,9.451288103365752e-07,0.010386266454020509,1.5000000000000094e-05,0.00015,0.03189616690765197,0.052,1.0,6.645864562673255e-07,6.70763231554745e-07,5.94111295754422e-09
9.24,0.03172966571982068,0.00015142807005014136,7.51697693996565e-06,7.516976939965651e-08,0.0,35.0,65.0,1.125e-05,7.5e-06,0.052,1.7,3e-07,2.0,100.0,1.8,4000.0,0.0001515,10.0,9.451288103365752e-07,0.010386272192448793,1.5000000000000094e-05,0.00015,0.03189616571982068,0.052,1.0,6.645868441783019e-07,6.707636020371474e-07,5.941928987977911e-09
9.25,0.03172966453199271,0.00015142807004743866,7.516979263200423e-06,7.516979263200423e-08,0.0,35.0,65.0,1.125e-05,7.5e-06,0.052,1.7,3e-07,2.0,100.0,1.8,4000.0,0.0001515,10.0,9.451288103365752e-07,0.010386277910497477,1.5000000000000094e-05,0.00015,0.03189616453199271,0.052,1.0,6.645872307116416e-07,6.707639712037815e-07,5.942742120148083e-09
9.26,0.03172966334416805,0.0001514280700447325,7.516981578189722e-06,7.516981578189722e-08,0.0,35.0,65.0,1.125e-05,7.5e-06,0.052,1.7,3e-07,2.0,100.0,1.8,4000.0,0.0001515,10.0,9.451288103365752e-07,0.010386283608253376,1.5000000000000094e-05,0.00015,0.03189616334416805,0.052,1.0,6.645876158732135e-07,6.707643390602223e-07,5.943552366402822e-09
9.27,0.031729662156346705,0.00015142807004202632,7.516983884968823e-06,7.516983884968824e-08,0.0,35.0,65.0,1.125e-05,7.5e-06,0.052,1.7,3e-07,2.0,100.0,1.8,4000.0,0.0001515,10.0,9.451288103365752e-07,0.0103862892858033,1.5000000000000094e-05,0.00015,0.031896162156346705,0.052,1.0,6.645879996688848e-07,6.707647056120894e-07,5.944359739088361e-09
9.28,0.031729660968528646,0.00015142807003932363,7.516986183573003e-06,7.516986183573004e-08,0.0,35.0,65.0,1.125e-05,7.5e-06,0.052,1.7,3e-07,2.0,100.0,1.8,4000.0,0.0001515,10.0,9.451288103365752e-07,0.010386294943234054,1.5000000000000094e-05,0.00015,0.031896160968528646,0.052,1.0,6.645883821045247e-07,6.707650708650032e-07,5.945164250551397e-09
9.290000000000001,0.031729659780713855,0.00015142807003662093,7.5169884740375385e-06,7.516988474037539e-08,0.0,35.0,65.0,1.125e-05,7.5e-06,0.052,1.7,3e-07,2.0,100.0,1.8,4000.0,0.0001515,10.0,9.451288103365752e-07,0.01038630058063245,1.5000000000000094e-05,0.00015,0.031896159780713855,0.052,1.0,6.645887631860008e-07,6.707654348245527e-07,5.945965913138626e-09
9.3,0.031729658592902325,0.00015142807003391476,7.516990756397706e-06,7.516990756397706e-08,0.0,35.0,65.0,1.125e-05,7.5e-06,0.052,1.7,3e-07,2.0,100.0,1.8,4000.0,0.0001515,10.0,9.451288103365752e-07,0.010386306198085301,1.5000000000000094e-05,0.00015,0.031896158592902325,0.052,1.0,6.645891429191816e-07,6.70765797496328e-07,5.946764739197207e-09
9.31,0.03172965740509404,0.00015142807003121206,7.5169930306887815e-06,7.516993030688782e-08,0.0,35.0,65.0,1.125e-05,7.5e-06,0.052,1.7,3e-07,2.0,100.0,1.8,4000.0,0.0001515,10.0,9.451288103365752e-07,0.010386311795679417,1.5000000000000094e-05,0.00015,0.03189615740509404,0.052,1.0,6.645895213099357e-07,6.707661588859641e-07,5.947560741073837e-09
9.32,0.03172965621728899,0.0001514280700285059,7.516995296946041e-06,7.51699529694604e-08,0.0,35.0,65.0,1.125e-05,7.5e-06,0.052,1.7,3e-07,2.0,100.0,1.8,4000.0,0.0001515,10.0,9.451288103365752e-07,0.0103863173735016,1.5000000000000094e-05,0.00015,0.03189615621728899,0.052,1.0,6.645898983641303e-07,6.707665189990349e-07,5.948353931114286e-09
9.33,0.031729655029487144,0.0001514280700258032,7.5169975552047625e-06,7.516997555204763e-08,0.0,35.0,65.0,1.125e-05,7.5e-06,0.052,1.7,3e-07,2.0,100.0,1.8,4000.0,0.0001515,10.0,9.451288103365752e-07,0.010386322931638674,1.5000000000000094e-05,0.00015,0.031896155029487144,0.052,1.0,6.645902740876351e-07,6.707668778411767e-07,5.949144321667103e-09
9.34,0.03172965384168851,0.00015142807002309702,7.5169998055002215e-06,7.516999805500221e-08,0.0,35.0,65.0,1.125e-05,7.5e-06,0.052,1.7,3e-07,2.0,100.0,1.8,4000.0,0.0001515,10.0,9.451288103365752e-07,0.01038632847017744,1.5000000000000094e-05,0.00015,0.03189615384168851,0.052,1.0,6.645906484863176e-07,6.70767235417963e-07,5.949931925077595e-09
9.35,0.03172965265389306,0.00015142807002039432,7.517002047867695e-06,7.517002047867695e-08,0.0,35.0,65.0,1.125e-05,7.5e-06,0.052,1.7,3e-07,2.0,100.0,1.8,4000.0,0.0001515,10.0,9.451288103365752e-07,0.010386333989204714,1.5000000000000094e-05,0.00015,0.03189615265389306,0.052,1.0,6.645910215660463e-07,6.707675917350296e-07,5.950716753693384e-09
9.36,0.03172965146610079,0.00015142807001768815,7.517004282342459e-06,7.517004282342459e-08,0.0,35.0,65.0,1.125e-05,7.5e-06,0.052,1.7,3e-07,2.0,100.0,1.8,4000.0,0.0001515,10.0,9.451288103365752e-07,0.010386339488807305,1.5000000000000094e-05,0.00015,0.03189615146610079,0.052,1.0,6.645913933326894e-07,6.707679467979504e-07,5.951498819860704e-09
9.370000000000001,0.03172965027831168,0.00015142807001498546,7.5170065089597905e-06,7.51700650895979e-08,0.0,35.0,65.0,1.125e-05,7.5e-06,0.052,1.7,3e-07,2.0,100.0,1.8,4000.0,0.0001515,10.0,9.451288103365752e-07,0.010386344969072023,1.5000000000000094e-05,0.00015,0.03189615027831168,0.052,1.0,6.645917637921153e-07,6.707683006123613e-07,5.952278135926714e-09
9.38,0.03172964909052571,0.0001514280700122793,7.517008727754966e-06,7.517008727754966e-08,0.0,35.0,65.0,1.125e-05,7.5e-06,0.052,1.7,3e-07,2.0,100.0,1.8,4000.0,0.0001515,10.0,9.451288103365752e-07,0.010386350430085683,1.5000000000000094e-05,0.00015,0.03189614909052571,0.052,1.0,6.645921329501925e-07,6.707686531838362e-07,5.953054714238111e-09
9.39,0.03172964790274287,0.0001514280700095766,7.51701093876326e-06,7.51701093876326e-08,0.0,35.0,65.0,1.125e-05,7.5e-06,0.052,1.7,3e-07,2.0,100.0,1.8,4000.0,0.0001515,10.0,9.451288103365752e-07,0.010386355871935088,1.5000000000000094e-05,0.00015,0.03189614790274287,0.052,1.0,6.64592500812789e-07,6.707690045180107e-07,5.953828567141127e-09
9.4,0.03172964671496316,0.0001514280700068739,7.5170131420199525e-06,7.517013142019952e-08,0.0,35.0,65.0,1.125e-05,7.5e-06,0.052,1.7,3e-07,2.0,100.0,1.8,4000.0,0.0001515,10.0,9.451288103365752e-07,0.010386361294707061,1.5000000000000094e-05,0.00015,0.03189614671496316,0.052,1.0,6.645928673857733e-07,6.707693546204746e-07,5.9545997069833855e-09
9.41,0.03172964552718654,0.00015142807000416772,7.517015337560318e-06,7.517015337560317e-08,0.0,35.0,65.0,1.125e-05,7.5e-06,0.052,1.7,3e-07,2.0,100.0,1.8,4000.0,0.0001515,10.0,9.451288103365752e-07,0.010386366698488405,1.5000000000000094e-05,0.00015,0.03189614552718654,0.052,1.0,6.64593232675014e-07,6.70769703496817e-07,5.95536814611112e-09
9.42,0.03172964433941301,0.00015142807000146155,7.517017525419632e-06,7.517017525419632e-08,0.0,35.0,65.0,1.125e-05,7.5e-06,0.052,1.7,3e-07,2.0,100.0,1.8,4000.0,0.0001515,10.0,9.451288103365752e-07,0.010386372083365937,1.5000000000000094e-05,0.00015,0.03189614433941301,0.052,1.0,6.645935966863794e-07,6.707700511526583e-07,5.956133896871489e-09
9.43,0.03172964315164256,0.00015142806999875885,7.517019705633172e-06,7.517019705633172e-08,0.0,35.0,65.0,1.125e-05,7.5e-06,0.052,1.7,3e-07,2.0,100.0,1.8,4000.0,0.0001515,10.0,9.451288103365752e-07,0.010386377449426462,1.5000000000000094e-05,0.00015,0.03189614315164256,0.052,1.0,6.645939594257372e-07,6.707703975936188e-07,5.956896971610263e-09
9.44,0.03172964196387517,0.00015142806999605615,7.517021878236216e-06,7.517021878236215e-08,0.0,35.0,65.0,1.125e-05,7.5e-06,0.052,1.7,3e-07,2.0,100.0,1.8,4000.0,0.0001515,10.0,9.451288103365752e-07,0.010386382796756799,1.5000000000000094e-05,0.00015,0.03189614196387517,0.052,1.0,6.645943208989566e-07,6.707707428252881e-07,5.957657382675529e-09
9.450000000000001,0.031729640776110825,0.00015142806999334998,7.517024043264038e-06,7.517024043264038e-08,0.0,35.0,65.0,1.125e-05,7.5e-06,0.052,1.7,3e-07,2.0,100.0,1.8,4000.0,0.0001515,10.0,9.451288103365752e-07,0.01038638812544376,1.5000000000000094e-05,0.00015,0.031896140776110825,0.052,1.0,6.645946811119059e-07,6.707710868532559e-07,5.958415142413518e-09
9.46,0.03172963958834951,0.00015142806999064728,7.517026200751917e-06,7.517026200751917e-08,0.0,35.0,65.0,1.125e-05,7.5e-06,0.052,1.7,3e-07,2.0,100.0,1.8,4000.0,0.0001515,10.0,9.451288103365752e-07,0.01038639343557415,1.5000000000000094e-05,0.00015,0.03189613958834951,0.052,1.0,6.645950400704532e-07,6.707714296831573e-07,5.959170263170928e-09
9.47,0.03172963840059122,0.00015142806998794459,7.517028350735126e-06,7.517028350735127e-08,0.0,35.0,65.0,1.125e-05,7.5e-06,0.052,1.7,3e-07,2.0,100.0,1.8,4000.0,0.0001515,10.0,9.451288103365752e-07,0.010386398727234786,1.5000000000000094e-05,0.00015,0.03189613840059122,0.052,1.0,6.645953977804672e-07,6.707717713205822e-07,5.959922757294455e-09
9.48,0.03172963721283593,0.00015142806998523842,7.517030493248945e-06,7.517030493248945e-08,0.0,35.0,65.0,1.125e-05,7.5e-06,0.052,1.7,3e-07,2.0,100.0,1.8,4000.0,0.0001515,10.0,9.451288103365752e-07,0.010386404000512483,1.5000000000000094e-05,0.00015,0.03189613721283593,0.052,1.0,6.645957542478158e-07,6.707721117711203e-07,5.9606726371307954e-09
9.49,0.03172963602508363,0.00015142806998253572,7.517032628328649e-06,7.517032628328649e-08,0.0,35.0,65.0,1.125e-05,7.5e-06,0.052,1.7,3e-07,2.0,100.0,1.8,4000.0,0.0001515,10.0,9.451288103365752e-07,0.010386409255494049,1.5000000000000094e-05,0.00015,0.03189613602508363,0.052,1.0,6.645961094783679e-07,6.707724510404071e-07,5.961419915027108e-09
9.5,0.0317296348373343,0.00015142806997983302,7.517034756009514e-06,7.517034756009514e-08,0.0,35.0,65.0,1.125e-05,7.5e-06,0.052,1.7,3e-07,2.0,100.0,1.8,4000.0,0.0001515,10.0,9.451288103365752e-07,0.010386414492266299,1.5000000000000094e-05,0.00015,0.0318961348373343,0.052,1.0,6.645964634779919e-07,6.707727891340323e-07,5.9621646033300904e-09
9.51,0.03172963364958794,0.00015142806997712685,7.517036876326817e-06,7.517036876326817e-08,0.0,35.0,65.0,1.125e-05,7.5e-06,0.052,1.7,3e-07,2.0,100.0,1.8,4000.0,0.0001515,10.0,9.451288103365752e-07,0.010386419710916044,1.5000000000000094e-05,0.00015,0.03189613364958794,0.052,1.0,6.645968162525561e-07,6.707731260575854e-07,5.962906714385975e-09
9.52,0.03172963246184452,0.00015142806997442415,7.517038989315835e-06,7.517038989315835e-08,0.0,35.0,65.0,1.125e-05,7.5e-06,0.052,1.7,3e-07,2.0,100.0,1.8,4000.0,0.0001515,10.0,9.451288103365752e-07,0.010386424911530098,1.5000000000000094e-05,0.00015,0.03189613246184452,0.052,1.0,6.645971678079289e-07,6.707734618167019e-07,5.963646260542384e-09
9.53,0.03172963127410404,0.00015142806997171798,7.517041095011844e-06,7.517041095011844e-08,0.0,35.0,65.0,1.125e-05,7.5e-06,0.052,1.7,3e-07,2.0,100.0,1.8,4000.0,0.0001515,10.0,9.451288103365752e-07,0.010386430094195277,1.5000000000000094e-05,0.00015,0.03189613127410404,0.052,1.0,6.64597518149979e-07,6.707737964169565e-07,5.9643832541455515e-09
9.540000000000001,0.03172963008636648,0.00015142806996901528,7.517043193450121e-06,7.51704319345012e-08,0.0,35.0,65.0,1.125e-05,7.5e-06,0.052,1.7,3e-07,2.0,100.0,1.8,4000.0,0.0001515,10.0,9.451288103365752e-07,0.01038643525899839,1.5000000000000094e-05,0.00015,0.03189613008636648,0.052,1.0,6.645978672845746e-07,6.707741298639848e-07,5.9651177075421735e-09
9.55,0.03172962889863182,0.00015142806996630911,7.517045284665941e-06,7.517045284665941e-08,0.0,35.0,65.0,1.125e-05,7.5e-06,0.052,1.7,3e-07,2.0,100.0,1.8,4000.0,0.0001515,10.0,9.451288103365752e-07,0.010386440406026253,1.5000000000000094e-05,0.00015,0.03189612889863182,0.052,1.0,6.645982152175844e-07,6.707744621633609e-07,5.96584963307941e-09
9.56,0.031729627710900044,0.00015142806996360642,7.5170473686945815e-06,7.517047368694581e-08,0.0,35.0,65.0,1.125e-05,7.5e-06,0.052,1.7,3e-07,2.0,100.0,1.8,4000.0,0.0001515,10.0,9.451288103365752e-07,0.010386445535365675,1.5000000000000094e-05,0.00015,0.031896127710900044,0.052,1.0,6.645985619548765e-07,6.707747933207203e-07,5.966579043103493e-09
9.57,0.031729626523171156,0.00015142806996090025,7.517049445571319e-06,7.51704944557132e-08,0.0,35.0,65.0,1.125e-05,7.5e-06,0.052,1.7,3e-07,2.0,100.0,1.8,4000.0,0.0001515,10.0,9.451288103365752e-07,0.010386450647103475,1.5000000000000094e-05,0.00015,0.031896126523171156,0.052,1.0,6.6459890750232e-07,6.707751233416379e-07,5.967305949962046e-09
9.58,0.03172962533544513,0.00015142806995819755,7.517051515331431e-06,7.51705151533143e-08,0.0,35.0,65.0,1.125e-05,7.5e-06,0.052,1.7,3e-07,2.0,100.0,1.8,4000.0,0.0001515,10.0,9.451288103365752e-07,0.010386455741326465,1.5000000000000094e-05,0.00015,0.03189612533544513,0.052,1.0,6.645992518657829e-07,6.707754522317488e-07,5.968030366000839e-09
9.59,0.03172962414772194,0.00015142806995549138,7.517053578010193e-06,7.517053578010193e-08,0.0,35.0,65.0,1.125e-05,7.5e-06,0.052,1.7,3e-07,2.0,100.0,1.8,4000.0,0.0001515,10.0,9.451288103365752e-07,0.010386460818121456,1.5000000000000094e-05,0.00015,0.03189612414772194,0.052,1.0,6.645995950511339e-07,6.707757799966278e-07,5.968752303567495e-09
9.6,0.03172962296000159,0.00015142806995278868,7.51705563364288e-06,7.51705563364288e-08,0.0,35.0,65.0,1.125e-05,7.5e-06,0.052,1.7,3e-07,2.0,100.0,1.8,4000.0,0.0001515,10.0,9.451288103365752e-07,0.010386465877575263,1.5000000000000094e-05,0.00015,0.03189612296000159,0.052,1.0,6.645999370642415e-07,6.707761066419103e-07,5.969471775008247e-09
9.61,0.03172962177228406,0.0001514280699500825,7.517057682264771e-06,7.51705768226477e-08,0.0,35.0,65.0,1.125e-05,7.5e-06,0.052,1.7,3e-07,2.0,100.0,1.8,4000.0,0.0001515,10.0,9.451288103365752e-07,0.0103864709197747,1.5000000000000094e-05,0.00015,0.03189612177228406,0.052,1.0,6.646002779109741e-07,6.707764321731705e-07,5.970188792669791e-09
9.620000000000001,0.031729620584569344,0.0001514280699473798,7.517059723911141e-06,7.51705972391114e-08,0.0,35.0,65.0,1.125e-05,7.5e-06,0.052,1.7,3e-07,2.0,100.0,1.8,4000.0,0.0001515,10.0,9.451288103365752e-07,0.010386475944806583,1.5000000000000094e-05,0.00015,0.031896120584569344,0.052,1.0,6.646006175972002e-07,6.707767565960447e-07,5.970903368899286e-09
9.63,0.03172961939685741,0.0001514280699446771,7.517061758617267e-06,7.517061758617267e-08,0.0,35.0,65.0,1.125e-05,7.5e-06,0.052,1.7,3e-07,2.0,100.0,1.8,4000.0,0.0001515,10.0,9.451288103365752e-07,0.010386480952757723,1.5000000000000094e-05,0.00015,0.03189611939685741,0.052,1.0,6.646009561287886e-07,6.707770799161221e-07,5.97161551604343e-09
9.64,0.031729618209148255,0.00015142806994197441,7.517063786418425e-06,7.517063786418425e-08,0.0,35.0,65.0,1.125e-05,7.5e-06,0.052,1.7,3e-07,2.0,100.0,1.8,4000.0,0.0001515,10.0,9.451288103365752e-07,0.010386485943714939,1.5000000000000094e-05,0.00015,0.031896118209148255,0.052,1.0,6.646012935116077e-07,6.707774021390081e-07,5.972325246448918e-09
9.65,0.031729617021441864,0.00015142806993926824,7.517065807349892e-06,7.517065807349892e-08,0.0,35.0,65.0,1.125e-05,7.5e-06,0.052,1.7,3e-07,2.0,100.0,1.8,4000.0,0.0001515,10.0,9.451288103365752e-07,0.01038649091776504,1.5000000000000094e-05,0.00015,0.031896117021441864,0.052,1.0,6.646016297515259e-07,6.707777232702921e-07,5.9730325724624464e-09
