Time,x,y0,y1,L,v,R0,a0,a1,k,u,lambda,d,beta,gamma,phi,eta,COMpartment
5.54,38.83591405990299,1.6084159756764695,0.03506997239423412,2.6241950318308036,0.030366114654728313,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
5.55,38.88996491423885,1.6104511546515852,0.035160685082540374,2.6248511542821817,0.03041337155268253,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
5.5600000000000005,38.94394082018074,1.6124882468735937,0.035251419935856045,2.6255233945783223,0.030461060576818473,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
5.57,38.99784174036839,1.6145272866543001,0.03534217710655306,2.6262118124479263,0.030509179279892103,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
5.58,39.05166763034505,1.616568307230427,0.03543295674445118,2.626916475754248,0.030557722859389205,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
5.59,39.1054184472699,1.6186113418880808,0.03552375900310914,2.627637450632393,0.030606686851408278,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
5.6000000000000005,39.15909415041815,1.6206564240276515,0.03561458404017524,2.6283748009229435,0.03065606728596222,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
5.61,39.212694699706304,1.6227035869739281,0.03570543201630949,2.629128589840994,0.030705860231847525,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
5.62,39.26622005568808,1.6247528639759568,0.03579630309516954,2.6298988799804413,0.030756061796112028,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
5.63,39.319670179550315,1.6268042882068983,0.035887197443396655,2.630685733318277,0.030806668123522632,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
5.64,39.37304503310891,1.628857892763885,0.035978115230601605,2.6314892112188755,0.030857675396033058,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
5.65,39.42634457880473,1.6309137106678804,0.036069056629350664,2.6323093744382846,0.030909079832251576,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
5.66,39.47956877969955,1.6329717748635335,0.03616002181515147,2.633146283128516,0.030960877686908736,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
5.67,39.53271759947195,1.6350321182190406,0.03625101096643906,2.6339999968418364,0.031013065250325128,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
5.68,39.585791002413266,1.6370947735259995,0.036342024264561755,2.6348705745350545,0.031065638847879114,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
5.69,39.63878895342347,1.6391597734992698,0.03643306189376711,2.635758074573816,0.031118594839474545,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
5.7,39.69171141800714,1.6412271507768283,0.03652412404118785,2.6366625547368887,0.031171929619008523,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
5.71,39.74455836226934,1.6432969379196285,0.03661521089682783,2.637584072220457,0.03122563961383914,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
5.72,39.79732975291156,1.6453691674114574,0.03670632265354796,2.6385226836424094,0.031279721284253194,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
5.73,39.85002555561324,1.647443872418086,0.0367974595088858,2.6394784458961067,0.03133417158680365,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
5.74,39.90264573427856,1.6495210871394514,0.03688862166589229,2.640451416548846,0.03138898818902099,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
5.75,39.95519026119943,1.6516008420277044,0.03697980932157004,2.6414416484963774,0.03144416654755954,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
5.76,40.00765910520576,1.6536831693583764,0.03707102268031352,2.6424491962002388,0.03149970331131053,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
5.7700000000000005,40.060052235689234,1.655768101335815,0.03716226194932017,2.643474113572612,0.03155559516352188,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
5.78,40.11236962259885,1.6578556700932308,0.037253527338576696,2.6445164539808275,0.03161183882138189,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
5.79,40.164611236436436,1.6599459076927452,0.03734481906084558,2.6455762702518637,0.03166843103560291,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
5.8,40.216777048252204,1.662038846125438,0.037436137331651416,2.646653614676852,0.03172536859000502,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
5.8100000000000005,40.268867029640205,1.6641345173113944,0.037527482369267326,2.6477485390155766,0.03178264830109965,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
5.82,40.32088115273388,1.6662329530997524,0.037618854394701355,2.64886109450098,0.031840267017673264,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
5.83,40.3728193902016,1.6683341852687505,0.037710253631682865,2.6499913318436636,0.03189822162037106,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
5.84,40.42468171524214,1.6704382455257756,0.037801680306648974,2.651139301236391,0.03195650902128058,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
5.8500000000000005,40.47646810158021,1.6725451655074097,0.0378931346487309,2.6523050523585887,0.032015126163515435,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
5.86,40.528178523462,1.6746549767794774,0.037984616889740364,2.6534886343808513,0.03207407002079889,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
5.87,40.57981295565067,1.6767677108370937,0.03807612726415605,2.6546900959694417,0.03213333759704761,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
5.88,40.63137137342187,1.6788833991047116,0.03816766600910996,2.6559094852907954,0.032192925925955296,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
5.89,40.682853752559275,1.6810020729361692,0.03825923336437378,2.657146850016021,0.032252832070576325,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
5.9,40.734260073194584,1.6831237640389634,0.038350829579156094,2.6584022330411554,0.03231305392886455,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
5.91,40.78559031066673,1.6852485034661389,0.038442454895903255,2.6596756826730235,0.0323735883179348,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
5.92,40.83684444131031,1.6873763222555627,0.03853410956054825,2.6609672461782217,0.03243443218806181,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
5.93,40.88802244306948,1.689507251498205,0.0386257938235926,2.6622769690985137,0.03249558275189911,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
5.94,40.93912429438518,1.691641322215894,0.03871750793812935,2.663604896490385,0.03255703725172452,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
5.95,40.99014997419097,1.6937785653613948,0.03880925215983002,2.6649510729291923,0.03261879295908938,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
5.96,41.04109946190886,1.695919011818495,0.03890102674693159,2.666315542513321,0.03268084717446777,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
5.97,41.09197273744514,1.6980626924020843,0.038992831960223434,2.667698348868338,0.0327431972269058,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
5.98,41.142769781186225,1.7002096378582374,0.03908466806303428,2.6690995351511453,0.03280584047367078,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
5.99,41.19349057399446,1.7023598788642949,0.03917653532121914,2.670519144054134,0.03286877429990048,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
6.0,41.24413509720397,1.7045134460289468,0.03926843400314631,2.6719572178093394,0.03293199611825239,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
6.01,41.294703332616486,1.7066703698923138,0.039360364379684265,2.673413798192593,0.032995503368552906,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
6.0200000000000005,41.34519526249718,1.7088306809260287,0.03945232672418868,2.674888926527678,0.033059293517446596,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
6.03,41.395610869570454,1.7109944095333185,0.039544321312489306,2.676382643690482,0.033123364058045425,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
6.04,41.44595013701586,1.7131615860490876,0.03963634842287699,2.677894990113152,0.033187712509578,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
6.05,41.49621304846385,1.7153322407399982,0.039728408336090607,2.6794260057882484,0.033252336417038786,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
6.0600000000000005,41.5463995900384,1.7175064037022492,0.039820501337389215,2.68097572832414,0.03331723349564602,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
6.07,41.596509751810615,1.7196841047887936,0.039912627718024174,2.6825441915612127,0.03338240173362676,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
6.08,41.64654351350878,1.72186537432347,0.04000478776067195,2.684131439177676,0.03344783838115171,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
6.09,41.69650086081581,1.7240502422862767,0.04009698175602894,2.6857375091727422,0.03351354110332016,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
6.1000000000000005,41.7463817798638,1.7262387385884257,0.04018920999719379,2.6873624391086213,0.03357950759059487,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
6.11,41.796186257230396,1.7284308930723966,0.04028147277965489,2.689006266114155,0.033645735558489626,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
6.12,41.84591427993519,1.730626735511993,0.04037377040127791,2.690669026888459,0.033712222747256756,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
6.13,41.89556583543604,1.732826295612397,0.04046610316229328,2.6923507577045585,0.03377896692157476,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
6.140000000000001,41.94514091162551,1.735029603010223,0.040558471365283705,2.694051494413027,0.03384596587023582,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
6.15,41.99463949682718,1.7372366872735732,0.04065087531517165,2.695771272445625,0.03391321740583335,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
6.16,42.044061579792064,1.739447577902093,0.040743315319206864,2.697510126818938,0.03398071936444962,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
6.17,42.09340714969496,1.7416623043270258,0.040835791686953914,2.699268092138014,0.03404846960534326,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
6.18,42.14267619613082,1.743880895911267,0.04092830473027963,2.7010452026000027,0.03411646601063683,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
6.19,42.19186870911115,1.74610338194942,0.04102085476334064,2.702841491997793,0.034184706485004414,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
6.2,42.24098467906032,1.7483297916678495,0.04111344210257089,2.70465699372365,0.03425318895535913,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
6.21,42.29002409681201,1.7505601542247387,0.04120606706666913,2.706491740772856,0.03432191137054073,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
6.22,42.33898695360555,1.752794498710142,0.04129872997658641,2.708345765747346,0.034390871701003134,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
6.23,42.38787324261957,1.7550328546370013,0.0413914311618665,2.7102190988171997,0.034460068423210956,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
6.24,42.4366829553592,1.7572752507885439,0.04148417094571832,2.712111772518749,0.03452949938134714,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
6.25,42.485416083847596,1.7595217159193937,0.04157694965407493,2.7140238188421812,0.03459916247912963,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
6.26,42.53407262098105,1.7617722788702082,0.04166976761706369,2.715955268758567,0.03466905579262271,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
6.2700000000000005,42.58265256004795,1.7640269684152492,0.041762625167020666,2.7179061528577586,0.03473917741938194,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
6.28,42.63115589472523,1.7662858132624781,0.04185552263847864,2.719876501351856,0.03480952547818197,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
6.29,42.67958261907496,1.7685488420536528,0.041948460368155194,2.721866344078679,0.03488009810874432,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
6.3,42.727932727540725,1.7708160833644215,0.04204143869494069,2.7238757105052307,0.03495089347146526,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
6.3100000000000005,42.77620621494423,1.7730875657044207,0.042134457959886344,2.725904629731172,0.03502190974714357,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
6.32,42.82440307648172,1.775363317517368,0.04222751850619222,2.7279531304922844,0.03509314513670838,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
6.33,42.872523307720556,1.7776433671811607,0.042320620679195294,2.7300212411639437,0.03516459786094696,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
6.34,42.920566904595645,1.7799277430079694,0.042413764826357475,2.7321089897645843,0.03523626616023259,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
6.3500000000000005,42.968533863405995,1.7822164732443349,0.04250695129725365,2.73421640395917,0.03530814829425234,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
6.36,43.01642418081116,1.784509586071262,0.04260018044355968,2.736343511062663,0.035380242541734865,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
6.37,43.0642378538278,1.7868071096043179,0.042693452619040485,2.738490338043491,0.03545254720017826,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
6.38,43.11197487982614,1.789109071893726,0.04278676817953804,2.740656911527015,0.03552506058557787,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
6.390000000000001,43.15963525623514,1.7914155012137984,0.04288012748503287,2.7428432577964696,0.03559778119273054,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
6.4,43.20721898025036,1.7937264263496269,0.042973530901685895,2.7450494027939167,0.035670707854017235,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
6.41,43.254726051086855,1.7960418743564734,0.04306697878576905,2.747275372143332,0.035743838495581555,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
6.42,43.30215646745027,1.7983618730677298,0.04316047150162524,2.7495211911321205,0.035817171528875,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
6.43,43.34951022837944,1.80068645025479,0.04325400941563516,2.751786884721939,0.03589070538407702,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
6.44,43.3967873332428,1.8030156336272287,0.0433475928962059,2.7540724775521648,0.03596443850986798,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
6.45,43.443987781734826,1.8053494508329768,0.043441222313759555,2.7563779939433624,0.036038369373202116,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
6.46,43.49111157387244,1.8076879294584993,0.04353489804072186,2.7587034579007526,0.03611249645908053,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
6.47,43.5381587099914,1.810031097028972,0.043628620451510794,2.76104889311768,0.03618681827032416,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
6.48,43.585129190742784,1.8123789810084587,0.04372238992252521,2.7634143229790804,0.036261333327346754,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
6.49,43.632023017089324,1.814731608800088,0.04381620683213341,2.765799770564948,0.03633604016792782,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
6.5,43.67884019030189,1.8170890077462305,0.04391007156066181,2.7682052586538064,0.03641093734698563,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
6.51,43.72558071195591,1.819451205128676,0.04400398449038354,2.7706308097261716,0.036486023436350185,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
6.5200000000000005,43.772244583927716,1.8218182281688102,0.04409794600550705,2.7730764459680244,0.03656129702453616,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
6.53,43.81883180839104,1.8241901040277917,0.04419195649216472,2.7755421892742747,0.03663675671651591,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
6.54,43.8653423878134,1.826566859806729,0.0442860163384015,2.7780280612522312,0.03671240113349243,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
6.55,43.91177632495251,1.828948522546858,0.04438012593416351,2.78053408322507,0.036788228912672326,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
6.5600000000000005,43.95813362492711,1.831335119661173,0.0444742856793113,2.78306027371322,0.036864239157771934,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
6.57,44.00441429040504,1.8337266779345167,0.04456849596500779,2.7856066542838684,0.03694043039401679,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
6.58,44.050618324391806,1.8361232241044938,0.04466275718450806,2.788173246159729,0.037016801174598095,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
6.59,44.096745730867426,1.8385247849948512,0.044757069735625384,2.7907600694438495,0.037093350219603374,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
6.6000000000000005,44.142796514090485,1.8409313873716562,0.04485143401804163,2.7933671439648395,0.03717007626535489,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
6.61,44.18877067859475,1.843343057943509,0.04494585043329653,2.7959944892801216,0.03724697806422076,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
6.62,44.234668229185765,1.8457598233617578,0.04504031938477698,2.798642124679188,0.037324054384426264,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
6.63,44.28048917093744,1.8481817102207114,0.04513484127770636,2.8013100691868535,0.03740130400986498,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
6.640000000000001,44.326233509188654,1.8506087450578534,0.045229416519133814,2.8039983415665093,0.03747872573991,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
6.65,44.37190124953982,1.8530409543540547,0.04532404551792351,2.8067069603233765,0.03755631838922511,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
6.66,44.41749239784952,1.8554783645337884,0.04541872868474402,2.8094359437077605,0.03763408078757603,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
6.67,44.46300696023107,1.857921001965343,0.04551346643205753,2.8121853097183056,0.0377120117796416,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
6.68,44.50844494304913,1.8603688929610358,0.04560825917410922,2.814955076105248,0.03779011022482494,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
6.69,44.55380635291628,1.862822063777427,0.04570310732691647,2.8177452603736706,0.037868374997064726,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
6.7,44.59909119668964,1.8652805406155324,0.04579801130825823,2.8205558797867543,0.0379468049846463,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
6.71,44.64429948146744,1.8677443496210377,0.04589297153766428,2.823386951369036,0.038025399090012964,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
6.72,44.689431215964234,1.8702135168425882,0.045987988438774524,2.8262384905683926,0.03810415631791221,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
6.73,44.73448641230626,1.872688068177301,0.04608306244242059,2.829110509509273,0.038183075890462534,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
6.74,44.77946507416143,1.8751680297318465,0.04617819396621502,2.8320030285410644,0.03826215648660981,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
6.75,44.824367209779666,1.8776534274259966,0.04627338343696431,2.834916063550984,0.03834139707771884,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
6.76,44.869192827649535,1.880144287124819,0.04636863128319733,2.8378496301897003,0.03842079664930172,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
6.7700000000000005,44.91394193649529,1.8826406346388769,0.046463937935155304,2.840803743874185,0.038500354200855506,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
6.78,44.95861454527383,1.88514249572443,0.04655930382478183,2.843778419790565,0.03858006874569994,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
6.79,45.00321066317175,1.887649896083637,0.04665472938571289,2.8467736728969726,0.038659939310815114,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
6.8,45.047730299602314,1.8901628613647548,0.04675021505326689,2.849789517926399,0.03873996493667919,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
6.8100000000000005,45.0921734642025,1.892681417162341,0.046845761264434606,2.852825969389546,0.03882014467710606,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
6.82,45.136540166829974,1.8952055890174537,0.046941368457869226,2.8558830415776764,0.03890047759908305,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
6.83,45.18083041756012,1.897735402417854,0.04703703707387636,2.8589607485654653,0.03898096278260864,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
6.84,45.22504422668302,1.9002708827982058,0.047132767554404036,2.8620591042138543,0.039061599320530105,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
6.8500000000000005,45.2691816047005,1.9028120555402777,0.04722856034303273,2.865178122172902,0.03914238631838127,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
6.86,45.313242562323104,1.9053589459731426,0.04732441588496532,2.868317815884632,0.039223322894220106,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
6.87,45.35722711046713,1.907911579373381,0.04742033462701715,2.871478198585893,0.039304408178466546,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
6.88,45.4011352602516,1.9104699809652799,0.04751631701760602,2.874659283311201,0.03938564131374006,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
6.890000000000001,45.44496702667125,1.9130341758489346,0.047612363514391,2.8778610792766606,0.03946702168708809,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
6.9,45.48872242018682,1.9156041891653393,0.04770847456676999,2.8810836001591262,0.03954854839835882,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
6.91,45.53240145135679,1.9181800460056828,0.047804650625513555,2.8843268595362415,0.039630220553040926,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
6.92,45.5760041322572,1.9207617713836418,0.047900892145715454,2.8875908694885117,0.039712037352052254,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
