Time,l,m,n,A,N,I,K_l,delta_l,K_m,sigma,xi,S,F,treatment_start,treatment_end,sink,cell
78.5,0.13699329664346446,0.24385012363261932,0.5934802846175097,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
79.0,0.14027578613172062,0.23701760330409025,0.5973298879188532,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
79.5,0.1437380548992105,0.23011294431464488,0.6011521470622431,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
80.0,0.1473878065384847,0.22314717236498907,0.6049334865153856,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
80.5,0.15123170036289577,0.216132157760353,0.6086591886172725,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
81.0,0.15527713973967236,0.20908274142635336,0.6123134343197786,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
81.5,0.15953079082970195,0.20201491413869915,0.615879185283007,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
82.0,0.16399779962110103,0.1949446301521107,0.6193384319135057,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
82.5,0.16868149254177428,0.18788760685891842,0.6226726030992265,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
83.0,0.17358515254634926,0.18086223749461497,0.6258626097618434,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
83.5,0.17871052575217816,0.17388729186405286,0.6288889031377167,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
84.0,0.1840566114309738,0.16697994944337669,0.6317319804725198,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
84.5,0.189620819803507,0.16015756420646932,0.6343728823305392,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
85.0,0.1953999906900929,0.15343932791411014,0.6367931174663038,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
85.5,0.2013888409016797,0.1468436893299963,0.6389747958491517,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
86.0,0.2075781267718699,0.14038497902147853,0.640901498627339,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
86.5,0.21395781531740654,0.1340781950241238,0.6425586903091984,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
87.0,0.22051696327795706,0.12793860864489537,0.6439335598026901,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
87.5,0.2272416645049261,0.12197802602817205,0.645015383332061,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
88.0,0.23411605199140512,0.11620588073584168,0.6457960155577843,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
88.5,0.24112381899885002,0.11063128637350975,0.6462699510239307,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
89.0,0.24824740397102052,0.1052612831688743,0.6464342792329404,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
89.5,0.2554679169243414,0.10010029711429556,0.6462887984901904,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
90.0,0.2627658910849059,0.09515088539059971,0.6458360875133891,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
90.5,0.27012219963122636,0.09041488908383787,0.6450812761989606,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
91.0,0.2775173508699119,0.08589199390246312,0.6440318461851765,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
91.5,0.284931622736714,0.08157958261110652,0.6426975984697033,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
92.0,0.29234637493830057,0.07747468473954096,0.6410903685964975,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
92.5,0.29974384587644276,0.07357353244441252,0.6392236182564521,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
93.0,0.30710658333735985,0.0698704678438051,0.6371122285463732,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
93.5,0.31441820684479815,0.06635913298165703,0.6347722925885794,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
94.0,0.3216638393580757,0.0630331684908982,0.6322207550130093,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
94.5,0.3288298019174107,0.059885771567922054,0.6294750682450656,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
95.0,0.3359033307731547,0.05690927875472758,0.6265529818502673,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
95.5,0.34287286534412437,0.05409570481984632,0.6234723941808157,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
96.0,0.34972845036639044,0.05143753182030221,0.6202510815043821,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
96.5,0.35646133678135666,0.04892720847299111,0.6169064602028181,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
97.0,0.36306389832039315,0.04655715194949093,0.6134554359633858,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
97.5,0.369529619509007,0.044319870123478884,0.6099143002922672,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
98.0,0.3758530885945649,0.04220809363105612,0.6062986447801785,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
98.5,0.38202992756877463,0.040214813748196,0.6026232734938811,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
99.0,0.38805667227828566,0.03833328980585964,0.5989021231748755,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
99.5,0.39393076882977174,0.03655705517901641,0.5951482700843111,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
100.0,0.39965042953105495,0.034879936519561096,0.5913738716639486,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
100.5,0.4052146300564986,0.03329606557112758,0.5875901991312952,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
101.0,0.4106230216265158,0.03179988074130698,0.5838076080838368,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
101.5,0.41587576063617143,0.030386116028915337,0.580035554530839,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
102.0,0.4209735767624826,0.029049798869998027,0.5762826442562888,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
102.5,0.42591764364456747,0.027786248196566513,0.5725566385527525,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
103.0,0.4307095061831919,0.026591058999699716,0.5688645449558265,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
103.5,0.43535110186828796,0.0254600978774425,0.5652126008359486,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
104.0,0.4398446633304882,0.024389488692074506,0.5616063436496875,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
104.5,0.4441926518550936,0.023375585522283433,0.5580506756656608,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
105.0,0.4483977847115651,0.022414980327149607,0.5545498494562546,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
105.5,0.4524629383500532,0.021504473789985414,0.5511075583608085,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
106.0,0.45639108650424626,0.020641050720322164,0.5477270332471352,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
106.5,0.4601854421397513,0.019821930536294774,0.54441086024158,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
107.0,0.463849242002366,0.019044490165448263,0.5411612677814882,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
107.5,0.46738581463390316,0.01830628720631987,0.5379800392927339,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
108.0,0.4707985103602595,0.017605024376154174,0.5348686193564495,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
108.5,0.4740906890520305,0.01693854683670512,0.5318281297299191,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
109.0,0.4772657343995049,0.016304828990752727,0.5288593644682628,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
109.5,0.4803270238753393,0.015701980850677734,0.5259628515072975,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
110.0,0.48327794705723304,0.015128244151349609,0.5231388411715062,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
110.5,0.4861218694028671,0.01458198117433995,0.5203873611941396,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
111.0,0.4888621344843896,0.014061665243056727,0.5177082234297274,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
111.5,0.49150201516034053,0.013565839046393146,0.51510106770601,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
112.0,0.4940447422251627,0.01309314362512751,0.5125653707474388,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
112.5,0.49649347520075027,0.012642288491600697,0.51010047782743,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
113.0,0.4988513290851078,0.012212076656171644,0.5077056051798998,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
113.5,0.501121344616311,0.011801377847246618,0.5053798738677359,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
114.0,0.5033065183729891,0.011409154759829558,0.5031222980345195,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
114.5,0.50540977469455,0.011034433262464489,0.5009318162404692,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
115.0,0.5074339641457478,0.010676295232433786,0.4988072865688184,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
115.5,0.5093818567376155,0.01033386625008832,0.49674750810919904,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
116.0,0.5112561373236814,0.010006308927024277,0.49475122767939494,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
116.5,0.5130594216997657,0.009692838999663389,0.4928171570915668,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
117.0,0.5147942440043595,0.009392709357366963,0.4909439786919256,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
117.5,0.5164630888574493,0.009105250767118917,0.48913035613898465,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
118.0,0.5180683638566449,0.008829831481567747,0.48737493263545817,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
118.5,0.5196124168039632,0.008565878844347731,0.48567633786783365,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
119.0,0.521097496794194,0.00831281441949972,0.48403317970440085,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
119.5,0.5225257752418027,0.00807008363059395,0.4824440600239905,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
120.0,0.5238993503530729,0.007837157683650122,0.48090758530117317,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
120.5,0.5252202644833854,0.007613555361015418,0.4794223763870367,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
121.0,0.5264905034846937,0.007398841387422945,0.47798706494189314,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
121.5,0.5277119828507466,0.007192600417365859,0.4766002883315297,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
122.0,0.5288865452761552,0.006994429048940094,0.47526069120884173,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
122.5,0.5300159541636028,0.0068039206306201765,0.47396692767624476,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
123.0,0.5311019184756216,0.00662069950351714,0.47271767762254047,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
123.5,0.5321461028469533,0.006444435105029115,0.47151164735690004,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
124.0,0.5331501172994821,0.006274822995963979,0.47034756266938715,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
124.5,0.5341155132949668,0.006111574875717974,0.46922416735681816,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
125.0,0.5350437653681587,0.005954385200296242,0.46814021626112734,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
125.5,0.5359362875067474,0.0058029509771729305,0.46709448995125874,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
126.0,0.5367944560526051,0.005657005583816437,0.4660858032835685,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
126.5,0.5376196093530285,0.005516316700673034,0.46511300065463634,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
127.0,0.5384130461936992,0.005380681065585193,0.46417495363234323,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
127.5,0.5391760015306335,0.005249883851418893,0.4632705462056921,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
128.0,0.53990964249616,0.005123685523719616,0.46239868108156795,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
128.5,0.5406150951475134,0.005001860346800059,0.4615582940463211,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
129.0,0.541293457296512,0.004884215398354882,0.4607483557940499,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
129.5,0.541945804762503,0.004770598541604582,0.45996787208152085,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
130.0,0.5425731757531486,0.004660874176156962,0.45921586752241395,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
130.5,0.5431765286533318,0.0045548494086882045,0.45849137330610973,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
131.0,0.5437567896970988,0.004452346705129936,0.457793453611044,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
131.5,0.5443148691919375,0.0043532264074135196,0.45712121097032216,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
132.0,0.5448516508491352,0.004257370526452355,0.45647377357575575,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
132.5,0.5453679642864903,0.004164635816250343,0.4558502826331481,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
133.0,0.5458646013665157,0.004074875657688883,0.4552499044041011,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
133.5,0.5463423395883708,0.00398797578130747,0.4546718390836503,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
134.0,0.5468019343835948,0.003903841476715563,0.4541153119089588,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
134.5,0.5472440952086451,0.003822356927907341,0.45357956159393764,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
135.0,0.5476694951995129,0.0037433968133739393,0.4530638484975656,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
135.5,0.548078796876226,0.00366686586345597,0.4525674651604582,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
136.0,0.54847264580762,0.0035926887202420714,0.45208972797116254,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
136.5,0.5488516473675118,0.0035207706534996076,0.4516299658293916,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
137.0,0.5492163738773502,0.0034510054323413854,0.4511875268762842,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
137.5,0.5495673888670906,0.0033833127251390737,0.4507617885791243,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
138.0,0.5499052423044184,0.003317630592370449,0.45035215058658357,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
138.5,0.5502304515278215,0.003253883273092301,0.4499580251484903,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
139.0,0.5505435033458489,0.003191981567698898,0.44957884067623666,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
139.5,0.550844877447685,0.0031318589733380633,0.44921405188604024,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
140.0,0.5511350378304197,0.0030734573002038786,0.4488631326986325,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
140.5,0.5514144255088835,0.00301671435161588,0.44852557103043933,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
141.0,0.5516834609422125,0.002961565879695558,0.44820087069772435,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
141.5,0.5519425496308712,0.002907952711897295,0.44788855428823326,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
142.0,0.5521920827723731,0.0028558209174277087,0.4475881619332569,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
142.5,0.5524324352897207,0.0028051177175931453,0.44729924872347027,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
143.0,0.5526639669700254,0.002755792600646355,0.447021384961665,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
143.5,0.5528870230178491,0.0027077968602795583,0.4467541560068584,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
144.0,0.553101935106859,0.0026610838728060478,0.44649716174369464,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
144.5,0.5533090212427086,0.002615609042108885,0.44625001650222434,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
145.0,0.5535085872580533,0.0025713294638037513,0.44601234805096895,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
145.5,0.5537009277110475,0.002528203957266024,0.44578379661460626,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
146.0,0.5538863226503564,0.002486193378621689,0.4455640177300612,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
146.5,0.5540650450376975,0.0024452596265757583,0.44535267572363124,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
147.0,0.5542373521992459,0.0024053668434739785,0.4451494512479438,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
147.5,0.5544034937001966,0.0023664802286413023,0.44495403432005176,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
148.0,0.5545637097292209,0.0023285662905718728,0.444766125750942,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
148.5,0.5547182278302424,0.0022915933593127976,0.44458544001856487,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
149.0,0.5548672713248711,0.002255530229676929,0.4444116977545915,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
149.5,0.5550110491774503,0.002220347808211794,0.4442446348396196,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
150.0,0.5551497675597459,0.002186017218308351,0.4440839917670489,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
150.5,0.5552836197590989,0.0021525114612487386,0.44392952308737244,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
151.0,0.5554127939383847,0.002119804165632768,0.44378098999484655,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
151.5,0.5555374704321966,0.002087870015650167,0.4436381629384568,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
152.0,0.5556578210636715,0.0020566848645554056,0.443500822262281,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
152.5,0.5557740131978587,0.0020262251252962118,0.44336875416978117,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
153.0,0.5558862043711045,0.0019964685618416808,0.44324175612673244,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
153.5,0.555994550557692,0.0019673930849323624,0.44311962838330843,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
154.0,0.5560991970781484,0.0019389780724363283,0.44300218337610187,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
154.5,0.5562002834052776,0.001911203671959037,0.44288924074709196,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
155.0,0.5562979461348164,0.0018840503871695065,0.44278062419811515,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
155.5,0.5563923170654514,0.0018574993486966988,0.44267616351032146,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
156.0,0.5564835180000525,0.0018315330469587418,0.44257570001490193,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
156.5,0.5565716669510767,0.0018061344569759053,0.44247908004529135,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
157.0,0.5566568835952339,0.0017812862480164815,0.4423861489535345,0.025,1.0,0.01,17.857,0.1,25.0,0.7823,2.0,62.5,0.072,10.0,400.0,0.0,1.0
