T,CAI,P,P2,Q,Q2,Q3,V,W
804.0,7.8653545e-07,4.7629233e-06,0.11961602,4.7623325e-06,4.6718319e-06,1.5699948e-06,-61.273197,4.7629323e-06
808.0,7.8973591e-07,4.7630206e-06,0.11961771,4.7624308e-06,4.6736368e-06,1.5763744e-06,-61.273094,4.7630297e-06
812.0,7.9293005e-07,4.7631174e-06,0.11961939,4.762529e-06,4.6754085e-06,1.5827414e-06,-61.272991,4.763127e-06
816.0,7.9611794e-07,4.7632147e-06,0.11962108,4.7626268e-06,4.6771465e-06,1.5890961e-06,-61.272888,4.7632238e-06
820.0,7.9929953e-07,4.7633112e-06,0.11962275,4.762725e-06,4.6788523e-06,1.5954381e-06,-61.272789,4.7633207e-06
824.0,8.0247486e-07,4.763408e-06,0.11962442,4.7628223e-06,4.6805262e-06,1.6017676e-06,-61.272686,4.7634171e-06
828.0,8.0564399e-07,4.7635044e-06,0.11962609,4.7629201e-06,4.6821688e-06,1.6080847e-06,-61.272587,4.7635135e-06
832.0,8.0880682e-07,4.7636008e-06,0.11962776,4.7630174e-06,4.6837808e-06,1.6143894e-06,-61.272484,4.7636099e-06
836.0,8.1196345e-07,4.7636968e-06,0.11962942,4.7631142e-06,4.6853625e-06,1.6206817e-06,-61.272385,4.7637059e-06
840.0,8.1511388e-07,4.7637927e-06,0.11963108,4.7632111e-06,4.6869154e-06,1.6269615e-06,-61.272282,4.7638018e-06
844.0,8.1825806e-07,4.7638887e-06,0.11963274,4.763308e-06,4.6884388e-06,1.6332291e-06,-61.272182,4.7638978e-06
848.0,8.213961e-07,4.7639842e-06,0.11963439,4.7634048e-06,4.6899345e-06,1.6394844e-06,-61.272083,4.7639933e-06
852.0,8.2452794e-07,4.7640797e-06,0.11963604,4.7635012e-06,4.691402e-06,1.6457273e-06,-61.27198,4.7640888e-06
856.0,8.2765359e-07,4.7641752e-06,0.11963769,4.7635976e-06,4.6928426e-06,1.6519579e-06,-61.271881,4.7641843e-06
860.0,8.3077316e-07,4.7642702e-06,0.11963933,4.7636936e-06,4.6942564e-06,1.6581762e-06,-61.271782,4.7642793e-06
864.0,8.3388653e-07,4.7643653e-06,0.11964097,4.7637895e-06,4.6956443e-06,1.6643824e-06,-61.271683,4.7643744e-06
868.0,8.3699376e-07,4.7644598e-06,0.11964261,4.7638855e-06,4.6970063e-06,1.6705762e-06,-61.271584,4.7644689e-06
872.0,8.4009491e-07,4.7645549e-06,0.11964424,4.763981e-06,4.6983437e-06,1.676758e-06,-61.271484,4.7645635e-06
876.0,8.4318998e-07,4.764649e-06,0.11964587,4.7640765e-06,4.6996561e-06,1.6829275e-06,-61.271385,4.7646581e-06
880.0,8.4627891e-07,4.7647436e-06,0.1196475,4.764172e-06,4.7009444e-06,1.6890849e-06,-61.271286,4.7647522e-06
884.0,8.4936175e-07,4.7648377e-06,0.11964913,4.764267e-06,4.702209e-06,1.6952303e-06,-61.271187,4.7648464e-06
888.0,8.5243857e-07,4.7649314e-06,0.11965074,4.7643621e-06,4.7034505e-06,1.7013634e-06,-61.271088,4.7649405e-06
892.0,8.5550931e-07,4.7650251e-06,0.11965237,4.7644567e-06,4.7046692e-06,1.7074847e-06,-61.270988,4.7650342e-06
896.0,8.5857403e-07,4.7651188e-06,0.11965398,4.7645512e-06,4.7058661e-06,1.7135937e-06,-61.270893,4.7651279e-06
900.0,8.6163266e-07,4.7652125e-06,0.11965559,4.7646458e-06,4.7070407e-06,1.7196908e-06,-61.270794,4.7652211e-06
904.0,8.6468532e-07,4.7653057e-06,0.1196572,4.76474e-06,4.708194e-06,1.725776e-06,-61.270695,4.7653143e-06
908.0,8.6773196e-07,4.7653989e-06,0.11965881,4.7648341e-06,4.7093263e-06,1.731849e-06,-61.270599,4.7654075e-06
912.0,8.7077257e-07,4.7654917e-06,0.11966041,4.7649282e-06,4.7104377e-06,1.7379102e-06,-61.2705,4.7655008e-06
916.0,8.7380727e-07,4.7655844e-06,0.11966201,4.7650219e-06,4.7115295e-06,1.7439595e-06,-61.270405,4.7655935e-06
920.0,8.7683594e-07,4.7656772e-06,0.1196636,4.7651156e-06,4.7126009e-06,1.7499968e-06,-61.270306,4.7656858e-06
924.0,8.7985865e-07,4.7657695e-06,0.1196652,4.7652093e-06,4.7136537e-06,1.7560222e-06,-61.27021,4.7657782e-06
928.0,8.8287538e-07,4.7658618e-06,0.11966679,4.7653025e-06,4.7146868e-06,1.7620359e-06,-61.270111,4.7658705e-06
932.0,8.8588621e-07,4.7659541e-06,0.11966837,4.7653957e-06,4.7157014e-06,1.7680377e-06,-61.270016,4.7659628e-06
936.0,8.8889112e-07,4.766046e-06,0.11966996,4.7654885e-06,4.7166977e-06,1.7740276e-06,-61.26992,4.7660546e-06
940.0,8.9189012e-07,4.7661379e-06,0.11967154,4.7655813e-06,4.7176763e-06,1.7800058e-06,-61.269825,4.7661465e-06
944.0,8.9488321e-07,4.7662293e-06,0.11967311,4.765674e-06,4.7186372e-06,1.7859724e-06,-61.269726,4.7662379e-06
948.0,8.9787039e-07,4.7663207e-06,0.11967469,4.7657663e-06,4.7195813e-06,1.791927e-06,-61.26963,4.7663293e-06
952.0,9.0085172e-07,4.7664121e-06,0.11967626,4.7658586e-06,4.7205081e-06,1.79787e-06,-61.269535,4.7664207e-06
956.0,9.0382719e-07,4.766503e-06,0.11967783,4.765951e-06,4.7214185e-06,1.8038013e-06,-61.26944,4.7665117e-06
960.0,9.0679674e-07,4.766594e-06,0.11967939,4.7660428e-06,4.7223125e-06,1.8097209e-06,-61.269344,4.7666026e-06
964.0,9.097605e-07,4.7666849e-06,0.11968096,4.7661347e-06,4.7231906e-06,1.8156288e-06,-61.269249,4.7666936e-06
968.0,9.1271841e-07,4.7667754e-06,0.11968251,4.7662261e-06,4.7240533e-06,1.8215252e-06,-61.269154,4.7667841e-06
972.0,9.1567051e-07,4.7668659e-06,0.11968407,4.7663175e-06,4.7249005e-06,1.82741e-06,-61.269058,4.7668746e-06
976.0,9.1861676e-07,4.7669564e-06,0.11968562,4.7664089e-06,4.7257327e-06,1.8332831e-06,-61.268967,4.766965e-06
980.0,9.2155727e-07,4.7670464e-06,0.11968717,4.7664998e-06,4.7265503e-06,1.8391447e-06,-61.268871,4.7670551e-06
984.0,9.2449193e-07,4.7671365e-06,0.11968872,4.7665908e-06,4.7273538e-06,1.8449948e-06,-61.268776,4.7671447e-06
988.0,9.274209e-07,4.7672261e-06,0.11969026,4.7666817e-06,4.7281428e-06,1.8508334e-06,-61.268681,4.7672347e-06
992.0,9.3034402e-07,4.7673157e-06,0.1196918,4.7667722e-06,4.7289182e-06,1.8566604e-06,-61.268589,4.7673243e-06
996.0,9.3326145e-07,4.7674052e-06,0.11969334,4.7668627e-06,4.7296799e-06,1.8624761e-06,-61.268494,4.7674139e-06
1000.0,9.3617308e-07,4.7674944e-06,0.11969487,4.7669532e-06,4.7304279e-06,1.8682803e-06,-61.268402,4.767503e-06
1004.0,9.3907897e-07,4.7675835e-06,0.11969641,4.7670433e-06,4.7311632e-06,1.8740731e-06,-61.268307,4.7675921e-06
1008.0,9.4197918e-07,4.7676726e-06,0.11969794,4.7671333e-06,4.7318858e-06,1.8798545e-06,-61.268215,4.7676808e-06
1012.0,9.448737e-07,4.7677613e-06,0.11969946,4.7672229e-06,4.7325957e-06,1.8856244e-06,-61.26812,4.76777e-06
1016.0,9.4776249e-07,4.76785e-06,0.11970098,4.7673125e-06,4.7332933e-06,1.8913831e-06,-61.268028,4.7678586e-06
1020.0,9.5064564e-07,4.7679387e-06,0.1197025,4.7674021e-06,4.733979e-06,1.8971305e-06,-61.267937,4.7679468e-06
1024.0,9.5352306e-07,4.7680269e-06,0.11970402,4.7674912e-06,4.7346525e-06,1.9028664e-06,-61.267841,4.7680351e-06
1028.0,9.5639484e-07,4.7681151e-06,0.11970554,4.7675803e-06,4.7353151e-06,1.9085912e-06,-61.26775,4.7681233e-06
1032.0,9.59261e-07,4.7682029e-06,0.11970705,4.7676695e-06,4.7359658e-06,1.9143047e-06,-61.267658,4.7682111e-06
1036.0,9.6212148e-07,4.7682906e-06,0.11970855,4.7677581e-06,4.7366052e-06,1.9200068e-06,-61.267567,4.7682988e-06
1040.0,9.6497627e-07,4.7683784e-06,0.11971006,4.7678468e-06,4.7372341e-06,1.9256979e-06,-61.267475,4.7683866e-06
1044.0,9.6782549e-07,4.7684657e-06,0.11971156,4.7679355e-06,4.7378521e-06,1.9313777e-06,-61.267384,4.7684739e-06
1048.0,9.7066913e-07,4.768553e-06,0.11971306,4.7680237e-06,4.7384597e-06,1.9370464e-06,-61.267292,4.7685612e-06
1052.0,9.7350721e-07,4.7686403e-06,0.11971456,4.7681119e-06,4.7390567e-06,1.9427039e-06,-61.2672,4.7686485e-06
1056.0,9.7633961e-07,4.7687272e-06,0.11971605,4.7681997e-06,4.7396438e-06,1.9483502e-06,-61.267109,4.7687354e-06
1060.0,9.7916643e-07,4.7688141e-06,0.11971754,4.7682875e-06,4.7402209e-06,1.9539855e-06,-61.267017,4.7688222e-06
1064.0,9.819878e-07,4.7689009e-06,0.11971903,4.7683752e-06,4.7407884e-06,1.9596096e-06,-61.266926,4.7689091e-06
1068.0,9.8480359e-07,4.7689873e-06,0.11972051,4.7684625e-06,4.7413464e-06,1.9652227e-06,-61.266838,4.7689955e-06
1072.0,9.876137e-07,4.7690737e-06,0.11972199,4.7685498e-06,4.7418948e-06,1.9708248e-06,-61.266747,4.7690819e-06
1076.0,9.9041847e-07,4.7691597e-06,0.11972347,4.7686372e-06,4.7424346e-06,1.9764157e-06,-61.266655,4.7691678e-06
1080.0,9.9321755e-07,4.7692461e-06,0.11972494,4.768724e-06,4.7429648e-06,1.9819959e-06,-61.266567,4.7692542e-06
1084.0,9.9601118e-07,4.7693316e-06,0.11972642,4.7688109e-06,4.7434864e-06,1.9875649e-06,-61.266476,4.7693397e-06
1088.0,9.9879935e-07,4.7694175e-06,0.11972789,4.7688977e-06,4.7439999e-06,1.9931229e-06,-61.266384,4.7694257e-06
1092.0,1.0015821e-06,4.769503e-06,0.11972935,4.7689841e-06,4.7445042e-06,1.9986701e-06,-61.266296,4.7695112e-06
1096.0,1.0043592e-06,4.7695885e-06,0.11973082,4.7690705e-06,4.7450008e-06,2.0042064e-06,-61.266205,4.7695962e-06
1100.0,1.0071309e-06,4.7696735e-06,0.11973228,4.7691565e-06,4.7454887e-06,2.0097318e-06,-60.516117,4.7696817e-06
1104.0,0.00021567194,0.22180188,0.21701157,0.055900618,0.0075045601,0.00075887213,-58.053684,0.087202609
1108.0,0.00026681632,0.004076526,0.3340216,0.047639422,0.0073565161,0.00075741223,-56.473598,0.00080430944
1112.0,0.00026726263,8.9865352e-05,0.33987561,0.04059783,0.0072111399,0.0007559284,-55.278957,2.1659349e-05
1116.0,0.00026676152,1.743445e-05,0.33949041,0.034597553,0.0070686666,0.00075445004,-55.169472,1.6139258e-05
1120.0,0.00026624446,1.6347909e-05,0.33891529,0.029484496,0.0069290199,0.00075297512,-55.096569,1.6332782e-05
1124.0,0.00026572833,1.6557584e-05,0.33833709,0.025127469,0.0067921425,0.00075150369,-55.02581,1.6566055e-05
1128.0,0.00026521346,1.678986e-05,0.33776069,0.021414692,0.0066579808,0.00075003557,-54.956337,1.679856e-05
1132.0,0.00026469983,1.7021539e-05,0.33718613,0.018250905,0.0065264795,0.00074857089,-54.888123,1.7030041e-05
1136.0,0.00026418746,1.7252105e-05,0.33661348,0.015554938,0.0063975872,0.00074710965,-54.821159,1.7260401e-05
1140.0,0.00026367631,1.7481449e-05,0.33604264,0.013257621,0.0062712515,0.00074565172,-54.755436,1.7489539e-05
1144.0,0.00026316641,1.7709475e-05,0.33547369,0.01130001,0.0061474219,0.00074419717,-54.690945,1.7717362e-05
1148.0,0.0002626577,1.7936087e-05,0.33490658,0.0096318768,0.0060260491,0.00074274599,-54.627674,1.794377e-05
1152.0,0.00026215025,1.8161189e-05,0.33434132,0.0082104215,0.0059070839,0.00074129814,-54.565613,1.816867e-05
1156.0,0.00026164402,1.838469e-05,0.33377787,0.0069991704,0.0057904785,0.00073985365,-54.504753,1.8391969e-05
1160.0,0.00026113901,1.8606495e-05,0.33321628,0.0059670429,0.0056761866,0.00073841249,-54.445084,1.8613577e-05
1164.0,0.00026063522,1.882652e-05,0.3326565,0.0050875545,0.0055641625,0.00073697465,-54.3866,1.8833403e-05
1168.0,0.00026013263,1.9044675e-05,0.33209851,0.0043381359,0.0054543605,0.00073554012,-54.329285,1.9051364e-05
1172.0,0.00025963123,1.9260875e-05,0.33154237,0.003699556,0.0053467373,0.00073410891,-54.273132,1.9267371e-05
1176.0,0.00025913105,1.9475037e-05,0.33098802,0.0031554257,0.0052412497,0.00073268096,-54.218128,1.9481342e-05
1180.0,0.00025863206,1.9687082e-05,0.33043545,0.00269178,0.0051378547,0.00073125627,-54.164265,1.9693198e-05
1184.0,0.00025813427,1.9896928e-05,0.32988468,0.0022967181,0.005036511,0.00072983484,-54.11153,1.9902858e-05
1188.0,0.00025763764,2.0104502e-05,0.32933566,0.0019600994,0.0049371785,0.00072841672,-54.059917,2.011025e-05
1192.0,0.00025714224,2.0309728e-05,0.32878843,0.0016732824,0.0048398171,0.00072700181,-54.009411,2.0315296e-05
1196.0,0.000256648,2.0512538e-05,0.32824299,0.001428903,0.0047443877,0.00072559016,-53.959999,2.0517928e-05
1200.0,0.00025615492,2.071286e-05,0.32769927,0.0012206864,0.0046508517,0.00072418171,-53.161678,2.0718075e-05
1204.0,0.0004766644,0.17419361,0.50772476,0.055450328,0.011915834,0.0014659242,-51.401737,0.075902775
1208.0,0.00051456812,0.0032457125,0.6346758,0.047266349,0.011681898,0.001463199,-49.06826,0.0026041365
1212.0,0.00051432149,0.00013470414,0.63925773,0.040288303,0.011451991,0.0014604178,-47.208416,0.00016937804
1216.0,0.00051338004,8.3253995e-05,0.63831872,0.034343474,0.011226839,0.0014576626,-46.987144,8.577366e-05
1220.0,0.00051243079,8.4758554e-05,0.63722473,0.029278021,0.011006199,0.0014549183,-46.843975,8.4733925e-05
1224.0,0.00051148527,8.7140019e-05,0.63613015,0.024961885,0.010789976,0.0014521843,-46.705029,8.6980552e-05
1228.0,0.00051054382,8.9576468e-05,0.63503867,0.021284273,0.010578081,0.0014494605,-46.56744,8.9402922e-05
1232.0,0.00050960644,9.2058232e-05,0.63395053,0.018150786,0.010370431,0.0014467472,-46.431091,9.1875845e-05
1236.0,0.00050867308,9.4585492e-05,0.63286573,0.015480976,0.010166944,0.0014440443,-46.295967,9.4394316e-05
1240.0,0.00050774385,9.7158394e-05,0.63178432,0.013206292,0.0099675357,0.001441352,-46.162067,9.695824e-05
1244.0,0.0005068187,9.9777048e-05,0.63070643,0.01126832,0.0097721284,0.0014386702,-46.029377,9.956774e-05
1248.0,0.0005058978,0.00010244156,0.62963206,0.0096172821,0.009580642,0.0014359991,-45.897888,0.0001022229
1252.0,0.00050498103,0.00010515202,0.62856126,0.0082107587,0.0093930019,0.0014333386,-45.767601,0.00010492383
1256.0,0.00050406851,0.00010790847,0.62749416,0.0070126052,0.0092091309,0.001430689,-45.6385,0.00010767057
1260.0,0.00050316023,0.00011071098,0.62643081,0.0059920186,0.0090289563,0.0014280503,-45.510578,0.00011046318
1264.0,0.00050225621,0.00011355957,0.62537116,0.0051227519,0.0088524055,0.0014254225,-45.383835,0.0001133017
1268.0,0.00050135655,0.00011645428,0.62431544,0.0043824376,0.0086794076,0.0014228057,-45.258251,0.00011618615
1272.0,0.0005004612,0.00011939508,0.62326354,0.0037520169,0.0085098939,0.0014202001,-45.133827,0.00011911654
1276.0,0.00049957022,0.00012238197,0.62221569,0.0032152478,0.0083437953,0.0014176056,-45.010551,0.00012209284
1280.0,0.00049868366,0.00012541492,0.62117183,0.0027582902,0.0081810448,0.0014150222,-44.888416,0.00012511504
1284.0,0.00049780152,0.00012849389,0.62013203,0.0023693501,0.0080215791,0.0014124502,-44.767414,0.00012818309
1288.0,0.00049692381,0.00013161881,0.6190964,0.0020383778,0.0078653321,0.0014098895,-44.647533,0.00013129693
1292.0,0.00049605058,0.0001347896,0.61806494,0.001756809,0.0077122408,0.0014073403,-44.52877,0.00013445648
1296.0,0.00049518188,0.00013800617,0.61703777,0.0015173458,0.0075622452,0.0014048025,-44.41111,0.00013766166
1300.0,0.00049431773,0.00014126841,0.6160149,0.0013137695,0.0074152839,0.0014022763,-44.294552,0.00014091237
1304.0,0.00072138099,0.12974049,0.7811932,0.054473273,0.014555231,0.0021365103,-44.785694,0.069744952
1308.0,0.00074799923,0.002502233,0.8485707,0.046457395,0.014272289,0.0021327753,-45.198963,0.0045484337
1312.0,0.00074716215,0.00022557063,0.85030073,0.039612994,0.013992959,0.0021288446,-42.761101,0.00047629979
1316.0,0.00074585283,0.00020685607,0.84952646,0.033785943,0.01371989,0.0021249959,-42.356457,0.0002265528
1320.0,0.00074454985,0.00021697445,0.84869128,0.028822212,0.013452466,0.0021211787,-42.120735,0.00021719695
1324.0,0.00074325805,0.0002269611,0.84785825,0.024593875,0.013190533,0.0021173891,-41.896938,0.00022557331
1328.0,0.00074197748,0.00023734562,0.84702861,0.020992242,0.012933991,0.0021136275,-41.673054,0.00023572068
1332.0,0.00074070849,0.00024825486,0.84620279,0.017924726,0.012682742,0.0021098948,-41.447998,0.00024648837
1336.0,0.00073945156,0.00025973679,0.84538108,0.015312439,0.012436693,0.0021061923,-41.221508,0.00025782493
1340.0,0.00073820708,0.0002718365,0.84456396,0.013088161,0.012195752,0.0021025212,-40.993362,0.00026976626
1344.0,0.00073697558,0.00028460403,0.84375173,0.01119462,0.011959831,0.0020988826,-40.763325,0.00028235995
1348.0,0.00073575758,0.00029809584,0.84294498,0.0095830206,0.011728846,0.0020952777,-40.531124,0.00029566031
1352.0,0.00073455373,0.00031237616,0.84214407,0.0082117887,0.011502713,0.0020917081,-40.296459,0.00030972902
1356.0,0.00073336466,0.00032751859,0.8413496,0.0070455098,0.011281353,0.0020881756,-40.058983,0.00032463661
1360.0,0.00073219102,0.00034360794,0.84056211,0.0060540172,0.011064691,0.0020846818,-39.818302,0.00034046418
1364.0,0.00073103368,0.00036074276,0.8397823,0.0052116187,0.010852653,0.0020812287,-39.573959,0.00035730572
1368.0,0.00072989345,0.00037903863,0.83901078,0.004496437,0.010645169,0.0020778184,-39.325436,0.00037527111
1372.0,0.00072877127,0.00039863214,0.83824837,0.0038898492,0.010442176,0.0020744533,-39.072102,0.00039448991
1376.0,0.00072766823,0.00041968681,0.83749592,0.0033760089,0.01024361,0.0020711364,-38.813232,0.00041511655
1380.0,0.00072658557,0.00044240057,0.83675426,0.002941441,0.010049419,0.0020678705,-38.547935,0.00043733729
1384.0,0.00072552473,0.00046701645,0.83602464,0.0025746964,0.0098595507,0.0020646593,-38.275143,0.00046137979
1388.0,0.00072448724,0.0004938377,0.83530819,0.0022660617,0.0096739614,0.002061507,-37.993526,0.00048752659
1392.0,0.00072347501,0.00052325008,0.83460629,0.0020073138,0.0094926162,0.0020584185,-37.701408,0.0005161349
1396.0,0.00072249025,0.00055575534,0.83392066,0.0017915142,0.0093154889,0.0020553994,-37.396626,0.00054766604
1400.0,0.0007215357,0.00059202412,0.8332532,0.0016128436,0.0091425674,0.0020524566,-37.076313,0.0005827315
1404.0,0.00095137721,0.10586384,0.91982287,0.053988263,0.016197018,0.0027808531,-41.472084,0.066355094
1408.0,0.00097214291,0.002110387,0.94515538,0.046065077,0.01588448,0.0027761257,-44.099041,0.0053351326
1412.0,0.00097079476,0.00026658169,0.94561321,0.039285086,0.015574077,0.0027709955,-41.544819,0.00062815187
1416.0,0.00096908381,0.00026689193,0.94519162,0.033515137,0.015270852,0.0027659799,-41.058613,0.0002979422
1420.0,0.00096738862,0.00028342294,0.94475013,0.028601071,0.014974005,0.0027610119,-40.772545,0.00028380073
1424.0,0.00096571032,0.00029928453,0.94430941,0.024415916,0.014683346,0.0027560855,-40.501869,0.0002967201
1428.0,0.00096404902,0.00031598541,0.94386983,0.020851994,0.01439877,0.0027512016,-40.229721,0.00031289816
1432.0,0.00096240552,0.00033382146,0.94343168,0.017817616,0.014120176,0.0027463625,-39.954208,0.00033039425
1436.0,0.00096078077,0.00035293464,0.94299525,0.01523467,0.01384747,0.0027415706,-39.674713,0.00034914672
1440.0,0.00095917587,0.00037347016,0.94256103,0.013036612,0.013580563,0.0027368288,-39.390678,0.00036927569
1444.0,0.00095759192,0.00039559719,0.94212931,0.011166766,0.013319372,0.0027321395,-39.101452,0.00039093965
1448.0,0.00095603033,0.00041951702,0.94170058,0.009576859,0.013063817,0.0027275067,-38.806274,0.0004143283
1452.0,0.0009544926,0.00044547216,0.94127536,0.008225793,0.012813826,0.0027229339,-38.504238,0.00043966941
1456.0,0.00095298036,0.0004737589,0.94085419,0.0070785871,0.012569332,0.0027184256,-38.194241,0.00046723991
1460.0,0.00095149566,0.00050474459,0.94043773,0.0061054849,0.012330281,0.0027139867,-37.874928,0.00049738138
1464.0,0.0009500407,0.0005388931,0.94002682,0.0052811941,0.012096622,0.0027096232,-37.544605,0.00053052261
1468.0,0.00094861834,0.00057680282,0.93962228,0.0045842454,0.011868321,0.0027053421,-37.201099,0.00056721253
1472.0,0.00094723172,0.00061926543,0.93922514,0.0039964528,0.011645358,0.0027011521,-36.841576,0.00060817122
1476.0,0.00094588479,0.00066736195,0.93883663,0.0035024686,0.011427732,0.0026970636,-36.462173,0.00065437186
1480.0,0.00094458269,0.00072262733,0.93845838,0.0030894217,0.011215472,0.0026930897,-36.057468,0.00070717838
1484.0,0.00094333175,0.00078735437,0.93809229,0.0027466519,0.011008645,0.002689248,-35.619419,0.00076859532
1488.0,0.00094214082,0.00086520764,0.93774104,0.0024655594,0.010807383,0.002685562,-35.135242,0.00084175938
1492.0,0.00094102242,0.00096262776,0.93740815,0.0022396452,0.010611925,0.002682067,-34.582626,0.00093202648
1496.0,0.00093999639,0.0010926715,0.93709916,0.0020649962,0.010422721,0.0026788192,-33.916534,0.0010498127
1500.0,0.000939099,0.0012889575,0.93682367,0.001942221,0.010240734,0.0026759279,-33.021523,0.0012202322
1504.0,0.0011692208,0.09577141,0.9718039,0.053751122,0.017225742,0.0033985563,-40.28373,0.064147241
1508.0,0.0011873618,0.0019367561,0.98063082,0.045870703,0.016893908,0.0033927038,-44.039188,0.005379085
1512.0,0.0011855452,0.00026076607,0.98073542,0.039119247,0.016563492,0.0033863394,-41.616848,0.00062830147
1516.0,0.0011834013,0.00026260049,0.98053867,0.033373211,0.016240595,0.003380086,-41.138771,0.00029382601
1520.0,0.0011812744,0.00027924762,0.9803344,0.028479503,0.015924461,0.0033738827,-40.84457,0.00027960818
1524.0,0.0011791653,0.00029543758,0.9801296,0.02431174,0.015614904,0.0033677237,-40.564156,0.00029283261
1528.0,0.0011770744,0.00031254138,0.9799245,0.020762699,0.015311812,0.0033616107,-40.282085,0.00030939843
1532.0,0.0011750027,0.00033084114,0.97971922,0.017741065,0.015015077,0.0033555459,-39.996605,0.00032734228
1536.0,0.0011729508,0.00035048302,0.97951388,0.015169056,0.014724599,0.0033495317,-39.707115,0.00034660523
1540.0,0.0011709202,0.00037161884,0.97930861,0.012980404,0.014440285,0.003343571,-39.413067,0.00036731351
1544.0,0.0011689119,0.00039442527,0.97910357,0.01111867,0.014162043,0.0033376671,-39.113827,0.00038963268
1548.0,0.0011669275,0.00041911189,0.978899,0.0095357867,0.01388979,0.003331823,-38.808647,0.00041376025
1552.0,0.0011649684,0.00044593043,0.97869503,0.0081908293,0.013623448,0.0033260433,-38.496647,0.00043993257
1556.0,0.0011630363,0.00047518703,0.97849196,0.0070489692,0.013362947,0.0033203322,-38.176758,0.00046843587
1560.0,0.0011611335,0.00050725963,0.97829002,0.0060805785,0.013108225,0.0033146951,-37.847668,0.00049962156
1564.0,0.0011592624,0.00054262276,0.97808957,0.0052604778,0.012859229,0.0033091384,-37.507759,0.0005339284
1568.0,0.0011574255,0.00058188452,0.97789091,0.0045672944,0.012615922,0.0033036689,-37.154957,0.00057191448
1572.0,0.0011556265,0.00062584347,0.97769457,0.0039829272,0.012378277,0.0032982959,-36.786572,0.00061430654
1576.0,0.0011538692,0.00067557913,0.97750098,0.0034920985,0.012146293,0.0032930297,-36.398991,0.00066207739
1580.0,0.0011521589,0.00073260663,0.97731078,0.0030819974,0.011919993,0.0032878842,-35.987194,0.00071657519
1584.0,0.0011505021,0.00079915434,0.97712481,0.0027420064,0.011699441,0.0032828767,-35.543831,0.00077975239
1588.0,0.0011489075,0.00087871199,0.97694409,0.002463541,0.011484759,0.0032780308,-35.05748,0.0008546054
1592.0,0.0011473874,0.00097724015,0.97677004,0.0022400592,0.011276174,0.0032733809,-34.50872,0.00094611541
1596.0,0.0011459606,0.0011063128,0.97660482,0.0020674418,0.011074098,0.00326898,-33.860008,0.0010635899
1600.0,0.0011446602,0.0012936224,0.97645181,0.0019454859,0.010879373,0.0032649259,-33.021709,0.0012280184
1604.0,0.0013734631,0.095378824,0.98965156,0.053528171,0.017820362,0.0039831968,-40.336296,0.064173982
1608.0,0.0013911264,0.0019200813,0.99292314,0.045676209,0.01747613,0.0039761132,-44.229439,0.0052262996
1612.0,0.0013888929,0.00024658235,0.99294752,0.038951784,0.017133957,0.0039685597,-41.953819,0.00059068529
1616.0,0.0013863288,0.00024446886,0.99285972,0.033227913,0.016799416,0.0039611082,-41.501057,0.00027283773
1620.0,0.0013837803,0.00025954854,0.9927687,0.028352823,0.016471833,0.0039537051,-41.211292,0.00025984884
1624.0,0.0013812495,0.0002744516,0.99267709,0.024200732,0.01615103,0.0039463467,-40.933258,0.00027214043
1628.0,0.0013787366,0.00029019444,0.99258506,0.020664848,0.015836885,0.0039390335,-40.653797,0.00028741898
1632.0,0.0013762425,0.00030700167,0.9924925,0.017654212,0.015529288,0.0039317682,-40.37146,0.00030391896
1636.0,0.0013737679,0.0003249929,0.99239957,0.015091335,0.015228132,0.0039245528,-40.085766,0.00032158435
1640.0,0.0013713139,0.00034429212,0.99230629,0.012910202,0.014933315,0.0039173895,-39.796268,0.00034051834
1644.0,0.0013688817,0.00036504181,0.99221265,0.011054578,0.014644739,0.0039102812,-39.50246,0.00036085502
1648.0,0.0013664722,0.00038740865,0.99211878,0.0094765676,0.014362313,0.0039032311,-39.203762,0.00038275225
1652.0,0.001364087,0.00041158943,0.99202472,0.0081353858,0.014085948,0.0038962422,-38.89949,0.00040639576
1656.0,0.0013617274,0.0004378189,0.9919306,0.0069963089,0.013815564,0.003889319,-38.588837,0.00043200655
1660.0,0.0013593953,0.00046638068,0.99183643,0.0060297893,0.013551088,0.0038824652,-38.270836,0.00045985018
1664.0,0.0013570925,0.00049762189,0.99174237,0.0052106967,0.013292453,0.0038756863,-37.944305,0.0004902503
1668.0,0.0013548215,0.00053197431,0.99164855,0.0045176768,0.013039605,0.0038689878,-37.607807,0.00052360701
1672.0,0.0013525847,0.00056998478,0.99155504,0.0039326088,0.012792496,0.0038623768,-37.259514,0.00056042406
1676.0,0.0013503853,0.00061236171,0.99146205,0.0034401501,0.012551097,0.0038558613,-36.897095,0.00060134858
1680.0,0.0013482271,0.00066004705,0.99136978,0.0030273565,0.012315394,0.0038494512,-36.517464,0.00064723357
1684.0,0.0013461148,0.00071433507,0.99127841,0.0026833746,0.012085399,0.0038431589,-36.116421,0.00069923769
1688.0,0.0013440541,0.00077707943,0.99118829,0.0023992073,0.011861155,0.0038370001,-35.687981,0.00075899769
1692.0,0.0013420529,0.00085108075,0.99109983,0.0021675627,0.011642756,0.0038309949,-35.223179,0.00082894322
1696.0,0.0013401214,0.00094089005,0.99101341,0.0019828244,0.011430372,0.0038251725,-34.7075,0.00091293163
