T,CAI,D,F,H,IAPP,IK,IK1,IKP,IKTOT,INA,ISI,J,M,V,X
286.0,0.004555468,0.79806465,0.43702179,0.0,0.0,1.4941639,0.010801218,0.021750443,1.5267155,-0.0,-2.9761624,2.5865183e-33,0.96493214,-16.870821,0.37902942
288.0,0.0045269104,0.79171944,0.43497732,0.0,0.0,1.4946847,0.012398936,0.019980626,1.5270642,-0.0,-2.9559503,1.5842803999999998e-33,0.96297038,-17.345863,0.3798562
290.0,0.0044983216,0.78515631,0.43308106,0.0,0.0,1.4949944,0.014236946,0.018339828,1.5275711,-0.0,-2.9358463,9.7464737e-34,0.96088171,-17.824678,0.38065156
292.0,0.0044697286,0.77837175,0.43134269,0.0,0.0,1.4950918,0.016349394,0.016820665,1.5282619,-0.0,-2.9158816,6.0232932e-34,0.9586581,-18.30707,0.38141549
294.0,0.0044411607,0.7713626,0.42977217,0.0,0.0,1.494976,0.018774452,0.015415902,1.5291663,-0.0,-2.8960896,3.7399363e-34,0.95629132,-18.79285,0.38214797
296.0,0.0044126501,0.76412612,0.4283798,0.0,0.0,1.4946461,0.021554561,0.01411847,1.5303191,-0.0,-2.8765035,2.33352e-34,0.95377249,-19.281845,0.38284898
298.0,0.0043842313,0.75665992,0.42717624,0.0,0.0,1.4941008,0.024736639,0.012921496,1.5317589,-0.0,-2.8571575,1.463355e-34,0.95109224,-19.773895,0.38351852
300.0,0.00435594,0.74896216,0.42617226,0.0,0.0,1.4933391,0.028372228,0.011818327,1.5335296,-0.0,-2.8380859,9.2247137e-35,0.9482407,-20.268869,0.38415661
302.0,0.0043278146,0.74103129,0.42537892,0.0,0.0,1.4923594,0.032517582,0.010802546,1.5356796,-0.0,-2.8193223,5.8464939e-35,0.94520712,-20.76667,0.38476327
304.0,0.004299893,0.73286629,0.42480731,0.0,0.0,1.4911603,0.037233669,0.0098679876,1.538262,-0.0,-2.8008997,3.7260798e-35,0.94198012,-21.267241,0.38533846
306.0,0.0042722165,0.72446638,0.4244687,0.0,0.0,1.4897397,0.042586096,0.0090087587,1.5413345,-0.0,-2.7828484,2.3883474999999998e-35,0.93854725,-21.770569,0.38588223
308.0,0.0042448239,0.71583122,0.42437434,0.0,0.0,1.4880949,0.048644889,0.0082192449,1.5449591,-0.0,-2.7651968,1.5399503e-35,0.93489492,-22.276712,0.38639459
310.0,0.004217756,0.70696074,0.42453545,0.0,0.0,1.486223,0.055484232,0.0074941213,1.5492014,-0.0,-2.7479696,9.9897584e-36,0.93100822,-22.785788,0.38687551
312.0,0.0041910512,0.697855,0.42496318,0.0,0.0,1.4841199,0.063182026,0.0068283603,1.5541303,-0.0,-2.7311883,6.5210614e-36,0.9268707,-23.297991,0.38732496
314.0,0.004164747,0.68851429,0.42566854,0.0,0.0,1.481781,0.07181935,0.0062172329,1.5598176,-0.0,-2.7148683,4.2842352999999997e-36,0.92246395,-23.813601,0.38774294
316.0,0.0041388781,0.67893898,0.42666236,0.0,0.0,1.4792001,0.08147984,0.0056563141,1.5663363,-0.0,-2.6990199,2.8333344e-36,0.91776735,-24.332994,0.38812935
318.0,0.0041134767,0.66912931,0.42795536,0.0,0.0,1.4763703,0.092248842,0.005141478,1.5737606,-0.0,-2.6836469,1.8865621e-36,0.91275752,-24.856646,0.38848415
320.0,0.0040885694,0.65908545,0.42955789,0.0,0.0,1.4732831,0.10421255,0.0046688956,1.5821645,-0.0,-2.6687453,1.2649529999999999e-36,0.90740812,-25.385134,0.38880721
322.0,0.004064179,0.64880735,0.43148008,0.0,0.0,1.4699279,0.11745695,0.0042350306,1.59162,-0.0,-2.6543024,8.5426248e-37,0.90168917,-25.919151,0.38909835
324.0,0.0040403218,0.63829458,0.43373179,0.0,0.0,1.4662931,0.13206664,0.0038366304,1.6021963,-0.0,-2.6402965,5.8117731e-37,0.8955664,-26.459513,0.38935739
326.0,0.0040170066,0.62754625,0.43632248,0.0,0.0,1.4623643,0.14812356,0.0034707172,1.6139586,-0.0,-2.6266947,3.983974e-37,0.88900065,-27.007147,0.38958409
328.0,0.0039942339,0.616561,0.43926117,0.0,0.0,1.4581254,0.16570567,0.0031345773,1.6269655,-0.0,-2.6134524,2.7523861e-37,0.88194728,-27.563108,0.38977811
330.0,0.0039719944,0.60533673,0.44255647,0.0,0.0,1.4535573,0.1848855,0.0028257484,1.6412685,-0.0,-2.6005123,1.9168411e-37,0.87435526,-28.128578,0.3899391
332.0,0.003950269,0.59387076,0.4462164,0.0,0.0,1.4486384,0.20572889,0.0025420047,1.6569093,-0.0,-2.5878017,1.3460187e-37,0.86616623,-28.704861,0.39006659
334.0,0.0039290246,0.58215958,0.45024833,0.0,0.0,1.4433444,0.22829384,0.0022813429,1.6739196,-0.0,-2.575233,9.532657900000001e-38,0.85731369,-29.293386,0.39016008
336.0,0.0039082151,0.57019901,0.45465875,0.0,0.0,1.437647,0.25262982,0.0020419643,1.6923188,-0.0,-2.5626998,6.810681600000001e-38,0.84772187,-29.895716,0.39021897
338.0,0.0038877788,0.55798399,0.45945317,0.0,0.0,1.4315145,0.2787779,0.0018222583,1.7121146,-0.0,-2.5500767,4.9102389e-38,0.83730495,-30.513538,0.39024252
340.0,0.0038676369,0.54550886,0.46463588,0.0,0.0,1.4249109,0.30677158,0.001620783,1.7333033,-0.0,-2.5372179,3.5733705e-38,0.82596534,-31.148682,0.39022997
342.0,0.0038476905,0.53276694,0.47020966,0.0,0.0,1.4177957,0.33663943,0.0014362463,1.7558713,-0.0,-2.5239534,2.6257343e-38,0.81359297,-31.803122,0.39018038
344.0,0.003827821,0.51975119,0.47617555,0.0,0.0,1.4101224,0.36840922,0.0012674868,1.779799,-0.0,-2.5100901,1.9487695000000001e-38,0.80006361,-32.479,0.39009276
346.0,0.0038078858,0.50645381,0.4825325,0.0,0.0,1.4018383,0.40211406,0.0011134553,1.8050658,-0.0,-2.495409,1.4613421e-38,0.78523761,-33.178658,0.38996592
348.0,0.0037877178,0.49286652,0.48927718,0.0,0.0,1.3928828,0.43780103,0.00097319658,1.8316571,-0.0,-2.4796641,1.1075786e-38,0.76895845,-33.904667,0.38979864
350.0,0.0037671234,0.47898054,0.4964036,0.0,0.0,1.3831859,0.47554177,0.00084583409,1.8595735,-0.0,-2.4625826,8.4875331e-39,0.75105149,-34.659897,0.38958946
352.0,0.0037458807,0.46478671,0.50390291,0.0,0.0,1.3726658,0.51544559,0.00073055603,1.8888419,-0.0,-2.4438643,6.5785274e-39,0.73132247,-35.447563,0.38933679
354.0,0.003723738,0.45027551,0.51176322,0.0,0.0,1.3612261,0.55767435,0.00062660436,1.9195271,-0.0,-2.423182,5.1590961e-39,0.70955765,-36.271347,0.38903886
356.0,0.0037004133,0.43543714,0.5199697,0.0,0.0,1.3487526,0.60245985,0.00053326675,1.9517456,-0.0,-2.4001815,4.0951897e-39,0.68552428,-37.135468,0.38869366
358.0,0.0036755926,0.42026138,0.52850413,0.0,0.0,1.3351078,0.65012276,0.00044987022,1.9856805,-0.0,-2.3744838,3.2914441e-39,0.65897363,-38.044819,0.3882989
360.0,0.0036489295,0.40473789,0.53734559,0.0,0.0,1.3201259,0.70109439,0.00037577687,2.0215962,-0.0,-2.345685,2.6795601000000002e-39,0.62964803,-39.005116,0.3878521
362.0,0.0036200457,0.38885605,0.54647017,1.4986455e-05,0.0,1.3036045,0.75594103,0.00031038071,2.0598559,-2.2444258e-08,-2.3133571,3.2362186e-06,0.5972932,-40.023033,0.38735035
364.0,0.0035885302,0.37260535,0.55585152,0.00060644199,0.0,1.2852952,0.81539053,0.00025310574,2.100939,-4.631386e-05,-2.2770507,0.00019619698,0.56168097,-41.106369,0.38679039
366.0,0.0035539398,0.3559756,0.5654611,0.0011036563,0.0,1.2648927,0.88036144,0.00020340274,2.1454575,-0.00016095291,-2.2362938,0.00045946331,0.52264518,-42.264179,0.38616845
368.0,0.0035157988,0.33895776,0.57526881,0.0016657509,0.0,1.2420152,0.95200509,0.0001607376,2.194181,-0.00033692952,-2.1905973,0.00081155443,0.48012739,-43.50708,0.38548025
370.0,0.0034736015,0.32154444,0.5852434,0.0023800475,0.0,1.2161839,1.0317458,0.00012458597,2.2480543,-0.00056906947,-2.1394575,0.0012791791,0.43424377,-44.847507,0.38472089
372.0,0.0034268133,0.30373141,0.59535336,0.0033270214,0.0,1.1867923,1.1213192,9.4426403e-05,2.3082058,-0.0008380643,-2.0823598,0.0019003766,0.38536739,-46.299961,0.38388467
374.0,0.0033748723,0.28551933,0.60556769,0.0046071396,0.0,1.1530665,1.2227955,6.9732414e-05,2.3759317,-0.0011042341,-2.0187862,0.0027291072,0.33421698,-47.881222,0.38296503
376.0,0.0033171941,0.2669163,0.61585659,0.0063637388,0.0,1.1140152,1.3385549,4.9965303e-05,2.45262,-0.0013106674,-1.9482238,0.003841931,0.28193036,-49.610512,0.38195437
378.0,0.0032531763,0.2479417,0.62619257,0.0088144951,0.0,1.0683641,1.4711466,3.456894e-05,2.5395453,-0.0013986195,-1.870181,0.0053477176,0.23008622,-51.509289,0.38084391
380.0,0.0031822075,0.2286315,0.63655126,0.012302223,0.0,1.0144856,1.6228927,2.2967884e-05,2.6374013,-0.0013329404,-1.7842089,0.0074017639,0.18062572,-53.600391,0.37962353
382.0,0.0031036788,0.20904583,0.6469121,0.017380707,0.0,0.95033854,1.7949826,1.4570442e-05,2.7453356,-0.0011251714,-1.6899395,0.01022633,0.13563396,-55.905796,0.37828168
384.0,0.0030170053,0.18927932,0.65725881,0.02496071,0.0,0.87347579,1.9856517,8.7785957e-06,2.8591363,-0.00083563267,-1.5871452,0.014140387,0.096983925,-58.441822,0.37680537
386.0,0.0029216555,0.16947453,0.66757905,0.03655117,0.0,0.7812463,2.1870198,5.0063909e-06,2.968271,-0.00054582307,-1.4758384,0.01960234,0.065923437,-61.209969,0.37518066
388.0,0.0028172061,0.1498374,0.67786312,0.054619789,0.0,0.67143661,2.3808217,2.7065973e-06,3.0522611,-0.00031762852,-1.3564343,0.027271319,0.042760152,-64.181725,0.37339368
390.0,0.0027034236,0.13065028,0.68810087,0.082994536,0.0,0.54365855,2.5357468,1.4019166e-06,3.0794067,-0.00017044216,-1.2300056,0.038099613,0.026805352,-67.278702,0.37143272
392.0,0.0025803947,0.11227138,0.69827735,0.12689556,0.0,0.40142801,2.6131804,7.1244466e-07,3.0146091,-8.9665547e-05,-1.0986232,0.053482667,0.01663626,-70.35878,0.36929196
394.0,0.0024487011,0.095104106,0.70836753,0.19166285,0.0,0.25365764,2.5868015,3.6852799e-07,2.8404596,-5.007744e-05,-0.96563441,0.075424939,0.010567408,-73.230942,0.36697561
396.0,0.0023095873,0.079527646,0.71833509,0.27948377,0.0,0.11314796,2.4645829,2.0215646e-07,2.5777311,-3.1785246e-05,-0.83552015,0.10625298,0.0070983926,-75.712784,0.36450058
398.0,0.0021650188,0.065810643,0.7281366,0.38584587,0.0,-0.0084145842,2.2872813,1.2130684e-07,2.2788668,-2.3484108e-05,-0.71305013,0.14719705,0.0051436997,-77.701111,0.36189473
400.0,0.0020175241,0.054055948,0.73772913,0.49972776,0.0,-0.10514276,2.1016235,8.0561151e-08,1.9964809,-1.9780182e-05,-0.60207903,0.19698772,0.0040288032,-79.198517,0.35919088
402.0,0.0018698664,0.04420539,0.74707806,0.60843587,0.0,-0.17751762,1.9374384,5.8834825e-08,1.7599208,-1.8261826e-05,-0.50476593,0.25245771,0.0033731407,-80.282005,0.35642016
404.0,0.0017246837,0.036088683,0.75615972,0.70277512,0.0,-0.22971937,1.804806,4.6483397e-08,1.5750866,-1.7821805e-05,-0.42157251,0.31021205,0.0029715775,-81.052689,0.35360807
406.0,0.001584232,0.02948112,0.76496071,0.7788623,0.0,-0.2667768,1.7020928,3.9001531e-08,1.4353161,-1.7913331e-05,-0.35175481,0.36761394,0.0027144621,-81.601761,0.35077357
408.0,0.0014502646,0.024147429,0.77347553,0.83700687,0.0,-0.2930263,1.6235626,3.4196422e-08,1.3305364,-1.8250581e-05,-0.29392466,0.42294088,0.0025423979,-81.998489,0.34792989
410.0,0.0013240196,0.019867266,0.78170413,0.87974256,0.0,-0.31169927,1.563318,3.0947781e-08,1.2516189,-1.8683209e-05,-0.24646617,0.47519726,0.0024224308,-82.291016,0.34508622
412.0,0.0012062708,0.016446663,0.78964972,0.91028643,0.0,-0.3250432,1.5166036,2.8654199e-08,1.1915605,-1.9135805e-05,-0.20778127,0.52388346,0.0023357272,-82.511436,0.34224877
414.0,0.0010974042,0.013720996,0.7973178,0.93168312,0.0,-0.33458078,1.4799175,2.6976672e-08,1.1453367,-1.9574249e-05,-0.17640966,0.56881553,0.0022711556,-82.680878,0.33942187
416.0,0.00099750014,0.01155367,0.8047151,0.94646025,0.0,-0.34134382,1.4507581,2.5714719e-08,1.1094143,-1.998593e-05,-0.15107419,0.61000299,0.0022218868,-82.813377,0.33660856
418.0,0.00090640783,0.009832981,0.81184906,0.95656615,0.0,-0.34604272,1.427338,2.4744086e-08,1.0812953,-2.0368312e-05,-0.13068642,0.64757019,0.0021835617,-82.918465,0.33381107
420.0,0.00082381011,0.0084684463,0.81872755,0.96343458,0.0,-0.34917879,1.4083604,2.3984233e-08,1.0591816,-2.0722797e-05,-0.11433392,0.68170691,0.002153286,-83.002762,0.33103094
422.0,0.00074927614,0.0073872576,0.82535845,0.96808791,0.0,-0.35111499,1.3928636,2.3380757e-08,1.0417486,-2.1051741e-05,-0.10125986,0.71263671,0.0021290637,-83.071053,0.32826936
424.0,0.00068230287,0.0065310998,0.83174992,0.97123927,0.0,-0.35212073,1.3801196,2.2895566e-08,1.0279989,-2.1357233e-05,-0.090841159,0.74059767,0.0021094717,-83.126854,0.32552716
426.0,0.00062234793,0.0058534229,0.83790994,0.9733783,0.0,-0.35240009,1.3695664,2.250116e-08,1.0171664,-2.1640753e-05,-0.08256755,0.76582956,0.0020934667,-83.172813,0.32280502
428.0,0.00056885375,0.0053171627,0.84384632,0.97483754,0.0,-0.35211012,1.3607644,2.2177199e-08,1.0086544,-2.190323e-05,-0.076022789,0.78856635,0.0020802661,-83.210983,0.32010335
430.0,0.00052126544,0.0048928629,0.84956688,0.97584087,0.0,-0.35137299,1.3533655,2.190834e-08,1.0019926,-2.2145205e-05,-0.070868343,0.80903119,0.0020692733,-83.24295,0.31742248
432.0,0.00047904378,0.0045571495,0.85507911,0.97653818,0.0,-0.35028467,1.3470929,2.1682835e-08,0.99680823,-2.2367021e-05,-0.066829555,0.827434,0.0020600266,-83.269974,0.31476262
434.0,0.00044167382,0.0042914939,0.86039037,0.97702962,0.0,-0.34892085,1.3417244,2.1491589e-08,0.99280351,-2.2568969e-05,-0.063683994,0.84397006,0.0020521656,-83.293037,0.31212392
436.0,0.00040867063,0.0040812213,0.86550778,0.977382,0.0,-0.34734154,1.337082,2.1327502e-08,0.98974049,-2.2751379e-05,-0.061251864,0.85881948,0.0020454065,-83.312943,0.30950642
438.0,0.0003795824,0.003914719,0.87043834,0.97763991,0.0,-0.34559435,1.3330226,2.1184986e-08,0.98742825,-2.2914674e-05,-0.059388012,0.87214756,0.0020395254,-83.330315,0.30691019
440.0,0.0003539921,0.0037828004,0.87518877,0.97783315,0.0,-0.34371713,1.3294307,2.1059636e-08,0.9857136,-2.3059398e-05,-0.05797546,0.88410515,0.0020343445,-83.345657,0.30433515
442.0,0.00033151763,0.0036782022,0.87976545,0.97798175,0.0,-0.34173998,1.3262135,2.0947953e-08,0.98447353,-2.3186209e-05,-0.056920059,0.89482951,0.0020297221,-83.359383,0.30178127
444.0,0.00031181096,0.0035951834,0.88417476,0.97809917,0.0,-0.33968693,1.3232963,2.0847164e-08,0.98360938,-2.3295874e-05,-0.056146167,0.90444499,0.0020255451,-83.371803,0.29924849
446.0,0.00029455702,0.0035292073,0.88842273,0.97819459,0.0,-0.33757696,1.3206187,2.075506e-08,0.98304182,-2.3389239e-05,-0.055593118,0.91306418,0.0020217237,-83.383202,0.29673666
448.0,0.00027947171,0.0034766898,0.89251524,0.97827441,0.0,-0.33542523,1.3181328,2.066988e-08,0.9827075,-2.3467219e-05,-0.05521236,0.92078876,0.002018186,-83.393761,0.29424575
450.0,0.00026629993,0.0034348001,0.89645791,0.97834289,0.0,-0.33324376,1.3157992,2.0590228e-08,0.98255551,-2.3530765e-05,-0.054965138,0.92771047,0.0020148742,-83.403671,0.29177555
452.0,0.00025481355,0.0034013018,0.90025622,0.97840315,0.0,-0.33104202,1.3135872,2.0514985e-08,0.98254526,-2.3580855e-05,-0.054820593,0.93391186,0.0020117431,-83.413055,0.28932598
454.0,0.00024480905,0.003374429,0.90391541,0.97845727,0.0,-0.32882753,1.3114718,2.044327e-08,0.98264438,-2.3618464e-05,-0.054754253,0.93946725,0.0020087562,-83.42202,0.28689691
456.0,0.00023610545,0.0033527871,0.9074406,0.97850692,0.0,-0.32660621,1.3094332,2.037438e-08,0.98282707,-2.3644554e-05,-0.054746766,0.9444434,0.0020058844,-83.430649,0.28448814
458.0,0.00022854224,0.0033352755,0.91083664,0.97855306,0.0,-0.32438269,1.3074557,2.0307757e-08,0.983073,-2.3660068e-05,-0.054782901,0.94890046,0.0020031047,-83.439011,0.28209957
460.0,0.00022197733,0.0033210244,0.91410828,0.97859663,0.0,-0.32216057,1.3055265,2.0242963e-08,0.98336601,-2.3665909e-05,-0.054850731,0.95289224,0.0020003992,-83.447166,0.27973104
462.0,0.00021628528,0.0033093477,0.91726005,0.97863817,0.0,-0.31994271,1.3036361,2.0179652e-08,0.98369336,-2.3662942e-05,-0.054940976,0.95646721,0.0019977535,-83.455147,0.27738234
464.0,0.00021135549,0.0032997036,0.92029631,0.97867817,0.0,-0.31773126,1.3017764,2.0117554e-08,0.98404521,-2.3651988e-05,-0.055046447,0.95966876,0.0019951565,-83.462997,0.27505341
466.0,0.00020709063,0.0032916644,0.92322129,0.97871697,0.0,-0.31552792,1.2999417,2.005646e-08,0.98441374,-2.3633816e-05,-0.055161621,0.9625358,0.0019925993,-83.470734,0.27274403
468.0,0.0002034052,0.003284893,0.9260391,0.97875476,0.0,-0.3133339,1.2981269,1.9996202e-08,0.98479307,-2.3609146e-05,-0.055282298,0.96510327,0.0019900755,-83.478378,0.27045405
470.0,0.0002002242,0.0032791225,0.92875361,0.97879177,0.0,-0.31115025,1.2963288,1.9936659e-08,0.98517853,-2.3578645e-05,-0.055405315,0.96740252,0.0019875793,-83.485947,0.26818335
472.0,0.00019748189,0.0032741432,0.93136859,0.97882819,0.0,-0.30897763,1.2945442,1.987773e-08,0.98556662,-2.3542931e-05,-0.05552832,0.96946162,0.0019851073,-83.493454,0.26593173
474.0,0.0001951208,0.0032697893,0.93388778,0.97886407,0.0,-0.30681658,1.2927713,1.9819344e-08,0.98595476,-2.3502576e-05,-0.055649586,0.97130567,0.0019826561,-83.500908,0.26369905
476.0,0.00019309061,0.0032659299,0.93631458,0.97889948,0.0,-0.30466747,1.2910084,1.9761444e-08,0.98634094,-2.3458098e-05,-0.055767883,0.97295725,0.0019802235,-83.508316,0.26148519
478.0,0.00019134748,0.0032624621,0.9386524,0.97893453,0.0,-0.30253059,1.2892543,1.9703988e-08,0.98672372,-2.3409977e-05,-0.055882357,0.97443658,0.0019778078,-83.515671,0.25928995
480.0,0.00018985312,0.0032593047,0.9409045,0.97896928,0.0,-0.30040607,1.2875082,1.9646949e-08,0.98710215,-2.3358647e-05,-0.055992436,0.97576165,0.0019754078,-83.522995,0.25711319
482.0,0.00018857415,0.0032563934,0.94307399,0.97900373,0.0,-0.29829407,1.2857695,1.9590301e-08,0.98747545,-2.3304499e-05,-0.056097768,0.97694874,0.0019730227,-83.530281,0.25495479
484.0,0.00018748152,0.0032536779,0.94516397,0.97903794,0.0,-0.29619461,1.2840378,1.953403e-08,0.98784322,-2.3247894e-05,-0.056198169,0.97801232,0.0019706516,-83.537537,0.25281456
486.0,0.00018654994,0.0032511186,0.94717729,0.97907186,0.0,-0.29410774,1.2823129,1.9478126e-08,0.98820508,-2.3189152e-05,-0.056293562,0.9789654,0.0019682941,-83.544754,0.25069237
488.0,0.00018575744,0.0032486841,0.94911677,0.97910553,0.0,-0.29203343,1.2805945,1.9422579e-08,0.98856097,-2.3128569e-05,-0.056383979,0.97981966,0.00196595,-83.551941,0.24858806
490.0,0.00018508492,0.0032463497,0.95098513,0.97913903,0.0,-0.28997168,1.2788825,1.9367389e-08,0.98891085,-2.3066401e-05,-0.056469496,0.9805854,0.0019636194,-83.559097,0.24650151
492.0,0.00018451581,0.0032440964,0.9527849,0.97917229,0.0,-0.28792244,1.2771771,1.931255e-08,0.98925465,-2.3002889e-05,-0.056550238,0.98127198,0.0019613018,-83.566216,0.24443254
494.0,0.00018403569,0.0032419087,0.95451874,0.97920537,0.0,-0.28588566,1.2754781,1.9258062e-08,0.98959255,-2.2938242e-05,-0.056626368,0.98188782,0.0019589975,-83.573303,0.24238104
496.0,0.0001836321,0.0032397746,0.95618892,0.97923821,0.0,-0.28386128,1.2737858,1.9203924e-08,0.98992455,-2.2872649e-05,-0.056698054,0.98244035,0.0019567062,-83.58036,0.24034685
498.0,0.00018329425,0.0032376852,0.95779783,0.97927088,0.0,-0.28184924,1.2721001,1.9150136e-08,0.99025095,-2.2806284e-05,-0.056765482,0.9829362,0.0019544282,-83.587387,0.23832981
500.0,0.00018301273,0.0032356326,0.95934772,0.97930336,0.0,-0.27984944,1.2704211,1.9096701e-08,0.9905718,-2.2739294e-05,-0.056828842,0.98338139,0.0019521634,-83.594376,0.23632981
502.0,0.00018277946,0.0032336114,0.9608407,0.97933561,0.0,-0.27786189,1.2687491,1.904362e-08,0.99088722,-2.2671817e-05,-0.05688832,0.98378128,0.0019499121,-83.601334,0.2343467
504.0,0.00018258744,0.0032316169,0.96227896,0.97936761,0.0,-0.27588648,1.267084,1.8990892e-08,0.99119753,-2.2603972e-05,-0.056944106,0.98414063,0.0019476742,-83.608261,0.23238035
506.0,0.00018243058,0.0032296458,0.96366441,0.9793995,0.0,-0.27392313,1.2654258,1.8938518e-08,0.9915027,-2.2535867e-05,-0.056996372,0.98446375,0.0019454497,-83.61515,0.23043059
508.0,0.00018230366,0.0032276951,0.96499902,0.97943115,0.0,-0.27197182,1.2637749,1.8886503e-08,0.99180311,-2.2467601e-05,-0.0570453,0.9847545,0.001943239,-83.622009,0.22849731
510.0,0.00018220214,0.0032257629,0.96628469,0.97946256,0.0,-0.27003247,1.2621312,1.8834845e-08,0.99209875,-2.2399254e-05,-0.057091054,0.98501623,0.0019410418,-83.62883,0.22658038
512.0,0.00018212217,0.0032238474,0.9675231,0.9794938,0.0,-0.268105,1.2604948,1.8783544e-08,0.99238986,-2.2330903e-05,-0.05713379,0.98525208,0.0019388584,-83.635612,0.22467965
514.0,0.00018206034,0.0032219472,0.96871608,0.97952485,0.0,-0.26618937,1.258866,1.8732603e-08,0.99267662,-2.2262619e-05,-0.057173662,0.98546475,0.0019366887,-83.642365,0.22279499
516.0,0.00018201377,0.0032200615,0.96986532,0.97955567,0.0,-0.2642855,1.2572446,1.8682019e-08,0.99295908,-2.2194456e-05,-0.05721081,0.98565668,0.0019345329,-83.649078,0.22092628
518.0,0.00018197997,0.0032181896,0.9709723,0.9795863,0.0,-0.26239336,1.2556307,1.8631798e-08,0.99323744,-2.2126467e-05,-0.057245374,0.98583007,0.001932391,-83.655762,0.21907339
520.0,0.00018195681,0.0032163307,0.97203869,0.9796167,0.0,-0.26051286,1.2540246,1.8581936e-08,0.9935118,-2.2058703e-05,-0.057277475,0.98598695,0.0019302629,-83.662399,0.21723616
522.0,0.0001821297,0.0037293124,0.9730103,0.96753293,8.0,0.22258618,2.6159921,6.4813548e-07,2.8385789,-0.009687013,-0.062267821,0.98305094,0.015236874,-70.779327,0.21570937
524.0,0.0001850063,0.0055398578,0.97383881,0.92835838,8.0,0.48385102,2.043992,7.49228e-06,2.5278506,-1.3095092,-0.086869016,0.96769273,0.082315423,-59.227608,0.21468018
526.0,0.00020458257,0.060229432,0.9721458,0.00086634397,0.0,0.92930132,4.7748888e-10,2.2946043,3.2239056,-0.22771941,-0.42232913,0.70691669,0.99991149,38.229294,0.21759389
528.0,0.00035146443,0.17179285,0.96849942,1.3843203e-10,0.0,0.95202225,1.7974465e-08,2.0111248,2.9631469,-3.4382992e-08,-1.2694945,0.38801882,0.99970317,26.544353,0.22413424
530.0,0.00062699191,0.2676909,0.96405137,3.6277756e-17,0.0,0.96681035,2.6802508e-07,1.642683,2.6094937,-6.4973966e-15,-1.9965378,0.21335454,0.99925399,17.820185,0.22904657
532.0,0.00098803686,0.34637782,0.95892763,1.9267582e-23,0.0,0.97773612,1.7426681e-06,1.2245798,2.2023177,-2.2135896e-21,-2.5736265,0.11765791,0.99856913,11.763015,0.23301359
534.0,0.0013961252,0.41064274,0.95330822,2.1364837e-29,0.0,0.98738366,5.8386518e-06,0.90210199,1.8894914,-1.479811e-27,-3.0125968,0.065113261,0.99780613,7.8445125,0.23642962
536.0,0.0018220026,0.46421519,0.94736791,4.3358958999999997e-35,0.0,0.99697429,1.2293016e-05,0.70830137,1.7052879,-1.7504531e-33,-3.3427262,0.036152434,0.99713695,5.4286737,0.23952405
538.0,0.0022458399,0.51005852,0.94124317,1.3434389e-40,0.0,1.0069277,1.9030047e-05,0.60301149,1.6099582,-3.1018204e-39,-3.5926697,0.020123122,0.99664825,4.0095997,0.24243023
540.0,0.0026551127,0.55020261,0.93503064,0.0,0.0,1.0173298,2.4067022e-05,0.54999733,1.5673511,-7.0064923e-45,-3.784189,0.011219296,0.99634963,3.2466555,0.24522808
542.0,0.0030423736,0.58598822,0.92879599,0.0,0.0,1.0281454,2.6651354e-05,0.52783328,1.5560052,-0.0,-3.9327884,0.006260647,0.99620992,2.9151776,0.24796717
544.0,0.0034035903,0.6182999,0.92258221,0.0,0.0,1.0393027,2.70744e-05,0.52445936,1.5637891,-0.0,-4.0494666,0.0034946855,0.99618566,2.863992,0.25067887
546.0,0.0037369959,0.64772737,0.91641647,0.0,0.0,1.0507263,2.6050146e-05,0.53274441,1.5834968,-0.0,-4.1421056,0.0019505818,0.99623603,2.9893332,0.25338289
548.0,0.0040423078,0.67467201,0.91031468,0.0,0.0,1.0623491,2.4270537e-05,0.5481472,1.6105206,-0.0,-4.2164173,0.0010883907,0.99632889,3.2192917,0.25609121
550.0,0.0043201935,0.69941539,0.90428507,0.0,0.0,1.0741154,2.2233655e-05,0.56758213,1.6417197,-0.0,-4.2765813,0.00060703803,0.99644136,3.5041232,0.25881058
552.0,0.0045719026,0.72216427,0.89833081,0.0,0.0,1.0859804,2.0236921e-05,0.58887011,1.6748707,-0.0,-4.3256764,0.00033840444,0.99655855,3.8098457,0.26154414
554.0,0.0047990177,0.74307972,0.89245176,0.0,0.0,1.0979086,1.8429386e-05,0.61045808,1.7083851,-0.0,-4.3659878,0.00018855809,0.99667132,4.1137834,0.2642926
556.0,0.0050032823,0.76229477,0.88664556,0.0,0.0,1.1098717,1.6867882e-05,0.63125831,1.7411469,-0.0,-4.3992195,0.00010501602,0.99677467,4.401351,0.26705506
558.0,0.0051864889,0.77992612,0.88090873,0.0,0.0,1.121847,1.5558888e-05,0.65053898,1.7724016,-0.0,-4.4266539,5.8463709e-05,0.99686617,4.6636949,0.26982963
560.0,0.0053504026,0.79608005,0.87523717,0.0,0.0,1.1338159,1.4484941e-05,0.66784102,1.8016714,-0.0,-4.4492636,3.2535667e-05,0.99694502,4.8959503,0.27261376
562.0,0.0054967189,0.81085658,0.86962646,0.0,0.0,1.1457626,1.3619578e-05,0.68290967,1.8286858,-0.0,-4.4677963,1.8100833e-05,0.99701136,5.0959692,0.27540466
