T,CAI,D,F,H,IAPP,IK,IK1,IKP,IKTOT,INA,ISI,J,M,V,X
564.0,0.0056270338,0.82435066,0.86407232,0.0,0.0,1.1576741,1.2935021e-05,0.6956383,1.8533252,-0.0,-4.4828343,1.0067583e-05,0.99706584,5.2634029,0.27819937
566.0,0.0057428312,0.83665329,0.85857064,0.0,0.0,1.1695391,1.240571e-05,0.70602441,1.8755759,-0.0,-4.4948406,5.5983619e-06,0.99710923,5.3990483,0.28099504
568.0,0.0058454792,0.84785157,0.85311747,0.0,0.0,1.181348,1.2009606e-05,0.71413475,1.8954947,-0.0,-4.5041876,3.112614e-06,0.99714255,5.5043926,0.28378883
570.0,0.0059362301,0.85802847,0.84770924,0.0,0.0,1.193092,1.172841e-05,0.72008008,1.9131838,-0.0,-4.5111814,1.7303588e-06,0.99716663,5.581305,0.28657815
572.0,0.0060162237,0.8672629,0.84234262,0.0,0.0,1.2047637,1.1547287e-05,0.7239961,1.9287714,-0.0,-4.516078,9.618559e-07,0.99718243,5.6318264,0.28936058
574.0,0.0060864957,0.87562943,0.83701462,0.0,0.0,1.2163564,1.1454424e-05,0.72603112,1.942399,-0.0,-4.5190954,5.3464032e-07,0.99719071,5.6580367,0.2921339
576.0,0.0061479839,0.88319802,0.83172262,0.0,0.0,1.2278644,1.1440556e-05,0.7263366,1.9542124,-0.0,-4.5204196,2.9716983e-07,0.99719208,5.6619692,0.29489613
578.0,0.0062015359,0.89003432,0.82646418,0.0,0.0,1.2392824,1.149854e-05,0.72506201,1.9643559,-0.0,-4.5202141,1.651777e-07,0.99718726,5.6455588,0.29764539
580.0,0.0062479172,0.89619929,0.82123709,0.0,0.0,1.2506057,1.1622985e-05,0.72235101,1.9729683,-0.0,-4.5186219,9.1814869e-08,0.99717665,5.6106157,0.30038011
582.0,0.0062878188,0.90174973,0.8160395,0.0,0.0,1.2618306,1.1809959e-05,0.71833932,1.9801817,-0.0,-4.5157695,5.1038732e-08,0.99716079,5.5588117,0.30309886
584.0,0.0063218623,0.90673798,0.81086963,0.0,0.0,1.2729532,1.2056742e-05,0.71315372,1.9861189,-0.0,-4.5117698,2.8374059e-08,0.99714011,5.4916763,0.30580029
586.0,0.006350609,0.91121238,0.80572599,0.0,0.0,1.2839705,1.236164e-05,0.70691198,1.9908949,-0.0,-4.5067239,1.5775628e-08,0.99711484,5.4106011,0.30848327
588.0,0.006374565,0.91521728,0.80060714,0.0,0.0,1.2948799,1.2723843e-05,0.69972241,1.9946151,-0.0,-4.5007219,8.7721004e-09,0.99708527,5.3168445,0.31114686
590.0,0.0063941856,0.91879338,0.7955119,0.0,0.0,1.3056788,1.3143306e-05,0.69168466,1.9973767,-0.0,-4.4938464,4.8784292e-09,0.99705166,5.2115407,0.31379011
592.0,0.0064098807,0.92197806,0.79043925,0.0,0.0,1.3163654,1.3620675e-05,0.68288982,1.9992688,-0.0,-4.4861698,2.7134581e-09,0.99701422,5.0957079,0.31641224
594.0,0.0064220214,0.92480522,0.78538811,0.0,0.0,1.3269376,1.4157223e-05,0.67342132,2.0003731,-0.0,-4.4777598,1.5095234e-09,0.99697316,4.9702587,0.31901261
596.0,0.0064309402,0.92730594,0.78035772,0.0,0.0,1.3373939,1.4754811e-05,0.66335523,2.0007639,-0.0,-4.4686756,8.3991775e-10,0.99692851,4.8360085,0.3215906
598.0,0.006436938,0.92950845,0.77534729,0.0,0.0,1.347733,1.5415864e-05,0.65276098,2.0005095,-0.0,-4.4589729,4.6743376e-10,0.99688047,4.6936846,0.32414573
600.0,0.0064402856,0.93143839,0.77035606,0.0,0.0,1.3579538,1.6143362e-05,0.64170206,1.9996719,-0.0,-4.4487009,2.6019323e-10,0.99682903,4.5439348,0.3266775
602.0,0.0064412276,0.93311912,0.7653836,0.0,0.0,1.368055,1.6940838e-05,0.63023615,1.9983081,-0.0,-4.4379044,1.4486728e-10,0.99677438,4.3873339,0.32918558
604.0,0.0064399843,0.93457168,0.7604292,0.0,0.0,1.3780359,1.7812392e-05,0.61841619,1.99647,-0.0,-4.4266243,8.067684e-11,0.99671644,4.224391,0.3316696
606.0,0.0064367545,0.93581522,0.75549257,0.0,0.0,1.3878957,1.8762714e-05,0.60629034,1.9942049,-0.0,-4.4148974,4.494044e-11,0.99665523,4.0555563,0.3341293
608.0,0.0064317179,0.93686706,0.75057316,0.0,0.0,1.3976338,1.9797111e-05,0.59390277,1.9915564,-0.0,-4.4027576,2.5040402e-11,0.99659085,3.8812277,0.33656442
610.0,0.0064250361,0.93774283,0.74567062,0.0,0.0,1.4072496,2.0921554e-05,0.58129376,1.9885641,-0.0,-4.3902359,1.3956171e-11,0.9965232,3.7017536,0.33897477
612.0,0.0064168558,0.93845659,0.7407847,0.0,0.0,1.4167423,2.2142716e-05,0.56850028,1.9852648,-0.0,-4.3773594,7.7806867e-12,0.99645233,3.5174398,0.34136015
614.0,0.0064073089,0.93902105,0.73591506,0.0,0.0,1.4261118,2.3468048e-05,0.55555624,1.9816915,-0.0,-4.3641543,4.3391202e-12,0.99637818,3.3285525,0.34372047
616.0,0.0063965148,0.9394477,0.73106146,0.0,0.0,1.4353576,2.4905832e-05,0.54249275,1.9778752,-0.0,-4.3506427,2.4206008e-12,0.99630064,3.1353228,0.34605557
618.0,0.0063845818,0.9397468,0.72622371,0.0,0.0,1.4444791,2.6465274e-05,0.52933848,1.9738441,-0.0,-4.3368459,1.3507907e-12,0.99621964,2.9379497,0.34836534
620.0,0.0063716066,0.93992752,0.72140163,0.0,0.0,1.4534762,2.8156588e-05,0.51611978,1.9696242,-0.0,-4.322783,7.5405334e-13,0.99613518,2.7366035,0.35064974
622.0,0.0063576777,0.93999821,0.71659505,0.0,0.0,1.4623485,2.9991108e-05,0.5028609,1.9652393,-0.0,-4.3084707,4.2108618e-13,0.99604714,2.5314281,0.35290867
624.0,0.0063428748,0.93996614,0.71180385,0.0,0.0,1.4710954,3.198141e-05,0.48958439,1.9607118,-0.0,-4.2939253,2.3523439e-13,0.99595541,2.3225439,0.35514209
626.0,0.0063272696,0.93983793,0.70702791,0.0,0.0,1.479717,3.4141438e-05,0.47631106,1.9560622,-0.0,-4.27916,1.3146119e-13,0.9958598,2.11005,0.35734996
628.0,0.0063109277,0.93961942,0.70226717,0.0,0.0,1.4882127,3.6486686e-05,0.46306014,1.9513093,-0.0,-4.2641888,7.3496642e-14,0.99576026,1.8940256,0.35953227
630.0,0.0062939073,0.93931586,0.69752151,0.0,0.0,1.4965822,3.9034348e-05,0.44984961,1.9464707,-0.0,-4.249022,4.1107122e-14,0.99565661,1.6745324,0.36168894
632.0,0.0062762625,0.93893164,0.69279093,0.0,0.0,1.504825,4.1803542e-05,0.43669611,1.9415629,-0.0,-4.2336712,2.3001327e-14,0.99554867,1.4516162,0.36381999
634.0,0.0062580407,0.9384709,0.68807542,0.0,0.0,1.5129409,4.4815522e-05,0.42361525,1.9366009,-0.0,-4.2181449,1.2876024e-14,0.99543625,1.2253073,0.3659254
636.0,0.0062392852,0.93793708,0.68337494,0.0,0.0,1.5209293,4.8093967e-05,0.41062155,1.931599,-0.0,-4.2024517,7.211254e-15,0.99531925,0.99562359,0.36800516
638.0,0.0062200362,0.93733317,0.67868948,0.0,0.0,1.5287899,5.1665247e-05,0.39772865,1.9265702,-0.0,-4.1865993,4.040614e-15,0.99519736,0.76256984,0.37005925
640.0,0.0062003285,0.93666172,0.6740191,0.0,0.0,1.5365222,5.5558787e-05,0.38494927,1.921527,-0.0,-4.1705942,2.2651607e-15,0.99507034,0.52613997,0.37208766
642.0,0.0061801942,0.93592495,0.66936386,0.0,0.0,1.5441256,5.9807455e-05,0.37229541,1.9164808,-0.0,-4.1544423,1.2704973e-15,0.99493802,0.28631735,0.3740904
644.0,0.0061596618,0.93512464,0.66472381,0.0,0.0,1.5515995,6.4447988e-05,0.35977837,1.9114423,-0.0,-4.1381488,7.129840500000001e-16,0.99480009,0.04307596,0.37606746
646.0,0.0061387583,0.93426216,0.66009897,0.0,0.0,1.5589434,6.9521513e-05,0.34740874,1.9064217,-0.0,-4.1217184,4.003371e-16,0.99465626,-0.20361897,0.37801883
648.0,0.0061175064,0.93333876,0.6554895,0.0,0.0,1.5661566,7.5074116e-05,0.33519655,1.9014282,-0.0,-4.105155,2.2491623e-16,0.99450624,-0.4538103,0.37994447
650.0,0.0060959267,0.93235511,0.65089554,0.0,0.0,1.5732384,8.115753e-05,0.32315126,1.8964708,-0.0,-4.0884609,1.2643697000000002e-16,0.99434972,-0.70754832,0.38184437
652.0,0.0060740388,0.93131179,0.64631718,0.0,0.0,1.5801879,8.7829852e-05,0.31128177,1.8915576,-0.0,-4.07164,7.112061800000001e-17,0.99418628,-0.96489006,0.38371858
654.0,0.0060518589,0.9302091,0.64175463,0.0,0.0,1.5870044,9.515648e-05,0.29959652,1.8866961,-0.0,-4.0546942,4.0030909e-17,0.99401551,-1.225899,0.38556698
656.0,0.0060294019,0.92904699,0.63720798,0.0,0.0,1.5936871,0.00010321104,0.28810343,1.8818938,-0.0,-4.0376244,2.2546785e-17,0.99383712,-1.4906443,0.38738963
658.0,0.0060066814,0.92782527,0.63267756,0.0,0.0,1.6002349,0.00011207663,0.27681005,1.877157,-0.0,-4.0204325,1.2707917000000001e-17,0.99365056,-1.7592006,0.38918644
660.0,0.0059837089,0.92654341,0.62816352,0.0,0.0,1.6066468,0.00012184709,0.26572341,1.872492,-0.0,-4.003119,7.167646599999999e-18,0.99345541,-2.0316472,0.39095742
662.0,0.0059604947,0.92520076,0.62366617,0.0,0.0,1.6129217,0.00013262856,0.25485015,1.8679044,-0.0,-3.9856842,4.0457928999999996e-18,0.99325114,-2.308068,0.39270252
664.0,0.0059370482,0.92379636,0.61918581,0.0,0.0,1.6190586,0.00014454126,0.24419652,1.8633996,-0.0,-3.9681277,2.2854345e-18,0.99303716,-2.5885515,0.39442167
666.0,0.0059133759,0.92232913,0.61472273,0.0,0.0,1.6250561,0.00015772159,0.23376834,1.8589822,-0.0,-3.950449,1.2920686999999999e-18,0.99281293,-2.8731887,0.39611486
668.0,0.0058894856,0.92079765,0.61027735,0.0,0.0,1.630913,0.00017232445,0.22357106,1.8546565,-0.0,-3.9326472,7.3108642e-19,0.99257779,-3.162075,0.397782
670.0,0.0058653816,0.91920048,0.6058501,0.0,0.0,1.636628,0.00018852603,0.21360971,1.8504263,-0.0,-3.9147208,4.1403139999999997e-19,0.99233103,-3.4553082,0.39942306
672.0,0.0058410694,0.91753578,0.60144138,0.0,0.0,1.6421996,0.00020652704,0.20388889,1.8462951,-0.0,-3.8966684,2.3469042e-19,0.99207193,-3.7529886,0.40103799
674.0,0.0058165519,0.91580176,0.59705174,0.0,0.0,1.6476263,0.00022655647,0.19441286,1.8422657,-0.0,-3.8784876,1.3315938999999999e-19,0.99179971,-4.0552187,0.40262666
676.0,0.0057918318,0.91399622,0.59268177,0.0,0.0,1.6529064,0.00024887585,0.18518539,1.8383408,-0.0,-3.8601763,7.5627618e-20,0.99151349,-4.362103,0.40418905
678.0,0.005766911,0.91211677,0.58833206,0.0,0.0,1.6580384,0.00027378442,0.17620991,1.834522,-0.0,-3.8417315,4.2997178e-20,0.99121243,-4.6737466,0.40572503
680.0,0.0057417904,0.91016102,0.58400327,0.0,0.0,1.6630204,0.000301625,0.16748939,1.8308114,-0.0,-3.8231506,2.4472035e-20,0.99089539,-4.9902563,0.40723455
682.0,0.005716471,0.90812618,0.57969624,0.0,0.0,1.6678505,0.00033279083,0.15902638,1.8272097,-0.0,-3.8044302,1.3944139e-20,0.99056143,-5.311739,0.40871748
684.0,0.0056909514,0.90600938,0.5754118,0.0,0.0,1.6725268,0.00036773377,0.15082298,1.8237176,-0.0,-3.785567,7.954751999999999e-21,0.99020934,-5.6383014,0.41017374
686.0,0.005665232,0.90380752,0.57115084,0.0,0.0,1.6770475,0.00040697362,0.14288084,1.8203354,-0.0,-3.7665572,4.5435799000000004e-21,0.98983788,-5.9700499,0.41160321
688.0,0.00563931,0.90151727,0.56691444,0.0,0.0,1.6814103,0.00045110926,0.13520119,1.8170626,-0.0,-3.7473972,2.5985469000000002e-21,0.98944575,-6.3070903,0.41300577
690.0,0.0056131841,0.89913517,0.56270367,0.0,0.0,1.685613,0.00050083152,0.12778471,1.8138986,-0.0,-3.7280829,1.4881599000000001e-21,0.98903143,-6.6495256,0.41438133
692.0,0.0055868519,0.89665747,0.55851984,0.0,0.0,1.6896534,0.00055693847,0.12063173,1.810842,-0.0,-3.7086103,8.5345844e-22,0.98859346,-6.997458,0.41572973
694.0,0.0055603096,0.8940804,0.55436426,0.0,0.0,1.6935291,0.00062035315,0.11374201,1.8078915,-0.0,-3.6889753,4.9018216e-22,0.98813015,-7.3509865,0.41705084
696.0,0.0055335551,0.89139974,0.55023855,0.0,0.0,1.6972377,0.0006921445,0.10711486,1.8050447,-0.0,-3.6691742,2.8197145e-22,0.98763961,-7.710207,0.41834453
698.0,0.005506584,0.88861132,0.54614425,0.0,0.0,1.7007767,0.00077355211,0.10074912,1.8022993,-0.0,-3.6492028,1.6246395000000002e-22,0.98711997,-8.0752115,0.41961065
700.0,0.0054793926,0.88571054,0.54208332,0.0,0.0,1.7041433,0.00086601474,0.094643138,1.7996525,-0.0,-3.6290576,9.3766266e-23,0.98656911,-8.4460859,0.42084906
702.0,0.0054519768,0.88269275,0.53805763,0.0,0.0,1.7073351,0.00097120448,0.088794768,1.797101,-0.0,-3.6087351,5.4213727e-23,0.98598468,-8.8229141,0.42205957
704.0,0.0054243328,0.87955308,0.53406954,0.0,0.0,1.7103491,0.0010910666,0.083201401,1.7946416,-0.0,-3.5882318,3.1403788999999997e-23,0.98536438,-9.2057695,0.42324206
706.0,0.005396456,0.87628645,0.53012133,0.0,0.0,1.7131827,0.001227866,0.07785996,1.7922705,-0.0,-3.5675454,1.8226533e-23,0.98470545,-9.5947218,0.42439637
708.0,0.0053683431,0.87288761,0.52621573,0.0,0.0,1.7158327,0.0013842426,0.072766893,1.7899839,-0.0,-3.5466735,1.0600259e-23,0.98400509,-9.9898329,0.4255223
710.0,0.0053399894,0.86935115,0.52235568,0.0,0.0,1.7182965,0.0015632747,0.067918211,1.787778,-0.0,-3.5256147,6.1782079e-24,0.98326021,-10.391154,0.42661971
712.0,0.0053113918,0.8656714,0.51854438,0.0,0.0,1.7205708,0.0017685554,0.063309483,1.7856488,-0.0,-3.5043685,3.6090059e-24,0.98246747,-10.798729,0.42768839
714.0,0.0052825473,0.86184257,0.51478517,0.0,0.0,1.7226527,0.0020042798,0.058935866,1.7835928,-0.0,-3.482935,2.1131941e-24,0.98162341,-11.212591,0.42872816
716.0,0.0052534533,0.85785878,0.51108205,0.0,0.0,1.7245389,0.0022753486,0.054792114,1.7816064,-0.0,-3.4613154,1.2404176e-24,0.9807241,-11.632763,0.42973888
718.0,0.0052241073,0.85371393,0.50743908,0.0,0.0,1.7262264,0.0025874872,0.050872613,1.7796866,-0.0,-3.4395125,7.3000458e-25,0.97976542,-12.059254,0.43072033
720.0,0.0051945094,0.84940189,0.50386077,0.0,0.0,1.7277122,0.002947385,0.047171395,1.777831,-0.0,-3.4175303,4.307915699999999e-25,0.97874296,-12.492062,0.43167233
722.0,0.0051646587,0.84491628,0.50035208,0.0,0.0,1.7289927,0.0033628563,0.043682184,1.7760378,-0.0,-3.3953743,2.549471e-25,0.97765195,-12.931173,0.43259472
724.0,0.0051345564,0.84025085,0.49691835,0.0,0.0,1.7300651,0.0038430269,0.040398393,1.7743065,-0.0,-3.3730519,1.5133314999999999e-25,0.97648722,-13.376558,0.4334873
726.0,0.0051042056,0.83539909,0.49356538,0.0,0.0,1.7309259,0.0043985466,0.037313197,1.7726377,-0.0,-3.3505723,9.0111772e-26,0.97524327,-13.828176,0.43434986
728.0,0.0050736107,0.83035457,0.49029943,0.0,0.0,1.7315722,0.005041834,0.034419525,1.7710335,-0.0,-3.3279471,5.3834087e-26,0.97391421,-14.285967,0.43518224
730.0,0.0050427774,0.82511085,0.4871273,0.0,0.0,1.7320006,0.0057873521,0.031710126,1.769498,-0.0,-3.3051898,3.2272232e-26,0.97249365,-14.749864,0.43598425
732.0,0.0050117131,0.8196615,0.48405623,0.0,0.0,1.732208,0.0066519231,0.029177595,1.7680376,-0.0,-3.2823164,1.9416292e-26,0.97097492,-15.219782,0.43675572
734.0,0.0049804291,0.81400019,0.48109412,0.0,0.0,1.7321914,0.0076550762,0.026814397,1.7666609,-0.0,-3.2593453,1.1725779e-26,0.9693507,-15.695624,0.43749645
736.0,0.0049489369,0.80812073,0.47824931,0.0,0.0,1.7319477,0.0088194357,0.024612922,1.76538,-0.0,-3.2362978,7.109350100000001e-27,0.96761322,-16.177286,0.43820629
738.0,0.0049172523,0.80201691,0.47553077,0.0,0.0,1.7314737,0.010171146,0.022565506,1.7642103,-0.0,-3.2131975,4.3282063e-27,0.96575421,-16.66465,0.43888503
740.0,0.0048853927,0.79568291,0.47294807,0.0,0.0,1.7307665,0.011740335,0.020664478,1.7631713,-0.0,-3.1900709,2.6463978e-27,0.96376473,-17.157595,0.43953258
742.0,0.0048533785,0.78911304,0.47051129,0.0,0.0,1.729823,0.013561601,0.018902192,1.7622868,-0.0,-3.1669469,1.6253722000000002e-27,0.96163523,-17.655996,0.44014868
744.0,0.0048212344,0.78230172,0.46823111,0.0,0.0,1.7286401,0.015674528,0.017271057,1.7615856,-0.0,-3.1438568,1.0029617e-27,0.95935559,-18.159733,0.44073325
746.0,0.0047889859,0.77524394,0.46611884,0.0,0.0,1.7272146,0.018124225,0.015763577,1.7611023,-0.0,-3.1208348,6.2192048e-28,0.95691484,-18.668688,0.44128609
748.0,0.004756663,0.76793468,0.46418622,0.0,0.0,1.7255431,0.020961836,0.01437238,1.7608774,-0.0,-3.0979161,3.8760674e-28,0.95430118,-19.18276,0.44180706
750.0,0.0047242981,0.76036948,0.46244565,0.0,0.0,1.7236224,0.024245072,0.013090247,1.7609577,-0.0,-3.0751386,2.4285233000000003e-28,0.95150197,-19.701872,0.44229603
752.0,0.0046919272,0.75254416,0.46090984,0.0,0.0,1.7214485,0.028038673,0.011910146,1.7613974,-0.0,-3.0525405,1.529952e-28,0.94850338,-20.225971,0.44275284
754.0,0.004659588,0.74445474,0.45959213,0.0,0.0,1.7190173,0.032414816,0.01082525,1.7622573,-0.0,-3.0301611,9.6936971e-29,0.94529039,-20.755049,0.44317728
756.0,0.0046273204,0.73609775,0.45850617,0.0,0.0,1.7163239,0.037453435,0.009828968,1.7636063,-0.0,-3.0080395,6.178317699999999e-29,0.94184673,-21.289143,0.44356927
758.0,0.0045951675,0.72746986,0.45766592,0.0,0.0,1.7133631,0.04324241,0.0089149633,1.7655203,-0.0,-2.9862134,3.9620023e-29,0.93815434,-21.828358,0.44392863
760.0,0.0045631728,0.71856815,0.45708576,0.0,0.0,1.7101283,0.049877577,0.0080771707,1.7680831,-0.0,-2.96472,2.5569308e-29,0.93419319,-22.372868,0.44425514
762.0,0.0045313812,0.70938969,0.45678017,0.0,0.0,1.7066125,0.057462577,0.0073098177,1.7713848,-0.0,-2.9435923,1.6610433e-29,0.92994112,-22.922935,0.44454864
764.0,0.0044998368,0.6999318,0.45676392,0.0,0.0,1.7028067,0.066108398,0.0066074328,1.7755226,-0.0,-2.9228604,1.0864269e-29,0.92537308,-23.478924,0.44480893
766.0,0.004468584,0.69019186,0.45705187,0.0,0.0,1.6987009,0.075932682,0.0059648589,1.7805985,-0.0,-2.9025486,7.1561606e-30,0.92046088,-24.041307,0.44503573
768.0,0.0044376645,0.68016714,0.45765889,0.0,0.0,1.694283,0.087058663,0.0053772591,1.7867188,-0.0,-2.8826752,4.7481527e-30,0.91517252,-24.610682,0.44522879
770.0,0.0044071185,0.6698547,0.4585999,0.0,0.0,1.6895386,0.099613681,0.0048401202,1.7939924,-0.0,-2.8632498,3.1742624e-30,0.90947145,-25.187782,0.44538778
772.0,0.0043769805,0.65925133,0.45988971,0.0,0.0,1.684451,0.11372733,0.0043492573,1.8025275,-0.0,-2.8442731,2.1386849999999998e-30,0.90331578,-25.773485,0.44551232
774.0,0.0043472797,0.6483534,0.46154293,0.0,0.0,1.6790007,0.12952904,0.003900808,1.8124306,-0.0,-2.8257332,1.4526251e-30,0.89665741,-26.368818,0.44560203
776.0,0.0043180389,0.63715672,0.46357396,0.0,0.0,1.6731652,0.14714527,0.0034912296,1.8238016,-0.0,-2.8076053,9.9491293e-31,0.88944113,-26.974968,0.44565636
778.0,0.0042892713,0.62565655,0.46599671,0.0,0.0,1.6669179,0.16669613,0.0031172903,1.8367314,-0.0,-2.7898483,6.87336e-31,0.8816033,-27.593275,0.44567478
780.0,0.0042609787,0.61384732,0.46882465,0.0,0.0,1.6602291,0.18829186,0.0027760582,1.851297,-0.0,-2.7724023,4.7911495e-31,0.87307072,-28.225239,0.4456566
782.0,0.0042331493,0.60172266,0.47207031,0.0,0.0,1.653064,0.21202913,0.0024648849,1.867558,-0.0,-2.7551866,3.3708366e-31,0.8637594,-28.872517,0.44560111
784.0,0.0042057573,0.5892756,0.47574523,0.0,0.0,1.6453837,0.23798776,0.0021813887,1.8855529,-0.0,-2.7380953,2.3944773000000003e-31,0.8535732,-29.536911,0.44550744
786.0,0.004178755,0.57649809,0.47985953,0.0,0.0,1.637144,0.26622841,0.001923432,1.9052958,-0.0,-2.7209959,1.7179611e-31,0.84240258,-30.220367,0.44537461
788.0,0.0041520759,0.56338167,0.48442155,0.0,0.0,1.6282947,0.29679224,0.0016890967,1.9267761,-0.0,-2.7037244,1.2453937e-31,0.83012307,-30.924973,0.44520155
790.0,0.0041256272,0.5499171,0.48943734,0.0,0.0,1.6187793,0.32970288,0.001476657,1.9499588,-0.0,-2.6860836,9.1255207e-32,0.81659395,-31.652964,0.44498706
792.0,0.004099288,0.53609467,0.49491018,0.0,0.0,1.6085339,0.36497241,0.0012845508,1.9747908,-0.0,-2.6678398,6.7614241e-32,0.80165726,-32.406731,0.44472975
794.0,0.0040729064,0.52190453,0.50084007,0.0,0.0,1.5974855,0.40261102,0.0011113515,2.0012078,-0.0,-2.6487215,5.0678471e-32,0.78513616,-33.188862,0.44442818
796.0,0.0040462958,0.50733668,0.50722319,0.0,0.0,1.585551,0.44264153,0.00095574162,2.0291483,-0.0,-2.6284175,3.8440667e-32,0.76683444,-34.002182,0.44408062
798.0,0.0040192315,0.49238119,0.51405162,0.0,0.0,1.5726333,0.48511752,0.0008164894,2.0585673,-0.0,-2.6065788,2.952009e-32,0.74653542,-34.849831,0.44368529
800.0,0.0039914511,0.47702834,0.52131301,0.0,0.0,1.5586191,0.53014547,0.00069243152,2.089457,-0.0,-2.5828178,2.2960377000000002e-32,0.72400248,-35.735378,0.44324011
802.0,0.003962649,0.46126884,0.52899039,0.0,0.0,1.5433738,0.57790864,0.00058246037,2.121865,-0.0,-2.5567119,1.809448e-32,0.69898033,-36.66293,0.44274282
804.0,0.0039324784,0.44509375,0.53706229,0.0,0.0,1.5267355,0.62869316,0.00048551767,2.1559143,-0.0,-2.5278063,1.4453849000000001e-32,0.67119914,-37.637287,0.44219089
806.0,0.0039005496,0.4284946,0.5455029,0.0,0.0,1.5085075,0.68291533,0.00040059153,2.1918232,-0.0,-2.4956176,1.1707028e-32,0.64038306,-38.664131,0.44158146
808.0,0.0038664318,0.41146341,0.55428278,0.0,0.0,1.4884486,0.74114978,0.00032671681,2.2299252,-0.0,-2.4596376,9.617862499999999e-33,0.60626543,-39.750183,0.44091129
810.0,0.0038296531,0.3939929,0.5633691,0.00048387886,0.0,1.466261,0.8041603,0.00026297648,2.2706842,-2.833647e-05,-2.4193368,0.00014531729,0.56861526,-40.903416,0.44017673
812.0,0.0037897029,0.37607679,0.57272649,0.0010037608,0.0,1.4415753,0.8729285,0.00020850389,2.3147123,-0.00013086383,-2.3741663,0.00040055384,0.52728009,-42.133167,0.43937352
814.0,0.0037460329,0.35771042,0.58231795,0.0015801913,0.0,1.4139286,0.94869542,0.00016247327,2.3627865,-0.00029934573,-2.3235645,0.00075054419,0.48224249,-43.450466,0.43849683
816.0,0.0036980617,0.33889177,0.59210551,0.0023149755,0.0,1.3827366,1.0330018,0.0001240946,2.4158623,-0.0005277305,-2.2669618,0.0012239647,0.43369681,-44.868259,0.43754107
818.0,0.0036451761,0.31962264,0.60205144,0.0032978742,0.0,1.3472562,1.1277207,9.2607115e-05,2.4750695,-0.00079455081,-2.2037852,0.0018621505,0.38214284,-46.401669,0.43649977
820.0,0.0035867372,0.29991102,0.61211926,0.0046403618,0.0,1.3065383,1.2350684,6.7270885e-05,2.5416741,-0.0010559509,-2.1334674,0.0027242473,0.32848045,-48.068146,0.43536535
822.0,0.0035220848,0.2797741,0.62227446,0.006502755,0.0,1.259365,1.3575498,4.7358888e-05,2.6169622,-0.0012506736,-2.0554583,0.0038947214,0.27407539,-49.887486,0.43412909
824.0,0.0034505452,0.2592428,0.63248581,0.0091311028,0.0,1.2041748,1.4977509,3.2151132e-05,2.7019577,-0.0013192473,-1.9692425,0.0054942719,0.22075093,-51.881424,0.43278077
826.0,0.0033714424,0.2383682,0.64272624,0.012916792,0.0,1.1389865,1.6578089,2.0932785e-05,2.7968163,-0.001232491,-1.8743683,0.0076956609,0.17065227,-54.072357,0.4313086
828.0,0.0032841132,0.21723042,0.65297329,0.018497245,0.0,1.061352,1.8382571,1.2998066e-05,2.8996222,-0.0010129499,-1.7704934,0.010746608,0.12595317,-56.480312,0.42969912
830.0,0.0031879342,0.19595087,0.66320926,0.026925895,0.0,0.96842474,2.0358112,7.661808e-06,3.0042436,-0.00072952127,-1.6574608,0.015002615,0.088437721,-59.116863,0.42793727
832.0,0.0030823604,0.17470713,0.67342085,0.039945982,0.0,0.85732585,2.2397838,4.2796278e-06,3.0971138,-0.00046244456,-1.535424,0.02097339,0.059080545,-61.974167,0.42600715
834.0,0.0029669916,0.153749,0.68359691,0.060373072,0.0,0.72611952,2.4279466,2.2751344e-06,3.1540685,-0.00026329508,-1.4050503,0.029388631,0.037805315,-65.008057,0.42389345
836.0,0.0028416775,0.13340843,0.69372493,0.092433274,0.0,0.5756703,2.5658152,1.1684651e-06,3.1414866,-0.00014067571,-1.2678248,0.041297588,0.023560157,-68.119064,0.4215844
838.0,0.0027066709,0.11408932,0.70378608,0.14149523,0.0,0.41195062,2.6166983,5.9648619e-07,3.0286493,-7.5576791e-05,-1.1264125,0.058223095,0.014700763,-71.146301,0.41907632
840.0,0.0025628197,0.096220493,0.71375114,0.21221954,0.0,0.24680221,2.5639255,3.1471856e-07,2.8107281,-4.4181925e-05,-0.98484242,0.082252391,0.0095014302,-73.896851,0.41637805
842.0,0.0024117164,0.080172062,0.7235809,0.30499259,0.0,0.094733402,2.4271026,1.7833337e-07,2.5218363,-2.97033e-05,-0.84810561,0.11547059,0.0065480322,-76.212219,0.41351259
844.0,0.0022556856,0.066170551,0.73323148,0.41328123,0.0,-0.033110965,2.2507448,1.1117769e-07,2.217634,-2.3132965e-05,-0.72105861,0.1584163,0.0048770774,-78.02774,0.41051328
846.0,0.0020975424,0.054261874,0.74266297,0.5253908,0.0,-0.13278872,2.0763421,7.6587718e-08,1.9435534,-2.0258114e-05,-0.60722399,0.20921977,0.0039126249,-79.376961,0.40741649
848.0,0.0019402152,0.044336237,0.75184476,0.62967747,0.0,-0.20661646,1.9263908,5.7662334e-08,1.7197744,-1.9173032e-05,-0.50824851,0.26465297,0.0033359064,-80.349281,0.40425494
850.0,0.0017863928,0.036186662,0.76075709,0.71866274,0.0,-0.25982013,1.8064359,4.6614957e-08,1.5466158,-1.8975295e-05,-0.42412996,0.32161388,0.0029758706,-81.043671,0.40105447
