data_set_T_baseline,data_set_EXC2_baseline,data_set_FV1_baseline,data_set_FV2_baseline,data_set_FV3_baseline,data_set_FV4_baseline,data_set_H1_baseline,data_set_H2_baseline,data_set_H3_baseline,data_set_H4_baseline,data_set_INH1_baseline,data_set_INH2_baseline,data_set_INH3_baseline,data_set_INH4_baseline,data_set_M2_baseline,data_set_M3_baseline,data_set_M4_baseline,data_set_V1_baseline,data_set_V2_baseline,data_set_V3_baseline,data_set_V4_baseline
2660.0,0.057056855,0.095094755,0.058780264,0.082241721,0.13027066,0.47558603,0.29315865,0.3352288,0.34156629,0.012234275,0.061286464,0.04178169,0.054642856,0.091351666,0.17104395,0.069402888,-50.023651,-41.093483,-39.649086,-37.594273
2670.0,0.057410825,0.095684707,0.059040006,0.081718147,0.13036354,0.47580346,0.29316589,0.33501562,0.34117636,0.012170222,0.061172962,0.041942179,0.054485168,0.091132388,0.17067336,0.069579281,-49.968956,-41.074741,-39.676914,-37.590992
2680.0,0.057792548,0.096320912,0.059665438,0.081582151,0.13118091,0.47601593,0.29317141,0.33480483,0.34078702,0.012165482,0.061381456,0.042358309,0.054611597,0.090915509,0.17030096,0.069755681,-49.910309,-41.02993,-39.68417,-37.562229
2690.0,0.05817233,0.096953884,0.059965987,0.081078678,0.13134433,0.47622332,0.29317507,0.33459637,0.34039801,0.012104999,0.061294544,0.042546809,0.054475199,0.090701185,0.16992712,0.069932416,-49.852306,-41.008553,-39.711121,-37.556496
2700.0,0.05856435,0.097607248,0.060227085,0.080520816,0.13143162,0.4764255,0.29317692,0.33439028,0.34000942,0.012036576,0.061170109,0.042707831,0.054302491,0.090489365,0.16955158,0.070109382,-49.792786,-40.990063,-39.741165,-37.553436
2710.0,0.058969874,0.098283119,0.060458284,0.079915226,0.13145605,0.47662234,0.29317692,0.33418661,0.33962125,0.011961244,0.061013926,0.042847775,0.054099336,0.090280063,0.16917431,0.070286624,-49.731586,-40.973755,-39.773998,-37.552582
2720.0,0.059406873,0.099011451,0.061022967,0.079651006,0.13213791,0.4768137,0.29317516,0.33398548,0.33923355,0.011938444,0.061147146,0.043220676,0.054149844,0.090073206,0.16879505,0.070464022,-49.666058,-40.934162,-39.788395,-37.528748
2730.0,0.059847783,0.099746302,0.061278693,0.079038583,0.13220379,0.47699946,0.2931715,0.33378676,0.33884612,0.01186288,0.061001554,0.043377403,0.053950969,0.089868955,0.16841404,0.070641883,-49.600372,-40.916348,-39.821926,-37.526447
2740.0,0.060310956,0.10051826,0.061580427,0.078461289,0.1323629,0.47717938,0.29316592,0.3335906,0.33845901,0.011793104,0.060893416,0.043566402,0.053781707,0.089667238,0.16803102,0.070820123,-49.531834,-40.895412,-39.853756,-37.520905
2750.0,0.060812883,0.10135481,0.062245734,0.078238413,0.13322933,0.47735333,0.29315856,0.33339712,0.3380723,0.011778241,0.06109317,0.044008907,0.053881004,0.089468032,0.16764574,0.070998646,-49.458088,-40.84959,-39.866104,-37.49081
2760.0,0.06132365,0.10220608,0.062563077,0.077628344,0.13340892,0.47752103,0.29314914,0.33320624,0.33768573,0.011704677,0.060982328,0.044208292,0.05370168,0.089271493,0.16725846,0.07117781,-49.383595,-40.827896,-39.900063,-37.484592
2770.0,0.061858922,0.10309821,0.062793992,0.076908894,0.13342592,0.47768229,0.29313779,0.33301803,0.33729935,0.011615001,0.06079318,0.044347689,0.053447202,0.089077599,0.16686891,0.071357578,-49.306114,-40.812176,-39.940426,-37.484005
2780.0,0.062441751,0.10406958,0.063367702,0.076510541,0.13410455,0.47783679,0.29312447,0.33283269,0.3369132,0.011575386,0.060889211,0.04472585,0.053440057,0.088886291,0.16647676,0.07153786,-49.222424,-40.773346,-39.962925,-37.460579
2790.0,0.063045882,0.10507646,0.063598707,0.075725667,0.13412239,0.47798425,0.29310903,0.33265015,0.33652705,0.011477544,0.060682643,0.044865344,0.053156164,0.088697761,0.16608216,0.071718998,-49.136398,-40.757805,-40.007568,-37.459965
2800.0,0.063715138,0.10619189,0.064351417,0.075428531,0.13512507,0.47812429,0.29309162,0.33247069,0.33614108,0.011455443,0.060903225,0.045367103,0.053248264,0.088511854,0.16568457,0.07190077,-49.041946,-40.707523,-40.024578,-37.425537
2810.0,0.064412348,0.10735392,0.06459792,0.074589171,0.13517575,0.47825646,0.29307196,0.33229417,0.3357549,0.011351283,0.060691804,0.045517541,0.052944504,0.088328861,0.16528422,0.072083697,-48.944473,-40.691177,-40.072971,-37.423801
2820.0,0.06518922,0.1086487,0.065295234,0.074136771,0.13607807,0.47838026,0.29305014,0.33212098,0.33536872,0.011308268,0.06084035,0.045981046,0.052950118,0.088148631,0.16488042,0.07226754,-48.836952,-40.645248,-40.099258,-37.393013
2830.0,0.06601122,0.11001871,0.065410033,0.073051043,0.13588022,0.47849512,0.29302588,0.33195105,0.33498213,0.011169584,0.060487844,0.046040032,0.052495979,0.087971464,0.16447337,0.072452873,-48.7244,-40.63773,-40.16296,-37.39975
2840.0,0.066952989,0.11158831,0.06623476,0.072581165,0.13701023,0.47860026,0.29299936,0.33178481,0.33459532,0.011127799,0.060699981,0.046591368,0.05253195,0.087797195,0.16406211,0.072639406,-48.596951,-40.58408,-40.1908,-37.361389
2850.0,0.067997485,0.11332913,0.066849314,0.071813181,0.13776024,0.4786948,0.29297021,0.33162233,0.33420789,0.011043051,0.060717631,0.046997603,0.052370727,0.087626137,0.16364658,0.072827756,-48.45742,-40.544502,-40.23666,-37.336075
2860.0,0.069186911,0.11531152,0.067507416,0.070956752,0.13858189,0.47877759,0.29293835,0.33146399,0.33381972,0.010948322,0.060732886,0.047433544,0.052182764,0.087458409,0.16322611,0.073018156,-48.300785,-40.502495,-40.288338,-37.308475
2870.0,0.070547327,0.11757888,0.067711219,0.069530532,0.1385718,0.47884706,0.29290342,0.33131009,0.33343041,0.010769893,0.060344785,0.04755532,0.051602107,0.087294325,0.16280015,0.073211223,-48.124481,-40.489563,-40.375694,-37.308811
2880.0,0.072231814,0.12038636,0.069134764,0.068990506,0.14080107,0.47890124,0.29286548,0.33116153,0.33303997,0.010735829,0.06086776,0.048520911,0.051786158,0.087133855,0.16236693,0.07340692,-47.910213,-40.400227,-40.409203,-37.234608
2890.0,0.074267663,0.12377943,0.069643103,0.06730137,0.1413516,0.47893721,0.29282352,0.33101869,0.33264738,0.010532945,0.060576849,0.048853438,0.051178545,0.086977892,0.16192587,0.073606871,-47.656933,-40.36874,-40.515606,-37.216438
2900.0,0.07696905,0.12828176,0.07109262,0.065917358,0.14356537,0.47895062,0.29277727,0.33088318,0.33225232,0.010393151,0.060867298,0.049833838,0.050990596,0.086826771,0.16147394,0.073811643,-47.329899,-40.280102,-40.604652,-37.143951
2910.0,0.080767497,0.1346125,0.072737552,0.06378378,0.1459935,0.47893447,0.29272524,0.33075696,0.33185336,0.010162875,0.06101967,0.050942209,0.050523967,0.086681932,0.1610077,0.074023522,-46.886215,-40.181515,-40.745392,-37.065506
2920.0,0.086827084,0.14471181,0.075289622,0.060502678,0.14951043,0.47887594,0.29266489,0.33064425,0.33144853,0.0098054912,0.061188854,0.052649297,0.049813092,0.086545862,0.16051981,0.074245833,-46.213554,-40.032555,-40.970631,-36.953785
2930.0,0.098905794,0.16484299,0.080813549,0.054293826,0.15534337,0.47874674,0.29258969,0.33055526,0.33103386,0.0091168787,0.061262343,0.056255296,0.048676286,0.086425327,0.15999341,0.07448519,-44.98101,-39.725376,-41.430084,-36.77317
2940.0,0.13956194,0.23260322,0.10964174,0.03521755,0.16005313,0.47845644,0.29246974,0.33053255,0.33060434,0.006802991,0.057524677,0.073787697,0.04874042,0.086354777,0.15936959,0.074750647,-41.549358,-38.377625,-43.241432,-36.631332
2950.0,0.42429718,0.70716196,0.89425975,0.00020785761,0.0016311434,0.47728088,0.29168779,0.33146033,0.33072951,5.0449351e-05,0.00054546457,0.53663743,0.26837146,0.08767049,0.15841548,0.074670561,-24.946878,-21.459957,-63.913799,-55.667366
2960.0,0.46353629,0.77256048,0.93045282,0.00018543597,0.0012861795,0.47453269,0.28974193,0.33362454,0.33190551,4.2472191e-05,0.00043592157,0.55833602,0.2792193,0.090922877,0.15736464,0.074303463,-22.217392,-19.625336,-64.370461,-56.619167
2970.0,0.46269631,0.77116048,0.92784631,0.00018621405,0.0012972472,0.47170594,0.2877771,0.33578894,0.33309129,4.2735464e-05,0.00043945198,0.55677265,0.27843767,0.09417706,0.15632075,0.073938027,-22.280994,-19.78373,-64.353706,-56.58485
2980.0,0.46151292,0.76918817,0.92489499,0.00018739997,0.0013104581,0.46891361,0.28585085,0.33794037,0.33426964,4.3081869e-05,0.00044373542,0.55500251,0.27755284,0.097403601,0.15528381,0.073574461,-22.370136,-19.956827,-64.328308,-56.54427
2990.0,0.46033162,0.76721936,0.92186522,0.00018945694,0.001324199,0.4661561,0.28396267,0.34007874,0.33544031,4.3545104e-05,0.00044841308,0.55318534,0.27664483,0.10060212,0.15425378,0.073212765,-22.45859,-20.128143,-64.284637,-56.502491
3000.0,0.45915505,0.76525843,0.91875839,0.00019042911,0.0013384427,0.46343273,0.28211147,0.34220377,0.33660328,4.3880278e-05,0.00045294865,0.55132198,0.27571321,0.10377245,0.15323061,0.072852924,-22.546173,-20.297617,-64.26416,-56.459637
3010.0,0.45798346,0.76330578,0.91557628,0.00019258338,0.0013532401,0.46074289,0.28029627,0.34431571,0.33775842,4.4371525e-05,0.00045796955,0.54941344,0.27475953,0.10691441,0.15221423,0.072494939,-22.632883,-20.465179,-64.219154,-56.415596
3020.0,0.45681632,0.76136053,0.91231775,0.00019360808,0.0013685734,0.45808595,0.27851611,0.34641424,0.33890569,4.4729612e-05,0.00046284622,0.54745907,0.27378243,0.11002786,0.15120465,0.072138801,-22.718775,-20.630926,-64.197922,-56.370468
3030.0,0.45565394,0.7594232,0.90898514,0.00019617678,0.0013845026,0.45546132,0.27677006,0.34849966,0.34004501,4.5289635e-05,0.0004683185,0.54546034,0.27278382,0.11311262,0.15020177,0.071784496,-22.803841,-20.794775,-64.145195,-56.324116
3040.0,0.45449552,0.75749254,0.90557694,0.00019704747,0.0014009937,0.45286843,0.27505723,0.35057148,0.34117627,4.564584e-05,0.00047350093,0.5434162,0.27176175,0.11616855,0.14920558,0.071432032,-22.888151,-20.956852,-64.127472,-56.276688
3050.0,0.4533416,0.75556934,0.90209645,0.00019986834,0.0014181258,0.45030668,0.27337673,0.35263017,0.34229943,4.6255431e-05,0.0004794022,0.54132879,0.27071887,0.1191955,0.14821602,0.071081385,-22.971682,-21.117046,-64.07061,-56.228001
3060.0,0.45219132,0.75365222,0.89854157,0.00020069297,0.0014358514,0.44777554,0.27172774,0.35467517,0.3434144,4.6624391e-05,0.00048494252,0.53919673,0.26965278,0.12219331,0.14723305,0.070732556,-23.054508,-21.275503,-64.054138,-56.178242
3070.0,0.4510453,0.75174218,0.89491677,0.00020400443,0.0014542683,0.4452745,0.27010944,0.35670704,0.34452108,4.7314581e-05,0.00049136172,0.53702277,0.26856685,0.12516184,0.14625664,0.070385545,-23.136597,-21.432087,-63.988659,-56.12719
3080.0,0.44990245,0.7498374,0.89121902,0.00020459879,0.0014733035,0.442803,0.26852104,0.35872501,0.34561944,4.7674403e-05,0.00049723272,0.53480512,0.26745778,0.12810098,0.14528672,0.07004033,-23.218037,-21.586985,-63.97702,-56.075096
3090.0,0.4487637,0.74793947,0.88745421,0.00020838923,0.0014930866,0.44036058,0.26696181,0.3607299,0.34670937,4.8444952e-05,0.00050419109,0.53254718,0.26633003,0.13101055,0.14432329,0.069696926,-23.298777,-21.740011,-63.90358,-56.021664
3100.0,0.44762772,0.74604619,0.88361853,0.0002090144,0.0015135185,0.43794671,0.26543099,0.36272079,0.34779081,4.8829577e-05,0.00051048945,0.53024679,0.2651796,0.13389045,0.14336626,0.069355309,-23.378918,-21.891392,-63.891594,-55.967213
3110.0,0.44649521,0.74415869,0.87971705,0.00021124203,0.0015347113,0.43556094,0.26392788,0.36469826,0.34886366,4.9425922e-05,0.00051744876,0.52790695,0.26401016,0.13674055,0.14241561,0.069015473,-23.458426,-22.040987,-63.849178,-55.911507
3120.0,0.44536582,0.74227637,0.87575036,0.00021362289,0.0015566614,0.4332028,0.26245177,0.36666211,0.3499279,5.0052782e-05,0.00052467664,0.52552801,0.26282123,0.13956073,0.1414713,0.068677425,-23.537331,-22.188847,-63.80434,-55.854614
3130.0,0.4442392,0.74039865,0.87171924,0.00021568073,0.0015793788,0.43087184,0.26100203,0.36861226,0.35098344,5.0650775e-05,0.00053204747,0.52311051,0.26161283,0.1423509,0.14053328,0.068341151,-23.615667,-22.335016,-63.765984,-55.796574
3140.0,0.44311535,0.73852563,0.86762607,0.00021803979,0.0016029015,0.42856765,0.25957802,0.37054873,0.35203019,5.1298495e-05,0.00053974119,0.52065581,0.26038596,0.14511093,0.13960153,0.06800665,-23.693445,-22.479479,-63.722458,-55.737343
3150.0,0.44199425,0.73665708,0.86347312,0.00022111743,0.0016272634,0.42628977,0.2581791,0.37247151,0.35306811,5.2048628e-05,0.00054788071,0.51816523,0.25914145,0.14784077,0.13867599,0.067673907,-23.770676,-22.622234,-63.666382,-55.676907
3160.0,0.44087541,0.73479235,0.85926056,0.00022346491,0.0016524541,0.42403778,0.25680467,0.37438047,0.35409713,5.2719926e-05,0.00055607175,0.51563895,0.25787872,0.15054028,0.13775662,0.06734293,-23.847401,-22.763351,-63.62413,-55.61536
3170.0,0.43975887,0.73293144,0.85499114,0.00022589548,0.0016785171,0.42181134,0.25545415,0.37627566,0.35511714,5.3414693e-05,0.00056454691,0.51307857,0.25659898,0.15320942,0.13684337,0.067013696,-23.923626,-22.902815,-63.580849,-55.552658
3180.0,0.43864462,0.73107439,0.85066772,0.00022924067,0.0017055003,0.41960999,0.25412697,0.37815711,0.35612816,5.4237586e-05,0.00057354505,0.51048589,0.25530347,0.15584809,0.13593623,0.066686213,-23.999357,-23.040609,-63.522034,-55.488758
3190.0,0.4375324,0.72922063,0.84629172,0.0002330034,0.0017334174,0.41743335,0.25282258,0.38002479,0.35713005,5.5126686e-05,0.0005829361,0.50786173,0.25399238,0.15845625,0.13503513,0.066360474,-24.074623,-23.176769,-63.456898,-55.423702
3200.0,0.43642145,0.72736907,0.84186167,0.00023400529,0.0017622061,0.41528109,0.25154045,0.38187826,0.35812283,5.5683755e-05,0.00059184327,0.50520509,0.25266379,0.16103382,0.13414006,0.066036478,-24.149479,-23.311419,-63.439732,-55.3577
3210.0,0.43531263,0.72552103,0.83738542,0.00023748346,0.0017920377,0.41315284,0.25028008,0.38371816,0.35910636,5.6565998e-05,0.00060173182,0.50252086,0.25132251,0.16358079,0.13325095,0.06571421,-24.223877,-23.444393,-63.380699,-55.290432
3220.0,0.43420544,0.72367573,0.83286327,0.00024160932,0.0018228927,0.41104823,0.24904096,0.38554418,0.36008063,5.7544556e-05,0.00061210233,0.49980912,0.24996771,0.16609707,0.13236777,0.065393671,-24.297853,-23.575771,-63.311787,-55.222023
3230.0,0.43309939,0.72183233,0.82829541,0.00024470495,0.0018547485,0.4089669,0.2478226,0.38735619,0.3610456,5.8409343e-05,0.00062249484,0.49706998,0.24859874,0.16858269,0.13149051,0.065074854,-24.371449,-23.705624,-63.260849,-55.152599
3240.0,0.43199471,0.71999121,0.82368612,0.00024857762,0.0018876886,0.40690854,0.24662453,0.38915437,0.36200118,5.9387534e-05,0.00063342252,0.49430606,0.2472177,0.1710376,0.13061909,0.064757757,-24.444656,-23.833904,-63.198029,-55.08205
3250.0,0.43089068,0.71815115,0.81903416,0.00025049149,0.0019216521,0.40487283,0.24544631,0.39093837,0.36294737,6.0136215e-05,0.00064412836,0.49151656,0.24582297,0.17346178,0.1297535,0.064442374,-24.517527,-23.96073,-63.167339,-55.010586
3260.0,0.42978808,0.71631348,0.81434786,0.00025516364,0.0019568265,0.40285945,0.24428748,0.39270869,0.36388409,6.1247854e-05,0.00065594213,0.48870653,0.24441917,0.17585523,0.1288937,0.064128704,-24.590015,-24.085949,-63.093403,-54.937889
3270.0,0.4286859,0.71447653,0.80962384,0.00025831387,0.0019930985,0.40086806,0.24314763,0.39446491,0.3648113,6.2185711e-05,0.00066767429,0.48587397,0.2430034,0.17821799,0.12803963,0.063816741,-24.662193,-24.209728,-63.044308,-54.864281
3280.0,0.42758465,0.71264106,0.80486858,0.00026299618,0.0020306064,0.39889836,0.24202631,0.3962073,0.36572894,6.3333624e-05,0.00068019092,0.48302266,0.24157892,0.18055004,0.12719128,0.063506477,-24.734034,-24.331978,-62.972431,-54.789551
3290.0,0.42648327,0.71080548,0.80007857,0.00026517367,0.0020692318,0.39695007,0.24092315,0.39793545,0.36663702,6.4185188e-05,0.00069236645,0.48015061,0.2401429,0.18285142,0.1263486,0.063197918,-24.805607,-24.452858,-62.939442,-54.714027
3300.0,0.42538318,0.70897198,0.79526669,0.00027238464,0.0021092978,0.3950229,0.23983775,0.39965013,0.36753547,6.5687549e-05,0.0007063332,0.47726551,0.2387026,0.18512215,0.12551154,0.062891051,-24.876829,-24.572123,-62.832092,-54.637154
3310.0,0.42428216,0.70713693,0.79042083,0.00027417482,0.002150432,0.39311656,0.23876972,0.40135029,0.36842427,6.6528337e-05,0.00071915681,0.47435999,0.23724961,0.1873623,0.12468009,0.062585883,-24.947847,-24.690145,-62.805882,-54.559734
3320.0,0.42318165,0.70530277,0.78555459,0.00027907803,0.0021930004,0.39123079,0.23771872,0.40303677,0.36930335,6.7779758e-05,0.00073325122,0.4714424,0.23579195,0.18957189,0.12385421,0.062282395,-25.01857,-24.806662,-62.734959,-54.481155
3330.0,0.42208034,0.70346725,0.78066152,0.00028072941,0.0022367788,0.38936532,0.23668434,0.40470895,0.37017274,6.8642861e-05,0.0007468306,0.46850875,0.23432478,0.191751,0.12303385,0.061980598,-25.08909,-24.921898,-62.711353,-54.401917
3340.0,0.42097932,0.7016322,0.77575302,0.00028567709,0.0022820807,0.38751987,0.23566628,0.40636751,0.37103236,6.9940841e-05,0.00076175696,0.46556592,0.23285447,0.19389969,0.12221897,0.061680485,-25.159342,-25.035654,-62.641453,-54.321533
3350.0,0.41987777,0.69979626,0.77082682,0.00029080125,0.0023288119,0.38569421,0.23466416,0.40801209,0.3718822,7.1282331e-05,0.00077715988,0.46261254,0.23137891,0.19601804,0.12140956,0.061382048,-25.229376,-25.148056,-62.57032,-54.240261
3360.0,0.41877559,0.6979593,0.76588517,0.00029606314,0.0023770125,0.38388804,0.23367767,0.40964276,0.37272227,7.2663082e-05,0.00079304085,0.45964995,0.22989878,0.19810612,0.12060557,0.061085291,-25.299208,-25.259117,-62.498566,-54.158123
3370.0,0.41767246,0.69612074,0.76092869,0.00030070185,0.0024266778,0.38210118,0.2327065,0.41125941,0.37355247,7.3987896e-05,0.00080919283,0.45667854,0.22841392,0.20016405,0.11980695,0.060790211,-25.368858,-25.368889,-62.436363,-54.075211
3380.0,0.41656798,0.69427997,0.75595802,0.00030384358,0.0024778009,0.38033333,0.23175032,0.412862,0.37437287,7.5147465e-05,0.00082537805,0.45369869,0.22692412,0.20219192,0.1190137,0.0604968,-25.438354,-25.477419,-62.394775,-53.991611
3390.0,0.41546264,0.69243777,0.75097984,0.00030859711,0.0025305788,0.3785843,0.23080885,0.41445082,0.3751834,7.6533324e-05,0.00084249483,0.45071444,0.22543283,0.20418982,0.11822575,0.060205065,-25.507673,-25.58462,-62.332661,-53.907093
3400.0,0.41435623,0.69059372,0.74599594,0.00031450132,0.0025850418,0.37685385,0.22988179,0.41602588,0.37598407,7.8088291e-05,0.00086042791,0.44772679,0.2239403,0.20615789,0.11744309,0.059914995,-25.576828,-25.690521,-62.256832,-53.821701
3410.0,0.41324803,0.68874669,0.74100363,0.00031925066,0.0026410939,0.37514177,0.22896884,0.41758695,0.37677485,7.9522739e-05,0.00087852584,0.44473422,0.22244474,0.20809624,0.11666568,0.05962659,-25.645868,-25.795235,-62.196857,-53.735668
3420.0,0.4121384,0.68689734,0.73600936,0.00032514107,0.0026989237,0.37344781,0.22806974,0.41913426,0.37755573,8.1126491e-05,0.00089746522,0.44174054,0.22094911,0.210005,0.11589349,0.059339855,-25.714771,-25.898684,-62.123703,-53.6488
3430.0,0.41102663,0.68504441,0.73101008,0.00032999337,0.0027584285,0.37177178,0.22718421,0.42066765,0.37832671,8.26256e-05,0.00091662677,0.43874398,0.21945152,0.21188429,0.11512648,0.059054784,-25.783585,-26.000986,-62.06443,-53.561329
3440.0,0.40991306,0.68318844,0.72601193,0.00033579746,0.0028197928,0.37011349,0.226312,0.42218733,0.37908778,8.4271574e-05,0.00093660317,0.43574813,0.21795468,0.21373427,0.11436461,0.058771376,-25.852291,-26.102072,-61.994667,-53.473072
3450.0,0.40879729,0.68132883,0.72101468,0.00034184902,0.0028830147,0.3684727,0.22545284,0.42369327,0.37983894,8.5976346e-05,0.00095720368,0.43275297,0.21645823,0.21555509,0.11360786,0.058489628,-25.920918,-26.202,-61.923199,-53.384125
3460.0,0.40767908,0.67946512,0.71601903,0.00034765457,0.0029481077,0.36684924,0.22460648,0.42518541,0.38058019,8.767844e-05,0.00097829907,0.42975882,0.21496215,0.21734688,0.11285619,0.058209542,-25.989481,-26.300802,-61.855812,-53.294556
3470.0,0.40655842,0.6775974,0.71102846,0.0003541825,0.0030151971,0.36524293,0.2237727,0.42666391,0.38131151,8.9500769e-05,0.0010001884,0.42676783,0.21346791,0.21910982,0.11210958,0.057931118,-26.057983,-26.398464,-61.781376,-53.204281
3480.0,0.40543497,0.67572492,0.70604259,0.00036060874,0.0030842712,0.36365354,0.22295126,0.42812872,0.3820329,9.134016e-05,0.0010226457,0.42377979,0.21197505,0.22084405,0.11136799,0.057654351,-26.126448,-26.495037,-61.709427,-53.113403
3490.0,0.40430847,0.67384744,0.70106232,0.00036680876,0.0031553688,0.3620809,0.22214194,0.42957982,0.38274437,9.3181625e-05,0.0010456491,0.42079517,0.21048376,0.22254975,0.11063138,0.057379246,-26.194891,-26.590553,-61.641212,-53.021957
3500.0,0.40317911,0.67196518,0.69609261,0.00037441487,0.0032286937,0.36052483,0.22134449,0.43101746,0.38344592,9.5232266e-05,0.0010697001,0.417817,0.20899627,0.2242271,0.10989973,0.057105802,-26.263306,-26.684961,-61.559086,-52.929775
3510.0,0.40204608,0.67007679,0.69112831,0.00038052828,0.0033040375,0.35898519,0.22055872,0.43244135,0.38413757,9.7126598e-05,0.001093954,0.41484219,0.20750974,0.22587626,0.109173,0.056834016,-26.331741,-26.778402,-61.494278,-52.837204
3520.0,0.40090975,0.66818291,0.68617648,0.00038811614,0.0033817368,0.35746175,0.21978442,0.43385184,0.38481933,9.9240569e-05,0.0011193124,0.41187498,0.2060276,0.2274974,0.10845117,0.056563895,-26.400175,-26.870783,-61.415272,-52.743912
3530.0,0.39976954,0.66628259,0.68123436,0.00039514198,0.0034616597,0.35595441,0.21902137,0.43524873,0.38549116,0.00010131764,0.0011451863,0.4089137,0.20454812,0.22909074,0.1077342,0.056295432,-26.468647,-26.962198,-61.343479,-52.650158
3540.0,0.39862567,0.66437614,0.67630726,0.00040378087,0.0035440961,0.35446295,0.21826939,0.43663231,0.3861531,0.00010363405,0.0011722497,0.40596157,0.20307387,0.23065642,0.10702206,0.056028634,-26.537142,-27.052589,-61.256939,-52.555687
3550.0,0.39747742,0.66246235,0.67139059,0.00041142138,0.0036288386,0.35298723,0.21752828,0.43800235,0.38680515,0.00010586025,0.0011997353,0.40301579,0.20160231,0.23219465,0.10631473,0.055763498,-26.605705,-27.142075,-61.181923,-52.460827
3560.0,0.39632428,0.66054046,0.66648221,0.00041749186,0.0037158469,0.35152709,0.21679786,0.43935886,0.38744733,0.00010792418,0.0012274769,0.40007514,0.20013253,0.23370561,0.10561217,0.055500027,-26.674372,-27.23073,-61.12331,-52.365704
3570.0,0.39516881,0.6586147,0.66161281,0.00043348136,0.0038066762,0.35008237,0.21607795,0.44070268,0.38807964,0.00011128531,0.0012590429,0.39715803,0.19867891,0.2351895,0.10491434,0.055238225,-26.742985,-27.318041,-60.972912,-52.268738
3580.0,0.39400494,0.65667486,0.65671951,0.0004342999,0.0038981393,0.34865296,0.21536836,0.44203222,0.38870209,0.00011275958,0.0012867028,0.39422661,0.19721128,0.23664652,0.10422123,0.054978091,-26.811911,-27.405165,-60.965363,-52.173401
3590.0,0.39283794,0.6547299,0.65186316,0.00044399899,0.003993466,0.34723869,0.21466893,0.443349,0.38931471,0.00011540186,0.0013179196,0.39131758,0.19575875,0.23807684,0.10353281,0.054719627,-26.880835,-27.491043,-60.876976,-52.076378
3600.0,0.39166537,0.65277559,0.64701968,0.00045253796,0.0040914225,0.34583941,0.2139795,0.4446525,0.38991746,0.00011793858,0.001349612,0.38841638,0.19430955,0.23948067,0.10284904,0.054462839,-26.949903,-27.576141,-60.800747,-51.97905
3610.0,0.39048797,0.65081328,0.6422013,0.00046487059,0.0041928082,0.34445497,0.2132999,0.445943,0.39051041,0.00012100095,0.0013833576,0.38553044,0.19286959,0.24085821,0.10216989,0.054207731,-27.019072,-27.660275,-60.693146,-51.880733
3620.0,0.38930306,0.64883846,0.63738018,0.00047018283,0.0042960509,0.34308529,0.21262996,0.44721994,0.39109355,0.00012321361,0.0014157647,0.38264289,0.19142562,0.24220966,0.10149535,0.0539543,-27.088501,-27.743956,-60.647675,-51.783016
3630.0,0.38811341,0.64685565,0.63259131,0.00048156397,0.004403302,0.34173021,0.21196955,0.44848409,0.39166689,0.00012624502,0.0014510129,0.37977493,0.1899941,0.24353521,0.10082538,0.053702556,-27.15803,-27.826601,-60.55196,-51.683949
3640.0,0.38691819,0.64486361,0.62782907,0.00049680087,0.0045143762,0.34038958,0.21131852,0.44973537,0.39223045,0.00012981574,0.0014884491,0.37692317,0.18857229,0.24483503,0.10015994,0.053452499,-27.227705,-27.90834,-60.427296,-51.583855
3650.0,0.38571316,0.64285529,0.62304652,0.00049900933,0.0046263817,0.33906329,0.21067671,0.45097288,0.39278421,0.0001317719,0.001522647,0.37405923,0.18713851,0.24610937,0.099499017,0.053204134,-27.297771,-27.990002,-60.409546,-51.485371
3660.0,0.38450393,0.64083987,0.61831373,0.00051307434,0.0047438843,0.33775124,0.21004401,0.45219806,0.39332822,0.00013529256,0.0015616954,0.37122545,0.185725,0.24735837,0.098842584,0.052957471,-27.367908,-28.070412,-60.298306,-51.384575
3670.0,0.38328642,0.63881069,0.61358482,0.00052298087,0.0048640575,0.33645332,0.20942025,0.45341,0.39386246,0.00013833347,0.0016004221,0.36839411,0.18431079,0.24858224,0.098190606,0.052712508,-27.438353,-28.150375,-60.221771,-51.284027
3680.0,0.38206142,0.63676906,0.60887378,0.00053373957,0.0049879588,0.33516937,0.20880532,0.4546091,0.39438695,0.00014153683,0.0016404974,0.36557367,0.18290232,0.24978119,0.097543061,0.052469254,-27.509054,-28.229677,-60.140274,-51.182911
3690.0,0.38082814,0.63471359,0.60417378,0.00054310996,0.0051152459,0.33389932,0.2081991,0.4557952,0.39490172,0.00014461743,0.0016812134,0.36276004,0.18149655,0.2509554,0.096899919,0.052227713,-27.580065,-28.308453,-60.070621,-51.081604
3700.0,0.37958854,0.63264757,0.59951448,0.00056084525,0.0052482616,0.33264306,0.20760144,0.45696884,0.39540675,0.00014882958,0.0017259067,0.35997111,0.18010673,0.25210506,0.096261159,0.051987898,-27.651264,-28.38623,-59.942017,-50.978386
3710.0,0.37833807,0.63056344,0.59484041,0.00056896149,0.0053830626,0.33140045,0.20701225,0.4581292,0.39590207,0.00015186613,0.0017685384,0.35717341,0.17870817,0.25323033,0.095626757,0.051749811,-27.722923,-28.463951,-59.884514,-50.8764
