T,H,ICA,IK,INA,M,MCA,N,V
4.4400001,0.58225852,-0.18821529,0.034884404,-90.286392,0.50417084,0.084146641,0.11815239,-15.498316
4.46,0.57797092,-0.19930966,0.042182509,-97.968216,0.52472758,0.089152232,0.12327109,-13.660746
4.48,0.57339257,-0.21110412,0.051186658,-105.77767,0.54599512,0.094783582,0.12868421,-11.669019
4.5,0.56848413,-0.22362828,0.062332593,-113.55519,0.5679332,0.10114358,0.13441408,-9.5213776
4.52,0.56320339,-0.23688017,0.076166905,-121.09782,0.59047681,0.10834366,0.1404821,-7.2194843
4.54,0.55750614,-0.25080839,0.093370914,-128.16148,0.61353427,0.11649902,0.14690791,-4.7692804
4.5599999,0.55134785,-0.26529235,0.11478695,-134.46896,0.63698715,0.12572077,0.15370858,-2.1817842
4.5799999,0.54468632,-0.28012562,0.14144561,-139.72505,0.66069072,0.13610505,0.16089764,0.52631062
4.5999999,0.53748465,-0.29501107,0.17459202,-143.63863,0.68447691,0.1477198,0.16848414,3.332371
4.6199999,0.5297153,-0.30957738,0.21570829,-145.95052,0.70815849,0.16059165,0.17647174,6.2080374
4.6399999,0.52136362,-0.32342303,0.26652873,-146.46368,0.73153585,0.17469604,0.18485792,9.1200066
4.6599998,0.51243138,-0.33618394,0.32904431,-145.07062,0.75440484,0.18995388,0.1936335,12.031415
4.6799998,0.50293875,-0.34760806,0.4054935,-141.77272,0.77656591,0.20623639,0.20278242,14.903734
4.6999998,0.49292442,-0.35761303,0.49833751,-136.68651,0.7978335,0.22337756,0.21228199,17.699001
4.7199998,0.4824439,-0.36630648,0.61022055,-130.03471,0.81804484,0.24119081,0.22210346,20.38209
4.7399998,0.47156599,-0.37396362,0.74391717,-122.12322,0.83706689,0.25948593,0.23221309,22.922733
4.7600002,0.46036813,-0.38097289,0.90227109,-113.30836,0.85480118,0.27808309,0.24257337,25.297043
4.7800002,0.44893128,-0.38776988,1.0881305,-103.96085,0.87118566,0.29682195,0.25314441,27.488319
4.8000002,0.43733555,-0.39477777,1.3042856,-94.432625,0.88619417,0.31556621,0.26388547,29.487183
4.8200002,0.42565653,-0.40236574,1.5534134,-85.031456,0.89983326,0.33420429,0.27475616,31.29105
4.8400002,0.41396278,-0.41082734,1.8380309,-76.005432,0.91213781,0.35264763,0.2857177,32.90316
4.8600001,0.40231451,-0.42037565,2.1604602,-67.537292,0.92316514,0.37082794,0.29673368,34.331345
4.8800001,0.39076319,-0.43114948,2.522804,-59.74678,0.93298936,0.38869378,0.30777073,35.586723
4.9000001,0.37935159,-0.44322535,2.9269304,-52.698357,0.94169569,0.40620747,0.31879872,36.682487
4.9200001,0.36811459,-0.45663133,3.3744662,-46.411686,0.94937557,0.42334229,0.32979107,37.632839
4.9400001,0.35707983,-0.47136015,3.8667932,-40.872807,0.95612252,0.44008008,0.34072459,38.452152
4.96,0.34626883,-0.48738071,4.4050517,-36.044479,0.96202892,0.45640939,0.35157931,39.154373
4.98,0.33569783,-0.50464749,4.9901447,-31.874998,0.96718365,0.47232392,0.36233827,39.752594
5.0,0.32537854,-0.52310783,5.6227431,-28.30509,0.97167051,0.48782134,0.37298721,40.258797
5.02,0.31531906,-0.54270738,6.3032928,-25.273033,0.97556716,0.50290227,0.38351431,40.683758
5.04,0.30552453,-0.56339401,7.0320196,-22.718182,0.9789446,0.51756972,0.39390981,41.037006
5.0599999,0.29599759,-0.58512086,7.8089395,-20.583204,0.98186713,0.53182834,0.40416574,41.326866
5.0799999,0.28673887,-0.60784805,8.6338625,-18.815365,0.98439246,0.54568416,0.41427577,41.560532
5.0999999,0.27774754,-0.63154417,9.5064011,-17.367113,0.98657191,0.55914414,0.42423484,41.744175
5.1199999,0.26902145,-0.65618664,10.425976,-16.19618,0.98845088,0.57221591,0.434039,41.883045
5.1399999,0.2605575,-0.6817627,11.391824,-15.26541,0.99006945,0.58490759,0.44368532,41.981594
5.1599998,0.25235176,-0.70826888,12.403002,-14.54238,0.99146271,0.59722769,0.45317161,42.043552
5.1799998,0.24439979,-0.73571157,13.458401,-13.998958,0.99266124,0.60918492,0.46249637,42.072063
5.1999998,0.23669668,-0.76410651,14.556746,-13.610817,0.99369174,0.62078804,0.47165859,42.069733
5.2199998,0.22923714,-0.79347873,15.696608,-13.356967,0.99457747,0.63204592,0.48065782,42.038738
5.2399998,0.22201572,-0.82386237,16.876411,-13.219307,0.9953385,0.6429674,0.48949394,41.980865
5.2600002,0.21502677,-0.85530025,18.09444,-13.182221,0.99599218,0.65356123,0.49816719,41.897598
5.2800002,0.20826451,-0.88784391,19.348852,-13.232223,0.9965536,0.66383612,0.50667804,41.790146
5.3000002,0.20172316,-0.92155296,20.637676,-13.357637,0.99703574,0.67380059,0.51502717,41.659496
5.3200002,0.1953969,-0.95649529,21.958838,-13.548334,0.9974497,0.68346304,0.52321553,41.506466
5.3400002,0.18927994,-0.99274683,23.310154,-13.795491,0.99780518,0.6928317,0.53124416,41.331696
5.3600001,0.18336649,-1.0303911,24.689348,-14.091402,0.99811047,0.70191473,0.53911424,41.135723
5.3800001,0.1776509,-1.0695194,26.094065,-14.429304,0.99837261,0.71071994,0.54682708,40.918968
5.4000001,0.1721275,-1.1102306,27.521872,-14.803242,0.9985978,0.71925503,0.55438399,40.681782
5.4200001,0.1667908,-1.152631,28.970272,-15.207952,0.99879128,0.72752762,0.56178647,40.424438
5.4400001,0.16163532,-1.1968347,30.43672,-15.638757,0.99895746,0.73554492,0.56903613,40.147171
5.46,0.15665579,-1.2429628,31.918625,-16.09149,0.99910033,0.74331415,0.57613438,39.850174
5.48,0.15184696,-1.2911441,33.413361,-16.562424,0.99922317,0.75084221,0.58308291,39.533615
5.5,0.14720373,-1.3415148,34.918285,-17.048216,0.99932879,0.75813586,0.58988345,39.197636
5.52,0.14272112,-1.3942186,36.430737,-17.545855,0.99941963,0.76520157,0.59653753,38.842384
5.54,0.13839424,-1.4494061,37.948063,-18.052628,0.99949789,0.77204585,0.60304701,38.467991
5.5599999,0.13421835,-1.5072361,39.467609,-18.56608,0.99956524,0.77867478,0.6094135,38.0746
5.5799999,0.13018882,-1.5678741,40.986744,-19.083996,0.99962324,0.78509432,0.61563885,37.662357
5.5999999,0.12630114,-1.6314931,42.502861,-19.604368,0.99967325,0.79131037,0.62172472,37.231422
5.6199999,0.12255088,-1.6982734,44.013393,-20.12538,0.99971634,0.79732847,0.62767303,36.781979
5.6399999,0.11893378,-1.7684022,45.51582,-20.64539,0.99975353,0.80315405,0.63348544,36.314217
5.6599998,0.11544567,-1.8420736,47.007671,-21.162914,0.99978566,0.80879241,0.63916379,35.828358
5.6799998,0.11208247,-1.9194881,48.486542,-21.676622,0.99981344,0.81424868,0.64470989,35.324642
5.6999998,0.10884023,-2.0008528,49.9501,-22.185312,0.9998374,0.81952769,0.6501255,34.803341
5.7199998,0.1057151,-2.0863805,51.396091,-22.687916,0.99985814,0.82463425,0.6554125,34.264744
5.7399998,0.10270336,-2.1762891,52.822338,-23.183481,0.99987614,0.82957286,0.66057265,33.709183
5.7600002,0.099801339,-2.270802,54.226765,-23.671169,0.9998917,0.83434796,0.66560781,33.137001
5.7800002,0.097005509,-2.3701458,55.60738,-24.150242,0.99990517,0.83896381,0.67051977,32.548588
5.8000002,0.094312422,-2.4745512,56.962307,-24.620062,0.99991685,0.8434245,0.67531031,31.944347
5.8200002,0.091718726,-2.5842505,58.289768,-25.080084,0.99992704,0.8477338,0.67998123,31.324724
5.8400002,0.08922115,-2.6994779,59.588097,-25.529842,0.99993581,0.85189563,0.68453437,30.690187
5.8600001,0.086816534,-2.8204672,60.85574,-25.968962,0.99994349,0.8559134,0.68897158,30.041235
5.8800001,0.084501788,-2.9474514,62.091263,-26.397131,0.99995017,0.85979062,0.69329453,29.378391
5.9000001,0.082273901,-3.0806599,63.29335,-26.814114,0.99995595,0.86353046,0.69750512,28.702208
5.9200001,0.080129959,-3.2203186,64.460808,-27.21974,0.99996102,0.86713606,0.70160502,28.013268
5.9400001,0.078067116,-3.3666465,65.592552,-27.613892,0.99996537,0.87061024,0.70559615,27.312168
5.96,0.076082602,-3.5198553,66.687637,-27.996511,0.99996918,0.87395573,0.70948011,26.599539
5.98,0.074173734,-3.6801455,67.745224,-28.36759,0.99997252,0.87717503,0.7132588,25.876026
6.0,0.072337888,-3.8477061,68.764603,-28.72716,0.99997538,0.88027054,0.71693391,25.1423
6.02,0.07057251,-4.0227108,69.745193,-29.075294,0.99997783,0.88324434,0.72050714,24.39904
6.04,0.068875119,-4.2053175,70.686501,-29.412104,0.99997997,0.8860985,0.72398031,23.646955
6.0599999,0.067243308,-4.3956628,71.588181,-29.73773,0.99998182,0.88883466,0.727355,22.886757
6.0799999,0.065674722,-4.5938625,72.449982,-30.052338,0.99998337,0.8914544,0.73063302,22.119175
6.0999999,0.064167075,-4.8000083,73.271759,-30.356117,0.99998468,0.89395911,0.73381603,21.344948
6.1199999,0.062718146,-5.014163,74.05349,-30.649277,0.99998575,0.89634979,0.73690563,20.564817
6.1399999,0.06132577,-5.2363615,74.795242,-30.932043,0.99998665,0.8986274,0.73990363,19.779539
6.1599998,0.059987843,-5.4666061,75.497177,-31.204651,0.9999873,0.90079248,0.7428115,18.989866
6.1799998,0.058702327,-5.7048645,76.159561,-31.467344,0.99998778,0.90284556,0.74563104,18.196552
6.1999998,0.05746723,-5.951067,76.782738,-31.720375,0.99998808,0.90478665,0.74836373,17.400351
6.2199998,0.05628062,-6.2051067,77.367126,-31.963997,0.9999882,0.90661579,0.75101125,16.602009
6.2399998,0.055140629,-6.466835,77.913246,-32.198467,0.99998808,0.90833253,0.75357515,15.802273
6.2600002,0.054045428,-6.736062,78.421669,-32.424042,0.99998778,0.90993625,0.75605696,15.001875
6.2800002,0.05299326,-7.0125542,78.893036,-32.640972,0.99998724,0.91142625,0.75845832,14.201538
6.3000002,0.051982407,-7.2960334,79.328056,-32.849503,0.99998653,0.91280127,0.76078069,13.401972
6.3200002,0.051011212,-7.5861773,79.727478,-33.049881,0.99998552,0.91406006,0.76302558,12.603872
6.3400002,0.050078068,-7.8826184,80.092117,-33.24234,0.99998426,0.91520113,0.76519454,11.807915
6.3600001,0.04918142,-8.1849451,80.422813,-33.427113,0.99998271,0.91622269,0.76728904,11.014759
6.3800001,0.048319764,-8.4927015,80.720459,-33.604424,0.99998081,0.91712284,0.76931053,10.225039
6.4000001,0.047491647,-8.8053904,80.985977,-33.774479,0.99997848,0.91789949,0.7712605,9.4393721
6.4200001,0.046695668,-9.1224728,81.220299,-33.937492,0.9999758,0.91855043,0.77314031,8.6583452
6.4400001,0.045930468,-9.4433737,81.4244,-34.093658,0.99997258,0.9190734,0.7749514,7.8825216
6.46,0.045194741,-9.7674789,81.599251,-34.243172,0.99996883,0.9194659,0.77669513,7.1124377
6.48,0.044487234,-10.094145,81.74585,-34.386211,0.99996448,0.91972554,0.77837294,6.3486009
6.5,0.043806728,-10.4227,81.865189,-34.522957,0.99995947,0.91984993,0.77998614,5.5914898
6.52,0.043152068,-10.752446,81.958267,-34.653576,0.99995363,0.9198367,0.7815361,4.8415518
6.54,0.042522125,-11.082666,82.026085,-34.778233,0.99994689,0.91968346,0.78302407,4.099205
6.5599999,0.04191583,-11.412627,82.069633,-34.897083,0.9999392,0.91938794,0.78445137,3.3648353
6.5799999,0.041332148,-11.741587,82.089882,-35.010277,0.99993038,0.91894817,0.78581929,2.6387973
6.5999999,0.040770091,-12.068794,82.087807,-35.117962,0.99992031,0.91836214,0.78712916,1.9214144
6.6199999,0.040228717,-12.393502,82.064362,-35.220284,0.99990886,0.91762823,0.78838211,1.2129784
6.6399999,0.039707109,-12.714963,82.02047,-35.317375,0.99989587,0.91674477,0.78957939,0.51374984
6.6599998,0.039204411,-13.032444,81.957047,-35.409374,0.99988115,0.91571069,0.79072219,-0.17604114
6.6799998,0.038719784,-13.345221,81.874977,-35.496407,0.99986452,0.91452485,0.79181176,-0.85619467
6.6999998,0.038252443,-13.652592,81.775131,-35.578609,0.99984574,0.91318655,0.79284918,-1.5265404
6.7199998,0.037801627,-13.953876,81.658348,-35.656097,0.99982464,0.91169542,0.79383558,-2.1869366
6.7399998,0.037366621,-14.248422,81.525429,-35.729,0.99980098,0.91005135,0.79477215,-2.8372688
6.7600002,0.036946729,-14.535604,81.377167,-35.797432,0.99977446,0.90825433,0.79565996,-3.4774497
6.7800002,0.036541298,-14.814834,81.21431,-35.861515,0.99974489,0.90630496,0.79650009,-4.1074171
6.8000002,0.03614971,-15.085556,81.037582,-35.92136,0.99971187,0.90420389,0.79729354,-4.7271328
6.8200002,0.035771362,-15.347257,80.847679,-35.977081,0.99967515,0.90195221,0.79804146,-5.3365817
6.8400002,0.035405692,-15.59946,80.645271,-36.028786,0.99963444,0.89955115,0.79874474,-5.935771
6.8600001,0.035052162,-15.84173,80.430984,-36.076588,0.99958938,0.89700228,0.79940444,-6.5247278
6.8800001,0.034710262,-16.073677,80.205444,-36.120586,0.99953961,0.89430743,0.80002153,-7.103497
6.9000001,0.034379501,-16.29495,79.969215,-36.160881,0.99948472,0.89146864,0.80059695,-7.672143
6.9200001,0.034059417,-16.505245,79.722855,-36.197578,0.99942434,0.88848811,0.80113161,-8.2307453
6.9400001,0.033749573,-16.704298,79.466888,-36.230774,0.99935806,0.88536841,0.80162644,-8.779398
6.96,0.033449553,-16.891888,79.20182,-36.260559,0.99928546,0.88211209,0.80208236,-9.3182087
6.98,0.033158958,-17.067833,78.928116,-36.287022,0.99920613,0.87872195,0.80250019,-9.8472986
7.0,0.032877408,-17.231995,78.646225,-36.310253,0.99911952,0.87520105,0.80288082,-10.366797
7.02,0.032604549,-17.384272,78.356583,-36.330338,0.99902523,0.87155235,0.80322504,-10.876847
7.04,0.032340042,-17.524603,78.059578,-36.347351,0.99892271,0.8677792,0.80353373,-11.377597
7.0599999,0.03208356,-17.65296,77.7556,-36.361374,0.99881148,0.86388487,0.80380756,-11.869203
7.0799999,0.0318348,-17.769346,77.445007,-36.372482,0.99869108,0.8598727,0.80404741,-12.351828
7.0999999,0.031593472,-17.873806,77.128143,-36.380741,0.99856097,0.85574627,0.80425394,-12.825641
7.1199999,0.031359296,-17.966402,76.805336,-36.386219,0.99842054,0.85150898,0.80442792,-13.290814
7.1399999,0.031132014,-18.047237,76.476875,-36.388977,0.99826926,0.84716451,0.80457008,-13.747525
7.1599998,0.030911373,-18.11643,76.143066,-36.389076,0.99810654,0.84271646,0.80468106,-14.195951
7.1799998,0.030697137,-18.174129,75.804176,-36.38657,0.9979319,0.83816844,0.80476159,-14.636275
7.1999998,0.03048908,-18.220505,75.460457,-36.381504,0.99774468,0.83352405,0.80481231,-15.068677
7.2199998,0.03028699,-18.255747,75.11216,-36.373936,0.99754435,0.82878703,0.80483383,-15.493341
7.2399998,0.030090662,-18.280062,74.759521,-36.363899,0.99733019,0.82396096,0.8048268,-15.910449
7.2600002,0.029899903,-18.293674,74.402748,-36.35144,0.99710172,0.81904948,0.80479181,-16.320185
7.2800002,0.029714528,-18.296824,74.042053,-36.33659,0.99685824,0.81405616,0.80472946,-16.722727
7.3000002,0.029534364,-18.289762,73.677643,-36.319386,0.9965992,0.80898458,0.80464029,-17.118256
7.3200002,0.029359244,-18.272753,73.309692,-36.29985,0.99632394,0.80383837,0.80452484,-17.50695
7.3400002,0.029189009,-18.246069,72.938385,-36.278015,0.99603182,0.79862094,0.8043837,-17.888985
7.3600001,0.029023508,-18.209991,72.563889,-36.253902,0.99572217,0.79333574,0.8042174,-18.264532
7.3800001,0.028862597,-18.164806,72.186371,-36.227524,0.99539441,0.78798628,0.80402637,-18.633764
7.4000001,0.028706141,-18.110811,71.805977,-36.198898,0.99504793,0.78257579,0.80381119,-18.996847
7.4200001,0.028554007,-18.048302,71.422859,-36.168041,0.99468195,0.77710766,0.8035723,-19.353945
7.4400001,0.028406074,-17.977579,71.037155,-36.13496,0.99429595,0.77158517,0.80331016,-19.705219
7.46,0.028262222,-17.898947,70.648994,-36.099659,0.99388927,0.76601136,0.80302525,-20.050827
7.48,0.028122336,-17.812708,70.258522,-36.062145,0.99346119,0.76038951,0.80271798,-20.390921
7.5,0.02798631,-17.71917,69.865845,-36.022419,0.99301112,0.75472265,0.80238885,-20.725651
7.52,0.02785404,-17.618635,69.471085,-35.980476,0.99253839,0.74901372,0.80203813,-21.055164
7.54,0.02772543,-17.511408,69.074364,-35.936317,0.99204236,0.74326569,0.80166638,-21.379604
7.5599999,0.027600385,-17.397787,68.675781,-35.889935,0.99152231,0.73748147,0.80127388,-21.699108
7.5799999,0.027478814,-17.278072,68.275444,-35.841316,0.9909777,0.73166382,0.80086106,-22.013813
7.5999999,0.027360631,-17.152559,67.873459,-35.790459,0.99040782,0.72581547,0.80042833,-22.323851
7.6199999,0.027245756,-17.021538,67.469925,-35.737347,0.98981208,0.71993917,0.79997593,-22.629347
7.6399999,0.027134111,-16.885298,67.064934,-35.681965,0.98918974,0.71403742,0.79950434,-22.930426
7.6599998,0.02702562,-16.74412,66.658569,-35.624298,0.98854023,0.7081129,0.79901385,-23.227209
7.6799998,0.026920211,-16.598284,66.250938,-35.564335,0.98786294,0.70216793,0.79850477,-23.519814
7.6999998,0.026817814,-16.448061,65.84211,-35.502048,0.98715717,0.69620502,0.79797739,-23.808353
7.7199998,0.026718365,-16.29372,65.432175,-35.437428,0.9864223,0.6902265,0.79743212,-24.092939
7.7399998,0.0266218,-16.135523,65.021217,-35.370445,0.98565775,0.68423462,0.79686922,-24.373676
7.7600002,0.02652806,-15.973725,64.609306,-35.301083,0.9848628,0.67823166,0.79628897,-24.650667
7.7800002,0.026437087,-15.808577,64.196526,-35.229317,0.98403698,0.67221969,0.79569167,-24.924017
7.8000002,0.026348824,-15.640323,63.782951,-35.155125,0.98317957,0.66620094,0.79507762,-25.193819
7.8200002,0.026263218,-15.469199,63.368649,-35.078484,0.98229003,0.66017729,0.79444706,-25.460171
7.8400002,0.026180219,-15.295438,62.95369,-34.999367,0.98136765,0.65415084,0.79380023,-25.723164
7.8600001,0.026099777,-15.119264,62.538147,-34.917751,0.98041201,0.64812344,0.79313743,-25.982885
7.8800001,0.026021846,-14.940896,62.122078,-34.833611,0.97942233,0.64209694,0.79245895,-26.239422
7.9000001,0.025946379,-14.760545,61.705559,-34.746918,0.97839814,0.63607311,0.79176497,-26.492859
7.9200001,0.025873335,-14.578417,61.288643,-34.657654,0.97733885,0.63005382,0.79105574,-26.743279
7.9400001,0.02580267,-14.394711,60.871395,-34.565784,0.97624391,0.62404066,0.79033154,-26.990759
7.96,0.025734346,-14.209619,60.453876,-34.471291,0.97511274,0.61803526,0.7895925,-27.235376
7.98,0.025668325,-14.023327,60.03614,-34.374146,0.97394472,0.61203921,0.78883892,-27.477207
8.0,0.025604567,-13.836015,59.618248,-34.274323,0.9727394,0.60605413,0.78807104,-27.716322
8.0200005,0.02554304,-13.647857,59.200253,-34.171799,0.97149622,0.60008132,0.78728896,-27.952793
8.04,0.025483707,-13.459019,58.782207,-34.066551,0.97021461,0.59412235,0.786493,-28.186691
8.0600004,0.025426537,-13.269662,58.364162,-33.958553,0.96889412,0.58817852,0.78568327,-28.418079
8.0799999,0.025371497,-13.079941,57.946175,-33.847782,0.96753412,0.58225119,0.78486001,-28.647026
8.1000004,0.025318559,-12.890004,57.528286,-33.734219,0.96613425,0.57634163,0.7840234,-28.873594
8.1199999,0.025267692,-12.699995,57.110546,-33.617836,0.9646939,0.57045114,0.78317362,-29.097847
8.1400003,0.025218869,-12.51005,56.693005,-33.498619,0.96321267,0.5645808,0.78231084,-29.319845
8.1599998,0.025172062,-12.320301,56.275703,-33.376545,0.96168995,0.55873173,0.78143531,-29.539646
8.1800003,0.025127247,-12.130873,55.858688,-33.251595,0.96012545,0.5529052,0.78054708,-29.757309
8.1999998,0.025084397,-11.941886,55.442001,-33.123749,0.95851856,0.54710209,0.7796464,-29.972893
8.2200003,0.025043488,-11.753454,55.025684,-32.992992,0.95686889,0.54132354,0.77873337,-30.186451
8.2399998,0.025004501,-11.565688,54.609776,-32.85931,0.955176,0.53557044,0.77780825,-30.398039
8.2600002,0.024967408,-11.378691,54.194317,-32.722683,0.95343947,0.52984375,0.77687109,-30.60771
8.2799997,0.024932193,-11.192561,53.779343,-32.583099,0.95165884,0.52414435,0.77592206,-30.815517
8.3000002,0.024898833,-11.007394,53.364891,-32.440548,0.94983369,0.51847315,0.77496135,-31.021511
8.3199997,0.024867309,-10.823277,52.951,-32.295017,0.94796365,0.51283091,0.77398908,-31.225744
8.3400002,0.024837604,-10.640298,52.537697,-32.146496,0.94604832,0.50721842,0.77300537,-31.428265
8.3599997,0.024809698,-10.458533,52.125023,-31.994974,0.94408733,0.50163645,0.77201039,-31.629122
8.3800001,0.024783574,-10.278059,51.713005,-31.840446,0.9420802,0.49608567,0.7710042,-31.828365
8.3999996,0.024759216,-10.098948,51.301678,-31.682905,0.94002664,0.49056679,0.76998705,-32.026043
8.4200001,0.024736611,-9.9212656,50.891068,-31.522346,0.93792635,0.48508045,0.76895899,-32.222198
8.4399996,0.02471574,-9.7450743,50.481205,-31.358765,0.93577886,0.47962722,0.76792008,-32.416882
8.46,0.02469659,-9.5704336,50.072121,-31.19216,0.93358386,0.47420773,0.76687056,-32.610134
8.4799995,0.02467915,-9.3973989,49.663834,-31.02253,0.93134105,0.46882248,0.76581043,-32.802006
8.5,0.024663404,-9.2260189,49.256378,-30.849874,0.92905003,0.46347201,0.76473987,-32.992538
8.5200005,0.024649341,-9.0563431,48.849773,-30.674198,0.92671055,0.45815679,0.763659,-33.181778
8.54,0.024636948,-8.8884153,48.44405,-30.495501,0.92432231,0.45287728,0.76256788,-33.369766
8.5600004,0.024626216,-8.7222748,48.039223,-30.313791,0.92188495,0.44763395,0.76146662,-33.556549
8.5799999,0.024617134,-8.5579596,47.635323,-30.129074,0.91939819,0.44242713,0.76035535,-33.742165
8.6000004,0.024609692,-8.395504,47.232365,-29.941355,0.91686171,0.43725726,0.75923413,-33.926659
8.6199999,0.024603881,-8.2349377,46.830372,-29.750645,0.91427535,0.43212464,0.75810307,-34.110069
8.6400003,0.024599692,-8.0762892,46.429363,-29.556953,0.91163868,0.42702961,0.75696224,-34.292442
8.6599998,0.024597116,-7.9195843,46.029362,-29.360294,0.90895152,0.42197248,0.75581175,-34.473816
8.6800003,0.024596147,-7.7648444,45.630383,-29.160679,0.90621358,0.41695353,0.75465167,-34.654232
8.6999998,0.024596779,-7.6120901,45.232441,-28.958122,0.90342456,0.41197297,0.75348204,-34.833733
8.7200003,0.024599003,-7.461338,44.83556,-28.75264,0.90058434,0.40703106,0.752303,-35.012356
8.7399998,0.024602816,-7.312603,44.439754,-28.544252,0.89769256,0.40212801,0.75111461,-35.19014
8.7600002,0.02460821,-7.1658974,44.045036,-28.332975,0.89474905,0.397264,0.74991691,-35.367126
8.7799997,0.024615182,-7.0212312,43.651424,-28.118832,0.89175355,0.39243919,0.74871004,-35.543354
8.8000002,0.024623727,-6.8786125,43.25893,-27.901842,0.88870585,0.38765374,0.74749398,-35.718861
8.8199997,0.024633842,-6.7380481,42.867569,-27.682032,0.88560569,0.38290775,0.74626881,-35.893688
8.8400002,0.024645524,-6.5995407,42.47736,-27.459423,0.88245291,0.37820134,0.74503464,-36.067867
8.8599997,0.024658769,-6.4630928,42.088306,-27.234045,0.87924731,0.37353462,0.74379146,-36.241444
8.8800001,0.024673577,-6.3287053,41.700428,-27.005922,0.87598866,0.3689076,0.74253935,-36.414448
8.8999996,0.024689946,-6.1963763,41.313736,-26.775087,0.87267673,0.3643204,0.74127841,-36.586922
8.9200001,0.024707872,-6.0661035,40.928242,-26.541569,0.86931145,0.35977304,0.74000859,-36.758904
8.9399996,0.024727359,-5.9378815,40.543953,-26.305401,0.86589253,0.35526553,0.73873007,-36.930424
8.96,0.024748405,-5.8117046,40.160889,-26.066616,0.86241984,0.35079786,0.73744279,-37.101524
8.9799995,0.024771012,-5.6875658,39.779049,-25.825251,0.85889322,0.34637007,0.73614681,-37.27224
9.0,0.024795178,-5.5654559,39.398457,-25.581339,0.85531241,0.3419821,0.73484218,-37.4426
9.0200005,0.024820907,-5.4453659,39.019112,-25.334923,0.85167742,0.33763391,0.73352891,-37.612648
9.04,0.024848202,-5.3272839,38.641029,-25.086042,0.84798801,0.33332551,0.73220712,-37.782413
9.0600004,0.024877062,-5.2111983,38.264217,-24.834736,0.844244,0.32905677,0.73087674,-37.951935
9.0799999,0.024907494,-5.0970955,37.888691,-24.581051,0.84044534,0.32482764,0.7295379,-38.121243
9.1000004,0.024939502,-4.9849615,37.51445,-24.325029,0.83659184,0.32063803,0.72819054,-38.290371
9.1199999,0.024973085,-4.8747816,37.141514,-24.066719,0.83268338,0.31648788,0.72683465,-38.459351
9.1400003,0.025008254,-4.7665396,36.769886,-23.80617,0.82871991,0.31237704,0.72547042,-38.62822
9.1599998,0.025045011,-4.6602192,36.399578,-23.54343,0.82470131,0.30830541,0.72409773,-38.797009
9.1800003,0.025083363,-4.5558028,36.030598,-23.278553,0.82062745,0.30427289,0.72271663,-38.965744
9.1999998,0.025123315,-4.4532723,35.662956,-23.011591,0.81649828,0.30027929,0.72132713,-39.134464
9.2200003,0.025164876,-4.3526092,35.296665,-22.742601,0.81231368,0.29632452,0.71992928,-39.303192
9.2399998,0.025208052,-4.2537937,34.931728,-22.471642,0.8080737,0.29240841,0.71852309,-39.471966
9.2600002,0.025252853,-4.1568069,34.568161,-22.198771,0.80377823,0.2885308,0.71710855,-39.640812
9.2799997,0.025299285,-4.0616279,34.205971,-21.924051,0.79942721,0.28469148,0.71568567,-39.809753
9.3000002,0.025347358,-3.9682364,33.845169,-21.647545,0.79502064,0.28089038,0.7142545,-39.978828
9.3199997,0.025397081,-3.8766115,33.485764,-21.36932,0.79055858,0.27712721,0.71281493,-40.148056
9.3400002,0.025448466,-3.7867315,33.127766,-21.089441,0.78604096,0.27340186,0.71136713,-40.317471
9.3599997,0.025501523,-3.6985745,32.771183,-20.807981,0.7814678,0.26971412,0.70991093,-40.487091
9.3800001,0.025556263,-3.612119,32.416035,-20.525011,0.77683926,0.26606378,0.7084465,-40.656944
9.3999996,0.025612699,-3.5273426,32.062325,-20.240604,0.77215528,0.26245064,0.70697373,-40.827061
9.4200001,0.025670841,-3.4442229,31.71007,-19.954838,0.767416,0.25887451,0.70549262,-40.997456
9.4399996,0.025730703,-3.3627372,31.359276,-19.667791,0.76262146,0.25533515,0.70400327,-41.168159
9.46,0.025792301,-3.2828631,31.00996,-19.379543,0.75777191,0.25183237,0.70250553,-41.339188
9.4799995,0.025855644,-3.2045774,30.662134,-19.090181,0.7528674,0.24836597,0.70099956,-41.510563
9.5,0.025920751,-3.1278577,30.315809,-18.799788,0.74790817,0.24493569,0.69948518,-41.682308
9.5200005,0.025987636,-3.0526807,29.971001,-18.50845,0.74289441,0.24154134,0.69796252,-41.854443
9.54,0.026056314,-2.9790235,29.62772,-18.216261,0.73782629,0.23818268,0.69643152,-42.026981
9.5600004,0.0261268,-2.9068632,29.285984,-17.923313,0.7327041,0.23485948,0.69489223,-42.19994
9.5799999,0.026199114,-2.8361771,28.945808,-17.6297,0.72752815,0.23157151,0.69334453,-42.373337
9.6000004,0.026273271,-2.766942,28.607204,-17.335522,0.72229874,0.22831856,0.69178855,-42.547188
9.6199999,0.026349289,-2.6991351,28.270191,-17.040876,0.71701622,0.22510038,0.69022417,-42.721504
9.6400003,0.026427187,-2.6327341,27.934784,-16.745865,0.71168095,0.22191674,0.68865144,-42.896297
9.6599998,0.026506985,-2.5677156,27.600998,-16.450594,0.7062934,0.2187674,0.68707037,-43.071583
9.6800003,0.026588699,-2.5040579,27.268852,-16.15517,0.70085406,0.21565214,0.68548089,-43.247364
