Time,T,Th,Tc,B,A,alpha,alpha_0,alpha_1,delta_2,mu_1,mu_10,mu_11,mu_2,mu_20,beta_1,beta_2,mu_3,mu_30,gamma_1,gamma_2,mu_4,mu_40,delta_1,compartment,Formation_of_tumor_cell,Removal_of_tumor_cell_from_the_system,Formation_of_T_helper_cell,Removal_of_T_helper_cell_from_the_system,formation_of_cytotoxic_T_cell,Removal_of_cytotoxic_T_cell,Formation_of_B_cell,Removal_of_B_cell_from_the_system,introduction_of_antibody_against_cancer,Removal_of_antibody_from_the_system
1.92,0.08231735856040334,7.479514071378564,5.426686386060996,196.89270813631256,25.428268038785745,0.18,4.6,0.101,0.008,1.5,0.2,0.3,1.4,0.0412,0.3,0.05,0.45,0.03,0.4,0.3,0.35,0.3,0.5,1.0,0.014817124540872601,0.0930335408480759,0.30818419034198047,1.495902814275713,2.2787063079705225,0.22357947910571302,448.31865219000116,5.906781244089377,68.91244784770939,8.675074340495108
1.95,0.07999164967086887,7.443845530411959,5.488418463931816,210.58583318579102,27.29754346854935,0.18,4.6,0.101,0.008,1.5,0.2,0.3,1.4,0.0412,0.3,0.05,0.45,0.03,0.4,0.3,0.35,0.3,0.5,1.0,0.014398496940756397,0.09124425109901056,0.29862111966813626,1.488769106082392,2.286443566231871,0.22612284071399083,477.0445634583289,6.317574995573731,73.70504161502686,9.281050807570562
1.98,0.07770576031289246,7.408107292127641,5.5503041348491315,225.15256082837732,29.296365944577108,0.18,4.6,0.101,0.008,1.5,0.2,0.3,1.4,0.0412,0.3,0.05,0.45,0.03,0.4,0.3,0.35,0.3,0.5,1.0,0.013987036856320642,0.08954797385511683,0.28925442335361706,1.4816214584255283,2.294037672013025,0.22867253035578422,507.41952627654064,6.754576824851319,78.80339628993205,9.92715797843718
2.01,0.07545719750601765,7.372305491700479,5.612338806246358,240.64276484673078,31.43292800135881,0.18,4.6,0.101,0.008,1.5,0.2,0.3,1.4,0.0412,0.3,0.05,0.45,0.03,0.4,0.3,0.35,0.3,0.5,1.0,0.013582295551083177,0.08793878020138912,0.28007384972760896,1.4744610983400959,2.301481293969197,0.23122835881734996,539.5248402383133,7.219282945401924,84.22496769635578,10.615798728603126
2.04,0.07324362630115235,7.336445934934178,5.6745176763423215,257.1087547261719,33.715883182936906,0.18,4.6,0.101,0.008,1.5,0.2,0.3,1.4,0.0412,0.3,0.05,0.45,0.03,0.4,0.3,0.35,0.3,0.5,1.0,0.013183852734207422,0.08641092830198718,0.2710698107828067,1.4672891869868359,2.308767359424892,0.23379012826530365,573.4449341858466,7.713262641785158,89.98806415416017,11.349501729013241
2.07,0.07106287930473883,7.300534107930618,5.736835740708711,274.6053859972514,36.154374446672605,0.18,4.6,0.101,0.008,1.5,0.2,0.3,1.4,0.0412,0.3,0.05,0.45,0.03,0.4,0.3,0.35,0.3,0.5,1.0,0.012791318274852989,0.08495884517964788,0.262233411208709,1.4601068215861237,2.315889100608531,0.2363576325171989,609.2674740646247,8.238161579917541,96.11188509903799,12.130929307822896
2.1,0.06891293303574222,7.2645752150267295,5.799287802077387,293.19012731367445,38.75804688083124,0.18,4.6,0.101,0.008,1.5,0.2,0.3,1.4,0.0412,0.3,0.05,0.45,0.03,0.4,0.3,0.35,0.3,0.5,1.0,0.0124043279464336,0.08357704940438215,0.2535563551514882,1.452915043005346,2.322840007426817,0.23893065744558836,647.0833671160245,8.795703819410233,102.61654455978605,12.96287940889681
2.13,0.06679192338777878,7.228574186844194,5.861868480483156,312.9231826095094,41.53708153138221,0.18,4.6,0.101,0.008,1.5,0.2,0.3,1.4,0.0412,0.3,0.05,0.45,0.03,0.4,0.3,0.35,0.3,0.5,1.0,0.012022546209800181,0.08226014579265128,0.24503099706884,1.4457148373688389,2.3296138931149972,0.24150898139590601,686.9868849440397,9.387695478285282,109.52311391332829,13.848295243112666
2.16,0.06469813724049037,7.192535705011504,5.924572221253695,333.8675778683119,44.50221515854364,0.18,4.6,0.101,0.008,1.5,0.2,0.3,1.4,0.0412,0.3,0.05,0.45,0.03,0.4,0.3,0.35,0.3,0.5,1.0,0.011645664703288266,0.08100277607050592,0.23665030450572394,1.438507141002301,2.3362048900495727,0.24409237551565224,729.0757006800503,10.016027336049357,116.85365225390916,14.790269759479735
2.19,0.06263000745435852,7.156464224548733,5.987393303341873,356.0892529420795,47.66476201082124,0.18,4.6,0.101,0.008,1.5,0.2,0.3,1.4,0.0412,0.3,0.05,0.45,0.03,0.4,0.3,0.35,0.3,0.5,1.0,0.011273401341784534,0.07979957644482377,0.22840783350063895,1.4312928449097466,2.342607455285684,0.2466806040976852,773.4509323577092,10.682677588262385,124.63123852972781,15.792050803270353
2.22,0.060586120498523716,7.120363991402342,6.05032585435536,379.65717607227776,51.03664614135395,0.18,4.6,0.101,0.008,1.5,0.2,0.3,1.4,0.0412,0.3,0.05,0.45,0.03,0.4,0.3,0.35,0.3,0.5,1.0,0.010905501689734268,0.07864516082816625,0.22029774998072105,1.4240727982804684,2.348816417558251,0.24927342519944082,820.2172315960455,11.389715282168332,132.88001162529721,16.857050038886477
2.25,0.058565221783108315,7.084239059008947,6.113363861821956,404.6434524017461,54.63043037311709,0.18,4.6,0.101,0.008,1.5,0.2,0.3,1.4,0.0412,0.3,0.05,0.45,0.03,0.4,0.3,0.35,0.3,0.5,1.0,0.010541739920959496,0.07753409965004021,0.2123148421712877,1.4168478118017895,2.354827016211528,0.25187059110706456,869.482852906002,12.139303572052382,141.62520834061112,17.988850747389257
2.28,0.05656622096771548,7.048093301545334,6.176501179829857,431.1234291111899,58.45934266663738,0.18,4.6,0.101,0.008,1.5,0.2,0.3,1.4,0.0412,0.3,0.05,0.45,0.03,0.4,0.3,0.35,0.3,0.5,1.0,0.010181919774188785,0.07646089897538869,0.20445453238045985,1.409618660309067,2.3606349381457687,0.2544718486089901,921.3597099189703,12.933702873335697,150.89320018891647,19.19121484744542
2.31,0.05458818809117658,7.011930442274737,6.23973154753549,459.1757958618288,62.53730375810298,0.18,4.6,0.101,0.008,1.5,0.2,0.3,1.4,0.0412,0.3,0.05,0.45,0.03,0.4,0.3,0.35,0.3,0.5,1.0,0.009825873856411784,0.07541996766074313,0.19671285549630696,1.4023860884549475,2.36623633462355,0.2570769397584622,975.9634169769957,13.775273875854865,160.71152855164007,20.46809017756208
2.34,0.05263034211188978,6.975754088756555,6.303048609528935,488.8826757000172,66.8789514980363,0.18,4.6,0.101,0.008,1.5,0.2,0.3,1.4,0.0412,0.3,0.05,0.45,0.03,0.4,0.3,0.35,0.3,0.5,1.0,0.00947346158014016,0.07440557224056132,0.18908641042173613,1.3951508177513112,2.371627815834499,0.2596856027125921,1033.4133058248094,14.666480271000516,171.10893649500602,21.823616498123958
2.37,0.05069208330700141,6.939567724835017,6.366445921107292,520.3297675926921,71.49968146510695,0.18,4.6,0.101,0.008,1.5,0.2,0.3,1.4,0.0412,0.3,0.05,0.45,0.03,0.4,0.3,0.35,0.3,0.5,1.0,0.009124574995260253,0.0734118732072757,0.1815724685270766,1.3879135449670035,2.3768065705316745,0.26229757194962044,1093.832549845002,15.609893027780762,182.1154186574422,23.262138344158718
2.4,0.04877298835576506,6.903374739810873,6.429916969009258,553.6064468198593,76.41567527909683,0.18,4.6,0.101,0.008,1.5,0.2,0.3,1.4,0.0412,0.3,0.05,0.45,0.03,0.4,0.3,0.35,0.3,0.5,1.0,0.00877913790403771,0.07243289974444034,0.1741689472737311,1.3806749479621747,2.3817703824824688,0.26491257912318145,1157.3481923903291,16.60819340459578,193.76225638695075,24.788213004021703
2.43,0.046872804927603526,6.867178456042256,6.493455194701304,588.8058665087707,81.64393061393346,0.18,4.6,0.101,0.008,1.5,0.2,0.3,1.4,0.0412,0.3,0.05,0.45,0.03,0.4,0.3,0.35,0.3,0.5,1.0,0.008437104886968635,0.07146252786109517,0.16687438224333834,1.3734356912084513,2.386517645409279,0.26753035402169373,1224.0911741547518,17.66417599526312,206.08205327806974,26.40661920077489
2.46,0.044991470315092846,6.830982139389274,6.557054007352181,626.0250857965088,87.20229758031158,0.18,4.6,0.101,0.008,1.5,0.2,0.3,1.4,0.0412,0.3,0.05,0.45,0.03,0.4,0.3,0.35,0.3,0.5,1.0,0.008098464656716712,0.07049450728241458,0.15968798451681784,1.366196427877855,2.3910474492206846,0.2701506251029099,1294.1964157529653,18.780752573895263,219.10878002877809,28.122369065589716
2.49,0.043129114118099804,6.794789021129944,6.620706805984607,665.3651832502877,93.1095124713175,0.18,4.6,0.101,0.008,1.5,0.2,0.3,1.4,0.0412,0.3,0.05,0.45,0.03,0.4,0.3,0.35,0.3,0.5,1.0,0.007763240541257964,0.06952246769722108,0.1526096405073672,1.3589578042259889,2.395359621449902,0.2727731204065658,1367.8028651261486,19.960955497508632,232.8778141376007,29.940719135823294
2.52,0.041286053823333,6.758602320975382,6.684407007286326,706.9313742232217,99.38523318673016,0.18,4.6,0.101,0.008,1.5,0.2,0.3,1.4,0.0412,0.3,0.05,0.45,0.03,0.4,0.3,0.35,0.3,0.5,1.0,0.00743148968819994,0.06853992013359787,0.1456398864932874,1.3517204641950764,2.399454747286106,0.27539756870019666,1445.0535494090684,21.20794122669665,247.4259809781276,31.86718199931497
2.55,0.03946280823025905,6.722425264875563,6.748148064646098,750.8331308313913,106.05007531911522,0.18,4.6,0.101,0.008,1.5,0.2,0.3,1.4,0.0412,0.3,0.05,0.45,0.03,0.4,0.3,0.35,0.3,0.5,1.0,0.007103305481446629,0.0675402993261427,0.13877994606639837,1.3444850529751127,2.4033342454626228,0.2780237002634192,1526.0956343276425,22.524993924941736,262.79159579098695,33.90753948829595
2.58,0.03766010209839484,6.686261105341207,6.811923493332026,797.1843031891308,113.12564928097596,0.18,4.6,0.101,0.008,1.5,0.2,0.3,1.4,0.0412,0.3,0.05,0.45,0.03,0.4,0.3,0.35,0.3,0.5,1.0,0.0067788183777110714,0.0665170023080123,0.13203173591269513,1.3372522210682414,2.407000418512651,0.28065124792527946,1611.0804840062856,23.91552909567392,279.0145061161958,36.06785653522717
2.61,0.03587885534305102,6.650113142807343,6.8757269002417,846.1032407802818,120.6345977521219,0.18,4.6,0.101,0.008,1.5,0.2,0.3,1.4,0.0412,0.3,0.05,0.45,0.03,0.4,0.3,0.35,0.3,0.5,1.0,0.006458193961749183,0.06546340895031286,0.12539781725428864,1.3300226285614687,2.4104564520124665,0.28327994828995806,1700.1637163028527,25.383097223408452,296.1361342730986,38.35449496669433
2.64,0.03412019194038663,6.61398474581738,6.939552010669436,897.7129171817772,128.60063472623392,0.18,4.6,0.101,0.008,1.5,0.2,0.3,1.4,0.0412,0.3,0.05,0.45,0.03,0.4,0.3,0.35,0.3,0.5,1.0,0.006141634549269593,0.06437295272015986,0.11888141661600343,1.3227969491634761,2.4137064797605414,0.28590954283958075,1793.5052710120642,26.931387515453316,314.199521013622,40.7741295881275
2.67,0.03238544498434651,6.577879371458569,7.003392697096941,952.1410560207446,137.04858530010182,0.18,4.6,0.101,0.008,1.5,0.2,0.3,1.4,0.0412,0.3,0.05,0.45,0.03,0.4,0.3,0.35,0.3,0.5,1.0,0.005829380097182372,0.06323920064924508,0.11248643262593157,1.3155758742917139,2.4167556372696453,0.28853977912039397,1891.269481500372,28.56423168062234,333.2493696072606,43.33376529974003
2.7,0.030676139853978594,6.54180057876786,7.0672430060714095,1009.5202622657594,146.00442573229952,0.18,4.6,0.101,0.008,1.5,0.2,0.3,1.4,0.0412,0.3,0.05,0.45,0.03,0.4,0.3,0.35,0.3,0.5,1.0,0.0055217051737161465,0.062055904242144896,0.10621736661630418,1.308360115753572,2.4196100356170125,0.2911704118501421,1993.6251489536178,30.28560786797278,353.33209179301576,46.040753811221784
2.73,0.028993990039681495,6.505752047208627,7.1310971890237,1069.988152293523,155.4953247277987,0.18,4.6,0.101,0.008,1.5,0.2,0.3,1.4,0.0412,0.3,0.05,0.45,0.03,0.4,0.3,0.35,0.3,0.5,1.0,0.005218918207142669,0.06081709092766191,0.10007929807674357,1.3011504094417257,2.422276781133452,0.29380120418777644,2100.745621309357,32.09964456880569,374.495853302733,48.90281236652703
2.76,0.027340902290416826,6.469737599900703,7.194949737239897,1133.6874827666218,165.54968583286987,0.18,4.6,0.101,0.008,1.5,0.2,0.3,1.4,0.0412,0.3,0.05,0.45,0.03,0.4,0.3,0.35,0.3,0.5,1.0,0.004921362412275029,0.059517195184358496,0.09407789250468153,1.2939475199801407,2.4247640307525167,0.29643192917428374,2212.8088790213046,34.01062448299865,396.7906189683176,51.9280446421438
2.79,0.025718952591603474,6.433761212567,7.258795406574313,1200.7662903259177,176.19718998201435,0.18,4.6,0.101,0.008,1.5,0.2,0.3,1.4,0.0412,0.3,0.05,0.45,0.03,0.4,0.3,0.35,0.3,0.5,1.0,0.0046294114664886254,0.058151144318768715,0.0882193087709176,1.2867522425134001,2.4270809349472615,0.2990623707508617,2329.9976292635174,36.02298870977753,420.2682016140712,55.124960582564896
2.82,0.024130359941368956,6.397827021448678,7.322629241597878,1271.3780338396623,187.4688388655416,0.18,4.6,0.101,0.008,1.5,0.2,0.3,1.4,0.0412,0.3,0.05,0.45,0.03,0.4,0.3,0.35,0.3,0.5,1.0,0.004343464789446412,0.05671445173408023,0.08251010057310534,1.2795654042897358,2.429237569210259,0.30169232475383256,2452.4994043059187,38.141341015189866,444.9823118438818,58.50249693947049
2.85,0.02257749139880372,6.36193934824536,7.386446618769386,1345.6817261097394,199.39699999962008,0.18,4.6,0.101,0.008,1.5,0.2,0.3,1.4,0.0412,0.3,0.05,0.45,0.03,0.4,0.3,0.35,0.3,0.5,1.0,0.00406394845178467,0.055203401696981416,0.07695722637262176,1.272387869649072,2.4312449878423643,0.3043216006932987,2580.506663975523,40.37045178329218,470.9886041384088,62.07004202610536
2.88,0.02106282905074463,6.326102703015566,7.4502432668347165,1423.842082084615,212.01545176135141,0.18,4.6,0.101,0.008,1.5,0.2,0.3,1.4,0.0412,0.3,0.05,0.45,0.03,0.4,0.3,0.35,0.3,0.5,1.0,0.003791309229134033,0.053615161695477906,0.07156792951343806,1.2652205406031134,2.433115124188114,0.30695002259359033,2714.216908463993,42.71526246253845,498.3447287296152,65.8374581366883
2.91,0.019588923867073237,6.29032177520609,7.514015272919228,1506.029675342632,225.35942914424393,0.18,4.6,0.101,0.008,1.5,0.2,0.3,1.4,0.0412,0.3,0.05,0.45,0.03,0.4,0.3,0.35,0.3,0.5,1.0,0.0035260062960731824,0.05194786770275267,0.06634957610678138,1.258064355041218,2.4348606298728224,0.30957742924427223,2853.832793550771,45.18089026027896,527.1103863699211,69.81510309339001
2.94,0.018158389031498,6.254601458248034,7.577759132727172,1592.4210762356436,239.4656710244642,0.18,4.6,0.101,0.008,1.5,0.2,0.3,1.4,0.0412,0.3,0.05,0.45,0.03,0.4,0.3,0.35,0.3,0.5,1.0,0.0032685100256696397,0.05020082086763969,0.06130962950199975,1.250920291649607,2.436494880230198,0.3122036762683595,2999.5622475072696,47.77263228706931,557.3473766824752,74.01385671441473
2.97,0.016773858918354548,6.218946844959811,7.641471764505406,1683.1990086762748,254.37246787210015,0.18,4.6,0.101,0.008,1.5,0.2,0.3,1.4,0.0412,0.3,0.05,0.45,0.03,0.4,0.3,0.35,0.3,0.5,1.0,0.0030192946053038184,0.04837460378820818,0.05645550947696242,1.2437893689919624,2.438031829313636,0.31482863669762273,3151.618594651774,50.495970260288246,589.1196530366961,78.44514430603019
3.0,0.015437935435959746,6.183363200827442,7.705150490705448,1778.552519213728,270.119711060553,0.18,4.6,0.101,0.008,1.5,0.2,0.3,1.4,0.0412,0.3,0.05,0.45,0.03,0.4,0.3,0.35,0.3,0.5,1.0,0.002778828378472754,0.04647115578286401,0.05179441171537865,1.2366726401654884,2.439485794403582,0.3174522002170645,3310.220678068912,53.356575576411835,622.4933817248047,83.12095864783235
3.03,0.014153156286993322,6.1478559779769935,7.7687930827769796,1878.6771278072963,286.7489418095855,0.18,4.6,0.101,0.008,1.5,0.2,0.3,1.4,0.0412,0.3,0.05,0.45,0.03,0.4,0.3,0.35,0.3,0.5,1.0,0.0025475681316587976,0.04449390234860219,0.04733320437636035,1.2295711955953987,2.440871351381186,0.3200742750104116,3475.5929765850124,56.360313834218886,657.5369947325537,88.05388383715616
3.06,0.012921946800326392,6.112430803492505,7.832397768967058,1983.774992804905,304.30340169642477,0.18,4.6,0.101,0.008,1.5,0.2,0.3,1.4,0.0412,0.3,0.05,0.45,0.03,0.4,0.3,0.35,0.3,0.5,1.0,0.0023259504240587506,0.0424478243611929,0.04307827189951152,1.2224861606985011,2.4422031431193445,0.3226947880814428,3647.9657208100443,59.51324978414715,694.3212474817167,93.25711669286721
3.09,0.011746574441241393,6.077093443620313,7.895963199836817,2094.055084345411,322.8280861371674,0.18,4.6,0.101,0.008,1.5,0.2,0.3,1.4,0.0412,0.3,0.05,0.45,0.03,0.4,0.3,0.35,0.3,0.5,1.0,0.0021143833994234505,0.04033951288607725,0.03903537081842189,1.2154186887240626,2.443495669711173,0.32531368383327686,3827.5750026280116,62.821652530362336,732.9192795208938,98.74448791391708
3.12,0.010629094069917747,6.041849787742746,7.959488453297468,2209.7333549421555,342.3697965970365,0.18,4.6,0.101,0.008,1.5,0.2,0.3,1.4,0.0412,0.3,0.05,0.45,0.03,0.4,0.3,0.35,0.3,0.5,1.0,0.0019132369325851944,0.038177160648635806,0.035209458029945684,1.2083699575485491,2.4447630582582494,0.3279309242758557,4014.6628690295756,66.29200064826466,773.4066742297543,104.5304793664752
3.15,0.009571296388801222,6.006705826308031,8.022973028975011,2331.032912209276,362.977194463756,0.18,4.6,0.101,0.008,1.5,0.2,0.3,1.4,0.0412,0.3,0.05,0.45,0.03,0.4,0.3,0.35,0.3,0.5,1.0,0.00172283334998422,0.035970518702439155,0.03160453311838183,1.2013411652616064,2.446018832651045,0.33054648879377047,4209.477402366268,69.93098736627829,815.8615192732466,110.63023949442088
3.18,0.008574678762345734,5.971667620327417,8.086416820293799,2458.184188757153,384.70085831320705,0.18,4.6,0.101,0.008,1.5,0.2,0.3,1.4,0.0412,0.3,0.05,0.45,0.03,0.4,0.3,0.35,0.3,0.5,1.0,0.001543442177222232,0.03373088685392891,0.02822355759946136,1.1943335240654835,2.4472757527499924,0.3331603729961045,4412.272791948924,73.7455256627146,860.3644660650035,117.05960063377933
3.21,0.007640374189049818,5.9367412647820155,8.14982009318852,2591.4251278262655,407.59333920060936,0.18,4.6,0.101,0.008,1.5,0.2,0.3,1.4,0.0412,0.3,0.05,0.45,0.03,0.4,0.3,0.35,0.3,0.5,1.0,0.001375267354028967,0.03147088667292483,0.025068238701526968,1.1873482529564032,2.448545488779384,0.33577258783936703,4623.309368519945,77.74275383478796,906.9987947391928,123.83508457441128
3.24,0.0067691226454250665,5.9019328498242425,8.213183445351962,2731.001357811349,431.7092205695352,0.18,4.6,0.101,0.008,1.5,0.2,0.3,1.4,0.0412,0.3,0.05,0.45,0.03,0.4,0.3,0.35,0.3,0.5,1.0,0.0012184420761765118,0.02920431863910406,0.022138956159794613,1.1803865699648486,2.449838444406654,0.3383831579485009,4842.853627333952,81.93004073434047,955.850475233972,130.97391250145856
3.27,0.005961250818737358,5.8672484175375805,8.276507755292831,2877.1663666606846,457.10518009350955,0.18,4.6,0.101,0.008,1.5,0.2,0.3,1.4,0.0412,0.3,0.05,0.45,0.03,0.4,0.3,0.35,0.3,0.5,1.0,0.0010730251473727243,0.02694598918662717,0.019434718057940448,1.173449683507516,2.451163604234959,0.3409921195180647,5071.178230241104,86.31499099982054,1007.0082283312396,138.4940133425936
3.3,0.005216624909593872,5.832693921693473,8.339794147474263,3030.1816846377915,483.840050358162,0.18,4.6,0.101,0.008,1.5,0.2,0.3,1.4,0.0412,0.3,0.05,0.45,0.03,0.4,0.3,0.35,0.3,0.5,1.0,0.0009389924837268969,0.024711340445668892,0.01695303028497369,1.1665387843386945,2.452528279848008,0.34359951887593965,5308.561964068,90.90545053913374,1060.563589623227,146.41402113692737
3.33,0.004534637001527605,5.7982751874422735,8.403043943628402,3190.3170570312664,511.97488270297595,0.18,4.6,0.101,0.008,1.5,0.2,0.3,1.4,0.0412,0.3,0.05,0.45,0.03,0.4,0.3,0.35,0.3,0.5,1.0,0.0008162346602749688,0.022516131619461446,0.014689877465295948,1.1596550374884547,2.4539379778661923,0.3462054104774902,5555.2896820534925,95.70951171093799,1116.610969960943,154.7532749343716
3.36,0.003914192615023665,5.76399786149314,8.466258602707505,3357.8506206712673,541.5730127004782,0.18,4.6,0.101,0.008,1.5,0.2,0.3,1.4,0.0412,0.3,0.05,0.45,0.03,0.4,0.3,0.35,0.3,0.5,1.0,0.0007045546707042597,0.020376040108932587,0.012639708281276092,1.152799572298628,2.4553962637736104,0.3488098544315492,5811.65221005617,100.73551862013801,1175.2477172349434,163.53181435354762
3.39,0.003353747110308769,5.729867365253678,8.529439648348603,3533.06906675288,572.7001325845772,0.18,4.6,0.101,0.008,1.5,0.2,0.3,1.4,0.0412,0.3,0.05,0.45,0.03,0.4,0.3,0.35,0.3,0.5,1.0,0.0006036744798555783,0.018306434309252776,0.010795578501064764,1.1459734730507356,2.4569048152750663,0.35141291351196247,6077.946260687836,105.9920720025864,1236.574173363508,172.77038548273765
3.42,0.0028512836428279268,5.695888861454139,8.592588629537472,3716.267814949526,605.4243559232143,0.18,4.6,0.101,0.008,1.5,0.2,0.3,1.4,0.0412,0.3,0.05,0.45,0.03,0.4,0.3,0.35,0.3,0.5,1.0,0.0005132310557090268,0.01632178031710639,0.009149103886850881,1.1391777722908278,2.458463262624643,0.35401465153694384,6354.474272536348,111.48803444848578,1300.693735232334,182.49042505847103
3.45,0.0024043551774343068,5.662067212315239,8.655707053631644,3907.751172607528,639.8162910540932,0.18,4.6,0.101,0.008,1.5,0.2,0.3,1.4,0.0412,0.3,0.05,0.45,0.03,0.4,0.3,0.35,0.3,0.5,1.0,0.0004327839319381752,0.014435307946534514,0.007690618951224812,1.1324134424630479,2.460069270857708,0.35661513060962374,6641.544267157677,117.23253517822585,1367.7129104126348,192.7140601222293
3.48,0.0020101291765960744,5.628406943321551,8.718796325506633,4107.832491222278,675.949115097816,0.18,4.6,0.101,0.008,1.5,0.2,0.3,1.4,0.0412,0.3,0.05,0.45,0.03,0.4,0.3,0.35,0.3,0.5,1.0,0.0003618232517872934,0.01265866374877837,0.006409341269252085,1.1256813886643102,2.461718641705242,0.3592144086108733,6939.469688814599,123.23497473666833,1437.7413719277972,203.464107048421
3.51,0.0016654375252762054,5.594912215424625,8.781857695768547,4316.834318256338,713.8986488377853,0.18,4.6,0.101,0.008,1.5,0.2,0.3,1.4,0.0412,0.3,0.05,0.45,0.03,0.4,0.3,0.35,0.3,0.5,1.0,0.000299778754549717,0.011001576900205201,0.005293549314172628,1.118982443084925,2.4634054479486465,0.36181253706566413,7248.569234345481,129.50502954769013,1510.8920113897182,214.7640714508448
3.54,0.001366833519321142,5.56158680319441,8.844892212808906,4535.0885442870685,753.7434330978874,0.18,4.6,0.101,0.008,1.5,0.2,0.3,1.4,0.0412,0.3,0.05,0.45,0.03,0.4,0.3,0.35,0.3,0.5,1.0,0.00024603003347780554,0.009471567200687191,0.004330779257947784,1.112317360638882,2.4651222057941755,0.36440955916772694,7569.166679256784,136.05265632861204,1587.280990500474,226.63815082402942
