Time,T,Th,Tc,B,A,alpha,alpha_0,alpha_1,delta_2,mu_1,mu_10,mu_11,mu_2,mu_20,beta_1,beta_2,mu_3,mu_30,gamma_1,gamma_2,mu_4,mu_40,delta_1,compartment,Formation_of_tumor_cell,Removal_of_tumor_cell_from_the_system,Formation_of_T_helper_cell,Removal_of_T_helper_cell_from_the_system,formation_of_cytotoxic_T_cell,Removal_of_cytotoxic_T_cell,Formation_of_B_cell,Removal_of_B_cell_from_the_system,introduction_of_antibody_against_cancer,Removal_of_antibody_from_the_system
5.22,1.3430506764469086e-14,3.974822882651735,12.2744902461895,46639.47525771832,10112.019116397032,0.18,4.6,0.101,0.008,1.5,0.2,0.3,1.4,0.0412,0.3,0.05,0.45,0.03,0.4,0.3,0.35,0.3,0.5,1.0,2.4174912176044353e-15,1.1031264442141571e-12,3.616092583060982e-14,0.794964576530347,2.439446235172046,0.5057089981430074,55615.0960467747,1399.1842577315495,16323.81634020141,3033.6057349191774
5.25,1.0641013082715663e-14,3.9510453392660145,12.332419494220822,48289.485116008866,10517.536481741174,0.18,4.6,0.101,0.008,1.5,0.2,0.3,1.4,0.0412,0.3,0.05,0.45,0.03,0.4,0.3,0.35,0.3,0.5,1.0,1.9153823548888195e-15,9.08592119556311e-13,2.857445716773322e-14,0.790209067853203,2.4362974282257803,0.5080956831618979,57238.183530948925,1448.684553480266,16901.319790603102,3155.260944522408
5.28,-1.466279855353828e-13,3.927410065300532,12.39018162709048,49987.167014855164,10936.904003779471,0.18,4.6,0.101,0.008,1.5,0.2,0.3,1.4,0.0412,0.3,0.05,0.45,0.03,0.4,0.3,0.35,0.3,0.5,1.0,-2.6393037396368905e-14,-1.301274110115645e-11,-3.927024461769952e-13,0.7854820130601065,2.4330662016560933,0.5104754830361278,58896.030860997336,1499.615010445655,17495.508455199306,3281.0712011330397
5.31,-1.4949123241644137e-13,3.9039161616468743,12.447774261660248,51733.57959170857,11370.520559044926,0.18,4.6,0.101,0.008,1.5,0.2,0.3,1.4,0.0412,0.3,0.05,0.45,0.03,0.4,0.3,0.35,0.3,0.5,1.0,-2.6908421834959446e-14,-1.378628919734172e-11,-3.993172201011784e-13,0.7807832323293749,2.429753355830604,0.5128482995804022,60589.0672403717,1552.007387751257,18106.752857098,3411.156167712628
5.34,-6.845506000933198e-14,3.880562794266494,12.505195204825897,53529.72692298271,11818.76855741819,0.18,4.6,0.101,0.008,1.5,0.2,0.3,1.4,0.0412,0.3,0.05,0.45,0.03,0.4,0.3,0.35,0.3,0.5,1.0,-1.2321910801679756e-14,-6.558896519381376e-12,-1.8237583769944615e-13,0.7761125588532989,2.426359762344005,0.515214042438827,62317.64000537018,1605.891807689481,18735.404423043947,3545.6305672250523
5.37,-3.1093906758999622e-15,3.8573491253190504,12.562442268841517,55376.63238115865,12282.04121329805,0.18,4.6,0.101,0.008,1.5,0.2,0.3,1.4,0.0412,0.3,0.05,0.45,0.03,0.4,0.3,0.35,0.3,0.5,1.0,-5.596903216619931e-16,-3.0946253106376806e-13,-8.262287635037323e-15,0.7714698250638101,2.4228862848793287,0.5175726214762705,64082.101343573006,1661.2989714347593,19381.821333405525,3684.6123639893954
5.4,3.9052442234022874e-14,3.834274332183044,12.619513321155782,57275.31591243828,12760.733959302339,0.18,4.6,0.101,0.008,1.5,0.2,0.3,1.4,0.0412,0.3,0.05,0.45,0.03,0.4,0.3,0.35,0.3,0.5,1.0,7.029439602124117e-15,4.036477710789703e-12,1.034999964111268e-13,0.7668548664366088,2.419333800597683,0.5199239488316182,65882.78210122204,1718.2594773731482,20046.360569353397,3828.2201877909506
5.43,4.1640366190615704e-13,3.811337565624021,12.676406174721665,59226.84489213687,13255.263980685793,0.18,4.6,0.101,0.008,1.5,0.2,0.3,1.4,0.0412,0.3,0.05,0.45,0.03,0.4,0.3,0.35,0.3,0.5,1.0,7.495265914310826e-14,4.468945238577094e-11,1.1007219685851377e-12,0.7622675131248042,2.415703152543416,0.5222679343985326,67720.04964924639,1776.805346764106,20729.395712247904,3976.5791942084975
5.46,-4.4956258589498927e-14,3.7885380064450644,12.733118735151413,61232.264995619225,13766.043612140555,0.18,4.6,0.101,0.008,1.5,0.2,0.3,1.4,0.0412,0.3,0.05,0.45,0.03,0.4,0.3,0.35,0.3,0.5,1.0,-8.092126546109807e-15,-5.00877430228301e-12,-1.1852993617241512e-13,0.7577076012890129,2.4119952134347074,0.5246044918882382,69594.22894698464,1836.9679498685766,21431.292748466727,4129.813083641857
5.49,6.943029914854237e-15,3.765874835136641,12.789648924895223,63292.63858295011,14293.495951505443,0.18,4.6,0.101,0.008,1.5,0.2,0.3,1.4,0.0412,0.3,0.05,0.45,0.03,0.4,0.3,0.35,0.3,0.5,1.0,1.2497453846737625e-15,8.02890050256891e-13,1.8258519363066496e-14,0.7531749670273282,2.408210851824802,0.5269335357056832,71505.64646667925,1898.7791574885032,22152.423504032537,4288.048785451683
5.52,-2.075404542638227e-14,3.743347240538804,12.84599470314172,65409.03170868053,14838.049315147895,0.18,4.6,0.101,0.008,1.5,0.2,0.3,1.4,0.0412,0.3,0.05,0.45,0.03,0.4,0.3,0.35,0.3,0.5,1.0,-3.735728176748808e-15,-2.490523638323059e-12,-5.443794774263292e-14,0.7486694481077608,2.4043509411989734,0.5292549817694389,73454.61550590077,1962.2709512604158,22893.161098038185,4451.414794544215
5.55,-2.9718944206214503e-13,3.720954403022571,12.902154023808663,67582.53594632455,15400.146169148968,0.18,4.6,0.101,0.008,1.5,0.2,0.3,1.4,0.0412,0.3,0.05,0.45,0.03,0.4,0.3,0.35,0.3,0.5,1.0,-5.3494099571186106e-14,-3.7001359561007777e-11,-7.775326719851055e-13,0.7441908806045143,2.4004163411667454,0.531568745780917,75441.46040906422,2027.4760783897366,23653.887581213592,4620.043850742401
5.58,-4.0352955709399196e-14,3.698695519804426,12.958124898817575,69814.23540442152,15980.229911868728,0.18,4.6,0.101,0.008,1.5,0.2,0.3,1.4,0.0412,0.3,0.05,0.45,0.03,0.4,0.3,0.35,0.3,0.5,1.0,-7.263532027691855e-15,-5.211608841529236e-12,-1.0530542251206518e-13,0.7397391039608853,2.3964079254159243,0.5338747458312841,77466.4799126705,2094.4270621326455,24434.982391547528,4794.0689735602955
5.61,1.1485706524400448e-16,3.676569789157759,13.013905360367774,72105.2279157484,16578.75396032868,0.18,4.6,0.101,0.008,1.5,0.2,0.3,1.4,0.0412,0.3,0.05,0.45,0.03,0.4,0.3,0.35,0.3,0.5,1.0,2.0674271743920807e-17,1.5384464838968713e-14,2.9896960271023525e-16,0.7353139578315518,2.3923265643443195,0.5361729008471523,79529.97077861258,2163.156837472452,25236.82977051194,4973.626188098604
5.64,7.692066701380052e-14,3.6545764220025196,13.069493488535723,74456.60793543454,17196.17459144664,0.18,4.6,0.101,0.008,1.5,0.2,0.3,1.4,0.0412,0.3,0.05,0.45,0.03,0.4,0.3,0.35,0.3,0.5,1.0,1.3845720062484094e-14,1.0683466487102522e-11,1.997147373307035e-13,0.730915284400504,2.3881731375363153,0.5384631317276718,81632.20914693971,2233.698238063036,26059.812777402087,5158.852377434653
5.67,7.099408768789134e-13,3.632714614825368,13.124887344742271,76869.50391556197,17832.96648723103,0.18,4.6,0.101,0.008,1.5,0.2,0.3,1.4,0.0412,0.3,0.05,0.45,0.03,0.4,0.3,0.35,0.3,0.5,1.0,1.277893578382044e-13,1.0222392221945571e-10,1.83861509504836e-12,0.7265429229650736,2.383948503762878,0.5407453586033816,83773.49109255317,2306.085117466859,26904.326370446688,5349.889946175639
5.7,2.0624914501487337e-13,3.610983586286186,13.180085062201753,79345.02833923297,18489.602373118643,0.18,4.6,0.101,0.008,1.5,0.2,0.3,1.4,0.0412,0.3,0.05,0.45,0.03,0.4,0.3,0.35,0.3,0.5,1.0,3.7124846102677203e-14,3.078227395777129e-11,5.328024007225902e-13,0.7221967172572372,2.3796535412744184,0.5430195045627122,85954.0784959213,2380.3508501769893,27770.75991873154,5546.880711937499
5.73,-5.3102658316120884e-14,3.589382553772632,13.235084785936095,81884.30695947412,19166.56453651257,0.18,4.6,0.101,0.008,1.5,0.2,0.3,1.4,0.0412,0.3,0.05,0.45,0.03,0.4,0.3,0.35,0.3,0.5,1.0,-9.558478496901758e-15,-8.21334885811286e-12,-1.3683571406983136e-13,0.7178765107545264,2.3752891214167455,0.5452854931805672,88174.23084842805,2456.5292087842236,28659.507435815944,5749.9693609532615
5.76,-7.404665040914333e-14,3.567910739459851,13.28988469005398,84488.47232046622,19864.34291149911,0.18,4.6,0.101,0.008,1.5,0.2,0.3,1.4,0.0412,0.3,0.05,0.45,0.03,0.4,0.3,0.35,0.3,0.5,1.0,-1.33283970736458e-14,-1.1866495657408776e-11,-1.9032752737845849e-13,0.7135821478919703,2.370856115590934,0.547543249230224,90434.19832582184,2534.654169613986,29570.965312163175,5959.302873448996
5.79,-2.6931434301101523e-14,3.546567370729008,13.34448298042787,87158.6640673222,20583.435804632147,0.18,4.6,0.101,0.008,1.5,0.2,0.3,1.4,0.0412,0.3,0.05,0.45,0.03,0.4,0.3,0.35,0.3,0.5,1.0,-4.847658174198274e-15,-4.471029585240754e-12,-6.905139529341789e-14,0.7093134741458016,2.3663553958815577,0.5497926987936282,92734.22221724778,2614.7599220196657,30505.532423562767,6175.030741389366
5.82,1.252992098685926e-14,3.525351680189444,13.39887789502573,89896.02872513095,21324.34998576891,0.18,4.6,0.101,0.008,1.5,0.2,0.3,1.4,0.0412,0.3,0.05,0.45,0.03,0.4,0.3,0.35,0.3,0.5,1.0,2.255385777634667e-15,2.154495938357605e-12,3.204659488138847e-14,0.7050703360378888,2.361787834994176,0.5520337692750601,95074.53477255012,2696.8808617539285,31463.61005379583,6397.304995730807
5.85,2.2959019135309298e-14,3.504262903393102,13.453067689989465,92701.71626652523,22087.597036640425,0.18,4.6,0.101,0.008,1.5,0.2,0.3,1.4,0.0412,0.3,0.05,0.45,0.03,0.4,0.3,0.35,0.3,0.5,1.0,4.132623444355673e-15,4.0880722972286615e-12,5.857486041921096e-14,0.7008525806786204,2.357154302143446,0.554266388827566,97455.35561809804,2781.051487995757,32445.600693283828,6626.279110992381
5.88,1.8623954176898582e-14,3.4833002799241375,13.507050646304707,95576.88163397733,22873.695103377933,0.18,4.6,0.101,0.008,1.5,0.2,0.3,1.4,0.0412,0.3,0.05,0.45,0.03,0.4,0.3,0.35,0.3,0.5,1.0,3.3523117518417448e-15,3.433396219615767e-12,4.739777870465341e-14,0.6966600559848275,2.3524556648612363,0.5564904866277539,99876.89356497354,2867.30644901932,33451.90857189206,6862.108531013592
5.91,1.2216589398631931e-14,3.4624630565046557,13.560825089140764,98522.68794325195,23683.1740249042,0.18,4.6,0.101,0.008,1.5,0.2,0.3,1.4,0.0412,0.3,0.05,0.45,0.03,0.4,0.3,0.35,0.3,0.5,1.0,2.1989860917537476e-15,2.3313532719828894e-12,3.101473093872274e-14,0.6924926113009312,2.3476927943436343,0.5587059936725994,102339.35016931445,2955.6806382975583,34482.94078013818,7104.952207471405
5.94,4.0612698893374506e-15,3.4417504821874236,13.614389358309369,101540.30040726857,24516.567518710992,0.18,4.6,0.101,0.008,1.5,0.2,0.3,1.4,0.0412,0.3,0.05,0.45,0.03,0.4,0.3,0.35,0.3,0.5,1.0,7.31028580080741e-16,8.021316422950207e-13,1.0285268113982307e-14,0.6883500964374848,2.3428665569324525,0.560912841562346,104842.9133664519,3046.209012218057,35539.105142543995,7354.970255613347
5.97,-1.0759824480247796e-15,3.4211618105750734,13.667741821957321,104630.88897635054,25374.41679868045,0.18,4.6,0.101,0.008,1.5,0.2,0.3,1.4,0.0412,0.3,0.05,0.45,0.03,0.4,0.3,0.35,0.3,0.5,1.0,-1.936768406444603e-16,-2.1990474811472285e-13,-2.7183066900466055e-15,0.6842323621150147,2.3379778179040023,0.5631109630646416,107387.76047172322,3138.926669290516,36620.81114172269,7612.325039604121
6.0,-3.876750841250515e-15,3.4006963026090484,13.720880894302187,107795.63019499721,26257.27526537124,0.18,4.6,0.101,0.008,1.5,0.2,0.3,1.4,0.0412,0.3,0.05,0.45,0.03,0.4,0.3,0.35,0.3,0.5,1.0,-6.978151514250928e-16,-8.197157478833124e-13,-9.770221937468918e-15,0.6801392605218097,2.333027446289608,0.5653002928452501,109974.06031246163,3233.8689058499162,37728.470568249024,7877.182579611321
6.03,-1.4075505754009305e-15,3.380353217074979,13.773804975862667,111035.69914863448,27165.692697975777,0.18,4.6,0.101,0.008,1.5,0.2,0.3,1.4,0.0412,0.3,0.05,0.45,0.03,0.4,0.3,0.35,0.3,0.5,1.0,-2.533591035721675e-16,-3.078548111446481e-13,-3.5387312978270775e-15,0.6760706434149958,2.328016298076028,0.5674807650055419,112601.96484817674,3331.070974459034,38862.494702022064,8149.707809392714
6.06,1.5091603828893878e-15,3.360131821501752,13.826512522629343,114352.27617137063,28100.23354715113,0.18,4.6,0.101,0.008,1.5,0.2,0.3,1.4,0.0412,0.3,0.05,0.45,0.03,0.4,0.3,0.35,0.3,0.5,1.0,2.716488689200898e-16,3.4136958267259884e-13,3.785033922223002e-15,0.6720263643003505,2.322945235383975,0.569652315932329,115271.61660737377,3430.568285141119,40023.296659979715,8430.07006414536
6.09,1.353728944882701e-15,3.3400313898266933,13.8790020301399,117746.54968537373,29061.47273163026,0.18,4.6,0.101,0.008,1.5,0.2,0.3,1.4,0.0412,0.3,0.05,0.45,0.03,0.4,0.3,0.35,0.3,0.5,1.0,2.4367121007888614e-16,3.1662848362602064e-13,3.3870425680916084e-15,0.6680062779653387,2.3178151220067913,0.5718148836417638,117983.15159788105,3532.3964905612115,41211.2923898808,8718.441819489097
6.12,-1.5978583131671627e-15,3.3200511992436827,13.931272015100827,121219.70859047007,30049.990707704823,0.18,4.6,0.101,0.008,1.5,0.2,0.3,1.4,0.0412,0.3,0.05,0.45,0.03,0.4,0.3,0.35,0.3,0.5,1.0,-2.8761449637008926e-16,-3.8637329978225166e-13,-3.988278892406382e-15,0.6640102398487366,2.3126268180362644,0.5739684070221541,120736.69166332789,3636.5912577141016,42426.89800666452,9014.997212311422
6.15,-2.1280205498362783e-15,3.30019052953708,13.983321011398488,124772.9410625752,31066.372400271433,0.18,4.6,0.101,0.008,1.5,0.2,0.3,1.4,0.0412,0.3,0.05,0.45,0.03,0.4,0.3,0.35,0.3,0.5,1.0,-3.830436989705301e-16,-5.31884467254342e-13,-5.2988928043234105e-15,0.6600381059074161,2.307381178664696,0.5761128256696177,123532.34353115958,3743.188231877256,43670.52937190132,9319.911720081396
6.18,-2.029582494235941e-15,3.280448669109444,14.03514760629267,128407.44502050955,32111.216888888397,0.18,4.6,0.101,0.008,1.5,0.2,0.3,1.4,0.0412,0.3,0.05,0.45,0.03,0.4,0.3,0.35,0.3,0.5,1.0,-3.653248489624694e-16,-5.242559438088717e-13,-5.041756098973147e-15,0.6560897338218888,2.302079064290858,0.578248081379258,126370.2096363823,3852.223350615286,44942.60575717834,9633.365066666485
6.21,-2.3041772352704566e-15,3.260824904662324,14.086750378605478,132124.40916402682,33185.120726117515,0.18,4.6,0.101,0.008,1.5,0.2,0.3,1.4,0.0412,0.3,0.05,0.45,0.03,0.4,0.3,0.35,0.3,0.5,1.0,-4.1475190234868217e-16,-6.149934931382476e-13,-5.71032140696345e-15,0.6521649809324649,2.2967213230158956,0.5803741155985457,129250.36917475596,3963.7322749208042,46243.543207409384,9955.536217835215
6.24,-2.3285867890836553e-15,3.2413185315580453,14.138127960636252,135925.03290275135,34288.69474050324,0.18,4.6,0.101,0.008,1.5,0.2,0.3,1.4,0.0412,0.3,0.05,0.45,0.03,0.4,0.3,0.35,0.3,0.5,1.0,-4.191456220350579e-16,-6.420787203584072e-13,-5.757187637164912e-15,0.6482637063116091,2.291308808017449,0.5824908719782136,132172.89841509738,4077.75098708254,47573.76151596297,10286.608422150932
6.27,-2.035037779406985e-15,3.2219288470865584,14.189278998323855,139810.5106245846,35422.55304135831,0.18,4.6,0.101,0.008,1.5,0.2,0.3,1.4,0.0412,0.3,0.05,0.45,0.03,0.4,0.3,0.35,0.3,0.5,1.0,-3.663068002932573e-16,-5.796063170589333e-13,-5.019580747025178e-15,0.6443857694173117,2.2858423662029432,0.5845982947309428,135137.85519217514,4194.315318737537,48933.678718604606,10626.765912407456
6.3,-1.2948319107324582e-15,3.2026551527730835,14.240202164676319,143782.03868753335,36587.316827478,0.18,4.6,0.101,0.008,1.5,0.2,0.3,1.4,0.0412,0.3,0.05,0.45,0.03,0.4,0.3,0.35,0.3,0.5,1.0,-2.3306974393184245e-16,-3.8085770833636573e-13,-3.1863178933633847e-15,0.6405310305546168,2.2803228419615444,0.5866963291846643,138145.28612365416,4313.4611606260005,50323.71354063667,10976.195048243375
6.33,-2.509715835206139e-16,3.183496754750604,14.290896162256844,147840.81379506373,37783.61489314742,0.18,4.6,0.101,0.008,1.5,0.2,0.3,1.4,0.0412,0.3,0.05,0.45,0.03,0.4,0.3,0.35,0.3,0.5,1.0,-4.51748850337105e-17,-7.622315677974688e-14,-6.161475417826693e-16,0.6366993509501209,2.2747510777511253,0.588784921884982,141195.2252808821,4435.224413851912,51744.284828272306,11335.084467944222
6.36,3.3088326953254417e-16,3.164452963415554,14.34135972152743,151988.02911291335,39012.08295886195,0.18,4.6,0.101,0.008,1.5,0.2,0.3,1.4,0.0412,0.3,0.05,0.45,0.03,0.4,0.3,0.35,0.3,0.5,1.0,5.955898851585795e-17,1.0374684140103907e-13,8.104442671438824e-16,0.6328905926831108,2.2691279135097986,0.5908640205269301,144287.69073901448,4559.6408733874005,53195.810189519674,11703.624887658592
6.39,5.201043651507553e-16,3.145523092669477,14.391591595027085,156224.88396005877,40273.36288007037,0.18,4.6,0.101,0.008,1.5,0.2,0.3,1.4,0.0412,0.3,0.05,0.45,0.03,0.4,0.3,0.35,0.3,0.5,1.0,9.361878572713594e-17,1.68326812756414e-13,1.2709566350801024e-15,0.6291046185338954,2.2634541851212857,0.5929335737151159,147422.6940437923,4686.746518801763,54678.709386020564,12082.00886402112
6.42,8.330985546574427e-17,3.126706460744263,14.441590563438243,160552.5753905475,41568.1035707395,0.18,4.6,0.101,0.008,1.5,0.2,0.3,1.4,0.0412,0.3,0.05,0.45,0.03,0.4,0.3,0.35,0.3,0.5,1.0,1.4995773983833968e-17,2.7825777412783257e-14,2.0311042219714043e-16,0.6253412921488527,2.2577307259062875,0.5949935312136556,150600.23242882657,4816.577261716425,56193.40138669163,12470.43107122185
6.45,-2.5666594810083502e-17,3.1080023906285557,14.491355439188954,164972.28799619665,42896.96100770324,0.18,4.6,0.101,0.008,1.5,0.2,0.3,1.4,0.0412,0.3,0.05,0.45,0.03,0.4,0.3,0.35,0.3,0.5,1.0,-4.61998706581503e-18,-8.845717652728327e-15,-6.243144362383545e-17,0.6216004781257112,2.25195836742237,0.5970438440945849,153820.2796438925,4949.168639885899,57740.300798668824,12869.088302310973
6.48,-1.4734467554886986e-16,3.089410208721628,14.540885055581159,169485.2198450274,44260.597711239185,0.18,4.6,0.101,0.008,1.5,0.2,0.3,1.4,0.0412,0.3,0.05,0.45,0.03,0.4,0.3,0.35,0.3,0.5,1.0,-2.6522041598796575e-17,-5.238890199595422e-14,-3.5757945677574117e-16,0.6178820417443256,2.2461379367280085,0.5990844642899438,157082.81052499713,5084.556595350822,59319.82694575959,13278.179313371751
6.51,-1.597599077783973e-16,3.070929245786374,14.590178274487384,174092.56411803703,45659.6831127967,0.18,4.6,0.101,0.008,1.5,0.2,0.3,1.4,0.0412,0.3,0.05,0.45,0.03,0.4,0.3,0.35,0.3,0.5,1.0,-2.875678340011151e-17,-5.859211758542583e-14,-3.868232735978402e-16,0.6141858491572748,2.2402702582180134,0.6011153449088802,160387.78398720582,5222.776923541111,60932.397441312954,13697.904933839007
6.54,-2.629938700411732e-16,3.0525588362648683,14.63923398276777,178795.49986926367,47094.89162296772,0.18,4.6,0.101,0.008,1.5,0.2,0.3,1.4,0.0412,0.3,0.05,0.45,0.03,0.4,0.3,0.35,0.3,0.5,1.0,-4.733889660741118e-17,-9.947419536550749e-14,-6.353320836250631e-16,0.6105117672529737,2.234356152512334,0.6031364400900321,163735.13490309444,5363.86499607791,62578.424954242284,14128.46748689031
6.57,-4.435491185927935e-16,3.0342983189573514,14.688051094835636,183595.21259570637,48566.90539615953,0.18,4.6,0.101,0.008,1.5,0.2,0.3,1.4,0.0412,0.3,0.05,0.45,0.03,0.4,0.3,0.35,0.3,0.5,1.0,-7.983884134670283e-17,-1.7299246673378216e-13,-1.0690817813655288e-15,0.6068596637914703,2.22839643729097,0.6051477051072283,167124.7934843308,5507.8563778711905,64258.324408497225,14570.071618847847
6.6,-6.283520496547439e-16,3.016147036827005,14.736628551919809,188492.88832306434,50076.413535696454,0.18,4.6,0.101,0.008,1.5,0.2,0.3,1.4,0.0412,0.3,0.05,0.45,0.03,0.4,0.3,0.35,0.3,0.5,1.0,-1.131033689378539e-16,-2.5266017554242294e-13,-1.5110887262772152e-15,0.6032294073654011,2.2223919269846553,0.6071490963390962,170556.67997357217,5654.78664969193,65972.51091307252,15022.92406070892
6.63,-7.354187034025854e-16,2.9981043362999586,14.784965318496745,193489.70130985594,51624.109759898725,0.18,4.6,0.101,0.008,1.5,0.2,0.3,1.4,0.0412,0.3,0.05,0.45,0.03,0.4,0.3,0.35,0.3,0.5,1.0,-1.3237536661246538e-16,-3.0482087405396227e-13,-1.7645866562040936e-15,0.5996208672599918,2.216343431671475,0.6091405711220659,174030.6937579388,5804.691039295678,67721.39545844958,15487.232927969599
6.66,-6.319885628587725e-16,2.9801695674585327,14.833060383224137,198586.8179370814,53210.69307507281,0.18,4.6,0.101,0.008,1.5,0.2,0.3,1.4,0.0412,0.3,0.05,0.45,0.03,0.4,0.3,0.35,0.3,0.5,1.0,-1.1375794131457904e-16,-2.699752023378296e-13,-1.513012768892229e-15,0.5960339134917065,2.210251757317965,0.6111220877888345,177546.7173943554,5957.604538112441,69505.38627797848,15963.207922521828
6.69,-2.68382286906162e-16,2.962342085213106,14.880912765316486,203785.41340790546,54836.87145767345,0.18,4.6,0.101,0.008,1.5,0.2,0.3,1.4,0.0412,0.3,0.05,0.45,0.03,0.4,0.3,0.35,0.3,0.5,1.0,-4.8308811643109155e-17,-1.1814133086203702e-13,-6.410854733876016e-16,0.5924684170426212,2.2041177075540968,0.6130936059310392,181104.6319472368,6113.562402237164,71324.8946927669,16451.061437302025
6.72,3.5880124659957474e-16,2.9446212480198093,14.928521507508533,209086.6535197971,56503.35777639691,0.18,4.6,0.101,0.008,1.5,0.2,0.3,1.4,0.0412,0.3,0.05,0.45,0.03,0.4,0.3,0.35,0.3,0.5,1.0,6.458422438792345e-17,1.6272879524266894e-13,8.55162002265293e-16,0.5889242496039618,2.197942081626519,0.6150550861093516,184704.30078952515,6272.599605593913,73180.32873192898,16951.00733291908
6.75,1.705482252930168e-16,2.927006416932068,14.975885670267193,214491.6816245207,58210.86630341463,0.18,4.6,0.101,0.008,1.5,0.2,0.3,1.4,0.0412,0.3,0.05,0.45,0.03,0.4,0.3,0.35,0.3,0.5,1.0,3.0698680552743024e-17,7.968004470958027e-14,4.0558106288823605e-16,0.5854012833864136,2.1917256728056547,0.6170064896150084,188345.55854805667,6434.75044873562,75072.08856858223,17463.25989102439
6.78,-6.625988938806315e-16,2.9094969585724044,15.023004349425493,220001.65986679908,59960.123239321394,0.18,4.6,0.101,0.008,1.5,0.2,0.3,1.4,0.0412,0.3,0.05,0.45,0.03,0.4,0.3,0.35,0.3,0.5,1.0,-1.1926780089851367e-16,-3.1884146751509964e-13,-1.5722471807706883e-15,0.5818993917144809,2.18546927316367,0.6189477791963304,192028.2480789997,6600.049796003972,77000.58095337967,17988.0369717964
6.81,-2.5464462875627875e-15,2.892092242805556,15.069876662375416,225617.73689494503,61751.85847222965,0.18,4.6,0.101,0.008,1.5,0.2,0.3,1.4,0.0412,0.3,0.05,0.45,0.03,0.4,0.3,0.35,0.3,0.5,1.0,-4.583603317613017e-16,-1.2618581638332693e-12,-6.029036697838585e-15,0.5784184485611112,2.179173669764606,0.6208789184898671,195752.19201396438,6768.532106848351,78966.20791323076,18525.557541668815
6.84,-3.554206117108627e-15,2.8747916421264814,15.116501743688637,231341.03556792607,63586.802056412,0.18,4.6,0.101,0.008,1.5,0.2,0.3,1.4,0.0412,0.3,0.05,0.45,0.03,0.4,0.3,0.35,0.3,0.5,1.0,-6.397571010795529e-16,-1.8134312501498366e-12,-8.39658978762055e-15,0.5749583284252963,2.1728396435473027,0.6227998718399719,199517.18265946736,6940.231067037782,80969.36244877412,19076.04061692349
6.87,-4.079020708211443e-15,2.8575945341628457,15.162878761425599,237172.6951007755,65465.69571820312,0.18,4.6,0.101,0.008,1.5,0.2,0.3,1.4,0.0412,0.3,0.05,0.45,0.03,0.4,0.3,0.35,0.3,0.5,1.0,-7.342237274780597e-16,-2.142534247439017e-12,-9.615387246473789e-15,0.5715189068325691,2.16646797354116,0.6247106049707347,203323.0191517938,7115.180853023265,83010.44328527142,19639.7087154608
6.9,-3.923558291803535e-15,2.8405003000407114,15.209006906512716,243113.84368406856,67389.28539293565,0.18,4.6,0.101,0.008,1.5,0.2,0.3,1.4,0.0412,0.3,0.05,0.45,0.03,0.4,0.3,0.35,0.3,0.5,1.0,-7.062404925246363e-16,-2.121273331798313e-12,-9.228797989233851e-15,0.5681000600081423,2.1600594340635078,0.6266110845483239,207169.48377859383,7293.415310522057,85089.84528942399,20216.785617880563
6.93,-2.6236460289959223e-15,2.823508324519193,15.254885393636107,249165.60083387425,69358.32187332974,0.18,4.6,0.101,0.008,1.5,0.2,0.3,1.4,0.0412,0.3,0.05,0.45,0.03,0.4,0.3,0.35,0.3,0.5,1.0,-4.72256285219266e-16,-1.4598158514543267e-12,-6.1578349645323964e-15,0.5647016649038387,2.153614794925874,0.6285012782178075,211056.34444148085,7474.968025016227,87207.96029185598,20807.49656199883
6.96,-6.129653851819152e-17,2.806617995995179,15.300513461124016,255329.07688393915,71373.560573457,0.18,4.6,0.101,0.008,1.5,0.2,0.3,1.4,0.0412,0.3,0.05,0.45,0.03,0.4,0.3,0.35,0.3,0.5,1.0,-1.1033376933274474e-17,-3.509434235875556e-14,-1.4355559820649768e-16,0.5613235991990358,2.147134821397857,0.6303811545983095,214983.35462499005,7659.872306518174,89365.1769093787,21412.068172037096
6.99,7.82907800346039e-16,2.7898287061488745,15.345890367612954,261605.36286437899,73435.75811409614,0.18,4.6,0.101,0.008,1.5,0.2,0.3,1.4,0.0412,0.3,0.05,0.45,0.03,0.4,0.3,0.35,0.3,0.5,1.0,1.4092340406228702e-16,4.611608789592844e-13,1.829615297221034e-15,0.5579657412297749,2.140620273449011,0.6322506831456537,218950.24530046125,7848.160885931369,91561.87700253264,22030.72743422887
7.02,9.394373759946095e-16,2.773139850720441,15.39101539982324,267995.5546516313,75545.68062957695,0.18,4.6,0.101,0.008,1.5,0.2,0.3,1.4,0.0412,0.3,0.05,0.45,0.03,0.4,0.3,0.35,0.3,0.5,1.0,1.690987276790297e-16,5.692238362342439e-13,2.1907134313799822e-15,0.5546279701440882,2.134071907415097,0.6341098344727175,222956.74572611004,8039.866639548938,93798.44412807094,22663.704188873122
7.05,-2.9247489832878684e-16,2.75655082881261,15.435887865857069,274500.7324569875,77704.09679948371,0.18,4.6,0.101,0.008,1.5,0.2,0.3,1.4,0.0412,0.3,0.05,0.45,0.03,0.4,0.3,0.35,0.3,0.5,1.0,-5.264548169918163e-17,-1.8226795807242595e-13,-6.805789245117106e-16,0.551310165762522,2.127490474504339,0.6359585800733113,227002.56646919317,8235.021973709625,96075.25635994562,23311.2290398451
