data_set_T,data_set_GNA_,data_set_NAI,data_set_V,data_set_VK_,data_set_VNA_,data_set_W,data_set_Z
141.45,0.096899033,41.18124,-52.788433,-100.0,30.231771,0.00022417746,0.38643211
141.60001,0.09615691,41.16666,-52.857849,-100.0,30.240625,0.0002210737,0.38471487
141.75,0.0954189,41.152012,-52.927414,-100.0,30.249523,0.00021800378,0.38299331
141.89999,0.09468504,41.137295,-52.99712,-100.0,30.258465,0.00021496769,0.38126749
142.05,0.09395536,41.122509,-53.066963,-100.0,30.267452,0.00021196535,0.37953755
142.2,0.09322989,41.107655,-53.136948,-100.0,30.276482,0.00020899672,0.37780359
142.35001,0.092508659,41.092735,-53.207058,-100.0,30.285559,0.00020606171,0.37606579
142.5,0.091791704,41.077747,-53.277298,-100.0,30.294678,0.00020316028,0.3743242
142.64999,0.091079034,41.062691,-53.34766,-100.0,30.303843,0.00020029231,0.37257895
142.8,0.0903707,41.047569,-53.41814,-100.0,30.313053,0.00019745775,0.37083021
142.95,0.089666709,41.032375,-53.488739,-100.0,30.322306,0.00019465646,0.36907804
143.10001,0.088967085,41.017117,-53.559444,-100.0,30.331606,0.00019188835,0.36732262
143.25,0.088271864,41.001789,-53.63026,-100.0,30.340948,0.0001891533,0.36556402
143.39999,0.087581061,40.986397,-53.70118,-100.0,30.350338,0.00018645119,0.3638024
143.55,0.086894698,40.970932,-53.772194,-100.0,30.35977,0.00018378189,0.3620379
143.7,0.086212792,40.955402,-53.843307,-100.0,30.369247,0.00018114524,0.36027059
143.85001,0.085535355,40.939808,-53.914509,-100.0,30.378771,0.00017854113,0.3585006
144.0,0.084862418,40.924141,-53.985798,-100.0,30.388338,0.00017596938,0.35672811
144.14999,0.084193997,40.908409,-54.057167,-100.0,30.397951,0.00017342984,0.3549532
144.3,0.083530098,40.892609,-54.128616,-100.0,30.407608,0.00017092236,0.353176
144.45,0.082870737,40.876743,-54.200142,-100.0,30.417311,0.00016844676,0.35139665
144.60001,0.082215928,40.860809,-54.271732,-100.0,30.427059,0.00016600284,0.34961525
144.75,0.081565686,40.844807,-54.343391,-100.0,30.43685,0.00016359043,0.34783196
144.89999,0.080920018,40.828735,-54.415115,-100.0,30.446688,0.00016120935,0.34604689
145.05,0.08027894,40.812603,-54.486893,-100.0,30.45657,0.0001588594,0.34426019
145.2,0.079642452,40.796398,-54.558723,-100.0,30.466497,0.00015654038,0.34247193
145.35001,0.079010569,40.780128,-54.630604,-100.0,30.476469,0.00015425208,0.34068227
145.5,0.078383297,40.763794,-54.70253,-100.0,30.486486,0.00015199427,0.33889136
145.64999,0.077760637,40.747391,-54.774498,-100.0,30.496548,0.00014976678,0.33709925
145.8,0.077142589,40.730919,-54.8465,-100.0,30.506655,0.00014756936,0.33530617
145.95,0.076529175,40.714382,-54.918537,-100.0,30.516806,0.00014540179,0.33351216
146.10001,0.075920381,40.697781,-54.990601,-100.0,30.527002,0.00014326384,0.3317174
146.25,0.075316213,40.68111,-55.062691,-100.0,30.537245,0.00014115528,0.32992199
146.39999,0.07471668,40.664375,-55.1348,-100.0,30.547531,0.00013907587,0.32812604
146.55,0.074121773,40.647575,-55.206924,-100.0,30.557861,0.00013702537,0.32632974
146.7,0.073531494,40.630711,-55.279064,-100.0,30.568237,0.00013500355,0.32453313
146.85001,0.072945841,40.613777,-55.351208,-100.0,30.578659,0.00013301014,0.32273638
147.0,0.072364807,40.596779,-55.423359,-100.0,30.589123,0.0001310449,0.3209396
147.14999,0.071788393,40.579716,-55.495506,-100.0,30.599634,0.00012910759,0.31914294
147.3,0.071216598,40.562588,-55.56765,-100.0,30.610188,0.00012719793,0.31734648
147.45,0.070649415,40.545395,-55.639786,-100.0,30.620787,0.00012531568,0.31555039
147.60001,0.070086837,40.528133,-55.71191,-100.0,30.631432,0.00012346057,0.31375477
147.75,0.069528848,40.510811,-55.784016,-100.0,30.64212,0.00012163235,0.31195971
147.89999,0.068975456,40.493423,-55.856102,-100.0,30.652853,0.00011983074,0.31016541
148.05,0.068426646,40.475971,-55.928162,-100.0,30.66363,0.00011805548,0.3083719
148.2,0.067882404,40.458454,-56.000195,-100.0,30.674452,0.00011630631,0.30657935
148.35001,0.067342728,40.440876,-56.072193,-100.0,30.685316,0.00011458294,0.30478787
148.5,0.066807598,40.423229,-56.144157,-100.0,30.696226,0.00011288511,0.30299759
148.64999,0.066277012,40.405521,-56.21608,-100.0,30.70718,0.00011121255,0.30120859
148.8,0.065750957,40.387749,-56.28796,-100.0,30.71818,0.00010956499,0.29942104
148.95,0.065229416,40.369915,-56.359791,-100.0,30.729221,0.00010794214,0.29763502
149.10001,0.064712375,40.352016,-56.431568,-100.0,30.740307,0.00010634374,0.29585066
149.25,0.064199828,40.334057,-56.503288,-100.0,30.751438,0.00010476951,0.29406807
149.39999,0.06369175,40.316032,-56.574951,-100.0,30.762611,0.00010321917,0.29228738
149.55,0.063188136,40.297947,-56.646549,-100.0,30.773829,0.00010169246,0.29050869
149.7,0.062688969,40.2798,-56.718079,-100.0,30.785089,0.00010018908,0.28873208
149.85001,0.062194224,40.261589,-56.789536,-100.0,30.796394,9.8708762e-05,0.28695771
150.0,0.061703891,40.243317,-56.86092,-100.0,30.807743,9.7251235e-05,0.28518566
