Time,I,E,A,T,M,P,J,W2,W3,U,W,n,k,cell,U1,U2,U3,U6_plus_3U7,U6_plus_U7_minus_U8
2.44,18.68723253863992,2.004836860038656,1.1374880199221262,0.9072662679554054,0.03991742783887583,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,3.3908591447493315,3.4212799683958295,0.04,0.01554190659177413
2.45,18.70646312417054,2.004741894971832,1.1376434960603425,0.9071121466150097,0.04001374770352036,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,3.393771984028172,3.424359776931229,0.04,0.01555354455362432
2.46,18.725606474708005,2.0046485986935507,1.1377990886024205,0.9069592914752359,0.04010978138410574,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,3.3966725561490527,3.4274266255293395,0.04,0.01556508751742928
2.47,18.744662951501226,2.0045569646680015,1.137954796678133,0.9068076971407658,0.04020552915089729,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,3.3995609289461317,3.430480585504196,0.04,0.015576536472469345
2.48,18.7636331713761,2.004466974185278,1.1381106162619707,0.90665735072891,0.04030099280560262,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,3.40243718824179,3.4335217661710846,0.04,0.015587892605673167
2.49,18.782517321477467,2.0043786288328556,1.1382665485911927,0.9065082518670855,0.04039617162542249,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,3.4053013885511585,3.4365502123362486,0.04,0.015599156738861124
2.5,18.80131574250002,2.0042919228587457,1.138422593001127,0.9063603956703283,0.04049106581270978,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,3.408153595099018,3.439565991639557,0.04,0.015610329809555049
2.5100000000000002,18.820028792787063,2.004206849611285,1.1385787485946501,0.9062137767083738,0.04058567569173895,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,3.4109938740143804,3.4425691741801647,0.04,0.01562141275874568
2.52,18.83865682836075,2.004123402485412,1.1387350144875048,0.9060683895883367,0.04068000159042947,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,3.4138222908960296,3.4455598295330985,0.04,0.01563240651468816
2.5300000000000002,18.857200202913976,2.0040415749230562,1.1388913898084005,0.9059242289548561,0.040774043840200225,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,3.41663891081444,3.448538026752371,0.04,0.01564331199310043
2.54,18.87565926780227,2.0039613604135202,1.1390478736991116,0.9057812894902363,0.040867802775827466,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,3.419443798313654,3.4515038343741424,0.04,0.0156541300973582
2.5500000000000003,18.894034372035694,2.003882752493862,1.139204465314578,0.9056395659145874,0.04096127873530353,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,3.4222370174131402,3.4544573204198357,0.04,0.01566486171868623
2.56,18.91232586227074,2.003805744749282,1.1393611638230048,0.9054990529859719,0.0410544720596947,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,3.4250186316096523,3.4573985523991784,0.04,0.015675507736345743
2.57,18.930534082802218,2.0037303308135064,1.1395179684059606,0.9053597455005468,0.041147383093001,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,3.427788703879049,3.4603275973132233,0.04,0.015686069017818476
2.58,18.94865937555515,2.0036565043691694,1.1396748782584791,0.9052216382927075,0.04124001218201745,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,3.430547296678101,3.463244521657377,0.04,0.01569654641898732
2.59,18.966702080076654,2.0035842591482003,1.1398318925891568,0.9050847262352361,0.041332359676192344,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,3.4332944719462923,3.4661493914242505,0.04,0.015706940784313138
2.6,18.984662533527874,2.003513588932205,1.1399890106202537,0.904949004239444,0.04142442592749255,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,3.4360302911075866,3.4690422721066985,0.04,0.01571725294700899
2.61,19.002541070675832,2.0034444875528523,1.1401462315877922,0.9048144672553216,0.04151621129026143,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,3.4387548150721843,3.471923228700532,0.04,0.015727483729210172
2.62,19.02033802388534,2.003376948892255,1.140303554741657,0.9046811102716834,0.041607716121085714,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,3.4414681042382615,3.4747923257074955,0.04,0.015737633942141983
2.63,19.0380537231109,2.0033109668833573,1.140460979345695,0.9045489283163182,0.04169894077865588,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,3.444170218493691,3.4776496271379482,0.04,0.015747704386283607
2.64,19.055688495888592,2.0032465355103173,1.1406185046778146,0.9044179164561353,0.04178988562363287,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,3.4468612172177417,3.480495196513704,0.04,0.015757695851529526
2.65,19.073242667327964,2.003183648808891,1.1407761300300847,0.904288069797317,0.04188055101851055,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,3.4495411592827674,3.4833290968706763,0.04,0.01576760911734744
2.66,19.090716560103928,2.003122300866817,1.1409338547088352,0.9041593834854661,0.04197093732748406,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,3.452210103055869,3.4861513907616604,0.04,0.015777444952933765
2.67,19.108110494448663,2.0030624858242003,1.141091678034756,0.9040318527057574,0.04206104491631305,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,3.4548681064005504,3.4889621402588813,0.04,0.015787204117365727
2.68,19.1254247881435,2.0030041978738957,1.141249599342997,0.9039054726830894,0.04215087415219069,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,3.4575152266783453,3.4917614069566896,0.04,0.01579688735975111
2.69,19.142659756510813,2.002947431261893,1.1414076179832668,0.9037802386822359,0.04224042540360928,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,3.460151520750435,3.494549251974078,0.04,0.015806495419374882
2.7,19.159816116547443,2.002892167550739,1.1415657289132126,0.9036561387697742,0.04232970013224768,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,3.462777090283631,3.4973257583820634,0.04,0.01581602917399715
2.71,19.176894051669276,2.002838405095262,1.141723932896367,0.9035331705668804,0.04241869836798554,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,3.465391976825978,3.50009097922595,0.04,0.015825489295860373
2.72,19.19389371699719,2.0027861431180645,1.14188223099257,0.9034113321961793,0.04250742007068501,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,3.4679962185808617,3.502844965695996,0.04,0.0158348764390269
2.73,19.210815429293085,2.002735375723607,1.1420406224869348,0.9032906188808983,0.04259586564422627,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,3.4705898716665726,3.505587777634185,0.04,0.015844191308615724
2.74,19.22765950333411,2.0026860970551814,1.1421991066740191,0.9031710258757792,0.04268403549461693,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,3.473172991763289,3.508319474444767,0.04,0.015853434600758876
2.75,19.24442625191247,2.0026383012950504,1.1423576828578388,0.903052548467098,0.04277193002988655,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,3.475745634115336,3.5110401150968547,0.04,0.015862607002733543
2.7600000000000002,19.26111598583517,2.002591982664578,1.1425163503518814,0.9029351819726829,0.04285954965998632,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,3.4783078535334058,3.5137497581271275,0.04,0.015871709193092248
2.77,19.277729013923793,2.0025471354243694,1.14267510847912,0.9028189217419355,0.04294689479668612,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,3.480859704396781,3.516448461642409,0.04,0.015880741841790377
2.7800000000000002,19.294265643014278,2.002503753874405,1.1428339565720271,0.90270376315585,0.043033965853472224,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,3.4834012406555233,3.5191362833221977,0.04,0.015889705610311416
2.79,19.310726177956685,2.002461832354177,1.142992893972588,0.9025897016270359,0.043120763245446926,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,3.4859325158326633,3.521813280421223,0.04,0.01589860115179012
2.8000000000000003,19.327110921614956,2.0024213652428253,1.1431519200323144,0.9024767325997395,0.04320728738922852,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,3.488453583026361,3.5244795097719557,0.04,0.01590742911113339
2.81,19.34342017486671,2.0023823469592723,1.1433110341122585,0.9023648515498651,0.0432935387028515,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,3.4909644949120535,3.5271350277870726,0.04,0.015916190125139035
2.82,19.359654236602996,2.0023447719623606,1.1434702355830266,0.9022540539850002,0.043379517605666086,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,3.4934653037445877,3.5297798904618554,0.04,0.01592488482261227
2.83,19.375813403728053,2.002308634750987,1.1436295238247922,0.902144335444437,0.04346522451824205,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,3.4959560613603315,3.5324141533766764,0.04,0.015933513824480515
2.84,19.391897971159114,2.00227392986424,1.1437888982273108,0.9020356914991977,0.043550659862268436,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,3.4984368191792803,3.5350378716993,0.04,0.015942077743905717
2.85,19.407908231826152,2.0022406518815337,1.143948358189932,0.9019281177520587,0.04363582406045726,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,3.5009076282071296,3.5376511001872712,0.04,0.01595057718639504
2.86,19.423844476671654,2.0022087954227454,1.144107903121615,0.9018216098375769,0.04372071753644672,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,3.5033685390373512,3.540253893190235,0.04,0.015959012749909466
2.87,19.439706994650393,2.0021783551483514,1.144267532440941,0.9017161634221154,0.0438053407147051,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,3.5058196018532426,3.5428463046522354,0.04,0.015967385024970544
2.88,19.45549607272921,2.0021493257595617,1.1444272455761275,0.9016117742038681,0.04388969402043393,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,3.5082608664299544,3.5454283881139372,0.04,0.015975694594765145
2.89,19.471211995886765,2.0021217019984565,1.1445870419650417,0.9015084379128887,0.04397377787947369,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,3.5106923821365155,3.5480001967148858,0.04,0.01598394203524856
2.9,19.486855047113327,2.0020954786481227,1.1447469210552141,0.9014061503111185,0.044057592718210005,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,3.513114197937843,3.55056178319575,0.04,0.01599212791524577
2.91,19.502425507410532,2.002070650532788,1.1449068823038528,0.9013049071924124,0.04414113896347738,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,3.5155263623967175,3.5531131999004164,0.04,0.01600025279655078
2.92,19.517923890762756,2.002047208224049,1.1450669233474942,0.9012047021264588,0.044224417249904,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,3.5179289572203487,3.555654500987454,0.04,0.01600831726473914
2.93,19.533350582105566,2.002025144656826,1.145227042822139,0.9011055299354628,0.04430742810077589,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,3.5203220455406834,3.5581857390074028,0.04,0.016016321881658673
2.94,19.54870561810719,2.002004459135531,1.1453872420709132,0.9010073887982827,0.04439017173366492,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,3.5227056406714157,3.5607069628715844,0.04,0.016024267157244802
2.95,19.563989281350164,2.0019851464760237,1.1455475205155743,0.9009102745453769,0.0444726485849275,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,3.5250797909327973,3.563218223439395,0.04,0.016032153627263356
2.96,19.579201852892574,2.0019672015274836,1.1457078775840004,0.9008141830348263,0.04455485909134297,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,3.5274445443174764,3.5657195711873886,0.04,0.016039981820970214
2.97,19.59434361227743,2.001950619172368,1.1458683127101297,0.9007191101522724,0.04463680369003398,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,3.529799948493678,3.5682110562113705,0.04,0.016047752261201732
2.98,19.609414837542015,2.001935394326372,1.146028825333899,0.900625051810859,0.04471848281838601,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,3.532146050808381,3.5706927282284484,0.04,0.01605546546446351
2.99,19.624415805227276,2.001921521938391,1.146189414901183,0.9005320039511738,0.04479989691396569,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,3.5344828982904817,3.573164636578976,0.04,0.016063121941017517
3.0,19.639346790387172,2.0019089969904797,1.1463500808637328,0.9004399625411907,0.044881046414443716,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,3.536810537653936,3.5756268302286185,0.04,0.016070722194968044
3.0100000000000002,19.654208066598063,2.0018978144978132,1.146510822679115,0.9003489235762127,0.044961931757514284,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,3.5391290153008965,3.578079357770257,0.04,0.01607826672434592
3.02,19.66899990596805,2.001887969508647,1.1466716398106507,0.9002588830788127,0.04504255338081664,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,3.5414383773248144,3.5805222674259216,0.04,0.016085756021191406
3.0300000000000002,19.683722579146373,2.0018794571042777,1.1468325317273547,0.9001698370987802,0.04512291172185704,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,3.5437386695135547,3.5829556070486905,0.04,0.016093190571635663
3.04,19.698376355332762,2.0018722723990043,1.1469934979038734,0.9000817817130634,0.0452030072179325,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,3.5460299373524786,3.5853794241246186,0.04,0.016100570855981027
3.0500000000000003,19.712961502286813,2.0018664105400874,1.1471545378204253,0.899994713025714,0.045282840306051786,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,3.5483122260275137,3.587793765774523,0.04,0.016107897348779595
3.06,19.72747828633734,2.00186186670771,1.1473156509627387,0.8999086271678327,0.045362411422861494,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,3.550585580428213,3.590198678755899,0.04,0.016115170518910933
3.0700000000000003,19.74192697239177,2.001858636114938,1.1474768368219908,0.8998235202975143,0.045441721004567226,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,3.5528500451508025,3.5925942094646404,0.04,0.01612239082965799
3.08,19.756307823945487,2.0018567140076815,1.147638094894747,0.8997393885997949,0.04552076948686049,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,3.5551056645012116,3.594980403936902,0.04,0.016129558738782218
3.09,19.770621103091216,2.001856095664655,1.1477994246829,0.8996562282865964,0.04559955730484163,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,3.5573524824980867,3.5973573078507948,0.04,0.01613667469859706
3.1,19.784867070528374,2.0018567763973363,1.147960825693608,0.8995740355966756,0.04567808489294708,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,3.5595905428757977,3.5997249665281834,0.04,0.01614373915604054
3.11,19.799045985572466,2.0018587515499284,1.148122297439234,0.8994928067955694,0.045756352684875136,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,3.561819889087426,3.6020834249363927,0.04,0.016150752552746492
3.12,19.81315810616442,2.001862016499321,1.148283839437285,0.8994125381755455,0.04583436111350936,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,3.564040564307745,3.604432727689817,0.04,0.01615771532511437
3.13,19.827203688879976,2.0018665666550484,1.1484454512103506,0.8993332260555483,0.045912110610850466,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,3.56625261143618,3.6067729190517395,0.04,0.01616462790437857
3.14,19.841183031617945,2.001872395353875,1.1486071319372102,0.8992548653960929,0.04598960197942792,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,3.5684560752793675,3.6091040519980404,0.04,0.016171490754677397
3.15,19.855096505562024,2.001879492283518,1.1487688801916116,0.8991774487634072,0.04606683667150069,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,3.5706510041645005,3.6114261949595923,0.04,0.016178304400977134
3.16,19.868944240498593,2.0018878590065508,1.1489306965143111,0.8991009765408512,0.046143814048611675,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,3.5728374338936013,3.6137393650503045,0.04,0.016185069149563087
3.17,19.882726491061053,2.0018974908937506,1.1490925804196268,0.8990254450429802,0.046220534568856296,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,3.575015406458803,3.616043605851082,0.04,0.016191785414445395
3.18,19.896443510733942,2.0019083833399836,1.1492545314252682,0.8989508506053374,0.04629699869062235,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,3.577184963599065,3.6183389606333485,0.04,0.016198453604917874
3.19,19.910095551865947,2.0019205317639828,1.1494165490522466,0.8988771895842885,0.046373206872552274,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,3.5793461468031813,3.620625472361161,0.04,0.01620507412562202
3.2,19.92368286568289,2.001933931608133,1.1495786328247832,0.8988044583568611,0.04644915957351133,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,3.5814989973127966,3.622903183693498,0.04,0.01621164737661045
3.21,19.937205702300723,2.0019485783382485,1.1497407822702197,0.8987326533205792,0.046524857252550546,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,3.583643556125382,3.6251721369863157,0.04,0.01621817375340883
3.22,19.950664310738553,2.001964467443357,1.149902996918926,0.8986617708933039,0.04660030036887308,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,3.585779863997229,3.627432374294706,0.04,0.016224653647077102
3.23,19.964058938931597,2.001981594435481,1.1500652763042112,0.89859180751307,0.046675489381800106,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,3.587907961446401,3.629683937374972,0.04,0.01623108744426961
3.24,19.97738983374422,2.001999954849417,1.150227619962231,0.8985227596379252,0.04675042475073939,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,3.590027888755697,3.631926867686781,0.04,0.016237475527294477
3.25,19.99065724098291,2.0020195442425197,1.1503900274318986,0.8984546237457701,0.04682510693514915,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,3.592139685975591,3.634161206395111,0.04,0.016243818274171633
3.2600000000000002,20.003861405409282,2.0020403581944812,1.1505524982547928,0.8983873963341976,0.04689953639450909,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,3.594243392927158,3.636386994372403,0.04,0.016250116058690443
3.27,20.017002570753085,2.0020623923071144,1.150715031975068,0.8983210739203328,0.04697371358828654,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,3.5963390492049947,3.638604272200513,0.04,0.016256369250466016
3.2800000000000002,20.030080979725188,2.0020856422041318,1.1508776281393633,0.8982556530406737,0.0470476389759051,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,3.5984266941801253,3.6408130801727157,0.04,0.01626257821499478
3.29,20.043096874030578,2.0021101035309297,1.1510402862967113,0.898191130250933,0.04712131301671485,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,3.600506367002893,3.6430134582957217,0.04,0.016268743313709293
3.3000000000000003,20.056050494381374,2.0021357719543675,1.151203005998448,0.8981275021258791,0.04719473616995954,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,3.6025781066058498,3.6452054462915653,0.04,0.0162748649040319
3.31,20.068942080509807,2.0021626431625505,1.1513657867981215,0.8980647652591783,0.047267908894749223,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,3.6046419517066175,3.6473890835996285,0.04,0.016280943339427978
3.3200000000000003,20.08177187118123,2.0021907128646106,1.1515286282514017,0.8980029162632369,0.04734083165002793,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,3.606697940810757,3.6495644093784767,0.04,0.01628697896945789
3.33,20.0945401042071,2.0022199767904874,1.1516915299159893,0.8979419517690439,0.04741350489454562,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,3.60874611221461,3.651731462507802,0.04,0.016292972139828464
3.34,20.107247016458004,2.0022504306907103,1.151854491351525,0.8978818684260158,0.04748592908683021,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,3.6107865040081486,3.6538902815903267,0.04,0.016298923192443644
3.35,20.119892843876638,2.0022820703361797,1.1520175121194993,0.8978226629018372,0.04755810468515683,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,3.6128191540777883,3.6560409049535947,0.04,0.016304832465454108
3.36,20.132477820420565,2.002314891465148,1.152180591790319,0.8977643318396212,0.04763003216479211,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,3.6148440997451727,3.658183371105267,0.04,0.016310700294854655
3.37,20.1450020267997,2.0023488823197795,1.1523437309550075,0.897706865825087,0.04770171446031509,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,3.6168613263036766,3.660317782779422,0.04,0.01631652723280961
3.38,20.157465821581038,2.0023840449139656,1.1525069283418028,0.8976502665802556,0.047773150008092756,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,3.618870913664922,3.6624441243340464,0.04,0.01632231342442941
3.39,20.169869434419113,2.002420374964374,1.1526701835367879,0.8975945307370511,0.04784433930946482,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,3.620872898003003,3.6645624341353717,0.04,0.016328059196921867
3.4,20.182213093970763,2.0024578682003007,1.1528334961283433,0.8975396549395892,0.04791528286763177,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,3.622867315255956,3.6666727503377166,0.04,0.016333764874138585
3.41,20.19449702790522,2.0024965203633056,1.1529968657070755,0.8974856358439119,0.04798598118768168,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,3.6248542011275013,3.6687751108863838,0.04,0.0163394307766229
3.42,20.206721462914228,2.0025363272068546,1.1531602918657455,0.8974324701177233,0.04805643477661429,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,3.6268335910887863,3.670869553520441,0.04,0.016345057221656932
3.43,20.218886624722114,2.002577284495955,1.1533237741991973,0.8973801544401243,0.04812664414336654,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,3.628805520380099,3.6729561157755124,0.04,0.016350644523308012
3.44,20.230992738095907,2.002619388006795,1.1534873123042877,0.8973286855013466,0.04819660979883955,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,3.6307700240125778,3.6750348349865747,0.04,0.01635619299247447
3.45,20.243040026855414,2.002662633526382,1.1536509057798128,0.8972780600024928,0.048266332255923805,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,3.632727136769927,3.677105748290687,0.04,0.0163617029369306
3.46,20.255028713883345,2.0027070168521806,1.1538145542264393,0.897228274655268,0.04833581202952678,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,3.6346768932100937,3.6791688926297352,0.04,0.01636717466137116
3.47,20.266959021135378,2.00275253379175,1.1539782572466308,0.897179326181719,0.04840504963659964,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,3.63661932766695,3.6812243047531386,0.04,0.01637260846745505
3.48,20.278831169650285,2.002799180162385,1.1541420144445782,0.897131211313973,0.04847404559616638,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,3.638554474251982,3.6832720212205983,0.04,0.01637800465384855
3.49,20.290645379560008,2.0028469517907515,1.1543058254261271,0.897083926793973,0.04854280042934859,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,3.640482366855936,3.685312078404664,0.04,0.016383363516267586
3.5,20.302401870099768,2.0028958445125244,1.1544696897987075,0.8970374693732154,0.04861131465939835,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,3.6424030391504663,3.6873445124935436,0.04,0.016388685347519933
3.5100000000000002,20.314100859618154,2.0029458541720295,1.1546336071712615,0.8969918358124915,0.048679588811723594,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,3.6443165245898004,3.6893693594936376,0.04,0.016393970437546236
3.52,20.32574256558723,2.002996976621878,1.154797577154173,0.8969470228816238,0.048747623413918695,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,3.646222856412353,3.6913866552322054,0.04,0.016399219073460806
3.5300000000000002,20.337327204612624,2.003049207722607,1.154961599359195,0.8969030273592068,0.0488154189957947,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,3.648122067642363,3.693396435359999,0.04,0.01640443153959176
3.54,20.34885499244362,2.0031025433423166,1.15512567339938,0.8968598460323444,0.04888297608940791,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,3.6500141910914974,3.695398735353807,0.04,0.01640960811752048
3.5500000000000003,20.36032614398328,2.0031569793563087,1.1552897988890072,0.896817475696393,0.04895029522909148,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,3.651899259360472,3.697393590519076,0.04,0.016414749086120638
3.56,20.3717408732985,2.0032125116467245,1.1554539754435118,0.8967759131546993,0.049017376951486336,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,3.6537773048406343,3.6993810359924693,0.04,0.016419854721596683
3.5700000000000003,20.38309939363015,2.003269136102185,1.1556182026794133,0.8967351552183427,0.04908422179557089,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,3.6556483597155682,3.701361106744374,0.04,0.016424925297521587
3.58,20.394401917403144,2.0033268486174265,1.1557824802142451,0.8966951987058754,0.04915083030269396,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,3.65751245596266,3.703333837581469,0.04,0.016429961084874312
3.59,20.405648520378254,2.0033856506374472,1.1559468087307925,0.8966560439963173,0.04921720208966255,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,3.6593696154923343,3.705299242172848,0.04,0.016434962267980694
