Time,I,E,A,T,M,P,J,W2,W3,U,W,n,k,cell,U1,U2,U3,U6_plus_3U7,U6_plus_U7_minus_U8
1.16,15.344807473682499,2.0338109781789835,1.119064264607085,0.9399492156664765,0.025202502094578267,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,2.8846679498881906,2.885998329033339,0.04,0.012632644883518132
1.17,15.379187957758296,2.033425855043385,1.1191908011653708,0.9395701072904421,0.025335053412427994,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,2.8899650559021675,2.891605349407196,0.04,0.012674737355386911
1.18,15.413409933324383,2.0330438176040397,1.1193177560619807,0.9391934233052325,0.025467361763173324,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,2.8952346480171607,2.8971830587906204,0.04,0.012716299334680587
1.19,15.44747421837916,2.0326648456977288,1.1194451240894674,0.938819147644563,0.025599426036301793,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,2.900476915792017,2.902731687007635,0.04,0.01275734007007456
1.2,15.48138162934853,2.0322889202550694,1.1195729000188839,0.9384472651570844,0.025731244920899028,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,2.905692050183051,2.908251452049236,0.04,0.012797868533063821
1.21,15.515133133382845,2.031916051550497,1.1197010743385987,0.9380777863668074,0.025862809154909017,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,2.9108803489900175,2.913742242292554,0.04,0.01283789105398177
1.22,15.548729418904454,2.03154619954194,1.1198296452701413,0.9377106776132789,0.02599412334148014,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,2.916041919885284,2.91920451431619,0.04,0.012877418064452957
1.23,15.582171283650604,2.031179345849971,1.1199586079109731,0.9373459241983886,0.02612518625939031,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,2.9211769485782138,2.924638480677394,0.04,0.01291645797838454
1.24,15.615459518772214,2.0308154722589724,1.1200879574773408,0.9369835115200141,0.026255996738382376,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,2.926285618779564,2.930044352758358,0.04,0.0129550190336016
1.25,15.648594908833882,2.0304545607171316,1.120217689304276,0.936623425071731,0.026386553658875322,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,2.931368112214409,2.935422340786334,0.04,0.012993109296341955
1.26,15.681578231813877,2.0300965933364434,1.1203477988455948,0.9362656504425289,0.026516855951680223,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,2.9364246086349244,2.940772653853557,0.04,0.01303073666561776
1.27,15.714410259104143,2.029741552392711,1.1204782816738992,0.935910173316532,0.026646902597720068,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,2.9414552858330496,2.946095499936943,0.04,0.013067908877448247
1.28,15.747091755510302,2.0293894203255425,1.1206091334805757,0.9355569794727163,0.026776692627749437,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,2.9464603196529864,2.9513910859173667,0.04,0.013104633508966965
1.29,15.779623479251647,2.0290401797383546,1.120740350075796,0.9352060547846373,0.02690622512207863,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,2.951439884003593,2.9566596175987696,0.04,0.013140917982408804
1.3,15.81200618196115,2.0286938133983705,1.1208719273885173,0.934857385220153,0.027035499210299685,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,2.9563941508706195,2.9619012997269487,0.04,0.013176769568980373
1.31,15.844240608685455,2.0283503042366196,1.1210038614664808,0.9345109568411525,0.027164514071013873,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,2.961323290328818,2.9671163360080404,0.04,0.013212195392617358
1.32,15.876327497884878,2.0280096353479395,1.1211361484762137,0.93416675580329,0.02729326893156418,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,2.966227470553936,2.9723049291268575,0.04,0.013247202433633571
1.33,15.908267581433416,2.0276717899909746,1.121268784703028,0.933824768355714,0.027421763067767484,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,2.971106857834555,2.9774672807648375,0.04,0.013281797532264017
1.34,15.940061584618736,2.0273367515881757,1.1214017665510203,0.9334849808408067,0.0275499958036511,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,2.97596161658382,2.9826035916178335,0.04,0.013315987392106493
1.35,15.971710668873184,2.027004538565296,1.1215350768169434,0.933147414936319,0.027677953187966214,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,2.980792104553968,2.9877135304340237,0.04,0.013349775080881521
1.36,16.003215268759796,2.0266751128312124,1.121668720747496,0.9328120350272924,0.027805642943575792,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,2.9855983603663327,2.9927976309537456,0.04,0.013383169299544497
1.37,16.03457606587401,2.026348456416436,1.121802695845141,0.9324788258086172,0.02793306523732238,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,2.9903805324490307,2.9978561205890686,0.04,0.013416176576870692
1.3800000000000001,16.06579377389577,2.026024554558379,1.1219369985322012,0.9321477751449687,0.028060219118791346,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,2.9951387844549666,3.0028891794842516,0.04,0.013448803012364044
1.3900000000000001,16.09686910048856,2.0257033927031043,1.1220716253321177,0.9318188710357361,0.028187103664749413,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,2.9998732784854556,3.0078969863078826,0.04,0.01348105458312169
1.4000000000000001,16.1278027472994,2.025384956505325,1.1222065728694486,0.9314921016146798,0.028313717978803627,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,3.004584175101785,3.0128797182730622,0.04,0.013512937146795814
1.41,16.158595409958828,2.025069231828405,1.12234183786987,0.9311674551495924,0.02844006119105739,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,3.00927163333665,3.0178375511569757,0.04,0.013544456444469884
1.42,16.189247778080926,2.024756204744358,1.1224774171601755,0.9308449200419617,0.028566132457779392,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,3.0139358107054495,3.0227706593205617,0.04,0.013575618103455691
1.43,16.219760535263298,2.0244458615338483,1.122613307668276,0.9305244848266406,0.028691930961068517,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,3.0185768632174717,3.027679215727547,0.04,0.013606427640009895
1.44,16.250134359087088,2.0241381886861896,1.1227495064232005,0.9302061381715164,0.02881745590852706,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,3.0231949453869342,3.0325633919633925,0.04,0.01363689046197547
1.45,16.280369921116964,2.0238331728993475,1.1228860105550953,0.9298898688771898,0.028942706532937585,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,3.02779021024392,3.03742335825395,0.04,0.013667011871349421
1.46,16.310467886901137,2.023530801079937,1.1230228172952241,0.9295756658766523,0.029067682091939478,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,3.0323628093451758,3.0422592834836784,0.04,0.013696797066778265
1.47,16.340428915971337,2.0232310603432233,1.1231599239759686,0.9292635182349697,0.02919238186771478,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,3.0369128927847915,3.0470713352138223,0.04,0.013726251145985687
1.48,16.37025366184283,2.022933938013122,1.123297328030828,0.9289534151489686,0.029316805166674453,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,3.0414406092047614,3.051859679700194,0.04,0.013755379108132607
1.49,16.399943286186563,2.0226393908384797,1.12343500783716,0.9286453329940415,0.029440949992721843,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,3.0459461588168235,3.056624403278748,0.04,0.013784185680105414
1.5,16.429498206664494,2.0223474199607407,1.1235729693698997,0.9283392668649896,0.029564816274148493,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,3.0504296640269155,3.0613657040168905,0.04,0.013812675751917537
1.51,16.45891895505614,2.022058019537519,1.123711214229092,0.9280352089626267,0.02968840365419989,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,3.054891258350893,3.0660837602840556,0.04,0.013840854078224739
1.52,16.48820618051237,2.021771176547796,1.1238497395186597,0.9277331485100871,0.02981171148095078,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,3.0593310866260444,3.0707787303373335,0.04,0.01386872528148043
1.53,16.517360527006918,2.0214868781289512,1.1239885424123712,0.9274330748394412,0.029934739122861154,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,3.063749292358728,3.075450771092853,0.04,0.013896293896375887
1.54,16.546382633336385,2.021205111576764,1.12412762015384,0.9271349773914,0.03005748596847598,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,3.0681460177335573,3.080100038142303,0.04,0.01392356437184629
1.55,16.575273133120234,2.0209258643454113,1.124266970056525,0.9268388457150181,0.030179951426131835,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,3.0725214036224617,3.0847266857693505,0.04,0.013950541073023608
1.56,16.604032654800797,2.0206491240474707,1.1244065895037307,0.9265446694674032,0.030302134923663293,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,3.076875589593675,3.08933086696567,0.04,0.013977228283136491
1.57,16.632661821643282,2.020374878453917,1.1245464759486061,0.9262524384134271,0.030424035908116043,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,3.0812087139206006,3.0939127334468832,0.04,0.014003630205360202
1.58,16.661161251735752,2.0201031154941247,1.1246866269141458,0.9259621424254401,0.030545653845461262,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,3.0855209135905928,3.0984724356681794,0.04,0.014029750964617041
1.59,16.68953155798914,2.019833823255868,1.1248270399931897,0.9256737714829916,0.03066698822031307,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,3.0898123243136437,3.1030101228397045,0.04,0.014055594609329107
1.6,16.717773348137253,2.019566989985319,1.1249677128484232,0.9253873156725474,0.03078803853565189,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,3.094083080530958,3.1075259429418405,0.04,0.014081165113125483
1.61,16.74588722473676,2.019302604087048,1.1251086432123765,0.9251027651872189,0.03090880431254735,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,3.09833331542346,3.1120200427401183,0.04,0.01410646637650383
1.62,16.77387378516719,2.0190406541240264,1.125249828887425,0.924820110326487,0.03102928508988582,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,3.102563160920178,3.1164925677999737,0.04,0.014131502228448967
1.6300000000000001,16.801734000962863,2.0187811120193637,1.1253912564177277,0.9245393349135979,0.031149479311961843,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,3.106772795729078,3.1209436052615165,0.04,0.014156276269294889
1.6400000000000001,16.829468396560717,2.0185239694244763,1.1255329256144382,0.9242604305430738,0.031269386733035774,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,3.110962341203253,3.1253733079087094,0.04,0.014180792219537906
1.6500000000000001,16.857077400947208,2.018269222146829,1.125674839054406,0.9239833904826997,0.03138900739027654,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,3.1151319061112996,3.129781840936266,0.04,0.0142050537689848
1.6600000000000001,16.88456160822128,2.0180168586112113,1.1258169942989336,0.9237082051509277,0.0315083408386501,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,3.119281619578068,3.1341693426864765,0.04,0.014229064470350496
1.67,16.911921608051156,2.0177668673677593,1.1259593889568784,0.9234348650581384,0.0316273866472578,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,3.123411609600907,3.1385359502674612,0.04,0.014252827812206617
1.68,16.939157985674356,2.0175192370919524,1.1261020206846533,0.9231633608063761,0.031746144399076935,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,3.1275220030570607,3.1428817995670912,0.04,0.014276347220371268
1.69,16.96627132189767,2.0172739565846154,1.1262448871862254,0.922893683089092,0.031864613690701926,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,3.131612925710996,3.1472070252666327,0.04,0.014299626059262905
1.7,16.993262193097177,2.017031014771918,1.1263879862131168,0.9226258226908911,0.03198279413208971,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,3.13568450222166,3.1515117608542424,0.04,0.014322667633219979
1.71,17.020131171218242,2.0167904007053745,1.1265313155644046,0.9223597704872767,0.0321006853463068,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,3.13973685614964,3.1557961386382134,0.04,0.014345475187786982
1.72,17.046878823775515,2.0165521035618434,1.1266748730867209,0.9220955174444033,0.032218286969280786,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,3.143770109964265,3.16006028976011,0.04,0.014368051910968275
1.73,17.073505713852917,2.0163161126435294,1.1268186566742524,0.9218330546188304,0.03233559864955349,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,3.147784385050618,3.164304344207661,0.04,0.014390400934450192
1.74,17.10001240010367,2.0160824173779806,1.126962664268741,0.9215723731572775,0.03245262004803773,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,3.1517798017164824,3.1685284308275086,0.04,0.014412525334792705
1.75,17.126399436750262,2.01585100731809,1.1271068938594828,0.921313464296384,0.03256935083777679,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,3.155756479199205,3.172732677337771,0.04,0.014434428134591318
1.76,17.152667373584478,2.0156218721420966,1.1272513434833298,0.9210563193624727,0.03268579070370581,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,3.159714535672498,3.1769172103404064,0.04,0.014456112303609919
1.77,17.1788169667449,2.015394990418359,1.127396006350183,0.9208009238504538,0.03280193978227789,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,3.1636541067273107,3.1810821621863683,0.04,0.014477580876551011
1.78,17.204848805474192,2.01517034950058,1.1275408794747195,0.9205472679104229,0.03291779788456243,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,3.167575312538234,3.1852276587654536,0.04,0.01449883674565012
1.79,17.230763279469382,2.014947947268155,1.1276859644314556,0.9202953472616818,0.033033364424982725,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,3.171478255172622,3.1893538185698427,0.04,0.014519882646136342
1.8,17.256560932831874,2.0147277732593243,1.127831259169196,0.9200451532501459,0.03314863916001739,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,3.1753630496035568,3.193460764202275,0.04,0.014540721352915122
1.81,17.282242305750433,2.014509817110058,1.1279767616723175,0.9197966772958631,0.03326362185812241,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,3.1792298098102494,3.197548617219783,0.04,0.014561355593491232
1.82,17.307807934501202,2.014294068554056,1.128122469960772,0.9195499108927966,0.033378312299512825,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,3.183078648784044,3.2016174981447225,0.04,0.01458178804894061
1.83,17.33325835144769,2.0140805174227445,1.128268382090083,0.9193048456086128,0.03349271027595132,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,3.186909678534364,3.205667526475845,0.04,0.01460202135485937
1.84,17.358594085040767,2.013869153645281,1.1284144961513491,0.9190614730844694,0.03360681559053754,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,3.190723010094585,3.2096988206991477,0.04,0.014622058102289753
1.85,17.38381565981869,2.013659967248551,1.1285608102712414,0.9188197850348084,0.033720628057498724,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,3.1945187535278694,3.2137114982985424,0.04,0.014641900838623578
1.86,17.408923596407064,2.0134529483571684,1.1287073226120048,0.9185797732471487,0.03383414750198488,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,3.1982970179329073,3.217705675766463,0.04,0.014661552068484523
1.87,17.433918411518874,2.0132480871934773,1.1288540313714577,0.9183414295818833,0.03394737375986364,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,3.202057911449632,3.2216814686142317,0.04,0.014681014254588884
1.8800000000000001,17.458800617954473,2.013045374077549,1.129000934782992,0.9181047459720771,0.03406030667752039,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,3.2058015412648473,3.225638991382404,0.04,0.014700289818586431
1.8900000000000001,17.483570724601584,2.012844799427185,1.1291480311155726,0.9178697144232694,0.034172946111656555,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,3.2095280136178177,3.2295783576508166,0.04,0.01471938114188063
1.9000000000000001,17.50822923643529,2.012646353757916,1.129295318673739,0.9176363270132736,0.034285291929096275,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,3.2132374338057783,3.2334996800487374,0.04,0.014738290566430574
1.9100000000000001,17.532776779569804,2.012450020861387,1.1294427935435367,0.9174045719133876,0.034397344595537116,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,3.216929915182844,3.2374030856903793,0.04,0.01475702051258812
1.92,17.55721395847743,2.01225578559411,1.1295904521661573,0.9171744379336119,0.03450910450565944,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,3.2206055688093405,3.2412886984628626,0.04,0.014775573343919235
1.93,17.58154112074886,2.012063646709865,1.1297382955781476,0.9169459220035446,0.03462057087182727,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,3.2242644866416597,3.2451566101453553,0.04,0.01479395115045761
1.94,17.605758765073983,2.0118735946042174,1.1298863220575295,0.916719016191809,0.03473174364512103,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,3.227906770885788,3.249006930754122,0.04,0.01481215613150738
1.95,17.62986738663547,2.0116856197483437,1.1300345299105914,0.9164937126256546,0.03484262278790229,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,3.231532522855098,3.252839769444835,0.04,0.014830190450886831
1.96,17.653867477108772,2.011499712689036,1.130182917471887,0.9162700034907876,0.034953208273638604,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,3.2351418429752714,3.256655234521498,0.04,0.01484805623761886
1.97,17.677759524662108,2.0113158640486994,1.1303314831042364,0.9160478810311923,0.03506350008672895,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,3.23873483078914,3.2604534334452078,0.04,0.014865755586605483
1.98,17.701544013956475,2.011134064525353,1.1304802251987254,0.9158273375489615,0.03517349822233381,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,3.242311584961503,3.2642344728429005,0.04,0.01488329055928729
1.99,17.725221426145655,2.0109543048926293,1.1306291421747061,0.9156083654041262,0.03528320268620292,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,3.245872203283884,3.2679984585158404,0.04,0.0149006631842873
2.0,17.74879223887619,2.0107765759997753,1.1307782324797964,0.9153909570144879,0.035392613494508986,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,3.249416782679239,3.2717454954481546,0.04,0.014917875458040773
2.0100000000000002,17.772256926287422,2.0106008687716512,1.13092749458988,0.915175104855451,0.0355017306736796,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,3.2529454192066214,3.275475687815112,0.04,0.014934929345410302
2.02,17.795615959011442,2.0104271742087314,1.131076927009107,0.9149608014598586,0.035610554260234,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,3.256458208065792,3.2791891389914283,0.04,0.014951826780287421
2.0300000000000002,17.818869804173136,2.0102554833871045,1.1312265282698932,0.9147480394178311,0.03571908430061973,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,3.2599552436017936,3.2828859515593916,0.04,0.014968569666180476
2.04,17.84201892539016,2.010085787458471,1.1313762969329202,0.914536811376602,0.03582732085105115,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,3.263436619309461,3.2865662273168805,0.04,0.01498515987678934
2.05,17.865063860749004,2.009918075839775,1.13152623045413,0.9143271092789277,0.035935263893282464,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,3.2669024393764152,3.290230062704633,0.04,0.015001599249869055
2.06,17.888005224492815,2.009752336174014,1.1316763251601996,0.9141189243462059,0.03604291333239107,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,3.270352818902537,3.293877548725764,0.04,0.015017889587892937
2.07,17.910843311386667,2.0095885635157056,1.1318265819971853,0.9139122509419297,0.036150269423409785,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,3.2737878253955195,3.2975087941840298,0.04,0.015034032692310096
2.08,17.933578579430012,2.0094267491237345,1.1319769995166244,0.9137070818579351,0.036257332250825315,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,3.2772075502161946,3.301123897330861,0.04,0.015050030322518664
2.09,17.956211483481127,2.009266884324103,1.1321275762930008,0.9135034099387997,0.036364101907697566,0.121,100.0,0.2,13.48,0.02,0.01,1.2,-1.0,1.0,12.1,3.2806120839484487,3.304722955651365,0.04,0.015065884210783687
