Time,Effector_cells,Tumor_cells,IL_2,c,mu2,p1,g1,s1,r2,b,a,g2,p2,g3,mu3,s2,Tumor_microenvironment,Effector_cell_stimulation,Effector_cell_decay,Tumor_growth,Tumor_killing,IL_2_production,IL_2_decay
111.0,0.0003542405217603919,7.821927880021144e-06,7.68954619643913e-05,1.009,0.0378,0.044,0.02,0.0,0.123,1.0,0.018,0.0001,0.9,1e-05,1.8,0.0,1.0,7.95202258301604e-06,1.3390291722542814e-05,9.620896037882422e-07,4.6256999500633906e-07,0.00013992646860878233,0.00013841183153590436
111.5,0.000351610432441553,8.076892711659557e-06,7.767033020232033e-05,1.009,0.0378,0.044,0.02,0.0,0.123,1.0,0.018,0.0001,0.9,1e-05,1.8,0.0,1.0,8.209433658284469e-06,1.3290874346290702e-05,9.93449779482033e-07,4.729832068796776e-07,0.00014139198622167026,0.0001398065943641766
112.0,0.00034915975103073216,8.34252113441192e-06,7.848103753819023e-05,1.009,0.0378,0.044,0.02,0.0,0.123,1.0,0.018,0.0001,0.9,1e-05,1.8,0.0,1.0,8.477653509503387e-06,1.3198238588961675e-05,1.026121539020624e-06,4.839439427076848e-07,0.0001429239373815201,0.00014126586756874242
112.5,0.00034689056940669685,8.619200545622784e-06,7.932859181126545e-05,1.009,0.0378,0.044,0.02,0.0,0.123,1.0,0.018,0.0001,0.9,1e-05,1.8,0.0,1.0,8.757074519038295e-06,1.311246352357314e-05,1.0601525293655827e-06,4.954791478991198e-07,0.00014452432799130324,0.0001427914652602778
113.0,0.000344805136165327,8.907327953356025e-06,8.021409778465955e-05,1.009,0.0378,0.044,0.02,0.0,0.123,1.0,0.018,0.0001,0.9,1e-05,1.8,0.0,1.0,9.04809894839197e-06,1.3033634147049361e-05,1.095591579382365e-06,5.07617483045291e-07,0.00014619533716570972,0.00014438537601238718
113.5,0.00034290586191411003,9.207311389409404e-06,8.113875934448963e-05,1.009,0.0378,0.044,0.02,0.0,0.123,1.0,0.018,0.0001,0.9,1e-05,1.8,0.0,1.0,9.35114037173214e-06,1.2961841580353359e-05,1.1324888736236449e-06,5.203895063353591e-07,0.00014793933859343252,0.00014604976682008132
114.0,0.00034119531596296296,9.519567099081953e-06,8.210388143906428e-05,1.009,0.0378,0.044,0.02,0.0,0.123,1.0,0.018,0.0001,0.9,1e-05,1.8,0.0,1.0,9.6666208473246e-06,1.28971829434e-05,1.1708956066616763e-06,5.338276275575614e-07,0.00014975888138006862,0.00014778698659031572
114.5,0.00033967623456750536,9.84452183603788e-06,8.311087430696271e-05,1.009,0.0378,0.044,0.02,0.0,0.123,1.0,0.018,0.0001,0.9,1e-05,1.8,0.0,1.0,9.994973244663901e-06,1.2839761666651703e-05,1.2108642653356072e-06,5.479663523023795e-07,0.000151656720298458,0.00014959957375253289
115.0,0.0003383515176996231,1.0182610528562658e-05,8.416125464601328e-05,1.009,0.0378,0.044,0.02,0.0,0.123,1.0,0.018,0.0001,0.9,1e-05,1.8,0.0,1.0,1.033663889798375e-05,1.2789687369045753e-05,1.2524483416896741e-06,5.628422741048032e-07,0.00015363580194181303,0.00015149025836282392
115.5,0.00033722423042563914,1.0534275774063976e-05,8.525664807870974e-05,1.009,0.0378,0.044,0.02,0.0,0.123,1.0,0.018,0.0001,0.9,1e-05,1.8,0.0,1.0,1.069206710727281e-05,1.274707591008916e-05,1.2957022707810407e-06,5.784941755868187e-07,0.0001556992694594265,0.00015346196654167753
116.0,0.00033629760928004167,1.0899969022726842e-05,8.639879305074256e-05,1.009,0.0378,0.044,0.02,0.0,0.123,1.0,0.018,0.0001,0.9,1e-05,1.8,0.0,1.0,1.106171634673307e-05,1.2712049630785575e-05,1.340681576248464e-06,5.949632268222748e-07,0.00015785048138708489,0.0001555178274913366
116.5,0.00033557505194825284,1.1280146449479729e-05,8.758953717148984e-05,1.009,0.0378,0.044,0.02,0.0,0.123,1.0,0.018,0.0001,0.9,1e-05,1.8,0.0,1.0,1.1446050106232755e-05,1.2684736963643957e-05,1.3874423625564244e-06,6.122928961524891e-07,0.0001600929845938417,0.00015766116690868172
117.0,0.00033506013168793934,1.167527230777783e-05,8.88308471987273e-05,1.009,0.0378,0.044,0.02,0.0,0.123,1.0,0.018,0.0001,0.9,1e-05,1.8,0.0,1.0,1.1845540297799064e-05,1.2665272977804106e-05,1.4360417274827075e-06,6.305292794880831e-07,0.00016243055216333196,0.00015989552495770915
117.5,0.00033475658456800887,1.2085814482858547e-05,9.012480123921073e-05,1.009,0.0378,0.044,0.02,0.0,0.123,1.0,0.018,0.0001,0.9,1e-05,1.8,0.0,1.0,1.2260662774485375e-05,1.2653798896670735e-05,1.4865372151614602e-06,6.497210011817742e-07,0.00016486715411966968,0.0001622246422305793
118.0,0.0003346683140130164,1.2512244847006329e-05,9.14735933908569e-05,1.009,0.0378,0.044,0.02,0.0,0.123,1.0,0.018,0.0001,0.9,1e-05,1.8,0.0,1.0,1.2691897708198494e-05,1.265046226969202e-05,1.5389868597604317e-06,6.699193859021773e-07,0.00016740697004369407,0.00016465246810354241
118.5,0.00033479939401828576,1.2955039277390606e-05,9.287953756606321e-05,1.009,0.0378,0.044,0.02,0.0,0.123,1.0,0.018,0.0001,0.9,1e-05,1.8,0.0,1.0,1.3139729627662962e-05,1.2655417093891202e-05,1.593449187654795e-06,6.911786131138064e-07,0.00017005439731235597,0.0001671831676189138
119.0,0.0003351540524439449,1.3414672751252815e-05,9.434505432053037e-05,1.009,0.0378,0.044,0.02,0.0,0.123,1.0,0.018,0.0001,0.9,1e-05,1.8,0.0,1.0,1.3604642474458423e-05,1.2668823182381118e-05,1.6499826141303583e-06,7.135555996687161e-07,0.0001728140206911953,0.00016982109777695465
119.5,0.00033573669107464136,1.3891623193443208e-05,9.587268944022459e-05,1.009,0.0378,0.044,0.02,0.0,0.123,1.0,0.018,0.0001,0.9,1e-05,1.8,0.0,1.0,1.4087123522280494e-05,1.2690846922621444e-05,1.7086459165985359e-06,7.371103732590902e-07,0.00017569065149629918,0.00017257084099240425
120.0,0.0003365518585883966,1.4386364637951783e-05,9.746509237149156e-05,1.009,0.0378,0.044,0.02,0.0,0.123,1.0,0.018,0.0001,0.9,1e-05,1.8,0.0,1.0,1.4587656476639284e-05,1.2721660254641392e-05,1.7694973934671075e-06,7.61905843463438e-07,0.0001786892817442816,0.00017543716626868482
120.5,0.0003376042640012797,1.4899369229290332e-05,9.912502851112443e-05,1.009,0.0378,0.044,0.02,0.0,0.123,1.0,0.018,0.0001,0.9,1e-05,1.8,0.0,1.0,1.5106723528540661e-05,1.2761441179248372e-05,1.832595110284689e-06,7.880080725995905e-07,0.0001818151087594084,0.00017842505132002398
121.0,0.0003388987681317839,1.543110467255906e-05,0.000100855373621254,1.009,0.0378,0.044,0.02,0.0,0.123,1.0,0.018,0.0001,0.9,1e-05,1.8,0.0,1.0,1.5644802799945686e-05,1.2810373435381431e-05,1.8979965860888203e-06,8.154862835887729e-07,0.00018507352270376144,0.00018153967251825719
121.5,0.00034044036432733356,1.5982029580685985e-05,0.00010265909975020218,1.009,0.0378,0.044,0.02,0.0,0.123,1.0,0.018,0.0001,0.9,1e-05,1.8,0.0,1.0,1.6202363660250603e-05,1.2868645771573208e-05,1.9657582211162255e-06,8.444127410994215e-07,0.00018847007931455733,0.00018478637955036392
122.0,0.0003422342015999465,1.655259695398454e-05,0.00010453929437345496,1.009,0.0378,0.044,0.02,0.0,0.123,1.0,0.018,0.0001,0.9,1e-05,1.8,0.0,1.0,1.67798702837374e-05,1.2936452820477977e-05,2.0359357247587897e-06,8.748631014494177e-07,0.00019201053409174243,0.00018817072987221893
122.5,0.0003442855376042012,1.714324488242396e-05,0.00010649912565294197,1.009,0.0378,0.044,0.02,0.0,0.123,1.0,0.018,0.0001,0.9,1e-05,1.8,0.0,1.0,1.7377772260800274e-05,1.3013993321438804e-05,2.1085829719642e-06,9.069159997906501e-07,0.00019570077842840627,0.00019169842617529557
123.0,0.0003465997704686409,1.7754401028860947e-05,0.00010854186737623283,1.009,0.0378,0.044,0.02,0.0,0.123,1.0,0.018,0.0001,0.9,1e-05,1.8,0.0,1.0,1.7996509177622285e-05,1.3101471323714626e-05,2.1837525546429215e-06,9.406534517402635e-07,0.00019954688207867116,0.0001953753612772191
123.5,0.0003491824042936729,1.8386476015888202e-05,0.00011067087461479953,1.009,0.0378,0.044,0.02,0.0,0.123,1.0,0.018,0.0001,0.9,1e-05,1.8,0.0,1.0,1.8636503949432033e-05,1.3199094882300835e-05,2.261494968266714e-06,9.761605727277063e-07,0.0002035550488306506,0.00019920757430663916
124.0,0.00035203903633993026,1.903986043064009e-05,0.00011288957549217076,1.009,0.0378,0.044,0.02,0.0,0.123,1.0,0.018,0.0001,0.9,1e-05,1.8,0.0,1.0,1.9298159822087968e-05,1.3307075573649364e-05,2.341858243465649e-06,1.0135255005207735e-06,0.00020773160121249966,0.00020320123588590737
124.5,0.00035517537486669194,1.9714926462129715e-05,0.00011520148464596555,1.009,0.0378,0.044,0.02,0.0,0.123,1.0,0.018,0.0001,0.9,1e-05,1.8,0.0,1.0,1.9981862073399408e-05,1.3425629169960956e-05,2.42488814740793e-06,1.0528395987419553e-06,0.00021208300027335456,0.000207362672362738
125.0,0.0003585971762682726,2.0412017994849914e-05,0.00011761016148097111,1.009,0.0378,0.044,0.02,0.0,0.123,1.0,0.018,0.0001,0.9,1e-05,1.8,0.0,1.0,2.0687968005842093e-05,1.3554973262940705e-05,2.510626965357669e-06,1.0941968954765082e-06,0.0002166157738863926,0.000211698290665748
125.5,0.0003623102900537703,2.1131455384706047e-05,0.0001201192400804879,1.009,0.0378,0.044,0.02,0.0,0.123,1.0,0.018,0.0001,0.9,1e-05,1.8,0.0,1.0,2.141681183639723e-05,1.3695328964032518e-05,2.5991140880948225e-06,1.137694471652824e-06,0.00022133656366438783,0.00021621463214487822
126.0,0.0003663205967949971,2.1873526464036915e-05,0.00012273239018319645,1.009,0.0378,0.044,0.02,0.0,0.123,1.0,0.018,0.0001,0.9,1e-05,1.8,0.0,1.0,2.2168695612361798e-05,1.384691855885089e-05,2.690384905583864e-06,1.1834318987419209e-06,0.00022625205747541524,0.0002209183023297536
126.5,0.0003706340073487375,2.26384851366408e-05,0.00012545331684418246,1.009,0.0378,0.044,0.02,0.0,0.123,1.0,0.018,0.0001,0.9,1e-05,1.8,0.0,1.0,2.2943887830919694e-05,1.4009965477782277e-05,2.784470634182677e-06,1.2315111706467144e-06,0.00023136898628210736,0.00022581597031952843
127.0,0.00037525646376859896,2.3426550155160383e-05,0.00012828576102153424,1.009,0.0378,0.044,0.02,0.0,0.123,1.0,0.018,0.0001,0.9,1e-05,1.8,0.0,1.0,2.374262224516544e-05,1.418469433045304e-05,2.8813981662847098e-06,1.282036631928029e-06,0.00023669412176384756,0.00023091436983876164
127.5,0.0003801938717710819,2.4237896844445373e-05,0.00013123346030671892,1.009,0.0378,0.044,0.02,0.0,0.123,1.0,0.018,0.0001,0.9,1e-05,1.8,0.0,1.0,2.4565089501436084e-05,1.4371328352946895e-05,2.9811890523626373e-06,1.3351143364530964e-06,0.00024223420901320691,0.00023622022855209406
128.0,0.00038545214569939975,2.5072659592182074e-05,0.00013430017348719232,1.009,0.0378,0.044,0.02,0.0,0.123,1.0,0.018,0.0001,0.9,1e-05,1.8,0.0,1.0,2.5411439723217532e-05,1.457009110743731e-05,3.0838598073325348e-06,1.3908522330520863e-06,0.00024799600302670833,0.00024174031227694616
128.5,0.0003910371244272614,2.5930923202148176e-05,0.00013748963398252056,1.009,0.0378,0.044,0.02,0.0,0.123,1.0,0.018,0.0001,0.9,1e-05,1.8,0.0,1.0,2.6281773762568105e-05,1.4781203303350481e-05,3.1894208470925174e-06,1.4493593863028686e-06,0.00025398618975354777,0.000247481341168537
129.0,0.00039695458661095754,2.68127220307372e-05,0.00014080555677071203,1.009,0.0378,0.044,0.02,0.0,0.123,1.0,0.018,0.0001,0.9,1e-05,1.8,0.0,1.0,2.7176142375406493e-05,1.5004883373894195e-05,3.2978763823669638e-06,1.5107458521931916e-06,0.00026021139329672634,0.00025345000218728167
129.5,0.0004032102224934404,2.7718036255876463e-05,0.0001442516226468963,1.009,0.0378,0.044,0.02,0.0,0.123,1.0,0.018,0.0001,0.9,1e-05,1.8,0.0,1.0,2.8094542471319047e-05,1.5241346410252046e-05,3.409223959860137e-06,1.5751222464899224e-06,0.0002666781467888523,0.00025965292076441336
130.0,0.00040980957405873926,2.8646786425860824e-05,0.00014783144645347406,1.009,0.0378,0.044,0.02,0.0,0.123,1.0,0.018,0.0001,0.9,1e-05,1.8,0.0,1.0,2.90369116010175e-05,1.5490801899420343e-05,3.5234537918610602e-06,1.6425990734077721e-06,0.0002733928377012523,0.0002660966036162533
130.5,0.00041675806907494296,2.959883243212501e-05,0.00015154859205551135,1.009,0.0378,0.044,0.02,0.0,0.123,1.0,0.018,0.0001,0.9,1e-05,1.8,0.0,1.0,3.0003126975108976e-05,1.5753455011032842e-05,3.640548629972971e-06,1.713286581030143e-06,0.0002803617264520676,0.00027278746569992044
131.0,0.00042406092038084167,3.057396792034055e-05,0.0001554065218902412,1.009,0.0378,0.044,0.02,0.0,0.123,1.0,0.018,0.0001,0.9,1e-05,1.8,0.0,1.0,3.09929997767154e-05,1.6029502790395817e-05,3.760483077797617e-06,1.7872938479610712e-06,0.00028759086371103455,0.00027973173940243416
131.5,0.00043172315996443413,3.157191768868395e-05,0.00015940861060159518,1.009,0.0378,0.044,0.02,0.0,0.123,1.0,0.018,0.0001,0.9,1e-05,1.8,0.0,1.0,3.2006272584358295e-05,1.631913544665561e-05,3.883223271031781e-06,1.8647285042469437e-06,0.00029508610489155504,0.0002869354990828713
132.0,0.0004397495736186745,3.259233420804504e-05,0.0001635581123271235,1.009,0.0378,0.044,0.02,0.0,0.123,1.0,0.018,0.0001,0.9,1e-05,1.8,0.0,1.0,3.304261583094829e-05,1.6622533882785895e-05,4.008726449578896e-06,1.945695977244508e-06,0.00030285305569531724,0.0002944046021888223
132.5,0.0004481446607297177,3.363479441044621e-05,0.00016785813970577606,1.009,0.0378,0.044,0.02,0.0,0.123,1.0,0.018,0.0001,0.9,1e-05,1.8,0.0,1.0,3.410162454549956e-05,1.693986817558333e-05,4.1369405626592946e-06,2.030298806033775e-06,0.0003108970343528697,0.0003021446514703969
133.0,0.00045691264448769066,3.4698795308888664e-05,0.00017231166548743143,1.009,0.0378,0.044,0.02,0.0,0.123,1.0,0.018,0.0001,0.9,1e-05,1.8,0.0,1.0,3.518281395026078e-05,1.7271297961634706e-05,4.2678037302066115e-06,2.1186360961711824e-06,0.00031922306617001347,0.00031016099787737657
133.5,0.00046605737468896505,3.578375421502033e-05,0.00017692147660025812,1.009,0.0378,0.044,0.02,0.0,0.123,1.0,0.018,0.0001,0.9,1e-05,1.8,0.0,1.0,3.6285619605843774e-05,1.761696876324288e-05,4.401244269768417e-06,2.210802666068936e-06,0.0003278358131331791,0.0003184586578804646
134.0,0.0004755823588540785,3.6889001001926324e-05,0.0001816901842972986,1.009,0.0378,0.044,0.02,0.0,0.123,1.0,0.018,0.0001,0.9,1e-05,1.8,0.0,1.0,3.740938962407939e-05,1.7977013164684167e-05,4.5371797450343625e-06,2.306888381896765e-06,0.0003367395756713021,0.00032704233173513745
134.5,0.00048549067997648255,3.8013779948880156e-05,0.00018662018528844583,1.009,0.0378,0.044,0.02,0.0,0.123,1.0,0.018,0.0001,0.9,1e-05,1.8,0.0,1.0,3.8553386450982375e-05,1.8351547703111042e-05,4.675517192873941e-06,2.40697737492946e-06,0.00034593823493915066,0.0003359163335192025
135.0,0.0004957849721858152,3.9157245845034696e-05,0.00019171364776918618,1.009,0.0378,0.044,0.02,0.0,0.123,1.0,0.018,0.0001,0.9,1e-05,1.8,0.0,1.0,3.971678289366332e-05,1.8740671948623815e-05,4.816152644281301e-06,2.5111472323037094e-06,0.0003554352229784886,0.0003450845659845351
135.5,0.0005064674023126129,4.031845905430897e-05,0.00019697249989524405,1.009,0.0378,0.044,0.02,0.0,0.123,1.0,0.018,0.0001,0.9,1e-05,1.8,0.0,1.0,4.089865709608169e-05,1.9144467807416768e-05,4.95897051756872e-06,2.6194681475402963e-06,0.00036523349573164645,0.0003545504998114393
136.0,0.0005175395978792689,4.149639129103015e-05,0.00020239839578955544,1.009,0.0378,0.044,0.02,0.0,0.123,1.0,0.018,0.0001,0.9,1e-05,1.8,0.0,1.0,4.209799826529814e-05,1.9562996799836364e-05,5.1038443288864175e-06,2.7320022679908114e-06,0.00037533548684502076,0.0003643171124211998
136.5,0.0005290026482204213,4.26899129749658e-05,0.00020799271196270954,1.009,0.0378,0.044,0.02,0.0,0.123,1.0,0.018,0.0001,0.9,1e-05,1.8,0.0,1.0,4.331369386361872e-05,1.9996300102731927e-05,5.250635137194407e-06,2.848802538412997e-06,0.0003857430799725819,0.0003743868815328772
137.0,0.0005408570386162274,4.38978031881766e-05,0.00021375651616936805,1.009,0.0378,0.044,0.02,0.0,0.123,1.0,0.018,0.0001,0.9,1e-05,1.8,0.0,1.0,4.454453953600982e-05,2.0444396059693393e-05,5.399192769039378e-06,2.9699122262151928e-06,0.00039645757316118476,0.0003847617291048625
137.5,0.0005531026250207768,4.511874181865484e-05,0.00021969055278467145,1.009,0.0378,0.044,0.02,0.0,0.123,1.0,0.018,0.0001,0.9,1e-05,1.8,0.0,1.0,4.578923108688546e-05,2.090727922578536e-05,5.54935485248836e-06,3.0953638106711096e-06,0.00040747964018616177,0.0003954429950124086
138.0,0.0005657385987151369,4.635130906705243e-05,0.00022579522419452128,1.009,0.0378,0.044,0.02,0.0,0.123,1.0,0.018,0.0001,0.9,1e-05,1.8,0.0,1.0,4.704636386506997e-05,2.1384919031432174e-05,5.700946756653625e-06,3.2251781451948628e-06,0.0004188092977237429,0.0004064314035501383
138.5,0.0005787634442895751,4.759399395305647e-05,0.00023207056970770892,1.009,0.0378,0.044,0.02,0.0,0.123,1.0,0.018,0.0001,0.9,1e-05,1.8,0.0,1.0,4.83144412096836e-05,2.1877258194145938e-05,5.853782638069916e-06,3.3593639980873986e-06,0.0004304458812354289,0.00041772702547387605
139.0,0.0005921749055376634,4.8845179152754424e-05,0.00023851624691679095,1.009,0.0378,0.044,0.02,0.0,0.123,1.0,0.018,0.0001,0.9,1e-05,1.8,0.0,1.0,4.959185900644853e-05,2.2384211429323676e-05,6.00766357605104e-06,3.497916501408651e-06,0.0004423879881154005,0.00042932924445022373
139.5,0.0006059699591157268,5.0103160699229664e-05,0.00024513151767482585,1.009,0.0378,0.044,0.02,0.0,0.123,1.0,0.018,0.0001,0.9,1e-05,1.8,0.0,1.0,5.0876925416900024e-05,2.2905664454574473e-05,6.162379995819666e-06,3.640817300467814e-06,0.00045463348180926905,0.00044123673181468656
140.0,0.0006201447652470816,5.1366132247678035e-05,0.0002519152229970507,1.009,0.0378,0.044,0.02,0.0,0.123,1.0,0.018,0.0001,0.9,1e-05,1.8,0.0,1.0,5.216784481274445e-05,2.3441472126339686e-05,6.317709733480722e-06,3.7880328705284656e-06,0.000467179422457946,0.00045344740139469125
140.5,0.0006346946468759188,5.263219559073976e-05,0.00025886577105345605,1.009,0.0378,0.044,0.02,0.0,0.123,1.0,0.018,0.0001,0.9,1e-05,1.8,0.0,1.0,5.346272821304916e-05,2.399145765190973e-05,6.4734193294554274e-06,3.939514255027334e-06,0.0004800220594491996,0.0004659583878962209
141.0,0.0006496140653441222,5.3899366963239384e-05,0.00026598112353228487,1.009,0.0378,0.044,0.02,0.0,0.123,1.0,0.018,0.0001,0.9,1e-05,1.8,0.0,1.0,5.475959945576536e-05,2.455541167000782e-05,6.629264804042082e-06,4.095196598273889e-06,0.0004931568136089188,0.00047876602235811275
141.5,0.0006648965597252415,5.516556385640659e-05,0.00027325876573890394,1.009,0.0378,0.044,0.02,0.0,0.123,1.0,0.018,0.0001,0.9,1e-05,1.8,0.0,1.0,5.605638164505389e-05,2.513308995761413e-05,6.784990035887432e-06,4.254997493082236e-06,0.0005065782033870891,0.0004918657783300271
142.0,0.0006805347789282792,5.642863270149375e-05,0.0002806957181053363,1.009,0.0378,0.044,0.02,0.0,0.123,1.0,0.018,0.0001,0.9,1e-05,1.8,0.0,1.0,5.7350924932441033e-05,2.5724214643488953e-05,6.940330166841339e-06,4.41881793323793e-06,0.0005202798999035446,0.0005052522925896053
142.5,0.0006965203809612218,5.768632544135752e-05,0.000288288488481583,1.009,0.0378,0.044,0.02,0.0,0.123,1.0,0.018,0.0001,0.9,1e-05,1.8,0.0,1.0,5.864098255138438e-05,2.6328470400334186e-05,7.095008720693395e-06,4.586539908794936e-06,0.0005342546075533475,0.0005189192792668495
143.0,0.000712844071731005,5.893632387586651e-05,0.00029603308665856765,1.009,0.0378,0.044,0.02,0.0,0.123,1.0,0.018,0.0001,0.9,1e-05,1.8,0.0,1.0,5.992423521237149e-05,2.6945505911431987e-05,7.248740597428124e-06,4.758027272054997e-06,0.000548494118197591,0.0005328595559854218
143.5,0.0007294955694009179,6.017623984154067e-05,0.0003039250056729966,1.009,0.0378,0.044,0.02,0.0,0.123,1.0,0.018,0.0001,0.9,1e-05,1.8,0.0,1.0,6.119829101268195e-05,2.75749325233547e-05,7.401232095389002e-06,4.9331249568518785e-06,0.0005629892738918575,0.0005470650102113939
144.0,0.000746463546981755,6.140360970407795e-05,0.00031195919338420177,1.009,0.0378,0.044,0.02,0.0,0.123,1.0,0.018,0.0001,0.9,1e-05,1.8,0.0,1.0,6.246067956285498e-05,2.8216322075910337e-05,7.55218023399757e-06,5.111657755746977e-06,0.0005777299052307499,0.0005615265480915633
144.5,0.0007637357114788266,6.261592272294384e-05,0.0003201300853514738,1.009,0.0378,0.044,0.02,0.0,0.123,1.0,0.018,0.0001,0.9,1e-05,1.8,0.0,1.0,6.370888046568905e-05,2.8869209893899645e-05,7.701276242207343e-06,5.293431779736422e-06,0.0005927049199092631,0.0005762341536326528
145.0,0.0007812986655843467,6.381059938317459e-05,0.00032843153985969857,1.009,0.0378,0.044,0.02,0.0,0.123,1.0,0.018,0.0001,0.9,1e-05,1.8,0.0,1.0,6.494030100393738e-05,2.9533089559088305e-05,7.848202893641456e-06,5.478231897367583e-06,0.0006079021564431122,0.0005911767717474574
145.5,0.0007991380195135095,6.49850227101625e-05,0.0003368568858799889,1.009,0.0378,0.044,0.02,0.0,0.123,1.0,0.018,0.0001,0.9,1e-05,1.8,0.0,1.0,6.615230762821458e-05,3.020741713761066e-05,7.99263835780926e-06,5.665823641953748e-06,0.000623308501120736,0.00060634239458398
146.0,0.0008172383198887342,6.61365331775063e-05,0.000345398888209962,1.009,0.0378,0.044,0.02,0.0,0.123,1.0,0.018,0.0001,0.9,1e-05,1.8,0.0,1.0,6.734222044783485e-05,3.089160849179415e-05,8.134255573787724e-06,5.8559520174352346e-06,0.0006389098150570526,0.0006217179987779316
146.5,0.0008355830387043701,6.726243442273991e-05,0.0003540497399553031,1.009,0.0378,0.044,0.02,0.0,0.123,1.0,0.018,0.0001,0.9,1e-05,1.8,0.0,1.0,6.850731870274291e-05,3.158503886302519e-05,8.272722953081618e-06,6.048341289019151e-06,0.0006546909217781285,0.0006372895319195456
147.0,0.0008541546731316201,6.836001748154745e-05,0.0003628011056104761,1.009,0.0378,0.044,0.02,0.0,0.123,1.0,0.018,0.0001,0.9,1e-05,1.8,0.0,1.0,6.96448650941308e-05,3.228704664437524e-05,8.407707359915556e-06,6.242696613435596e-06,0.0006706357047569015,0.000653041990098857
147.5,0.0008729345917145803,6.942654504075033e-05,0.00037164404802772386,1.009,0.0378,0.044,0.02,0.0,0.123,1.0,0.018,0.0001,0.9,1e-05,1.8,0.0,1.0,7.075208937572252e-05,3.2996927566811134e-05,8.538872174458068e-06,6.438701734873035e-06,0.0006867269556593055,0.000668959286449903
148.0,0.0008919032315595207,7.045928675086306e-05,0.00038056911679852423,1.009,0.0378,0.044,0.02,0.0,0.123,1.0,0.018,0.0001,0.9,1e-05,1.8,0.0,1.0,7.182622402414782e-05,3.371394215294988e-05,8.665881635492155e-06,6.636022016740013e-06,0.0007029465618674483,0.0006850244102373437
148.5,0.0009110399589352702,7.145550878479155e-05,0.00038956628127769194,1.009,0.0378,0.044,0.02,0.0,0.123,1.0,0.018,0.0001,0.9,1e-05,1.8,0.0,1.0,7.286449320593892e-05,3.4437310447753214e-05,8.78839955609187e-06,6.834302592591036e-06,0.0007192753723371852,0.0007012193062998455
149.0,0.0009303231600681628,7.241249229840858e-05,0.0003986249703240495,1.009,0.0378,0.044,0.02,0.0,0.123,1.0,0.018,0.0001,0.9,1e-05,1.8,0.0,1.0,7.38641312866437e-05,3.516621545057655e-05,8.90609159371223e-06,7.0331698114058174e-06,0.0007356932803049214,0.0007175249465832892
149.5,0.0009497303196697521,7.332754995094918e-05,0.00040773410644095597,1.009,0.0378,0.044,0.02,0.0,0.123,1.0,0.018,0.0001,0.9,1e-05,1.8,0.0,1.0,7.482239938511895e-05,3.589980608351663e-05,9.018627281628188e-06,7.232232582494885e-06,0.0007521792942053166,0.0007339213915937208
150.0,0.0009692378879817176,7.419801963045305e-05,0.0004168820410844913,1.009,0.0378,0.044,0.02,0.0,0.123,1.0,0.018,0.0001,0.9,1e-05,1.8,0.0,1.0,7.573657855951797e-05,3.6637192165708925e-05,9.125679256973324e-06,7.431080880534504e-06,0.0007687114131569445,0.0007503876739520844
150.5,0.0009888215561484484,7.50212981730837e-05,0.0004260566817666401,1.009,0.0378,0.044,0.02,0.0,0.123,1.0,0.018,0.0001,0.9,1e-05,1.8,0.0,1.0,7.660400409964813e-05,3.737745482241135e-05,9.226927407282208e-06,7.629289671635455e-06,0.0007852668749833711,0.0007669020271799523
151.0,0.0010084560346130147,7.579483031865347e-05,0.00043524538476566644,1.009,0.0378,0.044,0.02,0.0,0.123,1.0,0.018,0.0001,0.9,1e-05,1.8,0.0,1.0,7.742205376096693e-05,3.8119638108371954e-05,9.322057511869106e-06,7.826416567527986e-06,0.0008018219555779838,0.0007834416925781996
151.5,0.0010281152849763084,7.651613507882224e-05,0.00044443506260612257,1.009,0.0378,0.044,0.02,0.0,0.123,1.0,0.018,0.0001,0.9,1e-05,1.8,0.0,1.0,7.818817460718459e-05,3.886275777210446e-05,9.410764484267065e-06,8.022005148486682e-06,0.0008183521739055932,0.0007999831126910207
152.0,0.001047772536015473,7.718281496840031e-05,0.0004536121891320473,1.009,0.0378,0.044,0.02,0.0,0.123,1.0,0.018,0.0001,0.9,1e-05,1.8,0.0,1.0,7.88998921910729e-05,3.9605801861384886e-05,9.492753507121285e-06,8.215585739690265e-06,0.0008348323052542965,0.0008165019404376852
152.5,0.0010674002236961337,7.779256061521551e-05,0.0004627627681352559,1.009,0.0378,0.044,0.02,0.0,0.123,1.0,0.018,0.0001,0.9,1e-05,1.8,0.0,1.0,7.955481493265518e-05,4.034772845571385e-05,9.567740598725597e-06,8.406675361862455e-06,0.0008512363282107808,0.0008329729826434606
153.0,0.0010869702720986416,7.834317419970184e-05,0.00047187246615747305,1.009,0.0378,0.044,0.02,0.0,0.123,1.0,0.018,0.0001,0.9,1e-05,1.8,0.0,1.0,8.015065821893867e-05,4.1087476285328656e-05,9.635455495251251e-06,8.594781558996968e-06,0.0008675376669846637,0.0008493704390834515
153.5,0.0011064538902468633,7.883256997345309e-05,0.00048092651094920364,1.009,0.0378,0.044,0.02,0.0,0.123,1.0,0.018,0.0001,0.9,1e-05,1.8,0.0,1.0,8.068524441299706e-05,4.182395705133143e-05,9.695641714121829e-06,8.779401130835395e-06,0.0008837090199711261,0.0008656677197085666
