D,DR,DRG,DRG_GDP,DRG_GTP,GDP,GTP,G_GDP,G_GTP,R,Time
3.0999900028235994e-05,4.3765570932918086e-13,4.805117397436632e-11,8.580719884449158e-12,4.2902214489094384e-11,1.9187152077349127e-10,9.999856179653188e-06,9.99879226871105e-07,2.123902054816532e-11,2.823594276116835e-14,2.56
3.099990002823599e-05,4.37655720849097e-13,4.805117723738446e-11,8.58071530280631e-12,4.2902215795408244e-11,1.9230054748784355e-10,9.999855750629735e-06,9.99879222672192e-07,2.1243219473706823e-11,2.8235943552108854e-14,2.57
3.099990002823599e-05,4.3765573136274757e-13,4.8051180383366775e-11,8.580710955225295e-12,4.290221698576797e-11,1.9272957397958507e-10,9.999855321606388e-06,9.998792185565584e-07,2.124733511843668e-11,2.8235944277423902e-14,2.58
3.0999900028235994e-05,4.376557408142085e-13,4.8051183407640444e-11,8.580706851032112e-12,4.2902218055582055e-11,1.9315860024028653e-10,9.999854892583153e-06,9.998792145223935e-07,2.1251369293468507e-11,2.8235944931399456e-14,2.59
3.0999900028235994e-05,4.3765574923575276e-13,4.8051186313891265e-11,8.580702982858817e-12,4.290221900849816e-11,1.9358762627662056e-10,9.999854463560024e-06,9.998792105680795e-07,2.125532361642178e-11,2.8235945516214896e-14,2.6
3.0999900028235994e-05,4.376557566620805e-13,4.805118910607497e-11,8.580699342798234e-12,4.290221984843071e-11,1.940166520957479e-10,9.999854034536996e-06,9.998792066920286e-07,2.1259199675261102e-11,2.8235946034224613e-14,2.61
3.0999900028235994e-05,4.3765576313097957e-13,4.8051191788494455e-11,8.580695922249403e-12,4.2902220579637364e-11,1.9444567770545782e-10,9.99985360551407e-06,9.998792028926816e-07,2.1262999029230523e-11,2.823594648800305e-14,2.62
3.0999900028235994e-05,4.376557686839864e-13,4.805119436587717e-11,8.580692711763042e-12,4.290222120679562e-11,1.9487470311430747e-10,9.999853176491236e-06,9.998791991685068e-07,2.1266723209787786e-11,2.823594688038986e-14,2.63
3.0999900028235994e-05,4.376557733670468e-13,4.805119684345235e-11,8.580689700886983e-12,4.2902221735079297e-11,1.9530372833176244e-10,9.999852747468498e-06,9.998791955180002e-07,2.127037372153865e-11,2.8235947214534944e-14,2.64
3.0999900028235994e-05,4.3765577723117623e-13,4.8051199227028384e-11,8.580686878011625e-12,4.290222217023509e-11,1.957327533683363e-10,9.999852318445844e-06,9.998791919396828e-07,2.1273952043171133e-11,2.8235947493943595e-14,2.65
3.0999900028235994e-05,4.3765578033312104e-13,4.805120152307009e-11,8.58068423021538e-12,4.29022225186591e-11,1.961617782357309e-10,9.999851889423273e-06,9.998791884321008e-07,2.127745962838982e-11,2.8235947722521567e-14,2.66
3.0999900028235994e-05,4.3765578273601883e-13,4.8051203738776015e-11,8.580681743110122e-12,4.2902222787473434e-11,1.9659080294697606e-10,9.999851460400777e-06,9.998791849938249e-07,2.1280897906850152e-11,2.8235947904620174e-14,2.67
3.0999900028235994e-05,4.376557844380272e-13,4.8051205874068876e-11,8.5806794168423e-12,4.2902222976610957e-11,1.9701982750194053e-10,9.999851031378359e-06,9.998791816235246e-07,2.128426820909034e-11,2.8235948040049814e-14,2.68
3.0999900028235994e-05,4.3765578495850344e-13,4.8051207875139895e-11,8.580677358899773e-12,4.2902223032906866e-11,1.974488518032931e-10,9.999850602356058e-06,9.998791783204042e-07,2.128757133014005e-11,2.8235948095172763e-14,2.69
3.0999900028235994e-05,4.376557847683145e-13,4.805120979502996e-11,8.580675463309924e-12,4.29022230087892e-11,1.9787787594699608e-10,9.999850173333834e-06,9.99879175082695e-07,2.1290809038901248e-11,2.8235948102812042e-14,2.7
3.0999900028235994e-05,4.3765578392035345e-13,4.8051211639883586e-11,8.580673717786466e-12,4.290222291034322e-11,1.9830689994417695e-10,9.999849744311682e-06,9.998791719090996e-07,2.1293982633420417e-11,2.823594806658926e-14,2.71
3.0999900028235994e-05,4.376557824733208e-13,4.805121341652911e-11,8.580672108675735e-12,4.290222274433152e-11,1.9873592380720162e-10,9.999849315289596e-06,9.998791687983434e-07,2.1297093388264526e-11,2.823594799052553e-14,2.72
3.0999900028235994e-05,4.3765578049223245e-13,4.8051215132538906e-11,8.580670620836336e-12,4.290222251825367e-11,1.9916494754978353e-10,9.99984888626757e-06,9.998791657491742e-07,2.1300142555294315e-11,2.823594787907591e-14,2.73
3.0999900028235994e-05,4.3765577804892817e-13,4.8051216796289516e-11,8.58066923751883e-12,4.2902222240405775e-11,1.995939711870925e-10,9.999848457245597e-06,9.998791627603626e-07,2.1303131364437597e-11,2.8235947737163817e-14,2.74
3.0999900028235994e-05,4.3765577522257945e-13,4.8051218417021875e-11,8.580667940245397e-12,4.2902221919940147e-11,2.0002299473586389e-10,9.999848028223666e-06,9.998791598306997e-07,2.1306061024462538e-11,2.8235947570215495e-14,2.75
3.0999900028235994e-05,4.376557721001978e-13,4.805122000490146e-11,8.580666708689508e-12,4.290222156692486e-11,2.0045201821450735e-10,9.999847599201777e-06,9.998791569589969e-07,2.1308932723750963e-11,2.823594738419443e-14,2.76
3.0999900028235994e-05,4.3765576877714293e-13,4.8051221571078456e-11,8.580665520555589e-12,4.290222119240339e-11,2.0088104164321622e-10,9.999847170179914e-06,9.99879154144086e-07,2.1311747631071643e-11,2.8235947185635795e-14,2.77
3.0999900028235994e-05,4.3765576535763053e-13,4.805122312774798e-11,8.580664351458697e-12,4.290222080845423e-11,2.0131006504407589e-10,9.99984674115807e-06,9.998791513848173e-07,2.1314506896353587e-11,2.8235946981680897e-14,2.78
3.0999900028235994e-05,4.376557619552409e-13,4.805122468821021e-11,8.580663174804185e-12,4.290222042825047e-11,2.017390884411735e-10,9.999846312136233e-06,9.998791486800585e-07,2.131721165145935e-11,2.823594678011162e-14,2.79
3.0999900028236e-05,4.3765575669775563e-13,4.805122603267752e-11,8.580662430062301e-12,4.2902219834110463e-11,2.0216811143647497e-10,9.999845883114582e-06,9.998791460295025e-07,2.1319862201818965e-11,2.823594645216722e-14,2.8
3.0999900028236e-05,4.3765574855639994e-13,4.805122704037316e-11,8.580662358728514e-12,4.2902218906415063e-11,2.0259713381125475e-10,9.999845454093215e-06,9.998791434325215e-07,2.1322459174105665e-11,2.8235945927075842e-14,2.81
3.0999900028236e-05,4.3765573980012674e-13,4.80512279776171e-11,8.58066242828847e-12,4.290221790893371e-11,2.0302615604781804e-10,9.999845025071914e-06,9.998791408871746e-07,2.1325004511885895e-11,2.8235945360804767e-14,2.82
3.0999900028235994e-05,4.3765573048023557e-13,4.805122885042785e-11,8.580662626707123e-12,4.290221684762817e-11,2.0345517815706527e-10,9.999844596050679e-06,9.998791383924366e-07,2.1327499239990505e-11,2.823594475683538e-14,2.83
3.0999900028235994e-05,4.376557206542028e-13,4.805122966555751e-11,8.580662940482503e-12,4.290221572918693e-11,2.0388420015122554e-10,9.999844167029499e-06,9.998791359472992e-07,2.1329944366727884e-11,2.8235944119067973e-14,2.84
3.0999900028235994e-05,4.3765571038605434e-13,4.805123043053605e-11,8.58066335455718e-12,4.290221456106908e-11,2.0431322204393684e-10,9.999843738008372e-06,9.998791335507704e-07,2.1332340884602307e-11,2.823594345184686e-14,2.85
3.0999900028235994e-05,4.3765569974673826e-13,4.805123115371558e-11,8.580663852229747e-12,4.290221335154816e-11,2.0474224385032615e-10,9.999843308987288e-06,9.998791312018725e-07,2.1334689771032308e-11,2.823594275998551e-14,2.86
3.0999900028235994e-05,4.3765568881449744e-13,4.805123184431463e-11,8.580664415066285e-12,4.2902212109756e-11,2.051712655870898e-10,9.999842879966242e-06,9.998791288996428e-07,2.133699198906903e-11,2.823594204879166e-14,2.87
3.0999900028235994e-05,4.3765567767524215e-13,4.805123251246241e-11,8.580665022811834e-12,4.290221084572664e-11,2.0560028727257352e-10,9.999842450945225e-06,9.99879126643132e-07,2.1339248488114587e-11,2.8235941324092437e-14,2.88
3.0999900028235994e-05,4.3765566642292283e-13,4.805123316924309e-11,8.580665653301855e-12,4.2902209570440085e-11,2.0602930892685267e-10,9.999842021924228e-06,9.998791244314037e-07,2.1341460204640422e-11,2.8235940592259495e-14,2.89
3.0999900028235994e-05,4.376556551599025e-13,4.805123382674008e-11,8.580666282373718e-12,4.2902208295866275e-11,2.0645833057181229e-10,9.999841592903242e-06,9.998791222635334e-07,2.134362806290567e-11,2.8235939860234118e-14,2.9
3.0999900028235994e-05,4.3765564399732976e-13,4.805123449808029e-11,8.580666883778153e-12,4.2902207035008884e-11,2.0688735223122766e-10,9.999841163882252e-06,9.998791201386087e-07,2.1345752975675513e-11,2.8235939135552355e-14,2.91
3.0999900028235994e-05,4.376556330555111e-13,4.805123519747843e-11,8.580667429090732e-12,4.290220580194917e-11,2.0731637393084398e-10,9.999840734861253e-06,9.998791180557278e-07,2.1347835844939528e-11,2.8235938426370138e-14,2.92
3.099990002823599e-05,4.376556224642836e-13,4.805123594028124e-11,8.580667887623343e-12,4.2902204611889857e-11,2.0774539569845706e-10,9.999840305840227e-06,9.998791160139987e-07,2.1349877562630073e-11,2.82359377414884e-14,2.93
3.099990002823599e-05,4.376556123633878e-13,4.8051236743011807e-11,8.58066822633564e-12,4.2902203481198996e-11,2.081744175639931e-10,9.999839876819164e-06,9.998791140125393e-07,2.135187901134062e-11,2.8235937090378214e-14,2.94
3.099990002823599e-05,4.376556029028399e-13,4.8051237623413814e-11,8.58066840974654e-12,4.2902202427453814e-11,2.0860343955958912e-10,9.999839447798049e-06,9.998791120504755e-07,2.1353841065044116e-11,2.823593648320589e-14,2.95
3.099990002823599e-05,4.376555942433051e-13,4.805123860049582e-11,8.580668399845677e-12,4.290220146948456e-11,2.0903246171967303e-10,9.999839018776866e-06,9.998791101269416e-07,2.1355764589811366e-11,2.8235935930858122e-14,2.96
3.099990002823599e-05,4.376555865564694e-13,4.8051239694575524e-11,8.580668156004868e-12,4.290220062741839e-11,2.0946148408104397e-10,9.9998385897556e-06,9.998791082410787e-07,2.1357650444529364e-11,2.8235935444967092e-14,2.97
3.099990002823599e-05,4.376555800254128e-13,4.805124092732406e-11,8.580667634889603e-12,4.29021999227232e-11,2.0989050668295224e-10,9.999838160734228e-06,9.998791063920346e-07,2.1359499481619665e-11,2.8235935037935606e-14,2.98
3.099990002823599e-05,4.376555748449821e-13,4.805124232181026e-11,8.580666790370495e-12,4.290219937825152e-11,2.103195295671797e-10,9.99983773171274e-06,9.998791045789629e-07,2.136131254775674e-11,2.8235934722962202e-14,2.99
3.099990002823599e-05,4.3765556650786545e-13,4.80512433440987e-11,8.580666690132612e-12,4.290219846506727e-11,2.1074855176666684e-10,9.999837302691564e-06,9.998791028038137e-07,2.1363087688168645e-11,2.8235934193768325e-14,3.0
3.099990002823599e-05,4.3765555435945683e-13,4.8051243916641836e-11,8.580667489244334e-12,4.290219710634876e-11,2.1117757314096003e-10,9.999836873670762e-06,9.998791010662675e-07,2.1364825221691608e-11,2.823593340583116e-14,3.01
3.099990002823599e-05,4.37655542169556e-13,4.805124448600268e-11,8.580668294735571e-12,4.290219574447718e-11,2.116065944988702e-10,9.999836444649973e-06,9.998790993633958e-07,2.136652808038776e-11,2.8235932615225844e-14,3.02
3.099990002823598e-05,4.376555299766847e-13,4.8051245056748874e-11,8.580669097473024e-12,4.290219438397712e-11,2.1203561584867005e-10,9.999836015629193e-06,9.998790976944908e-07,2.1368196972269377e-11,2.8235931824513182e-14,3.03
3.099990002823598e-05,4.3765551782170495e-13,4.805124563372981e-11,8.580669887760036e-12,4.290219302965226e-11,2.1246463719914256e-10,9.99983558660842e-06,9.998790960588537e-07,2.1369832596496854e-11,2.8235931036408302e-14,3.04
3.099990002823598e-05,4.3765550574792515e-13,4.805124622208932e-11,8.580670655311196e-12,4.290219168659799e-11,2.1289365855960398e-10,9.999835157587648e-06,9.998790944557934e-07,2.1371435643938973e-11,2.8235930253787685e-14,3.05
3.099990002823598e-05,4.3765549380120664e-13,4.805124682727841e-11,8.580671389226935e-12,4.290219036021397e-11,2.1332267993992693e-10,9.999834728566874e-06,9.998790928846267e-07,2.13730067977332e-11,2.823592947969618e-14,3.06
3.099990002823598e-05,4.376554820300693e-13,4.805124745506795e-11,8.580672077968112e-12,4.290218905621674e-11,2.1375170135056334e-10,9.99983429954609e-06,9.998790913446783e-07,2.1374546733845924e-11,2.823592871735401e-14,3.07
3.099990002823598e-05,4.376554704857979e-13,4.8051248111561346e-11,8.580672709330626e-12,4.290218778065228e-11,2.1418072280256754e-10,9.999833870525295e-06,9.99879089835278e-07,2.1376056121632782e-11,2.8235927970163803e-14,3.08
3.099990002823598e-05,4.3765545922254853e-13,4.8051248803207324e-11,8.580673270420005e-12,4.2902186539908615e-11,2.1460974430761906e-10,9.999833441504483e-06,9.998790883557633e-07,2.13775356243989e-11,2.8235927241717593e-14,3.09
3.099990002823598e-05,4.3765544829745437e-13,4.805124953681256e-11,8.580673747626004e-12,4.290218534072839e-11,2.15038765878046e-10,9.999833012483645e-06,9.99879086905476e-07,2.137898589995919e-11,2.8235926535803843e-14,3.1
3.099990002823598e-05,4.3765543777073193e-13,4.8051250319554413e-11,8.5806741265972e-12,4.290218419022146e-11,2.1546778752684765e-10,9.999832583462779e-06,9.998790854837636e-07,2.1380407601198628e-11,2.823592585641447e-14,3.11
3.099990002823597e-05,4.376554277057874e-13,4.8051251158993616e-11,8.580674392215595e-12,4.2902183095877466e-11,2.1589680926771777e-10,9.999832154441877e-06,9.998790840899777e-07,2.138180137663251e-11,2.823592520775184e-14,3.12
3.099990002823597e-05,4.376554181693223e-13,4.8051252063087014e-11,8.580674528571205e-12,4.290218206557844e-11,2.163258311150675e-10,9.999831725420934e-06,9.998790827234732e-07,2.138316787096677e-11,2.82359245942358e-14,3.13
3.099990002823597e-05,4.3765540923144024e-13,4.805125304020023e-11,8.580674518936671e-12,4.2902181107611364e-11,2.1675485308404835e-10,9.999831296399942e-06,9.99879081383609e-07,2.138450772565821e-11,2.82359240205107e-14,3.14
3.099990002823597e-05,4.3765540096575265e-13,4.805125409912041e-11,8.580674345741832e-12,4.290218023068076e-11,2.171838751905753e-10,9.999830867378895e-06,9.998790800697463e-07,2.138582157947482e-11,2.823592349145238e-14,3.15
3.099990002823597e-05,4.3765539344948503e-13,4.8051255249068876e-11,8.580673990548347e-12,4.290217944392133e-11,2.176128974513497e-10,9.999830438357784e-06,9.998790787812488e-07,2.1387110069056025e-11,2.823592301217522e-14,3.16
3.099990002823597e-05,4.376553867635832e-13,4.805125649971388e-11,8.580673434024282e-12,4.2902178756910436e-11,2.1804191988388235e-10,9.999830009336601e-06,9.998790775174812e-07,2.1388373829472986e-11,2.8235922588039137e-14,3.17
3.099990002823597e-05,4.3765538099281916e-13,4.805125786118326e-11,8.580672655918699e-12,4.290217817968078e-11,2.184709425065165e-10,9.99982958031534e-06,9.998790762778097e-07,2.1389613494788862e-11,2.8235922224656602e-14,3.18
3.099990002823597e-05,4.3765537622589765e-13,4.8051259344077215e-11,8.580671635036265e-12,4.290217772273294e-11,2.188999653384509e-10,9.999829151293992e-06,9.998790750616009e-07,2.1390829698619084e-11,2.8235921927899663e-14,3.19
3.099990002823597e-05,4.376553696029683e-13,4.805126060586745e-11,8.580671056268467e-12,4.2902177046753035e-11,2.1932898775930744e-10,9.999828722272833e-06,9.998790738723827e-07,2.1392018909743143e-11,2.823592150829293e-14,3.2
3.099990002823597e-05,4.376553615227648e-13,4.8051261694287064e-11,8.580670824172066e-12,4.2902176199026077e-11,2.19758009855539e-10,9.999828293251824e-06,9.998790727090954e-07,2.1393182188347486e-11,2.8235920992246397e-14,3.21
3.099990002823597e-05,4.376553536302749e-13,4.8051262806326384e-11,8.580670544861212e-12,4.2902175374693615e-11,2.2018703198392913e-10,9.999827864230809e-06,9.998790715689274e-07,2.139432234782927e-11,2.823592048873536e-14,3.22
3.099990002823597e-05,4.37655345919636e-13,4.805126394126516e-11,8.580670219775961e-12,4.290217457304209e-11,2.2061605414317327e-10,9.999827435209783e-06,9.998790704513985e-07,2.1395439868532553e-11,2.823591999736261e-14,3.23
3.099990002823597e-05,4.376553383833945e-13,4.805126509819395e-11,8.580669850734774e-12,4.290217379317047e-11,2.2104507633162423e-10,9.999827006188752e-06,9.998790693560346e-07,2.1396535224614906e-11,2.8235919517624523e-14,3.24
3.099990002823597e-05,4.3765533101246947e-13,4.805126627600966e-11,8.580669439943244e-12,4.290217303398594e-11,2.2147409854728403e-10,9.999826577167715e-06,9.99879068282367e-07,2.139760888440652e-11,2.8235919048908566e-14,3.25
3.099990002823597e-05,4.3765532379611577e-13,4.805126747341121e-11,8.580668990002867e-12,4.290217229419954e-11,2.2190312078779624e-10,9.99982614814667e-06,9.998790672299327e-07,2.1398661310769272e-11,2.82359185904909e-14,3.26
3.099990002823597e-05,4.3765531672188794e-13,4.8051268688895175e-11,8.580668503919785e-12,4.2902171572321834e-11,2.223321430504378e-10,9.999825719125624e-06,9.998790661982746e-07,2.139969296145581e-11,2.8235918141533938e-14,3.27
3.099990002823597e-05,4.376553097756036e-13,4.8051269920751355e-11,8.580667985113546e-12,4.290217086665863e-11,2.2276116533211124e-10,9.999825290104573e-06,9.998790651869392e-07,2.1400704289468635e-11,2.8235917701083896e-14,3.28
3.099990002823597e-05,4.3765530294130677e-13,4.805127116705844e-11,8.580667437425847e-12,4.290217017530656e-11,2.2319018762933668e-10,9.999824861083524e-06,9.99879064195478e-07,2.1401695743419197e-11,2.8235917268068392e-14,3.29
3.099990002823597e-05,4.3765529620123174e-13,4.805127242567962e-11,8.580666865129298e-12,4.290216949614878e-11,2.2361920993824404e-10,9.999824432062473e-06,9.998790632234464e-07,2.140266776788695e-11,2.823591684129398e-14,3.3
3.099990002823597e-05,4.3765528953576624e-13,4.805127369425821e-11,8.580666272936164e-12,4.2902168826850645e-11,2.240482322545648e-10,9.999824003041424e-06,9.998790622704034e-07,2.1403620803778462e-11,2.823591641944373e-14,3.31
3.0999900028235966e-05,4.376552829234152e-13,4.8051274970213256e-11,8.580665666007127e-12,4.290216816485535e-11,2.244772545736245e-10,9.999823574020383e-06,9.998790613359114e-07,2.1404555288686477e-11,2.8235916001074802e-14,3.32
3.0999900028235966e-05,4.37655276340764e-13,4.805127625073518e-11,8.580665049960032e-12,4.2902167507379623e-11,2.2490627689033448e-10,9.999823144999345e-06,9.99879060419536e-07,2.140547165724901e-11,2.8235915584616e-14,3.33
3.0999900028235966e-05,4.376552697624424e-13,4.805127753278141e-11,8.580664430878646e-12,4.290216685140936e-11,2.2533529919918398e-10,9.99982271597832e-06,9.998790595208445e-07,2.1406370341508416e-11,2.8235915168365345e-14,3.34
3.0999900028235966e-05,4.3765526316108757e-13,4.8051278813071954e-11,8.5806638153214e-12,4.2902166193695286e-11,2.257643214942325e-10,9.999822286957304e-06,9.998790586394078e-07,2.1407251771270493e-11,2.8235914750487633e-14,3.35
3.0999900028235966e-05,4.3765525650730796e-13,4.805128008808509e-11,8.580663210330154e-12,4.2902165530748664e-11,2.2619334376910144e-10,9.999821857936305e-06,9.998790577747977e-07,2.1408116374463537e-11,2.8235914329012015e-14,3.36
3.0999900028235966e-05,4.3765524976964667e-13,4.8051281354052916e-11,8.580662623438942e-12,4.290216485883688e-11,2.2662236601696658e-10,9.999821428915322e-06,9.998790569265875e-07,2.1408964577497453e-11,2.8235913901829566e-14,3.37
3.0999900028235966e-05,4.376552429145449e-13,4.805128260695704e-11,8.580662062682731e-12,4.290216417397921e-11,2.2705138823054987e-10,9.999820999894363e-06,9.998790560943518e-07,2.140979680562281e-11,2.823591346669082e-14,3.38
3.0999900028235966e-05,4.3765523590630564e-13,4.805128384252417e-11,8.58066153660616e-12,4.2902163471942376e-11,2.2748041040211156e-10,9.999820570873425e-06,9.998790552776668e-07,2.1410613483289952e-11,2.8235913021203378e-14,3.39
3.0999900028235966e-05,4.3765522949516077e-13,4.805128515006995e-11,8.580660866601356e-12,4.290216284121786e-11,2.279094326934302e-10,9.999820141852442e-06,9.998790544794988e-07,2.1411411644682537e-11,2.8235912615900295e-14,3.4
3.0999900028235966e-05,4.37655223388676e-13,4.805128649474791e-11,8.580660122350885e-12,4.2902162247281647e-11,2.2833845504138894e-10,9.999819712831438e-06,9.998790536983379e-07,2.1412192799150892e-11,2.8235912231102655e-14,3.41
3.0999900028235966e-05,4.3765521726829954e-13,4.805128783860114e-11,8.580659379757375e-12,4.290216165252804e-11,2.2876747737723674e-10,9.999819283810446e-06,9.998790529325714e-07,2.1412958558992274e-11,2.8235911845373903e-14,3.42
3.0999900028235966e-05,4.3765521111542854e-13,4.805128917939053e-11,8.580658643297454e-12,4.290216105473933e-11,2.2919649969691858e-10,9.999818854789466e-06,9.998790521818868e-07,2.1413709237162303e-11,2.8235911457477146e-14,3.43
3.0999900028235966e-05,4.376552049105496e-13,4.805129051476817e-11,8.580657917665303e-12,4.290216045159009e-11,2.2962552199618246e-10,9.999818425768503e-06,9.998790514459758e-07,2.1414445141544523e-11,2.8235911066115356e-14,3.44
3.0999900028235966e-05,4.3765519863323634e-13,4.80512918422769e-11,8.580657207773497e-12,4.290215984064666e-11,2.300545442705785e-10,9.999817996747557e-06,9.998790507245354e-07,2.141516657516684e-11,2.8235910669931177e-14,3.45
3.0999900028235966e-05,4.37655192262145e-13,4.8051293159349903e-11,8.580656518753865e-12,4.29021592193668e-11,2.3048356651545816e-10,9.999817567726628e-06,9.998790500172674e-07,2.1415873836417943e-11,2.8235910267506727e-14,3.46
3.0999900028235966e-05,4.376551857750122e-13,4.805129446331027e-11,8.58065585595835e-12,4.2902158585099234e-11,2.3091258872597364e-10,9.999817138705723e-06,9.998790493238777e-07,2.1416567219263764e-11,2.823590985736338e-14,3.47
3.0999900028235966e-05,4.376551791486508e-13,4.805129575137056e-11,8.580655224959856e-12,4.2902157935083195e-11,2.313416108970769e-10,9.99981670968484e-06,9.998790486440764e-07,2.1417247013463873e-11,2.8235909437961586e-14,3.48
3.0999900028235966e-05,4.3765517235894697e-13,4.805129702063238e-11,8.58065463155311e-12,4.290215726644808e-11,2.3177063302351903e-10,9.999816280663983e-06,9.99879047977578e-07,2.1417913504787937e-11,2.8235909007700667e-14,3.49
3.0999900028235966e-05,4.376551653808568e-13,4.8051298268085984e-11,8.580654081755516e-12,4.2902156576212954e-11,2.3219965509984933e-10,9.999815851643153e-06,9.998790473241e-07,2.1418566975232134e-11,2.8235908564918598e-14,3.5
3.0999900028235966e-05,4.376551581884029e-13,4.8051299490609777e-11,8.580653581808001e-12,4.2902155861286147e-11,2.3262867712041478e-10,9.999815422622356e-06,9.998790466833645e-07,2.1419207703235588e-11,2.8235908107891834e-14,3.51
3.0999900028235966e-05,4.376551507546713e-13,4.805130068496996e-11,8.580653138175885e-12,4.290215511846487e-11,2.3305769907935895e-10,9.99981499360159e-06,9.998790460550956e-07,2.1419835963896818e-11,2.8235907634835097e-14,3.52
3.0999900028235966e-05,4.3765514305180776e-13,4.805130184782007e-11,8.580652757549726e-12,4.290215434443472e-11,2.3348672097062144e-10,9.999814564580863e-06,9.998790454390223e-07,2.142045202919014e-11,2.8235907143901166e-14,3.53
3.099990002823596e-05,4.3765513505101476e-13,4.805130297570054e-11,8.580652446846176e-12,4.2902153535769313e-11,2.339157427879372e-10,9.999814135560173e-06,9.998790448348748e-07,2.142105616818212e-11,2.82359066331807e-14,3.54
3.099990002823596e-05,4.376551267225481e-13,4.805130406503829e-11,8.580652213208843e-12,4.290215268892984e-11,2.3434476452483527e-10,9.999813706539525e-06,9.99879044242387e-07,2.1421648647248005e-11,2.8235906100702017e-14,3.55
3.099990002823596e-05,4.3765511803571347e-13,4.80513051121463e-11,8.580652064009133e-12,4.290215180026464e-11,2.347737861746387e-10,9.999813277518923e-06,9.998790436612948e-07,2.142222973028814e-11,2.8235905544430896e-14,3.56
3.099990002823596e-05,4.3765510895886325e-13,4.8051306113223166e-11,8.580652006847124e-12,4.29021508660088e-11,2.3520280773046324e-10,9.999812848498368e-06,9.998790430913363e-07,2.142279967894441e-11,2.82359049622704e-14,3.57
3.099990002823596e-05,4.376550994593932e-13,4.8051307064352684e-11,8.5806520495524e-12,4.290214988228369e-11,2.3563182918521663e-10,9.999812419477864e-06,9.998790425322524e-07,2.1423358752816673e-11,2.8235904352060642e-14,3.58
3.099990002823596e-05,4.3765508950373903e-13,4.805130796150342e-11,8.580652200184921e-12,4.290214884509657e-11,2.360608505315982e-10,9.999811990457415e-06,9.99879041983785e-07,2.1423907209679185e-11,2.8235903711578607e-14,3.59
3.0999900028235966e-05,4.3765508039908123e-13,4.8051308961335534e-11,8.58065214553554e-12,4.2902147909602776e-11,2.364898720533146e-10,9.999811561436894e-06,9.998790414473654e-07,2.1424443619473614e-11,2.823590312729239e-14,3.6
3.0999900028235966e-05,4.3765507145101996e-13,4.805130998061429e-11,8.580652052014612e-12,4.290214699336704e-11,2.369188935996303e-10,9.999811132416365e-06,9.998790409219102e-07,2.142496906506758e-11,2.8235902553265277e-14,3.61
3.0999900028235966e-05,4.3765506233419775e-13,4.805131098033534e-11,8.580651997603006e-12,4.2902146057759715e-11,2.3734791509990975e-10,9.999810703395866e-06,9.998790404068025e-07,2.1425484163130636e-11,2.8235901967973264e-14,3.62
3.0999900028235966e-05,4.3765505305051027e-13,4.805131196071624e-11,8.580651981865683e-12,4.290214510299625e-11,2.3777693655454687e-10,9.99981027437539e-06,9.99879039901839e-07,2.1425989116865963e-11,2.82359013715407e-14,3.63
3.099990002823596e-05,4.376550436030042e-13,4.805131292211218e-11,8.580652004092448e-12,4.2902144129428426e-11,2.382059579641849e-10,9.999809845354943e-06,9.998790394068198e-07,2.14264841260595e-11,2.8235900764168547e-14,3.64
3.099990002823596e-05,4.376550339959237e-13,4.80513138650215e-11,8.580652063286863e-12,4.290214313754981e-11,2.386349793297264e-10,9.99980941633452e-06,9.998790389215483e-07,2.1426969387233662e-11,2.823590014613746e-14,3.65
3.099990002823596e-05,4.3765502423475714e-13,4.805131479009126e-11,8.580652158155121e-12,4.290214212800127e-11,2.3906400065234325e-10,9.999808987314123e-06,9.998790384458313e-07,2.1427445093800998e-11,2.8235899517810903e-14,3.66
3.099990002823596e-05,4.376550143262834e-13,4.805131569812282e-11,8.580652287094958e-12,4.290214110157653e-11,2.394930219334867e-10,9.99980855829375e-06,9.998790379794784e-07,2.142791143621792e-11,2.8235898879638252e-14,3.67
3.099990002823596e-05,4.376550042786187e-13,4.805131659007736e-11,8.58065244818453e-12,4.290214005922756e-11,2.399220431748974e-10,9.999808129273402e-06,9.998790375223017e-07,2.142836860213837e-11,2.8235898232157872e-14,3.68
3.099990002823596e-05,4.3765499410126324e-13,4.8051317467081455e-11,8.580652639171319e-12,4.290213900207019e-11,2.4035106437861587e-10,9.999807700253074e-06,9.998790370741165e-07,2.1428816776567514e-11,2.8235897576000262e-14,3.69
3.099990002823596e-05,4.376549838051477e-13,4.805131833043264e-11,8.58065285746101e-12,4.290213793138954e-11,2.407800855469917e-10,9.999807271232768e-06,9.9987903663474e-07,2.1429256142015454e-11,2.8235896911891124e-14,3.7
3.099990002823596e-05,4.376549734026797e-13,4.8051319181604935e-11,8.580653100106409e-12,4.290213684864555e-11,2.4120910668269457e-10,9.999806842212485e-06,9.998790362039923e-07,2.142968687865089e-11,2.8235896240654472e-14,3.71
3.099990002823596e-05,4.376549629077908e-13,4.805132002225444e-11,8.580653363796303e-12,4.2902135755478484e-11,2.416381277887237e-10,9.99980641319222e-06,9.998790357816954e-07,2.143010916445483e-11,2.8235895563215746e-14,3.72
3.099990002823596e-05,4.376549523359826e-13,4.805132085422482e-11,8.580653644844387e-12,4.290213465371443e-11,2.4206714886841795e-10,9.999805984171971e-06,9.998790353676733e-07,2.1430523175374286e-11,2.8235894880604897e-14,3.73
