Time,sul_ex,eth_ex,oxy_ex,oxy,H2O,A3c,aps,PPi,pap,sul,eth,A2c,hyd,cys,N2,N1,aco,oah,S1,S2,C1,C2,A2m,A3m,Ho,Hm,k_v0,k2,k3,k4,k5,k6,k7,k8,k9,k_v10,k11,k12,k_v13,k14,k15,k16,k17,k18,n,m,Ka,Kc,a,Ac,Am,S,N,Kh,c0,c1,c2,v1,v13,v2,v10,v14,v3,v4,v5,v6,v7,v15,v17,v18,v8,v9,v11a,v11a2,v16,v11b,vLEAK,v12
9.25,0.0,0.0,0.0,7.142274613189138,0.0,1.5147257583240241,0.12722338113479842,0.0,0.15111650957509418,0.038563617065031135,20.348799999257782,0.4852742416759759,0.520996025031887,0.6585493107090533,1.9813867256385989,0.018613274361401144,0.645386536985951,2.4504199402676994,1.943824704699575,0.05617529530042509,0.0,0.0,0.419888646200425,1.580111353799575,0.0,0.0,1.6,0.2,0.2,0.2,0.1,0.12,10.0,10.0,10.0,80.0,10.0,5.0,4.0,10.0,5.0,10.0,0.02,1.0,4.0,4.0,1.0,0.1,0.1,2.0,2.0,2.0,2.0,0.5,1.0,1.0,1.0,0.0008502290550440886,4.0,0.011682660820509314,80.0,71.42274613189139,0.03854170649319078,0.05988404921938596,0.12766590485383456,0.0790259172850864,3.7875779731146446,3.2269326849297553,0.01041992050063774,2.4504199402676994,0.36254779298104517,0.3618094253904275,8.84827168077224,8.84827168077224,7.667873389786884,7.8498172948878855,0.0,7.573628791620121
9.26,0.0,0.0,0.0,7.139557984334721,0.0,1.51516469581698,0.12695499440342015,0.0,0.1509031661394838,0.03845542729905011,20.350865337653342,0.48483530418302,0.5202129275658972,0.6590361459979491,1.981330270668871,0.018669729331129092,0.647371548664896,2.4569246802317584,1.9438320200281087,0.05616797997189127,0.0,0.0,0.4180724977136685,1.5819275022863315,0.0,0.0,1.6,0.2,0.2,0.2,0.1,0.12,10.0,10.0,10.0,80.0,10.0,5.0,4.0,10.0,5.0,10.0,0.02,1.0,4.0,4.0,1.0,0.1,0.1,2.0,2.0,2.0,2.0,0.5,1.0,1.0,1.0,0.0008477208829387123,4.0,0.01165326116121545,80.0,71.3955798433472,0.0384715450955409,0.059797802202386605,0.1278123980712269,0.0790843375197539,3.7994514750824497,3.23685774332448,0.010404258551317944,2.4569246802317584,0.3636155217978211,0.36290817679106696,8.876745728430011,8.876745728430011,7.6697430176647865,7.851058244703102,0.0,7.5758234790848995
9.27,0.0,0.0,0.0,7.136828264638151,0.0,1.5156013767472192,0.12668701542904032,0.0,0.1506899833498754,0.03834750623838462,20.352811468411453,0.4843986232527808,0.5194276584424028,0.6595238628454574,1.981273481008385,0.018726518991615038,0.6493655547305314,2.463462232270857,1.9438390304018631,0.05616096959813688,0.0,0.0,0.4162627527724241,1.583737247227576,0.0,0.0,1.6,0.2,0.2,0.2,0.1,0.12,10.0,10.0,10.0,80.0,10.0,5.0,4.0,10.0,5.0,10.0,0.02,1.0,4.0,4.0,1.0,0.1,0.1,2.0,2.0,2.0,2.0,0.5,1.0,1.0,1.0,0.0008452174332603459,4.0,0.011623906649943661,80.0,71.36828264638152,0.03840140300004994,0.05971161357294064,0.1279590418969746,0.07914286354145489,3.8113731049596744,3.2468277736526567,0.010388553168848055,2.463462232270857,0.3646899917729866,0.3640133851946305,8.905352898368761,8.905352898368761,7.671601421511868,7.852285964510986,0.0,7.578006883736096
9.28,0.0,0.0,0.0,7.134085429764266,0.0,1.5160358034655121,0.1264194444696515,0.0,0.15047696082565662,0.03823985347646623,20.35463785353451,0.48396419653448786,0.5186402170251538,0.6600124618305899,1.9812163576187913,0.018783642381208665,0.6513685698569577,2.470032719622325,1.9438457370374456,0.056154262962554435,0.0,0.0,0.4144594476909942,1.5855405523090058,0.0,0.0,1.6,0.2,0.2,0.2,0.1,0.12,10.0,10.0,10.0,80.0,10.0,5.0,4.0,10.0,5.0,10.0,0.02,1.0,4.0,4.0,1.0,0.1,0.1,2.0,2.0,2.0,2.0,0.5,1.0,1.0,1.0,0.0008427187122089957,4.0,0.01159459739791959,80.0,71.34085429764266,0.038331280814042364,0.05962548324651059,0.12810583057641536,0.0792014954196708,3.82334238239805,3.2568428492847885,0.010372804340503076,2.470032719622325,0.3657712195729061,0.36512503168748356,8.934093331800387,8.934093331800387,7.673448594710761,7.853500630143285,0.0,7.580179017327561
9.290000000000001,0.0,0.0,0.0,7.131329455889732,0.0,1.5164679784853277,0.12615228177858737,0.0,0.15026409819408057,0.03813246860557012,20.356343953917186,0.48353202151467234,0.5178506027158247,0.660501943490863,1.981158901562881,0.018841098437119008,0.65338060839518,2.4766362654190037,1.9438521412191099,0.056147858780890125,0.0,0.0,0.41266261841622454,1.5873373815837755,0.0,0.0,1.6,0.2,0.2,0.2,0.1,0.12,10.0,10.0,10.0,80.0,10.0,5.0,4.0,10.0,5.0,10.0,0.02,1.0,4.0,4.0,1.0,0.1,0.1,2.0,2.0,2.0,2.0,0.5,1.0,1.0,1.0,0.0008402247260975737,4.0,0.011565333516188828,80.0,71.31329455889733,0.03826117914601716,0.05953941114450431,0.12825275827551003,0.07926023321890356,3.835358802556061,3.2669030419758998,0.010357012054316495,2.4766362654190037,0.3668592213034464,0.36624309539913813,8.962967160075065,8.962967160075065,7.675284529430098,7.854702422582477,0.0,7.5823398924266385
9.3,0.0,0.0,0.0,7.12856032640436,0.0,1.5168979042203514,0.12588552760095595,0.0,0.150051395093486,0.03802535122159195,20.35792925703882,0.4831020957796486,0.5170588153573903,0.660992307939354,1.9811011052332732,0.018898894766726793,0.6554016721384265,2.4832729818469343,1.9438582388758237,0.05614176112417635,0.0,0.0,0.41087228258316855,1.5891277174168315,0.0,0.0,1.6,0.2,0.2,0.2,0.1,0.12,10.0,10.0,10.0,80.0,10.0,5.0,4.0,10.0,5.0,10.0,0.02,1.0,4.0,4.0,1.0,0.1,0.1,2.0,2.0,2.0,2.0,0.5,1.0,1.0,1.0,0.0008377354832886163,4.0,0.011536115115055123,80.0,71.2856032640436,0.03819109859791266,0.05945339693229994,0.12839981862027902,0.07931907695272249,3.8474236269724518,3.2770083606921325,0.010341176307147806,2.4832729818469343,0.3679540411758129,0.3673677229794906,8.991974451014814,8.991974451014814,7.677109307456004,7.855891238121769,0.0,7.584489521101757
9.31,0.0,0.0,0.0,7.125778120573502,0.0,1.5173255795116862,0.12561918212644596,0.0,0.14983885121590163,0.03791850098724772,20.359393643351332,0.48267442048831377,0.5162648605710477,0.661483549798132,1.9810428363025245,0.018957163697475465,0.6574315884497915,2.4899428266949384,1.9438639488325347,0.05613605116746534,0.0,0.0,0.40908820210042873,1.5909117978995713,0.0,0.0,1.6,0.2,0.2,0.2,0.1,0.12,10.0,10.0,10.0,80.0,10.0,5.0,4.0,10.0,5.0,10.0,0.02,1.0,4.0,4.0,1.0,0.1,0.1,2.0,2.0,2.0,2.0,0.5,1.0,1.0,1.0,0.0008352510197314949,4.0,0.01150694229693802,80.0,71.25778120573501,0.03812103966355874,0.05936743656021235,0.1285469986253543,0.07937802597577583,3.859563580783526,3.2871579422489576,0.010325297211420954,2.4899428266949384,0.3690561328832551,0.36850147083639434,9.021114498386941,9.021114498386941,7.678924300991969,7.857062827407448,0.0,7.586627897558431
9.32,0.0,0.0,0.0,7.12298273869191,0.0,1.5177510103932448,0.1253532456356227,0.0,0.149626466174976,0.03781191743615924,20.360736250507024,0.4822489896067552,0.5154687332121997,0.661975673904207,1.9809841974682076,0.01901580253179236,0.6594705120531844,2.4966460480390875,1.9438693352253236,0.05613066477467643,0.0,0.0,0.4073106191159921,1.592689380884008,0.0,0.0,1.6,0.2,0.2,0.2,0.1,0.12,10.0,10.0,10.0,80.0,10.0,5.0,4.0,10.0,5.0,10.0,0.02,1.0,4.0,4.0,1.0,0.1,0.1,2.0,2.0,2.0,2.0,0.5,1.0,1.0,1.0,0.0008327713194571875,4.0,0.011477815178727329,80.0,71.2298273869191,0.038051003043907794,0.059281533003127745,0.1286942975661953,0.07943708086850483,3.871757399415479,3.297352560265922,0.010309374664243993,2.4966460480390875,0.37016518240841506,0.36964235426251235,9.05038801665103,9.05038801665103,7.680728446887214,7.858220700312054,0.0,7.588755051966224
9.33,0.0,0.0,0.0,7.120174162680027,0.0,1.5181741998845064,0.12508771836121718,0.0,0.14941423963120035,0.03770560015861115,20.36195655024477,0.4818258001154936,0.5146704330567192,0.6624686804178819,1.980925185359417,0.019074814640583027,0.661518449258569,2.5033827626136413,1.9438743966177365,0.05612560338226347,0.0,0.0,0.4055395582087733,1.5944604417912267,0.0,0.0,1.6,0.2,0.2,0.2,0.1,0.12,10.0,10.0,10.0,80.0,10.0,5.0,4.0,10.0,5.0,10.0,0.02,1.0,4.0,4.0,1.0,0.1,0.1,2.0,2.0,2.0,2.0,0.5,1.0,1.0,1.0,0.0008302963901534177,4.0,0.011448733870392922,80.0,71.20174162680027,0.037980989347683874,0.05919568606735438,0.12884170905410888,0.07949624165014582,3.884005469155244,3.307592246292845,0.010293408661134386,2.5033827626136413,0.37128122113136425,0.370790438000585,9.079795063847437,9.079795063847437,7.682521781185612,7.859364876599115,0.0,7.590870999422532
9.34,0.0,0.0,0.0,7.117352375143395,0.0,1.5185951511608622,0.12482260053120939,0.0,0.14920217125301452,0.03759954874385527,20.363054013911707,0.4814048488391378,0.5138699599288327,0.6629625694480623,1.9808657964795988,0.019134203520401183,0.6635754057364759,2.510153086768032,1.943879131500751,0.05612086849924891,0.0,0.0,0.40377504312626655,1.5962249568737334,0.0,0.0,1.6,0.2,0.2,0.2,0.1,0.12,10.0,10.0,10.0,80.0,10.0,5.0,4.0,10.0,5.0,10.0,0.02,1.0,4.0,4.0,1.0,0.1,0.1,2.0,2.0,2.0,2.0,0.5,1.0,1.0,1.0,0.0008278262396372714,4.0,0.011419698481651022,80.0,71.17352375143395,0.03791099918439677,0.05910989555911762,0.12898922661127243,0.07955550833376747,3.8963081979910883,3.3178770286823793,0.010277399198576653,2.510153086768032,0.37240428084672506,0.37194578921196064,9.10933568543619,9.10933568543619,7.6843043407705895,7.8604953704988985,0.0,7.592975755804311
9.35,0.0,0.0,0.0,7.1145173593726545,0.0,1.519013867553616,0.12455789236882832,0.0,0.14899026071680715,0.03749376278011055,20.36402811246324,0.480986132446384,0.5130673137011202,0.6634573410522572,1.9808060272065526,0.019193972793447367,0.6656413865180034,2.5169571364668686,1.9438835382927775,0.05611646170722251,0.0,0.0,0.40201709678454556,1.5979829032154544,0.0,0.0,1.6,0.2,0.2,0.2,0.1,0.12,10.0,10.0,10.0,80.0,10.0,5.0,4.0,10.0,5.0,10.0,0.02,1.0,4.0,4.0,1.0,0.1,0.1,2.0,2.0,2.0,2.0,0.5,1.0,1.0,1.0,0.0008253608758509224,4.0,0.01139070912195071,80.0,71.14517359372654,0.03784103316430019,0.05902416128458546,0.12913684367079203,0.07961488092627086,3.908666015556168,3.328206932590017,0.010261346274022405,2.5169571364668686,0.37353439377280034,0.3731084774762177,9.139009914076889,9.139009914076889,7.6860761633304575,7.861612190540164,0.0,7.59506933776808
9.36,0.0,0.0,0.0,7.111669099343548,0.0,1.5194303525499835,0.1242935940925519,0.0,0.1487785077069156,0.037388241854563097,20.364878316463056,0.4805696474500165,0.5122624942945154,0.6639529952365787,1.98074587379243,0.019254126207570055,0.6677163959948169,2.5237950272899328,1.943887615339658,0.05611238466034196,0.0,0.0,0.40026574126826464,1.5997342587317354,0.0,0.0,1.6,0.2,0.2,0.2,0.1,0.12,10.0,10.0,10.0,80.0,10.0,5.0,4.0,10.0,5.0,10.0,0.02,1.0,4.0,4.0,1.0,0.1,0.1,2.0,2.0,2.0,2.0,0.5,1.0,1.0,1.0,0.0008229003068573985,4.0,0.011361765900460572,80.0,71.11669099343547,0.03777109189835014,0.05893848304989367,0.12928455357676358,0.07967435942838944,3.921079373069865,3.3385819799740846,0.010245249885890309,2.5237950272899328,0.37467159256078386,0.3742785747908217,9.168817769407008,9.168817769407008,7.6878372873242355,7.862715339378364,0.0,7.597151762749918
9.370000000000001,0.0,0.0,0.0,7.108807579716914,0.0,1.5198446097930933,0.12402970591610704,0.0,0.14856691191562585,0.03728298555336614,20.36560409608309,0.4801553902069067,0.5114555016783053,0.6644495319557422,1.9806853323637348,0.019314667636265215,0.6698004379191493,2.5306668744321823,1.9438913609146673,0.0561086390853327,0.0,0.0,0.3985209978306563,1.6014790021693437,0.0,0.0,1.6,0.2,0.2,0.2,0.1,0.12,10.0,10.0,10.0,80.0,10.0,5.0,4.0,10.0,5.0,10.0,0.02,1.0,4.0,4.0,1.0,0.1,0.1,2.0,2.0,2.0,2.0,0.5,1.0,1.0,1.0,0.0008204445408363951,4.0,0.011332868926055461,80.0,71.08807579716914,0.03770117599816356,0.05885286066117102,0.12943234958433808,0.07973394383468906,3.9335487432760634,3.3490021895957467,0.010229110033566106,2.5306668744321823,0.37581591030403344,0.3754561555707407,9.198759257818606,9.198759257818606,7.6895877519478875,7.863804813620152,0.0,7.599223048965467
9.38,0.0,0.0,0.0,7.105932785838696,0.0,1.520256643081985,0.12376622804846972,0.0,0.1483554730431728,0.03717799346164014,20.366204921103567,0.47974335691801495,0.510646335870131,0.664946951113066,1.9806243989213235,0.01937560107867653,0.6718935154037997,2.537572792703747,1.9438947732185123,0.05610522678148766,0.0,0.0,0.396782886893535,1.603217113106465,0.0,0.0,1.6,0.2,0.2,0.2,0.1,0.12,10.0,10.0,10.0,80.0,10.0,5.0,4.0,10.0,5.0,10.0,0.02,1.0,4.0,4.0,1.0,0.1,0.1,2.0,2.0,2.0,2.0,0.5,1.0,1.0,1.0,0.000817993586080121,4.0,0.011304018307303407,80.0,71.05932785838695,0.037631286075977204,0.05876729392456454,0.1295802248597904,0.07979363413356792,3.946074620378815,3.3594675770189983,0.010212926717402619,2.537572792703747,0.3769673805474115,0.3766412966480628,9.22883437223347,9.22883437223347,7.691327597101044,7.86488060364429,0.0,7.601283215409925
9.39,0.0,0.0,0.0,7.10304470373993,0.0,1.5206664563716117,0.1235031606938648,0.0,0.14814419079773977,0.03707326516347264,20.366680260912975,0.4793335436283883,0.5098349969359864,0.665445252560472,1.9805630693404046,0.019436930659595397,0.6739956309221355,2.5445128965299335,1.9438978503793323,0.05610214962066773,0.0,0.0,0.39505142804729343,1.6049485719527066,0.0,0.0,1.6,0.2,0.2,0.2,0.1,0.12,10.0,10.0,10.0,80.0,10.0,5.0,4.0,10.0,5.0,10.0,0.02,1.0,4.0,4.0,1.0,0.1,0.1,2.0,2.0,2.0,2.0,0.5,1.0,1.0,1.0,0.0008155474509891864,4.0,0.011275214152452612,80.0,71.0304470373993,0.03756142274460662,0.058681782646264405,0.12972817248059168,0.07985343030725664,3.9586575199751577,3.3699781546106777,0.010196699938719729,2.5445128965299335,0.3781260372966999,0.3778340772715963,9.259043091876858,9.259043091876858,7.693056863354122,7.865942693418849,0.0,7.603332281858059
9.4,0.0,0.0,0.0,7.100143320136758,0.0,1.5210740537728378,0.12324050405176612,0.0,0.1479330648954591,0.03696880024191833,20.367029584508067,0.4789259462271622,0.5090214849902197,0.6659444360984852,1.9805013393705397,0.019498660629460263,0.6761067863080911,2.551487299951223,1.943900590452698,0.05609940954730197,0.0,0.0,0.39332664005090434,1.6066733599490957,0.0,0.0,1.6,0.2,0.2,0.2,0.1,0.12,10.0,10.0,10.0,80.0,10.0,5.0,4.0,10.0,5.0,10.0,0.02,1.0,4.0,4.0,1.0,0.1,0.1,2.0,2.0,2.0,2.0,0.5,1.0,1.0,1.0,0.0008131061440685335,4.0,0.011246456569418596,80.0,71.00143320136758,0.03749158661740555,0.058596326632529144,0.12987618543548576,0.07991333233181822,3.9712979789849983,3.3805339315404552,0.010180429699804395,2.551487299951223,0.37929191502807774,0.3790345791064458,9.289385382049689,9.289385382049689,7.694775591915946,7.8669910603146915,0.0,7.605370268864188
9.41,0.0,0.0,0.0,7.097228622430418,0.0,1.52147943955244,0.12297825831689654,0.0,0.14772209506041162,0.03686459827899907,20.367252360493875,0.47852056044756,0.5082058001955321,0.6664445014762336,1.9804392046356423,0.01956079536435773,0.6782269827561678,2.55849611662327,1.9439029914216137,0.05609700857838629,0.0,0.0,0.3916085408319203,1.6083914591680797,0.0,0.0,1.6,0.2,0.2,0.2,0.1,0.12,10.0,10.0,10.0,80.0,10.0,5.0,4.0,10.0,5.0,10.0,0.02,1.0,4.0,4.0,1.0,0.1,0.1,2.0,2.0,2.0,2.0,0.5,1.0,1.0,1.0,0.0008106696739234053,4.0,0.011217745665771472,80.0,70.97228622430418,0.03742177830822539,0.05851092568971047,0.13002425662456904,0.07997334017714802,3.9839965555785266,3.3911349137808386,0.010164116003910642,2.55849611662327,0.3804650486976579,0.38024288623361024,9.31986119389941,9.31986119389941,7.696483824601782,7.8680256749152955,0.0,7.6073971977622
9.42,0.0,0.0,0.0,7.094300598707248,0.0,1.521882618133108,0.12271642367922789,0.0,0.147511281024627,0.03676065885570389,20.367348057083696,0.478117381866892,0.5073879427629786,0.6669454483914483,1.980376660633978,0.019623339366021897,0.6803562208214342,2.5655394598169043,1.9439050511965146,0.05609494880348542,0.0,0.0,0.38989714748647386,1.6101028525135261,0.0,0.0,1.6,0.2,0.2,0.2,0.1,0.12,10.0,10.0,10.0,80.0,10.0,5.0,4.0,10.0,5.0,10.0,0.02,1.0,4.0,4.0,1.0,0.1,0.1,2.0,2.0,2.0,2.0,0.5,1.0,1.0,1.0,0.0008082380492553532,4.0,0.011189081548723332,80.0,70.94300598707248,0.037351998431375016,0.058425579624278225,0.13017237885937427,0.0800334538069738,3.996753829100401,3.401781104107171,0.010147758855259573,2.5655394598169043,0.38164547375111174,0.38145908514953375,9.35047046418947,9.35047046418947,7.698181603801817,7.869046500822779,0.0,7.60941309066554
9.43,0.0,0.0,0.0,7.091359237738687,0.0,1.5222835940934427,0.12245500032398095,0.0,0.14730062252808357,0.03665698155198894,20.367316142099096,0.4777164059065573,0.5065679129519679,0.6674472764904641,1.9803137027381659,0.01968629726183413,0.6824945004195265,2.5726174424181303,1.943906767615269,0.05609323238473096,0.0,0.0,0.3881924762792768,1.6118075237207232,0.0,0.0,1.6,0.2,0.2,0.2,0.1,0.12,10.0,10.0,10.0,80.0,10.0,5.0,4.0,10.0,5.0,10.0,0.02,1.0,4.0,4.0,1.0,0.1,0.1,2.0,2.0,2.0,2.0,0.5,1.0,1.0,1.0,0.0008058112788582849,4.0,0.011160464325115749,80.0,70.91359237738688,0.037282247601580686,0.05834028824284522,0.13032054486295816,0.08009367317885568,4.009570399991155,3.4124725020976325,0.010131358259039358,2.5726174424181303,0.38283322613333365,0.382683264765653,9.381213115067528,9.381213115067528,7.69986897245012,7.870053494460196,0.0,7.611417970467214
9.44,0.0,0.0,0.0,7.088404702135072,0.0,1.5226823536294942,0.122193988310092,0.0,0.14709011894661345,0.03655356594764679,20.36715632953544,0.4773176463705058,0.505745719235203,0.6679499781556547,1.9802504781382009,0.019749521861799124,0.684641802012212,2.579729984392806,1.9439081921838688,0.05609180781613121,0.0,0.0,0.386494766226525,1.613505233773475,0.0,0.0,1.6,0.2,0.2,0.2,0.1,0.12,10.0,10.0,10.0,80.0,10.0,5.0,4.0,10.0,5.0,10.0,0.02,1.0,4.0,4.0,1.0,0.1,0.1,2.0,2.0,2.0,2.0,0.5,1.0,1.0,1.0,0.0008033894062973183,4.0,0.01113189396614275,80.0,70.88404702135071,0.03721252594387716,0.05825505567468723,0.13046873963893588,0.08015399737867857,4.022415991928406,3.4232090100610604,0.01011491438470406,2.579729984392806,0.38402796381358756,0.3839125733886573,9.412089451788153,9.412089451788153,7.701545205912478,7.871050221716468,0.0,7.613411768147471
9.450000000000001,0.0,0.0,0.0,7.085436881203832,0.0,1.5230789124273587,0.12193338788405345,0.0,0.14687977025277774,0.0364504116200617,20.36686794284612,0.4769210875726413,0.5049213572140362,0.6684535571307183,1.980186893473061,0.019813106526938906,0.6867981351926404,2.586877309978106,1.9439092912997473,0.05609070870025268,0.0,0.0,0.38480390172905143,1.6151960982709486,0.0,0.0,1.6,0.2,0.2,0.2,0.1,0.12,10.0,10.0,10.0,80.0,10.0,5.0,4.0,10.0,5.0,10.0,0.02,1.0,4.0,4.0,1.0,0.1,0.1,2.0,2.0,2.0,2.0,0.5,1.0,1.0,1.0,0.0008009724200271342,4.0,0.011103370657562627,80.0,70.85436881203832,0.03714283436140548,0.05816987919417698,0.13061696023003405,0.0802144268556862,4.035309241717072,3.4339906759632024,0.010098427144280725,2.586877309978106,0.38522994136967154,0.38514881867228207,9.443099139217631,9.443099139217631,7.703210798304676,7.8720345645650065,0.0,7.615394562136793
9.46,0.0,0.0,0.0,7.082455753307998,0.0,1.5234732768677826,0.12167319922558117,0.0,0.14666957623718466,0.03634751814602872,20.366450430929586,0.47652672313221744,0.5040948267052199,0.668958013426963,1.9801229328014764,0.019877067198523557,0.6889634993124226,2.59405954476436,1.9439100587147833,0.056089941285216716,0.0,0.0,0.38311988046368173,1.6168801195363183,0.0,0.0,1.6,0.2,0.2,0.2,0.1,0.12,10.0,10.0,10.0,80.0,10.0,5.0,4.0,10.0,5.0,10.0,0.02,1.0,4.0,4.0,1.0,0.1,0.1,2.0,2.0,2.0,2.0,0.5,1.0,1.0,1.0,0.0007985603264558788,4.0,0.011074894515188312,80.0,70.82455753307998,0.03707317350623654,0.05808475829030477,0.13076519966810116,0.08027496161123557,4.0482530381098645,3.4448174965621132,0.010081896534104398,2.59405954476436,0.3864392222409123,0.38639230864959623,9.474242027682108,9.474242027682108,7.704865850602698,7.873006218187036,0.0,7.617366384338913
9.47,0.0,0.0,0.0,7.079461316643879,0.0,1.5238654514373524,0.12141342249620013,0.0,0.1464595366572429,0.03624488510140617,20.365903269558963,0.4761345485626476,0.5032661284767783,0.6694633462067007,1.9800585968591256,0.019941403140874447,0.6911378910031462,2.601276792665584,1.9439104940511942,0.056089505948805796,0.0,0.0,0.3814427240007039,1.618557275999296,0.0,0.0,1.6,0.2,0.2,0.2,0.1,0.12,10.0,10.0,10.0,80.0,10.0,5.0,4.0,10.0,5.0,10.0,0.02,1.0,4.0,4.0,1.0,0.1,0.1,2.0,2.0,2.0,2.0,0.5,1.0,1.0,1.0,0.0007961531358991395,4.0,0.011046465639469859,80.0,70.7946131664388,0.037003543976545206,0.057999692930035616,0.13091345005413,0.08033560154480408,4.061246874263283,3.455689455015731,0.010065322569535566,2.601276792665584,0.3876558284886606,0.3876430283165128,9.505517996072149,9.505517996072149,7.706510379307135,7.873965270798207,0.0,7.619327257186762
9.48,0.0,0.0,0.0,7.0764535703945945,0.0,1.5242554407462652,0.12115405785247253,0.0,0.14624965127766162,0.03614251206102103,20.365225934545272,0.4757445592537348,0.5024352633593161,0.6699695545682786,1.9799938865207845,0.020006113479215548,0.6933213062241832,2.608529156875496,1.9439105969522679,0.056089403047732134,0.0,0.0,0.3797724534685547,1.6202275465314453,0.0,0.0,1.6,0.2,0.2,0.2,0.1,0.12,10.0,10.0,10.0,80.0,10.0,5.0,4.0,10.0,5.0,10.0,0.02,1.0,4.0,4.0,1.0,0.1,0.1,2.0,2.0,2.0,2.0,0.5,1.0,1.0,1.0,0.0007937508587860193,4.0,0.011018084130249763,80.0,70.76453570394594,0.036933946370023805,0.05791468308711333,0.13106170339151946,0.08039634654819343,4.0742902107637615,3.4666065311209158,0.010048705267186321,2.608529156875496,0.3888797818638832,0.38890095996076707,9.536926908508836,9.536926908508836,7.708144400153627,7.874911812066891,0.0,7.621277203731326
9.49,0.0,0.0,0.0,7.07343251473006,0.0,1.5246432495283289,0.12089510544599784,0.0,0.14603991987045037,0.03604039859866895,20.364417901737415,0.47535675047167114,0.501602232246018,0.6704766375460804,1.9799288028003255,0.02007119719967454,0.695513740262691,2.6158167398675163,1.9439103670823605,0.056089632917639465,0.0,0.0,0.37810908955382017,1.6218909104461798,0.0,0.0,1.6,0.2,0.2,0.2,0.1,0.12,10.0,10.0,10.0,80.0,10.0,5.0,4.0,10.0,5.0,10.0,0.02,1.0,4.0,4.0,1.0,0.1,0.1,2.0,2.0,2.0,2.0,0.5,1.0,1.0,1.0,0.0007913535056544415,4.0,0.010989750086754171,80.0,70.7343251473006,0.03686438128385123,0.05782972874203125,0.13120995158640475,0.08045719650552965,4.08738247562354,3.477568701313455,0.010032044644920359,2.6158167398675163,0.3901111038050878,0.39016608316201784,9.568468614127445,9.568468614127445,7.709767928092362,7.875845933103988,0.0,7.623216247641644
9.5,0.0,0.0,0.0,7.070398150806992,0.0,1.5250288826409626,0.12063656542341268,0.0,0.14583034221491897,0.03593854428711425,20.363478647022166,0.4749711173590374,0.5007670360926486,0.670984594110526,1.9798633468507176,0.02013665314928237,0.697715187733612,2.623139643394767,1.943909804126899,0.056090195873101045,0.0,0.0,0.3764526525012344,1.6235473474987656,0.0,0.0,1.6,0.2,0.2,0.2,0.1,0.12,10.0,10.0,10.0,80.0,10.0,5.0,4.0,10.0,5.0,10.0,0.02,1.0,4.0,4.0,1.0,0.1,0.1,2.0,2.0,2.0,2.0,0.5,1.0,1.0,1.0,0.0007889610871465036,4.0,0.01096146360758412,80.0,70.70398150806992,0.036794849314662086,0.057744829882002996,0.13135818644799246,0.08051815129326312,4.100523064279032,3.4885759386680597,0.010015340721852973,2.623139643394767,0.3913498154361576,0.39143837479192795,9.6001429468607,9.6001429468607,7.711380977267901,7.876767726451426,0.0,7.625144413204813
9.51,0.0,0.0,0.0,7.06735048076891,0.0,1.5254123450651962,0.12037843792639095,0.0,0.1456209180976778,0.035836948698089906,20.362407646324197,0.4745876549348038,0.49992967591755294,0.671493423168071,1.979797519964027,0.020202480035973025,0.6999256425796736,2.6304979684900744,1.9439089077923788,0.05609109220762121,0.0,0.0,0.3748031621136809,1.625196837886319,0.0,0.0,1.6,0.2,0.2,0.2,0.1,0.12,10.0,10.0,10.0,80.0,10.0,5.0,4.0,10.0,5.0,10.0,0.02,1.0,4.0,4.0,1.0,0.1,0.1,2.0,2.0,2.0,2.0,0.5,1.0,1.0,1.0,0.0007865736140038814,4.0,0.01093322479070689,80.0,70.6735048076891,0.03672535105851624,0.05765998650093344,0.13150639968890243,0.08057921078016853,4.113711339592091,3.499628212898368,0.009998593518351058,2.6304979684900744,0.39259593756414995,0.3927178090142566,9.631949725221654,9.631949725221654,7.712983560999266,7.877677286069324,0.0,7.627061725325981
9.52,0.0,0.0,0.0,7.064289507746136,0.0,1.5257936419056708,0.12012072309164375,0.0,0.14541164731263745,0.03573561140229757,20.361204375606057,0.4742063580943292,0.49909015280165586,0.6720031235612073,1.979731323571416,0.020268676428583987,0.7021450980713884,2.637891815465966,1.9439076778063658,0.05609232219363425,0.0,0.0,0.37316063775219166,1.6268393622478083,0.0,0.0,1.6,0.2,0.2,0.2,0.1,0.12,10.0,10.0,10.0,80.0,10.0,5.0,4.0,10.0,5.0,10.0,0.02,1.0,4.0,4.0,1.0,0.1,0.1,2.0,2.0,2.0,2.0,0.5,1.0,1.0,1.0,0.0007841910970632798,4.0,0.010905033733447487,80.0,70.64289507746136,0.03665588711086835,0.05757519859938954,0.13165458292551463,0.08064037482734487,4.126946631854277,3.5107254903569416,0.009981803056033118,2.637891815465966,0.3938494906770123,0.39400435728497324,9.66388875208629,9.66388875208629,7.714575691760343,7.878574707321774,0.0,7.628968209528354
