Time,s121,s122,s124,s125,s126,s127,s128,s129,s130,s131,s132,s133,s134,s135,s139,s150,s152,s153,s154,s159,s160,s161,s164,s167,k1,k2,k3,k4,k5,k6,k7,k8,k9,k10,k11,k12,kf13,kr13,kf14,kr14,kf15,kr15,k16,k17,k18,k20,k19,k21,k22,kf23,kr23,k27,kf28,kr28,k26,default,c2,re44,re45,re46,re47,re48,re49,re52,re53,re56,re57,re58,re59,re60,re61,re63,re64,re65,re66,re67,re68,re69,re70,re71,re72
1.23,0.0,0.0,0.0,2.32399826004502e-15,0.0,2.32399826004502e-15,3.5733154201728955e-16,0.0,2.852295990524312e-12,0.0,4.608972323348384e-09,3.0700411352890602e-06,0.0,0.05999852390406123,1.3137606160896613e-25,0.0,1.1066586639042917e-10,0.0,0.0,5.24279207098509e-26,3.572531318179045e-16,1.4737182635588218e-06,1.1335046787395602e-08,4.71461783473515e-19,0.0025,0.000125,2.5e-06,0.1,0.0015,0.000125,0.2,0.1,1.0,0.1,0.000125,2e-05,18.4,0.0,18.4,0.0,0.0025,0.0,0.5,0.0004,0.0003,5e-07,0.0,0.0001,0.5,0.001,0.0005,0.0004,0.01,0.0,5e-07,1.0,1.0,5.667523393697801e-15,9.295993040180082e-19,3.572531318179045e-20,1.16199913002251e-15,5.667523393697801e-15,7.67510283822265e-09,1.1999704780812245e-06,3.8375514191113255e-10,5.76121540418548e-13,1.3137606160896613e-26,2.7653153611557464e-10,1.1066586639042918e-11,3.5653699881553903e-16,1.16199913002251e-15,6.913458485022741e-12,2.5e-06,9.687424557354846e-21,3.293139593956508e-25,3.6842956588970546e-09,5.24279207098509e-28,9.833036128419931e-26,9.295993040180082e-19,1.0719946260518686e-19,3.5701740092616773e-19
1.24,0.0,0.0,0.0,2.381125882941065e-15,0.0,2.381125882941065e-15,3.6909242232094076e-16,0.0,2.921986251381962e-12,0.0,4.683283478166224e-09,3.094960219644851e-06,0.0,0.059998511901569955,1.3680137534326373e-25,0.0,1.1334172817797898e-10,0.0,0.0,5.453805718081089e-26,3.6901087128201887e-16,1.4856810864683582e-06,1.1520009263110634e-08,4.903097703322995e-19,0.0025,0.000125,2.5e-06,0.1,0.0015,0.000125,0.2,0.1,1.0,0.1,0.000125,2e-05,18.4,0.0,18.4,0.0,0.0025,0.0,0.5,0.0004,0.0003,5e-07,0.0,0.0001,0.5,0.001,0.0005,0.0004,0.01,0.0,5e-07,1.0,1.0,5.760004631555317e-15,9.52450353176426e-19,3.690108712820189e-20,1.1905629414705324e-15,5.760004631555317e-15,7.737400549112127e-09,1.1999702380313993e-06,3.868700274556064e-10,5.85410434770778e-13,1.3680137534326375e-26,2.8099003950318214e-10,1.1334172817797899e-11,3.6524828142274524e-16,1.1905629414705324e-15,7.024925217249509e-12,2.5e-06,1.0087477487834256e-20,3.4563650334776045e-25,3.7142027161708957e-09,5.453805718081089e-28,1.0393006496679998e-25,9.52450353176426e-19,1.1072772669628222e-19,3.687657163968527e-19
1.25,0.0,0.0,0.0,2.4391818261639773e-15,0.0,2.4391818261639773e-15,3.81141227399838e-16,0.0,2.992795404140759e-12,0.0,4.758174331392803e-09,3.1198786498832634e-06,0.0,0.059998499899036335,1.4239099841999452e-25,0.0,1.1605964826117224e-10,0.0,0.0,5.670857030117297e-26,3.810564375700409e-16,1.4976436106098107e-06,1.1706467072836958e-08,5.097449809662838e-19,0.0025,0.000125,2.5e-06,0.1,0.0015,0.000125,0.2,0.1,1.0,0.1,0.000125,2e-05,18.4,0.0,18.4,0.0,0.0025,0.0,0.5,0.0004,0.0003,5e-07,0.0,0.0001,0.5,0.001,0.0005,0.0004,0.01,0.0,5e-07,1.0,1.0,5.8532335364184784e-15,9.75672730465591e-19,3.8105643757004094e-20,1.2195909130819886e-15,5.8532335364184784e-15,7.799696624708159e-09,1.1999699979807268e-06,3.8998483123540794e-10,5.947717914241004e-13,1.4239099841999453e-26,2.854833221416684e-10,1.1605964826117224e-11,3.7409942551759487e-16,1.2195909130819886e-15,7.137261497089387e-12,2.5e-06,1.0500635997756546e-20,3.626265920115506e-25,3.744109026524527e-09,5.670857030117297e-28,1.0979855616815293e-25,9.75672730465591e-19,1.143423682199514e-19,3.808015650795578e-19
1.26,0.0,0.0,0.0,2.498173562542073e-15,0.0,2.498173562542073e-15,3.9348261723826735e-16,0.0,3.0647321370275018e-12,0.0,4.833644552135331e-09,3.1447964260214663e-06,0.0,0.05999848789646001,1.4814847455235126e-25,0.0,1.1881993176631692e-10,0.0,0.0,5.89406262513991e-26,3.9339448839542645e-16,1.509605836033075e-06,1.1894420179215061e-08,5.297810192409286e-19,0.0025,0.000125,2.5e-06,0.1,0.0015,0.000125,0.2,0.1,1.0,0.1,0.000125,2e-05,18.4,0.0,18.4,0.0,0.0025,0.0,0.5,0.0004,0.0003,5e-07,0.0,0.0001,0.5,0.001,0.0005,0.0004,0.01,0.0,5e-07,1.0,1.0,5.9472100896075305e-15,9.992694250168292e-19,3.9339448839542645e-20,1.2490867812710365e-15,5.9472100896075305e-15,7.861991065053666e-09,1.1999697579292003e-06,3.9309955325268327e-10,6.042055690169164e-13,1.4814847455235126e-26,2.900113641570815e-10,1.1881993176631693e-11,3.8309151712843774e-16,1.2490867812710365e-15,7.250466828203186e-12,2.5e-06,1.092721932602766e-20,3.8030582513452378e-25,3.774014590082688e-09,5.8940626251399105e-28,1.1594646004316939e-25,9.992694250168292e-19,1.180447851714802e-19,3.93129597885806e-19
1.27,0.0,0.0,0.0,2.5581085646862195e-15,0.0,2.5581085646862195e-15,4.06121289179821e-16,0.0,3.137805133267978e-12,0.0,4.909693810013544e-09,3.169713548076631e-06,0.0,0.05999847589384063,1.5407740224623973e-25,0.0,1.2162288331302642e-10,0.0,0.0,6.123540658596091e-26,4.060297187944108e-16,1.5215677627883525e-06,1.2083868544891542e-08,5.504317073479988e-19,0.0025,0.000125,2.5e-06,0.1,0.0015,0.000125,0.2,0.1,1.0,0.1,0.000125,2e-05,18.4,0.0,18.4,0.0,0.0025,0.0,0.5,0.0004,0.0003,5e-07,0.0,0.0001,0.5,0.001,0.0005,0.0004,0.01,0.0,5e-07,1.0,1.0,6.041934272445771e-15,1.0232434258744878e-18,4.060297187944108e-20,1.2790542823431097e-15,6.041934272445771e-15,7.924283870191577e-09,1.1999695178768127e-06,3.962141935095789e-10,6.13711726251693e-13,1.5407740224623974e-26,2.9457414570623616e-10,1.2162288331302643e-11,3.9222564165849723e-16,1.2790542823431097e-15,7.364540715020514e-12,2.5e-06,1.1367551847669356e-20,3.986963194092917e-25,3.8039194069708814e-09,6.123540658596091e-28,1.223847368594151e-25,1.0232434258744878e-18,1.218363867539463e-19,4.057545029407368e-19
1.28,0.0,0.0,0.0,2.6189943049898426e-15,0.0,2.6189943049898426e-15,4.190619779261535e-16,0.0,3.2120230710960682e-12,0.0,4.986321775158736e-09,3.1946300160659258e-06,0.0,0.05999846389117785,1.6018143529808259e-25,0.0,1.244688070151828e-10,0.0,0.0,6.359410835189238e-26,4.1896686112444056e-16,1.5335293909261495e-06,1.227481213251916e-08,5.717110877353453e-19,0.0025,0.000125,2.5e-06,0.1,0.0015,0.000125,0.2,0.1,1.0,0.1,0.000125,2e-05,18.4,0.0,18.4,0.0,0.0025,0.0,0.5,0.0004,0.0003,5e-07,0.0,0.0001,0.5,0.001,0.0005,0.0004,0.01,0.0,5e-07,1.0,1.0,6.13740606625958e-15,1.0475977219959371e-18,4.189668611244406e-20,1.3094971524949213e-15,6.13740606625958e-15,7.986575040164814e-09,1.199969277823557e-06,3.9932875200824074e-10,6.23290221894842e-13,1.601814352980826e-26,2.991716469766553e-10,1.244688070151828e-11,4.015028838870085e-16,1.3094971524949213e-15,7.479482662738313e-12,2.5e-06,1.1821963114594633e-20,4.178207165389409e-25,3.833823477315374e-09,6.359410835189238e-28,1.2912469000694356e-25,1.0475977219959371e-18,1.2571859337784604e-19,4.186810055805729e-19
1.29,0.0,0.0,0.0,2.6808382556289504e-15,0.0,2.6808382556289504e-15,4.323094555357375e-16,0.0,3.287394623762838e-12,0.0,5.063528118212787e-09,3.2195458300065207e-06,0.0,0.059998451888471326,1.6646428329262366e-25,0.0,1.2735800648189962e-10,0.0,0.0,6.601794420734259e-26,4.3221068506260583e-16,1.5454907204972762e-06,1.2467250904756873e-08,5.936334250366824e-19,0.0025,0.000125,2.5e-06,0.1,0.0015,0.000125,0.2,0.1,1.0,0.1,0.000125,2e-05,18.4,0.0,18.4,0.0,0.0025,0.0,0.5,0.0004,0.0003,5e-07,0.0,0.0001,0.5,0.001,0.0005,0.0004,0.01,0.0,5e-07,1.0,1.0,6.2336254523784365e-15,1.0723353022515802e-18,4.3221068506260584e-20,1.3404191278144752e-15,6.2336254523784365e-15,8.048864575016301e-09,1.1999690377694267e-06,4.024432287508151e-10,6.329410147765984e-13,1.6646428329262366e-26,3.038038481865116e-10,1.2735800648189963e-11,4.1092432797035475e-16,1.3404191278144752e-15,7.595292177319399e-12,2.5e-06,1.2290787896378115e-20,4.3770219136130315e-25,3.863726801243191e-09,6.60179442073426e-28,1.36177974139038e-25,1.0723353022515802e-18,1.2969283666072123e-19,4.319138683500875e-19
1.3,0.0,0.0,0.0,2.743647888562141e-15,0.0,2.743647888562141e-15,4.458685314226208e-16,0.0,3.3639284595456393e-12,0.0,5.141312510327187e-09,3.2444609899155836e-06,0.0,0.059998439885720706,1.7292971210073166e-25,0.0,1.3029078481848512e-10,0.0,0.0,6.850814254012857e-26,4.457659976040725e-16,1.5574517515528477e-06,1.2661184824269892e-08,6.162132080013682e-19,0.0025,0.000125,2.5e-06,0.1,0.0015,0.000125,0.2,0.1,1.0,0.1,0.000125,2e-05,18.4,0.0,18.4,0.0,0.0025,0.0,0.5,0.0004,0.0003,5e-07,0.0,0.0001,0.5,0.001,0.0005,0.0004,0.01,0.0,5e-07,1.0,1.0,6.330592412134946e-15,1.0974591554248566e-18,4.4576599760407255e-20,1.3718239442810706e-15,6.330592412134946e-15,8.111152474788959e-09,1.1999687977144142e-06,4.0555762373944795e-10,6.426640637908984e-13,1.7292971210073167e-26,3.0847072958456954e-10,1.3029078481848512e-11,4.2049105744320494e-16,1.3718239442810706e-15,7.71196876549101e-12,2.5e-06,1.277436622102144e-20,4.583644600320594e-25,3.89362937888212e-09,6.850814254012857e-28,1.4355660344497323e-25,1.0974591554248566e-18,1.3376055942678623e-19,4.454578910000719e-19
1.31,0.0,0.0,0.0,2.807430675530621e-15,0.0,2.807430675530621e-15,4.597440523551818e-16,0.0,3.4416332417572082e-12,0.0,5.219674623162062e-09,3.269375495810283e-06,0.0,0.05999842788292565,1.795815443772046e-25,0.0,1.3326744462740542e-10,0.0,0.0,7.106594758628795e-26,4.59637643060514e-16,1.5694124841442814e-06,1.2856613853729718e-08,6.394651514241842e-19,0.0025,0.000125,2.5e-06,0.1,0.0015,0.000125,0.2,0.1,1.0,0.1,0.000125,2e-05,18.4,0.0,18.4,0.0,0.0025,0.0,0.5,0.0004,0.0003,5e-07,0.0,0.0001,0.5,0.001,0.0005,0.0004,0.01,0.0,5e-07,1.0,1.0,6.428306926864859e-15,1.1229722702122486e-18,4.59637643060514e-20,1.4037153377653106e-15,6.428306926864859e-15,8.173438739525708e-09,1.1999685576585132e-06,4.086719369762854e-10,6.524593278952577e-13,1.7958154437720461e-26,3.131722714501261e-10,1.3326744462740543e-11,4.3020415521965103e-16,1.4037153377653106e-15,7.829511934743334e-12,2.5e-06,1.3273043415713558e-20,4.798317882665974e-25,3.923531210360704e-09,7.106594758628795e-28,1.5127296005590671e-25,1.1229722702122486e-18,1.3792321570655453e-19,4.59317910484802e-19
1.32,0.0,0.0,0.0,2.872194088058216e-15,0.0,2.872194088058216e-15,4.739409024548867e-16,0.0,3.5205176287547633e-12,0.0,5.298614128885204e-09,3.2942893477077858e-06,0.0,0.0599984158800858,1.864236600585736e-25,0.0,1.362882880092474e-10,0.0,0.0,7.369261954863181e-26,4.738305030585439e-16,1.5813729183232975e-06,1.3053537955814191e-08,6.634041980751133e-19,0.0025,0.000125,2.5e-06,0.1,0.0015,0.000125,0.2,0.1,1.0,0.1,0.000125,2e-05,18.4,0.0,18.4,0.0,0.0025,0.0,0.5,0.0004,0.0003,5e-07,0.0,0.0001,0.5,0.001,0.0005,0.0004,0.01,0.0,5e-07,1.0,1.0,6.5267689779070956e-15,1.1488776352232865e-18,4.738305030585439e-20,1.436097044029108e-15,6.5267689779070956e-15,8.235723369269464e-09,1.1999683176017162e-06,4.117861684634732e-10,6.623267661106506e-13,1.8642366005857362e-26,3.17908454092953e-10,1.3628828800924741e-11,4.400647035943454e-16,1.436097044029108e-15,7.947921193328058e-12,2.5e-06,1.3787170147586053e-20,5.021289996405569e-25,3.953432295808244e-09,7.369261954863181e-28,1.5933980258500736e-25,1.1488776352232865e-18,1.42182270736466e-19,4.734988009595064e-19
1.33,0.0,0.0,0.0,2.9379455974513876e-15,0.0,2.9379455974513876e-15,4.884640031950449e-16,0.0,3.6005902739491032e-12,0.0,5.378130700171102e-09,3.3192025456252595e-06,0.0,0.05999840387720083,1.9345999686090702e-25,0.0,1.3935361656368185e-10,0.0,0.0,7.638943471529737e-26,4.883494965381475e-16,1.5933330541419175e-06,1.3251957093207543e-08,6.880455206291195e-19,0.0025,0.000125,2.5e-06,0.1,0.0015,0.000125,0.2,0.1,1.0,0.1,0.000125,2e-05,18.4,0.0,18.4,0.0,0.0025,0.0,0.5,0.0004,0.0003,5e-07,0.0,0.0001,0.5,0.001,0.0005,0.0004,0.01,0.0,5e-07,1.0,1.0,6.6259785466037715e-15,1.175178238980555e-18,4.883494965381476e-20,1.4689727987256938e-15,6.6259785466037715e-15,8.29800636406315e-09,1.1999680775440167e-06,4.1490031820315744e-10,6.722663375213878e-13,1.9345999686090702e-26,3.2267925785323866e-10,1.3935361656368186e-11,4.500737842436379e-16,1.4689727987256938e-15,8.067196050256917e-12,2.5e-06,1.4317102464463417e-20,5.252814839489825e-25,3.983332635354794e-09,7.638943471529737e-28,1.6777027480293354e-25,1.175178238980555e-18,1.4653920095851344e-19,4.880054737778329e-19
1.34,0.0,0.0,0.0,3.0046926747992474e-15,0.0,3.0046926747992474e-15,5.033183133995656e-16,0.0,3.681859825813705e-12,0.0,5.458224010199958e-09,3.344115089579872e-06,0.0,0.059998391874270376,2.006945507776145e-25,0.0,1.424637313904265e-10,0.0,0.0,7.915768557830085e-26,5.031995797511149e-16,1.6052928916524655e-06,1.3451871228600425e-08,7.134045235959283e-19,0.0025,0.000125,2.5e-06,0.1,0.0015,0.000125,0.2,0.1,1.0,0.1,0.000125,2e-05,18.4,0.0,18.4,0.0,0.0025,0.0,0.5,0.0004,0.0003,5e-07,0.0,0.0001,0.5,0.001,0.0005,0.0004,0.01,0.0,5e-07,1.0,1.0,6.725935614300212e-15,1.201877069919699e-18,5.0319957975111496e-20,1.5023463373996237e-15,6.725935614300212e-15,8.36028772394968e-09,1.1999678374854075e-06,4.1801438619748397e-10,6.822780012749948e-13,2.006945507776145e-26,3.274846631015286e-10,1.424637313904265e-11,4.602324782267131e-16,1.5023463373996237e-15,8.187336015300211e-12,2.5e-06,1.4863201835608298e-20,5.493152056240128e-25,4.013232229131164e-09,7.915768557830085e-28,1.7657791444976766e-25,1.201877069919699e-18,1.5099549401986967e-19,5.028428774893169e-19
1.35,0.0,0.0,0.0,3.072442790973571e-15,0.0,3.072442790973571e-15,5.185088292417144e-16,0.0,3.7643349278938235e-12,0.0,5.538893732656724e-09,3.3690269795887883e-06,0.0,0.059998379871294104,2.081313765772511e-25,0.0,1.456189330902091e-10,0.0,0.0,8.199868095209013e-26,5.183857462594719e-16,1.6172524309075657e-06,1.3653280324689976e-08,7.394968452498048e-19,0.0025,0.000125,2.5e-06,0.1,0.0015,0.000125,0.2,0.1,1.0,0.1,0.000125,2e-05,18.4,0.0,18.4,0.0,0.0025,0.0,0.5,0.0004,0.0003,5e-07,0.0,0.0001,0.5,0.001,0.0005,0.0004,0.01,0.0,5e-07,1.0,1.0,6.826640162344988e-15,1.2289771163894283e-18,5.183857462594719e-20,1.5362213954867854e-15,6.826640162344988e-15,8.42256744897197e-09,1.1999675974258823e-06,4.2112837244859854e-10,6.923617165820906e-13,2.081313765772511e-26,3.3232465023866826e-10,1.456189330902091e-11,4.705418659867279e-16,1.5362213954867854e-15,8.308340598985374e-12,2.5e-06,1.5425835192461724e-20,5.742567122110336e-25,4.0431310772689144e-09,8.199868095209013e-28,1.857766621845182e-25,1.2289771163894283e-18,1.555526487725143e-19,5.18015997836847e-19
1.36,0.0,0.0,0.0,3.141203416628812e-15,0.0,3.141203416628812e-15,5.340405842428693e-16,0.0,3.848024218815586e-12,0.0,5.6201395417301235e-09,3.3939382156691743e-06,0.0,0.05999836786827165,2.15774588301321e-25,0.0,1.4881952176573067e-10,0.0,0.0,8.491374609209756e-26,5.339130269339129e-16,1.629211671960142e-06,1.3856184344179847e-08,7.663383595593332e-19,0.0025,0.000125,2.5e-06,0.1,0.0015,0.000125,0.2,0.1,1.0,0.1,0.000125,2e-05,18.4,0.0,18.4,0.0,0.0025,0.0,0.5,0.0004,0.0003,5e-07,0.0,0.0001,0.5,0.001,0.0005,0.0004,0.01,0.0,5e-07,1.0,1.0,6.928092172089923e-15,1.2564813666515248e-18,5.339130269339129e-20,1.570601708314406e-15,6.928092172089923e-15,8.484845539172936e-09,1.1999673573654331e-06,4.242422769586468e-10,7.025174427162654e-13,2.15774588301321e-26,3.371991996957436e-10,1.4881952176573066e-11,4.810030273519482e-16,1.570601708314406e-15,8.430209312595486e-12,2.5e-06,1.600537496937833e-20,6.001331429032209e-25,4.073029179900355e-09,8.491374609209756e-28,1.9538087067329716e-25,1.2564813666515248e-18,1.6021217527286079e-19,5.335298577541332e-19
1.37,0.0,0.0,0.0,3.210982022202119e-15,0.0,3.210982022202119e-15,5.499186492712768e-16,0.0,3.932936332295096e-12,0.0,5.7019611121116815e-09,3.4188487978381955e-06,0.0,0.0599983558652027,2.236283597620822e-25,0.0,1.5206579702262817e-10,0.0,0.0,8.790422281329271e-26,5.497864899522333e-16,1.6411706148634181e-06,1.4060583249780256e-08,7.939451781171966e-19,0.0025,0.000125,2.5e-06,0.1,0.0015,0.000125,0.2,0.1,1.0,0.1,0.000125,2e-05,18.4,0.0,18.4,0.0,0.0025,0.0,0.5,0.0004,0.0003,5e-07,0.0,0.0001,0.5,0.001,0.0005,0.0004,0.01,0.0,5e-07,1.0,1.0,7.030291624890127e-15,1.2843928088808477e-18,5.497864899522333e-20,1.6054910111010595e-15,7.030291624890127e-15,8.54712199459549e-09,1.1999671173040541e-06,4.273560997297744e-10,7.127451390139602e-13,2.236283597620822e-26,3.421082919340236e-10,1.520657970226282e-11,4.91617041536887e-16,1.6054910111010595e-15,8.552941668167835e-12,2.5e-06,1.660219914435653e-20,6.269722371344029e-25,4.1029265371585456e-09,8.790422281329272e-28,2.0540531381728357e-25,1.2843928088808477e-18,1.6497559478138304e-19,5.493895173631748e-19
1.38,0.0,0.0,0.0,3.2817860779133433e-15,0.0,3.2817860779133433e-15,5.661481325408078e-16,0.0,4.019079897147526e-12,0.0,5.7843581189947485e-09,3.443758726113017e-06,0.0,0.05999834386208688,2.316969250403496e-25,0.0,1.5535805797043796e-10,0.0,0.0,9.097146960873508e-26,5.660112407977606e-16,1.6531292596709168e-06,1.4266477004208035e-08,8.223336520699547e-19,0.0025,0.000125,2.5e-06,0.1,0.0015,0.000125,0.2,0.1,1.0,0.1,0.000125,2e-05,18.4,0.0,18.4,0.0,0.0025,0.0,0.5,0.0004,0.0003,5e-07,0.0,0.0001,0.5,0.001,0.0005,0.0004,0.01,0.0,5e-07,1.0,1.0,7.133238502104018e-15,1.3127144311653375e-18,5.660112407977607e-20,1.6408930389566717e-15,7.133238502104018e-15,8.609396815282543e-09,1.1999668772417377e-06,4.3046984076412714e-10,7.230447648743435e-13,2.3169692504034963e-26,3.4705190744490096e-10,1.5535805797043796e-11,5.023849871434407e-16,1.6408930389566717e-15,8.676537178492452e-12,2.5e-06,1.721669127976371e-20,6.548023432301637e-25,4.132823149177292e-09,9.09714696087351e-28,2.158651961215805e-25,1.3127144311653375e-18,1.698444397622423e-19,5.656000739717257e-19
1.39,0.0,0.0,0.0,3.3536230537650644e-15,0.0,3.3536230537650644e-15,5.827341796097158e-16,0.0,4.10646353729622e-12,0.0,5.867330238073535e-09,3.4686680005108035e-06,0.0,0.05999833185892385,2.3998457898330066e-25,0.0,1.5869660322355884e-10,0.0,0.0,9.411686176812714e-26,5.825924222577882e-16,1.6650876064364594e-06,1.4473865570186683e-08,8.515203740478269e-19,0.0025,0.000125,2.5e-06,0.1,0.0015,0.000125,0.2,0.1,1.0,0.1,0.000125,2e-05,18.4,0.0,18.4,0.0,0.0025,0.0,0.5,0.0004,0.0003,5e-07,0.0,0.0001,0.5,0.001,0.0005,0.0004,0.01,0.0,5e-07,1.0,1.0,7.236932785093341e-15,1.3414492215060258e-18,5.825924222577882e-20,1.6768115268825322e-15,7.236932785093341e-15,8.671670001277009e-09,1.1999666371784772e-06,4.3358350006385043e-10,7.334162797591919e-13,2.3998457898330068e-26,3.5203002674983465e-10,1.5869660322355884e-11,5.133079421620275e-16,1.6768115268825322e-15,8.800995357110646e-12,2.5e-06,1.7849240563056408e-20,6.836524271171252e-25,4.162719016091149e-09,9.411686176812715e-28,2.267761622060772e-25,1.3414492215060258e-18,1.7482025388291475e-19,5.821666620707643e-19
1.4,0.0,0.0,0.0,3.4265004195425935e-15,0.0,3.4265004195425935e-15,5.996819733793908e-16,0.0,4.1950958717817894e-12,0.0,5.9508771455421305e-09,3.493576621048719e-06,0.0,0.05999831985571328,2.484956777022774e-25,0.0,1.620817309022148e-10,0.0,0.0,9.734179149636666e-26,5.995352144220057e-16,1.6770456552141644e-06,1.4682748910446387e-08,8.815221800944669e-19,0.0025,0.000125,2.5e-06,0.1,0.0015,0.000125,0.2,0.1,1.0,0.1,0.000125,2e-05,18.4,0.0,18.4,0.0,0.0025,0.0,0.5,0.0004,0.0003,5e-07,0.0,0.0001,0.5,0.001,0.0005,0.0004,0.01,0.0,5e-07,1.0,1.0,7.341374455223194e-15,1.3706001678170374e-18,5.995352144220057e-20,1.7132502097712967e-15,7.341374455223194e-15,8.733941552621798e-09,1.1999663971142657e-06,4.366970776310899e-10,7.438596431927663e-13,2.4849567770227742e-26,3.5704263040029076e-10,1.6208173090221478e-11,5.243869839727237e-16,1.7132502097712967e-15,8.926315718313554e-12,2.5e-06,1.8500241847495433e-20,7.135520810903229e-25,4.192614138035411e-09,9.734179149636667e-28,2.3815430645942097e-25,1.3706001678170374e-18,1.7990459201381725e-19,5.990944533319585e-19
1.41,0.0,0.0,0.0,3.5004256448139925e-15,0.0,3.5004256448139925e-15,6.169967340931166e-16,0.0,4.284985514771211e-12,0.0,6.03499851809353e-09,3.518484587743927e-06,0.0,0.05999830785245481,2.57234639070592e-25,0.0,1.655137386334183e-10,0.0,0.0,1.0064766803209973e-25,6.168448346809321e-16,1.6890034060584477e-06,1.4893126987724091e-08,9.12356151596745e-19,0.0025,0.000125,2.5e-06,0.1,0.0015,0.000125,0.2,0.1,1.0,0.1,0.000125,2e-05,18.4,0.0,18.4,0.0,0.0025,0.0,0.5,0.0004,0.0003,5e-07,0.0,0.0001,0.5,0.001,0.0005,0.0004,0.01,0.0,5e-07,1.0,1.0,7.446563493862045e-15,1.400170257925597e-18,6.168448346809321e-20,1.7502128224069962e-15,7.446563493862045e-15,8.796211469359818e-09,1.1999661570490963e-06,4.3981057346799087e-10,7.543748147616912e-13,2.5723463907059202e-26,3.6208969897768417e-10,1.655137386334183e-11,5.356231893464014e-16,1.7502128224069962e-15,9.052497777140666e-12,2.5e-06,1.9170095692856038e-20,7.445315326386148e-25,4.222508515146119e-09,1.0064766803209974e-27,2.5001618283721296e-25,1.400170257925597e-18,1.8509902022793497e-19,6.163886566051337e-19
1.42,0.0,0.0,0.0,3.5754061989300894e-15,0.0,3.5754061989300894e-15,6.346837193348271e-16,0.0,4.376141075566924e-12,0.0,6.119694032918669e-09,3.5433919006135903e-06,0.0,0.059998295849148106,2.662059432213301e-25,0.0,1.6899292355193346e-10,0.0,0.0,1.0403591776627351e-25,6.345265377243476e-16,1.7009608590240211e-06,1.510499976476353e-08,9.440396172145263e-19,0.0025,0.000125,2.5e-06,0.1,0.0015,0.000125,0.2,0.1,1.0,0.1,0.000125,2e-05,18.4,0.0,18.4,0.0,0.0025,0.0,0.5,0.0004,0.0003,5e-07,0.0,0.0001,0.5,0.001,0.0005,0.0004,0.01,0.0,5e-07,1.0,1.0,7.552499882381765e-15,1.4301624795720358e-18,6.345265377243477e-20,1.7877030994650447e-15,7.552499882381765e-15,8.858479751533976e-09,1.1999659169829622e-06,4.429239875766988e-10,7.649617541148336e-13,2.662059432213301e-26,3.671712130933206e-10,1.6899292355193348e-11,5.470176344458655e-16,1.7877030994650447e-15,9.179541049378391e-12,2.5e-06,1.9859208406133053e-20,7.766216533280466e-25,4.252402147560053e-09,1.0403591776627351e-27,2.623788148055328e-25,1.4301624795720358e-18,1.904051158004481e-19,6.340545179157404e-19
1.43,0.0,0.0,0.0,3.651449551024491e-15,0.0,3.651449551024491e-15,6.527482240278626e-16,0.0,4.468571158615933e-12,0.0,6.204963367705442e-09,3.568298559674872e-06,0.0,0.05999828384579282,2.7541413304515536e-25,0.0,1.725195823012389e-10,0.0,0.0,1.0750798436068894e-25,6.525856155397263e-16,1.7129180141658927e-06,1.531836720431528e-08,9.765901548104495e-19,0.0025,0.000125,2.5e-06,0.1,0.0015,0.000125,0.2,0.1,1.0,0.1,0.000125,2e-05,18.4,0.0,18.4,0.0,0.0025,0.0,0.5,0.0004,0.0003,5e-07,0.0,0.0001,0.5,0.001,0.0005,0.0004,0.01,0.0,5e-07,1.0,1.0,7.65918360215764e-15,1.4605798204097965e-18,6.525856155397264e-20,1.8257247755122456e-15,7.65918360215764e-15,8.92074639918718e-09,1.1999656769158564e-06,4.46037319959359e-10,7.756204209631802e-13,2.754141330451554e-26,3.722871533883376e-10,1.725195823012389e-11,5.585713948269916e-16,1.8257247755122456e-15,9.307445051558568e-12,2.5e-06,2.056799208224104e-20,8.098539677431018e-25,4.282295035414732e-09,1.0750798436068894e-27,2.752597054309025e-25,1.4605798204097965e-18,1.9582446720835875e-19,6.520973204623212e-19
1.44,0.0,0.0,0.0,3.728563170013597e-15,0.0,3.728563170013597e-15,6.711955804337257e-16,0.0,4.562284363518901e-12,0.0,6.2908062006377365e-09,3.593204564944934e-06,0.0,0.0599982718423886,2.8486381468811295e-25,0.0,1.7609401103449103e-10,0.0,0.0,1.110653288665535e-25,6.710273974106673e-16,1.7248748715393664e-06,1.5533229269136796e-08,1.0100255933797082e-18,0.0025,0.000125,2.5e-06,0.1,0.0015,0.000125,0.2,0.1,1.0,0.1,0.000125,2e-05,18.4,0.0,18.4,0.0,0.0025,0.0,0.5,0.0004,0.0003,5e-07,0.0,0.0001,0.5,0.001,0.0005,0.0004,0.01,0.0,5e-07,1.0,1.0,7.766614634568398e-15,1.491425268005439e-18,6.710273974106673e-20,1.8642815850067985e-15,7.766614634568398e-15,8.983011412362335e-09,1.1999654368477721e-06,4.4915057061811676e-10,7.863507750797171e-13,2.8486381468811295e-26,3.7743750053364675e-10,1.7609401103449105e-11,5.702855454398626e-16,1.8642815850067985e-15,9.436209300957026e-12,2.5e-06,2.1296864644709407e-20,8.442606624857658e-25,4.312187178848416e-09,1.110653288665535e-27,2.8867684761779812e-25,1.491425268005439e-18,2.013586741301177e-19,6.705223846139774e-19
