DR,DRG,DRG_GDP,DRG_GTP,GDP,GTP,G_GDP,G_GTP,Recptor,agonist,Time
5.7864697327227976e-11,6.982966960592568e-15,6.5168287099915666e-12,5.166946770182791e-13,5.388240736857379e-13,9.999999468158894e-06,9.929450144031292e-10,1.4479242901549385e-14,9.350952686134135e-10,9.935095268613406e-09,2.15
5.798872695126492e-11,7.0335759767239594e-15,6.561284814839255e-12,5.229209929557401e-13,5.453609301950297e-13,9.999999461672646e-06,9.928940360836121e-10,1.47245326172583e-14,9.349205075485974e-10,9.934920507548591e-09,2.16
5.811197139464783e-11,7.084257994732041e-15,6.605771791850577e-12,5.291885851466288e-13,5.519422586240169e-13,9.999999455142e-06,9.92842982667018e-10,1.4972697991173308e-14,9.347464595302136e-10,9.934746459530206e-09,2.17
5.823443603268412e-11,7.135012125691597e-15,6.6502887423318495e-12,5.354974697704673e-13,5.585680948511162e-13,9.999999448566917e-06,9.9279185501894e-10,1.5223756832937987e-14,9.345731200782588e-10,9.934573120078251e-09,2.18
5.835612621710643e-11,7.185837484975548e-15,6.694834772487905e-12,5.418476623780205e-13,5.65238474139573e-13,9.999999441947365e-06,9.927406540006996e-10,1.5477726950614044e-14,9.344004847323688e-10,9.934400484732362e-09,2.19
5.847704727607274e-11,7.23673319225497e-15,6.73940899342211e-12,5.482391778912996e-13,5.719534311374649e-13,9.999999435283303e-06,9.926893804693447e-10,1.573462615068138e-14,9.34228549051818e-10,9.93422854905181e-09,2.2
5.859720451416625e-11,7.28769837149908e-15,6.784010521136348e-12,5.54672030603559e-13,5.787129998776984e-13,9.9999994285747e-06,9.926380352776517e-10,1.599447223803803e-14,9.340573086155182e-10,9.934057308615511e-09,2.21
5.871660321239549e-11,7.338732150975248e-15,6.828638476531034e-12,5.611462341792989e-13,5.855172137780115e-13,9.99999942182152e-06,9.925866192741238e-10,1.6257283016000228e-14,9.338867590220206e-10,9.933886759022014e-09,2.22
5.883524862819425e-11,7.389833663248984e-15,6.873291985405102e-12,5.676618016542628e-13,5.923661056409713e-13,9.999999415023728e-06,9.925351333029921e-10,1.6523076286302336e-14,9.337168958895148e-10,9.933716895889507e-09,2.23
5.89531459954216e-11,7.441002045183954e-15,6.917970178456016e-12,5.742187454354401e-13,5.992597076539767e-13,9.999999408181296e-06,9.924835782042154e-10,1.6791869849096918e-14,9.335477148558276e-10,9.933547714855821e-09,2.24
5.907030052436189e-11,7.492236437941962e-15,6.962672191279762e-12,5.808170773010636e-13,6.061980513892555e-13,9.999999401294186e-06,9.924319548134794e-10,1.7063681502954658e-14,9.333792115784256e-10,9.933379211578418e-09,2.25
5.918671740172477e-11,7.543535986982968e-15,7.007397164370854e-12,5.874568084006115e-13,6.13181167803867e-13,9.999999394362368e-06,9.923802639621978e-10,1.7338529044864462e-14,9.33211381734413e-10,9.933211381734406e-09,2.2600000000000002
5.930240179064514e-11,7.594899842065071e-15,7.052144243122325e-12,5.941379492548058e-13,6.202090872397001e-13,9.999999387385814e-06,9.923285064775118e-10,1.7616430270233335e-14,9.330442210205323e-10,9.933044221020525e-09,2.27
5.94173588306832e-11,7.646327157244523e-15,7.096912577825742e-12,6.008605097556142e-13,6.272818394234748e-13,9.999999380364488e-06,9.922766831822897e-10,1.789740297288651e-14,9.328777251531652e-10,9.932877725153159e-09,2.2800000000000002
5.953159363782445e-11,7.697817090875719e-15,7.1417013236711866e-12,6.076244991662475e-13,6.343994534667403e-13,9.999999373298365e-06,9.922247948951278e-10,1.8181464945067323e-14,9.327118898683312e-10,9.932711889868324e-09,2.29
5.964511130447962e-11,7.749368805611206e-15,7.186509640747276e-12,6.144299261211626e-13,6.415619578658777e-13,9.999999366187412e-06,9.921728424303496e-10,1.846863397743734e-14,9.32546710921688e-10,9.93254671092168e-09,2.3000000000000003
5.975791689948476e-11,7.800981468401672e-15,7.2313366940411434e-12,6.212767986260597e-13,6.487693805020968e-13,9.999999359031601e-06,9.921208265980066e-10,1.8758927859076223e-14,9.32382184088532e-10,9.932382184088524e-09,2.31
5.98700154681012e-11,7.852654250495956e-15,7.276181653438452e-12,6.281651240578841e-13,6.560217486414389e-13,9.999999351830906e-06,9.920687482038769e-10,1.9052364377481854e-14,9.322183051637978e-10,9.93221830516379e-09,2.32
5.998141203201553e-11,7.90438632744105e-15,7.321043693723391e-12,6.350949091648264e-13,6.633190889347758e-13,9.999999344585298e-06,9.92016608049467e-10,1.9348961318570264e-14,9.32055069962059e-10,9.932055069962051e-09,2.33
6.009211158933965e-11,7.956176879082077e-15,7.365921994578667e-12,6.420661600663201e-13,6.706614274178082e-13,9.99999933729475e-06,9.919644069320104e-10,1.964873646667562e-14,9.31892474317527e-10,9.931892474317519e-09,2.34
6.02021191146107e-11,8.008025089562327e-15,7.410815740585524e-12,6.490788822530451e-13,6.780487895110692e-13,9.999999329959236e-06,9.919121456444685e-10,1.99517076045503e-14,9.317305140840513e-10,9.931730514084045e-09,2.35
6.031143955879114e-11,8.059930147323217e-15,7.455724121223719e-12,6.561330805869243e-13,6.854812000199202e-13,9.99999932257873e-06,9.9185982497553e-10,2.02578925133648e-14,9.315691851351207e-10,9.931569185135114e-09,2.36
6.04200778492687e-11,8.111891245104329e-15,7.500646330871542e-12,6.632287593011264e-13,6.929586831345547e-13,9.999999315153209e-06,9.918074457096107e-10,2.056730897270783e-14,9.314084833638617e-10,9.931408483363855e-09,2.37
6.052803888985637e-11,8.16390757994338e-15,7.5455815688058e-12,6.703659220000635e-13,7.00481262429995e-13,9.999999307682646e-06,9.91755008626855e-10,2.0879974760586206e-14,9.312484046830394e-10,9.931248404683033e-09,2.38
6.063532756079245e-11,8.215978353176243e-15,7.590529039201837e-12,6.775445716593936e-13,7.080489608660953e-13,9.999999300167018e-06,9.917025145031334e-10,2.1195907653424973e-14,9.310889450250574e-10,9.93108894502505e-09,2.39
6.074194871874052e-11,8.268102770436928e-15,7.635487951133507e-12,6.847647106260181e-13,7.156618007875388e-13,9.999999292606303e-06,9.916499641100454e-10,2.1515125426067277e-14,9.309301003419574e-10,9.93093010034195e-09,2.4
6.084787706074147e-11,8.320285062061109e-15,7.680463170544223e-12,6.920256719919876e-13,7.233191344236593e-13,9.999999285001152e-06,9.915973532497905e-10,2.183762261243909e-14,9.307718898136274e-10,9.930771889813621e-09,2.41
6.095312588244293e-11,8.37252302856305e-15,7.72545232474316e-12,6.993276451278608e-13,7.310211714161056e-13,9.999999277351353e-06,9.915446840835736e-10,2.216342352827977e-14,9.306143028960914e-10,9.930614302896084e-09,2.42
6.105771455558787e-11,8.424813458603192e-15,7.770451901953977e-12,7.066709541083359e-13,7.387682563011713e-13,9.999999269656559e-06,9.91491959773289e-10,2.2492557191491688e-14,9.304573243675679e-10,9.930457324367562e-09,2.43
6.116164740915991e-11,8.477155647205648e-15,7.815461212124602e-12,7.140555891499014e-13,7.465603993348997e-13,9.999999261916758e-06,9.914391810020432e-10,2.282504103638997e-14,9.303009505924051e-10,9.930300950592398e-09,2.44
6.126492873780661e-11,8.52954889548544e-15,7.860479572119782e-12,7.2148153960153e-13,7.54397609919092e-13,9.99999925413194e-06,9.913863484468972e-10,2.3160892487409357e-14,9.301451779628777e-10,9.930145177962871e-09,2.45
6.136756280183938e-11,8.581992510648485e-15,7.905506305721061e-12,7.289487939446754e-13,7.622798966013045e-13,9.999999246302097e-06,9.91333462778866e-10,2.3500128959104078e-14,9.299900028991857e-10,9.929990002899179e-09,2.46
6.146955382723357e-11,8.634485805991606e-15,7.950540743626796e-12,7.364573397932754e-13,7.702072670748505e-13,9.99999923842722e-06,9.912805246629192e-10,2.384276785614797e-14,9.298354218494553e-10,9.929835421849449e-09,2.47
6.157090600562838e-11,8.687028100902519e-15,7.995582223452146e-12,7.440071638937489e-13,7.781797281787987e-13,9.9999992305073e-06,9.912275347579814e-10,2.4188826573334367e-14,9.296814312897388e-10,9.929681431289733e-09,2.48
6.167162349432696e-11,8.739618720859846e-15,8.040630089729082e-12,7.515982521249989e-13,7.861972858979753e-13,9.999999222542335e-06,9.911744937169309e-10,2.453832249557621e-14,9.295280277240138e-10,9.929528027724007e-09,2.49
6.177171041629633e-11,8.792256997433105e-15,8.085683693906371e-12,7.592305894984095e-13,7.942599453629612e-13,9.999999214532313e-06,9.911214021866013e-10,2.489127299790593e-14,9.293752076841843e-10,9.929375207684177e-09,2.5
6.187117086016739e-11,8.84494226828272e-15,8.130742394349604e-12,7.669041601578488e-13,8.02367710850095e-13,9.999999206477232e-06,9.910682608077802e-10,2.524769544547557e-14,9.2922296773008e-10,9.929222967730074e-09,2.5100000000000002
6.197000888023495e-11,8.897673877160005e-15,8.175805556341162e-12,7.746189473796662e-13,8.105205857814703e-13,9.99999919837709e-06,9.9101507021521e-10,2.560760719355666e-14,9.290713044494566e-10,9.92907130444945e-09,2.52
6.206822849645775e-11,8.950451173907189e-15,8.220872552080241e-12,7.823749335726949e-13,8.187185727249382e-13,9.99999919023188e-06,9.909618310375872e-10,2.5971025587540353e-14,9.289202144579954e-10,9.928920214457989e-09,2.5300000000000002
6.216583369445837e-11,9.003273514457385e-15,8.26594276068284e-12,7.901721002782496e-13,8.269616733941047e-13,9.999999182041602e-06,9.909085438975631e-10,2.6337967962937274e-14,9.28769694399304e-10,9.928769694399298e-09,2.54
6.226282842552331e-11,9.05614026083462e-15,8.311015568181772e-12,7.980104281701287e-13,8.352498886483333e-13,9.999999173806253e-06,9.908552094117435e-10,2.670845164537768e-14,9.286197409449156e-10,9.928619740944908e-09,2.5500000000000003
6.235921660660298e-11,9.10905078115381e-15,8.356090367526645e-12,8.058898970546118e-13,8.435832184927426e-13,9.999999165525833e-06,9.908018281906886e-10,2.7082493950611295e-14,9.284703507942893e-10,9.928470350794282e-09,2.56
6.245500212031167e-11,9.16200444962078e-15,8.401166558583882e-12,8.138104858704624e-13,8.519616620782083e-13,9.999999157200343e-06,9.907484008389132e-10,2.746011218450746e-14,9.283215206748104e-10,9.928321520674803e-09,2.57
6.255018881492758e-11,9.215000646532254e-15,8.446243548136714e-12,8.217721726889263e-13,8.603852177013624e-13,9.999999148829784e-06,9.906949279548864e-10,2.784132364305506e-14,9.281732473417896e-10,9.928173247341783e-09,2.58
6.264478050439281e-11,9.268038758275848e-15,8.491320749885172e-12,8.297749347137312e-13,8.688538828045921e-13,9.999999140414157e-06,9.906414101310321e-10,2.8226145612362476e-14,9.280255275784638e-10,9.928025527578458e-09,2.59
6.273878096831332e-11,9.32111817733009e-15,8.536397584446097e-12,8.378187482810883e-13,8.773676539760422e-13,9.999999131953465e-06,9.905878479537284e-10,2.8614595368657714e-14,9.278783581959958e-10,9.927878358195988e-09,2.6
6.283219395195901e-11,9.374238302264396e-15,8.581473479353136e-12,8.459035888596906e-13,8.859265269496125e-13,9.999999123447713e-06,9.905342420033082e-10,2.900669017828826e-14,9.277317360334742e-10,9.927731736033467e-09,2.61
6.292502316626364e-11,9.427398537739095e-15,8.626547869056746e-12,8.540294310507144e-13,8.945304966049602e-13,9.999999114896904e-06,9.904805928540587e-10,2.9402447297721225e-14,9.275856579579136e-10,9.927585657957907e-09,2.62
6.301727228782491e-11,9.480598294505405e-15,8.671620194924185e-12,8.621962485878178e-13,9.031795569674975e-13,9.999999106301042e-06,9.904269010742215e-10,2.980188397354319e-14,9.274401208642543e-10,9.927440120864248e-09,2.63
6.310894495890437e-11,9.533836989405451e-15,8.716689905239522e-12,8.704040143371425e-13,9.118737012083943e-13,9.999999097660137e-06,9.903731672259932e-10,3.0205017442460355e-14,9.272951216753626e-10,9.927295121675356e-09,2.64
6.32000447874275e-11,9.587114045372255e-15,8.761756455203628e-12,8.786527002973116e-13,9.20612921644575e-13,9.999999088974194e-06,9.90319391865524e-10,3.0611864931298426e-14,9.271506573420307e-10,9.927150657342023e-09,2.65
6.329057751673725e-11,9.640428528823153e-15,8.80681886133443e-12,8.869423634617337e-13,9.293972861277485e-13,9.999999080243144e-06,9.902655759134286e-10,3.1022433247992487e-14,9.270067232321576e-10,9.927006723232152e-09,2.66
6.338055229794089e-11,9.693778937026697e-15,8.851875440166489e-12,8.95273196168387e-13,9.382269828390469e-13,9.999999071466799e-06,9.902117208720521e-10,3.143671267772697e-14,9.268633121861629e-10,9.926863312186157e-09,2.67
6.346996625356164e-11,9.74716577780658e-15,8.89692697839591e-12,9.036449152468592e-13,9.47101776832099e-13,9.999999062645391e-06,9.90157826189545e-10,3.1854751036096086e-14,9.267204259768875e-10,9.926720425976881e-09,2.68
6.355882294131246e-11,9.80058848389804e-15,8.941972940996605e-12,9.120574926737205e-13,9.560216600744481e-13,9.999999053778931e-06,9.90103892412755e-10,3.227656509240364e-14,9.265780616021408e-10,9.926578061602135e-09,2.69
6.364712588675631e-11,9.854046493761895e-15,8.987012799410358e-12,9.20510899644533e-13,9.649866237563586e-13,9.999999044867425e-06,9.900499200828574e-10,3.270217159558593e-14,9.264362160860349e-10,9.926436216086028e-09,2.7
6.373487858330604e-11,9.90753925158452e-15,9.032046031546806e-12,9.290051065738468e-13,9.739966582908115e-13,9.999999035910883e-06,9.899959097353552e-10,3.313158727421153e-14,9.262948864789852e-10,9.926294886478979e-09,2.71
6.382208449222444e-11,9.961066207277876e-15,9.077072121783455e-12,9.375400830952024e-13,9.830517533135086e-13,9.999999026909315e-06,9.899418619000794e-10,3.35648288364815e-14,9.261540698577098e-10,9.926154069857704e-09,2.72
6.390874704262428e-11,1.0014626816479482e-14,9.12209056096566e-12,9.46115798061129e-13,9.921518976828688e-13,9.999999017862732e-06,9.898877771011882e-10,3.4001912970229194e-14,9.260137633252299e-10,9.926013763325224e-09,2.73
6.399486963146826e-11,1.0068220540552441e-14,9.16710084640665e-12,9.547322195431472e-13,1.0012970794800317e-12,9.999999008771143e-06,9.898336558571685e-10,3.444285634292041e-14,9.258739640108695e-10,9.925873964010864e-09,2.74
6.408045562356902e-11,1.0121846846585415e-14,9.212102481887509e-12,9.633893148317654e-13,1.0104872860088542e-12,9.999998999634563e-06,9.897794986808342e-10,3.488767560165327e-14,9.257346690702558e-10,9.92573466907025e-09,2.75
6.416550835158913e-11,1.0175505207392643e-14,9.25709497765718e-12,9.720870504364826e-13,1.0197225037959129e-12,9.999998990453003e-06,9.897253060793275e-10,3.533638737315835e-14,9.255958756853189e-10,9.925595875685313e-09,2.7600000000000002
6.425003111604109e-11,1.0229195101513934e-14,9.302077850432469e-12,9.808253920857869e-13,1.0290027185905027e-12,9.999998981226478e-06,9.89671078554118e-10,3.5789008263798514e-14,9.254575810642918e-10,9.925457581064285e-09,2.77
6.433402718528741e-11,1.0282916013214668e-14,9.347050623398045e-12,9.896043047271567e-13,1.0383279153646384e-12,9.999998971955003e-06,9.896168166010039e-10,3.624555485956911e-14,9.253197824417106e-10,9.925319782441704e-09,2.7800000000000002
6.441749979554047e-11,1.0336667432485793e-14,9.392012826206434e-12,9.984237525270588e-13,1.047698078313052e-12,9.999998962638591e-06,9.895625207101096e-10,3.670604372609777e-14,9.251824770784143e-10,9.925182477078408e-09,2.79
6.450045215086261e-11,1.0390448855043833e-14,9.436963994978029e-12,1.0072836988709516e-12,1.0571131908531963e-12,9.999998953277261e-06,9.89508191365889e-10,3.7170491408644604e-14,9.250456622615448e-10,9.925045662261538e-09,2.8000000000000003
6.458288742316614e-11,1.0444259782330878e-14,9.481903672301073e-12,1.0161841063632807e-12,1.066573235625241e-12,9.999998943871026e-06,9.89453829047123e-10,3.7638914432102004e-14,9.249093353045472e-10,9.924909335304542e-09,2.81
6.466480875221328e-11,1.049809972151459e-14,9.526831407231683e-12,1.025124936827483e-12,1.0760781944920763e-12,9.999998934419907e-06,9.8939943422692e-10,3.811132930099482e-14,9.247734935471693e-10,9.924773493547164e-09,2.82
6.474621924561623e-11,1.055196818548821e-14,9.571746755293829e-12,1.0341061513059852e-12,1.0856280485393105e-12,9.999998924923922e-06,9.89345007372717e-10,3.8587752499480273e-14,9.246381343554622e-10,9.924638134355456e-09,2.83
6.482712197883708e-11,1.0605864692870534e-14,9.616649278479343e-12,1.0431277100602018e-12,1.0952227780752706e-12,9.999998915383089e-06,9.89290548946278e-10,3.906820049134791e-14,9.245032551217796e-10,9.924503255121774e-09,2.84
6.49075199951879e-11,1.0659788768005943e-14,9.661538545247923e-12,1.0521895725705394e-12,1.104862362631003e-12,9.999998905797429e-06,9.892360594036952e-10,3.955268972001974e-14,9.243688532647785e-10,9.924368853264772e-09,2.85
6.49874163058307e-11,1.071373994096438e-14,9.706414130527119e-12,1.0612916975363916e-12,1.1145467809602722e-12,9.99999889616696e-06,9.891815391953887e-10,4.004123660855007e-14,9.242349262294187e-10,9.924234926229413e-09,2.86
6.506681388977742e-11,1.0767717747541368e-14,9.75127561571235e-12,1.0704340428761439e-12,1.1242760110395626e-12,9.999998886491708e-06,9.891269887661062e-10,4.053385755962567e-14,9.24101471486963e-10,9.924101471486958e-09,2.87
6.514571569388995e-11,1.0821721729257989e-14,9.796122588666891e-12,1.0796165657271699e-12,1.1340500300680763e-12,9.999998876771693e-06,9.890724085549229e-10,4.103056895556561e-14,9.239684865349773e-10,9.923968486534972e-09,2.88
6.522412463288012e-11,1.0875751433360907e-14,9.840954643721882e-12,1.0888392224458337e-12,1.1438688144677356e-12,9.99999886700694e-06,9.890177989952424e-10,4.153138715832143e-14,9.238359688973302e-10,9.923835968897325e-09,2.89
6.53020435893097e-11,1.0929806412822348e-14,9.885771381676319e-12,1.0981019686074883e-12,1.15373233988318e-12,9.999998857197468e-06,9.889631605147957e-10,4.2036328509476957e-14,9.237039161241937e-10,9.923703916124187e-09,2.9
6.53794754135904e-11,1.0983886226340116e-14,9.930572409797065e-12,1.1074047590064772e-12,1.1636405811817695e-12,9.999998847343307e-06,9.889084935356416e-10,4.2545409330248495e-14,9.235723257920423e-10,9.923572325792037e-09,2.91
6.545644776092153e-11,1.1037986161402092e-14,9.97535236160586e-12,1.1167482795117974e-12,1.1735942041755466e-12,9.999998837443784e-06,9.888538027583416e-10,4.3058614380937415e-14,9.234411760998997e-10,9.923441176099892e-09,2.92
6.55329478347659e-11,1.1092108471498645e-14,1.002011398188171e-11,1.1261320241908798e-12,1.1835927481922264e-12,9.999998827499362e-06,9.88799085905727e-10,4.357597973050581e-14,9.233104768507262e-10,9.923310476850719e-09,2.93
6.560897372841437e-11,1.1146253535074557e-14,1.0064857831835896e-11,1.1355558081617504e-12,1.1936360559651586e-12,9.999998817510199e-06,9.887443425789113e-10,4.409752755767529e-14,9.231802293410348e-10,9.923180229341028e-09,2.94
6.56845284437666e-11,1.1200420885498568e-14,1.0109583488444453e-11,1.1450195913479078e-12,1.2037241070531839e-12,9.999998807476316e-06,9.886895732255773e-10,4.4623273746506346e-14,9.230504310336946e-10,9.923050431033688e-09,2.95
6.575961495749744e-11,1.1254610060672443e-14,1.0154290533762653e-11,1.1545233330959001e-12,1.2138568804307318e-12,9.999998797397732e-06,9.886347782889305e-10,4.515323415189738e-14,9.229210794124671e-10,9.92292107941246e-09,2.96
6.583423622105688e-11,1.1308820603031008e-14,1.019897855492501e-11,1.1640669921753286e-12,1.2240343544878237e-12,9.999998787274468e-06,9.885799582076987e-10,4.568742459958489e-14,9.227921719820064e-10,9.922792171982e-09,2.97
6.590839516067012e-11,1.1363052059542115e-14,1.024364714414527e-11,1.1736505267788445e-12,1.2342565070300687e-12,9.999998777106546e-06,9.885251134161319e-10,4.6225860886143254e-14,9.226637062678595e-10,9.922663706267853e-09,2.98
6.598209467733751e-11,1.141730398170667e-14,1.028829589871643e-11,1.1832738945221518e-12,1.2445233152786692e-12,9.99999876689399e-06,9.884702443440025e-10,4.6768558778984966e-14,9.22535679816466e-10,9.922535679816459e-09,2.99
6.605533764683459e-11,1.1471575925558615e-14,1.033292442101071e-11,1.192937052444004e-12,1.254834755870415e-12,9.999998756636822e-06,9.88415351416605e-10,4.7315534016360417e-14,9.224080901951583e-10,9.92240809019515e-09,3.0
6.612812691971203e-11,1.1525867451664934e-14,1.0377532318479584e-11,1.2026399570062083e-12,1.2651908048576883e-12,9.999998746335064e-06,9.88360435054757e-10,4.786680230735809e-14,9.222809349921611e-10,9.922280934992155e-09,3.0100000000000002
6.620046532129573e-11,1.1580178125125651e-14,1.0422119203653754e-11,1.2123825640936208e-12,1.2755914377084597e-12,9.999998735988743e-06,9.883054956747974e-10,4.8422379331904376e-14,9.22154211816592e-10,9.922154211816585e-09,3.02
6.627235565168673e-11,1.1634507515573844e-14,1.0466684694143165e-11,1.222164829014151e-12,1.2860366293062915e-12,9.99999872559788e-06,9.88250533688588e-10,4.898228074076375e-14,9.220279182984615e-10,9.922027918298454e-09,3.0300000000000002
6.634380068576124e-11,1.1688855197175619e-14,1.0511228412637e-11,1.2319867064987586e-12,1.296526353950335e-12,9.999998715162503e-06,9.881955495035132e-10,4.95465221555386e-14,9.219020520886722e-10,9.921902052088666e-09,3.04
6.641480317317066e-11,1.174322074863013e-14,1.0555749986903687e-11,1.2418481507014554e-12,1.307060585355333e-12,9.999998704682637e-06,9.881405435224791e-10,5.0115119168669405e-14,9.2177661085902e-10,9.921776610859013e-09,3.0500000000000003
6.648536583834153e-11,1.1797603753169574e-14,1.060024904979088e-11,1.2517491151993033e-12,1.3176392966516171e-12,9.999998694158308e-06,9.88085516143915e-10,5.0688087343434533e-14,9.21651592302193e-10,9.921651592302187e-09,3.06
6.65554913804756e-11,1.185200379855919e-14,1.0644725239225485e-11,1.2616895529924173e-12,1.3282624603851105e-12,9.999998683589545e-06,9.880304677617712e-10,5.126544221395047e-14,9.215269941317722e-10,9.921526994131765e-09,3.0700000000000003
6.662518247354979e-11,1.1906420477097254e-14,1.0689178198213637e-11,1.2716694165039623e-12,1.3389300485173253e-12,9.999998672976374e-06,9.879753987655218e-10,5.1847199285171583e-14,9.214028140822312e-10,9.921402814082225e-09,3.08
6.669444176631615e-11,1.1960853385615091e-14,1.0733607574840715e-11,1.2816886575801555e-12,1.3496420324253645e-12,9.999998662318823e-06,9.879203095401622e-10,5.2433374032890327e-14,9.212790499089362e-10,9.92127904990893e-09,3.09
6.676327188230197e-11,1.2015302125477068e-14,1.0778013022271338e-11,1.2917472274902652e-12,1.3603983829019221e-12,9.99999865161692e-06,9.87865200466211e-10,5.302398190373714e-14,9.211556993881462e-10,9.92115569938814e-09,3.1
6.683167541980964e-11,1.2069766302580587e-14,1.082239419874936e-11,1.3018450769266106e-12,1.3711990701552802e-12,9.999998640870698e-06,9.87810071919708e-10,5.3619038315180394e-14,9.210327603170128e-10,9.921032760317007e-09,3.11
6.689965495191679e-11,1.21242455273561e-14,1.0866750767597877e-11,1.3119821560045633e-12,1.3820440638093136e-12,9.999998630080183e-06,9.877549242722162e-10,5.421855865552655e-14,9.209102305135804e-10,9.920910230513574e-09,3.12
6.696721302647615e-11,1.2178739414767092e-14,1.0911082397219218e-11,1.3221584142625448e-12,1.392933332903485e-12,9.999998619245408e-06,9.876997578908211e-10,5.482255828391999e-14,9.207881078167858e-10,9.92078810781678e-09,3.13
6.703435216611571e-11,1.2233247584310105e-14,1.0955388761094963e-11,1.3323738006620295e-12,1.4038668458928497e-12,9.999998608366404e-06,9.876445731381299e-10,5.5431052530343156e-14,9.206663900864586e-10,9.920666390086452e-09,3.14
6.710107486823854e-11,1.2287769660014706e-14,1.0999669537785915e-11,1.3426282635875419e-12,1.4148445706480504e-12,9.9999985974432e-06,9.875893703722726e-10,5.6044056695616425e-14,9.205450752033213e-10,9.920545075203314e-09,3.15
6.716738360502295e-11,1.2342305270443516e-14,1.104392441093213e-11,1.3529217508466588e-12,1.4258664744553228e-12,9.999998586475833e-06,9.87534149946901e-10,5.666158605139825e-14,9.204241610689886e-10,9.920424161068981e-09,3.16
6.723329025052947e-11,1.2396852337180658e-14,1.1088151083125943e-11,1.3632544957516864e-12,1.4369327959119478e-12,9.999998575464058e-06,9.874789139228715e-10,5.728364591514903e-14,9.203036378893194e-10,9.920303637889312e-09,3.17
6.729880369447907e-11,1.2451409323576926e-14,1.1132347885472755e-11,1.37362664123859e-12,1.4480436876843785e-12,9.999998564407723e-06,9.87423663819276e-10,5.791024469057892e-14,9.201834983132768e-10,9.92018349831327e-09,3.18
6.736391395340404e-11,1.2505978119404483e-14,1.1176517125094302e-11,1.3840377576926997e-12,1.459198758244009e-12,9.99999855330722e-06,9.873683977284994e-10,5.854141059572764e-14,9.200637504388982e-10,9.92006375043889e-09,3.19
6.74286236161107e-11,1.2560558331865564e-14,1.1220658460118377e-11,1.3944877972150374e-12,1.4703979788133322e-12,9.999998542162581e-06,9.873131160257795e-10,5.917715855658876e-14,9.199443920733102e-10,9.919944392073303e-09,3.2
6.749293525161451e-11,1.2615149571708883e-14,1.1264771552607159e-11,1.4049767114945782e-12,1.481641320187156e-12,9.99999853097383e-06,9.872578190828637e-10,5.981750346427274e-14,9.198254210400837e-10,9.919825421040076e-09,3.21
6.755685140914013e-11,1.2669751453229657e-14,1.130885606855723e-11,1.4155044518082535e-12,1.4929287527326058e-12,9.999998519740999e-06,9.872025072680078e-10,6.046246017500715e-14,9.197068351792347e-10,9.919706835179228e-09,3.22
6.762037461812133e-11,1.2724363594269585e-14,1.135291167789956e-11,1.4260709690209476e-12,1.5042602463891224e-12,9.999998508464119e-06,9.871471809459765e-10,6.111204351013646e-14,9.195886323472238e-10,9.919588632347217e-09,3.23
6.768350738820101e-11,1.2778985616216866e-14,1.1396938054499519e-11,1.4366762135855016e-12,1.5156357706684639e-12,9.999998497143215e-06,9.87091840478044e-10,6.176626825612225e-14,9.194708104169557e-10,9.919470810416949e-09,3.24
6.774625220923127e-11,1.2833617144006184e-14,1.1440934876156866e-11,1.4473201355427087e-12,1.527055294654703e-12,9.999998485778324e-06,9.870364862219934e-10,6.2425149164543e-14,9.193533672777804e-10,9.919353367277773e-09,3.25
6.780861155127332e-11,1.2888257806118724e-14,1.1484901824605763e-11,1.4580026845213194e-12,1.538518787004231e-12,9.999998474369473e-06,9.869811185321162e-10,6.308870095209431e-14,9.192363008354922e-10,9.919236300835486e-09,3.2600000000000002
6.787058786459754e-11,1.294290723458215e-14,1.1528838585514758e-11,1.4687238097380367e-12,1.550026215945753e-12,9.999998462916693e-06,9.869257377592135e-10,6.375693830058865e-14,9.191196090123301e-10,9.919119609012322e-09,3.27
6.793218357968343e-11,1.2997565064970636e-14,1.15727448484868e-11,1.4794834599975196e-12,1.5615775492802928e-12,9.999998451420016e-06,9.868703442505952e-10,6.442987585695566e-14,9.190032897469776e-10,9.919003289746971e-09,3.2800000000000002
6.799340110721969e-11,1.3052230936404827e-14,1.161662030705923e-11,1.4902815836923811e-12,1.5731727543811884e-12,9.999998439879478e-06,9.868149383500802e-10,6.510752823324181e-14,9.188873409945629e-10,9.918887340994556e-09,3.29
6.805424283810412e-11,1.310690449155188e-14,1.1660464658703787e-11,1.5011181288031896e-12,1.5848117981940957e-12,9.999998428295107e-06,9.867595203979962e-10,6.578991000661072e-14,9.187717607266593e-10,9.918771760726652e-09,3.3000000000000003
6.81147111434437e-11,1.3161585376625426e-14,1.1704277604826597e-11,1.5119930428984669e-12,1.5964946472369856e-12,9.999998416666939e-06,9.867040907311804e-10,6.647703571934292e-14,9.186565469312838e-10,9.918656546931277e-09,3.31
6.817480837455453e-11,1.3216273241385603e-14,1.1748058850768193e-11,1.5229062731346913e-12,1.6082212676001466e-12,9.999998404995006e-06,9.866486496829784e-10,6.716891987883601e-14,9.185416976128989e-10,9.918541697612891e-09,3.3200000000000003
6.82345368629619e-11,1.327096773913903e-14,1.1791808105803492e-11,1.5338577662562934e-12,1.6199916249461817e-12,9.999998393279344e-06,9.865931975832448e-10,6.786557695760453e-14,9.184272107924113e-10,9.918427210792405e-09,3.33
