Time,species_1,species_2,species_3,species_4,species_5,species_6,species_7,species_8,species_9,species_10,species_11,species_12,species_13,species_14,species_15,parameter_1,parameter_2,parameter_3,parameter_4,parameter_5,parameter_6,parameter_7,parameter_8,parameter_9,parameter_10,parameter_11,parameter_12,parameter_13,parameter_14,parameter_15,parameter_16,parameter_17,parameter_18,parameter_19,parameter_20,parameter_21,parameter_22,parameter_23,parameter_24,parameter_25,parameter_26,parameter_27,parameter_28,parameter_29,parameter_30,parameter_31,parameter_32,parameter_33,parameter_34,parameter_35,parameter_36,parameter_37,parameter_38,parameter_39,parameter_40,parameter_41,parameter_42,parameter_43,parameter_44,parameter_45,parameter_46,parameter_47,parameter_48,parameter_49,parameter_50,parameter_51,parameter_52,parameter_53,parameter_54,parameter_55,parameter_56,parameter_57,parameter_58,parameter_59,parameter_60,parameter_61,parameter_62,parameter_63,parameter_64,parameter_65,parameter_66,parameter_67,parameter_68,parameter_69,parameter_70,parameter_71,parameter_72,parameter_73,parameter_74,parameter_75,parameter_76,parameter_77,parameter_78,parameter_79,parameter_80,parameter_81,parameter_82,parameter_83,parameter_84,parameter_85,parameter_86,parameter_87,parameter_88,compartment_1,compartment_2,compartment_3,compartment_4,reaction_1,reaction_2,reaction_3,reaction_4,reaction_5,reaction_6,reaction_7,reaction_8,reaction_9,reaction_10,reaction_11,reaction_12,reaction_13,reaction_14,reaction_15,reaction_16
0.1,180000.0000156457,0.3280000337375926,0.006816695844658115,0.12134130381438643,0.00013068320076959535,0.04328760646354873,0.045426655937690276,0.034000000002942926,0.047285055430192374,0.13104141887315773,0.00011608835710048533,0.006816695844658115,1800.0050081713512,0.025527866748450034,0.025527866748501805,8.314,303.15,6.022e+23,0.93,1e-09,10.0,0.013,0.61,14.3,0.41,260000.0,50.0,20.5,0.8,47.91198408405031,65.63429036471473,2.23,5.62907756305974e-05,502026.12207773793,322026.12207773793,0.6099999992945722,0.0007105395939403915,0.4,-0.0007105395610531713,42.6396538263077,1.78587,0.00042819413680910844,0.499999999999493,99.99999999506694,2.230000000011819,19.9,17.000000000056257,242026.12179784945,0.128378897200866,6.786886106004959e-05,3.4000000000100146,0.38210178498049513,0.12158807536209039,7.096449650051117,0.13115750721929195,48.0003902091319,2.23,2.23,260000.00500817134,502026.12212030863,29.500000000000004,65.63429036687326,600.0,258200.0,1800.0,0.0454266559338921,0.034,180000.0,0.006816695844052033,-0.0036065403549781954,0.0036065403878654157,1.0,1.0,0.05105573349695184,0.05105573349695184,2.0,0.49999999942178047,0.5000000005782195,0.0026456200000000048,0.0032032709309365065,0.005291240000000018,0.001,600.0,1.0,0.0,1.0,0.607124,0.00940584,0.345701,0.075474,9.06781e-05,18.1824,0.506878,0.00226722,0.297524,2.0793,0.00459138,0.00529124,0.0811033,0.628719,680.818,46.8363,0.420741,29.49999999753347,50000.0,49.99999999753347,1.0,0.00010131710515763793,0.00010131710051831053,0.10783489828207976,0.10783489826090913,9.095013430026789e-05,9.095013430000001e-05,2504.085851328159,2504.085781066695,7.117738999030598,7.117738999022236,0.015545666518609553,0.015545666515490837,7.764336426419004e-06,7.764336497812144e-06,6.753703490513683e-05,6.753703482651422e-05
0.11,180000.00001801754,0.32800003374170994,0.006816695844750304,0.1213413038159158,0.0001306832007795187,0.043287606464097315,0.04542665593826597,0.034000000003389964,0.04728505543082519,0.13104141887481827,0.00011608835710208377,0.006816695844750304,1800.0055089884681,0.0255278667484459,0.02552786674850594,8.314,303.15,6.022e+23,0.93,1e-09,10.0,0.013,0.61,14.3,0.41,260000.0,50.0,20.5,0.8,47.91198408405031,65.63429036438757,2.23,5.62907756305974e-05,502026.12207773793,322026.12207773793,0.6099999991876508,0.000710539598925016,0.4,-0.0007105395610531713,42.6396538263077,1.78587,0.00042819413680910844,0.49999999999941197,99.99999999431924,2.230000000013717,19.9,17.000000000064823,242026.1217554269,0.128378897200866,6.786886106004959e-05,3.40000000001163,0.38210178498049513,0.12158807536209039,7.096449650051117,0.13115750721929195,48.0003902091319,2.23,2.23,260000.00550898846,502026.1221267615,29.500000000000004,65.63429036687326,600.0,258200.0,1800.0,0.0454266559338921,0.034,180000.0,0.006816695844052033,-0.0036065403549781954,0.00360654039285004,1.0,1.0,0.05105573349695184,0.05105573349695184,2.0,0.49999999933414,0.50000000066586,0.0026456200000000048,0.0032032709309365065,0.005291240000000018,0.001,600.0,1.0,0.0,1.0,0.607124,0.00940584,0.345701,0.075474,9.06781e-05,18.1824,0.506878,0.00226722,0.297524,2.0793,0.00459138,0.00529124,0.0811033,0.628719,680.818,46.8363,0.420741,29.49999999715962,50000.0,49.99999999715962,1.0,0.00010131710586817376,0.00010131710052600399,0.1078348982869034,0.10783489826235228,9.095013430031111e-05,9.095013430000001e-05,2504.0858513313765,2504.0857740495994,7.117738999035377,7.117738999025617,0.015545666519317844,0.015545666515701077,7.764336426427515e-06,7.764336508641055e-06,6.753703491696387e-05,6.753703482642519e-05
0.12,180000.00002038936,0.3280000337458274,0.006816695844842494,0.12134130381744516,0.00013068320078944205,0.0432876064646459,0.04542665593884166,0.034000000003836996,0.04728505543145801,0.13104141887647885,0.00011608835710368224,0.006816695844842494,1800.0060098055849,0.025527866748441763,0.025527866748510077,8.314,303.15,6.022e+23,0.93,1e-09,10.0,0.013,0.61,14.3,0.41,260000.0,50.0,20.5,0.8,47.91198408405031,65.6342903640604,2.23,5.62907756305974e-05,502026.12207773793,322026.12207773793,0.6099999990807263,0.0007105396039096406,0.4,-0.0007105395610531713,42.6396538263077,1.78587,0.00042819413680910844,0.499999999999331,99.99999999357152,2.2300000000156146,19.9,17.00000000007339,242026.12171300311,0.128378897200866,6.786886106004959e-05,3.400000000013245,0.38210178498049513,0.12158807536209039,7.096449650051117,0.13115750721929195,48.0003902091319,2.23,2.23,260000.0060098056,502026.1221332144,29.500000000000004,65.63429036687326,600.0,258200.0,1800.0,0.0454266559338921,0.034,180000.0,0.006816695844052033,-0.0036065403549781954,0.0036065403978346646,1.0,1.0,0.05105573349695184,0.05105573349695184,2.0,0.49999999924649696,0.500000000753503,0.0026456200000000048,0.0032032709309365065,0.005291240000000018,0.001,600.0,1.0,0.0,1.0,0.607124,0.00940584,0.345701,0.075474,9.06781e-05,18.1824,0.506878,0.00226722,0.297524,2.0793,0.00459138,0.00529124,0.0811033,0.628719,680.818,46.8363,0.420741,29.499999996785764,50000.0,49.99999999678576,1.0,0.00010131710657870953,0.00010131710053369742,0.10783489829172707,0.10783489826379541,9.09501343003543e-05,9.095013430000001e-05,2504.0858513345934,2504.0857670325036,7.117738999040159,7.117738999028999,0.015545666520026131,0.015545666515911317,7.764336426436028e-06,7.764336519469965e-06,6.753703492879121e-05,6.753703482633615e-05
0.13,180000.0000227612,0.32800003374994474,0.006816695844934682,0.12134130381897452,0.00013068320079936537,0.04328760646519448,0.04542665593941735,0.034000000004284034,0.04728505543209083,0.1310414188781394,0.00011608835710528068,0.006816695844934682,1800.0065106227014,0.02552786674843763,0.02552786674851421,8.314,303.15,6.022e+23,0.93,1e-09,10.0,0.013,0.61,14.3,0.41,260000.0,50.0,20.5,0.8,47.91198408405031,65.63429036373324,2.23,5.62907756305974e-05,502026.12207773793,322026.12207773793,0.609999998973805,0.0007105396088942651,0.4,-0.0007105395610531713,42.6396538263077,1.78587,0.00042819413680910844,0.49999999999925004,99.99999999282383,2.2300000000175126,19.9,17.000000000081954,242026.12167058056,0.128378897200866,6.786886106004959e-05,3.4000000000148605,0.38210178498049513,0.12158807536209039,7.096449650051117,0.13115750721929195,48.0003902091319,2.23,2.23,260000.0065106227,502026.1221396673,29.500000000000004,65.63429036687326,600.0,258200.0,1800.0,0.0454266559338921,0.034,180000.0,0.006816695844052033,-0.0036065403549781954,0.0036065404028192893,1.0,1.0,0.05105573349695184,0.05105573349695184,2.0,0.4999999991588565,0.5000000008411435,0.0026456200000000048,0.0032032709309365065,0.005291240000000018,0.001,600.0,1.0,0.0,1.0,0.607124,0.00940584,0.345701,0.075474,9.06781e-05,18.1824,0.506878,0.00226722,0.297524,2.0793,0.00459138,0.00529124,0.0811033,0.628719,680.818,46.8363,0.420741,29.499999996411912,50000.0,49.999999996411916,1.0,0.00010131710728924532,0.00010131710054139087,0.1078348982965507,0.1078348982652386,9.095013430039752e-05,9.095013430000001e-05,2504.0858513378107,2504.0857600154095,7.117738999044938,7.1177389990323805,0.015545666520734422,0.015545666516121557,7.764336426444539e-06,7.764336530298874e-06,6.753703494061824e-05,6.753703482624711e-05
0.14,180000.00002513302,0.32800003375406217,0.006816695845026872,0.1213413038205039,0.00013068320080928872,0.04328760646574307,0.045426655939993045,0.03400000000473107,0.04728505543272364,0.13104141887979998,0.00011608835710687913,0.006816695845026872,1800.0070114398181,0.025527866748433495,0.025527866748518344,8.314,303.15,6.022e+23,0.93,1e-09,10.0,0.013,0.61,14.3,0.41,260000.0,50.0,20.5,0.8,47.91198408405031,65.63429036340607,2.23,5.62907756305974e-05,502026.12207773793,322026.12207773793,0.6099999988668836,0.0007105396138791062,0.4,-0.0007105395610531713,42.6396538263077,1.78587,0.00042819413680910844,0.49999999999916905,99.99999999207611,2.23000000001941,19.9,17.00000000009052,242026.12162815797,0.128378897200866,6.786886106004959e-05,3.4000000000164756,0.38210178498049513,0.12158807536209039,7.096449650051117,0.13115750721929195,48.0003902091319,2.23,2.23,260000.00701143983,502026.1221461201,29.500000000000004,65.63429036687326,600.0,258200.0,1800.0,0.0454266559338921,0.034,180000.0,0.006816695844052033,-0.0036065403549781954,0.0036065404078041304,1.0,1.0,0.05105573349695184,0.05105573349695184,2.0,0.49999999907121606,0.5000000009287839,0.0026456200000000048,0.0032032709309365065,0.005291240000000018,0.001,600.0,1.0,0.0,1.0,0.607124,0.00940584,0.345701,0.075474,9.06781e-05,18.1824,0.506878,0.00226722,0.297524,2.0793,0.00459138,0.00529124,0.0811033,0.628719,680.818,46.8363,0.420741,29.499999996038056,50000.0,49.999999996038056,1.0,0.00010131710799981202,0.00010131710054908432,0.10783489830137435,0.10783489826668173,9.095013430044074e-05,9.095013430000001e-05,2504.0858513410276,2504.0857529983136,7.117738999049718,7.117738999035762,0.01554566652144271,0.015545666516331796,7.764336426453052e-06,7.764336541128255e-06,6.753703495244525e-05,6.753703482615808e-05
0.15,180000.00002750484,0.3280000337581795,0.00681669584511906,0.12134130382203326,0.00013068320081921204,0.04328760646629165,0.04542665594056874,0.0340000000051781,0.04728505543335646,0.1310414188814605,0.00011608835710847759,0.00681669584511906,1800.007512256935,0.02552786674842936,0.02552786674852248,8.314,303.15,6.022e+23,0.93,1e-09,10.0,0.013,0.61,14.3,0.41,260000.0,50.0,20.5,0.8,47.91198408405031,65.63429036307889,2.23,5.62907756305974e-05,502026.12207773793,322026.12207773793,0.6099999987599622,0.0007105396188639473,0.4,-0.0007105395610531713,42.6396538263077,1.78587,0.00042819413680910844,0.49999999999908806,99.99999999132841,2.2300000000213074,19.9,17.00000000009908,242026.1215857354,0.128378897200866,6.786886106004959e-05,3.4000000000180908,0.38210178498049513,0.12158807536209039,7.096449650051117,0.13115750721929195,48.0003902091319,2.23,2.23,260000.00751225694,502026.12215257296,29.500000000000004,65.63429036687326,600.0,258200.0,1800.0,0.0454266559338921,0.034,180000.0,0.006816695844052033,-0.0036065403549781954,0.0036065404127889715,1.0,1.0,0.05105573349695184,0.05105573349695184,2.0,0.49999999898357567,0.5000000010164243,0.0026456200000000048,0.0032032709309365065,0.005291240000000018,0.001,600.0,1.0,0.0,1.0,0.607124,0.00940584,0.345701,0.075474,9.06781e-05,18.1824,0.506878,0.00226722,0.297524,2.0793,0.00459138,0.00529124,0.0811033,0.628719,680.818,46.8363,0.420741,29.499999995664204,50000.0,49.999999995664204,1.0,0.00010131710871037872,0.00010131710055677775,0.107834898306198,0.1078348982681249,9.095013430048394e-05,9.095013430000001e-05,2504.0858513442445,2504.0857459812178,7.117738999054498,7.117738999039143,0.015545666522151001,0.015545666516542036,7.764336426461563e-06,7.764336551957629e-06,6.753703496427226e-05,6.753703482606906e-05
0.16,180000.00002987668,0.32800003376229686,0.00681669584521125,0.12134130382356263,0.0001306832008291354,0.04328760646684024,0.045426655941144437,0.03400000000562514,0.04728505543398928,0.1310414188831211,0.00011608835711007605,0.00681669584521125,1800.0080130740516,0.025527866748425228,0.025527866748526612,8.314,303.15,6.022e+23,0.93,1e-09,10.0,0.013,0.61,14.3,0.41,260000.0,50.0,20.5,0.8,47.91198408405031,65.63429036275173,2.23,5.62907756305974e-05,502026.12207773793,322026.12207773793,0.6099999986530379,0.0007105396238485719,0.4,-0.0007105395610531713,42.6396538263077,1.78587,0.00042819413680910844,0.4999999999990071,99.9999999905807,2.230000000023206,19.9,17.000000000107647,242026.12154331166,0.128378897200866,6.786886106004959e-05,3.400000000019706,0.38210178498049513,0.12158807536209039,7.096449650051117,0.13115750721929195,48.0003902091319,2.23,2.23,260000.00801307405,502026.12215902586,29.500000000000004,65.63429036687326,600.0,258200.0,1800.0,0.0454266559338921,0.034,180000.0,0.006816695844052033,-0.0036065403549781954,0.003606540417773596,1.0,1.0,0.05105573349695184,0.05105573349695184,2.0,0.49999999889593266,0.5000000011040673,0.0026456200000000048,0.0032032709309365065,0.005291240000000018,0.001,600.0,1.0,0.0,1.0,0.607124,0.00940584,0.345701,0.075474,9.06781e-05,18.1824,0.506878,0.00226722,0.297524,2.0793,0.00459138,0.00529124,0.0811033,0.628719,680.818,46.8363,0.420741,29.49999999529035,50000.0,49.99999999529035,1.0,0.00010131710942091451,0.00010131710056447123,0.10783489831102162,0.10783489826956807,9.095013430052716e-05,9.095013430000002e-05,2504.0858513474623,2504.085738964123,7.117738999059277,7.117738999042525,0.015545666522859289,0.015545666516752276,7.764336426470075e-06,7.764336562786544e-06,6.753703497609961e-05,6.753703482598003e-05
0.17,180000.00003224847,0.32800003376641423,0.006816695845303439,0.12134130382509199,0.00013068320083905874,0.04328760646738882,0.04542665594172013,0.03400000000607217,0.047285055434622095,0.13104141888478163,0.0001160883571116745,0.006816695845303439,1800.0085138911686,0.025527866748421092,0.025527866748530748,8.314,303.15,6.022e+23,0.93,1e-09,10.0,0.013,0.61,14.3,0.41,260000.0,50.0,20.5,0.8,47.91198408405031,65.63429036242455,2.23,5.62907756305974e-05,502026.12207773793,322026.12207773793,0.6099999985461164,0.000710539628833413,0.4,-0.0007105395610531713,42.6396538263077,1.78587,0.00042819413680910844,0.49999999999892614,99.99999998983297,2.2300000000251035,19.900000000000002,17.00000000011621,242026.12150088907,0.128378897200866,6.786886106004959e-05,3.4000000000213215,0.38210178498049513,0.12158807536209039,7.096449650051117,0.13115750721929195,48.0003902091319,2.23,2.23,260000.00851389117,502026.12216547865,29.500000000000004,65.63429036687326,600.0,258200.0,1800.0,0.0454266559338921,0.034,180000.0,0.006816695844052033,-0.0036065403549781954,0.0036065404227584373,1.0,1.0,0.05105573349695184,0.05105573349695184,2.0,0.49999999880829216,0.5000000011917078,0.0026456200000000048,0.0032032709309365065,0.005291240000000018,0.001,600.0,1.0,0.0,1.0,0.607124,0.00940584,0.345701,0.075474,9.06781e-05,18.1824,0.506878,0.00226722,0.297524,2.0793,0.00459138,0.00529124,0.0811033,0.628719,680.818,46.8363,0.420741,29.499999994916497,50000.0,49.99999999491649,1.0,0.0001013171101314812,0.00010131710057216467,0.10783489831584528,0.10783489827101123,9.095013430057037e-05,9.095013430000002e-05,2504.085851350679,2504.085731947027,7.117738999064057,7.117738999045907,0.01554566652356758,0.015545666516962516,7.764336426478586e-06,7.76433657361592e-06,6.753703498792665e-05,6.753703482589099e-05
0.18,180000.00003462032,0.3280000337705316,0.006816695845395628,0.12134130382662135,0.00013068320084898207,0.0432876064679374,0.04542665594229582,0.03400000000651921,0.047285055435254915,0.13104141888644222,0.00011608835711327296,0.006816695845395628,1800.0090147082853,0.025527866748416957,0.025527866748534883,8.314,303.15,6.022e+23,0.93,1e-09,10.0,0.013,0.61,14.3,0.41,260000.0,50.0,20.5,0.8,47.91198408405031,65.63429036209739,2.23,5.62907756305974e-05,502026.12207773793,322026.12207773793,0.6099999984391951,0.0007105396338180376,0.4,-0.0007105395610531713,42.6396538263077,1.78587,0.00042819413680910844,0.49999999999884515,99.99999998908528,2.2300000000270015,19.9,17.00000000012478,242026.1214584665,0.128378897200866,6.786886106004959e-05,3.400000000022937,0.38210178498049513,0.12158807536209039,7.096449650051117,0.13115750721929195,48.0003902091319,2.23,2.23,260000.00901470828,502026.12217193155,29.500000000000004,65.63429036687326,600.0,258200.0,1800.0,0.0454266559338921,0.034,180000.0,0.006816695844052033,-0.0036065403549781954,0.0036065404277430615,1.0,1.0,0.05105573349695184,0.05105573349695184,2.0,0.4999999987206517,0.5000000012793483,0.0026456200000000048,0.0032032709309365065,0.005291240000000018,0.001,600.0,1.0,0.0,1.0,0.607124,0.00940584,0.345701,0.075474,9.06781e-05,18.1824,0.506878,0.00226722,0.297524,2.0793,0.00459138,0.00529124,0.0811033,0.628719,680.818,46.8363,0.420741,29.49999999454264,50000.0,49.99999999454264,1.0,0.00010131711084201698,0.00010131710057985809,0.10783489832066892,0.10783489827245439,9.095013430061357e-05,9.095013430000002e-05,2504.085851353896,2504.085724929932,7.117738999068837,7.117738999049288,0.015545666524275867,0.015545666517172756,7.764336426487099e-06,7.764336584444832e-06,6.753703499975365e-05,6.753703482580197e-05
0.19,180000.00003699213,0.328000033774649,0.006816695845487817,0.12134130382815073,0.00013068320085890542,0.043287606468485985,0.04542665594287151,0.03400000000696624,0.047285055435887735,0.13104141888810278,0.00011608835711487141,0.006816695845487817,1800.009515525402,0.025527866748412825,0.025527866748539015,8.314,303.15,6.022e+23,0.93,1e-09,10.0,0.013,0.61,14.3,0.41,260000.0,50.0,20.5,0.8,47.91198408405031,65.63429036177023,2.23,5.62907756305974e-05,502026.12207773793,322026.12207773793,0.6099999983322707,0.0007105396388026622,0.4,-0.0007105395610531713,42.6396538263077,1.78587,0.00042819413680910844,0.4999999999987642,99.99999998833759,2.2300000000288986,19.900000000000002,17.000000000133337,242026.12141604276,0.128378897200866,6.786886106004959e-05,3.400000000024552,0.38210178498049513,0.12158807536209039,7.096449650051117,0.13115750721929195,48.0003902091319,2.23,2.23,260000.0095155254,502026.1221783844,29.500000000000004,65.63429036687326,600.0,258200.0,1800.0,0.0454266559338921,0.034,180000.0,0.006816695844052033,-0.0036065403549781954,0.0036065404327276862,1.0,1.0,0.05105573349695184,0.05105573349695184,2.0,0.4999999986330088,0.5000000013669912,0.0026456200000000048,0.0032032709309365065,0.005291240000000018,0.001,600.0,1.0,0.0,1.0,0.607124,0.00940584,0.345701,0.075474,9.06781e-05,18.1824,0.506878,0.00226722,0.297524,2.0793,0.00459138,0.00529124,0.0811033,0.628719,680.818,46.8363,0.420741,29.49999999416879,50000.0,49.99999999416879,1.0,0.0001013171115525528,0.00010131710058755153,0.10783489832549256,0.10783489827389754,9.095013430065678e-05,9.095013430000002e-05,2504.085851357114,2504.085717912837,7.117738999073617,7.117738999052669,0.015545666524984156,0.015545666517382995,7.76433642649561e-06,7.764336595273743e-06,6.7537035011581e-05,6.753703482571293e-05
0.2,180000.00003936395,0.3280000337787663,0.006816695845580005,0.12134130382968007,0.00013068320086882874,0.04328760646903457,0.045426655943447206,0.034000000007413274,0.04728505543652054,0.13104141888976334,0.00011608835711646985,0.006816695845580005,1800.0100163425188,0.02552786674840869,0.02552786674854315,8.314,303.15,6.022e+23,0.93,1e-09,10.0,0.013,0.61,14.3,0.41,260000.0,50.0,20.5,0.8,47.91198408405031,65.63429036144306,2.23,5.62907756305974e-05,502026.12207773793,322026.12207773793,0.6099999982253493,0.0007105396437872868,0.4,-0.0007105395610531713,42.6396538263077,1.78587,0.00042819413680910844,0.49999999999868316,99.99999998758987,2.2300000000307962,19.900000000000002,17.000000000141902,242026.1213736202,0.128378897200866,6.786886106004959e-05,3.400000000026167,0.38210178498049513,0.12158807536209039,7.096449650051117,0.13115750721929195,48.0003902091319,2.23,2.23,260000.0100163425,502026.12218483724,29.500000000000004,65.63429036687326,600.0,258200.0,1800.0,0.0454266559338921,0.034,180000.0,0.006816695844052033,-0.0036065403549781954,0.003606540437712311,1.0,1.0,0.05105573349695184,0.05105573349695184,2.0,0.4999999985453683,0.5000000014546317,0.0026456200000000048,0.0032032709309365065,0.005291240000000018,0.001,600.0,1.0,0.0,1.0,0.607124,0.00940584,0.345701,0.075474,9.06781e-05,18.1824,0.506878,0.00226722,0.297524,2.0793,0.00459138,0.00529124,0.0811033,0.628719,680.818,46.8363,0.420741,29.499999993794937,50000.0,49.99999999379494,1.0,0.0001013171122630886,0.00010131710059524496,0.10783489833031619,0.10783489827534068,9.095013430069998e-05,9.095013430000002e-05,2504.0858513603307,2504.085710895741,7.117738999078396,7.117738999056051,0.01554566652569244,0.015545666517593232,7.764336426504123e-06,7.764336606102655e-06,6.753703502340803e-05,6.753703482562391e-05
0.21,180000.00004173577,0.32800003378288367,0.006816695845672195,0.12134130383120945,0.0001306832008787521,0.043287606469583156,0.0454266559440229,0.03400000000786031,0.04728505543715337,0.1310414188914239,0.0001160883571180683,0.006816695845672195,1800.0105171596358,0.025527866748404553,0.025527866748547286,8.314,303.15,6.022e+23,0.93,1e-09,10.0,0.013,0.61,14.3,0.41,260000.0,50.0,20.5,0.8,47.91198408405031,65.63429036111589,2.23,5.62907756305974e-05,502026.12207773793,322026.12207773793,0.609999998118428,0.0007105396487721279,0.4,-0.0007105395610531713,42.6396538263077,1.78587,0.00042819413680910844,0.4999999999986022,99.99999998684217,2.2300000000326943,19.900000000000002,17.000000000150468,242026.12133119765,0.128378897200866,6.786886106004959e-05,3.4000000000277826,0.38210178498049513,0.12158807536209039,7.096449650051117,0.13115750721929195,48.0003902091319,2.23,2.23,260000.01051715962,502026.12219129014,29.500000000000004,65.63429036687326,600.0,258200.0,1800.0,0.0454266559338921,0.034,180000.0,0.006816695844052033,-0.0036065403549781954,0.003606540442697152,1.0,1.0,0.05105573349695184,0.05105573349695184,2.0,0.49999999845772786,0.5000000015422721,0.0026456200000000048,0.0032032709309365065,0.005291240000000018,0.001,600.0,1.0,0.0,1.0,0.607124,0.00940584,0.345701,0.075474,9.06781e-05,18.1824,0.506878,0.00226722,0.297524,2.0793,0.00459138,0.00529124,0.0811033,0.628719,680.818,46.8363,0.420741,29.49999999342108,50000.0,49.999999993421085,1.0,0.00010131711297365527,0.00010131710060293843,0.10783489833513983,0.10783489827678386,9.095013430074319e-05,9.095013430000002e-05,2504.0858513635476,2504.0857038786453,7.117738999083175,7.117738999059433,0.015545666526400735,0.015545666517803475,7.764336426512634e-06,7.764336616932032e-06,6.753703503523502e-05,6.753703482553486e-05
0.22,180000.0000441076,0.3280000337870011,0.006816695845764384,0.1213413038327388,0.00013068320088867541,0.04328760647013174,0.04542665594459859,0.03400000000830734,0.04728505543778618,0.13104141889308446,0.00011608835711966676,0.006816695845764384,1800.0110179767526,0.02552786674840042,0.02552786674855142,8.314,303.15,6.022e+23,0.93,1e-09,10.0,0.013,0.61,14.3,0.41,260000.0,50.0,20.5,0.8,47.91198408405031,65.63429036078871,2.23,5.62907756305974e-05,502026.12207773793,322026.12207773793,0.6099999980115035,0.000710539653756969,0.4,-0.0007105395610531713,42.6396538263077,1.78587,0.00042819413680910844,0.49999999999852124,99.99999998609445,2.2300000000345923,19.900000000000002,17.000000000159034,242026.12128877384,0.128378897200866,6.786886106004959e-05,3.4000000000293977,0.38210178498049513,0.12158807536209039,7.096449650051117,0.13115750721929195,48.0003902091319,2.23,2.23,260000.01101797677,502026.122197743,29.500000000000004,65.63429036687326,600.0,258200.0,1800.0,0.0454266559338921,0.034,180000.0,0.006816695844052033,-0.0036065403549781954,0.003606540447681993,1.0,1.0,0.05105573349695184,0.05105573349695184,2.0,0.4999999983700848,0.5000000016299152,0.0026456200000000048,0.0032032709309365065,0.005291240000000018,0.001,600.0,1.0,0.0,1.0,0.607124,0.00940584,0.345701,0.075474,9.06781e-05,18.1824,0.506878,0.00226722,0.297524,2.0793,0.00459138,0.00529124,0.0811033,0.628719,680.818,46.8363,0.420741,29.49999999304723,50000.0,49.999999993047226,1.0,0.00010131711368422195,0.00010131710061063187,0.1078348983399635,0.10783489827822701,9.09501343007864e-05,9.095013430000002e-05,2504.0858513667654,2504.08569686155,7.1177389990879565,7.117738999062814,0.01554566652710902,0.015545666518013717,7.764336426521146e-06,7.764336627761408e-06,6.75370350470624e-05,6.753703482544582e-05
0.23,180000.00004647943,0.3280000337911185,0.0068166958458565725,0.12134130383426818,0.00013068320089859876,0.04328760647068033,0.04542665594517428,0.03400000000875438,0.047285055438419,0.13104141889474502,0.00011608835712126522,0.0068166958458565725,1800.0115187938693,0.025527866748396286,0.025527866748555554,8.314,303.15,6.022e+23,0.93,1e-09,10.0,0.013,0.61,14.3,0.41,260000.0,50.0,20.5,0.8,47.91198408405031,65.63429036046155,2.23,5.62907756305974e-05,502026.12207773793,322026.12207773793,0.6099999979045821,0.0007105396587415935,0.4,-0.0007105395610531713,42.6396538263077,1.78587,0.00042819413680910844,0.49999999999844025,99.99999998534675,2.23000000003649,19.9,17.000000000167596,242026.12124635128,0.128378897200866,6.786886106004959e-05,3.400000000031013,0.38210178498049513,0.12158807536209039,7.096449650051117,0.13115750721929195,48.0003902091319,2.23,2.23,260000.01151879388,502026.1222041958,29.500000000000004,65.63429036687326,600.0,258200.0,1800.0,0.0454266559338921,0.034,180000.0,0.006816695844052033,-0.0036065403549781954,0.003606540452666618,1.0,1.0,0.05105573349695184,0.05105573349695184,2.0,0.4999999982824444,0.5000000017175557,0.0026456200000000048,0.0032032709309365065,0.005291240000000018,0.001,600.0,1.0,0.0,1.0,0.607124,0.00940584,0.345701,0.075474,9.06781e-05,18.1824,0.506878,0.00226722,0.297524,2.0793,0.00459138,0.00529124,0.0811033,0.628719,680.818,46.8363,0.420741,29.499999992673374,50000.0,49.999999992673374,1.0,0.00010131711439475776,0.00010131710061832532,0.10783489834478716,0.10783489827967017,9.09501343008296e-05,9.095013430000002e-05,2504.0858513699814,2504.085689844455,7.117738999092736,7.117738999066195,0.015545666527817312,0.015545666518223955,7.764336426529657e-06,7.76433663859032e-06,6.753703505888941e-05,6.753703482535679e-05
