Time,species_1,species_2,species_3,species_4,species_5,species_6,species_7,species_8,species_9,species_10,species_11,species_12,species_13,species_14,species_15,parameter_1,parameter_2,parameter_3,parameter_4,parameter_5,parameter_6,parameter_7,parameter_8,parameter_9,parameter_10,parameter_11,parameter_12,parameter_13,parameter_14,parameter_15,parameter_16,parameter_17,parameter_18,parameter_19,parameter_20,parameter_21,parameter_22,parameter_23,parameter_24,parameter_25,parameter_26,parameter_27,parameter_28,parameter_29,parameter_30,parameter_31,parameter_32,parameter_33,parameter_34,parameter_35,parameter_36,parameter_37,parameter_38,parameter_39,parameter_40,parameter_41,parameter_42,parameter_43,parameter_44,parameter_45,parameter_46,parameter_47,parameter_48,parameter_49,parameter_50,parameter_51,parameter_52,parameter_53,parameter_54,parameter_55,parameter_56,parameter_57,parameter_58,parameter_59,parameter_60,parameter_61,parameter_62,parameter_63,parameter_64,parameter_65,parameter_66,parameter_67,parameter_68,parameter_69,parameter_70,parameter_71,parameter_72,parameter_73,parameter_74,parameter_75,parameter_76,parameter_77,parameter_78,parameter_79,parameter_80,parameter_81,parameter_82,parameter_83,parameter_84,parameter_85,parameter_86,parameter_87,parameter_88,compartment_1,compartment_2,compartment_3,compartment_4,reaction_1,reaction_2,reaction_3,reaction_4,reaction_5,reaction_6,reaction_7,reaction_8,reaction_9,reaction_10,reaction_11,reaction_12,reaction_13,reaction_14,reaction_15,reaction_16
5.78,180000.0086082206,0.32800003236619174,0.006816698866239486,0.1213413088053693,0.00013068354600022158,0.04328760836719437,0.04542665794024033,0.03400001444863225,0.04728507058358359,0.13104142463020313,0.00011608836792808526,0.006816698866239486,1800.28947194313,0.025527866552769906,0.025527866944181934,8.314,303.15,6.022e+23,0.93,1e-09,10.0,0.013,0.61,14.3,0.41,260000.0,50.0,20.5,0.8,47.91198408405031,65.63428922940578,2.23,5.62907756305974e-05,502026.12207773793,322026.12207773793,0.6099996282632519,0.0007105568914375187,0.4,-0.0007105395610531713,42.6396538263077,1.78587,0.00042819413680910844,0.4999999961668161,99.99999740044237,2.2300008904177395,19.900000002118542,17.00000006397349,242025.9745859288,0.128378897200866,6.786886106004959e-05,3.400001295058145,0.38210178498049513,0.12158807536209039,7.096449650051117,0.13115750721929195,48.0003902091319,2.23,2.23,260000.28947194314,502026.1448745264,29.500000000000004,65.63429036687326,600.0,258200.0,1800.0,0.0454266559338921,0.034,180000.0,0.006816695844052033,-0.0036065403549781954,0.003606557685362543,1.0,1.0,0.05105573349695184,0.05105573349695184,2.0,0.49999969529765464,0.5000003047023454,0.0026456200000000048,0.0032032709309365065,0.005291240000000018,0.001,600.0,1.0,0.0,1.0,0.607124,0.00940584,0.345701,0.075474,9.06781e-05,18.1824,0.506878,0.00226722,0.297524,2.0793,0.00459138,0.00529124,0.0811033,0.628719,680.818,46.8363,0.420741,29.49999870022118,50000.0,49.999998700221184,1.0,0.00010131956401894685,0.00010131736817142779,0.10783504055359297,0.10783493281864379,9.095016894285653e-05,9.095013430968252e-05,2504.0860729570827,2504.0818419855004,7.117741799171235,7.117741710144171,0.015545692075626193,0.0155456734062921,7.764336809151431e-06,7.76437405294978e-06,6.753707546672463e-05,6.753703206757756e-05
5.79,180000.00862791517,0.3280000323473928,0.006816698875878997,0.12134130881642483,0.00013068354699483133,0.04328760837149453,0.04542665794477041,0.03400001449485572,0.047285070630700664,0.1310414246432039,0.00011608836795640013,0.006816698875878997,1800.2899727592958,0.025527866552189107,0.025527866944762733,8.314,303.15,6.022e+23,0.93,1e-09,10.0,0.013,0.61,14.3,0.41,260000.0,50.0,20.5,0.8,47.91198408405031,65.63428922684123,2.23,5.62907756305974e-05,502026.12207773793,322026.12207773793,0.6099996274251266,0.0007105569305108091,0.4,-0.0007105395610531713,42.6396538263077,1.78587,0.00042819413680910844,0.49999999615544033,99.99999739458136,2.2300008933496627,19.900000002126177,17.000000064144768,242025.9742533907,0.128378897200866,6.786886106004959e-05,3.4000012993427378,0.38210178498049513,0.12158807536209039,7.096449650051117,0.13115750721929195,48.0003902091319,2.23,2.23,260000.2899727593,502026.14492621075,29.500000000000004,65.63429036687326,600.0,258200.0,1800.0,0.0454266559338921,0.034,180000.0,0.006816695844052033,-0.0036065403549781954,0.003606557724435833,1.0,1.0,0.05105573349695184,0.05105573349695184,2.0,0.49999969461066623,0.5000003053893338,0.0026456200000000048,0.0032032709309365065,0.005291240000000018,0.001,600.0,1.0,0.0,1.0,0.607124,0.00940584,0.345701,0.075474,9.06781e-05,18.1824,0.506878,0.00226722,0.297524,2.0793,0.00459138,0.00529124,0.0811033,0.628719,680.818,46.8363,0.420741,29.499998697290675,50000.0,49.99999869729068,1.0,0.00010131956956625416,0.00010131736894253667,0.10783504096020857,0.10783493292609561,9.095016905746956e-05,9.095013430971743e-05,2504.0860736770114,2504.0818350699133,7.117741808395817,7.117741719113765,0.015545692150626074,0.015545673428275276,7.76433681027391e-06,7.764374137766223e-06,6.753707555798237e-05,6.753703205866097e-05
5.8,180000.0086476098,0.3280000323285939,0.00681669888551851,0.12134130882748037,0.00013068354798944108,0.043287608375794685,0.04542665794930049,0.0340000145410792,0.04728507067781776,0.13104142465620466,0.00011608836798471505,0.00681669888551851,1800.2904735754612,0.02552786655160831,0.02552786694534353,8.314,303.15,6.022e+23,0.93,1e-09,10.0,0.013,0.61,14.3,0.41,260000.0,50.0,20.5,0.8,47.91198408405031,65.63428922427666,2.23,5.62907756305974e-05,502026.12207773793,322026.12207773793,0.6099996265870011,0.0007105569695845326,0.4,-0.0007105395610531713,42.6396538263077,1.78587,0.00042819413680910844,0.4999999961440646,99.99999738872033,2.2300008962815867,19.90000000213381,17.00000006431605,242025.97392085262,0.128378897200866,6.786886106004959e-05,3.4000013036273313,0.38210178498049513,0.12158807536209039,7.096449650051117,0.13115750721929195,48.0003902091319,2.23,2.23,260000.29047357547,502026.14497789525,29.500000000000004,65.63429036687326,600.0,258200.0,1800.0,0.0454266559338921,0.034,180000.0,0.006816695844052033,-0.0036065403549781954,0.0036065577635095566,1.0,1.0,0.05105573349695184,0.05105573349695184,2.0,0.4999996939236777,0.5000003060763223,0.0026456200000000048,0.0032032709309365065,0.005291240000000018,0.001,600.0,1.0,0.0,1.0,0.607124,0.00940584,0.345701,0.075474,9.06781e-05,18.1824,0.506878,0.00226722,0.297524,2.0793,0.00459138,0.00529124,0.0811033,0.628719,680.818,46.8363,0.420741,29.499998694360166,50000.0,49.999998694360166,1.0,0.00010131957511362321,0.00010131736971364554,0.10783504136682423,0.10783493303354746,9.095016917208262e-05,9.095013430975231e-05,2504.0860743969397,2504.081828154325,7.117741817620398,7.1177417280833595,0.015545692225625957,0.015545673450258457,7.764336811396394e-06,7.764374222583593e-06,6.753707564924013e-05,6.753703204974434e-05
5.8100000000000005,180000.0086673044,0.328000032309795,0.006816698895158021,0.1213413088385359,0.0001306835489840508,0.04328760838009484,0.04542665795383057,0.03400001458730267,0.04728507072493483,0.13104142466920543,0.00011608836801302995,0.006816698895158021,1800.290974391627,0.025527866551027515,0.025527866945924325,8.314,303.15,6.022e+23,0.93,1e-09,10.0,0.013,0.61,14.3,0.41,260000.0,50.0,20.5,0.8,47.91198408405031,65.63428922171211,2.23,5.62907756305974e-05,502026.12207773793,322026.12207773793,0.6099996257488758,0.0007105570086578228,0.4,-0.0007105395610531713,42.6396538263077,1.78587,0.00042819413680910844,0.4999999961326889,99.99999738285933,2.23000089921351,19.90000000214145,17.000000064487327,242025.97358831452,0.128378897200866,6.786886106004959e-05,3.400001307911925,0.38210178498049513,0.12158807536209039,7.096449650051117,0.13115750721929195,48.0003902091319,2.23,2.23,260000.29097439162,502026.1450295797,29.500000000000004,65.63429036687326,600.0,258200.0,1800.0,0.0454266559338921,0.034,180000.0,0.006816695844052033,-0.0036065403549781954,0.003606557802582847,1.0,1.0,0.05105573349695184,0.05105573349695184,2.0,0.4999996932366893,0.5000003067633108,0.0026456200000000048,0.0032032709309365065,0.005291240000000018,0.001,600.0,1.0,0.0,1.0,0.607124,0.00940584,0.345701,0.075474,9.06781e-05,18.1824,0.506878,0.00226722,0.297524,2.0793,0.00459138,0.00529124,0.0811033,0.628719,680.818,46.8363,0.420741,29.49999869142966,50000.0,49.99999869142966,1.0,0.00010131958066093052,0.00010131737048475439,0.10783504177343985,0.10783493314099928,9.095016928669567e-05,9.095013430978721e-05,2504.0860751168693,2504.081821238739,7.11774182684498,7.117741737052952,0.015545692300625835,0.015545673472241632,7.764336812518875e-06,7.764374307400034e-06,6.75370757404979e-05,6.753703204082774e-05
5.82,180000.00868699898,0.3280000322909961,0.006816698904797532,0.12134130884959145,0.00013068354997866052,0.043287608384395,0.04542665795836065,0.034000014633526136,0.04728507077205192,0.1310414246822062,0.00011608836804134484,0.006816698904797532,1800.291475207793,0.025527866550446716,0.025527866946505124,8.314,303.15,6.022e+23,0.93,1e-09,10.0,0.013,0.61,14.3,0.41,260000.0,50.0,20.5,0.8,47.91198408405031,65.63428921914756,2.23,5.62907756305974e-05,502026.12207773793,322026.12207773793,0.6099996249107505,0.0007105570477311132,0.4,-0.0007105395610531713,42.6396538263077,1.78587,0.00042819413680910844,0.49999999612131313,99.99999737699831,2.230000902145434,19.900000002149085,17.000000064658604,242025.97325577648,0.128378897200866,6.786886106004959e-05,3.400001312196518,0.38210178498049513,0.12158807536209039,7.096449650051117,0.13115750721929195,48.0003902091319,2.23,2.23,260000.2914752078,502026.145081264,29.500000000000004,65.63429036687326,600.0,258200.0,1800.0,0.0454266559338921,0.034,180000.0,0.006816695844052033,-0.0036065403549781954,0.0036065578416561374,1.0,1.0,0.05105573349695184,0.05105573349695184,2.0,0.499999692549701,0.500000307450299,0.0026456200000000048,0.0032032709309365065,0.005291240000000018,0.001,600.0,1.0,0.0,1.0,0.607124,0.00940584,0.345701,0.075474,9.06781e-05,18.1824,0.506878,0.00226722,0.297524,2.0793,0.00459138,0.00529124,0.0811033,0.628719,680.818,46.8363,0.420741,29.499998688499154,50000.0,49.999998688499154,1.0,0.00010131958620823783,0.00010131737125586326,0.10783504218005546,0.10783493324845113,9.09501694013087e-05,9.095013430982211e-05,2504.086075836797,2504.0818143231513,7.117741836069562,7.117741746022546,0.015545692375625711,0.01554567349422481,7.764336813641358e-06,7.764374392216475e-06,6.753707583175563e-05,6.753703203191113e-05
5.83,180000.0087066936,0.3280000322721972,0.006816698914437044,0.12134130886064698,0.00013068355097327025,0.04328760838869516,0.04542665796289073,0.03400001467974961,0.047285070819168995,0.13104142469520697,0.00011608836806965974,0.006816698914437044,1800.2919760239583,0.02552786654986592,0.02552786694708592,8.314,303.15,6.022e+23,0.93,1e-09,10.0,0.013,0.61,14.3,0.41,260000.0,50.0,20.5,0.8,47.91198408405031,65.634289216583,2.23,5.62907756305974e-05,502026.12207773793,322026.12207773793,0.6099996240726282,0.0007105570868046201,0.4,-0.0007105395610531713,42.6396538263077,1.78587,0.00042819413680910844,0.4999999961099374,99.99999737113731,2.230000905077357,19.900000002156723,17.000000064829884,242025.9729232396,0.128378897200866,6.786886106004959e-05,3.4000013164811125,0.38210178498049513,0.12158807536209039,7.096449650051117,0.13115750721929195,48.0003902091319,2.23,2.23,260000.29197602396,502026.14513294847,29.500000000000004,65.63429036687326,600.0,258200.0,1800.0,0.0454266559338921,0.034,180000.0,0.006816695844052033,-0.0036065403549781954,0.003606557880729644,1.0,1.0,0.05105573349695184,0.05105573349695184,2.0,0.4999996918627151,0.5000003081372849,0.0026456200000000048,0.0032032709309365065,0.005291240000000018,0.001,600.0,1.0,0.0,1.0,0.607124,0.00940584,0.345701,0.075474,9.06781e-05,18.1824,0.506878,0.00226722,0.297524,2.0793,0.00459138,0.00529124,0.0811033,0.628719,680.818,46.8363,0.420741,29.49999868556865,50000.0,49.99999868556865,1.0,0.00010131959175557603,0.00010131737202697211,0.10783504258667106,0.10783493335590295,9.095016951592177e-05,9.095013430985702e-05,2504.0860765567263,2504.0818074075646,7.117741845294142,7.1177417549921405,0.015545692450625587,0.015545673516207989,7.76433681476384e-06,7.764374477033381e-06,6.753707592301304e-05,6.753703202299451e-05
5.84,180000.0087263882,0.32800003225339824,0.006816698924076555,0.12134130887170252,0.00013068355196787997,0.04328760839299531,0.045426657967420805,0.034000014725973075,0.04728507086628607,0.13104142470820773,0.00011608836809797464,0.006816698924076555,1800.2924768401242,0.025527866549285124,0.025527866947666716,8.314,303.15,6.022e+23,0.93,1e-09,10.0,0.013,0.61,14.3,0.41,260000.0,50.0,20.5,0.8,47.91198408405031,65.63428921401845,2.23,5.62907756305974e-05,502026.12207773793,322026.12207773793,0.6099996232345029,0.0007105571258779104,0.4,-0.0007105395610531713,42.6396538263077,1.78587,0.00042819413680910844,0.49999999609856166,99.99999736527629,2.2300009080092806,19.900000002164358,17.000000065001164,242025.9725907015,0.128378897200866,6.786886106004959e-05,3.400001320765705,0.38210178498049513,0.12158807536209039,7.096449650051117,0.13115750721929195,48.0003902091319,2.23,2.23,260000.2924768401,502026.14518463286,29.500000000000004,65.63429036687326,600.0,258200.0,1800.0,0.0454266559338921,0.034,180000.0,0.006816695844052033,-0.0036065403549781954,0.0036065579198029346,1.0,1.0,0.05105573349695184,0.05105573349695184,2.0,0.4999996911757267,0.5000003088242733,0.0026456200000000048,0.0032032709309365065,0.005291240000000018,0.001,600.0,1.0,0.0,1.0,0.607124,0.00940584,0.345701,0.075474,9.06781e-05,18.1824,0.506878,0.00226722,0.297524,2.0793,0.00459138,0.00529124,0.0811033,0.628719,680.818,46.8363,0.420741,29.499998682638143,50000.0,49.99999868263814,1.0,0.00010131959730288333,0.00010131737279808094,0.10783504299328667,0.10783493346335475,9.09501696305348e-05,9.095013430989192e-05,2504.086077276655,2504.0818004919774,7.117741854518724,7.117741763961733,0.015545692525625468,0.015545673538191165,7.764336815886322e-06,7.76437456184982e-06,6.753707601427078e-05,6.75370320140779e-05
5.8500000000000005,180000.0087460828,0.32800003223459934,0.006816698933716066,0.12134130888275804,0.00013068355296248972,0.043287608397295466,0.04542665797195088,0.03400001477219655,0.04728507091340316,0.1310414247212085,0.00011608836812628953,0.006816698933716066,1800.2929776562898,0.025527866548704328,0.02552786694824751,8.314,303.15,6.022e+23,0.93,1e-09,10.0,0.013,0.61,14.3,0.41,260000.0,50.0,20.5,0.8,47.91198408405031,65.63428921145389,2.23,5.62907756305974e-05,502026.12207773793,322026.12207773793,0.6099996223963775,0.0007105571649514173,0.4,-0.0007105395610531713,42.6396538263077,1.78587,0.00042819413680910844,0.4999999960871859,99.99999735941529,2.230000910941204,19.900000002171996,17.000000065172447,242025.97225816344,0.128378897200866,6.786886106004959e-05,3.4000013250502996,0.38210178498049513,0.12158807536209039,7.096449650051117,0.13115750721929195,48.0003902091319,2.23,2.23,260000.2929776563,502026.1452363173,29.500000000000004,65.63429036687326,600.0,258200.0,1800.0,0.0454266559338921,0.034,180000.0,0.006816695844052033,-0.0036065403549781954,0.0036065579588764416,1.0,1.0,0.05105573349695184,0.05105573349695184,2.0,0.49999969048873827,0.5000003095112617,0.0026456200000000048,0.0032032709309365065,0.005291240000000018,0.001,600.0,1.0,0.0,1.0,0.607124,0.00940584,0.345701,0.075474,9.06781e-05,18.1824,0.506878,0.00226722,0.297524,2.0793,0.00459138,0.00529124,0.0811033,0.628719,680.818,46.8363,0.420741,29.499998679707637,50000.0,49.99999867970764,1.0,0.0001013196028502215,0.00010131737356918984,0.1078350433999023,0.1078349335708066,9.095016974514786e-05,9.095013430992682e-05,2504.0860779965833,2504.0817935763903,7.117741863743305,7.117741772931327,0.015545692600625348,0.01554567356017434,7.764336817008804e-06,7.764374646666726e-06,6.753707610552854e-05,6.75370320051613e-05
5.86,180000.00876577737,0.32800003221580043,0.006816698943355577,0.12134130889381359,0.00013068355395709944,0.04328760840159562,0.04542665797648097,0.03400001481842002,0.04728507096052023,0.13104142473420927,0.00011608836815460444,0.006816698943355577,1800.2934784724555,0.02552786654812353,0.02552786694882831,8.314,303.15,6.022e+23,0.93,1e-09,10.0,0.013,0.61,14.3,0.41,260000.0,50.0,20.5,0.8,47.91198408405031,65.63428920888933,2.23,5.62907756305974e-05,502026.12207773793,322026.12207773793,0.6099996215582523,0.0007105572040249242,0.4,-0.0007105395610531713,42.6396538263077,1.78587,0.00042819413680910844,0.49999999607581014,99.99999735355426,2.2300009138731274,19.90000000217963,17.000000065343723,242025.9719256254,0.128378897200866,6.786886106004959e-05,3.4000013293348923,0.38210178498049513,0.12158807536209039,7.096449650051117,0.13115750721929195,48.0003902091319,2.23,2.23,260000.29347847245,502026.14528800175,29.500000000000004,65.63429036687326,600.0,258200.0,1800.0,0.0454266559338921,0.034,180000.0,0.006816695844052033,-0.0036065403549781954,0.003606557997949948,1.0,1.0,0.05105573349695184,0.05105573349695184,2.0,0.4999996898017499,0.5000003101982501,0.0026456200000000048,0.0032032709309365065,0.005291240000000018,0.001,600.0,1.0,0.0,1.0,0.607124,0.00940584,0.345701,0.075474,9.06781e-05,18.1824,0.506878,0.00226722,0.297524,2.0793,0.00459138,0.00529124,0.0811033,0.628719,680.818,46.8363,0.420741,29.499998676777132,50000.0,49.99999867677713,1.0,0.00010131960839755969,0.0001013173743402987,0.10783504380651791,0.10783493367825842,9.09501698597609e-05,9.095013430996173e-05,2504.086078716512,2504.081786660802,7.117741872967886,7.117741781900921,0.015545692675625224,0.015545673582157516,7.764336818131287e-06,7.764374731483632e-06,6.753707619678628e-05,6.753703199624468e-05
5.87,180000.008785472,0.3280000321970016,0.0068166989529950895,0.12134130890486912,0.00013068355495170916,0.043287608405895774,0.045426657981011045,0.03400001486464349,0.04728507100763732,0.13104142474721,0.00011608836818291932,0.0068166989529950895,1800.2939792886214,0.025527866547542733,0.025527866949409107,8.314,303.15,6.022e+23,0.93,1e-09,10.0,0.013,0.61,14.3,0.41,260000.0,50.0,20.5,0.8,47.91198408405031,65.63428920632478,2.23,5.62907756305974e-05,502026.12207773793,322026.12207773793,0.6099996207201299,0.0007105572430982146,0.4,-0.0007105395610531713,42.6396538263077,1.78587,0.00042819413680910844,0.49999999606443446,99.99999734769327,2.230000916805051,19.90000000218727,17.000000065515,242025.97159308853,0.128378897200866,6.786886106004959e-05,3.400001333619486,0.38210178498049513,0.12158807536209039,7.096449650051117,0.13115750721929195,48.0003902091319,2.23,2.23,260000.29397928863,502026.1453396861,29.500000000000004,65.63429036687326,600.0,258200.0,1800.0,0.0454266559338921,0.034,180000.0,0.006816695844052033,-0.0036065403549781954,0.003606558037023239,1.0,1.0,0.05105573349695184,0.05105573349695184,2.0,0.49999968911476395,0.500000310885236,0.0026456200000000048,0.0032032709309365065,0.005291240000000018,0.001,600.0,1.0,0.0,1.0,0.607124,0.00940584,0.345701,0.075474,9.06781e-05,18.1824,0.506878,0.00226722,0.297524,2.0793,0.00459138,0.00529124,0.0811033,0.628719,680.818,46.8363,0.420741,29.499998673846626,50000.0,49.999998673846626,1.0,0.00010131961394486699,0.00010131737511140753,0.10783504421313353,0.10783493378571025,9.095016997437395e-05,9.095013430999662e-05,2504.086079436441,2504.0817797452155,7.117741882192469,7.117741790870514,0.015545692750625107,0.015545673604140695,7.764336819253768e-06,7.764374816300071e-06,6.75370762880437e-05,6.753703198732807e-05
5.88,180000.00880516658,0.3280000321782026,0.0068166989626346,0.12134130891592466,0.00013068355594631888,0.04328760841019593,0.04542665798554112,0.03400001491086696,0.04728507105475439,0.13104142476021077,0.00011608836821123423,0.0068166989626346,1800.294480104787,0.025527866546961937,0.025527866949989902,8.314,303.15,6.022e+23,0.93,1e-09,10.0,0.013,0.61,14.3,0.41,260000.0,50.0,20.5,0.8,47.91198408405031,65.63428920376022,2.23,5.62907756305974e-05,502026.12207773793,322026.12207773793,0.6099996198820046,0.0007105572821717214,0.4,-0.0007105395610531713,42.6396538263077,1.78587,0.00042819413680910844,0.4999999960530587,99.99999734183224,2.2300009197369746,19.900000002194904,17.00000006568628,242025.97126055043,0.128378897200866,6.786886106004959e-05,3.4000013379040794,0.38210178498049513,0.12158807536209039,7.096449650051117,0.13115750721929195,48.0003902091319,2.23,2.23,260000.29448010479,502026.1453913705,29.500000000000004,65.63429036687326,600.0,258200.0,1800.0,0.0454266559338921,0.034,180000.0,0.006816695844052033,-0.0036065403549781954,0.0036065580760967454,1.0,1.0,0.05105573349695184,0.05105573349695184,2.0,0.49999968842777553,0.5000003115722245,0.0026456200000000048,0.0032032709309365065,0.005291240000000018,0.001,600.0,1.0,0.0,1.0,0.607124,0.00940584,0.345701,0.075474,9.06781e-05,18.1824,0.506878,0.00226722,0.297524,2.0793,0.00459138,0.00529124,0.0811033,0.628719,680.818,46.8363,0.420741,29.49999867091612,50000.0,49.99999867091612,1.0,0.00010131961949220514,0.00010131737588251639,0.10783504461974913,0.10783493389316205,9.095017008898698e-05,9.095013431003152e-05,2504.0860801563695,2504.0817728296283,7.117741891417049,7.117741799840108,0.015545692825624983,0.015545673626123867,7.764336820376251e-06,7.764374901116979e-06,6.753707637930146e-05,6.753703197841147e-05
5.89,180000.00882486117,0.3280000321594037,0.006816698972274111,0.12134130892698018,0.00013068355694092863,0.04328760841449609,0.0454266579900712,0.03400001495709044,0.04728507110187148,0.13104142477321157,0.00011608836823954913,0.006816698972274111,1800.2949809209526,0.02552786654638114,0.0255278669505707,8.314,303.15,6.022e+23,0.93,1e-09,10.0,0.013,0.61,14.3,0.41,260000.0,50.0,20.5,0.8,47.91198408405031,65.63428920119567,2.23,5.62907756305974e-05,502026.12207773793,322026.12207773793,0.6099996190438792,0.0007105573212450118,0.4,-0.0007105395610531713,42.6396538263077,1.78587,0.00042819413680910844,0.499999996041683,99.99999733597124,2.230000922668898,19.90000000220254,17.00000006585756,242025.97092801236,0.128378897200866,6.786886106004959e-05,3.4000013421886734,0.38210178498049513,0.12158807536209039,7.096449650051117,0.13115750721929195,48.0003902091319,2.23,2.23,260000.29498092094,502026.14544305496,29.500000000000004,65.63429036687326,600.0,258200.0,1800.0,0.0454266559338921,0.034,180000.0,0.006816695844052033,-0.0036065403549781954,0.003606558115170036,1.0,1.0,0.05105573349695184,0.05105573349695184,2.0,0.4999996877407871,0.5000003122592129,0.0026456200000000048,0.0032032709309365065,0.005291240000000018,0.001,600.0,1.0,0.0,1.0,0.607124,0.00940584,0.345701,0.075474,9.06781e-05,18.1824,0.506878,0.00226722,0.297524,2.0793,0.00459138,0.00529124,0.0811033,0.628719,680.818,46.8363,0.420741,29.499998667985615,50000.0,49.999998667985615,1.0,0.00010131962503951245,0.00010131737665362527,0.10783504502636478,0.1078349340006139,9.095017020360004e-05,9.095013431006643e-05,2504.0860808762986,2504.0817659140416,7.11774190064163,7.117741808809702,0.015545692900624866,0.015545673648107047,7.764336821498732e-06,7.764374985933417e-06,6.753707647055921e-05,6.753703196949486e-05
5.9,180000.00884455576,0.3280000321406048,0.006816698981913623,0.12134130893803573,0.00013068355793553836,0.04328760841879624,0.045426657994601286,0.0340000150033139,0.047285071148988556,0.1310414247862123,0.000116088368267864,0.006816698981913623,1800.2954817371183,0.025527866545800342,0.025527866951151498,8.314,303.15,6.022e+23,0.93,1e-09,10.0,0.013,0.61,14.3,0.41,260000.0,50.0,20.5,0.8,47.91198408405031,65.63428919863111,2.23,5.62907756305974e-05,502026.12207773793,322026.12207773793,0.6099996182057539,0.0007105573603185187,0.4,-0.0007105395610531713,42.6396538263077,1.78587,0.00042819413680910844,0.4999999960303072,99.99999733011022,2.2300009256008217,19.90000000221018,17.00000006602884,242025.9705954743,0.128378897200866,6.786886106004959e-05,3.4000013464732666,0.38210178498049513,0.12158807536209039,7.096449650051117,0.13115750721929195,48.0003902091319,2.23,2.23,260000.29548173712,502026.14549473935,29.500000000000004,65.63429036687326,600.0,258200.0,1800.0,0.0454266559338921,0.034,180000.0,0.006816695844052033,-0.0036065403549781954,0.0036065581542435426,1.0,1.0,0.05105573349695184,0.05105573349695184,2.0,0.49999968705379866,0.5000003129462014,0.0026456200000000048,0.0032032709309365065,0.005291240000000018,0.001,600.0,1.0,0.0,1.0,0.607124,0.00940584,0.345701,0.075474,9.06781e-05,18.1824,0.506878,0.00226722,0.297524,2.0793,0.00459138,0.00529124,0.0811033,0.628719,680.818,46.8363,0.420741,29.49999866505511,50000.0,49.99999866505511,1.0,0.00010131963058685062,0.00010131737742473412,0.10783504543298038,0.1078349341080657,9.095017031821308e-05,9.095013431010133e-05,2504.0860815962274,2504.0817589984536,7.117741909866213,7.117741817779295,0.015545692975624744,0.015545673670090219,7.764336822621213e-06,7.764375070750326e-06,6.753707656181697e-05,6.753703196057824e-05
5.91,180000.00886425038,0.32800003212180584,0.006816698991553135,0.12134130894909126,0.00013068355893014808,0.043287608423096396,0.04542665799913136,0.034000015049537376,0.047285071196105644,0.13104142479921307,0.0001160883682961789,0.006816698991553135,1800.2959825532841,0.025527866545219546,0.025527866951732293,8.314,303.15,6.022e+23,0.93,1e-09,10.0,0.013,0.61,14.3,0.41,260000.0,50.0,20.5,0.8,47.91198408405031,65.63428919606656,2.23,5.62907756305974e-05,502026.12207773793,322026.12207773793,0.6099996173676286,0.0007105573993918091,0.4,-0.0007105395610531713,42.6396538263077,1.78587,0.00042819413680910844,0.49999999601893147,99.99999732424922,2.2300009285327453,19.900000002217816,17.00000006620012,242025.97026293626,0.128378897200866,6.786886106004959e-05,3.4000013507578606,0.38210178498049513,0.12158807536209039,7.096449650051117,0.13115750721929195,48.0003902091319,2.23,2.23,260000.29598255327,502026.14554642374,29.500000000000004,65.63429036687326,600.0,258200.0,1800.0,0.0454266559338921,0.034,180000.0,0.006816695844052033,-0.0036065403549781954,0.003606558193316833,1.0,1.0,0.05105573349695184,0.05105573349695184,2.0,0.4999996863668104,0.5000003136331896,0.0026456200000000048,0.0032032709309365065,0.005291240000000018,0.001,600.0,1.0,0.0,1.0,0.607124,0.00940584,0.345701,0.075474,9.06781e-05,18.1824,0.506878,0.00226722,0.297524,2.0793,0.00459138,0.00529124,0.0811033,0.628719,680.818,46.8363,0.420741,29.499998662124604,50000.0,49.999998662124604,1.0,0.00010131963613415789,0.00010131737819584298,0.10783504583959597,0.10783493421551756,9.095017043282614e-05,9.095013431013623e-05,2504.0860823161565,2504.0817520828673,7.117741919090795,7.117741826748889,0.015545693050624627,0.015545673692073401,7.764336823743695e-06,7.764375155566762e-06,6.75370766530747e-05,6.753703195166164e-05
