Time,C,P,Q,Qp,Pstar,P0,Q0,lambda_P,k_PQ,k_Qp_P,delta_QP,gamma,KDE,K,plama,tissue
1.49,0.6993527632137012,6.283575560216239,33.095141599476364,8.03161657470661,47.41033373439921,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
1.5,0.6976763291794671,6.279960245285697,33.05474955609552,8.071088052472698,47.40579785385392,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
1.51,0.6960039142855183,6.27636714431676,33.01450385881468,8.110408530308833,47.40127953344027,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
1.52,0.6943355083795717,6.272796134158406,32.97440357461538,8.149578963935626,47.39677867270941,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
1.53,0.6926711018370307,6.269247129131637,32.93444805355006,8.188600021112713,47.392295203794404,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
1.54,0.6910106850690516,6.2657200449390045,32.894636656106755,8.227472358966223,47.38782906001198,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
1.55,0.6893542485095874,6.262214797714914,32.854968746034885,8.266196631286576,47.38338017503637,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
1.56,0.6877017826153222,6.258731304021523,32.81544369031414,8.304773488560107,47.37894848289577,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
1.57,0.686053277865605,6.255269480844636,32.77606085912349,8.3432035780007,47.37453391796883,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
1.58,0.6844087247623828,6.251829245589611,32.73681962581007,8.38148754358141,47.37013641498109,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
1.59,0.6827681138301351,6.248410516077248,32.697719366858195,8.419626026066094,47.365755909001535,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
1.6,0.6811314356158071,6.245013210539695,32.65875946185827,8.457619663041047,47.36139233543901,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
1.61,0.6794986806887435,6.241637247616343,32.619939293475746,8.495469088946619,47.35704563003871,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
1.62,0.6778698396406222,6.238282546349724,32.581258247420074,8.533174935108853,47.35271572887865,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
1.6300000000000001,0.676244903085388,6.23494902618141,32.54271571241366,8.57073782977111,47.34840256836618,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
1.6400000000000001,0.6746238616591866,6.231636606947914,32.50431108016082,8.608158398125695,47.34410608523443,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
1.6500000000000001,0.673006706020298,6.2283452088765845,32.4660437453167,8.645437262345492,47.33982621653878,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
1.6600000000000001,0.6713934268490702,6.225074752581503,32.42791310545628,8.68257504161559,47.33556289965337,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
1.67,0.6697840148478533,6.22182515905939,32.38991856104324,8.719572352164905,47.33131607226753,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
1.68,0.6681784607409325,6.218596349685492,32.35205951539901,8.756429807297824,47.327085672382324,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
1.69,0.6665767553200377,6.2153882507275435,32.31433540888378,8.793147982601916,47.32287164221324,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
1.7,0.6649788895659132,6.212200805399995,32.27674581017499,8.82972732303722,47.3186739386122,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
1.71,0.6633848540761015,6.209033917140256,32.239289986737134,8.86616858014738,47.31449248402477,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
1.72,0.6617946396691514,6.205887509508888,32.20196735840492,8.902472350365482,47.3103272182793,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
1.73,0.6602082371856343,6.202761506465938,32.16477734802948,8.938639227038637,47.30617808153406,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
1.74,0.6586256374880879,6.199655832367877,32.127719381455194,8.974669800451588,47.302045014274654,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
1.75,0.6570468314609609,6.196570411964543,32.090792887496534,9.010564657850301,47.29792795731138,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
1.76,0.6554718100105567,6.193505170396083,32.05399729791491,9.046324383465562,47.29382685177656,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
1.77,0.6539005640649783,6.190460033189889,32.01733204739552,9.081949558536577,47.289741639121985,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
1.78,0.6523330845740721,6.187434926257542,31.980796573524163,9.117440761334562,47.28567226111627,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
1.79,0.650769362509372,6.184429775891751,31.944390316764107,9.15279856718635,47.28161865984221,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
1.8,0.649209388864044,6.181444508763293,31.90811272043291,9.188023548497975,47.277580777694176,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
1.81,0.6476531546528302,6.178479051917955,31.871963230679288,9.223116274778283,47.27355855737553,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
1.82,0.646100650911993,6.175533332773472,31.83594129645992,9.258077312662513,47.269551941895905,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
1.83,0.6445518686992595,6.1726072791164714,31.800046369516327,9.292907225935911,47.26556087456871,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
1.84,0.6430067990937656,6.169700819099409,31.764277904351673,9.32760657555731,47.261585299008395,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
1.85,0.6414654331960001,6.1668138812375135,31.72863535820764,9.36217591968274,47.2576251591279,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
1.86,0.6399277621277493,6.163946394405722,31.693118191041254,9.396615813689015,47.253680399135995,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
1.87,0.6383937770320409,6.161098287835625,31.657725865501728,9.43092681019734,47.249750963534694,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
1.8800000000000001,0.6368634690846489,6.158269494506892,31.622457872893122,9.465109432596304,47.24583679999631,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
1.8900000000000001,0.6353368294847525,6.155459948417894,31.587313712280356,9.499164196349758,47.24193785704801,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
1.9000000000000001,0.6338138494212718,6.152669574714022,31.552292814918903,9.533091686064129,47.23805407569705,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
1.9100000000000001,0.6322945201224921,6.149898304272261,31.517394655904237,9.566892441627202,47.2341854018037,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
1.92,0.6307788328377104,6.14714606832538,31.482618713018685,9.600567000176483,47.23033178152055,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
1.93,0.6292667788371809,6.144412798459231,31.44796446671102,9.634115896119983,47.226493161290236,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
1.94,0.6277583494120604,6.141698426610052,31.413431400076092,9.66753966115699,47.222669487843135,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
1.95,0.6262535358743543,6.1390028850617675,31.379018998834393,9.700838824298852,47.21886070819501,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
1.96,0.6247523295568611,6.13632610644329,31.344726751311693,9.734013911889756,47.215066769644736,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
1.97,0.6232547218131184,6.133668023725825,31.31055414841863,9.767065447627504,47.21128761977195,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
1.98,0.6217607040173485,6.131028570220164,31.276500683630314,9.799993952584295,47.20752320643477,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
1.99,0.6202702675644036,6.1284076795739955,31.24256585296593,9.83279994522751,47.20377347776744,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
2.0,0.6187834038697111,6.125805285769199,31.20874915496836,9.865483941440477,47.200038382178036,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
2.0100000000000002,0.6173001043692196,6.12322132311915,31.17505009068375,9.89804645454326,47.19631786834616,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
2.02,0.6158203605193436,6.12065572626602,31.141468163641157,9.93048799531344,47.19261188522062,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
2.0300000000000002,0.6143441637969098,6.11810843017808,31.108002879832117,9.962809072006884,47.18892038201708,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
2.04,0.6128715056991019,6.115579370146998,31.074653747690267,9.995010190378535,47.1852433082158,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
2.05,0.6114023777434062,6.113068481785143,31.04142027807095,10.027091853703181,47.18158061355928,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
2.06,0.6099367714675573,6.110575701022888,31.008301984230815,10.059054562796248,47.17793224804995,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
2.07,0.6084746784390797,6.108100967052828,30.975298403987157,10.090898793542815,47.1742981645828,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
2.08,0.6070160902372639,6.105644216808973,30.942409058165953,10.122625039034217,47.170678314009145,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
2.09,0.6055609984537256,6.103205385152294,30.909633451998268,10.154233808152064,47.167072645302625,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
2.1,0.6041093947071026,6.10078440939836,30.876971109197022,10.18572559101224,47.163481109607616,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
2.11,0.6026612706360349,6.098381227175304,30.844421555835122,10.217100875313623,47.159903658324055,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
2.12,0.6012166178991097,6.095995776421336,30.81198432032659,10.248360146357346,47.15634024310528,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
2.13,0.5997754281748089,6.093627995382238,30.779658933407674,10.279503887066033,47.152790815855944,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
2.14,0.5983376931614534,6.091277822608865,30.747444928117947,10.310532578003063,47.14925532872987,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
2.15,0.5969034045771507,6.088945196954654,30.715341839781445,10.341446697391795,47.145733734127894,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
2.16,0.5954725541597408,6.086630057573118,30.683349205987763,10.372246721134838,47.14222598469572,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
2.17,0.5940451336667413,6.084332343915354,30.651466566573184,10.40293312283328,47.13873203332182,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
2.18,0.5926211348752948,6.082051995727541,30.619693463601777,10.433506373805951,47.13525183313527,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
2.19,0.5912005495821141,6.079788953048444,30.588029441346528,10.463966943108657,47.13178533750363,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
2.2,0.5897833696034287,6.077543156206917,30.55647404627043,10.49431529755344,47.12833250003079,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
2.21,0.5883695867749311,6.0753145458194036,30.52502682700764,10.524551901727811,47.12489327455486,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
2.22,0.5869591929517223,6.073103062787437,30.493687334344536,10.554677218014016,47.12146761514599,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
2.23,0.5855521800082584,6.070908648295147,30.462455121200883,10.584691706608265,47.11805547610429,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
2.24,0.5841485398382964,6.0687312438067575,30.431329742610913,10.614595825539995,47.114656811957666,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
2.25,0.5827482643548408,6.06657079106409,30.400310755704464,10.644390030691103,47.11127157745966,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
2.2600000000000002,0.5813513456208299,6.064427244959316,30.369397815849158,10.674074678366248,47.10789973917472,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
2.27,0.579957775530959,6.062300542203913,30.338590442648716,10.703650262428607,47.10454124728123,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
2.2800000000000002,0.5785675460171537,6.060190621566394,30.307888171091836,10.733117261126784,47.10119605378502,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
2.29,0.5771806490715403,6.058097426137132,30.27729056846716,10.762476119953417,47.09786411455771,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
2.3000000000000003,0.5757970767052872,6.056020899277975,30.246797204112063,10.791727282301627,47.09454538569167,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
2.31,0.5744168209485504,6.053960984619625,30.216407649392824,10.820871189485265,47.091239823497716,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
2.32,0.5730398738504172,6.051917626059,30.186121477684715,10.849908280759152,47.08794738450287,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
2.33,0.5716662274788522,6.049890767756609,30.155938264352148,10.878838993339334,47.084668025448096,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
2.34,0.5702958739206411,6.0478803541339206,30.125857586728806,10.907663762423327,47.081401703286055,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
2.35,0.568928805281336,6.045886329870733,30.095879024097748,10.936383021210363,47.07814837517884,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
2.36,0.5675650136852002,6.043908639902541,30.06600215767157,10.964997200921628,47.07490799849574,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
2.37,0.5662044912751524,6.041947229417913,30.03622657057251,10.99350673082053,47.07168053081095,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
2.38,0.5648472302127121,6.040002043855853,30.006551847812577,11.021912038232927,47.06846592990136,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
2.39,0.5634932226779442,6.038073028903176,29.976977576273697,11.050213548567383,47.06526415374426,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
2.4,0.5621424608694034,6.036160130491876,29.947503344687814,11.07841168533541,47.0620751605151,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
2.41,0.5607949370040796,6.034263294796497,29.918128743617036,11.106506870171723,47.058898908585256,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
2.42,0.559450643317342,6.032382468231499,29.88885336543377,11.134499522854476,47.05573535651975,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
2.43,0.5581095720628843,6.030517597448636,29.859676804300825,11.162390061325521,47.05258446307498,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
2.44,0.5567717155126695,6.028668629334318,29.83059865615156,11.190178901710642,47.04944618719652,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
2.45,0.5554370659568743,6.026835511006983,29.80161851867001,11.217866458339813,47.0463204880168,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
2.46,0.5541056157038343,6.025018189814471,29.772735991271002,11.245453143767442,47.043207324852915,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
2.47,0.5527773570799884,6.023216613331389,29.743950675080296,11.272939368792613,47.0401066572043,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
2.48,0.5514522824298239,6.021430729356484,29.71526217291471,11.300325542479339,47.03701844475053,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
2.49,0.5501303841158207,6.019660485910012,29.686670089262236,11.327612072176807,47.03394264734905,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
2.5,0.5488116545183971,6.017905831231107,29.65817403026219,11.354799363539625,47.030879225032926,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
2.5100000000000002,0.5474960860358533,6.016166713775152,29.629773603685322,11.381887820548068,47.02782813800854,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
2.52,0.5461836710843172,6.014443082211149,29.601468418913957,11.408877845528325,47.02478934665343,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
2.5300000000000002,0.5448744020976886,6.01273488541909,29.5732580869221,11.435769839172751,47.02176281151394,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
2.54,0.5435682717207908,6.011042091808272,29.54514236467735,11.462564054157465,47.01874851064309,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
2.5500000000000003,0.5422652726951249,6.00936467789544,29.517121069763647,11.489260681690734,47.01574642934982,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
2.56,0.5409653971395163,6.007702556371315,29.489193542687044,11.515860396582276,47.01275649564064,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
2.57,0.5396686375655138,6.006055677644862,29.461359405906627,11.54236358780163,47.00977867135312,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
2.58,0.5383749865024217,6.00442399234886,29.43361828356801,11.568770642588868,47.00681291850574,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
2.59,0.5370844364972484,6.0028074513376115,29.405969801485952,11.59508194647233,47.00385919929589,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
2.6,0.535796980114654,6.001206005684642,29.37841358712698,11.621297883286347,47.00091747609797,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
2.61,0.5345126099368989,5.999619606680402,29.350949269591972,11.647418835188978,46.997987711461356,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
2.62,0.533231318563791,5.998048205829969,29.323576479598795,11.673445182679734,46.9950698681085,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
2.63,0.5319530986126347,5.9964917548507515,29.296294849464903,11.69937730461731,46.99216390893296,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
2.64,0.5306779427181786,5.994950205670189,29.269104013089947,11.72521557823732,46.989269796997455,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
2.65,0.5294058435325636,5.993423510423452,29.242003605938393,11.750960379170017,46.986387495531865,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
2.66,0.5281367937252708,5.991911621451152,29.214993265022127,11.776612081458032,46.983516967931315,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
2.67,0.5268707859830702,5.990414491297036,29.18807262888307,11.802171057574098,46.98065817775421,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
2.68,0.5256078130099682,5.9889320727056905,29.161241337575788,11.827637678438784,46.977811088720266,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
2.69,0.5243478675271557,5.987464318620248,29.134499032650098,11.85301231343822,46.974975664708566,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
2.7,0.5230909422729564,5.98601118218008,29.107845357133687,11.878295330441835,46.972151869755606,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
2.71,0.5218370300027753,5.98457261671851,29.08127995551472,11.903487095820077,46.96933966805331,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
2.72,0.5205861234890458,5.9831485757605085,29.05480247372445,11.928587974462152,46.966539023947114,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
2.73,0.5193382155211785,5.9817390130203965,29.028412559119825,11.953598329793746,46.963749901933966,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
2.74,0.5180932989055094,5.980343882399549,29.00210986046611,11.978518523794762,46.96097226666042,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
2.75,0.5168513664652473,5.978963137984096,28.975894027919484,12.003348917017043,46.958206082920626,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
2.7600000000000002,0.5156124110404224,5.977596734042627,28.949764713009667,12.028089868602107,46.9554513156544,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
2.77,0.5143764254878347,5.976244625023886,28.923721568622515,12.052741736298879,46.95270792994528,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
2.7800000000000002,0.513143402681001,5.974906765554485,28.89776424898264,12.077304876481413,46.94997589101854,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
2.79,0.5119133355101042,5.973583110436596,28.871892409636022,12.101779644166628,46.947255164239245,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
2.8000000000000003,0.5106862168819406,5.972273614645659,28.846105707432617,12.126166393032037,46.944545715110316,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
2.81,0.5094620397198684,5.970978233328083,28.820403800508966,12.150465475433473,46.941847509270524,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
2.82,0.5082407969637555,5.969696921798944,28.79478634827081,12.174677242422826,46.93916051249258,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
2.83,0.5070224823234589,5.96842970886907,28.769253571747004,12.198801471957493,46.93648475257357,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
2.84,0.5058070882161301,5.967176496118033,28.743804719666194,12.222838934130493,46.93382014991472,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
2.85,0.5045946075647012,5.965937232915446,28.71843940594158,12.246790026388119,46.931166665245144,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
2.86,0.5033850333839078,5.964711876137708,28.69315730183297,12.270655087650745,46.92852426562142,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
2.87,0.5021783587050925,5.963500382853139,28.667958080047892,12.294434455352544,46.925892918253574,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
2.88,0.5009745765761592,5.962302710320254,28.642841414728576,12.3181284654548,46.92327259050363,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
2.89,0.4997736800615268,5.961118815986023,28.617806981438825,12.341737452459244,46.920663249884086,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
2.9,0.4985756622420832,5.959948657484136,28.592854457150985,12.365261749421377,46.9180648640565,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
2.91,0.4973805162151392,5.958792192633281,28.56798352023284,12.388701687963803,46.91547740082992,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
2.92,0.4961882350943823,5.957649379435395,28.543193850434562,12.412057598289545,46.9129008281595,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
2.93,0.4949988120098306,5.956520176073946,28.51848512887561,12.435329809195386,46.91033511414494,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
2.94,0.49381224010778685,5.955404540912188,28.493857038031692,12.45851864808518,46.90778022702906,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
2.95,0.492628512550792,5.954302432491434,28.469309261721648,12.481624440983197,46.905236135196276,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
2.96,0.4914476225175796,5.953213809529323,28.444841485094415,12.50464751254743,46.90270280717117,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
2.97,0.4902695632030291,5.9521386309180855,28.42045339461592,12.527588186082944,46.90018021161695,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
2.98,0.4890943278181204,5.951076855722805,28.396144678056032,12.550446783555184,46.89766831733402,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
