Time,species_1,species_2,parameter_1,parameter_2,parameter_3,parameter_4,parameter_5,compartment_1
3.01,0.005776675777902688,0.020329826471237843,0.025,1.0,0.5,3.5,1.25,1.0
3.02,0.005776675777902761,0.0203298264712378,0.025,1.0,0.5,3.5,1.25,1.0
3.03,0.005776675777902834,0.02032982647123776,0.025,1.0,0.5,3.5,1.25,1.0
3.04,0.005776675777902907,0.020329826471237718,0.025,1.0,0.5,3.5,1.25,1.0
3.05,0.00577667577790298,0.020329826471237676,0.025,1.0,0.5,3.5,1.25,1.0
3.06,0.005776675777903053,0.020329826471237634,0.025,1.0,0.5,3.5,1.25,1.0
3.07,0.005776675777903126,0.020329826471237593,0.025,1.0,0.5,3.5,1.25,1.0
3.08,0.005776675777903199,0.02032982647123755,0.025,1.0,0.5,3.5,1.25,1.0
3.09,0.0057766757779032715,0.02032982647123751,0.025,1.0,0.5,3.5,1.25,1.0
3.1,0.005776675777903344,0.020329826471237468,0.025,1.0,0.5,3.5,1.25,1.0
3.11,0.005776675777903417,0.020329826471237426,0.025,1.0,0.5,3.5,1.25,1.0
3.12,0.00577667577790349,0.020329826471237385,0.025,1.0,0.5,3.5,1.25,1.0
3.13,0.005776675777903563,0.020329826471237343,0.025,1.0,0.5,3.5,1.25,1.0
3.14,0.005776675777903636,0.0203298264712373,0.025,1.0,0.5,3.5,1.25,1.0
3.15,0.005776675777903709,0.02032982647123726,0.025,1.0,0.5,3.5,1.25,1.0
3.16,0.0057766757779037815,0.020329826471237218,0.025,1.0,0.5,3.5,1.25,1.0
3.17,0.005776675777903854,0.020329826471237177,0.025,1.0,0.5,3.5,1.25,1.0
3.18,0.005776675777903927,0.020329826471237135,0.025,1.0,0.5,3.5,1.25,1.0
3.19,0.005776675777904,0.020329826471237093,0.025,1.0,0.5,3.5,1.25,1.0
3.2,0.005776675777904073,0.02032982647123705,0.025,1.0,0.5,3.5,1.25,1.0
3.21,0.005776675777904146,0.020329826471237007,0.025,1.0,0.5,3.5,1.25,1.0
3.22,0.005776675777904219,0.020329826471236965,0.025,1.0,0.5,3.5,1.25,1.0
3.23,0.005776675777904292,0.020329826471236923,0.025,1.0,0.5,3.5,1.25,1.0
3.24,0.005776675777904365,0.02032982647123688,0.025,1.0,0.5,3.5,1.25,1.0
3.25,0.005776675777904438,0.02032982647123684,0.025,1.0,0.5,3.5,1.25,1.0
3.26,0.005776675777904511,0.0203298264712368,0.025,1.0,0.5,3.5,1.25,1.0
3.27,0.005776675777904584,0.020329826471236757,0.025,1.0,0.5,3.5,1.25,1.0
3.28,0.005776675777904657,0.020329826471236715,0.025,1.0,0.5,3.5,1.25,1.0
3.29,0.0057766757779047296,0.020329826471236673,0.025,1.0,0.5,3.5,1.25,1.0
3.3,0.005776675777904802,0.020329826471236632,0.025,1.0,0.5,3.5,1.25,1.0
3.31,0.005776675777904875,0.02032982647123659,0.025,1.0,0.5,3.5,1.25,1.0
3.32,0.005776675777904948,0.02032982647123655,0.025,1.0,0.5,3.5,1.25,1.0
3.33,0.005776675777905021,0.020329826471236507,0.025,1.0,0.5,3.5,1.25,1.0
3.34,0.005776675777905094,0.020329826471236465,0.025,1.0,0.5,3.5,1.25,1.0
3.35,0.005776675777905167,0.020329826471236424,0.025,1.0,0.5,3.5,1.25,1.0
3.36,0.00577667577790524,0.020329826471236382,0.025,1.0,0.5,3.5,1.25,1.0
3.37,0.005776675777905312,0.02032982647123634,0.025,1.0,0.5,3.5,1.25,1.0
3.38,0.005776675777905385,0.0203298264712363,0.025,1.0,0.5,3.5,1.25,1.0
3.39,0.005776675777905458,0.020329826471236257,0.025,1.0,0.5,3.5,1.25,1.0
3.4,0.005776675777905531,0.020329826471236215,0.025,1.0,0.5,3.5,1.25,1.0
3.41,0.005776675777905604,0.020329826471236174,0.025,1.0,0.5,3.5,1.25,1.0
3.42,0.005776675777905677,0.020329826471236132,0.025,1.0,0.5,3.5,1.25,1.0
3.43,0.0057766757779057504,0.02032982647123609,0.025,1.0,0.5,3.5,1.25,1.0
3.44,0.005776675777905823,0.02032982647123605,0.025,1.0,0.5,3.5,1.25,1.0
3.45,0.005776675777905896,0.020329826471236007,0.025,1.0,0.5,3.5,1.25,1.0
3.46,0.005776675777905969,0.020329826471235962,0.025,1.0,0.5,3.5,1.25,1.0
3.47,0.005776675777906042,0.02032982647123592,0.025,1.0,0.5,3.5,1.25,1.0
3.48,0.005776675777906115,0.02032982647123588,0.025,1.0,0.5,3.5,1.25,1.0
3.49,0.005776675777906188,0.020329826471235837,0.025,1.0,0.5,3.5,1.25,1.0
3.5,0.0057766757779062605,0.020329826471235796,0.025,1.0,0.5,3.5,1.25,1.0
3.51,0.005776675777906333,0.020329826471235754,0.025,1.0,0.5,3.5,1.25,1.0
3.52,0.005776675777906406,0.020329826471235712,0.025,1.0,0.5,3.5,1.25,1.0
3.53,0.005776675777906479,0.02032982647123567,0.025,1.0,0.5,3.5,1.25,1.0
3.54,0.005776675777906552,0.02032982647123563,0.025,1.0,0.5,3.5,1.25,1.0
3.55,0.005776675777906625,0.020329826471235588,0.025,1.0,0.5,3.5,1.25,1.0
3.56,0.005776675777906698,0.020329826471235546,0.025,1.0,0.5,3.5,1.25,1.0
3.57,0.0057766757779067705,0.020329826471235504,0.025,1.0,0.5,3.5,1.25,1.0
3.58,0.005776675777906843,0.020329826471235463,0.025,1.0,0.5,3.5,1.25,1.0
3.59,0.005776675777906916,0.02032982647123542,0.025,1.0,0.5,3.5,1.25,1.0
3.6,0.005776675777906989,0.02032982647123538,0.025,1.0,0.5,3.5,1.25,1.0
3.61,0.005776675777907062,0.020329826471235338,0.025,1.0,0.5,3.5,1.25,1.0
3.62,0.005776675777907135,0.020329826471235296,0.025,1.0,0.5,3.5,1.25,1.0
3.63,0.0057766757779072085,0.020329826471235254,0.025,1.0,0.5,3.5,1.25,1.0
3.64,0.005776675777907281,0.020329826471235213,0.025,1.0,0.5,3.5,1.25,1.0
3.65,0.005776675777907354,0.02032982647123517,0.025,1.0,0.5,3.5,1.25,1.0
3.66,0.005776675777907427,0.02032982647123513,0.025,1.0,0.5,3.5,1.25,1.0
3.67,0.0057766757779075,0.020329826471235088,0.025,1.0,0.5,3.5,1.25,1.0
3.68,0.005776675777907573,0.020329826471235046,0.025,1.0,0.5,3.5,1.25,1.0
3.69,0.005776675777907646,0.020329826471235005,0.025,1.0,0.5,3.5,1.25,1.0
3.7,0.0057766757779077185,0.020329826471234963,0.025,1.0,0.5,3.5,1.25,1.0
3.71,0.005776675777907791,0.020329826471234918,0.025,1.0,0.5,3.5,1.25,1.0
3.72,0.005776675777907864,0.020329826471234876,0.025,1.0,0.5,3.5,1.25,1.0
3.73,0.005776675777907937,0.020329826471234835,0.025,1.0,0.5,3.5,1.25,1.0
3.74,0.00577667577790801,0.020329826471234793,0.025,1.0,0.5,3.5,1.25,1.0
3.75,0.005776675777908083,0.02032982647123475,0.025,1.0,0.5,3.5,1.25,1.0
3.76,0.005776675777908156,0.02032982647123471,0.025,1.0,0.5,3.5,1.25,1.0
3.77,0.0057766757779082285,0.020329826471234668,0.025,1.0,0.5,3.5,1.25,1.0
3.78,0.005776675777908301,0.020329826471234626,0.025,1.0,0.5,3.5,1.25,1.0
3.79,0.005776675777908374,0.020329826471234585,0.025,1.0,0.5,3.5,1.25,1.0
3.8,0.005776675777908447,0.020329826471234543,0.025,1.0,0.5,3.5,1.25,1.0
3.81,0.00577667577790852,0.0203298264712345,0.025,1.0,0.5,3.5,1.25,1.0
3.82,0.005776675777908593,0.02032982647123446,0.025,1.0,0.5,3.5,1.25,1.0
3.83,0.0057766757779086665,0.02032982647123442,0.025,1.0,0.5,3.5,1.25,1.0
3.84,0.005776675777908739,0.020329826471234377,0.025,1.0,0.5,3.5,1.25,1.0
3.85,0.005776675777908812,0.020329826471234335,0.025,1.0,0.5,3.5,1.25,1.0
3.86,0.005776675777908885,0.020329826471234293,0.025,1.0,0.5,3.5,1.25,1.0
3.87,0.005776675777908958,0.020329826471234252,0.025,1.0,0.5,3.5,1.25,1.0
3.88,0.005776675777909031,0.02032982647123421,0.025,1.0,0.5,3.5,1.25,1.0
3.89,0.005776675777909104,0.02032982647123417,0.025,1.0,0.5,3.5,1.25,1.0
3.9,0.0057766757779091765,0.020329826471234127,0.025,1.0,0.5,3.5,1.25,1.0
3.91,0.005776675777909249,0.020329826471234085,0.025,1.0,0.5,3.5,1.25,1.0
3.92,0.005776675777909322,0.020329826471234044,0.025,1.0,0.5,3.5,1.25,1.0
3.93,0.005776675777909395,0.020329826471234002,0.025,1.0,0.5,3.5,1.25,1.0
3.94,0.005776675777909468,0.02032982647123396,0.025,1.0,0.5,3.5,1.25,1.0
3.95,0.005776675777909541,0.02032982647123392,0.025,1.0,0.5,3.5,1.25,1.0
3.96,0.005776675777909614,0.020329826471233874,0.025,1.0,0.5,3.5,1.25,1.0
3.97,0.0057766757779096865,0.020329826471233832,0.025,1.0,0.5,3.5,1.25,1.0
3.98,0.005776675777909759,0.02032982647123379,0.025,1.0,0.5,3.5,1.25,1.0
3.99,0.005776675777909832,0.02032982647123375,0.025,1.0,0.5,3.5,1.25,1.0
4.0,0.005776675777909905,0.020329826471233707,0.025,1.0,0.5,3.5,1.25,1.0
4.01,0.005776675777909978,0.020329826471233665,0.025,1.0,0.5,3.5,1.25,1.0
4.02,0.005776675777910051,0.020329826471233624,0.025,1.0,0.5,3.5,1.25,1.0
4.03,0.0057766757779101245,0.020329826471233582,0.025,1.0,0.5,3.5,1.25,1.0
4.04,0.005776675777910197,0.02032982647123354,0.025,1.0,0.5,3.5,1.25,1.0
4.05,0.00577667577791027,0.0203298264712335,0.025,1.0,0.5,3.5,1.25,1.0
4.06,0.005776675777910343,0.020329826471233457,0.025,1.0,0.5,3.5,1.25,1.0
4.07,0.005776675777910416,0.020329826471233416,0.025,1.0,0.5,3.5,1.25,1.0
4.08,0.005776675777910489,0.020329826471233374,0.025,1.0,0.5,3.5,1.25,1.0
4.09,0.005776675777910562,0.020329826471233332,0.025,1.0,0.5,3.5,1.25,1.0
4.1,0.0057766757779106346,0.02032982647123329,0.025,1.0,0.5,3.5,1.25,1.0
4.11,0.005776675777910707,0.02032982647123325,0.025,1.0,0.5,3.5,1.25,1.0
4.12,0.00577667577791078,0.020329826471233207,0.025,1.0,0.5,3.5,1.25,1.0
4.13,0.005776675777910853,0.020329826471233166,0.025,1.0,0.5,3.5,1.25,1.0
4.14,0.005776675777910926,0.020329826471233124,0.025,1.0,0.5,3.5,1.25,1.0
4.15,0.005776675777910999,0.020329826471233083,0.025,1.0,0.5,3.5,1.25,1.0
4.16,0.005776675777911072,0.02032982647123304,0.025,1.0,0.5,3.5,1.25,1.0
4.17,0.005776675777911145,0.020329826471233,0.025,1.0,0.5,3.5,1.25,1.0
4.18,0.005776675777911217,0.020329826471232958,0.025,1.0,0.5,3.5,1.25,1.0
4.19,0.00577667577791129,0.020329826471232916,0.025,1.0,0.5,3.5,1.25,1.0
4.2,0.005776675777911363,0.020329826471232874,0.025,1.0,0.5,3.5,1.25,1.0
4.21,0.005776675777911436,0.02032982647123283,0.025,1.0,0.5,3.5,1.25,1.0
4.22,0.005776675777911509,0.020329826471232788,0.025,1.0,0.5,3.5,1.25,1.0
4.23,0.005776675777911583,0.020329826471232746,0.025,1.0,0.5,3.5,1.25,1.0
4.24,0.0057766757779116554,0.020329826471232704,0.025,1.0,0.5,3.5,1.25,1.0
4.25,0.005776675777911728,0.020329826471232663,0.025,1.0,0.5,3.5,1.25,1.0
4.26,0.005776675777911801,0.02032982647123262,0.025,1.0,0.5,3.5,1.25,1.0
4.27,0.005776675777911874,0.02032982647123258,0.025,1.0,0.5,3.5,1.25,1.0
4.28,0.005776675777911947,0.020329826471232538,0.025,1.0,0.5,3.5,1.25,1.0
4.29,0.00577667577791202,0.020329826471232496,0.025,1.0,0.5,3.5,1.25,1.0
4.3,0.005776675777912093,0.020329826471232455,0.025,1.0,0.5,3.5,1.25,1.0
4.31,0.0057766757779121655,0.020329826471232413,0.025,1.0,0.5,3.5,1.25,1.0
4.32,0.005776675777912238,0.02032982647123237,0.025,1.0,0.5,3.5,1.25,1.0
4.33,0.005776675777912311,0.02032982647123233,0.025,1.0,0.5,3.5,1.25,1.0
4.34,0.005776675777912384,0.020329826471232288,0.025,1.0,0.5,3.5,1.25,1.0
4.35,0.005776675777912457,0.020329826471232246,0.025,1.0,0.5,3.5,1.25,1.0
4.36,0.00577667577791253,0.020329826471232205,0.025,1.0,0.5,3.5,1.25,1.0
4.37,0.005776675777912603,0.020329826471232163,0.025,1.0,0.5,3.5,1.25,1.0
4.38,0.0057766757779126755,0.02032982647123212,0.025,1.0,0.5,3.5,1.25,1.0
4.39,0.005776675777912748,0.02032982647123208,0.025,1.0,0.5,3.5,1.25,1.0
4.4,0.005776675777912821,0.020329826471232038,0.025,1.0,0.5,3.5,1.25,1.0
4.41,0.005776675777912894,0.020329826471231997,0.025,1.0,0.5,3.5,1.25,1.0
4.42,0.005776675777912967,0.020329826471231955,0.025,1.0,0.5,3.5,1.25,1.0
4.43,0.005776675777913041,0.020329826471231913,0.025,1.0,0.5,3.5,1.25,1.0
4.44,0.0057766757779131135,0.02032982647123187,0.025,1.0,0.5,3.5,1.25,1.0
4.45,0.005776675777913186,0.02032982647123183,0.025,1.0,0.5,3.5,1.25,1.0
4.46,0.005776675777913259,0.020329826471231785,0.025,1.0,0.5,3.5,1.25,1.0
4.47,0.005776675777913332,0.020329826471231743,0.025,1.0,0.5,3.5,1.25,1.0
4.48,0.005776675777913405,0.0203298264712317,0.025,1.0,0.5,3.5,1.25,1.0
4.49,0.005776675777913478,0.02032982647123166,0.025,1.0,0.5,3.5,1.25,1.0
4.5,0.005776675777913551,0.02032982647123162,0.025,1.0,0.5,3.5,1.25,1.0
4.51,0.0057766757779136235,0.020329826471231577,0.025,1.0,0.5,3.5,1.25,1.0
4.52,0.005776675777913696,0.020329826471231535,0.025,1.0,0.5,3.5,1.25,1.0
4.53,0.005776675777913769,0.020329826471231494,0.025,1.0,0.5,3.5,1.25,1.0
4.54,0.005776675777913842,0.020329826471231452,0.025,1.0,0.5,3.5,1.25,1.0
4.55,0.005776675777913915,0.02032982647123141,0.025,1.0,0.5,3.5,1.25,1.0
4.56,0.005776675777913988,0.02032982647123137,0.025,1.0,0.5,3.5,1.25,1.0
4.57,0.005776675777914061,0.020329826471231327,0.025,1.0,0.5,3.5,1.25,1.0
4.58,0.0057766757779141335,0.020329826471231285,0.025,1.0,0.5,3.5,1.25,1.0
4.59,0.005776675777914206,0.020329826471231244,0.025,1.0,0.5,3.5,1.25,1.0
4.6,0.005776675777914279,0.020329826471231202,0.025,1.0,0.5,3.5,1.25,1.0
4.61,0.005776675777914352,0.02032982647123116,0.025,1.0,0.5,3.5,1.25,1.0
4.62,0.005776675777914425,0.02032982647123112,0.025,1.0,0.5,3.5,1.25,1.0
4.63,0.005776675777914499,0.020329826471231077,0.025,1.0,0.5,3.5,1.25,1.0
4.64,0.0057766757779145715,0.020329826471231036,0.025,1.0,0.5,3.5,1.25,1.0
4.65,0.005776675777914644,0.020329826471230994,0.025,1.0,0.5,3.5,1.25,1.0
4.66,0.005776675777914717,0.020329826471230952,0.025,1.0,0.5,3.5,1.25,1.0
4.67,0.00577667577791479,0.02032982647123091,0.025,1.0,0.5,3.5,1.25,1.0
4.68,0.005776675777914863,0.02032982647123087,0.025,1.0,0.5,3.5,1.25,1.0
4.69,0.005776675777914936,0.020329826471230827,0.025,1.0,0.5,3.5,1.25,1.0
4.7,0.005776675777915009,0.020329826471230786,0.025,1.0,0.5,3.5,1.25,1.0
4.71,0.0057766757779150815,0.02032982647123074,0.025,1.0,0.5,3.5,1.25,1.0
4.72,0.005776675777915154,0.0203298264712307,0.025,1.0,0.5,3.5,1.25,1.0
4.73,0.005776675777915227,0.020329826471230657,0.025,1.0,0.5,3.5,1.25,1.0
4.74,0.0057766757779153,0.020329826471230616,0.025,1.0,0.5,3.5,1.25,1.0
4.75,0.005776675777915373,0.020329826471230574,0.025,1.0,0.5,3.5,1.25,1.0
4.76,0.005776675777915446,0.020329826471230533,0.025,1.0,0.5,3.5,1.25,1.0
4.77,0.005776675777915519,0.02032982647123049,0.025,1.0,0.5,3.5,1.25,1.0
4.78,0.0057766757779155915,0.02032982647123045,0.025,1.0,0.5,3.5,1.25,1.0
4.79,0.005776675777915664,0.020329826471230408,0.025,1.0,0.5,3.5,1.25,1.0
4.8,0.005776675777915737,0.020329826471230366,0.025,1.0,0.5,3.5,1.25,1.0
4.81,0.00577667577791581,0.020329826471230324,0.025,1.0,0.5,3.5,1.25,1.0
4.82,0.005776675777915883,0.020329826471230283,0.025,1.0,0.5,3.5,1.25,1.0
4.83,0.005776675777915957,0.02032982647123024,0.025,1.0,0.5,3.5,1.25,1.0
4.84,0.0057766757779160295,0.0203298264712302,0.025,1.0,0.5,3.5,1.25,1.0
4.85,0.005776675777916102,0.020329826471230158,0.025,1.0,0.5,3.5,1.25,1.0
4.86,0.005776675777916175,0.020329826471230116,0.025,1.0,0.5,3.5,1.25,1.0
4.87,0.005776675777916248,0.020329826471230075,0.025,1.0,0.5,3.5,1.25,1.0
4.88,0.005776675777916321,0.020329826471230033,0.025,1.0,0.5,3.5,1.25,1.0
4.89,0.005776675777916394,0.02032982647122999,0.025,1.0,0.5,3.5,1.25,1.0
4.9,0.005776675777916467,0.02032982647122995,0.025,1.0,0.5,3.5,1.25,1.0
4.91,0.0057766757779165396,0.020329826471229908,0.025,1.0,0.5,3.5,1.25,1.0
4.92,0.005776675777916612,0.020329826471229866,0.025,1.0,0.5,3.5,1.25,1.0
4.93,0.005776675777916685,0.020329826471229825,0.025,1.0,0.5,3.5,1.25,1.0
4.94,0.005776675777916758,0.020329826471229783,0.025,1.0,0.5,3.5,1.25,1.0
4.95,0.005776675777916831,0.02032982647122974,0.025,1.0,0.5,3.5,1.25,1.0
4.96,0.005776675777916904,0.020329826471229696,0.025,1.0,0.5,3.5,1.25,1.0
4.97,0.005776675777916977,0.020329826471229655,0.025,1.0,0.5,3.5,1.25,1.0
4.98,0.0057766757779170496,0.020329826471229613,0.025,1.0,0.5,3.5,1.25,1.0
4.99,0.005776675777917122,0.02032982647122957,0.025,1.0,0.5,3.5,1.25,1.0
5.0,0.005776675777917195,0.02032982647122953,0.025,1.0,0.5,3.5,1.25,1.0
5.01,0.005776675777917268,0.020329826471229488,0.025,1.0,0.5,3.5,1.25,1.0
5.02,0.005776675777917341,0.020329826471229447,0.025,1.0,0.5,3.5,1.25,1.0
5.03,0.005776675777917415,0.020329826471229405,0.025,1.0,0.5,3.5,1.25,1.0
5.04,0.005776675777917488,0.020329826471229363,0.025,1.0,0.5,3.5,1.25,1.0
5.05,0.0057766757779175604,0.02032982647122932,0.025,1.0,0.5,3.5,1.25,1.0
5.06,0.005776675777917633,0.02032982647122928,0.025,1.0,0.5,3.5,1.25,1.0
5.07,0.005776675777917706,0.02032982647122924,0.025,1.0,0.5,3.5,1.25,1.0
5.08,0.005776675777917779,0.020329826471229197,0.025,1.0,0.5,3.5,1.25,1.0
5.09,0.005776675777917852,0.020329826471229155,0.025,1.0,0.5,3.5,1.25,1.0
5.1,0.005776675777917925,0.020329826471229114,0.025,1.0,0.5,3.5,1.25,1.0
5.11,0.005776675777917998,0.020329826471229072,0.025,1.0,0.5,3.5,1.25,1.0
5.12,0.0057766757779180705,0.02032982647122903,0.025,1.0,0.5,3.5,1.25,1.0
5.13,0.005776675777918143,0.02032982647122899,0.025,1.0,0.5,3.5,1.25,1.0
5.14,0.005776675777918216,0.020329826471228947,0.025,1.0,0.5,3.5,1.25,1.0
5.15,0.005776675777918289,0.020329826471228905,0.025,1.0,0.5,3.5,1.25,1.0
5.16,0.005776675777918362,0.020329826471228864,0.025,1.0,0.5,3.5,1.25,1.0
5.17,0.005776675777918435,0.020329826471228822,0.025,1.0,0.5,3.5,1.25,1.0
5.18,0.005776675777918508,0.02032982647122878,0.025,1.0,0.5,3.5,1.25,1.0
5.19,0.0057766757779185805,0.02032982647122874,0.025,1.0,0.5,3.5,1.25,1.0
5.2,0.005776675777918653,0.020329826471228697,0.025,1.0,0.5,3.5,1.25,1.0
5.21,0.005776675777918726,0.020329826471228652,0.025,1.0,0.5,3.5,1.25,1.0
5.22,0.005776675777918799,0.02032982647122861,0.025,1.0,0.5,3.5,1.25,1.0
5.23,0.005776675777918873,0.02032982647122857,0.025,1.0,0.5,3.5,1.25,1.0
5.24,0.005776675777918946,0.020329826471228527,0.025,1.0,0.5,3.5,1.25,1.0
5.25,0.0057766757779190185,0.020329826471228486,0.025,1.0,0.5,3.5,1.25,1.0
5.26,0.005776675777919091,0.020329826471228444,0.025,1.0,0.5,3.5,1.25,1.0
5.27,0.005776675777919164,0.020329826471228402,0.025,1.0,0.5,3.5,1.25,1.0
5.28,0.005776675777919237,0.02032982647122836,0.025,1.0,0.5,3.5,1.25,1.0
5.29,0.00577667577791931,0.02032982647122832,0.025,1.0,0.5,3.5,1.25,1.0
5.3,0.005776675777919383,0.020329826471228277,0.025,1.0,0.5,3.5,1.25,1.0
5.31,0.005776675777919456,0.020329826471228236,0.025,1.0,0.5,3.5,1.25,1.0
5.32,0.0057766757779195285,0.020329826471228194,0.025,1.0,0.5,3.5,1.25,1.0
5.33,0.005776675777919601,0.020329826471228152,0.025,1.0,0.5,3.5,1.25,1.0
5.34,0.005776675777919674,0.02032982647122811,0.025,1.0,0.5,3.5,1.25,1.0
5.35,0.005776675777919747,0.02032982647122807,0.025,1.0,0.5,3.5,1.25,1.0
5.36,0.00577667577791982,0.020329826471228028,0.025,1.0,0.5,3.5,1.25,1.0
5.37,0.005776675777919893,0.020329826471227986,0.025,1.0,0.5,3.5,1.25,1.0
5.38,0.005776675777919966,0.020329826471227944,0.025,1.0,0.5,3.5,1.25,1.0
5.39,0.0057766757779200385,0.020329826471227903,0.025,1.0,0.5,3.5,1.25,1.0
5.4,0.005776675777920111,0.02032982647122786,0.025,1.0,0.5,3.5,1.25,1.0
5.41,0.005776675777920184,0.02032982647122782,0.025,1.0,0.5,3.5,1.25,1.0
5.42,0.005776675777920257,0.020329826471227778,0.025,1.0,0.5,3.5,1.25,1.0
5.43,0.005776675777920331,0.020329826471227736,0.025,1.0,0.5,3.5,1.25,1.0
5.44,0.005776675777920404,0.020329826471227695,0.025,1.0,0.5,3.5,1.25,1.0
5.45,0.0057766757779204765,0.020329826471227653,0.025,1.0,0.5,3.5,1.25,1.0
5.46,0.005776675777920549,0.020329826471227608,0.025,1.0,0.5,3.5,1.25,1.0
5.47,0.005776675777920622,0.020329826471227566,0.025,1.0,0.5,3.5,1.25,1.0
5.48,0.005776675777920695,0.020329826471227525,0.025,1.0,0.5,3.5,1.25,1.0
5.49,0.005776675777920768,0.020329826471227483,0.025,1.0,0.5,3.5,1.25,1.0
5.5,0.005776675777920841,0.02032982647122744,0.025,1.0,0.5,3.5,1.25,1.0
5.51,0.005776675777920914,0.0203298264712274,0.025,1.0,0.5,3.5,1.25,1.0
5.52,0.0057766757779209865,0.020329826471227358,0.025,1.0,0.5,3.5,1.25,1.0
5.53,0.005776675777921059,0.020329826471227316,0.025,1.0,0.5,3.5,1.25,1.0
5.54,0.005776675777921132,0.020329826471227275,0.025,1.0,0.5,3.5,1.25,1.0
5.55,0.005776675777921205,0.020329826471227233,0.025,1.0,0.5,3.5,1.25,1.0
5.56,0.005776675777921278,0.02032982647122719,0.025,1.0,0.5,3.5,1.25,1.0
5.57,0.005776675777921351,0.02032982647122715,0.025,1.0,0.5,3.5,1.25,1.0
5.58,0.005776675777921424,0.020329826471227108,0.025,1.0,0.5,3.5,1.25,1.0
5.59,0.0057766757779214965,0.020329826471227067,0.025,1.0,0.5,3.5,1.25,1.0
5.6,0.005776675777921569,0.020329826471227025,0.025,1.0,0.5,3.5,1.25,1.0
5.61,0.005776675777921642,0.020329826471226983,0.025,1.0,0.5,3.5,1.25,1.0
5.62,0.005776675777921715,0.02032982647122694,0.025,1.0,0.5,3.5,1.25,1.0
5.63,0.005776675777921789,0.0203298264712269,0.025,1.0,0.5,3.5,1.25,1.0
5.64,0.005776675777921862,0.02032982647122686,0.025,1.0,0.5,3.5,1.25,1.0
5.65,0.0057766757779219345,0.020329826471226817,0.025,1.0,0.5,3.5,1.25,1.0
5.66,0.005776675777922007,0.020329826471226775,0.025,1.0,0.5,3.5,1.25,1.0
5.67,0.00577667577792208,0.020329826471226733,0.025,1.0,0.5,3.5,1.25,1.0
5.68,0.005776675777922153,0.020329826471226692,0.025,1.0,0.5,3.5,1.25,1.0
5.69,0.005776675777922226,0.02032982647122665,0.025,1.0,0.5,3.5,1.25,1.0
5.7,0.005776675777922299,0.02032982647122661,0.025,1.0,0.5,3.5,1.25,1.0
5.71,0.005776675777922372,0.020329826471226563,0.025,1.0,0.5,3.5,1.25,1.0
5.72,0.0057766757779224446,0.020329826471226522,0.025,1.0,0.5,3.5,1.25,1.0
5.73,0.005776675777922517,0.02032982647122648,0.025,1.0,0.5,3.5,1.25,1.0
5.74,0.00577667577792259,0.02032982647122644,0.025,1.0,0.5,3.5,1.25,1.0
5.75,0.005776675777922663,0.020329826471226397,0.025,1.0,0.5,3.5,1.25,1.0
5.76,0.005776675777922736,0.020329826471226355,0.025,1.0,0.5,3.5,1.25,1.0
5.77,0.005776675777922809,0.020329826471226314,0.025,1.0,0.5,3.5,1.25,1.0
5.78,0.005776675777922882,0.020329826471226272,0.025,1.0,0.5,3.5,1.25,1.0
5.79,0.0057766757779229546,0.02032982647122623,0.025,1.0,0.5,3.5,1.25,1.0
5.8,0.005776675777923027,0.02032982647122619,0.025,1.0,0.5,3.5,1.25,1.0
5.81,0.0057766757779231,0.020329826471226147,0.025,1.0,0.5,3.5,1.25,1.0
5.82,0.005776675777923173,0.020329826471226106,0.025,1.0,0.5,3.5,1.25,1.0
5.83,0.005776675777923247,0.020329826471226064,0.025,1.0,0.5,3.5,1.25,1.0
5.84,0.00577667577792332,0.020329826471226022,0.025,1.0,0.5,3.5,1.25,1.0
5.85,0.005776675777923393,0.02032982647122598,0.025,1.0,0.5,3.5,1.25,1.0
5.86,0.0057766757779234654,0.02032982647122594,0.025,1.0,0.5,3.5,1.25,1.0
5.87,0.005776675777923538,0.020329826471225897,0.025,1.0,0.5,3.5,1.25,1.0
5.88,0.005776675777923611,0.020329826471225856,0.025,1.0,0.5,3.5,1.25,1.0
5.89,0.005776675777923684,0.020329826471225814,0.025,1.0,0.5,3.5,1.25,1.0
5.9,0.005776675777923757,0.020329826471225772,0.025,1.0,0.5,3.5,1.25,1.0
5.91,0.00577667577792383,0.02032982647122573,0.025,1.0,0.5,3.5,1.25,1.0
5.92,0.005776675777923903,0.02032982647122569,0.025,1.0,0.5,3.5,1.25,1.0
5.93,0.0057766757779239754,0.020329826471225648,0.025,1.0,0.5,3.5,1.25,1.0
5.94,0.005776675777924048,0.020329826471225606,0.025,1.0,0.5,3.5,1.25,1.0
5.95,0.005776675777924121,0.020329826471225564,0.025,1.0,0.5,3.5,1.25,1.0
5.96,0.005776675777924194,0.02032982647122552,0.025,1.0,0.5,3.5,1.25,1.0
5.97,0.005776675777924267,0.020329826471225478,0.025,1.0,0.5,3.5,1.25,1.0
5.98,0.00577667577792434,0.020329826471225436,0.025,1.0,0.5,3.5,1.25,1.0
5.99,0.005776675777924413,0.020329826471225394,0.025,1.0,0.5,3.5,1.25,1.0
6.0,0.0057766757779244855,0.020329826471225353,0.025,1.0,0.5,3.5,1.25,1.0
6.01,0.005776675777924558,0.02032982647122531,0.025,1.0,0.5,3.5,1.25,1.0
6.02,0.005776675777924631,0.02032982647122527,0.025,1.0,0.5,3.5,1.25,1.0
