Time,H2_HMPt,ATP,H2_HMPterinPP,AMP,p_ABA,PPi,H2_Pteroate,L_Glutamate,Phosphate,ADP,DHF,L_serine,Glycine,NADP,NADPH,THF,CH2_THF,compartment,FolK,FolP,FolC,GlyA,FolA,PanB,p_ABA_production,H2_HMPt_production,THF_drain,CH2_THF_drain
1.32,3.3161995301341297e-06,0.0096,1.0128883956476191e-05,0.00028,1.0130083486610326e-05,0.0005,9.876262409128508e-06,0.000846,0.01,0.00056,1.0266758174840187e-05,6.8e-05,0.000277,9.4e-07,9.4e-07,0.00016914442549054601,8.428259632820531e-05,1.0,5.030011447307448e-07,4.1042576042116694e-07,4.960251504037524e-07,2.3487104227134262e-07,3.008139611711825e-07,3.3713038531282125e-07,1.66e-07,1.66e-07,6.444447918722867e-08,1.0137928017536891e-07
1.33,3.3162007300110512e-06,0.0096,1.0129809343144972e-05,0.00028,1.0131010073156029e-05,0.0005,9.87540701157745e-06,0.000846,0.01,0.00056,1.0268709780762953e-05,6.8e-05,0.000277,9.4e-07,9.4e-07,0.00016914442654456993,8.428057424987733e-05,1.0,5.030013267280762e-07,4.105008019782071e-07,4.959821889390463e-07,2.3599156609344134e-07,3.0087114283439837e-07,3.371222969995093e-07,1.66e-07,1.66e-07,6.444447938060869e-08,1.0137827652844078e-07
1.34,3.31620184711189e-06,0.0096,1.0130733981336018e-05,0.00028,1.0131935828447914e-05,0.0005,9.874552793837126e-06,0.000846,0.01,0.00056,1.0270660385419243e-05,6.8e-05,0.000277,9.4e-07,9.4e-07,0.00016914441695175056,8.42785634811417e-05,1.0,5.030014961699313e-07,4.105757863758927e-07,4.959392867291241e-07,2.3710287054115776e-07,3.0092829516070676e-07,3.3711425392456685e-07,1.66e-07,1.66e-07,6.444447762063008e-08,1.0137727846691323e-07
1.35,3.3162028822119804e-06,0.0096,1.0131657871480794e-05,0.00028,1.0132860753692781e-05,0.0005,9.87369975469234e-06,0.000846,0.01,0.00056,1.0272609989735488e-05,6.8e-05,0.000277,9.4e-07,9.4e-07,0.00016914439683710086,8.427656389601874e-05,1.0,5.030016531739131e-07,4.106507136630811e-07,4.958964437129543e-07,2.3820506009088308e-07,3.0098541817725186e-07,3.3710625558407496e-07,1.66e-07,1.66e-07,6.44444739302284e-08,1.013762859287234e-07
1.36,3.3162038360866583e-06,0.0096,1.0132581014010772e-05,0.00028,1.0133784850097437e-05,0.0005,9.872847892927898e-06,0.000846,0.01,0.00056,1.0274558594638117e-05,6.8e-05,0.000277,9.4e-07,9.4e-07,0.00016914436632563392,8.427457536852875e-05,1.0,5.030017978576243e-07,4.107255838886691e-07,4.958536598295046e-07,2.392982392189475e-07,3.010425119111779e-07,3.3709830147411504e-07,1.66e-07,1.66e-07,6.444446833233892e-08,1.0137529885179889e-07
1.37,3.3162047095112586e-06,0.0096,1.0133503409357419e-05,0.00028,1.0134708118868684e-05,0.0005,9.871997207328607e-06,0.000846,0.01,0.00056,1.0276506201053557e-05,6.8e-05,0.000277,9.4e-07,9.4e-07,0.00016914432554236266,8.427259777269207e-05,1.0,5.030019303386676e-07,4.1080039710159245e-07,4.958109350177434e-07,2.4038251240168795e-07,3.01099576389629e-07,3.370903910907683e-07,1.66e-07,1.66e-07,6.44444608498965e-08,1.0137431717405784e-07
1.3800000000000001,3.3162055032611164e-06,0.0096,1.0134425057952203e-05,0.00028,1.0135630561213326e-05,0.0005,9.871147696679274e-06,0.000846,0.01,0.00056,1.0278452809908239e-05,6.8e-05,0.000277,9.4e-07,9.4e-07,0.00016914427461230016,8.427063098252898e-05,1.0,5.030020507346461e-07,4.108751533508259e-07,4.957682692166387e-07,2.4145798411550246e-07,3.011566116397494e-07,3.370825239301159e-07,1.66e-07,1.66e-07,6.444445150583566e-08,1.0137334083340906e-07
1.3900000000000001,3.3162062181115665e-06,0.0096,1.0135345960226594e-05,0.00028,1.0136552178338168e-05,0.0005,9.870299359764705e-06,0.000846,0.01,0.00056,1.0280398422128593e-05,6.8e-05,0.000277,9.4e-07,9.4e-07,0.00016914421366045937,8.426867487205982e-05,1.0,5.030021591631624e-07,4.109498526853834e-07,4.957256623651589e-07,2.4252475883670765e-07,3.0121361768868334e-07,3.370746994882393e-07,1.66e-07,1.66e-07,6.444444032309062e-08,1.0137236976775207e-07
1.4000000000000001,3.3162068548379445e-06,0.0096,1.0136266116612061e-05,0.00028,1.0137472971450011e-05,0.0005,9.869452195369706e-06,0.000846,0.01,0.00056,1.0282343038641048e-05,6.8e-05,0.000277,9.4e-07,9.4e-07,0.00016914414281185333,8.426672931530488e-05,1.0,5.030022557418194e-07,4.110244951543173e-07,4.956831144022717e-07,2.4358294104168116e-07,3.0127059456357494e-07,3.3706691726121953e-07,1.66e-07,1.66e-07,6.444442732459529e-08,1.013714039149772e-07
1.41,3.3162074142155852e-06,0.0096,1.013718552754007e-05,0.00028,1.0138392941755662e-05,0.0005,9.868606202279083e-06,0.000846,0.01,0.00056,1.0284286660372032e-05,6.8e-05,0.000277,9.4e-07,9.4e-07,0.00016914406219149501,8.426479418628449e-05,1.0,5.030023405882199e-07,4.110990808067196e-07,4.956406252669458e-07,2.4463263520676674e-07,3.013275422915684e-07,3.3705917674513796e-07,1.66e-07,1.66e-07,6.444441253328328e-08,1.0137044321296577e-07
1.42,3.3162078970198234e-06,0.0096,1.0138104193442093e-05,0.00028,1.0139312090461922e-05,0.0005,9.867761379277641e-06,0.000846,0.01,0.00056,1.0286229288247976e-05,6.8e-05,0.000277,9.4e-07,9.4e-07,0.00016914397192439745,8.426286935901895e-05,1.0,5.030024138199667e-07,4.1117360969172047e-07,4.955981948981488e-07,2.456739458083217e-07,3.0138446089980807e-07,3.3705147743607583e-07,1.66e-07,1.66e-07,6.444439597208792e-08,1.0136948759959003e-07
1.43,3.3162083040259948e-06,0.0096,1.0139022114749596e-05,0.00028,1.0140230418775595e-05,0.0005,9.866917725150188e-06,0.000846,0.01,0.00056,1.028817092319531e-05,6.8e-05,0.000277,9.4e-07,9.4e-07,0.00016914387213557366,8.426095470752858e-05,1.0,5.030024755546629e-07,4.112480818584892e-07,4.955558232348492e-07,2.467069773227169e-07,3.014413504154379e-07,3.370438188301143e-07,1.66e-07,1.66e-07,6.444437766394228e-08,1.0136853701271337e-07
1.44,3.316208636009434e-06,0.0096,1.0139939291894046e-05,0.00028,1.0141147927903486e-05,0.0005,9.866075238681532e-06,0.000846,0.01,0.00056,1.0290111566140459e-05,6.8e-05,0.000277,9.4e-07,9.4e-07,0.0001691437629500366,8.425905010583367e-05,1.0,5.030025259099109e-07,4.113224973562338e-07,4.95513510216015e-07,2.4773183422628934e-07,3.0149821086560225e-07,3.370362004233347e-07,1.66e-07,1.66e-07,6.444435763177917e-08,1.0136759139019034e-07
1.45,3.3162088937454763e-06,0.0096,1.0140855725306915e-05,0.00028,1.0142064619052399e-05,0.0005,9.865233918656476e-06,0.000846,0.01,0.00056,1.0292051218009859e-05,6.8e-05,0.000277,9.4e-07,9.4e-07,0.00016914364449279931,8.425715542795457e-05,1.0,5.030025650033138e-07,4.1139685623420087e-07,4.954712557806144e-07,2.487486209954166e-07,3.0155504227744524e-07,3.370286217118183e-07,1.66e-07,1.66e-07,6.444433589853119e-08,1.0136665066986682e-07
1.46,3.3162090780094565e-06,0.0096,1.0141771415419671e-05,0.00028,1.0142980493429134e-05,0.0005,9.864393763859827e-06,0.000846,0.01,0.00056,1.0293989879729933e-05,6.8e-05,0.000277,9.4e-07,9.4e-07,0.0001691435168888748,8.425527054791157e-05,1.0,5.030025929524743e-07,4.114711585416756e-07,4.954290598676154e-07,2.4975744210640864e-07,3.016118446781111e-07,3.370210821916463e-07,1.66e-07,1.66e-07,6.444431248713066e-08,1.0136571478958002e-07
1.47,3.3162091895767103e-06,0.0096,1.014268636266378e-05,0.00028,1.0143895552240498e-05,0.0005,9.863554773076392e-06,0.000846,0.01,0.00056,1.0295927552227114e-05,6.8e-05,0.000277,9.4e-07,9.4e-07,0.00016914338026327604,8.425339533972498e-05,1.0,5.030026098749953e-07,4.115454043279819e-07,4.953869224159864e-07,2.507584020356701e-07,3.01668618094744e-07,3.370135813588999e-07,1.66e-07,1.66e-07,6.444428742050973e-08,1.0136478368715855e-07
1.48,3.3162092292225723e-06,0.0096,1.0143600567470715e-05,0.00028,1.0144809796693292e-05,0.0005,9.862716945090977e-06,0.000846,0.01,0.00056,1.029786423642783e-05,6.8e-05,0.000277,9.4e-07,9.4e-07,0.00016914323474101606,8.42515296774151e-05,1.0,5.030026158884797e-07,4.116195936424822e-07,4.953448433646953e-07,2.517516052595245e-07,3.0172536255448815e-07,3.3700611870966043e-07,1.66e-07,1.66e-07,6.444426072160032e-08,1.0136385730042259e-07
1.49,3.316209197722378e-06,0.0096,1.014451403027194e-05,0.00028,1.0145723227994325e-05,0.0005,9.861880278688386e-06,0.000846,0.01,0.00056,1.0299799933258512e-05,6.8e-05,0.000277,9.4e-07,9.4e-07,0.00016914308044710787,8.424967343500229e-05,1.0,5.030026111105302e-07,4.116937265345774e-07,4.953028226527103e-07,2.5273715625433586e-07,3.017820780844878e-07,3.3699869374000915e-07,1.66e-07,1.66e-07,6.44442324133342e-08,1.0136293556718399e-07
1.5,3.316209095851462e-06,0.0096,1.0145426751498926e-05,0.00028,1.0146635847350394e-05,0.0005,9.86104477265343e-06,0.000846,0.01,0.00056,1.0301734643645588e-05,6.8e-05,0.000277,9.4e-07,9.4e-07,0.00016914291750656449,8.42478264865068e-05,1.0,5.030025956587497e-07,4.117678030537066e-07,4.952608602189996e-07,2.5371515949647506e-07,3.0183876471188696e-07,3.3699130594602725e-07,1.66e-07,1.66e-07,6.444420251864294e-08,1.013620184252462e-07
1.51,3.3162089243851597e-06,0.0096,1.0146338731583141e-05,0.00028,1.0147547655968307e-05,0.0005,9.860210425770913e-06,0.000846,0.01,0.00056,1.0303668368515487e-05,6.8e-05,0.000277,9.4e-07,9.4e-07,0.00016914274604439887,8.4245988705949e-05,1.0,5.03002569650741e-07,4.118418232493478e-07,4.952189560025313e-07,2.546857194622723e-07,3.018954224638301e-07,3.36983954823796e-07,1.66e-07,1.66e-07,6.444417106045795e-08,1.0136110581240447e-07
1.52,3.316208684098806e-06,0.0096,1.0147249970956054e-05,0.00028,1.0148458655054866e-05,0.0005,9.85937723682564e-06,0.000846,0.01,0.00056,1.0305601108794639e-05,6.8e-05,0.000277,9.4e-07,9.4e-07,0.00016914256618562405,8.424415996734916e-05,1.0,5.030025332041069e-07,4.1191578717101676e-07,4.951771099422736e-07,2.556489406281052e-07,3.019520513674612e-07,3.3697663986939666e-07,1.66e-07,1.66e-07,6.444413806171047e-08,1.0136019766644592e-07
1.53,3.316208375767736e-06,0.0096,1.0148160470049131e-05,0.00028,1.0149368845816874e-05,0.0005,9.858545204602416e-06,0.000846,0.01,0.00056,1.0307532865409473e-05,6.8e-05,0.000277,9.4e-07,9.4e-07,0.00016914237805525307,8.42423401447276e-05,1.0,5.030024864364501e-07,4.119896948682679e-07,4.951353219771944e-07,2.5660492747032435e-07,3.020086514499245e-07,3.3696936057891037e-07,1.66e-07,1.66e-07,6.444410354533164e-08,1.013592939251496e-07
1.54,3.316208000167285e-06,0.0096,1.0149070229293845e-05,0.00028,1.0150278229461135e-05,0.0005,9.857714327886053e-06,0.000846,0.01,0.00056,1.0309463639286418e-05,6.8e-05,0.000277,9.4e-07,9.4e-07,0.00016914218177829885,8.424052911210464e-05,1.0,5.030024294653738e-07,4.1206354639069384e-07,4.950935920462623e-07,2.5755378446526666e-07,3.0206522273836416e-07,3.369621164484186e-07,1.66e-07,1.66e-07,6.444406753425242e-08,1.0135839452628657e-07
1.55,3.3162075580727883e-06,0.0096,1.0149979249121662e-05,0.00028,1.0151186807194455e-05,0.0005,9.856884605461351e-06,0.000846,0.01,0.00056,1.0311393431351905e-05,6.8e-05,0.000277,9.4e-07,9.4e-07,0.0001691419774797745,8.42387267435006e-05,1.0,5.030023624084805e-07,4.1213734178792516e-07,4.950519200884449e-07,2.58495616089303e-07,3.0212176525992456e-07,3.369549069740024e-07,1.66e-07,1.66e-07,6.444403005140374e-08,1.0135749940761999e-07
1.56,3.316206988432852e-06,0.0096,1.015088753567355e-05,0.00028,1.015209452410641e-05,0.0005,9.856056050133695e-06,0.000846,0.01,0.00056,1.0313322231114312e-05,6.8e-05,0.000277,9.4e-07,9.4e-07,0.00016914175491592078,8.423694333908362e-05,1.0,5.030022760054949e-07,4.122110790629258e-07,4.950103067468797e-07,2.594218740207353e-07,3.0217827870720313e-07,3.3694777335633446e-07,1.66e-07,1.66e-07,6.444398921734391e-08,1.0135661368508541e-07
1.57,3.3162063415562585e-06,0.0096,1.0151795084806726e-05,0.00028,1.0153001426362989e-05,0.0005,9.855228649455087e-06,0.000846,0.01,0.00056,1.0315250048647817e-05,6.8e-05,0.000277,9.4e-07,9.4e-07,0.00016914152251885407,8.423517041980321e-05,1.0,5.030021778872532e-07,4.122847599047498e-07,4.949687513963788e-07,2.603395950598984e-07,3.0223476337537127e-07,3.3694068167921283e-07,1.66e-07,1.66e-07,6.444394657911312e-08,1.01355733148133e-07
1.58,3.3162056243378672e-06,0.0096,1.0152701896387536e-05,0.00028,1.0153907520725409e-05,0.0005,9.854402400822596e-06,0.000846,0.01,0.00056,1.0317176886008993e-05,6.8e-05,0.000277,9.4e-07,9.4e-07,0.00016914128143987432,8.423340682771386e-05,1.0,5.030020690995676e-07,4.1235838456565007e-07,4.949272539062125e-07,2.6124974012525727e-07,3.0229121932468633e-07,3.3693362731085544e-07,1.66e-07,1.66e-07,6.44439023479348e-08,1.0135485722202239e-07
1.59,3.3162048373798364e-06,0.0096,1.0153607970863441e-05,0.00028,1.0154812808243284e-05,0.0005,9.853577303060303e-06,0.000846,0.01,0.00056,1.0319102744092287e-05,6.8e-05,0.000277,9.4e-07,9.4e-07,0.00016914103177495144,8.423165246603958e-05,1.0,5.030019497337735e-07,4.124319530896207e-07,4.948858142173216e-07,2.621523894566022e-07,3.0234764658135523e-07,3.3692660986415833e-07,1.66e-07,1.66e-07,6.444385654140973e-08,1.0135398585902693e-07
1.6,3.316203981284324e-06,0.0096,1.0154513308681906e-05,0.00028,1.0155717289966235e-05,0.0005,9.852753354992284e-06,0.000846,0.01,0.00056,1.0321027623792146e-05,6.8e-05,0.000277,9.4e-07,9.4e-07,0.00016914077362005546,8.422990723800446e-05,1.0,5.030018198812062e-07,4.1250546552069227e-07,4.948444322706464e-07,2.6304762329371664e-07,3.024040451715851e-07,3.369196289520178e-07,1.66e-07,1.66e-07,6.444380917713849e-08,1.0135311901141344e-07
1.61,3.316203056653488e-06,0.0096,1.0155417910290388e-05,0.00028,1.0156620966943881e-05,0.0005,9.851930555442616e-06,0.000846,0.01,0.00056,1.0322951526003017e-05,6.8e-05,0.000277,9.4e-07,9.4e-07,0.0001691405070711563,8.422817104683256e-05,1.0,5.03001679633201e-07,4.125789219029311e-07,4.948031080071276e-07,2.639355218763637e-07,3.0246041512158316e-07,3.3691268418733024e-07,1.66e-07,1.66e-07,6.444376027272157e-08,1.0135225663144237e-07
1.62,3.316202064089485e-06,0.0096,1.0156321776136351e-05,0.00028,1.0157523840225842e-05,0.0005,9.851108903235377e-06,0.000846,0.01,0.00056,1.0324874451619349e-05,6.8e-05,0.000277,9.4e-07,9.4e-07,0.00016914023222422398,8.422644379574792e-05,1.0,5.030015290810931e-07,4.126523222804394e-07,4.947618413677056e-07,2.64816165444354e-07,3.025167564575566e-07,3.3690577518299166e-07,1.66e-07,1.66e-07,6.444370984575935e-08,1.0135139867136782e-07
1.6300000000000001,3.3162010041944745e-06,0.0096,1.0157224906667252e-05,0.00028,1.0158425910861733e-05,0.0005,9.850288397194647e-06,0.000846,0.01,0.00056,1.0326796401535586e-05,6.8e-05,0.000277,9.4e-07,9.4e-07,0.0001691399491752284,8.422472538797461e-05,1.0,5.030013683162178e-07,4.12725666697355e-07,4.947206322933208e-07,2.6568963423743026e-07,3.025730692057124e-07,3.3689890155189844e-07,1.66e-07,1.66e-07,6.444365791385202e-08,1.0135054508343764e-07
1.6400000000000001,3.316199877570613e-06,0.0096,1.0158127302330554e-05,0.00028,1.0159327179901173e-05,0.0005,9.849469036144503e-06,0.000846,0.01,0.00056,1.0328717376646178e-05,6.8e-05,0.000277,9.4e-07,9.4e-07,0.0001691396580201396,8.422301572673667e-05,1.0,5.030011974299105e-07,4.127989551978519e-07,4.946794807249141e-07,2.6655600849541665e-07,3.026293533922577e-07,3.3689206290694667e-07,1.66e-07,1.66e-07,6.444360449459974e-08,1.0134969581989341e-07
1.6500000000000001,3.316198684820059e-06,0.0096,1.0159028963573719e-05,0.00028,1.0160227648393784e-05,0.0005,9.848650818909023e-06,0.000846,0.01,0.00056,1.0330637377845572e-05,6.8e-05,0.000277,9.4e-07,9.4e-07,0.00016913935885492753,8.422131471525819e-05,1.0,5.030010165135065e-07,4.128721878261398e-07,4.946383866034258e-07,2.674153684580492e-07,3.026856090433997e-07,3.3688525886103276e-07,1.66e-07,1.66e-07,6.444354960560253e-08,1.013488508329706e-07
1.6600000000000001,3.3161974265449703e-06,0.0096,1.0159929890844207e-05,0.00028,1.0161127317389184e-05,0.0005,9.847833744312285e-06,0.000846,0.01,0.00056,1.0332556406028216e-05,6.8e-05,0.000277,9.4e-07,9.4e-07,0.00016913905177556212,8.421962225676318e-05,1.0,5.03000825658341e-07,4.129453646264639e-07,4.945973498697962e-07,2.68267794365152e-07,3.0274183618534554e-07,3.368784890270527e-07,1.66e-07,1.66e-07,6.444349326446035e-08,1.0134801007489852e-07
1.67,3.3161961033475042e-06,0.0096,1.0160830084589479e-05,0.00028,1.0162026187936988e-05,0.0005,9.847017811178367e-06,0.000846,0.01,0.00056,1.0334474462088555e-05,6.8e-05,0.000277,9.4e-07,9.4e-07,0.00016913873687801338,8.421793825447574e-05,1.0,5.030006249557493e-07,4.1301848564310514e-07,4.945563704649663e-07,2.6911336645646784e-07,3.027980348443022e-07,3.3687175301790297e-07,1.66e-07,1.66e-07,6.444343548877305e-08,1.0134717349790049e-07
1.68,3.316194715829819e-06,0.0096,1.0161729545256996e-05,0.00028,1.016292426108682e-05,0.0005,9.846203018331347e-06,0.000846,0.01,0.00056,1.0336391546921036e-05,6.8e-05,0.000277,9.4e-07,9.4e-07,0.00016913841425825128,8.42162626116199e-05,1.0,5.030004144970669e-07,4.1309155092038024e-07,4.945154483298761e-07,2.699521649718073e-07,3.0285420504647696e-07,3.368650504464796e-07,1.66e-07,1.66e-07,6.444337629614043e-08,1.0134634105419381e-07
1.69,3.316193264594072e-06,0.0096,1.0162628273294218e-05,0.00028,1.0163821537888295e-05,0.0005,9.845389364595304e-06,0.000846,0.01,0.00056,1.0338307661420108e-05,6.8e-05,0.000277,9.4e-07,9.4e-07,0.00016913808401224577,8.421459523141974e-05,1.0,5.030001943736287e-07,4.131645605026412e-07,4.944745834054667e-07,2.7078427015093357e-07,3.029103468180769e-07,3.3685838092567896e-07,1.66e-07,1.66e-07,6.444331570416221e-08,1.0134551269598981e-07
1.7,3.3161917502424213e-06,0.0096,1.0163526269148607e-05,0.00028,1.0164718019391034e-05,0.0005,9.844576848794315e-06,0.000846,0.01,0.00056,1.0340222806480218e-05,6.8e-05,0.000277,9.4e-07,9.4e-07,0.00016913774623596682,8.421293601709929e-05,1.0,5.029999646767704e-07,4.1323751443427585e-07,4.944337756326782e-07,2.7160976223362325e-07,3.029664601853091e-07,3.368517440683972e-07,1.66e-07,1.66e-07,6.444325373043806e-08,1.0134468837549397e-07
1.71,3.316190173377025e-06,0.0096,1.0164423533267622e-05,0.00028,1.0165613706644653e-05,0.0005,9.843765469752456e-06,0.000846,0.01,0.00056,1.0342136982995814e-05,6.8e-05,0.000277,9.4e-07,9.4e-07,0.00016913740102538443,8.421128487188263e-05,1.0,5.02999725497827e-07,4.1331041275970724e-07,4.943930249524513e-07,2.724287214596734e-07,3.0302254517438073e-07,3.368451394875305e-07,1.66e-07,1.66e-07,6.444319039256763e-08,1.0134386804490598e-07
1.72,3.3161885346000405e-06,0.0096,1.0165320066098726e-05,0.00028,1.0166508600698773e-05,0.0005,9.842955226293809e-06,0.000846,0.01,0.00056,1.0344050191861343e-05,6.8e-05,0.000277,9.4e-07,9.4e-07,0.00016913704847646856,8.420964169899381e-05,1.0,5.029994769281341e-07,4.133832555233941e-07,4.943523313057263e-07,2.732412280688674e-07,3.0307860181149895e-07,3.3683856679597526e-07,1.66e-07,1.66e-07,6.444312570815047e-08,1.0134305165641968e-07
1.73,3.316186834513626e-06,0.0096,1.016621586808938e-05,0.00028,1.0167402702603012e-05,0.0005,9.842146117242451e-06,0.000846,0.01,0.00056,1.034596243397125e-05,6.8e-05,0.000277,9.4e-07,9.4e-07,0.00016913668868518916,8.420800640165688e-05,1.0,5.029992190590267e-07,4.134560427698304e-07,4.943116946334441e-07,2.740473623009685e-07,3.031346301228708e-07,3.368320256066275e-07,1.66e-07,1.66e-07,6.444305969478615e-08,1.0134223916222326e-07
1.74,3.3161850737199383e-06,0.0096,1.0167110939687044e-05,0.00028,1.016829601340699e-05,0.0005,9.841338141422458e-06,0.000846,0.01,0.00056,1.0347873710219985e-05,6.8e-05,0.000277,9.4e-07,9.4e-07,0.0001691363217475162,8.42063788830959e-05,1.0,5.029989519818401e-07,4.1352877454354546e-07,4.94271114876545e-07,2.7484720439576685e-07,3.031906301347035e-07,3.368255155323836e-07,1.66e-07,1.66e-07,6.444299237007421e-08,1.013414305144992e-07
1.75,3.3161832528211365e-06,0.0096,1.016800528133918e-05,0.00028,1.0169188534160321e-05,0.0005,9.84053129765791e-06,0.000846,0.01,0.00056,1.0349784021501994e-05,6.8e-05,0.000277,9.4e-07,9.4e-07,0.00016913594775941966,8.420475904653493e-05,1.0,5.029986757879099e-07,4.136014508891039e-07,4.942305919759695e-07,2.756408345930324e-07,3.032466018732041e-07,3.3681903618613974e-07,1.66e-07,1.66e-07,6.444292375161416e-08,1.0134062566542437e-07
1.76,3.3161813724193778e-06,0.0096,1.0168898893493248e-05,0.00028,1.017008026591263e-05,0.0005,9.839725584772883e-06,0.000846,0.01,0.00056,1.0351693368711725e-05,6.8e-05,0.000277,9.4e-07,9.4e-07,0.0001691355668168695,8.420314679519803e-05,1.0,5.029983905685712e-07,4.136740718511058e-07,4.941901258726582e-07,2.7642833313255534e-07,3.033025453645798e-07,3.3681258718079217e-07,1.66e-07,1.66e-07,6.444285385700552e-08,1.013398245671701e-07
1.77,3.3161794331168198e-06,0.0096,1.0169791776596707e-05,0.00028,1.0170971209713534e-05,0.0005,9.838921001591457e-06,0.000846,0.01,0.00056,1.0353601752743623e-05,6.8e-05,0.000277,9.4e-07,9.4e-07,0.00016913517901583574,8.420154203230926e-05,1.0,5.029980964151592e-07,4.1374663747418624e-07,4.941497165075516e-07,2.772097802541395e-07,3.033584606350376e-07,3.3680616812923704e-07,1.66e-07,1.66e-07,6.444278270384778e-08,1.0133902717190217e-07
1.78,3.3161774355156204e-06,0.0096,1.0170683931097023e-05,0.00028,1.0171861366612648e-05,0.0005,9.838117546937708e-06,0.000846,0.01,0.00056,1.0355509174492139e-05,6.8e-05,0.000277,9.4e-07,9.4e-07,0.0001691347844522883,8.419994466109266e-05,1.0,5.029977934190092e-07,4.138191478030154e-07,4.941093638215901e-07,2.779852561975209e-07,3.0341434771078477e-07,3.3679977864437067e-07,1.66e-07,1.66e-07,6.444271030974045e-08,1.0133823343178092e-07
1.79,3.316175380217938e-06,0.0096,1.0171575357441652e-05,0.00028,1.0172750737659594e-05,0.0005,9.837315219635717e-06,0.000846,0.01,0.00056,1.0357415634851717e-05,6.8e-05,0.000277,9.4e-07,9.4e-07,0.00016913438322219715,8.41983545847723e-05,1.0,5.029974816714567e-07,4.1389160288229884e-07,4.940690677557145e-07,2.7875484120252363e-07,3.0347020661802834e-07,3.3679341833908926e-07,1.66e-07,1.66e-07,6.444263669228309e-08,1.0133744329896129e-07
1.8,3.3161732678259298e-06,0.0096,1.0172466056078057e-05,0.00028,1.0173639323903992e-05,0.0005,9.83651401850956e-06,0.000846,0.01,0.00056,1.0359321134716806e-05,6.8e-05,0.000277,9.4e-07,9.4e-07,0.00016913397542153225,8.419677170657224e-05,1.0,5.02997161263837e-07,4.139640027567771e-07,4.940288282508651e-07,2.795186155088905e-07,3.0352603738297545e-07,3.3678708682628896e-07,1.66e-07,1.66e-07,6.444256186907522e-08,1.0133665672559283e-07
1.81,3.3161710989417533e-06,0.0096,1.0173356027453698e-05,0.00028,1.0174527126395457e-05,0.0005,9.835713942383314e-06,0.000846,0.01,0.00056,1.0361225674981853e-05,6.8e-05,0.000277,9.4e-07,9.4e-07,0.00016913356114626362,8.419519592971653e-05,1.0,5.02996832287485e-07,4.140363474712255e-07,4.939886452479825e-07,2.8027665935641857e-07,3.0358184003183327e-07,3.367807837188661e-07,1.66e-07,1.66e-07,6.444248585771644e-08,1.0133587366381975e-07
1.82,3.3161688741675673e-06,0.0096,1.0174245272016037e-05,0.00028,1.017541414618361e-05,0.0005,9.83491499008106e-06,0.000846,0.01,0.00056,1.0363129256541306e-05,6.8e-05,0.000277,9.4e-07,9.4e-07,0.0001691331404923612,8.419362715742923e-05,1.0,5.029964948337365e-07,4.1410863707045474e-07,4.939485186880074e-07,2.81029052984898e-07,3.0363761459080893e-07,3.367745086297169e-07,1.66e-07,1.66e-07,6.444240867580636e-08,1.0133509406578104e-07
1.83,3.3161665941055287e-06,0.0096,1.0175133790212534e-05,0.00028,1.017630038431807e-05,0.0005,9.834117160426874e-06,0.000846,0.01,0.00056,1.036503188028961e-05,6.8e-05,0.000277,9.4e-07,9.4e-07,0.00016913271355579494,8.41920652929344e-05,1.0,5.029961489939266e-07,4.141808715993104e-07,4.939084485118799e-07,2.81775876634092e-07,3.0369336108610953e-07,3.367682611717376e-07,1.66e-07,1.66e-07,6.444233034094465e-08,1.0133431788361046e-07
1.84,3.3161642593577958e-06,0.0096,1.0176021582490653e-05,0.00028,1.0177185841848454e-05,0.0005,9.833320452244834e-06,0.000846,0.01,0.00056,1.0366933547121214e-05,6.8e-05,0.000277,9.4e-07,9.4e-07,0.00016913228043253487,8.419051023945609e-05,1.0,5.029957948593904e-07,4.1425305110267267e-07,4.938684346605409e-07,2.825172105437975e-07,3.0374907954394216e-07,3.367620409578244e-07,1.66e-07,1.66e-07,6.444225087073102e-08,1.0133354506943655e-07
1.85,3.3161618705265263e-06,0.0096,1.017690864929785e-05,0.00028,1.0178070519824382e-05,0.0005,9.832524864359018e-06,0.000846,0.01,0.00056,1.0368834257930565e-05,6.8e-05,0.000277,9.4e-07,9.4e-07,0.0001691318412185509,8.418896190021836e-05,1.0,5.029954325214635e-07,4.143251756254569e-07,4.938284770749307e-07,2.8325313495378444e-07,3.0380476999051397e-07,3.3675584760087345e-07,1.66e-07,1.66e-07,6.44421702827652e-08,1.0133277557538273e-07
1.86,3.316159428213878e-06,0.0096,1.0177794991081589e-05,0.00028,1.0178954419295472e-05,0.0005,9.831730395593505e-06,0.000846,0.01,0.00056,1.0370734013612111e-05,6.8e-05,0.000277,9.4e-07,9.4e-07,0.000169131396009813,8.418742017844526e-05,1.0,5.02995062071481e-07,4.1439724521261307e-07,4.9378857569599e-07,2.8398373010384985e-07,3.038604324520321e-07,3.3674968071378106e-07,1.66e-07,1.66e-07,6.444208859464704e-08,1.0133200935356741e-07
