data_generator_T,data_generator_V,data_generator__ECL,data_generator__EK,data_generator__ENA
258.0,-67.19442,-67.188538,-92.56324,42.696407
258.5,-67.19442,-67.188545,-92.563232,42.696411
259.0,-67.19442,-67.188553,-92.563232,42.696415
259.5,-67.19442,-67.18856,-92.563225,42.696419
260.0,-67.19442,-67.188576,-92.563225,42.696423
260.5,-67.19442,-67.188583,-92.563225,42.696426
261.0,-67.19442,-67.188591,-92.563217,42.69643
261.5,-67.194412,-67.188599,-92.563217,42.696434
262.0,-67.194412,-67.188606,-92.563217,42.696442
262.5,-67.194412,-67.188614,-92.56321,42.696445
263.0,-67.194412,-67.188622,-92.56321,42.696449
263.5,-67.194412,-67.188637,-92.56321,42.696453
264.0,-67.194412,-67.188644,-92.563202,42.696457
264.5,-67.194412,-67.188652,-92.563202,42.696461
265.0,-67.194412,-67.18866,-92.563202,42.696465
265.5,-67.194412,-67.188667,-92.563194,42.696468
266.0,-67.194405,-67.188675,-92.563194,42.696472
266.5,-67.194405,-67.188683,-92.563187,42.696476
267.0,-67.194405,-67.18869,-92.563187,42.69648
267.5,-67.194405,-67.188698,-92.563187,42.696484
268.0,-67.194405,-67.188713,-92.563179,42.696487
268.5,-67.194405,-67.188721,-92.563179,42.696495
269.0,-67.194405,-67.188728,-92.563179,42.696499
269.5,-67.194405,-67.188736,-92.563171,42.696503
270.0,-67.194397,-67.188744,-92.563171,42.696507
270.5,-67.194397,-67.188751,-92.563171,42.69651
271.0,-67.194397,-67.188759,-92.563164,42.696514
271.5,-67.194397,-67.188766,-92.563164,42.696518
272.0,-67.194397,-67.188774,-92.563164,42.696522
272.5,-67.194397,-67.188782,-92.563156,42.696526
273.0,-67.194397,-67.188797,-92.563156,42.696529
273.5,-67.194397,-67.188805,-92.563156,42.696533
274.0,-67.194397,-67.188812,-92.563148,42.696537
274.5,-67.194397,-67.18882,-92.563148,42.696541
275.0,-67.194389,-67.188828,-92.563148,42.696545
275.5,-67.194389,-67.188835,-92.563141,42.696548
276.0,-67.194389,-67.188843,-92.563141,42.696552
276.5,-67.194389,-67.18885,-92.563141,42.696556
277.0,-67.194389,-67.188858,-92.563133,42.69656
277.5,-67.194389,-67.188866,-92.563133,42.696564
278.0,-67.194389,-67.188873,-92.563133,42.696568
278.5,-67.194389,-67.188881,-92.563126,42.696571
279.0,-67.194389,-67.188896,-92.563126,42.696575
279.5,-67.194382,-67.188904,-92.563126,42.696583
280.0,-67.194382,-67.188911,-92.563118,42.696587
280.5,-67.194382,-67.188919,-92.563118,42.69659
281.0,-67.194382,-67.188927,-92.56311,42.696594
281.5,-67.194382,-67.188934,-92.56311,42.696598
282.0,-67.194382,-67.188942,-92.56311,42.696602
282.5,-67.194382,-67.18895,-92.563103,42.696606
283.0,-67.194382,-67.188957,-92.563103,42.696609
283.5,-67.194382,-67.188965,-92.563103,42.696613
284.0,-67.194374,-67.188972,-92.563095,42.696617
284.5,-67.194374,-67.18898,-92.563095,42.696621
285.0,-67.194374,-67.188988,-92.563095,42.696625
285.5,-67.194374,-67.188995,-92.563087,42.696629
286.0,-67.194374,-67.189003,-92.563087,42.696632
286.5,-67.194374,-67.189011,-92.563087,42.696636
287.0,-67.194374,-67.189018,-92.563087,42.69664
287.5,-67.194374,-67.189026,-92.56308,42.696644
288.0,-67.194374,-67.189034,-92.56308,42.696648
288.5,-67.194374,-67.189049,-92.56308,42.696651
289.0,-67.194366,-67.189056,-92.563072,42.696655
289.5,-67.194366,-67.189064,-92.563072,42.696659
290.0,-67.194366,-67.189072,-92.563072,42.696663
290.5,-67.194366,-67.189079,-92.563065,42.696667
291.0,-67.194366,-67.189087,-92.563065,42.696671
291.5,-67.194366,-67.189095,-92.563065,42.696674
292.0,-67.194366,-67.189102,-92.563057,42.696678
292.5,-67.194366,-67.18911,-92.563057,42.696682
293.0,-67.194366,-67.189117,-92.563057,42.696686
293.5,-67.194359,-67.189125,-92.563049,42.69669
294.0,-67.194359,-67.189133,-92.563049,42.696693
294.5,-67.194359,-67.18914,-92.563049,42.696697
295.0,-67.194359,-67.189148,-92.563042,42.696701
295.5,-67.194359,-67.189156,-92.563042,42.696701
296.0,-67.194359,-67.189163,-92.563042,42.696705
296.5,-67.194359,-67.189171,-92.563034,42.696709
297.0,-67.194359,-67.189178,-92.563034,42.696712
297.5,-67.194359,-67.189186,-92.563034,42.696716
298.0,-67.194359,-67.189194,-92.563026,42.69672
298.5,-67.194351,-67.189201,-92.563026,42.696724
299.0,-67.194351,-67.189209,-92.563026,42.696728
299.5,-67.194351,-67.189217,-92.563019,42.696732
300.0,-67.194351,-67.189224,-92.563019,42.696735
300.5,-67.194351,-67.189232,-92.563019,42.696739
301.0,-67.194351,-67.18924,-92.563011,42.696743
301.5,-67.194351,-67.189247,-92.563011,42.696747
302.0,-67.194351,-67.189255,-92.563011,42.696751
302.5,-67.194351,-67.189262,-92.563011,42.696754
303.0,-67.194351,-67.18927,-92.563004,42.696758
303.5,-67.194344,-67.189278,-92.563004,42.696762
304.0,-67.194344,-67.189285,-92.563004,42.696766
304.5,-67.194344,-67.189293,-92.562996,42.69677
305.0,-67.194344,-67.189301,-92.562996,42.696774
305.5,-67.194344,-67.189308,-92.562996,42.696777
306.0,-67.194344,-67.189316,-92.562988,42.696781
306.5,-67.194344,-67.189323,-92.562988,42.696785
307.0,-67.194344,-67.189331,-92.562988,42.696785
307.5,-67.194344,-67.189339,-92.562981,42.696789
308.0,-67.194344,-67.189346,-92.562981,42.696793
308.5,-67.194336,-67.189354,-92.562981,42.696796
309.0,-67.194336,-67.189362,-92.562981,42.6968
309.5,-67.194336,-67.189369,-92.562973,42.696804
310.0,-67.194336,-67.189377,-92.562973,42.696808
310.5,-67.194336,-67.189384,-92.562973,42.696812
311.0,-67.194336,-67.189384,-92.562965,42.696815
311.5,-67.194336,-67.189392,-92.562965,42.696819
312.0,-67.194336,-67.1894,-92.562965,42.696823
312.5,-67.194336,-67.189407,-92.562958,42.696827
313.0,-67.194336,-67.189415,-92.562958,42.696831
313.5,-67.194328,-67.189423,-92.562958,42.696835
314.0,-67.194328,-67.18943,-92.56295,42.696835
314.5,-67.194328,-67.189438,-92.56295,42.696838
315.0,-67.194328,-67.189445,-92.56295,42.696842
315.5,-67.194328,-67.189453,-92.56295,42.696846
316.0,-67.194328,-67.189461,-92.562943,42.69685
316.5,-67.194328,-67.189468,-92.562943,42.696854
317.0,-67.194328,-67.189476,-92.562943,42.696857
317.5,-67.194328,-67.189484,-92.562935,42.696861
318.0,-67.194328,-67.189491,-92.562935,42.696865
318.5,-67.194328,-67.189499,-92.562935,42.696869
319.0,-67.194321,-67.189507,-92.562927,42.696873
319.5,-67.194321,-67.189514,-92.562927,42.696873
320.0,-67.194321,-67.189522,-92.562927,42.696877
320.5,-67.194321,-67.189522,-92.562927,42.69688
321.0,-67.194321,-67.189529,-92.56292,42.696884
321.5,-67.194321,-67.189537,-92.56292,42.696888
322.0,-67.194321,-67.189545,-92.56292,42.696892
322.5,-67.194321,-67.189552,-92.562912,42.696896
323.0,-67.194321,-67.18956,-92.562912,42.696899
323.5,-67.194321,-67.189568,-92.562912,42.696903
324.0,-67.194321,-67.189575,-92.562912,42.696903
324.5,-67.194313,-67.189583,-92.562904,42.696907
325.0,-67.194313,-67.18959,-92.562904,42.696911
325.5,-67.194313,-67.189598,-92.562904,42.696915
326.0,-67.194313,-67.189606,-92.562897,42.696918
326.5,-67.194313,-67.189613,-92.562897,42.696922
327.0,-67.194313,-67.189613,-92.562897,42.696926
327.5,-67.194313,-67.189621,-92.562897,42.69693
328.0,-67.194313,-67.189629,-92.562889,42.69693
328.5,-67.194313,-67.189636,-92.562889,42.696934
329.0,-67.194313,-67.189644,-92.562889,42.696938
329.5,-67.194305,-67.189651,-92.562881,42.696941
330.0,-67.194305,-67.189659,-92.562881,42.696945
330.5,-67.194305,-67.189667,-92.562881,42.696949
331.0,-67.194305,-67.189674,-92.562881,42.696953
331.5,-67.194305,-67.189682,-92.562874,42.696957
332.0,-67.194305,-67.18969,-92.562874,42.696957
332.5,-67.194305,-67.18969,-92.562874,42.69696
333.0,-67.194305,-67.189697,-92.562866,42.696964
333.5,-67.194305,-67.189705,-92.562866,42.696968
334.0,-67.194305,-67.189713,-92.562866,42.696972
334.5,-67.194305,-67.18972,-92.562866,42.696976
335.0,-67.194298,-67.189728,-92.562859,42.69698
335.5,-67.194298,-67.189735,-92.562859,42.69698
336.0,-67.194298,-67.189743,-92.562859,42.696983
336.5,-67.194298,-67.189751,-92.562851,42.696987
337.0,-67.194298,-67.189751,-92.562851,42.696991
337.5,-67.194298,-67.189758,-92.562851,42.696995
338.0,-67.194298,-67.189766,-92.562851,42.696999
338.5,-67.194298,-67.189774,-92.562843,42.697002
339.0,-67.194298,-67.189781,-92.562843,42.697002
339.5,-67.194298,-67.189789,-92.562843,42.697006
340.0,-67.194298,-67.189796,-92.562836,42.69701
340.5,-67.194298,-67.189804,-92.562836,42.697014
341.0,-67.19429,-67.189804,-92.562836,42.697018
341.5,-67.19429,-67.189812,-92.562836,42.697021
342.0,-67.19429,-67.189819,-92.562828,42.697021
342.5,-67.19429,-67.189827,-92.562828,42.697025
343.0,-67.19429,-67.189835,-92.562828,42.697029
343.5,-67.19429,-67.189842,-92.562828,42.697033
344.0,-67.19429,-67.18985,-92.56282,42.697037
344.5,-67.19429,-67.189857,-92.56282,42.697041
345.0,-67.19429,-67.189857,-92.56282,42.697041
345.5,-67.19429,-67.189865,-92.562813,42.697044
346.0,-67.19429,-67.189873,-92.562813,42.697048
346.5,-67.194283,-67.18988,-92.562813,42.697052
347.0,-67.194283,-67.189888,-92.562813,42.697056
347.5,-67.194283,-67.189896,-92.562805,42.69706
348.0,-67.194283,-67.189903,-92.562805,42.69706
348.5,-67.194283,-67.189903,-92.562805,42.697063
349.0,-67.194283,-67.189911,-92.562805,42.697067
349.5,-67.194283,-67.189919,-92.562798,42.697071
350.0,-67.194283,-67.189926,-92.562798,42.697075
350.5,-67.194283,-67.189934,-92.562798,42.697075
351.0,-67.194283,-67.189941,-92.56279,42.697079
351.5,-67.194283,-67.189941,-92.56279,42.697083
352.0,-67.194283,-67.189949,-92.56279,42.697086
352.5,-67.194275,-67.189957,-92.56279,42.69709
353.0,-67.194275,-67.189964,-92.562782,42.697094
353.5,-67.194275,-67.189972,-92.562782,42.697094
354.0,-67.194275,-67.18998,-92.562782,42.697098
354.5,-67.194275,-67.189987,-92.562782,42.697102
355.0,-67.194275,-67.189987,-92.562775,42.697105
355.5,-67.194275,-67.189995,-92.562775,42.697109
356.0,-67.194275,-67.190002,-92.562775,42.697109
356.5,-67.194275,-67.19001,-92.562775,42.697113
357.0,-67.194275,-67.190018,-92.562767,42.697117
357.5,-67.194275,-67.190025,-92.562767,42.697121
358.0,-67.194275,-67.190025,-92.562767,42.697124
358.5,-67.194267,-67.190033,-92.562759,42.697124
359.0,-67.194267,-67.190041,-92.562759,42.697128
359.5,-67.194267,-67.190048,-92.562759,42.697132
360.0,-67.194267,-67.190056,-92.562759,42.697136
360.5,-67.194267,-67.190056,-92.562752,42.697136
361.0,-67.194267,-67.190063,-92.562752,42.69714
361.5,-67.194267,-67.190071,-92.562752,42.697144
362.0,-67.194267,-67.190079,-92.562752,42.697147
362.5,-67.194267,-67.190086,-92.562744,42.697151
363.0,-67.194267,-67.190094,-92.562744,42.697151
363.5,-67.194267,-67.190094,-92.562744,42.697155
364.0,-67.194267,-67.190102,-92.562744,42.697159
364.5,-67.19426,-67.190109,-92.562737,42.697163
365.0,-67.19426,-67.190117,-92.562737,42.697163
365.5,-67.19426,-67.190125,-92.562737,42.697166
366.0,-67.19426,-67.190125,-92.562737,42.69717
366.5,-67.19426,-67.190132,-92.562729,42.697174
367.0,-67.19426,-67.19014,-92.562729,42.697178
367.5,-67.19426,-67.190147,-92.562729,42.697178
368.0,-67.19426,-67.190155,-92.562729,42.697182
368.5,-67.19426,-67.190155,-92.562721,42.697186
369.0,-67.19426,-67.190163,-92.562721,42.697189
369.5,-67.19426,-67.19017,-92.562721,42.697189
370.0,-67.19426,-67.190178,-92.562721,42.697193
370.5,-67.194252,-67.190186,-92.562714,42.697197
371.0,-67.194252,-67.190186,-92.562714,42.697201
371.5,-67.194252,-67.190193,-92.562714,42.697201
372.0,-67.194252,-67.190201,-92.562714,42.697205
372.5,-67.194252,-67.190208,-92.562706,42.697208
373.0,-67.194252,-67.190216,-92.562706,42.697212
373.5,-67.194252,-67.190216,-92.562706,42.697212
374.0,-67.194252,-67.190224,-92.562706,42.697216
374.5,-67.194252,-67.190231,-92.562698,42.69722
375.0,-67.194252,-67.190239,-92.562698,42.697224
375.5,-67.194252,-67.190239,-92.562698,42.697227
376.0,-67.194252,-67.190247,-92.562698,42.697227
376.5,-67.194252,-67.190254,-92.562691,42.697231
377.0,-67.194244,-67.190262,-92.562691,42.697235
377.5,-67.194244,-67.190269,-92.562691,42.697235
378.0,-67.194244,-67.190269,-92.562691,42.697239
378.5,-67.194244,-67.190277,-92.562683,42.697243
379.0,-67.194244,-67.190285,-92.562683,42.697247
379.5,-67.194244,-67.190292,-92.562683,42.697247
380.0,-67.194244,-67.190292,-92.562683,42.69725
380.5,-67.194244,-67.1903,-92.562675,42.697254
381.0,-67.194244,-67.190308,-92.562675,42.697258
381.5,-67.194244,-67.190315,-92.562675,42.697258
382.0,-67.194244,-67.190315,-92.562675,42.697262
382.5,-67.194244,-67.190323,-92.562668,42.697266
383.0,-67.194244,-67.190331,-92.562668,42.697269
383.5,-67.194237,-67.190338,-92.562668,42.697269
384.0,-67.194237,-67.190346,-92.562668,42.697273
384.5,-67.194237,-67.190346,-92.56266,42.697277
385.0,-67.194237,-67.190353,-92.56266,42.697281
385.5,-67.194237,-67.190361,-92.56266,42.697281
386.0,-67.194237,-67.190369,-92.56266,42.697285
386.5,-67.194237,-67.190369,-92.56266,42.697289
387.0,-67.194237,-67.190376,-92.562653,42.697289
387.5,-67.194237,-67.190384,-92.562653,42.697292
388.0,-67.194237,-67.190392,-92.562653,42.697296
388.5,-67.194237,-67.190392,-92.562653,42.6973
389.0,-67.194237,-67.190399,-92.562645,42.6973
389.5,-67.194237,-67.190407,-92.562645,42.697304
390.0,-67.194229,-67.190414,-92.562645,42.697308
390.5,-67.194229,-67.190414,-92.562645,42.697308
391.0,-67.194229,-67.190422,-92.562637,42.697311
391.5,-67.194229,-67.19043,-92.562637,42.697315
392.0,-67.194229,-67.19043,-92.562637,42.697319
392.5,-67.194229,-67.190437,-92.562637,42.697319
393.0,-67.194229,-67.190445,-92.56263,42.697323
393.5,-67.194229,-67.190453,-92.56263,42.697327
394.0,-67.194229,-67.190453,-92.56263,42.697327
394.5,-67.194229,-67.19046,-92.56263,42.69733
395.0,-67.194229,-67.190468,-92.56263,42.697334
395.5,-67.194229,-67.190475,-92.562622,42.697338
396.0,-67.194229,-67.190475,-92.562622,42.697338
396.5,-67.194221,-67.190483,-92.562622,42.697342
397.0,-67.194221,-67.190491,-92.562622,42.697346
397.5,-67.194221,-67.190498,-92.562614,42.697346
398.0,-67.194221,-67.190498,-92.562614,42.69735
398.5,-67.194221,-67.190506,-92.562614,42.697353
399.0,-67.194221,-67.190514,-92.562614,42.697353
399.5,-67.194221,-67.190514,-92.562607,42.697357
400.0,-67.194221,-67.190521,-92.562607,42.697361
400.5,-67.194221,-67.190529,-92.562607,42.697361
401.0,-67.194221,-67.190536,-92.562607,42.697365
401.5,-67.194221,-67.190536,-92.562607,42.697369
402.0,-67.194221,-67.190544,-92.562599,42.697372
402.5,-67.194221,-67.190552,-92.562599,42.697372
403.0,-67.194221,-67.190552,-92.562599,42.697376
403.5,-67.194214,-67.190559,-92.562599,42.69738
404.0,-67.194214,-67.190567,-92.562592,42.69738
404.5,-67.194214,-67.190575,-92.562592,42.697384
405.0,-67.194214,-67.190575,-92.562592,42.697388
405.5,-67.194214,-67.190582,-92.562592,42.697388
406.0,-67.194214,-67.19059,-92.562592,42.697392
406.5,-67.194214,-67.19059,-92.562584,42.697395
407.0,-67.194214,-67.190598,-92.562584,42.697395
407.5,-67.194214,-67.190605,-92.562584,42.697399
408.0,-67.194214,-67.190613,-92.562584,42.697403
408.5,-67.194214,-67.190613,-92.562576,42.697403
409.0,-67.194214,-67.19062,-92.562576,42.697407
409.5,-67.194214,-67.190628,-92.562576,42.697411
410.0,-67.194214,-67.190628,-92.562576,42.697411
410.5,-67.194206,-67.190636,-92.562576,42.697414
411.0,-67.194206,-67.190643,-92.562569,42.697418
411.5,-67.194206,-67.190643,-92.562569,42.697418
412.0,-67.194206,-67.190651,-92.562569,42.697422
412.5,-67.194206,-67.190659,-92.562569,42.697426
413.0,-67.194206,-67.190659,-92.562561,42.697426
413.5,-67.194206,-67.190666,-92.562561,42.69743
414.0,-67.194206,-67.190674,-92.562561,42.697433
414.5,-67.194206,-67.190681,-92.562561,42.697433
415.0,-67.194206,-67.190681,-92.562561,42.697437
415.5,-67.194206,-67.190689,-92.562553,42.697441
416.0,-67.194206,-67.190697,-92.562553,42.697441
416.5,-67.194206,-67.190697,-92.562553,42.697445
417.0,-67.194206,-67.190704,-92.562553,42.697449
417.5,-67.194206,-67.190712,-92.562553,42.697449
418.0,-67.194199,-67.190712,-92.562546,42.697453
418.5,-67.194199,-67.19072,-92.562546,42.697456
419.0,-67.194199,-67.190727,-92.562546,42.697456
419.5,-67.194199,-67.190727,-92.562546,42.69746
420.0,-67.194199,-67.190735,-92.562538,42.697464
420.5,-67.194199,-67.190742,-92.562538,42.697464
421.0,-67.194199,-67.190742,-92.562538,42.697468
421.5,-67.194199,-67.19075,-92.562538,42.697472
422.0,-67.194199,-67.190758,-92.562538,42.697472
422.5,-67.194199,-67.190758,-92.562531,42.697475
423.0,-67.194199,-67.190765,-92.562531,42.697475
423.5,-67.194199,-67.190773,-92.562531,42.697479
424.0,-67.194199,-67.190773,-92.562531,42.697483
424.5,-67.194199,-67.190781,-92.562531,42.697483
425.0,-67.194191,-67.190788,-92.562523,42.697487
425.5,-67.194191,-67.190788,-92.562523,42.697491
426.0,-67.194191,-67.190796,-92.562523,42.697491
426.5,-67.194191,-67.190804,-92.562523,42.697495
427.0,-67.194191,-67.190804,-92.562515,42.697498
427.5,-67.194191,-67.190811,-92.562515,42.697498
428.0,-67.194191,-67.190819,-92.562515,42.697502
428.5,-67.194191,-67.190819,-92.562515,42.697502
429.0,-67.194191,-67.190826,-92.562515,42.697506
429.5,-67.194191,-67.190834,-92.562508,42.69751
430.0,-67.194191,-67.190834,-92.562508,42.69751
430.5,-67.194191,-67.190842,-92.562508,42.697514
431.0,-67.194191,-67.190849,-92.562508,42.697517
431.5,-67.194191,-67.190849,-92.562508,42.697517
432.0,-67.194191,-67.190857,-92.5625,42.697521
432.5,-67.194191,-67.190865,-92.5625,42.697521
433.0,-67.194183,-67.190865,-92.5625,42.697525
433.5,-67.194183,-67.190872,-92.5625,42.697529
434.0,-67.194183,-67.190872,-92.5625,42.697529
434.5,-67.194183,-67.19088,-92.562492,42.697533
435.0,-67.194183,-67.190887,-92.562492,42.697536
435.5,-67.194183,-67.190887,-92.562492,42.697536
436.0,-67.194183,-67.190895,-92.562492,42.69754
436.5,-67.194183,-67.190903,-92.562492,42.69754
437.0,-67.194183,-67.190903,-92.562485,42.697544
437.5,-67.194183,-67.19091,-92.562485,42.697548
438.0,-67.194183,-67.190918,-92.562485,42.697548
438.5,-67.194183,-67.190918,-92.562485,42.697552
439.0,-67.194183,-67.190926,-92.562485,42.697552
439.5,-67.194183,-67.190926,-92.562477,42.697556
440.0,-67.194183,-67.190933,-92.562477,42.697559
440.5,-67.194176,-67.190941,-92.562477,42.697559
441.0,-67.194176,-67.190941,-92.562477,42.697563
441.5,-67.194176,-67.190948,-92.562477,42.697563
442.0,-67.194176,-67.190956,-92.562469,42.697567
442.5,-67.194176,-67.190956,-92.562469,42.697571
443.0,-67.194176,-67.190964,-92.562469,42.697571
443.5,-67.194176,-67.190971,-92.562469,42.697575
444.0,-67.194176,-67.190971,-92.562469,42.697575
444.5,-67.194176,-67.190979,-92.562462,42.697578
445.0,-67.194176,-67.190979,-92.562462,42.697582
445.5,-67.194176,-67.190987,-92.562462,42.697582
446.0,-67.194176,-67.190994,-92.562462,42.697586
446.5,-67.194176,-67.190994,-92.562462,42.697586
447.0,-67.194176,-67.191002,-92.562454,42.69759
447.5,-67.194176,-67.191002,-92.562454,42.697594
448.0,-67.194176,-67.19101,-92.562454,42.697594
448.5,-67.194168,-67.191017,-92.562454,42.697598
449.0,-67.194168,-67.191017,-92.562454,42.697598
449.5,-67.194168,-67.191025,-92.562447,42.697601
450.0,-67.194168,-67.191032,-92.562447,42.697605
450.5,-67.194168,-67.191032,-92.562447,42.697605
451.0,-67.194168,-67.19104,-92.562447,42.697609
451.5,-67.194168,-67.19104,-92.562447,42.697609
452.0,-67.194168,-67.191048,-92.562439,42.697613
452.5,-67.194168,-67.191055,-92.562439,42.697617
453.0,-67.194168,-67.191055,-92.562439,42.697617
453.5,-67.194168,-67.191063,-92.562439,42.69762
454.0,-67.194168,-67.191063,-92.562439,42.69762
454.5,-67.194168,-67.191071,-92.562439,42.697624
455.0,-67.194168,-67.191078,-92.562431,42.697624
455.5,-67.194168,-67.191078,-92.562431,42.697628
456.0,-67.194168,-67.191086,-92.562431,42.697632
456.5,-67.19416,-67.191086,-92.562431,42.697632
457.0,-67.19416,-67.191093,-92.562431,42.697636
457.5,-67.19416,-67.191101,-92.562424,42.697636
458.0,-67.19416,-67.191101,-92.562424,42.697639
458.5,-67.19416,-67.191109,-92.562424,42.697639
459.0,-67.19416,-67.191109,-92.562424,42.697643
459.5,-67.19416,-67.191116,-92.562424,42.697647
460.0,-67.19416,-67.191124,-92.562416,42.697647
460.5,-67.19416,-67.191124,-92.562416,42.697651
461.0,-67.19416,-67.191132,-92.562416,42.697651
461.5,-67.19416,-67.191132,-92.562416,42.697655
462.0,-67.19416,-67.191139,-92.562416,42.697655
462.5,-67.19416,-67.191147,-92.562408,42.697659
463.0,-67.19416,-67.191147,-92.562408,42.697662
463.5,-67.19416,-67.191154,-92.562408,42.697662
464.0,-67.19416,-67.191154,-92.562408,42.697666
464.5,-67.19416,-67.191162,-92.562408,42.697666
465.0,-67.194153,-67.191162,-92.562408,42.69767
465.5,-67.194153,-67.19117,-92.562401,42.69767
466.0,-67.194153,-67.191177,-92.562401,42.697674
466.5,-67.194153,-67.191177,-92.562401,42.697674
467.0,-67.194153,-67.191185,-92.562401,42.697678
467.5,-67.194153,-67.191185,-92.562401,42.697681
468.0,-67.194153,-67.191193,-92.562393,42.697681
468.5,-67.194153,-67.191193,-92.562393,42.697685
469.0,-67.194153,-67.1912,-92.562393,42.697685
469.5,-67.194153,-67.191208,-92.562393,42.697689
470.0,-67.194153,-67.191208,-92.562393,42.697689
470.5,-67.194153,-67.191216,-92.562393,42.697693
471.0,-67.194153,-67.191216,-92.562386,42.697693
471.5,-67.194153,-67.191223,-92.562386,42.697697
472.0,-67.194153,-67.191223,-92.562386,42.697701
472.5,-67.194153,-67.191231,-92.562386,42.697701
473.0,-67.194153,-67.191238,-92.562386,42.697704
473.5,-67.194145,-67.191238,-92.562378,42.697704
474.0,-67.194145,-67.191246,-92.562378,42.697708
474.5,-67.194145,-67.191246,-92.562378,42.697708
475.0,-67.194145,-67.191254,-92.562378,42.697712
475.5,-67.194145,-67.191254,-92.562378,42.697712
476.0,-67.194145,-67.191261,-92.562378,42.697716
476.5,-67.194145,-67.191269,-92.56237,42.697716
477.0,-67.194145,-67.191269,-92.56237,42.69772
477.5,-67.194145,-67.191277,-92.56237,42.69772
478.0,-67.194145,-67.191277,-92.56237,42.697723
478.5,-67.194145,-67.191284,-92.56237,42.697727
479.0,-67.194145,-67.191284,-92.56237,42.697727
479.5,-67.194145,-67.191292,-92.562363,42.697731
480.0,-67.194145,-67.191292,-92.562363,42.697731
480.5,-67.194145,-67.191299,-92.562363,42.697735
481.0,-67.194145,-67.191307,-92.562363,42.697735
481.5,-67.194145,-67.191307,-92.562363,42.697739
482.0,-67.194145,-67.191315,-92.562355,42.697739
482.5,-67.194138,-67.191315,-92.562355,42.697742
483.0,-67.194138,-67.191322,-92.562355,42.697742
483.5,-67.194138,-67.191322,-92.562355,42.697746
484.0,-67.194138,-67.19133,-92.562355,42.697746
484.5,-67.194138,-67.19133,-92.562355,42.69775
485.0,-67.194138,-67.191338,-92.562347,42.69775
485.5,-67.194138,-67.191345,-92.562347,42.697754
486.0,-67.194138,-67.191345,-92.562347,42.697754
486.5,-67.194138,-67.191353,-92.562347,42.697758
487.0,-67.194138,-67.191353,-92.562347,42.697762
487.5,-67.194138,-67.19136,-92.562347,42.697762
488.0,-67.194138,-67.19136,-92.56234,42.697765
488.5,-67.194138,-67.191368,-92.56234,42.697765
489.0,-67.194138,-67.191368,-92.56234,42.697769
489.5,-67.194138,-67.191376,-92.56234,42.697769
490.0,-67.194138,-67.191376,-92.56234,42.697773
490.5,-67.194138,-67.191383,-92.56234,42.697773
491.0,-67.194138,-67.191383,-92.562332,42.697777
491.5,-67.194138,-67.191391,-92.562332,42.697777
492.0,-67.19413,-67.191399,-92.562332,42.697781
492.5,-67.19413,-67.191399,-92.562332,42.697781
493.0,-67.19413,-67.191406,-92.562332,42.697784
493.5,-67.19413,-67.191406,-92.562332,42.697784
494.0,-67.19413,-67.191414,-92.562325,42.697788
494.5,-67.19413,-67.191414,-92.562325,42.697788
495.0,-67.19413,-67.191422,-92.562325,42.697792
495.5,-67.19413,-67.191422,-92.562325,42.697792
496.0,-67.19413,-67.191429,-92.562325,42.697796
496.5,-67.19413,-67.191429,-92.562325,42.697796
497.0,-67.19413,-67.191437,-92.562317,42.6978
497.5,-67.19413,-67.191437,-92.562317,42.6978
498.0,-67.19413,-67.191444,-92.562317,42.697803
498.5,-67.19413,-67.191444,-92.562317,42.697803
499.0,-67.19413,-67.191452,-92.562317,42.697807
499.5,-67.19413,-67.191452,-92.562317,42.697807
500.0,-67.19413,-67.19146,-92.562309,42.697811
