Time,G_p,G_t,I_l,I_p,Q_sto1,Q_gut,I_1,I_d,X,I_po,Y,Q_sto2,V_G,k_1,k_2,G_b,V_I,m_1,m_2,m_4,m_5,m_6,HE_b,I_b,S_b,S_b_minus,k_max,k_min,k_abs,k_gri,f,b,d,BW,k_p1,k_p2,k_p3,k_p4,k_i,U_ii,V_m0,V_mX,K_m0,p_2U,part,K,alpha,beta,gamma,k_e1,k_e2,D,aa,cc,EGP,V_mmax,E,S,I,G,HE,m_3,Q_sto,Ra,k_empt,U_idm,U_id,U,S_po,Compartment1
0.31,177.99337551887535,135.04774361270006,4.588301091508895,1.2545837180927952,76662.35861432398,11.402557757302102,25.000094927573777,25.000000070143525,0.0003967987491358898,3.5924678972769493,-0.0005432257434906735,1326.17137351418,1.88,0.065,0.079,95.0,0.05,0.19,0.484,0.194,0.0304,0.6471,0.6,25.0,1.8,-1.8,0.0558,0.008,0.057,0.0558,0.9,0.82,0.01,78.0,2.7,0.0021,0.009,0.0618,0.0079,1.0,2.5,0.047,225.59,0.0331,0.2,2.3,0.05,0.11,0.5,0.0005,339.0,78000.0,0.00017806267806267802,0.003205128205128205,1.8791993947273549,2.0000149196329677,0.0,1.7962339486384746,25.091674361855905,94.6773274036571,0.5924944879613904,0.2762513619742111,77988.52998783816,0.007499374524994844,0.05547878106282515,0.7489440771852042,0.7489440771852042,1.7489440771852043,1.7822081272544552,1.0
0.32,177.99323764199374,135.04926147525526,4.590936567312041,1.254797196202684,76619.59295094559,12.143249215696368,25.00010233030435,25.00000007792669,0.00042771147862189575,3.592331703326339,-0.000560698788083795,1368.1896359635102,1.88,0.065,0.079,95.0,0.05,0.19,0.484,0.194,0.0304,0.6471,0.6,25.0,1.8,-1.8,0.0558,0.008,0.057,0.0558,0.9,0.82,0.01,78.0,2.7,0.0021,0.009,0.0618,0.0079,1.0,2.5,0.047,225.59,0.0331,0.2,2.3,0.05,0.11,0.5,0.0005,339.0,78000.0,0.00017806267806267802,0.003205128205128205,1.879208100984905,2.000016081951596,0.0,1.7961658516631696,25.095943924053678,94.67725406489029,0.5924965581094397,0.27625373056610075,77987.7825869091,0.007986521599554151,0.05547869612789052,0.7489497779617909,0.7489497779617909,1.7489497779617909,1.7829549472332318,1.0
0.33,177.99310608236834,135.0507779945831,4.593560059098044,1.255014211058469,76576.85114415144,12.906808885050568,25.000110072498902,25.000000086307633,0.0004600385568226653,3.592203723491998,-0.0005781670383715045,1410.1607449056548,1.88,0.065,0.079,95.0,0.05,0.19,0.484,0.194,0.0304,0.6471,0.6,25.0,1.8,-1.8,0.0558,0.008,0.057,0.0558,0.9,0.82,0.01,78.0,2.7,0.0021,0.009,0.0618,0.0079,1.0,2.5,0.047,225.59,0.0331,0.2,2.3,0.05,0.11,0.5,0.0005,339.0,78000.0,0.00017806267806267802,0.003205128205128205,1.8792162863384525,2.0000172974497366,0.0,1.796101861745999,25.100284221169378,94.67718408636614,0.5924985034029217,0.27625595632563926,77987.0118890571,0.00848870892055249,0.0554786085221246,0.7489554939548944,0.7489554939548944,1.7489554939548944,1.7837189028538571,1.0
0.34,177.9929809799823,135.0522931757063,4.596171686903704,1.255234715747335,76534.13318063146,13.693197474328022,25.000118159783305,25.000000095312647,0.0004938032063290004,3.5920840883663088,-0.0005956303115937368,1452.0847399138868,1.88,0.065,0.079,95.0,0.05,0.19,0.484,0.194,0.0304,0.6471,0.6,25.0,1.8,-1.8,0.0558,0.008,0.057,0.0558,0.9,0.82,0.01,78.0,2.7,0.0021,0.009,0.0618,0.0079,1.0,2.5,0.047,225.59,0.0331,0.2,2.3,0.05,0.11,0.5,0.0005,339.0,78000.0,0.00017806267806267802,0.003205128205128205,1.8792239424231854,2.000018567000558,0.0,1.7960420441831544,25.1046943149467,94.67711754254378,0.5925003218568321,0.2762580369775085,77986.21792054534,0.009005910646577277,0.05547851824635645,0.74896122550945,0.74896122550945,1.74896122550945,1.7844999418048608,1.0
0.35000000000000003,177.99286247410285,135.05380702378847,4.598771571506341,1.2554586646329196,76491.43904708604,14.502375746275739,25.00012659753882,25.00000010496963,0.000529027603069599,3.5919729258722035,-0.0006130884182138753,1493.9616605265849,1.88,0.065,0.079,95.0,0.05,0.19,0.484,0.194,0.0304,0.6471,0.6,25.0,1.8,-1.8,0.0558,0.008,0.057,0.0558,0.9,0.82,0.01,78.0,2.7,0.0021,0.009,0.0618,0.0079,1.0,2.5,0.047,225.59,0.0331,0.2,2.3,0.05,0.11,0.5,0.0005,339.0,78000.0,0.00017806267806267802,0.003205128205128205,1.8792310610407557,2.0000198914378755,0.0,1.7959864629361018,25.10917329265839,94.67705450750152,0.5925020115267425,0.2762599702930042,77985.40070761263,0.009538100971589044,0.05547842530134956,0.7489669729561513,0.7489669729561513,1.7489669729561514,1.78529801209901,1.0
0.36,177.992750703662,135.05531954405825,4.601359833414871,1.255686012386501,76448.76873022199,15.3343045005984,25.000135391127955,25.000000115306534,0.0005657338438482912,3.5918703632458637,-0.0006305411655935052,1535.7915462588694,1.88,0.065,0.079,95.0,0.05,0.19,0.484,0.194,0.0304,0.6471,0.6,25.0,1.8,-1.8,0.0558,0.008,0.057,0.0558,0.9,0.82,0.01,78.0,2.7,0.0021,0.009,0.0618,0.0079,1.0,2.5,0.047,225.59,0.0331,0.2,2.3,0.05,0.11,0.5,0.0005,339.0,78000.0,0.00017806267806267802,0.003205128205128205,1.8792376340359567,2.0000212715925287,0.0,1.7959351816229319,25.11372024773002,94.67699505513937,0.5925035704786629,0.2762617540555685,77984.56027648086,0.010085254113855103,0.055478329687802905,0.7489727366248109,0.7489727366248109,1.748972736624811,1.7861130618676389,1.0
0.37,177.99264580715732,135.05683074182897,4.6039365931323974,1.2559167142392162,76406.1222167536,16.18894457835802,25.00014454583566,25.000000126351782,0.0006039436944622809,3.591776526520522,-0.0006479883570359107,1577.574436599555,1.88,0.065,0.079,95.0,0.05,0.19,0.484,0.194,0.0304,0.6471,0.6,25.0,1.8,-1.8,0.0558,0.008,0.057,0.0558,0.9,0.82,0.01,78.0,2.7,0.0021,0.009,0.0618,0.0079,1.0,2.5,0.047,225.59,0.0331,0.2,2.3,0.05,0.11,0.5,0.0005,339.0,78000.0,0.00017806267806267802,0.003205128205128205,1.8792436533288357,2.000022708282912,0.0,1.795888263260261,25.118334284784325,94.67693925912624,0.5925049967968881,0.2762633860697829,77983.69665335315,0.01064734431884316,0.05547823140635078,0.7489785168408819,0.7489785168408819,1.7489785168408818,1.7869450394142254,1.0
0.38,177.99254792275863,135.05834062247663,4.606501970863307,1.2561507257022502,76363.4994934018,17.06625685804005,25.000154066934464,25.00000013813379,0.0006436788686811639,3.5916915410965604,-0.0006654297928581086,1619.3103710135924,1.88,0.065,0.079,95.0,0.05,0.19,0.484,0.194,0.0304,0.6471,0.6,25.0,1.8,-1.8,0.0558,0.008,0.057,0.0558,0.9,0.82,0.01,78.0,2.7,0.0021,0.009,0.0618,0.0079,1.0,2.5,0.047,225.59,0.0331,0.2,2.3,0.05,0.11,0.5,0.0005,339.0,78000.0,0.00017806267806267802,0.003205128205128205,1.8792491108792353,2.0000242023254624,0.0,1.7958457705482802,25.123014514045003,94.67688719295673,0.5925062885753323,0.2762648641514675,77982.8098644154,0.011224345856634033,0.055478130457563224,0.748984313929309,0.748984313929309,1.7489843139293089,1.7877938931561244,1.0
0.39,177.99245718815857,135.0598491914708,4.609056086923288,1.256388002958645,76320.90054689531,17.96620226109463,25.000163959593255,25.000000150681633,0.000684960637610508,3.591615530943181,-0.0006828652688899943,1660.9993889386185,1.88,0.065,0.079,95.0,0.05,0.19,0.484,0.194,0.0304,0.6471,0.6,25.0,1.8,-1.8,0.0558,0.008,0.057,0.0558,0.9,0.82,0.01,78.0,2.7,0.0021,0.009,0.0618,0.0079,1.0,2.5,0.047,225.59,0.0331,0.2,2.3,0.05,0.11,0.5,0.0005,339.0,78000.0,0.00017806267806267802,0.003205128205128205,1.8792539987364438,2.000025754519974,0.0,1.7958077654715905,25.127760059172896,94.67683892987158,0.5925074439296637,0.2762661861415809,77981.89993583394,0.011816233025566085,0.055478026841945825,0.7489901282091359,0.7489901282091359,1.7489901282091358,1.7886595717061933,1.0
0.4,177.99237374059297,135.0613564543703,4.611599061683006,1.2566285028095387,76278.32536397058,18.888741751191777,25.00017422888984,25.00000016402492,0.000727809883296741,3.591548618707932,-0.0007002945766804113,1702.6415297854148,1.88,0.065,0.079,95.0,0.05,0.19,0.484,0.194,0.0304,0.6471,0.6,25.0,1.8,-1.8,0.0558,0.008,0.057,0.0558,0.9,0.82,0.01,78.0,2.7,0.0021,0.009,0.0618,0.0079,1.0,2.5,0.047,225.59,0.0331,0.2,2.3,0.05,0.11,0.5,0.0005,339.0,78000.0,0.00017806267806267802,0.003205128205128205,1.8792583090323804,2.000027365651612,0.0,1.795774309353966,25.132570056190772,94.6767945428686,0.5925084609956395,0.2762673499043297,77980.96689375599,0.012422980151745363,0.055477920559939976,0.7489959599942444,0.7489959599942444,1.7489959599942444,1.7895420238615765,1.0
0.41000000000000003,177.99229771690673,135.0628624168098,4.614131015387503,1.2568721825016531,76235.77393137115,19.83383633180127,25.000184879851055,25.000000178193556,0.0007722472707282363,3.591490926068182,-0.0007177175041581408,1744.2368329394078,1.88,0.065,0.079,95.0,0.05,0.19,0.484,0.194,0.0304,0.6471,0.6,25.0,1.8,-1.8,0.0558,0.008,0.057,0.0558,0.9,0.82,0.01,78.0,2.7,0.0021,0.009,0.0618,0.0079,1.0,2.5,0.047,225.59,0.0331,0.2,2.3,0.05,0.11,0.5,0.0005,339.0,78000.0,0.00017806267806267802,0.003205128205128205,1.8792620339597401,2.0000290364973794,0.0,1.795745463034091,25.13744365003306,94.67675410473763,0.5925093379237636,0.27626835332107164,77980.01076431056,0.013044561587453912,0.05547781161192305,0.7490018095957295,0.7490018095957295,1.7490018095957294,1.7904411985678224,1.0
0.42,177.99222925352905,135.0643670845041,4.616652068222271,1.2571189997886962,76193.24623584806,20.801447047356366,25.000195917438276,25.000000193217808,0.0008182931855980451,3.591442573603966,-0.0007351338354005776,1785.785337759821,1.88,0.065,0.079,95.0,0.05,0.19,0.484,0.194,0.0304,0.6471,0.6,25.0,1.8,-1.8,0.0558,0.008,0.057,0.0558,0.9,0.82,0.01,78.0,2.7,0.0021,0.009,0.0618,0.0079,1.0,2.5,0.047,225.59,0.0331,0.2,2.3,0.05,0.11,0.5,0.0005,339.0,78000.0,0.00017806267806267802,0.003205128205128205,1.879265165779904,2.0000307678237785,0.0,1.795721286801983,25.142379995773922,94.67671768804738,0.5925100728812197,0.27626919429254115,77979.03157360788,0.01368095171191515,0.05547769999820853,0.7490076773210381,0.7490076773210381,1.7490076773210381,1.7913570449321483,1.0
0.43,177.9921684864754,135.06587046324762,4.619162340307242,1.2573689129248629,76150.74226415974,21.791534983304583,25.000207346548805,25.00000020912833,0.0008659677403246407,3.591403680810292,-0.000752543350660466,1827.2870835795843,1.88,0.065,0.079,95.0,0.05,0.19,0.484,0.194,0.0304,0.6471,0.6,25.0,1.8,-1.8,0.0558,0.008,0.057,0.0558,0.9,0.82,0.01,78.0,2.7,0.0021,0.009,0.0618,0.0079,1.0,2.5,0.047,225.59,0.0331,0.2,2.3,0.05,0.11,0.5,0.0005,339.0,78000.0,0.00017806267806267802,0.003205128205128205,1.8792676968221709,2.0000325603870364,0.0,1.795701840405146,25.147378258497255,94.6766853651465,0.5925106640516836,0.2762698707386505,77978.02934773933,0.014332124931327246,0.05547758571904612,0.7490135634740512,0.7490135634740512,1.7490135634740511,1.7922895122222469,1.0
0.44,177.99211555134806,135.0673725589162,4.621661951700138,1.257621880674525,76108.26200307182,22.804061265231507,25.000219172014468,25.000000225956136,0.000915290768088018,3.591374366084719,-0.0007699458263151971,1868.7421097063097,1.88,0.065,0.079,95.0,0.05,0.19,0.484,0.194,0.0304,0.6471,0.6,25.0,1.8,-1.8,0.0558,0.008,0.057,0.0558,0.9,0.82,0.01,78.0,2.7,0.0021,0.009,0.0618,0.0079,1.0,2.5,0.047,225.59,0.0331,0.2,2.3,0.05,0.11,0.5,0.0005,339.0,78000.0,0.00017806267806267802,0.003205128205128205,1.8792696194845284,2.00003441493288,0.0,1.7956871830423595,25.1524376134905,94.67665720816387,0.5925111096355122,0.2762703805987205,77977.00411277813,0.014998055678286878,0.05547746877462192,0.7490194683550074,0.7490194683550074,1.7490194683550073,1.7932385498667747,1.0
0.45,177.992070583339,135.06887337746463,4.624151022383614,1.2578778622938902,76065.80543935737,23.83898705958952,25.00023139860507,25.000000243732604,0.0009662818376162484,3.591354746757751,-0.0007873410349501839,1910.1504554214212,1.88,0.065,0.079,95.0,0.05,0.19,0.484,0.194,0.0304,0.6471,0.6,25.0,1.8,-1.8,0.0558,0.008,0.057,0.0558,0.9,0.82,0.01,78.0,2.7,0.0021,0.009,0.0618,0.0079,1.0,2.5,0.047,225.59,0.0331,0.2,2.3,0.05,0.11,0.5,0.0005,339.0,78000.0,0.00017806267806267802,0.003205128205128205,1.879270926231766,2.0000363321970944,0.0,1.7956773733788756,25.157557245877804,94.67663328901011,0.5925114078492821,0.2762707218309677,77975.95589477879,0.015678718412268495,0.055477349165058545,0.7490253922607016,0.7490253922607016,1.7490253922607018,1.7942041074530395,1.0
0.46,177.99203371722496,135.07037292492822,4.626629672281114,1.2581368175466365,76023.37255979682,24.89627357368083,25.00024403102488,25.000000262489483,0.001018960238012521,3.5913449390622545,-0.000804728745298102,1951.5121599802642,1.88,0.065,0.079,95.0,0.05,0.19,0.484,0.194,0.0304,0.6471,0.6,25.0,1.8,-1.8,0.0558,0.008,0.057,0.0558,0.9,0.82,0.01,78.0,2.7,0.0021,0.009,0.0618,0.0079,1.0,2.5,0.047,225.59,0.0331,0.2,2.3,0.05,0.11,0.5,0.0005,339.0,78000.0,0.00017806267806267802,0.003205128205128205,1.8792716095973747,2.0000383129049495,0.0,1.7956724695311272,25.16273635093273,94.67661367937498,0.5925115569262538,0.2762708924130501,77974.88471977708,0.016374087619613162,0.055477226890415225,0.7490313354842755,0.7490313354842755,1.7490313354842755,1.7951861347299143,1.0
0.47000000000000003,177.9920050872473,135.0718712074471,4.629098021608221,1.2583987070164107,75980.96335117916,25.975882060328928,25.000257073837595,25.000000282259464,0.001073344656918457,3.5913450574853782,-0.0008221087210904775,1992.8272626090334,1.88,0.065,0.079,95.0,0.05,0.19,0.484,0.194,0.0304,0.6471,0.6,25.0,1.8,-1.8,0.0558,0.008,0.057,0.0558,0.9,0.82,0.01,78.0,2.7,0.0021,0.009,0.0618,0.0079,1.0,2.5,0.047,225.59,0.0331,0.2,2.3,0.05,0.11,0.5,0.0005,339.0,78000.0,0.00017806267806267802,0.003205128205128205,1.8792716622238494,2.0000403577591004,0.0,1.7956725287426891,25.167974140328212,94.67659845066346,0.5925115551262222,0.27627089035335406,77973.7906137882,0.017084137816600953,0.05547710195068769,0.7490372983107715,0.7490372983107715,1.7490372983107716,1.7961845816739626,1.0
0.48,177.9919848274112,135.0733682312053,4.631556189997734,1.2586634913275012,75938.57780029913,27.077773806319726,25.000270531653292,25.000000303074792,0.0011294539824905974,3.591355216383907,-0.0008394807239250606,2034.0958025123402,1.88,0.065,0.079,95.0,0.05,0.19,0.484,0.194,0.0304,0.6471,0.6,25.0,1.8,-1.8,0.0558,0.008,0.057,0.0558,0.9,0.82,0.01,78.0,2.7,0.0021,0.009,0.0618,0.0079,1.0,2.5,0.047,225.59,0.0331,0.2,2.3,0.05,0.11,0.5,0.0005,339.0,78000.0,0.00017806267806267802,0.003205128205128205,1.879271076762238,2.0000424674697417,0.0,1.7956776081919534,25.173269826550023,94.67658767415489,0.5925114007109646,0.2762707136629147,77972.67360281147,0.017808843541848744,0.05547697434580887,0.7490432810282139,0.7490432810282139,1.749043281028214,1.797199398324708,1.0
0.49,177.99197307125624,135.07486400247754,4.634004297170958,1.258931131742193,75896.21589395934,28.201910141307522,25.00028440898505,25.00000032496833,0.001187306688361058,3.591375528745647,-0.0008568445110696968,2075.317818867367,1.88,0.065,0.079,95.0,0.05,0.19,0.484,0.194,0.0304,0.6471,0.6,25.0,1.8,-1.8,0.0558,0.008,0.057,0.0558,0.9,0.82,0.01,78.0,2.7,0.0021,0.009,0.0618,0.0079,1.0,2.5,0.047,225.59,0.0331,0.2,2.3,0.05,0.11,0.5,0.0005,339.0,78000.0,0.00017806267806267802,0.003205128205128205,1.8792698459491666,2.0000446427314826,0.0,1.7956877643728235,25.178622634843858,94.67658142088098,0.5925110919630662,0.27627036037697217,77971.5337128267,0.01854817936216764,0.055476844075648596,0.7490492839191095,0.7490492839191095,1.7490492839191094,1.7982305349109673,1.0
0.5,177.99196995191954,135.07635852761612,4.636442462752968,1.2592015899959528,75853.87761896974,29.348252435391046,25.000298710288472,25.00000034797326,0.0012469210030965638,3.5914061065308505,-0.0008741998360694888,2116.493350825443,1.88,0.065,0.079,95.0,0.05,0.19,0.484,0.194,0.0304,0.6471,0.6,25.0,1.8,-1.8,0.0558,0.008,0.057,0.0558,0.9,0.82,0.01,78.0,2.7,0.0021,0.009,0.0618,0.0079,1.0,2.5,0.047,225.59,0.0331,0.2,2.3,0.05,0.11,0.5,0.0005,339.0,78000.0,0.00017806267806267802,0.003205128205128205,1.879267962585603,2.0000468842297163,0.0,1.7957030532654252,25.184031799919055,94.67657976165934,0.5925106271807311,0.27626982854904897,77970.37096979519,0.019302119870968727,0.05547671114001378,0.7490553072627889,0.7490553072627889,1.7490553072627888,1.7992779418160547,1.0
0.51,177.9919756021381,135.0778518130506,4.638870806265869,1.2594748282910961,75811.56296214757,30.516762099045398,25.00031343996315,25.00000037212308,0.001308314916534854,3.591447060685092,-0.0008915464487710647,2157.622437512082,1.88,0.065,0.079,95.0,0.05,0.19,0.484,0.194,0.0304,0.6471,0.6,25.0,1.8,-1.8,0.0558,0.008,0.057,0.0558,0.9,0.82,0.01,78.0,2.7,0.0021,0.009,0.0618,0.0079,1.0,2.5,0.047,225.59,0.0331,0.2,2.3,0.05,0.11,0.5,0.0005,339.0,78000.0,0.00017806267806267802,0.003205128205128205,1.8792654195360636,2.0000491926408617,0.0,1.795723530342546,25.189496565821923,94.67658276709474,0.5925100046775866,0.27626911625074035,77969.18539965965,0.020070639688218324,0.055476575538648584,0.7490613513354952,0.7490613513354952,1.7490613513354951,1.8003415695764904,1.0
0.52,177.9919901542511,135.07934386528723,4.641289447122052,1.2597508092904528,75769.27191031736,31.707400583053964,25.000328602354156,25.00000039745159,0.0013715061861210849,3.5914985011521523,-0.0009088840953468461,2198.705118027016,1.88,0.065,0.079,95.0,0.05,0.19,0.484,0.194,0.0304,0.6471,0.6,25.0,1.8,-1.8,0.0558,0.008,0.057,0.0558,0.9,0.82,0.01,78.0,2.7,0.0021,0.009,0.0618,0.0079,1.0,2.5,0.047,225.59,0.0331,0.2,2.3,0.05,0.11,0.5,0.0005,339.0,78000.0,0.00017806267806267802,0.003205128205128205,1.8792622097278058,2.0000515686325984,0.0,1.7957492505760762,25.195016185809056,94.67659050758039,0.5925092227824873,0.27626822157150505,77967.97702834438,0.020853713460393185,0.05547643727123452,0.7490674164104694,0.7490674164104694,1.7490674164104694,1.8014213688807204,1.0
0.53,177.99201374020242,135.0808346909084,4.643698504617458,1.2600294961110314,75727.00445031092,32.920129378440336,25.000344201753506,25.000000423992883,0.0014365123432442345,3.5915605368868975,-0.0009262125183193152,2239.7414314442317,1.88,0.065,0.079,95.0,0.05,0.19,0.484,0.194,0.0304,0.6471,0.6,25.0,1.8,-1.8,0.0558,0.008,0.057,0.0558,0.9,0.82,0.01,78.0,2.7,0.0021,0.009,0.0618,0.0079,1.0,2.5,0.047,225.59,0.0331,0.2,2.3,0.05,0.11,0.5,0.0005,339.0,78000.0,0.00017806267806267802,0.003205128205128205,1.8792583261500286,2.0000540128641062,0.0,1.7957802684434487,25.200589922220626,94.67660305329916,0.5925082798393192,0.2762671426184557,77966.74588175515,0.02165131586043576,0.055476296337390506,0.7490735027580387,0.7490735027580387,1.7490735027580389,1.8025172905677793,1.0
0.54,177.99204649154274,135.08232429657215,4.646098097924832,1.2603108523176874,75684.76056896735,34.154910016400244,25.00036024240165,25.00000045178134,0.0015033506995735058,3.5916332758681597,-0.0009435314565852827,2280.7314168120033,1.88,0.065,0.079,95.0,0.05,0.19,0.484,0.194,0.0304,0.6471,0.6,25.0,1.8,-1.8,0.0558,0.008,0.057,0.0558,0.9,0.82,0.01,78.0,2.7,0.0021,0.009,0.0618,0.0079,1.0,2.5,0.047,225.59,0.0331,0.2,2.3,0.05,0.11,0.5,0.0005,339.0,78000.0,0.00017806267806267802,0.003205128205128205,1.879253761853076,2.000056525986304,0.0,1.7958166379340799,25.206217046353746,94.67662047422486,0.592507174206804,0.27626587751614956,77965.49198577936,0.022463421587709396,0.055476152736673084,0.7490796106457042,0.7490796106457042,1.7490796106457043,1.803629285626037,1.0
0.55,177.9920885390057,135.08381268909827,4.6484883474030845,1.2605948430470977,75642.54025313641,35.411704082537376,25.00037672821413,25.00000048085368,0.0015720371737012536,3.5917168227558003,-0.0009608406413087969,2321.675113144197,1.88,0.065,0.079,95.0,0.05,0.19,0.484,0.194,0.0304,0.6471,0.6,25.0,1.8,-1.8,0.0558,0.008,0.057,0.0558,0.9,0.82,0.01,78.0,2.7,0.0021,0.009,0.0618,0.0079,1.0,2.5,0.047,225.59,0.0331,0.2,2.3,0.05,0.11,0.5,0.0005,339.0,78000.0,0.00017806267806267802,0.003205128205128205,1.8792485100940968,2.0000591085977315,0.0,1.7958584113779001,25.211896860941952,94.67664283989664,0.5925059042941119,0.2762644244473518,77964.21536628061,0.02329000537736112,0.055476006468575804,0.7490857403219148,0.7490857403219148,1.7490857403219149,1.804757305428987,1.0
0.56,177.9921400134681,135.08529987527322,4.6508693716336404,1.2608814324619304,75600.34348967082,36.69047318465836,25.000393663400498,25.000000511244302,0.0016425889479256687,3.591811284196464,-0.000978139805227436,2362.572559439924,1.88,0.065,0.079,95.0,0.05,0.19,0.484,0.194,0.0304,0.6471,0.6,25.0,1.8,-1.8,0.0558,0.008,0.057,0.0558,0.9,0.82,0.01,78.0,2.7,0.0021,0.009,0.0618,0.0079,1.0,2.5,0.047,225.59,0.0331,0.2,2.3,0.05,0.11,0.5,0.0005,339.0,78000.0,0.00017806267806267802,0.003205128205128205,1.879242564007177,2.000061761344442,0.0,1.795905642098232,25.217628649238605,94.67667021992985,0.5925044684802138,0.2762627815607701,77962.91604911075,0.024131041979140695,0.055475857532530766,0.7490918920528044,0.7490918920528044,1.7490918920528045,1.805901301201259,1.0
0.5700000000000001,177.99220104530374,135.08678586198133,4.653241289415323,1.2611705854635775,75558.17026543146,37.99117897445921,25.000411052047838,25.000000542988428,0.001715022680414693,3.5919167652535426,-0.0009954286763932745,2403.423794670296,1.88,0.065,0.079,95.0,0.05,0.19,0.484,0.194,0.0304,0.6471,0.6,25.0,1.8,-1.8,0.0558,0.008,0.057,0.0558,0.9,0.82,0.01,78.0,2.7,0.0021,0.009,0.0618,0.0079,1.0,2.5,0.047,225.59,0.0331,0.2,2.3,0.05,0.11,0.5,0.0005,339.0,78000.0,0.00017806267806267802,0.003205128205128205,1.8792359168252977,2.0000644848527838,0.0,1.7959583826267713,25.22341170927155,94.6767026836722,0.5925028651681462,0.2762609470331614,77961.59406010175,0.02498650617166356,0.05547570592790775,0.7490980660974713,0.7490980660974713,1.7490980660974713,1.8070612243779183,1.0
