Time,G_p,G_t,I_l,I_p,Q_sto1,Q_gut,I_1,I_d,X,I_po,Y,Q_sto2,V_G,k_1,k_2,G_b,V_I,m_1,m_2,m_4,m_5,m_6,HE_b,I_b,S_b,S_b_minus,k_max,k_min,k_abs,k_gri,f,b,d,BW,k_p1,k_p2,k_p3,k_p4,k_i,U_ii,V_m0,V_mX,K_m0,p_2U,part,K,alpha,beta,gamma,k_e1,k_e2,D,aa,cc,EGP,V_mmax,E,S,I,G,HE,m_3,Q_sto,Ra,k_empt,U_idm,U_id,U,S_po,Compartment1
1.01,178.00625708053255,135.15109972845346,4.750373813647104,1.2759784877031777,73725.65409026836,116.36461147694266,25.00167770553461,25.000003869251366,0.006977955528744301,3.608886933259598,-0.0017411770441377646,4155.716160896311,1.88,0.065,0.079,95.0,0.05,0.19,0.484,0.194,0.0304,0.6471,0.6,25.0,1.8,-1.8,0.0558,0.008,0.057,0.0558,0.9,0.82,0.01,78.0,2.7,0.0021,0.009,0.0618,0.0079,1.0,2.5,0.047,225.59,0.0331,0.2,2.3,0.05,0.11,0.5,0.0005,339.0,78000.0,0.00017806267806267802,0.003205128205128205,1.8781576128321766,2.000262371127881,0.0,1.804443466629799,25.519569754063554,94.68417929815561,0.5922449186144542,0.2759659895699712,77881.37025116467,0.07653210985598922,0.05546637291334401,0.7493952294509073,0.7493952294509073,1.7493952294509074,1.873155498117117,1.0
1.02,178.00687681137288,135.1525400691283,4.752456927477518,1.2763537725632197,73684.52665090897,118.61342877608811,25.001718913492834,25.000004003104785,0.007148835840431975,3.609581454487072,-0.0017576634414541673,4194.527815177527,1.88,0.065,0.079,95.0,0.05,0.19,0.484,0.194,0.0304,0.6471,0.6,25.0,1.8,-1.8,0.0558,0.008,0.057,0.0558,0.9,0.82,0.01,78.0,2.7,0.0021,0.009,0.0618,0.0079,1.0,2.5,0.047,225.59,0.0331,0.2,2.3,0.05,0.11,0.5,0.0005,339.0,78000.0,0.00017806267806267802,0.003205128205128205,1.8781133887808732,2.0002687962276005,0.0,1.804790727243536,25.52707545126439,94.68450894221962,0.5922343618917965,0.27595392608727404,77879.0544660865,0.07801113969504257,0.05546609957711661,0.7494026309715868,0.7494026309715868,1.7494026309715869,1.8749842848324672,1.0
1.03,178.00751168183106,135.15397960582038,4.754536252764465,1.2767304625395244,73643.42215425917,120.88246194565514,25.00176071222894,25.000004140226302,0.007322148209870056,3.6102908231218813,-0.0017741232505304905,4233.29502328972,1.88,0.065,0.079,95.0,0.05,0.19,0.484,0.194,0.0304,0.6471,0.6,25.0,1.8,-1.8,0.0558,0.008,0.057,0.0558,0.9,0.82,0.01,78.0,2.7,0.0021,0.009,0.0618,0.0079,1.0,2.5,0.047,225.59,0.0331,0.2,2.3,0.05,0.11,0.5,0.0005,339.0,78000.0,0.00017806267806267802,0.003205128205128205,1.878068215337186,2.000275312772691,0.0,1.8051454115609407,25.534609250790485,94.68484663927185,0.5922235794885474,0.2759416053573989,77876.71717754888,0.07950346535656551,0.05546582347732622,0.7494100639570158,0.7494100639570158,1.7494100639570158,1.876826921185346,1.0
1.04,178.0081618047309,135.15541834872153,4.756611900776981,1.2771085410411656,73602.34058752048,123.17167450041988,25.00180310391121,25.000004280662335,0.007497901112425748,3.6110151031140747,-0.0017905560402808078,4272.017823003871,1.88,0.065,0.079,95.0,0.05,0.19,0.484,0.194,0.0304,0.6471,0.6,25.0,1.8,-1.8,0.0558,0.008,0.057,0.0558,0.9,0.82,0.01,78.0,2.7,0.0021,0.009,0.0618,0.0079,1.0,2.5,0.047,225.59,0.0331,0.2,2.3,0.05,0.11,0.5,0.0005,339.0,78000.0,0.00017806267806267802,0.003205128205128205,1.878022088311654,2.0002819210818275,0.0,1.8055075515570373,25.54217082082331,94.68519244932494,0.5922125704326661,0.2759290263105748,77874.35841052435,0.08100906284450693,0.055465544610488714,0.7494175285626518,0.7494175285626518,1.7494175285626516,1.878683365137699,1.0
1.05,178.00882729255156,135.15685630808687,4.758683982558124,1.2774879917931667,73561.28193790156,125.48102999390599,25.001846090683728,25.000004424459448,0.007676102920284804,3.611754357690574,-0.0018069613765579148,4310.696252065846,1.88,0.065,0.079,95.0,0.05,0.19,0.484,0.194,0.0304,0.6471,0.6,25.0,1.8,-1.8,0.0558,0.008,0.057,0.0558,0.9,0.82,0.01,78.0,2.7,0.0021,0.009,0.0618,0.0079,1.0,2.5,0.047,225.59,0.0331,0.2,2.3,0.05,0.11,0.5,0.0005,339.0,78000.0,0.00017806267806267802,0.003205128205128205,1.8779750035602296,2.0002886214698026,0.0,1.805877178845287,25.549759835863334,94.68554643220828,0.5922013337631032,0.2759161878906832,77871.9781899674,0.08252790818829972,0.055465262973059766,0.7494250249427185,0.7494250249427185,1.7494250249427186,1.8805535747747952,1.0
1.06,178.00950825742885,135.15829349423453,4.76075260892231,1.2778687988333588,73520.24619261817,127.81049201834972,25.001889674667044,25.000004571664356,0.007856761905317458,3.6125086493612897,-0.0018233388221664292,4349.330348196412,1.88,0.065,0.079,95.0,0.05,0.19,0.484,0.194,0.0304,0.6471,0.6,25.0,1.8,-1.8,0.0558,0.008,0.057,0.0558,0.9,0.82,0.01,78.0,2.7,0.0021,0.009,0.0618,0.0079,1.0,2.5,0.047,225.59,0.0331,0.2,2.3,0.05,0.11,0.5,0.0005,339.0,78000.0,0.00017806267806267802,0.003205128205128205,1.8779269569838928,2.0002954142476397,0.0,1.8062543246806448,25.557375976667174,94.68590864756854,0.5921898685297085,0.2759030890551606,77869.57654081458,0.0840599774428377,0.05546497856143486,0.7494325532502477,0.7494325532502477,1.7494325532502477,1.8824375083045781,1.0
1.07,178.01020481115643,135.15972991754543,4.7628178904526495,1.2782509465092349,73479.23333889325,130.16002420466512,25.00193385795888,25.0000047223239,0.008039886241944362,3.6132780399252384,-0.0018396879368758907,4387.920149091256,1.88,0.065,0.079,95.0,0.05,0.19,0.484,0.194,0.0304,0.6471,0.6,25.0,1.8,-1.8,0.0558,0.008,0.057,0.0558,0.9,0.82,0.01,78.0,2.7,0.0021,0.009,0.0618,0.0079,1.0,2.5,0.047,225.59,0.0331,0.2,2.3,0.05,0.11,0.5,0.0005,339.0,78000.0,0.00017806267806267802,0.003205128205128205,1.8778779445282772,2.0003022997226974,0.0,1.8066390199626192,25.565018930184696,94.68627915487045,0.5921781737931364,0.2758897287748998,77867.1534879845,0.08560524668845283,0.05546469137194928,0.7494401136371177,0.7494401136371177,1.7494401136371178,1.8843351240570594,1.0
1.08,178.01091706518685,135.16116558846284,4.764879937498286,1.2786344194748065,73438.24336395682,132.52959022240904,25.00197864263476,25.000004876485075,0.0082254840100025,3.6140625904766606,-0.0018560082774338612,4426.465692420996,1.88,0.065,0.079,95.0,0.05,0.19,0.484,0.194,0.0304,0.6471,0.6,25.0,1.8,-1.8,0.0558,0.008,0.057,0.0558,0.9,0.82,0.01,78.0,2.7,0.0021,0.009,0.0618,0.0079,1.0,2.5,0.047,225.59,0.0331,0.2,2.3,0.05,0.11,0.5,0.0005,339.0,78000.0,0.00017806267806267802,0.003205128205128205,1.877827962183285,2.000309278198776,0.0,1.8070312952383303,25.57268838949613,94.68665801339726,0.5921662486247548,0.27587610603415263,77864.70905637782,0.08716369203089211,0.055464401400878084,0.7494477062540913,0.7494477062540913,1.7494477062540912,1.8862463804836682,1.0
1.09,178.01164513029303,135.16260051754062,4.766938862033234,1.2790192037715344,73397.27625504669,134.91915377710868,25.002024030435642,25.00000503419807,0.00841356184405491,3.614862359068402,-0.0018722993946614546,4464.967015835883,1.88,0.065,0.079,95.0,0.05,0.19,0.484,0.194,0.0304,0.6471,0.6,25.0,1.8,-1.8,0.0558,0.008,0.057,0.0558,0.9,0.82,0.01,78.0,2.7,0.0021,0.009,0.0618,0.0079,1.0,2.5,0.047,225.59,0.0331,0.2,2.3,0.05,0.11,0.5,0.0005,339.0,78000.0,0.00017806267806267802,0.003205128205128205,1.8777770061281753,2.0003163499253365,0.0,1.807431179534201,25.580384075430686,94.68704528207077,0.5921540921421603,0.2758622198711066,77862.24327088257,0.08873528959955995,0.055464108644436724,0.749455331231957,0.749455331231957,1.749455331231957,1.8881712363671022,1.0
1.1,178.01238911737434,135.16403471532828,4.768994773243866,1.279405284257039,73356.33199940687,137.32867861647517,25.002070023510232,25.000005195509,0.008604128142796333,3.615677406267908,-0.001888560840378086,4503.424156954724,1.88,0.065,0.079,95.0,0.05,0.19,0.484,0.194,0.0304,0.6471,0.6,25.0,1.8,-1.8,0.0558,0.008,0.057,0.0558,0.9,0.82,0.01,78.0,2.7,0.0021,0.009,0.0618,0.0079,1.0,2.5,0.047,225.59,0.0331,0.2,2.3,0.05,0.11,0.5,0.0005,339.0,78000.0,0.00017806267806267802,0.003205128205128205,1.8777250723865762,2.0003235152181693,0.0,1.807838703133954,25.58810568514078,94.68744101987997,0.5921417034247278,0.27584806928142164,77859.7561563616,0.09032001555160483,0.05546381309877951,0.749462988726341,0.749462988726341,1.749462988726341,1.8901096503221233,1.0
1.11,178.01314913691755,135.1654681924476,4.771047780484944,1.2797926463250013,73315.41058428866,139.7581285261766,25.002116623918067,25.00000536046478,0.00879719092055613,3.616507791439763,-0.0019047921627773404,4541.837153372339,1.88,0.065,0.079,95.0,0.05,0.19,0.484,0.194,0.0304,0.6471,0.6,25.0,1.8,-1.8,0.0558,0.008,0.057,0.0558,0.9,0.82,0.01,78.0,2.7,0.0021,0.009,0.0618,0.0079,1.0,2.5,0.047,225.59,0.0331,0.2,2.3,0.05,0.11,0.5,0.0005,339.0,78000.0,0.00017806267806267802,0.003205128205128205,1.877672157057313,2.000330774378613,0.0,1.8082538957198815,25.595852926500026,94.68784528559445,0.5921290815701156,0.27583365328279025,77857.247737661,0.09191784606913923,0.05546351476000062,0.7494706788877077,0.7494706788877077,1.7494706788877077,1.8920615811294539,1.0
1.12,178.0139252989982,135.16690095959234,4.773097993277046,1.2801812759020674,73274.51199695059,142.20746732980263,25.002163833630167,25.000005529113125,0.008992757810104404,3.6173535727517034,-0.001920992906439944,4580.206042659579,1.88,0.065,0.079,95.0,0.05,0.19,0.484,0.194,0.0304,0.6471,0.6,25.0,1.8,-1.8,0.0558,0.008,0.057,0.0558,0.9,0.82,0.01,78.0,2.7,0.0021,0.009,0.0618,0.0079,1.0,2.5,0.047,225.59,0.0331,0.2,2.3,0.05,0.11,0.5,0.0005,339.0,78000.0,0.00017806267806267802,0.003205128205128205,1.8776182563140305,2.0003381276936603,0.0,1.8086767863758517,25.603625518041348,94.688258137765,0.5921162256941741,0.2758189709148383,77854.71803961018,0.09352875735921636,0.05546321362413405,0.7494784018613964,0.7494784018613964,1.7494784018613965,1.8940269877351368,1.0
1.1300000000000001,178.0147177133548,135.16833302751746,4.775145520903353,1.2805711592114395,73233.63622465829,144.6766588893975,25.002211654597065,25.00000570150188,0.009190836356767644,3.6182148076848293,-0.0019371626129746483,4618.530862362331,1.88,0.065,0.079,95.0,0.05,0.19,0.484,0.194,0.0304,0.6471,0.6,25.0,1.8,-1.8,0.0558,0.008,0.057,0.0558,0.9,0.82,0.01,78.0,2.7,0.0021,0.009,0.0618,0.0079,1.0,2.5,0.047,225.59,0.0331,0.2,2.3,0.05,0.11,0.5,0.0005,339.0,78000.0,0.00017806267806267802,0.003205128205128205,1.8775633663735156,2.0003455754470147,0.0,1.8091074038424146,25.611423184228787,94.68867963476319,0.5921031349231906,0.27580402123027314,77852.16708702061,0.09515272565418066,0.05546290968715343,0.7494861577917292,0.7494861577917292,1.7494861577917291,1.8960058292046207,1.0
1.1400000000000001,178.01552648938983,135.16976440703903,4.7771904724072325,1.2809622827698752,73192.78325468449,147.16566710542452,25.002260088749452,25.000005877679037,0.009391434021114711,3.6190915530394117,-0.001953300821030943,4656.811650001538,1.88,0.065,0.079,95.0,0.05,0.19,0.484,0.194,0.0304,0.6471,0.6,25.0,1.8,-1.8,0.0558,0.008,0.057,0.0558,0.9,0.82,0.01,78.0,2.7,0.0021,0.009,0.0618,0.0079,1.0,2.5,0.047,225.59,0.0331,0.2,2.3,0.05,0.11,0.5,0.0005,339.0,78000.0,0.00017806267806267802,0.003205128205128205,1.8775074834953343,2.000353117919194,0.0,1.8095457765197058,25.619245655397503,94.68910983478183,0.592089808393801,0.27578880329479016,77849.59490468602,0.0967897272116446,0.05546260294497208,0.7494939468220467,0.7494939468220467,1.7494939468220467,1.8979980647221948,1.0
1.1500000000000001,178.01635173617103,135.17119510903376,4.779232956589823,1.2813546333846886,73151.95307430903,149.67445591673112,25.002309137998797,25.000006057692698,0.009594558181642841,3.619983864940695,-0.0019694070663117684,4695.048443073212,1.88,0.065,0.079,95.0,0.05,0.19,0.484,0.194,0.0304,0.6471,0.6,25.0,1.8,-1.8,0.0558,0.008,0.057,0.0558,0.9,0.82,0.01,78.0,2.7,0.0021,0.009,0.0618,0.0079,1.0,2.5,0.047,225.59,0.0331,0.2,2.3,0.05,0.11,0.5,0.0005,339.0,78000.0,0.00017806267806267802,0.003205128205128205,1.8774506039814718,2.00036075538763,0.0,1.8099919324703475,25.62709266769377,94.68954879583566,0.5920762452529015,0.27577331618697903,77847.00151738225,0.09843973831446548,0.05546229339344287,0.7495017690947455,0.7495017690947455,1.7495017690947456,1.900003653590347,1.0
1.16,178.01719356243245,135.17262514443885,4.781273082007622,1.28174819815075,73111.14567081883,152.20298930051334,25.00235880423798,25.000006241591095,0.009800216137463645,3.6208917988447054,-0.0019854808815862263,4733.241279048456,1.88,0.065,0.079,95.0,0.05,0.19,0.484,0.194,0.0304,0.6471,0.6,25.0,1.8,-1.8,0.0558,0.008,0.057,0.0558,0.9,0.82,0.01,78.0,2.7,0.0021,0.009,0.0618,0.0079,1.0,2.5,0.047,225.59,0.0331,0.2,2.3,0.05,0.11,0.5,0.0005,339.0,78000.0,0.00017806267806267802,0.003205128205128205,1.8773927241759691,2.0003684881267687,0.0,1.8104458994223527,25.634963963014997,94.68999657576195,0.5920624446575605,0.27575755899823007,77844.38694986729,0.10010273527072225,0.05546198102835827,0.7495096247513147,0.7495096247513147,1.7495096247513147,1.9020225552291998,1.0
1.17,178.01805207657551,135.1740545242517,4.783310956970062,1.2821429644474849,73070.36103150793,154.75123127228088,25.002409089341917,25.000006429422587,0.010008415110989124,3.621815409544054,-0.0020015217967022944,4771.390195373476,1.88,0.065,0.079,95.0,0.05,0.19,0.484,0.194,0.0304,0.6471,0.6,25.0,1.8,-1.8,0.0558,0.008,0.057,0.0558,0.9,0.82,0.01,78.0,2.7,0.0021,0.009,0.0618,0.0079,1.0,2.5,0.047,225.59,0.0331,0.2,2.3,0.05,0.11,0.5,0.0005,339.0,78000.0,0.00017806267806267802,0.003205128205128205,1.877333840464566,2.000376316408173,0.0,1.810907704772027,25.642859288949698,94.69045323222102,0.5920484057749303,0.2757415308326402,77841.7512268814,0.10177869441369243,0.055461665845450266,0.7495175139323728,0.7495175139323728,1.7495175139323726,1.9040547291758974,1.0
1.18,178.01892738667016,135.17548325952944,4.7853466895371035,1.2825389199358759,73029.5991436774,157.31914588582165,25.00245999516821,25.000006621235645,0.010219162250617633,3.622754751173745,-0.0020175293385995365,4809.495229469597,1.88,0.065,0.079,95.0,0.05,0.19,0.484,0.194,0.0304,0.6471,0.6,25.0,1.8,-1.8,0.0558,0.008,0.057,0.0558,0.9,0.82,0.01,78.0,2.7,0.0021,0.009,0.0618,0.0079,1.0,2.5,0.047,225.59,0.0331,0.2,2.3,0.05,0.11,0.5,0.0005,339.0,78000.0,0.00017806267806267802,0.003205128205128205,1.8772739492743344,2.0003842405006234,0.0,1.8113773755868725,25.650778398717517,94.6909188226969,0.5920341277821591,0.27572523080691913,77839.094373147,0.10346759210182888,0.05546134784039033,0.7495254367777047,0.7495254367777047,1.7495254367777047,1.9061001350840001,1.0
1.19,178.01981960045603,135.176911361389,4.787380387516815,1.282936052555461,72988.85999463544,159.90669723316654,25.00251152355775,25.000006817078855,0.010432464633419918,3.6237098772169785,-0.002033503031321816,4847.556418733283,1.88,0.065,0.079,95.0,0.05,0.19,0.484,0.194,0.0304,0.6471,0.6,25.0,1.8,-1.8,0.0558,0.008,0.057,0.0558,0.9,0.82,0.01,78.0,2.7,0.0021,0.009,0.0618,0.0079,1.0,2.5,0.047,225.59,0.0331,0.2,2.3,0.05,0.11,0.5,0.0005,339.0,78000.0,0.00017806267806267802,0.003205128205128205,1.8772130470733233,2.0003922606702167,0.0,1.8118549386084892,25.658721051109218,94.6913934044979,0.592019609866302,0.2757086580502942,77836.41641336872,0.10516940471873647,0.0554610270087894,0.7495333934262981,0.7495333934262981,1.7495333934262982,1.9081587327228995,1.0
1.2,178.02072882534347,135.1783388410065,4.789412158462956,1.2833343505213342,72948.14357169729,162.51384944455432,25.002563676335374,25.000007017000918,0.010648329267825092,3.6246808405109574,-0.002049442396030008,4885.573800536152,1.88,0.065,0.079,95.0,0.05,0.19,0.484,0.194,0.0304,0.6471,0.6,25.0,1.8,-1.8,0.0558,0.008,0.057,0.0558,0.9,0.82,0.01,78.0,2.7,0.0021,0.009,0.0618,0.0079,1.0,2.5,0.047,225.59,0.0331,0.2,2.3,0.05,0.11,0.5,0.0005,339.0,78000.0,0.00017806267806267802,0.003205128205128205,1.8771511303701935,2.0004003771804704,0.0,1.8123404202554787,25.66668701042668,94.69187703475717,0.5920048512242334,0.27569181170441726,77833.71737223344,0.10688410867314921,0.05546070334619785,0.7495413840163813,0.7495413840163813,1.7495413840163812,1.910230481977226,1.0
1.21,178.02165516841478,135.17976570961721,4.7914421096725635,1.2837338023211458,72907.4498621853,165.14056668839635,25.002616455310473,25.000007221050645,0.010866763096306645,3.625667693252693,-0.0020653469510147114,4923.547412224991,1.88,0.065,0.079,95.0,0.05,0.19,0.484,0.194,0.0304,0.6471,0.6,25.0,1.8,-1.8,0.0558,0.008,0.057,0.0558,0.9,0.82,0.01,78.0,2.7,0.0021,0.009,0.0618,0.0079,1.0,2.5,0.047,225.59,0.0331,0.2,2.3,0.05,0.11,0.5,0.0005,339.0,78000.0,0.00017806267806267802,0.003205128205128205,1.8770881957138572,2.000408590292421,0.0,1.8128338466263465,25.674676046422913,94.6923697704334,0.5919898510625591,0.2756746909232696,77830.99727441029,0.10861168039890683,0.05546037684810536,0.7495494086854588,0.7495494086854588,1.7495494086854588,1.9123153428462187,1.0
1.22,178.02259873592897,135.1811919785836,4.79347035099408,1.284134398331131,72866.77885342958,167.78681316546547,25.002669861807682,25.000007429281588,0.011087770965939965,3.6266704835288173,-0.0020812162074961577,4961.477291130239,1.88,0.065,0.079,95.0,0.05,0.19,0.484,0.194,0.0304,0.6471,0.6,25.0,1.8,-1.8,0.0558,0.008,0.057,0.0558,0.9,0.82,0.01,78.0,2.7,0.0021,0.009,0.0618,0.0079,1.0,2.5,0.047,225.59,0.0331,0.2,2.3,0.05,0.11,0.5,0.0005,339.0,78000.0,0.00017806267806267802,0.003205128205128205,1.877024239908934,2.0004169001883194,0.0,1.8133352417644086,25.68268796662262,94.69287166804733,0.591974608650362,0.2756572949333648,77828.25614455983,0.11035209635113308,0.0554600475099421,0.7495574675419571,0.7495574675419571,1.749557467541957,1.9144132757528307,1.0
1.23,178.02355963448082,135.18261765923526,4.795496988266952,1.2845361270353484,72826.13053276633,170.45255312233786,25.002723897764085,25.00000764174122,0.011311360372756221,3.6276892634320985,-0.002097049679466869,4999.363474546253,1.88,0.065,0.079,95.0,0.05,0.19,0.484,0.194,0.0304,0.6471,0.6,25.0,1.8,-1.8,0.0558,0.008,0.057,0.0558,0.9,0.82,0.01,78.0,2.7,0.0021,0.009,0.0618,0.0079,1.0,2.5,0.047,225.59,0.0331,0.2,2.3,0.05,0.11,0.5,0.0005,339.0,78000.0,0.00017806267806267802,0.003205128205128205,1.8769592595118156,2.0004253071500155,0.0,1.8138446317160493,25.690722540706965,94.69338278429831,0.5919591231958321,0.2756396228929466,77825.49400731258,0.11210533301507607,0.05545971532707601,0.7495655607315086,0.7495655607315086,1.7495655607315086,1.9165242408205418,1.0
1.24,178.02453797026646,135.18404276297034,4.797522127484998,1.2849389774224,72785.50488753896,173.13775084279686,25.002778565033246,25.00000785847779,0.011537538452411452,3.628724083915135,-0.0021128468774601642,5037.205999743871,1.88,0.065,0.079,95.0,0.05,0.19,0.484,0.194,0.0304,0.6471,0.6,25.0,1.8,-1.8,0.0558,0.008,0.057,0.0558,0.9,0.82,0.01,78.0,2.7,0.0021,0.009,0.0618,0.0079,1.0,2.5,0.047,225.59,0.0331,0.2,2.3,0.05,0.11,0.5,0.0005,339.0,78000.0,0.00017806267806267802,0.003205128205128205,1.876893251150185,2.0004338114458107,0.0,1.8143620419575675,25.698779548447998,94.69390317567365,0.5919433939244899,0.27562167398128307,77822.71088728284,0.11387136690045487,0.055459380294814425,0.7495736883949087,0.7495736883949087,1.7495736883949087,1.9186481983317667,1.0
1.25,178.0255338490312,135.18546730126238,4.799545875095911,1.285342939156353,72744.9019050981,175.84237064717726,25.002833865335397,25.000008079540844,0.011766311764576548,3.629774994422763,-0.0021286073081103183,5075.004903971333,1.88,0.065,0.079,95.0,0.05,0.19,0.484,0.194,0.0304,0.6471,0.6,25.0,1.8,-1.8,0.0558,0.008,0.057,0.0558,0.9,0.82,0.01,78.0,2.7,0.0021,0.009,0.0618,0.0079,1.0,2.5,0.047,225.59,0.0331,0.2,2.3,0.05,0.11,0.5,0.0005,339.0,78000.0,0.00017806267806267802,0.003205128205128205,1.8768262115458403,2.000442413322348,0.0,1.8148874972113815,25.706858783127057,94.69443289842086,0.5919274200847741,0.27560344740504517,77819.90680906943,0.11565017454102815,0.05545904240840415,0.7495818506651004,0.7495818506651004,1.7495818506651004,1.92078510876051,1.0
1.26,178.02654737619503,135.18689128564301,4.8015683372946345,1.2857480021680807,72704.32157280142,178.5663768937773,25.002889800375794,25.000008304980035,0.01199768680478628,3.630842043768796,-0.002144330475220823,5112.760224452184,1.88,0.065,0.079,95.0,0.05,0.19,0.484,0.194,0.0304,0.6471,0.6,25.0,1.8,-1.8,0.0558,0.008,0.057,0.0558,0.9,0.82,0.01,78.0,2.7,0.0021,0.009,0.0618,0.0079,1.0,2.5,0.047,225.59,0.0331,0.2,2.3,0.05,0.11,0.5,0.0005,339.0,78000.0,0.00017806267806267802,0.003205128205128205,1.8767581374602589,2.00045111302386,0.0,1.815421021884398,25.714960043361614,94.69497200861439,0.5919112009347143,0.27558494238310116,77817.0817972536,0.11744173249552278,0.055458701663031094,0.7495900476743256,0.7495900476743256,1.7495900476743256,1.9229349326941834,1.0
1.27,178.02757865685348,135.18831472770162,4.803589620021495,1.2861541566525736,72663.76387801368,181.3097339788223,25.002946371845272,25.000008534845147,0.012231670006735165,3.6319252801411595,-0.0021600158797762882,5150.471998385286,1.88,0.065,0.079,95.0,0.05,0.19,0.484,0.194,0.0304,0.6471,0.6,25.0,1.8,-1.8,0.0558,0.008,0.057,0.0558,0.9,0.82,0.01,78.0,2.7,0.0021,0.009,0.0618,0.0079,1.0,2.5,0.047,225.59,0.0331,0.2,2.3,0.05,0.11,0.5,0.0005,339.0,78000.0,0.00017806267806267802,0.003205128205128205,1.8766890256942779,2.0004599107922534,0.0,1.8159626400705797,25.72308313305147,94.6955205621561,0.5918947357418544,0.27556615814643387,77814.23587639896,0.11924601734761008,0.055458358053820246,0.7495982795541563,0.7495982795541563,1.7495982795541563,1.9250976308330578,1.0
1.28,178.02862779577882,135.1897376390851,4.805609828960322,1.2865613930662498,72623.22880810664,184.07240633642823,25.003003581420767,25.000008769186064,0.012468267744573339,3.6330247511070315,-0.0021756630199543468,5188.14026294484,1.88,0.065,0.079,95.0,0.05,0.19,0.484,0.194,0.0304,0.6471,0.6,25.0,1.8,-1.8,0.0558,0.008,0.057,0.0558,0.9,0.82,0.01,78.0,2.7,0.0021,0.009,0.0618,0.0079,1.0,2.5,0.047,225.59,0.0331,0.2,2.3,0.05,0.11,0.5,0.0005,339.0,78000.0,0.00017806267806267802,0.003205128205128205,1.8766188730877753,2.0004688068671963,0.0,1.8165123755535157,25.731227861324996,94.69607861477597,0.5918780237831731,0.2755470939380556,77811.36907105148,0.12106300570588165,0.055458011575835624,0.7496065464355264,0.7496065464355264,1.7496065464355264,1.9272731639897478,1.0
1.29,178.02969489742097,135.19116003149765,4.8076290695365715,1.2869697021242665,72582.71635045913,186.85435843856558,25.003061430765875,25.000009008052785,0.012707486335202408,3.634140503617981,-0.0021912713911375566,5225.765055280403,1.88,0.065,0.079,95.0,0.05,0.19,0.484,0.194,0.0304,0.6471,0.6,25.0,1.8,-1.8,0.0558,0.008,0.057,0.0558,0.9,0.82,0.01,78.0,2.7,0.0021,0.009,0.0618,0.0079,1.0,2.5,0.047,225.59,0.0331,0.2,2.3,0.05,0.11,0.5,0.0005,339.0,78000.0,0.00017806267806267802,0.003205128205128205,1.8765476765193496,2.0004778014862037,0.0,1.8170702518089905,25.73939404248533,94.69664622203244,0.5918610643450067,0.27552774901292487,77808.48140573953,0.12289267420382585,0.05545766222408016,0.7496148484487628,0.7496148484487628,1.7496148484487628,1.9294614930886436,1.0
1.3,178.0307800659086,135.19258191670045,4.8096474469154495,1.2873790747978298,72542.22649245705,189.6555547950228,25.003119921531383,25.000009251495424,0.012949332040571327,3.6352725840151052,-0.0022068404859253055,5263.346412516907,1.88,0.065,0.079,95.0,0.05,0.19,0.484,0.194,0.0304,0.6471,0.6,25.0,1.8,-1.8,0.0558,0.008,0.057,0.0558,0.9,0.82,0.01,78.0,2.7,0.0021,0.009,0.0618,0.0079,1.0,2.5,0.047,225.59,0.0331,0.2,2.3,0.05,0.11,0.5,0.0005,339.0,78000.0,0.00017806267806267802,0.003205128205128205,1.8764754329059996,2.0004868948847254,0.0,1.8176362920075526,25.747581495956595,94.69722343931309,0.5918438567229705,0.27550812263786145,77805.57290497396,0.12473499949980346,0.05545730999349572,0.7496231857236174,0.7496231857236174,1.7496231857236175,1.9316625791653967,1.0
1.31,178.03188340505008,135.19400330651132,4.811665066000036,1.2877895023115065,72501.75922149327,192.47595995337002,25.003179055355808,25.0000094995642,0.013193811069972252,3.6364210380341673,-0.0022223697941457145,5300.884371754673,1.88,0.065,0.079,95.0,0.05,0.19,0.484,0.194,0.0304,0.6471,0.6,25.0,1.8,-1.8,0.0558,0.008,0.057,0.0558,0.9,0.82,0.01,78.0,2.7,0.0021,0.009,0.0618,0.0079,1.0,2.5,0.047,225.59,0.0331,0.2,2.3,0.05,0.11,0.5,0.0005,339.0,78000.0,0.00017806267806267802,0.003205128205128205,1.8764021392028054,2.000496087296231,0.0,1.8182105190170836,25.75579004623013,94.69781032183515,0.5918264002218807,0.2754882140914622,77802.64359324794,0.12658995827702416,0.05545695487896297,0.7496315583892978,0.7496315583892978,1.7496315583892978,1.9338763833663473,1.0
1.32,178.0330050183345,135.19542421280468,4.813682031429412,1.2882009761405342,72461.31452496775,195.31553849892285,25.003238833865943,25.000009752309428,0.013440929582336418,3.637585910810736,-0.00223785880286754,5338.378970069436,1.88,0.065,0.079,95.0,0.05,0.19,0.484,0.194,0.0304,0.6471,0.6,25.0,1.8,-1.8,0.0558,0.008,0.057,0.0558,0.9,0.82,0.01,78.0,2.7,0.0021,0.009,0.0618,0.0079,1.0,2.5,0.047,225.59,0.0331,0.2,2.3,0.05,0.11,0.5,0.0005,339.0,78000.0,0.00017806267806267802,0.003205128205128205,1.8763277924026092,2.0005053789522957,0.0,1.818792955405368,25.76401952281068,94.69840692464602,0.5918086941556768,0.2754680226640167,77799.69349503718,0.12845752724352236,0.05545659687530134,0.7496399665744986,0.7496399665744986,1.7496399665744986,1.9361028669480396,1.0
