Time,cG,cG_m,cL,cL_m,cLm,cNI,cNI_m,cP,cP7,cP7_m,cP9,cP9_m,cT,cT_m,cTm,cY,cY_m,cZG,cZTL,n0,n1,n2,n3,n4,n5,n6,n7,n8,n9,n10,n11,n12,g1,g2,g3,g4,g5,g6,g7,g8,g9,g10,g11,g12,g13,g14,g15,g16,m1,m2,m3,m4,m5,m6,m7,m8,m9,m10,m11,m12,m13,m14,m15,m16,m17,m18,m19,m20,m21,m22,m23,m24,m25,m26,a,b,c,d,e,f,h,g,i,j,k,l,m,n,o,s,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,q1,q2,q3,q4,dawn,dusk,dawn1,dusk1,dawn2,dusk2,L,D,parameter_1,An0,En0,Temp,Rgas,Am1,Em1,Ap1,Ep1,Am6,Em6,Am25,Em25,Am15,Em15,An12,En12,def,cL_m_trscr,cL_m_degr,cL_trsl,cL_degr,cL_modif,cLm_degr,cT_m_trscr,cT_m_degr,cT_trsl,cT_degr,cT_modif,cTm_degr,cY_m_trscr,cY_m_degr,cY_trsl,cY_degr,cP_trsl,cP_degr,cP9_m_trscr,cP9_m_degr,cP9_trsl,cP9_degr,cP7_m_trscr,cP7_m_degr,cP7_trsl,cP7_degr,cNI_m_trscr,cNI_m_degr,cNI_trsl,cNI_degr,cG_m_trscr,cG_m_degr,cG_trsl,cG_degr,cG_cZTL_assoc,cZTL_trsl,cZTL_degr,cZG_degr
4.7700000000000005,0.009247286197078082,0.3913752512780081,0.40665306276975277,0.1062590134421951,0.23421450623466036,0.16861862962382984,0.44744955451250495,0.00855165040835045,0.6819575388741378,0.9939010613050783,0.8085467143200348,0.14867924390480652,0.24325436567092487,0.1043830813025787,0.13139642907085006,0.1777504858809152,0.13835120550212998,0.26711494739949465,0.30981191949404974,0.4000027925874407,1.8,0.7,0.06,0.0,3.4,1.25,0.2,0.42,0.26,0.18,0.71,2.3499889284595,0.1,0.28,0.4,0.91,0.3,0.3,0.18,0.14,0.3,0.7,0.7,0.5,0.6,0.17,0.4,0.2,0.5400132205603699,0.24,0.2,0.2,0.3,0.2500060658314073,0.5,0.1,1.0,0.3,1.0,1.0,0.32,0.28,0.31000613986248937,0.5,0.3,1.0,0.2,1.2,0.2,2.0,1.0,0.405,0.280006253789297,0.14,2.0,3.0,3.0,2.5,2.0,3.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,1.0,2.0,3.0,0.4000075609817316,0.27,0.1,0.268,1.0,0.44,0.3,0.7,0.4,0.36,0.23,30.0,0.4,0.45,0.05,0.8,0.5,2.9,0.6,0.0,12.0,0.0,3.0,9.0,12.0,0.9999999948276914,5.172308581435914e-09,0.5,4638600.0,40.5939,300.15,0.0083145,2.3323,3.6511,559910.0,35.3172,1499400.0,38.9484,0.559,1.7253,1287.0,20.7914,3.5369,1.0203,1.0,0.002082887163932023,0.057381271897598826,0.04250440872788477,0.1325675488133501,0.05123693625939954,0.04684290124693208,0.025237136306428935,0.03131492439077361,0.027974665789091094,0.0594112827883869,0.017386589031266476,0.036791821770268344,0.19522424083908688,0.13835120550212998,0.06087453042093719,0.05332514576427456,1.5384230419930086e-09,0.008551650364118675,0.060306915944878706,0.14867924390480652,0.10407547073336457,0.2587349556082604,0.34004090794044417,0.2782922971654219,0.39756042452203133,0.21141102661030675,0.4325961688926612,0.22372477725625248,0.1610818396245018,0.05058558897872445,0.480514537768013,0.3913752512780081,0.09001630779394186,0.0018494572394156163,0.08594758360763995,0.45,0.37177430339285966,0.05342298947989893
4.78,0.009269557530535044,0.3922690869648391,0.40575305786351107,0.10570748886215285,0.23425757287546867,0.16972569183634975,0.4495378539400603,0.008466560187348935,0.6838173778856088,0.9945138347619733,0.8069995091308736,0.1477986983380088,0.24294022681120467,0.10432277797121614,0.13120242863097353,0.17782712088514563,0.13892292013092417,0.26744079377157554,0.3097342397378067,0.4000027925874407,1.8,0.7,0.06,0.0,3.4,1.25,0.2,0.42,0.26,0.18,0.71,2.3499889284595,0.1,0.28,0.4,0.91,0.3,0.3,0.18,0.14,0.3,0.7,0.7,0.5,0.6,0.17,0.4,0.2,0.5400132205603699,0.24,0.2,0.2,0.3,0.2500060658314073,0.5,0.1,1.0,0.3,1.0,1.0,0.32,0.28,0.31000613986248937,0.5,0.3,1.0,0.2,1.2,0.2,2.0,1.0,0.405,0.280006253789297,0.14,2.0,3.0,3.0,2.5,2.0,3.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,1.0,2.0,3.0,0.4000075609817316,0.27,0.1,0.268,1.0,0.44,0.3,0.7,0.4,0.36,0.23,30.0,0.4,0.45,0.05,0.8,0.5,2.9,0.6,0.0,12.0,0.0,3.0,9.0,12.0,0.9999999950304788,4.969521238962216e-09,0.5,4638600.0,40.5939,300.15,0.0083145,2.3323,3.6511,559910.0,35.3172,1499400.0,38.9484,0.559,1.7253,1287.0,20.7914,3.5369,1.0203,1.0,0.0020766509370614803,0.05708344134019897,0.042283794728958324,0.1322214624672577,0.051070850894555465,0.04685151457509373,0.025313953314442753,0.03129683339136484,0.027958504496285928,0.059349631787972715,0.01734265038973651,0.036737500437730566,0.19639308226400293,0.13892292013092417,0.061126084857606636,0.05334813626554369,1.47823394648707e-09,0.008466560145274185,0.06006129173728783,0.1477986983380088,0.10345908883660615,0.25823984965935354,0.3392700487478215,0.2784638737333526,0.39780553390478934,0.21198758803397497,0.43355676713180585,0.22476892697003015,0.1618336274184217,0.05091770763946774,0.4818966359547599,0.3922690869648391,0.090221890001913,0.001853911506107009,0.08613297967312324,0.45,0.37168108768536806,0.05348815875431511
4.79,0.009291986117959727,0.3931677964963268,0.40485431314832526,0.10515887256528775,0.23429889327891784,0.1708369430318585,0.4516252906415008,0.008382316957460442,0.6856738887137664,0.9951171874255171,0.8054511154140263,0.14692447901593206,0.24262654368129705,0.10426342394654747,0.13100853216549688,0.17790605106764507,0.13950061239804093,0.2677678467595643,0.3096556382607016,0.4000027925874407,1.8,0.7,0.06,0.0,3.4,1.25,0.2,0.42,0.26,0.18,0.71,2.3499889284595,0.1,0.28,0.4,0.91,0.3,0.3,0.18,0.14,0.3,0.7,0.7,0.5,0.6,0.17,0.4,0.2,0.5400132205603699,0.24,0.2,0.2,0.3,0.2500060658314073,0.5,0.1,1.0,0.3,1.0,1.0,0.32,0.28,0.31000613986248937,0.5,0.3,1.0,0.2,1.2,0.2,2.0,1.0,0.405,0.280006253789297,0.14,2.0,3.0,3.0,2.5,2.0,3.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,1.0,2.0,3.0,0.4000075609817316,0.27,0.1,0.268,1.0,0.44,0.3,0.7,0.4,0.36,0.23,30.0,0.4,0.45,0.05,0.8,0.5,2.9,0.6,0.0,12.0,0.0,3.0,9.0,12.0,0.9999999952253134,4.7746866460585125e-09,0.5,4638600.0,40.5939,300.15,0.0083145,2.3323,3.6511,559910.0,35.3172,1499400.0,38.9484,0.559,1.7253,1287.0,20.7914,3.5369,1.0203,1.0,0.002070442653445019,0.05678718129384173,0.042064344065152595,0.131875469009819,0.05090460638015394,0.04685977865578357,0.025391082143283603,0.03127902718396424,0.027942597617674723,0.05928807045052842,0.01729877089211833,0.03668320821851803,0.19756931467087055,0.13950061239804093,0.06138026945513801,0.05337181532029352,1.4203991127656088e-09,0.008382316917437505,0.05981769117870722,0.14692447901593206,0.10284713531115243,0.25774436339339324,0.33849722958865625,0.27863281247914484,0.39804687497020685,0.21256311770361253,0.43451202402253747,0.2258126453207504,0.16258510463094028,0.05125108299520531,0.48328183891945087,0.3931677964963268,0.09042859319415518,0.0018583972235919457,0.08631947583844046,0.45,0.3715867659128419,0.053553569351912855
4.8,0.009314571861316902,0.3940713620999218,0.40395683918894176,0.10461314912373898,0.2343384695096792,0.17195236738266925,0.4537118176172644,0.008298912050119818,0.6875270440278931,0.9957111260019527,0.803901580918336,0.14605654404626103,0.24231331791840602,0.10420501944107387,0.13081473997874715,0.17798729596702992,0.14008429694753616,0.2680961148880944,0.3095761150996681,0.4000027925874407,1.8,0.7,0.06,0.0,3.4,1.25,0.2,0.42,0.26,0.18,0.71,2.3499889284595,0.1,0.28,0.4,0.91,0.3,0.3,0.18,0.14,0.3,0.7,0.7,0.5,0.6,0.17,0.4,0.2,0.5400132205603699,0.24,0.2,0.2,0.3,0.2500060658314073,0.5,0.1,1.0,0.3,1.0,1.0,0.32,0.28,0.31000613986248937,0.5,0.3,1.0,0.2,1.2,0.2,2.0,1.0,0.405,0.280006253789297,0.14,2.0,3.0,3.0,2.5,2.0,3.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,1.0,2.0,3.0,0.4000075609817316,0.27,0.1,0.268,1.0,0.44,0.3,0.7,0.4,0.36,0.23,30.0,0.4,0.45,0.05,0.8,0.5,2.9,0.6,0.0,12.0,0.0,3.0,9.0,12.0,0.9999999954125076,4.587492385965675e-09,0.5,4638600.0,40.5939,300.15,0.0083145,2.3323,3.6511,559910.0,35.3172,1499400.0,38.9484,0.559,1.7253,1287.0,20.7914,3.5369,1.0203,1.0,0.002064262156359929,0.05649248342729257,0.04184605056521281,0.13152957605157647,0.050738208213788126,0.04686769390193585,0.025468524261543456,0.03126150583232216,0.027926945210207797,0.05922659971276377,0.01725495107917981,0.03662894519785059,0.19875295318898867,0.14008429694753616,0.06163709065691591,0.053396188790108975,1.3648263570371855e-09,0.008298912012048623,0.0595760876293063,0.14605654404626103,0.10223958083238271,0.2572485120895267,0.33772246716076204,0.2787991152805468,0.3982844504007811,0.21313760714641286,0.43546194973556546,0.2268559088086322,0.1633362543422152,0.05158571029762794,0.48467011819314976,0.3940713620999218,0.09063641328298201,0.0018629143722633805,0.08650706823048905,0.45,0.3714913381196017,0.053619222977618876
4.8100000000000005,0.009337314655368405,0.3949797659141786,0.4030606464581746,0.10407030321909809,0.23437630359386596,0.17307194899895556,0.4557973869517089,0.008216337039521847,0.6893768166226669,0.9962956574416586,0.8023509530197344,0.14519485100868845,0.2420005511548635,0.10414756472330113,0.13062105237845562,0.17807087504940972,0.14067398809959422,0.2684256066485066,0.30949567035722586,0.4000027925874407,1.8,0.7,0.06,0.0,3.4,1.25,0.2,0.42,0.26,0.18,0.71,2.3499889284595,0.1,0.28,0.4,0.91,0.3,0.3,0.18,0.14,0.3,0.7,0.7,0.5,0.6,0.17,0.4,0.2,0.5400132205603699,0.24,0.2,0.2,0.3,0.2500060658314073,0.5,0.1,1.0,0.3,1.0,1.0,0.32,0.28,0.31000613986248937,0.5,0.3,1.0,0.2,1.2,0.2,2.0,1.0,0.405,0.280006253789297,0.14,2.0,3.0,3.0,2.5,2.0,3.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,1.0,2.0,3.0,0.4000075609817316,0.27,0.1,0.268,1.0,0.44,0.3,0.7,0.4,0.36,0.23,30.0,0.4,0.45,0.05,0.8,0.5,2.9,0.6,0.0,12.0,0.0,3.0,9.0,12.0,0.9999999955923609,4.407639142556263e-09,0.5,4638600.0,40.5939,300.15,0.0083145,2.3323,3.6511,559910.0,35.3172,1499400.0,38.9484,0.559,1.7253,1287.0,20.7914,3.5369,1.0203,1.0,0.0020581092914544854,0.056199339468422024,0.04162890810166564,0.13118379120610796,0.05057166191447304,0.046875260718773196,0.02554628115322652,0.031244269416990336,0.027911547345844702,0.05916522051007625,0.017211191489383135,0.036574711461901034,0.19994401284130006,0.14067398809959422,0.06189655476382146,0.05342126251482291,1.3114273481437294e-09,0.008216337003307197,0.05933645518255899,0.14519485100868845,0.1016363957060819,0.25675231090759043,0.3369457782469534,0.27896278408366443,0.3985182629766635,0.21371104792844722,0.4364065546742235,0.22789869347585445,0.1640870593026152,0.05192158477978473,0.4860614452849523,0.3949797659141786,0.09084534616026109,0.0018674629310736811,0.08669575290261493,0.45,0.371394804428671,0.053685121329701324
4.82,0.009360214390699407,0.3958929899802783,0.4021657453145436,0.10353031962801783,0.23441239756379165,0.17419567189782623,0.457881950440689,0.008134583662852265,0.6912231794118403,0.9968707888920569,0.8007992786844651,0.1443393573028168,0.24168824501634342,0.1040910600969199,0.13042746967628294,0.17815680774648834,0.141269700014701,0.2687563304870882,0.3094143041877977,0.4000027925874407,1.8,0.7,0.06,0.0,3.4,1.25,0.2,0.42,0.26,0.18,0.71,2.3499889284595,0.1,0.28,0.4,0.91,0.3,0.3,0.18,0.14,0.3,0.7,0.7,0.5,0.6,0.17,0.4,0.2,0.5400132205603699,0.24,0.2,0.2,0.3,0.2500060658314073,0.5,0.1,1.0,0.3,1.0,1.0,0.32,0.28,0.31000613986248937,0.5,0.3,1.0,0.2,1.2,0.2,2.0,1.0,0.405,0.280006253789297,0.14,2.0,3.0,3.0,2.5,2.0,3.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,1.0,2.0,3.0,0.4000075609817316,0.27,0.1,0.268,1.0,0.44,0.3,0.7,0.4,0.36,0.23,30.0,0.4,0.45,0.05,0.8,0.5,2.9,0.6,0.0,12.0,0.0,3.0,9.0,12.0,0.9999999957651611,4.234838923977691e-09,0.5,4638600.0,40.5939,300.15,0.0083145,2.3323,3.6511,559910.0,35.3172,1499400.0,38.9484,0.559,1.7253,1287.0,20.7914,3.5369,1.0203,1.0,0.002051983906679656,0.05590774119643432,0.041412910585062745,0.13083812208064194,0.05040497301773323,0.046882479512758334,0.02562435432212429,0.031227318029075968,0.027896404105974534,0.05910393377457385,0.01716749265861125,0.03652050709794216,0.20114250852128923,0.141269700014701,0.06215866800646844,0.0534470423239465,1.2601170817355674e-09,0.008134583628403613,0.05909876843295629,0.1443393573028168,0.10103755011197176,0.2562557748763389,0.33616717971671756,0.27912382088977594,0.3987483155568228,0.21428343165270455,0.4373458494755636,0.2289409752203445,0.16483750215864804,0.05225870164680538,0.4874557916646189,0.3958929899802783,0.09105538769546401,0.0018720428781398815,0.08688552585920392,0.45,0.3712971650253572,0.05375126609741764
4.83,0.009383270956849286,0.39681101623324505,0.40127214597912375,0.10299318320733716,0.23444675350427352,0.17532351997127374,0.4599654602408007,0.008053643737790956,0.693066105421693,0.9974365276488758,0.7992466044309422,0.14349002050805024,0.2413764011200105,0.1040355058792603,0.1302339921883638,0.17824511349498012,0.14187144686354508,0.2690882947929095,0.3093320167835619,0.4000027925874407,1.8,0.7,0.06,0.0,3.4,1.25,0.2,0.42,0.26,0.18,0.71,2.3499889284595,0.1,0.28,0.4,0.91,0.3,0.3,0.18,0.14,0.3,0.7,0.7,0.5,0.6,0.17,0.4,0.2,0.5400132205603699,0.24,0.2,0.2,0.3,0.2500060658314073,0.5,0.1,1.0,0.3,1.0,1.0,0.32,0.28,0.31000613986248937,0.5,0.3,1.0,0.2,1.2,0.2,2.0,1.0,0.405,0.280006253789297,0.14,2.0,3.0,3.0,2.5,2.0,3.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,1.0,2.0,3.0,0.4000075609817316,0.27,0.1,0.268,1.0,0.44,0.3,0.7,0.4,0.36,0.23,30.0,0.4,0.45,0.05,0.8,0.5,2.9,0.6,0.0,12.0,0.0,3.0,9.0,12.0,0.9999999959311845,4.06881550674143e-09,0.5,4638600.0,40.5939,300.15,0.0083145,2.3323,3.6511,559910.0,35.3172,1499400.0,38.9484,0.559,1.7253,1287.0,20.7914,3.5369,1.0203,1.0,0.0020458858522182147,0.055617680433834735,0.04119805195803057,0.13049257626630287,0.050238147070478106,0.046889350700854704,0.025702745296423992,0.03121065176377809,0.027881515575641762,0.059042740433040836,0.01712385511988527,0.03646633219449927,0.20234845497018228,0.14187144686354508,0.06242343661995984,0.05347353404849404,1.2108140148646005e-09,0.008053643705022165,0.05886300223568641,0.14349002050805024,0.10044301435563516,0.25575891888123964,0.3353866885277863,0.27928222774168526,0.39897461105955034,0.21485474995706194,0.43827984501182954,0.22998273012040035,0.16558756568668825,0.05259705606628482,0.4888531287451692,0.39681101623324505,0.09126653373364636,0.0018766541913698574,0.0870763830810184,0.45,0.3711984201402743,0.053817658958581906
4.84,0.009406484242318606,0.39773382650233374,0.40037985853593605,0.10245887889363353,0.2344793735527923,0.1764554769877986,0.46204786887144594,0.007973509161498478,0.6949055677912569,0.9979928811565639,0.7976929763323645,0.1426467983852988,0.2410650210746048,0.10398090240141915,0.1300406202352667,0.1783358117367569,0.14247924282583332,0.2694215078976644,0.309248808374207,0.4000027925874407,1.8,0.7,0.06,0.0,3.4,1.25,0.2,0.42,0.26,0.18,0.71,2.3499889284595,0.1,0.28,0.4,0.91,0.3,0.3,0.18,0.14,0.3,0.7,0.7,0.5,0.6,0.17,0.4,0.2,0.5400132205603699,0.24,0.2,0.2,0.3,0.2500060658314073,0.5,0.1,1.0,0.3,1.0,1.0,0.32,0.28,0.31000613986248937,0.5,0.3,1.0,0.2,1.2,0.2,2.0,1.0,0.405,0.280006253789297,0.14,2.0,3.0,3.0,2.5,2.0,3.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,1.0,2.0,3.0,0.4000075609817316,0.27,0.1,0.268,1.0,0.44,0.3,0.7,0.4,0.36,0.23,30.0,0.4,0.45,0.05,0.8,0.5,2.9,0.6,0.0,12.0,0.0,3.0,9.0,12.0,0.9999999960906969,3.909303103455386e-09,0.5,4638600.0,40.5939,300.15,0.0083145,2.3323,3.6511,559910.0,35.3172,1499400.0,38.9484,0.559,1.7253,1287.0,20.7914,3.5369,1.0203,1.0,0.0020398149804404103,0.05532914904618782,0.040984326195091375,0.1301471613374091,0.05007118963022189,0.04689587471055846,0.025781455629195007,0.031194270720425743,0.027866881843580334,0.058981641406950155,0.017080279403353046,0.03641218684133894,0.2035618667736942,0.14247924282583332,0.06269086684336667,0.053500743521027065,1.163439671803473e-09,0.007973509130327613,0.05862913170396618,0.1426467983852988,0.09985275886970917,0.25526175766530834,0.334604321726168,0.27943800672383795,0.3991971524626256,0.21542499451435387,0.4392085523849911,0.23102393443572297,0.16633723279372054,0.05293664316877046,0.4902534278840927,0.39773382650233374,0.09147878009553677,0.0018812968484637213,0.08726832052537507,0.45,0.3710985700490484,0.05388430157953288
4.8500000000000005,0.00942985413457612,0.3986614025114177,0.39948889293233736,0.10192739170277461,0.23451025989965174,0.177591526594034,0.4641291292168988,0.007894171909602569,0.6967415397725414,0.9985398570087055,0.79613844001933,0.14180964887868225,0.2407541064805264,0.10392725000838723,0.12984735414195345,0.17842892191899504,0.14309310208910653,0.2697559780755097,0.30916467922668617,0.4000027925874407,1.8,0.7,0.06,0.0,3.4,1.25,0.2,0.42,0.26,0.18,0.71,2.3499889284595,0.1,0.28,0.4,0.91,0.3,0.3,0.18,0.14,0.3,0.7,0.7,0.5,0.6,0.17,0.4,0.2,0.5400132205603699,0.24,0.2,0.2,0.3,0.2500060658314073,0.5,0.1,1.0,0.3,1.0,1.0,0.32,0.28,0.31000613986248937,0.5,0.3,1.0,0.2,1.2,0.2,2.0,1.0,0.405,0.280006253789297,0.14,2.0,3.0,3.0,2.5,2.0,3.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,1.0,2.0,3.0,0.4000075609817316,0.27,0.1,0.268,1.0,0.44,0.3,0.7,0.4,0.36,0.23,30.0,0.4,0.45,0.05,0.8,0.5,2.9,0.6,0.0,12.0,0.0,3.0,9.0,12.0,0.9999999962439539,3.75604614077929e-09,0.5,4638600.0,40.5939,300.15,0.0083145,2.3323,3.6511,559910.0,35.3172,1499400.0,38.9484,0.559,1.7253,1287.0,20.7914,3.5369,1.0203,1.0,0.002033771145860307,0.055042138941875374,0.04077172730248385,0.12980188485076638,0.0499041062642989,0.04690205197993035,0.025860486898882498,0.03117817500251617,0.02785250300224778,0.05892063761247596,0.01703676603627787,0.03635807112945772,0.20478275835878854,0.14309310208910653,0.06296096491920687,0.05352867657569851,1.1179185800530734e-09,0.007894171879951695,0.05839713220636768,0.14180964887868225,0.09926675421507757,0.2547643058299446,0.3338200964461518,0.27959115996243755,0.39941594280348225,0.21599415703244204,0.44013198292134914,0.2320645646084494,0.16708648651808355,0.05327745804824959,0.49165666038458183,0.3986614025114177,0.09169212257762607,0.0018859708269152243,0.08746133412632483,0.45,0.3709976150720234,0.05395119561510195
4.86,0.009453380520065767,0.39959372587937636,0.398599258979411,0.10139870672947039,0.23453941478813833,0.17873165231637025,0.46620919452837006,0.007815624035184675,0.6985739947307577,0.9990774629484342,0.79458304068245,0.1409785301172343,0.24044365892991976,0.10387454905917652,0.129654194237739,0.17852446349432274,0.14371303884755482,0.27009171354290573,0.3090796296449722,0.4000027925874407,1.8,0.7,0.06,0.0,3.4,1.25,0.2,0.42,0.26,0.18,0.71,2.3499889284595,0.1,0.28,0.4,0.91,0.3,0.3,0.18,0.14,0.3,0.7,0.7,0.5,0.6,0.17,0.4,0.2,0.5400132205603699,0.24,0.2,0.2,0.3,0.2500060658314073,0.5,0.1,1.0,0.3,1.0,1.0,0.32,0.28,0.31000613986248937,0.5,0.3,1.0,0.2,1.2,0.2,2.0,1.0,0.405,0.280006253789297,0.14,2.0,3.0,3.0,2.5,2.0,3.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,1.0,2.0,3.0,0.4000075609817316,0.27,0.1,0.268,1.0,0.44,0.3,0.7,0.4,0.36,0.23,30.0,0.4,0.45,0.05,0.8,0.5,2.9,0.6,0.0,12.0,0.0,3.0,9.0,12.0,0.9999999963912001,3.6087999255585146e-09,0.5,4638600.0,40.5939,300.15,0.0083145,2.3323,3.6511,559910.0,35.3172,1499400.0,38.9484,0.559,1.7253,1287.0,20.7914,3.5369,1.0203,1.0,0.0020277542050928386,0.05475664207185463,0.040560249317983986,0.12945675434495665,0.04973690254907445,0.04690788295762767,0.02593984070980833,0.031162364717752956,0.027838379147859308,0.05885972996050657,0.016993315543027618,0.03630398515107078,0.20601114399044898,0.14371303884755482,0.06323373709292412,0.05355733904829682,1.074178470636644e-09,0.007815624006979651,0.05816697936414024,0.1409785301172343,0.098684971082064,0.2542665778357693,0.33303402991028486,0.2797416896255616,0.39963098517937373,0.2165622292542852,0.44105014816620935,0.23310459726418503,0.1678353100302132,0.05361949576263679,0.4930627974967865,0.39959372587937636,0.09190655695225657,0.0018906761040131535,0.087655419794834,0.45,0.37089555557396664,0.05401834270858115
4.87,0.009477063284213667,0.40053077812048343,0.3977109663523567,0.1008728091468249,0.23456684051468113,0.17987583756257985,0.46828801842607437,0.007737857667766431,0.7004029061445453,0.9996057068688486,0.7930268230749631,0.1401534004166062,0.24013368000675825,0.10382279992694741,0.12946114085625085,0.17862245592096707,0.14433906730083382,0.27042872245845595,0.30899365996981226,0.4000027925874407,1.8,0.7,0.06,0.0,3.4,1.25,0.2,0.42,0.26,0.18,0.71,2.3499889284595,0.1,0.28,0.4,0.91,0.3,0.3,0.18,0.14,0.3,0.7,0.7,0.5,0.6,0.17,0.4,0.2,0.5400132205603699,0.24,0.2,0.2,0.3,0.2500060658314073,0.5,0.1,1.0,0.3,1.0,1.0,0.32,0.28,0.31000613986248937,0.5,0.3,1.0,0.2,1.2,0.2,2.0,1.0,0.405,0.280006253789297,0.14,2.0,3.0,3.0,2.5,2.0,3.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,1.0,2.0,3.0,0.4000075609817316,0.27,0.1,0.268,1.0,0.44,0.3,0.7,0.4,0.36,0.23,30.0,0.4,0.45,0.05,0.8,0.5,2.9,0.6,0.0,12.0,0.0,3.0,9.0,12.0,0.9999999965326716,3.4673284243780245e-09,0.5,4638600.0,40.5939,300.15,0.0083145,2.3323,3.6511,559910.0,35.3172,1499400.0,38.9484,0.559,1.7253,1287.0,20.7914,3.5369,1.0203,1.0,0.0020217640168115176,0.05447265042941608,0.0403498863107258,0.12911177733962306,0.04956958406915172,0.046913368102936226,0.026019518692679097,0.031146839978084224,0.02782451038042191,0.058798919356657466,0.01694992844506403,0.036249928999600695,0.20724703776846434,0.14433906730083382,0.06350918961236689,0.05358673677629012,1.032149619162836e-09,0.007737857640936737,0.05793864904852746,0.1401534004166062,0.09810738029162434,0.25376858800345803,0.33224613942932246,0.27988959792327767,0.39984228274753947,0.21712920295800855,0.4419630598786285,0.23414400921303719,0.16858368663338677,0.05396275133426126,0.4944718104190883,0.40053077812048343,0.0921220789677112,0.0018954126568427336,0.08785057341896843,0.45,0.3707923919637747,0.05408574449169119
4.88,0.009500902311435121,0.40147254064479426,0.3968240245908811,0.10034968420588823,0.2345925394290113,0.18102406562344178,0.4703655549012947,0.007660865012296187,0.7022282476061958,1.0001245968134267,0.7914698315153494,0.13933421828077103,0.23982417128692873,0.10377200299913598,0.12926819433538891,0.17872291866290108,0.14497120165287988,0.27076701292274696,0.30890677057848226,0.4000027925874407,1.8,0.7,0.06,0.0,3.4,1.25,0.2,0.42,0.26,0.18,0.71,2.3499889284595,0.1,0.28,0.4,0.91,0.3,0.3,0.18,0.14,0.3,0.7,0.7,0.5,0.6,0.17,0.4,0.2,0.5400132205603699,0.24,0.2,0.2,0.3,0.2500060658314073,0.5,0.1,1.0,0.3,1.0,1.0,0.32,0.28,0.31000613986248937,0.5,0.3,1.0,0.2,1.2,0.2,2.0,1.0,0.405,0.280006253789297,0.14,2.0,3.0,3.0,2.5,2.0,3.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,1.0,2.0,3.0,0.4000075609817316,0.27,0.1,0.268,1.0,0.44,0.3,0.7,0.4,0.36,0.23,30.0,0.4,0.45,0.05,0.8,0.5,2.9,0.6,0.0,12.0,0.0,3.0,9.0,12.0,0.9999999966685946,3.331405373785401e-09,0.5,4638600.0,40.5939,300.15,0.0083145,2.3323,3.6511,559910.0,35.3172,1499400.0,38.9484,0.559,1.7253,1287.0,20.7914,3.5369,1.0203,1.0,0.0020158004417068307,0.054190156049941735,0.040140632381022105,0.12876696133475096,0.04940215641657472,0.04691850788580226,0.026099522505101544,0.031131600899740795,0.027810896803768446,0.05873820670128463,0.01690660526093238,0.03619590276966612,0.20849045362422675,0.14497120165287988,0.06378732872726715,0.05361687559887032,9.917651780746778e-10,0.00766086498677474,0.05771211737807921,0.13933421828077103,0.09753395279653972,0.25327035051457936,0.33145644240215116,0.2800348871077595,0.4000498387253707,0.2176950699569736,0.4428707300262284,0.23518277745064736,0.1693315997644661,0.05430721975035431,0.495883670299396,0.40147254064479426,0.09233868434830268,0.0019001804622870242,0.08804679086407839,0.45,0.3706881246941787,0.0541534025845494
