CD8__T_cells__T_8_task1,NK_cells__N_6_task1,Pancreatic_cancer_cells__C_4_task1,Pancreatic_stellate_cells__P_7_task1,_1_task1,helper_T_cells__H_5_task1
11111385.812162716,8070067.391852555,77764823086.49216,493787076.72118706,313.0,53795488.0741635
11040173.165742107,8017636.3839578675,78091107704.40599,493787317.44607884,314.0,53602538.615980625
10970151.319233062,7966121.6098055765,78413343826.64348,493787553.22415996,315.0,53410807.041422464
10901304.163229235,7915509.03233964,78731537745.12022,493787784.1570952,316.0,53220282.17244574
10833615.666261641,7865784.774033559,79045697432.8304,493788010.3445126,317.0,53030952.963767424
10767069.880367836,7816935.115868545,79355832513.37079,493788231.8840474,318.0,52842808.50022591
10701650.946661077,7768946.496311696,79661954230.4649,493788448.8713864,319.0,52655837.99414202
10637343.363159036,7721805.545509903,79964073715.9818,493788661.3987993,320.0,52470030.84403281
10574132.098723521,7675499.098819814,80262201256.3664,493788869.5545584,321.0,52285376.65732468
10512001.327213002,7630014.025062504,80556354510.94646,493789073.4303142,322.0,52101864.95028091
10450935.770540994,7585337.405097262,80846549804.00363,493789273.1134266,323.0,51919485.45825324
10390920.291523432,7541456.475380226,81132804771.98195,493789468.6893895,324.0,51738228.036491364
10331939.90089408,7498358.627136761,81415138323.6288,493789660.241866,325.0,51558082.657842346
10273979.76431994,7456031.405533827,81693570600.13612,493789847.8527245,326.0,51379039.410450034
10217024.886978313,7414462.512451187,81968122457.16849,493790031.6027127,327.0,51201088.52109889
10161059.063507777,7373639.8174520265,82238813857.58498,493790211.57358515,328.0,51024220.43698461
10106068.680186499,7333551.314596261,82505669459.06255,493790387.840628,329.0,50848425.5215739
10052039.23453953,7294185.160537015,82768713403.09473,493790560.4795972,330.0,50673694.32966695
9998956.36271874,7255529.662304367,83027970788.13321,493790729.56473404,331.0,50500017.52394451
9946805.843394738,7217573.276512588,83283467625.09734,493790895.1688079,332.0,50327385.872915715
9895573.601648794,7180304.608567371,83535230792.88368,493791057.3631578,333.0,50155790.24886592
9845245.733255086,7143712.411038395,83783287977.21255,493791216.21772534,334.0,49985221.63291582
9795808.896385942,7107785.566991607,84027667309.21562,493791371.8009246,335.0,49815671.24822232
9747249.300228262,7072513.130756271,84268398150.63083,493791524.18013465,336.0,49647130.20384087
9699553.56945203,7037884.2919049105,84505510346.04683,493791673.4213596,337.0,49479589.792806305
9652708.505476808,7003888.384392299,84739034376.68658,493791819.5893783,338.0,49313041.40546313
9606701.091030283,6970514.885735401,84969001315.37213,493791962.74778587,339.0,49147476.52764581
9561518.49470682,6937753.4161933195,85195442781.48933,493792102.9590354,340.0,48982886.738859154
9517148.075526023,6905593.737947241,85418390895.9526,493792240.2844796,341.0,48819263.71045861
9473573.794152187,6874025.7190467585,85637879807.13257,493792374.77818847,342.0,48656599.34599495
9430784.517976575,6843039.413978601,85853942016.93584,493792506.50136834,343.0,48494885.45099851
9388767.778737616,6812625.001593734,86066611066.85294,493792635.51158315,344.0,48334113.97830899
9347511.01061085,6782772.796382394,86275920953.63858,493792761.86493266,345.0,48174276.97745325
9307001.761643603,6753473.2496825075,86481905993.83286,493792885.61645263,346.0,48015366.5846409
9267227.692533892,6724716.948802969,86684600781.2527,493793006.82014614,347.0,47857375.021173306
9228176.575409338,6696494.616146913,86884040144.48347,493793125.5290156,348.0,47700294.591852605
9189839.110193666,6668797.064270506,87080261454.38329,493793241.7907364,349.0,47544117.78630455
9152203.083550405,6641615.286335875,87273299710.85208,493793355.6567206,350.0,47388837.064084396
9115256.645562964,6614940.403971026,87463190234.261,493793467.17707914,351.0,47234444.97281307
9078988.682407571,6588763.660545751,87649968934.79085,493793576.40007496,352.0,47080934.160242744
9043388.278828517,6563076.428682206,87833671822.6188,493793683.37298423,353.0,46928297.353077084
9008444.722383302,6537870.209292691,88014334969.96913,493793788.1421194,354.0,46776527.35557993
8974147.50768778,6513136.630617443,88191994473.16377,493793890.75285274,355.0,46625617.04818388
8940482.192058474,6488867.405096473,88366688762.5089,493793991.2489551,356.0,46475559.45175372
8907437.63136757,6465054.401908646,88538454471.73093,493794089.6738118,357.0,46326347.61174943
8875004.467410393,6441689.630592093,88707327258.48006,493794186.0701953,358.0,46177974.620840624
8843171.844393792,6418765.206665592,88873343627.03456,493794280.4797468,359.0,46030433.6695463
8811928.965856196,6396273.366447577,89036540011.63976,493794372.9432551,360.0,45883718.02027131
8781265.088931713,6374206.465992477,89196952744.20732,493794463.5006783,361.0,45737821.00607296
8751169.518614221,6352556.980027057,89354618022.0146,493794552.1911652,362.0,45592736.02942761
8721634.974704258,6331317.486512627,89509572974.7633,493794639.0528363,363.0,45448456.58681886
8692654.393922938,6310480.679186098,89661854591.76573,493794724.1230329,364.0,45304976.24306477
8664217.22020902,6290039.382282363,89811498482.29938,493794807.4386036,365.0,45162288.60172652
8636315.345069626,6269986.524128841,89958540781.49203,493794889.03550076,366.0,45020387.349398814
8608941.138838422,6250315.144448017,90103017478.15994,493794968.9489427,367.0,44879266.23944758
8582084.665944433,6231018.388225825,90244964615.007,493795047.21374166,368.0,44738919.0921105
8555731.624992263,6212089.500844987,90384418432.01259,493795123.86455256,369.0,44599339.794325784
8529876.915122334,6193521.850489102,90521414285.01277,493795198.93440473,370.0,44460522.293699265
8504511.68192172,6175308.904263621,90655987642.98611,493795272.4561475,371.0,44322460.602419645
8479627.051090624,6157444.233440058,90788173777.33313,493795344.4620623,372.0,44185148.79491398
8455214.171769971,6139921.514041598,90918007725.64473,493795414.9836623,373.0,44048581.007066526
8431264.68409228,6122734.539791942,91045524125.90558,493795484.05002296,374.0,43912751.43644667
8407769.414837526,6105877.183425396,91170757591.86417,493795551.6922478,375.0,43777654.33832209
8384719.404924714,6089343.4259542,91293742376.22089,493795617.93986046,376.0,43643284.02721865
8362105.60736189,6073127.347188714,91414512439.88058,493795682.82179993,377.0,43509634.87531764
8339918.868802622,6057223.124522811,91533101434.58675,493795746.36643404,378.0,43376701.31152776
8318157.331984244,6041625.036772336,91649543239.51242,493795808.6005775,379.0,43244477.83658805
8296810.95059241,6026327.452428847,91763870789.33162,493795869.55157983,380.0,43112958.98872769
8275872.185315039,6011324.835740778,91876116856.6731,493795929.2459019,381.0,42982139.36588401
8255334.179528955,5996611.744269169,91986313899.94942,493795987.7093709,382.0,42852013.62087333
8235190.389964596,5982182.827434136,92094494019.79784,493796044.96724176,383.0,42722576.45970477
8215430.341775925,5968032.821058226,92200689681.69691,493796101.04451776,384.0,42593822.6553651
8196046.640211147,5954156.553175084,92304932493.06133,493796155.9654458,385.0,42465747.02298972
8177033.037272144,5940548.9408861855,92407253526.3376,493796209.7536682,386.0,42338344.425717905
8158382.22393395,5927204.986942924,92507683689.53227,493796262.43239397,387.0,42211609.78148957
8140086.905901448,5914119.77961477,92606253529.2337,493796314.0243303,388.0,42085538.05857836
8122143.230973997,5901288.48957295,92702993609.97978,493796364.5519847,389.0,41960124.2815024
8104547.828493095,5888706.370299989,92797934171.4984,493796414.0374251,390.0,41835363.52457491
8087293.440225577,5876368.759276738,92891104626.7157,493796462.5019194,391.0,41711250.90272916
8070375.303946186,5864271.07323433,92982534275.31177,493796509.9664899,392.0,41587781.58314941
8053789.092166346,5852408.808067364,93072252062.62112,493796556.45174944,393.0,41464950.78056152
8037528.314745907,5840777.538434854,93160286633.70706,493796601.9778751,394.0,41342753.757618845
8021580.389925966,5829372.917787476,93246666417.4852,493796646.5645631,395.0,41221185.8258244
8005940.663245587,5818190.672648792,93331419305.82454,493796690.23125184,396.0,41100242.339226075
7990600.3649023175,5807226.6052400945,93414572920.76898,493796732.9969548,397.0,40979918.698605776
7975554.55796345,5796476.592014428,93496154542.91403,493796774.8802804,398.0,40860210.34985904
7960801.87642389,5785936.582450041,93576191109.87085,493796815.8994441,399.0,40741112.78338253
7946333.114100894,5775602.596109547,93654709208.45139,493796856.07237154,400.0,40622621.532806516
7932142.537386216,5765470.723233867,93731735079.65068,493796895.41661656,401.0,40504732.17506255
7918226.057416386,5755537.125616591,93807294582.60951,493796933.94921434,402.0,40387440.33056774
7904580.146520209,5745798.033262998,93881413221.63791,493796971.6868485,403.0,40270741.661796786
7891200.979138238,5736249.741480022,93954116167.63702,493797008.64598703,404.0,40154631.87201872
7878086.034281845,5726888.612692057,94025428218.095,493797044.8426774,405.0,40039106.705838636
7865225.851164639,5717711.075878722,94095373879.53146,493797080.29266346,406.0,39924161.95025248
7852615.002840115,5708713.623464851,94163977264.58235,493797115.0113276,407.0,39809793.431336425
7840249.613039681,5699892.810709617,94231262113.54272,493797149.01371056,408.0,39695997.014327586
7828124.012972019,5691245.255255379,94297251823.86398,493797182.3145352,409.0,39582768.603921585
7816238.4941001665,5682767.637432168,94361969570.15367,493797214.9283378,410.0,39470104.146151245
7804588.145387982,5674456.696342753,94425438068.88638,493797246.8692399,411.0,39357999.62301351
7793169.334977556,5666309.230489825,94487679716.10014,493797278.1510919,412.0,39246451.05480318
7781978.87031009,5658322.096672108,94548716579.18556,493797308.7874696,413.0,39135454.49942312
7771004.97448192,5650492.21081532,94608570448.75266,493797338.79169446,414.0,39025006.05270795
7760244.718602755,5642816.542992303,94667262721.88782,493797368.1767999,415.0,38915101.84597567
7749691.375237519,5635292.119265197,94724814489.53671,493797396.95556897,416.0,38805738.04697548
7739339.655350692,5627916.020409967,94781246520.00931,493797425.14052147,417.0,38696910.85933553
7729196.15484134,5620685.382972287,94836579272.58788,493797452.74385697,418.0,38588616.523365445
7719253.680146571,5613597.39326933,94890832872.17244,493797479.77761996,419.0,38480851.31250405
7709511.0006519,5606649.290263001,94944027132.9267,493797506.2535861,420.0,38373611.53524388
7699963.888442263,5599838.364511375,94996181551.60733,493797532.1832684,421.0,38266893.53433867
7690600.186600851,5593161.9583193185,95047315305.3991,493797557.577886,422.0,38160693.68667882
7681419.320609448,5586617.460527031,95097447272.17798,493797582.4485171,423.0,38055008.40163573
7672415.7519960655,5580202.309208576,95146596017.68907,493797606.8059798,424.0,37949834.12166472
7663587.399733993,5573913.9911879245,95194779814.4696,493797630.6608575,425.0,37845167.32248702
7654934.796891435,5567750.040874916,95242016641.82666,493797654.0235061,426.0,37741004.51250101
7646452.716903512,5561708.036551999,95288324162.72858,493797676.90408415,427.0,37637342.23057259
7638138.8131055655,5555785.602420383,95333719752.85463,493797699.31253123,428.0,37534177.04748752
7629987.808973295,5549980.408454474,95378220510.44327,493797721.2585865,429.0,37431505.565756194
7621994.809546108,5544290.16805211,95421843244.91028,493797742.7517867,430.0,37329324.418514885
7614157.062777252,5538712.636392981,95464604472.17595,493797763.8014675,431.0,37227630.26876126
7606470.491590494,5533245.611186163,95506520432.62532,493797784.4167746,432.0,37126419.809717566
7598936.319714118,5527886.9333675895,95547607107.7626,493797804.6066699,433.0,37025689.76548189
7591553.0131218275,5522634.483321854,95587880196.5047,493797824.3799311,434.0,36925436.88880256
7584318.761849529,5517486.180988481,95627355126.68788,493797843.7451575,435.0,36825657.96128062
7577233.353041202,5512439.985743859,95666047064.54068,493797862.71077615,436.0,36726349.79343202
7570285.013047535,5507493.897876789,95703970907.25287,493797881.2850084,437.0,36627509.22461116
7563472.564684221,5502645.953162856,95741141300.51723,493797899.47594196,438.0,36529133.12178917
7556791.66970128,5497894.224991273,95777572633.1688,493797917.29149324,439.0,36431218.3797458
7550237.306169385,5493236.823377672,95813279042.21127,493797934.7394158,440.0,36333761.92073908
7543816.966276921,5488671.896828568,95848274425.26572,493797951.8272741,441.0,36236760.695741564
7537524.34146954,5484197.626005778,95882572425.92813,493797968.5625129,442.0,36140211.68080253
7531358.455933934,5479812.227094263,95916186450.31897,493797984.95241374,443.0,36044111.87912208
7525317.631914252,5475513.950548565,95949129665.9996,493798001.00410545,444.0,35948458.32026211
7519394.233187674,5471301.0821772395,95981415000.38437,493798016.7245501,445.0,35853248.06032101
7513588.296559696,5467171.937921925,96013055157.05937,493798032.12059194,446.0,35758478.18036
7507896.967878357,5463124.866713549,96044062609.16277,493798047.19892526,447.0,35664145.787069134
7502318.403877474,5459158.249648532,96074449606.55052,493798061.96610516,448.0,35570248.01259563
7496852.896431755,5455270.500029219,96104228180.32497,493798076.42854947,449.0,35476782.01460176
7491497.6776817795,5451460.059611991,96133410141.00702,493798090.59254813,450.0,35383744.97433286
7486251.418368993,5447725.4006725885,96162007086.45874,493798104.464261,451.0,35291134.097737804
7481110.416079881,5444065.025715689,96190030400.76329,493798118.0497166,452.0,35198946.615053035
7476069.495761789,5440477.466502865,96217491258.7566,493798131.3548171,453.0,35107179.780429475
7471126.550207754,5436961.281619276,96244400635.16731,493798144.3853515,454.0,35015830.87120849
7466277.539698079,5433515.057870528,96270769301.67764,493798157.1469877,455.0,34924897.18811752
7461524.331673087,5430137.410601069,96296607834.16008,493798169.64527154,456.0,34834376.0557081
7456867.8365779575,5426826.981551559,96321926613.7744,493798181.8856372,457.0,34744264.82117432
7452305.842059474,5423582.437792924,96346735829.59332,493798193.8734124,458.0,34654560.85379402
7447838.8205474,5420402.472487631,96371045483.82283,493798205.6138146,459.0,34565261.54542742
7443457.918202073,5417285.805670722,96394865379.73189,493798217.1119372,460.0,34476364.31019379
7439160.408513991,5414231.181011232,96418205147.40591,493798228.372781,461.0,34387866.58391693
7434943.94116416,5411237.366287507,96441074238.58777,493798239.4012462,462.0,34299765.82397835
7430804.016562497,5408303.153297573,96463481926.2211,493798250.2021299,463.0,34212059.5091085
7426749.207204046,5405427.359356052,96485437314.06294,493798260.7801253,464.0,34124745.14069477
7422775.59163206,5402608.822618172,96506949331.65836,493798271.1398353,465.0,34037820.2396035
7418883.434096996,5399846.404305289,96528026742.7668,493798281.28576744,466.0,33951282.347849414
7415073.4680432575,5397138.987877731,96548678146.26283,493798291.2223364,467.0,33865129.02803656
7411335.743609352,5394485.480356063,96568911962.25368,493798300.9538501,468.0,33779357.8632932
7407672.574213751,5391884.807903742,96588736470.8027,493798310.4845464,469.0,33693966.45658949
7404081.715461746,5389335.918262887,96608159788.70932,493798319.8185699,470.0,33608952.43083922
7400561.56208083,5386837.779923438,96627189878.51775,493798328.95997965,471.0,33524313.428764395
7397114.510132218,5384389.382765314,96645834550.13689,493798337.91274995,472.0,33440047.11322765
7393737.72223476,5381989.734690927,96664101467.04727,493798346.6807763,473.0,33356151.165506747
7390430.360945399,5379637.863499536,96681998146.51117,493798355.26787424,474.0,33272623.286259398
7387190.501874756,5377332.816470548,96699531958.90327,493798363.6777769,475.0,33189461.195106074
7384014.310546834,5375073.660349967,96716710127.69794,493798371.914133,476.0,33106662.630485564
7380900.595097036,5372859.478713528,96733539747.72368,493798379.9805291,477.0,33024225.34906322
7377846.728176658,5370689.373541511,96750027774.0901,493798387.88047355,478.0,32942147.125857346
7374852.329904494,5368562.465087396,96766181026.99838,493798395.6174009,479.0,32860425.754362665
7371917.985290254,5366477.891105095,96782006195.12383,493798403.1946748,480.0,32779059.046140343
7369041.395424963,5364434.805293823,96797509840.53247,493798410.61559266,481.0,32698044.829992995
7366221.846924426,5362432.3782788925,96812698398.62491,493798417.88338363,482.0,32617380.952484824
7363457.614555528,5360469.797960199,96827578174.05305,493798425.0012035,483.0,32537065.277944233
7360747.508590977,5358546.26787073,96842155351.79747,493798431.97214544,484.0,32457095.68780023
7358091.125841053,5356661.006630446,96856436000.93889,493798438.79924303,485.0,32377470.080321454
7355487.847791669,5354813.24845886,96870426071.36858,493798445.48546565,486.0,32298186.370744422
7352936.133178153,5353002.243761582,96884131390.87892,493798452.0337189,487.0,32219242.49149138
7350435.225375208,5351227.256846254,96897557679.1534,493798458.4468509,488.0,32140636.391172335
7347984.418210312,5349487.566431637,96910710545.1029,493798464.72765195,489.0,32062366.03475504
7345582.8771583075,5347782.465521355,96923595487.99033,493798470.87885535,490.0,31984429.403469406
7343229.216016758,5346111.2624671105,96936217890.81937,493798476.9031295,491.0,31906824.495039433
7340922.515325958,5344473.277763576,96948583041.02528,493798482.80309767,492.0,31829549.322619054
7338661.606713723,5342867.845712587,96960696120.09192,493798488.5813265,493.0,31752601.91522568
7336445.313554254,5341294.313820272,96972562207.74251,493798494.24032986,494.0,31675980.31748023
7334273.49894349,5339752.043662032,96984186277.71211,493798499.78256345,495.0,31599682.589832395
7332144.764609909,5338240.408018423,96995573213.98074,493798505.2104402,496.0,31523706.807520144
7330058.143947221,5336758.792495826,97006727802.37547,493798510.5263214,497.0,31448051.061050653
7328012.79006126,5335306.591398505,97017654761.39258,493798515.73253727,498.0,31372713.453735657
7326008.141478366,5333883.203906167,97028358772.54747,493798520.8314088,499.0,31297692.099195078
7324043.106701344,5332488.058678468,97038844289.40656,493798525.8251199,500.0,31222985.13697059
7322116.8003496565,5331120.59077391,97049115716.22786,493798530.71583605,501.0,31148590.717931002
7320228.338736655,5329780.248160063,97059177357.63004,493798535.5056711,502.0,31074507.008382965
7318376.839869579,5328466.491713558,97069033418.5924,493798540.19668704,503.0,31000732.19007096
7316561.423449553,5327178.795220093,97078688004.45499,493798544.79089427,504.0,30927264.460177336
7314781.736958322,5325916.6095668925,97088145386.07823,493798549.29037654,505.0,30854102.00823991
7313037.523053306,5324679.392187507,97097409781.80034,493798553.6971885,506.0,30781243.035132777
7311327.557109043,5323466.67937693,97106484821.93343,493798558.0131018,507.0,30708685.7996823
7309651.129411745,5322277.985407593,97115374295.82391,493798562.239959,508.0,30636428.553634945
7308007.544133566,5321112.836631151,97124081899.32399,493798566.3795536,509.0,30564469.563640103
7306396.119332599,5319970.771478489,97132611234.79152,493798570.43363035,510.0,30492807.11125007
7304816.186952878,5318851.340459713,97140965811.09016,493798574.40388507,511.0,30421439.492920045
7303267.630261947,5317754.016276546,97149149742.89069,493798578.29249316,512.0,30350364.965425424
7301749.986662949,5316678.3438789705,97157166583.27075,493798582.1012275,513.0,30279581.836981136
7300262.480281618,5315623.935014977,97165019366.11632,493798585.8314907,514.0,30209088.463932067
7298804.613826128,5314590.369240711,97172711376.23605,493798589.48489636,515.0,30138883.190643158
7297375.913215691,5313577.236631905,97180245817.07803,493798593.0630188,516.0,30068964.375435203
7295975.927580569,5312584.137783866,97187625810.72963,493798596.56739247,517.0,29999330.390584834
7294604.229262062,5311610.683811488,97194854397.91759,493798599.99951214,518.0,29929979.62232452
7293258.606704564,5310656.385607737,97201935325.8013,493798603.3609425,519.0,29860910.391863745
7291938.920642881,5309720.890154935,97208871366.90086,493798606.65308416,520.0,29792121.123921923
7290644.909416789,5308803.846032088,97215665275.85136,493798609.87730736,521.0,29723610.25081066
7289375.944875839,5307904.888456472,97222319895.81427,493798613.03496593,522.0,29655376.20176569
7288131.398670413,5307023.661730344,97228837998.79582,493798616.1273755,523.0,29587417.418955456
7286910.642251721,5306159.819240939,97235222285.64711,493798619.1558135,524.0,29519732.357481115
7285713.046871809,5305313.023460469,97241475386.06409,493798622.1215192,525.0,29452319.48537653
7284540.246660113,5304482.824726257,97247600793.35092,493798625.02629167,526.0,29385177.1977561
7283390.634462403,5303668.956066676,97253600590.92719,493798627.8710349,527.0,29318304.02562087
7282263.788817962,5302871.096073698,97259477280.89005,493798630.65692854,528.0,29251698.467916507
7281159.372649119,5302088.927893692,97265233329.11821,493798633.3851358,529.0,29185359.03331268
7280077.071699638,5301322.142524925,97270871139.84383,493798636.05678827,530.0,29119284.242538452
7279016.5945347175,5300570.4388175635,97276393055.65257,493798638.67298484,531.0,29053472.62838229
7277977.4373833425,5299833.510705136,97281801466.00719,493798641.23491603,532.0,28987922.72752907
7276957.603266669,5299110.977656041,97287099398.36075,493798643.7445346,533.0,28922633.03609733
7275957.736826672,5298402.609185574,97292288609.96234,493798646.20238847,534.0,28857602.15317105
7274977.396802333,5297708.12245965,97297371308.08304,493798648.60957444,535.0,28792828.651406616
7274016.144456564,5297027.241393976,97302349647.71457,493798650.967168,536.0,28728311.114815217
7273073.543576201,5296359.696654045,97307225731.56927,493798653.27622294,537.0,28664048.138762865
7272149.1604720075,5295705.22565514,97312001610.0802,493798655.53777164,538.0,28600038.32997038
7271242.886497887,5295063.552583783,97316679416.89362,493798657.752735,539.0,28536280.28778515
7270355.050695508,5294434.381419926,97321261416.19193,493798659.9218912,540.0,28472772.597640004
7269484.82430327,5293817.494770134,97325749332.41635,493798662.04632026,541.0,28409513.923701204
7268631.926714322,5293212.648191491,97330145066.95226,493798664.12692845,542.0,28346502.9098058
7267796.091708687,5292619.603256018,97334450473.88928,493798666.1645975,543.0,28283738.210456777
7266977.067453266,5292038.127550667,97338667360.02147,493798668.160184,544.0,28221218.49082308
7266174.616501837,5291467.99467733,97342797484.8472,493798670.1145201,545.0,28158942.426739596
7265387.487225762,5290908.950552072,97346842830.91507,493798672.0285967,546.0,28096908.676278617
7264614.562990339,5290360.751057548,97350805301.778,493798673.9033587,547.0,28035115.911511835
7263856.209259983,5289823.206180489,97354686367.92458,493798675.7394634,548.0,27973562.85574287
7263111.961500796,5289296.104256538,97358487674.4832,493798677.5376943,549.0,27912248.219603416
7262381.346287536,5288779.238873571,97362210825.40498,493798679.2988142,550.0,27851170.723747704
7261663.881303626,5288272.4088716945,97365857383.46378,493798681.0235654,551.0,27790329.09885255
7260959.075341146,5287775.418343246,97369428870.25615,493798682.7126695,552.0,27729722.085617322
7260268.450348415,5287288.035232057,97372927081.77066,493798684.36695874,553.0,27669348.396955963
7259591.870953469,5286810.066485212,97376353515.55785,493798685.9871376,554.0,27609206.7866271
7258928.399358388,5286341.34054938,97379709504.14857,493798687.5738385,555.0,27549296.033249334
7258277.909137898,5285881.674328832,97382996466.91034,493798689.1277262,556.0,27489614.91012665
7257640.297256682,5285430.889319126,97386215787.0713,493798690.6494472,557.0,27430162.199981984
7257015.484069388,5284988.811607097,97389368811.72028,493798692.1396292,558.0,27370936.694957267
7256403.413320627,5284555.271870868,97392456851.80678,493798693.5988814,559.0,27311937.196613386
7255802.245816696,5284130.050946155,97395481644.02713,493798695.0282808,560.0,27253162.47128143
7255212.377348832,5283713.00090635,97398444323.4237,493798696.4282902,561.0,27194611.349377617
7254633.83878224,5283303.966714233,97401346088.1937,493798697.7994586,562.0,27136282.66113874
7254066.3924064655,5282902.78912548,97404188175.05188,493798699.14239514,563.0,27078175.239003778
7253509.802033084,5282509.312828063,97406971790.16545,493798700.457696,564.0,27020287.924290143
7252963.832995703,5282123.386442245,97409698109.15396,493798701.74594486,565.0,26962619.567193694
7252428.259001581,5281744.862081243,97412368280.14703,493798703.00771105,566.0,26905169.026278164
7251903.574991315,5281373.549641265,97414983741.90378,493798704.24339134,567.0,26847935.115354765
7251389.2024655035,5281009.331879485,97417545422.92502,493798705.4536087,568.0,26790916.73721645
7250884.997150613,5280652.067739554,97420054414.26167,493798706.63887733,569.0,26734112.771290682
7250390.823469712,5280301.619637363,97422511779.61876,493798707.7996971,570.0,26677522.105348732
7249906.554542469,5279957.853461051,97424918555.35544,493798708.9365536,571.0,26621143.635505687
7249432.072185151,5279620.6385710025,97427275750.48495,493798710.04991823,572.0,26564976.266220447
7248966.95370547,5279289.840703892,97429584404.24352,493798711.1402892,573.0,26509018.902722556
7248509.47609774,5278965.299411789,97431845769.12445,493798712.20832324,574.0,26453270.426934093
7248060.3629182875,5278646.912951134,97434060622.18253,493798713.2543413,575.0,26397729.788067456
7247619.290780911,5278334.559134118,97436229907.15869,493798714.2787892,576.0,26342395.918153968
7247185.924870847,5278028.118789224,97438354544.1472,493798715.2821013,577.0,26287267.75708214
7246759.91894476,5277727.4757612245,97440435429.59549,493798716.26470006,578.0,26232344.252597686
7246340.915330752,5277432.5169111835,97442473436.30424,493798717.22699654,579.0,26177624.36030351
7245929.700952005,5277143.11977837,97444469511.56117,493798718.16944534,580.0,26123107.029724594
7245528.00596899,5276859.154729324,97446424660.04785,493798719.09253526,581.0,26068791.206735224
7245134.285493338,5276580.529979058,97448339585.75348,493798719.99658716,582.0,26014675.884407733
7244748.579785774,5276307.139718811,97450215104.55243,493798720.8819868,583.0,25960760.044425923
7244370.954346122,5276038.880764769,97452052011.78503,493798721.74911004,584.0,25907042.67588879
7244001.499913289,5275775.652558058,97453851082.25749,493798722.5983228,585.0,25853522.77531052
7243640.332465281,5275517.357164744,97455613070.24196,493798723.4299813,586.0,25800199.346620485
7243285.481116418,5275263.882852353,97457338835.67435,493798724.2444876,587.0,25747071.38043594
7242935.728865256,5275015.126179216,97459029174.42001,493798725.0422145,588.0,25694137.881939944
7242592.185243457,5274771.004223224,97460684724.30827,493798725.8234644,589.0,25641397.886314712
7242254.537102499,5274531.425428342,97462306189.14731,493798726.58856785,590.0,25588850.421948366
7241922.453343569,5274296.300527642,97463894254.79176,493798727.33784676,591.0,25536494.524220362
7241595.584917558,5274065.5425433,97465449589.1428,493798728.0716144,592.0,25484329.235501513
7241273.564825068,5273839.066786602,97466972842.14803,493798728.79017514,593.0,25432353.605153967
7240958.288634227,5273616.768876811,97468464834.61317,493798729.4939974,594.0,25380566.664135125
7240649.484972535,5273398.567435672,97469926191.46838,493798730.183378,595.0,25328967.474325117
7240346.399613718,5273184.387855082,97471357481.1994,493798730.85857004,596.0,25277555.10977266
7240049.012770537,5272974.1505640205,97472759316.63127,493798731.5198748,597.0,25226328.643139113
7239757.320367172,5272767.777956122,97474132295.42244,493798732.16758734,598.0,25175287.15370232
7239471.334039219,5272565.194389669,97475477000.06482,493798732.8019966,599.0,25124429.727356616
7239191.08113369,5272366.326187599,97476793997.88374,493798733.4233852,600.0,25073755.456612814
7238914.357590104,5272171.081535076,97478083976.8779,493798734.031941,601.0,25023263.40713446
7238641.908717341,5271979.396826027,97479347432.53772,493798734.6279614,602.0,24972952.694889177
7238373.741350999,5271791.203672196,97480584890.77812,493798735.21170795,603.0,24922822.431229874
7238109.623808743,5271606.433375675,97481796877.71577,493798735.783426,604.0,24872871.730339997
7237849.314618734,5271425.018975084,97482983905.84235,493798736.34335345,605.0,24823099.71263972
7237592.562519625,5271246.895245563,97484146474.02449,493798736.89172137,606.0,24773505.50478595
7237339.266906482,5271071.997654918,97485285075.96748,493798737.4287587,607.0,24724088.23806642
7237092.4537833445,5270900.243002045,97486400357.19905,493798737.95479035,608.0,24674847.018613342
7236850.24494727,5270731.581665481,97487492691.4376,493798738.46997315,609.0,24625781.007783942
7236612.754876544,5270565.952732199,97488562544.4084,493798738.9745226,610.0,24576889.353129417
7236380.122583745,5270403.296802381,97489610370.02231,493798739.4686481,611.0,24528171.208094154
7236152.511615737,5270243.555989428,97490636610.3758,493798739.952553,612.0,24479625.732015714
7235930.110053677,5270086.673919952,97491641695.75092,493798740.4264345,613.0,24431252.090124853
7235712.407696314,5269932.591463848,97492626080.33008,493798740.89052284,614.0,24383049.44754672
7235496.889057183,5269781.239013383,97493590306.77557,493798741.3451511,615.0,24335016.95845388
7235285.223579469,5269632.573050928,97494534700.36823,493798741.79042286,616.0,24287153.81743983
7235077.25679089,5269486.540652637,97495459665.90718,493798742.2265347,617.0,24239459.209650703
7234872.82193945,5269343.090190403,97496365598.19623,493798742.65367943,618.0,24191932.325820267
7234671.739993438,5269202.171331861,97497252882.04375,493798743.0720455,619.0,24144572.362269953
7234473.81964143,5269063.735040383,97498121892.26266,493798743.4818176,620.0,24097378.520908855
7234279.75562729,5268927.728054672,97498973033.09946,493798743.88316023,621.0,24050349.998287275
7234090.608036986,5268794.096088616,97499806715.37943,493798744.2762274,622.0,24003485.991941743
7233905.427668203,5268662.798423793,97500623252.28156,493798744.66120416,623.0,23956785.72933053
7233724.277450178,5268533.789342344,97501422991.95195,493798745.0382532,624.0,23910248.43101684
7233547.233010463,5268407.024268658,97502206273.63763,493798745.407533,625.0,23863873.32284717
7233374.382674931,5268282.459769367,97502973427.68655,493798745.76919734,626.0,23817659.635951314
7233205.8274677675,5268160.053553353,97503724775.54752,493798746.1233955,627.0,23771606.606742352
