e,ez,w,z,Time
3.017477693642882e-07,1.1977332708640529e-08,0.0,2.3674297565218428e-05,3.29
3.026233370977612e-07,1.204878137622132e-08,0.0,2.3673279100149793e-05,3.3
3.034986608479486e-07,1.2120433671650449e-08,0.0,2.367226047180875e-05,3.31
3.0437374068701776e-07,1.2192289517335656e-08,0.0,2.367124168027831e-05,3.32
3.0524857668711777e-07,1.2264348835706034e-08,0.0,2.367022272564147e-05,3.33
3.0612316892037943e-07,1.2336611549211989e-08,0.0,2.3669203607981193e-05,3.34
3.069975174589152e-07,1.2409077580325273e-08,0.0,2.366818432738043e-05,3.35
3.078716223748191e-07,1.2481746851538966e-08,0.0,2.36671648839221e-05,3.36
3.0874548374016707e-07,1.2554619285367488e-08,0.0,2.3666145277689096e-05,3.37
3.096191016270165e-07,1.2627694804346579e-08,0.0,2.366512550876429e-05,3.38
3.1049247610740664e-07,1.2700973331033326e-08,0.0,2.3664105577230524e-05,3.39
3.1136560725335816e-07,1.2774454788006136e-08,0.0,2.3663085483170625e-05,3.4
3.1223849513687374e-07,1.2848139097864764e-08,0.0,2.366206522666739e-05,3.41
3.1311113982993747e-07,1.2922026183230284e-08,0.0,2.36610448078036e-05,3.42
3.1398354140451524e-07,1.2996115966745114e-08,0.0,2.366002422666199e-05,3.43
3.1485569993255455e-07,1.3070408371072996e-08,0.0,2.3659003483325297e-05,3.44
3.1572761548598474e-07,1.3144903318899016e-08,0.0,2.3657982577876214e-05,3.45
3.1659928813671654e-07,1.3219600732929579e-08,0.0,2.3656961510397423e-05,3.46
3.174707179566426e-07,1.3294500535892438e-08,0.0,2.365594028097157e-05,3.47
3.183419050176372e-07,1.3369602650536665e-08,0.0,2.3654918889681285e-05,3.48
3.192128493915562e-07,1.344490699963268e-08,0.0,2.3653897336609175e-05,3.49
3.2008355115023724e-07,1.3520413505972218e-08,0.0,2.3652875621837817e-05,3.5
3.2095401036549955e-07,1.3596122092368366e-08,0.0,2.3651853745449764e-05,3.51
3.2182422710914415e-07,1.3672032681655535e-08,0.0,2.3650831707527545e-05,3.52
3.2269420145295355e-07,1.3748145196689466e-08,0.0,2.3649809508153666e-05,3.53
3.235639334686923e-07,1.3824459560347239e-08,0.0,2.364878714741061e-05,3.54
3.2443342322816445e-07,1.3900975695422881e-08,0.0,2.3647764625380985e-05,3.55
3.253026708033732e-07,1.3977693524344034e-08,0.0,2.3646741942147934e-05,3.56
3.261716762660725e-07,1.4054612969971924e-08,0.0,2.364571909779398e-05,3.57
3.2704043968796434e-07,1.4131733955249201e-08,0.0,2.3644696092401533e-05,3.58
3.279089611407327e-07,1.4209056403139628e-08,0.0,2.3643672926052985e-05,3.59
3.2877724069604313e-07,1.4286580236628134e-08,0.0,2.3642649598830698e-05,3.6
3.296452784255431e-07,1.4364305378720767e-08,0.0,2.364162611081701e-05,3.61
3.3051307440086183e-07,1.444223175244473e-08,0.0,2.3640602462094244e-05,3.62
3.3138062869361034e-07,1.4520359280848351e-08,0.0,2.363957865274469e-05,3.63
3.3224794137538136e-07,1.4598687887001112e-08,0.0,2.363855468285061e-05,3.64
3.331150125177495e-07,1.4677217493993621e-08,0.0,2.363753055249426e-05,3.65
3.339818421922711e-07,1.4755948024937636e-08,0.0,2.363650626175785e-05,3.66
3.348484304704842e-07,1.4834879402966044e-08,0.0,2.3635481810723578e-05,3.67
3.3571477742390896e-07,1.4914011551232886e-08,0.0,2.3634457199473624e-05,3.68
3.365808831240469e-07,1.4993344392913327e-08,0.0,2.3633432428090124e-05,3.69
3.3744674764238163e-07,1.507287785120368e-08,0.0,2.3632407496655207e-05,3.7
3.383123710503783e-07,1.5152611849321397e-08,0.0,2.3631382405250977e-05,3.71
3.39177753419484e-07,1.5232546310505066e-08,0.0,2.3630357153959503e-05,3.72
3.400428948211277e-07,1.5312681158014414e-08,0.0,2.3629331742862842e-05,3.73
3.409077953267199e-07,1.539301631513032e-08,0.0,2.3628306172043015e-05,3.74
3.417724550076532e-07,1.5473551705154776e-08,0.0,2.3627280441582035e-05,3.75
3.4263687393530155e-07,1.5554287251410946e-08,0.0,2.3626254551561874e-05,3.76
3.435010521810212e-07,1.5635222877243107e-08,0.0,2.362522850206449e-05,3.77
3.443649898161497e-07,1.5716358506016687e-08,0.0,2.3624202293171814e-05,3.78
3.4522868691200675e-07,1.579769406111826e-08,0.0,2.3623175924965755e-05,3.79
3.4609214353989365e-07,1.5879229465955517e-08,0.0,2.362214939752819e-05,3.8
3.4695535977109356e-07,1.5960964643957316e-08,0.0,2.362112271094099e-05,3.81
3.478183356768714e-07,1.6042899518573632e-08,0.0,2.362009586528598e-05,3.82
3.486810713284738e-07,1.6125034013275595e-08,0.0,2.361906886064497e-05,3.83
3.495435667971293e-07,1.620736805155546e-08,0.0,2.3618041697099756e-05,3.84
3.504058221540482e-07,1.628990155692664e-08,0.0,2.3617014374732095e-05,3.85
3.512678374704225e-07,1.6372634452923667e-08,0.0,2.3615986893623727e-05,3.86
3.52129612817426e-07,1.645556666310223e-08,0.0,2.361495925385637e-05,3.87
3.5299114826621443e-07,1.6538698111039144e-08,0.0,2.3613931455511706e-05,3.88
3.5385244388792524e-07,1.6622028720332373e-08,0.0,2.3612903498671407e-05,3.89
3.5471349975367744e-07,1.670555841460101e-08,0.0,2.3611875383417116e-05,3.9
3.5557431593457214e-07,1.6789287117485304e-08,0.0,2.3610847109830452e-05,3.91
3.564348925016921e-07,1.6873214752646624e-08,0.0,2.360981867799301e-05,3.92
3.5729522952610186e-07,1.695734124376749e-08,0.0,2.360879008798636e-05,3.93
3.581553270788477e-07,1.704166651455156e-08,0.0,2.3607761339892046e-05,3.94
3.590151852309579e-07,1.7126190488723636e-08,0.0,2.360673243379159e-05,3.95
3.5987480405344213e-07,1.721091309002964e-08,0.0,2.3605703369766495e-05,3.96
3.607341836172923e-07,1.7295834242236664e-08,0.0,2.360467414789823e-05,3.97
3.6159332399348175e-07,1.738095386913291e-08,0.0,2.360364476826825e-05,3.98
3.6245222525296585e-07,1.7466271894527742e-08,0.0,2.3602615230957978e-05,3.99
3.633108874666815e-07,1.7551788242251644e-08,0.0,2.3601585536048812e-05,4.0
3.641693107055477e-07,1.7637502836156252e-08,0.0,2.3600555683622137e-05,4.01
3.6502749504046493e-07,1.7723415600114342e-08,0.0,2.3599525673759305e-05,4.02
3.6588544054231573e-07,1.7809526458019828e-08,0.0,2.359849550654164e-05,4.03
3.6674314728196413e-07,1.7895835333787756e-08,0.0,2.3597465182050457e-05,4.04
3.676006153302562e-07,1.798234215135431e-08,0.0,2.359643470036703e-05,4.05
3.684578447580197e-07,1.8069046834676834e-08,0.0,2.3595404061572626e-05,4.06
3.693148356360642e-07,1.8155949307733794e-08,0.0,2.3594373265748464e-05,4.07
3.7017158803518085e-07,1.824304949452479e-08,0.0,2.359334231297577e-05,4.08
3.7102810202614294e-07,1.8330347319070575e-08,0.0,2.359231120333571e-05,4.09
3.718843776797053e-07,1.841784270541304e-08,0.0,2.3591279936909463e-05,4.1
3.7274041506660475e-07,1.8505535577615217e-08,0.0,2.3590248513778162e-05,4.11
3.7359621425755947e-07,1.8593425859761258e-08,0.0,2.3589216934022917e-05,4.12
3.7445177532326997e-07,1.8681513475956477e-08,0.0,2.3588185197724813e-05,4.13
3.753070983344182e-07,1.876979835032732e-08,0.0,2.3587153304964924e-05,4.14
3.76162183361668e-07,1.8858280407021376e-08,0.0,2.3586121255824287e-05,4.15
3.7701703047566495e-07,1.8946959570207358e-08,0.0,2.3585089050383914e-05,4.16
3.7787163974703636e-07,1.9035835764075132e-08,0.0,2.358405668872481e-05,4.17
3.7872601124639155e-07,1.912490891283571e-08,0.0,2.3583024170927935e-05,4.18
3.7958014504432154e-07,1.921417894072123e-08,0.0,2.3581991497074232e-05,4.19
3.8043404121139885e-07,1.930364577198497e-08,0.0,2.358095866724463e-05,4.2
3.812876998181782e-07,1.939330933090135e-08,0.0,2.3579925681520015e-05,4.21
3.821411209351958e-07,1.948316954176594e-08,0.0,2.3578892539981268e-05,4.22
3.829943046329699e-07,1.9573226328895437e-08,0.0,2.357785924270924e-05,4.23
3.8384725098200015e-07,1.9663479616627676e-08,0.0,2.357682578978474e-05,4.24
3.846999600527684e-07,1.9753929329321635e-08,0.0,2.3575792181288585e-05,4.25
3.855524319157381e-07,1.9844575391357435e-08,0.0,2.3574758417301544e-05,4.26
3.8640466664135445e-07,1.9935417727136334e-08,0.0,2.3573724497904367e-05,4.27
3.8725666430004454e-07,2.002645626108074e-08,0.0,2.357269042317779e-05,4.28
3.881084249622171e-07,2.0117690917634168e-08,0.0,2.357165619320251e-05,4.29
3.8895994869826276e-07,2.0209121621261306e-08,0.0,2.357062180805921e-05,4.3
3.898112355785539e-07,2.0300748296447966e-08,0.0,2.3569587267828545e-05,4.31
3.906622856734448e-07,2.0392570867701118e-08,0.0,2.356855257259115e-05,4.32
3.915130990532712e-07,2.048458925954883e-08,0.0,2.356751772242763e-05,4.33
3.9236367578835097e-07,2.0576803396540353e-08,0.0,2.3566482717418566e-05,4.34
3.932140159489836e-07,2.0669213203246055e-08,0.0,2.3565447557644522e-05,4.35
3.940641196054505e-07,2.0761818604257458e-08,0.0,2.3564412243186033e-05,4.36
3.949139868280146e-07,2.0854619524187194e-08,0.0,2.3563376774123607e-05,4.37
3.957636176869209e-07,2.0947615887669068e-08,0.0,2.3562341150537736e-05,4.38
3.96613012252396e-07,2.1040807619358006e-08,0.0,2.3561305372508883e-05,4.39
3.974621705946484e-07,2.113419464393009e-08,0.0,2.356026944011749e-05,4.4
3.9831109278386834e-07,2.1227776886082514e-08,0.0,2.3559233353443962e-05,4.41
3.991597788902278e-07,2.1321554270533632e-08,0.0,2.3558197112568703e-05,4.42
4.0000822898388046e-07,2.141552672202293e-08,0.0,2.355716071757207e-05,4.43
4.008564431349623e-07,2.150969416531105e-08,0.0,2.3556124168534412e-05,4.44
4.017044214135902e-07,2.1604056525179738e-08,0.0,2.355508746553605e-05,4.45
4.0255216388986367e-07,2.169861372643191e-08,0.0,2.3554050608657268e-05,4.46
4.033996706338635e-07,2.1793365693891613e-08,0.0,2.3553013597978347e-05,4.47
4.042469417156526e-07,2.188831235240404e-08,0.0,2.355197643357954e-05,4.48
4.050939772052752e-07,2.1983453626835504e-08,0.0,2.355093911554105e-05,4.49
4.059407771727578e-07,2.207878944207347e-08,0.0,2.354990164394309e-05,4.5
4.067873416881084e-07,2.2174319723026546e-08,0.0,2.3548864018865835e-05,4.51
4.076336708213169e-07,2.227004439462447e-08,0.0,2.354782624038943e-05,4.52
4.084797646423551e-07,2.236596338181814e-08,0.0,2.3546788308594005e-05,4.53
4.093256232211762e-07,2.246207660957956e-08,0.0,2.354575022355966e-05,4.54
4.10171246627791e-07,2.2558384002780904e-08,0.0,2.3544711985366643e-05,4.55
4.1101663493247285e-07,2.2654885485866188e-08,0.0,2.3543673594095793e-05,4.56
4.118617882051784e-07,2.2751580983778313e-08,0.0,2.354263504982726e-05,4.57
4.127067065158023e-07,2.284847042155092e-08,0.0,2.3541596352641094e-05,4.58
4.1355138993422155e-07,2.2945553724238593e-08,0.0,2.3540557502617298e-05,4.59
4.1439583853029477e-07,2.304283081691684e-08,0.0,2.3539518499835866e-05,4.6
4.1524005237386285e-07,2.3140301624682065e-08,0.0,2.353847934437677e-05,4.61
4.160840315347481e-07,2.3237966072651583e-08,0.0,2.3537440036319948e-05,4.62
4.1692777608275517e-07,2.3335824085963645e-08,0.0,2.3536400575745313e-05,4.63
4.1777128608767047e-07,2.34338755897774e-08,0.0,2.353536096273277e-05,4.64
4.1861456161926255e-07,2.3532120509272925e-08,0.0,2.3534321197362187e-05,4.65
4.194576027472814e-07,2.363055876965119e-08,0.0,2.3533281279713412e-05,4.66
4.203004095414594e-07,2.37291902961341e-08,0.0,2.353224120986627e-05,4.67
4.211429820715108e-07,2.3828015013964478e-08,0.0,2.3531200987900557e-05,4.68
4.219853204071315e-07,2.3927032848406047e-08,0.0,2.353016061389605e-05,4.69
4.2282742461799953e-07,2.402624372474344e-08,0.0,2.352912008793251e-05,4.7
4.2366929477377483e-07,2.4125647568282227e-08,0.0,2.3528079410089658e-05,4.71
4.245109309440993e-07,2.4225244304348876e-08,0.0,2.35270385804472e-05,4.72
4.2535233319859664e-07,2.4325033858290788e-08,0.0,2.3525997599084818e-05,4.73
4.2619350160687256e-07,2.442501615547625e-08,0.0,2.3524956466082172e-05,4.74
4.270344362385147e-07,2.4525191121294484e-08,0.0,2.352391518151889e-05,4.75
4.2787513716309257e-07,2.462555868115563e-08,0.0,2.3522873745474592e-05,4.76
4.287156044501577e-07,2.4726118760490728e-08,0.0,2.3521832158028857e-05,4.77
4.2955583816924357e-07,2.4826871284751757e-08,0.0,2.352079041926125e-05,4.78
4.303958383898653e-07,2.4927816179411568e-08,0.0,2.351974852925131e-05,4.79
4.312356051815202e-07,2.5028953369963974e-08,0.0,2.351870648807855e-05,4.8
4.320751386136875e-07,2.5130282781923677e-08,0.0,2.351766429582246e-05,4.81
4.3291443875582834e-07,2.523180434082631e-08,0.0,2.3516621952562514e-05,4.82
4.3375350567738563e-07,2.5333517972228386e-08,0.0,2.3515579458378156e-05,4.83
4.3459233944778433e-07,2.5435423601707375e-08,0.0,2.3514536813348797e-05,4.84
4.3543094013643144e-07,2.5537521154861637e-08,0.0,2.351349401755384e-05,4.85
4.362693078127157e-07,2.5639810557310472e-08,0.0,2.3512451071072663e-05,4.86
4.3710744254600767e-07,2.5742291734694054e-08,0.0,2.35114079739846e-05,4.87
4.3794534440566025e-07,2.5844964612673498e-08,0.0,2.351036472636899e-05,4.88
4.387830134610079e-07,2.5947829116930844e-08,0.0,2.3509321328305128e-05,4.89
4.3962044978136714e-07,2.6050885173169033e-08,0.0,2.350827777987229e-05,4.9
4.4045765343603633e-07,2.615413270711191e-08,0.0,2.3507234081149735e-05,4.91
4.412946244942959e-07,2.6257571644504244e-08,0.0,2.3506190232216693e-05,4.92
4.4213136302540815e-07,2.636120191111174e-08,0.0,2.3505146233152363e-05,4.93
4.4296786909861724e-07,2.6465023432720992e-08,0.0,2.3504102084035937e-05,4.94
4.438041427831493e-07,2.6569036135139504e-08,0.0,2.3503057784946568e-05,4.95
4.446401841482123e-07,2.667323994419572e-08,0.0,2.3502013335963393e-05,4.96
4.4547599326299633e-07,2.6777634785738982e-08,0.0,2.3500968737165523e-05,4.97
4.463115701966734e-07,2.688222058563956e-08,0.0,2.3499923988632043e-05,4.98
4.4714691501839704e-07,2.6986997269788614e-08,0.0,2.349887909044202e-05,4.99
4.4798202779730323e-07,2.709196476409824e-08,0.0,2.3497834042674496e-05,5.0
4.4881690860250954e-07,2.719712299450145e-08,0.0,2.3496788845408486e-05,5.01
4.4965155750311564e-07,2.730247188695216e-08,0.0,2.3495743498722974e-05,5.02
4.5048597456820316e-07,2.7408011367425217e-08,0.0,2.3494698002696945e-05,5.03
4.513201598668353e-07,2.7513741361916354e-08,0.0,2.3493652357409327e-05,5.04
4.5215411346805757e-07,2.761966179644224e-08,0.0,2.3492606562939055e-05,5.05
4.5298783544089734e-07,2.7725772597040463e-08,0.0,2.3491560619365017e-05,5.06
4.5382132585436387e-07,2.783207368976952e-08,0.0,2.3490514526766093e-05,5.07
4.546545847774481e-07,2.7938565000708808e-08,0.0,2.3489468285221132e-05,5.08
4.554876122791233e-07,2.8045246455958662e-08,0.0,2.3488421894808954e-05,5.09
4.563204084283444e-07,2.8152117981640317e-08,0.0,2.348737535560837e-05,5.1
4.5715297329404836e-07,2.825917950389594e-08,0.0,2.3486328667698158e-05,5.11
4.5798530694515404e-07,2.8366430948888582e-08,0.0,2.3485281831157068e-05,5.12
4.588174094505622e-07,2.8473872242802235e-08,0.0,2.348423484606383e-05,5.13
4.5964928087915556e-07,2.85815033118418e-08,0.0,2.3483187712497156e-05,5.14
4.604809212997988e-07,2.8689324082233106e-08,0.0,2.3482140430535733e-05,5.15
4.6131233078133837e-07,2.8797334480222855e-08,0.0,2.348109300025821e-05,5.16
4.6214350939260285e-07,2.8905534432078704e-08,0.0,2.348004542174324e-05,5.17
4.6297445720240264e-07,2.9013923864089216e-08,0.0,2.3478997695069414e-05,5.18
4.6380517427953e-07,2.912250270256387e-08,0.0,2.3477949820315338e-05,5.19
4.646356606927593e-07,2.9231270873833035e-08,0.0,2.347690179755957e-05,5.2
4.6546591651084664e-07,2.934022830424803e-08,0.0,2.3475853626880653e-05,5.21
4.6629594180253013e-07,2.944937492018107e-08,0.0,2.3474805308357104e-05,5.22
4.6712573663653e-07,2.95587106480253e-08,0.0,2.3473756842067418e-05,5.23
4.6795530108154785e-07,2.9668235414194747e-08,0.0,2.347270822809006e-05,5.24
4.6878463520626785e-07,2.9777949145124382e-08,0.0,2.3471659466503483e-05,5.25
4.6961373907935565e-07,2.9887851767270096e-08,0.0,2.34706105573861e-05,5.26
4.704426127694591e-07,2.999794320710866e-08,0.0,2.346956150081632e-05,5.27
4.712712563452079e-07,3.010822339113782e-08,0.0,2.3468512296872512e-05,5.28
4.720996698752135e-07,3.021869224587615e-08,0.0,2.3467462945633032e-05,5.29
4.729278534280694e-07,3.032934969786322e-08,0.0,2.3466413447176203e-05,5.3
4.737558070723512e-07,3.0440195673659483e-08,0.0,2.3465363801580325e-05,5.31
4.7458353087661626e-07,3.05512300998463e-08,0.0,2.346431400892369e-05,5.32
4.7541102490940364e-07,3.0662452903025946e-08,0.0,2.346326406928454e-05,5.33
4.7623828923923474e-07,3.077386400982163e-08,0.0,2.3462213982741116e-05,5.34
4.770653239346126e-07,3.0885463346877456e-08,0.0,2.3461163749371628e-05,5.35
4.778921290640225e-07,3.099725084085847e-08,0.0,2.3460113369254257e-05,5.36
4.787187046959311e-07,3.110922641845059e-08,0.0,2.3459062842467165e-05,5.37
4.795450508987877e-07,3.1221390006360685e-08,0.0,2.3458012169088485e-05,5.38
4.803711677410226e-07,3.1333741531316525e-08,0.0,2.345696134919634e-05,5.39
4.811970552910492e-07,3.144628092006681e-08,0.0,2.3455910382868813e-05,5.4
4.820227136172618e-07,3.155900809938111e-08,0.0,2.3454859270183973e-05,5.41
4.82848142788037e-07,3.1671922996049974e-08,0.0,2.345380801121986e-05,5.42
4.836733428717336e-07,3.178502553688482e-08,0.0,2.3452756606054496e-05,5.43
4.844983139366918e-07,3.189831564871801e-08,0.0,2.345170505476587e-05,5.44
4.853230560512341e-07,3.201179325840277e-08,0.0,2.3450653357431956e-05,5.45
4.861475692836648e-07,3.212545829281331e-08,0.0,2.3449601514130706e-05,5.46
4.869718537022703e-07,3.223931067884471e-08,0.0,2.3448549524940038e-05,5.47
4.877959093753185e-07,3.235335034341299e-08,0.0,2.3447497389937852e-05,5.48
4.886197363710597e-07,3.2467577213455046e-08,0.0,2.3446445109202025e-05,5.49
4.894433347577258e-07,3.258199121592872e-08,0.0,2.3445392682810415e-05,5.5
4.902667046035307e-07,3.2696592277812785e-08,0.0,2.3444340110840842e-05,5.51
4.910898459766704e-07,3.281138032610688e-08,0.0,2.3443287393371114e-05,5.52
4.919127589453228e-07,3.2926355287831606e-08,0.0,2.344223453047901e-05,5.53
4.927354435776473e-07,3.3041517090028446e-08,0.0,2.344118152224229e-05,5.54
4.935578999425112e-07,3.315686565870585e-08,0.0,2.3440128368740072e-05,5.55
4.943801281114163e-07,3.327240091603712e-08,0.0,2.3439075070056505e-05,5.56
4.952021281529267e-07,3.338812278846032e-08,0.0,2.343802162627015e-05,5.57
4.960239001351667e-07,3.3504031203047185e-08,0.0,2.3436968037458736e-05,5.58
4.968454441262423e-07,3.3620126086890294e-08,0.0,2.3435914303699972e-05,5.59
4.976667601942418e-07,3.373640736710295e-08,0.0,2.3434860425071547e-05,5.6
4.984878484072353e-07,3.3852874970819254e-08,0.0,2.3433806401651123e-05,5.61
4.993087088332751e-07,3.396952882519407e-08,0.0,2.3432752233516334e-05,5.62
5.001293415403956e-07,3.408636885740304e-08,0.0,2.3431697920744793e-05,5.63
5.009497465966128e-07,3.420339499464256e-08,0.0,2.34306434634141e-05,5.64
5.017699240699255e-07,3.432060716412982e-08,0.0,2.342958886160181e-05,5.65
5.025898740283135e-07,3.4438005293102767e-08,0.0,2.3428534115385475e-05,5.66
5.034095965397394e-07,3.455558930882011e-08,0.0,2.3427479224842617e-05,5.67
5.042290916721479e-07,3.4673359138561356e-08,0.0,2.3426424190050726e-05,5.68
5.05048359493465e-07,3.4791314709626784e-08,0.0,2.3425369011087278e-05,5.69
5.058674000715991e-07,3.490945594933739e-08,0.0,2.3424313688029722e-05,5.7
5.06686213474441e-07,3.502778278503503e-08,0.0,2.3423258220955485e-05,5.71
5.075047997698629e-07,3.514629514408224e-08,0.0,2.3422202609941967e-05,5.72
5.083231590257194e-07,3.526499295386239e-08,0.0,2.342114685506655e-05,5.73
5.091412913098471e-07,3.538387614177961e-08,0.0,2.3420090956406587e-05,5.74
5.099591966900645e-07,3.550294463525878e-08,0.0,2.3419034914039417e-05,5.75
5.107768752341722e-07,3.562219836174556e-08,0.0,2.3417978728042333e-05,5.76
5.115943270099529e-07,3.57416372487064e-08,0.0,2.341692239849263e-05,5.77
5.124115520851709e-07,3.5861261223628517e-08,0.0,2.3415865925467566e-05,5.78
5.132285505275732e-07,3.5981070214019867e-08,0.0,2.3414809309044385e-05,5.79
5.140453224048885e-07,3.6101064147409204e-08,0.0,2.3413752549300292e-05,5.8
5.148618677848272e-07,3.622124295134606e-08,0.0,2.3412695646312478e-05,5.81
5.156781867350824e-07,3.6341606553400726e-08,0.0,2.3411638600158112e-05,5.82
5.164942793233282e-07,3.646215488116427e-08,0.0,2.3410581410914338e-05,5.83
5.173101456172223e-07,3.658288786224852e-08,0.0,2.3409524078658277e-05,5.84
5.181257856844025e-07,3.6703805424286085e-08,0.0,2.340846660346702e-05,5.85
5.189411995924905e-07,3.682490749493036e-08,0.0,2.3407408985417647e-05,5.86
5.197563874090887e-07,3.694619400185547e-08,0.0,2.3406351224587194e-05,5.87
5.205713492017822e-07,3.7067664872756355e-08,0.0,2.3405293321052702e-05,5.88
5.213860850381375e-07,3.718932003534871e-08,0.0,2.340423527489116e-05,5.89
5.22200594985704e-07,3.7311159417369e-08,0.0,2.3403177086179555e-05,5.9
5.230148791120122e-07,3.743318294657444e-08,0.0,2.3402118754994835e-05,5.91
5.238289374845754e-07,3.755539055074307e-08,0.0,2.3401060281413933e-05,5.92
5.246427701708882e-07,3.7677782157673646e-08,0.0,2.3400001665513762e-05,5.93
5.254563772384282e-07,3.780035769518574e-08,0.0,2.3398942907371196e-05,5.94
5.26269758754654e-07,3.7923117091119644e-08,0.0,2.3397884007063104e-05,5.95
5.270829147870066e-07,3.804606027333648e-08,0.0,2.3396824964666316e-05,5.96
5.278958454029096e-07,3.81691871697181e-08,0.0,2.3395765780257652e-05,5.97
5.287085506697676e-07,3.8292497708167156e-08,0.0,2.3394706453913895e-05,5.98
5.295210306549679e-07,3.841599181660703e-08,0.0,2.3393646985711812e-05,5.99
5.303332854258796e-07,3.853966942298192e-08,0.0,2.339258737572815e-05,6.0
5.31145315049854e-07,3.866353045525677e-08,0.0,2.339152762403963e-05,6.01
5.319571195942242e-07,3.878757484141731e-08,0.0,2.3390467730722935e-05,6.02
5.327686991263056e-07,3.891180250947004e-08,0.0,2.338940769585475e-05,6.03
5.335800537133952e-07,3.9036213387442205e-08,0.0,2.3388347519511717e-05,6.04
5.343911834227725e-07,3.9160807403381856e-08,0.0,2.338728720177046e-05,6.05
5.352020883216987e-07,3.92855844853578e-08,0.0,2.3386226742707583e-05,6.06
5.360127684774174e-07,3.9410544561459616e-08,0.0,2.3385166142399657e-05,6.07
5.368232239571532e-07,3.9535687559797656e-08,0.0,2.3384105400923248e-05,6.08
5.376334548281144e-07,3.9661013408503034e-08,0.0,2.3383044518354873e-05,6.09
5.384434611574896e-07,3.9786522035727655e-08,0.0,2.338198349477105e-05,6.1
5.392532430124509e-07,3.9912213369644184e-08,0.0,2.3380922330248258e-05,6.11
5.400628004601513e-07,4.003808733844606e-08,0.0,2.3379861024862954e-05,6.12
5.408721335677264e-07,4.0164143870347474e-08,0.0,2.3378799578691572e-05,6.13
5.416812424022936e-07,4.029038289358343e-08,0.0,2.3377737991810535e-05,6.14
5.424901270309527e-07,4.041680433640968e-08,0.0,2.337667626429622e-05,6.15
5.43298787520785e-07,4.054340812710272e-08,0.0,2.3375614396225003e-05,6.16
5.44107223938854e-07,4.067019419395986e-08,0.0,2.3374552387673224e-05,6.17
5.449154363522056e-07,4.079716246529917e-08,0.0,2.337349023871719e-05,6.18
5.457234248278671e-07,4.0924312869459484e-08,0.0,2.337242794943321e-05,6.19
5.465311894328484e-07,4.105164533480041e-08,0.0,2.3371365519897546e-05,6.2
5.473387302341409e-07,4.117915978970233e-08,0.0,2.337030295018645e-05,6.21
5.481460472987183e-07,4.130685616256639e-08,0.0,2.3369240240376142e-05,6.22
5.489531406935367e-07,4.143473438181453e-08,0.0,2.3368177390542828e-05,6.23
5.497600104855334e-07,4.1562794375889426e-08,0.0,2.3367114400762685e-05,6.24
5.505666567416283e-07,4.1691036073254543e-08,0.0,2.336605127111186e-05,6.25
5.513730795287231e-07,4.1819459402394135e-08,0.0,2.3364988001666484e-05,6.26
5.521792789137019e-07,4.1948064291813193e-08,0.0,2.3363924592502664e-05,6.27
5.529852549634303e-07,4.2076850670037524e-08,0.0,2.336286104369649e-05,6.28
5.537910077447561e-07,4.220581846561365e-08,0.0,2.336179735532401e-05,6.29
5.545965373245093e-07,4.233496760710891e-08,0.0,2.336073352746127e-05,6.3
5.554018437695019e-07,4.2464298023111385e-08,0.0,2.335966956018427e-05,6.31
5.562069271465277e-07,4.259380964222997e-08,0.0,2.3358605453569007e-05,6.32
5.570117875223625e-07,4.272350239309427e-08,0.0,2.3357541207691445e-05,6.33
5.578164249637644e-07,4.285337620435471e-08,0.0,2.335647682262752e-05,6.34
5.586208395374735e-07,4.298343100468247e-08,0.0,2.335541229845316e-05,6.35
5.594250313102117e-07,4.311366672276952e-08,0.0,2.3354347635244244e-05,6.36
5.602290003486831e-07,4.3244083287328534e-08,0.0,2.3353282833076656e-05,6.37
5.610327467195736e-07,4.337468062709306e-08,0.0,2.3352217892026236e-05,6.38
5.618362704895517e-07,4.350545867081733e-08,0.0,2.335115281216881e-05,6.39
5.626395717252672e-07,4.36364173472764e-08,0.0,2.3350087593580174e-05,6.4
5.634426504933521e-07,4.376755658526607e-08,0.0,2.334902223633611e-05,6.41
5.64245506860421e-07,4.3898876313602926e-08,0.0,2.3347956740512368e-05,6.42
5.650481408930697e-07,4.403037646112431e-08,0.0,2.3346891106184677e-05,6.43
5.658505526578769e-07,4.416205695668837e-08,0.0,2.334582533342874e-05,6.44
5.666527422214021e-07,4.4293917729173987e-08,0.0,2.3344759422320245e-05,6.45
5.674547096501883e-07,4.44259587074808e-08,0.0,2.3343693372934846e-05,6.46
5.682564550107593e-07,4.455817982052929e-08,0.0,2.3342627185348176e-05,6.47
5.690579783696216e-07,4.469058099726066e-08,0.0,2.3341560859635853e-05,6.48
5.698592797932635e-07,4.4823162166636854e-08,0.0,2.334049439587346e-05,6.49
5.706603593481554e-07,4.495592325764067e-08,0.0,2.333942779413656e-05,6.5
5.714612171007497e-07,4.50888641992756e-08,0.0,2.3338361054500695e-05,6.51
5.722618531174805e-07,4.5221984920565956e-08,0.0,2.3337294177041383e-05,6.52
5.730622674647647e-07,4.535528535055681e-08,0.0,2.3336227161834117e-05,6.53
5.738624602090006e-07,4.5488765418313977e-08,0.0,2.333516000895437e-05,6.54
5.746624314165684e-07,4.5622425052924084e-08,0.0,2.333409271847758e-05,6.55
5.754621811538309e-07,4.575626418349451e-08,0.0,2.3333025290479175e-05,6.56
