Time,CaI,IP3,g,CaO,CaS,CaM,A,B,D,E,F,k2,L,R,kIP3R,PMleak,kSTIM,mw004dcb62_da5f_41c7_a7bd_033574894f48,mw78dd80b8_e003_4c62_81d1_547d001767af,mw3a93c3a6_623a_44fe_84e9_a47823defd1f,mwd21d3f76_d133_4053_8e44_02a538657e0a,mwf998b218_be11_4aa4_81ae_41141861fb42,mwc714c217_c8fd_4024_912c_681cd6931f59,mwd90ce3ea_f8d5_4f0a_8093_e39a2d3dbf33,mw886be93a_22c7_4966_a1fa_113afd832ae3,mwc8d6bdb5_59d4_43fa_b96d_7426f4857e0d,cytosol,outside,ER_store,mitochondria,kPLC,JPump,JChannel,kPhosphatase,inhibition_parameter1,inhibition_parameter2,mwbdcd6a40_1ae7_4c86_a99f_1fba0b8beaf7,mw530793e3_76b2_4483_be11_e94364306712,mwfaf5e05a_b642_4ee2_a069_3c2fc783fba4,mw69f19152_7258_45b0_bf9e_b196f19d7e03,ERtoMito
2.13,0.0723382837693155,0.031681990757482965,0.00204690256826358,1000.0,1.9755142957254015,0.0016784634324132966,3.0,0.266,2.0,5.0,0.018,0.175,0.01,1.0,0.175,0.0346,1.0,0.02,0.13,0.2,0.013,1.0,0.03,0.005,0.03,0.6,1.0,1.0,1.0,1.0,0.0723382837693155,0.03881808147094276,0.062207786809506525,0.06336398151496593,0.00013662842010545912,3.684424622874444e-05,0.0007778460753897654,0.0015039244492448586,6.337198440726527e-06,0.0007186148426661858,0.0019239521693661808
2.14,0.07257315979484526,0.031772007044383974,0.0020479092058224447,1000.0,1.9752599528664383,0.0016906267834170723,3.0,0.266,2.0,5.0,0.018,0.175,0.01,1.0,0.175,0.0346,1.0,0.02,0.13,0.2,0.013,1.0,0.03,0.005,0.03,0.6,1.0,1.0,1.0,1.0,0.07257315979484526,0.039033517892747234,0.06265144543798533,0.06354401408876795,0.00013841137383306326,3.6862365704804e-05,0.0007779341663607563,0.001512568366034671,6.419887764205586e-06,0.0007230693506592792,0.001937673570246969
2.15,0.07281029562337793,0.031862577509729824,0.0020489336633474305,1000.0,1.9750031698056727,0.0017028844894133414,3.0,0.266,2.0,5.0,0.018,0.175,0.01,1.0,0.175,0.0346,1.0,0.02,0.13,0.2,0.013,1.0,0.03,0.005,0.03,0.6,1.0,1.0,1.0,1.0,0.07281029562337793,0.03925131942144091,0.06310144237705646,0.06372515501945965,0.00014022912464994124,3.688080594025375e-05,0.0007780232053181712,0.0015213106329508748,6.504190648554143e-06,0.0007275490461150002,0.0019515910013522618
2.16,0.0730497307079762,0.03195371374879637,0.002049976290201402,1000.0,1.9747439043637813,0.001715238293799601,3.0,0.266,2.0,5.0,0.018,0.175,0.01,1.0,0.175,0.0346,1.0,0.02,0.13,0.2,0.013,1.0,0.03,0.005,0.03,0.6,1.0,1.0,1.0,1.0,0.0730497307079762,0.03947152783408865,0.06355791304528298,0.06390742749759273,0.0001420826038801681,3.689957322362524e-05,0.0007781132099933553,0.0015301530431637246,6.590150270783417e-06,0.0007320543768654739,0.0019657086508850403
2.17,0.07329150543682084,0.032045427522493064,0.0020510374451533074,1000.0,1.974482113370013,0.0017276899783150506,3.0,0.266,2.0,5.0,0.018,0.175,0.01,1.0,0.175,0.0346,1.0,0.02,0.13,0.2,0.013,1.0,0.03,0.005,0.03,0.6,1.0,1.0,1.0,1.0,0.07329150543682084,0.03969418588225676,0.06402099636781897,0.06409085504498613,0.00014397277436768694,3.6918674012759526e-05,0.0007782041985677149,0.0015390974330944478,6.677811268800843e-06,0.0007365857988698609,0.0019800308154995557
2.18,0.07353566115858826,0.0321377307634669,0.0020521174966979293,1000.0,1.9742177526353444,0.0017402413640748382,3.0,0.266,2.0,5.0,0.018,0.175,0.01,1.0,0.175,0.0346,1.0,0.02,0.13,0.2,0.013,1.0,0.03,0.005,0.03,0.6,1.0,1.0,1.0,1.0,0.07353566115858826,0.03991933731746533,0.06449083488700968,0.0642754615269338,0.00014590063174100466,3.693811494056273e-05,0.0007782961896862184,0.0015481456836013456,6.76721980000628e-06,0.0007411437763962759,0.001994561903721949
2.19,0.07378224020868428,0.032230635582340836,0.0020532168233885193,1000.0,1.9739507769247315,0.0017528943126378575,3.0,0.266,2.0,5.0,0.018,0.175,0.01,1.0,0.175,0.0346,1.0,0.02,0.13,0.2,0.013,1.0,0.03,0.005,0.03,0.6,1.0,1.0,1.0,1.0,0.07378224020868428,0.040147026917412766,0.06496757487688813,0.06446127116468167,0.0001478672057366536,3.6957902820993345e-05,0.0007783892024713915,0.0015572997212039922,6.8584236026097825e-06,0.0007457287822085555,0.0020093064394913853
2.2,0.07403128593636593,0.03232415427409295,0.00205433581418291,1000.0,1.973681139928428,0.0017656507271093236,3.0,0.266,2.0,5.0,0.018,0.175,0.01,1.0,0.175,0.0346,1.0,0.02,0.13,0.2,0.013,1.0,0.03,0.005,0.03,0.6,1.0,1.0,1.0,1.0,0.07403128593636593,0.040377300512996976,0.06545136646172191,0.0646483085481859,0.00014987356158450868,3.6978044655292373e-05,0.000778483256537832,0.0015665615193468357,6.951472059813942e-06,0.0007503412977580044,0.002024269065826451
2.21,0.07428284273278374,0.03241829932458219,0.0020554748688037384,1000.0,1.9734087942323328,0.0017785125532793628,3.0,0.266,2.0,5.0,0.018,0.175,0.01,1.0,0.175,0.0346,1.0,0.02,0.13,0.2,0.013,1.0,0.03,0.005,0.03,0.6,1.0,1.0,1.0,1.0,0.07428284273278374,0.0406102050161574,0.06594236373876979,0.06483659864916438,0.0001519208014582231,3.699854763846729e-05,0.0007785783720072593,0.0015759330997035296,7.046416267011831e-06,0.0007549818133802434,0.002039454548621746
2.22,0.07453695605997905,0.03251308341722741,0.002056634398113451,1000.0,1.9731336912873343,0.001791481780798945,3.0,0.266,2.0,5.0,0.018,0.175,0.01,1.0,0.175,0.0346,1.0,0.02,0.13,0.2,0.013,1.0,0.03,0.005,0.03,0.6,1.0,1.0,1.0,1.0,0.07453695605997905,0.04084578844856347,0.0664407249054151,0.06502616683445482,0.0001540100659942458,3.701941916604211e-05,0.0007786745695241273,0.00158541653352339,7.143309102160833e-06,0.000759650828497299,0.0020548677805798487
2.23,0.07479367248087168,0.032608519439845995,0.002057814824504784,1000.0,1.9728557813776095,0.0018045604443944967,3.0,0.266,2.0,5.0,0.018,0.175,0.01,1.0,0.175,0.0346,1.0,0.02,0.13,0.2,0.013,1.0,0.03,0.005,0.03,0.6,1.0,1.0,1.0,1.0,0.07479367248087168,0.04108409997117562,0.06694661239084895,0.06521703887969199,0.00015614253588308003,3.704066684108611e-05,0.0007787718702718198,0.0015950139430214122,7.242205299501714e-06,0.0007643488518250625,0.0020705137852839884
2.24,0.0750530396902755,0.03270462049165919,0.002059016582307467,1000.0,1.9725750135878426,0.0018177506251226307,3.0,0.266,2.0,5.0,0.018,0.175,0.01,1.0,0.175,0.0346,1.0,0.02,0.13,0.2,0.013,1.0,0.03,0.005,0.03,0.6,1.0,1.0,1.0,1.0,0.0750530396902755,0.0413251899147058,0.0674601929924856,0.06540924098331838,0.00015831943353666983,3.70622984815344e-05,0.0007788702959894547,0.0016047275028133387,7.343161526802813e-06,0.0007690764015862655,0.0020863977214170804
2.25,0.07531510654698007,0.03280139989047089,0.002060240118211916,1000.0,1.9722913357693224,0.0018310544516664442,3.0,0.266,2.0,5.0,0.018,0.175,0.01,1.0,0.175,0.0346,1.0,0.02,0.13,0.2,0.013,1.0,0.03,0.005,0.03,0.6,1.0,1.0,1.0,1.0,0.07531510654698007,0.04156910981100491,0.06798163801729706,0.06560279978094179,0.00016054202483602162,3.708432212781449e-05,0.0007789698689893238,0.001614559441397304,7.446236466319437e-06,0.0007738340057291065,0.002102524887132899
2.2600000000000002,0.07557992310693903,0.03289887118002754,0.002061485891710753,1000.0,1.9720046945048717,0.0018444741016749398,3.0,0.266,2.0,5.0,0.018,0.175,0.01,1.0,0.175,0.0346,1.0,0.02,0.13,0.2,0.013,1.0,0.03,0.005,0.03,0.6,1.0,1.0,1.0,1.0,0.07557992310693903,0.04181591242540568,0.06851112342826536,0.06579774236005508,0.0001628116209634266,3.710674605079355e-05,0.0007790706121749943,0.0016245120426836557,7.551490899670455e-06,0.0007786222021516813,0.0021189007245855265
2.27,0.07584754065760721,0.032997048137566376,0.0020627543755590014,1000.0,1.9717150350725725,0.0018580118031471422,3.0,0.266,2.0,5.0,0.018,0.175,0.01,1.0,0.175,0.0346,1.0,0.02,0.13,0.2,0.013,1.0,0.03,0.005,0.03,0.6,1.0,1.0,1.0,1.0,0.07584754065760721,0.0420656517900503,0.06904882999615643,0.06599409627513275,0.00016512958032390506,3.712957876006202e-05,0.0007791725490600991,0.0016345876475745936,7.658987796845939e-06,0.0007834415389323621,0.002135530824623395
2.2800000000000002,0.07611801175347016,0.03309594478156025,0.002064046056253881,1000.0,1.9714223014082328,0.0018716698358625956,3.0,0.266,2.0,5.0,0.018,0.175,0.01,1.0,0.175,0.0346,1.0,0.02,0.13,0.2,0.013,1.0,0.03,0.005,0.03,0.6,1.0,1.0,1.0,1.0,0.07611801175347016,0.042318383238232636,0.06959494345683066,0.0661918895631205,0.00016749731056077977,3.7152829012569854e-05,0.0007792757037878495,0.0016447886555953292,7.768792409572933e-06,0.0007882925745662804,0.002152420931654557
2.29,0.07639139025281179,0.03319557537966678,0.002065361434535162,1000.0,1.9711264360665526,0.0018854505328599464,3.0,0.266,2.0,5.0,0.018,0.175,0.01,1.0,0.175,0.0346,1.0,0.02,0.13,0.2,0.013,1.0,0.03,0.005,0.03,0.6,1.0,1.0,1.0,1.0,0.07639139025281179,0.042574163439785706,0.07014965467431215,0.06639115075933356,0.00016991627067058064,3.7176505821632915e-05,0.0007793801011512968,0.0016551175265785124,7.880972369280017e-06,0.0007931758782080675,0.0021695769486900665
2.3000000000000003,0.07666773135576789,0.033295954456890604,0.0020667010259070974,1000.0,1.9708273801809362,0.0018993562819654372,3.0,0.266,2.0,5.0,0.018,0.175,0.01,1.0,0.175,0.0346,1.0,0.02,0.13,0.2,0.013,1.0,0.03,0.005,0.03,0.6,1.0,1.0,1.0,1.0,0.07666773135576789,0.042833050437546365,0.07071315980985003,0.06659190891378121,0.00017238797322280996,3.720061846632775e-05,0.0007794857666143814,0.0016655767824037607,7.99559778991648e-06,0.0007980920299210158,0.002187004942572681
2.31,0.07694709164371494,0.033397096803967276,0.0020680653611830024,1000.0,1.970525073421901,0.001913389527373162,3.0,0.266,2.0,5.0,0.018,0.175,0.01,1.0,0.175,0.0346,1.0,0.02,0.13,0.2,0.013,1.0,0.03,0.005,0.03,0.6,1.0,1.0,1.0,1.0,0.07694709164371494,0.043095103684929144,0.0712856604972145,0.06679419360793455,0.0001749139866904293,3.722517650129404e-05,0.0007795927263337957,0.0016761690087941485,8.112741375897298e-06,0.0008030416209328185,0.0022047111493983867
2.32,0.07722952912004627,0.03349901748597803,0.0020694549870536203,1000.0,1.970219453954027,0.00192755277127906,3.0,0.266,2.0,5.0,0.018,0.175,0.01,1.0,0.175,0.0346,1.0,0.02,0.13,0.2,0.013,1.0,0.03,0.005,0.03,0.6,1.0,1.0,1.0,1.0,0.07722952912004627,0.04336038408464273,0.07186736402448012,0.06699803497195606,0.0001774959378973039,3.725018976696516e-05,0.0007797010071817076,0.0016868968571716095,8.232478535462414e-06,0.0008080252538980624,0.0022227019801385603
2.33,0.0775151032523893,0.033601731851204734,0.00207087046668047,1000.0,1.9699104583913898,0.001941848575570664,3.0,0.266,2.0,5.0,0.018,0.175,0.01,1.0,0.175,0.0346,1.0,0.02,0.13,0.2,0.013,1.0,0.03,0.005,0.03,0.6,1.0,1.0,1.0,1.0,0.0775151032523893,0.04362895402858299,0.07245848352256062,0.06720346370240947,0.00018013551458922184,3.727566840024846e-05,0.0007798106367693713,0.0016977630465732445,8.354887499756318e-06,0.0008130435431676327,0.002240984026470947
2.34,0.07780387501632041,0.033705255540234916,0.0020723123803154412,1000.0,1.9695980217514206,0.0019562795635747273,3.0,0.266,2.0,5.0,0.018,0.175,0.01,1.0,0.175,0.0346,1.0,0.02,0.13,0.2,0.013,1.0,0.03,0.005,0.03,0.6,1.0,1.0,1.0,1.0,0.07780387501632041,0.04390087743893711,0.07305923816077038,0.06741051108046983,0.0001828344681355255,3.730162284567794e-05,0.0007799216434716751,0.0017087703656306083,8.48004944795364e-06,0.000818097115065212,0.00225956406682795
2.35,0.0780959069406362,0.033809604495326946,0.0020737813259479763,1000.0,1.9692820774071282,0.001970848421864949,3.0,0.266,2.0,5.0,0.018,0.175,0.01,1.0,0.175,0.0346,1.0,0.02,0.13,0.2,0.013,1.0,0.03,0.005,0.03,0.6,1.0,1.0,1.0,1.0,0.0780959069406362,0.044176219810534885,0.07366985334969972,0.06761920899065389,0.00018559461636883932,3.7328063867063574e-05,0.0007800340564526598,0.0017199216746141067,8.608048638776752e-06,0.0008231866081710478,0.0022784490726711253
2.36,0.0783912631542423,0.033914794970045986,0.0020752779199812534,1000.0,1.9689625570376208,0.0019855579021320732,3.0,0.266,2.0,5.0,0.018,0.175,0.01,1.0,0.175,0.0346,1.0,0.02,0.13,0.2,0.013,1.0,0.03,0.005,0.03,0.6,1.0,1.0,1.0,1.0,0.0783912631542423,0.044455048254482994,0.07429056095170292,0.06782958994009197,0.00018841784657084698,3.735500255966256e-05,0.0007801479056920595,0.0017312199075447,8.73897254877337e-06,0.000828312673613161,0.002297646215001121
2.37,0.07869000943472687,0.03402084353918172,0.002076802797938901,1000.0,1.9686393905768587,0.0020004108231189087,3.0,0.266,2.0,5.0,0.018,0.175,0.01,1.0,0.175,0.0346,1.0,0.02,0.13,0.2,0.013,1.0,0.03,0.005,0.03,0.6,1.0,1.0,1.0,1.0,0.07869000943472687,0.04473743154312236,0.07492159949931515,0.06804168707836344,0.00019130611861261723,3.738245036290022e-05,0.0007802632220129044,0.0017426680743753043,8.87291201774711e-06,0.0008334759753662339,0.0023171628711128396
2.38,0.07899221325867443,0.03412776710895913,0.0020783566152037065,1000.0,1.9683125061605753,0.002015410072622283,3.0,0.266,2.0,5.0,0.018,0.175,0.01,1.0,0.175,0.0346,1.0,0.02,0.13,0.2,0.013,1.0,0.03,0.005,0.03,0.6,1.0,1.0,1.0,1.0,0.07899221325867443,0.045023440156336074,0.07556321442191183,0.06825553421791826,0.00019426146825838122,3.7410419073666715e-05,0.0007803800371102367,0.0017542692632437982,9.009961401752833e-06,0.0008386771905581883,0.002337006631605521
2.39,0.07929794385380268,0.03423558292755427,0.002079940047790135,1000.0,1.9679818300712846,0.0020305586095650846,3.0,0.266,2.0,5.0,0.018,0.175,0.01,1.0,0.175,0.0346,1.0,0.02,0.13,0.2,0.013,1.0,0.03,0.005,0.03,0.6,1.0,1.0,1.0,1.0,0.07929794385380268,0.045313146329258466,0.07621565828096394,0.06847116585510854,0.0001972860106424778,3.743892086022242e-05,0.0007804983835809905,0.0017660266428005456,9.150218734106057e-06,0.0008439170097848395,0.002357185307658679
2.4,0.0796072722529934,0.03434430859592732,0.002081553793152422,1000.0,1.9676472866812968,0.002045859466141044,3.0,0.266,2.0,5.0,0.018,0.175,0.01,1.0,0.175,0.0346,1.0,0.02,0.13,0.2,0.013,1.0,0.03,0.005,0.03,0.6,1.0,1.0,1.0,1.0,0.0796072722529934,0.04560662410142314,0.0768791910142413,0.06868861719185464,0.00020038194392967386,3.7467968276743594e-05,0.0007806182949550924,0.0017779434646128542,9.29378589487839e-06,0.0008491961374327928,0.002377706938584782
2.41,0.07992027135028908,0.0344539620789858,0.002083198571030066,1000.0,1.9673087983936708,0.002061315750034881,3.0,0.266,2.0,5.0,0.018,0.175,0.01,1.0,0.175,0.0346,1.0,0.02,0.13,0.2,0.013,1.0,0.03,0.005,0.03,0.6,1.0,1.0,1.0,1.0,0.07992027135028908,0.045903949367385455,0.07755408018932991,0.0689079241579716,0.0002035515531697039,3.749757427854119e-05,0.0007807398057278359,0.0017900230656487555,9.440768789380456e-06,0.0008545152920107079,0.002398579799669997
2.42,0.08023701595893297,0.0345645617170912,0.0020848751243327016,1000.0,1.9669662855810168,0.0020769306467207206,3.0,0.266,2.0,5.0,0.018,0.175,0.01,1.0,0.175,0.0346,1.0,0.02,0.13,0.2,0.013,1.0,0.03,0.005,0.03,0.6,1.0,1.0,1.0,1.0,0.08023701595893297,0.046205199928858916,0.07824060126684637,0.0691291234341824,0.00020679721435761756,3.752775223798862e-05,0.0007808629513935875,0.0018022688708426804,9.591277536168082e-06,0.0008598752064891068,0.0024198124103148363
2.43,0.08055758287153808,0.034676126237922905,0.0020865842200664905,1000.0,1.9666196665220668,0.0020927074218419425,3.0,0.266,2.0,5.0,0.018,0.175,0.01,1.0,0.175,0.0346,1.0,0.02,0.13,0.2,0.013,1.0,0.03,0.005,0.03,0.6,1.0,1.0,1.0,1.0,0.08055758287153808,0.046510455548408346,0.07893903787375474,0.06935225247584581,0.00021012139871233392,3.7558515961196824e-05,0.0007809877684808914,0.0018146843957458293,9.74542666514494e-06,0.0008652766286489649,0.00244141354248726
2.44,0.08088205092247248,0.034788674768713876,0.0020883266503042876,1000.0,1.9662688573359137,0.002108649423675731,3.0,0.266,2.0,5.0,0.018,0.175,0.01,1.0,0.175,0.0346,1.0,0.02,0.13,0.2,0.013,1.0,0.03,0.005,0.03,0.6,1.0,1.0,1.0,1.0,0.08088205092247248,0.04681979800474269,0.07964968208720548,0.06957734953742775,0.00021352667718660913,3.7589879705477174e-05,0.0007811142945890352,0.0018272732492640553,9.903335326372211e-06,0.000870720321439294,0.0024633922295012
2.45,0.08121050105255136,0.03490222684887305,0.00209010323320195,1000.0,1.9659137719138315,0.0021247600856856464,3.0,0.266,2.0,5.0,0.018,0.175,0.01,1.0,0.175,0.0346,1.0,0.02,0.13,0.2,0.013,1.0,0.03,0.005,0.03,0.6,1.0,1.0,1.0,1.0,0.08121050105255136,0.04713331114964925,0.0803728347293343,0.0698044536977461,0.00021701572522250153,3.76218581976351e-05,0.0007812425684261493,0.0018400391364861097,1.0065127510236252e-05,0.0008762070633439229,0.00248575777513405
2.46,0.08154301637612853,0.035016802443010114,0.0020919148140632992,1000.0,1.965554321848574,0.0021410429291656525,3.0,0.266,2.0,5.0,0.018,0.175,0.01,1.0,0.175,0.0346,1.0,0.02,0.13,0.2,0.013,1.0,0.03,0.005,0.03,0.6,1.0,1.0,1.0,1.0,0.08154301637612853,0.04745108096660992,0.08110880567347496,0.07003360488602023,0.00022059132776734976,3.7654466653139384e-05,0.0007813726298489082,0.001852985861605124,1.0230932279668366e-05,0.0008817376487576541,0.0025085197630971634
2.47,0.0818796822506863,0.03513242195437905,0.002093762266456409,1000.0,1.9651904163610512,0.002157501565979243,3.0,0.266,2.0,5.0,0.018,0.175,0.01,1.0,0.175,0.0346,1.0,0.02,0.13,0.2,0.013,1.0,0.03,0.005,0.03,0.6,1.0,1.0,1.0,1.0,0.0818796822506863,0.047773195631142386,0.08185791416226235,0.0702648439087581,0.00022425638456631755,3.768772079621536e-05,0.0007815045199039181,0.0018661173309363242,1.0400884015158566e-05,0.0008873128883720049,0.002531688066874093
2.48,0.08222058634902653,0.035249106238757155,0.002095646493384072,1000.0,1.964821962224276,0.0021741397013974473,3.0,0.266,2.0,5.0,0.018,0.175,0.01,1.0,0.175,0.0346,1.0,0.02,0.13,0.2,0.013,1.0,0.03,0.005,0.03,0.6,1.0,1.0,1.0,1.0,0.08222058634902653,0.04809974557290858,0.08262048913812056,0.07049821247751431,0.00022801391574865011,3.772163688091329e-05,0.0007816382808708623,0.0018794375560340615,1.0575122673355724e-05,0.000892933609570737,0.0025552728599418733
2.49,0.08256581873417106,0.03536687661877747,0.002097568428511453,1000.0,1.964448863684467,0.002190961137039708,3.0,0.266,2.0,5.0,0.018,0.175,0.01,1.0,0.175,0.0346,1.0,0.02,0.13,0.2,0.013,1.0,0.03,0.005,0.03,0.6,1.0,1.0,1.0,1.0,0.08256581873417106,0.04843082353963366,0.08339686958665493,0.07073375323755494,0.00023186706772597218,3.7756231713206154e-05,0.0007817739563074988,0.0018929506569113142,1.0753794060101128e-05,0.0008986006568353855,0.0025792846263913895
2.5,0.08291547193708337,0.035485754898732784,0.002099529037454147,1000.0,1.9640710223791908,0.0022079697739217172,3.0,0.266,2.0,5.0,0.018,0.175,0.01,1.0,0.175,0.0346,1.0,0.02,0.13,0.2,0.013,1.0,0.03,0.005,0.03,0.6,1.0,1.0,1.0,1.0,0.08291547193708337,0.048766524662877425,0.0841874048934847,0.07097150979746557,0.00023581911942220968,3.7791522674174643e-05,0.0007819115910965949,0.0019066608653648548,1.0937050118800237e-05,0.0009043148921609853,0.0026037341719634443
2.5100000000000002,0.083269641037329,0.035605763379870606,0.0021015293191300392,1000.0,1.9636883372524212,0.0022251696156145306,3.0,0.266,2.0,5.0,0.018,0.175,0.01,1.0,0.175,0.0346,1.0,0.02,0.13,0.2,0.013,1.0,0.03,0.005,0.03,0.6,1.0,1.0,1.0,1.0,0.083269641037329,0.04910694652570035,0.08499245521507968,0.07121152675974121,0.0002398734888560848,3.78275277443407e-05,0.0007820512314948952,0.001920572528409365,1.1125049235100593e-05,0.000910077195482198,0.0026286326355179283
2.52,0.08362842374679702,0.03572692487619883,0.002103570307178597,1000.0,1.9633007044663864,0.002242564771519413,3.0,0.266,2.0,5.0,0.018,0.175,0.01,1.0,0.175,0.0346,1.0,0.02,0.13,0.2,0.013,1.0,0.03,0.005,0.03,0.6,1.0,1.0,1.0,1.0,0.08362842374679702,0.04945218923226561,0.08581239186418455,0.07145384975239766,0.00024403374009859355,3.786426552921475e-05,0.0007821929251842257,0.0019346901118238227,1.1317956558911079e-05,0.0009158884651100319,0.0026539915009541615
2.5300000000000002,0.08399192049661103,0.035849262730823214,0.00210565307145145,1000.0,1.9629080173100728,0.0022601594602631287,3.0,0.266,2.0,5.0,0.018,0.175,0.01,1.0,0.175,0.0346,1.0,0.02,0.13,0.2,0.013,1.0,0.03,0.005,0.03,0.6,1.0,1.0,1.0,1.0,0.08399192049661103,0.04980235547941838,0.08664759771044249,0.07169852546164643,0.0002483035906294546,3.79017552861261e-05,0.0007823367213248342,0.0019490182038135696,1.151594434487076e-05,0.000921749618179363,0.0026798226096013144
2.54,0.08436023452736348,0.03597280083283809,0.0021077787195783585,1000.0,1.9625101661042406,0.002277958013218526,3.0,0.266,2.0,5.0,0.018,0.175,0.01,1.0,0.175,0.0346,1.0,0.02,0.13,0.2,0.013,1.0,0.03,0.005,0.03,0.6,1.0,1.0,1.0,1.0,0.08436023452736348,0.05015755063028209,0.08749846759685197,0.07194560166567618,0.00025268691911821254,3.794001695241045e-05,0.0007824826706110858,0.001963561518791504,1.1719192312453484e-05,0.0009276615911074392,0.002706138173098514
2.5500000000000003,0.08473347198281356,0.03609756363479317,0.002109948398612944,1000.0,1.9621070381028096,0.002295964878155535,3.0,0.266,2.0,5.0,0.018,0.175,0.01,1.0,0.175,0.0346,1.0,0.02,0.13,0.2,0.013,1.0,0.03,0.005,0.03,0.6,1.0,1.0,1.0,1.0,0.08473347198281356,0.05051788278991132,0.08836540877272046,0.07219512726958634,0.0002571877736575107,3.7979071175032986e-05,0.0007826308253296263,0.001978324901281916,1.1927888026979067e-05,0.00093362534006357,0.0027329507867851687
2.56,0.08511174200719447,0.03622357617075989,0.0021121632967628277,1000.0,1.9616985173904606,0.0023141846230278597,3.0,0.266,2.0,5.0,0.018,0.175,0.01,1.0,0.175,0.0346,1.0,0.02,0.13,0.2,0.013,1.0,0.03,0.005,0.03,0.6,1.0,1.0,1.0,1.0,0.08511174200719447,0.050883462883037814,0.08924884134380341,0.07244715234151979,0.0002618103804780075,3.801893934173089e-05,0.0007827812394201398,0.0019933133299504862,1.2142227302892168e-05,0.0009396418414501726,0.002760273443622786
2.57,0.08549515684628356,0.036350864075022075,0.0021144246452091445,1000.0,1.961284484776292,0.0023326219399009336,3.0,0.266,2.0,5.0,0.018,0.175,0.01,1.0,0.175,0.0346,1.0,0.02,0.13,0.2,0.013,1.0,0.03,0.005,0.03,0.6,1.0,1.0,1.0,1.0,0.08549515684628356,0.051254404733946615,0.09014919874034731,0.07270172815004415,0.0002665591531765473,3.80596436137646e-05,0.0007829339685388324,0.0020085319217640492,1.2362414630768494e-05,0.0009457120923953627,0.0027881195486705356
2.58,0.0858838319523948,0.03647945360141641,0.0021167337200207015,1000.0,1.960864817683365,0.002351281649026898,3.0,0.266,2.0,5.0,0.018,0.175,0.01,1.0,0.175,0.0346,1.0,0.02,0.13,0.2,0.013,1.0,0.03,0.005,0.03,0.6,1.0,1.0,1.0,1.0,0.0858838319523948,0.05163082514851538,0.0910669282037844,0.07295890720283282,0.00027143870249147757,3.810120696037262e-05,0.0007830890701247816,0.002023985936283721,1.2588663629613036e-05,0.0009518371112572535,0.002816502934137662
2.59,0.08627788609346082,0.03660937164334967,0.0021190918441684266,1000.0,1.9604393900339638,0.0023701687030726415,3.0,0.266,2.0,5.0,0.018,0.175,0.01,1.0,0.175,0.0346,1.0,0.02,0.13,0.2,0.013,1.0,0.03,0.005,0.03,0.6,1.0,1.0,1.0,1.0,0.08627788609346082,0.05201284399844859,0.09200249129285669,0.07321874328669933,0.00027645384666147776,3.814365319503168e-05,0.0007832466034692967,0.0020396807800950115,1.2821197526129254e-05,0.0009580179381401291,0.002845437875036805
2.6,0.08667744146637947,0.0367406457545206,0.0021215003896461115,1000.0,1.9600080721303883,0.0023892881915072045,3.0,0.266,2.0,5.0,0.018,0.175,0.01,1.0,0.175,0.0346,1.0,0.02,0.13,0.2,0.013,1.0,0.03,0.005,0.03,0.6,1.0,1.0,1.0,1.0,0.08667744146637947,0.05240058430773572,0.09295636440998022,0.0734812915090412,0.00028160962240693897,3.8187007013630005e-05,0.0007834066297884484,0.0020556220113785743,1.3060249662761073e-05,0.0009642556354226427,0.0028749391054633056
2.61,0.08708262381480704,0.0368733041703756,0.002123960779703864,1000.0,1.9595707305310868,0.0024086453451550908,3.0,0.266,2.0,5.0,0.018,0.175,0.01,1.0,0.175,0.0346,1.0,0.02,0.13,0.2,0.013,1.0,0.03,0.005,0.03,0.6,1.0,1.0,1.0,1.0,0.08708262381480704,0.05279417234135815,0.09392903934869079,0.0737466083407512,0.0002869112965758035,3.8231294034669544e-05,0.0007835692122989289,0.002071815344625195,1.3306064036442094e-05,0.0009705512882981773,0.0029050218355265193
2.62,0.08749356255158966,0.037007375830328676,0.0021264744912011125,1000.0,1.9591272279219318,0.002428245540922363,3.0,0.266,2.0,5.0,0.018,0.175,0.01,1.0,0.175,0.0346,1.0,0.02,0.13,0.2,0.013,1.0,0.03,0.005,0.03,0.6,1.0,1.0,1.0,1.0,0.08749356255158966,0.0531937376962672,0.09492102386304856,0.07401475166065735,0.0002923643784989018,3.827654084162002e-05,0.0007837344162974197,0.0020882666554986515,1.3558895870130222e-05,0.0009769060053275028,0.002935701768960264
2.63,0.087910390886032,0.03714289040077736,0.002129043057086478,1000.0,1.958677422982431,0.002448094306702644,3.0,0.266,2.0,5.0,0.018,0.175,0.01,1.0,0.175,0.0346,1.0,0.02,0.13,0.2,0.013,1.0,0.03,0.005,0.03,0.6,1.0,1.0,1.0,1.0,0.087910390886032,0.05359941339465033,0.0959328422599107,0.07428578080155472,0.000297974633103173,3.83227750275566e-05,0.000783902309243649,0.0021049819858499903,1.3819012219360475e-05,0.0009833209190038324,0.002966995121440537
