Time,CaI,IP3,g,CaO,CaS,CaM,A,B,D,E,F,k2,L,R,kIP3R,PMleak,kSTIM,mw004dcb62_da5f_41c7_a7bd_033574894f48,mw78dd80b8_e003_4c62_81d1_547d001767af,mw3a93c3a6_623a_44fe_84e9_a47823defd1f,mwd21d3f76_d133_4053_8e44_02a538657e0a,mwf998b218_be11_4aa4_81ae_41141861fb42,mwc714c217_c8fd_4024_912c_681cd6931f59,mwd90ce3ea_f8d5_4f0a_8093_e39a2d3dbf33,mw886be93a_22c7_4966_a1fa_113afd832ae3,mwc8d6bdb5_59d4_43fa_b96d_7426f4857e0d,cytosol,outside,ER_store,mitochondria,kPLC,JPump,JChannel,kPhosphatase,inhibition_parameter1,inhibition_parameter2,mwbdcd6a40_1ae7_4c86_a99f_1fba0b8beaf7,mw530793e3_76b2_4483_be11_e94364306712,mwfaf5e05a_b642_4ee2_a069_3c2fc783fba4,mw69f19152_7258_45b0_bf9e_b196f19d7e03,ERtoMito
8.47,0.4367912218187018,0.26388443599703315,0.9743990038059167,1000.0,1.4589462986576844,0.13069479081201416,3.0,0.266,2.0,5.0,0.018,0.175,0.01,1.0,0.175,0.0346,1.0,0.02,0.13,0.2,0.013,1.0,0.03,0.005,0.03,0.6,1.0,1.0,1.0,1.0,0.4367912218187018,0.229207659173541,0.08349889733068709,0.5277688719940663,0.004495678801744355,0.0175391820685065,0.0016210883243606973,0.010746835976135136,0.006578244941720983,0.004644620815657587,0.0025824401236294978
8.48,0.4352263218623641,0.26297591972574297,0.9742683841074025,1000.0,1.4603751426776503,0.13073962159707583,3.0,0.266,2.0,5.0,0.018,0.175,0.01,1.0,0.175,0.0346,1.0,0.02,0.13,0.2,0.013,1.0,0.03,0.005,0.03,0.6,1.0,1.0,1.0,1.0,0.4352263218623641,0.22897949163109796,0.08374685397966407,0.5259518394514859,0.004456438779862536,0.01753683091393324,0.0016141751200197997,0.0107334339753224,0.006504809485369367,0.004644734017097579,0.002590108885968992
8.49,0.4336669800496111,0.26206992734644313,0.974137396848958,1000.0,1.4617991502038084,0.13078379633121553,3.0,0.266,2.0,5.0,0.018,0.175,0.01,1.0,0.175,0.0346,1.0,0.02,0.13,0.2,0.013,1.0,0.03,0.005,0.03,0.6,1.0,1.0,1.0,1.0,0.4336669800496111,0.2287501319071925,0.08399337170450565,0.5241398546928863,0.004417457857289224,0.017534473143281243,0.0016073406945658628,0.010719968750657248,0.006431966432605984,0.004644845491434488,0.002597733145500175
8.5,0.4321131892633053,0.26116646387689424,0.9740060446866905,1000.0,1.4632183242714099,0.13082732051110785,3.0,0.266,2.0,5.0,0.018,0.175,0.01,1.0,0.175,0.0346,1.0,0.02,0.13,0.2,0.013,1.0,0.03,0.005,0.03,0.6,1.0,1.0,1.0,1.0,0.4321131892633053,0.22851957844518878,0.08423842519137102,0.5223329277537885,0.004378735867399405,0.017532108804360427,0.0016005840119357963,0.010706440311948475,0.006359716637988769,0.004644955255709376,0.002605312119320753
8.51,0.4305649421312766,0.2602655341637652,0.9738743302744091,1000.0,1.464632668160522,0.13087019963324117,3.0,0.266,2.0,5.0,0.018,0.175,0.01,1.0,0.175,0.0346,1.0,0.02,0.13,0.2,0.013,1.0,0.03,0.005,0.03,0.6,1.0,1.0,1.0,1.0,0.4305649421312766,0.22828782973163017,0.08448198928262103,0.5205310683275304,0.004340272612708928,0.017529737944939363,0.0015939040502816,0.010692848672118735,0.006288060805082458,0.004645063326876968,0.0026128450293594133
8.52,0.42902223102908366,0.2593671428835096,0.9737422562633172,1000.0,1.466042185394826,0.13091243919246875,3.0,0.266,2.0,5.0,0.018,0.175,0.01,1.0,0.175,0.0346,1.0,0.02,0.13,0.2,0.013,1.0,0.03,0.005,0.03,0.6,1.0,1.0,1.0,1.0,0.42902223102908366,0.22805488429630277,0.08472403898146581,0.5187342857670192,0.004302067865255575,0.01752736061273971,0.0015872998017812917,0.010679193847201968,0.006216999488663196,0.004645169721803579,0.002620331102519561
8.53,0.4274850480827964,0.25847129454325285,0.9736098253017116,1000.0,1.467446879740367,0.13095404468058322,3.0,0.266,2.0,5.0,0.018,0.175,0.01,1.0,0.175,0.0346,1.0,0.02,0.13,0.2,0.013,1.0,0.03,0.005,0.03,0.6,1.0,1.0,1.0,1.0,0.4274850480827964,0.22782074071229097,0.08496454945655825,0.5169425890865057,0.004264121366988592,0.017524976855430807,0.0015807702724519091,0.010665475856340268,0.006146533096973553,0.004645274457265094,0.002627769570821389
8.540000000000001,0.4259533851717994,0.25757799348168825,0.9734770400346827,1000.0,1.4688467552042588,0.13099502158491572,3.0,0.266,2.0,5.0,0.018,0.175,0.01,1.0,0.175,0.0346,1.0,0.02,0.13,0.2,0.013,1.0,0.03,0.005,0.03,0.6,1.0,1.0,1.0,1.0,0.4259533851717994,0.22758539759602642,0.08520349604654019,0.5151559869633765,0.004226432830166675,0.01752258672062429,0.0015743144819645675,0.010651694721780222,0.006076661894024722,0.004645377549945003,0.0026351596715424802
8.55,0.42442723393161585,0.25668724386998465,0.9733439031038216,1000.0,1.470241816033341,0.13103537538695928,3.0,0.266,2.0,5.0,0.018,0.175,0.01,1.0,0.175,0.0346,1.0,0.02,0.13,0.2,0.013,1.0,0.03,0.005,0.03,0.6,1.0,1.0,1.0,1.0,0.42442723393161585,0.22734885360732948,0.08544085426453209,0.5133744877399693,0.004189001937763543,0.017520190255868786,0.0015679314634615854,0.010637850468868736,0.006007386001942885,0.004645479016432474,0.0026425006473566625
8.56,0.42290658575674756,0.2557990497127025,0.9732104171469285,1000.0,1.4716320667127931,0.13107511156101764,3.0,0.266,2.0,5.0,0.018,0.175,0.01,1.0,0.175,0.0346,1.0,0.02,0.13,0.2,0.013,1.0,0.03,0.005,0.03,0.6,1.0,1.0,1.0,1.0,0.42290658575674756,0.22711110744944354,0.0856765998025722,0.511598099425405,0.004151828343880915,0.01751778750864471,0.001561620263375657,0.010623943126048318,0.005938705403356496,0.004645578873220496,0.0026497917464713043
8.57,0.42139143180353583,0.25491341484872126,0.9730765847977282,1000.0,1.4730175119647004,0.1311142355728793,3.0,0.266,2.0,5.0,0.018,0.175,0.01,1.0,0.175,0.0346,1.0,0.02,0.13,0.2,0.013,1.0,0.03,0.005,0.03,0.6,1.0,1.0,1.0,1.0,0.42139143180353583,0.226872157869062,0.08591070853599514,0.5098268296974425,0.004114911674168062,0.017515378526359107,0.0015553799412510877,0.010609972724851854,0.005870619943821637,0.004645677136704062,0.002657032222762736
8.58,0.41988176299303825,0.25403034295217664,0.9729424086855876,1000.0,1.4743981567465765,0.13115275287851735,3.0,0.266,2.0,5.0,0.018,0.175,0.01,1.0,0.175,0.0346,1.0,0.02,0.13,0.2,0.013,1.0,0.03,0.005,0.03,0.6,1.0,1.0,1.0,1.0,0.41988176299303825,0.22663200365634914,0.08614315652775784,0.5080606859043533,0.004078251526248004,0.017512963356340575,0.0015492095695670745,0.010595939299896889,0.005803129334282315,0.004645773823178409,0.002664221335910036
8.59,0.4183775700139217,0.2531498375334071,0.9728078914352385,1000.0,1.4757740062498423,0.13119066892281564,3.0,0.266,2.0,5.0,0.018,0.175,0.01,1.0,0.175,0.0346,1.0,0.02,0.13,0.2,0.013,1.0,0.03,0.005,0.03,0.6,1.0,1.0,1.0,1.0,0.4183775700139217,0.22639064364495287,0.08637392003270405,0.5062996750668142,0.004041847470149364,0.01751054204583429,0.001543108233563017,0.010581842888879376,0.00573623315356273,0.00464586894883731,0.00267135835152693
8.6,0.4168788433253708,0.2522719019399114,0.9726730356665051,1000.0,1.4771450658982617,0.13122798913832098,3.0,0.266,2.0,5.0,0.018,0.175,0.01,1.0,0.175,0.0346,1.0,0.02,0.13,0.2,0.013,1.0,0.03,0.005,0.03,0.6,1.0,1.0,1.0,1.0,0.4168788433253708,0.2261480767120117,0.08660297550176954,0.5045438038798228,0.004005699048743752,0.01750811464199709,0.0015370750310658692,0.01056768353256694,0.005669930850888619,0.004645962529771424,0.0026784425412918417
8.61,0.4153855731600116,0.25139653935731515,0.972537843994035,1000.0,1.4785113413463313,0.1312647189440224,3.0,0.266,2.0,5.0,0.018,0.175,0.01,1.0,0.175,0.0346,1.0,0.02,0.13,0.2,0.013,1.0,0.03,0.005,0.03,0.6,1.0,1.0,1.0,1.0,0.4153855731600116,0.22590430177815438,0.08683029958612683,0.5027930787146303,0.003969805778188242,0.01750568119189263,0.0015311090723195177,0.010553461274791667,0.005604221748434797,0.004646054581966689,0.0026854731830760876
8.620000000000001,0.4138977495268485,0.25052375281034767,0.9724023190270354,1000.0,1.479872838477633,0.13130086374415692,3.0,0.266,2.0,5.0,0.018,0.175,0.01,1.0,0.175,0.0346,1.0,0.02,0.13,0.2,0.013,1.0,0.03,0.005,0.03,0.6,1.0,1.0,1.0,1.0,0.4138977495268485,0.22565931780749304,0.08705586914126648,0.5010475056206953,0.003934167148372356,0.017503241742486637,0.001525209479816162,0.010539176162442385,0.005539105043896029,0.004646145121302787,0.0026924495610700975
8.63,0.4124153622142155,0.24965354516382904,0.9722664633690145,1000.0,1.481229563403138,0.1313364289270427,3.0,0.266,2.0,5.0,0.018,0.175,0.01,1.0,0.175,0.0346,1.0,0.02,0.13,0.2,0.013,1.0,0.03,0.005,0.03,0.6,1.0,1.0,1.0,1.0,0.4124153622142155,0.22541312380761017,0.08727966123101394,0.4993070903276581,0.003898782623369284,0.01750079634064226,0.0015193753881297223,0.010524828245456497,0.00547457981307855,0.004646234163551636,0.0026993709659076477
8.64,0.4109384007927379,0.24878591912366568,0.972130279617525,1000.0,1.4825815224594763,0.13137141986393927,3.0,0.266,2.0,5.0,0.018,0.175,0.01,1.0,0.175,0.0346,1.0,0.02,0.13,0.2,0.013,1.0,0.03,0.005,0.03,0.6,1.0,1.0,1.0,1.0,0.4109384007927379,0.2251657188295385,0.08750165313148454,0.49757183824733137,0.003863651641890976,0.017498345033115446,0.0015136059437512218,0.01051041757681133,0.005410645012509317,0.004646321724375961,0.002706236694788182
8.65,0.4094668546183078,0.24792087723785688,0.9719937703639154,1000.0,1.483928722207161,0.13140584190793522,3.0,0.266,2.0,5.0,0.018,0.175,0.01,1.0,0.175,0.0346,1.0,0.02,0.13,0.2,0.013,1.0,0.03,0.005,0.03,0.6,1.0,1.0,1.0,1.0,0.4094668546183078,0.2249171019677353,0.08772182233496867,0.49584175447571377,0.003828773617746521,0.017495887866550475,0.0015079003049261652,0.010495944212515033,0.00534729948206056,0.004646407819327908,0.0027130460515969695
8.66,0.40800071283506917,0.24705842189751023,0.9718569381930838,1000.0,1.4852711694287746,0.13143970039286337,3.0,0.266,2.0,5.0,0.018,0.175,0.01,1.0,0.175,0.0346,1.0,0.02,0.13,0.2,0.013,1.0,0.03,0.005,0.03,0.6,1.0,1.0,1.0,1.0,0.40800071283506917,0.22466727236005005,0.08794014655375264,0.49411684379502047,0.00379414794030367,0.017493424887475507,0.0015022576414938928,0.010481408211597034,0.005284541947586875,0.0046464924638477045,0.002719798347023277
8.67,0.406539964378414,0.24619855533786675,0.9717197856832368,1000.0,1.4866088711271142,0.1314730006322436,3.0,0.266,2.0,5.0,0.018,0.175,0.01,1.0,0.175,0.0346,1.0,0.02,0.13,0.2,0.013,1.0,0.03,0.005,0.03,0.6,1.0,1.0,1.0,1.0,0.406539964378414,0.22441622918768642,0.08815660372386983,0.4923971106757335,0.0037597739749529666,0.017490956142298262,0.0014966771347288937,0.010466809636098048,0.005222371023572341,0.00464657567326239,0.0027264928986763864
8.68,0.4050845979779876,0.24534127963933536,0.9715823154056537,1000.0,1.4879418345233002,0.13150574791825326,3.0,0.266,2.0,5.0,0.018,0.175,0.01,1.0,0.175,0.0346,1.0,0.02,0.13,0.2,0.013,1.0,0.03,0.005,0.03,0.6,1.0,1.0,1.0,1.0,0.4050845979779876,0.22416397167515809,0.08837117200878299,0.4906825592786707,0.003725651063574168,0.017488481677301763,0.0014911579771840688,0.010452148551059678,0.005160785215785211,0.004646657462784589,0.0027331290311994735
8.69,0.4036346021607029,0.24448659672853673,0.9714445299244545,1000.0,1.489270067054846,0.13153794752072548,3.0,0.266,2.0,5.0,0.018,0.175,0.01,1.0,0.175,0.0346,1.0,0.02,0.13,0.2,0.013,1.0,0.03,0.005,0.03,0.6,1.0,1.0,1.0,1.0,0.4036346021607029,0.2239104990902391,0.08858382980299713,0.48897319345707346,0.003691778525004666,0.01748600153864018,0.0014856993725359323,0.010437425024513572,0.005099782923937709,0.004646737847511329,0.002739706076381354
8.700000000000001,0.4021899652537627,0.2436345083793561,0.971306431796374,1000.0,1.4905935763736895,0.13156960468617496,3.0,0.266,2.0,5.0,0.018,0.175,0.01,1.0,0.175,0.0346,1.0,0.02,0.13,0.2,0.013,1.0,0.03,0.005,0.03,0.6,1.0,1.0,1.0,1.0,0.4021899652537627,0.2236558107439083,0.08879455573559972,0.4872690167587122,0.0036581556555094403,0.01748351577233473,0.0014803005354317364,0.010422639127470186,0.005039362444348626,0.004646816842422936,0.002746223373265971
8.71,0.40075067538769116,0.24278501621400608,0.9711680235705387,1000.0,1.491912370344188,0.13160072463685166,3.0,0.266,2.0,5.0,0.018,0.175,0.01,1.0,0.175,0.0346,1.0,0.02,0.13,0.2,0.013,1.0,0.03,0.005,0.03,0.6,1.0,1.0,1.0,1.0,0.40075067538769116,0.22339990599028892,0.08900332867373112,0.48557003242801217,0.0036247817292524302,0.017481024424269694,0.0014749606913385153,0.010407790933907169,0.004979521972606429,0.004646894462381957,0.002752680268259725
8.72,0.3993167204993688,0.2419381217040969,0.9710293077882503,1000.0,1.4932264570410796,0.13163131256982216,3.0,0.266,2.0,5.0,0.018,0.175,0.01,1.0,0.175,0.0346,1.0,0.02,0.13,0.2,0.013,1.0,0.03,0.005,0.03,0.6,1.0,1.0,1.0,1.0,0.3993167204993688,0.22314278422658199,0.08921012772597993,0.4838762434081938,0.0035916559987686446,0.017478527540188502,0.0014696790763940096,0.010392880520757323,0.004920259606230541,0.00464697072213215,0.0027590761152364927
8.73,0.3978880883350775,0.241093826171717,0.9708902869827728,1000.0,1.4945358447474049,0.13166137365607863,3.0,0.266,2.0,5.0,0.018,0.175,0.01,1.0,0.175,0.0346,1.0,0.02,0.13,0.2,0.013,1.0,0.03,0.005,0.03,0.6,1.0,1.0,1.0,1.0,0.3978880883350775,0.22288444489299575,0.08941493224570644,0.482187652343434,0.0035587776954371267,0.01747602516568991,0.0014644549372594912,0.010377907967896236,0.004861573347328867,0.004647045636297523,0.0027654102756404053
8.74,0.3964647664535491,0.2402521307905218,0.9707509636791252,1000.0,1.495840541952398,0.1316909130396754,3.0,0.266,2.0,5.0,0.018,0.175,0.01,1.0,0.175,0.0346,1.0,0.02,0.13,0.2,0.013,1.0,0.03,0.005,0.03,0.6,1.0,1.0,1.0,1.0,0.3964647664535491,0.2226248874726693,0.08961772183429066,0.4805042615810436,0.0035261460299541134,0.01747351734622425,0.0014592875309744464,0.010362873358129517,0.004803461105249275,0.00464711921938142,0.0027716821185863093
8.75,0.3950467422290197,0.23941303658683102,0.9706113403938779,1000.0,1.4971405573493415,0.13171993583689295,3.0,0.266,2.0,5.0,0.018,0.175,0.01,1.0,0.175,0.0346,1.0,0.02,0.13,0.2,0.013,1.0,0.03,0.005,0.03,0.6,1.0,1.0,1.0,1.0,0.3950467422290197,0.22236411149159194,0.08981847634430606,0.47882607317366205,0.003493760192806313,0.0174710041270898,0.001454176124813113,0.010347776777179714,0.004745920699223126,0.004647191485765661,0.0027778910209579196
8.76,0.3936340028542881,0.23857654444073478,0.9704714196349552,1000.0,1.4984358998333898,0.1317484471354294,3.0,0.266,2.0,5.0,0.018,0.175,0.01,1.0,0.175,0.0346,1.0,0.02,0.13,0.2,0.013,1.0,0.03,0.005,0.03,0.6,1.0,1.0,1.0,1.0,0.3936340028542881,0.2221021165185178,0.09001717588261639,0.47715308888146957,0.003461619354743855,0.017468485553429194,0.0014491199961428614,0.01033261831367287,0.004688949860998885,0.004647262449709738,0.0027840363675035998
8.77,0.39222653534377894,0.23774265508720802,0.9703312039014416,1000.0,1.4997265784993574,0.13177645199361904,3.0,0.266,2.0,5.0,0.018,0.175,0.01,1.0,0.175,0.0346,1.0,0.02,0.13,0.2,0.013,1.0,0.03,0.005,0.03,0.6,1.0,1.0,1.0,1.0,0.39222653534377894,0.22183890216487637,0.09021380081339744,0.47548531017441603,0.0034297226672528208,0.017465961670225946,0.001444118432284393,0.01031739805912478,0.0046325462374639395,0.004647332125350052,0.0027901175509298173
8.78,0.39082432653660804,0.23691136911723304,0.9701906956833927,1000.0,1.5010126026394786,0.1318039554396781,3.0,0.266,2.0,5.0,0.018,0.175,0.01,1.0,0.175,0.0346,1.0,0.02,0.13,0.2,0.013,1.0,0.03,0.005,0.03,0.6,1.0,1.0,1.0,1.0,0.39082432653660804,0.2215744680846785,0.0904083317610816,0.4738227382344661,0.003398069263026922,0.017463432522301068,0.0014391707303737509,0.010302116107926912,0.004576707393252827,0.0046474005266992045,0.0027961339719922143
8.790000000000001,0.3894273630996514,0.23608268697893034,0.9700498974616519,1000.0,1.502293981741135,0.13183096247097736,3.0,0.266,2.0,5.0,0.018,0.175,0.01,1.0,0.175,0.0346,1.0,0.02,0.13,0.2,0.013,1.0,0.03,0.005,0.03,0.6,1.0,1.0,1.0,1.0,0.3894273630996514,0.22130881397441876,0.0906007496132237,0.4721653739578607,0.003366658256438105,0.017460898154309734,0.0014342761972261132,0.010286772557332065,0.004521430813340144,0.004647467667645339,0.002802085039584238
8.8,0.3880356315306169,0.2352566089786979,0.9699088117076712,1000.0,1.5035707254845512,0.13185747805334153,3.0,0.266,2.0,5.0,0.018,0.175,0.01,1.0,0.175,0.0346,1.0,0.02,0.13,0.2,0.013,1.0,0.03,0.005,0.03,0.6,1.0,1.0,1.0,1.0,0.3880356315306169,0.22104193957297402,0.09079103552329017,0.4705132179573958,0.0033354887440059217,0.01745835861073808,0.0014294341492013774,0.01027136750743973,0.004466713905616496,0.004647533561951532,0.002807970170823407
8.81,0.3866491181611153,0.23443313528235704,0.9697674408833359,1000.0,1.504842843740465,0.13188350712037514,3.0,0.266,2.0,5.0,0.018,0.175,0.01,1.0,0.175,0.0346,1.0,0.02,0.13,0.2,0.013,1.0,0.03,0.005,0.03,0.6,1.0,1.0,1.0,1.0,0.3866491181611153,0.22077384466149855,0.09097917091336973,0.4688662705647141,0.003304559804865311,0.017455813935900046,0.001424643912071485,0.010255901061181166,0.00441255400344581,0.004647598223255226,0.0028137887911351463
8.82,0.3852678091597353,0.23361226591630738,0.9696257874407959,1000.0,1.506110346567765,0.13190905457281463,3.0,0.266,2.0,5.0,0.018,0.175,0.01,1.0,0.175,0.0346,1.0,0.02,0.13,0.2,0.013,1.0,0.03,0.005,0.03,0.6,1.0,1.0,1.0,1.0,0.3852678091597353,0.22050452906331547,0.09116513747680369,0.46722453183261475,0.0032738705012325766,0.017453264173934325,0.0014199048208895057,0.010240373324304254,0.004358948368202643,0.004647661665067716,0.0028195403343341347
8.83,0.3838916905351173,0.23279400076868864,0.9694838538222998,1000.0,1.507373244211103,0.1319341252779067,3.0,0.266,2.0,5.0,0.018,0.175,0.01,1.0,0.175,0.0346,1.0,0.02,0.13,0.2,0.013,1.0,0.03,0.005,0.03,0.6,1.0,1.0,1.0,1.0,0.3838916905351173,0.22023399264380578,0.09134891718073883,0.4655880015373773,0.003243419878869434,0.017450709368801397,0.0014152162198604352,0.0102247844053581,0.004305894191787891,0.004647723900773685,0.002825224242703263
8.84,0.38252074813902787,0.23197833959055014,0.9693416424600352,1000.0,1.5086315470984775,0.13195872406881243,3.0,0.266,2.0,5.0,0.018,0.175,0.01,1.0,0.175,0.0346,1.0,0.02,0.13,0.2,0.013,1.0,0.03,0.005,0.03,0.6,1.0,1.0,1.0,1.0,0.38252074813902787,0.219962235310294,0.09153049226859972,0.4639566791811003,0.0032132069675447753,0.017448149564280632,0.001410577462213713,0.010209134415677399,0.004253388599121611,0.0046477849436307745,0.0028308399670700945
8.85,0.3811549676694339,0.23116528199702735,0.9691991557759719,1000.0,1.5098852658387931,0.13198285574403676,3.0,0.266,2.0,5.0,0.018,0.175,0.01,1.0,0.175,0.0346,1.0,0.02,0.13,0.2,0.013,1.0,0.03,0.005,0.03,0.6,1.0,1.0,1.0,1.0,0.3811549676694339,0.2196892570119315,0.09170984526248144,0.4623305639940547,0.0031832307814940435,0.017445584803967493,0.0014059879100774258,0.010193423469366625,0.004201428650611598,0.004647844806769215,0.002836386966880869
8.86,0.37979433467357543,0.23035482746852584,0.9690563961817117,1000.0,1.5111344112193925,0.1320065250668836,3.0,0.266,2.0,5.0,0.018,0.175,0.01,1.0,0.175,0.0346,1.0,0.02,0.13,0.2,0.013,1.0,0.03,0.005,0.03,0.6,1.0,1.0,1.0,1.0,0.37979433467357543,0.21941505773957737,0.09188695896546221,0.4607096549370517,0.0031534903198759475,0.01744301513127081,0.0014014469343541897,0.010177651683283996,0.004150011344596482,0.004647903503191487,0.0028418647102720273
8.870000000000001,0.37843883455103705,0.22954697535191185,0.9689133660783409,1000.0,1.5123789942035653,0.13202973676493568,3.0,0.266,2.0,5.0,0.018,0.175,0.01,1.0,0.175,0.0346,1.0,0.02,0.13,0.2,0.013,1.0,0.03,0.005,0.03,0.6,1.0,1.0,1.0,1.0,0.37843883455103705,0.21913963752567722,0.09206181646383589,0.4590939507038237,0.0031239845672263703,0.017440440589410133,0.0013969539145986898,0.010161819177025274,0.004099133619762186,0.004647961045772042,0.002847272674139254
8.88,0.37708845255681844,0.22874172486171052,0.9687700678562892,1000.0,1.5136190259280309,0.1320524955295592,3.0,0.266,2.0,5.0,0.018,0.175,0.01,1.0,0.175,0.0346,1.0,0.02,0.13,0.2,0.013,1.0,0.03,0.005,0.03,0.6,1.0,1.0,1.0,1.0,0.37708845255681844,0.2188629964441401,0.09223440112926268,0.45748344972342103,0.003094712493909238,0.017437861221413203,0.0013925082388968671,0.010145926072907416,0.004048792357530631,0.004648017447257055,0.002852610344204
8.89,0.37574317380440014,0.22793907508130926,0.9686265038951913,1000.0,1.5148545177004016,0.1320748060154329,3.0,0.266,2.0,5.0,0.018,0.175,0.01,1.0,0.175,0.0346,1.0,0.02,0.13,0.2,0.013,1.0,0.03,0.005,0.03,0.6,1.0,1.0,1.0,1.0,0.37574317380440014,0.21858513461021367,0.09240469662084126,0.4558781501626185,0.0030656730565642265,0.017435277070113442,0.0013881093037467224,0.01012997249595205,0.003998984384419561,0.004648072720264219,0.0028578772150775647
8.9,0.374402983268809,0.22713902496416916,0.9684826765637544,1000.0,1.5160854809966213,0.1320966728401012,3.0,0.266,2.0,5.0,0.018,0.175,0.01,1.0,0.175,0.0346,1.0,0.02,0.13,0.2,0.013,1.0,0.03,0.005,0.03,0.6,1.0,1.0,1.0,1.0,0.374402983268809,0.21830605218035848,0.09257268688709955,0.4542780499283383,0.0030368651985511388,0.01743268817814758,0.00138375651394073,0.01011395857386885,0.003949706474372678,0.004648126877282594,0.002863072790322666
8.91,0.3730678657896784,0.22634157333504198,0.9683385882196291,1000.0,1.5173119274583826,0.13211810058355108,3.0,0.266,2.0,5.0,0.018,0.175,0.01,1.0,0.175,0.0346,1.0,0.02,0.13,0.2,0.013,1.0,0.03,0.005,0.03,0.6,1.0,1.0,1.0,1.0,0.3730678657896784,0.2180257493521205,0.09273835616790392,0.45268314667008397,0.00300828785039068,0.017430094587953325,0.001379449282449849,0.010097884437038778,0.0039009553510589738,0.004648179930672483,0.0028681965825124926
8.92,0.3717378060743058,0.22554671889119346,0.9681942412092859,1000.0,1.518533868890524,0.13213909378781233,3.0,0.266,2.0,5.0,0.018,0.175,0.01,1.0,0.175,0.0346,1.0,0.02,0.13,0.2,0.013,1.0,0.03,0.005,0.03,0.6,1.0,1.0,1.0,1.0,0.3717378060743058,0.21774422636400337,0.09290168899628819,0.4510934377823869,0.002979939930201623,0.017427496341767143,0.0013751870303091,0.01008175021849725,0.0038527276901405565,0.004648231892665357,0.0028732481132872634
8.93,0.37041278870070515,0.22475446020363263,0.9680496378678942,1000.0,1.519751317258409,0.13215965695658094,3.0,0.266,2.0,5.0,0.018,0.175,0.01,1.0,0.175,0.0346,1.0,0.02,0.13,0.2,0.013,1.0,0.03,0.005,0.03,0.6,1.0,1.0,1.0,1.0,0.37041278870070515,0.21746148349533964,0.09306267020020352,0.44950892040726526,0.002951820344134156,0.017424893481622093,0.0013709691865046963,0.01006555605391719,0.0038050201215080693,0.00464828277536382,0.002878226913408356
8.94,0.3690927981206551,0.2239647957183471,0.9679047805192083,1000.0,1.5209642846852824,0.13217979455486523,3.0,0.266,2.0,5.0,0.018,0.175,0.01,1.0,0.175,0.0346,1.0,0.02,0.13,0.2,0.013,1.0,0.03,0.005,0.03,0.6,1.0,1.0,1.0,1.0,0.3690927981206551,0.21717752106616234,0.09322128490418453,0.4479295914366942,0.002923927986799183,0.01742228604934575,0.0013667951878627244,0.010049302081592057,0.0037578292314830296,0.004648332590741607,0.002883132522809831
8.950000000000001,0.36777781866274134,0.2231777237575437,0.9677596714754549,1000.0,1.5221727834496128,0.13219951100865424,3.0,0.266,2.0,5.0,0.018,0.175,0.01,1.0,0.175,0.0346,1.0,0.02,0.13,0.2,0.013,1.0,0.03,0.005,0.03,0.6,1.0,1.0,1.0,1.0,0.36777781866274134,0.21689233943707567,0.09337751853093787,0.4463554475150874,0.0028962617416935952,0.017419674086558187,0.0013626644789393343,0.010032988442418789,0.0037111515649863674,0.004648381350643624,0.0028879644906475628
8.96,0.36646783453539467,0.2223932425208955,0.9676143130372272,1000.0,1.5233768259824139,0.13221881070460814,3.0,0.266,2.0,5.0,0.018,0.175,0.01,1.0,0.175,0.0346,1.0,0.02,0.13,0.2,0.013,1.0,0.03,0.005,0.03,0.6,1.0,1.0,1.0,1.0,0.36646783453539467,0.2166059390091269,0.09353135680284937,0.444786485041791,0.0028688204816213173,0.01741705763467009,0.0013585765119124454,0.010016615279880748,0.0036649836276725955,0.00464842906678603,0.0028927223753458567
8.97,0.36516282982992054,0.22161135008679286,0.9674687074933813,1000.0,1.5245764248645535,0.13223769798977042,3.0,0.266,2.0,5.0,0.018,0.175,0.01,1.0,0.175,0.0346,1.0,0.02,0.13,0.2,0.013,1.0,0.03,0.005,0.03,0.6,1.0,1.0,1.0,1.0,0.36516282982992054,0.21631832022367792,0.09368278574341105,0.4432227001735857,0.002841603069109934,0.017414436734880863,0.0013545307464749262,0.010000182740030629,0.003619321888028939,0.004648475750756343,0.002897405744641579
8.98,0.36386278852352444,0.22083204441360077,0.967322857120938,1000.0,1.5257715928240438,0.132256177171301,3.0,0.266,2.0,5.0,0.018,0.175,0.01,1.0,0.175,0.0346,1.0,0.02,0.13,0.2,0.013,1.0,0.03,0.005,0.03,0.6,1.0,1.0,1.0,1.0,0.36386278852352444,0.21602948356227816,0.0938317916785688,0.44166408882720154,0.0028146083568229272,0.017411811428176882,0.001350526649729254,0.009983690971473376,0.003574162779439047,0.004648521414013597,0.0029020141756258395
8.99,0.36256769448232906,0.22005532334092084,0.9671767641849884,1000.0,1.526962342733318,0.13227425251623054,3.0,0.266,2.0,5.0,0.018,0.175,0.01,1.0,0.175,0.0346,1.0,0.02,0.13,0.2,0.013,1.0,0.03,0.005,0.03,0.6,1.0,1.0,1.0,1.0,0.36256769448232906,0.21573942954653855,0.09397836123798985,0.4401106466818417,0.002787835187967287,0.01740918175532979,0.001346563696083627,0.009967140125349128,0.003529502702210736,0.004648566067888524,0.0029065472547831913
