data_set_T_figure_2b,data_set_C_figure_2b,data_set_CE_figure_2b,data_set_H_figure_2b,data_set_ICAN_figure_2b,data_set_INAPS_figure_2b,data_set_L_figure_2b,data_set_N_figure_2b,data_set_V_figure_2b
2510.0,0.025157366,6.6207709,0.36331698,-2.6831374,-2.6123075,0.86828148,0.0012588324,-55.70496
2520.0,0.025338171,6.6197939,0.36391997,-2.7008722,-2.6209118,0.86980349,0.0012623452,-55.693783
2530.0,0.0255257,6.6187801,0.36452129,-2.7192512,-2.6296506,0.87128556,0.0012659712,-55.682281
2540.0,0.025720241,6.6177282,0.36512095,-2.7383003,-2.6385295,0.87272823,0.0012697155,-55.670437
2550.0,0.02592211,6.6166372,0.36571887,-2.7580492,-2.6475554,0.87413192,0.0012735834,-55.658237
2560.0,0.026131658,6.6155047,0.3663151,-2.7785301,-2.6567352,0.87549716,0.0012775812,-55.645664
2570.0,0.026349273,6.6143284,0.36690953,-2.7997785,-2.6660769,0.87682438,0.0012817156,-55.632706
2580.0,0.026575383,6.6131063,0.36750221,-2.8218341,-2.6755898,0.87811393,0.0012859937,-55.619343
2590.0,0.026810464,6.6118355,0.36809307,-2.8447402,-2.6852832,0.87936634,0.001290424,-55.605545
2600.0,0.027055038,6.6105132,0.36868209,-2.8685451,-2.695168,0.8805818,0.0012950156,-55.591301
2610.0,0.027309688,6.6091371,0.36926925,-2.8933022,-2.705256,0.88176072,0.0012997781,-55.576572
2620.0,0.027575059,6.6077023,0.36985451,-2.919071,-2.7155604,0.8829034,0.0013047229,-55.56134
2630.0,0.027851867,6.6062059,0.37043783,-2.9459169,-2.7260959,0.88401008,0.0013098622,-55.545567
2640.0,0.02814091,6.6046438,0.37101915,-2.9739132,-2.7368784,0.88508093,0.0013152099,-55.529221
2650.0,0.028443079,6.6030102,0.37159851,-3.0031412,-2.7479262,0.88611615,0.0013207813,-55.51226
2660.0,0.02875937,6.6013007,0.37217578,-3.0336921,-2.7592595,0.8871159,0.0013265933,-55.49464
2670.0,0.029090898,6.5995088,0.372751,-3.0656676,-2.7709005,0.88808024,0.0013326654,-55.476315
2680.0,0.029438922,6.5976276,0.37332404,-3.0991821,-2.7828748,0.88900918,0.0013390192,-55.457226
2690.0,0.029804859,6.5956492,0.37389487,-3.1343651,-2.7952111,0.88990271,0.001345679,-55.437309
2700.0,0.030190317,6.5935659,0.37446347,-3.1713617,-2.8079412,0.89076072,0.0013526727,-55.416504
2710.0,0.030597124,6.5913668,0.37502974,-3.2103376,-2.8211019,0.89158297,0.0013600315,-55.394722
2720.0,0.031027364,6.5890412,0.37559363,-3.2514815,-2.8347347,0.89236927,0.0013683342,-55.371876
2730.0,0.03148343,6.586576,0.37615505,-3.2950087,-2.8488877,0.89311928,0.0013758508,-55.347866
2740.0,0.031968091,6.5839562,0.37671393,-3.3411677,-2.8636155,0.8938325,0.001384599,-55.322575
2750.0,0.032484535,6.5811648,0.37727016,-3.390245,-2.8789814,0.89450836,0.0013938571,-55.295864
2760.0,0.033036504,6.5781813,0.37782368,-3.442574,-2.8950593,0.89514613,0.0014038074,-55.267582
2770.0,0.033628378,6.5749817,0.37837434,-3.4985445,-2.9119353,0.89574492,0.0014143098,-55.237541
2780.0,0.034265332,6.5715389,0.37892205,-3.5586164,-2.9297111,0.89630371,0.0014259652,-55.205532
2790.0,0.034953535,6.5678186,0.37946662,-3.6233344,-2.9485071,0.89682108,0.001437574,-55.171303
2800.0,0.035700411,6.5637817,0.38000795,-3.6933513,-2.9684672,0.89729559,0.0014509945,-55.134556
2810.0,0.036514945,6.5593786,0.38054579,-3.7694545,-2.9897661,0.89772522,0.0014650188,-55.094933
2820.0,0.037408184,6.5545502,0.38108,-3.8526061,-3.0126157,0.89810771,0.0014816623,-55.051994
2830.0,0.038393784,6.5492229,0.3816103,-3.9439898,-3.0372775,0.89844018,0.0014980299,-55.005215
2840.0,0.039488964,6.543303,0.38213643,-4.0450883,-3.0640783,0.89871937,0.0015175937,-54.953938
2850.0,0.040715646,6.5366721,0.38265806,-4.1577764,-3.0934315,0.89894092,0.0015386672,-54.897339
2860.0,0.042102315,6.5291767,0.38317481,-4.2844734,-3.1258693,0.89909971,0.0015631521,-54.834366
2870.0,0.043686647,6.5206127,0.38368616,-4.4283495,-3.1620879,0.89918905,0.0015904892,-54.763668
2880.0,0.045519654,6.5107045,0.3841916,-4.5936575,-3.2030199,0.89920074,0.0016221834,-54.683453
2890.0,0.047672302,6.4990687,0.38469043,-4.7862468,-3.249944,0.89912379,0.0016613776,-54.591301
2900.0,0.050246332,6.4851551,0.38518175,-5.0143952,-3.3046644,0.8989439,0.0017049961,-54.48386
2910.0,0.053393561,6.468143,0.3856644,-5.2902656,-3.3698211,0.89864153,0.0017579874,-54.356319
2920.0,0.057351638,6.4467478,0.38613692,-5.6325459,-3.4494448,0.89818919,0.0018262326,-54.201523
2930.0,0.062514827,6.418839,0.38659722,-6.0715227,-3.550029,0.89754635,0.0019149184,-54.008263
2940.0,0.069591336,6.3805876,0.38704237,-6.6599913,-3.6827941,0.89665008,0.002035073,-53.757881
2950.0,0.079994962,6.3243518,0.38746795,-7.4991241,-3.8690193,0.89539456,0.0022092001,-53.416615
2960.0,0.097007081,6.2323942,0.38786671,-8.8100023,-4.1547174,0.89358038,0.0024887726,-52.916012
2970.0,0.13017732,6.0530953,0.38822559,-11.173725,-4.6607165,0.89076197,0.0030164027,-52.092659
2980.0,0.218263,5.5769567,0.38851637,-16.474398,-5.8129659,0.88562071,0.0043481053,-50.457737
2990.0,0.51517141,3.9720464,0.38866767,-27.907257,-9.4682293,0.87301153,0.0098545616,-46.515003
3000.0,0.86503267,2.0809042,0.38648674,-17.043386,-17.48765,0.84520841,0.83402628,4.7260695
3010.0,0.96657276,1.5320393,0.38497558,-35.771454,-16.643915,0.81019908,0.07671728,-40.540161
3020.0,0.98222142,1.4474516,0.38147771,-37.298981,-12.443417,0.77560747,0.13020577,-43.77079
3030.0,0.97913224,1.4641502,0.37798151,-38.266953,-9.4022131,0.74317157,0.33028218,-46.331413
3040.0,0.971183,1.5071191,0.37452623,-33.726143,-22.023771,0.71311122,0.89976329,-35.192108
3050.0,0.96131682,1.5604497,0.37439653,-32.728966,-23.675814,0.68535292,0.083731413,-33.030754
3060.0,0.95034397,1.6197623,0.37105569,-36.116905,-14.159036,0.65976703,0.088521034,-42.073933
3070.0,0.93840754,1.6842836,0.36767986,-37.087933,-10.512201,0.63621747,0.18296823,-45.062168
3080.0,0.92559284,1.7535523,0.36429659,-37.2467,-9.3673124,0.61457366,0.64880836,-46.036522
3090.0,0.91192925,1.8274095,0.36332771,-17.388588,-16.385939,0.59471154,0.54787266,4.8749204
3100.0,0.89747334,1.9055496,0.36094436,-35.027847,-14.413137,0.57651502,0.074932061,-41.538937
3110.0,0.88227433,1.9877062,0.35767022,-36.04504,-10.390957,0.55987525,0.15659997,-44.910603
3120.0,0.86633074,2.0738878,0.3543767,-36.096104,-9.3328972,0.54469186,0.6716029,-45.821018
3130.0,0.84965843,2.1640086,0.35426942,-29.024446,-24.383381,0.5308702,0.079885684,-27.725655
3140.0,0.83239174,2.2573419,0.35114172,-34.30489,-12.641209,0.51832247,0.076362155,-42.728458
3150.0,0.81453615,2.3538587,0.34793827,-35.217789,-8.8335619,0.50696647,0.24084496,-46.150192
3160.0,0.79614246,2.4532838,0.34486461,-25.15591,-23.188013,0.49672571,0.9331072,-19.413179
3170.0,0.7772575,2.5553648,0.3447322,-32.737808,-13.969764,0.4875288,0.058095317,-41.360439
3180.0,0.75796795,2.6596327,0.34161258,-33.770386,-9.443429,0.47930962,0.14599654,-45.377094
3190.0,0.73828924,2.7660041,0.3384923,-28.440887,-22.268559,0.4720071,0.917557,-31.350996
3200.0,0.71827316,2.8741992,0.33846799,-31.555517,-13.580967,0.46556389,0.051057782,-41.480705
3210.0,0.69801837,2.9836843,0.33540398,-32.557606,-8.9195337,0.45992705,0.15228561,-45.732765
3220.0,0.67750734,3.0945551,0.33270609,-19.045425,-18.838156,0.45504805,0.92354494,-6.8465667
3230.0,0.65682429,3.2063551,0.33234602,-30.707209,-11.546109,0.45088109,0.05013473,-43.11348
3240.0,0.63598698,3.3189893,0.32929689,-31.53265,-7.3890643,0.44738495,0.37318036,-47.222839
3250.0,0.61503673,3.4322338,0.32928485,-28.820013,-14.351017,0.44452083,0.041871425,-40.433998
3260.0,0.59403598,3.5457516,0.32633135,-29.951502,-8.6721249,0.44225302,0.10641565,-45.739201
3270.0,0.57294083,3.6597793,0.32623032,-25.293152,-20.948854,0.44054961,0.056465916,-32.445034
3280.0,0.55182767,3.7739046,0.32338017,-28.526531,-9.3836432,0.43938071,0.056650136,-44.921871
3290.0,0.53065717,3.8883395,0.32238299,-13.055252,-14.306667,0.43872017,0.59382969,5.5999284
3300.0,0.50946766,4.0028777,0.32046011,-27.269146,-9.3113537,0.43854347,0.043798558,-44.909153
3310.0,0.488215,4.1177568,0.3203541,-23.480381,-19.828226,0.43882981,0.052855685,-33.755581
3320.0,0.46692988,4.2328115,0.31756929,-26.130138,-8.4975233,0.43956006,0.050851323,-45.676548
3330.0,0.4455409,4.3484278,0.31755137,-24.322266,-12.632691,0.4407185,0.030846614,-41.584229
3340.0,0.42407772,4.4644446,0.31468052,-25.094584,-6.93993,0.44229123,0.18791981,-47.369164
3350.0,0.4024559,4.5813193,0.3147577,-23.541433,-9.6920347,0.44426736,0.020752186,-44.347984
3360.0,0.38064426,4.6992202,0.31469631,-21.791569,-13.692153,0.44663885,0.036247719,-40.456326
3370.0,0.35866246,4.8180408,0.31189799,-22.562954,-6.9296064,0.44939896,0.10079488,-47.30677
3380.0,0.33643407,4.9381943,0.31200072,-21.208582,-8.6201534,0.45254394,0.016098225,-45.382141
3390.0,0.31396097,5.0596704,0.31203499,-20.013548,-9.6869516,0.45607206,0.020156821,-44.267494
3400.0,0.29127821,5.1822801,0.31202561,-18.847466,-10.50799,0.45998251,0.024811862,-43.441685
3410.0,0.26844746,5.3056893,0.31197751,-17.625204,-11.458361,0.46427557,0.030406339,-42.507118
3420.0,0.24568877,5.4287095,0.31183803,-15.412029,-17.580568,0.46894774,0.054348119,-36.174004
3430.0,0.22324108,5.5500484,0.30918288,-16.389879,-6.1030884,0.47399345,0.033391982,-48.286484
3440.0,0.20140378,5.6680875,0.30938646,-15.180477,-6.0849624,0.47940183,0.0080960179,-48.315998
3450.0,0.18056318,5.7807398,0.30960262,-14.02489,-5.7735925,0.48515472,0.0072886045,-48.744827
3460.0,0.16111369,5.8858719,0.30984616,-12.909101,-5.3476195,0.49122536,0.0062847091,-49.35754
3470.0,0.14337936,5.9817333,0.31012398,-11.841456,-4.9079995,0.49757871,0.0053143608,-50.02953
3480.0,0.12755658,6.0672617,0.31043836,-10.838286,-4.5028377,0.50417364,0.004499122,-50.692287
3490.0,0.11369266,6.1422019,0.31078902,-9.9142771,-4.149662,0.51096582,0.0038390332,-51.311234
3500.0,0.10170616,6.2069936,0.31117418,-9.0779057,-3.8506994,0.51791137,0.0033280132,-51.871254
3510.0,0.091431633,6.2625318,0.31159127,-8.3309717,-3.6015072,0.5249688,0.0029322612,-52.368103
3520.0,0.082662486,6.3099327,0.31203735,-7.6699858,-3.3953071,0.53210121,0.0026246284,-52.803509
3530.0,0.075185157,6.3503504,0.31250942,-7.0882196,-3.2250421,0.53927642,0.0023836291,-53.18232
3540.0,0.068799824,6.3848658,0.31300461,-6.5774674,-3.0842764,0.5464673,0.0021929236,-53.510704
3550.0,0.063330069,6.414432,0.31352019,-6.1292453,-2.9675076,0.55365121,0.002040345,-53.795113
3560.0,0.058625471,6.4398623,0.31405368,-5.7354903,-2.870199,0.56080937,0.0019169562,-54.04166
3570.0,0.054560386,6.4618359,0.31460297,-5.3888998,-2.7886856,0.56792647,0.0018164468,-54.255867
3580.0,0.051031049,6.4809132,0.31516606,-5.0830479,-2.7200382,0.57498991,0.0017324038,-54.44252
3590.0,0.047952164,6.4975557,0.31574127,-4.8123717,-2.6619256,0.58198959,0.0016625209,-54.605724
3600.0,0.04525378,6.5121417,0.31632715,-4.5721107,-2.6124942,0.58891708,0.0016030894,-54.74894
3610.0,0.042878415,6.5249815,0.3169224,-4.3582063,-2.5702653,0.59576583,0.0015526662,-54.875069
3620.0,0.040778711,6.5363312,0.31752589,-4.1672096,-2.5340543,0.6025303,0.001509554,-54.986534
3630.0,0.038915507,6.5464025,0.31813669,-3.9961898,-2.5029073,0.60920626,0.0014723215,-55.085369
3640.0,0.037256256,6.5553718,0.31875387,-3.8426516,-2.4760506,0.61579031,0.0014400716,-55.173283
3650.0,0.035773788,6.563385,0.31937671,-3.7044675,-2.4528534,0.6222797,0.0014119073,-55.251701
3660.0,0.034445297,6.5705662,0.32000455,-3.5798173,-2.4327974,0.62867236,0.0013871541,-55.321835
3670.0,0.03325155,6.5770187,0.32063678,-3.46714,-2.4154532,0.63496685,0.00136545,-55.384701
3680.0,0.032176241,6.5828309,0.32127291,-3.3650911,-2.4004645,0.64116204,0.0013460999,-55.441174
3690.0,0.031205477,6.5880785,0.32191244,-3.2725091,-2.387532,0.64725721,0.0013294553,-55.491997
3700.0,0.030327374,6.5928249,0.32255495,-3.1883879,-2.376404,0.65325189,0.0013137696,-55.537804
3710.0,0.029531701,6.597126,0.32320011,-3.1118507,-2.3668666,0.65914595,0.001300152,-55.579151
3720.0,0.028809628,6.6010289,0.32384756,-3.0421329,-2.3587379,0.66493952,0.0012885368,-55.616505
3730.0,0.028153498,6.6045756,0.32449698,-2.9785645,-2.3518622,0.67063284,0.0012771015,-55.650284
3740.0,0.027556639,6.6078019,0.32514817,-2.9205568,-2.3461049,0.67622632,0.0012672996,-55.680843
3750.0,0.02701322,6.6107392,0.32580081,-2.8675904,-2.3413498,0.68172055,0.0012586623,-55.708504
3760.0,0.026518129,6.6134157,0.32645473,-2.8192062,-2.3374963,0.68711621,0.0012506574,-55.733536
3770.0,0.026066856,6.6158547,0.32710969,-2.774997,-2.334456,0.69241405,0.0012434963,-55.756187
3780.0,0.02565543,6.6180787,0.32776552,-2.7346005,-2.3321521,0.69761503,0.001237191,-55.776672
3790.0,0.025280321,6.6201062,0.32842207,-2.6976941,-2.3305166,0.70272005,0.0012314159,-55.795181
3800.0,0.024938401,6.6219544,0.32907918,-2.6639884,-2.3294897,0.70773005,0.0012261997,-55.811882
3810.0,0.024626879,6.6236386,0.32973671,-2.633225,-2.3290186,0.71264625,0.0012216087,-55.826931
3820.0,0.02434326,6.6251717,0.33039451,-2.6051714,-2.329056,0.71746957,0.0012174558,-55.840462
3830.0,0.024085313,6.6265659,0.33105245,-2.5796182,-2.3295605,0.72220129,0.001213709,-55.852596
3840.0,0.023851033,6.6278324,0.33171049,-2.5563769,-2.3304942,0.72684246,0.0012104182,-55.863438
3850.0,0.023638617,6.6289806,0.33236846,-2.5352769,-2.3318241,0.73139435,0.0012074849,-55.873093
3860.0,0.023446443,6.6300192,0.33302632,-2.5161638,-2.3335199,0.7358582,0.0012048675,-55.881645
3870.0,0.023273038,6.6309566,0.33368394,-2.4988973,-2.3355548,0.74023515,0.0012025883,-55.889179
3880.0,0.023117078,6.6317997,0.33434126,-2.4833508,-2.3379042,0.74452645,0.0012005991,-55.89576
3890.0,0.022977358,6.632555,0.33499819,-2.4694083,-2.3405466,0.74873334,0.0011988652,-55.901459
3900.0,0.022852786,6.6332283,0.33565471,-2.4569645,-2.3434618,0.75285715,0.0011973904,-55.906338
3910.0,0.02274237,6.6338248,0.33631068,-2.4459236,-2.346632,0.756899,0.0011961507,-55.910442
3920.0,0.022645205,6.6343503,0.3369661,-2.4361975,-2.3500407,0.7608602,0.0011951214,-55.91383
3930.0,0.022560472,6.6348081,0.33762088,-2.4277062,-2.3536732,0.76474202,0.0011942979,-55.916542
3940.0,0.022487417,6.6352034,0.33827502,-2.4203768,-2.3575163,0.76854569,0.0011936668,-55.918621
3950.0,0.022425355,6.6355386,0.3389284,-2.4141421,-2.3615575,0.77227235,0.0011932115,-55.920105
3960.0,0.022373665,6.635818,0.33958101,-2.4089406,-2.3657856,0.77592331,0.0011929249,-55.921028
3970.0,0.022331771,6.6360445,0.34023282,-2.4047158,-2.3701904,0.77949977,0.0011927981,-55.921421
3980.0,0.022299154,6.6362209,0.34088376,-2.4014168,-2.374763,0.78300297,0.0011928203,-55.921314
3990.0,0.022275336,6.6363497,0.34153381,-2.3989959,-2.3794947,0.78643405,0.0011929842,-55.920731
4000.0,0.02225988,6.6364331,0.34218293,-2.3974102,-2.3843777,0.78979421,0.0011932836,-55.919697
4010.0,0.022252386,6.6364737,0.3428311,-2.3966196,-2.3894053,0.79308456,0.001193711,-55.918232
4020.0,0.022252494,6.6364732,0.34347826,-2.3965881,-2.3945708,0.79630637,0.0011942605,-55.916363
4030.0,0.022259869,6.6364331,0.34412441,-2.3972824,-2.3998687,0.79946071,0.0011949274,-55.914101
4040.0,0.022274209,6.6363554,0.34476951,-2.3986723,-2.4052937,0.80254877,0.0011957061,-55.911469
4050.0,0.022295238,6.6362419,0.34541351,-2.4007299,-2.4108407,0.80557156,0.0011965925,-55.908478
4060.0,0.022322705,6.6360936,0.3460564,-2.4034302,-2.4165058,0.80853021,0.0011975826,-55.905144
4070.0,0.022356387,6.6359115,0.34669816,-2.4067502,-2.4222851,0.81142581,0.0011986728,-55.901478
4080.0,0.022396076,6.6356969,0.34733877,-2.4106691,-2.428175,0.81425947,0.0011998598,-55.897495
4090.0,0.022441588,6.6354508,0.34797817,-2.4151683,-2.4341724,0.81703216,0.0012011408,-55.8932
4100.0,0.022492763,6.6351743,0.34861639,-2.4202309,-2.4402747,0.81974494,0.0012025132,-55.888611
4110.0,0.02254945,6.6348677,0.34925339,-2.4258416,-2.4464791,0.8223989,0.0012039747,-55.883728
4120.0,0.022611523,6.6345325,0.34988916,-2.4319878,-2.4527841,0.82499486,0.0012055235,-55.878563
4130.0,0.022678873,6.6341681,0.35052365,-2.438657,-2.4591875,0.82753396,0.0012071577,-55.873119
4140.0,0.022751398,6.6337762,0.35115683,-2.4458399,-2.465688,0.83001709,0.001208876,-55.867405
4150.0,0.022829022,6.6333566,0.35178876,-2.4535275,-2.4722843,0.8324452,0.0012106773,-55.861427
4160.0,0.022911679,6.6329098,0.35241935,-2.4617126,-2.4789758,0.8348192,0.0012125606,-55.855186
4170.0,0.022999318,6.6324363,0.35304859,-2.4703896,-2.4857614,0.83714002,0.0012145251,-55.84869
4180.0,0.023091901,6.6319356,0.35367647,-2.4795542,-2.492641,0.83940852,0.0012165705,-55.841938
4190.0,0.023189405,6.6314087,0.35430297,-2.4892032,-2.4996142,0.84162557,0.0012186965,-55.83493
4200.0,0.023291821,6.6308551,0.35492811,-2.4993351,-2.5066817,0.84379208,0.0012209031,-55.827671
4210.0,0.023399154,6.6302748,0.35555184,-2.5099494,-2.5138433,0.84590882,0.0012231906,-55.82016
4220.0,0.023511421,6.6296682,0.35617414,-2.5210474,-2.5210998,0.84797662,0.0012255594,-55.812397
4230.0,0.023628654,6.6290345,0.35679498,-2.5326312,-2.5284524,0.84999633,0.0012280102,-55.804386
4240.0,0.023750899,6.6283736,0.35741439,-2.5447042,-2.535902,0.85196865,0.0012305438,-55.796116
4250.0,0.023878219,6.6276851,0.35803232,-2.5572722,-2.5434504,0.85389435,0.0012331617,-55.787594
4260.0,0.024010686,6.6269693,0.35864875,-2.5703411,-2.5510991,0.85577416,0.0012358648,-55.778809
4270.0,0.024148392,6.626225,0.35926369,-2.583919,-2.5588503,0.8576088,0.0012386552,-55.769764
4280.0,0.024291443,6.6254516,0.35987708,-2.5980155,-2.5667062,0.85939902,0.0012415346,-55.760452
4290.0,0.024439964,6.624649,0.36048895,-2.6126416,-2.5746696,0.8611455,0.0012445052,-55.750866
4300.0,0.024594095,6.6238155,0.36109924,-2.62781,-2.5827439,0.86284882,0.0012475697,-55.741001
4310.0,0.024753997,6.6229515,0.36170799,-2.6435351,-2.5909321,0.86450964,0.0012507306,-55.730854
4320.0,0.024919847,6.6220551,0.36231512,-2.6598337,-2.5992382,0.86612862,0.0012539914,-55.720413
4330.0,0.025091849,6.6211252,0.36292064,-2.6767235,-2.6076665,0.8677063,0.0012573554,-55.709667
4340.0,0.025270227,6.6201611,0.3635245,-2.6942255,-2.6162214,0.86924332,0.0012608266,-55.698608
4350.0,0.025455229,6.6191611,0.36412674,-2.7123625,-2.6249087,0.87074018,0.0012644094,-55.687229
4360.0,0.025647132,6.6181235,0.36472726,-2.7311599,-2.6337337,0.87219739,0.0012681084,-55.675514
4370.0,0.025846241,6.6170473,0.36532611,-2.7506456,-2.6427031,0.8736155,0.001271929,-55.663448
4380.0,0.026052894,6.6159301,0.36592323,-2.7708511,-2.6518235,0.87499493,0.0012758771,-55.651016
4390.0,0.026267467,6.6147704,0.36651862,-2.7918103,-2.661103,0.87633622,0.0012799591,-55.638206
4400.0,0.026490372,6.6135654,0.36711222,-2.8135614,-2.6705499,0.87763971,0.0012841822,-55.624996
4410.0,0.026722062,6.6123133,0.36770403,-2.8361466,-2.6801734,0.87890583,0.0012885542,-55.611362
4420.0,0.026963048,6.6110106,0.368294,-2.859612,-2.6899841,0.880135,0.0012930837,-55.597286
4430.0,0.027213886,6.6096549,0.36888212,-2.8840094,-2.6999934,0.88132745,0.0012977805,-55.582741
4440.0,0.027475197,6.608242,0.36946836,-2.9093955,-2.7102139,0.88248354,0.0013026552,-55.567703
4450.0,0.027747672,6.6067696,0.37005267,-2.9358335,-2.7206597,0.88360357,0.0013077197,-55.552135
4460.0,0.028032074,6.6052322,0.37063503,-2.9633937,-2.7313464,0.88468766,0.0013129873,-55.536007
4470.0,0.028329259,6.6036258,0.37121537,-2.9921546,-2.742291,0.88573617,0.0013184726,-55.519279
4480.0,0.028640183,6.6019449,0.37179372,-3.0222032,-2.7535131,0.88674903,0.0013241918,-55.501911
4490.0,0.028965915,6.6001844,0.37236995,-3.0536373,-2.7650344,0.88772655,0.0013301637,-55.483852
4500.0,0.029307658,6.5983372,0.37294406,-3.0865667,-2.7768788,0.8886686,0.0013364088,-55.465054
4510.0,0.029666767,6.596396,0.37351599,-3.1211143,-2.7890739,0.8895753,0.0013429505,-55.445457
4520.0,0.030044777,6.5943527,0.37408569,-3.1574194,-2.8016505,0.89044648,0.0013498152,-55.424992
4530.0,0.030443426,6.5921979,0.3746531,-3.1956401,-2.8146431,0.89128202,0.0013570328,-55.40358
4540.0,0.030864704,6.5899205,0.37521812,-3.2359557,-2.8280916,0.89208174,0.0013651964,-55.381145
4550.0,0.031310882,6.5875087,0.37578073,-3.2785714,-2.8420413,0.89284527,0.0013727767,-55.357582
4560.0,0.031784575,6.5849481,0.37634084,-3.3237221,-2.856544,0.89357221,0.0013809755,-55.332783
4570.0,0.032288816,6.5822225,0.37689835,-3.37168,-2.8716602,0.89426202,0.0013904679,-55.306618
4580.0,0.03282712,6.5793128,0.37745315,-3.4227598,-2.887459,0.89491403,0.0013996132,-55.278938
4590.0,0.033403616,6.5761967,0.37800515,-3.477329,-2.9040217,0.89552742,0.0014101192,-55.249577
4600.0,0.034023166,6.5728478,0.3785542,-3.5358198,-2.9214442,0.89610118,0.0014208272,-55.21833
4610.0,0.034691554,6.5692348,0.37910023,-3.5987437,-2.9398389,0.8966341,0.0014339614,-55.184959
4620.0,0.035415687,6.5653205,0.37964302,-3.6667094,-2.9593408,0.89712471,0.0014455821,-55.149189
4630.0,0.036203936,6.56106,0.38018245,-3.7404518,-2.9801118,0.89757121,0.0014594193,-55.11068
4640.0,0.037066508,6.5563974,0.38071829,-3.8208616,-3.0023487,0.89797151,0.0014745807,-55.069035
4650.0,0.038016014,6.5512648,0.38125032,-3.909034,-3.026293,0.89832294,0.0014911814,-55.023754
4660.0,0.039068229,6.545577,0.3817783,-4.0063305,-3.0522451,0.89862233,0.0015095978,-54.974239
4670.0,0.040243156,6.5392261,0.3823019,-4.1144667,-3.0805826,0.89886582,0.0015302402,-54.919727
4680.0,0.041566581,6.5320725,0.38282073,-4.2356391,-3.111789,0.89904863,0.0015533688,-54.859268
4690.0,0.043072384,6.5239329,0.3833344,-4.3727069,-3.1464925,0.89916462,0.0015794804,-54.791626
4700.0,0.044806018,6.5145621,0.38384238,-4.5294747,-3.1855271,0.89920622,0.0016094802,-54.715195
4710.0,0.046830066,6.5036211,0.38434401,-4.7111239,-3.2300258,0.89916366,0.0016465125,-54.627815
4720.0,0.049233086,6.4906321,0.38483846,-4.9248953,-3.281569,0.89902395,0.0016860426,-54.526531
4730.0,0.052145459,6.4748893,0.38532475,-5.1812997,-3.3424382,0.8987698,0.0017372377,-54.40715
4740.0,0.055766948,6.4553137,0.38580146,-5.49616,-3.4160552,0.898377,0.0017992961,-54.263531
4750.0,0.060421851,6.4301519,0.38626683,-5.8946247,-3.5078187,0.89781076,0.0018810126,-54.086243
4760.0,0.066673592,6.396359,0.38671827,-6.4192042,-3.6267936,0.89701802,0.0019848875,-53.859985
4770.0,0.075600393,6.3481059,0.38715202,-7.148375,-3.7895355,0.89591247,0.0021352365,-53.557964
4780.0,0.089551546,6.2726941,0.3875621,-8.2445145,-4.0299473,0.89433897,0.0023664655,-53.128368
4790.0,0.11474094,6.1365356,0.38793817,-10.103296,-4.4300399,0.89197546,0.0027729366,-52.455635
4800.0,0.17323847,5.8203325,0.3882595,-13.922078,-5.2457609,0.88797611,0.0036735358,-51.22337
4810.0,0.36790389,4.7680869,0.38847589,-23.191822,-7.5724783,0.87922853,0.0067301574,-48.388493
4820.0,0.77667195,2.5585299,0.38846552,-32.843521,-15.31989,0.85693747,0.02381156,-41.688164
4830.0,0.94868135,1.6287495,0.38486922,-37.128342,-11.402409,0.8230387,0.16060784,-44.723164
4840.0,0.98074579,1.4554281,0.38132262,-38.439384,-9.0955782,0.78788459,0.5087201,-46.698696
4850.0,0.98124999,1.4527026,0.37800115,-26.723452,-24.849049,0.75460196,0.93264645,-17.211437
4860.0,0.97439617,1.4897504,0.37774894,-35.065392,-18.849628,0.72368401,0.078342721,-38.451946
4870.0,0.96507716,1.5401235,0.3743467,-36.67836,-13.270564,0.69510704,0.1034795,-42.896393
4880.0,0.95443726,1.5976365,0.37092936,-37.606968,-9.9028234,0.66875273,0.23808193,-45.69725
4890.0,0.94280005,1.6605403,0.36751816,-36.235035,-13.276876,0.6444847,0.80577248,-42.69025
4900.0,0.93029243,1.7281491,0.36735758,-26.317966,-24.282293,0.62216896,0.10339986,-17.70969
4910.0,0.91694295,1.8003083,0.3641361,-35.506283,-14.077512,0.60167795,0.081160761,-41.922562
4920.0,0.90278709,1.8768265,0.36082679,-36.4902,-10.259995,0.58289325,0.17474392,-45.113682
4930.0,0.88784325,1.9576041,0.35750458,-36.292389,-9.9694948,0.56570435,0.70802736,-45.295898
4940.0,0.87211913,2.0425992,0.35738531,-28.202179,-24.7612,0.55000734,0.085344791,-24.643105
4950.0,0.85573894,2.1311407,0.35423473,-34.649628,-13.029053,0.53570533,0.077636316,-42.491123
4960.0,0.83870846,2.2231977,0.35100833,-35.585518,-9.2057495,0.5227077,0.21507689,-45.858715
4970.0,0.82104361,2.3186834,0.34781259,-29.614799,-23.208836,0.51093113,0.91965777,-30.556757
4980.0,0.80282545,2.4171596,0.34775454,-32.839935,-15.350832,0.50029647,0.05948985,-40.262939
4990.0,0.78413367,2.5181961,0.34462216,-34.038746,-10.344872,0.49073055,0.11383364,-44.596504
5000.0,0.76497096,2.6217787,0.34144357,-33.927235,-9.4159212,0.48216632,0.70812118,-45.399536
5010.0,0.74539572,2.7275908,0.34141433,-31.317911,-16.277918,0.47454029,0.054674778,-39.165569
5020.0,0.7255224,2.8350139,0.33835775,-32.746384,-10.293683,0.46779355,0.092718989,-44.466316
