Time,Cm,pms,pns,VNa,t_tauh,t_taun,thetaa,sigmaa,thetab,sigmab,tauBs,sigmam,sigmah,sigman,sigmaz,gNa,gKdr,gL,Iapp,gA,gNaP,gZ,thetaz,tauZs,phi,thetah,thetam,thetan,thetap,sigmap,VK,VL,INa,INaP,IKdr,IA,Iz,Minfs,Pinfs,Ainfs,zzs,bbs,nns,hhs,V,compartment_0000001
2.93,1.0,3.0,4.0,55.0,-40.5,-27.0,-50.0,20.0,-80.0,-6.0,15.0,9.5,-7.0,10.0,5.0,35.0,6.0,0.05,0.661914,1.4,0.3,1.0,-39.0,75.0,10.0,-45.0,-30.0,-35.0,-47.0,3.0,-90.0,-70.0,-0.013201647299124913,-0.0173659431175123,7.703548963507124e-05,0.10797405549726488,0.02837964249156978,0.01457293287867159,0.0004629727857524286,0.26862560680266684,0.001421265929160835,0.1992588293248894,0.028317310668434147,0.9747596233902601,-70.03213761106191,1.0
2.94,1.0,3.0,4.0,55.0,-40.5,-27.0,-50.0,20.0,-80.0,-6.0,15.0,9.5,-7.0,10.0,5.0,35.0,6.0,0.05,0.661914,1.4,0.3,1.0,-39.0,75.0,10.0,-45.0,-30.0,-35.0,-47.0,3.0,-90.0,-70.0,-0.013223661946059258,-0.01739745405059082,7.722875763036959e-05,0.10805591361740521,0.02838914310285044,0.014581362652377418,0.0004638335429508126,0.26868037513545606,0.0014213448871915637,0.19923234817417648,0.028333077295807398,0.974736139798299,-70.0265626177862,1.0
2.95,1.0,3.0,4.0,55.0,-40.5,-27.0,-50.0,20.0,-80.0,-6.0,15.0,9.5,-7.0,10.0,5.0,35.0,6.0,0.05,0.661914,1.4,0.3,1.0,-39.0,75.0,10.0,-45.0,-30.0,-35.0,-47.0,3.0,-90.0,-70.0,-0.013245700736204472,-0.017429004152433376,7.742240889984426e-05,0.10813772834810617,0.02839864585299368,0.014589792438145142,0.0004646954094712924,0.2687351194186778,0.0014214241334921766,0.19920580169665672,0.02834884507677275,0.9747126840973394,-70.02099079095875,1.0
2.96,1.0,3.0,4.0,55.0,-40.5,-27.0,-50.0,20.0,-80.0,-6.0,15.0,9.5,-7.0,10.0,5.0,35.0,6.0,0.05,0.661914,1.4,0.3,1.0,-39.0,75.0,10.0,-45.0,-30.0,-35.0,-47.0,3.0,-90.0,-70.0,-0.013267763673703852,-0.01746059344376888,7.761644365653326e-05,0.10821949963216934,0.028408150752264445,0.014598222234415545,0.0004655583859591803,0.26878983966533665,0.001421503668186176,0.199179190035431,0.02836461397946021,0.9746892559135306,-70.01542212795486,1.0
2.97,1.0,3.0,4.0,55.0,-40.5,-27.0,-50.0,20.0,-80.0,-6.0,15.0,9.5,-7.0,10.0,5.0,35.0,6.0,0.05,0.661914,1.4,0.3,1.0,-39.0,75.0,10.0,-45.0,-30.0,-35.0,-47.0,3.0,-90.0,-70.0,-0.0132898507627253,-0.017492221945320206,7.781086211684303e-05,0.10830122741259048,0.028417657810923508,0.014606652039634568,0.0004664224730596448,0.2688445358884534,0.00142158349139699,0.19915251333336237,0.028380383972504333,0.9746658548774852,-70.00985662615041,1.0
2.98,1.0,3.0,4.0,55.0,-40.5,-27.0,-50.0,20.0,-80.0,-6.0,15.0,9.5,-7.0,10.0,5.0,35.0,6.0,0.05,0.661914,1.4,0.3,1.0,-39.0,75.0,10.0,-45.0,-30.0,-35.0,-47.0,3.0,-90.0,-70.0,-0.013311962007460936,-0.017523889677804064,7.800566450049903e-05,0.1083829116325595,0.028427167039227385,0.014615081852253249,0.000467287671417706,0.26889920810106516,0.0014216636032479723,0.19912577173307655,0.02839615502503566,0.9746424806242265,-70.00429428292186,1.0
2.99,1.0,3.0,4.0,55.0,-40.5,-27.0,-50.0,20.0,-80.0,-6.0,15.0,9.5,-7.0,10.0,5.0,35.0,6.0,0.05,0.661914,1.4,0.3,1.0,-39.0,75.0,10.0,-45.0,-30.0,-35.0,-47.0,3.0,-90.0,-70.0,-0.013334097412126995,-0.01755559666193104,7.820085103049768e-05,0.10846455223545963,0.02843667844742839,0.014623511670727788,0.00046815398167823806,0.26895385631622454,0.0014217440038624025,0.19909896537696212,0.02841192710667238,0.9746191327931363,-69.9987350956463,1.0
3.0,1.0,3.0,4.0,55.0,-40.5,-27.0,-50.0,20.0,-80.0,-6.0,15.0,9.5,-7.0,10.0,5.0,35.0,6.0,0.05,0.661914,1.4,0.3,1.0,-39.0,75.0,10.0,-45.0,-30.0,-35.0,-47.0,3.0,-90.0,-70.0,-0.013356256980963422,-0.017587342918405746,7.839642193305878e-05,0.10854614916486807,0.028446192045774588,0.014631941493519474,0.0004690214044859724,0.2690084805470005,0.0014218246933634863,0.19907209440717094,0.028427700187512072,0.9745958110279037,-69.9931790617014,1.0
3.0100000000000002,1.0,3.0,4.0,55.0,-40.5,-27.0,-50.0,20.0,-80.0,-6.0,15.0,9.5,-7.0,10.0,5.0,35.0,6.0,0.05,0.661914,1.4,0.3,1.0,-39.0,75.0,10.0,-45.0,-30.0,-35.0,-47.0,3.0,-90.0,-70.0,-0.013378440718233717,-0.01761912846792689,7.85923774375786e-05,0.10862770236455511,0.02845570784450985,0.014640371319094722,0.00046988994048549935,0.2690630808064777,0.0014219056718743554,0.19904515896561842,0.028443474238123625,0.9745725149764748,-69.98762617846545,1.0
3.02,1.0,3.0,4.0,55.0,-40.5,-27.0,-50.0,20.0,-80.0,-6.0,15.0,9.5,-7.0,10.0,5.0,35.0,6.0,0.05,0.661914,1.4,0.3,1.0,-39.0,75.0,10.0,-45.0,-30.0,-35.0,-47.0,3.0,-90.0,-70.0,-0.01340064862822473,-0.017650953331187304,7.878871777658388e-05,0.1087092117784846,0.028465225853873802,0.014648801145925075,0.0004707595903212697,0.26911765710775665,0.0014219869395180674,0.1990181591939839,0.02845924922953928,0.974549244291002,-69.98207644331734,1.0
3.0300000000000002,1.0,3.0,4.0,55.0,-40.5,-27.0,-50.0,20.0,-80.0,-6.0,15.0,9.5,-7.0,10.0,5.0,35.0,6.0,0.05,0.661914,1.4,0.3,1.0,-39.0,75.0,10.0,-45.0,-30.0,-35.0,-47.0,3.0,-90.0,-70.0,-0.013422880715246568,-0.01768281752887419,7.898544318568641e-05,0.10879067735081406,0.0284747460841019,0.014657230972487268,0.00047163035463760076,0.26917220946395426,0.0014220684964176063,0.19899109523371106,0.028475025133246814,0.9745259986277945,-69.97652985363655,1.0
3.04,1.0,3.0,4.0,55.0,-40.5,-27.0,-50.0,20.0,-80.0,-6.0,15.0,9.5,-7.0,10.0,5.0,35.0,6.0,0.05,0.661914,1.4,0.3,1.0,-39.0,75.0,10.0,-45.0,-30.0,-35.0,-47.0,3.0,-90.0,-70.0,-0.013445136983631981,-0.0177147210816689,7.91825539035382e-05,0.10887209902589337,0.028484268545425347,0.014665660797263076,0.00047250223407867053,0.2692267378882026,0.0014221503426958824,0.19896396722600804,0.028490801921181863,0.9745027776472696,-69.97098640680318,1.0
3.0500000000000003,1.0,3.0,4.0,55.0,-40.5,-27.0,-50.0,20.0,-80.0,-6.0,15.0,9.5,-7.0,10.0,5.0,35.0,6.0,0.05,0.661914,1.4,0.3,1.0,-39.0,75.0,10.0,-45.0,-30.0,-35.0,-47.0,3.0,-90.0,-70.0,-0.013467417437736497,-0.017746664010247225,7.938005017178763e-05,0.10895347674826564,0.028493793248071133,0.014674090618739444,0.0004733752292885256,0.26928124239364987,0.0014222324784757322,0.19893677531184797,0.028506579565720377,0.974479581013904,-69.96544610019794,1.0
3.06,1.0,3.0,4.0,55.0,-40.5,-27.0,-50.0,20.0,-80.0,-6.0,15.0,9.5,-7.0,10.0,5.0,35.0,6.0,0.05,0.661914,1.4,0.3,1.0,-39.0,75.0,10.0,-45.0,-30.0,-35.0,-47.0,3.0,-90.0,-70.0,-0.013489722081937987,-0.01777864633527933,7.957793223503578e-05,0.10903481046266654,0.02850332020226203,0.014682520435408422,0.00047424934091107925,0.26933572299345976,0.0014223149038799187,0.1989095196319693,0.02852235803967119,0.9744564083961861,-69.95990893120215,1.0
3.0700000000000003,1.0,3.0,4.0,55.0,-40.5,-27.0,-50.0,20.0,-80.0,-6.0,15.0,9.5,-7.0,10.0,5.0,35.0,6.0,0.05,0.661914,1.4,0.3,1.0,-39.0,75.0,10.0,-45.0,-30.0,-35.0,-47.0,3.0,-90.0,-70.0,-0.013512050920636638,-0.017810668077430033,7.977620034079413e-05,0.10911610011402474,0.028512849418216617,0.01469095024576722,0.00047512456959011894,0.26939017970081197,0.0014223976190311314,0.19888220032687595,0.028538137316268745,0.9744332594665689,-69.95437489719774,1.0
3.08,1.0,3.0,4.0,55.0,-40.5,-27.0,-50.0,20.0,-80.0,-6.0,15.0,9.5,-7.0,10.0,5.0,35.0,6.0,0.05,0.661914,1.4,0.3,1.0,-39.0,75.0,10.0,-45.0,-30.0,-35.0,-47.0,3.0,-90.0,-70.0,-0.013534403958254542,-0.017842729257358525,7.997485473944203e-05,0.10919734564746077,0.02852238090614922,0.01469938004831815,0.00047600091596929924,0.2694446125289014,0.0014224806240519866,0.19885481753683792,0.028553917369165908,0.9744101339014231,-69.94884399556726,1.0
3.09,1.0,3.0,4.0,55.0,-40.5,-27.0,-50.0,20.0,-80.0,-6.0,15.0,9.5,-7.0,10.0,5.0,35.0,6.0,0.05,0.661914,1.4,0.3,1.0,-39.0,75.0,10.0,-45.0,-30.0,-35.0,-47.0,3.0,-90.0,-70.0,-0.01355678119923561,-0.017874829895718956,8.01738956841857e-05,0.10927854700828822,0.028531914676270014,0.01470780984156866,0.0004768783806921566,0.26949902149093913,0.001422563919065027,0.19882737140189138,0.028569698172426942,0.9743870313809907,-69.94331622369386,1.0
3.1,1.0,3.0,4.0,55.0,-40.5,-27.0,-50.0,20.0,-80.0,-6.0,15.0,9.5,-7.0,10.0,5.0,35.0,6.0,0.05,0.661914,1.4,0.3,1.0,-39.0,75.0,10.0,-45.0,-30.0,-35.0,-47.0,3.0,-90.0,-70.0,-0.013579182648045373,-0.01790697001316004,8.037332343101713e-05,0.10935970414201243,0.028541450738784925,0.014716239624031353,0.00047775696440210003,0.2695534066001514,0.001422647504192722,0.1987998620618391,0.02858547970052058,0.97436395158934,-69.9377915789613,1.0
3.11,1.0,3.0,4.0,55.0,-40.5,-27.0,-50.0,20.0,-80.0,-6.0,15.0,9.5,-7.0,10.0,5.0,35.0,6.0,0.05,0.661914,1.4,0.3,1.0,-39.0,75.0,10.0,-45.0,-30.0,-35.0,-47.0,3.0,-90.0,-70.0,-0.013601608309170603,-0.01793914963032526,8.057313823867401e-05,0.10944081699433068,0.028550989103895655,0.014724669394223915,0.0004786366677424153,0.2696077678697801,0.0014227313795574684,0.19877228965625082,0.028601261928313224,0.9743408942143197,-69.93227005875399,1.0
3.12,1.0,3.0,4.0,55.0,-40.5,-27.0,-50.0,20.0,-80.0,-6.0,15.0,9.5,-7.0,10.0,5.0,35.0,6.0,0.05,0.661914,1.4,0.3,1.0,-39.0,75.0,10.0,-45.0,-30.0,-35.0,-47.0,3.0,-90.0,-70.0,-0.01362405818711932,-0.017971368767853102,8.077334036860012e-05,0.10952188551113237,0.02856052978179973,0.01473309915066919,0.0004795174913562724,0.2696621053130826,0.0014228155452815892,0.19874465432446353,0.028617044831062262,0.9743178589475152,-69.92675166045693,1.0
3.13,1.0,3.0,4.0,55.0,-40.5,-27.0,-50.0,20.0,-80.0,-6.0,15.0,9.5,-7.0,10.0,5.0,35.0,6.0,0.05,0.661914,1.4,0.3,1.0,-39.0,75.0,10.0,-45.0,-30.0,-35.0,-47.0,3.0,-90.0,-70.0,-0.013646532286420545,-0.01800362744637702,8.097393008490657e-05,0.10960290963849874,0.02857007278269047,0.014741528891895176,0.0004803994358867237,0.2697164189433319,0.001422900001487335,0.19871695620558183,0.028632828384409496,0.974294845484204,-69.92123638145574,1.0
3.14,1.0,3.0,4.0,55.0,-40.5,-27.0,-50.0,20.0,-80.0,-6.0,15.0,9.5,-7.0,10.0,5.0,35.0,6.0,0.05,0.661914,1.4,0.3,1.0,-39.0,75.0,10.0,-45.0,-30.0,-35.0,-47.0,3.0,-90.0,-70.0,-0.013669030611623919,-0.01803592568652539,8.117490765433305e-05,0.10968388932270208,0.028579618116756956,0.01474995861643495,0.00048128250197670324,0.2697707087738161,0.001422984748296883,0.1986891954384782,0.028648612564374686,0.9742718535233121,-69.91572421913669,1.0
3.15,1.0,3.0,4.0,55.0,-40.5,-27.0,-50.0,20.0,-80.0,-6.0,15.0,9.5,-7.0,10.0,5.0,35.0,6.0,0.05,0.661914,1.4,0.3,1.0,-39.0,75.0,10.0,-45.0,-30.0,-35.0,-47.0,3.0,-90.0,-70.0,-0.013691553167299733,-0.01806826350892178,8.137627334621039e-05,0.10976482451020662,0.028589165794184097,0.014758388322826754,0.00048216669026903384,0.2698249748178389,0.0014230697858323381,0.1986613721617935,0.02866439734734921,0.9742488827673716,-69.91021517088664,1.0
3.16,1.0,3.0,4.0,55.0,-40.5,-27.0,-50.0,20.0,-80.0,-6.0,15.0,9.5,-7.0,10.0,5.0,35.0,6.0,0.05,0.661914,1.4,0.3,1.0,-39.0,75.0,10.0,-45.0,-30.0,-35.0,-47.0,3.0,-90.0,-70.0,-0.013714099958038586,-0.01810064093418491,8.157802743242314e-05,0.10984571514766754,0.028598715825152575,0.01476681800961394,0.000483052001406426,0.2698792170887192,0.001423155114215732,0.19863348651393703,0.028680182710089815,0.9742259329224776,-69.9047092340931,1.0
3.17,1.0,3.0,4.0,55.0,-40.5,-27.0,-50.0,20.0,-80.0,-6.0,15.0,9.5,-7.0,10.0,5.0,35.0,6.0,0.05,0.661914,1.4,0.3,1.0,-39.0,75.0,10.0,-45.0,-30.0,-35.0,-47.0,3.0,-90.0,-70.0,-0.01373667098845132,-0.01813305798292881,8.178017018737294e-05,0.10992656118193142,0.02860826821983889,0.014775247675345025,0.00048393843603148224,0.2699334355997914,0.0014232407335690242,0.19860553863308714,0.028695968629712496,0.9742030036982463,-69.89920640614419,1.0
3.18,1.0,3.0,4.0,55.0,-40.5,-27.0,-50.0,20.0,-80.0,-6.0,15.0,9.5,-7.0,10.0,5.0,35.0,6.0,0.05,0.661914,1.4,0.3,1.0,-39.0,75.0,10.0,-45.0,-30.0,-35.0,-47.0,3.0,-90.0,-70.0,-0.013759266263168667,-0.018165514675762794,8.19827018879425e-05,0.11000736256003564,0.028617822988415323,0.014783677318573617,0.00048482599478669636,0.26998763036440493,0.001423326644014101,0.19857752865719136,0.02871175508368648,0.9741800948077737,-69.89370668442865,1.0
3.19,1.0,3.0,4.0,55.0,-40.5,-27.0,-50.0,20.0,-80.0,-6.0,15.0,9.5,-7.0,10.0,5.0,35.0,6.0,0.05,0.661914,1.4,0.3,1.0,-39.0,75.0,10.0,-45.0,-30.0,-35.0,-47.0,3.0,-90.0,-70.0,-0.013781885786841145,-0.018198011033291536,8.218562281346001e-05,0.11008811922920807,0.028627380141049947,0.014792106937858459,0.0004857146783144554,0.27004180139592443,0.001423412845672777,0.19854945672396684,0.028727542049828296,0.9741572059675945,-69.88821006633589,1.0
3.2,1.0,3.0,4.0,55.0,-40.5,-27.0,-50.0,20.0,-80.0,-6.0,15.0,9.5,-7.0,10.0,5.0,35.0,6.0,0.05,0.661914,1.4,0.3,1.0,-39.0,75.0,10.0,-45.0,-30.0,-35.0,-47.0,3.0,-90.0,-70.0,-0.013804529564139021,-0.018230547076115353,8.238893324566419e-05,0.11016883113686803,0.028636939687906676,0.014800536531763477,0.0004866044872570474,0.27009594870773,0.0014234993386667938,0.19852132297090067,0.028743329506295958,0.9741343368976416,-69.88271654925589,1.0
3.21,1.0,3.0,4.0,55.0,-40.5,-27.0,-50.0,20.0,-80.0,-6.0,15.0,9.5,-7.0,10.0,5.0,35.0,6.0,0.05,0.661914,1.4,0.3,1.0,-39.0,75.0,10.0,-45.0,-30.0,-35.0,-47.0,3.0,-90.0,-70.0,-0.013827197599751796,-0.018263122824830034,8.259263346866963e-05,0.11024949823062472,0.028646501639145203,0.014808966098857663,0.0004874954222566569,0.27015007231321664,0.001423586123117821,0.19849312753525014,0.02875911743158325,0.9741114873212058,-69.8772261305793,1.0
3.22,1.0,3.0,4.0,55.0,-40.5,-27.0,-50.0,20.0,-80.0,-6.0,15.0,9.5,-7.0,10.0,5.0,35.0,6.0,0.05,0.661914,1.4,0.3,1.0,-39.0,75.0,10.0,-45.0,-30.0,-35.0,-47.0,3.0,-90.0,-70.0,-0.013849889898388347,-0.018295738300026926,8.279672376893312e-05,0.11033012045827785,0.028656066004921012,0.014817395637715189,0.000488387483955367,0.27020417222579446,0.001423673199147456,0.19846487055404316,0.028774905804514108,0.9740886569648964,-69.87173880769741,1.0
3.23,1.0,3.0,4.0,55.0,-40.5,-27.0,-50.0,20.0,-80.0,-6.0,15.0,9.5,-7.0,10.0,5.0,35.0,6.0,0.05,0.661914,1.4,0.3,1.0,-39.0,75.0,10.0,-45.0,-30.0,-35.0,-47.0,3.0,-90.0,-70.0,-0.013872606464776513,-0.01832839352229329,8.300120443522005e-05,0.11041069776781749,0.028665632795385424,0.014825825146915323,0.000489280672995169,0.2702582484588888,0.001423760566877224,0.19843655216407854,0.0287906946042371,0.9740658455586021,-69.86625457800211,1.0
3.24,1.0,3.0,4.0,55.0,-40.5,-27.0,-50.0,20.0,-80.0,-6.0,15.0,9.5,-7.0,10.0,5.0,35.0,6.0,0.05,0.661914,1.4,0.3,1.0,-39.0,75.0,10.0,-45.0,-30.0,-35.0,-47.0,3.0,-90.0,-70.0,-0.01389534730366309,-0.01836108851221192,8.320607575857135e-05,0.11049123010742327,0.028675202020685527,0.014834254625042492,0.0004901749900179523,0.27031230102593967,0.0014238482264285783,0.19840817250192633,0.028806483810219986,0.9740430528354522,-69.86077343888597,1.0
3.25,1.0,3.0,4.0,55.0,-40.5,-27.0,-50.0,20.0,-80.0,-6.0,15.0,9.5,-7.0,10.0,5.0,35.0,6.0,0.05,0.661914,1.4,0.3,1.0,-39.0,75.0,10.0,-45.0,-30.0,-35.0,-47.0,3.0,-90.0,-70.0,-0.013918112419813538,-0.018393823290361683,8.341133803227144e-05,0.1105717174254652,0.028684773690964248,0.014842684070686236,0.000491070435665519,0.2703663299404024,0.0014239361779229001,0.19837973170392809,0.028822273402244403,0.9740202785317784,-69.85529538774216,1.0
3.2600000000000002,1.0,3.0,4.0,55.0,-40.5,-27.0,-50.0,20.0,-80.0,-6.0,15.0,9.5,-7.0,10.0,5.0,35.0,6.0,0.05,0.661914,1.4,0.3,1.0,-39.0,75.0,10.0,-45.0,-30.0,-35.0,-47.0,3.0,-90.0,-70.0,-0.013940901818011914,-0.01842659787731732,8.361699155181606e-05,0.11065215967050294,0.028694347816360325,0.014851113482441254,0.0004919670105795784,0.27042033521574715,0.0014240244214814989,0.19835122990619736,0.02883806336040061,0.9739975223870772,-69.8498204219645,1.0
3.27,1.0,3.0,4.0,55.0,-40.5,-27.0,-50.0,20.0,-80.0,-6.0,15.0,9.5,-7.0,10.0,5.0,35.0,6.0,0.05,0.661914,1.4,0.3,1.0,-39.0,75.0,10.0,-45.0,-30.0,-35.0,-47.0,3.0,-90.0,-70.0,-0.013963715503060576,-0.0184594122936496,8.382303661488075e-05,0.11073255679128557,0.028703924407008287,0.014859542858907348,0.0004928647154017509,0.27047431686545903,0.001424112957225612,0.19832266724461983,0.02885385366508233,0.9739747841439722,-69.84434853894744,1.0
3.2800000000000002,1.0,3.0,4.0,55.0,-40.5,-27.0,-50.0,20.0,-80.0,-6.0,15.0,9.5,-7.0,10.0,5.0,35.0,6.0,0.05,0.661914,1.4,0.3,1.0,-39.0,75.0,10.0,-45.0,-30.0,-35.0,-47.0,3.0,-90.0,-70.0,-0.013986553479780088,-0.018492266559925336,8.402947352129007e-05,0.11081290873675147,0.02871350347303848,0.014867972198689454,0.0004937635507735693,0.2705282749030379,0.001424201785276406,0.1982940438548538,0.028869644296981713,0.9739520635481778,-69.83887973608611,1.0
3.29,1.0,3.0,4.0,55.0,-40.5,-27.0,-50.0,20.0,-80.0,-6.0,15.0,9.5,-7.0,10.0,5.0,35.0,6.0,0.05,0.661914,1.4,0.3,1.0,-39.0,75.0,10.0,-45.0,-30.0,-35.0,-47.0,3.0,-90.0,-70.0,-0.014009415753009083,-0.018525160696707534,8.423630257298701e-05,0.11089321545602837,0.028723085024577072,0.014876401500397651,0.0004946635173364814,0.27058220934199834,0.0014242909057549746,0.19826535987233043,0.02888543523708433,0.9739293603484621,-69.83341401077625,1.0
3.3000000000000003,1.0,3.0,4.0,55.0,-40.5,-27.0,-50.0,20.0,-80.0,-6.0,15.0,9.5,-7.0,10.0,5.0,35.0,6.0,0.05,0.661914,1.4,0.3,1.0,-39.0,75.0,10.0,-45.0,-30.0,-35.0,-47.0,3.0,-90.0,-70.0,-0.0140323023276041,-0.018558094724555513,8.444352407400307e-05,0.11097347689843329,0.02873266907174605,0.014884830762647166,0.000495564615731855,0.2706361201958701,0.0014243803187823413,0.19823661543225407,0.0289012264666643,0.9739066742966114,-69.82795136041425,1.0
3.31,1.0,3.0,4.0,55.0,-40.5,-27.0,-50.0,20.0,-80.0,-6.0,15.0,9.5,-7.0,10.0,5.0,35.0,6.0,0.05,0.661914,1.4,0.3,1.0,-39.0,75.0,10.0,-45.0,-30.0,-35.0,-47.0,3.0,-90.0,-70.0,-0.014055213208439308,-0.018591068664024858,8.465113833042853e-05,0.1110536930134719,0.0287422556246632,0.014893259984058325,0.0004964668466009753,0.2706900074781973,0.0014244700244794573,0.1982078106696026,0.02891701796727948,0.9738840051473941,-69.82249178239714,1.0
3.3200000000000003,1.0,3.0,4.0,55.0,-40.5,-27.0,-50.0,20.0,-80.0,-6.0,15.0,9.5,-7.0,10.0,5.0,35.0,6.0,0.05,0.661914,1.4,0.3,1.0,-39.0,75.0,10.0,-45.0,-30.0,-35.0,-47.0,3.0,-90.0,-70.0,-0.014078148400406498,-0.018624082535667604,8.485914565038343e-05,0.11113386375083868,0.02875184469344215,0.014901689163256612,0.0004973702105850503,0.27074387120253895,0.0014245600229672029,0.1981789457191278,0.02893280972076674,0.9738613526585261,-69.8170352741226,1.0
3.33,1.0,3.0,4.0,55.0,-40.5,-27.0,-50.0,20.0,-80.0,-6.0,15.0,9.5,-7.0,10.0,5.0,35.0,6.0,0.05,0.661914,1.4,0.3,1.0,-39.0,75.0,10.0,-45.0,-30.0,-35.0,-47.0,3.0,-90.0,-70.0,-0.014101107908414864,-0.018657136360032238,8.506754634398899e-05,0.11121398906041693,0.028761436288192336,0.014910118298872644,0.000498274708325211,0.2707977113824688,0.0014246503143663873,0.19815002071535562,0.02894860170923733,0.9738387165906355,-69.81158183298898,1.0
3.34,1.0,3.0,4.0,55.0,-40.5,-27.0,-50.0,20.0,-80.0,-6.0,15.0,9.5,-7.0,10.0,5.0,35.0,6.0,0.05,0.661914,1.4,0.3,1.0,-39.0,75.0,10.0,-45.0,-30.0,-35.0,-47.0,3.0,-90.0,-70.0,-0.01412409173739074,-0.018690230157663763,8.527634072333908e-05,0.11129406889227807,0.02877103041901901,0.014918547389542134,0.000499180340462513,0.2708515280315749,0.0014247408987977483,0.1981210357925865,0.0289643939150723,0.9738160967072285,-69.80613145639525,1.0
3.35,1.0,3.0,4.0,55.0,-40.5,-27.0,-50.0,20.0,-80.0,-6.0,15.0,9.5,-7.0,10.0,5.0,35.0,6.0,0.05,0.661914,1.4,0.3,1.0,-39.0,75.0,10.0,-45.0,-30.0,-35.0,-47.0,3.0,-90.0,-70.0,-0.014147099892277666,-0.018723363949103948,8.548552910247281e-05,0.11137410319668202,0.028780627096023265,0.014926976433905966,0.0005000871076379435,0.2709053211634603,0.0014248317763819532,0.19809199108489572,0.028980186320918037,0.9737934927746553,-69.80068414174104,1.0
3.36,1.0,3.0,4.0,55.0,-40.5,-27.0,-50.0,20.0,-80.0,-6.0,15.0,9.5,-7.0,10.0,5.0,35.0,6.0,0.05,0.661914,1.4,0.3,1.0,-39.0,75.0,10.0,-45.0,-30.0,-35.0,-47.0,3.0,-90.0,-70.0,-0.014170132378036058,-0.018756537754891146,8.569511179734676e-05,0.11145409192407668,0.028790226329301994,0.014935405430610135,0.0005009950104924154,0.27095909079174224,0.0014249229472395976,0.19806288672613376,0.028995978909681832,0.9737709045620769,-69.79523988642666,1.0
3.37,1.0,3.0,4.0,55.0,-40.5,-27.0,-50.0,20.0,-80.0,-6.0,15.0,9.5,-7.0,10.0,5.0,35.0,6.0,0.05,0.661914,1.4,0.3,1.0,-39.0,75.0,10.0,-45.0,-30.0,-35.0,-47.0,3.0,-90.0,-70.0,-0.014193189199643191,-0.018789751595560608,8.590508912580836e-05,0.11153403502509796,0.028799828128947942,0.014943834378305793,0.0005019040496667776,0.27101283693005274,0.0014250144114912068,0.19803372284992654,0.029011771664527588,0.9737483318414315,-69.78979868785302,1.0
3.38,1.0,3.0,4.0,55.0,-40.5,-27.0,-50.0,20.0,-80.0,-6.0,15.0,9.5,-7.0,10.0,5.0,35.0,6.0,0.05,0.661914,1.4,0.3,1.0,-39.0,75.0,10.0,-45.0,-30.0,-35.0,-47.0,3.0,-90.0,-70.0,-0.014216270362092874,-0.018823005491644375,8.611546140756906e-05,0.1116139324505694,0.02880943250504966,0.014952263275649177,0.0005028142258018105,0.271066559592038,0.0014251061692572354,0.19800449958967586,0.02902756456887152,0.9737257743874017,-69.78436054342174,1.0
3.39,1.0,3.0,4.0,55.0,-40.5,-27.0,-50.0,20.0,-80.0,-6.0,15.0,9.5,-7.0,10.0,5.0,35.0,6.0,0.05,0.661914,1.4,0.3,1.0,-39.0,75.0,10.0,-45.0,-30.0,-35.0,-47.0,3.0,-90.0,-70.0,-0.014239375870395612,-0.018856299463671566,8.632622896417848e-05,0.11169378415150275,0.028819039467691567,0.014960692121301732,0.0005037255395382343,0.2711202587913592,0.0014251982206580673,0.19797521707855958,0.029043357606378016,0.9737032319773825,-69.77892545053506,1.0
3.4,1.0,3.0,4.0,55.0,-40.5,-27.0,-50.0,20.0,-80.0,-6.0,15.0,9.5,-7.0,10.0,5.0,35.0,6.0,0.05,0.661914,1.4,0.3,1.0,-39.0,75.0,10.0,-45.0,-30.0,-35.0,-47.0,3.0,-90.0,-70.0,-0.01426250572957802,-0.018889633532168156,8.653739211899835e-05,0.11177359007909628,0.02882864902695386,0.014969120913929941,0.0005046379915167034,0.2711739345416912,0.0014252905658140155,0.1979458754495321,0.02905915076095549,0.973680704391449,-69.77349340659589,1.0
3.41,1.0,3.0,4.0,55.0,-40.5,-27.0,-50.0,20.0,-80.0,-6.0,15.0,9.5,-7.0,10.0,5.0,35.0,6.0,0.05,0.661914,1.4,0.3,1.0,-39.0,75.0,10.0,-45.0,-30.0,-35.0,-47.0,3.0,-90.0,-70.0,-0.01428565994468307,-0.01892300771765733,8.67489511971773e-05,0.11185335018473608,0.02883826119291259,0.01497754965220547,0.0005055515823778155,0.2712275868567236,0.0014253832048453231,0.19791647483532454,0.029074944016752355,0.973658191412325,-69.76806440900782,1.0
3.42,1.0,3.0,4.0,55.0,-40.5,-27.0,-50.0,20.0,-80.0,-6.0,15.0,9.5,-7.0,10.0,5.0,35.0,6.0,0.05,0.661914,1.4,0.3,1.0,-39.0,75.0,10.0,-45.0,-30.0,-35.0,-47.0,3.0,-90.0,-70.0,-0.014308838520769869,-0.018956422040659535,8.696090652562603e-05,0.11193306441999543,0.028847875975639672,0.01498597833480513,0.000506466312762113,0.27128121575016034,0.0014254761378721626,0.1978870153684452,0.029090737358153065,0.9736356928253512,-69.76263845517506,1.0
