Time,Rec,Rec_i,IL13_Rec,p_IL13_Rec,p_IL13_Rec_i,JAK2,pJAK2,SHP1,STAT5,pSTAT5,SOCS3mRNA,DecoyR,IL13_DecoyR,SOCS3,CD274mRNA,IL13,IL13stimulation,Kon_IL13Rec,Rec_phosphorylation,pRec_intern,pRec_degradation,Rec_intern,Rec_recycle,JAK2_phosphorylation,pJAK2_dephosphorylation,STAT5_phosphorylation,pSTAT5_dephosphorylation,SOCS3mRNA_production,DecoyR_binding,JAK2_p_inhibition,SOCS3_translation,SOCS3_accumulation,SOCS3_degradation,CD274mRNA_production,cell,reaction_1,reaction_2,reaction_3,reaction_4,reaction_5,reaction_6,reaction_7,reaction_8,reaction_9,reaction_10,reaction_11,reaction_12,reaction_13,reaction_14,reaction_15,reaction_16
1.79,1.3146835798052745,113.16118594024078,0.0020186135808236824,0.014825539316867415,0.001204577695439773,2.7933350208805314,0.006664979119467197,91.0,164.97465271741626,0.025347282583741616,2.4841285345218033e-05,0.3398285728498134,0.0,2.8438447414585613e-05,0.0,2.265,1.0,0.00341992,999.631,0.15254,0.172928,0.103346,0.00135598,0.157057,0.000621906,0.0382596,0.000343392,0.00215826,0.000124391,0.0168268,11.9086,3.70803,0.0429186,8.21752e-05,1.0,0.010183695193580937,0.1358672892385559,0.1534443049112477,0.013449052834054528,0.0008855912294718062,0.006504151025205062,0.0022614877673949557,0.00020830521171700904,0.00037719413588869436,0.042068443251921925,0.0007920689195506542,9.574521025214299e-05,5.470602610918618e-05,7.977900633193438e-05,1.2205383492076341e-06,2.0829180157754843e-06
1.8,1.3147574707672018,113.16101020946454,0.001986341090966136,0.014936951655308355,0.0012251768175127458,2.7932647425456603,0.006735257454338119,91.0,164.97423780259143,0.025762197408579414,2.5392815333993835e-05,0.33982761539905965,0.0,2.9232694577043962e-05,0.0,2.265,1.0,0.00341992,999.631,0.15254,0.172928,0.103346,0.00135598,0.157057,0.000621906,0.0382596,0.000343392,0.00215826,0.000124391,0.0168268,11.9086,3.70803,0.0429186,8.21752e-05,1.0,0.010184267561750273,0.13587492557390723,0.1534440666238297,0.013373581966409698,0.0008714109449841351,0.006552864065659356,0.0022784826055007364,0.0002118673766988441,0.0003811714290381818,0.042511923640775606,0.0008050344568199481,9.574494049459155e-05,5.560152017904061e-05,8.155025981335402e-05,1.254626325474319e-06,2.1170137244894953e-06
1.81,1.3148312773066557,113.16083455739034,0.0019548230857894472,0.015047445985422708,0.001245909446285513,2.7931941591146474,0.0068058408853510005,91.0,164.97381857367517,0.026181426324815488,2.5953346786290436e-05,0.33982665795100353,0.0,3.004445393529632e-05,0.0,2.265,1.0,0.00341992,999.631,0.15254,0.172928,0.103346,0.00135598,0.157057,0.000621906,0.0382596,0.000343392,0.00215826,0.000124391,0.0168268,11.9086,3.70803,0.0429186,8.21752e-05,1.0,0.0101848392759731,0.13588255318453363,0.15344382844313015,0.013299305625602777,0.0008575622646586509,0.006601171200807948,0.00229533741061638,0.00021545262872726118,0.000385165988629704,0.0429573263907616,0.0008181348037163246,9.574467073780015e-05,5.6506325179796275e-05,8.335042119854266e-05,1.2894659006674087e-06,2.151463944526978e-06
1.82,1.3149049995184368,113.16065898392995,0.0019240473822623948,0.01515703587423016,0.0012667739617479897,2.7931232714999337,0.006876728500064483,91.0,164.97339501282391,0.026604987176073475,2.6522973004145318e-05,0.3398257005056449,0.0,3.087400848851046e-05,0.0,2.265,1.0,0.00341992,999.631,0.15254,0.172928,0.103346,0.00135598,0.157057,0.000621906,0.0382596,0.000343392,0.00215826,0.000124391,0.0168268,11.9086,3.70803,0.0429186,8.21752e-05,1.0,0.010185410336983754,0.13589017208023235,0.15344359036902933,0.013226269174186183,0.0008440398237607029,0.006649078398982584,0.002312054252255069,0.00021906068765715638,0.00038917776302506034,0.04340464568839186,0.0008313705178293262,9.574440098176875e-05,5.7420479622632337e-05,8.517979010307131e-05,1.3250692207149851e-06,2.186270142191273e-06
1.83,1.314978637497239,113.1604834889952,0.0018940013798714054,0.015265735283239802,0.0012877687697156737,2.7930520806073416,0.0069479193926568145,91.0,164.9729671022574,0.02703289774258721,2.7101787673791402e-05,0.3398247430629839,0.0,3.172164411729073e-05,0.0,2.265,1.0,0.00341992,999.631,0.15254,0.172928,0.103346,0.00135598,0.157057,0.000621906,0.0382596,0.000343392,0.00215826,0.000124391,0.0168268,11.9086,3.70803,0.0429186,8.21752e-05,1.0,0.010185980745515747,0.13589778227078966,0.1534433524014077,0.013154513109796956,0.0008308380747281468,0.006696591801267665,0.0023286352601053994,0.000222691277809392,0.0003932067009606762,0.04385387576153999,0.0008447421547676481,9.57441312264974e-05,5.834402188191627e-05,8.70386673755686e-05,1.361448555212354e-06,2.2214337785766528e-06
1.84,1.3150521913376503,113.160308072498,0.0018646721168655324,0.015373558511569105,0.0013088923024194195,2.7929805873361806,0.007019412663817402,91.0,164.97253482425836,0.02746517574164239,2.768988486428558e-05,0.33982378562302035,0.0,3.258764959479008e-05,0.0,2.265,1.0,0.00341992,999.631,0.15254,0.172928,0.103346,0.00135598,0.157057,0.000621906,0.0382596,0.000343392,0.00215826,0.000124391,0.0168268,11.9086,3.70803,0.0429186,8.21752e-05,1.0,0.01018655050230177,0.1359053837659808,0.15344311454014584,0.013084073265759924,0.0008179513118741008,0.006743717696518766,0.0023450826153547516,0.00022634412807278535,0.0003972527515414663,0.044305010878756435,0.0008582502681729399,9.574386147198604e-05,5.9276990196157104e-05,8.892735509329953e-05,1.3986162978989575e-06,2.256956309604612e-06
1.85,1.3151256611341524,113.16013273435041,0.0018360463039799367,0.015480520163116598,0.0013301430175392728,2.7929087925794223,0.0070912074205758385,91.0,164.97209816117208,0.02790183882790605,2.828735902631503e-05,0.33982282818575443,0.0,3.3472316596896676e-05,0.0,2.265,1.0,0.00341992,999.631,0.15254,0.172928,0.103346,0.00135598,0.157057,0.000621906,0.0382596,0.000343392,0.00215826,0.000124391,0.0168268,11.9086,3.70803,0.0429186,8.21752e-05,1.0,0.010187119608073687,0.1359129765755701,0.15344287678512447,0.013014980874573681,0.0008053736862072039,0.006790462506935989,0.002361398545681806,0.00023001897173703136,0.000401315864231158,0.04475804534818896,0.0008718954097301007,9.574359171823473e-05,6.0219422668716515e-05,9.084615655831491e-05,1.4365849670955698e-06,2.2928391860509456e-06
1.86,1.3151990469811208,113.15995747446455,0.0018081102422512784,0.015586635240748397,0.0013515193859218377,2.7928366972244167,0.007163302775581272,91.0,164.97165709540695,0.028342904593049965,2.8894304992295882e-05,0.33982187075118603,0.0,3.437593970572339e-05,0.0,2.265,1.0,0.00341992,999.631,0.15254,0.172928,0.103346,0.00135598,0.157057,0.000621906,0.0382596,0.000343392,0.00215826,0.000124391,0.0168268,11.9086,3.70803,0.0429186,8.21752e-05,1.0,0.010187688063562543,0.1359205607093109,0.15344263913622444,0.01294726181370338,0.000793099169408678,0.006836832829353353,0.0023775853396237607,0.00023371554436869154,0.0004053959888115088,0.04521297351303419,0.0008856781291555118,9.574332196524344e-05,6.117135726699602e-05,9.279537629775112e-05,1.4753672058540598e-06,2.3290838535147996e-06
1.87,1.315272348972825,113.15978229275264,0.0017808500533864876,0.01569191889798397,0.0013730199098132003,2.7927643021521344,0.007235697847863938,91.0,164.97121160943271,0.028788390567277996,2.9510817972987053e-05,0.33982091331931513,0.0,3.529881643115654e-05,0.0,2.265,1.0,0.00341992,999.631,0.15254,0.172928,0.103346,0.00135598,0.157057,0.000621906,0.0382596,0.000343392,0.00215826,0.000124391,0.0168268,11.9086,3.70803,0.0429186,8.21752e-05,1.0,0.010188255869498562,0.13592813617694557,0.1534424015933267,0.012880938077977381,0.0007811216549078337,0.006882835326289326,0.002393645308698475,0.0002374335869641771,0.000409493075425404,0.04566978975634355,0.000899598974244764,9.574305221301215e-05,6.213283182573341e-05,9.477532005293787e-05,1.5149757828822351e-06,2.365691752544183e-06
1.88,1.3153455672034287,113.159607189127,0.0017542516967367,0.015796386424523228,0.0013946431202574525,2.7926916082374134,0.007308391762584747,91.0,164.97076168578045,0.02923831421955355,3.013699355648332e-05,0.33981995589014174,0.0,3.624124722007479e-05,0.0,2.265,1.0,0.00341992,999.631,0.15254,0.172928,0.103346,0.00135598,0.157057,0.000621906,0.0382596,0.000343392,0.00215826,0.000124391,0.0168268,11.9086,3.70803,0.0429186,8.21752e-05,1.0,0.010188823026611142,0.13593570298820554,0.15344216415631243,0.012816027789988992,0.0007694349653448933,0.006928476719582071,0.002409580785196773,0.00024117284549988075,0.00041360707456268467,0.04612848849944252,0.0009136584908797649,9.574278246154088e-05,6.310388404749364e-05,9.67862947761467e-05,1.5554235929395018e-06,2.402664318654657e-06
1.89,1.3154187017669898,113.1594321635001,0.0017283010024834063,0.015900053214008007,0.0014163875760780668,2.792618616349136,0.00738138365086177,91.0,164.97030730704208,0.029692692957925797,3.07729277070277e-05,0.33981899846366587,0.0,3.720353546650472e-05,0.0,2.265,1.0,0.00341992,999.631,0.15254,0.172928,0.103346,0.00135598,0.157057,0.000621906,0.0382596,0.000343392,0.00215826,0.000124391,0.0168268,11.9086,3.70803,0.0429186,8.21752e-05,1.0,0.010189389535628873,0.13594326115281133,0.15344192682506286,0.012752545337229292,0.0007580328671433794,0.006973763776233483,0.0024253941172647816,0.00024493307075602796,0.0004177379370503284,0.04658906420083511,0.0009278572230389331,9.574251271082961e-05,6.408455150337294e-05,9.882860862675905e-05,1.5967236572727294e-06,2.4400029823561443e-06
1.9,1.315491752757461,113.15925721578442,0.0017029837143254717,0.01600293472101409,0.0014382518641546927,2.792545327350332,0.007454672649666316,91.0,164.96984845587008,0.030151544129927852,3.141871676367923e-05,0.33981804103988755,0.0,3.818598752251357e-05,0.0,2.265,1.0,0.00341992,999.631,0.15254,0.172928,0.103346,0.00135598,0.157057,0.000621906,0.0382596,0.000343392,0.00215826,0.000124391,0.0168268,11.9086,3.70803,0.0429186,8.21752e-05,1.0,0.01018995539727952,0.13595081068047254,0.15344168959945934,0.012690501594331704,0.0007469090892472243,0.007018703289531886,0.0024410876623434893,0.00024871401836454267,0.00042188561404656754,0.04705151135554773,0.0009421957128096408,9.574224296087838e-05,6.507487163385809e-05,0.00010090257096696966,1.638889124083751e-06,2.4777091691856473e-06
1.91,1.3155647202686889,113.1590823458926,0.001678285312252801,0.016105046649691902,0.0014602345878136323,2.792471742098682,0.00752825790131635,91.0,164.969385114978,0.030614885022004296,3.207445744042901e-05,0.3398170836188067,0.0,3.9188912701301816e-05,0.0,2.265,1.0,0.00341992,999.631,0.15254,0.172928,0.103346,0.00135598,0.157057,0.000621906,0.0382596,0.000343392,0.00215826,0.000124391,0.0168268,11.9086,3.70803,0.0429186,8.21752e-05,1.0,0.010190520612290033,0.1359583515808879,0.15344145247938343,0.012629902508269815,0.0007360572454061374,0.007063302161774478,0.002456663815944003,0.00025251544680143583,0.00042605005701222017,0.047515824491931716,0.0009566745003703251,9.574197321168713e-05,6.607488174759099e-05,0.00010300849236214074,1.6819332686620921e-06,2.5157842996602076e-06
1.92,1.3156376043944147,113.15890755373736,0.0016541912523779147,0.016206404703093674,0.0014823343777603138,2.792397861446265,0.007602138553733578,91.0,164.96891726713923,0.03108273286077963,3.274024682356989e-05,0.3398161262004233,0.0,4.021262329508861e-05,0.0,2.265,1.0,0.00341992,999.631,0.15254,0.172928,0.103346,0.00135598,0.157057,0.000621906,0.0382596,0.000343392,0.00215826,0.000124391,0.0168268,11.9086,3.70803,0.0429186,8.21752e-05,1.0,0.010191085181386539,0.13596588386374517,0.15344121546471678,0.012570750775636939,0.0007254709393802666,0.007107567294307082,0.002472124973409909,0.00025633711927733555,0.0004302312177252393,0.0479819981732856,0.0009712941240301242,9.574170346325588e-05,6.708461902410625e-05,0.00010514668457233594,1.7258694941525902e-06,2.5542297893811386e-06
1.93,1.315710405228275,113.15873283923153,0.001630687062261484,0.016307024484717932,0.001504549895201206,2.792323686239562,0.007676313760435929,91.0,164.9684448951863,0.03155510481368889,3.34161823700177e-05,0.3398151687847374,0.0,4.125743458787186e-05,0.0,2.265,1.0,0.00341992,999.631,0.15254,0.172928,0.103346,0.00135598,0.157057,0.000621906,0.0382596,0.000343392,0.00215826,0.000124391,0.0168268,11.9086,3.70803,0.0429186,8.21752e-05,1.0,0.01019164910529436,0.1359734075387213,0.15344097855534117,0.012513046516420254,0.0007151438067546397,0.007151505544337418,0.0024874735148988736,0.00026017880427735415,0.0004344290482802877,0.04845002699780722,0.0009860551202485852,9.574143371558466e-05,6.810412051519218e-05,0.00010731746054691026,1.7707113321030374e-06,2.593047049085847e-06
1.94,1.3157831228638006,113.15855820228802,0.0016077583219470536,0.016406921520443818,0.001526879828788309,2.7922492173196773,0.0077507826803207575,91.0,164.96796798201092,0.03203201798910369,3.4102361906385136e-05,0.339814211371749,0.0,4.232366486413416e-05,0.0,2.265,1.0,0.00341992,999.631,0.15254,0.172928,0.103346,0.00135598,0.157057,0.000621906,0.0382596,0.000343392,0.00215826,0.000124391,0.0168268,11.9086,3.70803,0.0429186,8.21752e-05,1.0,0.010192212384737996,0.13598092261548234,0.1534407417511385,0.012456787104692465,0.0007050695066256166,0.007195123734551871,0.0025027118087285003,0.00026404027503270467,0.00043864350107646803,0.048919905597225304,0.0010009580236396008,9.574116396867344e-05,6.913342314516293e-05,0.00010952113442151644,1.8164724428378285e-06,2.6322374846581937e-06
1.95,1.3158557573944178,113.15838364281984,0.0015853907077773637,0.016506111214333517,0.0015493228949569945,2.792174455522435,0.007825544477563003,91.0,164.96748651056328,0.032513489436735495,3.479888362764214e-05,0.33981325396145806,0.0,4.341163541977568e-05,0.0,2.265,1.0,0.00341992,999.631,0.15254,0.172928,0.103346,0.00135598,0.157057,0.000621906,0.0382596,0.000343392,0.00215826,0.000124391,0.0168268,11.9086,3.70803,0.0429186,8.21752e-05,1.0,0.01019277502044114,0.1359884291036835,0.15344050505199083,0.012401967482738077,0.0006952417408201794,0.007238428633729734,0.0025178422046344346,0.00026792130957912315,0.00044287452881156,0.049391628636156364,0.0010160033669840123,9.57408942225222e-05,7.017256371172875e-05,0.00011175802151378336,1.8631666159271846e-06,2.6718024971616266e-06
1.96,1.3159283089134477,113.15820916074011,0.0015635698286413427,0.016604609019098025,0.0015718778311358175,2.7920994016785867,0.00790059832141158,91.0,164.96700046385274,0.032999536147246954,3.5505846096753233e-05,0.3398122965538645,0.0,4.45216705675114e-05,0.0,2.265,1.0,0.00341992,999.631,0.15254,0.172928,0.103346,0.00135598,0.157057,0.000621906,0.0382596,0.000343392,0.00215826,0.000124391,0.0168268,11.9086,3.70803,0.0429186,8.21752e-05,1.0,0.010193337013126665,0.13599592701296917,0.15344026845778036,0.012348578855960224,0.0006856541820890867,0.0072814270314947764,0.0025328670597732127,0.00027182168958265465,0.0004471220844704969,0.04986519081081969,0.0010311916812174636,9.574062447713096e-05,7.12215788851572e-05,0.00011402843832213167,1.9108077704187947e-06,2.711743482807248e-06
1.97,1.3160007775141063,113.15803475596203,0.0015422812805095964,0.016702430380814065,0.0015945433964524537,2.7920240566139056,0.007975943386092777,91.0,164.9665098249473,0.033490175052696004,3.62233482432874e-05,0.3398113391489685,0.0,4.5654097648089715e-05,0.0,2.265,1.0,0.00341992,999.631,0.15254,0.172928,0.103346,0.00135598,0.157057,0.000621906,0.0382596,0.000343392,0.00215826,0.000124391,0.0168268,11.9086,3.70803,0.0429186,8.21752e-05,1.0,0.010193898363516635,0.1360034163529728,0.1534400319683894,0.012296609055097244,0.000676300498032465,0.007324125714062209,0.0025477887302893776,0.0002757412004617299,0.0004513861213198987,0.050340586848427446,0.0010465234954442802,9.574035473249972e-05,7.228050520923167e-05,0.00011633270252128943,1.959409955319303e-06,2.752061832990305e-06
1.98,1.3160731632895055,113.15786042839892,0.0015215109372505615,0.016799590439285157,0.0016173183805536337,2.791948421149169,0.008051578850829558,91.0,164.96601457697213,0.033985423027881385,3.6951489360916256e-05,0.33981038174676986,0.0,4.68092470478128e-05,0.0,2.265,1.0,0.00341992,999.631,0.15254,0.172928,0.103346,0.00135598,0.157057,0.000621906,0.0382596,0.000343392,0.00215826,0.000124391,0.0168268,11.9086,3.70803,0.0429186,8.21752e-05,1.0,0.010194459072332308,0.13601089713331724,0.15343979558370036,0.012246044825082803,0.0006671744786293037,0.0073665313328405875,0.002562609525608558,0.0002796796329123788,0.0004556665929091646,0.050817811507305896,0.001061999336979512,9.574008498862847e-05,7.334937910415527e-05,0.0001186711329542373,2.0089873503462584e-06,2.7927589344007585e-06
1.99,1.3161454663326524,113.15768617796418,0.001501244852967051,0.016896104130159097,0.0016402015990844973,2.791872496100328,0.008127503899670334,91.0,164.9655147031098,0.034485296890206116,3.7690369106740215e-05,0.3398094243472687,0.0,4.798745220569624e-05,0.0,2.265,1.0,0.00341992,999.631,0.15254,0.172928,0.103346,0.00135598,0.157057,0.000621906,0.0382596,0.000343392,0.00215826,0.000124391,0.0168268,11.9086,3.70803,0.0429186,8.21752e-05,1.0,0.010195019140294127,0.13601836936361428,0.15343955930359585,0.012196871090066288,0.0006582699934045252,0.0074086504492189625,0.002577331724014469,0.00028363678212648395,0.00045996345306078244,0.05129685957581479,0.001077619731344671,9.573981524551721e-05,7.442823686625625e-05,0.00012104404963002398,2.0595542662353948e-06,2.8338361690120657e-06
2.0,1.3162176867364495,113.15751200457132,0.0014814692965567622,0.016991986150302556,0.001663191893708585,2.7917962822786158,0.00820371772138259,91.0,164.96501018659995,0.034989813400045394,3.8440087499992526e-05,0.33980846695046496,0.0,4.918904962415507e-05,0.0,2.265,1.0,0.00341992,999.631,0.15254,0.172928,0.103346,0.00135598,0.157057,0.000621906,0.0382596,0.000343392,0.00215826,0.000124391,0.0168268,11.9086,3.70803,0.0429186,8.21752e-05,1.0,0.010195578568121722,0.1360258330534651,0.1534393231279586,0.012149071259711748,0.0006495810065791685,0.00745048951938905,0.002591957567367152,0.0002876124477952382,0.0004642766558643086,0.05177772587167578,0.0010933852022792232,9.573954550316594e-05,7.551711466878197e-05,0.00012345177371958347,2.111125145199262e-06,2.8752949141114105e-06
2.01,1.3162898245936954,113.15733790813391,0.0014621706705809352,0.017087251041711708,0.0016862881292946988,2.791719780490632,0.008280219509366398,91.0,164.96450101073933,0.03549898926068569,3.920074492121793e-05,0.3398075095563587,0.0,5.0414378876827016e-05,0.0,2.265,1.0,0.00341992,999.631,0.15254,0.172928,0.103346,0.00135598,0.157057,0.000621906,0.0382596,0.000343392,0.00215826,0.000124391,0.0168268,11.9086,3.70803,0.0429186,8.21752e-05,1.0,0.010196137356533927,0.13603328821246002,0.15343908705667142,0.01210262659484007,0.0006411015414918052,0.007492054931143183,0.002606489273902704,0.00029160643362267366,0.00046860615567147375,0.05226040524142651,0.0011092962717386896,9.573927576157468e-05,7.66160485617675e-05,0.00012589462755307646,2.163714561262988e-06,2.917136542294699e-06
2.02,1.3163618799970838,113.15716388856568,0.0014433353410778353,0.017181913366667412,0.0017094891889229097,2.7916429915384153,0.00835700846158322,91.0,164.96398715888208,0.036012841117933715,3.9972442111816865e-05,0.33980655216494976,0.0,5.16637826141921e-05,0.0,2.265,1.0,0.00341992,999.631,0.15254,0.172928,0.103346,0.00135598,0.157057,0.000621906,0.0382596,0.000343392,0.00215826,0.000124391,0.0168268,11.9086,3.70803,0.0429186,8.21752e-05,1.0,0.010196695506248755,0.13604073485017862,0.15343885108961727,0.012057514792961663,0.0006328256059796902,0.0075333530806722514,0.002620929064951447,0.0002956185464620609,0.00047295190709215306,0.0527448925599714,0.001125353459882424,9.573900602074337e-05,7.772507447119162e-05,0.00012837293461840507,2.217337220505465e-06,2.959362421434427e-06
2.03,1.316433853039205,113.1569899457804,0.0014249500692240708,0.017275987266246465,0.001732793983629094,2.7915659162196174,0.008434083780381298,91.0,164.96346861443806,0.03653138556195622,4.075528017111992e-05,0.33980559477623823,0.0,5.29376065840848e-05,0.0,2.265,1.0,0.00341992,999.631,0.15254,0.172928,0.103346,0.00135598,0.157057,0.000621906,0.0382596,0.000343392,0.00215826,0.000124391,0.0168268,11.9086,3.70803,0.0429186,8.21752e-05,1.0,0.010197253017983424,0.13604817297618968,0.1534386152266793,0.012013713569985532,0.0006247473816430779,0.0075743901789933074,0.002635279097593236,0.00029964859800101195,0.0004773138649844848,0.053231182729478986,0.0011415572851311054,9.573873628067205e-05,7.884422820294762e-05,0.00013088701955179597,2.2720079619397017e-06,3.0019739148308646e-06
2.04,1.3165057438125454,113.15681607969198,0.0014070018865734806,0.017369486588934644,0.001756201448523361,2.791488555327582,0.008511444672416655,91.0,164.96294536087296,0.03705463912705746,4.154936055574576e-05,0.33980463739022415,0.0,5.423619963843804e-05,0.0,2.265,1.0,0.00341992,999.631,0.15254,0.172928,0.103346,0.00135598,0.157057,0.000621906,0.0382596,0.000343392,0.00215826,0.000124391,0.0168268,11.9086,3.70803,0.0429186,8.21752e-05,1.0,0.010197809892454342,0.1360556026000513,0.15343837946774072,0.011971199708251471,0.000616861169129939,0.00761517230835458,0.0026495414842760906,0.00030369640409024775,0.00048169198445039964,0.05371927067888345,0.0011579082641597848,9.573846654136072e-05,7.997354544236303e-05,0.0001334372081357167,2.3277417578022668e-06,3.0449723811937725e-06
2.05,1.3165775524094865,113.15664229021439,0.0013894781093053894,0.01746242487681286,0.0017797105423126374,2.7914109096514483,0.008589090348550208,91.0,164.96241738170804,0.037582618291971646,4.2354785078388205e-05,0.3398036800069074,0.0,5.555991374346612e-05,0.0,2.265,1.0,0.00341992,999.631,0.15254,0.172928,0.103346,0.00135598,0.157057,0.000621906,0.0382596,0.000343392,0.00215826,0.000124391,0.0168268,11.9086,3.70803,0.0429186,8.21752e-05,1.0,0.010198366130377109,0.1360630237313108,0.1534381438126849,0.011929949241893011,0.0006091613943726405,0.00765570541619007,0.0026637182907090335,0.00030776178466103974,0.00048608622082979737,0.05420915136323505,0.0011744069119070221,9.573819680280936e-05,8.111306175483072e-05,0.00013602382729495803,2.3845537139903252e-06,3.0883591746664284e-06
2.06,1.3166492789223077,113.15646857726173,0.0013723663181821513,0.017554815386568945,0.0018033202463012287,2.7913329799762234,0.00866702002377496,91.0,164.96188466051998,0.03811533948002441,4.317165590673816e-05,0.3398027226262881,0.0,5.690910398894559e-05,0.0,2.265,1.0,0.00341992,999.631,0.15254,0.172928,0.103346,0.00135598,0.157057,0.000621906,0.0382596,0.000343392,0.00215826,0.000124391,0.0168268,11.9086,3.70803,0.0429186,8.21752e-05,1.0,0.010198921732466532,0.1360704363795048,0.15343790826139536,0.011889937353212317,0.0006016425997903724,0.007695995324342794,0.002677811539067227,0.0003118445635523789,0.0004904965296964269,0.05470081976324073,0.0011910537415799332,9.573792706501797e-05,8.226281258615748e-05,0.00013864720509314957,2.4424590704599604e-06,3.132135644838902e-06
2.07,1.316720923443183,113.15629494074817,0.001355654102008284,0.0176466713511992,0.0018270295592728411,2.7912547670826875,0.008745232917311083,91.0,164.9613471809416,0.03865281905839498,4.400007556334144e-05,0.3398017652483661,0.0,5.8284128591355486e-05,0.0,2.265,1.0,0.00341992,999.631,0.15254,0.172928,0.103346,0.00135598,0.157057,0.000621906,0.0382596,0.000343392,0.00215826,0.000124391,0.0168268,11.9086,3.70803,0.0429186,8.21752e-05,1.0,0.0101994766994366,0.13607784055415917,0.1534376728137557,0.011851136193856892,0.0005942993318152767,0.0077360478438012244,0.002691823247911926,0.00031594456762593386,0.0004949228668632672,0.0551942708858644,0.0012078492646311336,9.573765732798655e-05,8.342283326097155e-05,0.00014130767073228045,2.5014732013609497e-06,3.1763031366874197e-06
2.08,1.316792486064184,113.15612138058798,0.0013393294406966372,0.017738005590767374,0.0018508375035111106,2.7911762717477515,0.008823728252246896,91.0,164.9608049266602,0.03919507333980989,4.484014692292441e-05,0.3398008078731415,0.0,5.968534891362299e-05,0.0,2.265,1.0,0.00341992,999.631,0.15254,0.172928,0.103346,0.00135598,0.157057,0.000621906,0.0382596,0.000343392,0.00215826,0.000124391,0.0168268,11.9086,3.70803,0.0429186,8.21752e-05,1.0,0.010200031032000513,0.13608523626478916,0.15343743746964966,0.011813518227580748,0.0005871263088241199,0.007775868604061964,0.0027057553728156553,0.0003200616278071693,0.0004993651883622091,0.05568949976206056,0.001224793990811664,9.57373875917151e-05,8.45931589863781e-05,0.00014400555454408787,2.56161161588422e-06,3.2208629907135462e-06
2.09,1.3168639668772788,113.15594789669554,0.001323380650579865,0.017828830568676485,0.0018747431231967975,2.7910974947445077,0.008902505255490616,91.0,164.96025788141745,0.039742118582572296,4.5691973211452426e-05,0.33979985050061423,0.0,6.111312947350373e-05,0.0,2.265,1.0,0.00341992,999.631,0.15254,0.172928,0.103346,0.00135598,0.157057,0.000621906,0.0382596,0.000343392,0.00215826,0.000124391,0.0168268,11.9086,3.70803,0.0429186,8.21752e-05,1.0,0.010200584730870666,0.13609262352089924,0.1534372022289612,0.01177705585902222,0.0005801183971468324,0.007815463077815997,0.002719609814945911,0.0003241955788081758,0.0005038234504413244,0.0561865014464698,0.0012418884281719066,9.573711785620363e-05,8.577382485202248e-05,0.00014674118798700979,2.6228899586215173e-06,3.265816542946595e-06
2.1,1.3169353659743321,113.15577448898533,0.00130779636383084,0.017919158413227255,0.0018987454833989939,2.7910184368423003,0.008981563157697948,91.0,164.95970602900928,0.04029397099072145,4.655565800505391e-05,0.3397988931307844,0.0,6.256783795284874e-05,0.0,2.265,1.0,0.00341992,999.631,0.15254,0.172928,0.103346,0.00135598,0.157057,0.000621906,0.0382596,0.000343392,0.00215826,0.000124391,0.0168268,11.9086,3.70803,0.0429186,8.21752e-05,1.0,0.010201137796758655,0.13610000233198333,0.1534369670915743,0.011741721344623566,0.0005732706020304392,0.007854836590414563,0.0027333884243536857,0.0003283462589532212,0.0005082976095607683,0.05668527101696187,0.0012591330830665694,9.573684812145214e-05,8.696486583043446e-05,0.00014951490364270635,2.6853240099631337e-06,3.3111651249567333e-06
2.11,1.3170066834471055,113.15560115737189,0.001292565535271288,0.018009000911250263,0.0019228436695975836,2.790939098806814,0.00906090119318441,91.0,164.95914935328568,0.04085064671429334,4.743130522883682e-05,0.3397979357636518,0.0,6.404984520755117e-05,0.0,2.265,1.0,0.00341992,999.631,0.15254,0.172928,0.103346,0.00135598,0.157057,0.000621906,0.0382596,0.000343392,0.00215826,0.000124391,0.0168268,11.9086,3.70803,0.0429186,8.21752e-05,1.0,0.010201690230375272,0.13610737270752454,0.15343673205737313,0.011707486943434963,0.0005665780706095247,0.007893994317092633,0.0027470929990021154,0.0003325135100961709,0.0005127876223878175,0.05718580357408233,0.0012765284601628302,9.573657838746059e-05,8.816631677759074e-05,0.00015232703521223518,2.748929686524806e-06,3.356910063876398e-06
2.12,1.3170779193872575,113.1554279017699,0.0012776772158460438,0.018098369737855405,0.0019470367845382001,2.790859481399886,0.009140518600112484,91.0,164.95858783815135,0.04141216184862983,4.831901915666778e-05,0.33979697839921663,0.0,6.555952527066262e-05,0.0,2.265,1.0,0.00341992,999.631,0.15254,0.172928,0.103346,0.00135598,0.157057,0.000621906,0.0382596,0.000343392,0.00215826,0.000124391,0.0168268,11.9086,3.70803,0.0429186,8.21752e-05,1.0,0.01020224203243052,0.1361147346569955,0.15343649712624194,0.011674322941041192,0.000560035992599937,0.007932941383688129,0.0027607253198124637,0.00033669717707662187,0.0005172934458074615,0.057688094242234034,0.001294075062418747,9.573630865422903e-05,8.937821243142381e-05,0.00015517791751531806,2.813723041281461e-06,3.4030526823435262e-06
