Time,S_d,E_d,I_d,R_d,S_h,E_h,I_h,R_h,A,lambda,gamma,sigma,m,beta,k,mu,B,lambda_h,gamma_h,sigma_h,m_h,beta_dh,k_h,mu_h,compartment,Human_Population,reaction_1,reaction_2,reaction_3,reaction_4,reaction_5,reaction_6,reaction_7,reaction_8,reaction_9,reaction_10,reaction_11,reaction_12,reaction_13,reaction_14,reaction_15,reaction_16,reaction_17,reaction_18,reaction_19,reaction_20,reaction_21,reaction_22,reaction_23
20.0,18224697.66482348,382043.8766428613,825352.1873755769,1512447.394584482,1513965014.263017,435.0307932323093,768.61420366926,232.49809279688233,3000000.0,1.0,0.4,6.0,0.08,1.58e-07,0.09,1.0,15400000.0,1.0,0.4,6.0,0.003,2.29e-12,0.54,1.34,1.0,1.0,3000000.0,1512447.394584482,1375357.9559143004,2376603.4649434593,1457975.8131858783,916905.3039428672,30563.510131428902,66028.17499004616,1640222.789834113,34383.94889785752,825352.1873755769,120995.79156675856,15400000.0,232.49809279688233,1566.1108556363133,4541895.042789051,2861.479429742458,1044.0739037575424,1.3050923796969278,234.91662834544704,2.30584261100778,1029.9430329168083,0.697494278390647
20.5,18420179.96803511,392686.96052027104,840446.0773903717,1532314.2395820422,1519389458.8239274,443.8474274163683,777.0179216830551,234.14414260674513,3000000.0,1.0,0.4,6.0,0.08,1.58e-07,0.09,1.0,15400000.0,1.0,0.4,6.0,0.003,2.29e-12,0.54,1.34,1.0,1.0,3000000.0,1532314.2395820422,1413673.0578729757,2446024.54383565,1473614.3974428088,942448.7052486506,31414.956841621683,67235.68619122973,1657816.19712316,35341.826446824394,840446.0773903717,122585.13916656339,15400000.0,234.14414260674513,1597.8507386989259,4558168.376471782,2924.2496454957854,1065.233825799284,1.331542282249105,239.6776108048389,2.331053765049165,1041.204015055294,0.7024324278202354
21.0,18592877.497047048,405157.27064293606,860040.8825806888,1550665.0745483858,1524805756.7397826,455.152486078304,790.232864415087,237.30100880736256,3000000.0,1.0,0.4,6.0,0.08,1.58e-07,0.09,1.0,15400000.0,1.0,0.4,6.0,0.003,2.29e-12,0.54,1.34,1.0,1.0,3000000.0,1550665.0745483858,1458566.1743145697,2526520.2940194453,1487430.199763764,972377.4495430466,32412.581651434884,68803.2706064551,1673358.9747342342,36464.154357864245,860040.8825806888,124053.20596387086,15400000.0,237.30100880736256,1638.5489498818943,4574417.270219347,3003.095211330469,1092.3659665879297,1.365457458234912,245.78234248228418,2.370698593245261,1058.9120383162167,0.7119030264220877
21.5,18741804.510180965,419349.1181235124,883900.5303495218,1567382.485782931,1530213917.47787,468.8448455089127,808.031069570379,241.88938270759476,3000000.0,1.0,0.4,6.0,0.08,1.58e-07,0.09,1.0,15400000.0,1.0,0.4,6.0,0.003,2.29e-12,0.54,1.34,1.0,1.0,3000000.0,1567382.485782931,1509656.8252446447,2617410.7695084503,1499344.3608144773,1006437.88349643,33547.929449881,70712.04242796174,1686762.4059162869,37741.42063111612,883900.5303495218,125390.59886263449,15400000.0,241.88938270759476,1687.8414438320856,4590641.75243361,3097.3552854438212,1125.2276292213908,1.406534536526738,253.17621657481288,2.4240932087111373,1082.761633224308,0.7256681481227844
22.0,18866167.481045518,435138.7024815492,911781.6909637625,1582363.8851668623,1535613950.5665867,484.81946862102774,830.2080047488977,247.83998900643545,3000000.0,1.0,0.4,6.0,0.08,1.58e-07,0.09,1.0,15400000.0,1.0,0.4,6.0,0.003,2.29e-12,0.54,1.34,1.0,1.0,3000000.0,1582363.8851668623,1566499.3289335768,2717888.5218839706,1509293.3984836414,1044332.8859557182,34811.096198523934,72942.535277101,1697955.0732940966,39162.483223339426,911781.6909637625,126589.11081334899,15400000.0,247.83998900643545,1745.3500870356997,4606841.85169976,3206.3313275396845,1163.5667246904668,1.4544584058630832,261.802513055355,2.490624014246693,1112.478726363523,0.7435199670193063
22.5,18965376.15563001,452375.9982296299,943413.5400250483,1595520.115692884,1541005865.7338147,502.95892932352575,856.5604010653907,255.0867370327257,3000000.0,1.0,0.4,6.0,0.08,1.58e-07,0.09,1.0,15400000.0,1.0,0.4,6.0,0.003,2.29e-12,0.54,1.34,1.0,1.0,3000000.0,1595520.115692884,1628553.5936266675,2826966.439788549,1517230.0924504008,1085702.395751112,36190.079858370395,75473.08320200387,1706883.854006701,40713.83984066669,943413.5400250483,127641.60925543073,15400000.0,255.0867370327257,1810.6521455646925,4623017.597201444,3329.2152796900828,1207.101430376462,1.5088767879705773,271.59782183470395,2.569681203196172,1147.7909374276237,0.7652602110981771
23.0,19039091.722358953,470879.0741647265,978484.9049644058,1606778.2154851148,1546389672.7988186,523.1233998977676,886.8728236071455,263.56270322878544,3000000.0,1.0,0.4,6.0,0.08,1.58e-07,0.09,1.0,15400000.0,1.0,0.4,6.0,0.003,2.29e-12,0.54,1.34,1.0,1.0,3000000.0,1606778.2154851148,1695164.6669930152,2943455.289020639,1523127.3377887162,1130109.7779953438,37670.32593317812,78278.79239715247,1713518.2550123057,42379.11667482538,978484.9049644058,128542.2572388092,15400000.0,263.56270322878544,1883.2442396319632,4639169.018396456,3465.0424001406636,1255.4961597546426,1.569370199693303,282.48663594479456,2.6606184708214364,1188.409583633575,0.7906881096863563
23.5,19087248.604978833,490428.86515700776,1016625.9466104005,1616081.403933355,1551765381.8565762,545.1420364020921,920.8975627479846,273.1938968424689,3000000.0,1.0,0.4,6.0,0.08,1.58e-07,0.09,1.0,15400000.0,1.0,0.4,6.0,0.003,2.29e-12,0.54,1.34,1.0,1.0,3000000.0,1616081.403933355,1765543.9145652277,3065925.564633495,1526979.8883983067,1177029.2763768188,39234.30921256062,81330.07572883203,1717852.374448095,44138.597864130694,1016625.9466104005,129286.51231466839,15400000.0,273.1938968424689,1962.5113310475315,4655296.145569729,3612.6237360660684,1308.3408873650212,1.6354261092062763,294.3766996571298,2.7626926882439538,1234.0027340822994,0.8195816905274068
24.0,19110099.41821824,510766.90728751686,1057399.2979734838,1623392.2149282782,1557133003.2239506,568.8060673711847,958.3411401717851,283.895132167654,3000000.0,1.0,0.4,6.0,0.08,1.58e-07,0.09,1.0,15400000.0,1.0,0.4,6.0,0.003,2.29e-12,0.54,1.34,1.0,1.0,3000000.0,1623392.2149282782,1838760.8662350606,3192706.902026337,1528807.9534574593,1225840.5774900406,40861.35258300135,84591.9438378787,1719908.9476396416,45969.02165587652,1057399.2979734838,129871.37719426226,15400000.0,283.895132167654,2047.7018425362646,4671399.009671852,3770.5109788141967,1365.1345616908434,1.706418202113554,307.1552763804397,2.8750234205153555,1284.1771278301921,0.851685396502962
24.5,19108240.137410417,531597.4743441113,1100290.6367995879,1628694.1993551191,1562492547.5428886,593.8630632605507,998.8503802942282,295.56557157323397,3000000.0,1.0,0.4,6.0,0.08,1.58e-07,0.09,1.0,15400000.0,1.0,0.4,6.0,0.003,2.29e-12,0.54,1.34,1.0,1.0,3000000.0,1628694.1993551191,1913750.9076388003,3321889.5980078992,1528659.2109928334,1275833.9384258674,42527.7979475289,88023.25094396702,1719741.6123669376,47843.772690970014,1100290.6367995879,130295.53594840954,15400000.0,295.56557157323397,2137.9070277379824,4687477.642628666,3936.9586570990177,1425.271351825322,1.781589189781652,320.6860541606974,2.996551140882685,1338.459509594266,0.8866967147197019
25.0,19082641.120530356,552586.242299635,1144706.9873143788,1631994.5141439794,1567844025.8434207,620.012824305699,1042.0013218410384,308.08511272342105,3000000.0,1.0,0.4,6.0,0.08,1.58e-07,0.09,1.0,15400000.0,1.0,0.4,6.0,0.003,2.29e-12,0.54,1.34,1.0,1.0,3000000.0,1631994.5141439794,1989310.4722786858,3451357.155079238,1526611.2896424285,1326206.981519124,44206.8993839708,91576.5589851503,1717437.700847732,49732.761806967144,1144706.9873143788,130559.56113151835,15400000.0,308.08511272342105,2232.0461675005163,4703532.077530262,4109.913406110739,1488.030778333678,1.8600384729170971,334.8069251250775,3.126003965523115,1396.2817712669914,0.9242553381702632
25.5,19034657.198671877,573373.0367832792,1189978.696932797,1633326.1849352946,1573187449.5892088,646.9095330910156,1087.2925775535368,321.31198563906844,3000000.0,1.0,0.4,6.0,0.08,1.58e-07,0.09,1.0,15400000.0,1.0,0.4,6.0,0.003,2.29e-12,0.54,1.34,1.0,1.0,3000000.0,1633326.1849352946,2064142.9324198049,3578832.1780344113,1522772.5758937502,1376095.28827987,45869.84294266233,95198.29575462377,1713119.147880469,51603.57331049512,1189978.696932797,130666.09479482357,15400000.0,321.31198563906844,2328.8743191276562,4719562.348767627,4287.016372461421,1552.5828794184379,1.940728599273047,349.3311478691485,3.2618777326606105,1456.9720539217394,0.9639359569172053
26.0,18966029.887958083,593579.2694243136,1235371.3558656988,1632750.0454796543,1578522830.7265942,674.1640774599217,1134.1442678956505,335.0818257842728,3000000.0,1.0,0.4,6.0,0.08,1.58e-07,0.09,1.0,15400000.0,1.0,0.4,6.0,0.003,2.29e-12,0.54,1.34,1.0,1.0,3000000.0,1632750.0454796543,2136885.369927529,3701954.229176031,1517282.3910366467,1424590.2466183528,47486.34155394509,98829.7084692559,1706942.6899162275,53422.13424818822,1235371.3558656988,130620.00363837235,15400000.0,335.0818257842728,2426.9906788557178,4735568.492179783,4465.641727320653,1617.9937859038123,2.0224922323797654,364.04860182835773,3.402432803686952,1519.7533189801718,1.0052454773528183
26.5,18878875.35595946,612819.5067703384,1280100.0962735189,1630355.9544882902,1583850181.7786062,701.350346764192,1181.9003348127271,349.2077106083503,3000000.0,1.0,0.4,6.0,0.08,1.58e-07,0.09,1.0,15400000.0,1.0,0.4,6.0,0.003,2.29e-12,0.54,1.34,1.0,1.0,3000000.0,1630355.9544882902,2206150.224373218,3818362.3253905163,1510310.0284767568,1470766.8162488125,49025.56054162707,102408.0077018815,1699098.7820363513,55153.75560933045,1280100.0962735189,130428.47635906322,15400000.0,349.2077106083503,2524.8612483510906,4751550.545335819,4642.944703706759,1683.240832234061,2.104051040292576,378.7291872526637,3.5457010044381816,1583.7464486490544,1.0476231318250508
27.0,18775628.273311645,630725.6689876061,1323361.2381252046,1626262.6311056218,1589169515.7284849,728.0225009332071,1229.8453851651473,363.48432178851215,3000000.0,1.0,0.4,6.0,0.08,1.58e-07,0.09,1.0,15400000.0,1.0,0.4,6.0,0.003,2.29e-12,0.54,1.34,1.0,1.0,3000000.0,1626262.6311056218,2270612.408355382,3925816.3111790307,1502050.2618649316,1513741.6055702548,50458.053519008485,105868.89905001636,1689806.5445980479,56765.31020888454,1323361.2381252046,130101.01048844974,15400000.0,363.48432178851215,2620.881003359545,4767508.5471854545,4815.97382384889,1747.2540022396972,2.1840675027996213,393.1321505039318,3.689536155495442,1647.9928161212974,1.0904529653655364
27.5,18659019.443735756,646953.5026797341,1364350.3632795836,1620617.7891241596,1594480846.217269,753.7226624552762,1277.2132097342608,377.6897440279754,3000000.0,1.0,0.4,6.0,0.08,1.58e-07,0.09,1.0,15400000.0,1.0,0.4,6.0,0.003,2.29e-12,0.54,1.34,1.0,1.0,3000000.0,1620617.7891241596,2329032.6096470426,4022275.5131272683,1492721.5554988605,1552688.4064313623,51756.280214378734,109148.0290623667,1679311.749936218,58225.81524117607,1364350.3632795836,129649.42312993277,15400000.0,377.6897440279754,2713.401584838994,4783442.538651807,4981.73589487361,1808.9343898926631,2.2611679873658286,407.0102377258492,3.8316396292027823,1711.4657010439096,1.1330692320839262
28.0,18531968.097894516,661209.2195818138,1402308.6842696457,1613594.763896666,1599784187.3153954,778.0069117447077,1323.2210278114617,391.59469853729485,3000000.0,1.0,0.4,6.0,0.08,1.58e-07,0.09,1.0,15400000.0,1.0,0.4,6.0,0.003,2.29e-12,0.54,1.34,1.0,1.0,3000000.0,1613594.763896666,2380353.1904945294,4106031.288445111,1482557.4478315613,1586902.1269963533,52896.7375665451,112184.69474157166,1667877.1288105063,59508.82976236324,1402308.6842696457,129087.58111173328,15400000.0,391.59469853729485,2800.8248822809473,4799352.561946186,5137.365982719868,1867.2165881872988,2.334020735234123,420.1237323421422,3.9696630834343853,1773.1161772673588,1.1747840956118845
28.5,18397524.437893372,673257.4489363146,1436546.951364546,1605390.0677642184,1605079553.6244671,800.458810244655,1367.0902778570185,404.96810244160355,3000000.0,1.0,0.4,6.0,0.08,1.58e-07,0.09,1.0,15400000.0,1.0,0.4,6.0,0.003,2.29e-12,0.54,1.34,1.0,1.0,3000000.0,1605390.0677642184,2423726.816170732,4175767.4077378525,1471801.9550314697,1615817.877447155,53860.59591490516,114923.75610916369,1655777.1994104034,60593.170404268305,1436546.951364546,128431.20542113748,15400000.0,404.96810244160355,2881.6517168807577,4815238.660873402,5280.21819935606,1921.1011445871723,2.401376430733965,432.2477575321137,4.101270833571055,1831.9009723284048,1.2149043073248107
29.0,18258757.672774974,682935.2823415786,1466483.680752032,1596217.7645325665,1610366960.1026208,820.711337805373,1408.084109235609,417.5875931814965,3000000.0,1.0,0.4,6.0,0.08,1.58e-07,0.09,1.0,15400000.0,1.0,0.4,6.0,0.003,2.29e-12,0.54,1.34,1.0,1.0,3000000.0,1596217.7645325665,2458567.0164296827,4230634.884953012,1460700.613821998,1639044.677619789,54634.82258732629,117318.69446016256,1643288.1905497476,61464.17541074207,1466483.680752032,127697.42116260533,15400000.0,417.5875931814965,2954.5608160993424,4831100.880307863,5408.011025459203,1969.7072107328954,2.462134013416119,443.1841224149014,4.224252327706827,1886.8327063757163,1.2527627795444896
29.5,18118670.209298518,690160.4615145614,1491666.4139713878,1586304.2130007832,1615646422.0135233,838.4642576240676,1445.5347314051546,429.247511867097,3000000.0,1.0,0.4,6.0,0.08,1.58e-07,0.09,1.0,15400000.0,1.0,0.4,6.0,0.003,2.29e-12,0.54,1.34,1.0,1.0,3000000.0,1586304.2130007832,2484577.661452421,4270267.867091457,1449493.6167438815,1656385.1076349476,55212.83692116492,119333.31311771102,1630680.3188368664,62114.44153631053,1491666.4139713878,126904.33704006266,15400000.0,429.247511867097,3018.471327446643,4846939.26604057,5518.91260546671,2012.3142182977626,2.515392772872203,452.7706991169965,4.336604194215464,1937.0165400829073,1.287742535601291
30.0,17980111.89909159,694925.3124120696,1511795.183391177,1575881.7243661892,1620917954.8162496,853.4932590423667,1478.8755431375841,439.76829753457054,3000000.0,1.0,0.4,6.0,0.08,1.58e-07,0.09,1.0,15400000.0,1.0,0.4,6.0,0.003,2.29e-12,0.54,1.34,1.0,1.0,3000000.0,1575881.7243661892,2501731.1246834504,4294794.957409207,1438408.9519273273,1667820.7497889674,55594.02499296557,120943.61467129417,1618210.0709182431,62543.278117086265,1511795.183391177,126070.53794929515,15400000.0,439.76829753457054,3072.57573255252,4862753.8644487485,5611.635740988378,2048.3838217016805,2.5604797771271004,460.8863598828781,4.4366266294127525,1981.6932278043628,1.3193048926037116
30.5,17845694.191740844,697301.3620652361,1526728.4106551474,1565181.6331392133,1626181574.0359216,865.6632255892839,1507.66406633701,449.00380504537657,3000000.0,1.0,0.4,6.0,0.08,1.58e-07,0.09,1.0,15400000.0,1.0,0.4,6.0,0.003,2.29e-12,0.54,1.34,1.0,1.0,3000000.0,1565181.6331392133,2510284.90343485,4304793.476202299,1427655.5353392677,1673523.268956567,55784.10896521889,122138.2728524118,1606112.477256676,62757.12258587124,1526728.4106551474,125214.53065113707,15400000.0,449.00380504537657,3116.3876121214216,4878544.722107765,5685.469126818816,2077.591741414282,2.5969896767678518,467.45814181821333,4.52299219901103,2020.2698488915935,1.3470114151361297
31.0,17717733.491261404,697425.605150132,1536483.8062499578,1554427.9586867907,1631437295.1632795,874.9280430627122,1531.5990172984773,456.84697311332803,3000000.0,1.0,0.4,6.0,0.08,1.58e-07,0.09,1.0,15400000.0,1.0,0.4,6.0,0.003,2.29e-12,0.54,1.34,1.0,1.0,3000000.0,1554427.9586867907,2510732.1785404747,4301235.673658557,1417418.6793009124,1673821.4523603169,55794.04841201056,122918.70449999662,1594596.0142135264,62768.30446351188,1536483.8062499578,124354.23669494326,15400000.0,456.84697311332803,3149.7409550257635,4894311.885489839,5740.2902954911015,2099.8273033505093,2.6247841291881366,472.4611432538646,4.594797051895432,2052.3426831799597,1.3705409193399842
31.5,17598201.29945192,695491.5248197648,1541227.5649300024,1543831.1024522246,1636685133.5272136,881.328158090956,1550.5287813820016,463.2332847901845,3000000.0,1.0,0.4,6.0,0.08,1.58e-07,0.09,1.0,15400000.0,1.0,0.4,6.0,0.003,2.29e-12,0.54,1.34,1.0,1.0,3000000.0,1543831.1024522246,2503769.489351153,4285407.603872562,1407856.1039561536,1669179.6595674357,55639.321985581184,123298.2051944002,1583838.1169506728,62594.237233778826,1541227.5649300024,123506.48819617798,15400000.0,463.2332847901845,3172.7813691274414,4910055.400581641,5776.5347162485195,2115.1875794182947,2.643984474272868,475.9172053691163,4.651586344146005,2077.7085670518823,1.3896998543705534
32.0,17488702.633358236,691733.3178816023,1541257.6283440248,1533583.0040140091,1641925104.221,884.984929872485,1564.4507676083558,468.1415873035119,3000000.0,1.0,0.4,6.0,0.08,1.58e-07,0.09,1.0,15400000.0,1.0,0.4,6.0,0.003,2.29e-12,0.54,1.34,1.0,1.0,3000000.0,1533583.0040140091,2490239.9443737683,4258826.222273571,1399096.2106686588,1660159.962915846,55338.665430528185,123300.61026752199,1573983.2370022412,62255.998609344206,1541257.6283440248,122686.64032112074,15400000.0,468.1415873035119,3185.945747540946,4925775.312663,5795.1417657949,2123.9638316939645,2.654954789617455,477.891862131142,4.693352302825067,2096.364028595197,1.404424761910536
32.5,17390461.40678407,686413.3468364151,1536980.346555728,1523852.6698906168,1647157222.0095682,886.0873670203823,1573.5039508932077,471.5930073127043,3000000.0,1.0,0.4,6.0,0.08,1.58e-07,0.09,1.0,15400000.0,1.0,0.4,6.0,0.003,2.29e-12,0.54,1.34,1.0,1.0,3000000.0,1523852.6698906168,2471088.0486110942,4223149.989162553,1391236.9125427254,1647392.0324073965,54913.06774691321,122958.42772445825,1565141.526610566,61777.20121527736,1536980.346555728,121908.21359124934,15400000.0,471.5930073127043,3189.914521273376,4941471.6660287045,5797.474556427724,2126.609680848918,2.658262101061147,478.4871781910065,4.720511852679623,2108.4952941968986,1.414779021938113
33.0,17304335.46229372,679807.1238590911,1528883.8232814602,1514783.903359873,1652381501.302388,884.8796163096763,1577.9519453715586,473.64689250176826,3000000.0,1.0,0.4,6.0,0.08,1.58e-07,0.09,1.0,15400000.0,1.0,0.4,6.0,0.003,2.29e-12,0.54,1.34,1.0,1.0,3000000.0,1514783.903359873,2447305.6458927277,4180098.33262798,1384346.8369834977,1631537.0972618188,54384.56990872729,122310.70586251681,1557390.191606435,61182.641147318194,1528883.8232814602,121182.71226878984,15400000.0,473.64689250176826,3185.5666187148345,4957144.503907164,5785.225505158427,2123.7110791432233,2.654638848929029,477.8349928072252,4.733855836114676,2114.455606797889,1.4209406775053048
33.5,17230825.16478517,672192.9145039946,1517509.5591959043,1506492.734551349,1657597956.0664687,881.6451862055673,1578.16357678862,474.39603636488664,3000000.0,1.0,0.4,6.0,0.08,1.58e-07,0.09,1.0,15400000.0,1.0,0.4,6.0,0.003,2.29e-12,0.54,1.34,1.0,1.0,3000000.0,1506492.734551349,2419894.4922143803,4131374.8202623846,1378466.0131828135,1613262.9948095873,53775.433160319575,121400.76473567235,1550774.2648306652,60497.362305359515,1517509.5591959043,120519.41876410792,15400000.0,474.39603636488664,3173.922670340042,4972793.868199406,5760.3135029229115,2115.9484468933615,2.644935558616702,476.0884005510064,4.73449073036586,2114.739192896751,1.4231881090946599
34.0,17170115.22046618,663839.6815902207,1503428.0625875157,1499068.073677655,1662806599.8751342,876.6933084740788,1574.5881762073566,473.9598811852555,3000000.0,1.0,0.4,6.0,0.08,1.58e-07,0.09,1.0,15400000.0,1.0,0.4,6.0,0.003,2.29e-12,0.54,1.34,1.0,1.0,3000000.0,1499068.073677655,2389822.853724794,4078617.2235289626,1373609.2176372947,1593215.2358165297,53107.174527217656,120274.24500700126,1545310.3698419563,59745.57134311986,1503428.0625875157,119925.4458942124,15400000.0,473.9598811852555,3156.095910506683,4988419.799625403,5724.794140239337,2104.0639403377895,2.6300799254222365,473.4143865760026,4.72376452862207,2109.948156117858,1.4218796435557666
34.5,17122099.702930443,655000.0988169886,1487211.407974648,1492571.043842274,1668007445.8160558,870.3416548021012,1567.7302834449104,472.47756410504206,3000000.0,1.0,0.4,6.0,0.08,1.58e-07,0.09,1.0,15400000.0,1.0,0.4,6.0,0.003,2.29e-12,0.54,1.34,1.0,1.0,3000000.0,1492571.043842274,2358000.355741159,4023340.7570550432,1369767.9762344356,1572000.237160773,52400.00790535909,118976.91263797185,1540988.9732637398,58950.008893528975,1487211.407974648,119405.68350738192,15400000.0,472.47756410504206,3133.229957287564,5004022.337448168,5680.756517589831,2088.819971525043,2.6110249644063037,469.9844935931347,4.703190850334731,2100.75857981618,1.4174326923151261
35.0,17086432.04392167,645904.9730355813,1469420.2488379385,1487037.9429680712,1673200506.648678,862.9090919967233,1558.1284172762191,470.10158613765947,3000000.0,1.0,0.4,6.0,0.08,1.58e-07,0.09,1.0,15400000.0,1.0,0.4,6.0,0.003,2.29e-12,0.54,1.34,1.0,1.0,3000000.0,1487037.9429680712,2325257.9029280925,3966929.577665642,1366914.5635137337,1550171.9352853952,51672.397842846505,117553.61990703508,1537778.8839529504,58131.44757320231,1469420.2488379385,118963.0354374457,15400000.0,470.10158613765947,3106.4727311882034,5019601.519946034,5630.273474073216,2070.981820792136,2.58872727599017,465.9709096782306,4.6743852518286575,2087.8920791501337,1.4103047584129784
35.5,17062558.114110313,636759.6193767707,1450578.0496790186,1482480.7664852447,1678385794.6331422,854.6996163039094,1546.3270449752113,466.9896533599834,3000000.0,1.0,0.4,6.0,0.08,1.58e-07,0.09,1.0,15400000.0,1.0,0.4,6.0,0.003,2.29e-12,0.54,1.34,1.0,1.0,3000000.0,1482480.7664852447,2292334.6297563743,3910590.418928766,1365004.6491288252,1528223.0865042498,50940.76955014165,116046.24397432149,1535630.2302699282,57308.36574390936,1450578.0496790186,118598.46131881958,15400000.0,466.9896533599834,3076.9186186940733,5035157.383899427,5575.301767026322,2051.279079129383,2.564098848911728,461.53779280411106,4.638981134925634,2072.0782402667833,1.4009689600799502
36.0,17049758.516810015,627742.894878933,1431171.1861901656,1478890.9965833148,1683563321.784523,846.0006756830633,1532.8659793442575,463.3010693965855,3000000.0,1.0,0.4,6.0,0.08,1.58e-07,0.09,1.0,15400000.0,1.0,0.4,6.0,0.003,2.29e-12,0.54,1.34,1.0,1.0,3000000.0,1478890.9965833148,2259874.4215641585,3855377.4530799016,1363980.6813448013,1506582.9477094393,50219.43159031464,114493.69489521325,1534478.2665129013,56496.86053910397,1431171.1861901656,118311.27972666519,15400000.0,463.3010693965855,3045.6024324590276,5050689.965353569,5517.680154245961,2030.4016216393522,2.5380020270491896,456.8403648688542,4.598597938032773,2054.040412321305,1.3899032081897564
36.5,17047184.500322897,619007.6287394768,1411633.9440166822,1476241.6562249055,1688733099.7696662,837.0760239417483,1518.25902852573,459.19019113281473,3000000.0,1.0,0.4,6.0,0.08,1.58e-07,0.09,1.0,15400000.0,1.0,0.4,6.0,0.003,2.29e-12,0.54,1.34,1.0,1.0,3000000.0,1476241.6562249055,2228427.463462116,3802172.717910197,1363774.7600258319,1485618.3089747445,49520.61029915814,112930.71552133458,1534246.6050290607,55710.68658655291,1411633.9440166822,118099.33249799244,15400000.0,459.19019113281473,3013.4736861902934,5066199.2993089985,5459.069092184361,2008.9824574601962,2.511228071825245,452.0210529285441,4.55477708557719,2034.4670982244781,1.3775705733984442
37.0,17053907.089287207,610676.867019762,1392342.3528417551,1474490.9428036492,1693895139.8372686,828.1550730214983,1502.9790584755604,454.8012944692508,3000000.0,1.0,0.4,6.0,0.08,1.58e-07,0.09,1.0,15400000.0,1.0,0.4,6.0,0.003,2.29e-12,0.54,1.34,1.0,1.0,3000000.0,1474490.9428036492,2198436.7212711433,3751690.5852511683,1364312.5671429764,1465624.4808474293,48854.14936158097,111387.38822734042,1534851.6380358485,54960.91803177858,1392342.3528417551,117959.27542429195,15400000.0,454.8012944692508,2981.358262877394,5081685.419511806,5400.923652832262,1987.5721752515963,2.484465219064495,447.2037394316091,4.508937175426681,2013.991938357251,1.3644038834077525
37.5,17068916.694565006,602852.8444441229,1373625.8921202198,1473583.9876105376,1699049453.2284226,819.4445375772505,1487.464981709676,450.2703776788543,3000000.0,1.0,0.4,6.0,0.08,1.58e-07,0.09,1.0,15400000.0,1.0,0.4,6.0,0.003,2.29e-12,0.54,1.34,1.0,1.0,3000000.0,1473583.9876105376,2170270.239998842,3704516.335691416,1365513.3355652005,1446846.826665895,48228.22755552983,109890.07136961758,1536202.5025108506,54256.75599997106,1373625.8921202198,117886.719008843,15400000.0,450.2703776788543,2950.0003352781014,5097148.359685268,5344.535554969234,1966.6668901854014,2.458333612731751,442.5000502917153,4.462394945129028,1993.203075490966,1.3508111330365629
38.0,17091180.22635839,595614.037990069,1355754.5512011533,1473456.7063307043,1704196050.8184924,811.1181536903072,1472.1002122489808,445.7181500692483,3000000.0,1.0,0.4,6.0,0.08,1.58e-07,0.09,1.0,15400000.0,1.0,0.4,6.0,0.003,2.29e-12,0.54,1.34,1.0,1.0,3000000.0,1473456.7063307043,2144210.5367642483,3661088.3696109587,1367294.4181086714,1429473.6911761658,47649.12303920552,108460.36409609226,1538206.2203722552,53605.26341910621,1355754.5512011533,117876.53650645634,15400000.0,445.7181500692483,2920.0253532851057,5112588.152455477,5290.979854162905,1946.6835688567376,2.4333544610709215,438.0038029927659,4.416300636746943,1972.6142844136343,1.3371544502077448
38.5,17119645.81368917,589018.8824244811,1338949.6371561256,1474037.47367159,1709334943.392152,803.3216200029082,1457.2207399891745,441.2520062887592,3000000.0,1.0,0.4,6.0,0.08,1.58e-07,0.09,1.0,15400000.0,1.0,0.4,6.0,0.003,2.29e-12,0.54,1.34,1.0,1.0,3000000.0,1474037.47367159,2120467.9767281315,3621730.2809759188,1369571.6650951335,1413645.3178187548,47121.51059395849,107115.97097249005,1540768.1232320252,53011.699418203294,1338949.6371561256,117922.9978937272,15400000.0,441.2520062887592,2891.9578320104692,5128004.830176456,5241.153691114048,1927.97188800698,2.4099648600087247,433.79367480157043,4.371662219967524,1952.675791585494,1.3237560188662776
39.0,17153272.553762384,583108.0956982615,1323384.355207798,1475250.0833275926,1714466141.5518706,796.1728080495442,1443.1108129447757,436.964309620728,3000000.0,1.0,0.4,6.0,0.08,1.58e-07,0.09,1.0,15400000.0,1.0,0.4,6.0,0.003,2.29e-12,0.54,1.34,1.0,1.0,3000000.0,1475250.0833275926,2099189.144513741,3586658.861045784,1372261.8043009907,1399459.4296758277,46648.64765586092,105870.74841662384,1543794.5298386144,52479.72861284354,1323384.355207798,118020.00666620741,15400000.0,436.964309620728,2866.222108978359,5143398.424655612,5195.775662612782,1910.8147393189063,2.3885184241486326,429.9333163467539,4.329332438834327,1933.7684893459996,1.310892928862184
39.5,17191036.876519278,577906.6847151063,1309190.0686801837,1477015.0302675369,1719589655.8524878,789.7652248189922,1430.007504573791,432.9334952087623,3000000.0,1.0,0.4,6.0,0.08,1.58e-07,0.09,1.0,15400000.0,1.0,0.4,6.0,0.003,2.29e-12,0.54,1.34,1.0,1.0,3000000.0,1477015.0302675369,2080464.0649743823,3556000.890350508,1375282.9501215422,1386976.0433162553,46232.5347772085,104735.2054944147,1547193.318886735,52011.60162435956,1309190.0686801837,118161.20242140295,15400000.0,432.9334952087623,2843.1548093483716,5158768.967557464,5155.407612192207,1895.4365395655816,2.3692956744569766,426.47322140225583,4.290022513721373,1916.21005612888,1.298800485626287
