Time,species_1,species_2,species_3,species_4,species_5,species_6,species_7,species_8,species_9,species_10,species_11,species_12,species_13,parameter_1,parameter_2,parameter_3,parameter_4,parameter_5,parameter_6,parameter_7,parameter_8,parameter_9,parameter_10,parameter_11,parameter_12,parameter_13,parameter_14,parameter_15,parameter_16,parameter_17,parameter_18,parameter_19,parameter_20,parameter_21,parameter_22,parameter_23,compartment_1,reaction_1,reaction_2,reaction_3,reaction_4,reaction_5,reaction_6,reaction_7,reaction_8,reaction_9,reaction_10,reaction_11,reaction_12,reaction_13,reaction_14,reaction_15,reaction_16,reaction_17,reaction_18,reaction_19,reaction_20,reaction_21,reaction_22,reaction_23,reaction_24,reaction_25,reaction_26,reaction_27,reaction_28,reaction_29,reaction_30,reaction_31,reaction_32
1.17,0.04346945988823388,3.1146263717993215e-06,0.004912189592071401,1.4858867865566608e-09,0.005015501383978566,1.6033160941316417e-05,2.514727145692675e-06,7.802978995810914e-06,5.092718223794947e-12,0.008951819181421366,2.0886645095969964e-07,6.261280170450742e-17,7.458039892721641e-10,0.035,0.35,1.4,0.035,24.5,0.005,0.35,1.05,17.5,0.0245,0.35,24.5,0.0105,0.035,0.0035,0.07,0.0035,24.5,0.21,0.0525,0.0175,0.0035,0.035,1.0,7.4735579952581715e-06,5.354872336360308e-09,9.042697449335411e-11,5.467494507417475e-10,3.0900912824897697e-07,2.5077506919892832e-05,5.6116063294607454e-06,1.6834818988382237e-05,1.3694284940596275e-10,1.7824513783282314e-12,6.809054186667561e-07,4.055828736919452e-16,2.6804695407637367e-09,0.0035,0.0035,0.0035,0.035,0.00025788995358374856,7.800905629422469e-11,1.6351788451946437e-07,4.400772504962182e-08,1.3655213242669101e-07,8.777127421962492e-05,2.805803164730373e-07,0.0007607155480440929,0.00015665683567487392,3.655162891794744e-09,1.09572402982888e-18,1.3051569812262873e-11,8.912256891641158e-14,1.247715964829762e-10,3.3669637976764473e-06
1.18,0.043811747503060126,3.181356326018955e-06,0.004944602102024468,1.5393930145167717e-09,0.005049365947600086,1.6251198100908647e-05,2.567645188501823e-06,7.971063379186025e-06,5.197428627128933e-12,0.008985242793764768,2.1572394774892414e-07,6.677463735916593e-17,7.728534744295766e-10,0.035,0.35,1.4,0.035,24.5,0.005,0.35,1.05,17.5,0.0245,0.35,24.5,0.0105,0.035,0.0035,0.07,0.0035,24.5,0.21,0.0525,0.0175,0.0035,0.035,1.0,7.582108057894873e-06,5.505689411922757e-09,9.442089728397672e-11,5.62234130492378e-10,3.176420144183376e-07,2.524682973800043e-05,5.687919335318026e-06,1.706375800595408e-05,1.4282306260835246e-10,1.819100019495126e-12,6.980737441162507e-07,4.2923726371587264e-16,2.75625658464604e-09,0.0035,0.0035,0.0035,0.035,0.00025959161035628455,8.081813326213051e-11,1.6702120711599513e-07,4.493379079878191e-08,1.3949360913575546e-07,8.836390408300152e-05,2.8439596676590134e-07,0.0007667055813035523,0.00015724174889088346,3.775169085606173e-09,1.168556153785404e-18,1.3524935802517592e-11,9.095500097475633e-14,1.2733700136465884e-10,3.4127516011908156e-06
1.19,0.044153974133649534,3.248967009253951e-06,0.004976997597587642,1.5943940418879193e-09,0.005083222805225209,1.6470518138374125e-05,2.6212320479672742e-06,8.141413511122969e-06,5.280480950070755e-12,0.009018660384314342,2.2275341802214318e-07,7.117811516181613e-17,8.006637114567887e-10,0.035,0.35,1.4,0.035,24.5,0.005,0.35,1.05,17.5,0.0245,0.35,24.5,0.0105,0.035,0.0035,0.07,0.0035,24.5,0.21,0.0525,0.0175,0.0035,0.035,1.0,7.691397811549223e-06,5.659535349894447e-09,9.855836659810976e-11,5.780328118202408e-10,3.264455098383535e-07,2.5416114026126044e-05,5.764681348430943e-06,1.729404404529283e-05,1.4890581604700802e-10,1.8481683325247643e-12,7.155436754901874e-07,4.54072618410743e-16,2.8335833610177623e-09,0.0035,0.0035,0.0035,0.035,0.0002612923738733512,8.370568719911576e-11,1.7057076798583243e-07,4.58715608394273e-08,1.4247473644465196e-07,8.895639909144116e-05,2.882340674215472e-07,0.0007726945473388669,0.000157826556725501,3.898184815387506e-09,1.2456170153317824e-18,1.4011614950493805e-11,9.240841662623823e-14,1.293717832767335e-10,3.458808809058566e-06
1.2,0.04449613978327973,3.3174623163854158e-06,0.00500937608764518,1.6509195467190483e-09,0.005117071956868521,1.6691119470982783e-05,2.675490375692936e-06,8.314042440094584e-06,5.531433288381068e-12,0.0090520719510929,2.2995786259145733e-07,7.583526287546104e-17,8.292500609485706e-10,0.035,0.35,1.4,0.035,24.5,0.005,0.35,1.05,17.5,0.0245,0.35,24.5,0.0105,0.035,0.0035,0.07,0.0035,24.5,0.21,0.0525,0.0175,0.0035,0.035,1.0,7.80142645180076e-06,5.816445739777781e-09,1.0284336569046341e-10,5.941492685500365e-10,3.354215809220837e-07,2.5585359784342604e-05,5.8418918148439735e-06,1.7525675444531922e-05,1.5519165362066523e-10,1.936001650933374e-12,7.333181782253122e-07,4.801381077610717e-16,2.9124692021620695e-09,0.0035,0.0035,0.0035,0.035,0.0002629922446013719,8.667327620275003e-11,1.7416677161023432e-07,4.6821081574626386e-08,1.4549574270165524e-07,8.954875924519913e-05,2.9209459074219874e-07,0.0007786824462073953,0.00015841125914412577,4.024262595350503e-09,1.3271171003205684e-18,1.4511876066599986e-11,9.68000825466687e-14,1.3552011556533619e-10,3.505135088906384e-06
1.21,0.044838244455235744,3.386846109731251e-06,0.00504173758107613,1.7089995433257686e-09,0.005150913402525068,1.6913000539068558e-05,2.73042279830111e-06,8.488963195884175e-06,5.684439620586435e-12,0.009085477492094254,2.3734031109444827e-07,8.075858907599757e-17,8.586280734297443e-10,0.035,0.35,1.4,0.035,24.5,0.005,0.35,1.05,17.5,0.0245,0.35,24.5,0.0105,0.035,0.0035,0.07,0.0035,24.5,0.21,0.0525,0.0175,0.0035,0.035,1.0,7.912193174880417e-06,5.976456259463738e-09,1.0727995501653787e-10,6.105872856616607e-10,3.4457219896506514e-07,2.575456701262534e-05,5.919550188673995e-06,1.7758650566021988e-05,1.6169236329537918e-10,1.989553867205252e-12,7.514002221626897e-07,5.0748454281586995e-16,2.9929335355772927e-09,0.0035,0.0035,0.0035,0.035,0.0002646912230064968,8.972247602460284e-11,1.7780942076089067e-07,4.778239897026943e-08,1.485568559279731e-07,9.01409845441887e-05,2.959775094336998e-07,0.0007846692779666256,0.00015899585611164947,4.153455444152845e-09,1.4132753088299576e-18,1.5025991285020526e-11,9.947769336026262e-14,1.3926877070436764e-10,3.551730113204397e-06
1.22,0.04518028815281003,3.4571222072681013e-06,0.005074082086754331,1.7686643876036856e-09,0.0051847471421701185,1.713615980626579e-05,2.7860319164464052e-06,8.666188789536104e-06,5.774334338319417e-12,0.009118877005282827,2.4490382238239924e-07,8.596111656107101e-17,8.888134914404457e-10,0.035,0.35,1.4,0.035,24.5,0.005,0.35,1.05,17.5,0.0245,0.35,24.5,0.0105,0.035,0.0035,0.07,0.0035,24.5,0.21,0.0525,0.0175,0.0035,0.035,1.0,8.02369717767003e-06,6.1396026522668825e-09,1.1187227334856692e-10,6.273506569493149e-10,3.538993399113608e-07,2.5923735710850595e-05,5.997655932193025e-06,1.799296779657908e-05,1.6841245295754124e-10,2.0210170184117957e-12,7.697927787725726e-07,5.361644181826343e-16,3.074995883599103e-09,0.0035,0.0035,0.0035,0.035,0.00026638930955460234,9.285488034919349e-11,1.814989158815753e-07,4.8755558537812097e-08,1.5165830381688184e-07,9.073307498797708e-05,2.998827966096513e-07,0.0007906550426741755,0.0001595803475924495,4.285816891691987e-09,1.5043195398187428e-18,1.55542361002078e-11,1.010508509205898e-13,1.414711912888257e-10,3.5985935593158156e-06
1.23,0.045522270879302454,3.5282943842862206e-06,0.0051064096135484075,1.8299447774287911e-09,0.0052185731757591275,1.7360595759497626e-05,2.8423203049667833e-06,8.845732213613039e-06,6.028165761620031e-12,0.00915227048859364,2.5265148452341253e-07,9.145639933656487e-17,9.198222504456306e-10,0.035,0.35,1.4,0.035,24.5,0.005,0.35,1.05,17.5,0.0245,0.35,24.5,0.0105,0.035,0.0035,0.07,0.0035,24.5,0.21,0.0525,0.0175,0.0035,0.035,1.0,8.135937657701867e-06,6.305920727171805e-09,1.1662453859318957e-10,6.444431850506175e-10,3.6340498426017137e-07,2.609286587879564e-05,6.076208515824169e-06,1.8228625547472507e-05,1.7535180842008781e-10,2.1098580165670105e-12,7.884988213376536e-07,5.662319539415401e-16,3.158675863136233e-09,0.0035,0.0035,0.0035,0.035,0.0002680865047112914,9.607210081501153e-11,1.852354551750266e-07,4.9740605336918715e-08,1.5480031373822818e-07,9.132503057578474e-05,3.0381042579120847e-07,0.000796639740387793,0.00016016473355038872,4.42140097915972e-09,1.6004869883898854e-18,1.6096889382798536e-11,1.0549290082835055e-13,1.4769006115969074e-10,3.6457251094945012e-06
1.24,0.04586419263802029,3.6003663810474116e-06,0.005138720170321777,1.892871752625495e-09,0.0052523915032276994,1.7586306908963667e-05,2.899290513423055e-06,9.027606442446213e-06,6.362101926707357e-12,0.00918565793993237,2.605864147519783e-07,9.725854001096258e-17,9.516704797447395e-10,0.035,0.35,1.4,0.035,24.5,0.005,0.35,1.05,17.5,0.0245,0.35,24.5,0.0105,0.035,0.0035,0.07,0.0035,24.5,0.21,0.0525,0.0175,0.0035,0.035,1.0,8.248913813158145e-06,6.475446369992864e-09,1.215410485820759e-10,6.618686825912032e-10,3.730911170232522e-07,2.62619575161385e-05,6.155207418137283e-06,1.8465622254411853e-05,1.8251802013761163e-10,2.226735674347575e-12,8.075213264960805e-07,5.977431381153846e-16,3.243993185407656e-09,0.0035,0.0035,0.0035,0.035,0.0002697828089418933,9.937576701283848e-11,1.890192350049891e-07,5.0737583984903465e-08,1.5798311274280875e-07,9.191685130648474e-05,3.077603709068642e-07,0.0008026233711653551,0.00016074901394881648,4.5602622581596214e-09,1.7020244501918454e-18,1.6654233395532943e-11,1.1133678371737876e-13,1.5587149720433024e-10,3.69312445088237e-06
1.25,0.046206053432278175,3.6733418984962895e-06,0.005171013765932647,1.9574766957695042e-09,0.005286202124491545,1.7813291788132756e-05,2.9569450658590184e-06,9.21182443237922e-06,6.663630916606064e-12,0.009219039357175298,2.687117595250439e-07,1.0338220756174566e-16,9.843745033804468e-10,0.035,0.35,1.4,0.035,24.5,0.005,0.35,1.05,17.5,0.0245,0.35,24.5,0.0105,0.035,0.0035,0.07,0.0035,24.5,0.21,0.0525,0.0175,0.0035,0.035,1.0,8.362624842870547e-06,6.648215533435516e-09,1.2662618191603105e-10,6.796309711735212e-10,3.82959727584144e-07,2.6431010622457725e-05,6.234652125846464e-06,1.8703956377539395e-05,1.899194695770497e-10,2.332270820812122e-12,8.268632731226459e-07,6.3075577009012015e-16,3.330967655681303e-09,0.0035,0.0035,0.0035,0.035,0.00027147822271146393,1.0276752652789897e-10,1.9285044967105518e-07,5.1746538652532826e-08,1.6120692756663634e-07,9.250853717860205e-05,3.117326062923233e-07,0.0008086059350648682,0.00016133318875056774,4.7024557916882686e-09,1.8091886323305492e-18,1.7226553809157822e-11,1.1661354104060612e-13,1.6325895745684857e-10,3.7407912755078785e-06
1.26,0.04654785326539818,3.7472245965526256e-06,0.005203290409234016,2.0237913327772763e-09,0.00532000503944644,1.80415489537326e-05,3.0152864607321124e-06,9.39839912201539e-06,6.90426614121867e-12,0.009252414738169264,2.7703069455263623e-07,1.0984265554809496e-16,1.0179508410434968e-09,0.035,0.35,1.4,0.035,24.5,0.005,0.35,1.05,17.5,0.0245,0.35,24.5,0.0105,0.035,0.0035,0.07,0.0035,24.5,0.21,0.0525,0.0175,0.0035,0.035,1.0,8.477069946319753e-06,6.824264231570828e-09,1.3188439879706178e-10,6.977338808159168e-10,3.9301280957850177e-07,2.6600025197232202e-05,6.31454213380641e-06,1.894362640141923e-05,1.9756256832742112e-10,2.416493149426534e-12,8.465276417743575e-07,6.653295046846525e-16,3.4196191730178734e-09,0.0035,0.0035,0.0035,0.035,0.00027317274648478584,1.06249044970807e-10,1.9672929131901284e-07,5.276751306281197e-08,1.6447198463526932e-07,9.31000881903127e-05,3.1572710669032054e-07,0.0008145874321444683,0.00016191725791796214,4.8480371546711345e-09,1.922246472091662e-18,1.7814139718261198e-11,1.2082465747132674e-13,1.6915452045985742e-10,3.7887252802838463e-06
1.27,0.0468895921407097,3.822018093816183e-06,0.0052355501090736774,2.0918477333723314e-09,0.005353800247968194,1.8271076985738285e-05,3.0743171709362854e-06,9.587343432463112e-06,7.159490641965754e-12,0.009285784080731668,2.8554642481445877e-07,1.1665574087726197e-16,1.0524162089747601e-09,0.035,0.35,1.4,0.035,24.5,0.005,0.35,1.05,17.5,0.0245,0.35,24.5,0.0105,0.035,0.0035,0.07,0.0035,24.5,0.21,0.0525,0.0175,0.0035,0.035,1.0,8.592248323634953e-06,7.003628536786309e-09,1.3732024185361534e-10,7.161812496444202e-10,4.032523607862433e-07,2.676900123984097e-05,6.394876945008399e-06,1.91846308350252e-05,2.054512699146164e-10,2.5058217246880137e-12,8.665174144492024e-07,7.0152589689603195e-16,3.5099677300177216e-09,0.0035,0.0035,0.0035,0.035,0.00027486638072636804,1.098220060020474e-10,2.0065594992534958e-07,5.3800550491385e-08,1.6777851006810447e-07,9.369150433944341e-05,3.1974384725042e-07,0.0008205678624624199,0.0001625012214128042,4.997062434253029e-09,2.0414754653520846e-18,1.8417283657058303e-11,1.252910862344007e-13,1.7540752072816097e-10,3.83692616700504e-06
1.28,0.04723127006154954,3.897725969851642e-06,0.005267792874294223,2.1616783113415985e-09,0.0053875877499126095,1.8501874487358786e-05,3.134039643993903e-06,9.778670267582416e-06,7.459240253994278e-12,0.009319147382650465,2.9426218455142244e-07,1.2383794285307347e-16,1.0877875208652743e-09,0.035,0.35,1.4,0.035,24.5,0.005,0.35,1.05,17.5,0.0245,0.35,24.5,0.0105,0.035,0.0035,0.07,0.0035,24.5,0.21,0.0525,0.0175,0.0035,0.035,1.0,8.708159175593388e-06,7.186344581477607e-09,1.4293833695283718e-10,7.349769240691134e-10,4.1368038304618966e-07,2.693793874956305e-05,6.475656070575575e-06,1.9426968211726725e-05,2.1359073355522067e-10,2.610734088897997e-12,8.868355749328862e-07,7.394084472917992e-16,3.6020334125720126e-09,0.0035,0.0035,0.0035,0.035,0.0002765591259004467,1.1348811134543392e-10,2.0463061341721121e-07,5.4845693769893304e-08,1.711267296826923e-07,9.428278562347067e-05,3.237828035287788e-07,0.0008265472260771171,0.00016308507919638316,5.149588229649893e-09,2.167163999928786e-18,1.9036281615142302e-11,1.3053670444489986e-13,1.827513862228598e-10,3.885393642345345e-06
1.29,0.04757288703126182,3.9743517657665985e-06,0.005300018713733036,2.233315824890614e-09,0.005421367545115443,1.8733940085023066e-05,3.194456302137392e-06,9.97239251423101e-06,7.75068381694671e-12,0.009352504641684162,3.031812372709764e-07,1.3140638272789547e-16,1.1240818887535698e-09,0.035,0.35,1.4,0.035,24.5,0.005,0.35,1.05,17.5,0.0245,0.35,24.5,0.0105,0.035,0.0035,0.07,0.0035,24.5,0.21,0.0525,0.0175,0.0035,0.035,1.0,8.824801703619837e-06,7.3724485567323184e-09,1.4874339401971066e-10,7.541247586529752e-10,4.2429888215708017e-07,2.7106837725577215e-05,6.556879029758073e-06,1.967063708927422e-05,2.219882365351045e-10,2.7127393359313485e-12,9.074851087655897e-07,7.790426481523008e-16,3.6958363996174542e-09,0.0035,0.0035,0.0035,0.035,0.0002782509824709844,1.1724908080675723e-10,2.0865346770274643e-07,5.590298528740436e-08,1.745168689990427e-07,9.487393203952027e-05,3.2784395148790367e-07,0.000832525523047082,0.00016366883122947285,5.305671652242088e-09,2.299611697738171e-18,1.9671433053187473e-11,1.3563696679656745e-13,1.898917535151944e-10,3.934127417854843e-06
1.3,0.047914443053198044,4.051898982043138e-06,0.0053322276362223,2.3067933771705475e-09,0.0054551396333923806,1.8967272428365545e-05,3.2555695422139902e-06,1.016852304251357e-05,8.041672701366042e-12,0.009385855855561802,3.1230687577521786e-07,1.393788441737575e-16,1.161316623932494e-09,0.035,0.35,1.4,0.035,24.5,0.005,0.35,1.05,17.5,0.0245,0.35,24.5,0.0105,0.035,0.0035,0.07,0.0035,24.5,0.21,0.0525,0.0175,0.0035,0.035,1.0,8.942175109786177e-06,7.561976705930997e-09,1.5474020786830563e-10,7.736286154606017e-10,4.3510986775541736e-07,2.7275698166961905e-05,6.63854534992794e-06,1.9915636049783824e-05,2.3064966001499798e-10,2.8145854454781144e-12,9.284690025798452e-07,8.204960303980664e-16,3.791396962896025e-09,0.0035,0.0035,0.0035,0.035,0.00027994195090167074,1.2110665230145374e-10,2.1272469655726473e-07,5.6972466988744834e-08,1.779491532439875e-07,9.546494358436667e-05,3.3192726749639706e-07,0.0008385027534309658,0.00016425247747233154,5.465370326066313e-09,2.4391297730407567e-18,2.0323040918818648e-11,1.4072927227390574e-13,1.9702098118346801e-10,3.983127209956764e-06
1.31,0.04825593813071704,4.130371079474728e-06,0.005364419650588991,2.382144416574297e-09,0.005488904014538989,1.9201870190209154e-05,3.3173817357948495e-06,1.0367074706039502e-05,8.340206772490348e-12,0.009419201021982945,3.2164242215990543e-07,1.4777379485515721e-16,1.1995092378852957e-09,0.035,0.35,1.4,0.035,24.5,0.005,0.35,1.05,17.5,0.0245,0.35,24.5,0.0105,0.035,0.0035,0.07,0.0035,24.5,0.21,0.0525,0.0175,0.0035,0.035,1.0,9.060278596810878e-06,7.754965324035542e-09,1.6093365901849923e-10,7.934923639882602e-10,4.4611535322038543e-07,2.7444520072694945e-05,6.720654566573204e-06,2.0161963699719613e-05,2.395809726034066e-10,2.9190723703716217e-12,9.497902441447715e-07,8.638382111700287e-16,3.8887354667215696e-09,0.0035,0.0035,0.0035,0.035,0.000281632031655922,1.250625818701506e-10,2.1684448167242322e-07,5.805418037640987e-08,1.814238073556913e-07,9.605582025443232e-05,3.3603272832866024e-07,0.0008444789172875483,0.00016483601788470155,5.628742387798346e-09,2.5860414099652516e-18,2.0991411662992677e-11,1.459536185185811e-13,2.0433506592601353e-10,4.032392739943922e-06
1.32,0.048597372267184955,4.209771478944001e-06,0.005396594765654893,2.459402737041005e-09,0.005522660688330703,1.943773206655347e-05,3.3798952291964142e-06,1.0568060342117812e-05,8.669769997019827e-12,0.009452540138617675,3.3119122782303983e-07,1.5661040244267922e-16,1.2386774429945467e-09,0.035,0.35,1.4,0.035,24.5,0.005,0.35,1.05,17.5,0.0245,0.35,24.5,0.0105,0.035,0.0035,0.07,0.0035,24.5,0.21,0.0525,0.0175,0.0035,0.035,1.0,9.179111368058541e-06,7.951450754755359e-09,1.6732871451368143e-10,8.137198808766944e-10,4.5731735556750843e-07,2.7613303441653513e-05,6.8032062232937135e-06,2.0409618669881144e-05,2.4878785504464737e-10,3.0344194989569394e-12,9.714518221464466e-07,9.091409421631174e-16,3.987872367727383e-09,0.0035,0.0035,0.0035,0.035,0.0002833212251968819,1.2911864369465277e-10,2.2101300264456005e-07,5.9148166510937256e-08,1.8494105598706174e-07,9.664656204578731e-05,3.401603111646857e-07,0.0008504540146757368,0.00016541945242580934,5.795846486903197e-09,2.7406820427468867e-18,2.167685525240457e-11,1.51720974947847e-13,2.1240936492698576e-10,4.081923733976229e-06
1.33,0.04893874546597529,4.290103562279307e-06,0.005428752990236586,2.5386024783534277e-09,0.00555640965452277,1.967485677654784e-05,3.4431123436032968e-06,1.0771492772093494e-05,9.014925521791611e-12,0.009485873203106605,3.409566734589352e-07,1.6590856510743852e-16,1.2788391537551142e-09,0.035,0.35,1.4,0.035,24.5,0.005,0.35,1.05,17.5,0.0245,0.35,24.5,0.0105,0.035,0.0035,0.07,0.0035,24.5,0.21,0.0525,0.0175,0.0035,0.035,1.0,9.298672627539419e-06,8.151469389751946e-09,1.739304287384054e-10,8.343150498322947e-10,4.687178953562951e-07,2.778204827261385e-05,6.886199871791743e-06,2.0658599615375233e-05,2.582770336105724e-10,3.1552239326270635e-12,9.93456726218129e-07,9.564781586602143e-16,4.08882821466886e-09,0.0035,0.0035,0.0035,0.035,0.0002850095319874207,1.3327663011355495e-10,2.2523043701966361e-07,6.02544660130577e-08,1.8850112351163617e-07,9.723716895414849e-05,3.443099935895872e-07,0.0008564280456545677,0.0001660027810543656,5.966741785531367e-09,2.9033998893801745e-18,2.23796851907145e-11,1.5776119663135321e-13,2.2086567528389446e-10,4.131719923075046e-06
1.34,0.049280057730468854,4.371370671551507e-06,0.005460894333145456,2.6197781262829965e-09,0.005590150912850257,1.9913243062487388e-05,3.5070353750348865e-06,1.097738480141382e-05,9.367801647372362e-12,0.009519200213060856,3.5094216906654314e-07,1.7568891712008922e-16,1.3200124870151787e-09,0.035,0.35,1.4,0.035,24.5,0.005,0.35,1.05,17.5,0.0245,0.35,24.5,0.0105,0.035,0.0035,0.07,0.0035,24.5,0.21,0.0525,0.0175,0.0035,0.035,1.0,9.41896157990894e-06,8.355057664923852e-09,1.8074394422594383e-10,8.552817612493174e-10,4.803189965771607e-07,2.7950754564251283e-05,6.9696350718705855e-06,2.090890521561176e-05,2.680551415537594e-10,3.2787305765803266e-12,1.0158079466108278e-06,1.0059260293188167e-15,4.191623648131292e-09,0.0035,0.0035,0.0035,0.035,0.0002866969524901364,1.375383516298573e-10,2.294969602564541e-07,6.137311906311052e-08,1.9210423402474187e-07,9.782764097487951e-05,3.4848175359352934e-07,0.000862401010283205,0.000166586003728565,6.141487958664505e-09,3.0745560496015616e-18,2.310021852276563e-11,1.6393652882901635e-13,2.2951114036062286e-10,4.181781043122352e-06
1.35,0.04962130906405374,4.4535761091402615e-06,0.005493018803187689,2.7029645131447872e-09,0.005623884463027972,2.0152889689774716e-05,3.5716665944481344e-06,1.1185749220126739e-05,9.726415885424341e-12,0.009552521166062063,3.611511539534218e-07,1.8597287357475854e-16,1.3622157637759091e-09,0.035,0.35,1.4,0.035,24.5,0.005,0.35,1.05,17.5,0.0245,0.35,24.5,0.0105,0.035,0.0035,0.07,0.0035,24.5,0.21,0.0525,0.0175,0.0035,0.035,1.0,9.53997743046722e-06,8.562252058127223e-09,1.8777449249429782e-10,8.76623911978727e-10,4.921226865570058e-07,2.811942231513986e-05,7.05351139142115e-06,2.1160534174263454e-05,2.7812876057065713e-10,3.4042455598985194e-12,1.0385084740406406e-06,1.057563006765373e-15,4.296279400399659e-09,0.0035,0.0035,0.0035,0.035,0.0002883834871673536,1.4190563694010133e-10,2.3381274572986373e-07,6.250416540284236e-08,1.9575061135221793e-07,9.841797810298951e-05,3.5267556957105757e-07,0.0008683729086209405,0.00016716912040608611,6.320145194184882e-09,3.2545252875582747e-18,2.383877586607841e-11,1.70212277994926e-13,2.3829718919289634e-10,4.23210683485269e-06
1.36,0.049962499470125356,4.536723137784919e-06,0.00552512640916428,2.7881968177625284e-09,0.0056576103047504735,2.039379544691356e-05,3.6370082477517392e-06,1.1396598802921323e-05,1.0091901238498811e-11,0.00958583605966239,3.7158709673035576e-07,1.967826357472513e-16,1.4054675093327566e-09,0.035,0.35,1.4,0.035,24.5,0.005,0.35,1.05,17.5,0.0245,0.35,24.5,0.0105,0.035,0.0035,0.07,0.0035,24.5,0.21,0.0525,0.0175,0.0035,0.035,1.0,9.66171938515861e-06,8.773089086874732e-09,1.950273948420917e-10,8.983454050946152e-10,5.041309958530962e-07,2.8288051523752368e-05,7.137828406419746e-06,2.141348521925924e-05,2.8850448914273e-10,3.5321654334745838e-12,1.0615612995329741e-06,1.1114698788216364e-15,4.402816295164279e-09,0.0035,0.0035,0.0035,0.035,0.0002900691364811247,1.4638033293253274e-10,2.3817796473370823e-07,6.364764433565545e-08,1.9944047905112316e-07,9.90081803331333e-05,3.5689142032098735e-07,0.0008743437407271939,0.00016775213104409185,6.502774192781227e-09,3.4436961255768982e-18,2.4595681413323242e-11,1.766082716737292e-13,2.4725158034322087e-10,4.2826970438518475e-06
1.37,0.050303628952084865,4.6208149888310135e-06,0.0055572171598721135,2.875510493247606e-09,0.005691328437696279,2.063595914066075e-05,3.703062561084902e-06,1.1609946312557988e-05,1.0471901420046429e-11,0.009619144891390671,3.822534891853136e-07,2.0814104638710346e-16,1.4497864113398967e-09,0.035,0.35,1.4,0.035,24.5,0.005,0.35,1.05,17.5,0.0245,0.35,24.5,0.0105,0.035,0.0035,0.07,0.0035,24.5,0.21,0.0525,0.0175,0.0035,0.035,1.0,9.7841866505728e-06,8.98760532198409e-09,2.025080580602157e-10,9.204501512943507e-10,5.163459588815376e-07,2.8456642188481398e-05,7.222585699231262e-06,2.1667757097693787e-05,2.9918886068491017e-10,3.66516549701625e-12,1.0849694162634988e-06,1.1677297920107098e-15,4.511255248694196e-09,0.0035,0.0035,0.0035,0.035,0.0002917539008932859,1.509643008954993e-10,2.425927869136282e-07,6.480359481898579e-08,2.031740604697648e-07,9.959824765968489e-05,3.6112928496156313e-07,0.0008803135066614852,0.00016833503559933674,6.689436060742988e-09,3.642468311774311e-18,2.5371262198448193e-11,1.8325827485081253e-13,2.5656158479113754e-10,4.333551419538757e-06
1.38,0.05064469751334679,4.70585482123985e-06,0.005589291064098555,2.964941629050925e-09,0.005725038861506644,2.0879379620047583e-05,3.769831714886037e-06,1.1825804484669766e-05,1.086602192908487e-11,0.009652447658721685,3.9315387683398253e-07,2.2007249012460168e-16,1.4951915358600488e-09,0.035,0.35,1.4,0.035,24.5,0.005,0.35,1.05,17.5,0.0245,0.35,24.5,0.0105,0.035,0.0035,0.07,0.0035,24.5,0.21,0.0525,0.0175,0.0035,0.035,1.0,9.907378433936325e-06,9.205837305455348e-09,2.1022200072721926e-10,9.42942060487229e-10,5.287696101920385e-07,2.862519430753322e-05,7.307782867016654e-06,2.1923348601049963e-05,3.1018869560102604e-10,3.803107675179705e-12,1.1087358094064812e-06,1.226428446761072e-15,4.621617262860383e-09,0.0035,0.0035,0.0035,0.035,0.00029343778086517413,1.5565943552517356e-10,2.470573781150921e-07,6.597205501050566e-08,2.0695157848172092e-07,0.00010018818007636628,3.6538914335083277e-07,0.0008862822064835689,0.0001689178340276295,6.8801928445946945e-09,3.85126857718053e-18,2.6165851877550856e-11,1.9015538375898524e-13,2.6621753726257934e-10,4.384669720209992e-06
1.39,0.05098570515732429,4.791845801443208e-06,0.005621348130631947,3.0565262495598713e-09,0.005758741575826617,2.1124055729747666e-05,3.837317894335728e-06,1.204418605792274e-05,1.127322693003313e-11,0.009685744359135768,4.0429179967835977e-07,2.3260121823627997e-16,1.5417019110620796e-09,0.035,0.35,1.4,0.035,24.5,0.005,0.35,1.05,17.5,0.0245,0.35,24.5,0.0105,0.035,0.0035,0.07,0.0035,24.5,0.21,0.0525,0.0175,0.0035,0.035,1.0,1.0031293943127679e-05,9.427821703376763e-09,2.1817480463195453e-10,9.658250574602427e-10,5.414039913954778e-07,2.8793707879133085e-05,7.393419505411683e-06,2.218025851623505e-05,3.215109296537863e-10,3.9456294255115955e-12,1.132863475412213e-06,1.287653875158009e-15,4.733923438029398e-09,0.0035,0.0035,0.0035,0.035,0.0002951207768581772,1.6046762810189324e-10,2.515719045757684e-07,6.715306315087524e-08,2.1077325601364796e-07,0.0001007779775769658,3.696709752705842e-07,0.0008922498402531752,0.00016950052628487595,7.075106494371297e-09,4.0705213191349e-18,2.6979783443586397e-11,1.972814712755798e-13,2.761940597858117e-10,4.43605170324701e-06
