Time,G_alpha,PLC,Ca_cyt,Ca_ER,Ca_mit,Enz,Product,k1,k2,k3,K4,k5,K6,k7,k8,K9,k10,K11,k12,k13,k14,K15,k16,K17,k18,K19,k20,K21,k_act,KM,k_inact,p,k_enz,k_rem,cytoplasm,ER,mit
1.8,0.21893845975784987,0.17963006909071175,0.0032108436995340666,10.2711957854958,0.0010002833226223386,6.3837432734349e-10,2.517137959556679e-10,0.01,1.65,0.64,0.09,4.88,1.18,2.08,32.24,29.09,0.7,3.0,2.8,13.4,153.0,0.16,7.0,0.05,79.0,3.5,0.81,4.5,5.0,0.62,0.4,4.0,3.0,3.0,1.0,1.0,1.0
1.81,0.22182775589356435,0.18222123523639888,0.0032549010679557193,10.275446875808996,0.0010002963055159892,6.727455334532915e-10,2.636577427552832e-10,0.01,1.65,0.64,0.09,4.88,1.18,2.08,32.24,29.09,0.7,3.0,2.8,13.4,153.0,0.16,7.0,0.05,79.0,3.5,0.81,4.5,5.0,0.62,0.4,4.0,3.0,3.0,1.0,1.0,1.0
1.82,0.2247493663478764,0.18484429895616772,0.00329948912352859,10.279752663313044,0.0010003097274616627,7.090457701407351e-10,2.76293286064706e-10,0.01,1.65,0.64,0.09,4.88,1.18,2.08,32.24,29.09,0.7,3.0,2.8,13.4,153.0,0.16,7.0,0.05,79.0,3.5,0.81,4.5,5.0,0.62,0.4,4.0,3.0,3.0,1.0,1.0,1.0
1.83,0.2277036006471323,0.18749958979783707,0.003344613751387751,10.284113714039641,0.0010003236009004553,7.473777666057604e-10,2.8965794898442733e-10,0.01,1.65,0.64,0.09,4.88,1.18,2.08,32.24,29.09,0.7,3.0,2.8,13.4,153.0,0.16,7.0,0.05,79.0,3.5,0.81,4.5,5.0,0.62,0.4,4.0,3.0,3.0,1.0,1.0,1.0
1.84,0.23069077101244378,0.19018744031995308,0.0033902809003256186,10.288530598258285,0.001000337938580676,7.878490363896344e-10,3.03791024451983e-10,0.01,1.65,0.64,0.09,4.88,1.18,2.08,32.24,29.09,0.7,3.0,2.8,13.4,153.0,0.16,7.0,0.05,79.0,3.5,0.81,4.5,5.0,0.62,0.4,4.0,3.0,3.0,1.0,1.0,1.0
1.85,0.23371119238122953,0.19290818611589708,0.0034364965832272957,10.293003890491814,0.0010003527535633573,8.305720179074729e-10,3.1873362758312216e-10,0.01,1.65,0.64,0.09,4.88,1.18,2.08,32.24,29.09,0.7,3.0,2.8,13.4,153.0,0.16,7.0,0.05,79.0,3.5,0.81,4.5,5.0,0.62,0.4,4.0,3.0,3.0,1.0,1.0,1.0
1.86,0.2367651824287563,0.19566216583799362,0.0034832668775059052,10.297534169531929,0.0010003680592277652,8.756642149807595e-10,3.3452874801297516e-10,0.01,1.65,0.64,0.09,4.88,1.18,2.08,32.24,29.09,0.7,3.0,2.8,13.4,153.0,0.16,7.0,0.05,79.0,3.5,0.81,4.5,5.0,0.62,0.4,4.0,3.0,3.0,1.0,1.0,1.0
1.87,0.23985306198306308,0.19844972206815842,0.0035305982107640497,10.302122017742004,0.0010003838697287709,9.232751706758513e-10,3.512316250104758e-10,0.01,1.65,0.64,0.09,4.88,1.18,2.08,32.24,29.09,0.7,3.0,2.8,13.4,153.0,0.16,7.0,0.05,79.0,3.5,0.81,4.5,5.0,0.62,0.4,4.0,3.0,3.0,1.0,1.0,1.0
1.88,0.24297515441154804,0.20127119997561596,0.003578496900849043,10.306768022223022,0.0010004001992730187,9.735432965145524e-10,3.6889313795326455e-10,0.01,1.65,0.64,0.09,4.88,1.18,2.08,32.24,29.09,0.7,3.0,2.8,13.4,153.0,0.16,7.0,0.05,79.0,3.5,0.81,4.5,5.0,0.62,0.4,4.0,3.0,3.0,1.0,1.0,1.0
1.89,0.24613178564915758,0.20412694735531312,0.0036269691611083505,10.31147277481706,0.0010004170621320742,1.0265964664687446e-09,3.875600331157375e-10,0.01,1.65,0.64,0.09,4.88,1.18,2.08,32.24,29.09,0.7,3.0,2.8,13.4,153.0,0.16,7.0,0.05,79.0,3.5,0.81,4.5,5.0,0.62,0.4,4.0,3.0,3.0,1.0,1.0,1.0
1.9,0.24932328465447626,0.20701731558715403,0.0036760214158987046,10.316236871335505,0.0010004344731470787,1.0825817987864619e-09,4.0728637901633326e-10,0.01,1.65,0.64,0.09,4.88,1.18,2.08,32.24,29.09,0.7,3.0,2.8,13.4,153.0,0.16,7.0,0.05,79.0,3.5,0.81,4.5,5.0,0.62,0.4,4.0,3.0,3.0,1.0,1.0,1.0
1.91,0.25254998324732103,0.2099426592642632,0.0037256601676488106,10.321060911907859,0.0010004524475229698,1.1416532491860167e-09,4.281287917974144e-10,0.01,1.65,0.64,0.09,4.88,1.18,2.08,32.24,29.09,0.7,3.0,2.8,13.4,153.0,0.16,7.0,0.05,79.0,3.5,0.81,4.5,5.0,0.62,0.4,4.0,3.0,3.0,1.0,1.0,1.0
1.92,0.2558122161311836,0.21290333621903165,0.0037758919979477795,10.325945500995642,0.0010004710008350267,1.2039718128296068e-09,4.501465112028228e-10,0.01,1.65,0.64,0.09,4.88,1.18,2.08,32.24,29.09,0.7,3.0,2.8,13.4,153.0,0.16,7.0,0.05,79.0,3.5,0.81,4.5,5.0,0.62,0.4,4.0,3.0,3.0,1.0,1.0,1.0
1.93,0.25911032091567204,0.2158997075491635,0.003826723568633553,10.330891247406282,0.0010004901490354146,1.2697057262969208e-09,4.734014765554348e-10,0.01,1.65,0.64,0.09,4.88,1.18,2.08,32.24,29.09,0.7,3.0,2.8,13.4,153.0,0.16,7.0,0.05,79.0,3.5,0.81,4.5,5.0,0.62,0.4,4.0,3.0,3.0,1.0,1.0,1.0
1.94,0.26244463826486486,0.21893213793499314,0.003878161604964402,10.33589876402547,0.0010005099086373911,1.3390432146097243e-09,4.979632015910763e-10,0.01,1.65,0.64,0.09,4.88,1.18,2.08,32.24,29.09,0.7,3.0,2.8,13.4,153.0,0.16,7.0,0.05,79.0,3.5,0.81,4.5,5.0,0.62,0.4,4.0,3.0,3.0,1.0,1.0,1.0
1.95,0.2658155121910084,0.2220009962930271,0.003930212858108288,10.340968667224471,0.0010005302971045887,1.4122197194325794e-09,5.239191887744479e-10,0.01,1.65,0.64,0.09,4.88,1.18,2.08,32.24,29.09,0.7,3.0,2.8,13.4,153.0,0.16,7.0,0.05,79.0,3.5,0.81,4.5,5.0,0.62,0.4,4.0,3.0,3.0,1.0,1.0,1.0
1.96,0.2692232889224913,0.22510665313136025,0.003982884270509486,10.346101579455608,0.0010005513312286215,1.4894030770180924e-09,5.513310051533628e-10,0.01,1.65,0.64,0.09,4.88,1.18,2.08,32.24,29.09,0.7,3.0,2.8,13.4,153.0,0.16,7.0,0.05,79.0,3.5,0.81,4.5,5.0,0.62,0.4,4.0,3.0,3.0,1.0,1.0,1.0
1.97,0.2726683180269427,0.22824948312187043,0.004036182820356058,10.351298126804908,0.0010005730286886416,1.570803382781398e-09,5.802763075536157e-10,0.01,1.65,0.64,0.09,4.88,1.18,2.08,32.24,29.09,0.7,3.0,2.8,13.4,153.0,0.16,7.0,0.05,79.0,3.5,0.81,4.5,5.0,0.62,0.4,4.0,3.0,3.0,1.0,1.0,1.0
1.98,0.27615095210544116,0.23142986436696225,0.004090115569375164,10.356558939739992,0.0010005954075947533,1.6566404901211314e-09,6.108364086247492e-10,0.01,1.65,0.64,0.09,4.88,1.18,2.08,32.24,29.09,0.7,3.0,2.8,13.4,153.0,0.16,7.0,0.05,79.0,3.5,0.81,4.5,5.0,0.62,0.4,4.0,3.0,3.0,1.0,1.0,1.0
1.99,0.27967154681584583,0.2346481784276699,0.004144689663795008,10.361884653121981,0.0010006184864958113,1.7471443009645507e-09,6.430963866988576e-10,0.01,1.65,0.64,0.09,4.88,1.18,2.08,32.24,29.09,0.7,3.0,2.8,13.4,153.0,0.16,7.0,0.05,79.0,3.5,0.81,4.5,5.0,0.62,0.4,4.0,3.0,3.0,1.0,1.0,1.0
2.0,0.2832304608961268,0.2379048103517598,0.004199912335306751,10.367275906217412,0.0010006422843872205,1.842555056312659e-09,6.771451956493893e-10,0.01,1.65,0.64,0.09,4.88,1.18,2.08,32.24,29.09,0.7,3.0,2.8,13.4,153.0,0.16,7.0,0.05,79.0,3.5,0.81,4.5,5.0,0.62,0.4,4.0,3.0,3.0,1.0,1.0,1.0
2.01,0.28682805618769686,0.24120014870183326,0.004255790902026459,10.372733342710136,0.0010006668207187357,1.9431236267853243e-09,7.130757747499496e-10,0.01,1.65,0.64,0.09,4.88,1.18,2.08,32.24,29.09,0.7,3.0,2.8,13.4,153.0,0.16,7.0,0.05,79.0,3.5,0.81,4.5,5.0,0.62,0.4,4.0,3.0,3.0,1.0,1.0,1.0
2.02,0.2904646982413431,0.24453458692890237,0.004312332798229284,10.378257609419046,0.0010006921163020928,2.0491898817379668e-09,7.510150513216132e-10,0.01,1.65,0.64,0.09,4.88,1.18,2.08,32.24,29.09,0.7,3.0,2.8,13.4,153.0,0.16,7.0,0.05,79.0,3.5,0.81,4.5,5.0,0.62,0.4,4.0,3.0,3.0,1.0,1.0,1.0
2.03,0.29414075508150844,0.24790852049281314,0.004369545513132145,10.383849359106843,0.0010007181913741989,2.1610142455118907e-09,7.910594497865713e-10,0.01,1.65,0.64,0.09,4.88,1.18,2.08,32.24,29.09,0.7,3.0,2.8,13.4,153.0,0.16,7.0,0.05,79.0,3.5,0.81,4.5,5.0,0.62,0.4,4.0,3.0,3.0,1.0,1.0,1.0
2.04,0.29785659801742065,0.25132234870970566,0.004427436630761687,10.389509248741941,0.0010007450668216879,2.278883566274905e-09,8.333154227282358e-10,0.01,1.65,0.64,0.09,4.88,1.18,2.08,32.24,29.09,0.7,3.0,2.8,13.4,153.0,0.16,7.0,0.05,79.0,3.5,0.81,4.5,5.0,0.62,0.4,4.0,3.0,3.0,1.0,1.0,1.0
2.05,0.30161260166245346,0.2547764747709522,0.004486013830720246,10.395237939519179,0.0010007727641825925,2.403110874822972e-09,8.778993571692803e-10,0.01,1.65,0.64,0.09,4.88,1.18,2.08,32.24,29.09,0.7,3.0,2.8,13.4,153.0,0.16,7.0,0.05,79.0,3.5,0.81,4.5,5.0,0.62,0.4,4.0,3.0,3.0,1.0,1.0,1.0
2.06,0.3054091438666267,0.25827130556149014,0.004545284884661942,10.401036097073511,0.0010008013055138522,2.5340235019756214e-09,9.249330238765606e-10,0.01,1.65,0.64,0.09,4.88,1.18,2.08,32.24,29.09,0.7,3.0,2.8,13.4,153.0,0.16,7.0,0.05,79.0,3.5,0.81,4.5,5.0,0.62,0.4,4.0,3.0,3.0,1.0,1.0,1.0
2.07,0.3092466057408752,0.26180725169009217,0.004605257657300984,10.406904391489832,0.001000830713400564,2.6719634950048803e-09,9.74543735415192e-10,0.01,1.65,0.64,0.09,4.88,1.18,2.08,32.24,29.09,0.7,3.0,2.8,13.4,153.0,0.16,7.0,0.05,79.0,3.5,0.81,4.5,5.0,0.62,0.4,4.0,3.0,3.0,1.0,1.0,1.0
2.08,0.3131253716813205,0.26538472751964026,0.004665940107420009,10.412843497312805,0.0010008610109652316,2.8172880340642957e-09,1.0268645042026585e-09,0.01,1.65,0.64,0.09,4.88,1.18,2.08,32.24,29.09,0.7,3.0,2.8,13.4,153.0,0.16,7.0,0.05,79.0,3.5,0.81,4.5,5.0,0.62,0.4,4.0,3.0,3.0,1.0,1.0,1.0
2.09,0.3170458296546308,0.26900415185707094,0.004727340386039195,10.418854092679474,0.001000892222400907,2.9704226512306415e-09,1.0820543581049745e-09,0.01,1.65,0.64,0.09,4.88,1.18,2.08,32.24,29.09,0.7,3.0,2.8,13.4,153.0,0.16,7.0,0.05,79.0,3.5,0.81,4.5,5.0,0.62,0.4,4.0,3.0,3.0,1.0,1.0,1.0
2.1,0.3210083710351903,0.27266594751091305,0.004789466767797397,10.424936859957711,0.0010009243726050111,3.131823807618039e-09,1.1402840532286666e-09,0.01,1.65,0.64,0.09,4.88,1.18,2.08,32.24,29.09,0.7,3.0,2.8,13.4,153.0,0.16,7.0,0.05,79.0,3.5,0.81,4.5,5.0,0.62,0.4,4.0,3.0,3.0,1.0,1.0,1.0
2.11,0.3250133900622991,0.27637053988879856,0.004852327440934923,10.431092487661262,0.0010009574860507396,3.3018646267647673e-09,1.2016924514093408e-09,0.01,1.65,0.64,0.09,4.88,1.18,2.08,32.24,29.09,0.7,3.0,2.8,13.4,153.0,0.16,7.0,0.05,79.0,3.5,0.81,4.5,5.0,0.62,0.4,4.0,3.0,3.0,1.0,1.0,1.0
2.12,0.32906128462817896,0.2801183589573912,0.0049159307925130775,10.437321667893602,0.0010009915883287732,3.4809897672857276e-09,1.2664456423522323e-09,0.01,1.65,0.64,0.09,4.88,1.18,2.08,32.24,29.09,0.7,3.0,2.8,13.4,153.0,0.16,7.0,0.05,79.0,3.5,0.81,4.5,5.0,0.62,0.4,4.0,3.0,3.0,1.0,1.0,1.0
2.13,0.3331524560469527,0.28390983862764146,0.00498028531442066,10.44362509721547,0.001001026705644282,3.669664210029093e-09,1.3347173920701494e-09,0.01,1.65,0.64,0.09,4.88,1.18,2.08,32.24,29.09,0.7,3.0,2.8,13.4,153.0,0.16,7.0,0.05,79.0,3.5,0.81,4.5,5.0,0.62,0.4,4.0,3.0,3.0,1.0,1.0,1.0
2.14,0.3372873090798082,0.2877454167873138,0.00504539960471429,10.450003476651702,0.001001062864827965,3.868373854919397e-09,1.4066893698111473e-09,0.01,1.65,0.64,0.09,4.88,1.18,2.08,32.24,29.09,0.7,3.0,2.8,13.4,153.0,0.16,7.0,0.05,79.0,3.5,0.81,4.5,5.0,0.62,0.4,4.0,3.0,3.0,1.0,1.0,1.0
2.15,0.3414662519601593,0.29162553533351104,0.005111282368958682,10.456457511698046,0.0010011000933470911,4.077626117800496e-09,1.4825513749861549e-09,0.01,1.65,0.64,0.09,4.88,1.18,2.08,32.24,29.09,0.7,3.0,2.8,13.4,153.0,0.16,7.0,0.05,79.0,3.5,0.81,4.5,5.0,0.62,0.4,4.0,3.0,3.0,1.0,1.0,1.0
2.16,0.3456896964386779,0.29555064026160666,0.005177942422974646,10.46298791223646,0.0010011384193691101,4.297956762665008e-09,1.5625039490167994e-09,0.01,1.65,0.64,0.09,4.88,1.18,2.08,32.24,29.09,0.7,3.0,2.8,13.4,153.0,0.16,7.0,0.05,79.0,3.5,0.81,4.5,5.0,0.62,0.4,4.0,3.0,3.0,1.0,1.0,1.0
2.17,0.3499580583853197,0.29952118333545796,0.005245388735051116,10.469595389884022,0.001001177873299099,4.53011154141683e-09,1.6468278478370248e-09,0.01,1.65,0.64,0.09,4.88,1.18,2.08,32.24,29.09,0.7,3.0,2.8,13.4,153.0,0.16,7.0,0.05,79.0,3.5,0.81,4.5,5.0,0.62,0.4,4.0,3.0,3.0,1.0,1.0,1.0
2.18,0.35427175633122865,0.3035376179090379,0.00531363032219427,10.476280664833883,0.0010012184838660463,4.774581285487108e-09,1.7357062216663854e-09,0.01,1.65,0.64,0.09,4.88,1.18,2.08,32.24,29.09,0.7,3.0,2.8,13.4,153.0,0.16,7.0,0.05,79.0,3.5,0.81,4.5,5.0,0.62,0.4,4.0,3.0,3.0,1.0,1.0,1.0
2.19,0.35863121274879944,0.3076004025215584,0.005382676340379482,10.483044460080137,0.0010012602814544044,5.031996340127457e-09,1.8293754774906654e-09,0.01,1.65,0.64,0.09,4.88,1.18,2.08,32.24,29.09,0.7,3.0,2.8,13.4,153.0,0.16,7.0,0.05,79.0,3.5,0.81,4.5,5.0,0.62,0.4,4.0,3.0,3.0,1.0,1.0,1.0
2.2,0.36303685372229977,0.3117099999234734,0.0054525360607718286,10.489887503058196,0.001001303297177001,5.303015892164625e-09,1.9280829476176776e-09,0.01,1.65,0.64,0.09,4.88,1.18,2.08,32.24,29.09,0.7,3.0,2.8,13.4,153.0,0.16,7.0,0.05,79.0,3.5,0.81,4.5,5.0,0.62,0.4,4.0,3.0,3.0,1.0,1.0,1.0
2.21,0.3674891089738531,0.31586687711133676,0.005523218871124604,10.496810525647817,0.001001347562888255,5.588328824826076e-09,2.03208721527848e-09,0.01,1.65,0.64,0.09,4.88,1.18,2.08,32.24,29.09,0.7,3.0,2.8,13.4,153.0,0.16,7.0,0.05,79.0,3.5,0.81,4.5,5.0,0.62,0.4,4.0,3.0,3.0,1.0,1.0,1.0
2.22,0.371988411889425,0.32007150536266316,0.005594734277177884,10.503814264176166,0.001001393111197392,5.888654572565762e-09,2.1416584402286674e-09,0.01,1.65,0.64,0.09,4.88,1.18,2.08,32.24,29.09,0.7,3.0,2.8,13.4,153.0,0.16,7.0,0.05,79.0,3.5,0.81,4.5,5.0,0.62,0.4,4.0,3.0,3.0,1.0,1.0,1.0
2.23,0.37653519954480585,0.32432436027078665,0.005667091904057031,10.510899459420836,0.0010014399754816597,6.204743975889699e-09,2.2570786843495776e-09,0.01,1.65,0.64,0.09,4.88,1.18,2.08,32.24,29.09,0.7,3.0,2.8,13.4,153.0,0.16,7.0,0.05,79.0,3.5,0.81,4.5,5.0,0.62,0.4,4.0,3.0,3.0,1.0,1.0,1.0
2.24,0.3811299129830134,0.3286259225337417,0.005740301530238661,10.51806685540552,0.0010014881906788902,6.537491785112317e-09,2.378685790986007e-09,0.01,1.65,0.64,0.09,4.88,1.18,2.08,32.24,29.09,0.7,3.0,2.8,13.4,153.0,0.16,7.0,0.05,79.0,3.5,0.81,4.5,5.0,0.62,0.4,4.0,3.0,3.0,1.0,1.0,1.0
2.25,0.38577299686076744,0.3329766768509429,0.005814373039789319,10.52531720122556,0.0010015377921243087,6.88776898336888e-09,2.5068079670590485e-09,0.01,1.65,0.64,0.09,4.88,1.18,2.08,32.24,29.09,0.7,3.0,2.8,13.4,153.0,0.16,7.0,0.05,79.0,3.5,0.81,4.5,5.0,0.62,0.4,4.0,3.0,3.0,1.0,1.0,1.0
2.26,0.39046489948008756,0.3373771119748769,0.005889316424490975,10.532651251024031,0.0010015888155811422,7.256426133548284e-09,2.6417650808269284e-09,0.01,1.65,0.64,0.09,4.88,1.18,2.08,32.24,29.09,0.7,3.0,2.8,13.4,153.0,0.16,7.0,0.05,79.0,3.5,0.81,4.5,5.0,0.62,0.4,4.0,3.0,3.0,1.0,1.0,1.0
2.27,0.39520607305160527,0.34182772145772883,0.005965141815982006,10.540069762855072,0.0010016412979895115,7.644399625704982e-09,2.783910100651399e-09,0.01,1.65,0.64,0.09,4.88,1.18,2.08,32.24,29.09,0.7,3.0,2.8,13.4,153.0,0.16,7.0,0.05,79.0,3.5,0.81,4.5,5.0,0.62,0.4,4.0,3.0,3.0,1.0,1.0,1.0
2.28,0.39999697362463826,0.34632900339860123,0.006041859474732051,10.547573499147498,0.0010016952771823469,8.052669940519148e-09,2.9336128059023996e-09,0.01,1.65,0.64,0.09,4.88,1.18,2.08,32.24,29.09,0.7,3.0,2.8,13.4,153.0,0.16,7.0,0.05,79.0,3.5,0.81,4.5,5.0,0.62,0.4,4.0,3.0,3.0,1.0,1.0,1.0
2.29,0.4048380611144938,0.350881460482325,0.006119479791611173,10.555163226701524,0.001001750791902683,8.48226308901268e-09,3.0912603407223402e-09,0.01,1.65,0.64,0.09,4.88,1.18,2.08,32.24,29.09,0.7,3.0,2.8,13.4,153.0,0.16,7.0,0.05,79.0,3.5,0.81,4.5,5.0,0.62,0.4,4.0,3.0,3.0,1.0,1.0,1.0
2.3,0.4097297994419401,0.3554856004356836,0.006198013405571914,10.56283971581264,0.0010018078823649827,8.934352524119624e-09,3.2572918940025487e-09,0.01,1.65,0.64,0.09,4.88,1.18,2.08,32.24,29.09,0.7,3.0,2.8,13.4,153.0,0.16,7.0,0.05,79.0,3.5,0.81,4.5,5.0,0.62,0.4,4.0,3.0,3.0,1.0,1.0,1.0
2.31,0.4146726563491071,0.36014193527954874,0.0062774709863883576,10.570603741913299,0.0010018665892471508,9.410071227954315e-09,3.4321349378042452e-09,0.01,1.65,0.64,0.09,4.88,1.18,2.08,32.24,29.09,0.7,3.0,2.8,13.4,153.0,0.16,7.0,0.05,79.0,3.5,0.81,4.5,5.0,0.62,0.4,4.0,3.0,3.0,1.0,1.0,1.0
2.32,0.4196671035260375,0.36485098173702474,0.0063578633389637755,10.57845608479733,0.0010019269541891944,9.910602050596293e-09,3.6162359765293307e-09,0.01,1.65,0.64,0.09,4.88,1.18,2.08,32.24,29.09,0.7,3.0,2.8,13.4,153.0,0.16,7.0,0.05,79.0,3.5,0.81,4.5,5.0,0.62,0.4,4.0,3.0,3.0,1.0,1.0,1.0
2.33,0.4247136166668396,0.3696132613796147,0.006439201434762837,10.58639752839217,0.0010019890199504358,1.0437204990112949e-08,3.810069877588338e-09,0.01,1.65,0.64,0.09,4.88,1.18,2.08,32.24,29.09,0.7,3.0,2.8,13.4,153.0,0.16,7.0,0.05,79.0,3.5,0.81,4.5,5.0,0.62,0.4,4.0,3.0,3.0,1.0,1.0,1.0
2.34,0.42981267547488555,0.37442930058378304,0.006521496390502365,10.594428860927566,0.001002052830319621,1.0991198835762874e-08,4.014133701092632e-09,0.01,1.65,0.64,0.09,4.88,1.18,2.08,32.24,29.09,0.7,3.0,2.8,13.4,153.0,0.16,7.0,0.05,79.0,3.5,0.81,4.5,5.0,0.62,0.4,4.0,3.0,3.0,1.0,1.0,1.0
2.35,0.4349647636905804,0.379299630571502,0.006604759470203261,10.602550874928644,0.0010021184301344786,1.1573963025435387e-08,4.228947395502428e-09,0.01,1.65,0.64,0.09,4.88,1.18,2.08,32.24,29.09,0.7,3.0,2.8,13.4,153.0,0.16,7.0,0.05,79.0,3.5,0.81,4.5,5.0,0.62,0.4,4.0,3.0,3.0,1.0,1.0,1.0
2.36,0.4401703691963707,0.3842247878438913,0.006689002142194136,10.610764366119497,0.0010021858659744907,1.2187082972382226e-08,4.455116263802912e-09,0.01,1.65,0.64,0.09,4.88,1.18,2.08,32.24,29.09,0.7,3.0,2.8,13.4,153.0,0.16,7.0,0.05,79.0,3.5,0.81,4.5,5.0,0.62,0.4,4.0,3.0,3.0,1.0,1.0,1.0
2.37,0.4454299838783283,0.38920531337602093,0.006774235962934805,10.619070135760346,0.0010022551847320448,1.283204324917389e-08,4.6931987601620204e-09,0.01,1.65,0.64,0.09,4.88,1.18,2.08,32.24,29.09,0.7,3.0,2.8,13.4,153.0,0.16,7.0,0.05,79.0,3.5,0.81,4.5,5.0,0.62,0.4,4.0,3.0,3.0,1.0,1.0,1.0
2.38,0.45074410376972296,0.3942417532468114,0.006860472661455684,10.627468989007149,0.001002326434641317,1.3510444544376729e-08,4.943799796291841e-09,0.01,1.65,0.64,0.09,4.88,1.18,2.08,32.24,29.09,0.7,3.0,2.8,13.4,153.0,0.16,7.0,0.05,79.0,3.5,0.81,4.5,5.0,0.62,0.4,4.0,3.0,3.0,1.0,1.0,1.0
2.39,0.45611322906082413,0.39933465858813694,0.006947724128626573,10.63596173515814,0.0010023996651412274,1.4223972145464761e-08,5.2075570677346e-09,0.01,1.65,0.64,0.09,4.88,1.18,2.08,32.24,29.09,0.7,3.0,2.8,13.4,153.0,0.16,7.0,0.05,79.0,3.5,0.81,4.5,5.0,0.62,0.4,4.0,3.0,3.0,1.0,1.0,1.0
2.4,0.4615378641216192,0.40448458559968353,0.007036002415617957,10.6445491877181,0.0010024749268510125,1.4974388421905298e-08,5.485137713394101e-09,0.01,1.65,0.64,0.09,4.88,1.18,2.08,32.24,29.09,0.7,3.0,2.8,13.4,153.0,0.16,7.0,0.05,79.0,3.5,0.81,4.5,5.0,0.62,0.4,4.0,3.0,3.0,1.0,1.0,1.0
2.41,0.46701851753505114,0.4096920956144178,0.0071253197303172795,10.653232164335925,0.0010025522716286023,1.5763543499240747e-08,5.777242486559463e-09,0.01,1.65,0.64,0.09,4.88,1.18,2.08,32.24,29.09,0.7,3.0,2.8,13.4,153.0,0.16,7.0,0.05,79.0,3.5,0.81,4.5,5.0,0.62,0.4,4.0,3.0,3.0,1.0,1.0,1.0
2.42,0.47255570226758264,0.41495775578638566,0.007215688280103005,10.662011485375016,0.0010026317535928766,1.6593605706818448e-08,6.08469608887965e-09,0.01,1.65,0.64,0.09,4.88,1.18,2.08,32.24,29.09,0.7,3.0,2.8,13.4,153.0,0.16,7.0,0.05,79.0,3.5,0.81,4.5,5.0,0.62,0.4,4.0,3.0,3.0,1.0,1.0,1.0
2.43,0.47814993535292655,0.42028213757234767,0.007307120659278121,10.670887977330302,0.0010027134267289854,1.7466512930898507e-08,6.4082320578380075e-09,0.01,1.65,0.64,0.09,4.88,1.18,2.08,32.24,29.09,0.7,3.0,2.8,13.4,153.0,0.16,7.0,0.05,79.0,3.5,0.81,4.5,5.0,0.62,0.4,4.0,3.0,3.0,1.0,1.0,1.0
2.44,0.48380173819845557,0.4256658180351779,0.007399629539864743,10.679862470046247,0.0010027973468640509,1.8384420457660397e-08,6.748668331229653e-09,0.01,1.65,0.64,0.09,4.88,1.18,2.08,32.24,29.09,0.7,3.0,2.8,13.4,153.0,0.16,7.0,0.05,79.0,3.5,0.81,4.5,5.0,0.62,0.4,4.0,3.0,3.0,1.0,1.0,1.0
2.45,0.4895116365380216,0.4311093795449097,0.007493227757989257,10.688935797454993,0.0010028835711611242,1.934958295353563e-08,7.106860963395577e-09,0.01,1.65,0.64,0.09,4.88,1.18,2.08,32.24,29.09,0.7,3.0,2.8,13.4,153.0,0.16,7.0,0.05,79.0,3.5,0.81,4.5,5.0,0.62,0.4,4.0,3.0,3.0,1.0,1.0,1.0
2.46,0.4952801604604637,0.436613409822788,0.007587928315584723,10.698108797560982,0.0010029721581444,2.0364357577798917e-08,7.483705331740176e-09,0.01,1.65,0.64,0.09,4.88,1.18,2.08,32.24,29.09,0.7,3.0,2.8,13.4,153.0,0.16,7.0,0.05,79.0,3.5,0.81,4.5,5.0,0.62,0.4,4.0,3.0,3.0,1.0,1.0,1.0
2.47,0.5011078444566408,0.44217850206791376,0.007683744394675504,10.707382312268066,0.0010030631678505277,2.1431239548200288e-08,7.880148451334514e-09,0.01,1.65,0.64,0.09,4.88,1.18,2.08,32.24,29.09,0.7,3.0,2.8,13.4,153.0,0.16,7.0,0.05,79.0,3.5,0.81,4.5,5.0,0.62,0.4,4.0,3.0,3.0,1.0,1.0,1.0
2.48,0.5069952275385302,0.44780525540526483,0.007780689420623926,10.716757186593826,0.0010031566624706227,2.2553023994042567e-08,8.297244515415417e-09,0.01,1.65,0.64,0.09,4.88,1.18,2.08,32.24,29.09,0.7,3.0,2.8,13.4,153.0,0.16,7.0,0.05,79.0,3.5,0.81,4.5,5.0,0.62,0.4,4.0,3.0,3.0,1.0,1.0,1.0
2.49,0.5129428530214917,0.4534942738316665,0.007878776896540218,10.726234270748046,0.0010032527046988787,2.373237757290598e-08,8.736008408715174e-09,0.01,1.65,0.64,0.09,4.88,1.18,2.08,32.24,29.09,0.7,3.0,2.8,13.4,153.0,0.16,7.0,0.05,79.0,3.5,0.81,4.5,5.0,0.62,0.4,4.0,3.0,3.0,1.0,1.0,1.0
2.5,0.5189512687538785,0.45924616715661676,0.00797802054160749,10.735814418407317,0.0010033513591270107,2.4972193972424878e-08,9.197537530388662e-09,0.01,1.65,0.64,0.09,4.88,1.18,2.08,32.24,29.09,0.7,3.0,2.8,13.4,153.0,0.16,7.0,0.05,79.0,3.5,0.81,4.5,5.0,0.62,0.4,4.0,3.0,3.0,1.0,1.0,1.0
2.51,0.5250210270927984,0.46506155081111156,0.008078434256946997,10.745498487148195,0.0010034526919103092,2.6275504588367975e-08,9.682981361878805e-09,0.01,1.65,0.64,0.09,4.88,1.18,2.08,32.24,29.09,0.7,3.0,2.8,13.4,153.0,0.16,7.0,0.05,79.0,3.5,0.81,4.5,5.0,0.62,0.4,4.0,3.0,3.0,1.0,1.0,1.0
