Time,Mad1_CMad2,OMad2,Mad1_CMad2_OMad2,Cdc20,Cdc20_CMad2,eta_T,gamma_T,alpha_T,beta_T,u,const_val_0,const_val_1,Cytoplasm,R6,R7,R8
2.2600000000000002,4.9993237709274674e-08,1.466887601354489e-07,6.762290725359093e-12,2.1669552242617455e-07,3.3044775738255646e-09,0.01,1000000000.0,200000.0,0.2,1.0,0.0,1.0,1.0,1.4653367528009825e-09,1.4653581215293634e-09,3.3044775738255646e-11
2.27,4.999323792295471e-08,1.4667443864754362e-07,6.762077045326479e-12,2.1668120072458922e-07,3.318799275410897e-09,0.01,1000000000.0,200000.0,0.2,1.0,0.0,1.0,1.0,1.465193606295429e-09,1.465214973573524e-09,3.318799275410897e-11
2.2800000000000002,4.999323813662024e-08,1.4666012002298723e-07,6.761863379798121e-12,2.166668818863673e-07,3.3331181136328145e-09,0.01,1000000000.0,200000.0,0.2,1.0,0.0,1.0,1.0,1.4650504884149418e-09,1.4650718542424718e-09,3.333118113632815e-11
2.29,4.9993238350271264e-08,1.4664580426120723e-07,6.76164972877681e-12,2.1665256591093625e-07,3.347434089063843e-09,0.01,1000000000.0,200000.0,0.2,1.0,0.0,1.0,1.0,1.4649073991537962e-09,1.464928763530482e-09,3.347434089063843e-11
2.3000000000000003,4.999323856390778e-08,1.4663149136163118e-07,6.7614360922653375e-12,2.166382527977237e-07,3.3617472022763963e-09,0.01,1000000000.0,200000.0,0.2,1.0,0.0,1.0,1.0,1.4647643385062689e-09,1.4647857014318312e-09,3.361747202276396e-11
2.31,4.999323877752978e-08,1.466171813236868e-07,6.761222470266495e-12,2.166239425461573e-07,3.3760574538427714e-09,0.01,1000000000.0,200000.0,0.2,1.0,0.0,1.0,1.0,1.4646213064666373e-09,1.464642667940797e-09,3.3760574538427716e-11
2.32,4.999323899113726e-08,1.466028741468019e-07,6.761008862783073e-12,2.1660963515566494e-07,3.390364844335152e-09,0.01,1000000000.0,200000.0,0.2,1.0,0.0,1.0,1.0,1.4644783030291805e-09,1.4644996630516587e-09,3.390364844335152e-11
2.33,4.999323920473022e-08,1.465885698304044e-07,6.760795269817861e-12,2.1659533062567449e-07,3.404669374325608e-09,0.01,1000000000.0,200000.0,0.2,1.0,0.0,1.0,1.0,1.464335328188178e-09,1.464356686758696e-09,3.404669374325608e-11
2.34,4.999323941830867e-08,1.4657426837392237e-07,6.760581691373647e-12,2.16581028955614e-07,3.4189710443860933e-09,0.01,1000000000.0,200000.0,0.2,1.0,0.0,1.0,1.0,1.4641923819379112e-09,1.4642137390561896e-09,3.4189710443860936e-11
2.35,4.9993239631872586e-08,1.4655996977678393e-07,6.760368127453219e-12,2.1656673014491162e-07,3.433269855088449e-09,0.01,1000000000.0,200000.0,0.2,1.0,0.0,1.0,1.0,1.464049464272662e-09,1.4640708199384228e-09,3.433269855088449e-11
2.36,4.999323984542198e-08,1.4654567403841737e-07,6.760154578059362e-12,2.1655243419299567e-07,3.4475658070044002e-09,0.01,1000000000.0,200000.0,0.2,1.0,0.0,1.0,1.0,1.4639065751867138e-09,1.4639279293996784e-09,3.4475658070044e-11
2.37,4.999324005895684e-08,1.4653138115825107e-07,6.7599410431948596e-12,2.165381410992945e-07,3.4618589007055598e-09,0.01,1000000000.0,200000.0,0.2,1.0,0.0,1.0,1.0,1.4637637146743512e-09,1.4637850674342406e-09,3.46185890070556e-11
2.38,4.999324027247717e-08,1.4651709113571352e-07,6.7597275228624996e-12,2.1652385086323663e-07,3.476149136763424e-09,0.01,1000000000.0,200000.0,0.2,1.0,0.0,1.0,1.0,1.4636208827298598e-09,1.4636422340363959e-09,3.476149136763424e-11
2.39,4.999324048598297e-08,1.4650280397023336e-07,6.759514017065064e-12,2.1650956348425067e-07,3.490436515749377e-09,0.01,1000000000.0,200000.0,0.2,1.0,0.0,1.0,1.0,1.4634780793475263e-09,1.4634994292004308e-09,3.490436515749377e-11
2.4,4.999324069947423e-08,1.464885196612393e-07,6.759300525805336e-12,2.1649527896176537e-07,3.5047210382346865e-09,0.01,1000000000.0,200000.0,0.2,1.0,0.0,1.0,1.0,1.4633353045216389e-09,1.4633566529206337e-09,3.5047210382346864e-11
2.41,4.999324091295095e-08,1.464742382081602e-07,6.759087049086097e-12,2.1648099729520954e-07,3.5190027047905085e-09,0.01,1000000000.0,200000.0,0.2,1.0,0.0,1.0,1.0,1.4631925582464865e-09,1.4632139051912933e-09,3.5190027047905085e-11
2.42,4.9993241126413126e-08,1.46459959610425e-07,6.758873586910127e-12,2.1646671848401216e-07,3.5332815159878822e-09,0.01,1000000000.0,200000.0,0.2,1.0,0.0,1.0,1.0,1.463049840516359e-09,1.4630711860067001e-09,3.5332815159878825e-11
2.43,4.999324133986076e-08,1.4644568386746277e-07,6.758660139280205e-12,2.1645244252760232e-07,3.5475574723977346e-09,0.01,1000000000.0,200000.0,0.2,1.0,0.0,1.0,1.0,1.462907151325548e-09,1.4629284953611452e-09,3.5475574723977347e-11
2.44,4.9993241553293836e-08,1.464314109787027e-07,6.758446706199109e-12,2.1643816942540917e-07,3.561830574590877e-09,0.01,1000000000.0,200000.0,0.2,1.0,0.0,1.0,1.0,1.4627644906683458e-09,1.4627858332489213e-09,3.561830574590877e-11
2.45,4.9993241766712364e-08,1.4641714094357412e-07,6.758233287669618e-12,2.1642389917686203e-07,3.5761008231380085e-09,0.01,1000000000.0,200000.0,0.2,1.0,0.0,1.0,1.0,1.462621858539046e-09,1.4626431996643223e-09,3.576100823138009e-11
2.46,4.999324198011634e-08,1.464028737615064e-07,6.758019883694509e-12,2.1640963178139033e-07,3.5903682186097114e-09,0.01,1000000000.0,200000.0,0.2,1.0,0.0,1.0,1.0,1.462479254931944e-09,1.4625005946016432e-09,3.5903682186097116e-11
2.47,4.9993242193505756e-08,1.4638860943192906e-07,6.757806494276559e-12,2.1639536723842358e-07,3.604632761576457e-09,0.01,1000000000.0,200000.0,0.2,1.0,0.0,1.0,1.0,1.4623366798413348e-09,1.4623580180551799e-09,3.604632761576457e-11
2.48,4.9993242406880615e-08,1.4637434795427176e-07,6.7575931194185385e-12,2.1638110554739144e-07,3.6188944526085995e-09,0.01,1000000000.0,200000.0,0.2,1.0,0.0,1.0,1.0,1.462194133261516e-09,1.4622154700192289e-09,3.6188944526085995e-11
2.49,4.999324262024091e-08,1.4636008932796428e-07,6.757379759123224e-12,2.1636684670772365e-07,3.6331532922763816e-09,0.01,1000000000.0,200000.0,0.2,1.0,0.0,1.0,1.0,1.4620516151867854e-09,1.462072950488089e-09,3.633153292276382e-11
2.5,4.999324283358664e-08,1.4634583355243646e-07,6.757166413393388e-12,2.163525907188501e-07,3.6474092811499296e-09,0.01,1000000000.0,200000.0,0.2,1.0,0.0,1.0,1.0,1.4619091256114427e-09,1.4619304594560598e-09,3.64740928114993e-11
2.5100000000000002,4.99932430469178e-08,1.463315806271183e-07,6.756953082231803e-12,2.1633833758020078e-07,3.661662419799258e-09,0.01,1000000000.0,200000.0,0.2,1.0,0.0,1.0,1.0,1.4617666645297883e-09,1.4617879969174421e-09,3.661662419799258e-11
2.52,4.9993243260234393e-08,1.4631733055143987e-07,6.756739765641239e-12,2.1632408729120577e-07,3.675912708794266e-09,0.01,1000000000.0,200000.0,0.2,1.0,0.0,1.0,1.0,1.4616242319361235e-09,1.4616455628665366e-09,3.675912708794266e-11
2.5300000000000002,4.999324347353641e-08,1.463030833248314e-07,6.756526463624466e-12,2.163098398512953e-07,3.6901601487047394e-09,0.01,1000000000.0,200000.0,0.2,1.0,0.0,1.0,1.0,1.4614818278247512e-09,1.4615031572976468e-09,3.690160148704739e-11
2.54,4.999324368682385e-08,1.4628883894672323e-07,6.7563131761842526e-12,2.162955952598997e-07,3.704404740100349e-09,0.01,1000000000.0,200000.0,0.2,1.0,0.0,1.0,1.0,1.4613394521899756e-09,1.4613607802050767e-09,3.704404740100349e-11
2.5500000000000003,4.9993243900096714e-08,1.462745974165458e-07,6.756099903323368e-12,2.162813535164494e-07,3.7186464835506544e-09,0.01,1000000000.0,200000.0,0.2,1.0,0.0,1.0,1.0,1.4611971050261012e-09,1.461218431583131e-09,3.7186464835506545e-11
2.56,4.999324411335499e-08,1.4626035873372963e-07,6.7558866450445806e-12,2.1626711462037495e-07,3.732885379625097e-09,0.01,1000000000.0,200000.0,0.2,1.0,0.0,1.0,1.0,1.461054786327435e-09,1.4610761114261168e-09,3.732885379625097e-11
2.57,4.999324432659869e-08,1.4624612289770541e-07,6.755673401350654e-12,2.1625287857110705e-07,3.747121428893009e-09,0.01,1000000000.0,200000.0,0.2,1.0,0.0,1.0,1.0,1.460912496088283e-09,1.4609338197283405e-09,3.747121428893009e-11
2.58,4.99932445398278e-08,1.4623188990790391e-07,6.755460172244353e-12,2.1623864536807644e-07,3.761354631923605e-09,0.01,1000000000.0,200000.0,0.2,1.0,0.0,1.0,1.0,1.4607702343029546e-09,1.4607915564841112e-09,3.761354631923605e-11
2.59,4.9993244753042315e-08,1.4621765976375606e-07,6.755246957728443e-12,2.1622441501071405e-07,3.775584989285988e-09,0.01,1000000000.0,200000.0,0.2,1.0,0.0,1.0,1.0,1.4606280009657591e-09,1.4606493216877384e-09,3.775584989285988e-11
2.6,4.9993244966242235e-08,1.4620343246469282e-07,6.755033757805686e-12,2.162101874984509e-07,3.7898125015491465e-09,0.01,1000000000.0,200000.0,0.2,1.0,0.0,1.0,1.0,1.460485796071007e-09,1.4605071153335327e-09,3.789812501549147e-11
2.61,4.9993245179427563e-08,1.4618920801014534e-07,6.7548205724788464e-12,2.161959628307181e-07,3.804037169281955e-09,0.01,1000000000.0,200000.0,0.2,1.0,0.0,1.0,1.0,1.4603436196130105e-09,1.4603649374158067e-09,3.8040371692819546e-11
2.62,4.9993245392598294e-08,1.4617498639954486e-07,6.7546074017506855e-12,2.1618174100694687e-07,3.818258993053175e-09,0.01,1000000000.0,200000.0,0.2,1.0,0.0,1.0,1.0,1.4602014715860828e-09,1.4602227879288729e-09,3.818258993053175e-11
2.63,4.999324560575442e-08,1.461607676323227e-07,6.754394245623961e-12,2.1616752202656858e-07,3.832477973431452e-09,0.01,1000000000.0,200000.0,0.2,1.0,0.0,1.0,1.0,1.4600593519845372e-09,1.4600806668670459e-09,3.832477973431452e-11
2.64,4.999324581889594e-08,1.4614655170791036e-07,6.754181104101434e-12,2.1615330588901472e-07,3.846694110985321e-09,0.01,1000000000.0,200000.0,0.2,1.0,0.0,1.0,1.0,1.4599172608026895e-09,1.4599385742246404e-09,3.846694110985321e-11
2.65,4.999324603202286e-08,1.461323386257394e-07,6.7539679771858625e-12,2.1613909259371683e-07,3.860907406283202e-09,0.01,1000000000.0,200000.0,0.2,1.0,0.0,1.0,1.0,1.4597751980348563e-09,1.4597965099959735e-09,3.860907406283202e-11
2.66,4.999324624513516e-08,1.4611812838524152e-07,6.7537548648800046e-12,2.1612488214010664e-07,3.8751178598934005e-09,0.01,1000000000.0,200000.0,0.2,1.0,0.0,1.0,1.0,1.4596331636753544e-09,1.4596544741753628e-09,3.875117859893401e-11
2.67,4.9993246458232856e-08,1.461039209858485e-07,6.753541767186615e-12,2.1611067452761593e-07,3.889325472384109e-09,0.01,1000000000.0,200000.0,0.2,1.0,0.0,1.0,1.0,1.4594911577185032e-09,1.4595124667571266e-09,3.889325472384109e-11
2.68,4.999324667131593e-08,1.4608971642699228e-07,6.753328684108452e-12,2.1609646975567662e-07,3.9035302443234074e-09,0.01,1000000000.0,200000.0,0.2,1.0,0.0,1.0,1.0,1.4593491801586226e-09,1.4593704877355856e-09,3.903530244323407e-11
2.69,4.999324688438439e-08,1.4607551470810488e-07,6.753115615648269e-12,2.1608226782372078e-07,3.917732176279259e-09,0.01,1000000000.0,200000.0,0.2,1.0,0.0,1.0,1.0,1.4592072309900325e-09,1.4592285371050604e-09,3.917732176279259e-11
2.7,4.999324709743823e-08,1.4606131582861846e-07,6.752902561808817e-12,2.1606806873118053e-07,3.9319312688195175e-09,0.01,1000000000.0,200000.0,0.2,1.0,0.0,1.0,1.0,1.459065310207056e-09,1.4590866148598726e-09,3.9319312688195177e-11
2.71,4.9993247310477444e-08,1.4604711978796528e-07,6.752689522592853e-12,2.160538724774881e-07,3.946127522511919e-09,0.01,1000000000.0,200000.0,0.2,1.0,0.0,1.0,1.0,1.4589234178040161e-09,1.4589447209943462e-09,3.946127522511919e-11
2.72,4.9993247523502035e-08,1.460329265855777e-07,6.752476498003126e-12,2.1603967906207594e-07,3.960320937924091e-09,0.01,1000000000.0,200000.0,0.2,1.0,0.0,1.0,1.0,1.4587815537752365e-09,1.4588028555028058e-09,3.9603209379240916e-11
2.73,4.9993247736511995e-08,1.460187362208882e-07,6.7522634880423875e-12,2.1602548848437648e-07,3.974511515623542e-09,0.01,1000000000.0,200000.0,0.2,1.0,0.0,1.0,1.0,1.4586397181150438e-09,1.4586610183795765e-09,3.974511515623543e-11
2.74,4.999324794950732e-08,1.460045486933294e-07,6.7520504927133866e-12,2.1601130074382234e-07,3.988699256177672e-09,0.01,1000000000.0,200000.0,0.2,1.0,0.0,1.0,1.0,1.4584979108177637e-09,1.4585192096189853e-09,3.988699256177672e-11
2.75,4.999324816248802e-08,1.45990364002334e-07,6.751837512018873e-12,2.1599711583984626e-07,4.002884160153763e-09,0.01,1000000000.0,200000.0,0.2,1.0,0.0,1.0,1.0,1.4583561318777244e-09,1.4583774292153599e-09,4.0028841601537625e-11
2.7600000000000002,4.999324837545408e-08,1.4597618214733482e-07,6.751624545961594e-12,2.1598293377188104e-07,4.017066228118987e-09,0.01,1000000000.0,200000.0,0.2,1.0,0.0,1.0,1.0,1.4582143812892548e-09,1.4582356771630293e-09,4.017066228118987e-11
2.77,4.9993248588405495e-08,1.4596200312776484e-07,6.751411594544297e-12,2.1596875453935964e-07,4.0312454606404e-09,0.01,1000000000.0,200000.0,0.2,1.0,0.0,1.0,1.0,1.4580726590466849e-09,1.458093953456324e-09,4.0312454606404e-11
2.7800000000000002,4.999324880134227e-08,1.4594782694305706e-07,6.7511986577697275e-12,2.1595457814171508e-07,4.045421858284948e-09,0.01,1000000000.0,200000.0,0.2,1.0,0.0,1.0,1.0,1.4579309651443455e-09,1.4579522580895745e-09,4.045421858284948e-11
2.79,4.99932490142644e-08,1.4593365359264468e-07,6.75098573564063e-12,2.1594040457838056e-07,4.059595421619459e-09,0.01,1000000000.0,200000.0,0.2,1.0,0.0,1.0,1.0,1.457789299576569e-09,1.4578105910571138e-09,4.059595421619459e-11
2.8000000000000003,4.999324922717188e-08,1.4591948307596096e-07,6.7507728281597495e-12,2.1592623384878937e-07,4.073766151210653e-09,0.01,1000000000.0,200000.0,0.2,1.0,0.0,1.0,1.0,1.4576476623376895e-09,1.4576689523532751e-09,4.073766151210653e-11
2.81,4.999324944006471e-08,1.4590531539243932e-07,6.750559935329828e-12,2.159120659523749e-07,4.087934047625132e-09,0.01,1000000000.0,200000.0,0.2,1.0,0.0,1.0,1.0,1.4575060534220405e-09,1.4575273419723933e-09,4.087934047625132e-11
2.82,4.9993249652942884e-08,1.4589115054151325e-07,6.7503470571536075e-12,2.1589790088857065e-07,4.102099111429386e-09,0.01,1000000000.0,200000.0,0.2,1.0,0.0,1.0,1.0,1.4573644728239585e-09,1.4573857599088042e-09,4.1020991114293866e-11
2.83,4.9993249865806407e-08,1.4587698852261638e-07,6.75013419363383e-12,2.1588373865681024e-07,4.1162613431897956e-09,0.01,1000000000.0,200000.0,0.2,1.0,0.0,1.0,1.0,1.45722292053778e-09,1.4572442061568442e-09,4.116261343189796e-11
2.84,4.9993250078655264e-08,1.458628293351824e-07,6.749921344773235e-12,2.1586957925652742e-07,4.1304207434726215e-09,0.01,1000000000.0,200000.0,0.2,1.0,0.0,1.0,1.0,1.457081396557843e-09,1.457102680710852e-09,4.130420743472622e-11
2.85,4.9993250291489465e-08,1.4584867297864522e-07,6.749708510574563e-12,2.1585542268715603e-07,4.1445773128440165e-09,0.01,1000000000.0,200000.0,0.2,1.0,0.0,1.0,1.0,1.4569399008784866e-09,1.4569611835651666e-09,4.1445773128440165e-11
2.86,4.9993250504309e-08,1.4583451945243874e-07,6.74949569104055e-12,2.1584126894813003e-07,4.158731051870017e-09,0.01,1000000000.0,200000.0,0.2,1.0,0.0,1.0,1.0,1.4567984334940508e-09,1.456819714714128e-09,4.1587310518700166e-11
2.87,4.9993250717113866e-08,1.4582036875599708e-07,6.749282886173933e-12,2.158271180388835e-07,4.172881961116548e-09,0.01,1000000000.0,200000.0,0.2,1.0,0.0,1.0,1.0,1.456656994398877e-09,1.4566782741520777e-09,4.172881961116548e-11
2.88,4.999325092990406e-08,1.458062208887544e-07,6.74907009597745e-12,2.158129699588506e-07,4.18703004114942e-09,0.01,1000000000.0,200000.0,0.2,1.0,0.0,1.0,1.0,1.4565155835873082e-09,1.4565368618733584e-09,4.18703004114942e-11
2.89,4.9993251142679583e-08,1.4579207585014502e-07,6.748857320453837e-12,2.157988247074657e-07,4.201175292534332e-09,0.01,1000000000.0,200000.0,0.2,1.0,0.0,1.0,1.0,1.4563742010536874e-09,1.4563954778723142e-09,4.201175292534332e-11
2.9,4.999325135544043e-08,1.4577793363960333e-07,6.748644559605827e-12,2.1578468228416315e-07,4.215317715836869e-09,0.01,1000000000.0,200000.0,0.2,1.0,0.0,1.0,1.0,1.45623284679236e-09,1.4562541221432894e-09,4.215317715836869e-11
2.91,4.99932515681866e-08,1.4576379425656387e-07,6.7484318134361536e-12,2.1577054268837752e-07,4.2294573116225026e-09,0.01,1000000000.0,200000.0,0.2,1.0,0.0,1.0,1.0,1.456091520797671e-09,1.4561127946806305e-09,4.229457311622503e-11
2.92,4.999325178091809e-08,1.4574965770046127e-07,6.7482190819475485e-12,2.1575640591954344e-07,4.243594080456591e-09,0.01,1000000000.0,200000.0,0.2,1.0,0.0,1.0,1.0,1.455950223063968e-09,1.455971495478684e-09,4.2435940804565914e-11
2.93,4.9993251993634895e-08,1.457355239707303e-07,6.748006365142744e-12,2.1574227197709565e-07,4.2577280229043815e-09,0.01,1000000000.0,200000.0,0.2,1.0,0.0,1.0,1.0,1.4558089535855993e-09,1.4558302245317986e-09,4.2577280229043814e-11
2.94,4.999325220633701e-08,1.457213930668058e-07,6.7477936630244704e-12,2.1572814086046902e-07,4.271859139531005e-09,0.01,1000000000.0,200000.0,0.2,1.0,0.0,1.0,1.0,1.4556677123569134e-09,1.4556889818343232e-09,4.271859139531005e-11
2.95,4.9993252419024443e-08,1.4570726498812275e-07,6.747580975595457e-12,2.1571401256909855e-07,4.285987430901483e-09,0.01,1000000000.0,200000.0,0.2,1.0,0.0,1.0,1.0,1.4555264993722615e-09,1.4555477673806087e-09,4.285987430901483e-11
2.96,4.999325263169718e-08,1.4569313973411624e-07,6.747368302858434e-12,2.1569988710241933e-07,4.30011289758072e-09,0.01,1000000000.0,200000.0,0.2,1.0,0.0,1.0,1.0,1.4553853146259946e-09,1.4554065811650069e-09,4.30011289758072e-11
2.97,4.999325284435522e-08,1.456790173042215e-07,6.747155644816126e-12,2.1568576445986653e-07,4.3142355401335125e-09,0.01,1000000000.0,200000.0,0.2,1.0,0.0,1.0,1.0,1.4552441581124658e-09,1.4552654231818697e-09,4.314235540133512e-11
2.98,4.999325305699857e-08,1.456648976978738e-07,6.7469430014712615e-12,2.156716446408755e-07,4.328355359124539e-09,0.01,1000000000.0,200000.0,0.2,1.0,0.0,1.0,1.0,1.4551030298260285e-09,1.455124293425552e-09,4.328355359124539e-11
2.99,4.999325326962721e-08,1.4565078091450863e-07,6.7467303728265665e-12,2.1565752764488167e-07,4.342472355118369e-09,0.01,1000000000.0,200000.0,0.2,1.0,0.0,1.0,1.0,1.4549619297610377e-09,1.454983191890408e-09,4.342472355118369e-11
3.0,4.999325348224115e-08,1.4563666695356148e-07,6.746517758884763e-12,2.156434134713206e-07,4.356586528679456e-09,0.01,1000000000.0,200000.0,0.2,1.0,0.0,1.0,1.0,1.4548208579118492e-09,1.454842118570794e-09,4.3565865286794565e-11
3.0100000000000002,4.9993253694840384e-08,1.4562255581446803e-07,6.746305159648578e-12,2.156293021196279e-07,4.370697880372144e-09,0.01,1000000000.0,200000.0,0.2,1.0,0.0,1.0,1.0,1.454679814272821e-09,1.4547010734610678e-09,4.3706978803721445e-11
3.02,4.9993253907424915e-08,1.4560844749666404e-07,6.746092575120734e-12,2.156151935892394e-07,4.384806410760661e-09,0.01,1000000000.0,200000.0,0.2,1.0,0.0,1.0,1.0,1.454538798838311e-09,1.4545600565555877e-09,4.384806410760661e-11
3.0300000000000002,4.999325411999473e-08,1.455943419995854e-07,6.745880005303952e-12,2.1560108787959093e-07,4.3989121204091235e-09,0.01,1000000000.0,200000.0,0.2,1.0,0.0,1.0,1.0,1.4543978116026782e-09,1.454419067848713e-09,4.3989121204091233e-11
3.04,4.999325433254983e-08,1.455802393226681e-07,6.7456674502009516e-12,2.1558698499011852e-07,4.413015009881535e-09,0.01,1000000000.0,200000.0,0.2,1.0,0.0,1.0,1.0,1.4542568525602834e-09,1.4542781073348037e-09,4.4130150098815354e-11
3.0500000000000003,4.999325454509022e-08,1.4556613946534822e-07,6.745454909814454e-12,2.1557288492025828e-07,4.4271150797417885e-09,0.01,1000000000.0,200000.0,0.2,1.0,0.0,1.0,1.0,1.4541159217054884e-09,1.4541371750082224e-09,4.427115079741788e-11
3.06,4.9993254757615886e-08,1.4555204242706202e-07,6.7452423841471775e-12,2.155587876694464e-07,4.441212330553659e-09,0.01,1000000000.0,200000.0,0.2,1.0,0.0,1.0,1.0,1.453975019032656e-09,1.4539962708633318e-09,4.44121233055366e-11
3.0700000000000003,4.999325497012683e-08,1.4553794820724581e-07,6.745029873201841e-12,2.1554469323711924e-07,4.4553067628808145e-09,0.01,1000000000.0,200000.0,0.2,1.0,0.0,1.0,1.0,1.45383414453615e-09,1.4538553948944963e-09,4.4553067628808146e-11
3.08,4.999325518262305e-08,1.4552385680533604e-07,6.744817376981162e-12,2.1553060162271325e-07,4.4693983772868055e-09,0.01,1000000000.0,200000.0,0.2,1.0,0.0,1.0,1.0,1.453693298210336e-09,1.4537145470960804e-09,4.469398377286806e-11
3.09,4.999325539510454e-08,1.4550976822076925e-07,6.744604895487854e-12,2.1551651282566497e-07,4.483487174335073e-09,0.01,1000000000.0,200000.0,0.2,1.0,0.0,1.0,1.0,1.453552480049579e-09,1.4535737274624508e-09,4.483487174335073e-11
3.1,4.99932556075713e-08,1.4549568245298214e-07,6.7443924287246334e-12,2.155024268454111e-07,4.4975731545889445e-09,0.01,1000000000.0,200000.0,0.2,1.0,0.0,1.0,1.0,1.4534116900482477e-09,1.4534329359879748e-09,4.4975731545889445e-11
3.11,4.999325582002333e-08,1.4548159950141148e-07,6.7441799766942146e-12,2.154883436813884e-07,4.511656318611634e-09,0.01,1000000000.0,200000.0,0.2,1.0,0.0,1.0,1.0,1.4532709282007096e-09,1.453292172667021e-09,4.511656318611634e-11
3.12,4.9993256032460624e-08,1.4546751936549418e-07,6.7439675393993115e-12,2.1547426333303378e-07,4.525736666966244e-09,0.01,1000000000.0,200000.0,0.2,1.0,0.0,1.0,1.0,1.453130194501335e-09,1.4531514374939592e-09,4.525736666966244e-11
3.13,4.999325624488318e-08,1.454534420446672e-07,6.743755116842635e-12,2.1546018579978427e-07,4.539814200215764e-09,0.01,1000000000.0,200000.0,0.2,1.0,0.0,1.0,1.0,1.4529894889444941e-09,1.45301073046316e-09,4.539814200215764e-11
3.14,4.9993256457291e-08,1.4543936753836773e-07,6.7435427090268965e-12,2.1544611108107695e-07,4.553888918923072e-09,0.01,1000000000.0,200000.0,0.2,1.0,0.0,1.0,1.0,1.4528488115245589e-09,1.4528700515689953e-09,4.553888918923072e-11
3.15,4.999325666968407e-08,1.4542529584603295e-07,6.743330315954807e-12,2.1543203917634909e-07,4.567960823650929e-09,0.01,1000000000.0,200000.0,0.2,1.0,0.0,1.0,1.0,1.4527081622359024e-09,1.4527294008058385e-09,4.5679608236509294e-11
3.16,4.99932568820624e-08,1.4541122696710022e-07,6.7431179376290746e-12,2.1541797008503803e-07,4.58202991496199e-09,0.01,1000000000.0,200000.0,0.2,1.0,0.0,1.0,1.0,1.4525675410728982e-09,1.4525887781680634e-09,4.58202991496199e-11
3.17,4.999325709442597e-08,1.4539716090100698e-07,6.7429055740524075e-12,2.1540390380658123e-07,4.596096193418792e-09,0.01,1000000000.0,200000.0,0.2,1.0,0.0,1.0,1.0,1.4524269480299221e-09,1.4524481836500451e-09,4.5960961934187916e-11
3.18,4.9993257306774795e-08,1.4538309764719083e-07,6.742693225227512e-12,2.1538984034041627e-07,4.610159659583763e-09,0.01,1000000000.0,200000.0,0.2,1.0,0.0,1.0,1.0,1.4522863831013497e-09,1.4523076172461603e-09,4.610159659583763e-11
3.19,4.999325751910887e-08,1.4536903720508945e-07,6.7424808911570974e-12,2.153757796859808e-07,4.624220314019217e-09,0.01,1000000000.0,200000.0,0.2,1.0,0.0,1.0,1.0,1.4521458462815596e-09,1.4521670789507865e-09,4.624220314019217e-11
3.2,4.999325773142818e-08,1.4535497957414063e-07,6.742268571843869e-12,2.1536172184271267e-07,4.638278157287357e-09,0.01,1000000000.0,200000.0,0.2,1.0,0.0,1.0,1.0,1.4520053375649293e-09,1.4520265687583029e-09,4.638278157287357e-11
3.21,4.999325794373273e-08,1.4534092475378226e-07,6.742056267290529e-12,2.1534766681004975e-07,4.6523331899502705e-09,0.01,1000000000.0,200000.0,0.2,1.0,0.0,1.0,1.0,1.451864856945839e-09,1.4518860866630885e-09,4.652333189950271e-11
3.22,4.999325815602252e-08,1.4532687274345239e-07,6.7418439774997816e-12,2.153336145874301e-07,4.666385412569936e-09,0.01,1000000000.0,200000.0,0.2,1.0,0.0,1.0,1.0,1.4517244044186698e-09,1.4517456326595247e-09,4.666385412569936e-11
3.23,4.999325836829755e-08,1.4531282354258913e-07,6.74163170247433e-12,2.153195651742918e-07,4.680434825708216e-09,0.01,1000000000.0,200000.0,0.2,1.0,0.0,1.0,1.0,1.451583979977803e-09,1.4516052067419933e-09,4.680434825708216e-11
3.24,4.9993258580557804e-08,1.4529877715063075e-07,6.7414194422168745e-12,2.1530551857007317e-07,4.694481429926865e-09,0.01,1000000000.0,200000.0,0.2,1.0,0.0,1.0,1.0,1.451443583617622e-09,1.4514648089048776e-09,4.6944814299268655e-11
3.25,4.999325879280329e-08,1.4528473356701559e-07,6.741207196730117e-12,2.152914747742125e-07,4.708525225787523e-09,0.01,1000000000.0,200000.0,0.2,1.0,0.0,1.0,1.0,1.451303215332511e-09,1.4513244391425618e-09,4.708525225787523e-11
3.2600000000000002,4.9993259005034006e-08,1.452706927911821e-07,6.740994966016757e-12,2.152774337861483e-07,4.722566213851717e-09,0.01,1000000000.0,200000.0,0.2,1.0,0.0,1.0,1.0,1.4511628751168553e-09,1.4511840974494314e-09,4.722566213851717e-11
3.27,4.9993259217249945e-08,1.452566548225689e-07,6.740782750079493e-12,2.1526339560531917e-07,4.7366043946808615e-09,0.01,1000000000.0,200000.0,0.2,1.0,0.0,1.0,1.0,1.4510225629650414e-09,1.4510437838198732e-09,4.7366043946808614e-11
3.2800000000000002,4.99932594294511e-08,1.4524261966061465e-07,6.740570548921021e-12,2.1524936023116377e-07,4.750639768836261e-09,0.01,1000000000.0,200000.0,0.2,1.0,0.0,1.0,1.0,1.4508822788714565e-09,1.4509034982482741e-09,4.7506397688362607e-11
3.29,4.999325964163748e-08,1.4522858730475819e-07,6.740358362544039e-12,2.1523532766312092e-07,4.7646723368791046e-09,0.01,1000000000.0,200000.0,0.2,1.0,0.0,1.0,1.0,1.4507420228304896e-09,1.4507632407290235e-09,4.7646723368791044e-11
