Time,APC,Va,Va_APC,Va3,Va3_APC,Va5,Va5_APC,Va53,Va53_APC,Va56,Va56_APC,Va36,Va36_APC,Va536,Va536_APC,HC,LC,HC5,HC3,HC56,HC36,HC536,LC_APC,HC53,VaA3,VaA53,VaA36,VaA536,VaLCA1,VaLCA1_APC,k1,k2,k3,k5,k6,k7,k8,k9,k10,compartment_1,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,r11,r12,r13,r14,r15,r16,r17,r18,r19,r20,r21,r22,r23,r24,r25,r26,r27,r28,r29,r30,r31,r32,r33
3.65,3.546914463317666e-10,1.784660848492582e-07,3.6419489502186035e-09,3.458506973257093e-10,1.443468518302588e-10,1.0566938602780563e-08,5.208032136445575e-09,8.81076438421671e-10,6.209477628160352e-10,4.582180559029032e-12,3.2779447025795784e-12,9.059620796510028e-14,4.6190178031986646e-14,6.308395161767266e-13,6.122681398488498e-13,1.1633962421618135e-11,1.1579672834767318e-11,2.9213980510391243e-13,1.093471719752948e-14,9.848971304788665e-17,2.4232381748873645e-18,1.1252488254361412e-17,3.772044628757868e-13,1.9728188234262387e-14,3.325006294200693e-11,7.027150959159533e-11,7.926448574610271e-15,4.521292770083884e-14,7.78576390391963e-11,2.571707287067748e-11,100000000.0,0.7,0.064,1.0,0.00052,0.028,2570.0,1.72e-05,2630.0,1.0,3.780675110482094e-09,-8.877576787625056e-11,-3.2708222218799806e-09,-4.0341240634396223e-10,-2.1320352668221738e-12,-2.911975461885915e-14,-4.0621235985459935e-13,3.6419489502186035e-09,2.708176710951699e-12,2.0978846096509302e-13,3.333140567325168e-10,3.228928366643383e-13,2.3308473281399065e-10,7.506036295173458e-14,4.6190178031986646e-14,1.443468518302588e-10,3.0696163051002724e-12,1.8175133507084246e-13,5.948631660990422e-15,7.88135026158405e-17,1.5154514140039852e-14,1.558254703201122e-18,1.0850439335550349e-17,1.4667796656817808e-13,9.683812871977366e-12,2.467012621489005e-11,2.536692236986958e-15,1.7663497406106808e-14,4.041709653654917e-12,1.738653271440273e-11,1.2933244610138333e-15,1.7143507915735238e-14,-1.5240407149595323e-11
3.66,3.54691445399556e-10,1.7842824837482194e-07,3.641013089623053e-09,3.466412527869798e-10,1.4430505578438476e-10,1.0599642814637098e-08,5.208376871577948e-09,8.84864496239467e-10,6.215120072770585e-10,4.603508780789336e-12,3.2816010815598128e-12,9.086193203908466e-14,4.6174775417921006e-14,6.347288682246004e-13,6.138211628148354e-13,1.1664655354654704e-11,1.1610931193120278e-11,2.9396010915516545e-13,1.0994271495229933e-14,9.927967576663185e-17,2.4388431030413145e-18,1.1361329692790314e-17,3.7867167903394406e-13,1.9880056950678124e-14,3.338742666548869e-11,7.069268218151107e-11,7.964784846716647e-15,4.55617550652822e-14,7.835454575091231e-11,2.577908963599563e-11,100000000.0,0.7,0.064,1.0,0.00052,0.028,2570.0,1.72e-05,2630.0,1.0,3.779988168881521e-09,-8.871847035045665e-11,-3.2699035470402985e-09,-4.036730183785483e-10,-2.133838238755097e-12,-2.909954779187079e-14,-4.0716152399964397e-13,3.641013089623053e-09,2.7083559732205326e-12,2.1002246921982802e-13,3.3333611978098867e-10,3.231862437840704e-13,2.330248377358754e-10,7.503862900788007e-14,4.6174775417921006e-14,1.4430505578438476e-10,3.0689655158462847e-12,1.8231384743517203e-13,5.962229212206744e-15,7.918034799789805e-17,1.5219668728246522e-14,1.5628251565979165e-18,1.0917336186525054e-17,1.467596214085014e-13,9.705948354769843e-12,2.4776191659236064e-11,2.5441324932162267e-15,1.7772399135464315e-14,4.040539349970289e-12,1.7402331520207655e-11,1.2928931840167888e-15,1.7186992558782506e-14,-1.5266194036595268e-11
3.67,3.546914435765497e-10,1.783904188576013e-07,3.6400801111518167e-09,3.474310129478855e-10,1.4426367366362348e-10,1.063233776454412e-08,5.208721405664617e-09,8.886540872482451e-10,6.220732911932536e-10,4.624854969401086e-12,3.285238895779575e-12,9.112737896591325e-14,4.6159516735122957e-14,6.386266097878569e-13,6.15369377033448e-13,1.169534177969044e-11,1.1642188648114572e-11,2.957860381755774e-13,1.1053961698462099e-14,1.000733087093799e-16,2.454493723590461e-18,1.1470840742880118e-17,3.801397075588607e-13,2.0032577415808597e-14,3.352499988411633e-11,7.11150733074805e-11,8.003191161438873e-15,4.591210693774233e-14,7.885299323930362e-11,2.5840995250388648e-11,100000000.0,0.7,0.064,1.0,0.00052,0.028,2570.0,1.72e-05,2630.0,1.0,3.779299440676525e-09,-8.866149081196158e-11,-3.2689850609352694e-09,-4.039315037306494e-10,-2.1356275785027974e-12,-2.907945155510936e-14,-4.081070245102083e-13,3.6400801111518167e-09,2.7085351309456003e-12,2.102552893298928e-13,3.333581699625355e-10,3.2347811142049186e-13,2.3296512711371625e-10,7.50171103050842e-14,4.6159516735122957e-14,1.4426367366362348e-10,3.0683148462515857e-12,1.8287620049349914e-13,5.975813084242863e-15,7.954750240955844e-17,1.5284849687293205e-14,1.5673908430596726e-18,1.098437733712597e-17,1.468406745078253e-13,9.72806156862606e-12,2.488230003132533e-11,2.5515649891813342e-15,1.7881535769870852e-14,4.039380636140695e-12,1.741804743056252e-11,1.292465937080651e-15,1.7230342556903324e-14,-1.5291848475034e-11
3.68,3.546914407871499e-10,1.7835259633505325e-07,3.6391499172009393e-09,3.482199804021804e-10,1.442227036355069e-10,1.0665023435204985e-08,5.209065814392285e-09,8.924451898246423e-10,6.226316377211271e-10,4.64621899227657e-12,3.2888582743620252e-12,9.13925495416764e-14,4.614440188224145e-14,6.425327037397625e-13,6.169127926692095e-13,1.1726021697730856e-11,1.167344520566685e-11,2.976175907491335e-13,1.111378767132368e-14,1.0087061499947966e-16,2.4701899929611525e-18,1.1581022823058647e-17,3.816085422701529e-13,2.0185749907821542e-14,3.366278246043927e-11,7.153868259841816e-11,8.041667473236683e-15,4.626398435165778e-14,7.935298046101822e-11,2.5902790249660445e-11,100000000.0,0.7,0.064,1.0,0.00052,0.028,2570.0,1.72e-05,2630.0,1.0,3.77860899418024e-09,-8.860482788888257e-11,-3.2680668172484418e-09,-4.0418787938454257e-10,-2.1374033811950982e-12,-2.90594658101542e-14,-4.090488698242147e-13,3.6391499172009393e-09,2.708714223483988e-12,2.104869295591696e-13,3.3338021212110626e-10,3.237684516149861e-13,2.329055947008601e-10,7.499580589046358e-14,4.614440188224145e-14,1.442227036355069e-10,3.0676642969604375e-12,1.834383939483202e-13,5.989383321711321e-15,7.991496357031204e-17,1.5350056645257892e-14,1.5719517762791339e-18,1.1051562148773072e-17,1.4692113030567517e-13,9.750152586168806e-12,2.4988450725694243e-11,2.558989747172115e-15,1.7990906269767785e-14,4.038233460857011e-12,1.743368109384923e-11,1.2920427173675823e-15,1.7273558194704312e-14,-1.5317370877714998e-11
3.69,3.5469143695222237e-10,1.783147808452648e-07,3.6382224086004684e-09,3.4900815768389634e-10,1.4418214406820635e-10,1.0697699808578814e-08,5.209410175138168e-09,8.962377825107468e-10,6.23187069700539e-10,4.66760071797807e-12,3.292459344642268e-12,9.165744452880963e-14,4.612943079467352e-14,6.464471131779116e-13,6.184514198394284e-13,1.1756695109775105e-11,1.1704700871657348e-11,2.994547654685756e-13,1.1173749278329123e-14,1.0167159774068304e-16,2.485931868028621e-18,1.1691877343878797e-17,3.8307817702408857e-13,2.0339574702346652e-14,3.380077425536337e-11,7.196350968536276e-11,8.080213736021818e-15,4.6617388335465294e-14,7.985450637639093e-11,2.596447516640309e-11,100000000.0,0.7,0.064,1.0,0.00052,0.028,2570.0,1.72e-05,2630.0,1.0,3.777916898762431e-09,-8.854848035204954e-11,-3.2671488708778843e-09,-4.0444216209741623e-10,-2.139165740671701e-12,-2.903959048554225e-14,-4.099870683389309e-13,3.6382224086004684e-09,2.708893291071847e-12,2.1071739805710516e-13,3.334022512088428e-10,3.2405727624428025e-13,2.3284623415043e-10,7.497471491546729e-14,4.612943079467352e-14,1.4418214406820635e-10,3.0670138686279382e-12,1.8400042748933078e-13,6.002939968197434e-15,8.028272921942907e-17,1.541528923306433e-14,1.576507969370182e-18,1.1118889986744772e-17,1.4700099320954546e-13,9.77222147834865e-12,2.5094643141511816e-11,2.5664067885360682e-15,1.810050960187759e-14,4.037097778428012e-12,1.744923314958356e-11,1.2916235230686906e-15,1.7316639755470103e-14,-1.534276165510691e-11
3.7,3.5469143198901405e-10,1.7827697242698325e-07,3.637297484538948e-09,3.4979554726760546e-10,1.4414199353269076e-10,1.0730366865852539e-08,5.209754567042914e-09,9.000318440111976e-10,6.237396096554076e-10,4.689000016210993e-12,3.2960422321544772e-12,9.192206465512025e-14,4.611460344708619e-14,6.503698014281622e-13,6.19985268606243e-13,1.1787362016815691e-11,1.1735955651930403e-11,3.0129756093564187e-13,1.1233846384396153e-14,1.0247626001744714e-16,2.5017193061226164e-18,1.1803405708006726e-17,3.8454860571309775e-13,2.0494052072543787e-14,3.393897512813755e-11,7.238955420148265e-11,8.118829903129153e-15,4.697231991273654e-14,8.035756994960614e-11,2.6026050529826382e-11,100000000.0,0.7,0.064,1.0,0.00052,0.028,2570.0,1.72e-05,2630.0,1.0,3.777223224902002e-09,-8.849244711651074e-11,-3.266231277988369e-09,-4.046943683999808e-10,-2.140914749473495e-12,-2.90198255385692e-14,-4.1092162840527353e-13,3.637297484538948e-09,2.709072374862315e-12,2.1094670285788654e-13,3.334242922907465e-10,3.2434459702081193e-13,2.3278703901049266e-10,7.495383663699919e-14,4.611460344708619e-14,1.4414199353269076e-10,3.066363561920543e-12,1.8456230079294474e-13,6.016483066263817e-15,8.065079711584158e-17,1.5480547084432136e-14,1.5810594348510926e-18,1.1186360220245623e-17,1.4708026759510735e-13,9.794268314451283e-12,2.5200876682498464e-11,2.5738161336511015e-15,1.8210344739314133e-14,4.035973548840813e-12,1.746470422843493e-11,1.2912083534746448e-15,1.7359587520940574e-14,-1.5368021215220148e-11
3.71,3.546914258110701e-10,1.7823917111964666e-07,3.6363750424879116e-09,3.505821515686824e-10,1.4410225080488468e-10,1.0763024587412918e-08,5.2100990710835105e-09,9.038273531902812e-10,6.24289279794416e-10,4.7104167578169874e-12,3.299607060619021e-12,9.218641061281367e-14,4.609991985593846e-14,6.543007320485711e-13,6.215143489686624e-13,1.181802241983817e-11,1.1767209552294925e-11,3.0314597576130603e-13,1.1294078854832236e-14,1.0328460489523557e-16,2.5175522650330343e-18,1.1915609310209982e-17,3.8601982226528203e-13,2.064918228917104e-14,3.407738493634046e-11,7.281681578208106e-11,8.15751592728778e-15,4.732878010231463e-14,8.086217014886027e-11,2.6087516865587375e-11,100000000.0,0.7,0.064,1.0,0.00052,0.028,2570.0,1.72e-05,2630.0,1.0,3.7765280442395405e-09,-8.84367272430384e-11,-3.265314096063548e-09,-4.049445145970805e-10,-2.142650498833868e-12,-2.900017095709056e-14,-4.118525583221102e-13,3.6363750424879116e-09,2.709251516963425e-12,2.1117485187961736e-13,3.3344634054934466e-10,3.2463042549309627e-13,2.3272800271922633e-10,7.493317041854002e-14,4.609991985593846e-14,1.4410225080488468e-10,3.0657133775165878e-12,1.8512401352181296e-13,6.030012657454883e-15,8.101916503802492e-17,1.5545829835826876e-14,1.585606184627789e-18,1.1253972222473993e-17,1.471589578064157e-13,9.816293162104868e-12,2.5307150756844702e-11,2.5812178018982697e-15,1.8320410661692766e-14,4.03486073782128e-12,1.7480094952246182e-11,1.2907972090462876e-15,1.7402401771087977e-14,-1.5393149963483502e-11
3.72,3.546914183281514e-10,1.782013769634141e-07,3.6354549781263736e-09,3.5136797294356703e-10,1.4406291486782652e-10,1.0795672952818598e-08,5.210443770146212e-09,9.076242890690318e-10,6.248361020117173e-10,4.731850814767077e-12,3.303153951929585e-12,9.245048305751997e-14,4.608538008200325e-14,6.582398688333296e-13,6.230386708546102e-13,1.1848676319820868e-11,1.1798462578524907e-11,3.050000085660174e-13,1.1354446555321119e-14,1.0409663542082059e-16,2.5334307030155515e-18,1.2028489537345698e-17,3.874918206439246e-13,2.0804965620652924e-14,3.421600353586716e-11,7.324529406460165e-11,8.196271760592141e-15,4.768676991845091e-14,8.136830594652452e-11,2.6148874695619902e-11,100000000.0,0.7,0.064,1.0,0.00052,0.028,2570.0,1.72e-05,2630.0,1.0,3.77583142962983e-09,-8.838131993963442e-11,-3.2643973839581394e-09,-4.051926167683046e-10,-2.144373078670014e-12,-2.898062676132282e-14,-4.127798663305641e-13,3.6354549781263736e-09,2.70943076047603e-12,2.1140185292349344e-13,3.334684012893576e-10,3.2491477304609297e-13,2.3266911860008792e-10,7.491271573126978e-14,4.608538008200325e-14,1.4406291486782652e-10,3.065063316106811e-12,1.8568556532434287e-13,6.04352878230137e-15,8.138783078387965e-17,1.5611137126410167e-14,1.590148229977099e-18,1.1321725370689761e-17,1.4723706815611452e-13,9.83829608728739e-12,2.5413464777129964e-11,2.5886118116345164e-15,1.84307063552406e-14,4.033759316894471e-12,1.7495405934053302e-11,1.2903900914852531e-15,1.744508278389417e-14,-1.5418148302620758e-11
3.73,3.5469140944615183e-10,1.7816358999919603e-07,3.6345371852653226e-09,3.5215301369002695e-10,1.4402398491382673e-10,1.082831194077213e-08,5.210788749099444e-09,9.114226308223278e-10,6.253800978876404e-10,4.7533020601547765e-12,3.3066830261402963e-12,9.271428260732031e-14,4.607098423288935e-14,6.621871758166985e-13,6.245582441129659e-13,1.1879323717734572e-11,1.1829714736359895e-11,3.0685965797993967e-13,1.1414949351909298e-14,1.049123546225845e-16,2.5493545787972535e-18,1.214204776834871e-17,3.889645948469998e-13,2.0961402333148456e-14,3.4354830780915715e-11,7.367498868863371e-11,8.235097354473116e-15,4.804629037094142e-14,8.187597631930733e-11,2.6210124537964123e-11,100000000.0,0.7,0.064,1.0,0.00052,0.028,2570.0,1.72e-05,2630.0,1.0,3.775133455194391e-09,-8.832622456303615e-11,-3.2634812019501043e-09,-4.0543869076859917e-10,-2.146082577574248e-12,-2.896119300564461e-14,-4.1370356060831693e-13,3.6345371852653226e-09,2.7096101495317106e-12,2.1162771367297896e-13,3.3349047994236445e-10,3.25197650901573e-13,2.3261037985698065e-10,7.48924721551899e-14,4.607098423288935e-14,1.4402398491382673e-10,3.0644133783948734e-12,1.8624695583421701e-13,6.057031480324851e-15,8.175679217061328e-17,1.567646859798975e-14,1.594685581530008e-18,1.1389619046282007e-17,1.4731460292564052e-13,9.860277154334004e-12,2.551981816024129e-11,2.595998180165414e-15,1.8541230812906643e-14,4.0326692634450575e-12,1.7510637778105217e-11,1.289987003804579e-15,1.7487630835127787e-14,-1.5443016632527398e-11
3.74,3.5469139906701577e-10,1.7812581026868477e-07,3.633621555772213e-09,3.529372760474198e-10,1.4398546034662582e-10,1.0860941529092017e-08,5.211134094866727e-09,9.152223577759922e-10,6.259212886893958e-10,4.774770368189221e-12,3.31019440145285e-12,9.297780984177339e-14,4.6056732465563394e-14,6.66142617276944e-13,6.260730785056074e-13,1.1909964614542257e-11,1.1860966031505505e-11,3.08724922643191e-13,1.147558711099255e-14,1.0573176551082164e-16,2.5653238515822706e-18,1.225628537421976e-17,3.9043813890668317e-13,2.1118492690619342e-14,3.449386652397391e-11,7.410589929591772e-11,8.273992659669144e-15,4.8407342465263716e-14,8.238518024841712e-11,2.6271266906596065e-11,100000000.0,0.7,0.064,1.0,0.00052,0.028,2570.0,1.72e-05,2630.0,1.0,3.7744341963740115e-09,-8.827144062022199e-11,-3.2625656117928386e-09,-4.056827522288791e-10,-2.147779082805318e-12,-2.8941869780397815e-14,-4.1462364926391285e-13,3.633621555772213e-09,2.7097897293306978e-12,2.118524416929824e-13,3.3351258207147055e-10,3.2547907011848577e-13,2.3255177956942163e-10,7.487243938024542e-14,4.6056732465563394e-14,1.4398546034662582e-10,3.063763565097885e-12,1.868081846699123e-13,6.070520790042247e-15,8.21260470346219e-17,1.574182389496961e-14,1.5992182492549161e-18,1.1457652634836697e-17,1.4739156636542554e-13,9.882236425944388e-12,2.5626210327292152e-11,2.603376923717907e-15,1.8651983034472014e-14,4.031590560777758e-12,1.7525791079883523e-11,1.2895879503993225e-15,1.75300461981214e-14,-1.546775535014731e-11
3.75,3.546913870886552e-10,1.7808803781438475e-07,3.6327079794954575e-09,3.537207621969559e-10,1.4394734078355265e-10,1.0893561694684738e-08,5.211479896499588e-09,9.19023449403889e-10,6.264596953717807e-10,4.7962556141882864e-12,3.3136881942036304e-12,9.324106530094192e-14,4.604262498887179e-14,6.701061577402723e-13,6.275831836994534e-13,1.1940599011198771e-11,1.189221646963389e-11,3.1059580120608306e-13,1.1536359699302399e-14,1.0655487107803992e-16,2.581338481057404e-18,1.2371203718013612e-17,3.91912446888861e-13,2.127623695489806e-14,3.463311061580585e-11,7.453802553035048e-11,8.312957626197317e-15,4.876992720271335e-14,8.289591671972475e-11,2.6332302311257142e-11,100000000.0,0.7,0.064,1.0,0.00052,0.028,2570.0,1.72e-05,2630.0,1.0,3.7737337299812795e-09,-8.821696776991737e-11,-3.261650676767354e-09,-4.0592481655663984e-10,-2.1494626802797217e-12,-2.8922657213688756e-14,-4.1554014033106275e-13,3.6327079794954575e-09,2.7099695461797852e-12,2.1207604442903234e-13,3.335347133759736e-10,3.2575904159332595e-13,2.3249331068770928e-10,7.485261720744736e-14,4.604262498887179e-14,1.4394734078355265e-10,3.0631138769469227e-12,1.8736925143421883e-13,6.08399674897035e-15,8.249559323137199e-17,1.5807202664300046e-14,1.6037462424408925e-18,1.1525825526204368e-17,1.4746796269509675e-13,9.90417396319009e-12,2.5732640703541145e-11,2.610748057413049e-15,1.8762962026660116e-14,4.030523198177759e-12,1.7540866426122258e-11,1.2891929371171749e-15,1.7572329143548736e-14,-1.5492364849349516e-11
3.7600000000000002,3.546913734048674e-10,1.780502726796429e-07,3.6317963441889212e-09,3.5450347426196065e-10,1.439096260576824e-10,1.0926172413516805e-08,5.211826245250476e-09,9.228258853250235e-10,6.269953385778855e-10,4.817757674571719e-12,3.3171645188508376e-12,9.350404948441911e-14,4.602866206606269e-14,6.74077761984766e-13,6.290885692585056e-13,1.1971226908650567e-11,1.1923466056384256e-11,3.1247229232936096e-13,1.1597266983892658e-14,1.073816742992628e-16,2.5973984273977637e-18,1.2486804154827248e-17,3.9338751289264056e-13,2.1434635385756032e-14,3.477256290543867e-11,7.497136703799076e-11,8.351992203324503e-15,4.913404558054063e-14,8.340818472392627e-11,2.63932312572837e-11,100000000.0,0.7,0.064,1.0,0.00052,0.028,2570.0,1.72e-05,2630.0,1.0,3.773032134253123e-09,-8.816280582410048e-11,-3.260736461734468e-09,-4.061648989365703e-10,-2.1511334545630178e-12,-2.890355547318935e-14,-4.164530417629483e-13,3.6317963441889212e-09,2.7101496475302474e-12,2.122985292064536e-13,3.3355687969603045e-10,3.2603757606050043e-13,2.3243496602809095e-10,7.483300554999485e-14,4.602866206606269e-14,1.439096260576824e-10,3.0624643146875566e-12,1.8793015571375927e-13,6.097459393630326e-15,8.286542863528217e-17,1.587260455542777e-14,1.60826956968093e-18,1.1594137114567834e-17,1.475437961036766e-13,9.926089825521879e-12,2.5839108718310787e-11,2.6181115952387483e-15,1.8874166803246863e-14,4.029467170971151e-12,1.7555864394827658e-11,1.2888019713290768e-15,1.7614479939201848e-14,-1.551684552080496e-11
3.77,3.546913579052521e-10,1.7801251490867903e-07,3.6308865354364127e-09,3.5528541430813695e-10,1.4387231621999495e-10,1.0958773660586773e-08,5.2121732346456795e-09,9.266296453006387e-10,6.275282386397986e-10,4.8392764268542525e-12,3.3206234879616104e-12,9.376676285035505e-14,4.601484401730795e-14,6.780573950443183e-13,6.30589244635891e-13,1.2001848307835386e-11,1.1954714797363329e-11,3.143543946844422e-13,1.1658308832125894e-14,1.0821217813233069e-16,2.613503651272393e-18,1.2603088031787996e-17,3.948633310498593e-13,2.1593688240971726e-14,3.4912223240149127e-11,7.540592346706446e-11,8.39109633953844e-15,4.9499698592087146e-14,8.392198325670533e-11,2.6454054245436557e-11,100000000.0,0.7,0.064,1.0,0.00052,0.028,2570.0,1.72e-05,2630.0,1.0,3.7723294889033404e-09,-8.810895474950814e-11,-3.259823033186992e-09,-4.064030143311644e-10,-2.152791488861146e-12,-2.888456476793835e-14,-4.173623614265269e-13,3.6308865354364127e-09,2.7103300820157532e-12,2.1251990322954306e-13,3.335790870173235e-10,3.2631468409269526e-13,2.323767382679304e-10,7.481360443439737e-14,4.601484401730795e-14,1.4387231621999495e-10,3.061814879080368e-12,1.8849089707850743e-13,6.110908759552235e-15,8.323555113960488e-17,1.5938029220245996e-14,1.6127882388552003e-18,1.1662586798509846e-17,1.476190707497795e-13,9.947984070777088e-12,2.5945613804906244e-11,2.625467550022504e-15,1.898559638517082e-14,4.028422480585351e-12,1.7570785555297917e-11,1.288415061999832e-15,1.765649884976828e-14,-1.5541197751863325e-11
3.7800000000000002,3.546913486652139e-10,1.7797476288695918e-07,3.6299825724076183e-09,3.5606663263471767e-10,1.4383514287405897e-10,1.09913670080122e-08,5.21251689112762e-09,9.304347376320441e-10,6.280586012583442e-10,4.8608115601004575e-12,3.3240665814093787e-12,9.402924633771249e-14,4.6001109768928746e-14,6.82044848762819e-13,6.320854500171784e-13,1.2032463225724352e-11,1.1985962682886046e-11,3.162420924082204e-13,1.1719485233288041e-14,1.0904638026627905e-16,2.629653748968025e-18,1.2720058576038315e-17,3.9633991068652586e-13,2.175339406365282e-14,3.5052093602712924e-11,7.584169255533373e-11,8.430270955743649e-15,4.98668836326174e-14,8.443730469701746e-11,2.651477861561426e-11,100000000.0,0.7,0.064,1.0,0.00052,0.028,2570.0,1.72e-05,2630.0,1.0,3.7716230669893886e-09,-8.805522459745234e-11,-3.2589075450147155e-09,-4.066393056872735e-10,-2.1544378262006157e-12,-2.886564081850043e-14,-4.1826827428624023e-13,3.6299825724076183e-09,2.710508783386362e-12,2.1274026121020024e-13,3.336010810321677e-10,3.26590472654339e-13,2.3231888463408758e-10,7.479427429451066e-14,4.6001109768928746e-14,1.4383514287405897e-10,3.061165542355375e-12,1.890515025688845e-13,6.124345711882853e-15,8.36059553962499e-17,1.600347680153714e-14,1.6173029541138645e-18,1.173117099774504e-17,1.4769378942380967e-13,9.969858107332025e-12,2.605215619575621e-11,2.6328170680545016e-15,1.9097244944052047e-14,4.027381611919502e-12,1.758563566715462e-11,1.288030499066211e-15,1.7698392600443973e-14,-1.5565426882865908e-11
3.79,3.546913449947549e-10,1.7793701677623954e-07,3.6290840477987724e-09,3.5684712782644873e-10,1.4379812524273538e-10,1.1023952317362592e-08,5.212857596680953e-09,9.342411403763579e-10,6.28586433201495e-10,4.882362967207695e-12,3.327493812488871e-12,9.429149749384162e-14,4.598746404659969e-14,6.860401007892809e-13,6.335771785165531e-13,1.2063071662118572e-11,1.2017209719559486e-11,3.1813538520818217e-13,1.178079604683966e-14,1.0988428399161485e-16,2.6458487075954576e-18,1.2837716987112962e-17,3.9781724494148566e-13,2.1913753227196858e-14,3.519217368787125e-11,7.627867408871055e-11,8.46951593093659e-15,5.023560193863514e-14,8.495414851264016e-11,2.657540438180796e-11,100000000.0,0.7,0.064,1.0,0.00052,0.028,2570.0,1.72e-05,2630.0,1.0,3.770913147012726e-09,-8.800162889728693e-11,-3.2579902702163284e-09,-4.068737785780941e-10,-2.156072479983062e-12,-2.884678702585376e-14,-4.191707763546584e-13,3.6290840477987724e-09,2.7106859502740954e-12,2.1295960399928776e-13,3.33622886187581e-10,3.268649452647774e-13,2.3226137905912145e-10,7.477502512622239e-14,4.598746404659969e-14,1.4379812524273538e-10,3.0605163072947853e-12,1.8961196980388453e-13,6.137770226279778e-15,8.397663956305082e-17,1.6068946921883454e-14,1.6218136732713354e-18,1.1799889327836228e-17,1.4776795639241958e-13,9.99171189555721e-12,2.615873527645022e-11,2.6401600806598438e-15,1.92091118540523e-14,4.026345103213737e-12,1.7600414919900776e-11,1.2876484148471075e-15,1.7740160998426107e-14,-1.558953294738232e-11
3.8000000000000003,3.5469134124175786e-10,1.7789927774387412e-07,3.6281880483821926e-09,3.5762686917949815e-10,1.437614454047385e-10,1.105652848177472e-08,5.2131981991160975e-09,9.380488145325254e-10,6.291116285319477e-10,4.903930656880188e-12,3.33090436374624e-12,9.455348929195461e-14,4.5973948839778375e-14,6.900432340340218e-13,6.350642833731162e-13,1.2093673607098702e-11,1.204845592319691e-11,3.200342816079395e-13,1.1842241058884931e-14,1.1072589576169503e-16,2.662088735648904e-18,1.2956063313687628e-17,3.992953178069295e-13,2.207476713998296e-14,3.5332461894833784e-11,7.671686901305926e-11,8.508830554129407e-15,5.060585691887266e-14,8.547251818522343e-11,2.6635927410139418e-11,100000000.0,0.7,0.064,1.0,0.00052,0.028,2570.0,1.72e-05,2630.0,1.0,3.7702017090239364e-09,-8.794829639398025e-11,-3.257073247713431e-09,-4.0710636075468513e-10,-2.1576948804178273e-12,-2.88280337942397e-14,-4.200697623417486e-13,3.6281880483821926e-09,2.7108630635403704e-12,2.1317787927975938e-13,3.3364468474343027e-10,3.271380468366128e-13,2.3220403509646032e-10,7.4755951610464e-14,4.5973948839778375e-14,1.437614454047385e-10,3.0598671939770895e-12,1.901722797454584e-13,6.151181774637076e-15,8.434760378971918e-17,1.61344389104666e-14,1.626319931466845e-18,1.1868743214840708e-17,1.478415766642408e-13,1.0013544575742905e-11,2.6265349954947877e-11,2.6474958310878113e-15,1.9321199436648845e-14,4.02531805267255e-12,1.7615120347292404e-11,1.2872699850474706e-15,1.7781799934409512e-14,-1.5613512975654847e-11
3.81,3.546913374181495e-10,1.778615458095194e-07,3.6272945209750748e-09,3.5840585935684724e-10,1.4372509971354388e-10,1.1089095499402613e-08,5.213538732249751e-09,9.418577408870097e-10,6.29634209517527e-10,4.925514507705251e-12,3.3342983634512318e-12,9.481522270711176e-14,4.5960563671502435e-14,6.940542116298088e-13,6.365467774614597e-13,1.2124269061838875e-11,1.2079701299019355e-11,3.219387800754586e-13,1.1903820139964765e-14,1.1157121837890667e-16,2.678373789594756e-18,1.307509890315275e-17,4.0077412379978585e-13,2.223643602323358e-14,3.547295810026172e-11,7.715627695264724e-11,8.54821478703384e-15,5.097764949098763e-14,8.599241261888015e-11,2.6696348298303676e-11,100000000.0,0.7,0.064,1.0,0.00052,0.028,2570.0,1.72e-05,2630.0,1.0,3.769488791161238e-09,-8.789522444010258e-11,-3.256156501230756e-09,-4.0733706848498385e-10,-2.1593051215948145e-12,-2.880938075509319e-14,-4.2096524256665417e-13,3.6272945209750748e-09,2.7110401407698702e-12,2.1339509526087884e-13,3.336664788639841e-10,3.27409788949114e-13,2.321468493424048e-10,7.473705185104281e-14,4.5960563671502435e-14,1.4372509971354388e-10,3.0592182027403804e-12,1.9073243236185406e-13,6.164580402757997e-15,8.471884598795574e-17,1.619995243681357e-14,1.63082174547142e-18,1.1937732024641861e-17,1.4791465427624324e-13,1.003535622245023e-11,2.6371999693260455e-11,2.654824346639384e-15,1.94335066595486e-14,4.024300358193226e-12,1.762975257282829e-11,1.2868951963123416e-15,1.7823309768882767e-14,-1.5637367424852176e-11
