Time,APC,Va,Va_APC,Va3,Va3_APC,Va5,Va5_APC,Va53,Va53_APC,Va56,Va56_APC,Va36,Va36_APC,Va536,Va536_APC,HC,LC,HC5,HC3,HC56,HC36,HC536,LC_APC,HC53,VaA3,VaA53,VaA36,VaA536,VaLCA1,VaLCA1_APC,k1,k2,k3,k5,k6,k7,k8,k9,k10,compartment_1,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,r11,r12,r13,r14,r15,r16,r17,r18,r19,r20,r21,r22,r23,r24,r25,r26,r27,r28,r29,r30,r31,r32,r33
0.1,1.6363997677058887e-09,1.9162115289150542e-07,7.813134812089215e-09,8.721362285926474e-13,3.184372105064444e-11,1.3995742722698203e-11,5.160750976570754e-10,4.804466734446033e-14,2.4934909970781294e-12,1.9712515026565307e-16,1.0251527238424061e-14,1.2107648964116019e-17,6.227708379493996e-16,1.0531888302278778e-18,7.028991045573766e-17,3.3448409774190143e-13,3.293664265996033e-13,6.614394662764139e-18,4.146157721427432e-19,7.248330406696026e-23,4.485082635249277e-24,3.1810973366863147e-25,5.124717940228835e-15,1.7697441722095705e-20,3.582379576136033e-14,1.961054999894754e-15,4.942609551073154e-19,4.28245997307736e-20,1.395607097802601e-15,3.638978074900732e-14,100000000.0,0.7,0.064,1.0,0.00052,0.028,2570.0,1.72e-05,2630.0,1.0,2.5887686639456955e-08,-2.2147888383263417e-11,-3.5896230534592326e-10,-1.7375816697064923e-12,-7.143811511886471e-15,-4.3395829116934525e-16,-4.9030593523302826e-17,7.813134812089215e-09,2.6835905078167915e-13,6.560977432591399e-16,3.3028806250052825e-11,1.296615318480627e-15,5.000406279737098e-10,1.655873494633511e-14,6.227708379493996e-16,3.184372105064444e-11,3.295883829444152e-12,2.407267748246795e-16,1.5000743131434383e-17,3.3905525845064454e-21,8.263682783093876e-19,2.0825156217891041e-22,1.8114847879643945e-23,5.031021183961077e-14,2.441981440046564e-14,1.3452506856378556e-15,3.3901417099347575e-19,2.948928724622698e-20,8.916241894146941e-13,6.981774791800422e-14,1.7437583462536963e-17,1.9681174927606546e-18,-2.5244469411239837e-14
0.11,1.405245460174173e-09,1.913858595706323e-07,7.964416728713596e-09,1.1088838730046952e-12,3.630756048518362e-11,1.7845234322443617e-11,5.90795491016331e-10,6.770547364430299e-14,3.1678985937814616e-12,2.780766768322893e-16,1.3040602616854808e-14,1.7006928821867502e-17,7.878197065389499e-16,1.638807916113173e-18,9.883186997536462e-17,3.6742205017805177e-13,3.6182126319155494e-13,9.3452462763031e-18,5.845380343844229e-19,1.1307183229576428e-22,6.972451976846184e-24,5.467785780093528e-25,5.610744493315214e-15,2.7584607082412654e-20,4.564115343033284e-14,2.7676998290831393e-15,6.953171776666962e-19,6.671673174370541e-20,1.9748836179447046e-15,4.643473167538068e-14,100000000.0,0.7,0.064,1.0,0.00052,0.028,2570.0,1.72e-05,2630.0,1.0,2.1319319320216762e-08,-2.525946693678851e-11,-4.1104915025969587e-10,-2.2080147347002633e-12,-9.089345233028475e-15,-5.490839036254214e-16,-6.895201624433367e-17,7.964416728713596e-09,3.072136553284921e-13,8.345985674787077e-16,3.7810911425045186e-11,1.6473072687663598e-15,5.097226706376702e-10,1.887993145229548e-14,7.878197065389499e-16,3.630756048518362e-11,3.2918367842652403e-12,3.0693803033713743e-16,1.907280261512452e-17,4.782918841407778e-21,1.1645341466557621e-18,2.9251917572948616e-22,2.8187496156626267e-23,4.6917247604121067e-14,3.104874844389982e-14,1.8957532620264364e-15,4.76194007008761e-19,4.588662165083023e-20,1.0166116935796945e-12,8.870116062555064e-14,2.205895178300762e-17,2.7672923593102095e-18,-3.222679254891756e-14
0.12,1.2159661298143511e-09,1.911918812079004e-07,8.073008929605147e-09,1.3767192848058958e-12,4.077698516483673e-11,2.221847558964221e-11,6.662359556936281e-10,9.237063512222483e-14,3.92985240492474e-12,3.7976965848490676e-16,1.6197631034731962e-14,2.3126812196423022e-17,9.730833285618683e-16,2.447955016955074e-18,1.345303652930536e-16,4.003232008835178e-13,3.942731810025751e-13,1.2783186338338539e-17,7.978543835958605e-19,1.6933072384357045e-22,1.0405437735630162e-23,8.946781264496088e-25,6.0636423947675065e-15,4.127500686119389e-20,5.6780419134439057e-14,3.781632252367295e-15,9.469647752838827e-19,9.97769052733834e-20,2.705619740842935e-15,5.785747838764397e-14,100000000.0,0.7,0.064,1.0,0.00052,0.028,2570.0,1.72e-05,2630.0,1.0,1.759717893370598e-08,-2.8376485213327088e-11,-4.6366347760822843e-10,-2.7396647270775113e-12,-1.1292163020127491e-14,-6.78346187961165e-16,-9.387359266634486e-17,8.073008929605147e-09,3.464426969606866e-13,1.0366483862228455e-15,4.26391011643922e-11,2.0435232505608647e-15,5.166725714947294e-10,2.12040322857151e-14,9.730833285618683e-16,4.077698516483673e-11,3.2885003563607767e-12,3.8215778012859067e-16,2.367957169783408e-17,6.532038125764812e-21,1.5887749240594676e-18,3.977811697676862e-22,4.2104826290699554e-23,4.369773372299219e-14,3.854813997417026e-14,2.5863777833959997e-15,6.4755074149326e-19,6.854274047404828e-20,1.1417555846069857e-12,1.1003586733733043e-13,2.7246333199591504e-17,3.766850228205501e-18,-4.0171240674848566e-14
0.13,1.0609145881312596e-09,1.9103156618978422e-07,8.146972683012312e-09,1.675597826605099e-12,4.5227441098606706e-11,2.7119311390311297e-11,7.420069516198376e-10,1.2264980206576736e-13,4.778977437868103e-12,5.047777035704775e-16,1.9722502263092023e-14,3.0607032519318647e-17,1.1781787041695152e-15,3.533492452705613e-18,1.7822066999845126e-16,4.331939779387817e-13,4.26726553911467e-13,1.7018666482409026e-17,1.0599103295523032e-18,2.4504896981035262e-22,1.5006048354167048e-23,1.404715612256456e-24,6.485562568467575e-15,5.968189049207712e-20,6.924830389322538e-14,5.028809613947216e-15,1.255174133700324e-18,1.4419609425375902e-19,3.607675016441514e-15,7.067083786095902e-14,100000000.0,0.7,0.064,1.0,0.00052,0.028,2570.0,1.72e-05,2630.0,1.0,1.4563936658321819e-08,-3.148144215121605e-11,-5.165277388264808e-10,-3.332272110083373e-12,-1.3752198981216283e-14,-8.2147794818874525e-16,-1.2437959562990318e-16,8.146972683012312e-09,3.858436148423155e-13,1.2622401448378894e-15,4.7488444903669605e-11,2.485068267691413e-15,5.21406251712788e-10,2.3518269371275485e-14,1.1781787041695152e-15,4.5227441098606706e-11,3.285742937978119e-12,4.664521558942544e-16,2.8820282616418173e-17,8.682176501137196e-21,2.1095765954642184e-18,5.264409593154396e-22,6.077607018496004e-23,4.073214882083827e-14,4.691673914430072e-14,3.4341944577948603e-15,8.569969105292845e-19,9.893778867442022e-20,1.2663683507484107e-12,1.3381136825939351e-13,3.298900371651846e-17,4.9901787599566355e-18,-4.908684299725336e-14
0.14,9.338566697682085e-10,1.9089867857486995e-07,8.192876731063024e-09,2.005318068156403e-12,4.963941243140208e-11,3.254908276554665e-11,8.177944186961683e-10,1.5914818156775052e-13,5.714460215730581e-12,6.556668433148116e-16,2.3613295167438094e-14,3.958420321943223e-17,1.402616535855622e-15,4.954060442495876e-18,2.307237994044847e-16,4.660396216110295e-13,4.591839326641614e-13,2.2142573063123642e-17,1.3760294764036691e-18,3.444577841078603e-22,2.1020068024077424e-23,2.129394920247729e-24,6.8792917645040434e-15,8.382303433757179e-20,8.304535014035884e-14,6.5351895185674496e-15,1.6258312779966054e-18,2.0241287358285655e-19,4.7011087508330196e-15,8.488125915224484e-14,100000000.0,0.7,0.064,1.0,0.00052,0.028,2570.0,1.72e-05,2630.0,1.0,1.2092186711963852e-08,-3.4560320736686e-11,-5.694164752837735e-10,-3.985259991927554e-12,-1.6468076731729125e-14,-9.781349778795425e-16,-1.610440213444733e-16,8.192876731063024e-09,4.252530977220075e-13,1.511250890716038e-15,5.2338842796554775e-11,2.971519312179902e-15,5.243441107880335e-10,2.581249446432908e-14,1.402616535855622e-15,4.963941243140208e-11,3.283457270924949e-12,5.598442235406618e-16,3.449147077062837e-17,1.1277469704598774e-20,2.7373487228640798e-18,6.808482953488495e-22,8.52098396083575e-23,3.806569358172948e-14,5.614890590737594e-14,4.4561490838180574e-15,1.1083576901244593e-18,1.38713692387439e-19,1.3899035480611424e-12,1.6000488603903063e-13,3.927326300360275e-17,6.460266383325571e-18,-5.897786523034427e-14
0.15,8.297114332937506e-10,1.9078813782547339e-07,8.216070755131705e-09,2.365552782684333e-12,5.399750778098968e-11,3.850709039954532e-11,8.933461901528521e-10,2.0246378657051636e-13,6.735138457103816e-12,8.349841093240641e-16,2.7866635590807175e-14,5.019116353605486e-17,1.645825847355085e-15,6.7739566834309166e-18,2.928427509120215e-16,4.988643976594238e-13,4.916465672651235e-13,2.824584881714383e-17,1.7514900440331824e-18,4.7222807707264335e-22,2.8716451425464496e-23,3.1317936944169783e-24,7.247943084374832e-15,1.148196844816653e-19,9.816713394683586e-14,8.326621853890995e-15,2.064711640869005e-18,2.7711037091861196e-19,6.006098094230291e-15,1.0048999952850835e-13,100000000.0,0.7,0.064,1.0,0.00052,0.028,2570.0,1.72e-05,2630.0,1.0,1.0078660400469721e-08,-3.760198282770747e-11,-6.221473557902585e-10,-4.697798268118121e-12,-1.9437365327352542e-14,-1.1479136749249413e-15,-2.044278827075271e-16,8.216070755131705e-09,4.64540018879483e-13,1.783464677811659e-15,5.717415616978254e-11,3.5022719976939837e-15,5.258285283284292e-10,2.807870404611463e-14,1.645825847355085e-15,5.399750778098968e-11,3.2815559699530953e-12,6.623219548356568e-16,4.068750785990581e-17,1.43617266797633e-20,3.482377128864416e-18,8.632880127830123e-22,1.1651205495096227e-22,3.571891764088741e-14,6.623547791364604e-14,5.668986023845932e-15,1.4053525789776657e-18,1.8967078713178827e-19,1.5119302178423584e-12,1.8858387679675643e-13,4.6083123725409147e-17,8.1995970255366e-18,-6.984466684412917e-14
0.16,7.443308385226317e-10,1.906957980597491e-07,8.220918138323326e-09,2.7558754235606415e-12,5.828967991701055e-11,4.4990991170107193e-11,9.684603872281245e-10,2.5318515369897654e-13,7.839577544866338e-12,1.0452479789829951e-15,3.247800180400199e-14,6.25564530187348e-17,1.907174900701517e-15,9.062995946509848e-18,3.6535944407562476e-16,5.316717794829388e-13,5.241148000182033e-13,3.5419172529810726e-17,2.1915052680521778e-18,6.334664893303221e-22,3.838663851303262e-23,4.486521494712789e-24,7.59474474410398e-15,1.5389515472149235e-19,1.1460529096505482e-13,1.042875836402924e-14,2.5774586652539615e-18,3.712124355111581e-19,7.542868184273354e-15,1.1749412981591146e-13,100000000.0,0.7,0.064,1.0,0.00052,0.028,2570.0,1.72e-05,2630.0,1.0,8.439433630429223e-09,-4.0597647635419105e-11,-6.745734528413261e-10,-5.468858929631013e-12,-2.2656800232335342e-14,-1.3303661607780183e-15,-2.5507702411569806e-16,8.220918138323326e-09,5.035994013586247e-13,2.0785921154561274e-15,6.198146478259997e-11,4.0765803233304954e-15,5.261387608526929e-10,3.031063355684549e-14,1.907174900701517e-15,5.828967991701055e-11,3.279967725894817e-12,7.738450480770212e-16,4.740105728222222e-17,1.7978265237634335e-20,4.354784643410264e-18,1.0759709918693257e-21,1.5588353027378508e-22,3.3695159537094286e-14,7.716451185747632e-14,7.0891843033691805e-15,1.75158068447461e-18,2.5376388649507977e-19,1.6321110376416892e-12,2.1950817125310843e-13,5.340089721886419e-17,1.0230064434117491e-17,-8.168445193109143e-14
0.17,6.743217912580786e-10,1.9061826974826154e-07,8.210983959185965e-09,3.1757819549799407e-12,6.250658988122552e-11,5.199712604442519e-11,1.0429759616437107e-09,3.1188956026566465e-13,9.026132882779087e-12,1.2889408112381186e-15,3.744197393563714e-14,7.680392279285383e-17,2.185988160879992e-15,1.1896349168915704e-17,4.490324022671964e-16,5.644645964177888e-13,5.565883630632366e-13,4.375270001946125e-17,2.7012079018986505e-18,8.337098913639901e-22,5.034378346799717e-23,6.2806591800573355e-24,7.922890559148177e-15,2.023730564946484e-19,1.3234835400772416e-13,1.2866980834142263e-14,3.1695675390557655e-18,4.878789636575354e-19,9.33163515660134e-15,1.3588735713176775e-13,100000000.0,0.7,0.064,1.0,0.00052,0.028,2570.0,1.72e-05,2630.0,1.0,7.106116538886158e-09,-4.3540463019205145e-11,-7.265768936331426e-10,-6.297261625250057e-12,-2.6122465667280026e-14,-1.525012656736662e-15,-3.1352048483893593e-16,8.210983959185965e-09,5.423475000547295e-13,2.3962863318807773e-15,6.675046154519749e-11,4.693589099045125e-15,5.255029733879018e-10,3.250342673823727e-14,2.185988160879992e-15,6.250658988122552e-11,3.27863423884382e-12,8.94350567900067e-16,5.462344962170088e-17,2.2169781952075235e-20,5.364500436273194e-18,1.3210274719633913e-21,2.0461720569615633e-22,3.1985942806016626e-14,8.892189473626432e-14,8.73290768713003e-15,2.150509838123894e-18,3.3309777671793927e-19,1.7501845166280944e-12,2.527317207133209e-13,6.120766850353287e-17,1.2572907263481498e-17,-9.449189749882078e-14
0.18,6.169081013163718e-10,1.905527813904229e-07,8.189181042401235e-09,3.6247082138643884e-12,6.664110699756028e-11,5.952078178830843e-11,1.1167652589511028e-09,3.7914170384437406e-13,1.029299899861983e-11,1.5685031333850287e-15,4.275243076627034e-14,9.305247204826871e-17,2.48155955535354e-15,1.535436688092751e-17,5.445951184774235e-16,5.972451502696451e-13,5.890665837196204e-13,5.333586278509099e-17,3.285638550547439e-18,1.0789186013820303e-21,6.492191998092143e-23,8.614666368795663e-24,8.235450915571892e-15,2.61675228797999e-19,1.5138241366433114e-13,1.5666346638486677e-14,3.846373666908841e-18,6.305005456882839e-19,1.1392561244355683e-14,1.5566067593267467e-13,100000000.0,0.7,0.064,1.0,0.00052,0.028,2570.0,1.72e-05,2630.0,1.0,6.022928727131082e-09,-4.6425163712088105e-11,-7.780637960175828e-10,-7.1817097401690315e-12,-2.98299393073967e-14,-1.7313512063620687e-15,-3.802693596022536e-16,8.189181042401235e-09,5.807179346545734e-13,2.7361555690413016e-15,7.147297657287058e-11,5.352359479282311e-15,5.24107586713679e-10,3.465337563873134e-14,2.48155955535354e-15,6.664110699756028e-11,3.277507838989995e-12,1.0237574466762748e-15,6.234498127337722e-17,2.697825389255099e-20,6.5212373057178354e-18,1.600502519129642e-21,2.640951103386069e-22,3.057517913023893e-14,1.0149182998377056e-13,1.0615967707183781e-14,2.6054692172389064e-18,4.2992227264750994e-19,1.865950995871128e-12,2.88203971955088e-13,6.948366754836038e-17,1.5248663317367856e-17,-1.0825965682023366e-13
0.19,5.698183140844576e-10,1.9049706711822136e-07,8.157888503741821e-09,4.1020441995418096e-12,7.068790061593871e-11,6.755640724211557e-11,1.1897279444314362e-09,4.554927095926472e-13,1.1638249485470515e-11,1.8863292438516372e-15,4.840271013273571e-14,1.1141587216449627e-16,2.7931631741228983e-15,1.9522393794618498e-17,6.527548928317596e-16,6.300153104637427e-13,6.215485395238565e-13,6.425720764257706e-17,3.949736713935146e-18,1.3754687643159953e-21,8.247509177521171e-23,1.1603255431902634e-23,8.53531271197434e-15,3.3331947776179495e-19,1.7169165679658097e-13,1.8851546367517903e-14,4.6130444084000816e-18,8.026926928646654e-19,1.3745718611642089e-14,1.76802900289558e-13,100000000.0,0.7,0.064,1.0,0.00052,0.028,2570.0,1.72e-05,2630.0,1.0,5.144349809714592e-09,-4.924778844014881e-11,-8.289600732939748e-10,-8.120819831043576e-12,-3.377441059796102e-14,-1.9488655414421265e-15,-4.558160032303375e-16,8.157888503741821e-09,6.186585311043468e-13,3.0977734484950853e-15,7.614258844361192e-11,6.051889732444667e-15,5.221048642394765e-10,3.6757708320288125e-14,2.7931631741228983e-15,7.068790061593871e-11,3.2765495534035388e-12,1.1619702044593483e-15,7.05551602256626e-17,3.2444862991999725e-20,7.834474604448665e-18,1.9163530010945162e-21,3.3578517324847064e-22,2.944225519293204e-14,1.148572375811054e-13,1.2753795867928163e-14,3.119644420442933e-18,5.466270262209616e-19,1.9792612171682702e-12,3.258709855846086e-13,7.820856887334506e-17,1.8277136999289266e-17,-1.2297877398217407e-13
0.2,5.311927170876397e-10,1.904492735137375e-07,8.119049998260847e-09,4.607145965629386e-12,7.464310116491283e-11,7.609779411271646e-11,1.2617859578455513e-09,5.414793906875247e-13,1.305986994010763e-11,2.2447638334709015e-15,5.43857415142316e-14,1.3200265795476092e-16,3.120062014807472e-15,2.449057763509935e-17,7.741920290857118e-16,6.627765930503062e-13,6.54033175954334e-13,7.66042683092858e-17,4.698333934913857e-18,1.7301441137039526e-21,1.0337646200409847e-22,1.5376233087048647e-23,8.825140504416232e-15,4.189171799776346e-19,1.932588117857615e-13,2.2446870702545033e-14,5.474573301874816e-18,1.0082897671475048e-18,1.6411060023339833e-14,1.9930110532803567e-13,100000000.0,0.7,0.064,1.0,0.00052,0.028,2570.0,1.72e-05,2630.0,1.0,4.433191707730335e-09,-5.200544257708877e-11,-8.792079110899749e-10,-9.113145967196713e-12,-3.795077883996997e-14,-2.177031525311052e-15,-5.406334987122948e-16,8.119049998260847e-09,6.561286980796866e-13,3.4806874569108225e-15,8.075430130211529e-11,6.791132368855967e-15,5.196191998886942e-10,3.8814412605754666e-14,3.120062014807472e-15,7.464310116491283e-11,3.2757275032962384e-12,1.3088820586069556e-15,7.924291060074381e-17,3.8609937932723476e-20,9.313445519104843e-18,2.2704457166440695e-21,4.212379352972601e-22,2.856416762697274e-14,1.2900008702947184e-13,1.5161422938303966e-14,3.696074422502408e-18,6.857361737402557e-19,2.0900068325185714e-12,3.6567635831151627e-13,8.736173641180512e-17,2.1677376814399924e-17,-1.3863903017321632e-13
0.21,4.99507369680295e-10,1.9040788347921473e-07,8.074254137921986e-09,5.139345357419462e-12,7.850402186363396e-11,8.51382257616009e-11,1.3328793691945649e-09,6.376237210494066e-13,1.455578484242911e-11,2.646099461912574e-15,6.069415454280556e-14,1.5491607493665016e-16,3.461515038114283e-15,3.0353673574878124e-17,9.095593380268645e-16,6.95530225579192e-13,6.865193862480291e-13,9.046346447734688e-17,5.536148752693504e-18,2.1501272313575633e-21,1.2801740827520607e-22,2.0079310440053396e-23,9.107361454991396e-15,5.20170777424881e-19,2.1606551300255997e-13,2.6476185233262658e-14,6.4357764130507264e-18,1.251338674455943e-18,1.940839526467709e-14,2.2314099008623303e-13,100000000.0,0.7,0.064,1.0,0.00052,0.028,2570.0,1.72e-05,2630.0,1.0,3.859036207764077e-09,-5.4696101216407445e-11,-9.28762841315253e-10,-1.0157199614925661e-11,-4.235373356175065e-14,-2.415322354568718e-15,-6.35175348254053e-16,8.074254137921986e-09,6.930972719811736e-13,3.884425890739556e-15,8.530427962845215e-11,7.569008118063136e-15,5.167522648270071e-10,4.082209136908966e-14,3.461515038114283e-15,7.850402186363396e-11,3.275015594586682e-12,1.4643774829361997e-15,8.839674013761899e-17,4.551291074101413e-20,1.0967128001110602e-17,2.6645564886792415e-21,5.220831854516497e-22,2.7916996267434374e-14,1.439016699969677e-13,1.7853464188062766e-14,4.3376500979051905e-18,8.499028600341713e-19,2.1981126120578434e-12,4.0756197557283177e-13,9.692242106350919e-17,2.5467661464752196e-17,-1.5522922941352567e-13
0.22,4.735135372124479e-10,1.9037165554166555e-07,8.024798648784996e-09,5.697957812633824e-12,8.226893557648319e-11,9.46705972139846e-11,1.4029630537014368e-09,7.44432498101539e-13,1.6123878944280143e-11,3.0925748023297512e-15,6.73203656873776e-14,1.8025407612272245e-16,3.816782694752165e-15,3.7210846091661546e-17,1.0594819143287538e-15,7.282771991499103e-13,7.190060629666688e-13,1.0592002564151908e-16,6.4677832733372955e-18,2.642990404474749e-21,1.5680661095966298e-22,2.5874878549814927e-23,9.384165732090366e-15,6.388711898234404e-19,2.400925920355273e-13,3.096291242810696e-14,7.50129057826693e-18,1.5360923826486967e-18,2.2757372756983688e-14,2.4830716908961147e-13,100000000.0,0.7,0.064,1.0,0.00052,0.028,2570.0,1.72e-05,2630.0,1.0,3.3969965459028796e-09,-5.7318448887663475e-11,-9.77591356655325e-10,-1.1251465374456903e-11,-4.697781837778979e-14,-2.6632126118083323e-15,-7.398753560945745e-16,8.024798648784996e-09,7.29540787924747e-13,4.308503403992166e-15,8.978963543689196e-11,8.384417051025673e-15,5.135871135222397e-10,4.2779846499771257e-14,3.816782694752165e-15,8.226893557648319e-11,3.2743924739394858e-12,1.6283342718802419e-15,9.80048743650713e-17,5.3192286595073865e-20,1.2804238966138376e-17,3.100370109014307e-21,6.400265527276496e-22,2.7476994402791083e-14,1.5954281873970493e-13,2.084410994503218e-14,5.047114130997505e-18,1.0419036904766827e-18,2.3035301959883143e-12,4.5146861042008505e-13,1.0686991544827369e-16,2.9665493601205094e-17,-1.7273742595554586e-13
0.23,4.521877373656049e-10,1.903395737942164e-07,7.971743207587044e-09,6.282288786295007e-12,8.593689080177727e-11,1.0468751474586194e-10,1.4720039477561002e-09,8.623971444665799e-13,1.776201470402029e-11,3.5863734512670164e-15,7.425664920978025e-14,2.0810935415258245e-16,4.185131354216923e-15,4.516547076166302e-17,1.224557106063683e-15,7.610183113731371e-13,7.514921366262334e-13,1.2305793304519087e-16,7.49772091256829e-18,3.2166862474382056e-21,1.9016914488575919e-22,3.294275029257381e-23,9.657510779977145e-15,7.768951851601297e-19,2.653203162319665e-13,3.5930018740822294e-14,8.675572983965719e-18,1.8670033586393844e-18,2.6477465071117827e-14,2.747834124780136e-13,100000000.0,0.7,0.064,1.0,0.00052,0.028,2570.0,1.72e-05,2630.0,1.0,3.0267018752030994e-09,-5.987174616606889e-11,-1.025668922386934e-09,-1.2394413751467513e-11,-5.181748303721852e-14,-2.9201814981539588e-15,-8.551476470415011e-16,7.971743207587044e-09,7.65442052833172e-13,4.752425549425936e-15,9.420825265639041e-11,9.23624764609055e-15,5.101915652855708e-10,4.4687183216924177e-14,4.185131354216923e-15,8.593689080177727e-11,3.273840667756427e-12,1.800625253385611e-15,1.0805536710945545e-16,6.168562335543515e-20,1.4833230883289703e-17,3.5794808910485636e-21,7.768460970354952e-22,2.7221295344922047e-14,1.7590408599820594e-13,2.4147120042619306e-14,5.827061915681961e-18,1.2646331811995204e-18,2.4062329422623963e-12,4.973364116871946e-13,1.171836779119472e-16,3.428759896978311e-17,-1.9115111023244095e-13
0.24,4.346909826855335e-10,1.903108070535405e-07,7.915952534446933e-09,6.891638945182811e-12,8.950756159435717e-11,1.1518137715323713e-10,1.5399788086104298e-09,9.919936273137974e-13,1.946804628846126e-11,4.12962321936269e-15,8.149519446050173e-14,2.385694028093029e-16,4.565836782399236e-15,5.432493704097409e-17,1.4053546479494705e-15,7.937542014473886e-13,7.839766014861761e-13,1.4195987748311965e-16,8.630325156526018e-18,3.87953816078384e-21,2.2854557987340667e-22,4.148086686021522e-23,9.929130561023511e-15,9.362027270048946e-19,2.917285814778536e-13,4.140000614670009e-14,9.962901881566929e-18,2.2487169672504137e-18,3.058795779806282e-14,3.025528414453398e-13,100000000.0,0.7,0.064,1.0,0.00052,0.028,2570.0,1.72e-05,2630.0,1.0,2.7314723992651954e-09,-6.235571978551047e-11,-1.0729783354251194e-09,-1.3584511333455399e-11,-5.686712512481663e-14,-3.185715350864877e-15,-9.813867975379623e-16,7.915952534446933e-09,8.007889804774234e-13,5.215692445472111e-15,9.85586437510675e-11,1.0123384069999853e-14,5.066209622046037e-10,4.654393202906572e-14,4.565836782399236e-15,8.950756159435717e-11,3.2733458796842883e-12,1.9811196867429773e-15,1.1853618983934985e-16,7.102951936503921e-20,1.7062290387866998e-17,4.103393727848782e-21,9.343889170192267e-22,2.712836453753262e-14,1.9296589044218562e-13,2.777582156153183e-14,6.679943277877288e-18,1.5210982369705006e-18,2.506211724415164e-12,5.451052960447242e-13,1.2784342989943184e-16,3.9349930142585155e-17,-2.104573580683795e-13
0.25,4.2033522693368703e-10,1.9028467523493438e-07,7.85813192472986e-09,7.525308377176875e-12,9.298112381153734e-11,1.2614444228445501e-10,1.6068723650246694e-09,1.133682463183672e-12,2.1239830933292112e-11,4.724395773341408e-15,8.902815265502815e-14,2.7171659937311356e-16,4.958186889339775e-15,6.480045271788837e-17,1.6024169168864266e-15,8.264853791205222e-13,8.16458529117081e-13,1.6270722924232646e-16,9.869839094147279e-18,4.6402307061341055e-21,2.723910935652636e-22,5.1705971556566014e-23,1.0200550916018889e-14,1.1188343167065238e-18,3.192970696926556e-13,4.7394907047962845e-14,1.1367378149627488e-17,2.6860648718142456e-18,3.5107940896194475e-14,3.3159808928744544e-13,100000000.0,0.7,0.064,1.0,0.00052,0.028,2570.0,1.72e-05,2630.0,1.0,2.4976428673770072e-09,-6.477047144762947e-11,-1.1195083602398625e-09,-1.482022898576117e-11,-6.21211238615685e-14,-3.4593096166919274e-15,-1.1189680505206408e-15,7.85813192472986e-09,8.35573629812828e-13,5.697801769921801e-15,1.0283983136157885e-10,1.1044712085311897e-14,5.02920443182711e-10,4.8350184381999414e-14,4.958186889339775e-15,9.298112381153734e-11,3.2728964122661715e-12,2.1696844069432474e-15,1.2943530406624889e-16,8.125960729150832e-20,1.94993383643567e-17,4.6735255086326516e-21,1.1145677866366526e-21,2.717824247062403e-14,2.1070863453214315e-13,3.1743108964866497e-14,7.608064781421532e-18,1.8144126758585177e-18,2.603471466450938e-12,5.947152660917889e-13,1.3882923289182634e-16,4.486767367281992e-17,-2.3064295207083414e-13
0.26,4.085562944266533e-10,1.9026062222409442e-07,7.798855927607894e-09,8.182599925751337e-12,9.635815519489848e-11,1.375688804836412e-10,1.6726758219787317e-09,1.287908799029949e-12,2.3075237917414026e-11,5.372706593179423e-15,9.684767414164475e-14,3.076283050913742e-16,5.361483819483681e-15,7.670685082621007e-17,1.816259294796389e-15,8.592122481220095e-13,8.489370739738361e-13,1.8538001886191702e-16,1.1220385631087085e-17,5.507799938456632e-21,3.2217459979018952e-22,6.385424954226257e-23,1.0473107401085402e-14,1.326908341251125e-18,3.480053744272018e-13,5.3936282192174565e-14,1.2892927599876128e-17,3.184058463126118e-18,4.0056302276109154e-14,3.619014313293303e-13,100000000.0,0.7,0.064,1.0,0.00052,0.028,2570.0,1.72e-05,2630.0,1.0,2.3140183297930126e-09,-6.711640336598485e-11,-1.1652526121812303e-09,-1.61000482175407e-11,-6.757386658947622e-14,-3.740470325599688e-15,-1.2682475996844027e-15,7.798855927607894e-09,8.697914274289404e-13,6.198251145065264e-15,1.0705125260663884e-10,1.1999123717055292e-14,4.991267793669052e-10,5.01062407013472e-14,5.361483819483681e-15,9.635815519489848e-11,3.2724827003360572e-12,2.36618474390473e-15,1.407407186978712e-16,9.241055339038879e-20,2.215203134035253e-17,5.291206846852316e-21,1.3193578340682456e-21,2.735268333365584e-14,2.2911279788521216e-13,3.606144636728612e-14,8.613592541231219e-18,2.1477918228061e-18,2.6980283451334822e-12,6.461066616374274e-13,1.5012154693355153e-16,5.085526025429886e-17,-2.516944764878951e-13
