Time,Population_of_Eggs,Population_of_Larvae,Population_of_Pupae,Ar,ep,Te,Me,K0,Tl,Tp,Mp,Ml,compartment,reaction_for_E,reaction_for_L,reaction_for_P
5.55,2332.4596979780254,1865.4433952442694,1269.7535461126502,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-358.6409358689683,-197.3859902664965,-187.4606816730759
5.56,2328.880651512671,1863.4722426611384,1267.8808446347211,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-357.1699477717078,-196.84508451154778,-187.07967046006894
5.57,2325.316284933071,1861.506492880392,1266.0119503095877,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-355.7049931074921,-196.30545108561296,-186.6992468356805
5.58,2321.7665380061007,1859.5461331781944,1264.1468572655606,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-354.24604712050734,-195.76708718149837,-186.31941048210757
5.59,2318.2313507416998,1857.59115085674,1262.2855596345216,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-352.79308515483854,-195.22999000322574,-185.94016107928957
5.6,2314.7106633916474,1855.6415332440477,1260.4280515519679,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-351.34608265396696,-194.69415676590847,-185.56149830495056
5.61,2311.2044164483327,1853.6972676937578,1258.5743271570518,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-349.9050151602647,-194.15958469563338,-185.18342183464082
5.62,2307.712550643531,1851.7583415849263,1256.7243805926278,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-348.46985831449115,-193.62627102934164,-184.80593134178017
5.63,2304.2350069471704,1849.8247423218181,1254.8782060052902,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-347.04058785528696,-193.0942130147145,-184.42902649769889
5.64,2300.771726566111,1847.8964573337055,1253.0357975454185,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-345.61717961867146,-192.56340791006102,-184.05270697168015
5.65,2297.3226509429123,1845.97347407466,1251.1971493672202,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-344.19960953753696,-192.03385298420756,-183.67697243100292
5.66,2293.8877217546114,1844.0557800233503,1249.3622556287717,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-342.78785364114526,-191.50554551638942,-183.30182254098293
5.67,2290.46688091149,1842.1433626828352,1247.5311104920618,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-341.3818880546223,-190.9784827961468,-182.92725696501537
5.68,2287.0600705558513,1840.2362095803594,1245.7037081230344,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-339.98168899845484,-190.45266212321968,-182.5532753646172
5.69,2283.6672330607894,1838.3343082671488,1243.8800426916298,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-338.58723278798436,-189.92808080744857,-182.17987739946852
5.7,2280.2883110289663,1836.437646318206,1242.0601083718302,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-337.1984958329051,-189.40473616867536,-181.80706272745593
5.71,2276.923247291379,1834.5462113321037,1240.2438993416984,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-335.8154546367567,-188.88262553664777,-181.4348310047132
5.72,2273.5719849061384,1832.659990930782,1238.4314097834222,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-334.4380857964228,-188.36174625092383,-181.06318188566416
5.73,2270.2344672322756,1830.7789727957022,1236.6226338766617,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-333.0663660324652,-187.8420956670147,-180.69211501588586
5.74,2266.9106385934033,1828.9031449898102,1234.8175657392526,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-331.70027246188874,-187.3236712111293,-180.32162996853796
5.75,2263.6004430484422,1827.032495362286,1233.0161995368449,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-330.3397820929097,-186.8064702776577,-179.95172636189673
5.76,2260.30382468911,1825.1670116930811,1231.2185294562873,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-328.9848719472242,-186.29049025445795,-179.58240383081812
5.77,2257.020727835121,1823.3066817878905,1229.4245496881395,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-327.6355191402346,-185.77572853914563,-179.21366200798673
5.78,2253.751097033107,1821.4514934780218,1227.6342544267006,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-326.29170088060687,-185.2621825390156,-178.84550052394349
5.79,2250.494877055531,1819.6014346202571,1225.8476378700414,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-324.95339446982325,-184.74984967096225,-178.4779190071148
5.8,2247.252012899613,1817.7564930967212,1224.0646942200308,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-323.6205773017409,-184.2387273614043,-178.11091708383998
5.81,2244.0224497862396,1815.9166568147464,1222.285417682368,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-322.29322686214437,-183.72881304621143,-177.7444943783998
5.82,2240.806133158889,1814.0819137067374,1220.50980246661,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-320.97132072830345,-183.22010417063115,-177.37865051304433
5.83,2237.6030086825485,1812.2522517300392,1218.7378427862027,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-319.65483656852734,-182.71259818921976,-177.01338510802157
5.84,2234.4130222426284,1810.4276588668006,1216.9695328585092,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-318.3437521417202,-182.2062925657741,-176.64869778160516
5.85,2231.2361199438874,1808.6081231238413,1215.2048669048406,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-317.03804529693764,-181.70118477326474,-176.2845881501229
5.86,2228.072248109344,1806.793632532516,1213.4438391504837,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-315.7376939729403,-181.19727229377207,-175.92105582798447
5.87,2224.9213532792005,1804.9841751485826,1211.6864438247333,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-314.4426761977513,-180.69455261842455,-175.55810042771057
5.88,2221.7833822097587,1803.1797390520658,1209.9326751609185,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-313.15297008821074,-180.19302324733763,-175.19572155995965
5.89,2218.6582818723386,1801.3803123471228,1208.1825273964353,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-311.86855384953117,-179.6926816895545,-174.8339188335575
5.9,2215.5459994521975,1799.5858831619107,1206.4359947727735,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-310.58940577485316,-179.19352546299132,-174.47269185552446
5.91,2212.4464823474473,1797.7964396484508,1204.6930715355484,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-309.31550424480076,-178.69555209438056,-174.11204023110403
5.92,2209.359678167974,1796.0119699824943,1202.9537519345288,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-308.0468277270372,-178.1987591192186,-173.75196356379092
5.93,2206.285534734356,1794.2324623633888,1201.2180302236675,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-306.78335477582027,-177.7031440817152,-173.39246145535935
5.94,2203.2240000767815,1792.457905013943,1199.4859006611302,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-305.5250640315571,-177.20870453474345,-173.03353350589103
5.95,2200.175022433969,1790.6882861802937,1197.7573575093259,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-304.27193422036123,-176.7154380397928,-172.67517931380343
5.96,2197.138550252083,1788.9235941317704,1196.032395034935,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-303.02394415360607,-176.22334216692326,-172.31739847587792
5.97,2194.114532183655,1787.1638171607613,1194.3110075089403,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-301.78107272748207,-175.73241449472147,-171.96019058728794
5.98,2191.1029170864995,1785.4089435825783,1192.5931892066558,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-300.54329892255123,-175.24265261025812,-171.60355524162745
5.99,2188.1036540226355,1783.6589617353252,1190.8789344077568,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-299.31060180330314,-174.7540541090496,-171.24749203093867
6.0,2185.116692257201,1781.9138599797598,1189.168237396308,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-298.0829605177096,-174.26661659501758,-170.89200054574033
6.01,2182.141981257376,1780.1736266991622,1187.4610924607955,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-296.86035429678145,-173.78033768045276,-170.53708037505632
6.02,2179.1794706912956,1778.4382502992003,1185.7574938941539,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-295.6427624541225,-173.29521498598137,-170.1827311064432
6.03,2176.2291104269734,1776.7077192077936,1184.0574359937968,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-294.430164385486,-172.81124614052948,-169.82895232601868
6.04,2173.290850855417,1774.9820219574294,1182.360913046363,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-293.22253970157635,-172.32842873797415,-169.47574360217655
6.05,2170.364642902901,1773.2611471884227,1180.6679193271161,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-292.0198682330922,-171.84676033504167,-169.12310448494287
6.06,2167.450437159831,1771.545083427517,1178.9784491409907,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-290.8221296726905,-171.36623856754863,-168.77103454978405
6.07,2164.548184405565,1769.833819221494,1177.2924967978297,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-289.6293037906871,-170.88686108029611,-168.41953337117215
6.08,2161.657835620113,1768.1273431402897,1175.6100566118123,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-288.44137043986643,-170.40862552533451,-168.06860052197058
6.09,2158.7793419831837,1766.4256437768909,1173.9311229014754,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-287.25830955508843,-169.931529561917,-167.7182355734549
6.1,2155.9126548732274,1764.7287097472358,1172.2556899897388,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-286.0801011528964,-169.45557085645987,-167.36843809533545
6.11,2153.0577258664844,1763.03652969011,1170.5837522039276,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-284.906725331125,-168.98074708249771,-167.0192076557783
6.12,2150.2145067360307,1761.3490922670455,1168.9153038757972,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-283.7381622685085,-168.5070559206451,-166.67054382142808
6.13,2147.38294945082,1759.6663861622187,1167.250339341556,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-282.57439222428695,-168.034495058559,-166.32244615742874
6.14,2144.563006174734,1757.9884000823472,1165.5888529418878,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-281.4153955378156,-167.56306219089947,-165.97491422744588
6.15,2141.7546292656234,1756.31512275659,1163.9308390219774,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-280.2611526281712,-167.09275501929739,-165.62794759368816
6.16,2138.957771274357,1754.6465429364434,1162.2762919315335,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-279.1116439937607,-166.62357125231887,-165.28154581692985
6.17,2136.1723849438654,1752.9826493956407,1160.6252060248112,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-277.96685021192866,-166.15550860543408,-164.93570845653161
6.18,2133.398423208186,1751.3234309300492,1158.977575660637,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-276.8267519385645,-165.68856480098674,-164.59043507046292
6.19,2130.6358391915114,1749.6688763575678,1157.3333952024311,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-275.6913299077112,-165.22273756816338,-164.24572521532346
6.2,2127.884586207232,1748.0189745180269,1155.6926590182327,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-274.5605649311724,-164.7580246429689,-163.9015784463656
6.21,2125.144617756982,1746.3737142730845,1154.0553614807204,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-273.43443789811954,-164.29442376819827,-163.5579943175149
6.22,2122.4158875296857,1744.7330845061247,1152.42149696724,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-272.3129297747008,-163.83193269341223,-163.21497238139352
6.23,2119.6983494006035,1743.0970741221572,1150.7910598598241,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-271.196021603648,-163.3705491749164,-162.87251218934034
6.24,2116.991957430376,1741.4656720477128,1149.1640445452183,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-270.08369450388443,-162.91027097573675,-162.53061329143418
6.25,2114.2966658640703,1739.8388672307435,1147.540445414903,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-268.9759296701328,-162.45109586560187,-162.18927523651445
6.26,2111.612429130227,1738.2166486405197,1145.920256865119,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-267.87270837252333,-161.99302162092374,-161.84849757220385
6.27,2108.939201839902,1736.5990052675277,1144.3034732968883,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-266.77401195619973,-161.5360460247805,-161.50827984492938
6.28,2106.2769387857156,1734.9859261233687,1142.6900891160403,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-265.6798218409291,-161.0801668669016,-161.1686215999445
6.29,2103.6255949408965,1733.3774002406567,1141.0800987332334,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-264.5901195207084,-160.62538194365288,-160.82952238135096
6.3,2100.9851254583277,1731.7734166729163,1139.4734965639802,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-263.5048865633727,-160.17168905802492,-160.49098173212042
6.31,2098.3554856695914,1730.1739644944796,1137.8702770286695,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-262.424104610202,-159.71908601962025,-160.1529991941164
6.32,2095.7366310840157,1728.5790328003866,1136.2704345525906,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-261.34775537553037,-159.26757064464556,-159.81557430811566
6.33,2093.1285173877186,1726.9886107062812,1134.673963565957,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-260.27582064635226,-158.8171407559023,-159.47870661383047
6.34,2090.531100500567,1725.4026873627938,1133.08085850089,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-259.20828230573295,-158.3677941745359,-159.14239564694225
6.35,2087.9443374807547,1723.821252181916,1131.4911137439062,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-258.1451227045901,-157.91952859094403,-158.806640892399
6.36,2085.3681850024054,1722.24429445638,1129.9047237158097,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-257.0863240359886,-157.47234178106208,-158.4714418629416
6.37,2082.802599569442,1720.671803413288,1128.3216828604357,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-256.0318684230406,-157.0262315761252,-158.13679808803948
6.38,2080.2475378620193,1719.10376830089,1126.7419856264414,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-254.9817380612899,-156.58119581326883,-157.80270909598983
6.39,2077.702956735627,1717.5401783884963,1125.1656264673238,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-253.93591521834276,-156.13723233551843,-157.46917441393458
6.4,2075.1688132201944,1715.9810229663922,1123.592599841442,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-252.89438223349987,-155.6943389917799,-157.13619356788027
6.41,2072.6450645192,1714.4262913457505,1122.0229002120375,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-251.85712151739108,-155.25251363683054,-156.80376608271635
6.42,2070.131668008772,1712.875972858543,1120.4565220472532,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-250.82411555160525,-154.8117541313112,-156.47189148223399
6.43,2067.6285812367973,1711.3300568574555,1118.8934598201547,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-249.7953468883237,-154.3720583417221,-156.14056928914428
6.44,2065.135761922026,1709.7885327157994,1117.3337080087513,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-248.77079814995272,-153.9334241404166,-155.8097990250977
6.45,2062.6531679531763,1708.2513898274258,1115.777261096015,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-247.75045202875538,-153.4958494055988,-155.47958021070218
6.46,2060.180757388041,1706.7186176066382,1114.2241135699028,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-246.7342912864848,-153.0593320213223,-155.14991236554198
6.47,2057.7184884525905,1705.1902054881045,1112.6742599233746,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-245.72229875401467,-152.62386987748772,-154.82079500819657
6.48,2055.2663195400837,1703.6661429267717,1111.1276946544162,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-244.71445733097437,-152.18946086984522,-154.492227656259
6.49,2052.8242092101673,1702.1464193977774,1109.5844122660574,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-243.7107499853787,-151.75610289999543,-154.16420982635458
6.5,2050.392116187984,1700.6310243963644,1108.0444072663947,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-242.7111597532613,-151.3237938753942,-153.83674103416016
6.51,2047.9699993632803,1699.1199474377925,1106.5076741686094,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-241.71566973830818,-150.89253170935484,-153.50982079442176
6.52,2045.5578177895068,1697.6131780572507,1104.9742074909896,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-240.7242631114873,-150.46231432105566,-153.18344862097433
6.53,2043.1555306829287,1696.110705809773,1103.4440017569498,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-239.73692311068362,-150.03313963554723,-152.85762402675965
6.54,2040.7630974217286,1694.6125202701492,1101.9170514950522,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-238.75363304033044,-149.60500558375986,-152.53234652384552
6.55,2038.3804775451122,1693.1186110328379,1100.3933512390258,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-237.7743762710411,-149.17791010251324,-152.20761562344416
6.56,2036.0076307524148,1691.6289677118814,1098.8728955277882,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-236.79913623924244,-148.75185113452886,-151.88343083593094
6.57,2033.6445169022056,1690.1435799408157,1097.3556789054644,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-235.82789644680645,-148.32682662843928,-151.5597916708632
6.58,2031.2910960113945,1688.6624373725874,1095.8416959214094,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-234.86064046068316,-147.9028345388055,-151.23669763699885
6.59,2028.947328254336,1687.1855296794624,1094.330941130226,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-233.89735191253203,-147.47987282612746,-150.91414824231492
6.6,2026.6131739619366,1685.712846552943,1092.8234090917867,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-232.93801449835587,-147.05793945686287,-150.59214299402618
6.61,2024.2885936207579,1684.2443777036774,1091.319094371255,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-231.98261197813144,-146.63703240344307,-150.2706813986046
6.62,2021.9735478721254,1682.7801128613755,1089.8179915391038,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-231.03112817544354,-146.21714964429077,-149.94976296179695
6.63,2019.6679975112297,1681.3200417747205,1088.3200951711365,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-230.08354697711536,-145.79828916384173,-149.629387188644
6.64,2017.3719034862365,1679.8641542112816,1086.8253998485086,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-229.13985233284313,-145.38044895256246,-149.30955358349948
6.65,2015.085226897388,1678.4124399574284,1085.333900157746,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-228.20002825482652,-144.96362700697517,-148.99026165004813
6.66,2012.8079289961127,1676.9648888182428,1083.8455906907673,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-227.2640588174022,-144.5478213296782,-148.6715108913248
6.67,2010.5399711841262,1675.5214906174322,1082.3604660449034,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-226.33192815667587,-144.13302992937213,-148.35330080973333
6.68,2008.2813150125407,1674.0822351972427,1080.8785208229174,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-225.40362047015424,-143.7192508208845,-148.0356309070645
6.69,2006.0319221809675,1672.6471124183718,1079.399749633026,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-224.47912001637758,-143.30648202519654,-147.71850068451567
6.7,2003.791754536625,1671.2161121598824,1077.9241470889194,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-223.55841111455277,-142.89472156947136,-147.4019096427085
6.71,2001.5607740734424,1669.789224319115,1076.4517078097815,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-222.64147814418482,-142.48396748708285,-147.08585728170834
6.72,1999.3389429311658,1668.3664388116001,1074.9824264203105,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-221.7283055447091,-142.07421781764498,-146.77034310104256
6.73,1997.126223394464,1666.9477455709725,1073.5162975507396,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-220.81887781512467,-141.6654706070442,-146.4553665997195
6.74,1994.9225778920336,1665.5331345488842,1072.0533158368576,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-219.91317951362578,-141.25772390747187,-146.14092727624697
6.75,1992.7279689957043,1664.1225957149156,1070.5934759200275,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-219.01119525723436,-140.85097577745654,-145.8270246286508
6.76,1990.542359419545,1662.7161190564916,1069.1367724472095,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-218.11290972143297,-140.44522428190078,-145.5136581544938
6.77,1988.3657120189694,1661.3136945787917,1067.6832000709794,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-217.2183076397963,-140.0404674921146,-145.20082735089434
6.78,1986.1979897898398,1659.915312304665,1066.2327534495505,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-216.32737380362414,-139.63670348585526,-144.88853171454508
6.79,1984.0391558675753,1658.5209622745417,1064.7854272467923,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-215.4400930615734,-139.23393034736284,-144.57677074173137
6.8,1981.889175288364,1657.1306348768574,1063.3412160481214,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-214.55645104351754,-138.8321458112054,-144.26554385507896
6.81,1979.7480135290562,1655.7443205742663,1061.9001144301901,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-213.67643356044198,-138.43134755652096,-143.95485046424884
6.82,1977.615634440812,1654.362009516151,1060.4621170595226,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-212.8000257551737,-138.03153362485375,-143.6446900518413
6.83,1975.4920020210066,1652.983691871047,1059.0272186078926,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-211.9272128306336,-137.63270206220386,-143.3350620996987
6.84,1973.3770804128992,1651.609357826664,1057.5954137523174,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-211.05798004970154,-137.2348509189535,-143.02596608890042
6.85,1971.2708339048927,1650.238997589825,1056.1666971750708,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-210.19231273491084,-136.83797824987465,-142.71740149977535
6.86,1969.1732269297904,1648.8726013864107,1054.7410635636963,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-209.33019626814382,-136.44208211414178,-142.4093678119144
6.87,1967.084224064055,1647.5101594612986,1053.3185076110203,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-208.4716160903265,-136.04716057534006,-142.1018645041825
6.88,1965.003790027065,1646.1516620783061,1051.8990240151647,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-207.6165577011236,-135.65321170147968,-141.79489105473127
6.89,1962.9318896803727,1644.7970995201317,1050.4826074795615,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-206.76500665863318,-135.2602335650094,-141.48844694101132
6.9,1960.8684880269627,1643.446462088296,1049.0692527129634,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-205.91694857908158,-134.86822424282911,-141.18253163978423
6.91,1958.813550210509,1642.099740103084,1047.6589544294595,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-205.07236913651911,-134.47718181630728,-140.87714462713552
6.92,1956.7670415146329,1640.7569239034874,1046.2517073484873,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-204.23125406251404,-134.08710437129645,-140.57228537848658
