Time,Population_of_Eggs,Population_of_Larvae,Population_of_Pupae,Ar,ep,Te,Me,K0,Tl,Tp,Mp,Ml,compartment,reaction_for_E,reaction_for_L,reaction_for_P
1.38,6303.162710021556,3400.977587157419,2450.040658537439,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-1990.5998738188596,-664.0079451473189,-388.30801018705364
1.39,6283.2975621206315,3394.3528008564913,2446.1598213807456,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-1982.4352980315794,-660.9561180485941,-387.85878315089707
1.4,6263.513892422979,3387.7583541633835,2442.283489315686,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-1974.3042097858443,-657.9391310775432,-387.4070426113604
1.41,6243.811366740419,3381.193901829079,2438.4116872172453,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-1966.206471730312,-654.9563342866729,-386.9528434012444
1.42,6224.189652255592,3374.6591052571825,2434.5444394054603,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-1958.141947077048,-652.0070921526205,-386.4962392707186
1.43,6204.648417516367,3368.1536324110125,2430.681769653235,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-1950.1104995992268,-649.0907833081587,-386.03728290246374
1.44,6185.18733243027,3361.6771577278078,2426.823701193734,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-1942.1119936288405,-646.2068002881449,-385.5760259257152
1.45,6165.806068258942,3355.229362040057,2422.9702567273366,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-1934.1462940544252,-643.3545492892422,-385.1125189291999
1.46,6146.504297612625,3348.8099325039398,2419.12145842816,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-1926.2132663187886,-640.5334499432263,-384.6468114729733
1.47,6127.281694444663,3342.41856253489,2415.2773279501516,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-1918.3127764167566,-637.7429351037099,-384.17895209915196
1.48,6108.137934046043,3336.054951750275,2411.4378864327473,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-1910.4446908929235,-634.9824506461105,-383.7089883415446
1.49,6089.072693039947,3329.718805919191,2407.6031545060987,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-1902.608876839418,-632.251455280687,-383.2369667341795
1.5,6070.085649373413,3323.409832148514,2403.77315255081,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-1894.8052018924723,-629.5494131590222,-382.76293354585323
1.51,6051.176482308915,3317.1277339431076,2399.94790096435,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-1887.033534228964,-626.8757863643152,-382.2869355338422
1.52,6032.344872429973,3310.8722289912816,2396.127419213027,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-1879.2937425687187,-624.2300617512144,-381.8090172340561
1.53,6013.590501630572,3304.6430406361383,2392.3117262900787,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-1871.5856961701652,-621.6117378974486,-381.3292222616896
1.54,5994.913053109513,3298.4398973041875,2388.5008407484866,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-1863.9092648280098,-619.0203241467789,-380.84759339909255
1.55,5976.31221136508,3292.2625324281003,2384.694780707339,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-1856.2643188710476,-616.4553404031972,-380.3641726083128
1.56,5957.787662189737,3286.110684374302,2380.8935638578787,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-1848.6507291599814,-613.9163169346027,-379.8790010428828
1.57,5939.339092664847,3279.984096375394,2377.097207469243,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-1841.0683670852522,-611.402794185803,-379.3921190588515
1.58,5920.966191155415,3273.8825164674126,2373.3057283938933,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-1833.5171045648754,-608.9143226007457,-378.90356622506306
1.59,5902.668647304855,3267.8056974319184,2369.5191430727355,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-1825.9968140422952,-606.4504624538649,-378.41338133268033
1.6,5884.446152029785,3261.753396742918,2365.737467539926,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-1818.5073684842414,-604.0107836904122,-377.92160240395356
1.61,5866.298397514836,3255.7253765186197,2361.960717427373,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-1811.0486413785975,-601.5948657756835,-377.42826670023493
1.62,5848.225077207503,3249.721403478022,2358.188907968925,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-1803.6205067322835,-599.2022975530281,-376.9334107292397
1.63,5830.22588581295,3243.7412488332,2354.422054008662,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-1796.222839069122,-596.8326770081112,-376.4370702623353
1.64,5812.3005192828705,3237.7846806455564,2350.6601704904815,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-1788.8555134252597,-594.4855998903406,-375.93928152746633
1.65,5794.44867481623,3231.851471143705,2346.9032719921465,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-1781.5184053494704,-592.1606705356437,-375.440080068038
1.66,5776.6700508572985,3225.9414006320276,2343.151372477082,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-1774.2113909023496,-589.8575075592175,-374.9395001336631
1.67,5758.964347087266,3220.0542532261857,2339.4044855681295,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-1766.9343466528662,-587.5757374644475,-374.4375753459118
1.68,5741.331264419178,3214.189816788701,2335.6626245530706,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-1759.687149676282,-585.3149944851132,-373.9343387088469
1.69,5723.770504992916,3208.3478828676957,2331.9258023899447,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-1752.4696775520883,-583.0749204338254,-373.4298226190648
1.7,5706.281772170182,3202.5282466387907,2328.1940317121625,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-1745.281808361945,-580.8551645566317,-372.9240588752421
1.71,5688.864770529515,3196.730706850166,2324.467324833416,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-1738.1234206876306,-578.6553833937132,-372.41707868718964
1.72,5671.519205861332,3190.9550657707773,2320.745693752388,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-1730.9943936090071,-576.4752406460966,-371.9089126844135
1.73,5654.244785162989,3185.201129141737,2317.0291501572556,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-1723.8946067019883,-574.3144070483145,-371.3995909241818
1.74,5637.041216633859,3179.468706130853,2313.31770542999,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-1716.823940036516,-572.1725602469471,-370.88914289909724
1.75,5619.908209670451,3173.757609290323,2309.6113706504552,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-1709.782274174555,-570.0493846849618,-370.37759754417857
1.76,5602.845474861527,3168.0676545175966,2305.9101566003023,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-1702.7694901680875,-567.9445714918038,-369.8649832434463
1.77,5585.852723982266,3162.398660382418,2302.214073797449,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-1695.7854695567112,-565.8578174565075,-369.3513279319773
1.78,5568.929669983616,3156.750444382898,2298.5231326789612,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-1688.8300943632662,-563.788819569131,-368.83665966059385
1.79,5552.076026997919,3151.122829564012,2294.837343282969,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-1681.9032470961447,-561.7372845763873,-368.3210055994052
1.8,5535.291510331221,3145.5156426341605,2291.1567153415112,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-1675.0048107461316,-559.7029261906177,-367.80439232217316
1.81,5518.575836457322,3139.928713183032,2287.4812583200915,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-1668.1346687839591,-557.6854639101532,-367.2868459247453
1.82,5501.928723013015,3134.361873637312,2283.810981421518,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-1661.2927051583488,-555.6846229111713,-366.7683920323133
1.83,5485.349888793327,3128.814959218763,2280.145893589577,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-1654.4788042940572,-553.7001339440048,-366.2490558062952
1.84,5468.839053746804,3123.287807904663,2276.486003512544,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-1647.692851089936,-551.7317332338357,-365.7288619508465
1.85,5452.395938970795,3117.780260390609,2272.831319626526,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-1640.9347309169966,-549.7791623857208,-365.20783471899654
1.86,5436.020266706774,3112.2921600556806,2269.181850118642,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-1634.2043296164843,-547.8421682939163,-364.68599791841103
1.87,5419.71176033568,3106.82335292997,2265.5376029300414,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-1627.5015334979644,-545.9205030554315,-364.1633749167833
1.88,5403.470144373272,3101.373687664474,2261.898585758747,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-1620.8262293374146,-544.013923887786,-363.63998864684885
1.89,5387.295144465514,3095.9430155033465,2258.2648060623474,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-1614.1783043753262,-542.1221930509064,-363.11586161103025
1.9,5371.186487383976,3090.531190258517,2254.6362710605135,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-1607.557646314814,-540.2450777731233,-362.59101588570564
1.91,5355.14390089239,3085.138056402939,2251.012988574231,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-1600.9641432667722,-538.3823333747694,-362.0654750058287
1.92,5339.167114292763,3079.7634920885125,2247.3949639636817,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-1594.3976839743254,-536.5337640740538,-361.53925714562774
1.93,5323.255857511862,3074.4073415823395,2243.7822049572796,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-1587.8581574373752,-534.6991274186043,-361.0123858357494
1.94,5307.409861779635,3069.06946697702,2240.174717962262,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-1581.34545319143,-532.8782073941434,-360.48488176307865
1.95,5291.628859427299,3063.7497324460874,2236.572509184882,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-1574.8594612246197,-531.0707921027645,-359.95676526641626
1.96,5275.912583883046,3058.4480042269865,2232.975584632259,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-1568.400071975932,-529.2766737084166,-359.4280563393971
1.97,5260.260769667752,3053.1641506040473,2229.3839501142215,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-1561.9671763334459,-527.4956483828935,-358.8987746334071
1.98,5244.673152390685,3047.8980418914584,2225.797611245155,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-1555.5606656325713,-525.7275162523376,-358.3689394605006
1.99,5229.149468745217,3042.6495504162413,2222.2165734458495,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-1549.180431654284,-523.9720813442377,-357.83856979631884
2.0,5213.689456504529,3037.4185505012265,2218.640841945342,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-1542.826366623361,-522.2291515349355,-357.307684283006
2.01,5198.29285451732,3032.2049184480256,2215.070421782768,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-1536.4983632066183,-520.4985384976085,-356.7763012321281
2.02,5182.959402703517,3027.0085325200075,2211.5053178092044,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-1530.1963145111454,-518.7800576507498,-356.2444386275899
2.03,5167.688842049988,3021.829272925271,2207.9455346895174,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-1523.9201140825448,-517.0735281071113,-355.7121141285524
2.04,5152.480914606057,3016.667021705706,2204.391076910322,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-1517.6696559030893,-515.3787724925885,-355.17934508704144
2.05,5137.335363472527,3011.5216592511783,2200.841949007683,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-1511.4448343872086,-513.6956120823538,-354.646149093489
2.06,5122.251932805962,3006.39306872674,2197.2981552795954,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-1505.24554438325,-512.0238729472776,-354.11254328443755
2.07,5107.230367815509,3001.2811366298206,2193.759699750446,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-1499.071681172174,-510.3633866901487,-353.5785442556327
2.08,5092.270414755565,2996.1857511968724,2190.2265862754925,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-1492.923140464537,-508.71398820361856,-353.04416831152633
2.09,5077.371820921473,2991.106802381902,2186.6988185429996,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-1486.7998183987252,-507.0755156169141,-352.5094314688885
2.1,5062.53433464522,2986.0441818349914,2183.1764000763774,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-1480.7016115391853,-505.447810243018,-351.9743494604231
2.11,5047.757705291144,2980.997782880826,2179.659334236313,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-1474.6284168746602,-503.830716526337,-351.4389377383792
2.12,5033.041683251628,2975.967500497222,2176.147624222911,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-1468.580131816419,-502.2240819908377,-350.90321147816513
2.13,5018.386019942802,2970.9532312936485,2172.641273077826,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-1462.5566541964913,-500.6277571886437,-350.3671855819622
2.14,5003.790467800245,2965.9548734897585,2169.140283686401,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-1456.5578822659008,-499.04159564910606,-349.8308746823374
2.15,4989.254780274684,2960.9723268939115,2165.6446587798023,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-1450.5837146928948,-497.4654538283171,-349.29429314585775
2.16,4974.778711827692,2956.005492881701,2162.1544009371555,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-1444.6340505611813,-495.89919105908234,-348.75745507670223
2.17,4960.362017927389,2951.054274374478,2158.669512587682,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-1438.7087893681569,-494.3426695013295,-348.2203743202765
2.18,4946.004455044145,2946.118575817882,2155.189996012835,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-1432.8078310231435,-492.79575409297286,-347.6830644668255
2.19,4931.705780646278,2941.1983031603627,2151.715853348434,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-1426.9310758456202,-491.2583125011954,-347.14553885504694
2.2,4917.46575319575,2936.2933638317077,2148.247086586803,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-1421.0784245634532,-489.73021507417684,-346.60781057570483
2.21,4903.2841321522465,2931.40366539692,2144.783697660361,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-1415.2497783145732,-488.2113329931117,-346.06989268080713
2.22,4889.160677993726,2926.529111600475,2141.325688685682,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-1409.445038655421,-486.70153289892573,-345.5317987977539
2.23,4875.095152153042,2921.6696116952926,2137.873061390655,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-1403.6641075349003,-485.20068956659975,-344.9935416819115
2.24,4861.087317036532,2916.825076799925,2134.4258173393055,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-1397.9068873020146,-483.7086809184557,-344.45513378220085
2.25,4847.136936023817,2911.9954192258306,2130.9839579739755,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-1392.1732807057886,-482.22538709332207,-343.9165873457733
2.26,4833.243773463559,2907.1805524493125,2127.5474846178668,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-1386.4631908935226,-480.7506903934718,-343.3779144226473
2.27,4819.40759466919,2902.3803910834586,2124.116398477579,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-1380.776521409037,-479.28447523204136,-342.8391268703425
2.28,4805.628165914667,2897.5948508500855,2120.6907006456527,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-1375.113176190928,-477.8266280808916,-342.3002363585159
2.29,4791.9052544301985,2892.8238485516777,2117.2703921031098,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-1369.4730595708115,-476.3770374189305,-341.76125437359656
2.3,4778.238628397999,2888.067302043329,2113.855473721994,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-1363.8560762715772,-474.93559368086653,-341.2221922234208
2.31,4764.628056948023,2883.3251302046824,2110.445946267913,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-1358.2621314056373,-473.50218920641555,-340.68306104186854
2.32,4751.073310153713,2878.597252911872,2107.041810402578,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-1352.6911304731757,-472.07671818994095,-340.1438717934973
2.33,4737.574159027731,2873.8835910094645,2103.6430666863453,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-1347.1429793603975,-470.6590766305226,-339.6046352781778
2.34,4724.130375517715,2869.1840662823993,2100.2497155807564,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-1341.6175843377807,-469.2491622824555,-339.0653621357291
2.35,4710.741732502005,2864.498601427928,2096.861757451081,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-1336.114852058324,-467.84687460616897,-338.5260628505551
2.36,4697.408003785397,2859.8271200275585,2093.4791925688555,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-1330.634689555798,-466.4521147195692,-337.9867477562779
2.37,4684.128964094877,2855.1695465189937,2090.1020211144264,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-1325.1770042429944,-465.06478534979146,-337.4474270403748
2.38,4670.9043891970105,2850.525808624426,2086.730242958317,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-1319.7417039599711,-463.6847939944241,-336.9081103434671
2.39,4657.73405582434,2845.8958359222784,2083.3638577898437,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-1314.3286969438038,-462.3120510246574,-336.36880699501586
2.4,4644.617741506183,2841.279556488325,2080.00286541957,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-1308.9378917590411,-460.9464652894669,-335.82952656760625
2.41,4631.555224682561,2836.6768992543202,2076.647265566942,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-1303.5691973445325,-459.5879471949372,-335.29027848773273
2.42,4618.546284700268,2832.087793986428,2073.297057862251,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-1298.2225230118102,-458.2364086654875,-334.7510720393642
2.43,4605.590701808818,2827.5121712614146,2069.9522418487895,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-1292.8977784434242,-456.89176310253083,-334.2119163678785
2.44,4592.688257156402,2822.9499624428345,2066.612816985007,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-1287.594873691281,-455.5539253434649,-333.6728204839952
2.45,4579.838732785835,2818.4010996572256,2063.278782646673,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-1282.3137191749784,-454.2228116210208,-333.13379326771064
2.46,4567.041911630515,2813.8655157702988,2059.950138129032,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-1277.0542256801414,-452.8983395229461,-332.59484347223145
2.47,4554.297577510364,2809.343144363128,2056.626882648962,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-1271.8163043567595,-451.5804279520321,-332.0559797279082
2.48,4541.605515127794,2804.833919708341,2053.3090153471344,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-1266.5998667175234,-450.2689970864633,-331.51721054617013
2.49,4528.965510063647,2800.3377767463116,2049.9965352901713,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-1261.404824636159,-448.9639683405146,-330.97854432345827
2.5,4516.377348773156,2795.854651061349,2046.6894414728042,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-1256.231090345767,-447.6652643255609,-330.4399893451603
2.51,4503.840818581893,2791.384478857889,2043.3877328200308,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-1251.0785764371578,-446.3728088114199,-329.90155378954347
2.52,4491.355707681718,2786.927196936685,2040.0914081892743,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-1245.947195857186,-445.08652668801756,-329.3632457316892
2.53,4478.92180512674,2782.482742670999,2036.8004663725435,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-1240.83686190709,-443.80634392736283,-328.8250731474275
2.54,4466.538900849307,2778.051054498924,2033.514906055679,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-1235.7474882490649,-442.5321882071687,-328.2870438333257
2.55,4454.206785864254,2773.632077262732,2030.2347253746432,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-1230.6789889902084,-441.26399573122876,-327.74916453835857
2.56,4441.925251920016,2769.225753306154,2026.9599226558341,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-1225.6312785391267,-440.00169979534394,-327.2114424119103
2.57,4429.694091558754,2764.8320241027195,2023.6904962808883,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-1220.6042716306476,-438.74523288538853,-326.6738847390016
2.58,4417.513098171831,2760.4508317649716,2020.426444561392,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-1215.5978833486224,-437.49452860628503,-326.1364986948933
2.59,4405.382065996045,2756.0821190274605,2017.1677657404744,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-1210.6120291243742,-436.2495216529626,-325.5992913479138
2.6,4393.300790109833,2751.725829229737,2013.9144579943977,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-1205.6466247351411,-435.0101477815617,-325.06226966228525
2.61,4381.269066429494,2747.381906299348,2010.6665194341533,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-1200.701586302522,-433.77634378087055,-324.5254405009532
2.62,4369.286691705403,2743.050294734827,2007.423948107052,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-1195.7768302909208,-432.5480474439951,-323.98881062841264
2.63,4357.3534635182305,2738.7309395886914,2004.1867419983173,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-1190.8722735059926,-431.3251975402684,-323.45238671353565
2.64,4345.46918027515,2734.423786450435,2000.9548990326782,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-1185.9878330930867,-430.1077337873826,-322.9161753323994
2.65,4333.63364120607,2730.12878142952,1997.7284170759626,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-1181.1234265356948,-428.8955968237508,-322.3801829711135
2.66,4321.846646359832,2725.8458711383746,1994.507293936689,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-1176.278971653891,-427.68872818110026,-321.8444160286472
2.67,4310.107996600442,2721.575002675383,1991.2915273676597,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-1171.4543866027814,-426.4870702572812,-321.3088808196575
2.68,4298.417493603276,2717.3161236078818,1988.0811150675531,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-1166.6495898709463,-425.2905662893015,-320.7735835773159
2.69,4286.774939851307,2713.0691819551516,1984.8760546825174,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-1161.8645002788871,-424.0991603265809,-320.238530456137
2.7,4275.180138631309,2708.834126171413,1981.6763438077617,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-1157.099036977468,-422.91279720442344,-319.7037275348046
2.71,4263.632894114614,2704.610906628154,1978.4819798698197,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-1152.3531194811062,-421.7314243852609,-319.16918057698024
2.72,4252.133011425961,2700.3994768856014,1975.2929600255914,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-1147.6266676960697,-420.5549935226734,-318.6348948261457
2.73,4240.680296320727,2696.1997880175886,1972.1092816142634,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-1142.919601787819,-419.38345338347335,-318.10087592175694
2.74,4229.27455534075,2692.0117914257034,1968.9309419335714,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-1138.2318422450483,-418.21675335846635,-317.56712944507103
2.75,4217.91559581966,2687.8354389837546,1965.7579382285426,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-1133.56330988188,-417.0548436374106,-317.03366089590986
2.76,4206.603225879332,2683.6706830251874,1962.5902676927342,20.0,30.0,0.361,0.05,0.0002,0.134,0.342,0.0025,0.0501,1.0,-1128.9139258364053,-415.8976751882735,-316.5004756947718
