Time,C,S,V_C,r,K,d,phi,beta,eta,mu,r_tilde,phi_tilde,alpha,d_tilde,N,compartment,Susceptible_Logistic_Growth,Susceptible_Absorption_Virus,Susceptible_Death,Chronic_Infected_Death,Chronic_Infected_Logistic_Growth,Virus_Chronic_Release_From_Chronic_Infected,Virus_Chronic_Decay
87.0,304281.53030428453,784399809.0890648,438397.49263174,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784704090.6193691,1.0,32691607.396953765,1719.3945476273077,32683325.378711034,15214.076515214227,7481.7757088520775,30428.153030428453,37965.22286190868
88.0,298326.521876426,784406308.568779,429257.7297628537,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784704635.0906554,1.0,32691716.454951182,1683.5623561394727,32683596.19036579,14916.3260938213,7335.315666912496,29832.6521876426,37173.71939746313
89.0,292485.96215547563,784412683.2234666,420345.1934726786,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784705169.1856221,1.0,32691823.391928136,1648.6205054599552,32683861.800977774,14624.298107773782,7191.671828070209,29248.596215547564,36401.89375473397
90.0,286757.8435821133,784418935.2342165,411651.0570894366,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784705693.0777986,1.0,32691928.247360535,1614.5344194506774,32684122.301425684,14337.892179105664,7050.794737748876,28675.784358211327,35648.98154394521
91.0,281140.175582134,784425066.7645597,403167.07286653825,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784706206.9401419,1.0,32692031.06015635,1581.2717902530317,32684377.781856656,14057.0087791067,6912.6353624216845,28114.0175582134,34914.26851024221
92.0,275630.9864269631,784431079.9583406,394885.5206736589,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784706710.9447676,1.0,32692131.868647188,1548.8023772097492,32684628.331597526,13781.549321348157,6777.145135272113,27563.098642696314,34197.08609033886
93.0,270228.32511711813,784436976.9375612,386799.1554308217,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784707205.2626783,1.0,32692230.71057916,1517.097800840778,32684874.039065048,13511.416255855907,6644.27600241811,27022.832511711815,33496.80686030916
94.0,264930.2621562281,784442759.8014842,378901.17846522934,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784707690.0636405,1.0,32692327.623112466,1486.131430636496,32685114.991728507,13246.513107811406,6513.9804418484,26493.026215622813,32812.84205508886
95.0,259734.89102770807,784448430.6249379,371185.1929679665,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784708165.5159656,1.0,32692422.64281593,1455.8782104746801,32685351.27603908,12986.744551385404,6386.211499641977,25973.489102770807,32144.637711025898
96.0,254640.3289871662,784453991.4573944,363645.1734104951,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784708631.7863815,1.0,32692515.80566693,1426.3145387803959,32685582.97739143,12732.01644935831,6260.9228093583015,25464.03289871662,31491.672017348876
97.0,249644.71762157066,784459444.3223201,356275.4445015953,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784709089.0399417,1.0,32692607.14705158,1397.418186097045,32685810.18009667,12482.235881078534,6138.068605691986,24964.471762157067,30853.45349383815
98.0,244746.22407235953,784464791.2157549,349070.63420899573,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784709537.4398272,1.0,32692696.701764498,1369.1681109215547,32686032.967323117,12237.311203617977,6017.603754459489,24474.622407235955,30229.516922499028
99.0,239943.04087524995,784470034.1064849,342025.6728049195,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784709977.1473601,1.0,32692784.504012305,1341.544456052843,32686251.421103537,11997.152043762499,5899.483748563913,23994.304087524997,29619.423264906025
100.0,235233.3871178656,784475174.9346925,335135.74585367896,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784710408.3218104,1.0,32692870.58741472,1314.5283642771672,32686465.622278854,11761.669355893282,5783.6647363745515,23523.338711786564,29022.7555909286
101.0,230615.50803322173,784480215.6124091,328396.2986095117,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784710831.1204424,1.0,32692954.985010006,1288.101995697534,32686675.650517046,11530.775401661087,5670.103511637645,23061.550803322174,28439.11945958371
102.0,226087.67587526934,784485158.0224879,321802.9967176543,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784711245.6983632,1.0,32693037.729257282,1262.2483736607958,32686881.58427033,11304.383793763467,5558.757534921898,22608.767587526934,27868.13951574886
103.0,221648.18965368465,784490004.0188891,315351.72399984207,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784711652.2085427,1.0,32693118.852042567,1236.9513761399983,32687083.500787042,11082.409482684234,5449.584927009355,22164.818965368468,27309.459298386322
104.0,217295.37604541477,784494755.4256028,309038.5374688466,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784712050.8016483,1.0,32693198.384683378,1212.195559343544,32687281.476066783,10864.768802270739,5342.5444912305375,21729.537604541478,26762.737344802114
105.0,213027.58786523758,784499414.0384023,302859.7111542182,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784712441.6262676,1.0,32693276.357935507,1187.9663296816195,32687475.58493343,10651.37939326188,5237.595675766901,21302.75878652376,26227.650985955293
106.0,208843.2059647279,784503981.6226177,296811.6536284682,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784712824.8285824,1.0,32693352.801997416,1164.2496203176331,32687665.900942404,10442.160298236397,5134.698620275618,20884.320596472793,25703.889204225346
107.0,204740.63754650956,784508459.9150652,290890.9549588804,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784713200.5526117,1.0,32693427.746518575,1141.0320753900692,32687852.49646105,10237.031877325478,5033.814114353048,20474.063754650957,25191.15669943904
108.0,200718.31722422672,784512850.6227945,285094.33483346715,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784713568.9400188,1.0,32693501.220604718,1118.3008465830637,32688035.442616437,10035.915861211337,4934.903623529195,20071.831722422674,24689.169396578254
109.0,196774.7063325309,784517155.4238585,279418.6504372201,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784713930.1301911,1.0,32693573.252826244,1096.043624066907,32688214.80932744,9838.735316626546,4837.92927222552,19677.47063325309,24197.65512786326
110.0,192908.29281605632,784521375.9674197,273860.8880833233,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784714284.2602358,1.0,32693643.87122425,1074.2486037139417,32688390.665309153,9645.414640802815,4742.853840954504,19290.82928160563,23716.352908015797
111.0,189117.59111951583,784525513.8738514,268418.1525726139,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784714631.464971,1.0,32693713.103317294,1052.9044454004988,32688563.07807714,9455.879555975791,4649.640763549098,18911.759111951582,23245.012012788364
112.0,185401.14196368135,784529570.7349658,263087.6571681437,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784714971.8769295,1.0,32693780.976110037,1032.0002337189583,32688732.113956906,9270.057098184068,4558.254121588215,18540.114196368137,22783.391110761244
113.0,181757.51207395684,784533548.1142992,257866.71704734038,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784715305.6263732,1.0,32693847.516101044,1011.52545232868,32688897.8380958,9087.875603697843,4468.658637658418,18175.751207395686,22331.257696299675
114.0,178185.29390229998,784537447.5474072,252752.7439498076,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784715632.8413094,1.0,32693912.749290068,991.469962994927,32689060.314475298,8909.264695115,4380.819668454173,17818.52939023,21888.387626053336
115.0,174683.10534721627,784541270.5421605,247743.2406321696,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784715953.6475078,1.0,32693976.701185826,971.8239838689726,32689219.605923355,8734.155267360815,4294.703197832907,17468.31053472163,21454.564638745884
116.0,171249.58946254986,784545018.5790546,242835.79526056364,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784716268.1685171,1.0,32694039.396813683,952.5780675217919,32689375.774127275,8562.479473127494,4210.275829596651,17124.95894625499,21029.57986956481
117.0,167883.41415009878,784548693.1115361,238028.07620117007,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784716576.5256863,1.0,32694100.860723317,933.7230805374056,32689528.879647337,8394.17070750494,4127.504779877927,16788.34141500988,20613.231399021326
118.0,164583.27183810095,784552295.5663472,233317.82737269823,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784716878.8381853,1.0,32694161.116996888,915.2501853090156,32689678.981931135,8229.163591905048,4046.3578691802263,16458.327183810095,20205.323850475666
119.0,161347.87914994726,784555827.3438804,228702.86406709047,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784717175.2230303,1.0,32694220.18925644,897.1508236703559,32689826.13932835,8067.393957497363,3966.803514180023,16134.787914994726,19805.668028210035
120.0,158175.97656618487,784559289.8185419,224181.06910724886,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784717465.7951081,1.0,32694278.100671906,879.4167018477231,32689970.40910591,7908.798828309244,3888.810719365734,15817.597656618487,19414.08058468775
121.0,155066.32808118855,784562684.3391204,219750.3892773972,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784717750.6672015,1.0,32694334.873968974,862.039776480207,32690111.847463347,7753.316404059427,3812.3490685474035,15506.632808118855,19030.383711422597
122.0,152017.72085524094,784566012.2291628,215408.83201234616,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784718029.950018,1.0,32694390.531436373,845.0122416543403,32690250.509548448,7600.8860427620475,3737.3887162551996,15201.772085524095,18654.404852269177
123.0,149028.96486287596,784569274.7873535,211154.46233960002,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784718303.7522163,1.0,32694445.094933774,828.3265169294676,32690386.44947306,7451.448243143798,3663.900379047826,14902.896486287596,18285.976438609363
124.0,146098.89253853052,784572473.2878966,206985.40005774773,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784718572.1804352,1.0,32694498.585899353,811.9752362889593,32690519.720329024,7304.944626926526,3591.8553267563984,14609.889253853053,17924.93564500095
125.0,143226.35842053176,784575608.9809015,202899.81712806624,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784718835.339322,1.0,32694551.025357332,795.9512379268306,32690650.374204226,7161.317921026588,3521.22537368901,14322.635842053176,17571.124163290537
126.0,140410.2387942947,784578683.0927689,198895.93525763266,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784719093.3315632,1.0,32694602.43392514,780.2475547846902,32690778.462198704,7020.5119397147355,3451.9828698174247,14041.023879429471,17224.38799331099
127.0,137649.43133545603,784581696.8265773,194972.0236564272,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784719346.2579128,1.0,32694652.831821162,764.8574057703561,32690904.03444072,6882.471566772801,3384.100691963789,13764.943133545603,16884.577248646594
128.0,134942.854753572,784584651.3624696,191126.3969539235,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784719594.2172232,1.0,32694702.238871574,749.7741876012951,32691027.140102897,6747.1427376786005,3317.552235002607,13494.285475357201,16551.545976209774
129.0,132289.44843695,784587547.8580377,187357.41326202595,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784719837.3064747,1.0,32694750.67451796,734.9914672213896,32691147.827418238,6614.472421847501,3252.3114030920956,13228.944843695002,16225.151988491447
130.0,129688.17209912883,784590387.448707,183663.47237196114,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784720075.6208061,1.0,32694798.157824036,720.5029747424593,32691266.143696122,6484.408604956442,3188.352600947372,12968.817209912884,15905.256707411834
131.0,127138.00542746688,784593171.2481172,180043.01407359907,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784720309.2535447,1.0,32694844.7074828,706.3025968653725,32691382.135338217,6356.900271373344,3125.6507251668627,12713.800542746689,15591.725018773679
132.0,124637.94773424184,784595900.348502,176494.5165867232,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784720538.2962363,1.0,32694890.341823474,692.3843707396686,32691495.84785425,6231.897386712092,3064.1811556217194,12463.794773424184,15284.42513641023
133.0,122187.01761061356,784598575.821065,173016.49509479853,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784720762.8386756,1.0,32694935.078818034,678.742478224656,32691607.325877704,6109.350880530678,3003.9197469168626,12218.701761061357,14983.228475209553
134.0,119784.25258375864,784601198.7163519,169607.50037267947,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784720982.9689356,1.0,32694978.93608842,665.3712405184419,32691716.613181327,5989.212629187932,2944.842819931264,11978.425258375864,14688.009532274042
135.0,117428.70877744572,784603770.0646206,166266.1175004637,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784721198.773398,1.0,32695021.930912524,652.265113124355,32691823.752692524,5871.435438872286,2886.9271534438885,11742.870877744572,14398.645775540157
136.0,115119.46057628545,784606290.876206,162990.96465638015,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784721410.3367823,1.0,32695064.080231044,639.4186811268861,32691928.786508583,5755.973028814273,2830.1499758511804,11511.946057628546,14115.01753924252
137.0,112855.60029385705,784608762.1418813,159780.6919822279,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784721617.7421752,1.0,32695105.400653888,626.8266547517453,32692031.755911723,5642.780014692853,2774.488956980909,11285.560029385706,13837.007925660935
138.0,110636.23784488415,784611184.8332146,156633.98051546296,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784721821.0710595,1.0,32695145.90846628,614.4838651869002,32692132.70138394,5531.811892244208,2719.9222000065934,11063.623784488416,13564.502712639092
139.0,108460.50042160647,784613559.9029217,153549.5411825596,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784722020.4033433,1.0,32695185.619634952,602.3852606435418,32692231.662621737,5423.025021080324,2666.428233466103,10846.050042160648,13297.39026640966
140.0,106327.53217447009,784615888.2852132,150526.11384875118,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784722215.8173877,1.0,32695224.549814537,590.5259026377952,32692328.67855055,5316.376608723505,2613.9860033874243,10632.75321744701,13035.56145930185
141.0,104236.49389723815,784618170.8961385,147562.46641969046,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784722407.3900357,1.0,32695262.714353085,578.9009624757019,32692423.787339106,5211.824694861908,2562.5748655239718,10423.649389723816,12778.909591945194
142.0,102186.5627166046,784620408.6339232,144657.39399096268,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784722595.1966398,1.0,32695300.128298186,567.5057179255377,32692517.026413463,5109.32813583023,2512.1745777015717,10218.65627166046,12527.330319617367
143.0,100176.93178637662,784622602.379302,141809.718041744,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784722779.3110884,1.0,32695336.80640288,556.3355500629411,32692608.432470918,5008.846589318831,2462.7652922786133,10017.693178637663,12280.72158241503
144.0,98206.80998627574,784624752.9958483,139018.2856692243,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784722959.8058345,1.0,32695372.763131086,545.385940275607,32692698.041493677,4910.340499313787,2414.327548720559,9820.680998627575,12038.983538954824
145.0,96275.4216253942,784626861.330296,136281.96886070975,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784723136.7519214,1.0,32695408.012663107,534.6524674154591,32692785.888762332,4813.7710812697105,2366.8422662897256,9627.542162539421,11802.018503337464
146.0,94382.00615033037,784628928.2128584,133599.66380059105,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784723310.2190088,1.0,32695442.568901498,524.1308050872799,32692872.0088691,4719.100307516519,2320.290736850897,9438.200615033038,11569.730885131185
147.0,92525.8178580165,784630954.4575412,130970.29020960796,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784723480.2753992,1.0,32695476.44547612,513.8167190637292,32692956.435730882,4626.290892900825,2274.6546177929963,9252.58178580165,11342.027132152049
148.0,90706.12561324157,784632940.8624502,128392.79071406416,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784723646.9880635,1.0,32695509.655749485,503.70606481756624,32693039.202602092,4535.306280662079,2229.915925066932,9070.612561324158,11118.815675837955
149.0,88922.21257086415,784634888.2100947,125866.13024284916,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784723810.4226656,1.0,32695542.212821916,493.79478516267585,32693120.342087276,4446.110628543208,2186.057026339418,8892.221257086416,10900.006879030738
150.0,87173.37590270124,784636797.2676849,123389.29545030891,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784723970.6435876,1.0,32695574.129536785,484.07890799623254,32693199.886153538,4358.668795135062,2143.0606342624446,8717.337590270125,10685.512985996751
151.0,85458.9265290731,784638668.7874252,120961.29416317404,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784724127.7139542,1.0,32695605.41848526,474.55454413498506,32693277.866142713,4272.946326453655,2100.909799857811,8545.89265290731,10475.248074530871
152.0,83778.18885497743,784640503.5068011,118581.15484990792,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784724281.6956561,1.0,32695636.092011448,465.21788523924846,32693354.31278338,4188.909442748872,2059.5879060161237,8377.818885497743,10269.128010002025
153.0,82130.500510861,784642302.148863,116247.92611097543,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784724432.6493738,1.0,32695666.162217062,456.0652018187333,32693429.256202623,4106.52502554305,2019.0786611093863,8213.0500510861,10067.070401210472
154.0,80515.21209795203,784644065.4225031,113960.67618865984,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784724580.6346011,1.0,32695695.64096615,447.0928413148375,32693502.725937627,4025.7606048976013,1979.366092716287,8051.521209795203,9868.994557937942
155.0,78931.68693811234,784645794.0227289,111718.4924951702,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784724725.7096671,1.0,32695724.53988995,438.2972262544755,32693574.750947036,3946.584346905617,1940.4345414591698,7893.168693811234,9674.82145008174
156.0,77379.30082816503,784647488.6309311,109520.48115788652,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784724867.9317594,1.0,32695752.870390963,429.67485247093435,32693645.35962213,3868.9650414082516,1902.2686549515079,7737.930082816503,9484.473668272973
157.0,75857.44179864947,784649149.9151467,107365.76658068523,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784725007.3569454,1.0,32695780.643647913,421.2222873876136,32693714.57979778,3792.8720899324735,1864.853381854793,7585.744179864947,9297.87538588734
158.0,74365.50987695386,784650778.5303173,105253.4910203742,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784725144.0401943,1.0,32695807.87061981,412.93616836085187,32693782.43876322,3718.2754938476933,1828.173966043481,7436.5509876953865,9114.952322364406
159.0,72902.91685477189,784652375.1185433,103182.81417734596,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784725278.035398,1.0,32695834.562050335,404.81320107834904,32693848.963272635,3645.1458427385946,1792.2159408767257,7290.291685477189,8935.63170775816
160.0,71469.08605982913,784653940.3093324,101152.91279962934,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784725409.3953922,1.0,32695860.72847213,396.8501580099773,32693914.179555513,3573.4543029914566,1756.9651235755439,7146.908605982913,8759.8422484479
161.0,70063.45213182263,784655474.7198447,99162.98029958563,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784725538.1719766,1.0,32695886.38021071,389.0438769080298,32693978.113326862,3503.1726065911316,1722.4076097039629,7006.345213182263,8587.514093944115
162.0,68685.46080251568,784656978.9551324,97212.22638255512,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784725664.4159349,1.0,32695911.527388796,381.39125935419054,32694040.78979718,3434.273040125784,1688.529767752768,6868.546080251568,8418.578804729274
163.0,67334.56867992894,784658453.608375,95299.8766868143,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784725788.1770549,1.0,32695936.17993012,373.88926935072266,32694102.23368229,3366.728433996447,1655.3182338243323,6733.456867992894,8252.969321078119
164.0,66010.24303656792,784659899.2611109,93425.17243425363,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784725909.5041474,1.0,32695960.347563338,366.53493195356685,32694162.469212953,3300.512151828396,1622.7599064170663,6601.024303656792,8090.619932806364
165.0,64711.96160162622,784661316.4834641,91587.3700912312,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784726028.4450657,1.0,32695984.039825764,359.3253319452186,32694221.520144336,3235.5980800813113,1590.8419413079782,6471.196160162623,7931.466249900622
166.0,63439.21235710347,784662705.8343664,89785.74103909891,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784726145.0467235,1.0,32696007.266067427,352.2576125454154,32694279.409765266,3171.9606178551735,1559.5517465318444,6343.921235710347,7775.445173985965
167.0,62191.49333777628,784664067.8617762,88019.5712539353,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784726259.355114,1.0,32696030.03545431,345.3289741578117,32694336.160907343,3109.574666888814,1528.8769774554078,6219.149333777628,7622.494870590796
168.0,60968.31243496085,784665403.1028922,86288.16099505391,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784726371.4153271,1.0,32696052.35697236,338.5366731509562,32694391.79595384,3048.4156217480427,1498.8055319451619,6096.831243496085,7472.554742171668
169.0,59769.1872040055,784666712.0843636,84590.8245018875,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784726481.2715676,1.0,32696074.239430744,331.87802067200744,32694446.336848482,2988.459360200275,1469.3255456271118,5976.91872040055,7325.565401863458
170.0,58593.644675450334,784667995.3224965,82926.88969887579,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784726588.967172,1.0,32696095.69146547,325.3503814917333,32694499.80510402,2929.682233772517,1440.425387237012,5859.364467545034,7181.468647922643
171.0,57441.22116979417,784669253.323456,81295.69790801348,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784726694.5446259,1.0,32696116.721542723,318.9511728794509,32694552.22181067,2872.0610584897086,1412.0936540595676,5744.122116979417,7040.207438833967
172.0,56311.462115806804,784670486.5834643,79696.60356873655,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784726798.04558,1.0,32696137.33796224,312.67786350664977,32694603.607644342,2815.5731057903404,1384.3191674550774,5631.146211580681,6901.725869052585
173.0,55203.921872325256,784671695.5889953,78128.97396484809,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784726899.5108677,1.0,32696157.5488604,306.5279723781291,32694653.982874803,2760.196093616263,1357.0909684719873,5520.392187232526,6765.969145355844
174.0,54118.1635534736,784672880.8169655,76592.18895820432,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784726998.9805189,1.0,32696177.362213798,300.4990677895577,32694703.36737356,2705.9081776736803,1330.3983135438914,5411.8163553473605,6632.883563780494
