Time,C,S,V_C,r,K,d,phi,beta,eta,mu,r_tilde,phi_tilde,alpha,d_tilde,N,compartment,Susceptible_Logistic_Growth,Susceptible_Absorption_Virus,Susceptible_Death,Chronic_Infected_Death,Chronic_Infected_Logistic_Growth,Virus_Chronic_Release_From_Chronic_Infected,Virus_Chronic_Decay
439.0,279.99017576766875,784731651.09641,396.25696926276146,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784731931.0865858,1.0,32697159.755290266,1.5547769287401307,32697152.129017085,13.999508788383437,6.882749288900853,27.999017576766875,34.31585353815514
440.0,274.4830731854061,784731657.107999,388.46302543907245,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784731931.5910722,1.0,32697159.855772603,1.5241961683899505,32697152.379499957,13.724153659270307,6.747373056699557,27.448307318540614,33.64089800302367
441.0,269.0842893104859,784731663.0013465,380.822379987451,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784731932.0856358,1.0,32697159.95427863,1.4942168977784154,32697152.625056103,13.454214465524295,6.614659528687591,26.90842893104859,32.97921810691325
442.0,263.7916936326447,784731668.7787782,373.33201769734353,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784731932.5704719,1.0,32697160.050847117,1.4648272862809237,32697152.865782425,13.189584681632235,6.484556332344716,26.37916936326447,32.33055273258995
443.0,258.6031975463944,784731674.4425741,365.9889826640294,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784731933.0457717,1.0,32697160.145516247,1.43601573596739,32697153.10177392,12.930159877319722,6.3570121252619725,25.860319754639445,31.694645898704945
444.0,253.51675352680275,784731679.9949694,358.79037712214273,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784731933.5117229,1.0,32697160.23832333,1.4077708770254385,32697153.33312372,12.675837676340137,6.231976574880431,25.351675352680275,31.071246658777557
445.0,248.53035432148496,784731685.438155,351.7333603021382,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784731933.9685094,1.0,32697160.329304963,1.3800815632736139,32697153.559923127,12.42651771607425,6.109400338628548,24.8530354321485,30.460109002165165
446.0,243.64203215848877,784731690.7742792,344.81514730924783,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784731934.4163114,1.0,32697160.4184971,1.352936867762841,32697153.782261632,12.182101607924439,5.989235044450175,24.364203215848878,29.860991756980862
447.0,238.8498579697587,784731696.0054476,338.03300802448825,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784731934.8553056,1.0,32697160.505934943,1.3263260784643987,32697154.000226982,11.942492898487934,5.871433271715532,23.88498579697587,29.27365849492068
448.0,234.15194062987408,784731701.1337247,331.3842660272833,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784731935.2856653,1.0,32697160.59165297,1.3002386940427038,32697154.213905193,11.707597031493705,5.755948532507672,23.41519406298741,28.69787743796273
449.0,229.54642620976045,784731706.1611341,324.86629753927724,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784731935.7075603,1.0,32697160.675684962,1.2746644197112382,32697154.423380587,11.477321310488023,5.642735253277007,22.954642620976045,28.13342136690141
450.0,225.0314972450792,784731711.0896598,318.47653038892264,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784731936.121157,1.0,32697160.758064177,1.2495931631699866,32697154.628735825,11.25157486225396,5.531748756856719,22.50314972450792,27.5800675316807
451.0,220.6053720190074,784731715.9212468,312.2124429964326,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784731936.5266188,1.0,32697160.838823073,1.225015030622775,32697154.830051947,11.030268600950372,5.422945244831802,22.060537201900743,27.037597563491065
452.0,216.2663038591244,784731720.6578016,306.07156337869867,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784731936.9241055,1.0,32697160.91799357,1.200920322872948,32697155.0274084,10.813315192956221,5.316281780255004,21.626630385912442,26.505797388595305
453.0,212.01258044812784,784731725.3011936,300.05146817378017,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784731937.313774,1.0,32697160.995606888,1.1772995314958334,32697155.220883064,10.600629022406393,5.211716270702642,21.201258044812786,25.98445714384936
454.0,207.84252314810703,784731729.8532552,294.14978168458094,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784731937.6957783,1.0,32697161.071693573,1.1541433350864927,32697155.410552297,10.392126157405352,5.109207451663727,20.784252314810704,25.473371093884708
455.0,203.7544863381074,784731734.3157825,288.36417494133593,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784731938.0702689,1.0,32697161.14628375,1.1314425955812712,32697155.59649094,10.18772431690537,5.0087148702558535,20.37544863381074,24.97233754991969
456.0,199.74685676472382,784731738.690537,282.6923647825373,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784731938.4373938,1.0,32697161.21940677,1.1091883546517,32697155.778772373,9.987342838236192,4.910198869261259,19.974685676472383,24.48115879016773
457.0,195.81805290546725,784731742.9792447,277.1321129539379,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784731938.7972976,1.0,32697161.29109158,1.0873718301693232,32697155.95746853,9.790902645273363,4.81362057147702,19.581805290546725,23.999640981811023
458.0,191.9665243446533,784731747.1835982,271.6812252252762,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784731939.1501225,1.0,32697161.361366417,1.0659844127400582,32697156.13264992,9.598326217232666,4.718941864372935,19.19665243446533,23.527594104508918
459.0,188.19075116156608,784731751.3052566,266.3375505243741,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784731939.4960078,1.0,32697161.430258997,1.0450176623067216,32697156.304385692,9.409537558078304,4.626125385051265,18.819075116156608,23.064831875410796
460.0,184.48924333065645,784731755.3458465,261.0989800882659,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784731939.8350899,1.0,32697161.49779655,1.0244633048183756,32697156.472743604,9.224462166532822,4.53513450550226,18.448924333065644,22.611171675643824
461.0,180.86054013353754,784731759.3069625,255.96344663102417,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784731940.1675026,1.0,32697161.564005725,1.0043132289651868,32697156.637790103,9.043027006676878,4.4459333181496925,18.086054013353756,22.166434478246693
462.0,177.3032095825455,784731763.1901675,250.92892352795283,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784731940.4933771,1.0,32697161.62891264,0.9845594829775056,32697156.799590312,8.865160479127274,4.3584866216806954,17.73032095825455,21.730444777520713
463.0,173.81584785563845,784731766.9969941,245.9934240158265,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784731940.812842,1.0,32697161.6925429,0.9651942714879016,32697156.958208088,8.690792392781923,4.27275990715433,17.381584785563845,21.303030519770573
464.0,170.3970787424101,784731770.7289447,241.1550004088602,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784731941.1260234,1.0,32697161.754921615,0.946209952454921,32697157.113706026,8.519853937120505,4.188719344383364,17.03970787424101,20.884023035407292
465.0,167.04555310099965,784731774.3874917,236.41174333009997,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784731941.4330448,1.0,32697161.816073414,0.927599034147348,32697157.266145486,8.352277655049983,4.1063317685839165,16.704555310099966,20.473256972386658
466.0,163.75994832568375,784731777.9740791,231.7617809579313,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784731941.7340275,1.0,32697161.876022425,0.9093541721877826,32697157.415586628,8.187997416284189,4.025564667287681,16.375994832568377,20.07057023095685
467.0,160.53896782494024,784731781.4901223,227.20327828740756,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784731942.0290902,1.0,32697161.934792288,0.8914681666543667,32697157.56208843,8.026948391247013,3.9463861675115806,16.053896782494025,19.675803899689495
468.0,157.38134050977783,784731784.9370087,222.7344364061075,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784731942.3183492,1.0,32697161.992406238,0.873933959239517,32697157.705708697,7.869067025488892,3.868765023179786,15.738134050977784,19.28880219276891
469.0,154.2858202921297,784731788.3160986,218.3534917842357,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784731942.6019188,1.0,32697162.048886985,0.856744630464539,32697157.846504107,7.714291014606485,3.792670602793105,15.42858202921297,18.90941238851481
470.0,151.2511855931131,784731791.6287254,214.05871557868588,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784731942.879911,1.0,32697162.104256805,0.8398933969490296,32697157.984530225,7.562559279655655,3.718072877340929,15.12511855931131,18.537484769114197
471.0,148.2762388609611,784731794.8761965,209.84841295079266,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784731943.1524354,1.0,32697162.158537533,0.823373608733984,32697158.11984152,7.413811943048055,3.6449424084509294,14.82762388609611,18.172872561538643
472.0,145.35980609843574,784731798.0597934,205.7209223975021,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784731943.4195994,1.0,32697162.21175067,0.8071787466575552,32697158.25249139,7.2679903049217875,3.5732503367718427,14.535980609843575,17.81543187962368
473.0,142.50073639953683,784731801.1807723,201.67461509569753,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784731943.6815087,1.0,32697162.263917137,0.7913024197824284,32697158.38253218,7.125036819976842,3.502968370584721,14.250073639953683,17.465021667287406
474.0,139.69790149532278,784731804.240365,197.70789425942166,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784731943.9382665,1.0,32697162.31505754,0.7757383628737964,32697158.51001521,6.98489507476614,3.434068774638243,13.96979014953228,17.121503642865914
475.0,136.95019530866497,784731807.2397789,193.81919450974144,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784731944.1899742,1.0,32697162.365192052,0.7604804339269381,32697158.634990785,6.847509765433249,3.3665243592035767,13.695019530866498,16.784742244543608
476.0,134.2565335177592,784731810.1801975,190.00698125700686,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784731944.436731,1.0,32697162.414340526,0.7455226117434293,32697158.757508226,6.7128266758879604,3.3003084693445492,13.425653351775921,16.45460457685679
477.0,131.6158531282228,784731813.0627813,186.26975009526018,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784731944.6786344,1.0,32697162.46252225,0.7308589935550235,32697158.877615888,6.58079265641114,3.235394974398823,13.16158531282228,16.13096035824953
478.0,129.0271120536077,784731815.8886678,182.60602620855622,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784731944.9157798,1.0,32697162.509756315,0.7164837926942699,32697158.995361157,6.451355602680386,3.1717582576660304,12.902711205360772,15.813681869660968
479.0,126.48928870416474,784731818.6589723,179.01436378895988,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784731945.148261,1.0,32697162.55606129,0.7023913363109467,32697159.11079051,6.324464435208237,3.1093732062986574,12.648928870416475,15.502643904123925
480.0,124.00138158369609,784731821.3747877,175.49334546599079,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784731945.3761693,1.0,32697162.60145555,0.6885760631334089,32697159.223949485,6.2000690791848045,3.0482152013918333,12.400138158369609,15.197723717354801
481.0,121.5624088943375,784731824.037186,172.04158174729017,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784731945.599595,1.0,32697162.645956926,0.6750325212739683,32697159.33488275,6.078120444716875,2.9882601082679745,12.15624088943375,14.898800979315327
482.0,119.17140814911382,784731826.647218,168.6577104702893,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784731945.8186262,1.0,32697162.689583015,0.6617553660774386,32697159.44363408,5.958570407455691,2.92948426695258,11.917140814911383,14.605757726727052
483.0,116.82743579211517,784731829.2059133,165.3403962646628,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784731946.0333492,1.0,32697162.73235102,0.6487393580119969,32697159.550246388,5.841371789605759,2.8718644828373203,11.682743579211518,14.318478316519796
484.0,114.52956682614384,784731831.7142819,162.088330025355,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784731946.2438488,1.0,32697162.774277862,0.6359793606015293,32697159.654761747,5.7264783413071925,2.8153780175267915,11.452956682614385,14.036849380195742
485.0,112.27689444768492,784731834.1733136,158.90022839597128,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784731946.4502081,1.0,32697162.815380026,0.623470338398645,32697159.7572214,5.613844722384247,2.7600025798652847,11.227689444768494,13.760759779091112
486.0,110.06852968905667,784731836.5839789,155.7748332623305,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784731946.6525086,1.0,32697162.855673738,0.6112073549975585,32697159.857665785,5.503426484452834,2.7057163171400744,11.006852968905669,13.49010056051782
487.0,107.9036010675994,784731838.947229,152.71091125597852,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784731946.8508301,1.0,32697162.895174947,0.5991855710860555,32697159.956134543,5.3951800533799705,2.6524978064577187,10.790360106759941,13.22476491476774
488.0,105.78125424176432,784731841.2639966,149.7072532674673,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784731947.0452509,1.0,32697162.933899146,0.5874002425357754,32697160.052666523,5.289062712088216,2.600326046289956,10.578125424176433,12.964648132962669
489.0,103.70065167396692,784731843.5351958,146.7626739692071,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784731947.2358475,1.0,32697162.971861746,0.5758467185300539,32697160.147299826,5.185032583698346,2.5491804481859384,10.370065167396692,12.709647565733334
490.0,101.66097230007144,784731845.7617229,143.87601134770367,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784731947.4226953,1.0,32697163.009077642,0.5645204397285905,32697160.24007179,5.083048615003572,2.499040828647407,10.166097230007145,12.459662582711138
491.0,99.66141120537634,784731847.9444567,141.0461262449958,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784731947.6058679,1.0,32697163.045561597,0.5534169364682134,32697160.33101903,4.983070560268818,2.4498874011637373,9.966141120537635,12.214594532816637
492.0,97.70117930697273,784731850.0842584,138.2719019091123,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784731947.7854377,1.0,32697163.081327908,0.542531826999034,32697160.420177434,4.885058965348637,2.401700768403597,9.770117930697275,11.974346705329125
493.0,95.77950304235044,784731852.1819726,135.55224355337091,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784731947.9614756,1.0,32697163.11639073,0.531860815755293,32697160.50758219,4.788975152117522,2.3544619145602312,9.577950304235044,11.73882429172192
494.0,93.89562406412891,784731854.2384272,132.88607792434541,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784731948.1340512,1.0,32697163.15076389,0.5213996916602185,32697160.5932678,4.694781203206445,2.3081521978472694,9.38956240641289,11.507934348248313
495.0,92.0487989407923,784731856.2544334,130.27235287833022,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784731948.3032323,1.0,32697163.184460964,0.5111443264642233,32697160.677268058,4.602439947039615,2.2627533431421525,9.20487989407923,11.281585759263397
496.0,90.2382988633109,784731858.230787,127.71003696613558,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784731948.4690859,1.0,32697163.21749525,0.5010906731157904,32697160.759616125,4.511914943165546,2.2182474347742485,9.023829886331091,11.059689201267341
497.0,88.46340935753291,784731860.1682678,125.19811902604918,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784731948.6316772,1.0,32697163.24987984,0.4912347641643989,32697160.840344492,4.423170467876646,2.1746169094548233,8.846340935753291,10.84215710765586
498.0,86.72343000223313,784731862.0676405,122.73560778480403,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784731948.7910706,1.0,32697163.2816274,0.4815727101948643,32697160.91948502,4.336171500111656,2.1318445493460554,8.672343000223313,10.628903634164029
499.0,85.01767415270741,784731863.9296546,120.32153146639455,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784731948.9473288,1.0,32697163.31275055,0.4721006982924719,32697160.99706894,4.250883707635371,2.089913475266412,8.501767415270741,10.419844624989768
500.0,83.3454686698036,784731865.7550449,117.95493740858697,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784731949.1005136,1.0,32697163.34326154,0.4628149905383,32697161.07312687,4.1672734334901795,2.0488071400296213,8.334546866980359,10.214897579583631
