Time,M,Mp,Mpp,MAPKK,MKP3,k1cat,Km1,k2cat,Km2,k3cat,Km3,k4cat,Km4,Km5,uVol,v1,v2,v3,v4
2.46,498.93559620612757,0.9080556220328693,0.1563481718399127,50.0,100.0,0.01,50.0,15.0,500.0,0.084,22.0,0.06,18.0,78.0,1.0,0.4543821522964393,0.12404534906356411,0.008008486381459488,0.04060618842816083
2.47,498.9314591102887,0.9110306089330132,0.1575102807785388,50.0,100.0,0.01,50.0,15.0,500.0,0.084,22.0,0.06,18.0,78.0,1.0,0.45438156233251925,0.12445261885006456,0.008067833427368618,0.04073832101198944
2.48,498.92732334057257,0.914000794613225,0.15867586481448126,50.0,100.0,0.01,50.0,15.0,500.0,0.084,22.0,0.06,18.0,78.0,1.0,0.45438097286789775,0.12485923825870464,0.008127355939165542,0.04087023355735123
2.49,498.92318889477605,0.916966189525658,0.1598449156985297,50.0,100.0,0.01,50.0,15.0,500.0,0.084,22.0,0.06,18.0,78.0,1.0,0.45438038390153995,0.1252652087020774,0.008187053484690641,0.04100192655011568
2.5,498.91905577070116,0.9199268040991785,0.16101742519989737,50.0,100.0,0.01,50.0,15.0,500.0,0.084,22.0,0.06,18.0,78.0,1.0,0.4543797954324133,0.125670531589643,0.008246925632773816,0.04113340047504144
2.51,498.91492396615473,0.9228826487394197,0.16219338510618025,50.0,100.0,0.01,50.0,15.0,500.0,0.084,22.0,0.06,18.0,78.0,1.0,0.45437920745948734,0.12607520832773597,0.008306971953232207,0.04126465581577901
2.52,498.9107934789481,0.925833733828833,0.16337278722331558,50.0,100.0,0.01,50.0,15.0,500.0,0.084,22.0,0.06,18.0,78.0,1.0,0.45437861998173407,0.12647924031957192,0.00836719201686787,0.04139569305487336
2.53,498.90666430689794,0.9287800697267405,0.16455562337554056,50.0,100.0,0.01,50.0,15.0,500.0,0.084,22.0,0.06,18.0,78.0,1.0,0.4543780329981278,0.12688262896525476,0.00842758539546549,0.04152651267376647
2.54,498.90253644782547,0.9317216667693882,0.16574188540535162,50.0,100.0,0.01,50.0,15.0,500.0,0.084,22.0,0.06,18.0,78.0,1.0,0.454377446507645,0.12728537566178377,0.008488151661790096,0.04165711515279995
2.55,498.89840989955684,0.9346585352699963,0.16693156517346275,50.0,100.0,0.01,50.0,15.0,500.0,0.084,22.0,0.06,18.0,78.0,1.0,0.45437686050926446,0.12768748180306008,0.008548890389584743,0.04178750097121765
2.56,498.89428465992273,0.9375906855188135,0.16812465455876532,50.0,100.0,0.01,50.0,15.0,500.0,0.084,22.0,0.06,18.0,78.0,1.0,0.4543762750019672,0.12808894877989443,0.008609801153568278,0.04191767060716828
2.57,498.89016072675884,0.9405181277831667,0.1693211454582865,50.0,100.0,0.01,50.0,15.0,500.0,0.084,22.0,0.06,18.0,78.0,1.0,0.4543756899847365,0.12848977798001318,0.008670883529433014,0.04204762453770786
2.58,498.8860380979056,0.9434408723075144,0.170521029787149,50.0,100.0,0.01,50.0,15.0,500.0,0.084,22.0,0.06,18.0,78.0,1.0,0.4543751054565579,0.12888997078806608,0.008732137093842492,0.04217736323880246
2.59,498.8819167712083,0.9463589293134975,0.1717242994785301,50.0,100.0,0.01,50.0,15.0,500.0,0.084,22.0,0.06,18.0,78.0,1.0,0.45437452141641926,0.12928952858563258,0.008793561424429188,0.04230688718533063
2.6,498.8777967445167,0.9492723089999913,0.1729309464836212,50.0,100.0,0.01,50.0,15.0,500.0,0.084,22.0,0.06,18.0,78.0,1.0,0.45437393786331065,0.1296884527512291,0.008855156099792288,0.042436196851086024
2.61,498.8736780156856,0.9521810215431565,0.17414096277158714,50.0,100.0,0.01,50.0,15.0,500.0,0.084,22.0,0.06,18.0,78.0,1.0,0.45437335479622415,0.13008674466031556,0.008916920699495382,0.04256529270877995
2.62,498.86956058257425,0.9550850770964917,0.175354340329526,50.0,100.0,0.01,50.0,15.0,500.0,0.084,22.0,0.06,18.0,78.0,1.0,0.45437277221415445,0.13048440568530278,0.00897885480406426,0.04269417523004396
2.63,498.86544444304695,0.9579844857908826,0.17657107116242837,50.0,100.0,0.01,50.0,15.0,500.0,0.084,22.0,0.06,18.0,78.0,1.0,0.4543721901160982,0.1308814371955587,0.009040957994984623,0.04282284488543225
2.64,498.86132959497246,0.9608792577346557,0.17779114729313758,50.0,100.0,0.01,50.0,15.0,500.0,0.084,22.0,0.06,18.0,78.0,1.0,0.45437160850105446,0.13127784055741573,0.009103229854699886,0.0429513021444244
2.65,498.8572160362243,0.9637694030136268,0.17901456076230898,50.0,100.0,0.01,50.0,15.0,500.0,0.084,22.0,0.06,18.0,78.0,1.0,0.45437102736802415,0.13167361713417722,0.009165669966608898,0.043079547475427735
2.66,498.8531037646807,0.9666549316911544,0.1802413036283703,50.0,100.0,0.01,50.0,15.0,500.0,0.084,22.0,0.06,18.0,78.0,1.0,0.45437044671601096,0.13206876828612465,0.009228277915063738,0.04320758134577997
2.67,498.84899277822456,0.9695358538081884,0.1814713679674812,50.0,100.0,0.01,50.0,15.0,500.0,0.084,22.0,0.06,18.0,78.0,1.0,0.4543698665440203,0.1324632953705241,0.009291053285367475,0.04333540422175166
2.68,498.8448830747435,0.9724121793833221,0.18270474587349375,50.0,100.0,0.01,50.0,15.0,500.0,0.084,22.0,0.06,18.0,78.0,1.0,0.45436928685106,0.132857199741633,0.009353995663771958,0.0434630165685487
2.69,498.8407746521295,0.9752839184128428,0.1839414294579122,50.0,100.0,0.01,50.0,15.0,500.0,0.084,22.0,0.06,18.0,78.0,1.0,0.45436870763613996,0.1332504827507074,0.009417104637475584,0.04359041885031498
2.7,498.8366675082797,0.9781510808707814,0.1851814108498535,50.0,100.0,0.01,50.0,15.0,500.0,0.084,22.0,0.06,18.0,78.0,1.0,0.4543681288982725,0.13364314574600802,0.009480379794621102,0.04371761153013467
2.71,498.8325616410953,0.9810136767089637,0.18642468219600727,50.0,100.0,0.01,50.0,15.0,500.0,0.084,22.0,0.06,18.0,78.0,1.0,0.4543675506364719,0.13403519007280762,0.009543820724293389,0.04384459507003488
2.72,498.8284570484826,0.9838717158570607,0.1876712356605966,50.0,100.0,0.01,50.0,15.0,500.0,0.084,22.0,0.06,18.0,78.0,1.0,0.45436697284975464,0.13442661707339734,0.009607427016517267,0.04397136993098813
2.73,498.8243537283523,0.9867252082226379,0.1889210634253381,50.0,100.0,0.01,50.0,15.0,500.0,0.084,22.0,0.06,18.0,78.0,1.0,0.4543663955371397,0.13481742808709352,0.009671198262255286,0.04409793657291475
2.74,498.82025167861974,0.9895741636912071,0.1901741576894027,50.0,100.0,0.01,50.0,15.0,500.0,0.084,22.0,0.06,18.0,78.0,1.0,0.4543658186976477,0.1352076244502446,0.009735134053405538,0.044224295454685474
2.75,498.81615089720464,0.9924185921262743,0.19143051066937616,50.0,100.0,0.01,50.0,15.0,500.0,0.084,22.0,0.06,18.0,78.0,1.0,0.4543652423303018,0.1355972074962374,0.009799233982799482,0.04435044703412385
2.76,498.81205138203165,0.9952585033693911,0.19269011459921992,50.0,100.0,0.01,50.0,15.0,500.0,0.084,22.0,0.06,18.0,78.0,1.0,0.4543646664341272,0.13598617855550424,0.009863497644199744,0.04447639176800872
2.77,498.8079531310299,0.9980939072402047,0.19395296173023166,50.0,100.0,0.01,50.0,15.0,500.0,0.084,22.0,0.06,18.0,78.0,1.0,0.4543640910081514,0.1363745389555293,0.009927924632297943,0.04460213011207672
2.78,498.8038561421328,1.0009248135365063,0.19521904433100626,50.0,100.0,0.01,50.0,15.0,500.0,0.084,22.0,0.06,18.0,78.0,1.0,0.4543635160514038,0.1367622900208554,0.009992514542712525,0.04472766252102469
2.79,498.7997604132786,1.0037512320342816,0.1964883546873968,50.0,100.0,0.01,50.0,15.0,500.0,0.084,22.0,0.06,18.0,78.0,1.0,0.45436294156291607,0.13714943307309066,0.010057266971986587,0.04485298944851216
2.8,498.7956659424101,1.0065731724877602,0.19776088510247544,50.0,100.0,0.01,50.0,15.0,500.0,0.084,22.0,0.06,18.0,78.0,1.0,0.45436236754172216,0.1375359694309149,0.010122181517585703,0.044978111347163785
2.81,498.7915727274744,1.009390644629465,0.1990366278964948,50.0,100.0,0.01,50.0,15.0,500.0,0.084,22.0,0.06,18.0,78.0,1.0,0.4543617939868579,0.13792190041008662,0.010187257777895798,0.04510302866857181
2.82,498.7874807664232,1.0122036581702616,0.20031557540684858,50.0,100.0,0.01,50.0,15.0,500.0,0.084,22.0,0.06,18.0,78.0,1.0,0.4543612208973614,0.13830722732344936,0.010252495352220949,0.045227741863298525
2.83,498.78339005721296,1.015012222798953,0.20159771998837286,50.0,100.0,0.01,50.0,15.0,500.0,0.084,22.0,0.06,18.0,78.0,1.0,0.45436064827227307,0.1386919514808763,0.01031789384079865,0.04535225138085836
2.84,498.7793005978053,1.0178163481798854,0.20288305401513293,50.0,100.0,0.01,50.0,15.0,500.0,0.084,22.0,0.06,18.0,78.0,1.0,0.4543600761106354,0.13907607418894258,0.010383452844891167,0.045476557669611506
2.85,498.7752123861656,1.0206160439582457,0.20417156987646376,50.0,100.0,0.01,50.0,15.0,500.0,0.084,22.0,0.06,18.0,78.0,1.0,0.4543595044114931,0.13945959675164965,0.010449171966582576,0.04560066117700027
2.86,498.77112542026373,1.0234113197583474,0.20546325997824616,50.0,100.0,0.01,50.0,15.0,500.0,0.084,22.0,0.06,18.0,78.0,1.0,0.4543589331738927,0.1398425204701906,0.010515050808843966,0.045724562349472836
2.87,498.7670396980739,1.0262021851830745,0.20675811674332392,50.0,100.0,0.01,50.0,15.0,500.0,0.084,22.0,0.06,18.0,78.0,1.0,0.45435836239688304,0.14022484664287407,0.010581088975554641,0.04584826163245875
2.88,498.7629552175749,1.0289886498139265,0.20805613261146552,50.0,100.0,0.01,50.0,15.0,500.0,0.084,22.0,0.06,18.0,78.0,1.0,0.4543577920795148,0.14060657656513006,0.010647286071499989,0.04597175947037123
2.89,498.75887197674996,1.0317707232110673,0.2093573000393268,50.0,100.0,0.01,50.0,15.0,500.0,0.084,22.0,0.06,18.0,78.0,1.0,0.45435722222084113,0.14098771152951703,0.01071364170236942,0.046095056306609435
2.9,498.7547899735866,1.034548414913374,0.21066161150041246,50.0,100.0,0.01,50.0,15.0,500.0,0.084,22.0,0.06,18.0,78.0,1.0,0.4543566528199169,0.14136825282572762,0.010780155474754232,0.04621815258356101
2.91,498.7507092060768,1.037321734438484,0.21196905948503908,50.0,100.0,0.01,50.0,15.0,500.0,0.084,22.0,0.06,18.0,78.0,1.0,0.45435608387579923,0.1417482017405958,0.010846826996145543,0.04634104874260436
2.92,498.7466296722172,1.0400906912828423,0.2132796365002969,50.0,100.0,0.01,50.0,15.0,500.0,0.084,22.0,0.06,18.0,78.0,1.0,0.45435551538754737,0.1421275595581025,0.010913655874932189,0.04646374522411097
2.93,498.7425513700085,1.0428552949217504,0.21459333507001266,50.0,100.0,0.01,50.0,15.0,500.0,0.084,22.0,0.06,18.0,78.0,1.0,0.4543549473542226,0.14250632755938258,0.010980641720398658,0.04658624246744785
2.94,498.7384742974562,1.0456155548094133,0.21591014773471187,50.0,100.0,0.01,50.0,15.0,500.0,0.084,22.0,0.06,18.0,78.0,1.0,0.4543543797748884,0.14288450702273098,0.011047784142723002,0.04670854091097987
2.95,498.73439845256974,1.048371480378986,0.21723006705158168,50.0,100.0,0.01,50.0,15.0,500.0,0.084,22.0,0.06,18.0,78.0,1.0,0.45435381264861013,0.14326209922360897,0.011115082752974768,0.046830640992072
2.96,498.7303238333633,1.0511230810426226,0.2185530855944333,50.0,100.0,0.01,50.0,15.0,500.0,0.084,22.0,0.06,18.0,78.0,1.0,0.45435324597445526,0.14363910543465058,0.011182537163112922,0.046952543147091796
2.97,498.72625043785513,1.053870366191522,0.21987919595366506,50.0,100.0,0.01,50.0,15.0,500.0,0.084,22.0,0.06,18.0,78.0,1.0,0.45435267975149346,0.144015526925669,0.011250146985983813,0.047074247811411646
2.98,498.72217826406813,1.0566133451959758,0.22120839073622495,50.0,100.0,0.01,50.0,15.0,500.0,0.084,22.0,0.06,18.0,78.0,1.0,0.45435211397879627,0.14439136496366264,0.01131791183531908,0.0471957554194111
2.99,498.7181073100294,1.0593520274054153,0.222540662565574,50.0,100.0,0.01,50.0,15.0,500.0,0.084,22.0,0.06,18.0,78.0,1.0,0.45435154865543753,0.14476662081282182,0.011385831325733628,0.047317066404479226
3.0,498.7140375737702,1.0620864221484583,0.22387600408164873,50.0,100.0,0.01,50.0,15.0,500.0,0.084,22.0,0.06,18.0,78.0,1.0,0.4543509837804928,0.14514129573453458,0.01145390507272356,0.04743818119901691
3.01,498.7099690533265,1.064816538732956,0.22521440794082473,50.0,100.0,0.01,50.0,15.0,500.0,0.084,22.0,0.06,18.0,78.0,1.0,0.45435041935304005,0.1455153909873934,0.011522132692664142,0.04755910023443914
3.02,498.7059017467384,1.0675423864460394,0.22655586681587966,50.0,100.0,0.01,50.0,15.0,500.0,0.084,22.0,0.06,18.0,78.0,1.0,0.454349855372159,0.14588890782720107,0.01159051380280777,0.04767982394117736
3.03,498.70183565205025,1.0702639745541662,0.22790037339595634,50.0,100.0,0.01,50.0,15.0,500.0,0.084,22.0,0.06,18.0,78.0,1.0,0.45434929183693146,0.14626184750697713,0.011659048021281914,0.04780035274868173
3.04,498.69777076731066,1.0729813123031684,0.22924792038652642,50.0,100.0,0.01,50.0,15.0,500.0,0.084,22.0,0.06,18.0,78.0,1.0,0.4543487287464415,0.14663421127696435,0.01172773496708712,0.0479206870854235
3.05,498.6937070905726,1.075694408918296,0.23059850050935338,50.0,100.0,0.01,50.0,15.0,500.0,0.084,22.0,0.06,18.0,78.0,1.0,0.4543481660997749,0.1470060003846342,0.011796574260094955,0.04804082737889716
3.06,498.6896446198936,1.0784032736042666,0.23195210650245654,50.0,100.0,0.01,50.0,15.0,500.0,0.084,22.0,0.06,18.0,78.0,1.0,0.4543476038960197,0.1473772160746938,0.01186556552104601,0.04816077405562285
3.07,498.68558335333495,1.0811079155453087,0.23330873112007394,50.0,100.0,0.01,50.0,15.0,500.0,0.084,22.0,0.06,18.0,78.0,1.0,0.4543470421342658,0.14774785958909187,0.011934708371547859,0.04828052754114856
3.08,498.6815232889625,1.0838083439052104,0.23466836713262682,50.0,100.0,0.01,50.0,15.0,500.0,0.084,22.0,0.06,18.0,78.0,1.0,0.45434648081360524,0.14811793216702468,0.01200400243407308,0.04840008826005251
3.09,498.6774644248463,1.0865045678273628,0.23603100732668247,50.0,100.0,0.01,50.0,15.0,500.0,0.084,22.0,0.06,18.0,78.0,1.0,0.4543459199331319,0.14848743504494244,0.012073447331957216,0.04851945663594526
3.1,498.6734067590606,1.089196596434809,0.23739664450491876,50.0,100.0,0.01,50.0,15.0,500.0,0.084,22.0,0.06,18.0,78.0,1.0,0.4543453594919419,0.14885636945655553,0.0121430426893968,0.04863863309147211
3.11,498.6693502896839,1.0918844388302866,0.23876527148608748,50.0,100.0,0.01,50.0,15.0,500.0,0.084,22.0,0.06,18.0,78.0,1.0,0.45434479948913314,0.14922473663284036,0.012212788131447331,0.0487576180483153
3.12,498.665295014799,1.094568104096277,0.2401368811049787,50.0,100.0,0.01,50.0,15.0,500.0,0.084,22.0,0.06,18.0,78.0,1.0,0.4543442399238057,0.1495925378020457,0.012282683284021314,0.048876411927196294
3.13,498.6612409324929,1.0972476012950472,0.2415114662123844,50.0,100.0,0.01,50.0,15.0,500.0,0.084,22.0,0.06,18.0,78.0,1.0,0.4543436807950615,0.14995977418969872,0.01235272777388623,0.04899501514787798
3.14,498.6571880408565,1.099922939468699,0.242889019675063,50.0,100.0,0.01,50.0,15.0,500.0,0.084,22.0,0.06,18.0,78.0,1.0,0.4543431221020044,0.15032644701861106,0.0124229212286626,0.04911342812916696
3.15,498.6531363379854,1.1025941276392115,0.2442695343757032,50.0,100.0,0.01,50.0,15.0,500.0,0.084,22.0,0.06,18.0,78.0,1.0,0.4543425638437406,0.15069255750888508,0.012493263276821952,0.04923165128891573
3.16,498.64908582197893,1.1052611748084886,0.2456530032128884,50.0,100.0,0.01,50.0,15.0,500.0,0.084,22.0,0.06,18.0,78.0,1.0,0.4543420060193778,0.15105810687791968,0.012563753547684907,0.049349685044025024
3.17,498.64503649094087,1.1079240899584029,0.24703941910106098,50.0,100.0,0.01,50.0,15.0,500.0,0.084,22.0,0.06,18.0,78.0,1.0,0.454341448628026,0.15142309634041648,0.012634391671419144,0.0494675298104459
3.18,498.640988342979,1.1105828820508419,0.24842877497048668,50.0,100.0,0.01,50.0,15.0,500.0,0.084,22.0,0.06,18.0,78.0,1.0,0.4543408916687971,0.15178752710838597,0.012705177279037484,0.04958518600318208
3.19,498.63694137620536,1.1132375600277515,0.24982106376721905,50.0,100.0,0.01,50.0,15.0,500.0,0.084,22.0,0.06,18.0,78.0,1.0,0.45434033514080485,0.15215140039115332,0.0127761100023959,0.04970265403629209
3.2,498.63289558873606,1.1158881328111832,0.2512162784530643,50.0,100.0,0.01,50.0,15.0,500.0,0.084,22.0,0.06,18.0,78.0,1.0,0.4543397790431651,0.15251471739536465,0.012847189474191587,0.04981993432289153
3.21,498.62885097869145,1.1185346093033366,0.2526144120055454,50.0,100.0,0.01,50.0,15.0,500.0,0.084,22.0,0.06,18.0,78.0,1.0,0.45433922337499555,0.15287747932499277,0.012918415327960965,0.04993702727515522
3.22,498.62480754419585,1.1211769983866067,0.2540154574178674,50.0,100.0,0.01,50.0,15.0,500.0,0.084,22.0,0.06,18.0,78.0,1.0,0.4543386681354159,0.1532396873813435,0.012989787198077783,0.050053933304319495
3.23,498.62076528337786,1.1238153089236256,0.25541940769888144,50.0,100.0,0.01,50.0,15.0,500.0,0.084,22.0,0.06,18.0,78.0,1.0,0.4543381133235479,0.15360134276306123,0.013061304719751123,0.05017065282068425
3.24,498.6167241943699,1.1264495497573104,0.2568262558730505,50.0,100.0,0.01,50.0,15.0,500.0,0.084,22.0,0.06,18.0,78.0,1.0,0.4543375589385149,0.15396244666613546,0.013132967529023511,0.05028718623361535
3.25,498.61268427530894,1.1290797297109048,0.25823599498041355,50.0,100.0,0.01,50.0,15.0,500.0,0.084,22.0,0.06,18.0,78.0,1.0,0.4543370049794428,0.1543230002839061,0.013204775262768937,0.05040353395154659
3.26,498.60864552433577,1.131705857588025,0.25964861807655093,50.0,100.0,0.01,50.0,15.0,500.0,0.084,22.0,0.06,18.0,78.0,1.0,0.45433645144545864,0.15468300480706987,0.013276727558690945,0.05051969638198204
3.27,498.60460793959504,1.1343279421727046,0.2610641182325495,50.0,100.0,0.01,50.0,15.0,500.0,0.084,22.0,0.06,18.0,78.0,1.0,0.45433589833569216,0.15504246142368636,0.013348824055320728,0.05063567393149817
3.28,498.6005715192359,1.136945992229437,0.26248248853496736,50.0,100.0,0.01,50.0,15.0,500.0,0.084,22.0,0.06,18.0,78.0,1.0,0.45433534564927447,0.1554013713191833,0.013421064392015139,0.05075146700574597
3.29,498.5965362614113,1.139560016503221,0.2639037220857996,50.0,100.0,0.01,50.0,15.0,500.0,0.084,22.0,0.06,18.0,78.0,1.0,0.4543347933853388,0.15575973567636311,0.01349344820895486,0.05086707600945325
3.3,498.5925021642783,1.1421700237196037,0.26532781200244304,50.0,100.0,0.01,50.0,15.0,500.0,0.084,22.0,0.06,18.0,78.0,1.0,0.45433424154302043,0.15611755567540855,0.013565975147142409,0.05098250134642662
3.31,498.588469225998,1.1447760225847265,0.2667547514176621,50.0,100.0,0.01,50.0,15.0,500.0,0.084,22.0,0.06,18.0,78.0,1.0,0.4543336901214563,0.1564748324938886,0.013638644848400279,0.05109774341955385
3.32,498.58443744473544,1.1473780217853664,0.2681845334795538,50.0,100.0,0.01,50.0,15.0,500.0,0.084,22.0,0.06,18.0,78.0,1.0,0.4543331391197855,0.15683156730676437,0.013711456955369012,0.05121280263080586
3.33,498.5804068186598,1.1499760299889812,0.2696171513515137,50.0,100.0,0.01,50.0,15.0,500.0,0.084,22.0,0.06,18.0,78.0,1.0,0.45433258853714875,0.15718776128639486,0.01378441111150532,0.05132767938123895
3.34,498.57637734594437,1.152570055843753,0.2710525982122008,50.0,100.0,0.01,50.0,15.0,500.0,0.084,22.0,0.06,18.0,78.0,1.0,0.454332038372689,0.15754341560254306,0.013857506961080134,0.05144237407099692
3.35,498.5723490247665,1.1551601079774358,0.27249086725640187,50.0,100.0,0.01,50.0,15.0,500.0,0.084,22.0,0.06,18.0,78.0,1.0,0.4543314886255509,0.1578985314222179,0.013930744149222728,0.05155688709926001
3.36,498.56832185330774,1.1577461949982475,0.27393195169435947,50.0,100.0,0.01,50.0,15.0,500.0,0.084,22.0,0.06,18.0,78.0,1.0,0.45433093929488116,0.1582531099097964,0.014004122321886166,0.05167121886428475
3.37,498.5642958297533,1.160328325496563,0.27537584475049987,50.0,100.0,0.01,50.0,15.0,500.0,0.084,22.0,0.06,18.0,78.0,1.0,0.4543303903798284,0.15860715222725508,0.01407764112578211,0.05178536976347959
3.38,498.5602709522923,1.1629065080436447,0.276822539664383,50.0,100.0,0.01,50.0,15.0,500.0,0.084,22.0,0.06,18.0,78.0,1.0,0.45432984187954284,0.15896065953399585,0.014151300208429257,0.05189934019334852
3.39,498.556247219118,1.165480751191686,0.27827202969067066,50.0,100.0,0.01,50.0,15.0,500.0,0.084,22.0,0.06,18.0,78.0,1.0,0.4543292937931767,0.1593136329868523,0.014225099218151613,0.052013130549493226
3.4,498.5522246284275,1.168051063473852,0.279724308099092,50.0,100.0,0.01,50.0,15.0,500.0,0.084,22.0,0.06,18.0,78.0,1.0,0.4543287461198842,0.1596660737400949,0.014299037804076584,0.05212674122661511
3.41,498.54820317842166,1.1706174534043232,0.28117936817441047,50.0,100.0,0.01,50.0,15.0,500.0,0.084,22.0,0.06,18.0,78.0,1.0,0.45432819885882125,0.16001798294543704,0.01437311561613315,0.05224017261851747
3.42,498.5441828673056,1.1731799294783372,0.28263720321638985,50.0,100.0,0.01,50.0,15.0,500.0,0.084,22.0,0.06,18.0,78.0,1.0,0.4543276520091457,0.16036936175204017,0.01444733230504999,0.05235342511810739
3.43,498.54016369328843,1.1757385001722331,0.28409780653976097,50.0,100.0,0.01,50.0,15.0,500.0,0.084,22.0,0.06,18.0,78.0,1.0,0.4543271055700172,0.16072021130652037,0.014521687522353662,0.05246649911739811
3.44,498.5361456545827,1.178293173943492,0.28556117147418775,50.0,100.0,0.01,50.0,15.0,500.0,0.084,22.0,0.06,18.0,78.0,1.0,0.45432655954059736,0.1610705327529534,0.014596180920366728,0.05257939500751093
3.45,498.5321287494054,1.1808439592307804,0.28702729136423466,50.0,100.0,0.01,50.0,15.0,500.0,0.084,22.0,0.06,18.0,78.0,1.0,0.4543260139200496,0.16142032723288044,0.01467081215220596,0.05269211317867729
3.46,498.5281129759771,1.1833908644539919,0.2884961595693323,50.0,100.0,0.01,50.0,15.0,500.0,0.084,22.0,0.06,18.0,78.0,1.0,0.4543254687075392,0.161769595885314,0.01474558087178045,0.05280465402024088
3.47,498.52409833252227,1.1859338980142895,0.28996776946374525,50.0,100.0,0.01,50.0,15.0,500.0,0.084,22.0,0.06,18.0,78.0,1.0,0.4543249239022332,0.16211833984674331,0.014820486733789837,0.05291701792065973
3.48,498.52008481726966,1.1884730682941482,0.291442114436538,50.0,100.0,0.01,50.0,15.0,500.0,0.084,22.0,0.06,18.0,78.0,1.0,0.45432437950330073,0.16246656025114015,0.014895529393722427,0.05302920526750823
3.49,498.5160724284514,1.1910083836573964,0.2929191878915425,50.0,100.0,0.01,50.0,15.0,500.0,0.084,22.0,0.06,18.0,78.0,1.0,0.45432383550991234,0.1628142582299642,0.014970708507853425,0.05314121644747918
3.5,498.51206116430376,1.193539852449258,0.29439898324732433,50.0,100.0,0.01,50.0,15.0,500.0,0.084,22.0,0.06,18.0,78.0,1.0,0.4543232919212408,0.16316143491216917,0.015046023733243064,0.0532530518463859
3.51,498.5080510230668,1.196067482996394,0.29588149393715096,50.0,100.0,0.01,50.0,15.0,500.0,0.084,22.0,0.06,18.0,78.0,1.0,0.4543227487364606,0.16350809142420775,0.015121474727734844,0.05336471184916424
3.52,498.5040420029845,1.1985912836069446,0.2973667134089576,50.0,100.0,0.01,50.0,15.0,500.0,0.084,22.0,0.06,18.0,78.0,1.0,0.4543222059547479,0.16385422889003773,0.01519706114995368,0.0534761968398746
3.53,498.50003410230454,1.2011112625705702,0.29885463512531507,50.0,100.0,0.01,50.0,15.0,500.0,0.084,22.0,0.06,18.0,78.0,1.0,0.4543216635752808,0.16419984843112712,0.015272782659304122,0.053587507201703986
3.54,498.4960273192784,1.2036274281584938,0.3003452525633969,50.0,100.0,0.01,50.0,15.0,500.0,0.084,22.0,0.06,18.0,78.0,1.0,0.4543211215972393,0.1645449511664603,0.015348638915968552,0.053698643316968116
3.55,498.4920216521619,1.2061397886235417,0.30183855921494646,50.0,100.0,0.01,50.0,15.0,500.0,0.084,22.0,0.06,18.0,78.0,1.0,0.4543205800198052,0.16488953821254285,0.015424629580905349,0.05380960556711329
3.56,498.48801709921395,1.2086483522001852,0.30333454858624476,50.0,100.0,0.01,50.0,15.0,500.0,0.084,22.0,0.06,18.0,78.0,1.0,0.4543200388421617,0.16523361068340778,0.015500754315847182,0.05392039433271862
3.57,498.48401365869773,1.2111531271045812,0.30483321419807746,50.0,100.0,0.01,50.0,15.0,500.0,0.084,22.0,0.06,18.0,78.0,1.0,0.4543194980634946,0.16557716969062047,0.015577012783299125,0.054031009993497824
3.58,498.48001132888004,1.2136541215346155,0.3063345495857028,50.0,100.0,0.01,50.0,15.0,500.0,0.084,22.0,0.06,18.0,78.0,1.0,0.4543189576829907,0.16592021634328477,0.01565340464653694,0.05414145292830149
3.59,498.47601010803163,1.21615134366994,0.3078385482988187,50.0,100.0,0.01,50.0,15.0,500.0,0.084,22.0,0.06,18.0,78.0,1.0,0.454318417699839,0.16626275174804783,0.015729929569605255,0.0542517235151188
3.6,498.4720099944268,1.2186448016720182,0.30934520390153103,50.0,100.0,0.01,50.0,15.0,500.0,0.084,22.0,0.06,18.0,78.0,1.0,0.4543178781132304,0.16660477700910623,0.015806587217315825,0.05436182213107982
3.61,498.4680109863439,1.221134503684162,0.3108545099723206,50.0,100.0,0.01,50.0,15.0,500.0,0.084,22.0,0.06,18.0,78.0,1.0,0.45431733892235726,0.16694629322821103,0.015883377255245714,0.054471749152457255
3.62,498.4640130820648,1.2236204578315766,0.3123664601040119,50.0,100.0,0.01,50.0,15.0,500.0,0.084,22.0,0.06,18.0,78.0,1.0,0.4543168001264139,0.16728730150467355,0.01596029934973558,0.054581504954668715
3.63,498.4600162798753,1.2261026722213972,0.31388104790374,50.0,100.0,0.01,50.0,15.0,500.0,0.084,22.0,0.06,18.0,78.0,1.0,0.4543162617245964,0.1676278029353705,0.016037353167887857,0.054691089912278404
3.64,498.45602057806474,1.2285811549427328,0.3153982669929193,50.0,100.0,0.01,50.0,15.0,500.0,0.084,22.0,0.06,18.0,78.0,1.0,0.4543157237161027,0.16796779861474972,0.016114538377565043,0.054800504398999375
3.65,498.4520259749264,1.2310559140667043,0.31691811100721073,50.0,100.0,0.01,50.0,15.0,500.0,0.084,22.0,0.06,18.0,78.0,1.0,0.45431518610013233,0.16830728963483554,0.0161918546473879,0.054909748787695285
3.66,498.4480324687574,1.2335269576464873,0.31844057359649075,50.0,100.0,0.01,50.0,15.0,500.0,0.084,22.0,0.06,18.0,78.0,1.0,0.4543146488758868,0.1686462770852339,0.01626930164673373,0.05501882345038256
3.67,498.4440400578582,1.2359942937173505,0.3199656484248187,50.0,100.0,0.01,50.0,15.0,500.0,0.084,22.0,0.06,18.0,78.0,1.0,0.4543141120425693,0.16898476205313828,0.01634687904573463,0.055127728758232276
