Time,Ca,Cm,pms,pns,VNa,t_tauh,t_taun,thetaa,sigmaa,thetab,sigmab,tauBs,sigmam,sigmah,sigman,sigmaz,gNa,gKdr,gL,Iapp,gA,gNaP,gZ,thetaz,tauZs,phi,thetah,thetam,thetan,thetap,sigmap,VK,VL,INa,INaP,IKdr,IA,Iz,Minfs,Pinfs,Ainfs,zzs,bbs,nns,hhs,V,rrs,ccs,qqs,thetar,VCa,sigmar,sigmac,thetac,pwrc,pwrq,gCa,gKCa,gKAHP,tauRs,aq,ac,tauq,tauCa,uuCa,tauKc,mKCa,ICa,IAHP,IKC,compartment_0000001,reaction_0000001
2.47,0.0006626301506773044,1.0,3.0,4.0,55.0,-40.5,-27.0,-50.0,20.0,-80.0,-6.0,15.0,9.5,-7.0,10.0,5.0,35.0,6.0,0.05,1.0,1.4,0.2,1.0,-39.0,75.0,10.0,-45.0,-30.0,-35.0,-41.0,3.0,-90.0,-70.0,-0.014703058968381668,-0.0017610170329578352,8.446832735464403e-05,0.1164065597226145,0.02807335584175593,0.015124055186541805,7.062477073700965e-05,0.2721564873146422,0.0013811669908624453,0.20292950951109673,0.02884852586281899,0.9739987164753884,-69.67417696231936,0.006385166627320781,0.002884503303945731,9.45901435326612e-17,-20.0,120.0,10.0,7.0,-30.0,1.0,4.0,0.08,10.0,5.0,1.0,2.0,6.0,450.0,13.0,0.13,2.0,0.00011042616316202826,-0.0006186466498342383,9.613112592768415e-15,6.47427531299011e-05,1.0,-4.478508355375796e-05
2.48,0.0006621825218098079,1.0,3.0,4.0,55.0,-40.5,-27.0,-50.0,20.0,-80.0,-6.0,15.0,9.5,-7.0,10.0,5.0,35.0,6.0,0.05,1.0,1.4,0.2,1.0,-39.0,75.0,10.0,-45.0,-30.0,-35.0,-41.0,3.0,-90.0,-70.0,-0.014740769132593663,-0.001765926756481167,8.479188719826275e-05,0.11654481303189691,0.02808729744097866,0.015137480853617085,7.082653519433137e-05,0.2722412664564499,0.0013812712612704206,0.20289533749721156,0.028873073632014492,0.9739677688312952,-69.66561802267178,0.006390447737013943,0.002887303122908261,9.485544105242764e-17,-20.0,120.0,10.0,7.0,-30.0,1.0,4.0,0.08,10.0,5.0,1.0,2.0,6.0,450.0,13.0,0.13,2.0,0.0001103515748209512,-0.0006196424641074128,9.64413385494002e-15,6.478909198154352e-05,1.0,-4.4740692421218787e-05
2.49,0.0006617353367792782,1.0,3.0,4.0,55.0,-40.5,-27.0,-50.0,20.0,-80.0,-6.0,15.0,9.5,-7.0,10.0,5.0,35.0,6.0,0.05,1.0,1.4,0.2,1.0,-39.0,75.0,10.0,-45.0,-30.0,-35.0,-41.0,3.0,-90.0,-70.0,-0.014778550810125923,-0.0017708470673405432,8.511652755777087e-05,0.11668303752304701,0.028101243155372508,0.01515090982544064,7.102874895828021e-05,0.2723260089482186,0.0013813760106770102,0.2028610660465654,0.028897631988835076,0.9739367848044306,-69.65706445010571,0.0063957347957385256,0.002890109925276865,9.512001097321526e-17,-20.0,120.0,10.0,7.0,-30.0,1.0,4.0,0.08,10.0,5.0,1.0,2.0,6.0,450.0,13.0,0.13,2.0,0.00011027706042525977,-0.0006206402044625374,9.67510126366678e-15,6.483554495847448e-05,1.0,-4.469631616916525e-05
2.5,0.0006612885954366486,1.0,3.0,4.0,55.0,-40.5,-27.0,-50.0,20.0,-80.0,-6.0,15.0,9.5,-7.0,10.0,5.0,35.0,6.0,0.05,1.0,1.4,0.2,1.0,-39.0,75.0,10.0,-45.0,-30.0,-35.0,-41.0,3.0,-90.0,-70.0,-0.014816404076025065,-0.0017757779799637983,8.54422502586354e-05,0.11682123297356098,0.028115193010236097,0.015164342095763693,7.123141267612096e-05,0.2724107147932055,0.0013814812395490249,0.20282669542336637,0.02892220082711189,0.9739057646121065,-69.6485162408618,0.006401027756953105,0.002892923688505982,9.538385548672329e-17,-20.0,120.0,10.0,7.0,-30.0,1.0,4.0,0.08,10.0,5.0,1.0,2.0,6.0,450.0,13.0,0.13,2.0,0.00011020261995014806,-0.0006216398645270385,9.706014929110173e-15,6.488211149152083e-05,1.0,-4.4651954849856426e-05
2.5100000000000002,0.000660842297632333,1.0,3.0,4.0,55.0,-40.5,-27.0,-50.0,20.0,-80.0,-6.0,15.0,9.5,-7.0,10.0,5.0,35.0,6.0,0.05,1.0,1.4,0.2,1.0,-39.0,75.0,10.0,-45.0,-30.0,-35.0,-41.0,3.0,-90.0,-70.0,-0.014854329005290996,-0.0017807195087819474,8.576905713796355e-05,0.1169593991613152,0.028129147030871368,0.015177777658343845,7.143452699533234e-05,0.2724953839947323,0.001381586948353273,0.2027922258913079,0.028946780042301792,0.9738747084692759,-69.63997339117978,0.006406326574553264,0.002895744390154499,9.564697677805038e-17,-20.0,120.0,10.0,7.0,-30.0,1.0,4.0,0.08,10.0,5.0,1.0,2.0,6.0,450.0,13.0,0.13,2.0,0.00011012825337072354,-0.0006226414379879466,9.736874961271577e-15,6.492879101438033e-05,1.0,-4.460760851491537e-05
2.52,0.0006603964432162322,1.0,3.0,4.0,55.0,-40.5,-27.0,-50.0,20.0,-80.0,-6.0,15.0,9.5,-7.0,10.0,5.0,35.0,6.0,0.05,1.0,1.4,0.2,1.0,-39.0,75.0,10.0,-45.0,-30.0,-35.0,-41.0,3.0,-90.0,-70.0,-0.014892325672877042,-0.0017856716682291378,8.609695004438135e-05,0.11709753586456591,0.028143105242583552,0.015191216506945132,7.163809256360512e-05,0.2725800165561845,0.001381693137556561,0.20275765771356957,0.028971369531459613,0.9738436165885599,-69.63143589729852,0.00641163120286726,0.002898572007885228,9.590937702571312e-17,-20.0,120.0,10.0,7.0,-30.0,1.0,4.0,0.08,10.0,5.0,1.0,2.0,6.0,450.0,13.0,0.13,2.0,0.00011005396066200819,-0.0006236449185913075,9.767681469992013e-15,6.497558296360955e-05,1.0,-4.456327721533556e-05
2.5300000000000002,0.0006599510320377403,1.0,3.0,4.0,55.0,-40.5,-27.0,-50.0,20.0,-80.0,-6.0,15.0,9.5,-7.0,10.0,5.0,35.0,6.0,0.05,1.0,1.4,0.2,1.0,-39.0,75.0,10.0,-45.0,-30.0,-35.0,-41.0,3.0,-90.0,-70.0,-0.014930394153689975,-0.0017906344727426906,8.642593083791445e-05,0.11723564286195093,0.02815706767068122,0.015204658635338054,7.184211002884362e-05,0.2726646124810125,0.0013817998076256922,0.20272299115281775,0.028995969193210906,0.9738124891802754,-69.62290375545592,0.006416941596651762,0.0029014065194643865,9.617105840166476e-17,-20.0,120.0,10.0,7.0,-30.0,1.0,4.0,0.08,10.0,5.0,1.0,2.0,6.0,450.0,13.0,0.13,2.0,0.00010997974179893947,-0.0006246503001416039,9.798434564951962e-15,6.502248677861205e-05,1.0,-4.4518961001487056e-05
2.54,0.0006595060639457506,1.0,3.0,4.0,55.0,-40.5,-27.0,-50.0,20.0,-80.0,-6.0,15.0,9.5,-7.0,10.0,5.0,35.0,6.0,0.05,1.0,1.4,0.2,1.0,-39.0,75.0,10.0,-45.0,-30.0,-35.0,-41.0,3.0,-90.0,-70.0,-0.014968534522589854,-0.0017956079367630333,8.675600138986993e-05,0.11737371993248885,0.028171034340476162,0.015218104037299512,7.204658003916296e-05,0.27274917177272995,0.0013819069590274673,0.20268822647120652,0.029020578927725162,0.9737813264524622,-69.61437696188906,0.006422257711087605,0.00290424790276108,9.643202307131359e-17,-20.0,120.0,10.0,7.0,-30.0,1.0,4.0,0.08,10.0,5.0,1.0,2.0,6.0,450.0,13.0,0.13,2.0,0.00010990559675637137,-0.0006256575765011788,9.829134355671079e-15,6.506950190162619e-05,1.0,-4.4474659923122877e-05
2.5500000000000003,0.0006590615387886622,1.0,3.0,4.0,55.0,-40.5,-27.0,-50.0,20.0,-80.0,-6.0,15.0,9.5,-7.0,10.0,5.0,35.0,6.0,0.05,1.0,1.4,0.2,1.0,-39.0,75.0,10.0,-45.0,-30.0,-35.0,-41.0,3.0,-90.0,-70.0,-0.015006746854390435,-0.001800592074733738,8.708716358272067e-05,0.11751176685558089,0.028185005277283442,0.015231552706612977,7.22515032428906e-05,0.2728336944349151,0.0013820145922286827,0.2026533639303783,0.0290451986366895,0.9737501286109094,-69.60585551283408,0.006427579501775616,0.002907096135746786,9.669227319354158e-17,-20.0,120.0,10.0,7.0,-30.0,1.0,4.0,0.08,10.0,5.0,1.0,2.0,6.0,450.0,13.0,0.13,2.0,0.00010983152550907545,-0.0006266667415896698,9.859780951508034e-15,6.51166277777134e-05,1.0,-4.4430374029385006e-05
2.56,0.0006586174564143856,1.0,3.0,4.0,55.0,-40.5,-27.0,-50.0,20.0,-80.0,-6.0,15.0,9.5,-7.0,10.0,5.0,35.0,6.0,0.05,1.0,1.4,0.2,1.0,-39.0,75.0,10.0,-45.0,-30.0,-35.0,-41.0,3.0,-90.0,-70.0,-0.015045031223858989,-0.001805586901101492,8.741941930999047e-05,0.11764978341101065,0.028198980506421365,0.015245004637068424,7.2456880288565e-05,0.27291818047121,0.0013821227076961317,0.20261840379146473,0.029069828223282777,0.9737188958591825,-69.59733940452624,0.00643290692473245,0.0029099511964948426,9.695181092072276e-17,-20.0,120.0,10.0,7.0,-30.0,1.0,4.0,0.08,10.0,5.0,1.0,2.0,6.0,450.0,13.0,0.13,2.0,0.00010975752803174183,-0.0006276777893834449,9.890374461660266e-15,6.516386385474633e-05,1.0,-4.43861033688106e-05
2.57,0.0006581738166703488,1.0,3.0,4.0,55.0,-40.5,-27.0,-50.0,20.0,-80.0,-6.0,15.0,9.5,-7.0,10.0,5.0,35.0,6.0,0.05,1.0,1.4,0.2,1.0,-39.0,75.0,10.0,-45.0,-30.0,-35.0,-41.0,3.0,-90.0,-70.0,-0.015083387705716211,-0.001810592430316075,8.775277047614131e-05,0.11778776937894432,0.028212960053211403,0.015258459822462317,7.266271182493467e-05,0.27300262988532026,0.0013822313058966021,0.20258334631508734,0.029094467592150175,0.9736876283986488,-69.58882863319992,0.006438239936386492,0.0029128130631799394,9.721063839874171e-17,-20.0,120.0,10.0,7.0,-30.0,1.0,4.0,0.08,10.0,5.0,1.0,2.0,6.0,450.0,13.0,0.13,2.0,0.00010968360429898021,-0.0006286907139150464,9.920914995163765e-15,6.521120958339695e-05,1.0,-4.43418479893379e-05
2.58,0.0006577306194035038,1.0,3.0,4.0,55.0,-40.5,-27.0,-50.0,20.0,-80.0,-6.0,15.0,9.5,-7.0,10.0,5.0,35.0,6.0,0.05,1.0,1.4,0.2,1.0,-39.0,75.0,10.0,-45.0,-30.0,-35.0,-41.0,3.0,-90.0,-70.0,-0.015121816374636618,-0.0018156086768303674,8.808721899646227e-05,0.1179257245399325,0.028226943942978235,0.015271918256597752,7.286899850095848e-05,0.27308704268101563,0.0013823403872968774,0.2025481917613584,0.029119116649378222,0.9736563264285036,-69.58032319508864,0.006443578493573788,0.002915681714077609,9.746875776701192e-17,-20.0,120.0,10.0,7.0,-30.0,1.0,4.0,0.08,10.0,5.0,1.0,2.0,6.0,450.0,13.0,0.13,2.0,0.00010960975428532082,-0.0006297055092726414,9.951402660892886e-15,6.525866441712487e-05,1.0,-4.4297607938312335e-05
2.59,0.0006572878644603317,1.0,3.0,4.0,55.0,-40.5,-27.0,-50.0,20.0,-80.0,-6.0,15.0,9.5,-7.0,10.0,5.0,35.0,6.0,0.05,1.0,1.4,0.2,1.0,-39.0,75.0,10.0,-45.0,-30.0,-35.0,-41.0,3.0,-90.0,-70.0,-0.015160317305248317,-0.0018206356551003385,8.842276679695948e-05,0.11806364867490912,0.028240932201049705,0.01528537993328439,7.307574096580508e-05,0.2731714188621292,0.0013824499523637356,0.20251294038988163,0.029143775302470216,0.973624990145796,-69.57182308642501,0.006448922553534019,0.0029185571275637235,9.772617115849417e-17,-20.0,120.0,10.0,7.0,-30.0,1.0,4.0,0.08,10.0,5.0,1.0,2.0,6.0,450.0,13.0,0.13,2.0,0.00010953597796521556,-0.0006307221695994752,9.981837567560141e-15,6.530622781216573e-05,1.0,-4.42533832624923e-05
2.6,0.0006568455516868491,1.0,3.0,4.0,55.0,-40.5,-27.0,-50.0,20.0,-80.0,-6.0,15.0,9.5,-7.0,10.0,5.0,35.0,6.0,0.05,1.0,1.4,0.2,1.0,-39.0,75.0,10.0,-45.0,-30.0,-35.0,-41.0,3.0,-90.0,-70.0,-0.015198890572133252,-0.0018256733795850302,8.87594158142484e-05,0.11820154156519336,0.028254924852756796,0.015298844846338549,7.328293986885223e-05,0.27325575843255795,0.0013825600015639487,0.20247759245975297,0.029168443460322116,0.9735936197454531,-69.5633283034408,0.0064542720739065185,0.0029214392821139933,9.798288069971486e-17,-20.0,120.0,10.0,7.0,-30.0,1.0,4.0,0.08,10.0,5.0,1.0,2.0,6.0,450.0,13.0,0.13,2.0,0.00010946227531303871,-0.0006317406890933338,1.0012219823715996e-14,6.535389922751941e-05,1.0,-4.420917400805505e-05
2.61,0.0006564036809286137,1.0,3.0,4.0,55.0,-40.5,-27.0,-50.0,20.0,-80.0,-6.0,15.0,9.5,-7.0,10.0,5.0,35.0,6.0,0.05,1.0,1.4,0.2,1.0,-39.0,75.0,10.0,-45.0,-30.0,-35.0,-41.0,3.0,-90.0,-70.0,-0.015237536249826914,-0.0018307218647465402,8.909716799544674e-05,0.11833940299248875,0.028268921923433596,0.01531231298958311,7.349059585968595e-05,0.273340061396262,0.001382670535364283,0.20244214822956139,0.029193121033198807,0.9735622154203062,-69.5548388423669,0.0064596270127263225,0.0029243281563034657,9.823888851078424e-17,-20.0,120.0,10.0,7.0,-30.0,1.0,4.0,0.08,10.0,5.0,1.0,2.0,6.0,450.0,13.0,0.13,2.0,0.0001093886463030881,-0.0006327610620060096,1.004254953774867e-14,6.540167812493849e-05,1.0,-4.4164980220602494e-05
2.62,0.0006559622520307301,1.0,3.0,4.0,55.0,-40.5,-27.0,-50.0,20.0,-80.0,-6.0,15.0,9.5,-7.0,10.0,5.0,35.0,6.0,0.05,1.0,1.4,0.2,1.0,-39.0,75.0,10.0,-45.0,-30.0,-35.0,-41.0,3.0,-90.0,-70.0,-0.015276254412818909,-0.0018357811250500349,8.943602529806975e-05,0.11847723273888512,0.028282923438417314,0.015325784356847724,7.369870958810114e-05,0.27342432775726516,0.0013827815542314975,0.2024066079573896,0.0292178079327108,0.9735307773611145,-69.54635469943335,0.006464987328420266,0.002927223728806031,9.849419670541478e-17,-20.0,120.0,10.0,7.0,-30.0,1.0,4.0,0.08,10.0,5.0,1.0,2.0,6.0,450.0,13.0,0.13,2.0,0.00010931509090958602,-0.0006337832826427738,1.0072826817883971e-14,6.54495639689168e-05,1.0,-4.412080194516689e-05
2.63,0.0006555212648378553,1.0,3.0,4.0,55.0,-40.5,-27.0,-50.0,20.0,-80.0,-6.0,15.0,9.5,-7.0,10.0,5.0,35.0,6.0,0.05,1.0,1.4,0.2,1.0,-39.0,75.0,10.0,-45.0,-30.0,-35.0,-41.0,3.0,-90.0,-70.0,-0.015315045135552503,-0.0018408511749637279,8.977598968992627e-05,0.11861503058685806,0.028296929423048237,0.01533925894196867,7.39072817041005e-05,0.27350855751965447,0.0013828930586323447,0.20237097190081485,0.029242504071791315,0.9734993057565898,-69.53787587086931,0.006470352979803115,0.0029301259783939258,9.874880739093925e-17,-20.0,120.0,10.0,7.0,-30.0,1.0,4.0,0.08,10.0,5.0,1.0,2.0,6.0,450.0,13.0,0.13,2.0,0.00010924160910668011,-0.0006348073453618536,1.0103051772185082e-14,6.549755622667781e-05,1.0,-4.4076639226216484e-05
2.64,0.0006550807191942042,1.0,3.0,4.0,55.0,-40.5,-27.0,-50.0,20.0,-80.0,-6.0,15.0,9.5,-7.0,10.0,5.0,35.0,6.0,0.05,1.0,1.4,0.2,1.0,-39.0,75.0,10.0,-45.0,-30.0,-35.0,-41.0,3.0,-90.0,-70.0,-0.015353908492424987,-0.0018459320289588531,9.011706314901673e-05,0.1187527963192698,0.028310939902669686,0.015352736738788977,7.411631285789349e-05,0.2735927506875802,0.0013830050490335692,0.20233524031690972,0.029267209364673783,0.9734678007934205,-69.52940235290312,0.006475723926073738,0.002933034883937242,9.9002722668329e-17,-20.0,120.0,10.0,7.0,-30.0,1.0,4.0,0.08,10.0,5.0,1.0,2.0,6.0,450.0,13.0,0.13,2.0,0.00010916820086844438,-0.0006358332445739157,1.0133224508552404e-14,6.554565436816324e-05,1.0,-4.403249210766117e-05
2.65,0.000654640614943556,1.0,3.0,4.0,55.0,-40.5,-27.0,-50.0,20.0,-80.0,-6.0,15.0,9.5,-7.0,10.0,5.0,35.0,6.0,0.05,1.0,1.4,0.2,1.0,-39.0,75.0,10.0,-45.0,-30.0,-35.0,-41.0,3.0,-90.0,-70.0,-0.01539284455778747,-0.001851023701509692,9.045924766343213e-05,0.1188905297193697,0.02832495490262804,0.015366217741158376,7.43258036998973e-05,0.27367690726525584,0.0013831175259019079,0.20229941346224284,0.0292919237268697,0.9734362626562952,-69.52093414176224,0.006481100126811315,0.002935950424403439,9.925594463221203e-17,-20.0,120.0,10.0,7.0,-30.0,1.0,4.0,0.08,10.0,5.0,1.0,2.0,6.0,450.0,13.0,0.13,2.0,0.00010909486616888001,-0.0006368609747415548,1.0163345134723353e-14,6.559385786602161e-05,1.0,-4.3988360632857994e-05
2.66,0.0006542009519292584,1.0,3.0,4.0,55.0,-40.5,-27.0,-50.0,20.0,-80.0,-6.0,15.0,9.5,-7.0,10.0,5.0,35.0,6.0,0.05,1.0,1.4,0.2,1.0,-39.0,75.0,10.0,-45.0,-30.0,-35.0,-41.0,3.0,-90.0,-70.0,-0.015431853405945318,-0.0018561262070935355,9.080254523125517e-05,0.11902823057079483,0.028338974448272707,0.015379701942933442,7.453575488073529e-05,0.27376102725695795,0.0013832304897040894,0.20226349159287962,0.02931664707514691,0.9734046915279265,-69.5124712336733,0.006486481541971585,0.0029388725788568556,9.950847537089116e-17,-20.0,120.0,10.0,7.0,-30.0,1.0,4.0,0.08,10.0,5.0,1.0,2.0,6.0,450.0,13.0,0.13,2.0,0.00010902160498191641,-0.0006378905303787863,1.0193413758272224e-14,6.564216619559709e-05,1.0,-4.3944244844616625e-05
2.67,0.000653761729994234,1.0,3.0,4.0,55.0,-40.5,-27.0,-50.0,20.0,-80.0,-6.0,15.0,9.5,-7.0,10.0,5.0,35.0,6.0,0.05,1.0,1.4,0.2,1.0,-39.0,75.0,10.0,-45.0,-30.0,-35.0,-41.0,3.0,-90.0,-70.0,-0.015470935111157658,-0.0018612395601906766,9.114695786046156e-05,0.11916589865756969,0.028352998564956027,0.01539318933797745,7.474616705123662e-05,0.27384511066702577,0.0013833439409068333,0.20222747496438317,0.029341379327508205,0.973373087589074,-69.5040136248621,0.00649186813188313,0.0029418013264582254,9.976031696636198e-17,-20.0,120.0,10.0,7.0,-30.0,1.0,4.0,0.08,10.0,5.0,1.0,2.0,6.0,450.0,13.0,0.13,2.0,0.00010894841728141201,-0.0006389219060505459,1.022343048660997e-14,6.569057883491783e-05,1.0,-4.3900144785204845e-05
2.68,0.0006533229489809856,1.0,3.0,4.0,55.0,-40.5,-27.0,-50.0,20.0,-80.0,-6.0,15.0,9.5,-7.0,10.0,5.0,35.0,6.0,0.05,1.0,1.4,0.2,1.0,-39.0,75.0,10.0,-45.0,-30.0,-35.0,-41.0,3.0,-90.0,-70.0,-0.015510089747637934,-0.0018663637752844194,9.149248756882427e-05,0.1193035337641081,0.028367027278033384,0.015406679920160558,7.495704086243654e-05,0.2739291574998619,0.0013834578799768503,0.20219136383181488,0.02936612040317035,0.9733414510185672,-69.49556131155359,0.006497259857243698,0.002944736646464197,1.0001147149433107e-16,-20.0,120.0,10.0,7.0,-30.0,1.0,4.0,0.08,10.0,5.0,1.0,2.0,6.0,450.0,13.0,0.13,2.0,0.00010887530304115527,-0.0006399550963721946,1.0253395426984087e-14,6.573909526468515e-05,1.0,-4.385606049635387e-05
2.69,0.0006528846087316011,1.0,3.0,4.0,55.0,-40.5,-27.0,-50.0,20.0,-80.0,-6.0,15.0,9.5,-7.0,10.0,5.0,35.0,6.0,0.05,1.0,1.4,0.2,1.0,-39.0,75.0,10.0,-45.0,-30.0,-35.0,-41.0,3.0,-90.0,-70.0,-0.015549317389553684,-0.0018714988668610578,9.18391363838175e-05,0.11944113567521232,0.028381060612863065,0.01542017368335975,7.51683769655755e-05,0.2740131677599314,0.0013835723073808413,0.20215515844973528,0.02939087022254342,0.973309781993328,-69.4871142899719,0.006502656679116559,0.002947678518226854,1.0026194102423376e-16,-20.0,120.0,10.0,7.0,-30.0,1.0,4.0,0.08,10.0,5.0,1.0,2.0,6.0,450.0,13.0,0.13,2.0,0.00010880226223486545,-0.0006409900960090261,1.0283308686478426e-14,6.578771496826207e-05,1.0,-4.381199201926367e-05
2.7,0.000652446709087759,1.0,3.0,4.0,55.0,-40.5,-27.0,-50.0,20.0,-80.0,-6.0,15.0,9.5,-7.0,10.0,5.0,35.0,6.0,0.05,1.0,1.4,0.2,1.0,-39.0,75.0,10.0,-45.0,-30.0,-35.0,-41.0,3.0,-90.0,-70.0,-0.015588618111026555,-0.0018766448494098647,9.21869063425234e-05,0.11957870417607427,0.028395098594806323,0.015433670621458843,7.538017601209861e-05,0.27409714145176217,0.0013836872235854973,0.2021188590722048,0.029415628707210543,0.9732780806883935,-69.47867255634033,0.0065080585589269045,0.002950626921193236,1.0051172761925229e-16,-20.0,120.0,10.0,7.0,-30.0,1.0,4.0,0.08,10.0,5.0,1.0,2.0,6.0,450.0,13.0,0.13,2.0,0.00010872929483619361,-0.0006420268996757828,1.031317037201304e-14,6.583643743166225e-05,1.0,-4.376793939460825e-05
2.71,0.0006520092498907337,1.0,3.0,4.0,55.0,-40.5,-27.0,-50.0,20.0,-80.0,-6.0,15.0,9.5,-7.0,10.0,5.0,35.0,6.0,0.05,1.0,1.4,0.2,1.0,-39.0,75.0,10.0,-45.0,-30.0,-35.0,-41.0,3.0,-90.0,-70.0,-0.015627991986132607,-0.0018818017374230968,9.253579949153905e-05,0.11971623905227617,0.028409141249227308,0.0154471707283486,7.559243865365582e-05,0.27418107857994495,0.0013838026290574987,0.2020824659527846,0.029440395779907935,0.973246347276938,-69.47023610688134,0.006513465458458273,0.0029535818349048677,1.0076083333633356e-16,-20.0,120.0,10.0,7.0,-30.0,1.0,4.0,0.08,10.0,5.0,1.0,2.0,6.0,450.0,13.0,0.13,2.0,0.00010865640081872334,-0.0006430655021361744,1.0342980590344036e-14,6.588526214353886e-05,1.0,-4.3723902662540845e-05
2.72,0.0006515722309814008,1.0,3.0,4.0,55.0,-40.5,-27.0,-50.0,20.0,-80.0,-6.0,15.0,9.5,-7.0,10.0,5.0,35.0,6.0,0.05,1.0,1.4,0.2,1.0,-39.0,75.0,10.0,-45.0,-30.0,-35.0,-41.0,3.0,-90.0,-70.0,-0.0156674390889021,-0.0018869695453959685,9.28858178868853e-05,0.1198537400897901,0.028423188601493055,0.015460673997926666,7.580516554210076e-05,0.2742649791491327,0.0013839185242635152,0.2020459793445371,0.02946517136450533,0.9732145819302949,-69.46180493781661,0.006518877339849018,0.0029565432389972853,1.0100926022620715e-16,-20.0,120.0,10.0,7.0,-30.0,1.0,4.0,0.08,10.0,5.0,1.0,2.0,6.0,450.0,13.0,0.13,2.0,0.00010858358015597178,-0.0006441058982024017,1.0372739448063424e-14,6.593418859517359e-05,1.0,-4.3679881862699116e-05
2.73,0.0006511356522002419,1.0,3.0,4.0,55.0,-40.5,-27.0,-50.0,20.0,-80.0,-6.0,15.0,9.5,-7.0,10.0,5.0,35.0,6.0,0.05,1.0,1.4,0.2,1.0,-39.0,75.0,10.0,-45.0,-30.0,-35.0,-41.0,3.0,-90.0,-70.0,-0.01570695949331959,-0.0018921482878266555,9.323696359391663e-05,0.11999120707497914,0.028437240676973466,0.015474180424097607,7.601835732949086e-05,0.274348843164041,0.0013840349096702052,0.2020093995000271,0.029489955385986717,0.9731827848179777,-69.45337904536697,0.006524294165588813,0.002959511113199567,1.0125701033340302e-16,-20.0,120.0,10.0,7.0,-30.0,1.0,4.0,0.08,10.0,5.0,1.0,2.0,6.0,450.0,13.0,0.13,2.0,0.00010851083282139032,-0.0006451480827346871,1.0402447051598956e-14,6.598321628046551e-05,1.0,-4.36358770342102e-05
2.74,0.00065069951338735,1.0,3.0,4.0,55.0,-40.5,-27.0,-50.0,20.0,-80.0,-6.0,15.0,9.5,-7.0,10.0,5.0,35.0,6.0,0.05,1.0,1.4,0.2,1.0,-39.0,75.0,10.0,-45.0,-30.0,-35.0,-41.0,3.0,-90.0,-70.0,-0.015746553273324124,-0.0018973379792162786,9.358923868723258e-05,0.1201286397945977,0.028451297501041303,0.01548769000077298,7.623201466808662e-05,0.2744326706294477,0.0013841517857442155,0.20197272667132224,0.029514747770431428,0.9731509561077024,-69.44495842575247,0.006529715898515183,0.002962485437333866,1.0150408569626944e-16,-20.0,120.0,10.0,7.0,-30.0,1.0,4.0,0.08,10.0,5.0,1.0,2.0,6.0,450.0,13.0,0.13,2.0,0.00010843815878836566,-0.0006461920506408067,1.0432103507214011e-14,6.603234469592035e-05,1.0,-4.359188821569578e-05
2.75,0.0006502638143824344,1.0,3.0,4.0,55.0,-40.5,-27.0,-50.0,20.0,-80.0,-6.0,15.0,9.5,-7.0,10.0,5.0,35.0,6.0,0.05,1.0,1.4,0.2,1.0,-39.0,75.0,10.0,-45.0,-30.0,-35.0,-41.0,3.0,-90.0,-70.0,-0.01578622050280913,-0.0019025386340689057,9.394264525058982e-05,0.12026603803579203,0.02846535909907215,0.015501202721871317,7.644613821035163e-05,0.27451646155019305,0.001384269152952181,0.20193596110999387,0.029539548444995522,0.9731190959654078,-69.43654307519235,0.006535142501810076,0.002965466191314946,1.0175048834699069e-16,-20.0,120.0,10.0,7.0,-30.0,1.0,4.0,0.08,10.0,5.0,1.0,2.0,6.0,450.0,13.0,0.13,2.0,0.00010836555803022032,-0.0006472377968756316,1.046170892100743e-14,6.608157334063932e-05,1.0,-4.35479154452771e-05
2.7600000000000002,0.0006498285550248254,1.0,3.0,4.0,55.0,-40.5,-27.0,-50.0,20.0,-80.0,-6.0,15.0,9.5,-7.0,10.0,5.0,35.0,6.0,0.05,1.0,1.4,0.2,1.0,-39.0,75.0,10.0,-45.0,-30.0,-35.0,-41.0,3.0,-90.0,-70.0,-0.015825961255622564,-0.0019077502668915414,9.42971853768162e-05,0.1204034015861006,0.02847942549644439,0.015514718581318159,7.666072860895208e-05,0.2746002159311795,0.0013843870117607234,0.2018991030671179,0.029564357337893536,0.9730872045552765,-69.42813298990502,0.0065405739389964735,0.0029684533551497185,1.0199622031160476e-16,-20.0,120.0,10.0,7.0,-30.0,1.0,4.0,0.08,10.0,5.0,1.0,2.0,6.0,450.0,13.0,0.13,2.0,0.00010829303052021388,-0.0006482853164406689,1.0491263398913407e-14,6.61309017163085e-05,1.0,-4.3503958760579886e-05
2.77,0.0006493937351534799,1.0,3.0,4.0,55.0,-40.5,-27.0,-50.0,20.0,-80.0,-6.0,15.0,9.5,-7.0,10.0,5.0,35.0,6.0,0.05,1.0,1.4,0.2,1.0,-39.0,75.0,10.0,-45.0,-30.0,-35.0,-41.0,3.0,-90.0,-70.0,-0.015865775605566877,-0.0019129728921941035,9.465286116772535e-05,0.12054073023345444,0.02849349671853921,0.015528237573046074,7.687578651675579e-05,0.27468393377737155,0.0013845053626364524,0.20186215279327538,0.029589174378380503,0.973055282039756,-69.41972816610814,0.006546010173935025,0.002971446908936783,1.022412836100211e-16,-20.0,120.0,10.0,7.0,-30.0,1.0,4.0,0.08,10.0,5.0,1.0,2.0,6.0,450.0,13.0,0.13,2.0,0.00010822057623154341,-0.0006493346043836115,1.0520767046701332e-14,6.61803293271879e-05,1.0,-4.346001819873926e-05
