A_3_task1,B_1_task1,P_2_task1,T_4_task1,_1_task1
149924796.7621262,90000.02897996266,999970.4086768441,-5.089021552255835e-126,0.00322
149924565.65072834,90000.02906996243,999970.3167798105,-4.9106021712485664e-126,0.0032300000000000002
149924334.5543208,90000.0291599622,999970.224882786,-5.060758762976068e-126,0.0032400000000000003
149924103.47290254,90000.02924996197,999970.1329857708,-5.14055204094185e-126,0.0032500000000000003
149923872.40647253,90000.02933996174,999970.0410887648,-4.937805468742729e-126,0.0032600000000000003
149923641.35502973,90000.0294299615,999969.949191768,-5.1091816642277005e-126,0.0032700000000000003
149923410.31857312,90000.02951996127,999969.8572947803,-5.08110696435902e-126,0.0032800000000000004
149923179.29710165,90000.02960996104,999969.7653978019,-5.024503370838069e-126,0.0032900000000000004
149922948.2906143,90000.02969996081,999969.6735008326,-4.9489528399669356e-126,0.0033000000000000004
149922717.29911005,90000.02978996058,999969.5816038726,-5.05077651590976e-126,0.0033100000000000004
149922486.32258788,90000.02987996035,999969.4897069217,-5.0377286749484034e-126,0.0033200000000000005
149922255.36104673,90000.0299699601,999969.3978099801,-5.100176723727309e-126,0.00333
149922024.41448557,90000.03005995986,999969.3059130476,-5.006481483426635e-126,0.00334
149921793.4829034,90000.03014995961,999969.2140161244,-4.982216191143388e-126,0.00335
149921562.56629914,90000.03023995936,999969.1221192103,-5.164780967711971e-126,0.00336
149921331.66467178,90000.03032995912,999969.0302223054,-4.966198666327379e-126,0.00337
149921100.7780203,90000.03041995887,999968.9383254098,-5.035611278317707e-126,0.00338
149920869.90634367,90000.03050995863,999968.8464285233,-5.023716907988203e-126,0.0033900000000000002
149920639.04964083,90000.03059995838,999968.754531646,-5.095181869142589e-126,0.0034000000000000002
149920408.2079108,90000.03068995813,999968.662634778,-2.0812295081685383e-136,0.0034100000000000003
149920177.3811525,90000.03077995789,999968.5707379191,2.38831147131479e-131,0.0034200000000000003
149919946.56936494,90000.03086995764,999968.4788410694,-4.728742157933045e-131,0.0034300000000000003
149919715.77254707,90000.0309599574,999968.3869442289,2.3531512172670097e-131,0.0034400000000000003
149919484.99069783,90000.03104995715,999968.2950473976,2.915120499961102e-135,0.0034500000000000004
149919254.22381625,90000.0311399569,999968.2031505755,-2.7264675040494397e-135,0.0034600000000000004
149919023.47190124,90000.03122995666,999968.1112537626,1.305899786283186e-135,0.0034700000000000004
149918792.73495182,90000.03131995641,999968.0193569589,-2.5320647573196237e-136,0.0034800000000000005
149918562.01296693,90000.03140995617,999967.9274601644,-2.7915754094599418e-139,0.0034900000000000005
149918331.30594555,90000.03149995592,999967.8355633791,1.3116879141409907e-139,0.0035
149918100.61388665,90000.03158995567,999967.743666603,-3.5653711873087566e-140,0.00351
149917869.9367892,90000.03167995543,999967.6517698361,4.254921728643546e-141,0.00352
149917639.27465218,90000.03176995517,999967.5598730784,2.1696269060683466e-143,0.00353
149917408.62747455,90000.0318599549,999967.4679763298,-3.470995283656278e-144,0.00354
149917177.99525526,90000.03194995465,999967.3760795905,3.7657231147751207e-144,0.00355
149916947.37799332,90000.03203995439,999967.2841828604,2.3902010847748448e-144,0.0035600000000000002
149916716.77568766,90000.03212995412,999967.1922861395,2.5588136553689197e-144,0.0035700000000000003
149916486.1883373,90000.03221995386,999967.1003894277,2.586563029758417e-144,0.0035800000000000003
149916255.61594117,90000.0323099536,999967.0084927252,2.565164835972207e-144,0.0035900000000000003
149916025.05849823,90000.03239995334,999966.9165960319,2.5718906515532994e-144,0.0036000000000000003
149915794.51600748,90000.03248995308,999966.8246993477,2.5323786249334408e-144,0.0036100000000000004
149915563.9884679,90000.03257995282,999966.7328026728,2.5287800403690936e-144,0.0036200000000000004
149915333.47587845,90000.03266995256,999966.640906007,2.629386706081609e-144,0.0036300000000000004
149915102.97823808,90000.0327599523,999966.5490093505,2.528292864273238e-144,0.0036400000000000004
149914872.49554577,90000.03284995204,999966.4571127031,2.5400654145054362e-144,0.0036500000000000005
149914642.0278005,90000.03293995178,999966.365216065,2.589379577427498e-144,0.0036600000000000005
149914411.57500124,90000.03302995152,999966.273319436,2.5708926016196965e-144,0.00367
149914181.13714695,90000.03311995126,999966.1814228162,2.5513845064684306e-144,0.00368
149913950.71423662,90000.033209951,999966.0895262057,2.493915370581359e-144,0.00369
149913720.3062692,90000.03329995074,999965.9976296043,2.6283761107557273e-144,0.0037
149913489.91324368,90000.03338995048,999965.9057330121,2.5329562223306498e-144,0.00371
149913259.53515902,90000.03347995022,999965.8138364292,2.5431590914525564e-144,0.00372
149913029.1720142,90000.03356994994,999965.7219398554,2.567343318913361e-144,0.0037300000000000002
149912798.8238082,90000.03365994967,999965.6300432908,2.5560323824801718e-144,0.0037400000000000003
149912568.49053997,90000.03374994939,999965.5381467354,2.5940127200623637e-144,0.0037500000000000003
149912338.1722085,90000.03383994912,999965.4462501892,2.4995979461144124e-144,0.0037600000000000003
149912107.86881274,90000.03392994884,999965.3543536522,2.576549923171647e-144,0.0037700000000000003
149911877.58035168,90000.03401994857,999965.2624571244,2.5473578275367217e-144,0.0037800000000000004
149911647.3068243,90000.03410994829,999965.1705606058,2.5601353883585286e-144,0.0037900000000000004
149911417.04822955,90000.03419994802,999965.0786640964,2.5996953711986064e-144,0.0038000000000000004
149911186.8045664,90000.03428994774,999964.9867675962,2.4801092237410664e-144,0.0038100000000000005
149910956.5758339,90000.03437994746,999964.8948711052,2.562190654819599e-144,0.0038200000000000005
149910726.3620309,90000.03446994719,999964.8029746234,2.6125676013804935e-144,0.0038300000000000005
149910496.16315645,90000.03455994691,999964.7110781508,2.51089874164716e-144,0.0038400000000000005
149910265.9792095,90000.03464994664,999964.6191816874,2.555536110584004e-144,0.00385
149910035.81018904,90000.03473994636,999964.5272852331,2.5797242030136454e-144,0.00386
149909805.656094,90000.03482994609,999964.4353887881,2.538625746958834e-144,0.00387
149909575.5169234,90000.03491994581,999964.3434923523,2.6027815759898717e-144,0.00388
149909345.39267617,90000.03500994554,999964.2515959257,2.5335396380401902e-144,0.0038900000000000002
149909115.28335133,90000.03509994526,999964.1596995082,2.5011463639955073e-144,0.0039000000000000003
149908885.18894783,90000.03518994499,999964.0678031,2.563295725361312e-144,0.00391
149908655.10946462,90000.03527994471,999963.975906701,2.6325943949044285e-144,0.003920000000000001
149908425.0449007,90000.03536994442,999963.8840103111,2.5027380121942848e-144,0.00393
149908194.99525502,90000.03545994413,999963.7921139305,2.5447739096907224e-144,0.00394
149907964.9605266,90000.03554994384,999963.700217559,2.5258837560989242e-144,0.00395
149907734.94071436,90000.03563994355,999963.6083211967,2.626918153227926e-144,0.00396
149907504.9358173,90000.03572994327,999963.5164248437,2.5027891355616346e-144,0.0039700000000000004
149907274.9458344,90000.03581994298,999963.4245284998,2.5473382314985336e-144,0.00398
149907044.97076464,90000.03590994269,999963.3326321652,2.551566850239794e-144,0.0039900000000000005
149906815.01060694,90000.0359999424,999963.2407358397,2.593579983790326e-144,0.004
149906585.06536034,90000.0360899421,999963.1488395234,1.0601926193351966e-154,0.0040100000000000005
149906355.13502377,90000.03617994182,999963.0569432164,-1.2121190407423e-149,0.00402
149906125.21959624,90000.03626994153,999962.9650469185,2.3996547137485596e-149,0.004030000000000001
149905895.3190767,90000.03635994124,999962.8731506298,-1.1932736652121363e-149,0.00404
149905665.4334641,90000.03644994095,999962.7812543503,-1.4735264860438634e-153,0.004050000000000001
149905435.56275746,90000.03653994066,999962.68935808,1.3779467781660286e-153,0.00406
149905205.70695573,90000.03662994037,999962.597461819,-6.598651872194278e-154,0.004070000000000001
149904975.86605787,90000.03671994008,999962.5055655671,1.2791375909463627e-154,0.00408
149904746.04006287,90000.03680993979,999962.4136693244,7.31375809815601e-154,0.004090000000000001
149904516.22896972,90000.0368999395,999962.3217730909,-8.034075306892477e-154,0.0041
149904286.43277737,90000.03698993921,999962.2298768666,-3.4312302917441614e-154,0.00411
149904056.65148482,90000.03707993892,999962.1379806515,7.873937312093374e-154,0.00412
149903826.88509104,90000.03716993862,999962.0460844456,-2.6782810556816136e-154,0.00413
149903597.133595,90000.03725993831,999961.9541882488,-1.4975154595364697e-157,0.0041400000000000005
149903367.39699563,90000.03734993801,999961.8622920613,1.0944783604715723e-157,0.00415
149903137.67529196,90000.0374399377,999961.770395883,-4.271508610624889e-158,0.0041600000000000005
149902907.96848294,90000.0375299374,999961.6784997139,6.53330978885963e-159,0.00417
149902678.27656755,90000.0376199371,999961.586603554,2.1326247740157327e-161,0.0041800000000000006
149902448.59954476,90000.03770993679,999961.4947074032,-1.0085815964420624e-161,0.00419
149902218.93741357,90000.03779993649,999961.4028112617,6.946587834277347e-163,0.004200000000000001
149901989.29017293,90000.03788993618,999961.3109151294,-1.4990846268258639e-162,0.00421
149901759.65782183,90000.03797993588,999961.2190190062,-1.2740971584804087e-162,0.004220000000000001
149901530.04035923,90000.03806993557,999961.1271228923,-1.3244280036275047e-162,0.00423
149901300.4377841,90000.03815993527,999961.0352267876,-1.2920215682476344e-162,0.004240000000000001
149901070.85009545,90000.03824993497,999960.943330692,-1.2736407664526805e-162,0.00425
149900841.27729222,90000.03833993466,999960.8514346057,-1.2911382884376687e-162,0.004260000000000001
149900611.7193734,90000.03842993436,999960.7595385286,-1.319048719684477e-162,0.00427
149900382.176338,90000.03851993405,999960.6676424608,-1.2960967441673444e-162,0.00428
149900152.64818493,90000.03860993375,999960.5757464021,-1.2773120224629491e-162,0.00429
149899923.1349132,90000.03869993344,999960.4838503527,-1.2814939682209632e-162,0.0043
149899693.6365218,90000.03878993314,999960.3919543125,-1.3234893274992674e-162,0.0043100000000000005
149899464.15300965,90000.03887993284,999960.3000582814,-1.3013255088890548e-162,0.00432
149899234.6843758,90000.03896993253,999960.2081622595,-1.2676662373457423e-162,0.0043300000000000005
149899005.23061916,90000.03905993221,999960.1162662469,-1.2984535365641206e-162,0.00434
149898775.79173875,90000.0391499319,999960.0243702434,-1.2877717812658624e-162,0.004350000000000001
149898546.3677335,90000.03923993158,999959.9324742492,-1.311751740220085e-162,0.00436
149898316.95860246,90000.03932993126,999959.8405782641,-1.2922090328140614e-162,0.004370000000000001
149898087.56434456,90000.03941993094,999959.7486822882,-1.2653294741473962e-162,0.00438
149897858.18495876,90000.03950993062,999959.6567863215,-1.3206330016030308e-162,0.004390000000000001
149897628.82044405,90000.0395999303,999959.5648903641,-1.3039588612563295e-162,0.0044
149897399.47079942,90000.03968992998,999959.4729944158,-1.281500432172548e-162,0.004410000000000001
149897170.13602382,90000.03977992966,999959.3810984767,-1.3060358681704386e-162,0.00442
149896940.81611627,90000.03986992934,999959.2892025468,-1.2669212041601122e-162,0.004430000000000001
149896711.5110757,90000.03995992902,999959.1973066261,-1.297154325899075e-162,0.00444
149896482.22090113,90000.0400499287,999959.1054107146,-1.2864941844481939e-162,0.00445
149896252.9455915,90000.04013992839,999959.0135148123,-1.3112470290962415e-162,0.00446
149896023.68514583,90000.04022992807,999958.9216189192,-1.2940570261429102e-162,0.00447
149895794.43956304,90000.04031992775,999958.8297230353,-1.2875177196219034e-162,0.0044800000000000005
149895565.20884213,90000.04040992743,999958.7378271606,-1.2888373368026125e-162,0.00449
149895335.9929821,90000.04049992711,999958.6459312951,-1.3130840381447467e-162,0.0045000000000000005
149895106.7919819,90000.0405899268,999958.5540354388,-1.3259002741949334e-163,0.00451
149894877.60584053,90000.04067992647,999958.4621395917,1.3699700887377895e-163,0.004520000000000001
149894648.43455696,90000.04076992616,999958.3702437538,-2.229196989431171e-163,0.00453
149894419.27813014,90000.04085992582,999958.278347925,9.424807740582682e-164,0.004540000000000001
149894190.13655907,90000.04094992549,999958.1864521055,2.3467357503220356e-163,0.00455
149893961.00984272,90000.04103992516,999958.0945562952,-1.893934493150254e-163,0.004560000000000001
149893731.8979801,90000.04112992482,999958.0026604941,-5.3870881652543526e-163,0.00457
149893502.80097014,90000.04121992449,999957.9107647021,-1.0177560715775914e-162,0.004580000000000001
149893273.71881184,90000.04130992416,999957.8188689194,-1.3016815585407962e-162,0.00459
149893044.6515042,90000.04139992382,999957.7269731459,-1.3230029074123852e-162,0.004600000000000001
149892815.59904614,90000.04148992349,999957.6350773815,-5.2009232503783254e-173,0.00461
149892586.56143668,90000.04157992316,999957.5431816264,5.7286131772828505e-168,0.00462
149892357.5386748,90000.04166992282,999957.4512858804,-1.2194066833156924e-167,0.0046300000000000004
149892128.53075948,90000.04175992249,999957.3593901437,6.063907790628571e-168,0.00464
149891899.5376897,90000.04184992216,999957.2674944161,7.354184713326521e-172,0.0046500000000000005
149891670.5594644,90000.04193992182,999957.1755986977,-6.942788214949156e-172,0.00466
149891441.59608257,90000.04202992149,999957.0837029886,3.3405284177667454e-172,0.0046700000000000005
149891212.64754322,90000.04211992116,999956.9918072886,-6.47570424017203e-173,0.00468
149890983.7138453,90000.04220992082,999956.8999115978,-7.058829356053911e-176,0.004690000000000001
149890754.79498783,90000.04229992049,999956.8080159163,3.325470772937391e-176,0.0047
149890525.89096972,90000.04238992016,999956.7161202439,-9.050706391407665e-177,0.004710000000000001
149890297.00179,90000.04247991982,999956.6242245807,1.0798700400752526e-177,0.00472
149890068.1274476,90000.04256991949,999956.5323289267,5.264653394576852e-180,0.004730000000000001
149889839.26794156,90000.04265991914,999956.4404332819,-1.030974081920973e-180,0.00474
149889610.42327085,90000.0427499188,999956.3485376464,7.644553667492391e-181,0.004750000000000001
149889381.59343442,90000.04283991845,999956.25664202,4.541235499410877e-181,0.00476
149889152.77843127,90000.0429299181,999956.1647464028,4.671987780724533e-181,0.004770000000000001
149888923.97826034,90000.04301991775,999956.0728507948,4.970987973158751e-181,0.00478
149888695.19292066,90000.0431099174,999955.980955196,4.510602507402343e-181,0.00479
149888466.42241117,90000.04319991705,999955.8890596064,4.870218088392619e-181,0.0048000000000000004
149888237.66673088,90000.0432899167,999955.797164026,4.70115324670563e-181,0.00481
149888008.92587873,90000.04337991636,999955.7052684547,4.876965357439742e-181,0.0048200000000000005
149887780.19985375,90000.04346991601,999955.6133728927,4.713630800909846e-181,0.00483
149887551.48865488,90000.04355991566,999955.5214773399,4.619314055768914e-181,0.0048400000000000006
149887322.79228112,90000.04364991531,999955.4295817963,4.853025283757718e-181,0.00485
149887094.11073145,90000.04373991497,999955.3376862619,4.716521283398788e-181,0.004860000000000001
149886865.44400483,90000.04382991462,999955.2457907366,4.800097228867309e-181,0.00487
149886636.79210025,90000.04391991427,999955.1538952206,4.7915387757984495e-181,0.004880000000000001
149886408.1550167,90000.04400991392,999955.0619997138,4.7318763703264794e-181,0.00489
149886179.53275314,90000.04409991358,999954.9701042161,4.6453578990818785e-181,0.004900000000000001
149885950.92530856,90000.04418991323,999954.8782087277,4.872281245005264e-181,0.00491
149885722.33268195,90000.04427991288,999954.7863132484,4.6261931308578127e-181,0.004920000000000001
149885493.7548723,90000.04436991253,999954.6944177784,4.83376381878903e-181,0.00493
149885265.19187856,90000.04445991217,999954.6025223176,4.6964360543074755e-181,0.004940000000000001
149885036.6436997,90000.0445499118,999954.5106268659,4.884749733916216e-181,0.00495
149884808.11033475,90000.04463991144,999954.4187314234,4.715667415199137e-181,0.00496
149884579.59178266,90000.04472991108,999954.3268359902,4.6222674276152046e-181,0.0049700000000000005
149884351.0880424,90000.04481991072,999954.2349405661,4.767550290324437e-181,0.00498
149884122.599113,90000.04490991036,999954.1430451513,4.832958053111343e-181,0.0049900000000000005
149883894.12499335,90000.04499991,999954.0511497456,4.805994842898369e-181,0.005
149883665.6656825,90000.04508990963,999953.9592543491,4.73005146865514e-181,0.0050100000000000006
149883437.22117943,90000.04517990927,999953.8673589618,4.60313501311297e-181,0.00502
149883208.7914831,90000.04526990891,999953.7754635838,4.7483187071157364e-181,0.005030000000000001
149882980.3765925,90000.04535990854,999953.6835682149,4.91858615229062e-181,0.00504
149882751.9765066,90000.04544990818,999953.5916728552,4.637786020758396e-181,0.005050000000000001
149882523.59122437,90000.04553990782,999953.4997775047,4.830962285223823e-181,0.00506
149882295.22074482,90000.04562990746,999953.4078821634,4.696563400529241e-181,0.005070000000000001
149882066.86506692,90000.0457199071,999953.3159868313,4.747319864437221e-181,0.00508
149881838.52418965,90000.04580990673,999953.2240915084,4.6782459940250197e-181,0.005090000000000001
149881610.198112,90000.04589990637,999953.1321961947,4.797386052440921e-181,0.0051
149881381.88683295,90000.04598990601,999953.0403008902,4.7522942034939624e-181,0.005110000000000001
149881153.5903515,90000.04607990565,999952.9484055949,4.749322778109681e-181,0.00512
149880925.3086666,90000.04616990528,999952.8565103088,4.7090086855906244e-181,0.00513
149880697.04177722,90000.0462599049,999952.7646150319,4.685903771380554e-181,0.0051400000000000005
149880468.78968236,90000.04634990453,999952.6727197642,4.898423882715054e-181,0.00515
149880240.552381,90000.04643990415,999952.5808245057,4.687925688744111e-181,0.0051600000000000005
149880012.32987213,90000.04652990378,999952.4889292563,4.7281331206853154e-181,0.00517
149879784.12215474,90000.0466199034,999952.3970340162,4.754299307154332e-181,0.005180000000000001
149879555.9292278,90000.04670990302,999952.3051387853,4.717664485716174e-181,0.00519
149879327.7510903,90000.04679990264,999952.2132435635,4.7349849534044837e-181,0.005200000000000001
149879099.58774117,90000.04688990227,999952.121348351,1.9238585156533084e-191,0.00521
149878871.43917945,90000.04697990189,999952.0294531477,-2.1758012547419068e-186,0.005220000000000001
149878643.3054041,90000.04706990151,999951.9375579535,4.329715453426801e-186,0.00523
149878415.18641412,90000.04715990114,999951.8456627686,-2.1620239813552828e-186,0.005240000000000001
149878187.08220848,90000.04724990076,999951.7537675928,-2.63803005522618e-190,0.00525
149877958.99278617,90000.04733990038,999951.6618724263,2.470677233317468e-190,0.005260000000000001
149877730.91814616,90000.0474299,999951.5699772689,-1.184876299431825e-190,0.00527
149877502.85828742,90000.04751989963,999951.4780821208,2.3000929872502008e-191,0.005280000000000001
149877274.81320897,90000.04760989925,999951.3861869818,2.5019393737187974e-194,0.00529
149877046.78290975,90000.04769989887,999951.294291852,-1.176439869657501e-194,0.0053
149876818.7673888,90000.0477898985,999951.2023967315,3.1999730861591828e-195,0.0053100000000000005
149876590.76664504,90000.04787989812,999951.1105016201,-3.8217215168977797e-196,0.00532
149876362.7806775,90000.04796989774,999951.0186065179,-1.9243309070361503e-198,0.0053300000000000005
149876134.80948514,90000.04805989737,999950.926711425,3.03010158692445e-199,0.00534
149875906.85306695,90000.04814989697,999950.8348163412,-3.317850340821561e-199,0.005350000000000001
149875678.9114219,90000.04823989658,999950.7429212666,-2.256056004049588e-199,0.00536
149875450.984549,90000.04832989619,999950.6510262012,-2.262760289737973e-199,0.005370000000000001
149875223.07244718,90000.0484198958,999950.559131145,-2.3191720822288896e-199,0.00538
149874995.1751155,90000.04850989541,999950.467236098,-2.258226109608901e-199,0.005390000000000001
149874767.2925529,90000.04859989502,999950.3753410602,-2.320788805847342e-199,0.0054
149874539.42475834,90000.04868989463,999950.2834460316,-2.282542742042363e-199,0.005410000000000001
149874311.57173085,90000.04877989423,999950.1915510122,-2.33386411325401e-199,0.00542
149874083.7334694,90000.04886989384,999950.099656002,-2.264811433111879e-199,0.005430000000000001
149873855.90997297,90000.04895989345,999950.007761001,-2.300261310278639e-199,0.00544
149873628.10124052,90000.04904989306,999949.9158660092,-2.353037277275708e-199,0.005450000000000001
149873400.30727106,90000.04913989267,999949.8239710266,-2.234471633714148e-199,0.0054600000000000004
149873172.52806357,90000.04922989228,999949.7320760532,-2.338539849762134e-199,0.00547
149872944.76361704,90000.04931989188,999949.6401810889,-2.2569129399484386e-199,0.0054800000000000005
149872717.01393044,90000.0494098915,999949.5482861339,-2.335270424379067e-199,0.00549
149872489.27900276,90000.0494998911,999949.4563911881,-2.2713856405553954e-199,0.0055000000000000005
149872261.55883297,90000.04958989071,999949.3644962515,-2.324548033362615e-199,0.00551
149872033.85342008,90000.04967989032,999949.272601324,-2.3040599603081154e-199,0.005520000000000001
149871806.16276306,90000.04976988993,999949.1807064058,-2.28395768574922e-199,0.00553
149871578.4868609,90000.04985988954,999949.0888114967,-2.2718409864772836e-199,0.005540000000000001
149871350.8257126,90000.04994988913,999948.9969165969,-2.290978469536612e-199,0.00555
149871123.17931712,90000.05003988872,999948.9050217062,-2.2835185042132015e-199,0.005560000000000001
149870895.54767343,90000.05012988832,999948.8131268248,-2.362395165357275e-199,0.00557
149870667.93078056,90000.05021988791,999948.7212319525,-2.260669943028879e-199,0.005580000000000001
149870440.32863745,90000.0503098875,999948.6293370895,-2.314297737714942e-199,0.00559
149870212.74124312,90000.0503998871,999948.5374422356,-2.255089807633181e-199,0.005600000000000001
149869985.16859654,90000.0504898867,999948.445547391,-2.341381333721181e-199,0.00561
149869757.6106967,90000.05057988629,999948.3536525555,-2.2312919708850324e-199,0.005620000000000001
149869530.06754258,90000.05066988588,999948.2617577292,-2.34090528139047e-199,0.0056300000000000005
149869302.53913316,90000.05075988547,999948.1698629122,-2.3223355326506536e-199,0.00564
149869075.02546743,90000.05084988507,999948.0779681043,-2.248507866585143e-199,0.0056500000000000005
149868847.52654436,90000.05093988466,999947.9860733056,-2.333019243978907e-199,0.00566
149868620.04236296,90000.05102988426,999947.8941785162,-2.336331647224658e-199,0.0056700000000000006
149868392.5729222,90000.05111988385,999947.8022837361,-2.2368608343018e-199,0.00568
149868165.11822107,90000.05120988344,999947.7103889651,-2.2578676941054507e-199,0.005690000000000001
149867937.67825857,90000.05129988304,999947.6184942033,-2.3129938941754647e-199,0.0057
149867710.25303367,90000.05138988263,999947.5265994507,-2.3008387880344894e-199,0.005710000000000001
149867482.84254536,90000.05147988223,999947.4347047074,-2.3236983909951265e-199,0.00572
149867255.44679263,90000.05156988182,999947.3428099732,-2.236446129535676e-199,0.005730000000000001
149867028.06577444,90000.05165988141,999947.2509152482,-2.3456243663898477e-199,0.00574
149866800.6994898,90000.051749881,999947.1590205324,-2.3037060785557844e-199,0.005750000000000001
149866573.3479377,90000.05183988057,999947.0671258258,-2.2569346711870784e-199,0.00576
149866346.01111713,90000.05192988015,999946.9752311284,-2.2765913503517435e-199,0.005770000000000001
149866118.68902704,90000.05201987973,999946.8833364402,-2.322344597624849e-199,0.00578
149865891.38166645,90000.05210987931,999946.7914417612,-2.27986601699807e-199,0.005790000000000001
149865664.08903432,90000.05219987889,999946.6995470914,-2.3321181666916737e-199,0.0058000000000000005
149865436.81112966,90000.05228987847,999946.6076524308,-9.60705669472336e-210,0.00581
149865209.54795146,90000.05237987805,999946.5157577794,1.0911799245718173e-204,0.0058200000000000005
149864982.29949868,90000.05246987763,999946.4238631371,-2.137688653668844e-204,0.00583
149864755.06577033,90000.05255987721,999946.3319685041,1.0608235140228617e-204,0.005840000000000001
149864527.84676537,90000.05264987679,999946.2400738803,1.3000266193016098e-208,0.00585
149864300.64248282,90000.05273987637,999946.1481792657,-1.2134837281213571e-208,0.005860000000000001
149864073.45292163,90000.05282987595,999946.0562846602,5.803767244655265e-209,0.00587
149863846.27808082,90000.05291987552,999945.964390064,-1.124288880693896e-209,0.005880000000000001
149863619.11795938,90000.0530098751,999945.872495477,-1.2232949416441778e-212,0.00589
149863391.97255626,90000.05309987468,999945.7806008991,5.7431977365659184e-213,0.005900000000000001
149863164.8418705,90000.05318987426,999945.6887063305,-1.5600413773481103e-213,0.00591
149862937.725901,90000.05327987384,999945.596811771,1.8611061964573013e-214,0.005920000000000001
149862710.62464684,90000.05336987342,999945.5049172208,2.8930412779381563e-213,0.00593
149862483.53810695,90000.053459873,999945.4130226797,-2.8058146429830195e-213,0.005940000000000001
149862256.46628034,90000.05354987257,999945.3211281479,-1.759367521989005e-213,0.00595
149862029.409166,90000.05363987213,999945.2292336252,2.9180553957658522e-213,0.005960000000000001
149861802.3667629,90000.0537298717,999945.1373391118,-6.48314224139732e-214,0.0059700000000000005
149861575.33907005,90000.05381987126,999945.0454446075,-2.1131636671950027e-213,0.00598
149861348.32608643,90000.05390987083,999944.9535501124,1.9851931614746432e-213,0.0059900000000000005
149861121.327811,90000.05399987039,999944.8616556266,3.3654996065748677e-217,0.006
149860894.34424278,90000.05408986995,999944.7697611499,-4.9326805051536745e-217,0.006010000000000001
149860667.37538075,90000.05417986952,999944.6778666824,4.394331399581697e-217,0.00602
149860440.4212239,90000.05426986908,999944.5859722241,6.035281180918269e-218,0.006030000000000001
149860213.48177123,90000.05435986865,999944.494077775,1.2670145840826616e-217,0.00604
149859986.55702168,90000.05444986821,999944.4021833352,1.294262622147748e-217,0.006050000000000001
149859759.64697427,90000.05453986778,999944.3102889045,1.2048780804304332e-217,0.00606
149859532.75162798,90000.05462986734,999944.218394483,1.2356473972827152e-217,0.006070000000000001
149859305.8709818,90000.05471986691,999944.1265000707,1.2376733334701253e-217,0.00608
149859079.00503474,90000.05480986647,999944.0346056676,1.2444672721240566e-217,0.006090000000000001
149858852.1537858,90000.05489986604,999943.9427112737,1.2245378296970757e-217,0.0061
149858625.31723392,90000.0549898656,999943.850816889,1.2235235988433319e-217,0.006110000000000001
149858398.4953781,90000.05507986517,999943.7589225135,1.261862312005508e-217,0.0061200000000000004
149858171.68821734,90000.05516986473,999943.6670281471,1.6823579679450886e-218,0.006130000000000001
149857944.89575064,90000.0552598643,999943.57513379,-2.0717356033271338e-218,0.0061400000000000005
149857718.11797696,90000.05534986386,999943.4832394421,2.2345512087031692e-218,0.00615
149857491.35489532,90000.05543986341,999943.3913451034,-4.3235256499397356e-219,0.0061600000000000005
149857264.60650468,90000.05552986296,999943.2994507739,4.685387992057349e-218,0.00617
149857037.87280405,90000.05561986251,999943.2075564535,1.0010198328372226e-217,0.006180000000000001
149856811.15379238,90000.05570986206,999943.1156621424,1.2348761604213192e-217,0.00619
149856584.4494687,90000.05579986161,999943.0237678405,1.28536423539096e-217,0.006200000000000001
149856357.759832,90000.05588986116,999942.9318735477,1.229101502467809e-217,0.00621
149856131.08488125,90000.05597986071,999942.8399792642,1.252318136903792e-217,0.006220000000000001
149855904.42461544,90000.05606986026,999942.7480849898,1.2558790702627694e-217,0.00623
149855677.77903357,90000.05615985981,999942.6561907247,1.2293513988551296e-217,0.006240000000000001
149855451.14813462,90000.05624985936,999942.5642964687,1.2354126003692652e-217,0.00625
149855224.53191757,90000.05633985891,999942.472402222,1.2326496473720224e-217,0.006260000000000001
149854997.93038145,90000.05642985846,999942.3805079844,1.2187577152403536e-217,0.00627
149854771.3435252,90000.05651985802,999942.2886137561,1.26646739993161e-217,0.006280000000000001
149854544.77134785,90000.05660985757,999942.1967195369,1.2208001730719288e-217,0.0062900000000000005
149854318.21384835,90000.05669985712,999942.1048253269,1.250549012571448e-217,0.006300000000000001
149854091.67102572,90000.05678985667,999942.0129311262,1.2097038971339045e-217,0.0063100000000000005
149853865.14287895,90000.05687985622,999941.9210369346,1.2462626731950518e-217,0.00632
149853638.62940702,90000.05696985577,999941.8291427522,1.2324248707025692e-217,0.0063300000000000006
149853412.13060892,90000.05705985532,999941.737248579,1.238700073659142e-217,0.00634
149853185.64648363,90000.05714985487,999941.645354415,1.2339298308790596e-217,0.006350000000000001
149852959.17703015,90000.0572398544,999941.5534602603,1.2538605149927486e-217,0.00636
149852732.72224748,90000.05732985394,999941.4615661147,1.2076822495998195e-217,0.006370000000000001
149852506.2821346,90000.05741985347,999941.3696719783,1.2344121605231465e-217,0.00638
149852279.8566905,90000.05750985301,999941.2777778511,1.259191797859303e-217,0.006390000000000001
149852053.44591418,90000.05759985255,999941.1858837331,1.2119680613910897e-217,0.0064
149851827.0498046,90000.05768985208,999941.0939896243,4.7669533042495034e-228,0.006410000000000001
149851600.66836077,90000.05777985162,999941.0020955247,-5.2413408680901105e-223,0.00642
149851374.3015817,90000.05786985115,999940.9102014343,1.0842447315335105e-222,0.006430000000000001
149851147.94946638,90000.05795985069,999940.8183073531,-5.492072638378622e-223,0.00644
