A,AL,ALL,B,BL,BLL,D,DL,DLL,I,IL,ILL,Time
1.92621121965782e-11,6.77260000691981e-09,5.789428566485331e-07,3.8389241432422664e-07,1.4395734413280368e-07,1.350427479637849e-08,8.270625413320837e-12,6.2029690348366795e-09,1.1630566854332866e-06,1.0121736797590139e-10,7.591289053015685e-08,1.4233408026013468e-05,1.67
1.9253202612112824e-11,6.769467384785161e-09,5.78675071330233e-07,3.837148468548573e-07,1.438907574375212e-07,1.3498028490618045e-08,8.321121837491318e-12,6.240841352976329e-09,1.1701577450884709e-06,1.0117055813207116e-10,7.587778321562333e-08,1.4226825524988528e-05,1.68
1.9244297294068758e-11,6.766336262570461e-09,5.784074142074916e-07,3.835373644181414e-07,1.4382420262810354e-07,1.349178517542421e-08,8.37159425695858e-12,6.278695667588556e-09,1.1772554290822606e-06,1.0112377052811167e-10,7.584269258082991e-08,1.4220246151341707e-05,1.69
1.9235396237185595e-11,6.763206638442852e-09,5.781398851259129e-07,3.833599669089107e-07,1.4375767966520238e-07,1.3485544847163851e-08,8.422042683127871e-12,6.316531987227295e-09,1.184349739018519e-06,1.0107700515474048e-10,7.580761861882843e-08,1.4213669903771913e-05,1.7
1.9226499436542206e-11,6.7600785106870205e-09,5.778724839409112e-07,3.83182654228793e-07,1.4369118851200837e-07,1.3479307502435972e-08,8.472467127399642e-12,6.3543503204428864e-09,1.191440676500435e-06,1.010302620025452e-10,7.577256132257185e-08,1.4207096780959343e-05,1.71
1.9217606887521445e-11,6.756951877692985e-09,5.776052105166921e-07,3.8300542628550534e-07,1.4362472913398744e-07,1.3473073138047591e-08,8.522867601169486e-12,6.392150675782023e-09,1.1985282431305135e-06,1.0098354106199752e-10,7.573752068492489e-08,1.4200526781567499e-05,1.72
1.9208718585778627e-11,6.75382673794516e-09,5.773380647253392e-07,3.82828282992222e-07,1.4355830149864462e-07,1.3466841750992156e-08,8.573244115828075e-12,6.429933061787712e-09,1.2056124405105681e-06,1.0093684232346574e-10,7.570249669867366e-08,1.4193959904244998e-05,1.73
1.9199834527213205e-11,6.750703090012548e-09,5.77071046445996e-07,3.8265122426700786e-07,1.4349190557531198e-07,1.3460613338430166e-08,8.623596682761122e-12,6.467697486999237e-09,1.212693270241715e-06,1.0089016577722635e-10,7.566748935653427e-08,1.41873961476272e-05,1.74
1.9190954707943456e-11,6.747580932539966e-09,5.768041555641345e-07,3.8247425003231083e-07,1.4342554133495932e-07,1.345438789767185e-08,8.673925313349328e-12,6.505443959952124e-09,1.219770733924365e-06,1.0084351141347366e-10,7.56324986511604e-08,1.4180835510337665e-05,1.75
1.9182079124283768e-11,6.7444602642401824e-09,5.765373919708976e-07,3.822973602145071e-07,1.4335920875002424e-07,1.3448165426161637e-08,8.724230018968343e-12,6.543172489178109e-09,1.2268448331582187e-06,1.0079687922232926e-10,7.559752457515027e-08,1.4174277990989449e-05,1.76
1.9173207772724317e-11,6.741341083886874e-09,5.762707555625114e-07,3.8212055474349384e-07,1.4329290779425985e-07,1.3441945921464248e-08,8.774510810988733e-12,6.580883083205119e-09,1.2339155695422627e-06,1.0075026919385e-10,7.556256712105287e-08,1.4167723588186278e-05,1.77
1.9164340649912824e-11,6.738223390308309e-09,5.760042462397598e-07,3.8194383355232427e-07,1.4322663844259843e-07,1.3435729381252206e-08,8.82476770077595e-12,6.618575750557242e-09,1.240982944674763e-06,1.0070368131803517e-10,7.552762628137335e-08,1.4161172300523587e-05,1.78
1.9155477752638286e-11,6.735107182381693e-09,5.757378639075109e-07,3.817671965768811e-07,1.4316040067102941e-07,1.3429515803294715e-08,8.875000699690297e-12,6.656250499754708e-09,1.2480469601532628e-06,1.0065711558483312e-10,7.549270204857807e-08,1.4154624126589463e-05,1.79
1.9146619077816318e-11,6.731992459028116e-09,5.754716084742954e-07,3.8159064375558337e-07,1.4309419445649002e-07,1.342330518544762e-08,8.925209819086914e-12,6.693907339313867e-09,1.2551076175745787e-06,1.0061057198414705e-10,7.545779441509898e-08,1.4148079064965476e-05,1.8
1.913776462247607e-11,6.728879219208003e-09,5.752054798519281e-07,3.814141750291243e-07,1.4302801977676708e-07,1.3417097525644468e-08,8.97539507031575e-12,6.731546277747185e-09,1.262164918534797e-06,1.0056405050584023e-10,7.542290337333763e-08,1.4141537114227439e-05,1.81
1.9128914383748495e-11,6.72576746191706e-09,5.749394779551684e-07,3.812377903402363e-07,1.429618766104094e-07,1.3410892821888482e-08,9.025556464721544e-12,6.7691673235632155e-09,1.2692188646292719e-06,1.0051755113974071e-10,7.538802891566868e-08,1.413499827294608e-05,1.82
1.9120068358855867e-11,6.722657186182625e-09,5.746736027014161e-07,3.810614896334807e-07,1.4289576493664911e-07,1.3404691072245361e-08,9.07569401364381e-12,6.806770485266591e-09,1.276269457452622e-06,1.0047107387564551e-10,7.53531710344432e-08,1.4128462539687638e-05,1.83
1.9111226545102316e-11,6.719548391060413e-09,5.7440785401044e-07,3.8088527285505866e-07,1.4282968473533112e-07,1.3398492274836851e-08,9.125807728416816e-12,6.844355771358018e-09,1.2833166985987298e-06,1.0042461870332421e-10,7.531832972199135e-08,1.4121929913014409e-05,1.84
1.9102388939865443e-11,6.7164410756315896e-09,5.741422318041337e-07,3.8070913995264273e-07,1.4276363598685002e-07,1.3392296427834964e-08,9.175897620369584e-12,6.881923190334259e-09,1.2903605896607383e-06,1.003781856125226e-10,7.528350497062506e-08,1.4115400391485229e-05,1.85
1.9093555540588738e-11,6.7133352390001535e-09,5.738767360062973e-07,3.805330908752255e-07,1.4269761867209358e-07,1.3386103529456815e-08,9.225963700825864e-12,6.919472750688129e-09,1.2974011322310502e-06,1.0033177459296554e-10,7.524869677264036e-08,1.4108873973655905e-05,1.86
1.9084726344774832e-11,6.710230880290603e-09,5.736113665424413e-07,3.803571255729838e-07,1.4263163277239224e-07,1.3379913577960001e-08,9.276005981104136e-12,6.957004460908487e-09,1.3044383279013265e-06,1.0028538563435958e-10,7.521390512031928e-08,1.4102350658079608e-05,1.87
1.9075901349979412e-11,6.70712799864582e-09,5.733461233396119e-07,3.801812439971573e-07,1.4256567826947345e-07,1.3373726571638435e-08,9.32602447251759e-12,6.994518329480225e-09,1.3114721782624846e-06,1.0023901872639548e-10,7.51791300059318e-08,1.4095830443307217e-05,1.8800000000000001
1.9067080553805808e-11,6.7040265932251974e-09,5.730810063262339e-07,3.8000544609994e-07,1.424997551454212e-07,1.3367542508818641e-08,9.376019186374127e-12,7.032014364884269e-09,1.3185026849046985e-06,1.0019267385875042e-10,7.514437142173749e-08,1.4089313327887633e-05,1.8900000000000001
1.9058263953900125e-11,6.700926663202953e-09,5.728160154319698e-07,3.7982973183438247e-07,1.424338633826397e-07,1.3361361387856432e-08,9.425990133976352e-12,7.069492575597572e-09,1.3255298494173963e-06,1.0014635102108976e-10,7.510962935998693e-08,1.408279931036805e-05,1.9000000000000001
1.9049451547946892e-11,6.6978282077666185e-09,5.725511505875937e-07,3.796541011543048e-07,1.4236800296382053e-07,1.3355183207133912e-08,9.475937326621562e-12,7.106952970093108e-09,1.332553673389261e-06,1.0010005020306905e-10,7.507490381292308e-08,1.4076288389294216e-05,1.9100000000000001
1.9040643333665136e-11,6.694731226115687e-09,5.722864117248788e-07,3.7947855401421825e-07,1.4230217387191363e-07,1.3349007965056817e-08,9.525860775601742e-12,7.144395556839869e-09,1.3395741584082283e-06,1.0005377139433528e-10,7.504019477278247e-08,1.4069780563210654e-05,1.92
1.9031839308804898e-11,6.691635717460401e-09,5.72021798776496e-07,3.793030903692551e-07,1.4223637609010098e-07,1.334283566005212e-08,9.575760492203581e-12,7.181820344302866e-09,1.3465913060614876e-06,1.0000751458452843e-10,7.50055022317962e-08,1.4063275830660854e-05,1.93
1.9023039471144098e-11,6.688541681020667e-09,5.717573116759238e-07,3.7912771017510605e-07,1.4217060960177328e-07,1.3336666290565881e-08,9.625636487708434e-12,7.219227340943117e-09,1.3536051179354806e-06,9.99612797632828e-11,7.497082618219094e-08,1.4056774190187465e-05,1.94
1.9014243818485753e-11,6.685449116025087e-09,5.714929503573661e-07,3.7895241338796434e-07,1.4210487439050877e-07,1.3330499855061338e-08,9.675488773392347e-12,7.2566165552176595e-09,1.360615595615901e-06,9.991506692022799e-11,7.49361666161898e-08,1.4050275640332446e-05,1.95
1.900545234865541e-11,6.6823580217100755e-09,5.712287147556803e-07,3.787771999644745e-07,1.420391704400547e-07,1.3324336352017174e-08,9.725317360526043e-12,7.293987995579532e-09,1.3676227406876941e-06,9.986887604498985e-11,7.490152352601297e-08,1.4043780179637214e-05,1.96
1.899666505949894e-11,6.679268397319098e-09,5.709646048063126e-07,3.786020698616879e-07,1.419734977343101e-07,1.3318175779925986e-08,9.775122260374925e-12,7.3313416704777884e-09,1.3746265547350574e-06,9.982270712719162e-11,7.486689690387858e-08,1.4037287806642775e-05,1.97
1.89878819488805e-11,6.676180242101951e-09,5.707006204452385e-07,3.7842702303702236e-07,1.4190785625731096e-07,1.3312018137292898e-08,9.82490348419907e-12,7.368677588357487e-09,1.3816270393414392e-06,9.977656015645449e-11,7.483228674200316e-08,1.4030798519889835e-05,1.98
1.8979103014680728e-11,6.673093555314156e-09,5.704367616089114e-07,3.7825205944822564e-07,1.4184224599321667e-07,1.3305863422634331e-08,9.874661043253233e-12,7.405995757659693e-09,1.3886241960895392e-06,9.973043512239843e-11,7.479769303260229e-08,1.4024312317918907e-05,1.99
1.8970328254795125e-11,6.670008336216383e-09,5.701730282342155e-07,3.78077179053343e-07,1.4177666692629773e-07,1.3299711634476892e-08,9.924394948786845e-12,7.443296186821481e-09,1.3956180265613086e-06,9.968433201464285e-11,7.476311576789102e-08,1.4017829199270402e-05,2.0
1.896155766713261e-11,6.6669245840739535e-09,5.699094202584237e-07,3.779023818106885e-07,1.4171111904092508e-07,1.329356277135637e-08,9.97410521204401e-12,7.480578884275928e-09,1.4026085323379498e-06,9.963825082280708e-11,7.472855494008432e-08,1.401134916248471e-05,2.0100000000000002
1.8952791249614098e-11,6.663842298156355e-09,5.696459376191574e-07,3.777276676788164e-07,1.4164560232155955e-07,1.32874168318168e-08,1.0023791844263505e-11,7.517843858452116e-09,1.409595714999916e-06,9.959219153651102e-11,7.469401054139755e-08,1.4004872206102287e-05,2.02
1.8944029000171634e-11,6.660761477736931e-09,5.693825802543601e-07,3.7755303661650366e-07,1.4158011675274502e-07,1.3281273814409818e-08,1.0073454856678793e-11,7.555091117775143e-09,1.4165795761269124e-06,9.954615414537549e-11,7.46594825640467e-08,1.3998398328663697e-05,2.0300000000000002
1.893527091674717e-11,6.657682122092472e-09,5.69119348102264e-07,3.7737848858272614e-07,1.415146623190998e-07,1.32751337176939e-08,1.0123094260518003e-11,7.592320670666107e-09,1.4235601172978948e-06,9.950013863902265e-11,7.462497100024869e-08,1.3991927528709688e-05,2.04
1.89265169972916e-11,6.654604230502854e-09,5.688562411013593e-07,3.772040235366377e-07,1.4144923900530884e-07,1.32689965402336e-08,1.0172710067003946e-11,7.629532525542112e-09,1.4305373400910711e-06,9.945414500707639e-11,7.459047584222178e-08,1.3985459804781241e-05,2.05
1.891776723976386e-11,6.651527802250763e-09,5.685932591903715e-07,3.7702964143755435e-07,1.4138384679611744e-07,1.3262862280599043e-08,1.022230228735411e-11,7.666726690816283e-09,1.437511246083901e-06,9.940817323916278e-11,7.45559970821858e-08,1.3978995155419627e-05,2.06
1.890902164213031e-11,6.648452836621447e-09,5.683304023082404e-07,3.768553422449398e-07,1.413184856763264e-07,1.3256730937365404e-08,1.0271870932780665e-11,7.703903174897735e-09,1.4444818368530948e-06,9.936222332491019e-11,7.452153471236225e-08,1.397253357916644e-05,2.07
1.8900280202364025e-11,6.645379332902498e-09,5.680676703941021e-07,3.766811259183928e-07,1.4125315563078674e-07,1.3250602509112504e-08,1.0321416014490454e-11,7.741061986191614e-09,1.4514491139746164e-06,9.931629525394966e-11,7.448708872497465e-08,1.396607507456364e-05,2.08
1.889154291844422e-11,6.642307290383625e-09,5.678050633872707e-07,3.7650699241763443e-07,1.411878566443955e-07,1.3244476994424354e-08,1.0370937543685013e-11,7.77820313309906e-09,1.45841307902368e-06,9.927038901591507e-11,7.445265911224861e-08,1.3959619640153576e-05,2.09
1.888280978835565e-11,6.639236708356479e-09,5.675425812272216e-07,3.763329417024975e-07,1.41122588702091e-07,1.3238354391888799e-08,1.0420435531560553e-11,7.81532662401724e-09,1.4653737335747543e-06,9.922450460044337e-11,7.441824586641204e-08,1.395316727447903e-05,2.1
1.8874080810088155e-11,6.636167586114462e-09,5.672802238535785e-07,3.7615897373291536e-07,1.4105735178884993e-07,1.3232234700097145e-08,1.0469909989307977e-11,7.852432467339323e-09,1.4723310792015587e-06,9.917864199717487e-11,7.43838489796953e-08,1.3946717976083244e-05,2.11
1.886535598163624e-11,6.6330999229526045e-09,5.67017991206101e-07,3.7598508846891584e-07,1.4099214588968354e-07,1.322611791764394e-08,1.0519360928112868e-11,7.889520671454503e-09,1.479285117477067e-06,9.91328011957533e-11,7.434946844433139e-08,1.3940271743509936e-05,2.12
1.8856635300998707e-11,6.630033718167431e-09,5.667558832246739e-07,3.7581128587061215e-07,1.4092697098963536e-07,1.322000404312666e-08,1.05687883591555e-11,7.926591244747984e-09,1.4862358499735047e-06,9.908698218582594e-11,7.431510425255584e-08,1.3933828575303321e-05,2.13
1.884791876617826e-11,6.626968971056821e-09,5.664938998492959e-07,3.756375658981958e-07,1.4086182707377817e-07,1.3213893075145485e-08,1.0618192293610845e-11,7.963644195600992e-09,1.493183278262352e-06,9.904118495704381e-11,7.428075639660709e-08,1.3927388470008142e-05,2.14
1.883920637518121e-11,6.623905680919907e-09,5.662320410200711e-07,3.7546392851193026e-07,1.407967141272117e-07,1.320778501230307e-08,1.0667572742648553e-11,8.00067953239077e-09,1.5001274039143414e-06,9.899540949906182e-11,7.42464248687264e-08,1.3920951426169681e-05,2.15
1.8830498126017187e-11,6.62084384705698e-09,5.65970306677201e-07,3.7529037367214563e-07,1.4073163213506047e-07,1.3201679853204358e-08,1.0716929717432984e-11,8.037697263490584e-09,1.507068228499461e-06,9.894965580153887e-11,7.421210966115808e-08,1.391451744233377e-05,2.16
1.882179401669892e-11,6.6177834687694045e-09,5.657086967609769e-07,3.751169013392337e-07,1.406665810824722e-07,1.319557759645643e-08,1.0766263229123184e-11,8.074697397269716e-09,1.514005753586951e-06,9.890392385413791e-11,7.41778107661494e-08,1.3908086517046814e-05,2.17
1.881309404524197e-11,6.614724545359538e-09,5.654472112117741e-07,3.7494351147364327e-07,1.4060156095461592e-07,1.3189478240668323e-08,1.0815573288872904e-11,8.111679942093485e-09,1.5209399807453086e-06,9.885821364652599e-11,7.414352817595075e-08,1.3901658648855797e-05,2.18
1.880439820966459e-11,6.611667076130665e-09,5.651858499700457e-07,3.7477020403587646e-07,1.4053657173668045e-07,1.3183381784450916e-08,1.0864859907830592e-11,8.148644906323225e-09,1.5278709115422835e-06,9.881252516837442e-11,7.410926188281571e-08,1.38952338363083e-05,2.19
1.8795706507987475e-11,6.608611060386932e-09,5.649246129763173e-07,3.745969789864848e-07,1.4047161341387334e-07,1.3177288226416796e-08,1.0914123097139404e-11,8.1855922983163e-09,1.5347985475448823e-06,9.876685840935886e-11,7.407501187900105e-08,1.3888812077952499e-05,2.2
1.8787018938233657e-11,6.605556497433292e-09,5.64663500171183e-07,3.7442383628606603e-07,1.4040668597141928e-07,1.3171197565180152e-08,1.0963362867937191e-11,8.222522126426105e-09,1.5417228903193657e-06,9.872121335915924e-11,7.404077815676682e-08,1.3882393372337186e-05,2.21
1.8778335498428325e-11,6.602503386575458e-09,5.644025114953003e-07,3.7425077589526143e-07,1.4034178939455925e-07,1.3165109799356673e-08,1.1012579231356527e-11,8.259434399002062e-09,1.5486439414312515e-06,9.867559000745996e-11,7.400656070837634e-08,1.3875977718011772e-05,2.22
1.8769656186598726e-11,6.599451727119851e-09,5.641416468893871e-07,3.74077797774753e-07,1.4027692366854957e-07,1.3159024927563462e-08,1.1061772198524682e-11,8.296329124389631e-09,1.5555617024453119e-06,9.862998834394989e-11,7.397235952609636e-08,1.3869565113526292e-05,2.23
1.876098100077402e-11,6.596401518373566e-09,5.638809062942177e-07,3.739049018852613e-07,1.4021208877866088e-07,1.3152942948418953e-08,1.1110941780563652e-11,8.333206310930304e-09,1.5624761749255775e-06,9.858440835832236e-11,7.393817460219692e-08,1.3863155557431415e-05,2.24
1.8752309938985202e-11,6.593352759644337e-09,5.636202896506205e-07,3.7373208818754337e-07,1.4014728471017748e-07,1.3146863860542843e-08,1.1160087988590127e-11,8.370065966961602e-09,1.5693873604353335e-06,9.853885004027525e-11,7.390400592895147e-08,1.3856749048278448e-05,2.25
1.874364299926498e-11,6.590305450240497e-09,5.633597968994747e-07,3.7355935664239043e-07,1.400825114483966e-07,1.314078766255603e-08,1.1209210833715534e-11,8.406908100817092e-09,1.5762952605371241e-06,9.849331337951113e-11,7.386985349863695e-08,1.3850345584619343e-05,2.2600000000000002
1.8734980179647714e-11,6.5872595894709575e-09,5.630994279817084e-07,3.7338670721062687e-07,1.400177689786278e-07,1.3134714353080555e-08,1.125831032704601e-11,8.443732720826378e-09,1.5831998767927495e-06,9.844779836573703e-11,7.383571730353372e-08,1.3843945165006697e-05,2.27
1.8726321478169342e-11,6.584215176645175e-09,5.62839182838296e-07,3.7321413985310853e-07,1.3995305728619232e-07,1.312864393073954e-08,1.1307386479682418e-11,8.480539835315107e-09,1.5901012107632686e-06,9.840230498866469e-11,7.380159733592561e-08,1.3837547787993756e-05,2.2800000000000002
1.87176668928673e-11,6.581172211073138e-09,5.625790614102564e-07,3.7304165453072107e-07,1.398883763564227e-07,1.3122576394157167e-08,1.1356439302720338e-11,8.517329452604965e-09,1.5969992640089974e-06,9.835683323801054e-11,7.376749358809997e-08,1.3831153452134427e-05,2.29
1.8709016421780464e-11,6.578130692065333e-09,5.623190636386515e-07,3.72869251204379e-07,1.3982372617466228e-07,1.3116511741958605e-08,1.1405468807250082e-11,8.554101581013688e-09,1.6038940380895112e-06,9.831138310349563e-11,7.373340605234762e-08,1.3824762155983272e-05,2.3000000000000003
1.870037006294911e-11,6.575090618932739e-09,5.620591894645843e-07,3.7269692983502475e-07,1.3975910672626475e-07,1.3110449972770006e-08,1.1454475004356686e-11,8.590856228855049e-09,1.6107855345636434e-06,9.826595457484575e-11,7.369933472096293e-08,1.3818373898095514e-05,2.31
1.8691727814414848e-11,6.572051990986802e-09,5.617994388291977e-07,3.7252469038362733e-07,1.396945179965939e-07,1.3104391085218441e-08,1.1503457905119925e-11,8.62759340443888e-09,1.6176737549894866e-06,9.822054764179144e-11,7.366527958624385e-08,1.381198867702704e-05,2.32
1.868308967422058e-11,6.569014807539418e-09,5.615398116736731e-07,3.723525328111817e-07,1.396299599710231e-07,1.309833507793189e-08,1.1552417520614303e-11,8.66431311607106e-09,1.6245587009243935e-06,9.817516229406793e-11,7.363124064049183e-08,1.3805606491334399e-05,2.33
1.867445564041048e-11,6.565979067902932e-09,5.612803079392296e-07,3.7218045707870795e-07,1.395654326349353e-07,1.3092281949539218e-08,1.1601353861909057e-11,8.701015372053517e-09,1.6314403739249754e-06,9.81297985214152e-11,7.359721787601185e-08,1.3799227339574814e-05,2.34
1.866582571102994e-11,6.562944771390113e-09,5.610209275671226e-07,3.7200846314725063e-07,1.3950093597372245e-07,1.3086231698670128e-08,1.1650266940068169e-11,8.737700180684238e-09,1.6383187755471048e-06,9.808445631357799e-11,7.356321128511253e-08,1.3792851220306172e-05,2.35
1.865719988412554e-11,6.559911917314147e-09,5.607616704986429e-07,3.7183655097787816e-07,1.3943646997278548e-07,1.3080184323955168e-08,1.1699156766150356e-11,8.774367550257258e-09,1.6451939073459134e-06,9.803913566030585e-11,7.352922086010604e-08,1.3786478132087032e-05,2.36
1.864857815774504e-11,6.556880504988633e-09,5.605025366751162e-07,3.716647205316821e-07,1.393720346175341e-07,1.3074139824025691e-08,1.1748023351209079e-11,8.811017489062678e-09,1.6520657708757952e-06,9.799383655135307e-11,7.349524659330814e-08,1.3780108073476622e-05,2.37
1.8639960529937327e-11,6.553850533727568e-09,5.602435260379025e-07,3.714929717697769e-07,1.393076298933864e-07,1.3068098197513854e-08,1.179686670629255e-11,8.847650005386652e-09,1.658934367690404e-06,9.794855897647875e-11,7.346128847703814e-08,1.3773741043034848e-05,2.38
1.8631346998752408e-11,6.5508220028453406e-09,5.599846385283946e-07,3.71321304653299e-07,1.3924325578576898e-07,1.3062059443052584e-08,1.1845686842443729e-11,8.8842651075114e-09,1.6657996993426562e-06,9.790330292544673e-11,7.342734650361896e-08,1.3767377039322283e-05,2.39
1.8622737562241392e-11,6.547794911656721e-09,5.597258740880186e-07,3.711497191434069e-07,1.391789122801165e-07,1.3056023559275583e-08,1.1894483770700317e-11,8.9208628037152e-09,1.672661767384729e-06,9.785806838802572e-11,7.339342066537715e-08,1.376101606090018e-05,2.4
1.861413221845646e-11,6.544769259476864e-09,5.594672326582325e-07,3.7097821520128074e-07,1.3911459936187173e-07,1.3049990544817297e-08,1.194325750209478e-11,8.9574431022724e-09,1.6795205733680625e-06,9.781285535398917e-11,7.335951095464284e-08,1.3754658106330464e-05,2.41
1.8605530965450856e-11,6.54174504562129e-09,5.59208714180526e-07,3.708067927881217e-07,1.3905031701648543e-07,1.3043960398312927e-08,1.1992008047654332e-11,8.994006011453412e-09,1.6863761188433588e-06,9.77676638131154e-11,7.332561736374977e-08,1.3748303174175739e-05,2.42
1.8596933801278876e-11,6.538722269405894e-09,5.589503185964206e-07,3.7063545186515183e-07,1.3898606522941612e-07,1.3037933118398392e-08,1.2040735418400952e-11,9.03055153952472e-09,1.6932284053605836e-06,9.772249375518749e-11,7.329173988503525e-08,1.3741951262999282e-05,2.43
1.858834072399584e-11,6.535700930146932e-09,5.586920458474685e-07,3.704641923936138e-07,1.3892184398613012e-07,1.3031908703710348e-08,1.208943962535137e-11,9.06707969474887e-09,1.7000774344689648e-06,9.767734516999336e-11,7.325787851084026e-08,1.373560237136505e-05,2.44
1.8579751731658113e-11,6.532681027161016e-09,5.584338958752524e-07,3.7029301433477065e-07,1.3885765327210134e-07,1.3025887152886159e-08,1.2138120679517089e-11,9.103590485384493e-09,1.7069232077169949e-06,9.763221804732572e-11,7.322403323350938e-08,1.3729256497837674e-05,2.45
1.8571166822323047e-11,6.529662559765115e-09,5.581758686213853e-07,3.7012191764990593e-07,1.3879349307281122e-07,1.3019868464563895e-08,1.2186778591904369e-11,9.140083919686281e-09,1.7137657266524292e-06,9.758711237698213e-11,7.319020404539074e-08,1.3722913640982463e-05,2.46
1.856258599404901e-11,6.526645527276552e-09,5.579179640275105e-07,3.6995090230032267e-07,1.3872936337374883e-07,1.301385263738233e-08,1.2235413373514252e-11,9.176560005905013e-09,1.7206049928222886e-06,9.754202814876493e-11,7.315639093883615e-08,1.3716573799365405e-05,2.47
1.855400924489535e-11,6.523629929012996e-09,5.57660182035301e-07,3.6977996824734395e-07,1.386652641604105e-07,1.3007839669980932e-08,1.2284025035342526e-11,9.213018752287535e-09,1.7274410077728572e-06,9.749696535248134e-11,7.312259390620102e-08,1.3710236971553165e-05,2.48
1.854543657292243e-11,6.520615764292465e-09,5.574025225864591e-07,3.6960911545231253e-07,1.3860119541830005e-07,1.3001829560999867e-08,1.2332613588379779e-11,9.249460167076786e-09,1.7342737730496852e-06,9.745192397794332e-11,7.308881293984438e-08,1.3703903156113083e-05,2.49
1.8536867976191557e-11,6.517603032433318e-09,5.571449856227169e-07,3.6943834387659067e-07,1.3853715713292857e-07,1.2995822309079975e-08,1.2381179043611357e-11,9.285884258511773e-09,1.7411032901975872e-06,9.74069040149677e-11,7.305504803212882e-08,1.369757235161318e-05,2.5
1.8528303452765023e-11,6.514591732754258e-09,5.568875710858351e-07,3.6926765348155997e-07,1.3847314928981434e-07,1.298981791286278e-08,1.2429721412017387e-11,9.322291034827597e-09,1.7479295607606444e-06,9.736190545337615e-11,7.302129917542062e-08,1.3691244556622156e-05,2.5100000000000002
1.8519743000706107e-11,6.511581864574327e-09,5.566302789176038e-07,3.690970442286213e-07,1.3840917187448303e-07,1.2983816370990486e-08,1.2478240704572784e-11,9.358680504255441e-09,1.7547525862822029e-06,9.73169282829951e-11,7.298756636208962e-08,1.3684919769709383e-05,2.52
1.8511186618079014e-11,6.508573427212904e-09,5.563731090598419e-07,3.689265160791947e-07,1.3834522487246737e-07,1.2977817682105973e-08,1.252673693224724e-11,9.39505267502257e-09,1.761572368304876e-06,9.727197249365584e-11,7.295384958450933e-08,1.3678597989444918e-05,2.5300000000000002
1.8502634302948928e-11,6.505566419989702e-09,5.56116061454397e-07,3.6875606899471923e-07,1.3828130826930724e-07,1.2971821844852775e-08,1.2575210106005224e-11,9.431407555352344e-09,1.7683889083705433e-06,9.722703807519451e-11,7.292014883505684e-08,1.3672279214399491e-05,2.54
1.8494086053381977e-11,6.5025608422247746e-09,5.558591360431449e-07,3.68585702936653e-07,1.3821742205054973e-07,1.2965828857875114e-08,1.2623660236806016e-11,9.467745153464216e-09,1.7752022080203518e-06,9.718212501745199e-11,7.288646410611283e-08,1.3665963443144509e-05,2.5500000000000003
1.848554186744525e-11,6.499556693238504e-09,5.556023327679907e-07,3.6841541786647305e-07,1.3815356620174892e-07,1.2959838719817863e-08,1.267208733560366e-11,9.50406547757372e-09,1.782012268794715e-06,9.713723331027399e-11,7.285279539006163e-08,1.365965067425206e-05,2.56
1.8477001743206766e-11,6.496553972351606e-09,5.553456515708671e-07,3.6824521374567516e-07,1.3808974070846598e-07,1.2953851429326562e-08,1.2720491413347008e-11,9.5403685358925e-09,1.7888190922333152e-06,9.709236294351112e-11,7.281914267929117e-08,1.3653340906294907e-05,2.57
1.846846567873549e-11,6.493552678885127e-09,5.550890923937353e-07,3.68075090535774e-07,1.3802594555626918e-07,1.294786698504741e-08,1.2768872480979707e-11,9.576654336628286e-09,1.7956226798751026e-06,9.704751390701876e-11,7.278550596619302e-08,1.3647034137846492e-05,2.58
1.8459933672101328e-11,6.490552812160442e-09,5.54832655178585e-07,3.679050481983029e-07,1.379621807307337e-07,1.2941885385627265e-08,1.2817230549440194e-11,9.612922887984909e-09,1.8024230332582948e-06,9.700268619065707e-11,7.275188524316232e-08,1.3640730367480931e-05,2.59
1.8451405721375128e-11,6.487554371499262e-09,5.545763398674336e-07,3.677350866948138e-07,1.3789844621744184e-07,1.2935906629713639e-08,1.2865565629661717e-11,9.649174198162303e-09,1.8092201539203796e-06,9.695787978429103e-11,7.27182805025978e-08,1.3634429593773017e-05,2.6
1.844288182462866e-11,6.484557356223617e-09,5.543201464023268e-07,3.6756520598687737e-07,1.378347420019828e-07,1.29299307159547e-08,1.2913877732572312e-11,9.685408275356496e-09,1.8160140433981125e-06,9.691309467779047e-11,7.268469173690185e-08,1.3628131815298223e-05,2.61
1.843436197993463e-11,6.48156176565587e-09,5.540640747253384e-07,3.673954060360827e-07,1.3777106806995275e-07,1.2923957642999269e-08,1.2962166869094838e-11,9.721625127759628e-09,1.8228047032275202e-06,9.686833086103001e-11,7.265111893848049e-08,1.3621837030632696e-05,2.62
1.8425846185366685e-11,6.478567599118709e-09,5.538081247785696e-07,3.6722568680403756e-07,1.3770742440695482e-07,1.2917987409496817e-08,1.3010433050146943e-11,9.757824763559944e-09,1.8295921349438974e-06,9.682358832388908e-11,7.261756209974326e-08,1.3615545238353259e-05,2.63
1.8417334438999384e-11,6.475574855935149e-09,5.5355229650415e-07,3.670560482523682e-07,1.3764381099859907e-07,1.2912020014097467e-08,1.3058676286641099e-11,9.794007190941792e-09,1.8363763400818103e-06,9.677886705625187e-11,7.258402121310336e-08,1.360925643703741e-05,2.64
