A,AL,ALL,B,BL,BLL,D,DL,DLL,I,IL,ILL,Time
1.9892883884639217e-11,6.994351042783662e-09,5.978947749920129e-07,3.964642285829824e-07,1.4867154082601128e-07,1.3946398742612627e-08,4.727753332471797e-12,3.5458149727146974e-09,6.64840298407523e-07,1.0449933519363569e-10,7.837433732142056e-08,1.4694917946165721e-05,0.98
1.9883084643822682e-11,6.990908665212453e-09,5.976009272822818e-07,3.9626887035615816e-07,1.4859829895491214e-07,1.3939538721463022e-08,4.7799328564441395e-12,3.5849496157749513e-09,6.721780439956253e-07,1.0445120055000277e-10,7.833823890103056e-08,1.4688149920315685e-05,0.99
1.9873351538407622e-11,6.9874892231316546e-09,5.97308996762162e-07,3.9607483645385353e-07,1.48525552003712e-07,1.3932724023740176e-08,4.832087689649069e-12,3.6240657407524654e-09,6.795123174421516e-07,1.0440306425534357e-10,7.830213898261373e-08,1.4681381581890592e-05,1.0
1.9863678135740494e-11,6.98409048790288e-09,5.97018797440424e-07,3.9588199802289976e-07,1.4845325182961421e-07,1.3925950248216618e-08,4.884217831943695e-12,3.6631633475408212e-09,6.868431187272592e-07,1.0435492886491255e-10,7.826603950965441e-08,1.467461329858785e-05,1.01
1.985405867186429e-11,6.980710462561276e-09,5.96730162660022e-07,3.956902396048814e-07,1.4838135529443432e-07,1.3919213451184013e-08,4.936323284420588e-12,3.702242436960114e-09,6.941704480048144e-07,1.0430679666711966e-10,7.822994222269139e-08,1.466784539971002e-05,1.02
1.9844487980522778e-11,6.9773473572186655e-09,5.964429430453771e-07,3.9549945771401024e-07,1.4830982373325827e-07,1.3912510097878207e-08,4.988404049276011e-12,3.741303010658142e-09,7.014943055838683e-07,1.042586697118619e-10,7.819384868086513e-08,1.4661078180241317e-05,1.03
1.983496143251498e-11,6.973999568052594e-09,5.96157004748919e-07,3.95309559622327e-07,1.4823862250056385e-07,1.3905837020985837e-08,5.040460129697374e-12,3.7803450710259995e-09,7.088146919128304e-07,1.0421054983472447e-10,7.815776028032373e-08,1.4654311904329769e-05,1.04
1.9825474881058885e-11,6.970665658377264e-09,5.958722278713731e-07,3.9512046226527334e-07,1.4816772056131507e-07,1.3899191383262408e-08,5.092491529761823e-12,3.819368621122027e-09,7.161316075652108e-07,1.0416243867878395e-10,7.812167827080502e-08,1.4647546808424366e-05,1.05
1.9816024611709742e-11,6.967344341292481e-09,5.955885050137372e-07,3.9493209123849914e-07,1.4809709011614456e-07,1.3892570643266648e-08,5.144498254343298e-12,3.858373664602114e-09,7.234450532265522e-07,1.0411433771459393e-10,7.808560377083636e-08,1.4640783104150684e-05,1.06
1.9806607296982536e-11,6.964034463962347e-09,5.953057399652694e-07,3.9474437988889824e-07,1.480267062617421e-07,1.388597252431338e-08,5.196480309028323e-12,3.897360205656535e-09,7.307550296825886e-07,1.0406624825829339e-10,7.804953778150688e-08,1.4634020980916393e-05,1.07
1.9797219955796592e-11,6.960734993564632e-09,5.950238465309009e-07,3.945572685022382e-07,1.479565466873327e-07,1.3879394986725743e-08,5.248437700040731e-12,3.9363282489535115e-09,7.380615378086626e-07,1.0401817148779066e-10,7.801348119877594e-08,1.4627260608239897e-05,1.08
1.978785991736417e-11,6.9574450047797815e-09,5.947427474871375e-07,3.9437070357980735e-07,1.478865914044142e-07,1.387283620312789e-08,5.300370434174652e-12,3.975277799588953e-09,7.453645785603028e-07,1.0397010845717414e-10,7.797743482443299e-08,1.4620502137823796e-05,1.09
1.9778524788928252e-11,6.9541636686134976e-09,5.944623736492556e-07,3.9418463719216624e-07,1.4781682250530266e-07,1.3866294536371358e-08,5.3522785187346374e-12,4.01420886304155e-09,7.526641529648049e-07,1.039220601095868e-10,7.794139937588921e-08,1.4613745705407334e-05,1.1
1.9769212426837045e-11,6.950890242375337e-09,5.941826630349713e-07,3.9399902639973647e-07,1.4774722394665005e-07,1.3859768519744363e-08,5.404161961481982e-12,4.053121445132523e-09,7.599602621136844e-07,1.0387402728876923e-10,7.790537549495636e-08,1.4606991432427268e-05,1.11
1.9759920910590507e-11,6.9476240606870045e-09,5.93903560114042e-07,3.9381383273292367e-07,1.4767778135520523e-07,1.3853256839214552e-08,5.456020770586555e-12,4.0920155519894954e-09,7.672529071559036e-07,1.0382601074941656e-10,7.78693637557237e-08,1.4600239427508077e-05,1.12
1.9750648519576644e-11,6.944364527422499e-09,5.936250151356372e-07,3.936290217261187e-07,1.4760848185370532e-07,1.384675831751209e-08,5.507854954583625e-12,4.1308911900141184e-09,7.745420892918017e-07,1.0377801116646216e-10,7.783336467161849e-08,1.4593489787797726e-05,1.1300000000000001
1.9741393712237547e-11,6.9411111084900906e-09,5.933469835259613e-07,3.9344456250036945e-07,1.475393139049515e-07,1.3840271899875143e-08,5.5596645223352004e-12,4.169748365853077e-09,7.818278097676588e-07,1.037300291433916e-10,7.779737870172921e-08,1.458674260016393e-05,1.1400000000000001
1.9732155107414006e-11,6.937863325369046e-09,5.930694253488656e-07,3.932604273896924e-07,1.474702671721898e-07,1.3833796641285957e-08,5.611449482995407e-12,4.208587086372126e-09,7.891100698708273e-07,1.0368206521968729e-10,7.77614062564674e-08,1.4579997942265317e-05,1.1500000000000001
1.9722931468401484e-11,6.934620749585742e-09,5.927923048448549e-07,3.930765916216958e-07,1.4740133239978372e-07,1.3827331695562027e-08,5.663209845980897e-12,4.2474073586339e-09,7.96388870925572e-07,1.0363411987719105e-10,7.772544770240662e-08,1.457325588346691e-05,1.16
1.971372168700348e-11,6.931382997188873e-09,5.925155899700195e-07,3.928930329981502e-07,1.4733250129386781e-07,1.3820876304445479e-08,5.7149456209412645e-12,4.2862091898757196e-09,8.036642142889103e-07,1.0358619354646784e-10,7.768950336712242e-08,1.456651648575576e-05,1.17
1.970452476905837e-11,6.928149723735139e-09,5.922392519775683e-07,3.927097316050744e-07,1.4726376641402863e-07,1.3814429787700612e-08,5.766656817732174e-12,4.324992587489449e-09,8.109361013468334e-07,1.0353828661258139e-10,7.765357354358486e-08,1.455977980457198e-05,1.18
1.969533982341418e-11,6.924920620469482e-09,5.919632650990531e-07,3.925266695918876e-07,1.4719512109079e-07,1.3807991535570456e-08,5.818343446394906e-12,4.363757559006156e-09,8.182045335114316e-07,1.0349039941949396e-10,7.761765849350463e-08,1.4553045889441792e-05,1.19
1.9686166052041214e-11,6.921695410899585e-09,5.916876062584947e-07,3.923438309733546e-07,1.4712655935161524e-07,1.3801561002011908e-08,5.8700055171380205e-12,4.402504112082348e-09,8.254695122183139e-07,1.0344253227401192e-10,7.758175845033392e-08,1.4546314784545246e-05,1.2
1.96770027404469e-11,6.918473847475021e-09,5.914122547952435e-07,3.9216120143758384e-07,1.4705807584917065e-07,1.3795137698137607e-08,5.921643040319551e-12,4.441232254486634e-09,8.327310389241067e-07,1.0339468544961082e-10,7.754587362217555e-08,1.4539586529266584e-05,1.21
1.966784924851246e-11,6.9152557084125615e-09,5.911371921990379e-07,3.9197876816247487e-07,1.469896657927452e-07,1.3788721185946417e-08,5.97325602643001e-12,4.4799419940869754e-09,8.399891151040638e-07,1.0334685919009222e-10,7.751000419456402e-08,1.4532861158720399e-05,1.22
1.9658705002404677e-11,6.9120407948939885e-09,5.90862401876148e-07,3.917965196537035e-07,1.4692132488771785e-07,1.378231107278949e-08,6.024844486077388e-12,4.518633338839427e-09,8.472437422499553e-07,1.0329905371281123e-10,7.74741503329202e-08,1.4526138704216027e-05,1.23
1.9649569487685793e-11,6.908828928678965e-09,5.905878689501607e-07,3.9161444560670336e-07,1.4685304928399119e-07,1.3775907006656111e-08,6.076408429974355e-12,4.557306296778552e-09,8.544949218682705e-07,1.0325126921142603e-10,7.743831218464264e-08,1.4519419193653184e-05,1.24
1.964044224330519e-11,6.90561995002341e-09,5.903135800882583e-07,3.91432536786313e-07,1.4678483553102373e-07,1.376950867206282e-08,6.127947868927113e-12,4.595960876009061e-09,8.617426554786504e-07,1.0320350585829585e-10,7.740248988093098e-08,1.4512702651866952e-05,1.25
1.9631322856128536e-11,6.9024137157841255e-09,5.900395233430403e-07,3.9125078491718993e-07,1.4671668053688578e-07,1.3763115786310268e-08,6.179462813825263e-12,4.6345970846981955e-09,8.689869446124599e-07,1.0315576380666391e-10,7.736668353844635e-08,1.4505989100941902e-05,1.26
1.9622210955905085e-11,6.899210097675156e-09,5.897656880070096e-07,3.910691825829974e-07,1.466485815305943e-07,1.3756728096039878e-08,6.230953275632448e-12,4.673214931068728e-09,8.762277908114755e-07,1.0310804319266565e-10,7.733089326083893e-08,1.449927856050107e-05,1.27
1.9613106210728462e-11,6.896008980695161e-09,5.894920644813303e-07,3.9088772313548e-07,1.465805360281402e-07,1.3750345374128153e-08,6.2824192653779255e-12,4.711814423392651e-09,8.83465195626701e-07,1.0306034413714056e-10,7.729511914012547e-08,1.4492571047966588e-05,1.28
1.960400832302136e-11,6.8928102617363164e-09,5.892186441597335e-07,3.9070640061403393e-07,1.465125418024375e-07,1.3743967416939385e-08,6.333860794149147e-12,4.750395569985583e-09,8.906991606173198e-07,1.030126667472342e-10,7.725936125790789e-08,1.4485866578790235e-05,1.29
1.9594917025984188e-11,6.889613848353897e-09,5.889454193258337e-07,3.905252096745666e-07,1.4644459685674508e-07,1.373759404189585e-08,6.385277873085153e-12,4.788958379201825e-09,8.979296873497688e-07,1.0296501111781535e-10,7.722361968645129e-08,1.4479165166657359e-05,1.3
1.958583208039902e-11,6.886419657658986e-09,5.886723830607213e-07,3.903441455254777e-07,1.463766994007463e-07,1.3731225085291124e-08,6.436670513370622e-12,4.8275028594299274e-09,9.051567773969047e-07,1.0291737733275178e-10,7.718789448965387e-08,1.4472466823670382e-05,1.31
1.9576753271786574e-11,6.8832276153335406e-09,5.883995291607639e-07,3.9016320387071077e-07,1.4630884782927182e-07,1.3724860400344839e-08,6.4880387262306416e-12,4.866029019088725e-09,9.123804323372622e-07,1.0286976546604443e-10,7.715218572390969e-08,1.4465771560512042e-05,1.32
1.9567680407815925e-11,6.880037654732917e-09,5.881268520627097e-07,3.8998238085786534e-07,1.4624104070291337e-07,1.3718499855430451e-08,6.539382522925869e-12,4.904536866623731e-09,9.196006537543789e-07,1.0282217558286127e-10,7.711649343889497e-08,1.4459079386594129e-05,1.33
1.9558613315971322e-11,6.876849716077559e-09,5.87854346776229e-07,3.898016730314619e-07,1.461732767305622e-07,1.3712143332478896e-08,6.590701914748212e-12,4.9430264105038985e-09,9.268174432361865e-07,1.0277460774046833e-10,7.708081767827614e-08,1.4452390310191446e-05,1.34
1.9549551841484135e-11,6.873663745736504e-09,5.875820088241202e-07,3.8962107729151545e-07,1.461055547539313e-07,1.3705790725563618e-08,6.641996913017004e-12,4.981497659218743e-09,9.340308023744716e-07,1.0272706198905491e-10,7.704515848033747e-08,1.4445704338560554e-05,1.35
1.9540495845496614e-11,6.870479695591196e-09,5.873098341892179e-07,3.8944059085675413e-07,1.4603787373381248e-07,1.3699441939644223e-08,6.6932675290755835e-12,5.019950621275788e-09,9.412407327643968e-07,1.0267953837246651e-10,7.700951587853846e-08,1.4439021478045215e-05,1.36
1.9531445203412104e-11,6.86729752246393e-09,5.870378192666923e-07,3.892602112315721e-07,1.459702327377299e-07,1.3693096889437736e-08,6.7445137742882455e-12,5.058385305198266e-09,9.484472360040709e-07,1.0263203692886303e-10,7.697388990201442e-08,1.4432341734171106e-05,1.37
1.9522399803406388e-11,6.864117187602078e-09,5.86765960821007e-07,3.8907993617620966e-07,1.459026309287979e-07,1.3686755498400011e-08,6.7957356600374754e-12,5.096801719523055e-09,9.5565031369416e-07,1.025845576913129e-10,7.693828057602836e-08,1.4425665111731307e-05,1.3800000000000001
1.9513359545091922e-11,6.860938656215315e-09,5.864942559472982e-07,3.888997636799967e-07,1.458350675557245e-07,1.368041769781185e-08,6.846933197721479e-12,5.13519987279882e-09,9.62849967437541e-07,1.0253710068832617e-10,7.690268792237641e-08,1.4418991614862996e-05,1.3900000000000001
1.950432433832587e-11,6.85776189706266e-09,5.862227020369108e-07,3.887196919374763e-07,1.4576754194389057e-07,1.3674083425963466e-08,6.898106398751964e-12,5.1735797735843525e-09,9.700461988389882e-07,1.0248966594433007e-10,7.686711195974954e-08,1.4412321247115882e-05,1.4000000000000001
1.9495294102145327e-11,6.854586882083565e-09,5.859512967466126e-07,3.885397193270756e-07,1.4570005348738053e-07,1.3667752627425933e-08,6.94925527455217e-12,5.211941430447091e-09,9.772390095048982e-07,1.0244225348009404e-10,7.683155270405671e-08,1.4405654011513352e-05,1.41
1.948626876381223e-11,6.8514135860670425e-09,5.856800379709791e-07,3.8835984439197507e-07,1.4563260164183477e-07,1.3661425252397766e-08,7.000379836555107e-12,5.2502848519618024e-09,9.844284010430406e-07,1.0239486331311068e-10,7.679601016871474e-08,1.4398989910607305e-05,1.42
1.9477248257955836e-11,6.848241986354544e-09,5.854089238175999e-07,3.881800658229305e-07,1.4556518591803154e-07,1.3655101256118164e-08,7.0514800962019564e-12,5.288610046709377e-09,9.916143750623335e-07,1.0234749545793821e-10,7.67604843649086e-08,1.4392328946527392e-05,1.43
1.9468232525804225e-11,6.84507206257373e-09,5.851379525848595e-07,3.8800038244287974e-07,1.4549780587613568e-07,1.3648780598341238e-08,7.102556064940642e-12,5.326917023275769e-09,9.987969331726444e-07,1.0230014992650691e-10,7.672497530182465e-08,1.4385671121025137e-05,1.44
1.945922151449691e-11,6.841903796400314e-09,5.848671227420615e-07,3.8782079319317307e-07,1.4543046112055378e-07,1.3642463242865677e-08,7.153607754224575e-12,5.365205790251039e-09,1.0059760769846106e-06,1.0225282672839351e-10,7.668948298685917e-08,1.4379016435513417e-05,1.45
1.9450215176469506e-11,6.838737171344881e-09,5.845964329116388e-07,3.87641297121248e-07,1.4536315129532923e-07,1.3636149157113779e-08,7.2046351755114984e-12,5.403476356228502e-09,1.0131518081094792e-06,1.0220552587106684e-10,7.665400742580527e-08,1.4372364891101779e-05,1.46
1.9441213468902292e-11,6.835572172561825e-09,5.843258818532084e-07,3.8746189336958254e-07,1.4529587608001505e-07,1.3629838311754107e-08,7.255638340262478e-12,5.44172872980396e-09,1.020324128158964e-06,1.0215824736010777e-10,7.66185486230201e-08,1.436571648862811e-05,1.47
1.943221635322578e-11,6.832408786678073e-09,5.840554684492769e-07,3.8728258116579183e-07,1.452286351859736e-07,1.3623530680363256e-08,7.306617259940978e-12,5.479962919575016e-09,1.0274930387451159e-06,1.0211099119940642e-10,7.658310658157497e-08,1.4359071228687027e-05,1.48
1.9423223794677832e-11,6.829247001639626e-09,5.837851916924347e-07,3.8710335981375644e-07,1.4516142835306197e-07,1.3617226239122796e-08,7.357571946012044e-12,5.518178934140457e-09,1.0346585414802085e-06,1.0206375739133921e-10,7.65476813033898e-08,1.4352429111655305e-05,1.49
1.9414235761907095e-11,6.826086806574179e-09,5.835150506738897e-07,3.869242286856788e-07,1.450942553466638e-07,1.3610924966547955e-08,7.408502409941572e-12,5.556376782099709e-09,1.0418206379766346e-06,1.020165459369268e-10,7.651227278935342e-08,1.434579013771464e-05,1.5
1.9405252226617832e-11,6.822928191668066e-09,5.832450445731992e-07,3.8674518721496855e-07,1.4502711595503165e-07,1.3604626843244622e-08,7.459408663195652e-12,5.594556472052345e-09,1.0489793298468143e-06,1.019693568359759e-10,7.647688103943134e-08,1.4339154306872055e-05,1.51
1.9396273163251696e-11,6.81977114805601e-09,5.829751726490683e-07,3.865662348898686e-07,1.4496000998690482e-07,1.3598331851691617e-08,7.51029071723998e-12,5.632718012597638e-09,1.0561346187031116e-06,1.0192219008720641e-10,7.644150605276242e-08,1.4332521618978162e-05,1.52
1.9387298548702622e-11,6.816615667722341e-09,5.827054342311065e-07,3.863873712477434e-07,1.4489293726937584e-07,1.35920399760456e-08,7.561148583539327e-12,5.6708614123341675e-09,1.063286506157761e-06,1.0187504568836504e-10,7.640614782774533e-08,1.4325892073743536e-05,1.53
1.9378328362061367e-11,6.813461743412503e-09,5.824358287124416e-07,3.862085958699623e-07,1.448258976459786e-07,1.3585751201966318e-08,7.611982273557069e-12,5.7089866798594705e-09,1.0704349938228008e-06,1.0182792363632719e-10,7.63708063621161e-08,1.4319265670753381e-05,1.54
1.9369362584386734e-11,6.810309368553779e-09,5.821663555431056e-07,3.860299083773169e-07,1.4475889097497614e-07,1.3579465516460057e-08,7.662791798754777e-12,5.747093823769725e-09,1.077580083310014e-06,1.0178082392718847e-10,7.633548165301754e-08,1.4312642409480667e-05,1.55
1.9360401198500684e-11,6.8071585371843115e-09,5.818970142241093e-07,3.8585130842591655e-07,1.4469191712782699e-07,1.3573182907739463e-08,7.713577170591818e-12,5.7851828526594565e-09,1.0847217762308753e-06,1.0173374655634632e-10,7.630017369706144e-08,1.4306022289297894e-05,1.56
1.9351444188804705e-11,6.80400924388949e-09,5.816278043021344e-07,3.856727957035101e-07,1.4462497598781115e-07,1.3566903365097902e-08,7.764338400525031e-12,5.8232537751213e-09,1.0918600741965035e-06,1.0168669151857324e-10,7.626488249038434e-08,1.4299405309487632e-05,1.57
1.9342491541115334e-11,6.8008614837449535e-09,5.813587253647776e-07,3.854943699261919e-07,1.4455806744879918e-07,1.356062687879693e-08,7.815075500008423e-12,5.861306599745758e-09,1.0989949788176186e-06,1.016396588080825e-10,7.622960802869727e-08,1.429279146925197e-05,1.58
1.933354324251686e-11,6.797715252265572e-09,5.81089777036291e-07,3.8531603083545015e-07,1.4449119141414948e-07,1.3554353439965513e-08,7.865788480492892e-12,5.899341335121009e-09,1.106126491704504e-06,1.0159264841858697e-10,7.619435030733071e-08,1.4286180767720972e-05,1.59
1.93245992812293e-11,6.794570545359697e-09,5.808209589737658e-07,3.851377781955232e-07,1.4442434779572042e-07,1.354808304050969e-08,7.916477353425999e-12,5.937357989832724e-09,1.1132546144669723e-06,1.0154566034335161e-10,7.615910932127447e-08,1.4279573203960256e-05,1.6
1.931565964649021e-11,6.791427359288211e-09,5.805522708637142e-07,3.8495961179103157e-07,1.4435753651298566e-07,1.3541815673031697e-08,7.967142130251731e-12,5.975356572463891e-09,1.1203793487143352e-06,1.0149869457524088e-10,7.612388506521366e-08,1.4272968776977777e-05,1.61
1.9306724328448743e-11,6.788285690627836e-09,5.802837124190068e-07,3.8478153142485614e-07,1.4429075749224155e-07,1.3535551330757522e-08,8.01778282241032e-12,6.0133370915946875e-09,1.1275006960553756e-06,1.0145175110676082e-10,7.608867753356072e-08,1.4266367485729916e-05,1.62
1.9297793318070778e-11,6.785145536238259e-09,5.800152833761302e-07,3.8460353691623766e-07,1.442240106658968e-07,1.3529290007471955e-08,8.068399441338066e-12,6.051299555802341e-09,1.1346186580983236e-06,1.0140482993009701e-10,7.605348672048437e-08,1.425976932912692e-05,1.6300000000000001
1.9288866607053938e-11,6.782006893232684e-09,5.797469834927282e-07,3.8442562809907435e-07,1.4415729597183655e-07,1.352303169746046e-08,8.118991998467187e-12,6.089243973661013e-09,1.1417332364508349e-06,1.0135793103714842e-10,7.601831261993527e-08,1.425317430603779e-05,1.6400000000000001
