Time,Circulating_lymphocyte_population__C,Chemotherapeutic_drug_concentration__M,Effector_immune_cell_population__N,Tumor_Cell_Population__T,a,b,c1,mu,g,s,Kc,Kn,Kt,kt,p,alpha1,alpha2,beta,gamma,Vm,eta,Tumor_Microenvironment,reaction_1,reaction_2,reaction_3,reaction_4,reaction_5,reaction_6,reaction_7,reaction_8,reaction_9,reaction_10,reaction_11,reaction_12,reaction_13,reaction_14
29.5,2783990442.930122,0.4127428716694357,42083.50811446466,64783542.821765095,0.431,1.02e-14,3.41e-10,0.0412,0.015,20.2,0.6,0.6,0.8,3.2e-09,2e-11,12000.0,750000000.0,0.012,0.9,0.45,0.0,1.0,27921688.50573635,929.6746937580205,21391156.400940146,12000.0,631.252424887676,1733.840534315944,54.5263750004704,10421.800793452885,750000000.0,33407885.315161463,689443326.0691456,0.37146858450249215,0.45,0.08556462560376059
30.0,2798161250.3848786,0.409118938851606,42301.25695560192,68180921.60448484,0.431,1.02e-14,3.41e-10,0.0412,0.015,20.2,0.6,0.6,0.8,3.2e-09,2e-11,12000.0,750000000.0,0.012,0.9,0.45,0.0,1.0,29385956.77519028,983.4912913330228,22315285.037401102,12000.0,634.5186663448266,1742.8117865707993,57.68277368522127,10383.747214658984,750000000.0,33577935.00461855,686868456.8958867,0.3682070449664454,0.45,0.08926114014960441
30.5,2813565563.0073886,0.405268709572639,42534.17563037409,71863772.02595909,0.431,1.02e-14,3.41e-10,0.0412,0.015,20.2,0.6,0.6,0.8,3.2e-09,2e-11,12000.0,750000000.0,0.012,0.9,0.45,0.0,1.0,30973263.039445482,1042.3232085773382,23299310.523186203,12000.0,638.0124551183566,1752.4080359714126,61.13332601626617,10342.662282274618,750000000.0,33762786.75608867,684150051.0108119,0.3647418386153751,0.45,0.09319724209274481
31.0,2830274675.642213,0.40117328617961845,42783.507879366625,75865956.51300773,0.431,1.02e-14,3.41e-10,0.0412,0.015,20.2,0.6,0.6,0.8,3.2e-09,2e-11,12000.0,750000000.0,0.012,0.9,0.45,0.0,1.0,32698201.954147,1106.8218061532336,24348316.066786673,12000.0,641.7524473180813,1762.680524629905,64.91623496499903,10298.160270154263,750000000.0,33963296.107706554,681258355.4510041,0.3610559575616566,0.45,0.09739326426714669
31.5,2848374953.0027432,0.3968120927139073,43050.66568026707,80226541.35378838,0.431,1.02e-14,3.41e-10,0.0412,0.015,20.2,0.6,0.6,0.8,3.2e-09,2e-11,12000.0,750000000.0,0.012,0.9,0.45,0.0,1.0,34577611.028229795,1177.7478495825678,25467889.412636478,12000.0,645.7598226100789,1773.6874260270033,69.07612021012127,10249.814844788138,750000000.0,34180499.43603292,678161775.5609375,0.3571308834425166,0.45,0.1018715576505459
32.0,2867968759.6512747,0.3921626334276591,43337.24500216972,84990727.7704151,0.431,1.02e-14,3.41e-10,0.0412,0.015,20.2,0.6,0.6,0.8,3.2e-09,2e-11,12000.0,750000000.0,0.012,0.9,0.45,0.0,1.0,36630971.913433164,1255.9930213740236,26664150.095503412,12000.0,650.0585205311966,1785.4944940893927,73.66527984598378,10197.148875330322,750000000.0,34415625.1158153,674826108.8238605,0.3529463700848932,0.45,0.10665660038201366
32.5,2889175764.8768816,0.3872002590458547,43645.04551549565,90210991.35464247,0.431,1.02e-14,3.41e-10,0.0412,0.015,20.2,0.6,0.6,0.8,3.2e-09,2e-11,12000.0,750000000.0,0.012,0.9,0.45,0.0,1.0,38880901.49747436,1342.6066228719321,27943775.37704074,12000.0,654.6755361378166,1798.1758752384208,78.74525647342709,10139.62375780082,750000000.0,34670109.17852258,671213762.7536004,0.34848023314126925,0.45,0.11177510150816296
33.0,2912134380.5054803,0.38189778364849614,43976.09058914574,95948576.54667476,0.431,1.02e-14,3.41e-10,0.0412,0.015,20.2,0.6,0.6,0.8,3.2e-09,2e-11,12000.0,750000000.0,0.012,0.9,0.45,0.0,1.0,41353796.01963101,1438.8301632936084,29314038.981922537,12000.0,659.6412199632899,1811.8149322728043,84.38886588232306,10076.622917712148,750000000.0,34945612.566065766,667282599.3609775,0.34370800528364653,0.45,0.11725615592769015
33.5,2937004299.867645,0.37622559868662137,44332.66284980559,102275223.38933162,0.431,1.02e-14,3.41e-10,0.0412,0.015,20.2,0.6,0.6,0.8,3.2e-09,2e-11,12000.0,750000000.0,0.012,0.9,0.45,0.0,1.0,44080575.29557697,1546.1393517750564,30782845.72036739,12000.0,664.9898114074128,1826.5057094119902,90.68265992815579,10007.449573224147,750000000.0,35244051.59841174,662985720.6377314,0.3386030388179592,0.45,0.12313138288146953
34.0,2963969185.3111486,0.370151661207091,44717.339755310175,109275306.9175314,0.431,1.02e-14,3.41e-10,0.0412,0.015,20.2,0.6,0.6,0.8,3.2e-09,2e-11,12000.0,750000000.0,0.012,0.9,0.45,0.0,1.0,47097604.786024295,1666.2968499672934,32358749.107551176,12000.0,670.7599723368511,1842.3543979187793,97.73002052594096,9931.318557113971,750000000.0,35567630.22373378,658270870.6257298,0.3331364950863819,0.45,0.1294349964302047
34.5,2993239610.034301,0.3636413881926955,45133.030105891885,117048574.36566153,0.431,1.02e-14,3.41e-10,0.0412,0.015,20.2,0.6,0.6,0.8,3.2e-09,2e-11,12000.0,750000000.0,0.012,0.9,0.45,0.0,1.0,50447875.32203898,1801.4200792677202,34050964.85464409,12000.0,676.9953347539285,1859.4808403627458,105.65513661394253,9847.342632629545,750000000.0,35918875.32041161,653079484.1917413,0.32727724937342595,0.45,0.13620385941857635
35.0,3025055682.5023212,0.3566571569226121,45583.00309406007,125713479.02954547,0.431,1.02e-14,3.41e-10,0.0412,0.015,20.2,0.6,0.6,0.8,3.2e-09,2e-11,12000.0,750000000.0,0.012,0.9,0.45,0.0,1.0,54182439.98472207,1954.0656851169701,35869289.61402248,12000.0,683.7449365448164,1878.019727475275,114.60795807137653,9754.502572513256,750000000.0,36300668.190027855,647344655.5523219,0.3209914412303509,0.45,0.14347715845608994
35.5,3059691159.0066066,0.3491585203810759,46070.93683812812,135411317.13204378,0.431,1.02e-14,3.41e-10,0.0412,0.015,20.2,0.6,0.6,0.8,3.2e-09,2e-11,12000.0,750000000.0,0.012,0.9,0.45,0.0,1.0,58362197.07419937,2127.3374474165207,37824012.106141634,12000.0,691.0639494823715,1898.1225977308784,124.77052477516249,9651.636083382491,750000000.0,36716293.90807928,640990342.7410836,0.3142426683429683,0.45,0.15129604842456654
36.0,3097458875.4421244,0.34110308806068634,46600.98306961842,146311351.87049818,0.431,1.02e-14,3.41e-10,0.0412,0.015,20.2,0.6,0.6,0.8,3.2e-09,2e-11,12000.0,750000000.0,0.012,0.9,0.45,0.0,1.0,63060098.546679944,2325.0242155108335,39925803.15308849,12000.0,699.0146495370967,1919.960502468279,136.3650566282014,9537.443539026364,750000000.0,37169506.50530549,633931672.5325737,0.3069927792546177,0.45,0.15970321261235396
36.5,3138715521.0121,0.3324468481207714,47177.81360094659,158617901.16075447,0.431,1.02e-14,3.41e-10,0.0412,0.015,20.2,0.6,0.6,0.8,3.2e-09,2e-11,12000.0,750000000.0,0.012,0.9,0.45,0.0,1.0,68364204.7934821,2551.7868091847868,42185617.0371399,12000.0,707.667113892746,1943.7259203589995,149.66491549470888,9410.469259718371,750000000.0,37664586.2521452,626073649.2649305,0.29920216330869426,0.45,0.16874246814855962
37.0,3183864360.468924,0.3231432151293124,47806.63275438892,172578049.33653495,0.431,1.02e-14,3.41e-10,0.0412,0.015,20.2,0.6,0.6,0.8,3.2e-09,2e-11,12000.0,750000000.0,0.012,0.9,0.45,0.0,1.0,74381008.33121696,2813.378020300284,44613940.5786824,12000.0,717.0994073804313,1969.6332694808236,165.00750852201077,9269.033407655717,750000000.0,38206372.32562709,617306499.586536,0.29082889361638115,0.45,0.17845576231472962
37.5,3233365064.961734,0.31314692368190145,48493.28588439162,188492727.1935337,0.431,1.02e-14,3.41e-10,0.0412,0.015,20.2,0.6,0.6,0.8,3.2e-09,2e-11,12000.0,750000000.0,0.012,0.9,0.45,0.0,1.0,81240209.22558905,3116.9554120613116,47220734.125653565,12000.0,727.3992103134552,1997.9233784369346,182.81263413849334,9111.313976354526,750000000.0,38800380.77954081,607510993.9399791,0.2818322313137113,0.45,0.18888293650261428
38.0,3287736661.367517,0.3024138914145824,49244.25315949605,206729975.82594565,0.431,1.02e-14,3.41e-10,0.0412,0.015,20.2,0.6,0.6,0.8,3.2e-09,2e-11,12000.0,750000000.0,0.012,0.9,0.45,0.0,1.0,89100431.69933945,3471.4697734432143,50014413.16925342,12000.0,738.6637252161288,2028.8632301712373,203.60526530458733,8935.287736660828,750000000.0,39452839.9364102,596554342.6263227,0.2721725022731242,0.45,0.20005765267701367
38.5,3347564281.9462876,0.29090449680690694,50066.68610807398,227742279.8182033,0.431,1.02e-14,3.41e-10,0.0412,0.015,20.2,0.6,0.6,0.8,3.2e-09,2e-11,12000.0,750000000.0,0.012,0.9,0.45,0.0,1.0,98156694.58593602,3888.1847218835424,53001002.64973778,12000.0,751.0002250098307,2062.747467652648,228.04602474390273,8738.774477435172,750000000.0,40170771.38335545,584292901.7810158,0.26181404712621625,0.45,0.21200401059895113
39.0,3413503462.7849436,0.27858676226679074,50968.38798342094,252088556.21143135,0.431,1.02e-14,3.41e-10,0.0412,0.015,20.2,0.6,0.6,0.8,3.2e-09,2e-11,12000.0,750000000.0,0.012,0.9,0.45,0.0,1.0,108649888.35459499,4381.354642655146,56182827.74356204,12000.0,764.5257584894283,2099.897584916943,256.970946783293,8519.470911755305,750000000.0,40962041.55341932,570574126.6102417,0.25072808604011165,0.45,0.22473131097424814
39.5,3486283057.3591204,0.2654408385150221,51957.74961350887,280462056.2299861,0.431,1.02e-14,3.41e-10,0.0412,0.015,20.2,0.6,0.6,0.8,3.2e-09,2e-11,12000.0,750000000.0,0.012,0.9,0.45,0.0,1.0,120878800.43458213,4969.112457147425,59556866.70186783,12000.0,779.3661880695604,2140.6592840765657,291.44354587374926,8275.025174858016,750000000.0,41835396.688309446,555241138.8276718,0.2388967546635199,0.45,0.2382274668074713
40.0,3566705463.6590643,0.2514650538315805,53043.61205397011,313726294.15765095,0.431,1.02e-14,3.41e-10,0.0412,0.015,20.2,0.6,0.6,0.8,3.2e-09,2e-11,12000.0,750000000.0,0.012,0.9,0.45,0.0,1.0,135215600.08953384,5674.640960903997,63112959.55898877,12000.0,795.6541295795026,2185.3968166235686,332.82351676856285,8003.168856343839,750000000.0,42800465.56390877,538141068.8522514,0.22631854844842247,0.45,0.2524518382359551
40.5,3655641292.042196,0.23668236531929257,54235.00594557553,352960410.2995084,0.431,1.02e-14,3.41e-10,0.0412,0.015,20.2,0.6,0.6,0.8,3.2e-09,2e-11,12000.0,750000000.0,0.012,0.9,0.45,0.0,1.0,152125389.15587065,6527.698193340996,66831603.81900452,12000.0,813.5250426254203,2234.482244957712,382.85619902293234,7701.881694182827,750000000.0,43867695.50450635,519135496.655653,0.2130141287873633,0.45,0.2673264152760181
41.0,3754018325.7562766,0.2211486760020011,55540.75267514171,399516922.6242302,0.431,1.02e-14,3.41e-10,0.0412,0.015,20.2,0.6,0.6,0.8,3.2e-09,2e-11,12000.0,750000000.0,0.012,0.9,0.45,0.0,1.0,172191091.9569811,7566.609470851079,70682110.78299394,12000.0,833.111248004136,2288.2790102158383,443.7894117801219,7369.658350957313,750000000.0,45048219.90907532,498117709.45694965,0.19903380840180102,0.45,0.2827284431319758
41.5,3862799571.5065565,0.20495949222532245,56968.83653949087,455094250.69589406,0.431,1.02e-14,3.41e-10,0.0412,0.015,20.2,0.6,0.6,0.8,3.2e-09,2e-11,12000.0,750000000.0,0.012,0.9,0.45,0.0,1.0,196144711.5495324,8840.830782483155,74620709.22983524,12000.0,854.5325101627327,2347.116065427024,518.5237995591293,7005.782285880867,750000000.0,46353594.85807868,475030463.24650615,0.18446354300279022,0.45,0.29848283691934097
42.0,3982953325.0766683,0.18825811721686775,58525.57862107498,521826959.7248378,0.431,1.02e-14,3.41e-10,0.0412,0.015,20.2,0.6,0.6,0.8,3.2e-09,2e-11,12000.0,750000000.0,0.012,0.9,0.45,0.0,1.0,224906222.54130396,10414.21664246863,78590528.7606402,12000.0,877.8836453331169,2411.253839188289,610.8044951594504,6610.749144138805,750000000.0,47795439.90092002,449893976.36495787,0.16943230549518098,0.45,0.3143621150425608
42.5,4115407650.145656,0.171237964997952,60214.47406603628,602398211.7107389,0.431,1.02e-14,3.41e-10,0.0412,0.015,20.2,0.6,0.6,0.8,3.2e-09,2e-11,12000.0,750000000.0,0.012,0.9,0.45,0.0,1.0,259632033.93842208,12369.124200300676,82522755.1134019,12000.0,903.2170807032944,2480.836331520695,725.4618299296584,6186.602401494005,750000000.0,49384891.80174787,422828418.68876743,0.1541141684981568,0.45,0.3300910204536076
43.0,4260995514.3583646,0.15414078627566732,62034.7743359568,700177069.7934018,0.431,1.02e-14,3.41e-10,0.0412,0.015,20.2,0.6,0.6,0.8,3.2e-09,2e-11,12000.0,750000000.0,0.012,0.9,0.45,0.0,1.0,301774161.8530104,14811.446343267198,86340675.25611821,12000.0,930.5215881939482,2555.83270264142,868.7065303969031,5737.253335546781,750000000.0,51131946.172300376,394075919.3401739,0.1387267076481006,0.45,0.34536270102447286
43.5,4420391605.323273,0.137246502936994,63979.80412182483,819386038.3560864,0.431,1.02e-14,3.41e-10,0.0412,0.015,20.2,0.6,0.6,0.8,3.2e-09,2e-11,12000.0,750000000.0,0.012,0.9,0.45,0.0,1.0,353152430.9514571,17876.637957855535,89966294.65581639,12000.0,959.6970381683408,2635.967929819183,1048.483164683609,5268.6026245886,750000000.0,53044699.26387928,364009973.6655985,0.1235218526432946,0.45,0.35986517862326556
44.0,4594049051.327738,0.12085408556266455,66035.1110929176,965305566.980965,0.431,1.02e-14,3.41e-10,0.0412,0.015,20.2,0.6,0.6,0.8,3.2e-09,2e-11,12000.0,750000000.0,0.012,0.9,0.45,0.0,1.0,416042602.92440665,21736.724580782145,93328897.26882717,12000.0,990.5266456659873,2720.6465770282052,1274.8812070839967,4788.367779698114,750000000.0,55128588.61593285,333125758.2769442,0.1087686770063981,0.45,0.3733155890753087
44.5,4782147427.864082,0.10525552778195202,68176.61155363957,1144520224.830517,0.431,1.02e-14,3.41e-10,0.0412,0.015,20.2,0.6,0.6,0.8,3.2e-09,2e-11,12000.0,750000000.0,0.012,0.9,0.45,0.0,1.0,493282458.2028755,26608.063177192045,96373664.25732358,12000.0,1022.6491552555345,2808.87639600995,1560.5902156710874,4305.579138878076,750000000.0,57385769.134368986,302008470.870563,0.09472997500375682,0.45,0.3854946570292943
45.0,4984561599.076295,0.09070645652406592,70368.83234648686,1365223248.107616,0.431,1.02e-14,3.41e-10,0.0412,0.015,20.2,0.6,0.6,0.8,3.2e-09,2e-11,12000.0,750000000.0,0.012,0.9,0.45,0.0,1.0,588403026.1450781,32759.585558809373,99067650.56009403,12000.0,1055.5324695795232,2899.1958926752586,1921.383317232221,3829.744459131536,750000000.0,59814739.18891554,271279151.9868854,0.08163581087165933,0.45,0.3962706022403761
45.5,5200861292.748146,0.07740208750367782,72563.41275293061,1637589480.6091,0.431,1.02e-14,3.41e-10,0.0412,0.015,20.2,0.6,0.6,0.8,3.2e-09,2e-11,12000.0,750000000.0,0.012,0.9,0.45,0.0,1.0,705789276.8560287,40520.716757841736,101402275.4185663,12000.0,1088.451177867692,2989.612605420741,2376.581628025908,3369.9357740806954,750000000.0,62410335.51297776,241534512.52546975,0.06966187875331004,0.45,0.4056091016742652
46.0,5430339952.139239,0.06546195640928994,74697.84970186104,1974238412.167745,0.431,1.02e-14,3.41e-10,0.0412,0.015,20.2,0.6,0.6,0.8,3.2e-09,2e-11,12000.0,750000000.0,0.012,0.9,0.45,0.0,1.0,850879620.9390882,50287.73518802173,103390007.10309657,12000.0,1120.4677340635208,3077.551407716675,2949.42728375494,2933.920428630551,750000000.0,65164079.42567087,213288406.3407387,0.05891576076836094,0.45,0.4135600284123863
46.5,5672068304.959641,0.05492809571344711,76694.4773785428,2390813989.0023913,0.431,1.02e-14,3.41e-10,0.0412,0.015,20.2,0.6,0.6,0.8,3.2e-09,2e-11,12000.0,750000000.0,0.012,0.9,0.45,0.0,1.0,1030415700.6180663,62526.52022398402,105058287.69677731,12000.0,1150.4171509582613,3159.8124679959633,3667.244587916951,2527.6089564848417,750000000.0,68064819.6595157,186933546.44881976,0.0494352861421024,0.45,0.42023315078710927
47.0,5924960171.057031,0.045774891259141484,78459.66218990102,2906703204.0556855,0.431,1.02e-14,3.41e-10,0.0412,0.015,20.2,0.6,0.6,0.8,3.2e-09,2e-11,12000.0,750000000.0,0.012,0.9,0.45,0.0,1.0,1252751937.7904372,77768.1024534906,106443218.47059771,12000.0,1176.8949246697384,3232.538082223922,4561.17902953024,2154.8895029830164,750000000.0,71099522.05268437,162728644.52692795,0.04119740213322734,0.45,0.4257728738823909
47.5,6187839606.313727,0.037924989638998374,79883.30477833726,3545934917.583484,0.431,1.02e-14,3.41e-10,0.0412,0.015,20.2,0.6,0.6,0.8,3.2e-09,2e-11,12000.0,750000000.0,0.012,0.9,0.45,0.0,1.0,1528242673.1788337,96592.00091320516,107583636.00793296,12000.0,1198.2495648490337,3291.192156867495,5665.219994909394,1817.744103628434,750000000.0,74254075.27576473,140804251.77433914,0.03413249067509854,0.45,0.4303345440317318
48.0,6459500400.458558,0.03126717823824019,80838.98938638851,4338288274.217657,0.431,1.02e-14,3.41e-10,0.0412,0.015,20.2,0.6,0.6,0.8,3.2e-09,2e-11,12000.0,750000000.0,0.012,0.9,0.45,0.0,1.0,1869719506.427981,119589.66835631004,108516826.17506474,12000.0,1212.5848351497727,3330.5663627192066,7014.056795091497,1516.5642538460497,750000000.0,77514004.8055027,121182210.21067296,0.028140460414416174,0.45,0.43406730470025895
48.5,6738754540.222395,0.025672748791728733,81185.4050027739,5320682193.461451,0.431,1.02e-14,3.41e-10,0.0412,0.015,20.2,0.6,0.6,0.8,3.2e-09,2e-11,12000.0,750000000.0,0.012,0.9,0.45,0.0,1.0,2293089570.4589725,147298.9529196204,109277229.88268803,12000.0,1217.7810704182957,3344.838686114285,8639.234775344305,1250.551504914583,750000000.0,80865054.48266874,103801411.4881506,0.023105473912555862,0.45,0.4371089195307522
49.0,7024467295.321916,0.021007986919449197,80770.03735927015,6538891026.716604,0.431,1.02e-14,3.41e-10,0.0412,0.015,20.2,0.6,0.6,0.8,3.2e-09,2e-11,12000.0,750000000.0,0.012,0.9,0.45,0.0,1.0,2818074063.77004,180097.9471279889,109895149.72557293,12000.0,1211.5505566463196,3327.72553920193,10562.929450321928,1018.0895329961821,750000000.0,84293607.54386298,88541950.23373288,0.018907188227504278,0.45,0.4395805989022917
49.5,7315580793.947562,0.017142916196769505,79436.47578936577,8049683410.092717,0.431,1.02e-14,3.41e-10,0.0412,0.015,20.2,0.6,0.6,0.8,3.2e-09,2e-11,12000.0,750000000.0,0.012,0.9,0.45,0.0,1.0,3469128687.4068804,218048.52212940028,110396038.48779619,12000.0,1191.5471338503996,3272.7828025218696,12788.769626357787,817.0637084542842,750000000.0,87786969.52737075,75246233.08880374,0.015428624577092554,0.45,0.4415841539511847
50.0,7611127449.230387,0.013957006992311371,77036.78657310303,9923456519.95073,0.431,1.02e-14,3.41e-10,0.0412,0.015,20.2,0.6,0.6,0.8,3.2e-09,2e-11,12000.0,750000000.0,0.012,0.9,0.45,0.0,1.0,4276576844.350789,260684.67988026503,110801401.62948015,12000.0,1155.551796244326,3173.915606811845,15289.42403989824,645.1217813195987,750000000.0,91333529.39076464,63737135.41696891,0.012561306293080235,0.45,0.4432056065179206
