Time,s21,s22,s25,s26,s27,s28,s29,s30,s31,s33,s34,s23,s24,s3,s123,s124,s125,s126,s127,s129,s142,s144,s147,kcatp_r8_s124,kM_r8_s124_s23,kcatn_r8_s124,kM_r8_s124_s24,kcatp_r8_s31,kM_r8_s31_s23,kcatn_r8_s31,kM_r8_s31_s24,kI_r8_s22,kI_r8_s29,kI_r8_s33,kcatp_r9,kM_r9_s25,kcatn_r9,kM_r9_s26,kcatp_r11,kM_r11_s29,kcatn_r11,kM_r11_s30,kcatp_r14,kM_r14_s27,kcatn_r14,kM_r14_s28,kass_r15,kdiss_r15,kass_r17_s3,kdiss_r17_s3,kI_re11_s142,kass_r6_s144,kdiss_r6_s144,kass_r7_s144,kdiss_r7_s144,kass_r4_s144,kdiss_r4_s144,Vp_re11,kM_re11_s129,kM_re11_s147,ki_re11_s129,default,c2,r8,r9,r11,r14,r15,r17,r6,r7,r4,re11
5.53,2.5002990455349,2.499700954465104,4.301851084841877,0.6981489151581262,4.140058946988121,0.22398903661781094,2.7412979037574097,2.258702096242593,5.0,5.0,1.6359520163940688,4.867742572522441,0.13225742747756072,5.0,0.9312595715482984,5.0,0.25000000000000017,0.25000000000000017,2.0,0.5506385223884096,0.5,1.4837316918374368,3.5162683081625716,0.511,0.47,1.083,0.786,0.727,0.614,0.636,1.367,0.583,1.219,0.293,2.0,0.626,0.693,0.463,0.787,1.459,0.566,1.021,0.558,0.038,0.725,1.65,2.0,0.074,0.73,1.13,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.017323928916444326,0.1790576337569204,0.08899958960440559,0.3849237360258156,0.32691762402246083,0.05433437054665535,0.0,0.0008874066748609893,0.0,0.1843176966079817
5.54,2.5002902883583507,2.4997097116416533,4.300060029648658,0.6999399703513444,4.136204801971463,0.22456940597942784,2.7404098169077065,2.259590183092296,5.0,5.0,1.63922579204911,4.867569318433129,0.13243068156687204,5.0,0.9301732949144357,5.0,0.25000000000000017,0.25000000000000017,2.0,0.5493399912747138,0.5,1.4855733612680642,3.5144266387319445,0.511,0.47,1.083,0.786,0.727,0.614,0.636,1.367,0.583,1.219,0.293,2.0,0.626,0.693,0.463,0.787,1.459,0.566,1.021,0.558,0.038,0.725,1.65,2.0,0.074,0.73,1.13,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.017326925195081284,0.17915431749582655,0.08861345494495976,0.3859040825030139,0.3278361033472216,0.05429065808558564,0.0,0.0008624893044980023,0.0,0.18401579761600867
5.55,2.500281780828774,2.49971821917123,4.298268007836645,0.7017319921633588,4.132340853329474,0.22515039395447506,2.7395255907886287,2.2604744092113744,5.0,5.0,1.6425087527160518,4.867396034388296,0.13260396561170643,5.0,0.9290878899257414,5.0,0.25000000000000017,0.25000000000000017,2.0,0.5480440432027012,0.5,1.4874120118344236,3.512587988165585,0.511,0.47,1.083,0.786,0.727,0.614,0.636,1.367,0.583,1.219,0.293,2.0,0.626,0.693,0.463,0.787,1.459,0.566,1.021,0.558,0.038,0.725,1.65,2.0,0.074,0.73,1.13,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.017329907154976953,0.17925063612756623,0.08822903825514153,0.3868848980775246,0.32875514020796226,0.05424687720907151,0.0,0.0008382483788397821,0.0,0.18371407009962482
5.56,2.500273502528315,2.4997264974716886,4.296475030585605,0.7035249694143985,4.128467086732922,0.22573199783590864,2.738645172918402,2.261354827081601,5.0,5.0,1.6458009154311701,4.86722272082576,0.13277727917424229,5.0,0.9280033615950556,5.0,0.25000000000000017,0.25000000000000017,2.0,0.5467506704103925,0.5,1.4892476487920754,3.510752351207933,0.511,0.47,1.083,0.786,0.727,0.614,0.636,1.367,0.583,1.219,0.293,2.0,0.626,0.693,0.463,0.787,1.459,0.566,1.021,0.558,0.038,0.725,1.65,2.0,0.074,0.73,1.13,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0173328748947393,0.17934658969230044,0.08784631620176389,0.3878661762182264,0.3296747279299107,0.05420308501207338,0.0,0.0008146259944580993,0.0,0.18341251389505112
5.57,2.5002654532261217,2.499734546773882,4.294681098021943,0.7053189019780602,4.124583502019794,0.22631421759312165,2.7377685627036454,2.2622314372963577,5.0,5.0,1.649102280387085,4.867049377750472,0.13295062224952942,5.0,0.9269197099790549,5.0,0.25000000000000017,0.25000000000000017,2.0,0.545459872810027,0.5,1.491080272200441,3.5089197277995674,0.511,0.47,1.083,0.786,0.727,0.614,0.636,1.367,0.583,1.219,0.293,2.0,0.626,0.693,0.463,0.787,1.459,0.566,1.021,0.558,0.038,0.725,1.65,2.0,0.074,0.73,1.13,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.017335828397411837,0.1794421779665585,0.08746528801599412,0.38884791648849193,0.330594866437599,0.05415926155228956,0.0,0.0007916241373187725,0.0,0.18311113055880734
5.58,2.5002576329221937,2.49974236707781,4.29288621014566,0.7071137898543441,4.120690099190091,0.22689705322611403,2.736895760144359,2.263104239855644,5.0,5.0,1.6524128475837951,4.8668760051624345,0.13312399483756782,5.0,0.92583693507774,5.0,0.25000000000000017,0.25000000000000017,2.0,0.544171650401605,0.5,1.4929098820595206,3.507090117940488,0.511,0.47,1.083,0.786,0.727,0.614,0.636,1.367,0.583,1.219,0.293,2.0,0.626,0.693,0.463,0.787,1.459,0.566,1.021,0.558,0.038,0.725,1.65,2.0,0.074,0.73,1.13,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.01733876764478136,0.17953740072397512,0.08708595318932279,0.3898301185190251,0.3315155557310272,0.05411538602355548,0.0,0.0007692454709684422,0.0,0.18280992167054866
5.59,2.5002500416165314,2.499749958383472,4.291090366956754,0.7089096330432499,4.116786878243813,0.22748050473488585,2.736026765240543,2.26397323475946,5.0,5.0,1.6557326170213016,4.866702603061644,0.13329739693835752,5.0,0.9247550368911105,5.0,0.25000000000000017,0.25000000000000017,2.0,0.5428860031851266,0.5,1.4947364783693136,3.5052635216306944,0.511,0.47,1.083,0.786,0.727,0.614,0.636,1.367,0.583,1.219,0.293,2.0,0.626,0.693,0.463,0.787,1.459,0.566,1.021,0.558,0.038,0.725,1.65,2.0,0.074,0.73,1.13,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.01734169261870141,0.17963225773832334,0.08670831121557679,0.39081278193812,0.33243679581019536,0.05407143763653366,0.0,0.0007474926506745667,0.0,0.1825088888133919
5.6,2.5002426704239626,2.499757329576041,4.289293573927172,0.710706426072832,4.112873832345422,0.2280645707820733,2.735161552895092,2.2648384471049106,5.0,5.0,1.6590615968725055,4.866529171660568,0.13347082833943352,5.0,0.9236740180183038,5.0,0.25000000000000017,0.25000000000000017,2.0,0.5416029272161567,0.5,1.496560063774687,3.503439936225321,0.511,0.47,1.083,0.786,0.727,0.614,0.636,1.367,0.583,1.219,0.293,2.0,0.626,0.693,0.463,0.787,1.459,0.566,1.021,0.558,0.038,0.725,1.65,2.0,0.074,0.73,1.13,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.017344603362219907,0.17972674892136936,0.08633235068602288,0.3917959033539489,0.33335858339558117,0.05402743543029942,0.0,0.0007263417303182102,0.0,0.1822080326825688
5.61,2.5002355013924547,2.499764498607549,4.2874958421126985,0.7125041578873051,4.108950947684065,0.22864924866560196,2.7343000724005955,2.265699927599407,5.0,5.0,1.662399803650335,4.86635571138848,0.13364428861152142,5.0,0.9225938837107426,5.0,0.25000000000000017,0.25000000000000017,2.0,0.5403224145251676,0.5,1.4983806436194567,3.5016193563805516,0.511,0.47,1.083,0.786,0.727,0.614,0.636,1.367,0.583,1.219,0.293,2.0,0.626,0.693,0.463,0.787,1.459,0.566,1.021,0.558,0.038,0.725,1.65,2.0,0.074,0.73,1.13,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.01734749998100208,0.17982087432911242,0.08595804907182097,0.39277947629303983,0.33428091186107917,0.05398343898352309,0.0,0.0007057414559936337,0.0,0.18190735306061268
5.62,2.500228534007508,2.4997714659924957,4.285697171830191,0.7143028281698132,4.105018223863925,0.2292345383080309,2.7334423223037922,2.2665576776962104,5.0,5.0,1.6657472378280456,4.866182222257683,0.13381777774231826,5.0,0.9215146341189315,5.0,0.25000000000000017,0.25000000000000017,2.0,0.5390444648837549,0.5,1.5001982180567748,3.4998017819432334,0.511,0.47,1.083,0.786,0.727,0.614,0.636,1.367,0.583,1.219,0.293,2.0,0.626,0.693,0.463,0.787,1.459,0.566,1.021,0.558,0.038,0.725,1.65,2.0,0.074,0.73,1.13,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.01735038246095674,0.17991463374997377,0.08558540525223712,0.39376350020197526,0.33520378101678644,0.05393942967480636,0.0,0.0006856926216520776,0.0,0.18160685147732739
5.63,2.500221768269121,2.4997782317308825,4.283897563079648,0.7161024369203561,4.101075660885003,0.2298204397093602,2.732588302604682,2.2674116973953207,5.0,5.0,1.6691038994056375,4.866008704268177,0.1339912957318241,5.0,0.9204362692428707,5.0,0.25000000000000017,0.25000000000000017,2.0,0.5377690782919186,0.5,1.5020127870866415,3.4979872129133667,0.511,0.47,1.083,0.786,0.727,0.614,0.636,1.367,0.583,1.219,0.293,2.0,0.626,0.693,0.463,0.787,1.459,0.566,1.021,0.558,0.038,0.725,1.65,2.0,0.074,0.73,1.13,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.017353250784520182,0.180008026964569,0.08521441874029273,0.3947479746995918,0.3361271908627032,0.05389538659339055,0.0,0.000666197551974334,0.0,0.18130652951747028
5.64,2.5002151993095922,2.4997848006904113,4.282097019281443,0.7179029807185606,4.09712325458364,0.23040695202715097,2.7317379979727807,2.268262002027222,5.0,5.0,1.6724697933892105,4.865835157551565,0.13416484244843657,5.0,0.9193587892429191,5.0,0.25000000000000017,0.25000000000000017,2.0,0.5364962529839443,0.5,1.5038243523945913,3.4961756476054164,0.511,0.47,1.083,0.786,0.727,0.614,0.636,1.367,0.583,1.219,0.293,2.0,0.626,0.693,0.463,0.787,1.459,0.566,1.021,0.558,0.038,0.725,1.65,2.0,0.074,0.73,1.13,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.017356104974777478,0.180101053843139,0.08484508239266043,0.3957328975161976,0.3370511393435004,0.05385129989816717,0.0,0.0006472439247612843,0.0,0.18100638836207744
5.65,2.500208811605003,2.4997911883950006,4.28029555134372,0.7197044486562836,4.093160991681223,0.23099407257472496,2.730891359516609,2.269108640483394,5.0,5.0,1.6758449357440537,4.865661582527548,0.13433841747245373,5.0,0.918282194630489,5.0,0.25000000000000017,0.25000000000000017,2.0,0.5352259833286751,0.5,1.5056329193560758,3.4943670806439324,0.511,0.47,1.083,0.786,0.727,0.614,0.636,1.367,0.583,1.219,0.293,2.0,0.626,0.693,0.463,0.787,1.459,0.566,1.021,0.558,0.038,0.725,1.65,2.0,0.074,0.73,1.13,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.01735894514385428,0.18019371445459392,0.08447737449551485,0.39671826225092377,0.33797561990438996,0.05380718395314954,0.0,0.0006287872528667426,0.0,0.1807064283007053
5.66,2.5002026039970713,2.4997973960029323,4.278493160080366,0.7215068399196384,4.089188871187,0.23158180115162166,2.7300483835882403,2.2699516164117624,5.0,5.0,1.6792293276613803,4.865487979227441,0.13451202077256044,5.0,0.9172064854437385,5.0,0.25000000000000017,0.25000000000000017,2.0,0.5339582689059551,0.5,1.507438488372171,3.4925615116278372,0.511,0.47,1.083,0.786,0.727,0.614,0.636,1.367,0.583,1.219,0.293,2.0,0.626,0.693,0.463,0.787,1.459,0.566,1.021,0.558,0.038,0.725,1.65,2.0,0.074,0.73,1.13,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.01736177128431556,0.18028600860678773,0.08411129299259962,0.3977040680665786,0.33890063205630117,0.05376302051255388,0.0,0.0006108261261612316,0.0,0.18040665082381674
5.67,2.500196576485797,2.4998034235142064,4.276689845491378,0.723310154508625,4.08520689310097,0.23217013775784104,2.729209070187675,2.270790929812328,5.0,5.0,1.6826229691411903,4.865314347651245,0.13468565234875673,5.0,0.9161316616826675,5.0,0.25000000000000017,0.25000000000000017,2.0,0.532693109715784,0.5,1.5092410594428776,3.4907589405571304,0.511,0.47,1.083,0.786,0.727,0.614,0.636,1.367,0.583,1.219,0.293,2.0,0.626,0.693,0.463,0.787,1.459,0.566,1.021,0.558,0.038,0.725,1.65,2.0,0.074,0.73,1.13,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.01736458337913819,0.18037793608651642,0.08374683741439504,0.39869031457218784,0.339826175799234,0.05371878871749669,0.0,0.000593362607366838,0.0,0.18010705752198444
5.68,2.500190726252717,2.4998092737472866,4.2748856097728885,0.7251143902271154,4.0812150548129225,0.23275908184798846,2.7283734096700885,2.2716265903299147,5.0,5.0,1.6860258633390899,4.865140687882652,0.13485931211734925,5.0,0.9150577237471516,5.0,0.25000000000000017,0.25000000000000017,2.0,0.5314305044498704,0.5,1.5110406336765492,3.4889593663234586,0.511,0.47,1.083,0.786,0.727,0.614,0.636,1.367,0.583,1.219,0.293,2.0,0.626,0.693,0.463,0.787,1.459,0.566,1.021,0.558,0.038,0.725,1.65,2.0,0.074,0.73,1.13,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.01736738143832675,0.18046949674033638,0.08338400310606356,0.39967700016338914,0.3407522498088843,0.0536744777892445,0.0,0.0005763902355230954,0.0,0.17980764968737029
5.69,2.5001850387322033,2.4998149612678007,4.273080464274331,0.7269195357256723,4.077213342833469,0.23334863060350186,2.7275413521917016,2.272458647808301,5.0,5.0,1.689438026563031,4.864967000354185,0.13503299964581647,5.0,0.9139846737037202,5.0,0.25000000000000017,0.25000000000000017,2.0,0.5301704463470541,0.5,1.5128372168010813,3.4871627831989267,0.511,0.47,1.083,0.786,0.727,0.614,0.636,1.367,0.583,1.219,0.293,2.0,0.626,0.693,0.463,0.787,1.459,0.566,1.021,0.558,0.038,0.725,1.65,2.0,0.074,0.73,1.13,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.01737016558444199,0.18056069066566968,0.08302276796511587,0.40066411818684483,0.34167884724133946,0.05363011888247393,0.0,0.0005598669612477087,0.0,0.17950842735418182
5.7,2.5001795118496024,2.4998204881504016,4.271274410612266,0.7287255893877386,4.0732017552412465,0.23393878362291948,2.72671289065302,2.273287109346983,5.0,5.0,1.692859461135836,4.86479328512745,0.13520671487255226,5.0,0.9129125118467194,5.0,0.25000000000000017,0.25000000000000017,2.0,0.5289129344443099,0.5,1.514630809632326,3.4853691903676816,0.511,0.47,1.083,0.786,0.727,0.614,0.636,1.367,0.583,1.219,0.293,2.0,0.626,0.693,0.463,0.787,1.459,0.566,1.021,0.558,0.038,0.725,1.65,2.0,0.074,0.73,1.13,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.017372935820766294,0.18065151769902982,0.08266312845410813,0.40165166735282815,0.3426059671217871,0.053585698534595605,0.0,0.000543788356197734,0.0,0.17920939189225016
5.71,2.5001741456049147,2.4998258543950893,4.269467448786689,0.7305325512133148,4.069180292036257,0.2345295409062413,2.7258880250540427,2.27411197494596,5.0,5.0,1.696290167057504,4.864619542202445,0.13538045779755653,5.0,0.9118412381761493,5.0,0.25000000000000017,0.25000000000000017,2.0,0.5276579687416376,0.5,1.516421412170283,3.4835785878297245,0.511,0.47,1.083,0.786,0.727,0.614,0.636,1.367,0.583,1.219,0.293,2.0,0.626,0.693,0.463,0.787,1.459,0.566,1.021,0.558,0.038,0.725,1.65,2.0,0.074,0.73,1.13,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.017375692130806475,0.1807419776333741,0.0823050841203387,0.40263964726022494,0.3435336094502274,0.05354119589068507,0.0,0.0005281562482498989,0.0,0.17891054489654534
5.72,2.5001689385133776,2.499831061486626,4.267659580095452,0.7323404199045523,4.065148951714771,0.23512090212847642,2.7250667498144945,2.2749332501855086,5.0,5.0,1.6997301461567553,4.864445771628121,0.13555422837188025,5.0,0.9107708531042351,5.0,0.25000000000000017,0.25000000000000017,2.0,0.5264055483621431,0.5,1.5182090250857347,3.4817909749142726,0.511,0.47,1.083,0.786,0.727,0.614,0.636,1.367,0.583,1.219,0.293,2.0,0.626,0.693,0.463,0.787,1.459,0.566,1.021,0.558,0.038,0.725,1.65,2.0,0.074,0.73,1.13,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.017378434514588398,0.18083207029835424,0.08194863209132729,0.40362805678979774,0.344461773441353,0.053496597808280755,0.0,0.0005129679513835628,0.0,0.17861188776274967
5.73,2.5001638771174033,2.4998361228826003,4.265850816301997,0.7341491836980067,4.061107720647278,0.2357128643439698,2.7242490143558435,2.275750985644159,5.0,5.0,1.7031794150087547,4.864271973848144,0.13572802615185867,5.0,0.9097013603673078,5.0,0.25000000000000017,0.25000000000000017,2.0,0.5251556653578262,0.5,1.5199936544585153,3.4800063455414927,0.511,0.47,1.083,0.786,0.727,0.614,0.636,1.367,0.583,1.219,0.293,2.0,0.626,0.693,0.463,0.787,1.459,0.566,1.021,0.558,0.038,0.725,1.65,2.0,0.074,0.73,1.13,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.01738116310499596,0.18092179582049822,0.08159374997008624,0.40461688905056137,0.34539045197729173,0.05345195317585816,0.0,0.0004981843571225024,0.0,0.17831342025258523
5.74,2.5001589581941537,2.49984104180585,4.264041160223449,0.735958839776555,4.057056595569771,0.23630542684729272,2.72343480656549,2.276565193434513,5.0,5.0,1.7066379775829388,4.86409814896876,0.1359018510312423,5.0,0.9086327608601477,5.0,0.25000000000000017,0.25000000000000017,2.0,0.5239083178252919,0.5,1.5217753017446296,3.478224698255378,0.511,0.47,1.083,0.786,0.727,0.614,0.636,1.367,0.583,1.219,0.293,2.0,0.626,0.693,0.463,0.787,1.459,0.566,1.021,0.558,0.038,0.725,1.65,2.0,0.074,0.73,1.13,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.01738387792171034,0.18101115407803994,0.08124043206108778,0.4056061420807193,0.346319643353448,0.0534072577825212,0.0,0.00048379730774058904,0.0,0.17801514352109707
5.75,2.5001541817436284,2.499845818256375,4.262230611859807,0.7377693881401973,4.052995576482249,0.23689858963844518,2.7226241264434328,2.27737587355657,5.0,5.0,1.7101058338793078,4.863924296989971,0.13607570301003125,5.0,0.9075650545827548,5.0,0.25000000000000017,0.25000000000000017,2.0,0.52266350576454,0.5,1.523553966944078,3.4764460330559297,0.511,0.47,1.083,0.786,0.727,0.614,0.636,1.367,0.583,1.219,0.293,2.0,0.626,0.693,0.463,0.787,1.459,0.566,1.021,0.558,0.038,0.725,1.65,2.0,0.074,0.73,1.13,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.017386578948769698,0.1811001448703344,0.0808886779281885,0.40659581546869245,0.3472493475698216,0.05336249072461441,0.0,0.00046980841426526223,0.0,0.17771705916574676
5.76,2.500149547765828,2.4998504522341753,4.260419171211071,0.7395808287889339,4.048924663384713,0.23749235271742725,2.7218169739896725,2.27818302601033,5.0,5.0,1.7135829838978622,4.863750417911777,0.1362495820882255,5.0,0.9064982415351293,5.0,0.25000000000000017,0.25000000000000017,2.0,0.5214212291755705,0.5,1.5253296500568603,3.4746703499431475,0.511,0.47,1.083,0.786,0.727,0.614,0.636,1.367,0.583,1.219,0.293,2.0,0.626,0.693,0.463,0.787,1.459,0.566,1.021,0.558,0.038,0.725,1.65,2.0,0.074,0.73,1.13,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.017389266170273334,0.18118876799686875,0.08053848713723637,0.407585908800129,0.3481795646264127,0.05331763111595389,0.0,0.0004562192826296273,0.0,0.17741916878726288
5.77,2.5001450495343382,2.4998549504656653,4.2586068448539605,0.741393155146043,4.044843848854951,0.23808671442232937,2.721013321516485,2.2789866784835175,5.0,5.0,1.7170694367227215,4.863576511979514,0.1364234880204874,5.0,0.9054323242648212,5.0,0.25000000000000017,0.25000000000000017,2.0,0.5201814833054506,0.5,1.5271023545621343,3.472897645437873,0.511,0.47,1.083,0.786,0.727,0.614,0.636,1.367,0.583,1.219,0.293,2.0,0.626,0.693,0.463,0.787,1.459,0.566,1.021,0.558,0.038,0.725,1.65,2.0,0.074,0.73,1.13,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0173919396558498,0.18127702345017202,0.08018984724515897,0.4085764180330571,0.34911029052717735,0.05327270178033139,0.0,0.00044301097082673555,0.0,0.17712147288536928
5.78,2.500140676904584,2.49985932309542,4.256793642707292,0.7432063572927115,4.04075312169901,0.2386816722467097,2.7202131272660766,2.279786872733926,5.0,5.0,1.7205652060542835,4.863402579563195,0.13659742043680628,5.0,0.9043673066139686,5.0,0.25000000000000017,0.25000000000000017,2.0,0.5189442609859494,0.5,1.528872085707062,3.471127914292946,0.511,0.47,1.083,0.786,0.727,0.614,0.636,1.367,0.583,1.219,0.293,2.0,0.626,0.693,0.463,0.787,1.459,0.566,1.021,0.558,0.038,0.725,1.65,2.0,0.074,0.73,1.13,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.01739459951879294,0.18136491132457094,0.07984273971228674,0.4095673372809153,0.3500415192454024,0.05322774767293037,0.0,0.0004301539850381031,0.0,0.17682397139474748
5.79,2.500136429774395,2.4998635702256085,4.254979564870961,0.7450204351290428,4.036652481804149,0.2392772261653247,2.719416390817889,2.2805836091821137,5.0,5.0,1.7240702920305293,4.863228620666546,0.1367713793334555,5.0,0.9033031886212674,5.0,0.25000000000000017,0.25000000000000017,2.0,0.5177095621448733,0.5,1.5306388435444886,3.4693611564555193,0.511,0.47,1.083,0.786,0.727,0.614,0.636,1.367,0.583,1.219,0.293,2.0,0.626,0.693,0.463,0.787,1.459,0.566,1.021,0.558,0.038,0.725,1.65,2.0,0.074,0.73,1.13,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.01739724574497043,0.18145243142896858,0.07949716393631905,0.4105586660662632,0.35097325072039026,0.053182748474189245,0.0,0.00041764942420485584,0.0,0.1765266658971272
5.8,2.5001323081437716,2.499867691856232,4.2531646113449675,0.7468353886550367,4.032541929170368,0.2398733761781745,2.7186231121719215,2.281376887828081,5.0,5.0,1.727584694651459,4.863054635289567,0.13694536471043514,5.0,0.9022399702867177,5.0,0.25000000000000017,0.25000000000000017,2.0,0.5164773867822222,0.5,1.5324026280744145,3.467597371925593,0.511,0.47,1.083,0.786,0.727,0.614,0.636,1.367,0.583,1.219,0.293,2.0,0.626,0.693,0.463,0.787,1.459,0.566,1.021,0.558,0.038,0.725,1.65,2.0,0.074,0.73,1.13,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.017399878319011828,0.1815395835694804,0.07915311949931968,0.4115504039638523,0.351905484952141,0.05313768321831169,0.0,0.0004054986944571459,0.0,0.17622955799420473
5.81,2.5001283109487575,2.499871689051246,4.2513487833051045,0.7486512166948995,4.028421462507459,0.2404701219853972,2.717833286485194,2.2821667135148087,5.0,5.0,1.7311084155071463,4.8628806234756,0.13711937652440215,5.0,0.9011776519880287,5.0,0.25000000000000017,0.25000000000000017,2.0,0.515247734073515,0.5,1.5341634399324664,3.4658365600675416,0.511,0.47,1.083,0.786,0.727,0.614,0.636,1.367,0.583,1.219,0.293,2.0,0.626,0.693,0.463,0.787,1.459,0.566,1.021,0.558,0.038,0.725,1.65,2.0,0.074,0.73,1.13,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.017402497241220033,0.1816263675881044,0.07881060388515161,0.41254254989759553,0.3528382212232656,0.053092538100337205,0.0,0.0003936999330482734,0.0,0.1759326490978657
5.82,2.5001244271452356,2.499875572854768,4.249532092956387,0.7504679070436169,4.02429106842272,0.24106746047435795,2.7170468634864635,2.282953136513539,5.0,5.0,1.7346414711029243,4.862706585674556,0.13729341432544606,5.0,0.9001162376459098,5.0,0.25000000000000017,0.25000000000000017,2.0,0.5140205954604476,0.5,1.535921285716593,3.4640787142834144,0.511,0.47,1.083,0.786,0.727,0.614,0.636,1.367,0.583,1.219,0.293,2.0,0.626,0.693,0.463,0.787,1.459,0.566,1.021,0.558,0.038,0.725,1.65,2.0,0.074,0.73,1.13,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.017405102658506595,0.18171278366425186,0.07846959488262299,0.4135350967107307,0.3537714520870995,0.05304736629794249,0.0,0.0003822206017712802,0.0,0.1756359388089729
5.83,2.500120653808781,2.4998793461912228,4.247714543530639,0.7522854564693642,4.020150743369838,0.2416653908208471,2.716263829864164,2.2837361701358385,5.0,5.0,1.7381838658093178,4.862532522005569,0.13746747799443296,5.0,0.8990557282985451,5.0,0.25000000000000017,0.25000000000000017,2.0,0.512795968676826,0.5,1.5376761671738972,3.462323832826111,0.511,0.47,1.083,0.786,0.727,0.614,0.636,1.367,0.583,1.219,0.293,2.0,0.626,0.693,0.463,0.787,1.459,0.566,1.021,0.558,0.038,0.725,1.65,2.0,0.074,0.73,1.13,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.01740769459885897,0.18179883170838515,0.07813008631461023,0.4145280421887087,0.3547051755718047,0.05300216641639377,0.0,0.0003710529724764941,0.0,0.1753394281973936
5.84,2.5001169909393934,2.49988300906061,4.245896135027862,0.7541038649721415,4.016000487348809,0.24226391302486464,2.715484185618296,2.284515814381707,5.0,5.0,1.7417355996263275,4.86235843246864,0.13764156753136278,5.0,0.8979961239459343,5.0,0.25000000000000017,0.25000000000000017,2.0,0.5115738537226497,0.5,1.5394280843043786,3.460571915695629,0.511,0.47,1.083,0.786,0.727,0.614,0.636,1.367,0.583,1.219,0.293,2.0,0.626,0.693,0.463,0.787,1.459,0.566,1.021,0.558,0.038,0.725,1.65,2.0,0.074,0.73,1.13,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.01741027304742451,0.18188451153322002,0.07779207777877596,0.415521385895013,0.355639391677381,0.05295691743704367,0.0,0.00036019827541734274,0.0,0.17504311886594173
