I_1_task1,S_2_task1,V_L_3_task1,_1_task1
27354.866012297163,151350.58758107782,1527930780.869821,982.0
25778.232461867723,157943.1370981566,1401903298.2154732,983.0
24847.21782422435,168320.3370257733,1286296216.7073464,984.0
24450.190364554644,182867.37361235847,1180261144.613523,985.0
24519.572851640558,202211.64983350504,1083017671.7577734,986.0
25019.605531846337,227252.10598759327,993848575.9975562,987.0
25939.22230430232,259212.70823715694,912095646.0569396,988.0
27287.844177540457,299718.06843665626,837155183.33367,989.0
29093.39448345153,350899.2770398383,768474039.91916,990.0
31401.979763547897,415537.17254798376,705545999.7862833,991.0
34278.708777353604,497250.6532048308,647908293.4248754,992.0
37809.86811276772,600748.3082435634,595138616.6325704,993.0
42106.19274141516,732156.821946322,546852333.4266552,994.0
47307.52487280326,899455.1920165395,502700107.4767189,995.0
53589.2857173144,1113042.881891747,462365835.25744027,996.0
61170.7824827132,1386482.8960924947,425564948.8184107,997.0
70326.81755876206,1737478.431329879,392043172.6722168,998.0
81402.6721798577,2189132.4341808814,361575654.4974981,999.0
94835.24348250855,2771599.9556582165,333966758.19798243,1000.0
