Time,Sulphate__PAPS,GSH,NAPQI,Paracetamol_APAP,Protein_adducts,P0,dG,bG,kGSH,kG,kS,bS,dS,k450,kN,kPSH,compartment,reaction_1,R2,R3,R4,R5,R6,R7,R8,R9,R10
1.9,1.2080043581530227e-14,6.45247697468188e-15,3.8358623202412325e-22,1.2716979964782118e-17,0.0,1.32e-13,2.0,1.374e-14,1.6e+18,2.99,226000000000000.0,2.65e-14,2.0,0.315,0.0315,110.0,1.0,4.005848688906367e-18,1.2082966308759883e-23,3.8023770094698535e-17,4.219448552265356e-20,3.960130127905018e-18,1.290495394936376e-14,1.374e-14,3.4718497917203326e-17,2.4160087163060454e-14,2.65e-14
1.91,1.2102876424978066e-14,6.4607063851581815e-15,3.6147403517500725e-22,1.197189192743048e-17,0.0,1.32e-13,2.0,1.374e-14,1.6e+18,2.99,226000000000000.0,2.65e-14,2.0,0.315,0.0315,110.0,1.0,3.771145957140601e-18,1.1386432108012728e-23,3.579595686301714e-17,3.97621438692508e-20,3.7366041713985e-18,1.2921412770316363e-14,1.374e-14,3.2746118257019686e-17,2.420575284995613e-14,2.65e-14
1.92,1.21252761287744e-14,6.468775074573588e-15,3.4027683181273564e-22,1.126988436973081e-17,0.0,1.32e-13,2.0,1.374e-14,1.6e+18,2.99,226000000000000.0,2.65e-14,2.0,0.315,0.0315,110.0,1.0,3.550013576465205e-18,1.0718720202101173e-23,3.369695426549512e-17,3.743045149940092e-20,3.521878860936149e-18,1.2937550149147176e-14,1.374e-14,3.0883003942449906e-17,2.42505522575488e-14,2.65e-14
1.93,1.2147250215726794e-14,6.476686095790453e-15,3.192950768328733e-22,1.0608507861377129e-17,0.0,1.32e-13,2.0,1.374e-14,1.6e+18,2.99,226000000000000.0,2.65e-14,2.0,0.315,0.0315,110.0,1.0,3.3416799763337956e-18,1.0057794920235509e-23,3.171943850551762e-17,3.5122458451616064e-20,3.3087583753245036e-18,1.2953372191580905e-14,1.374e-14,2.9123309066129513e-17,2.429450043145359e-14,2.65e-14
1.94,1.2168806118508318e-14,6.484442450369061e-15,2.996231029699423e-22,9.985454353827323e-18,0.0,1.32e-13,2.0,1.374e-14,1.6e+18,2.99,226000000000000.0,2.65e-14,2.0,0.315,0.0315,110.0,1.0,3.1454181214556068e-18,9.438127743553182e-24,2.9856508517943696e-17,3.2958541326693654e-20,3.1086220288153507e-18,1.2968884900738122e-14,1.374e-14,2.7461499116348316e-17,2.4337612237016636e-14,2.65e-14
1.95,1.2189951174261227e-14,6.49204708689558e-15,2.820449481239969e-22,9.398539707798162e-18,0.0,1.32e-13,2.0,1.374e-14,1.6e+18,2.99,226000000000000.0,2.65e-14,2.0,0.315,0.0315,110.0,1.0,2.960540007956421e-18,8.884415865905902e-24,2.810163372631651e-17,3.102494429363966e-20,2.9296785341472144e-18,1.298409417379116e-14,1.374e-14,2.589230927331578e-17,2.4379902348522454e-14,2.65e-14
1.96,1.221069262662298e-14,6.499502900506432e-15,2.6578188312751664e-22,8.845703658043945e-18,0.0,1.32e-13,2.0,1.374e-14,1.6e+18,2.99,226000000000000.0,2.65e-14,2.0,0.315,0.0315,110.0,1.0,2.7863966522838425e-18,8.372129318516774e-24,2.6448653937551396e-17,2.923600714402683e-20,2.7639201924629694e-18,1.2999005801012863e-14,1.374e-14,2.441075006621262e-17,2.442138525324596e-14,2.65e-14
1.97,1.2231037623601446e-14,6.506812734591646e-15,2.4961775061712226e-22,8.324999930901932e-18,0.0,1.32e-13,2.0,1.374e-14,1.6e+18,2.99,226000000000000.0,2.65e-14,2.0,0.315,0.0315,110.0,1.0,2.6223749782341088e-18,7.86295914443935e-24,2.489174979339678e-17,2.745795256788345e-20,2.5987455335929807e-18,1.3013625469183292e-14,1.374e-14,2.301208554592306e-17,2.4462075247202893e-14,2.65e-14
1.98,1.2250993217095516e-14,6.513979383813113e-15,2.33915070721891e-22,7.834590347283036e-18,0.0,1.32e-13,2.0,1.374e-14,1.6e+18,2.99,226000000000000.0,2.65e-14,2.0,0.315,0.0315,110.0,1.0,2.4678959593941562e-18,7.368324727739566e-24,2.342542513837628e-17,2.5730657779408008e-20,2.4379487171929347e-18,1.3027958767626227e-14,1.374e-14,2.1691821983942744e-17,2.4501986434191032e-14,2.65e-14
1.99,1.227056636335992e-14,6.521005594312813e-15,2.2001621366681067e-22,7.3727411383501e-18,0.0,1.32e-13,2.0,1.374e-14,1.6e+18,2.99,226000000000000.0,2.65e-14,2.0,0.315,0.0315,110.0,1.0,2.3224134585802816e-18,6.930510730504537e-24,2.20444960036668e-17,2.4201783503349172e-20,2.2955631362572728e-18,1.3042011188625626e-14,1.374e-14,2.0445702328467695e-17,2.454113272671984e-14,2.65e-14
2.0,1.2289763920964667e-14,6.527894061173982e-15,2.0771583410693653e-22,6.937813276263972e-18,0.0,1.32e-13,2.0,1.374e-14,1.6e+18,2.99,226000000000000.0,2.65e-14,2.0,0.315,0.0315,110.0,1.0,2.185411182023151e-18,6.5430487743685004e-24,2.074406169602928e-17,2.2848741751763018e-20,2.1695151358055536e-18,1.3055788122347963e-14,1.374e-14,1.926968372822221e-17,2.4579527841929334e-14,2.65e-14
2.01,1.2308592652855655e-14,6.534647429328279e-15,1.9529728750826415e-22,6.528262720174609e-18,0.0,1.32e-13,2.0,1.374e-14,1.6e+18,2.99,226000000000000.0,2.65e-14,2.0,0.315,0.0315,110.0,1.0,2.056402756855002e-18,6.1518645565103205e-24,1.9519505533322084e-17,2.1482701625909056e-20,2.0419182684330626e-18,1.3069294858656558e-14,1.374e-14,1.8159942201080305e-17,2.461718530571131e-14,2.65e-14
2.02,1.2327059223561777e-14,6.541268297659964e-15,1.8253933407992825e-22,6.1426288671182275e-18,0.0,1.32e-13,2.0,1.374e-14,1.6e+18,2.99,226000000000000.0,2.65e-14,2.0,0.315,0.0315,110.0,1.0,1.9349280931422417e-18,5.74998902351774e-24,1.8366460312683502e-17,2.0079326748792107e-20,1.9104620145487934e-18,1.3082536595319928e-14,1.374e-14,1.7112844262331806e-17,2.4654118447123554e-14,2.65e-14
2.03,1.2345170202113301e-14,6.547759220470091e-15,1.7139101942431493e-22,5.7795370222903176e-18,0.0,1.32e-13,2.0,1.374e-14,1.6e+18,2.99,226000000000000.0,2.65e-14,2.0,0.315,0.0315,110.0,1.0,1.82055416202145e-18,5.39881711186592e-24,1.728081569664805e-17,1.885301213667464e-20,1.7955634043861225e-18,1.3095518440940182e-14,1.374e-14,1.6124957219887127e-17,2.4690340404226602e-14,2.65e-14
2.04,1.2362932059059114e-14,6.554122703877428e-15,1.6227872426418524e-22,5.437686267969547e-18,0.0,1.32e-13,2.0,1.374e-14,1.6e+18,2.99,226000000000000.0,2.65e-14,2.0,0.315,0.0315,110.0,1.0,1.7128711744104072e-18,5.111779814321835e-24,1.6258681941228945e-17,1.7850659669060375e-20,1.701751473689858e-18,1.3108245407754855e-14,1.374e-14,1.5193018571001284e-17,2.4725864118118228e-14,2.65e-14
2.05,1.2380351169744857e-14,6.560361205024803e-15,1.5286092797133821e-22,5.115853039009833e-18,0.0,1.32e-13,2.0,1.374e-14,1.6e+18,2.99,226000000000000.0,2.65e-14,2.0,0.315,0.0315,110.0,1.0,1.6114937072880976e-18,4.815119231097154e-24,1.5296400586639402e-17,1.6814702076847204e-20,1.6045166426036127e-18,1.3120722410049606e-14,1.374e-14,1.4313948917199087e-17,2.4760702339489714e-14,2.65e-14
2.06,1.2397433811492493e-14,6.566477137772952e-15,1.4232775380328618e-22,4.8128792125353976e-18,0.0,1.32e-13,2.0,1.374e-14,1.6e+18,2.99,226000000000000.0,2.65e-14,2.0,0.315,0.0315,110.0,1.0,1.5160569519486503e-18,4.483324244803515e-24,1.439050884548084e-17,1.565605291836148e-20,1.4953471062717697e-18,1.3132954275545903e-14,1.374e-14,1.3484821434506149e-17,2.4794867622984985e-14,2.65e-14
2.07,1.2414186166918728e-14,6.57247287569231e-15,1.3325117508145941e-22,4.5276760542262974e-18,0.0,1.32e-13,2.0,1.374e-14,1.6e+18,2.99,226000000000000.0,2.65e-14,2.0,0.315,0.0315,110.0,1.0,1.4262179570812837e-18,4.197412015065971e-24,1.353775140213663e-17,1.4657629258960537e-20,1.4012635742032305e-18,1.314494575138462e-14,1.374e-14,1.2702875437590352e-17,2.4828372333837456e-14,2.65e-14
2.08,1.2430614321550696e-14,6.57835074669867e-15,1.2655074173812837e-22,4.259213223656832e-18,0.0,1.32e-13,2.0,1.374e-14,1.6e+18,2.99,226000000000000.0,2.65e-14,2.0,0.315,0.0315,110.0,1.0,1.341652165451902e-18,3.986348364751044e-24,1.2735047538733928e-17,1.392058159119412e-20,1.3319922662532597e-18,1.315670149339734e-14,1.374e-14,1.196548793861504e-17,2.486122864310139e-14,2.65e-14
2.09,1.2446724266671196e-14,6.5841130318627734e-15,1.199169185344721e-22,4.006521722144034e-18,0.0,1.32e-13,2.0,1.374e-14,1.6e+18,2.99,226000000000000.0,2.65e-14,2.0,0.315,0.0315,110.0,1.0,1.2620543424753707e-18,3.7773829338358714e-24,1.1979499949210664e-17,1.3190861038791931e-20,1.2632744737018308e-18,1.3168226063725547e-14,1.374e-14,1.1270184078533925e-17,2.4893448533342392e-14,2.65e-14
2.1,1.246252189809931e-14,6.589761970587752e-15,1.1157245573595153e-22,3.768685846758346e-18,0.0,1.32e-13,2.0,1.374e-14,1.6e+18,2.99,226000000000000.0,2.65e-14,2.0,0.315,0.0315,110.0,1.0,1.1871360417288791e-18,3.514532355682473e-24,1.1268370681807456e-17,1.2272970130954668e-20,1.176377481238174e-18,1.3179523941175505e-14,1.374e-14,1.061461655565592e-17,2.492504379619862e-14,2.65e-14
2.11,1.2478013017865972e-14,6.595299764789626e-15,1.0322067812713257e-22,3.544843153185328e-18,0.0,1.32e-13,2.0,1.374e-14,1.6e+18,2.99,226000000000000.0,2.65e-14,2.0,0.315,0.0315,110.0,1.0,1.1166255932533784e-18,3.251451361004676e-24,1.0599081028024132e-17,1.1354274593984582e-20,1.089234102677285e-18,1.3190599529579253e-14,1.374e-14,9.996567376653146e-18,2.4956026035731945e-14,2.65e-14
2.12,1.249320333439834e-14,6.600728577030561e-15,9.79032491668453e-23,3.3341802003575182e-18,0.0,1.32e-13,2.0,1.374e-14,1.6e+18,2.99,226000000000000.0,2.65e-14,2.0,0.315,0.0315,110.0,1.0,1.0502667631126183e-18,3.083952348755627e-24,9.96919879906898e-18,1.0769357408352983e-20,1.0339724392955827e-18,1.3201457154061122e-14,1.374e-14,9.413937610429672e-18,2.498640666879668e-14,2.65e-14
2.13,1.2508098463168433e-14,6.6060505244994094e-15,9.445479600825477e-23,3.1359297160610296e-18,0.0,1.32e-13,2.0,1.374e-14,1.6e+18,2.99,226000000000000.0,2.65e-14,2.0,0.315,0.0315,110.0,1.0,9.878178605592244e-19,2.9753260742600254e-24,9.376429851022479e-18,1.0390027560908025e-20,9.98357047538906e-19,1.3212101048998819e-14,1.374e-14,8.864740991627183e-18,2.5016196926336866e-14,2.65e-14
2.14,1.252270392786261e-14,6.611267680468258e-15,8.819418911732531e-23,2.949369197310897e-18,0.0,1.32e-13,2.0,1.374e-14,1.6e+18,2.99,226000000000000.0,2.65e-14,2.0,0.315,0.0315,110.0,1.0,9.290512971529325e-19,2.7781169571957473e-24,8.818613899959582e-18,9.701360802905784e-21,9.329206273863651e-19,1.3222535360936516e-14,1.374e-14,8.347101454405369e-18,2.504540785572522e-14,2.65e-14
2.15,1.2537025160464551e-14,6.616382085256168e-15,7.942342253727674e-23,2.773816392302414e-18,0.0,1.32e-13,2.0,1.374e-14,1.6e+18,2.99,226000000000000.0,2.65e-14,2.0,0.315,0.0315,110.0,1.0,8.737521635752605e-19,2.5018378099242173e-24,8.293711012984219e-18,8.736576479100441e-21,8.407931360405899e-19,1.3232764170512335e-14,1.374e-14,7.859241733581789e-18,2.5074050320929102e-14,2.65e-14
2.16,1.2551067502963682e-14,6.621395748422555e-15,7.473854712068593e-23,2.608629666748731e-18,0.0,1.32e-13,2.0,1.374e-14,1.6e+18,2.99,226000000000000.0,2.65e-14,2.0,0.315,0.0315,110.0,1.0,8.217183450258503e-19,2.354264234301607e-24,7.799802703578706e-18,8.221240183275452e-21,7.917975970371018e-19,1.324279149684511e-14,1.374e-14,7.399485670496917e-18,2.5102135005927364e-14,2.65e-14
2.17,1.2564836207211938e-14,6.626310634869595e-15,7.496238546840498e-23,2.4532026570254746e-18,0.0,1.32e-13,2.0,1.374e-14,1.6e+18,2.99,226000000000000.0,2.65e-14,2.0,0.315,0.0315,110.0,1.0,7.727588369630245e-19,2.3613151422547567e-24,7.33507594450617e-18,8.245862401524548e-21,7.947584832711774e-19,1.325262126973919e-14,1.374e-14,6.96624424250862e-18,2.5129672414423875e-14,2.65e-14
2.18,1.2578336436870907e-14,6.631128660329995e-15,7.103176978054674e-23,2.306965635149345e-18,0.0,1.32e-13,2.0,1.374e-14,1.6e+18,2.99,226000000000000.0,2.65e-14,2.0,0.315,0.0315,110.0,1.0,7.266941750720437e-19,2.2375007480872224e-24,6.897827249096542e-18,7.813494675860142e-21,7.536332870171928e-19,1.326225732065999e-14,1.374e-14,6.558020519029018e-18,2.5156672873741815e-14,2.65e-14
2.19,1.2591573267259873e-14,6.635851712115824e-15,6.042397527069993e-23,2.1693799257003744e-18,0.0,1.32e-13,2.0,1.374e-14,1.6e+18,2.99,226000000000000.0,2.65e-14,2.0,0.315,0.0315,110.0,1.0,6.833546765956179e-19,1.9033552210270476e-24,6.48644597784412e-18,6.646637279776992e-21,6.415432636046693e-19,1.3271703424231648e-14,1.374e-14,6.173394819049264e-18,2.5183146534519747e-14,2.65e-14
2.2,1.2604551687347008e-14,6.640481659436664e-15,5.518185483475219e-23,2.039939733181307e-18,0.0,1.32e-13,2.0,1.374e-14,1.6e+18,2.99,226000000000000.0,2.65e-14,2.0,0.315,0.0315,110.0,1.0,6.425810159521117e-19,1.738228427294694e-24,6.099419802212108e-18,6.070004031822741e-21,5.862945519421893e-19,1.3280963318873328e-14,1.374e-14,5.8110308321462024e-18,2.5209103374694015e-14,2.65e-14
2.21,1.2617276599719108e-14,6.645020327639791e-15,6.017223673491864e-23,1.9181667156719258e-18,0.0,1.32e-13,2.0,1.374e-14,1.6e+18,2.99,226000000000000.0,2.65e-14,2.0,0.315,0.0315,110.0,1.0,6.042225154366566e-19,1.895425457149937e-24,5.7353184798590584e-18,6.61894604084105e-21,6.39753178020941e-19,1.3290040655279583e-14,1.374e-14,5.4696610436176826e-18,2.5234553199438215e-14,2.65e-14
2.22,1.2629752822499041e-14,6.649469482055204e-15,5.961571396983457e-23,1.8036119091141e-18,0.0,1.32e-13,2.0,1.374e-14,1.6e+18,2.99,226000000000000.0,2.65e-14,2.0,0.315,0.0315,110.0,1.0,5.681377513709415e-19,1.877894990049789e-24,5.3927996082511594e-18,6.557728536681803e-21,6.342605931093553e-19,1.3298938964110408e-14,1.374e-14,5.148093007560831e-18,2.5259505644998082e-14,2.65e-14
2.23,1.264198508952235e-14,6.653830865318931e-15,4.688529458271375e-23,1.6958507947482646e-18,0.0,1.32e-13,2.0,1.374e-14,1.6e+18,2.99,226000000000000.0,2.65e-14,2.0,0.315,0.0315,110.0,1.0,5.341930003457033e-19,1.476886779355483e-24,5.070593876297311e-18,5.1573824040985126e-21,4.991469123584499e-19,1.3307661730637862e-14,1.374e-14,4.8451960242452546e-18,2.52839701790447e-14,2.65e-14
2.24,1.2653978052025165e-14,6.658106210823193e-15,3.589857764330634e-23,1.5944846723498165e-18,0.0,1.32e-13,2.0,1.374e-14,1.6e+18,2.99,226000000000000.0,2.65e-14,2.0,0.315,0.0315,110.0,1.0,5.022626717901922e-19,1.1308051957641498e-24,4.7675091703259514e-18,3.948843540763697e-21,3.8242646842658654e-19,1.3316212421646386e-14,1.374e-14,4.559905734894356e-18,2.530795610405033e-14,2.65e-14
2.25,1.2665736279227011e-14,6.662297216189232e-15,3.828751713711861e-23,1.4991371785743443e-18,0.0,1.32e-13,2.0,1.374e-14,1.6e+18,2.99,226000000000000.0,2.65e-14,2.0,0.315,0.0315,110.0,1.0,4.722282112509185e-19,1.2060567898192362e-24,4.48242016393729e-18,4.211626885083047e-21,4.081325101398765e-19,1.3324594432378464e-14,1.374e-14,4.291214809946804e-18,2.5331472558454023e-14,2.65e-14
2.26,1.2677264259634437e-14,6.6664055255885204e-15,4.6086315053524695e-23,1.409454224759996e-18,0.0,1.32e-13,2.0,1.374e-14,1.6e+18,2.99,226000000000000.0,2.65e-14,2.0,0.315,0.0315,110.0,1.0,4.4397808079939875e-19,1.451718924186028e-24,4.214268132032388e-18,5.069494655887716e-21,4.915681045229287e-19,1.3332811051177041e-14,1.374e-14,4.038173349225789e-18,2.5354528519268874e-14,2.65e-14
2.27,1.2688566402015227e-14,6.6704327443802836e-15,4.404251152396355e-23,1.3251022467024447e-18,0.0,1.32e-13,2.0,1.374e-14,1.6e+18,2.99,226000000000000.0,2.65e-14,2.0,0.315,0.0315,110.0,1.0,4.174072077112701e-19,1.3873391130048519e-24,3.9620557176403105e-18,4.844676267635991e-21,4.700521776227079e-19,1.3340865488760567e-14,1.374e-14,3.799884413364038e-18,2.5377132804030455e-14,2.65e-14
2.28,1.2699647036420317e-14,6.6743804651898434e-15,3.471220612268406e-23,1.245766894807342e-18,0.0,1.32e-13,2.0,1.374e-14,1.6e+18,2.99,226000000000000.0,2.65e-14,2.0,0.315,0.0315,110.0,1.0,3.9241657186431275e-19,1.093434492864548e-24,3.724843015473953e-18,3.8183426734952466e-21,3.7069195271821724e-19,1.3348760930379687e-14,1.374e-14,3.575500766938596e-18,2.5399294072840635e-14,2.65e-14
2.29,1.2710510415378198e-14,6.678250259488783e-15,3.121110072149113e-23,1.171152537759608e-18,0.0,1.32e-13,2.0,1.374e-14,1.6e+18,2.99,226000000000000.0,2.65e-14,2.0,0.315,0.0315,110.0,1.0,3.6891304939427654e-19,9.831496727269706e-25,3.501746087901229e-18,3.4332210793640246e-21,3.334968663875659e-19,1.3356500518977567e-14,1.374e-14,3.364223915596964e-18,2.5421020830756396e-14,2.65e-14
2.3,1.2721160714813535e-14,6.682043654719283e-15,3.233018424060759e-23,1.1009802320869808e-18,0.0,1.32e-13,2.0,1.374e-14,1.6e+18,2.99,226000000000000.0,2.65e-14,2.0,0.315,0.0315,110.0,1.0,3.4680877310739897e-19,1.018400803579139e-24,3.291930893940073e-18,3.556320266466835e-21,3.456507239373717e-19,1.3364087309438566e-14,1.374e-14,3.1652987036237285e-18,2.544232142962707e-14,2.65e-14
2.31,1.2731602035302628e-14,6.685762143249733e-15,3.078117082472591e-23,1.034987978219294e-18,0.0,1.32e-13,2.0,1.374e-14,1.6e+18,2.99,226000000000000.0,2.65e-14,2.0,0.315,0.0315,110.0,1.0,3.2602121313907763e-19,9.696068809788662e-25,3.0946140548756893e-18,3.38592879071985e-21,3.2927293859976905e-19,1.3371524286499465e-14,1.374e-14,2.9780144413023766e-18,2.5463204070605257e-14,2.65e-14
2.32,1.2741838402988074e-14,6.689407196611692e-15,2.8015679807949487e-23,9.729283504469135e-19,0.0,1.32e-13,2.0,1.374e-14,1.6e+18,2.99,226000000000000.0,2.65e-14,2.0,0.315,0.0315,110.0,1.0,3.0647243039077776e-19,8.824939139504089e-25,2.9090557678362716e-18,3.0817247788744434e-21,2.998532642004259e-19,1.3378814393223384e-14,1.374e-14,2.801698455112153e-18,2.5483676805976148e-14,2.65e-14
2.33,1.2751873770817671e-14,6.6929802598078935e-15,2.638063600960543e-23,9.145691703170308e-19,0.0,1.32e-13,2.0,1.374e-14,1.6e+18,2.99,226000000000000.0,2.65e-14,2.0,0.315,0.0315,110.0,1.0,2.880892886498647e-19,8.309900343025711e-25,2.7345618192479223e-18,2.9018699610565975e-21,2.825041216855463e-19,1.3385960519615787e-14,1.374e-14,2.635718358891515e-18,2.5503747541635343e-14,2.65e-14
2.34,1.2761712019503024e-14,6.696482746814312e-15,2.521202366686532e-23,8.596910524749377e-19,0.0,1.32e-13,2.0,1.374e-14,1.6e+18,2.99,226000000000000.0,2.65e-14,2.0,0.315,0.0315,110.0,1.0,2.7080268152960535e-19,7.941787455062575e-25,2.570476246900064e-18,2.773322603355185e-21,2.7013101039590035e-19,1.3392965493628624e-14,1.374e-14,2.4794752980588673e-18,2.5523424039006048e-14,2.65e-14
2.35,1.2771356958696582e-14,6.699916043756298e-15,2.3859456528995428e-23,8.080882605986913e-19,0.0,1.32e-13,2.0,1.374e-14,1.6e+18,2.99,226000000000000.0,2.65e-14,2.0,0.315,0.0315,110.0,1.0,2.5454780208858776e-19,7.515728806633559e-25,2.416183899190087e-18,2.624540218189497e-21,2.5577016895027587e-19,1.3399832087512596e-14,1.374e-14,2.3324067004338134e-18,2.5542713917393163e-14,2.65e-14
2.36,1.2780812328019356e-14,6.7032815110581615e-15,2.2065138682605096e-23,7.595663418903642e-19,0.0,1.32e-13,2.0,1.374e-14,1.6e+18,2.99,226000000000000.0,2.65e-14,2.0,0.315,0.0315,110.0,1.0,2.3926339769546475e-19,6.950518685020605e-25,2.271103362252189e-18,2.4271652550865606e-21,2.3665413787206556e-19,1.3406563022116323e-14,1.374e-14,2.1939797198020905e-18,2.556162465603871e-14,2.65e-14
2.37,1.2790081798150733e-14,6.7065804831229766e-15,2.0496298368179045e-23,7.139430057832833e-19,0.0,1.32e-13,2.0,1.374e-14,1.6e+18,2.99,226000000000000.0,2.65e-14,2.0,0.315,0.0315,110.0,1.0,2.2489204682173423e-19,6.456333985976399e-25,2.134689587292017e-18,2.254592820499695e-21,2.1993611937967186e-19,1.3413160966245953e-14,1.374e-14,2.0636940141599896e-18,2.5580163596301466e-14,2.65e-14
2.38,1.2799168971929164e-14,6.709814268396373e-15,1.9446972504876095e-23,6.71045994145694e-19,0.0,1.32e-13,2.0,1.374e-14,1.6e+18,2.99,226000000000000.0,2.65e-14,2.0,0.315,0.0315,110.0,1.0,2.1137948815589362e-19,6.12579633903597e-25,2.0064275224956252e-18,2.1391669755363706e-21,2.0877691774452733e-19,1.3419628536792746e-14,1.374e-14,1.941075821143565e-18,2.5598337943858327e-14,2.65e-14
2.39,1.2808077385367025e-14,6.712984149019115e-15,1.8473155431092984e-23,6.307136862583697e-19,0.0,1.32e-13,2.0,1.374e-14,1.6e+18,2.99,226000000000000.0,2.65e-14,2.0,0.315,0.0315,110.0,1.0,1.9867481117138646e-19,5.81904396079429e-25,1.8858339219125256e-18,2.032047097420228e-21,1.9841599934606973e-19,1.342596829803823e-14,1.374e-14,1.8256799125632493e-18,2.561615477073405e-14,2.65e-14
2.4,1.2816810508777057e-14,6.716091382310136e-15,1.727761083578758e-23,5.927936461491434e-19,0.0,1.32e-13,2.0,1.374e-14,1.6e+18,2.99,226000000000000.0,2.65e-14,2.0,0.315,0.0315,110.0,1.0,1.8672999853698018e-19,5.442447413273088e-25,1.772453001985939e-18,1.900537191936634e-21,1.856608211858259e-19,1.3432182764620272e-14,1.374e-14,1.7170855863711376e-18,2.5633621017554113e-14,2.65e-14
2.41,1.282537174777266e-14,6.719137201710343e-15,1.6054519034930338e-23,5.571425636151185e-19,0.0,1.32e-13,2.0,1.374e-14,1.6e+18,2.99,226000000000000.0,2.65e-14,2.0,0.315,0.0315,110.0,1.0,1.754999075387623e-19,5.0571734960030565e-25,1.6658562652092043e-18,1.7659970938423373e-21,1.7259602576506762e-19,1.3438274403420686e-14,1.374e-14,1.6148966718408398e-18,2.565074349554532e-14,2.65e-14
2.42,1.2833764444349996e-14,6.722122816837745e-15,1.5116250397834793e-23,5.236255616868162e-19,0.0,1.32e-13,2.0,1.374e-14,1.6e+18,2.99,226000000000000.0,2.65e-14,2.0,0.315,0.0315,110.0,1.0,1.649420519313471e-19,4.761618875317959e-25,1.5656404294435806e-18,1.6627875437618273e-21,1.6258126672690864e-19,1.344424563367549e-14,1.374e-14,1.518739688154767e-18,2.5667528888699993e-14,2.65e-14
2.43,1.2841991877928906e-14,6.725049413291127e-15,1.436045565035271e-23,4.921156123638169e-19,0.0,1.32e-13,2.0,1.374e-14,1.6e+18,2.99,226000000000000.0,2.65e-14,2.0,0.315,0.0315,110.0,1.0,1.5501641789460234e-19,4.523543529861104e-25,1.4714256809678126e-18,1.5796501215387982e-21,1.5451963815359637e-19,1.3450098826582254e-14,1.374e-14,1.428262301517061e-18,2.568398375585781e-14,2.65e-14
2.44,1.2850057266348113e-14,6.7279181533917534e-15,1.34930982863036e-23,4.624933689067118e-19,0.0,1.32e-13,2.0,1.374e-14,1.6e+18,2.99,226000000000000.0,2.65e-14,2.0,0.315,0.0315,110.0,1.0,1.4568541120561424e-19,4.250325960185634e-25,1.3828551730310684e-18,1.484240811493396e-21,1.4524873744947384e-19,1.3455836306783507e-14,1.374e-14,1.3431329783211974e-18,2.5700114532696226e-14,2.65e-14
2.45,1.2857963766968381e-14,6.730730177192426e-15,1.2528247661474782e-23,4.346462809213905e-19,0.0,1.32e-13,2.0,1.374e-14,1.6e+18,2.99,226000000000000.0,2.65e-14,2.0,0.315,0.0315,110.0,1.0,1.36913578490238e-19,3.9463980133645565e-25,1.2995923799549577e-18,1.378107242762226e-21,1.3491880736388603e-19,1.3461460354384853e-14,1.374e-14,1.2630385457268645e-18,2.5715927533936762e-14,2.65e-14
2.46,1.2865714477566141e-14,6.733486602685514e-15,1.1740647574677536e-23,4.0846874033123173e-19,0.0,1.32e-13,2.0,1.374e-14,1.6e+18,2.99,226000000000000.0,2.65e-14,2.0,0.315,0.0315,110.0,1.0,1.28667653204338e-19,3.698303986023424e-25,1.2213215335903829e-18,1.291471233214529e-21,1.2648878904150937e-19,1.3466973205371028e-14,1.374e-14,1.1876847340614777e-18,2.5731428955132283e-14,2.65e-14
2.47,1.2873312437501299e-14,6.73618852592056e-15,1.1157142607306466e-23,3.838610611644037e-19,0.0,1.32e-13,2.0,1.374e-14,1.6e+18,2.99,226000000000000.0,2.65e-14,2.0,0.315,0.0315,110.0,1.0,1.2091623426678716e-19,3.514499921301537e-25,1.1477445728815672e-18,1.2272856868037114e-21,1.2025058562143555e-19,1.347237705184112e-14,1.374e-14,1.1167933222889973e-18,2.5746624875002597e-14,2.65e-14
2.48,1.2880760628509988e-14,6.738837021064109e-15,1.0515600292164996e-23,3.607297911325088e-19,0.0,1.32e-13,2.0,1.374e-14,1.6e+18,2.99,226000000000000.0,2.65e-14,2.0,0.315,0.0315,110.0,1.0,1.1362988420674027e-19,3.312414092031974e-25,1.0785820754862014e-18,1.1567160321381497e-21,1.1338066647608646e-19,1.3477674042128218e-14,1.374e-14,1.0501031445999567e-18,2.5761521257019976e-14,2.65e-14
2.49,1.2888061975927432e-14,6.741433141649852e-15,9.770729575375166e-24,3.389866676494447e-19,0.0,1.32e-13,2.0,1.374e-14,1.6e+18,2.99,226000000000000.0,2.65e-14,2.0,0.315,0.0315,110.0,1.0,1.0678080030957509e-19,3.077779816243177e-25,1.0135701362718398e-18,1.0747802532912683e-21,1.0538995228405204e-19,1.3482866283299704e-14,1.374e-14,9.873671470594898e-19,2.5776123951854865e-14,2.65e-14
2.5,1.2895219349391473e-14,6.743977920797606e-15,9.141391631992909e-24,3.1854899573876583e-19,0.0,1.32e-13,2.0,1.374e-14,1.6e+18,2.99,226000000000000.0,2.65e-14,2.0,0.315,0.0315,110.0,1.0,1.0034293365771124e-19,2.8795383640777663e-25,9.524614972589099e-19,1.00555307951922e-21,9.863894933043868e-20,1.3487955841595212e-14,1.374e-14,9.283535732290245e-19,2.5790438698782945e-14,2.65e-14
