Time,Sulphate__PAPS,GSH,NAPQI,Paracetamol_APAP,Protein_adducts,P0,dG,bG,kGSH,kG,kS,bS,dS,k450,kN,kPSH,compartment,reaction_1,R2,R3,R4,R5,R6,R7,R8,R9,R10
8.31,1.3249995542876877e-14,6.869998417415243e-15,-1.92292803167497e-31,-6.773456813661095e-27,0.0,1.32e-13,2.0,1.374e-14,1.6e+18,2.99,226000000000000.0,2.65e-14,2.0,0.315,0.0315,110.0,1.0,-2.133638896303245e-27,-6.0572232997761556e-33,-2.0252635872846677e-26,-2.115220834842467e-29,-2.1136820055056723e-27,1.3739996834830486e-14,1.374e-14,-2.0283109605538545e-26,2.6499991085753755e-14,2.65e-14
8.32,1.3249995615173048e-14,6.869998443084679e-15,-1.8931253536353887e-31,-6.668481699440595e-27,0.0,1.32e-13,2.0,1.374e-14,1.6e+18,2.99,226000000000000.0,2.65e-14,2.0,0.315,0.0315,110.0,1.0,-2.1005717353237876e-27,-5.963344863951474e-33,-1.9938760281327382e-26,-2.0824378889989276e-29,-2.0809229171262806e-27,1.3739996886169358e-14,1.374e-14,-1.996876184070361e-26,2.6499991230346096e-14,2.65e-14
8.33,1.3249995686804444e-14,6.869998468518119e-15,-1.8620027211141602e-31,-6.558856975102105e-27,0.0,1.32e-13,2.0,1.374e-14,1.6e+18,2.99,226000000000000.0,2.65e-14,2.0,0.315,0.0315,110.0,1.0,-2.0660399471571628e-27,-5.865308571509605e-33,-1.9610982355555293e-26,-2.0482029932255762e-29,-2.046712934788936e-27,1.3739996937036238e-14,1.374e-14,-1.964049081848625e-26,2.6499991373608888e-14,2.65e-14
8.34,1.324999575778314e-14,6.86999849371985e-15,-1.8295994237928565e-31,-6.4447210130464166e-27,0.0,1.32e-13,2.0,1.374e-14,1.6e+18,2.99,226000000000000.0,2.65e-14,2.0,0.315,0.0315,110.0,1.0,-2.0300871191096213e-27,-5.763238184947498e-33,-1.9269715829008788e-26,-2.012559366172142e-29,-2.0110952456908208e-27,1.37399969874397e-14,1.374e-14,-1.9298710894749158e-26,2.649999151556628e-14,2.65e-14
8.35,1.324999582811962e-14,6.8699985186935946e-15,-1.7959564408450848e-31,-6.326218136187734e-27,0.0,1.32e-13,2.0,1.374e-14,1.6e+18,2.99,226000000000000.0,2.65e-14,2.0,0.315,0.0315,110.0,1.0,-1.992758712899136e-27,-5.657262788662017e-33,-1.8915392227201327e-26,-1.9755520849295932e-29,-1.9741148941190323e-27,1.3739997037387189e-14,1.374e-14,-1.8943854244171246e-26,2.649999165623924e-14,2.65e-14
8.36,1.3249995897822777e-14,6.8699985434425096e-15,-1.7611164409364867e-31,-6.2034986179536614e-27,0.0,1.32e-13,2.0,1.374e-14,1.6e+18,2.99,226000000000000.0,2.65e-14,2.0,0.315,0.0315,110.0,1.0,-1.9541020646554032e-27,-5.547516788949933e-33,-1.854846086768145e-26,-1.9372280850301353e-29,-1.9358187814506112e-27,1.3739997086885019e-14,1.374e-14,-1.8576370860247973e-26,2.6499991795645553e-14,2.65e-14
8.37,1.3249995966899907e-14,6.869998567969188e-15,-1.7251237822247379e-31,-6.0767186822852086e-27,0.0,1.32e-13,2.0,1.374e-14,1.6e+18,2.99,226000000000000.0,2.65e-14,2.0,0.315,0.0315,110.0,1.0,-1.9141663849198406e-27,-5.434139914007924e-33,-1.8169388860032776e-26,-1.8976361604472117e-29,-1.896255666152566e-27,1.3739997135938377e-14,1.374e-14,-1.819672855529174e-26,2.6499991933799814e-14,2.65e-14
8.38,1.3249996035356725e-14,6.869998592275657e-15,-1.688024512359543e-31,-5.9460405036367656e-27,0.0,1.32e-13,2.0,1.374e-14,1.6e+18,2.99,226000000000000.0,2.65e-14,2.0,0.315,0.0315,110.0,1.0,-1.873002758645581e-27,-5.3172772139325606e-33,-1.7778661105873931e-26,-1.8568269635954975e-29,-1.8554761637818985e-27,1.3739997184551315e-14,1.374e-14,-1.780541296043223e-26,2.649999207071345e-14,2.65e-14
8.39,1.3249996103197341e-14,6.869998616363378e-15,-1.64986636848266e-31,-5.8116322069761955e-27,0.0,1.32e-13,2.0,1.374e-14,1.6e+18,2.99,226000000000000.0,2.65e-14,2.0,0.315,0.0315,110.0,1.0,-1.8306641451975016e-27,-5.197079060720379e-33,-1.7376780298858825e-26,-1.814853005330926e-29,-1.8135327469856555e-27,1.3739997232726757e-14,1.374e-14,-1.7402927525617072e-26,2.6499992206394682e-14,2.65e-14
8.4,1.3249996170424284e-14,6.869998640233249e-15,-1.6106987772278628e-31,-5.673667867784701e-27,0.0,1.32e-13,2.0,1.374e-14,1.6e+18,2.99,226000000000000.0,2.65e-14,2.0,0.315,0.0315,110.0,1.0,-1.787205378352181e-27,-5.073701148267768e-33,-1.6964266924676258e-26,-1.7717686549506492e-29,-1.770479745500924e-27,1.3739997280466498e-14,1.374e-14,-1.698979351961189e-26,2.6499992340848567e-14,2.65e-14
8.41,1.3249996237038486e-14,6.869998663885599e-15,-1.5705728547209659e-31,-5.532327512056906e-27,0.0,1.32e-13,2.0,1.374e-14,1.6e+18,2.99,226000000000000.0,2.65e-14,2.0,0.315,0.0315,110.0,1.0,-1.7426831662979256e-27,-4.9473044923710424e-33,-1.6541659261050152e-26,-1.7276301401930625e-29,-1.7263733461548844e-27,1.3739997327771199e-14,1.374e-14,-1.656655003000098e-26,2.6499992474076972e-14,2.65e-14
8.42,1.3249996303039288e-14,6.869998687320196e-15,-1.5295414065798182e-31,-5.387797116300844e-27,0.0,1.32e-13,2.0,1.374e-14,1.6e+18,2.99,226000000000000.0,2.65e-14,2.0,0.315,0.0315,110.0,1.0,-1.6971560916347657e-27,-4.818055430726427e-33,-1.6109513377739524e-26,-1.6824955472378002e-29,-1.681271592864838e-27,1.3739997374640393e-14,1.374e-14,-1.6133753963187694e-26,2.6499992606078576e-14,2.65e-14
8.43,1.324999636842444e-14,6.869998710536243e-15,-1.4876589279143042e-31,-5.240268607537951e-27,0.0,1.32e-13,2.0,1.374e-14,1.6e+18,2.99,226000000000000.0,2.65e-14,2.0,0.315,0.0315,110.0,1.0,-1.6506846113744546e-27,-4.686125622930058e-33,-1.5668403136538475e-26,-1.6364248207057345e-29,-1.6352343866382395e-27,1.3739997421072485e-14,1.374e-14,-1.5691980044394899e-26,2.649999273684888e-14,2.65e-14
8.44,1.32499964331901e-14,6.8699987335323734e-15,-1.4449816033263419e-31,-5.089939863303066e-27,0.0,1.32e-13,2.0,1.374e-14,1.6e+18,2.99,226000000000000.0,2.65e-14,2.0,0.315,0.0315,110.0,1.0,-1.6033310569404659e-27,-4.551692050477977e-33,-1.521892019127617e-26,-1.589479763658976e-29,-1.5883234855727274e-27,1.3739997467064747e-14,1.374e-14,-1.5241820817665408e-26,2.64999928663802e-14,2.65e-14
8.45,1.3249996497330835e-14,6.869998756306658e-15,-1.4015673069098844e-31,-4.937014711644434e-27,0.0,1.32e-13,2.0,1.374e-14,1.6e+18,2.99,226000000000000.0,2.65e-14,2.0,0.315,0.0315,110.0,1.0,-1.5551596341679968e-27,-4.414937016766136e-33,-1.476167398781686e-26,-1.541724037600873e-29,-1.5406025048561564e-27,1.3739997512613317e-14,1.374e-14,-1.478388664586246e-26,2.649999299466167e-14,2.65e-14
8.46,1.324999656083962e-14,6.869998778856605e-15,-1.3574756022509114e-31,-4.7817029311236776e-27,0.0,1.32e-13,2.0,1.374e-14,1.6e+18,2.99,226000000000000.0,2.65e-14,2.0,0.315,0.0315,110.0,1.0,-1.5062364233039585e-27,-4.276048147090371e-33,-1.4297291764059798e-26,-1.4932231624760025e-29,-1.4921369167666232e-27,1.373999755771321e-14,1.374e-14,-1.4318805710670074e-26,2.649999312167924e-14,2.65e-14
8.47,1.3249996623707837e-14,6.869998801179154e-15,-1.312767742427461e-31,-4.624220250815904e-27,0.0,1.32e-13,2.0,1.374e-14,1.6e+18,2.99,226000000000000.0,2.65e-14,2.0,0.315,0.0315,110.0,1.0,-1.4566293790070098e-27,-4.135218388646502e-33,-1.3826418549939553e-26,-1.444044516670207e-29,-1.4429940506725315e-27,1.3739997602358308e-14,1.374e-14,-1.3847224012593822e-26,2.6499993247415673e-14,2.65e-14
8.48,1.3249996685925277e-14,6.86999882327068e-15,-1.2675066700095824e-31,-4.464788350309545e-27,0.0,1.32e-13,2.0,1.374e-14,1.6e+18,2.99,226000000000000.0,2.65e-14,2.0,0.315,0.0315,110.0,1.0,-1.4064083303475066e-27,-3.9926460105301844e-33,-1.334971716742554e-26,-1.3942573370105406e-29,-1.3932430930325709e-27,1.373999764654136e-14,1.374e-14,-1.336980537096079e-26,2.6499993371850554e-14,2.65e-14
8.49,1.3249996747480141e-14,6.869998845126994e-15,-1.221757017059367e-31,-4.3036348597064624e-27,0.0,1.32e-13,2.0,1.374e-14,1.6e+18,2.99,226000000000000.0,2.65e-14,2.0,0.315,0.0315,110.0,1.0,-1.3556449808075356e-27,-3.848534603737006e-33,-1.2867868230522323e-26,-1.3439327187653036e-29,-1.3429550873957844e-27,1.3739997690253988e-14,1.374e-14,-1.2887231423920328e-26,2.6499993494960282e-14,2.65e-14
8.5,1.3249996808359035e-14,6.86999886674334e-15,-1.1755851051309412e-31,-4.140993359621923e-27,0.0,1.32e-13,2.0,1.374e-14,1.6e+18,2.99,226000000000000.0,2.65e-14,2.0,0.315,0.0315,110.0,1.0,-1.3044129082809058e-27,-3.7030930811624645e-33,-1.2381570145269551e-26,-1.2931436156440353e-29,-1.2922029344015866e-27,1.373999773348668e-14,1.374e-14,-1.2400201628444374e-26,2.649999361671807e-14,2.65e-14
8.51,1.3249996868546974e-14,6.8699988881143994e-15,-1.129058945270465e-31,-3.977103381184598e-27,0.0,1.32e-13,2.0,1.374e-14,1.6e+18,2.99,226000000000000.0,2.65e-14,2.0,0.315,0.0315,110.0,1.0,-1.2527875650731485e-27,-3.556535677601965e-33,-1.1891539109741949e-26,-1.2419648397975116e-29,-1.2410613917797937e-27,1.3739997776228799e-14,1.374e-14,-1.1909433260327875e-26,2.649999373709395e-14,2.65e-14
8.52,1.3249996928027386e-14,6.869998909234286e-15,-1.082248238016135e-31,-3.8122104060365634e-27,0.0,1.32e-13,2.0,1.374e-14,1.6e+18,2.99,226000000000000.0,2.65e-14,2.0,0.315,0.0315,110.0,1.0,-1.2008462779015175e-27,-3.409081949750825e-33,-1.1398509114049325e-26,-1.1904730618177484e-29,-1.189607074350652e-27,1.3739997818468572e-14,1.374e-14,-1.1415661414189141e-26,2.6499993856054773e-14,2.65e-14
8.53,1.3249996986782103e-14,6.8699989300965505e-15,-1.0352243733981803e-31,-3.646565866333299e-27,0.0,1.32e-13,2.0,1.374e-14,1.6e+18,2.99,226000000000000.0,2.65e-14,2.0,0.315,0.0315,110.0,1.0,-1.1486682478949892e-27,-3.260956776204268e-33,-1.0903231940336566e-26,-1.1387468107379984e-29,-1.1379184540248594e-27,1.3739997860193101e-14,1.374e-14,-1.0919639003470222e-26,2.6499993973564206e-14,2.65e-14
8.54,1.3249997044791362e-14,6.869998950694176e-15,-9.880604309388657e-32,-3.4804271447436895e-27,0.0,1.32e-13,2.0,1.374e-14,1.6e+18,2.99,226000000000000.0,2.65e-14,2.0,0.315,0.0315,110.0,1.0,-1.0963345505942621e-27,-3.112390357457427e-33,-1.0406477162783632e-26,-1.0868664740327523e-29,-1.0860758598035909e-27,1.3739997901388351e-14,1.374e-14,-1.042213676043721e-26,2.6499994089582724e-14,2.65e-14
8.55,1.3249997102033818e-14,6.869998971019583e-15,-9.408311796524821e-32,-3.314057574449994e-27,0.0,1.32e-13,2.0,1.374e-14,1.6e+18,2.99,226000000000000.0,2.65e-14,2.0,0.315,0.0315,110.0,1.0,-1.043928135951748e-27,-2.9636182159053186e-33,-9.909032147605483e-27,-1.0349142976177304e-29,-1.0341614777785109e-27,1.3739997942039166e-14,1.374e-14,-9.923943236180455e-27,2.6499994204067637e-14,2.65e-14
8.56,1.3249997158486524e-14,6.869998991064627e-15,-8.936130780453803e-32,-3.147726439147965e-27,0.0,1.32e-13,2.0,1.374e-14,1.6e+18,2.99,226000000000000.0,2.65e-14,2.0,0.315,0.0315,110.0,1.0,-9.91533828331609e-28,-2.814881195842948e-33,-9.411702053052416e-27,-9.829743858499183e-30,-9.82259351131827e-28,1.3739997982129254e-14,1.374e-14,-9.425864800615177e-27,2.6499994316973048e-14,2.65e-14
8.57,1.3249997214124948e-14,6.8699990108205946e-15,-8.4648427411592e-32,-2.981708973046671e-27,0.0,1.32e-13,2.0,1.374e-14,1.6e+18,2.99,226000000000000.0,2.65e-14,2.0,0.315,0.0315,110.0,1.0,-9.392383265097013e-28,-2.666425463465148e-33,-8.915309829409547e-27,-9.31132701527512e-30,-9.304553801362495e-28,1.3739998021641189e-14,1.374e-14,-8.928725642481144e-27,2.6499994428249896e-14,2.65e-14
8.58,1.3249997268922963e-14,6.869999030278211e-15,-7.995246053545046e-32,-2.8162863608686143e-27,0.0,1.32e-13,2.0,1.374e-14,1.6e+18,2.99,226000000000000.0,2.65e-14,2.0,0.315,0.0315,110.0,1.0,-8.871302036736136e-28,-2.5185025068666897e-33,-8.420696218997157e-27,-8.79477065889955e-30,-8.788373221550426e-28,1.3739998060556422e-14,1.374e-14,-8.433367769343192e-27,2.6499994537845925e-14,2.65e-14
8.59,1.324999732285285e-14,6.869999049427635e-15,-7.528155987435716e-32,-2.651745737849701e-27,0.0,1.32e-13,2.0,1.374e-14,1.6e+18,2.99,226000000000000.0,2.65e-14,2.0,0.315,0.0315,110.0,1.0,-8.35299907422656e-28,-2.3713691360422507e-33,-7.928719756170606e-27,-8.280971586179288e-30,-8.274947916420213e-28,1.373999809885527e-14,1.374e-14,-7.940651007591269e-27,2.64999946457057e-14,2.65e-14
8.6,1.3249997378852535e-14,6.86999906931177e-15,-7.046364693079081e-32,-2.4820327204267636e-27,0.0,1.32e-13,2.0,1.374e-14,1.6e+18,2.99,226000000000000.0,2.65e-14,2.0,0.315,0.0315,110.0,1.0,-7.818403069344305e-28,-2.2196048783199107e-33,-7.421277834076024e-27,-7.75100116238699e-30,-7.745363021357536e-28,1.373999813862354e-14,1.374e-14,-7.43244551101307e-27,2.649999475770507e-14,2.65e-14
8.61,1.3249997435784764e-14,6.869999089526914e-15,-6.557447536518629e-32,-2.3098130293976545e-27,0.0,1.32e-13,2.0,1.374e-14,1.6e+18,2.99,226000000000000.0,2.65e-14,2.0,0.315,0.0315,110.0,1.0,-7.275911042602612e-28,-2.065595974003368e-33,-6.906340957898987e-27,-7.213192290170492e-30,-7.207945376880558e-28,1.3739998179053828e-14,1.374e-14,-6.916733777965422e-27,2.6499994871569527e-14,2.65e-14
8.62,1.3249997492215756e-14,6.869999109564098e-15,-6.070789966912997e-32,-2.1383892783070745e-27,0.0,1.32e-13,2.0,1.374e-14,1.6e+18,2.99,226000000000000.0,2.65e-14,2.0,0.315,0.0315,110.0,1.0,-6.735926226667284e-28,-1.912298839577594e-33,-6.393783942138153e-27,-6.677868963604297e-30,-6.673011466726872e-28,1.3739998219128195e-14,1.374e-14,-6.403405481938654e-27,2.6499994984431513e-14,2.65e-14
8.63,1.3249997548131071e-14,6.869999129418193e-15,-5.587155403914653e-32,-1.96803038245344e-27,0.0,1.32e-13,2.0,1.374e-14,1.6e+18,2.99,226000000000000.0,2.65e-14,2.0,0.315,0.0315,110.0,1.0,-6.199295704728335e-28,-1.7599539522331155e-33,-5.884410843535786e-27,-6.145870944306118e-30,-6.141400441730851e-28,1.3739998258836386e-14,1.374e-14,-5.893265889727151e-27,2.6499995096262142e-14,2.65e-14
8.64,1.324999760351502e-14,6.869999149083626e-15,-5.107322091532245e-32,-1.799010479110215e-27,0.0,1.32e-13,2.0,1.374e-14,1.6e+18,2.99,226000000000000.0,2.65e-14,2.0,0.315,0.0315,110.0,1.0,-5.666883009197177e-28,-1.608806458832657e-33,-5.379041332539543e-27,-5.618054300685469e-30,-5.613967747667604e-28,1.3739998298167252e-14,1.374e-14,-5.387135905341379e-27,2.649999520703004e-14,2.65e-14
8.65,1.3249997658350657e-14,6.86999916855438e-15,-4.632083098130114e-32,-1.631608927525741e-27,0.0,1.32e-13,2.0,1.374e-14,1.6e+18,2.99,226000000000000.0,2.65e-14,2.0,0.315,0.0315,110.0,1.0,-5.139568121706085e-28,-1.459106175910986e-33,-4.878510693301966e-27,-5.095291407943126e-30,-5.091585125252588e-28,1.373999833710876e-14,1.374e-14,-4.8858520700075815e-27,2.6499995316701313e-14,2.65e-14
8.66,1.3249997712619789e-14,6.869999187823994e-15,-4.1622463164286115e-32,-1.4661103089233513e-27,0.0,1.32e-13,2.0,1.374e-14,1.6e+18,2.99,226000000000000.0,2.65e-14,2.0,0.315,0.0315,110.0,1.0,-4.618247473108557e-28,-1.3111075896750126e-33,-4.383669823680821e-27,-4.578470948071473e-30,-4.575140610142076e-28,1.3739998375647987e-14,1.374e-14,-4.39026656216829e-27,2.6499995425239578e-14,2.65e-14
8.67,1.3249997766302971e-14,6.8699992068855615e-15,-3.6986344635040393e-32,-1.3028044265013395e-27,0.0,1.32e-13,2.0,1.374e-14,1.6e+18,2.99,226000000000000.0,2.65e-14,2.0,0.315,0.0315,110.0,1.0,-4.10383394347922e-28,-1.1650698560037725e-33,-3.895385235239005e-27,-4.0684979098544436e-30,-4.065538532933177e-28,1.3739998413771123e-14,1.374e-14,-3.901247197482356e-27,2.6499995532605942e-14,2.65e-14
8.68,1.3249997819379505e-14,6.869999225731733e-15,-3.242085080788632e-32,-1.1419863054329672e-27,0.0,1.32e-13,2.0,1.374e-14,1.6e+18,2.99,226000000000000.0,2.65e-14,2.0,0.315,0.0315,110.0,1.0,-3.5972568621138466e-28,-1.0212568004484191e-33,-3.414539053244572e-27,-3.5662935888674955e-30,-3.563699519163889e-28,1.3739998451463467e-14,1.374e-14,-3.419677428825064e-27,2.649999563875901e-14,2.65e-14
8.69,1.3249997871827446e-14,6.869999244354714e-15,-2.7934505340705596e-32,-9.839561928664571e-28,0.0,1.32e-13,2.0,1.374e-14,1.6e+18,2.99,226000000000000.0,2.65e-14,2.0,0.315,0.0315,110.0,1.0,-3.09946200752934e-28,-8.799369182322262e-34,-2.942029016670707e-27,-3.0727955874776153e-30,-3.070560489313123e-28,1.3739998488709429e-14,1.374e-14,-2.9464563462881507e-27,2.6499995743654892e-14,2.65e-14
8.7,1.3249997923623594e-14,6.869999262746268e-15,-2.3535980134939327e-32,-8.290195579249936e-28,0.0,1.32e-13,2.0,1.374e-14,1.6e+18,2.99,226000000000000.0,2.65e-14,2.0,0.315,0.0315,110.0,1.0,-2.61141160746373e-28,-7.413833742505888e-34,-2.478768478195731e-27,-2.588957814843326e-30,-2.5870746588007036e-28,1.3739998525492536e-14,1.374e-14,-2.4824986771797903e-27,2.6499995847247188e-14,2.65e-14
8.71,1.3249997974743497e-14,6.869999280897709e-15,-1.9234095335587288e-32,-6.774870917067021e-28,0.0,1.32e-13,2.0,1.374e-14,1.6e+18,2.99,226000000000000.0,2.65e-14,2.0,0.315,0.0315,110.0,1.0,-2.1340843388761114e-28,-6.058740030709996e-34,-2.0256864042030395e-27,-2.1157504869146017e-30,-2.1142115379872424e-28,1.3739998561795418e-14,1.374e-14,-2.028734786024478e-27,2.6499995949486994e-14,2.65e-14
8.72,1.3249998025161461e-14,6.869999298799911e-15,-1.5037819331210797e-32,-5.296747072847456e-28,0.0,1.32e-13,2.0,1.374e-14,1.6e+18,2.99,226000000000000.0,2.65e-14,2.0,0.315,0.0315,110.0,1.0,-1.6684753279469488e-28,-4.736913089331401e-34,-1.5837273747813895e-27,-1.6541601264331877e-30,-1.6529569321743668e-28,1.3739998597599822e-14,1.374e-14,-1.586110674563193e-27,2.6499996050322922e-14,2.65e-14
8.73,1.3249998074850527e-14,6.869999316443303e-15,-1.095626875392843e-32,-3.859035397071749e-28,0.0,1.32e-13,2.0,1.374e-14,1.6e+18,2.99,226000000000000.0,2.65e-14,2.0,0.315,0.0315,110.0,1.0,-1.215596150077601e-28,-3.4512246574874554e-34,-1.153851583724453e-27,-1.2051895629321274e-30,-1.2043129416041189e-28,1.3739998632886606e-14,1.374e-14,-1.155587981752764e-27,2.6499996149701053e-14,2.65e-14
8.74,1.3249998123782492e-14,6.869999333817871e-15,-6.9987084794187e-33,-2.464999459970283e-28,0.0,1.32e-13,2.0,1.374e-14,1.6e+18,2.99,226000000000000.0,2.65e-14,2.0,0.315,0.0315,110.0,1.0,-7.764748298906392e-29,-2.2045931710168903e-34,-7.370348385311147e-28,-7.69857932736057e-31,-7.692979614590713e-29,1.3739998667635742e-14,1.374e-14,-7.38143983765923e-28,2.6499996247564985e-14,2.65e-14
8.75,1.3249998171927909e-14,6.869999350913153e-15,-3.174551626919709e-33,-1.117955051523081e-28,0.0,1.32e-13,2.0,1.374e-14,1.6e+18,2.99,226000000000000.0,2.65e-14,2.0,0.315,0.0315,110.0,1.0,-3.521558412297705e-29,-9.999837624797082e-35,-3.3426856040540127e-28,-3.49200678961168e-31,-3.489466818620591e-29,1.3739998701826306e-14,1.374e-14,-3.3477159399091178e-28,2.6499996343855818e-14,2.65e-14
8.76,1.3249998219256064e-14,6.869999367718245e-15,5.066404407711889e-34,1.78729818540206e-29,0.0,1.32e-13,2.0,1.374e-14,1.6e+18,2.99,226000000000000.0,2.65e-14,2.0,0.315,0.0315,110.0,1.0,5.62998928401649e-30,1.595917388429245e-35,5.34402157435216e-29,5.573044848483077e-32,5.568991212413697e-30,1.373999873543649e-14,1.374e-14,5.352063696891657e-29,2.6499996438512128e-14,2.65e-14
8.77,1.3249998265735004e-14,6.869999384221801e-15,4.0351581172972675e-33,1.4216349207402938e-28,0.0,1.32e-13,2.0,1.374e-14,1.6e+18,2.99,226000000000000.0,2.65e-14,2.0,0.315,0.0315,110.0,1.0,4.4781500003319257e-29,1.2710748069486392e-34,4.250688413013479e-28,4.438673929026994e-31,4.4354454049711724e-29,1.3739998768443601e-14,1.374e-14,4.25708521295569e-28,2.6499996531470007e-14,2.65e-14
8.78,1.3249998311331522e-14,6.869999400412026e-15,7.401143552742317e-33,2.607287805848257e-28,0.0,1.32e-13,2.0,1.374e-14,1.6e+18,2.99,226000000000000.0,2.65e-14,2.0,0.315,0.0315,110.0,1.0,8.21295658842201e-29,2.33136021911383e-34,7.795790539486289e-28,8.14125790801655e-31,8.135336283152489e-29,1.3739998800824052e-14,1.374e-14,7.807522339569696e-28,2.6499996622663044e-14,2.65e-14
8.79,1.3249998356011159e-14,6.869999416276684e-15,1.0594590653630869e-32,3.732163804885545e-28,0.0,1.32e-13,2.0,1.374e-14,1.6e+18,2.99,226000000000000.0,2.65e-14,2.0,0.315,0.0315,110.0,1.0,1.1756315985389466e-28,3.337296055893724e-34,1.115916977660778e-27,1.1654049718993955e-30,1.1645573056981517e-28,1.3739998832553368e-14,1.374e-14,1.1175963127076108e-27,2.6499996712022317e-14,2.65e-14
8.8,1.3249998399738203e-14,6.869999431803094e-15,1.3605345082928478e-32,4.792686029124157e-28,0.0,1.32e-13,2.0,1.374e-14,1.6e+18,2.99,226000000000000.0,2.65e-14,2.0,0.315,0.0315,110.0,1.0,1.5096960991741093e-28,4.285683701122471e-34,1.433013122708123e-27,1.4965879591221327e-30,1.4954994078272585e-28,1.3739998863606188e-14,1.374e-14,1.4351696580893453e-27,2.6499996799476406e-14,2.65e-14
8.81,1.3249998442475692e-14,6.86999944697813e-15,1.642310426003983e-32,5.7852253700859e-28,0.0,1.32e-13,2.0,1.374e-14,1.6e+18,2.99,226000000000000.0,2.65e-14,2.0,0.315,0.0315,110.0,1.0,1.8223459915770585e-28,5.173277841912547e-34,1.7297823856556843e-27,1.8065414686043813e-30,1.805227474946205e-28,1.373999889395626e-14,1.374e-14,1.7323855334320042e-27,2.6499996884951385e-14,2.65e-14
8.82,1.3249998484185419e-14,6.869999461788223e-15,1.9037417360811796e-32,6.7061004995435215e-28,0.0,1.32e-13,2.0,1.374e-14,1.6e+18,2.99,226000000000000.0,2.65e-14,2.0,0.315,0.0315,110.0,1.0,2.1124216573562095e-28,5.996786468655715e-34,2.0051240493635132e-27,2.0941159096892974e-30,2.092592752361837e-28,1.3739998923576446e-14,1.374e-14,2.0081415648546764e-27,2.6499996968370838e-14,2.65e-14
8.83,1.3249998524827915e-14,6.86999947621936e-15,2.1437685317531333e-32,7.551577869519938e-28,0.0,1.32e-13,2.0,1.374e-14,1.6e+18,2.99,226000000000000.0,2.65e-14,2.0,0.315,0.0315,110.0,1.0,2.3787470288987803e-28,6.752870875022369e-34,2.2579217829864614e-27,2.3581453849284466e-30,2.356430190444731e-28,1.373999895243872e-14,1.374e-14,2.2613197412665282e-27,2.649999704965583e-14,2.65e-14
8.84,1.3249998564362468e-14,6.869999490257081e-15,2.361316081892601e-32,8.317871712288435e-28,0.0,1.32e-13,2.0,1.374e-14,1.6e+18,2.99,226000000000000.0,2.65e-14,2.0,0.315,0.0315,110.0,1.0,2.620129589370857e-28,7.4381456579616935e-34,2.487043641974242e-27,2.597447690081861e-30,2.5955584446300827e-28,1.3739998980514162e-14,1.374e-14,2.4907864143680286e-27,2.6499997128724935e-14,2.65e-14
8.85,1.324999860274711e-14,6.869999503886484e-15,2.555294831016402e-32,9.001144040372668e-28,0.0,1.32e-13,2.0,1.374e-14,1.6e+18,2.99,226000000000000.0,2.65e-14,2.0,0.315,0.0315,110.0,1.0,2.8353603727173908e-28,8.049178717701668e-34,2.691342068071428e-27,2.8108243141180426e-30,2.808779875418621e-28,1.3739999007772969e-14,1.374e-14,2.6953922986522314e-27,2.649999720549422e-14,2.65e-14
8.86,1.3249998639938627e-14,6.869999517092224e-15,2.724600399285419e-32,9.597504646546661e-28,0.0,1.32e-13,2.0,1.374e-14,1.6e+18,2.99,226000000000000.0,2.65e-14,2.0,0.315,0.0315,110.0,1.0,3.023213963662198e-28,8.582491257749071e-34,2.869653889317452e-27,2.997060439213961e-30,2.9948805483776174e-28,1.3739999034184448e-14,1.374e-14,2.873972471406183e-27,2.6499997279877254e-14,2.65e-14
8.87,1.324999867589255e-14,6.869999529858508e-15,2.8681135825045944e-32,1.0103011103834798e-27,0.0,1.32e-13,2.0,1.374e-14,1.6e+18,2.99,226000000000000.0,2.65e-14,2.0,0.315,0.0315,110.0,1.0,3.182448497707961e-28,9.034557784889473e-34,3.0208003200466046e-27,3.1549249407550537e-30,3.152630234141978e-28,1.3739999059717015e-14,1.374e-14,3.025346372712457e-27,2.64999973517851e-14,2.65e-14
8.88,1.3249998710563157e-14,6.869999542169102e-15,2.9847003521229514e-32,1.05136687655119e-27,0.0,1.32e-13,2.0,1.374e-14,1.6e+18,2.99,226000000000000.0,2.65e-14,2.0,0.315,0.0315,110.0,1.0,3.3118056611362485e-28,9.401806109187297e-34,3.1435869608880583e-27,3.2831703873352464e-30,3.280782408415461e-28,1.3739999084338203e-14,1.374e-14,3.1483178054508504e-27,2.6499997421126315e-14,2.65e-14
8.89,1.3249998743903482e-14,6.869999554007325e-15,3.073211855233517e-32,1.082543076510295e-27,0.0,1.32e-13,2.0,1.374e-14,1.6e+18,2.99,226000000000000.0,2.65e-14,2.0,0.315,0.0315,110.0,1.0,3.4100106910074297e-28,9.680617343985579e-34,3.236803798765783e-27,3.380533040756869e-30,3.378074251971886e-28,1.373999910801465e-14,1.374e-14,3.241674935300118e-27,2.6499997487806963e-14,2.65e-14
8.9,1.32499987758653e-14,6.869999565356056e-15,3.1324844145734434e-32,1.1034198016383519e-27,0.0,1.32e-13,2.0,1.374e-14,1.6e+18,2.99,226000000000000.0,2.65e-14,2.0,0.315,0.0315,110.0,1.0,3.4757723751608085e-28,9.867325905906346e-34,3.299225206898672e-27,3.4457328560307876e-30,3.4432266506566676e-28,1.3739999130712111e-14,1.374e-14,3.304190290740055e-27,2.64999975517306e-14,2.65e-14
