Time,auxin,TIR1,auxinTIR1,auxinTIR1VENUS,VENUS,kd,ka,mu,ld,lm,la,delta,lambda,TIR1T,alpha_tr,cell,auxin_TIR1association,auxin_TIR1dissociation,auxin_TIR1_VENUSassociation,auxin_TIR1_VENUSdissociation,auxin_TIR1_VENUSdissociationleadingtoubiquitination,auxinproduction,auxindecay,VENUSproduction,VENUSphotobleachingdecay
1.74,30.519160719537968,15.100217290548729,0.31500688814609373,3.044775821305169,39.88363805232545,0.334,0.000822,0.79,4.49,0.175,1.15,0.486,0.00316,18.5,30.5,1.0,0.37881537779674673,0.10521230064079531,14.448163817429396,13.671043437660211,0.5328357687284045,30.5,24.110136968434997,0.486,0.12603229624534842
1.75,30.580076954288987,15.09747826539511,0.3153003226608778,3.047221411944004,39.87946171626949,0.334,0.000822,0.79,4.49,0.175,1.15,0.486,0.00316,18.5,30.5,1.0,0.37950264277496304,0.1053103077687332,14.460108218684177,13.682024139628579,0.5332637470902007,30.5,24.1582607938883,0.486,0.12601909902341157
1.76,30.640508031089567,15.0947333811213,0.31559429965946667,3.049672319219225,39.87527591115298,0.334,0.000822,0.79,4.49,0.175,1.15,0.486,0.00316,18.5,30.5,1.0,0.3801834660997332,0.10540849608626188,14.472071241144576,13.693028713294321,0.5336926558633643,30.5,24.206001344560757,0.486,0.12600587187924342
1.77,30.700458017206714,15.091982706871995,0.31588881275933917,3.0521284803686566,39.87108069017355,0.334,0.000822,0.79,4.49,0.175,1.15,0.486,0.00316,18.5,30.5,1.0,0.3808579023837389,0.10550686346161929,14.484052594048345,13.704056876855269,0.5341224840645149,30.5,24.253361833593306,0.486,0.1259926149809484
1.78,30.759930979907445,15.089226311791892,0.31618385557797407,3.0545898326301257,39.866876106528814,0.334,0.000822,0.79,4.49,0.175,1.15,0.486,0.00316,18.5,30.5,1.0,0.3815260062303379,0.10560540776304335,14.496051986793445,13.715108348509265,0.534553220710272,30.5,24.300345474126882,0.486,0.12597932849663104
1.79,30.818930986458774,15.086464265025683,0.31647942173285026,3.0570563132414583,39.862662213416414,0.334,0.000822,0.79,4.49,0.175,1.15,0.486,0.00316,18.5,30.5,1.0,0.38218783223309943,0.105704126858772,14.508069128939061,13.726182846454149,0.5349848548172552,30.5,24.346955479302434,0.486,0.12596601259439588
1.8,30.877461187626587,15.083696619866632,0.31677550902121404,3.059527871112145,39.85843905543054,0.334,0.000822,0.79,4.49,0.175,1.15,0.486,0.00316,18.5,30.5,1.0,0.3828434232095021,0.1058030200130855,14.520103918661302,13.737280141293532,0.5354173774446254,30.5,24.393194338225005,0.486,0.1259526674151605
1.81,30.935523667556257,15.08092341116017,0.3170721201047091,3.062004468735114,39.85420666715278,0.334,0.000822,0.79,4.49,0.175,1.15,0.486,0.00316,18.5,30.5,1.0,0.383492808280159,0.10590208811497284,14.532156473502168,13.748400064620661,0.5358507820286449,30.5,24.439063697369445,0.486,0.12593929306820278
1.82,30.993123852437723,15.078144731554366,0.3173692424033513,3.064486026042274,39.84996511453731,0.334,0.000822,0.79,4.49,0.175,1.15,0.486,0.00316,18.5,30.5,1.0,0.3841360594608976,0.10600132696271934,14.544226223930787,13.759542256929812,0.5362850545573979,30.5,24.4845678434258,0.486,0.12592588976193791
1.83,31.05026560847542,15.075360646716424,0.3176668704515794,3.066972482831989,39.84571444889431,0.334,0.000822,0.79,4.49,0.175,1.15,0.486,0.00316,18.5,30.5,1.0,0.38477322872821246,0.10610073473082751,14.556312921370663,13.77070644791563,0.536720184495598,30.5,24.529709830695584,0.486,0.12591245765850603
1.84,31.106952801873792,15.072571222313538,0.31796499878383205,3.0694637789026213,39.841454721534,0.334,0.000822,0.79,4.49,0.175,1.15,0.486,0.00316,18.5,30.5,1.0,0.3854043680478493,0.10620030959379992,14.568416317390454,13.781892367272771,0.5371561613079587,30.5,24.574492713480296,0.486,0.12589899692004744
1.85,31.16318929883728,15.06977652401291,0.31826362193454805,3.0719598540525346,39.837185983766574,0.334,0.000822,0.79,4.49,0.175,1.15,0.486,0.00316,18.5,30.5,1.0,0.3860295293743885,0.10630004972613906,14.580536163704823,13.793099744695882,0.5375929744591935,30.5,24.618919546081454,0.486,0.12588550770870238
1.86,31.218978965570322,15.066976617481735,0.3185627344381662,3.074460648080091,39.832908286902224,0.334,0.000822,0.79,4.49,0.175,1.15,0.486,0.00316,18.5,30.5,1.0,0.38664876465083164,0.10639995330234751,14.5926722121753,13.80432830987961,0.5380306134140159,30.5,24.662993382800554,0.486,0.12587199018661102
1.87,31.2743213712488,15.064171493995058,0.3188623483916543,3.076966157613282,39.828621639801426,0.334,0.000822,0.79,4.49,0.175,1.15,0.486,0.00316,18.5,30.5,1.0,0.3872620706867311,0.10650002436281254,14.604825003660205,13.815578047683637,0.5384690775823243,30.5,24.706713883286554,0.486,0.12585844438177252
1.88,31.329224845736736,15.061361296497022,0.3191624400858787,3.0794762634170914,39.82432613787024,0.334,0.000822,0.79,4.49,0.175,1.15,0.486,0.00316,18.5,30.5,1.0,0.38786955667256406,0.10660025498868349,14.616993470679276,13.82684842274274,0.538908346097991,30.5,24.75008762813202,0.486,0.12584487059566996
1.89,31.383691133487705,15.058546053922095,0.3194630127271572,3.081990933350742,39.820021811458396,0.334,0.000822,0.79,4.49,0.175,1.15,0.486,0.00316,18.5,30.5,1.0,0.3884712473026181,0.10670064625087052,14.629177754962052,13.83813929074483,0.5393484133363797,30.5,24.793115995455288,0.486,0.12583126892420854
1.9,31.437724023435752,15.05572583059973,0.3197640611657429,3.0845101082345217,39.81570871111274,0.334,0.000822,0.79,4.49,0.175,1.15,0.486,0.00316,18.5,30.5,1.0,0.38906719348789387,0.10680119642935813,14.641377623006305,13.849450385973002,0.5397892689410413,30.5,24.835801978514244,0.486,0.12581763952711628
1.91,31.491327273209045,15.052900690317403,0.32006558037984023,3.0870337293027523,39.811386887070874,0.334,0.000822,0.79,4.49,0.175,1.15,0.486,0.00316,18.5,30.5,1.0,0.38965744572501754,0.10690190384686664,14.653592847197203,13.860781444569358,0.5402309026279816,30.5,24.878148545835145,0.486,0.12580398256314396
1.92,31.544504609129866,15.050070696320606,0.320367565475605,3.089561738203783,39.80705638926112,0.334,0.000822,0.79,4.49,0.175,1.15,0.486,0.00316,18.5,30.5,1.0,0.3902420540961045,0.10700276686885209,14.665823205804369,13.872132204534987,0.5406733041856621,30.5,24.920158641212595,0.486,0.12579029819006515
1.93,31.59725763387247,15.04723587507605,0.32067001295369285,3.0920941119702534,39.802717239347295,0.334,0.000822,0.79,4.49,0.175,1.15,0.486,0.00316,18.5,30.5,1.0,0.3908210414476345,0.10710378432653342,14.678068530643719,13.883502562746438,0.5411164695947943,30.5,24.961833530759254,0.486,0.12577658647633747
1.94,31.64958984360143,15.044396285843568,0.32097291827758206,3.0946307958788455,39.798369484400645,0.334,0.000822,0.79,4.49,0.175,1.15,0.486,0.00316,18.5,30.5,1.0,0.39139445489485386,0.10720495470471242,14.690328615512174,13.894892273496017,0.5415603892787979,30.5,25.00317597644513,0.486,0.12576284757070605
1.95,31.701505755749103,15.041552005570308,0.3212762764015523,3.097171718028136,39.794013185246335,0.334,0.000822,0.79,4.49,0.175,1.15,0.486,0.00316,18.5,30.5,1.0,0.391962354628549,0.10730627631811848,14.70260323611475,13.906301013946331,0.5420050506549238,30.5,25.044189547041793,0.486,0.12574908166537843
1.96,31.75300877546829,15.03870309194029,0.3215800830621758,3.0997168249975307,39.789648387957634,0.334,0.000822,0.79,4.49,0.175,1.15,0.486,0.00316,18.5,30.5,1.0,0.39252478656753464,0.10740774774276672,14.71489219865631,13.917728544238914,0.5424504443745678,30.5,25.084876932619952,0.486,0.12573528890594612
1.97,31.804102265418457,15.0358496019018,0.321884334130748,3.1022660639674484,39.785275138149075,0.334,0.000822,0.79,4.49,0.175,1.15,0.486,0.00316,18.5,30.5,1.0,0.3930817960735684,0.10750936759966985,14.727195315459475,13.929174627213843,0.5428965611943034,30.5,25.125240789680582,0.486,0.12572146943655108
1.98,31.85478954576569,15.032991591667392,0.322189025613288,3.1048193827193185,39.780893480976474,0.334,0.000822,0.79,4.49,0.175,1.15,0.486,0.00316,18.5,30.5,1.0,0.39363342795137224,0.1076111345548382,14.739512404961081,13.940639028409741,0.5433433919758807,30.5,25.165283741154898,0.486,0.12570762339988567
1.99,31.905073894182735,15.030129116713875,0.322494153650538,3.1073767296355843,39.77650346113687,0.334,0.000822,0.79,4.49,0.175,1.15,0.486,0.00316,18.5,30.5,1.0,0.39417972644866395,0.1077130473192797,14.751843291708584,13.952121516063775,0.5437909276862272,30.5,25.20500837640436,0.486,0.1256937509371925
2.0,31.95495854584898,15.027262231782334,0.3227997145179637,3.1099380536996994,39.772105122868595,0.334,0.000822,0.79,4.49,0.175,1.15,0.486,0.00316,18.5,30.5,1.0,0.3947207352561978,0.10781510464899988,14.764187806356487,13.963621861111651,0.5442391593974474,30.5,25.244417251220696,0.486,0.12567985218826477
2.01,32.004446693450454,15.024390990878112,0.32310570462575433,3.1125033044961303,39.767698509951224,0.334,0.000822,0.79,4.49,0.175,1.15,0.486,0.00316,18.5,30.5,1.0,0.39525649750781316,0.10791730534500195,14.776545785662703,13.975139837187626,0.5446880782868228,30.5,25.28351288782586,0.486,0.12566592729144588
2.02,32.05354148717984,15.02151544727082,0.32341212051882223,3.115072432210355,39.7632836657056,0.334,0.000822,0.79,4.49,0.175,1.15,0.486,0.00316,18.5,30.5,1.0,0.3957870557804935,0.10801964825328664,14.788917072484887,13.986675220624495,0.5451376756368121,30.5,25.322297774872077,0.486,0.1256519763836297
2.03,32.10224619808244,15.018635656295388,0.32371895399563116,3.117645389708978,39.758860630366925,0.334,0.000822,0.79,4.49,0.175,1.15,0.486,0.00316,18.5,30.5,1.0,0.39631245418490446,0.10812213063454082,14.801301291618529,13.998227799793312,0.5455879431990711,30.5,25.360774496485128,0.486,0.12563799959195948
2.04,32.150564133908716,15.015751673909113,0.32402619462272697,3.120222131468159,39.754429442438,0.334,0.000822,0.79,4.49,0.175,1.15,0.486,0.00316,18.5,30.5,1.0,0.39683273728732865,0.10822474900399082,14.813697965375514,14.009797370292034,0.5460388730069278,30.5,25.39894566578789,0.486,0.1256239970381041
2.05,32.19849809903072,15.012863547430287,0.32433384587373393,3.122802606695977,39.74999014737477,0.334,0.000822,0.79,4.49,0.175,1.15,0.486,0.00316,18.5,30.5,1.0,0.3973479431989981,0.10832750452182714,14.826107254632252,14.021383704064938,0.5464904561717959,30.5,25.436813498234272,0.486,0.12560996886570427
2.06,32.24605110098196,15.00997132765397,0.32464190401624277,3.1253867683297876,39.745542786223844,0.334,0.000822,0.79,4.49,0.175,1.15,0.486,0.00316,18.5,30.5,1.0,0.3978581126186709,0.10843039594142509,14.838528989220563,14.032986589800746,0.5469426844577128,30.5,25.474380369775748,0.486,0.12559591520446733
2.07,32.29322610638577,15.007075064666623,0.32495036540525696,3.1279745699281216,39.741087399547645,0.334,0.000822,0.79,4.49,0.175,1.15,0.486,0.00316,18.5,30.5,1.0,0.3983632857087197,0.10853342204535583,14.85096300289805,14.044605818977267,0.5473955497374212,30.5,25.511648624044756,0.486,0.12558183618257057
2.08,32.340026040955415,15.004174807846127,0.32525922648319266,3.130565965670681,39.7366240274244,0.334,0.000822,0.79,4.49,0.175,1.15,0.486,0.00316,18.5,30.5,1.0,0.39886350209522614,0.10863658164538635,14.863409133345533,14.056241185861358,0.5478490439923691,30.5,25.54862057235478,0.486,0.1255677319266611
2.09,32.386453789494,15.001270605861778,0.3255684837798787,3.133160910358344,39.73215270944813,0.334,0.000822,0.79,4.49,0.175,1.15,0.486,0.00316,18.5,30.5,1.0,0.39935880086807934,0.10873987358247948,14.87586722216447,14.067892487508965,0.5483031593127101,30.5,25.58529849370026,0.486,0.1255536025618561
2.1,32.4325121958945,14.998362506674285,0.3258781339125564,3.13575935941316,39.72767348472865,0.334,0.000822,0.79,4.49,0.175,1.15,0.486,0.00316,18.5,30.5,1.0,0.399849220581084,0.10884329672679384,14.888337114874323,14.079559523765088,0.548757887897303,30.5,25.621684634756658,0.486,0.12553944821174254
2.11,32.478204063139806,14.99545055753577,0.32618817358588004,3.1383612688783527,39.723186391891566,0.334,0.000822,0.79,4.49,0.175,1.15,0.486,0.00316,18.5,30.5,1.0,0.40033479925207643,0.10894684997768393,14.900818660909982,14.091242097263804,0.5492132220537117,30.5,25.657781209880447,0.486,0.12552526899837735
2.12,32.52353215330264,14.992534804989768,0.3264985995919164,3.1409665954183197,39.71869146907833,0.334,0.000822,0.79,4.49,0.175,1.15,0.486,0.00316,18.5,30.5,1.0,0.400815574363046,0.10905053226370008,14.913311713619093,14.102940013428256,0.549669154198206,30.5,25.693590401109088,0.486,0.1255110650422875
2.13,32.568499454360584,14.989615299475078,0.326809407617977,3.143575292906952,39.714188756460516,0.334,0.000822,0.79,4.49,0.175,1.15,0.486,0.00316,18.5,30.5,1.0,0.401291586271068,0.10915434214440432,14.92581607675649,14.114653065152215,0.5501256762587166,30.5,25.729114568944862,0.486,0.12549683647041524
2.14,32.613111465201825,14.986692134753135,0.32712058203688293,3.1461872832099895,39.709678317773296,0.334,0.000822,0.79,4.49,0.175,1.15,0.486,0.00316,18.5,30.5,1.0,0.4017629074121721,0.1092582744003189,14.938331046378499,14.126380901612853,0.5505827745617481,30.5,25.764358057509444,0.486,0.1254825834841636
2.15,32.65736889464179,14.983765321930807,0.327432128528812,3.148802549540388,39.705160171512674,0.334,0.000822,0.79,4.49,0.175,1.15,0.486,0.00316,18.5,30.5,1.0,0.4022295489733072,0.10936233092862321,14.950856874816173,14.138123447436344,0.5510404461695679,30.5,25.799321426767015,0.486,0.12546830614198004
2.16,32.70127451308774,14.980834907684688,0.3277440434670725,3.1514210488482486,39.7006343555039,0.334,0.000822,0.79,4.49,0.175,1.15,0.486,0.00316,18.5,30.5,1.0,0.40269154848568733,0.10946651051800221,14.963393396662713,14.149880509328638,0.5514986835484434,30.5,25.834006865339315,0.486,0.12545400456339234
2.17,32.744831060159136,14.97790093815744,0.3280563232671572,3.1540427385754124,39.69610090718346,0.334,0.000822,0.79,4.49,0.175,1.15,0.486,0.00316,18.5,30.5,1.0,0.40314894307343835,0.10957081197123052,14.975940448400568,14.161651896203603,0.5519574792506972,30.5,25.868416537525718,0.486,0.12543967886669974
2.18,32.788041244687626,14.9749634589578,0.32836896438674407,3.1566675766554666,39.69155986359897,0.334,0.000822,0.79,4.49,0.175,1.15,0.486,0.00316,18.5,30.5,1.0,0.4036017694536587,0.10967523410517252,14.988497868400115,14.173437419183045,0.5524168259147066,30.5,25.902552583303226,0.486,0.12542532916897275
2.19,32.83090774471703,14.972022515160576,0.32868196332569516,3.159295521513739,39.687011261409275,0.334,0.000822,0.79,4.49,0.175,1.15,0.486,0.00316,18.5,30.5,1.0,0.4040500639364859,0.10977977575078218,15.00106549691832,14.18523689159669,0.5528767162649043,30.5,25.936417118326457,0.486,0.1254109555860533
2.2,32.87343320750338,14.969078151306654,0.32899531662605763,3.1619265320673002,39.682455136884414,0.334,0.000822,0.79,4.49,0.175,1.15,0.486,0.00316,18.5,30.5,1.0,0.4044938624251693,0.10988443575310325,15.013643176097405,14.197050128982179,0.5533371431117775,30.5,25.970012233927672,0.486,0.12539655823255474
2.21,32.91562024951488,14.966130411402984,0.32930902087206343,3.1645605677249637,39.677891525905586,0.334,0.000822,0.79,4.49,0.175,1.15,0.486,0.00316,18.5,30.5,1.0,0.4049332004161473,0.10998921297126919,15.026230749963498,14.208876949085088,0.5537980993518686,30.5,26.003339997116758,0.486,0.12538213722186164
2.22,32.957471456431925,14.963179338922597,0.3296230726901289,3.1671975883872863,39.6733204639652,0.334,0.000822,0.79,4.49,0.175,1.15,0.486,0.00316,18.5,30.5,1.0,0.40536811299913106,0.11009410627850306,15.038828064425235,14.220717171858915,0.554259577967775,30.5,26.03640245058122,0.486,0.12536769266613002
2.23,32.998989383147084,14.96022497680459,0.3299374687488555,3.169837554446566,39.66874198616686,0.334,0.000822,0.79,4.49,0.175,1.15,0.486,0.00316,18.5,30.5,1.0,0.40579863485719264,0.11019911456211774,15.05143496727244,14.232570619465081,0.554721572028149,30.5,26.069201612686197,0.486,0.12535322467628726
2.24,33.04017864775611,14.957267403565911,0.33025220240116193,3.1724803940329385,39.66415615290937,0.334,0.000822,0.79,4.49,0.175,1.15,0.486,0.00316,18.5,30.5,1.0,0.4062248269929752,0.11030423560198808,15.064051164764205,14.244436969207895,0.5551840689557642,30.5,26.101741131727326,0.486,0.1253387334431936
2.25,33.081040884827466,14.95430664626832,0.3305672717770848,3.1751260819546077,39.659562987985666,0.334,0.000822,0.79,4.49,0.175,1.15,0.486,0.00316,18.5,30.5,1.0,0.4066467123060874,0.11040946877354632,15.07667656733135,14.25631610797619,0.5556470643420564,30.5,26.1340222990137,0.486,0.1253242190420347
2.26,33.1215783398517,14.951342742506208,0.3308826740198165,3.1777745834739877,39.654962522670786,0.334,0.000822,0.79,4.49,0.175,1.15,0.486,0.00316,18.5,30.5,1.0,0.40706432148401567,0.11051481312261872,15.089311043305456,14.268207879798206,0.5561105521079478,30.5,26.166046888482846,0.486,0.1253096815716397
2.27,33.16179358722373,14.94837573554309,0.33119840573794196,3.18042585871898,39.650354792262824,0.334,0.000822,0.79,4.49,0.175,1.15,0.486,0.00316,18.5,30.5,1.0,0.40747768939841444,0.11062026751647262,15.101954438262394,14.280112105648222,0.5565745252758214,30.5,26.197816933906747,0.486,0.12529512114355051
2.28,33.20168917859782,14.94540566824733,0.33151446356932623,3.1830798681833574,39.64573983176977,0.334,0.000822,0.79,4.49,0.175,1.15,0.486,0.00316,18.5,30.5,1.0,0.407886850616356,0.11072583083215497,15.114606599108956,14.292028608143276,0.5570389769320875,30.5,26.229334451092278,0.486,0.12528053786839247
2.29,33.241267642887635,14.942432583092138,0.3318308441811151,3.1857365727267615,39.641117675909456,0.334,0.000822,0.79,4.49,0.175,1.15,0.486,0.00316,18.5,30.5,1.0,0.4082918394003646,0.11083150195649244,15.127267374081951,14.30395721154316,0.5575039002271832,30.5,26.260601437881235,0.486,0.12526593185587387
2.3,33.28053148626617,14.939456522155577,0.3321475442697346,3.1883959335747036,39.63648835910969,0.334,0.000822,0.79,4.49,0.175,1.15,0.486,0.00316,18.5,30.5,1.0,0.40869268970845524,0.11093727978609136,15.139936612747336,14.31589774175042,0.5579692883755731,30.5,26.291619874150275,0.486,0.1252513032147866
2.31,33.319483192165805,14.936477527120559,0.3324645605608913,3.1910579123185654,39.63185191550809,0.334,0.000822,0.79,4.49,0.175,1.15,0.486,0.00316,18.5,30.5,1.0,0.40908943519417584,0.1110431632273377,15.152614165999273,14.32785002631036,0.5584351346557489,30.5,26.322391721810988,0.486,0.12523665205300558
2.32,33.358125221278264,14.933495639274845,0.3327818898095726,3.193722470915599,39.62720837895223,0.334,0.000822,0.79,4.49,0.175,1.15,0.486,0.00316,18.5,30.5,1.0,0.4094821092066541,0.11114915119639725,15.16529988605927,14.33981389441104,0.5589014324102298,30.5,26.35291892480983,0.486,0.12522197847748906
2.33,33.39646001155465,14.930510899511047,0.33309952880004584,3.196389571688926,39.62255778299955,0.334,0.000822,0.79,4.49,0.175,1.15,0.486,0.00316,18.5,30.5,1.0,0.4098707447906485,0.11125524261921532,15.1779936264752,14.351789176883278,0.559368175045562,30.5,26.383203409128175,0.486,0.12520728259427857
2.34,33.43449050788628,14.927523357482386,0.33341747417726525,3.1990591683403684,39.61790016809914,0.334,0.000822,0.79,4.49,0.175,1.15,0.486,0.00316,18.5,30.5,1.0,0.4102553814376404,0.1113614363752066,15.190695237192868,14.363775665848255,0.5598353544595644,30.5,26.413247501230163,0.486,0.1251925645311933
2.35,33.47221923448647,14.924533055568416,0.3337357227421264,3.201731221689479,39.61323556901452,0.334,0.000822,0.79,4.49,0.175,1.15,0.486,0.00316,18.5,30.5,1.0,0.4106360532596442,0.11146773139587021,15.203404573196044,14.37577318538576,0.5603029637956588,30.5,26.44305319524431,0.486,0.1251778243980859
2.36,33.5096482788937,14.921540028598509,0.3340542714565577,3.2044056999449553,39.60856401460667,0.334,0.000822,0.79,4.49,0.175,1.15,0.486,0.00316,18.5,30.5,1.0,0.4110127887892465,0.11157412666649028,15.216121494640838,14.38778159275285,0.5607709974903672,30.5,26.472622140326024,0.486,0.1251630622861571
2.37,33.54678004236658,14.918544316822755,0.33437311720467505,3.2070825659725917,39.60388553800843,0.334,0.000822,0.79,4.49,0.175,1.15,0.486,0.00316,18.5,30.5,1.0,0.41138562054347333,0.11168062114636147,15.22884585987518,14.399800721216938,0.5612394490452035,30.5,26.5019562334696,0.486,0.12514827830010664
2.38,33.58361690653046,14.915545960149812,0.33469225689888554,3.209761782951327,39.599200172104666,0.334,0.000822,0.79,4.49,0.175,1.15,0.486,0.00316,18.5,30.5,1.0,0.41175458077443866,0.11178721380422778,15.241577528541313,14.41183040545146,0.5617083120164822,30.5,26.531057356159064,0.486,0.12513347254385074
2.39,33.6201612333775,14.91254499814689,0.3350116874798878,3.2124433143732474,39.594507949532286,0.334,0.000822,0.79,4.49,0.175,1.15,0.486,0.00316,18.5,30.5,1.0,0.4121197014693858,0.11189390361828253,15.25431636157494,14.423870481535882,0.5621775800153183,30.5,26.55992737436823,0.486,0.12511864512052204
2.4,33.65641536526664,14.909541470039771,0.3353314059166718,3.215127124043583,39.589808902680204,0.334,0.000822,0.79,4.49,0.175,1.15,0.486,0.00316,18.5,30.5,1.0,0.4124810143507306,0.11200068957616839,15.267062221204341,14.435920786955688,0.562647246707627,30.5,26.588568138560646,0.486,0.12510379613246944
2.41,33.69238162492361,14.906535414712796,0.3356514092065191,3.2178131760807105,39.58510306368937,0.334,0.000822,0.79,4.49,0.175,1.15,0.486,0.00316,18.5,30.5,1.0,0.4128385508761087,0.11210757067497738,15.279814970949525,14.44798116060239,0.5631173058141243,30.5,26.616981483689656,0.486,0.1250889256812584
2.42,33.72806231544094,14.903526870708871,0.3359716943750024,3.220501434916153,39.580390464452755,0.334,0.000822,0.79,4.49,0.175,1.15,0.486,0.00316,18.5,30.5,1.0,0.4131923422384264,0.11221454592125081,15.292574475621336,14.460051442773528,0.5635877511103268,30.5,26.64516922919834,0.486,0.12507403386767071
2.43,33.7634597202779,14.900515876229463,0.33629225847598604,3.2231918652945777,39.575671136615355,0.334,0.000822,0.79,4.49,0.175,1.15,0.486,0.00316,18.5,30.5,1.0,0.4135424193659134,0.11232161433097934,15.30534060132056,14.472131475172654,0.5640585764265511,30.5,26.673133179019544,0.486,0.12505912079170453
2.44,33.79857617416955,14.897502470374164,0.3366130983809837,3.2258844312448782,39.57094511235061,0.334,0.000822,0.79,4.49,0.175,1.15,0.486,0.00316,18.5,30.5,1.0,0.41388881382495224,0.11242877485924856,15.318113206152006,14.484221096289504,0.5645297754678537,30.5,26.700875177593943,0.486,0.12504418655502791
2.45,33.83341405778042,14.89448669304724,0.33693421079503977,3.2285790961577474,39.56621242430181,0.334,0.000822,0.79,4.49,0.175,1.15,0.486,0.00316,18.5,30.5,1.0,0.41423155775138165,0.11253602640554329,15.330892140930679,14.496320141748287,0.5650013418276058,30.5,26.728397105646536,0.486,0.1250292312607937
2.46,33.86797546988289,14.89146857922695,0.3372555932305564,3.2312758275425217,39.561473101992775,0.334,0.000822,0.79,4.49,0.175,1.15,0.486,0.00316,18.5,30.5,1.0,0.4145706796775716,0.11264336813900586,15.343677292100365,14.508428465665924,0.5654732698199413,30.5,26.755700621207488,0.486,0.12501425500229718
2.47,33.90226262595492,14.888448165933463,0.3375772428232193,3.233974591243346,39.556727176192126,0.334,0.000822,0.79,4.49,0.175,1.15,0.486,0.00316,18.5,30.5,1.0,0.4149062096074312,0.11275079910295527,15.356468529536633,14.520545914682625,0.5659455534675856,30.5,26.782787474504385,0.486,0.12499925787676712
2.48,33.93627772238517,14.885425489855024,0.33789915673538956,3.236675353409617,39.551974677426486,0.334,0.000822,0.79,4.49,0.175,1.15,0.486,0.00316,18.5,30.5,1.0,0.4152381772873442,0.11285831834962012,15.369265724330175,14.532672336809181,0.566418186846683,30.5,26.809659400684286,0.486,0.1249842399806677
2.49,33.970022936473086,14.882400587347941,0.33822133215610406,3.2393780804959844,39.54721563598043,0.334,0.000822,0.79,4.49,0.175,1.15,0.486,0.00316,18.5,30.5,1.0,0.41556661220623586,0.11296592494013877,15.382068748785908,14.544807581426971,0.5668911640867972,30.5,26.83631811981374,0.486,0.12496920140969815
2.5,34.00350042642883,14.879373494436607,0.3385437663010751,3.2420827392623504,39.542450081896554,0.334,0.000822,0.79,4.49,0.175,1.15,0.486,0.00316,18.5,30.5,1.0,0.4158915435956427,0.11307361794455908,15.39487747642214,14.556951499287953,0.5673644793709113,30.5,26.862765336878777,0.486,0.12495414225879312
2.51,34.03671233137328,14.876344246813469,0.3388664564126904,3.2447892967738703,39.53767804497541,0.334,0.000822,0.79,4.49,0.175,1.15,0.486,0.00316,18.5,30.5,1.0,0.4162130004297839,0.11318139644183861,15.40769178196964,14.569103942514678,0.5678381269354272,30.5,26.889002741784893,0.486,0.12493906262212229
2.52,34.06966077133809,14.873312879839066,0.3391893997600136,3.2474977204009523,39.53289955477553,0.334,0.000822,0.79,4.49,0.175,1.15,0.486,0.00316,18.5,30.5,1.0,0.4165310114256385,0.11328925951984455,15.420511541370804,14.581264764600277,0.5683121010701666,30.5,26.915032009357095,0.486,0.12492396259309069
2.53,34.10234784726562,14.87027942854199,0.3395125936387836,3.250207977819258,39.52811464061345,0.334,0.000822,0.79,4.49,0.175,1.15,0.486,0.00316,18.5,30.5,1.0,0.4168456050430216,0.11339720627535373,15.433336631778724,14.59343382040847,0.5687863961183701,30.5,26.940854799339842,0.486,0.12490884226433852
2.54,34.13477564100899,14.867243927618917,0.339836035371415,3.2529200370097007,39.52332333156366,0.334,0.000822,0.79,4.49,0.175,1.15,0.486,0.00316,18.5,30.5,1.0,0.41715680948466743,0.11350523581405261,15.44616693155631,14.605610966173558,0.5692610064766975,30.5,26.966472756397106,0.486,0.12489370172774117
2.55,34.16694621533203,14.864206411434587,0.3401597223069978,3.2556338662584463,39.51852565645866,0.334,0.000822,0.79,4.49,0.175,1.15,0.486,0.00316,18.5,30.5,1.0,0.41746465269631106,0.11361334725053727,15.459002320275387,14.617796059500424,0.5697359265952281,30.5,26.991887510112306,0.486,0.12487854107440936
2.56,34.198861818429485,14.8611669176038,0.3404836512314485,3.2583494311647816,39.51372164616033,0.334,0.000822,0.79,4.49,0.175,1.15,0.486,0.00316,18.5,30.5,1.0,0.41776916496586486,0.11372153951130382,15.471842652801959,14.62998894592987,0.5702111504538367,30.5,27.017100836559294,0.486,0.12486336040186663
2.57,34.23052450502593,14.858125480355307,0.34080781946028466,3.2610667001844402,39.508911329351875,0.334,0.000822,0.79,4.49,0.175,1.15,0.486,0.00316,18.5,30.5,1.0,0.4180703741070312,0.11382981169973508,15.48468780731707,14.642189483828137,0.570686672532277,30.5,27.042114358970487,0.486,0.12484815980075192
2.58,34.2619361697192,14.85508213111578,0.3411322247424608,3.2637856441417905,39.50409473290806,0.334,0.000822,0.79,4.49,0.175,1.15,0.486,0.00316,18.5,30.5,1.0,0.4183683058847691,0.11393816306398191,15.49753768107493,14.65439754219664,0.5711624877248133,30.5,27.06692957407817,0.486,0.12483293935598946
2.59,34.293098814601805,14.852036903196975,0.3414568644885305,3.266506232314527,39.4992718848675,0.334,0.000822,0.79,4.49,0.175,1.15,0.486,0.00316,18.5,30.5,1.0,0.418662987416185,0.1140465927391692,15.510392156494847,14.666612983092227,0.5716385906550422,30.5,27.091548063535427,0.486,0.1248176991561813
