C_1_task1,E_5_task1,H_3_task1,I_4_task1,T_2_task1,_1_task1
3362413.287292727,2725.783446220063,3199588.184763266,8188.415489022204,13582186.465714453,9.24
3362439.4296283685,2725.8183119858472,3174147.45983037,8178.782362521314,13598919.349572938,9.27
3362465.2558809025,2725.8532169889936,3148848.010439625,8169.209808551247,13615590.648266066,9.3
3362490.7774853962,2725.8881689948153,3123689.465580957,8159.697332091967,13632200.58097508,9.33
3362516.005391755,2725.923175494437,3098671.4532006145,8150.244442718682,13648749.366405886,9.36
3362540.9500647224,2725.9582437047984,3073793.600201177,8140.850654601861,13665237.22278902,9.39
3362565.621483878,2725.99338056865,3049055.532441555,8131.515486507218,13681664.367879663,9.42
3362590.0291436417,2726.028592754558,3024456.874736982,8122.238461795726,13698031.018957648,9.45
3362614.1820532666,2726.0638866568993,2999997.250859021,8113.019108423605,13714337.392827444,9.48
3362638.088799088,2726.0992684254443,2975676.283637488,8103.856958925788,13730583.705787344,9.51
3362661.7611355763,2726.134745672055,2951493.6008409336,8094.75154946125,13746770.171850955,9.54
3362685.2099865833,2726.1703255702214,2927448.8286285396,8085.702420876063,13762897.004727615,9.57
3362708.4441996473,2726.2060142630326,2903541.5895102494,8076.7091190345445,13778964.418439342,9.6
3362731.4722858383,2726.2418176900605,2879771.505195825,8067.771194356734,13794972.626459157,9.63
3362754.302419761,2726.277741587359,2856138.196594857,8058.888201818398,13810921.841711072,9.66
3362776.9424395543,2726.313791487466,2832641.283816757,8050.0597009510175,13826812.276570113,9.69
3362799.399846889,2726.349972719401,2809280.3861707584,8041.2852558418035,13842644.1428623,9.72
3362821.6818069723,2726.386290408667,2786055.1221659235,8032.564435133689,13858417.651864646,9.75
3362843.7951485426,2726.422749477249,2762965.109511133,8023.896812025327,13874133.01430518,9.78
3362865.746363874,2726.459354643615,2740009.9651150927,8015.281964271093,13889790.440362925,9.81
3362887.5428207247,2726.4961110899576,2717189.307600925,8006.719469194095,13905390.139090398,9.84
3362909.193059071,2726.533024625561,2694502.757921838,7998.208902465138,13920932.318272227,9.87
3362930.703639545,2726.5700999517016,2671949.932822165,7989.7498510709665,13936417.18592688,9.9
3362952.080836427,2726.60734159373,2649530.4483500523,7981.341906347823,13951844.949499942,9.93
3362973.330676673,2726.644753922557,2627243.9199384185,7972.9846638208655,13967215.815845529,9.96
3362994.4589399165,2726.6823411546534,2605089.9624049645,7964.677723204171,13982529.991226273,9.99
3363015.4711584644,2726.7201073520505,2583068.189952165,7956.4206884007335,13997787.68131334,10.02
3363036.3726173,2726.758056422339,2561178.2161672725,7948.213167502461,14012989.091186408,10.05
3363057.1683540833,2726.796192118669,2539419.654022321,7940.054772790187,14028134.425333692,10.08
3363077.863159148,2726.834518039751,2517792.115874119,7931.945120733655,14043223.887651922,10.11
3363098.4619500013,2726.873037817089,2496295.214154635,7923.8838302790655,14058257.681308046,10.14
3363118.9713164307,2726.911755887475,2474928.5642193994,7915.87051578374,14073236.00816858,10.17
3363139.3963818755,2726.950675923795,2453691.7785614515,7907.904801368168,14088159.069958778,10.2
3363159.741827835,2726.989801347197,2432584.468699838,7899.986316231665,14103027.067884296,10.23
3363180.0121598253,2727.0291354600554,2411606.245669904,7892.114693436246,14117840.202532962,10.26
3363200.211707379,2727.0686814459723,2390756.720023285,7884.289569906619,14132598.673874788,10.29
3363220.3446240467,2727.1084423697775,2370035.501827911,7876.51058643019,14147302.681261951,10.32
3363240.4148873943,2727.1484211775287,2349442.20066801,7868.777387657062,14161952.423428817,10.35
3363260.426299005,2727.188620696511,2328976.4256440992,7861.089622100027,14176548.098491918,10.38
3363280.382484477,2727.2290436352373,2308637.7853729967,7853.44694213458,14191089.903949969,10.41
3363300.2869371343,2727.26969260468,2288425.8880619267,7845.849003713588,14205578.036673496,10.44
3363320.144279246,2727.310570730949,2268340.343647296,7838.295458133849,14220012.692605896,10.47
3363339.9586603288,2727.3516808772165,2248380.761078548,7830.785962492223,14234394.06714308,10.5
3363359.733604101,2727.393025569371,2228546.748058631,7823.320180684697,14248722.355169768,10.53
3363379.472508343,2727.4346072388394,2208837.9118916504,7815.897780143264,14262997.750940979,10.56
3363399.178644895,2727.4764282225883,2189253.8594828728,7808.51843183592,14277220.448082056,10.59
3363418.855159658,2727.5184907631196,2169794.1973387185,7801.18181026667,14291390.639588652,10.62
3363438.5050725914,2727.5607970084734,2150458.5315667656,7793.8875934755215,14305508.517826738,10.65
3363458.131277716,2727.6033490122286,2131246.467875754,7786.63546303849,14319574.274532598,10.68
3363477.7365431106,2727.646148733502,2112157.6115755755,7779.425104067598,14333588.100812826,10.71
3363497.3235109174,2727.689198036945,2093191.5675772845,7772.25620521087,14347550.187144341,10.74
3363516.925811551,2727.7325245238435,2074348.0567115452,7765.1274251574905,14361460.929179363,10.77
3363536.47447311,2727.7760699150263,2055626.411246876,7758.040875525024,14375320.029809099,10.8
3363556.0171554247,2727.8198736022678,2037026.4054834289,7750.994739814146,14389127.980369091,10.83
3363575.5556605905,2727.863936654084,2018547.640487754,7743.988740907043,14402884.96379071,10.86
3363595.091790705,2727.9082601389914,2000189.7173264013,7737.022601685905,14416591.163005326,10.89
3363614.627347864,2727.952845125506,1981952.2370659236,7730.09604503292,14430246.760944307,10.92
3363634.164134165,2727.9976926821437,1963834.8007728716,7723.208793830278,14443851.940539025,10.95
3363653.7039517034,2728.0428038774207,1945837.0095137944,7716.360570960166,14457406.88472085,10.98
3363673.248602577,2728.088179779854,1927958.4643552457,7709.551099304773,14470911.776421156,11.01
3363692.799888882,2728.133821457958,1910198.7663637754,7702.780101746287,14484366.79857131,11.04
3363712.3596962807,2728.1797299517793,1892557.516091069,7696.047302726737,14497772.133039,11.07
3363731.930209494,2728.225906199473,1875034.3122462824,7689.352432270315,14511127.957885347,11.1
3363751.5133513985,2728.2723512284065,1857628.7551518243,7682.695215513665,14524434.454504374,11.13
3363771.111009322,2728.319066078057,1840340.4453491182,7676.075376929919,14537691.804742558,11.16
3363790.7250705957,2728.3660517879016,1823168.9833795826,7669.492640992208,14550900.190446379,11.19
3363810.357422548,2728.413309397418,1806113.9697846374,7662.946732173662,14564059.793462321,11.22
3363830.009952508,2728.4608399460826,1789175.0051057048,7656.437374947415,14577170.795636859,11.25
3363849.684547805,2728.5086444733743,1772351.6898842044,7649.964293786597,14590233.378816474,11.28
3363869.383095769,2728.5567240187693,1755643.6246615555,7643.527213164339,14603247.724847652,11.31
3363889.107483729,2728.6050796217455,1739050.4099791802,7637.125857553773,14616214.015576866,11.34
3363908.859598597,2728.6537123212247,1722571.6463750652,7630.759951449984,14629132.432844892,11.37
3363928.640162967,2728.7026216072904,1706206.9247995578,7624.429280641808,14642003.142562967,11.4
3363948.449716589,2728.7518067267974,1689955.8346973762,7618.133640543601,14654826.308140758,11.43
3363968.2897485034,2728.801268189397,1673817.9733302083,7611.872776595811,14667602.105975587,11.46
3363988.1617477504,2728.851006504741,1657792.9379597455,7605.646434238883,14680330.712464765,11.49
3364008.06720337,2728.90102218248,1641880.325847677,7599.454358913264,14693012.30400561,11.52
3364028.0076044025,2728.9513157322663,1626079.734255691,7593.296296059403,14705647.056995438,11.55
3364047.984439888,2729.001887663752,1610390.760445479,7587.171991117745,14718235.147831563,11.58
3364067.999198867,2729.0527384865873,1594813.0016787304,7581.081189528738,14730776.752911303,11.61
3364088.053370379,2729.103868710425,1579346.0552171334,7575.02363673283,14743272.048631974,11.64
3364108.1484434647,2729.1552788449167,1563989.5183223796,7568.9990781704655,14755721.21139089,11.67
3364128.2856620396,2729.2069690475705,1548742.985919614,7563.007272908115,14768124.414200567,11.7
3364148.46448179,2729.258936906954,1533606.0358884886,7557.048079416419,14780481.805380793,11.73
3364168.685563575,2729.3111817429667,1518578.2575964234,7551.121289172839,14792793.549892953,11.76
3364188.949934887,2729.363703402207,1503659.2439056053,7545.226673274389,14805059.817761084,11.79
3364209.2586232168,2729.4165017312744,1488848.5876782215,7539.364002818083,14817280.779009225,11.82
3364229.612656058,2729.469576576767,1474145.8817764625,7533.533048900933,14829456.603661412,11.85
3364250.0130609013,2729.522927785284,1459550.7190625146,7527.733582619955,14841587.461741686,11.88
3364270.4608652405,2729.576555203424,1445062.692398568,7521.965375072161,14853673.523274079,11.91
3364290.9570965664,2729.6304586777856,1430681.3946468094,7516.228197354564,14865714.958282633,11.94
3364311.502782372,2729.684638054968,1416406.4186694268,7510.521820564179,14877711.936791383,11.97
3364332.0989501486,2729.7390931815703,1402237.35732861,7504.846015798018,14889664.628824364,12.0
3364352.7458755607,2729.7938225791963,1388173.7930231807,7499.200596184381,14901573.191260986,12.03
3364373.443133906,2729.8488235351506,1374215.2984047965,7493.5854140058655,14913437.768735748,12.06
3364394.1913741766,2729.9040952289797,1360361.4610679871,7488.000261519652,14925258.52465517,12.09
3364414.99126283,2729.9596368710063,1346611.8688503269,7482.444930006596,14937035.622731112,12.12
3364435.843466322,2730.015447671553,1332966.1095893902,7476.919210747556,14948769.226675421,12.15
3364456.74865111,2730.0715268409444,1319423.7711227536,7471.422895023387,14960459.500199953,12.18
3364477.7074836507,2730.1278735895035,1305984.4412879916,7465.955774114946,14972106.607016558,12.21
3364498.7206304,2730.184487127553,1292647.7079226805,7460.51763930309,14983710.710837092,12.24
3364519.788757816,2730.2413666654174,1279413.158864395,7455.1082818686755,14995271.975373406,12.27
3364540.9125323547,2730.2985114134185,1266280.3819507097,7449.727493092558,15006790.564337354,12.3
3364562.0925469105,2730.355920431156,1253248.96367494,7444.375068344491,15018266.639998043,12.33
3364583.328118237,2730.4135901634663,1240318.4672103017,7439.050873927907,15029700.339595968,12.36
3364604.619171629,2730.4715183020617,1227488.4668504405,7433.754742320776,15041091.81230678,12.39
3364625.966063097,2730.5297034211726,1214758.5447598498,7428.486482060005,15052441.21575362,12.42
3364647.3691486493,2730.5881440950293,1202128.2831030209,7423.245901682497,15063748.707559625,12.45
3364668.828784295,2730.6468388978615,1189597.2640444448,7418.032809725157,15075014.445347937,12.48
3364690.3453260446,2730.7057864038984,1177165.0697486147,7412.847014724887,15086238.586741695,12.51
3364711.919129908,2730.764985187371,1164831.2823800216,7407.688325218593,15097421.289364038,12.54
3364733.5505518937,2730.8244338225086,1152595.4841031574,7402.556549743177,15108562.710838107,12.57
3364755.2399480124,2730.8841308835417,1140457.257082515,7397.451496835543,15119663.008787042,12.6
3364776.987674272,2730.9440749447,1128416.1834825845,7392.3729750325965,15130722.340833982,12.63
3364798.794086684,2731.004264580213,1116471.8454678594,7387.320792871241,15141740.864602067,12.66
3364820.6587669114,2731.0646965412084,1104623.8077726432,7382.294806464825,15152718.721562965,12.69
3364842.5808135094,2731.125366441387,1092871.6242566223,7377.2949016094235,15163656.043111525,12.72
3364864.560267404,2731.1862721131547,1081214.8699919074,7372.320906200905,15174552.980298817,12.75
3364886.5971758324,2731.2474114037705,1069653.120192624,7367.372647747493,15185409.684307508,12.78
3364908.6915860297,2731.308782160494,1058185.9500728971,7362.449953757413,15196226.306320269,12.81
3364930.843545233,2731.370382230585,1046812.9348468542,7357.55265173889,15207002.997519769,12.84
3364953.0531006767,2731.432209461303,1035533.6497286207,7352.680569200148,15217739.909088675,12.87
3364975.3202995984,2731.494261699907,1024347.669932322,7347.833533649412,15228437.19220966,12.9
3364997.645189233,2731.5565367936565,1013254.5706720856,7343.011372594906,15239094.998065388,12.93
3365020.027816817,2731.6190325898115,1002253.9271620362,7338.213913544857,15249713.477838535,12.96
3365042.468229587,2731.6817469356315,991345.3146163009,7333.440984007488,15260292.782711765,12.99
3365064.9662315086,2731.744677066768,980528.3018552398,7328.692425353591,15270833.058497459,13.02
3365087.5205271407,2731.807817454838,969802.4288038835,7323.968141603019,15281334.426738067,13.05
3365110.1307215784,2731.8711648355093,959167.259055731,7319.267985459124,15291797.028855782,13.08
3365132.796581522,2731.9347163507427,948622.3604517072,7314.5918004162495,15302221.00984034,13.11
3365155.5178736737,2731.998469142502,938167.3008327367,7309.939429968735,15312606.51468146,13.14
3365178.2943647336,2732.0624203527495,927801.6480397462,7305.310717610922,15322953.688368876,13.17
3365201.1258214028,2732.1265671234473,917524.9699136607,7300.705506837154,15333262.67589231,13.2
3365224.012010382,2732.1909065965583,907336.8342954047,7296.123641141772,15343533.622241493,13.23
3365246.9526983732,2732.255435914045,897236.809025905,7291.564964019118,15353766.672406152,13.26
3365269.9476520764,2732.3201522178697,887224.4619460863,7287.029318963533,15363961.97137601,13.29
3365292.996638192,2732.3850526499946,877299.3608968734,7282.516549469359,15374119.664140796,13.32
3365316.0840452895,2732.450095518888,867460.6443754667,7278.027279638885,15384239.548744995,13.35
3365339.2440991886,2732.515364984103,857708.8422906318,7273.5596037903115,15394322.547608726,13.38
3365362.4544379157,2732.5808023073578,848042.904670446,7269.114488689593,15404368.306477828,13.41
3365385.7147889873,2732.646404531665,838462.3982618514,7264.691779820087,15414376.969458006,13.44
3365409.0248564905,2732.712168640874,828966.8891576504,7260.291323854469,15424348.680126356,13.47
3365432.3843210824,2732.778091559665,819555.9427965062,7255.912968654739,15434283.58153138,13.5
3365455.792839991,2732.8441701535535,810229.1239629404,7251.556563272215,15444181.816192975,13.53
3365479.2500470127,2732.9104012288885,800985.9967873339,7247.221957947533,15454043.526102446,13.56
3365502.7555525163,2732.976781532854,791826.1247459287,7242.909004110654,15463868.852722492,13.59
3365526.308943439,2733.0433077534676,782749.0706608256,7238.617554380853,15473657.936987214,13.62
3365549.909783289,2733.10997651958,773754.3966999842,7234.347462566731,15483410.919302115,13.65
3365573.557612145,2733.1767844008764,764841.664377226,7230.098583666208,15493127.939544098,13.68
3365597.2516327766,2733.2437271567524,756010.4259975903,7225.870789166637,15502809.129708787,13.71
3365620.990590153,2733.3107994479624,747260.2213733067,7221.663972918365,15512454.611087918,13.74
3365644.7737370636,2733.3779971474073,738590.6041415625,7217.478004064938,15522064.516889354,13.77
3365668.6003089556,2733.4453160833827,730001.1274512411,7213.312752642622,15531638.979934895,13.8
3365692.4695057967,2733.512751996191,721491.3434687691,7209.168090464205,15541178.132235555,13.83
3365716.3804920814,2733.5803005381413,713060.8033781123,7205.043891118999,15550682.104991553,13.86
3365740.3323968253,2733.6479572735475,704709.0573807774,7200.940029972841,15560151.02859233,13.89
3365764.3243135703,2733.7157176787327,696435.6546958139,7196.856384168092,15569585.032616528,13.92
3365788.3553003804,2733.783577142025,688240.1435598102,7192.792832623632,15578984.24583201,13.95
3365812.424379844,2733.85153096376,680122.0712268964,7188.749256034874,15588348.796195848,13.98
3365836.530539074,2733.919574356278,672080.9839687445,7184.725536873743,15597678.810854327,14.01
3365860.672729706,2733.987702443928,664116.4270745664,7180.721559388699,15606974.416142935,14.04
3365884.8498679004,2734.0559102630646,656227.9448511149,7176.737209604715,15616235.737586388,14.07
3365909.06083434,2734.124192762048,648415.0806226849,7172.772375323298,15625462.8998986,14.1
3365933.304474233,2734.192544801247,640677.3767311109,7168.826946122471,15634656.026982706,14.13
3365957.579782545,2734.2609616129635,633014.3801315943,7164.900807047734,15643815.245135263,14.16
3365981.8864001743,2734.329440033409,625425.6573818711,7160.993821712425,15652940.691629197,14.19
3366006.223361024,2734.3979753917492,617910.7567919287,7157.105874972269,15662032.493040387,14.22
3366030.5895953653,2734.4665627599315,610469.2236303813,7153.236855780849,15671090.773954969,14.25
3366054.9840111136,2734.5351971544815,603100.6025796948,7149.386654421451,15680115.658375224,14.28
3366079.405493826,2734.6038735365073,595804.4377361869,7145.555162507061,15689107.269719575,14.31
3366103.852906702,2734.672586811695,588580.2726100284,7141.742272980364,15698065.730822587,14.34
3366128.325090585,2734.741331830311,581427.6501252413,7137.947880113746,15706991.163934972,14.37
3366152.8208639584,2734.810103387201,574346.1126196996,7134.171879509292,15715883.690723583,14.4
3366177.3390229517,2734.8788962217914,567335.2018451304,7130.414168098788,15724743.432271417,14.43
3366201.8783413335,2734.947705018088,560394.4589671118,7126.674644143721,15733570.50907761,14.46
3366226.4375705174,2735.0165244046766,553523.424565075,7122.953207235277,15742365.041057447,14.49
3366251.0154395592,2735.0853489547226,546721.6386323025,7119.249758294341,15751127.147542352,14.52
3366275.610655157,2735.1541731859716,539988.6405759287,7115.5641995715,15759856.947279897,14.55
3366300.221901651,2735.222991560748,533323.9692169415,7111.89643464704,15768554.55843379,14.58
3366324.8478588373,2735.291798681337,526727.1647980992,7108.246364158683,15777220.099131444,14.61
3366349.4873608737,2735.360591032836,520197.7868953983,7104.613847691212,15785853.692348395,14.64
3366374.1391262747,2735.429364021802,513735.38398396986,7100.998768531362,15794455.45760897,14.67
3366398.80181418,2735.4981125933305,507339.4997799009,7097.40102017427,15803025.512715705,14.7
3366423.4740658486,2735.566831686215,501009.67791792925,7093.820496370709,15811563.975024937,14.73
3366448.154504662,2735.6355162329496,494745.4619514448,7090.25709112709,15820070.961446803,14.76
3366472.84173612,2735.7041611597256,488546.3953524871,7086.710698705453,15828546.588445242,14.79
3366497.5343478476,2735.772761386434,482412.0215117469,7083.18121362348,15836990.972037988,14.82
3366522.2309095864,2735.8413118266644,476341.88373856695,7079.668530654486,15845404.227796584,14.85
3366546.9299732014,2735.9098073877044,470335.52526093915,7076.172544827423,15853786.470846368,14.88
3366571.6300726784,2735.9782429705415,464392.48922550824,7072.693151426876,15862137.81586648,14.91
3366596.3297241237,2736.046613469862,458512.3186975685,7069.23024599307,15870458.377089864,14.94
3366621.0274257646,2736.1149137740504,452694.55666106544,7065.78372432186,15878748.268303264,14.97
3366645.721876126,2736.183138620156,446938.751262403,7062.35350083422,15887007.602907168,15.0
3366670.411896087,2736.251282645708,441244.45393714216,7058.939502013911,15895236.493894406,15.03
3366695.0960570513,2736.3193406358887,435611.21047306916,7055.541635100699,15903435.053747967,15.06
3366719.772920476,2736.3873073643044,430038.56676733214,7052.159808258051,15911603.394506825,15.09
3366744.4410389913,2736.4551775922446,424526.068853286,7048.793930667195,15919741.627766237,15.12
3366769.0989564005,2736.522946068678,419073.262900493,7045.443912527107,15927849.86467775,15.15
3366793.745207681,2736.5906075302564,413679.69521472417,7042.109665054522,15935928.215949198,15.18
3366818.37831898,2736.658156701314,408344.91223795677,7038.791100483926,15943976.791844709,15.21
3366842.9968076195,2736.7255882938653,403068.4605483768,7035.488132067562,15951995.70218469,15.24
3366867.599182094,2736.792897007606,397849.8868603769,7032.200674075421,15959985.056345845,15.27
3366892.18394207,2736.8600775299146,392688.7380245576,7028.928641795256,15967944.963261155,15.3
3366916.749578388,2736.9271245358514,387584.5610277274,7025.6719515325685,15975875.531419901,15.33
3366941.29461599,2736.9940328605594,382536.9054740902,7022.430520226428,15983776.869023241,15.36
3366965.817846218,2737.0607984321114,377545.33701047604,7019.204263370702,15991649.08482611,15.39
3366990.3178768223,2737.1274164644474,372609.4113196164,7015.99309904095,15999492.28650634,15.42
3367014.7932654954,2737.193881993617,367728.68183755426,7012.796946699451,16007306.581148628,15.45
3367039.2425681828,2737.2601900717805,362902.7025456951,7009.615726762882,16015092.075419609,15.48
3367063.664339081,2737.3263357672095,358131.0279708084,7006.449360602327,16022848.875567865,15.51
3367088.0571306394,2737.392314164287,353413.21318502515,7003.297770543265,16030577.08742393,15.54
3367112.4194935607,2737.458120363508,348748.81380583905,7000.160879865576,16038276.816400278,15.57
3367136.7499767984,2737.523749481479,344137.3859961075,6997.0386128035425,16045948.167491337,15.6
3367161.0471275575,2737.589196650917,339578.4864640493,6993.930894545846,16053591.24527347,15.63
3367185.3094912977,2737.6544570206515,335071.67246324715,6990.837651235568,16061206.153904993,15.66
3367209.5356117287,2737.7195257556223,330616.5017926456,6987.758809970191,16068792.997126168,15.69
3367233.7240307815,2737.7843980371176,326212.53280071524,6984.6942987941175,16076351.87825923,15.72
3367257.8731957,2737.849069745863,321859.3364169321,6981.644025083926,16083882.900293471,15.75
3367281.9815302463,2737.9135369384944,317556.48693075834,6978.607892114079,16091386.16582003,15.78
3367306.047526493,2737.977795172655,313303.55010428,6975.585820412756,16098861.776947834,15.81
3367330.069671572,2738.0418400455865,309100.0926586569,6972.577730719306,16106309.835370686,15.84
3367354.046447672,2738.1056671941315,304945.6822741209,6969.583543984237,16113730.44236726,15.87
3367377.9763320377,2738.1692722947314,300839.887589977,6966.60318136922,16121123.698801097,15.9
3367401.857796974,2738.232651063429,296782.27820460364,6963.636564247093,16128489.705120612,15.93
3367425.6893098424,2738.295799255865,292772.42467545124,6960.683614201855,16135828.561359098,15.96
3367449.4693330606,2738.3587126672815,288809.8985190443,6957.744253028665,16143140.367134709,15.99
3367473.1963241054,2738.4213871325205,284894.27221097925,6954.818402733853,16150425.221650474,16.02
3367496.868735511,2738.483818526023,281025.1191859255,6951.905985534904,16157683.2236943,16.05
3367520.485014868,2738.54600276183,277202.0138376266,6949.006923860472,16164914.471638959,16.08
3367544.041859885,2738.6079340331503,273424.4703392392,6946.121097237182,16172119.059287515,16.11
3367567.5425827545,2738.669613250986,269692.23590773426,6943.248548952502,16179297.095788281,16.14
3367590.9831261747,2738.7310339360047,266004.80050949566,6940.389140545201,16186448.67233998,16.17
3367614.3621367323,2738.7921923813565,262361.7500447318,6937.542800693744,16193573.886175737,16.2
3367637.6782584605,2738.8530849221966,258762.67145642807,6934.709458346739,16200672.834119234,16.23
3367660.9301337665,2738.913707936632,255207.15276299402,6931.8890427459555,16207745.612586921,16.26
3367684.1164043676,2738.974057846653,251694.78309090552,6929.0814834493185,16214792.317590242,16.29
3367707.235712216,2739.034131119079,248225.15270734747,6926.2867103539165,16221813.044737848,16.32
3367730.2867004345,2739.093924266494,244797.8530528605,6923.504653719004,16228807.889237806,16.35
3367753.2680142475,2739.1534338481874,241412.47677398322,6920.735244189007,16235776.945899831,16.38
3367776.178301909,2739.2126564710934,238068.61775589525,6917.978412816528,16242720.309137492,16.41
3367799.0162156355,2739.2715887907298,234765.87115506336,6915.234091085348,16249638.072970428,16.44
3367821.780414205,2739.330227515365,231503.83352495386,6912.502210988368,16256530.331033094,16.47
3367844.46974469,2739.3885697569094,228282.11293521745,6909.782711004632,16263397.177284468,16.5
3367867.0830582515,2739.446612673513,225100.31867606074,6907.075530025619,16270238.70528581,16.53
3367889.61912014,2739.5043532945087,221958.05621792303,6904.380604383714,16277055.007847078,16.56
3367912.076713699,2739.5617887208446,218854.9329942433,6901.697871269468,16283846.177432459,16.59
3367934.454641704,2739.6189161268185,215790.55845702993,6899.027268768136,16290612.306164183,16.62
3367956.7517277035,2739.675732761815,212764.54413242688,6896.36873589621,16297353.485826366,16.65
3367978.966817364,2739.7322359520394,209776.5036762803,6893.722212637956,16304069.807868812,16.68
3368001.098779813,2739.78842310225,206826.05292970806,6891.087639981947,16310761.363410862,16.71
3368023.146508974,2739.8442916974955,203912.80997466625,6888.464959957607,16317428.243245197,16.74
3368045.108924917,2739.899839304849,201036.3951895154,6885.8541156717365,16324070.537841678,16.77
3368066.984975195,2739.9550635751416,198196.43130459022,6883.255051345055,16330688.337351156,16.8
3368088.773636187,2740.009962244698,195392.54345776603,6880.667712348733,16337281.731609317,16.83
3368110.473914442,2740.0645331370715,192624.35925002507,6878.092045240932,16343850.810140489,16.86
3368132.0848422353,2740.118774160497,189891.5087073728,6875.527997433589,16350395.662149427,16.89
3368153.6051135766,2740.1726830391917,187193.61841944314,6872.975493868765,16356916.375764472,16.92
3368175.0334944497,2740.2262576177714,184530.318217569,6870.434463200856,16363413.03889274,16.95
3368196.3689535484,2740.2794959587645,181901.24332596923,6867.904846106646,16369885.739493376,16.98
3368217.610477947,2740.3323962069107,179306.03141025995,6865.3865834499675,16376334.565194787,17.01
3368238.757073646,2740.3849565903006,176744.3226200481,6862.879616267014,16382759.603296796,17.04
3368259.8077661092,2740.43717542152,174215.7596315254,6860.383885751666,16389160.940772798,17.07
3368280.7616008082,2740.489051098789,171719.98769006503,6857.899333240803,16395538.664271923,17.1
3368301.6176437587,2740.5405821071045,169256.6546528152,6855.42590019963,16401892.860121192,17.13
3368322.3749820655,2740.591767019385,166825.41103129322,6852.96352820699,16408223.61432767,17.16
3368343.0327244624,2740.6426044976065,164425.91003398199,6850.512158940692,16414531.012580622,17.19
3368363.5900018527,2740.6930932939495,162057.80760892376,6848.071734162819,16420815.140253669,17.22
3368384.045967851,2740.7432322519376,159720.76248631414,6845.642195705057,16427076.082406959,17.25
3368404.399799322,2740.7930203075803,157414.43622109853,6843.223485454011,16433313.923789306,17.28
3368424.650695491,2740.842456478829,155138.49302252918,6840.815545315078,16439528.748831624,17.31
3368444.7978173615,2740.8915393682328,152892.59070976806,6838.418316283027,16445720.641276725,17.34
3368464.8403562666,2740.940267718742,150676.39086552095,6836.031739445145,16451889.684595797,17.37
3368484.7775504705,2740.9886405458305,148489.56126636453,6833.655756206915,16458035.962088408,17.4
3368504.608659181,2741.0366569222892,146331.77198135547,6831.290307880316,16464159.556723036,17.43
3368524.3329628184,2741.084315977137,144202.6953740963,6828.935335665062,16470260.55113759,17.46
3368543.9497632836,2741.1316168945427,142102.00610479925,6826.590780629843,16476339.027639875,17.49
3368563.458384226,2741.178558912744,140029.38113234972,6824.25658369356,16482395.068208111,17.52
3368582.858171312,2741.2251413229633,137984.49971637226,6821.932685606571,16488428.754491428,17.55
3368602.1484924937,2741.271363468329,135967.04341929426,6819.619026931921,16494440.167810338,17.58
3368621.3287382764,2741.317224742793,133976.6961084097,6817.315548026594,16500429.389157262,17.61
3368640.3983248556,2741.3627246266856,132013.14432209358,6815.02219129108,16506396.499273535,17.64
3368659.3567228336,2741.4078630491176,130076.08088429688,6812.73892365301,16512341.579408983,17.67
3368678.203413994,2741.4526398311978,128165.19938380686,6810.465702145998,16518264.7101619,17.7
3368696.9378988873,2741.497054778409,126280.19510515066,6808.202479676764,16524165.97167474,17.73
3368715.5597042446,2741.541107770876,124420.76593847516,6805.949210661285,16530045.44382535,17.76
3368734.0683833724,2741.5847987638467,122586.61239723937,6803.705851103396,16535903.206230769,17.79
3368752.463516542,2741.6281277881917,120777.43763590719,6801.472358673375,16541739.338250995,17.82
3368770.7447113823,2741.67109495089,118992.94746764196,6799.248692786545,16547553.91899278,17.85
3368788.911603271,2741.713700435522,117232.85038199899,6797.034814681861,16553347.02731339,17.88
3368806.9638557234,2741.75594450276,115496.85756261829,6794.830687500508,16559118.74182441,17.91
3368824.901160789,2741.7978274908587,113784.68290491904,6792.636276364497,16564869.140895503,17.94
3368842.7231895626,2741.8393497436923,112096.0421548114,6790.451540606694,16570598.30243827,17.97
3368860.429422002,2741.880511363459,110430.64992034224,6788.276407007974,16576306.3031579,18.0
3368878.019499737,2741.9213127231124,108788.2259000519,6786.110825331759,16581993.220110903,18.03
3368895.493103307,2741.9617542879573,107168.49273036789,6783.9547490236855,16587659.130165854,18.06
3368912.849926713,2742.001836578598,105571.17554785941,6781.808131223519,16593304.109893236,18.09
3368930.089676897,2742.0415601701143,103996.0019909507,6779.670924701053,16598928.235565199,18.12
3368947.212073233,2742.0809256912303,102442.7022016325,6777.5430817920005,16604531.583155371,18.15
3368964.216847006,2742.1199338234924,100911.00882717373,6775.424554333895,16610114.228338614,18.18
3368981.1037409008,2742.1585853004403,99400.65702183473,6773.315293601979,16615676.246490818,18.21
3368997.8725084835,2742.1968809067835,97911.38444857877,6771.215250245107,16621217.712688683,18.24
3369014.522913688,2742.2348214775707,96442.93128078376,6769.124374221641,16626738.701709494,18.27
3369031.0548124467,2742.272407867166,94995.0397968333,6767.042617907667,16632239.288090402,18.3
3369047.4682266614,2742.309640921041,93567.45401269621,6764.969938909199,16637719.546182148,18.33
3369063.7630592706,2742.346521579507,92159.92109317727,6762.9062890148425,16643179.549942862,18.36
3369079.939229381,2742.3830508270185,90772.19068137939,6760.851619369915,16648619.373036085,18.39
3369095.9966792893,2742.419229688579,89404.01486306422,6758.805880703392,16654039.088836003,18.42
