X_10_p_MET_MET_8_task1,X_1_EGFR_1_task1,X_2_ErbB3_3_task1,X_3_MET_6_task1,X_4_EGFR_EGFR_2_task1,X_5_EGFR_ErbB3_5_task1,X_6_ErbB3_ErbB3_4_task1,X_7_MET_MET_7_task1,X_8_p_EGFR_ErbB3_9_task1,X_9_p_ErbB3_ErbB3_10_task1,_1_task1
1.97960915426618e-12,3.359881799090234e-12,2.2724805751713858e-14,9.74040939912163e-13,1.0469496805445778e-13,1.8315932782742596e-14,4.545001339957529e-16,1.2333703757777405e-12,1.2412332018109046e-14,3.1896458972150737e-16,114.0
1.979679432792337e-12,3.3598742158369846e-12,2.271677448347411e-14,9.740175116809023e-13,1.04694481791603e-13,1.8309713631729252e-14,4.541755280070848e-16,1.233311811367214e-12,1.2427106948081669e-14,3.1902694035041146e-16,115.0
1.979745255969061e-12,3.3598668925517177e-12,2.2709028766368285e-14,9.739955682607883e-13,1.0469401219362408e-13,1.8303716082864037e-14,4.538624355512515e-16,1.2332569599005474e-12,1.2441366978171507e-14,3.1908165074684425e-16,116.0
1.979806906254785e-12,3.3598598204257765e-12,2.270155865020664e-14,9.739750155718313e-13,1.0469355869634708e-13,1.829793239239045e-14,4.535604512052916e-16,1.2332055859593022e-12,1.2455129789140247e-14,3.191291329260506e-16,117.0
1.979864648199667e-12,3.3598529909392794e-12,2.2694354518139965e-14,9.739557654922903e-13,1.046931207540558e-13,1.8292355077192714e-14,4.532691835918714e-16,1.2331574690541903e-12,1.2468412475417672e-14,3.191697810329637e-16,118.0
1.9799187295811366e-12,3.35984639585239e-12,2.2687407076400938e-14,9.739377354816697e-13,1.0469269783893648e-13,1.8286976906695203e-14,4.529882549092418e-16,1.233112402678031e-12,1.248123156304349e-14,3.192039720209522e-16,119.0
1.9799693824674163e-12,3.359840027196795e-12,2.268070734429644e-14,9.739208482275321e-13,1.0469228944053574e-13,1.828179089496598e-14,4.527173004757002e-16,1.2330701934188198e-12,1.2493603027169372e-14,3.192320663084119e-16,120.0
1.9800168242135973e-12,3.359833877267392e-12,2.2674246644449698e-14,9.739050313146207e-13,1.0469189506523149e-13,1.8276790293023064e-14,4.524559682882079e-16,1.2330306601290946e-12,1.2505542309123417e-14,3.192544084137106e-16,121.0
1.9800612583945413e-12,3.3598279386141863e-12,2.266801659329079e-14,9.738902169148919e-13,1.046915142357168e-13,1.827196858134155e-14,4.522039185948155e-16,1.2329936331480146e-12,1.2517064333040046e-14,3.1927132756900133e-16,122.0
1.980102875678623e-12,3.359822204034389e-12,2.2662009091793432e-14,9.738763414971377e-13,1.046911464904969e-13,1.8267319462559558e-14,4.519608234805443e-16,1.23295895357281e-12,1.2528183522059097e-14,3.192831383134212e-16,123.0
1.9801418546460586e-12,3.3598166665647245e-12,2.26562163164557e-14,9.738633455549654e-13,1.0469079138339892e-13,1.8262836854380603e-14,4.517263664663796e-16,1.2329264725764608e-12,1.2538913814098562e-14,3.192901410661982e-16,124.0
1.9801783625553428e-12,3.359811319473937e-12,2.26506307105219e-14,9.738511733519751e-13,1.0469044848309434e-13,1.8258514882669737e-14,4.515002421210275e-16,1.2328960507686714e-12,1.2549268677205959e-14,3.192926226801848e-16,125.0
1.9802125560610843e-12,3.3598061562554987e-12,2.2645244975442556e-14,9.738397726830523e-13,1.0469011737263407e-13,1.825434787474073e-14,4.512821556850939e-16,1.2328675575973916e-12,1.2559261124493869e-14,3.192908569763388e-16,126.0
1.9802445818863172e-12,3.359801170620513e-12,2.264005206256914e-14,9.738290946507575e-13,1.0468979764899593e-13,1.8250330352831238e-14,4.510718227073465e-16,1.232840870788306e-12,1.2568903728665612e-14,3.192851052596685e-16,127.0
1.9802745774521852e-12,3.3597963564908126e-12,2.2635045165080063e-14,9.738190934558604e-13,1.0468948892264444e-13,1.8246457027762784e-14,4.508689686927249e-16,1.2328158758198865e-12,1.2578208636137411e-14,3.1927561681715454e-16,128.0
1.980302671467695e-12,3.35979170799225e-12,2.2630217710134085e-14,9.738097262011267e-13,1.0468919081710262e-13,1.8242722792782366e-14,4.506733287617675e-16,1.2327924654317434e-12,1.2587187580763717e-14,3.19262629398158e-16,129.0
1.980328984482074e-12,3.359787219448175e-12,2.262556335124725e-14,9.738009527075192e-13,1.0468890296853577e-13,1.8239122717582185e-14,4.504846473211325e-16,1.2327705391641682e-12,1.2595851897172683e-14,3.192463696778164e-16,130.0
1.9803536294021048e-12,3.3597828853730946e-12,2.262107596088928e-14,9.737927353420294e-13,1.0468862502534689e-13,1.8235652042494126e-14,4.503026777448909e-16,1.2327500029268822e-12,1.2604212533718979e-14,3.1922705370392515e-16,131.0
1.9803767119766562e-12,3.359778700466518e-12,2.2616749623295205e-14,9.737850388564074e-13,1.0468835664778354e-13,1.823230617285534e-14,4.501271820662788e-16,1.2327307685951417e-12,1.2612280065061328e-14,3.192048873277926e-16,132.0
1.9803983312504935e-12,3.3597746596069756e-12,2.2612578627487935e-14,9.737778302360964e-13,1.0468809750755606e-13,1.8229080673541422e-14,4.499579306796014e-16,1.23271275363146e-12,1.2620064704372352e-14,3.191800666195509e-16,133.0
1.9804185799893125e-12,3.359770757846216e-12,2.260855746050743e-14,9.737710785587315e-13,1.0468784728746667e-13,1.822597126366345e-14,4.497947020519851e-16,1.2326958807313233e-12,1.2627576315188373e-14,3.1915277826839584e-16,134.0
1.980437545077827e-12,3.3597669904035698e-12,2.2604680800842004e-14,9.737647548615973e-13,1.0468760568104957e-13,1.8222973811425254e-14,4.496372824446848e-16,1.2326800774913761e-12,1.2634824422906943e-14,3.1912319996822045e-16,135.0
1.980455307892612e-12,3.3597633526604808e-12,2.2600943512057332e-14,9.737588320174744e-13,1.0468737239222159e-13,1.822008432913722e-14,4.494854656436556e-16,1.2326652760986523e-12,1.264181822593995e-14,3.190915007890976e-16,136.0
1.9804719446513135e-12,3.359759840155202e-12,2.2597340636618597e-14,9.737532846183494e-13,1.0468714713494303e-13,1.821729896838292e-14,4.493390526991068e-16,1.2326514130395132e-12,1.2648566606530158e-14,3.190578415350589e-16,137.0
1.980487526739711e-12,3.3597564485776494e-12,2.2593867389901346e-14,9.737480888664873e-13,1.0468692963288888e-13,1.8214614015334864e-14,4.491978516737629e-16,1.2326384288270468e-12,1.265507814123906e-14,3.190223750886056e-16,138.0
1.9805021210180053e-12,3.3597531737643896e-12,2.2590519154511203e-14,9.737432224759703e-13,1.0468671961912842e-13,1.8212025886219698e-14,4.490616773244983e-16,1.232626267744011e-12,1.2661361111134773e-14,3.189852467426675e-16,139.0
1.9805157901078146e-12,3.3597500116938334e-12,2.2587291474243868e-14,9.737386645640098e-13,1.0468651683581839e-13,1.8209531122934813e-14,4.489303510945222e-16,1.232614877610182e-12,1.2667423511595619e-14,3.1894659451833135e-16,140.0
1.98052859266087e-12,3.3597469584815804e-12,2.2584180049049262e-14,9.737343955778067e-13,1.0468632103390256e-13,1.8207126388726552e-14,4.488037006938985e-16,1.2326042095502281e-12,1.2673273061888319e-14,3.189065494740395e-16,141.0
1.980540583610659e-12,3.359744010375822e-12,2.258118072971379e-14,9.73730397204647e-13,1.0468613197282082e-13,1.820480846411198e-14,4.486815598735441e-16,1.2325942177870191e-12,1.2678917214425035e-14,3.1886523600105676e-16,142.0
1.9805518144081436e-12,3.3597411637529143e-12,2.257828951265306e-14,9.73726652291199e-13,1.0468594942022658e-13,1.8202574242909222e-14,4.485637682497162e-16,1.2325848594462586e-12,1.2684363163723698e-14,3.1882277210729687e-16,143.0
1.9805623332425526e-12,3.3597384151131293e-12,2.2575502534938743e-14,9.737231447709697e-13,1.0468577315171319e-13,1.8200420728358708e-14,4.48450171117653e-16,1.2325760943719644e-12,1.2689617855086001e-14,3.1877926969062316e-16,144.0
1.9805721852481655e-12,3.359735761076533e-12,2.2572816069521952e-14,9.737198595959461e-13,1.0468560295054987e-13,1.819834502936554e-14,4.483406192533957e-16,1.2325678849538632e-12,1.2694687993001834e-14,3.187348348019445e-16,145.0
1.980581412697987e-12,3.359733198378986e-12,2.2570226520606816e-14,9.737167826719822e-13,1.0468543860742596e-13,1.8196344356875025e-14,4.482349687172155e-16,1.2325601959660236e-12,1.2699580049287246e-14,3.186895678982427e-16,146.0
1.9805900551851386e-12,3.3597307238682585e-12,2.2567730419161498e-14,9.737139007982621e-13,1.0468527992020303e-13,1.8194416020372683e-14,4.481330806656912e-16,1.2325529944157317e-12,1.2704300270962897e-14,3.186435640857714e-16,147.0
1.980598149792752e-12,3.359728334500274e-12,2.2565324418569617e-14,9.73711201610688e-13,1.046851266936744e-13,1.819255742449739e-14,4.480348211727004e-16,1.2325462494019049e-12,1.2708854687880069e-14,3.1859691335376513e-16,148.0
1.980605731253092e-12,3.359726027335472e-12,2.2563005290423363e-14,9.737086735288653e-13,1.0468497873933223e-13,1.8190766065762393e-14,4.479400610575142e-16,1.232539931982476e-12,1.2713249120101188e-14,3.1854970079901776e-16,149.0
1.98061283209659e-12,3.3597237995352916e-12,2.2560769920454943e-14,9.73706305706435e-13,1.0468483587514224e-13,1.8189039529382376e-14,4.478486757187523e-16,1.232534015050193e-12,1.2717489185041848e-14,3.1850200684166785e-16,150.0
1.9806194827914305e-12,3.359721648358763e-12,2.255861530460137e-14,9.737040879845502e-13,1.046846979253257e-13,1.8187375486204926e-14,4.477605449737928e-16,1.232528473216295e-12,1.2721580304381114e-14,3.184539074325057e-16,151.0
1.9806257118742877e-12,3.3597195711592133e-12,2.255653854519816e-14,9.737020108482998e-13,1.0468456472014828e-13,1.8185771689743625e-14,4.47675552903578e-16,1.232523282701563e-12,1.272552771074687e-14,3.184054742520986e-16,152.0
1.980631546072774e-12,3.359717565381076e-12,2.2554536847298168e-14,9.737000653858965e-13,1.0468443609571599e-13,1.8184225973309542e-14,4.475935877027544e-16,1.2325184212342784e-12,1.2729336454182742e-14,3.183567749020241e-16,153.0
1.9806370104201253e-12,3.3597156285568048e-12,2.2552607515111984e-14,9.736982432504501e-13,1.046843118937774e-13,1.8182736247237973e-14,4.475145415350032e-16,1.2325138679546503e-12,1.273301140840306e-14,3.183078730884934e-16,154.0
1.980642128362616e-12,3.3597137583038862e-12,2.255074794856633e-14,9.736965366241636e-13,1.0468419196153252e-13,1.8181300496207492e-14,4.474383103933838e-16,1.232509603325303e-12,1.273655727684215e-14,3.1825882879863774e-16,155.0
1.9806469218601645e-12,3.359711952321953e-12,2.2548955639976897e-14,9.736949381847964e-13,1.0468407615144769e-13,1.817991677664856e-14,4.473647939655068e-16,1.232505609047438e-12,1.2739978598504093e-14,3.182096984697248e-16,156.0
1.9806514114805597e-12,3.3597102083899897e-12,2.2547228170832164e-14,9.736934410742555e-13,1.0468396432107671e-13,1.817858321423898e-14,4.472938955033717e-16,1.232501867982313e-12,1.2743279753619e-14,3.1816053515156136e-16,157.0
1.9806556164877154e-12,3.3597085243636303e-12,2.254556320868478e-14,9.736920388691754e-13,1.0468385633288777e-13,1.8177298001483515e-14,4.472255216977106e-16,1.2324983640776975e-12,1.274646496911163e-14,3.181113886623312e-16,158.0
1.980659554924328e-12,3.359706898172546e-12,2.2543958504147233e-14,9.736907255533627e-13,1.04683752054096e-13,1.817605939537505e-14,4.471595825566914e-16,1.2324950822989913e-12,1.2749538323888127e-14,3.1806230573810896e-16,159.0
1.9806632436892957e-12,3.359705327817916e-12,2.254241188798854e-14,9.736894954919876e-13,1.0468365135650166e-13,1.81748657151348e-14,4.470959912888319e-16,1.2324920085647107e-12,1.2752503753946439e-14,3.1801333017628355e-16,160.0
1.9806666986102295e-12,3.3597038113699886e-12,2.254092126832891e-14,9.736883434074112e-13,1.0468355411633351e-13,1.8173715340028998e-14,4.470346641899849e-16,1.2324891296860652e-12,1.2755365057315903e-14,3.1796450297311565e-16,161.0
1.9806699345113648e-12,3.3597023469657146e-12,2.253948462792918e-14,9.73687264356544e-13,1.0468346021409755e-13,1.817260670725974e-14,4.469755205342567e-16,1.2324864333103636e-12,1.2758125898831281e-14,3.179158624556481e-16,162.0
1.9806729652771716e-12,3.3597009328064654e-12,2.2538100021572186e-14,9.7368625370964e-13,1.0468336953443068e-13,1.8171538309927572e-14,4.469184824687247e-16,1.2324839078680085e-12,1.2760789814746442e-14,3.1786744440817983e-16,163.0
1.9806758039119306e-12,3.3596995671558257e-12,2.253676557353305e-14,9.73685307130435e-13,1.046832819659592e-13,1.817050869506355e-14,4.468634749118273e-16,1.2324815425228524e-12,1.2763360217192739e-14,3.178192821935066e-16,164.0
1.980678462595529e-12,3.3596982483374604e-12,2.2535479475135604e-14,9.736844205575434e-13,1.0468319740116211e-13,1.8169516461728582e-14,4.468104254552991e-16,1.2324793271256995e-12,1.276584039848697e-14,3.177714068691265e-16,165.0
1.980680952735727e-12,3.3596969747330507e-12,2.2534239982392214e-14,9.736835901870336e-13,1.046831157362389e-13,1.8168560259177815e-14,4.467592642695324e-16,1.2324772521707566e-12,1.2768233535293716e-14,3.1772384729859924e-16,166.0
1.9806832850171018e-12,3.3596957447803016e-12,2.253304541372429e-14,9.736828124561095e-13,1.0468303687098187e-13,1.8167638785088035e-14,4.467099240122477e-16,1.232475308754844e-12,1.2770542692646697e-14,3.1767663025824415e-16,167.0
1.9806854694468953e-12,3.3596945569710153e-12,2.25318941477609e-14,9.736820840278245e-13,1.0468296070865262e-13,1.8166750783846014e-14,4.466623397403607e-16,1.2324734885391928e-12,1.2772770827833659e-14,3.1762978053935385e-16,168.0
1.9806875153979537e-12,3.35969340984923e-12,2.253078462121298e-14,9.736814017767651e-13,1.0468288715586271e-13,1.816589504489578e-14,4.466164488249363e-16,1.2324717837136643e-12,1.2774920794149179e-14,3.1758332104609486e-16,169.0
1.9806894316489418e-12,3.3596923020094207e-12,2.252971532682062e-14,9.736807627756424e-13,1.0468281612245842e-13,1.816507040114294e-14,4.465721908691227e-16,1.2324701869632373e-12,1.2776995344519673e-14,3.175372728892608e-16,170.0
1.9806912264220136e-12,3.3596912320947625e-12,2.252868481137112e-14,9.73680164282733e-13,1.0468274752140933e-13,1.8164275727414155e-14,4.465295076289659e-16,1.23246869143662e-12,1.2778997135004719e-14,3.1749165547603807e-16,171.0
1.9806929074180897e-12,3.35969019879545e-12,2.2527691673785435e-14,9.736796037301158e-13,1.0468268126870068e-13,1.8163509938969925e-14,4.46488342937003e-16,1.2324672907168522e-12,1.2780928728178762e-14,3.174464865959379e-16,172.0
1.980694481849901e-12,3.359689200847075e-12,2.2526734563270785e-14,9.736790787126548e-13,1.0468261728322935e-13,1.8162771990068993e-14,4.464486426285408e-16,1.2324659787937714e-12,1.278279259639706e-14,3.174017825030431e-16,173.0
1.980695956472937e-12,3.3596882370290608e-12,2.2525812177537274e-14,9.736785869776802e-13,1.0468255548670339e-13,1.8162060872582558e-14,4.464103544705259e-16,1.2324647500382229e-12,1.2784591124949697e-14,3.1735755799471355e-16,174.0
1.980697337614431e-12,3.3596873061631457e-12,2.2524923261076317e-14,9.736781264153235e-13,1.0468249580354496e-13,1.8161375614656742e-14,4.463734280929174e-16,1.232463599177907e-12,1.278632661510734e-14,3.1731382648688835e-16,175.0
1.9806986312005118e-12,3.3596864071119225e-12,2.252406660349893e-14,9.73677695049465e-13,1.0468243816079656e-13,1.81607152794216e-14,4.4633781492247575e-16,1.2324625212747556e-12,1.2788001287062292e-14,3.1727060008611804e-16,176.0
1.9806998427816275e-12,3.359685538777425e-12,2.2523241037931798e-14,9.736772910292555e-13,1.0468238248803045e-13,1.8160078963745218e-14,4.463034681188842e-16,1.2324615117037446e-12,1.2789617282768314e-14,3.172278896584556e-16,177.0
1.980700977556364e-12,3.3596847000997633e-12,2.2522445439469232e-14,9.736769126211755e-13,1.0468232871726115e-13,1.815946579703129e-14,4.46270342513122e-16,1.232460566133048e-12,1.2791176668682584e-14,3.1718570489532996e-16,178.0
1.9807020403937502e-12,3.359683890055806e-12,2.2521678723679164e-14,9.736765582015971e-13,1.0468227678286091e-13,1.8158874940058763e-14,4.462383945480112e-16,1.2324596805054512e-12,1.2792681438413019e-14,3.171440543765219e-16,179.0
1.9807030358541493e-12,3.3596831076579067e-12,2.2520939845161283e-14,9.736762262498184e-13,1.0468222662147818e-13,1.8158305583862137e-14,4.462075822208621e-16,1.2324588510209417e-12,1.2794133515274152e-14,3.1710294563035674e-16,180.0
1.980703968208826e-12,3.3596823519526764e-12,2.252022779615566e-14,9.73675915341538e-13,1.0468217817195869e-13,1.8157756948651013e-14,4.461778650281439e-16,1.2324580741204048e-12,1.2795534754754595e-14,3.170623851912256e-16,181.0
1.9807048414582755e-12,3.359681622019794e-12,2.251954160520008e-14,9.736756241427457e-13,1.0468213137526931e-13,1.815722828276757e-14,4.461492039121102e-16,1.2324573464703515e-12,1.279688694689905e-14,3.170223786545413e-16,182.0
1.980705659349387e-12,3.3596809169708617e-12,2.2518880335834462e-14,9.736753514039964e-13,1.0468208617442461e-13,1.8156718861680693e-14,4.461215612093118e-16,1.232456664948615e-12,1.279819181860776e-14,3.1698293072923253e-16,183.0
1.9807064253915197e-12,3.3596802359482962e-12,2.2518243085350745e-14,9.736750959550514e-13,1.0468204251441579e-13,1.8156227987015484e-14,4.460949006009299e-16,1.2324560266309547e-12,1.2799451035856162e-14,3.1694404528787476e-16,184.0
1.9807071428715634e-12,3.3596795781242606e-12,2.2517628983586754e-14,9.736748566998562e-13,1.0468200034214215e-13,1.815575498561698e-14,4.460691870648683e-16,1.2324554287785085e-12,1.2800666205837424e-14,3.1690572541455384e-16,185.0
1.98070781486804e-12,3.359678942699632e-12,2.2517037191762457e-14,9.736746326118385e-13,1.0468195960634484e-13,1.8155299208646846e-14,4.4604438682954e-16,1.2324548688260409e-12,1.2801838879030512e-14,3.168679734505539e-16,186.0
1.980708444264312e-12,3.3596783289030048e-12,2.2516466901357248e-14,9.736744227295033e-13,1.0468192025754303e-13,1.8154860030711998e-14,4.460204673292923e-16,1.2324543443709361e-12,1.2802970551196262e-14,3.16830791037958e-16,187.0
1.980709033760957e-12,3.359677735989727e-12,2.2515917333026783e-14,9.73674226152307e-13,1.0468188224797204e-13,1.815443684902398e-14,4.459973971614112e-16,1.2324538531628893e-12,1.2804062665303932e-14,3.167941791612471e-16,188.0
1.9807095858873513e-12,3.3596771632409725e-12,2.2515387735558078e-14,9.73674042036795e-13,1.0468184553152387e-13,1.815402908258808e-14,4.459751460446494e-16,1.2324533930942506e-12,1.2805116613390597e-14,3.1675813818697857e-16,189.0
1.980710103012527e-12,3.3596766099628433e-12,2.251487738486149e-14,9.736738695929807e-13,1.0468181006368957e-13,1.8153636171421165e-14,4.459536847792269e-16,1.232452962190982e-12,1.2806133738355651e-14,3.167226679016239e-16,190.0
1.980710587355334e-12,3.359676075485502e-12,2.2514385582998368e-14,9.736737080809578e-13,1.0468177580150371e-13,1.81532575757972e-14,4.459329852082493e-16,1.2324525586041866e-12,1.280711533569266e-14,3.166877675476408e-16,191.0
1.9807110409939614e-12,3.3596755591623375e-12,2.2513911657243092e-14,9.736735568077246e-13,1.0468174270349076e-13,1.815289277551953e-14,4.45913020180497e-16,1.2324521806021761e-12,1.2808062655160685e-14,3.1665343585785335e-16,192.0
1.980711465874854e-12,3.3596750603691565e-12,2.2513454959178347e-14,9.736734151242109e-13,1.0468171072961322e-13,1.815254126921901e-14,4.458937635145351e-16,1.23245182656304e-12,1.2808976902397163e-14,3.1661967108820943e-16,193.0
1.9807118638210662e-12,3.359674578503404e-12,2.251301486382248e-14,9.736732824224933e-13,1.0468167984122171e-13,1.8152202573677035e-14,4.458751899640991e-16,1.232451494967687e-12,1.2809859240474332e-14,3.1658647104898436e-16,194.0
1.980712236540081e-12,3.3596741129834115e-12,2.2512590768787798e-14,9.736731581331858e-13,1.0468165000100672e-13,1.8151876223172647e-14,4.458572751847093e-16,1.2324511843933258e-12,1.2810710791401163e-14,3.1655383313449437e-16,195.0
1.9807125856311387e-12,3.3596736632476695e-12,2.2512182093468782e-14,9.736730417229983e-13,1.046816211729519e-13,1.8151561768852868e-14,4.458399957014745e-16,1.2324508935073618e-12,1.2811532637572648e-14,3.16521754351383e-16,196.0
1.9807129125920986e-12,3.3596732287541267e-12,2.251178827825913e-14,9.736729326924476e-13,1.046815933222892e-13,1.815125877812545e-14,4.458233288780385e-16,1.2324506210616776e-12,1.2812325823168276e-14,3.1649023134554027e-16,197.0
1.9807132188258643e-12,3.3596728089795132e-12,2.2511408783796632e-14,9.736728305737137e-13,1.0468156641545534e-13,1.815096683407325e-14,4.458072528866328e-16,1.232450365887279e-12,1.2813091355501435e-14,3.1645926042771294e-16,198.0
1.9807135056464055e-12,3.3596724034186875e-12,2.2511043090236687e-14,9.73672734928635e-13,1.0468154042004994e-13,1.8150685534889696e-14,4.457917466782132e-16,1.2324501268892776e-12,1.2813830206321495e-14,3.16428837597852e-16,199.0
1.9807137742843936e-12,3.3596720115840044e-12,2.2510690696544343e-14,9.736726453468226e-13,1.0468151530479513e-13,1.815041449333396e-14,4.457767899575819e-16,1.2324499030421958e-12,1.2814543313069987e-14,3.163989585682768e-16,200.0
